   1. daivapuruṣākārādhyāye 21 verses	1. dEva-puruza-AkAra-aDyAye 21 verseH-
   YY_14.15c/.bhāradvājakulālakukkuṭakharā hārītagṛdhrau kapis	YY_14.15c/.-BAradvAja-kulAla-kukkuwa-KarA hArIta-gRDrO kapi-s
   YY_14.15d/.pheṭau kukkurapūrṇakūṭacaṭakāś coktā divāsaṃcarāḥ//	YY_14.15d/.PewO kukkura-pUrNa-kUwa-cawakAH ca-uktAH divAsaMcarAH//
   YY_14.16ab/.lomāsikā piṅgalachappikākhyau valgulyulūkau śaśakaś ca rātrau/	YY_14.16ab/.lomAsikA piFgala-CappikA-AKyO valgulI-ulUkO SaSakaH ca rAtrO/
   YY_14.16cd/.sarve svakālotkramacāriṇaḥ syur daśasya nāśāya nṛpān tadā vā//	YY_14.16cd/.-sarve sva-kAla-utkrama-cAriNaH syuH daSasya nASAya nRpAn tadA vA//
   YY_14.17ab/.hayanarabhujagoṣṭradvīpisiṃharkṣagodhāvṛkanakulakuraṅgaśvājagovyāghrahaṃsāḥ/	YY_14.17ab/.haya-nara-Buja-ga-uzwra-dvIpi-siMha-Rkza-goDA-vRka-nakula-kuraFga-SvAja-go-vyAGra-haMsAH/
   YY_14.17cd/.pṛṣatamṛgaśṛgālaśvāvidhākhyā 'nyapuṣṭā dyuniśam api viḍālaḥ	YY_14.17cd/.-pRzata-mRga-SRgAla-SvAviDa-AKyA anya-puzwAH dyuniSam api vixAlaH
   sārasaḥ śūkaraś ca//	sArasaH SUkaraH ca//
   YY_14.18ab/.dyuniśobhayacāriṇaḥ svakāle puravanamiśracarāḥ	YY_14.18ab/.dyu-niSA-uBaya-cAriNaH sva-kAle pura-vana-miSra-carAH
   svabhūmisaṃsthāḥ/	sva-BUmi-saMsTAH/
   YY_14.18cd/.saphalā viphalā viparyayasthā gamanepsoḥ purapārthivāśubhās	YY_14.18cd/.saPalA viPalA viparyaya-sTA gamana-IpsoH pura-pArTiva-aSuBAs
   te//	te//
   YY_14.19ab/.yānaṃ dhureṇa patitaṃ bṛhatī ca kanyā garbheṇa cātimahatā	YY_14.19ab/.yAnam DureNa patitam bRhatI ca kanyA garBeNa ca-ati-mahatA
   purataḥ sthito strī/	puratas sTitaH strI/
   YY_14.19cd/.āgaccha tiṣṭha viśa gacchasi vā kim arthaṃ śabdāḥ sthiraś ca	YY_14.19cd/.AgacCa tizWa viSa gacCasi vA kim arTam SabdAH sTiraH ca
   gamanaṃ pratiṣedhayanti//	gamanam pratizeDayanti//
   YY_14.20ab/.gāndhāraṣaḍjaṛṣabhāḥ khalu madhyamaś ca yāne svarāḥ śubhakarā	YY_14.20ab/.gAnDAra-zaxja-RzaBAH Kalu maDyamaH ca yAne svarAH SuBa-karA
   na tu ye 'tra śeṣāḥ/	na tu ye atra SezAH/
   YY_14.20cd/.grāmau śubhāv api ca madhyamaṣaḍjasañjñau gāndhāragītam api	YY_14.20cd/.-grAmO SuBO api ca maDyama-zaxja-saQjQO gAnDAra-gItam api
   bhadram uśanti devāḥ//	Badram uSanti devAH//
   YY_14.21ab/.sarvatra pāpaṃ kṣutam uddiśanti gos tu kṣutaṃ mṛtyukaraṃ	YY_14.21ab/.-sarvatra pApam kzutam uddiSanti goH tu kzutam mRtyu-karam
   yiyāsoḥ/	yiyAsoH/
   YY_14.21cd/.mārjārarāvaskhalanaṃ ca yātur vastrasya bhaṅgaś ca na	YY_14.21cd/.-mArjAra-rAva-sKalanam ca yAtuH vastrasya BaFgaH ca na
   śobhanāni//	SoBanAni//
   YY_14.22ab/.jalakaraśvakarau na śubhau prāgghātakaśastrakarau	YY_14.22ab/.jala-kara-Sva-karO na SuBO prAc-GAtaka-Sastra-karO
   yamadiksthau/	yama-diS-sTO/
   YY_14.22cd/.ṣaṇḍhakamadyakarāv api paścāt āsanasīrakhalaiḥ saha codak//	YY_14.22cd/.-zaNXaka-madya-karO api paScAt Asana-sIra-KalEH saha ca-udak//
   YY_14.23ab/.dravyāṇi śuklāni turaṅgamaś ca pūrveṇa yāmyena śavaṃ samāsam/	YY_14.23ab/.dravyANi SuklAni turaFgamaH ca pUrveNa yAmyena Savam samAsam/
   YY_14.23cd/.paścāt kumārī dadhi cātiśastaṃ saumyena gobrāhmaṇasādhavaś	YY_14.23cd/.-paScAt kumArI daDi ca-atiSastam sOmyena go-brAhmaNa-sADavaH-
   ca//	ca//
   YY_14.24ab/.yaḥ pūrṇakūṭaḥ sakarāyikākhyo vāmaḥ praśastaḥ sa ca pūrvadeśe/	YY_14.24ab/.yaH pUrNakUwaH sa-karAyika-AKyaH vAmaH praSastaH sa ca pUrva-deSe/
   YY_14.24cd/.kākaḥ śubho dakṣiṇataś ca teṣām anyeṣu deśeṣu viparyayeṇa//	YY_14.24cd/.kAkaH SuBaH dakziNatas ca tezAm anyezu deSezu viparyayeNa//
   YY_14.25ab/.vāme śasto dhanvanaḥ siddhidātā prottuṅgaś ced dhastamātram	YY_14.25ab/.vAme SastaH DanvanaH sidDi-dAtA prottuFgaH ced Dasta-mAtram
   jayāya/	jayAya/
   YY_14.25cd/.ākāyaś ced unnato vāmabhāge pṛthvīlābhaṃ dhanvanāgaḥ karoti//	YY_14.25cd/.A-kAyaH ced unnataH vAma-BAge pRTvI-lABam Danva-nAgaH karoti//
   YY_14.26ab/.naraturagagajātapatrakumbhadhvajaśayanāsanapuṣpacāmarāṇi/	YY_14.26ab/.nara-turaga-gaja-Ata-patra-kumBa-Dvaja-Sayana-Asana-puzpa-cAmarANi/
   YY_14.26cd/.vrajati yadi puro 'vamūtrya yātuḥ kṣapayati śatrubalaṃ tato	YY_14.26cd/.vrajati yadi puras avamUtrya yAtuH kzapayati Satru-balam tatas-
   narendraḥ//	narendraH//
   YY_14.27ab/.viṣakaṇṭakiśuṣkavṛkṣaloṣṭān avamūtryāsthicitena yāti cec chvā/	YY_14.27ab/.-viza-kaNwaki-Suzka-vRkza-lozwAn avamUtrya-asTi-citena yAti ced SvA/
   YY_14.27cd/.na śubho 'bhimukho bhaṣan vidhunvan yudhyan gāṃ vilikhan	YY_14.27cd/.na SuBaH aBimuKaH Bazan viDunvan yuDyan gAm viliKan
   nakhair vamaṃś ca//	naKEH vaman ca//
   YY_14.28ab/.uttānāpādaḥ svapate ca pāpo vilokya sūryaṃ viruvaṃś ca dīnam/	YY_14.28ab/.uttAn-ApAdaH svapate ca pApaH vilokya sUryam viruvan ca dInam/
   YY_14.28cd/.śuṣkāsthilābhābhimukhaś ca kaṣṭo māṃsādibhiḥ pūrṇamukhaś ca	YY_14.28cd/.-Suzka-asTilABa-aBimuKaH ca kazwaH mAMsa-AdiBiH pUrNa-muKaH ca
   śastaḥ//	SastaH//
   YY_14.29ab/.pūrṇānano yasya kroti cāṣaḥ pradakṣiṇaṃ svastikam eva vā khe/	YY_14.29ab/.pUrNa-AnanaH yasya kroti cAzaH pradakziNam svastikam eva vA Ke/
   YY_14.29cd/.lābho mahāntasya parābhavāya kālena bhaṅgo vijayo jayo 'sya//	YY_14.29cd/.-lABaH mahAntasya parABavAya kAlena BaFgaH vijayaH jayaH asya//
   YY_14.30ab/.kāryantu mūlaśakune 'ntaraje tad ahni vindyāt phalaṃ niyatam	YY_14.30ab/.kAryantu mUla-Sakune antara-je tat ahni vindyAt Palam niyatam
   evam ime vicintyāḥ/	evam ime vicintyAH/
   YY_14.30cd/.prāraṃbhayānasamayeṣu tathā praveśe grāhyaṃ kṣutan na śubhadaṃ	YY_14.30cd/.-prAraMBayAna-samayezu taTA praveSe grAhyam kzutat na SuBa-dam
   kvacid apy uśanti//	kvacid api uSanti//
   YY_14.31a/.krośād ūrdhvaṃ śakunavirutaṃ niṣphalaṃ prāhur eke	YY_14.31a/.kroSAt UrDvam Sakuna-virutam nizPalam prAhuH eke
   YY_14.31b/.tatrāniṣṭe prathamaśakune mānayet pañca ṣaṭ ca/	YY_14.31b/.tatra-anizwe praTama-Sakune mAnayet paQca zaz ca/
   YY_14.31c/.prāṇāyāmān nṛpatir aśubhe ṣoḍaśaivaṃ dvitīye	YY_14.31c/.-prANAyAmAt nRpatiH aSuBe zoxaSa-evam dvitIye
   YY_14.31d/.pratyāgacchet svabhavanam ato yady aniṣṭas tṛtīyaḥ//	YY_14.31d/.-pratyAgacCet sva-Bavanam atas yadi anizwaH tRtIyaH//
   YY_14.32ab/.śubhaṃ daśāpākam avighnasiddhiṃ mūlābhirakṣām athavā sahāyān/	YY_14.32ab/.-SuBam daSA-pAkam aviGna-sidDim mUla-aBirakzAm aTavA sahAyAn-/
   YY_14.32cd/.duṣṭasya saṃsiddhim anāmayatvaṃ vadanti te mānayitur	YY_14.32cd/.-duzwasya saMsidDim anAmaya-tvam vadanti te mAnayituH-
   nṛpasya//E32	nRpasya//E32
   YY_15.1ab/.śūrakṛtāsramahākulajātāḥ svāmihitā balinaḥ kṛtayogyāḥ/	YY_15.1ab/.-SUra-kRta-asra-mahA-kula-jAtAH svAmi-hitAH balinaH kRta-yogyAH/
   YY_15.1cd/.dṛṣṭaguṇā bahubāndhavamitrā nāgakarorubhujāḥ kaṭhināṅgāḥ//	YY_15.1cd/.-dRzwa-guNAH bahu-bAnDava-mitrAH nAga-kara-Uru-BujAH kaWina-aFgAH//
   YY_15.2ab/.vyāghramṛgeśvaragovṛṣanādāḥ śyenadṛśaḥ śukasannibhanāsāḥ/	YY_15.2ab/.-vyAGra-mRga-ISvara-go-vRza-nAdAH Syena-dRSaH Suka-sanniBa-nAsAH/
   YY_15.2cd/.kekarajihmanimīlitanetrāḥ puṇyakṛtāṃ samareṣu sahāyāḥ//	YY_15.2cd/.-kekarajihma-nimIlita-netrAH puNya-kRtAm samarezu sahAyAH//
   YY_15.3ab/.deśaguṇaiḥ prathitāś ca purogās te bahavo guṇalakṣaṇalakṣyāḥ/	YY_15.3ab/.deSa-guNEH praTitAH ca purogAH te bahavaH guNa-lakzaNa-lakzyAH/
   YY_15.3cd/.kālabhṛto bhṛkuṭīkṛtavakrāvamabhṛto vividhāyudhahastāḥ//	YY_15.3cd/.-kAla-BRtaH BRkuwI-kRta-vakra-avama-BRtaH viviDa-AyuDa-hastAH//
   YY_15.4ab/.daṇḍoragau ravisutasya raves tu cakraṃ śukrasya padmaśakaṭau	YY_15.4ab/.daNxa-uragO ravi-sutasya raveH tu cakram Sukrasya padma-SakawO
   garuḍo budhasya/	garuxaH buDasya/
   YY_15.4cd/.vyūhau tu sūcimakarau dharaṇīsutasya śyeno guroḥ śiśiragor api	YY_15.4cd/.-vyUhO tu sUci-makarO DaraNI-sutasya SyenaH guroH SiSira-goH api
   maṇḍalākhyaḥ//	maNxala-AKyaH//
   YY_15.5ab/.vyūham ātmaśubhadagrahasya yad vidviṣām aśubhasaṃsthitasya vā/	YY_15.5ab/.vyUham Atma-SuBa-dagrahasya yat vidvizAm aSuBa-saMsTitasya vA/
   YY_15.5cd/.tatprayojyam ariyojitasya vā ghātanaṃ tadaribhir balottaraiḥ//	YY_15.5cd/.-tad-prayojyam ari-yojitasya vA GAtanam tad-ariBiH bala-uttarEH//
   YY_15.6a/.raṇe pratyāsanne sadasi nṛpatir mantrividitaṃ	YY_15.6a/.raNe pratyAsanne sadasi nRpatiH mantri-viditam
   YY_15.6b/.balotsāhaṃ kuryād ahitavalavidrāvaṇakaram/	YY_15.6b/.bala-utsAham kuryAt ahita-vala-vidrAvaNa-karam/
   YY_15.6c/.jayaṃ no daivajñaḥ kathayati janaḥ satyavacano	YY_15.6c/.-jayam naH dEva-jQaH kaTayati janaH satya-vacanaH-
   YY_15.6d/.nimittānīṣṭāni dvipaturagayodhādiṣu ca me//	YY_15.6d/.-nimittAni-izwAni dvipa-turaga-yoDa-Adizu ca me//
   YY_15.7a/.abhijanayutā yūyaṃ sauryaṃ janāḥ kathayanti vo	YY_15.7a/.a-Bijana-yutAH yUyam sOryam janAH kaTayanti vaH-
   YY_15.7b/.dhanuṣi kaṇaye cakre śaktyām asau ca kṛtaśramāḥ/	YY_15.7b/.Danuzi kaNaye cakre SaktyAm asO ca kRta-SramAH/
   YY_15.7c/.mayi ca bhavatām asti snehaḥ kathan na jayo mama	YY_15.7c/.mayi ca BavatAm asti snehaH kaTat na jayaH mama
   YY_15.7d/.dviradaturagaṃ syād ākrāntaṃ bhavadbhir idaṃ yadā//	YY_15.7d/.-dvirada-turagam syAt AkrAntam BavadBiH idam yadA//
   YY_15.8ab/.bṛṃhanti heṣanti śivaṃ bruvanti dīpyanti śocanti mudānvitāś ca/	YY_15.8ab/.bRMhanti hezanti Sivam bruvanti dIpyanti Socanti mudA-anvitAH ca/
   YY_15.8cd/.nāgāśvaviprānalaśatruyodhāḥ kaḥ saṃśayaś cātra raṇe jayasya//	YY_15.8cd/.-nAga-aSva-vipra-anala-Satru-yoDAH kaH saMSayaH ca-atra raNe jayasya//
   YY_15.9ab/.dveṣāyanena muninā manunā ca dharmā yuddheṣu ye nigaditā	YY_15.9ab/.dvezAyanena muninA manunA ca DarmAH yudDezu ye nigaditA
   viditās tu te vaḥ/	viditAH tu te vaH/
   YY_15.9cd/.svāmyarthagodvijahite tyajatāṃ śarīraṃ lokā bhavanti sulabhā	YY_15.9cd/.-svAmi-arTa-go-dvija-hite tyajatAm SarIram lokAH Bavanti sulaBA
   vipulaṃ jayaś ca//	vipulam jayaH ca//
   YY_15.10ab/.tapasvibhir yā sucireṇa labhyate prayatnataḥ satribhir ijyayā	YY_15.10ab/.tapasviBiH yA su-cireNa laByate prayatnataH satriBiH ijyayA
   ca yā/	ca yA/
   YY_15.10cd/.vrajanti tām āśu gatiṃ manasvino raṇāśvamedhe paśutām	YY_15.10cd/.vrajanti tAm ASu gatim manasvinaH raNa-aSvameDe paSu-tAm
   upāgataḥ//	upAgataH//
   YY_15.11ab/.yasya tapo na janāḥ kathayanti no maraṇaṃ samare vijayañ ca/	YY_15.11ab/.yasya tapaH na janAH kaTayanti naH maraNam samare vijayan ca/
   YY_15.11cd/.na śrutadānamahādhanatāṃ vā tasya bhavaḥ kṛmikīṭasamānaḥ//	YY_15.11cd/.na Sruta-dAna-mahA-Dana-tAm vA tasya BavaH kRmi-kIwa-samAnaH//
   YY_15.12ab/.sarakṣyamāṇam api nāśam upaity avaśyam etac charīram apahāya	YY_15.12ab/.sa-rakzyamANam api nASam upEti avaSyam etat SarIram apahAya
   suhṛtsutārthān/	suhRd-suta-arTAn-/
   YY_15.12cd/.tat kiṃ varaṃ pralapatāṃ suhṛdāṃ samakṣaṃ kiṃ nidhnataḥ	YY_15.12cd/.-tat kim varam pralapatAm suhRdAm samakzam kim niDnataH
   parabalaṃ bhṛkuṭīmukhasya//	para-balam BRkuwI-muKasya//
   YY_15.13ab/.hā tāta māteti ca vedanārtthāḥ dhavaṇañ	YY_15.13ab/.hA tAta mAtA-iti ca vedanA-rtTAH DavaNaQ
   chakṛnmūtrakaphānuliptaḥ/	CakRt-mUtra-kaPa-anuliptaH/
   YY_15.13cd/.varaṃ mṛtaḥ kiṃ bhavane kim ājau	YY_15.13cd/.varam mRtaH kim Bavane kim AjO
   sandaṣṭadantacchadabhīmavaktraḥ//	sandazwad-anta=-Cada-BIma-vaktraH//
   YY_15.14ab/.lokaḥ śubhas tiṣṭhatu tāvad anyaḥ parāṅmukhānāṃ samareṣu	YY_15.14ab/.-lokaH SuBaH tizWatu tAvat anyaH parAFmuKAnAm samarezu
   puṃsām/	puMsAm/
   YY_15.14cd/.patnyo 'pi teṣāṃ na hriyā mukhāni puraḥ sakhīnām	YY_15.14cd/.-patnyaH api tezAm na hriyA muKAni puras saKInAm
   avalokayanti//	avalokayanti//
   YY_15.15ab/.śatrusainyam avadārya varttatāṃ yat sukhantu kathayāmi	YY_15.15ab/.-Satru-sEnyam avadArya varttatAm yat suKantu kaTayAmi
   tādṛśam/	tAdRSam/
   YY_15.15cd/.śṛṇvatāṃ svayaśasograpallavān digbadhūvadanakarṇapūrakān//	YY_15.15cd/.-SRNvatAm sva-yaSasA-ugra-pallavAn diS-baDU-vadana-karNapUrakAn-//
   YY_15.16ab/.nipatati śirasi dvipasya siṃhaḥ	YY_15.16ab/.nipatati Sirasi dvipasya siMhaH
   svatanuśatādhikamāṃsarāśimūrtteḥ/	sva-tanu-Sata-aDika-mAMsa-rASi-mUrtteH/
   YY_15.16cd/.pibati ca tadasṛgmadeṣṭagandhaṃ vadanagatāṃś ca śanaiḥ	YY_15.16cd/.pibati ca tad-asRj-madezwa-ganDam vadana-gatAn ca SanEs-
   prasṛjya muktān//	prasRjya muktAn-//
   YY_15.17ab/.maṇikanakavibhūṣitā yuvatyo dvipaturagaṃ vasu cāmarānilaś ca/	YY_15.17ab/.maNi-kanaka-viBUzitAH yuvatyaH dvipa-turagam vasu ca-amara-anilaH ca/
   YY_15.17cd/.aviralaśaśikānti cātapatraṃ bhavati na mātṛmukhasya	YY_15.17cd/.a-virala-SaSi-kAnti ca-Atapatram Bavati na mAtR-muKasya
   yuddhabhīroḥ//	yudDa-BIroH//
   YY_15.18ab/.rucimatku bāhupañjare harinākṣyaḥ pravarorupīḍanam/	YY_15.18ab/.-rucimat-ku bAhu-paQjare harinA-akzyaH pravara-Uru-pIxanam/
   YY_15.18cd/.ramayanti vimānasaṃsthitāḥ surabadhvo 'timudā raṇārjitāḥ//	YY_15.18cd/.ramayanti vimAna-saMsTitAH surabaDvaH ati-mudAH raNa-arjitAH//
   YY_15.19ab/.ekato 'sya surasundarījanaḥ śrīḥ pratīcchati yuyutsuto 'nyaḥ/	YY_15.19ab/.ekatas asya surasundarI-janaH SrIH pratIcCati yuyutsutaH anyaH/
   YY_15.19cd/.padmayā saha palāyate yaśaś caikataḥ kulakalaṅkakārakam//	YY_15.19cd/.-padmayA saha palAyate yaSaH ca-ekatas kula-kalaFka-kArakam//
   YY_15.20ab/.ārāmadevakulakūpataḍāgayajñā ye vaḥ kṛtā bilasitañ ca	YY_15.20a-b/.a-ArAma-deva-kula-kUpa-taxAga-yajQAH ye vaH kRtA bila-sitan ca
   nṛpaprasādāt/	nRpa-prasAdAt/
   YY_15.20cd/.tad vo vṛtho yadi na niśchalamājimadhye vidyullatāvikasitāni	YY_15.20cd/.-tat vaH vRTaH yadi na niSCalam-Aji-maDye vidyut-latA-vikasitAni
   karoti vo 'siḥ//	karoti vaH asiH//
   YY_15.21ab/.citraṃ kim asmin vada sāhasaṃ vā yat svāmino 'rthe ganayanti	YY_15.21ab/.citram kim asmin vada sAhasam vA yat svAminaH arTe ganayanti
   nāsūn/	na-asUn/
   YY_15.21cd/.yuddhāt pranaṣṭo vidito 'rimadhye yadvāliśa staṣṭhati sāhasaṃ	YY_15.21cd/.-yudDAt pranazwaH viditaH ari-maDye yat-vA-AliSa stazWati sAhasam
   tat//	tat//
   YY_15.22ab/.na kevalaṃ gātravibhūṣaṇāni kṣatāni śūrasya raṇe kṛtāni/	YY_15.22ab/.na kevalam gAtra-viBUzaNAni kzatAni SUrasya raNe kRtAni/
   YY_15.22cd/.yaśastaror mūlakṛṣikṣatāni tāny eva vaṃśasya vibhūṣaṇāni//	YY_15.22cd/.yaSaH-taroH mUla-kRzi-kzatAni tAni eva vaMSasya viBUzaNAni//
   YY_15.23ab/.bhagneṣu yodheṣv avapūrya śastrāṇy ājau pravṛttā vyasavaḥ kṛtā	YY_15.23ab/.-Bagnezu yoDezu avapUrya SastrANi AjO pravRttA vyasavaH kRtA
   ye/	ye/
   YY_15.23cd/.ūrdhvānanā vājimakhāptalokās teṣāṃ vimānāny avalokayanti//	YY_15.23cd/.-UrDva-AnanAH vAji-maKa-Apta-lokAH tezAm vimAnAni avalokayanti//
   YY_15.24ab/.yair śvamedhe 'bhihitaṃ phalaṃ vā devair dvijair vā	YY_15.24ab/.yEH SvameDe aBihitam Palam vA devEH dvijEH vA
   śrutiśāstrakāraiḥ/	Sruti-SAstra-kArEH/
   YY_15.24cd/.tair eva bhaṅge pratilomagasya pade pade vājimakhaḥ	YY_15.24cd/.tEH eva BaFge pratiloma-gasya pade pade vAji-maKaH
   pradiṣṭaḥ//	pradizwaH//
   YY_15.25ab/.svargasya mārgā bahavaḥ pradiṣṭās te kṛcchrasādhyāḥ kuṭilāḥ	YY_15.25ab/.svargasya mArgAH bahavaH pradizwAH te kRcCra-sADyAH kuwilAH
   savighnāḥ/	sa-viGnAH/
   YY_15.25cd/.nimeṣamātreṇa mahāphalo 'yam ṛjuś ca panthāḥ samare	YY_15.25cd/.-nimeza-mAtreNa mahA-PalaH ayam RjuH ca panTAH samare
   vyāsutvam//	vyAsu-tvam//
   YY_15.26ab/.dṛṣṭāiśvaryaṃ svāmigobrāhmaṇārthe tyaktāsūnāṃ saṅgare	YY_15.26ab/.dRzwAi-Svaryam svAmi-go-brAhmaNa-arTe tyakta-asUnAm saFgare
   saṅgatānām/	saFgatAnAm-/
   YY_15.26cd/.kṛcchropāyair arjitasvargalokāḥ janmecchanti kṣipram	YY_15.26cd/.kRcCra-upAyEH arjita-svarga-lokAH janma-icCanti kzipram
   evājilobhāt//	eva-aji-loBAt//
   YY_15.27ab/.saṃmūrcchitaṃ saṃyugasaṃprahāraiḥ paśyanti	YY_15.27ab/.-saMmUrcCitam saMyuga-saMprahArEH paSyanti
   suptapratibuddhatulyam/	supta-pratibudDa-tulyam/
   YY_15.27cd/.ātmānam aṅkeṣu surāṅganānāṃ mandākinīmārutabījitāṅgāḥ//	YY_15.27cd/.A-AtmAnam aFkezu sura-aFganAnAm mandAkinI-mAruta-bIjita-aFgAH//
   YY_15.28ab/.jīvito 'pi nihatasya vā raṇe dharma eva hi narasya yudhyataḥ/	YY_15.28ab/.-jIvitaH api nihatasya vA raNe DarmaH eva hi narasya yuDyataH/
   YY_15.28cd/.niścayān na maraṇāṃ hi saṅgare naiva bhīrujarāmaraḥ kvacit//	YY_15.28cd/.-niScayAt na maraNAm hi saFgare na-eva BIru-jarA-amaraH kvacit//
   YY_15.29ab/.mānamātram avalambya yudhyate kīṭako 'pi vihago 'tha vā paśuḥ/	YY_15.29ab/.mAna-mAtram avalambya yuDyate kIwakaH api vihagaH aTa vA paSuH/
   YY_15.29cd/.ko hi nāma puruṣas tyajed raṇaṃ svagamānasukhakīrttivittadam//	YY_15.29cd/.kaH hi nAma puruzaH tyajet raNam svagamAna-suKa-kIrtti-vitta-dam//
   YY_15.30ab/.yad abhāvi na me 'sti tat kvacit sadasadbhāvi na me kva	YY_15.30ab/.yat aBAvi na me asti tat kvacid sat-asat-BAvi na me kva
   yāsyati/	yAsyati/
   YY_15.30cd/.iti saṃparicintya paṇḍitāḥ parasainyāni viśanty aviklavāḥ//	YY_15.30cd/.-iti saMparicintya paNxitAH para-sEnyAni viSanti aviklavAH//
   YY_15.31ab/.uraḥ kṛtvā vedyāṃ maṇiphalakagāḍhasthitakucaṃ bhujā vālambyair	YY_15.31ab/.uraH kRtvA vedyAm maNi-Palaka-gAXa-sTita-kucam BujAH vA-AlambyEH-
   hītyamaravanitā vyomagṛhagāḥ/	hi-iti-amara-vanitAH vyoma-gRha-gAH/
   YY_15.31cd/.apadvāreṇaivaṃ tvaritapadam atyāhur aparā hataṃ hastālaghvair	YY_15.31cd/.a-padvAreNa-evam tvarita-padam ati-AhuH aparA hatam hasta-alaGvEH-
   harati suraloko raṇamukhāt//	harati sura-lokaH raNa-muKa-at//
   YY_15.32a/.haṃsāḍhayaṃ maṇivedikākuharakavyālaṃ bihārāmbaraṃ	YY_15.32a/.haMsa-AXayam maNi-vedikA-ku-haraka-vyAlam bihAra-ambaram
   YY_15.32b/.nirvyūhasthitaratnacitrakanakaṃ stambhāśritaṃ vyālakam/	YY_15.32b/.nirvyUha-sTita-ratna-citra-kanakam stamBa-ASritam vyAlakam/
   YY_15.32c/.ghaṇṭākiṅkiṇicārucāmarayutastrīgītanṛtyānvitaṃ	YY_15.32c/.-GaNwA-kiFkiNicAru-cAmara-yuta-strI-gIta-nRtya-anvitam
   YY_15.32d/.bālārkopamam āviśanty abhimukhā yuddhe vimānaṃ hatāḥ//E32	YY_15.32d/.-bAla-arka-upamam AviSanti aBimuKAH yudDe vimAnam hatAH//E32
   YY_16.1ab/.atra dhvajapraharaṇāny abhimantritāni kurvanti śatrukadana	YY_16.1ab/.atra Dvaja-praharaNAni aBimantritAni kurvanti Satru-kadana
   ripuvāhinīnām/	ripu-vAhinInAm/
   YY_16.1cd/.mantraṃ jagāda bhagavān uśanāḥ svaśāstre yal likhyate sa iha	YY_16.1cd/.-mantram jagAda BagavAn uSanAH sva-SAstre yat liKyate saH iha
   pūrvavidhikrameṇa//	pUrva-viDi-krameNa//
   YY_16.2ab/./	YY_16.2ab/./
   YY_16.2cd/.pracalitagajavājiśūrayodhaṃ samabhimukhodyataśastram	YY_16.2cd/.-pracalita-gaja-vAji-SUra-yoDam samaBimuKa-udyata-Sastram
   abhyupetam/	aByupetam/
   YY_16.2ef/.abhimukhadinakṛtprabhañjanaṃ ca sthirahṛdayo 'ribala sukhaṃ	YY_16.2ef/.aBi-muKa-dina-kRt-praBaQjanam ca sTira-hRdayaH ari-bala suKam
   nihanyāt//	nihanyAt//
   YY_16.3ab/.aśubhakhagamṛgaṃ ca dakṣiṇe nipatati ketupatākabheva vā/	YY_16.3ab/.a-SuBa-Kaga-mRgam ca dakziNe nipatati ketu-patAka-Beva vA/
   YY_16.3cd/.paruṣaviṣamamandajarjaro yadi khalu tūryaravo 'sya vāmataḥ//	YY_16.3cd/.-paruza-vizama-manda-jarjaraH yadi Kalu tUrya-ravaH asya vAmataH//
   YY_16.4ab/.yat pṛṣṭhataḥ seṣugajāśvayodham niṣṭhitavyūhamarātisainyam/	YY_16.4ab/.yat pRzWatas sa-izu-gaja-aSva-yoDam nizWita-vyUham-arAti-sEnyam/
   YY_16.4cd/.yasyendracāpaṃ ca lalāṭasaṃstha tat pṛṣṭhabhāgaḥ kuśalo	YY_16.4cd/.yasya-indracApam ca lalAwa-saMsTa tat pRzWa-BAgaH kuSalaH-
   'bhihanyāt//	aBihanya-at//
   YY_16.5ab/.nārttā na bhītā na tṛṇānanāś ca vimuktaśastrāḥ prapalayamānāḥ/	YY_16.5ab/.na-ArttAH na BItAH na tRNa-AnanAH ca vimukta-SastrAH prapalayamAnAH/
   YY_16.5cd/.kṣīṇāyudhā vājigajāvatīrṇā hy ete na badhyā na ca pīḍanīyāḥ//	YY_16.5cd/.-kzINa-AyuDAH vAji-gaja-avatIrNAH hi ete na baDyAH na ca pIxanIyAH//
   YY_16.6ab/.kulaikatantuḥ śaraṇāgato vā kṛtāñjaliryaś ca vadet tava 'smi/	YY_16.6ab/.kula-eka-tantuH SaraNa-AgataH vA kRtAQjaliH-yaH ca vadet tava asmi/
   YY_16.6cd/.ayudhyamānān avagamya hanyāś na pālakān strīparirakṣitāṃś ca//	YY_16.6cd/.a-yuDyamAnAn avagamya hanyAH na pAlakAn strI-parirakzitAn ca//
   YY_16.7ab/.digdāhakṣitijarajośmavṛṣṭipātair nirghātakṣiticalanādivaikṛtaiś	YY_16.7ab/.digdAha-kziti-jarajaH-Sma-vRzwi-pAtEH nirGAta-kziti-calana-Adi-vEkRta-EH-
   ca/	ca/
   YY_16.7cd/.yuddhānte mṛgaśakunaiś ca dīptanādair no bhadraṃ bhavati jaye	YY_16.7cd/.-yudDa-ante mRga-SakunEH ca dIpta-nAdEH naH Badram Bavati jaye
   'pi pārthivasya//	api pArTivasya//
   YY_16.8ab/.śubhā mṛgapatatriṇo mṛdusamīraṇohlādakṛd grahāḥ sphuṭamarīcayo	YY_16.8ab/.-SuBAH mRgapatatriNaH mRdu-samIraNaH-hlAda-kRt grahAH sPuwa-marIcayo
   vigatareṇudigmaṇḍalam/	vigata-reNu-diS-maNxalam/
