   Cīvaravastu	SIva-ravaH-tu
   bhūtapūrvaṃ bhikṣavo 'nyatamasminn āśramapade puṣpaphalasalilasaṃpanne	BUta-pUrvam BikzavaH anyatamasmin ASrama-pade puzpa-Pala-salila-saMpanne
   nānāvṛkṣopaśobhite ṛṣiḥ prativasati pañcābhijñaḥ / tena śiṣyasyopasthānaṃ	nAnA-vRkza-upaSoBite RziH prativasati paQca-aBijQaH / tena Sizyasya-upasTAnam
   kṛtam* / svasthībhūtaḥ / tatas tena pañcābhijñāḥ sākṣātkṛtāḥ / kiṃ	kRtam* / svasTIBUtaH / tatas tena paQca-aBijQAH sAkzAtkRtAH / kim
   manyadhve bhikṣavaḥ / yo 'sau tena kālena tena samayena ṛṣir āsīd ahaṃ saḥ	manyaDve BikzavaH / yaH asO tena kAlena tena samayena RziH AsIt aham saH
   / yo 'sau tasya ṛṣeḥ śiṣya eṣa evāsau bhikṣuḥ / tadāpy asya mayā	/ yaH asO tasya RzeH SizyaH ezaH eva-asO BikzuH / tadA-api asya mayA
   upasthānaṃ kṛtam etarhy apy asya mayā upasthānaṃ kṛtam* /	upasTAnam kRtam etarhi api asya mayA upasTAnam kRtam* /
   punar api bhikṣavo buddhaṃ bhagavantaṃ papracchuḥ / paśya bhadantātīva	punar api BikzavaH budDam Bagavantam papracCuH / paSya Badanta-atIva
   bhagavato glānakaḥ priya iti / bhagavān āha / na bhikṣava etarhi yathā	BagavataH glAnakaH priyaH iti / BagavAn Aha / na BikzavaH etarhi yaTA
   atīte 'dhvani mamātiva glānakāḥ priyāḥ / tac chrūyatām* /	atIte aDvani mama-ativa glAnakAH priyAH / tat SrUyatAm* /
   bhūtapūrvaṃ bhikṣavaḥ śivaghoṣāyāṃ rājadhānyāṃ sivir nāma rājā rājyaṃ	BUta-pUrvam BikzavaH Siva-GozAyAm rAjaDAnyAm siviH nAma rAjA rAjyam
   kārayati / ṛddhaṃ ca sphītaṃ ca kṣemaṃ ca subhikṣaṃ	kArayati / RdDam ca sPItam ca kzemam ca suBikzam
   cākīrṇabahujanamanuṣyaṃ ca / tasya nāsti kiṃcid aparityājyaṃ yācanakebhyo	ca-AkIrNa-bahu-jana-manuzyam ca / tasya na-asti kiMcid aparityAjyam yAcanakeByaH-
   viśeṣatas tu glānebhyaḥ / yāvad anyatamo gṛhapatir glānaḥ	viSezataH tu glAneByaH / yAvat anyatamaH gRhapatiH glAnaH
   sarvavaidyapratyākhyāto rājñaḥ sakāśaṃ gataḥ / deva cikitsāṃ me kāraya iti	sarva-vEdya-pratyAKyAtaH rAjQaH sakASam gataH / deva cikitsAm me kArayaH iti
   / tato rājñā vaidyānām ājñā dattā / bhavato 'sya cikitsāṃ kuruteti / te	/ tatas rAjQA vEdyAnAm AjQA dattA / BavataH asya cikitsAm kuruta-iti / te
   kathayanti / deva durlabhāny asya bhaiṣajyānīti / rājā kathayati /	kaTayanti / deva durlaBAni asya BEzajyAni-iti / rAjA kaTayati /
   kīdṛśāni punas tāni bhaiṣajyāni / deva yaḥ kadācij janmanaḥ prabhṛti na	kIdRSAni punar tAni BEzajyAni / deva yaH kadAcid janmanaH praBRti na
   kasyacid ruṣitapūrvas tasya rudhireṇa yavāgūḥ ṣaṇmāsān dātavyā / evam asya	kasyacid ruzita-pUrvaH tasya ruDireNa yavAgUH zaz-mAsAn dAtavyA / evam asya
   svāsthyaṃ bhavati / nānyatheti / rājā kathayati / satyaṃ durlabham asya	svAsTyam Bavati / na-anyaTA-iti / rAjA kaTayati / satyam durlaBam asya
   bhaiṣajyam* / sa ātmanaḥ (MSV II 133) pracāraṃ paricchettum ārabdhaḥ /	BEzajyam* / saH AtmanaH (MSV II 133) pracAram paricCettum ArabDaH /
   duḥkham ātmanaḥ pracāraḥ paricchidyate / sa dhātrīṃ praṣṭum ārabdhaḥ /	duHKam AtmanaH pracAraH paricCidyate / sa DAtrIm prazwum ArabDaH /
   amba asty aham iyatā kālena kasyacid ruṣitapūrvaḥ / kumāra yadā tvaṃ	amba asti aham iyatA kAlena kasyacid ruzita-pUrvaH / kumAra yadA tvam
   mamāṃsagatas tadāham api na kasyacid ruṣitapūrvā prāg eva tvam iti / tato	mama-aMsa-gataH tadA-aham api na kasyacid ruzita-pUrvA prAk eva tvam iti / tatas-
   jananyāḥ sakāśam upasaṃkrāntaḥ / kathayati / amba asty ahaṃ kasyacid	jananyAH sakASam upasaMkrAntaH / kaTayati / amba asti aham kasyacid-
   ruṣitapūrvaḥ / kumāra yadā tvaṃ mama kukṣigatas tadāham api na kasyacid	ruzita-pUrvaH / kumAra yadA tvam mama kukzi-gataH tadA-aham api na kasyacid-
   ruṣitapūrvā prāg eva tvam iti / sa saṃlakṣayati (272r1 = GBM 6.856) /	ruzita-pUrvA prAk eva tvam iti / sa saMlakzayati (272r1  GBm 6.856) /
   labdhaṃ bhaiṣajyam iti viditvā tena vaidyānām ājñā dattā / bhavanto	labDam BEzajyam iti viditvA tena vEdyAnAm AjQA dattA / BavantaH-
   mayātmā parīkṣitaḥ / ahaṃ na kadācit kasyacid ruṣitapūrvaḥ / mama	mayA-AtmA parIkzitaH / aham na kadAcid kasyacid ruzita-pUrvaH / mama
   paṃceṅkhikaśirāvedhaṃ kuruta / deva vayaṃ prākṛtapuruṣasyārthāya devasya	paMca-iFKika-Sira-AveDam kuruta / deva vayam prAkRta-puruzasya-arTAya devasya
   kāye śastraṃ na nipātayāmaḥ / kuśalā bhavanti bodhisatvās teṣu teṣu	kAye Sastram na nipAtayAmaH / kuSalAH Bavanti boDisatvAH tezu tezu
   śilpasthānakarmasthāneṣu / rājñā svayam eva śirāvedhaḥ kṛtaḥ / tena ca	Silpa-sTAna-karma-sTAnezu / rAjQA svayam eva SirA-veDaH kRtaH / tena ca
   rudhireṇa ṣaṇ māsān pratidinaṃ tasmai yavāgūr dattā / svastho jātaḥ / kiṃ	ruDireNa zaw mAsAn pratidinam tasmE yavAgUH dattA / svasTaH jAtaH / kim
   manyadhve bhikṣavaḥ / yo 'sau rājā ahaṃ sa tena kālena tena samayena /	manyaDve BikzavaH / yaH asO rAjA aham sa tena kAlena tena samayena /
   tadāpi me glānakāḥ priyāḥ prāg evedānīm* /	tadA-api me glAnakAH priyAH prAk eva-idAnIm* /
   punar api śive rājñaḥ putrasya pārśvaśoṣo jātaḥ / rājñā vaidyānām ājñā	punar api Sive rAjQaH putrasya pArSva-SozaH jAtaH / rAjQA vEdyAnAm AjQA
   dattā / bhavanto 'sya kumārasya cikitsāṃ kuruteti / te kathayanti / deva	dattAH / BavantaH asya kumArasya cikitsAm kuruta-iti / te kaTayanti / deva
   sarvasāraṃ ghṛtaṃ pacyatām* / iti viditvā dvādaśabhir varṣaiḥ	sarva-sAram GRtam pacyatAm* / iti viditvA dvAdaSaBiH varzEH
   sarvadravyāṇi samupānītāni / adyāpi jīvajīvakamāṃsaṃ na labhyate /	sarva-dravyANi samupAnItAni / adya-api jIvajIvaka-mAMsam na laByate /
   vaidyaiḥ śākuntikānām ājñā dattā / āgacchata / ādarśakaṃ (MSV II 134)	vEdyEH SAkuntikAnAm AjQA dattA / AgacCata / AdarSakam (MSV II 134)
   kukkuṭakaṃ ca gṛhītvā samudrataṭaṃ gacchata / tatra pāśān pātayitvā	kukkuwakam ca gRhItvA samudra-tawam gacCata / tatra pASAn pAtayitvA
   kukkuṭakasya purastād ādarśaṃ sthāpayata / kukkuṭaḥ svaṃ pratibimbaṃ	kukkuwakasya purastAt AdarSam sTApayata / kukkuwaH svam pratibimbam
   dṛṣṭvā kukkuṭo 'yam iti raviṣyati / kautūhalī jīvajīvakaḥ kukkuṭaśabdaṃ	dRzwvA kukkuwaH ayam iti ravizyati / kOtUhalI jIvajIvakaH kukkuwa-Sabdam
   śrutvā kukkuṭasamīpam āgamiṣyati / ayaṃ tasya bandhanopāya iti / tais	SrutvA kukkuwa-samIpam Agamizyati / ayam tasya banDana-upAyaH iti / tEH-
   tathā kṛtam* / yāvat karmapāśito jīvajīvakaḥ prāṇī baddhaḥ / te tam ādāya	taTA kRtam* / yAvat karma-pASitaH jIvajIvakaH prANI badDaH / te tam AdAya
   saṃprasthitāḥ / dharmatā hy eṣā aciravyativṛte lokasanniveśe tiryañco 'pi	saMprasTitAH / DarmatA hi ezA acira-vyativRte loka-sanniveSe tiryaQcaH api
   vākpravyāharaṇasamarthā bhavanti / jīvajīvakaḥ prāṇī kathayati / bhavantaḥ	vAc-pravyAharaNa-samarTAH Bavanti / jIvajIvakaH prANI kaTayati / BavantaH
   kutra māṃ nayatha / tair yathāvṛttaṃ samākhyātam* / sa kathayati / muṃcata	kutra mAm nayaTa / tEH yaTAvRttam samAKyAtam* / sa kaTayati / muMcata
   muṃcata mām* / māṃsabalo nāma auṣadhī kathayasi ratnāni veti / te	muMcata mAm* / mAMsabalaH nAma OzaDI kaTayasi ratnAni vA-iti / te
   kathayanti / upadarśaya tāvat paśyāmaḥ kīdṛśās tā oṣadhaya iti / tena	kaTayanti / upadarSaya tAvat paSyAmaH kIdRSAH tAH ozaDayaH iti / tena
   samākhyātam* / madīyasnānodakaṃ māṃsabalam* / tadādāya gaccha / imāni ca	samAKyAtam* / madIya-snAna-udakam mAMsa-balam* / tat-AdAya gacCa / imAni ca
   ratnānīti / te rājñaḥ śaṃkitāḥ / ratnāny apāsya tam eva jīvajīvakam ādāya	ratnAni-iti / te rAjQaH SaMkitAH / ratnAni apAsya tam eva jIvajIvakam AdAya
   saṃprasthitāḥ / anupūrveṇa śivaghoṣāṃ rājadhānīm anuprāptāḥ / tair	saMprasTitAH / anupUrveNa Siva-GozAm rAjaDAnIm anuprAptAH / tEH-
   jīvajīvakaprāṇī rājña upanāmitaḥ / yac ca tenauṣadham ādiṣṭaṃ tac ca	jIva-jIvaka-prANiH rAjQaH upanAmitaH / yat ca tena-OzaDam Adizwam tat ca
   kathitam* / tato rājñā jīvajīvakaḥ pṛṣṭaḥ / kathayati / deva mama	kaTitam* / tatas rAjQA jIvajIvakaH pRzwaH / kaTayati / deva mama
   snānodakaṃ māṃsabalam iti / rājñā sapta udakamaṇayaḥ śobhanāmbhasaḥ pūrṇāḥ	snAna-udakam mAMsa-balam iti / rAjQA sapta udaka-maNayaH SoBana-amBasaH pUrNAH
   sthāpitāḥ / sa teṣu yāvat snāto yāvat suviśrānto jātaḥ / tataḥ kāyasya	sTApitAH / sa tezu yAvat snAtaH yAvat su-viSrAntaH jAtaH / tatas kAyasya
   balaṃ jñātvā sahasā utphlutya śaraṇapṛṣṭham abhirūḍho vigatabhayabhairavo	balam jQAtvA sahasA utPlutya SaraNa-pRzWam aBirUXaH vigata-Baya-BEravaH-
   gāthāṃ bhāṣate /	gATAm BAzate /
   (MSV II 135)	(MSV II 135)
   pūrvaṃ tāvad ahaṃ mūrkhaḥ paścāc (272v1 = GBM 6.857) chākuntikā ime /	pUrvam tAvat aham mUrKaH paScAt (272v1  GBm 6.857) CAkuntikAH ime /
   tato rājā ca vaidyāś ca saṃpūrṇaṃ mūrkhamaṇḍalam* //	tatas rAjA ca vEdyAH ca saMpUrNam mUrKa-maNxalam* //
   ity uktvā prakrāntaḥ / tato rājñā vaidyā āhūya pṛṣṭāḥ / bhavantaḥ satyam*	iti uktvA prakrAntaH / tatas rAjQA vEdyAH AhUya pRzwAH / BavantaH satyam-*
   / bhavantaḥ jīvajīvakasya snānodakaṃ tanmāṃsena samabalam iti / te	/ BavantaH jIvajIvakasya snAna-udakam tat-mAMsena sama-balam iti / te
   kathayanti / deva satyam* / pacata ghṛtam* / taiḥ sarvasāraṃ ghṛtaṃ	kaTayanti / deva satyam* / pacata GRtam* / tEH sarva-sAram GRtam
   pakvam* / rājaputra upayoktuṃ pravṛttaḥ / yāvad anyatamasmin	pakvam* / rAja-putraH upayoktum pravRttaH / yAvat anyatamasmin
   himavatkandare paṃca pratyekabuddhaśatāni prativasanti tatraikasya	himavat-kandare paMca pratyekabudDa-SatAni prativasanti tatra-ekasya
   pārśvaśoṣo jātaḥ / sa taiḥ pratyekabuddhair abhihitaḥ / āyuṣman janapadān	pArSva-SozaH jAtaH / sa tEH pratyekabudDEH aBihitaH / Ayuzman janapadAn
   gatvā vaidyaṃ pṛṣṭvā bhaiṣajyaṃ sevasva / svastho bhaviṣyasīti / kathayati	gatvA vEdyam pRzwvA BEzajyam sevasva / svasTaH Bavizyasi-iti / kaTayati
   / āyuṣmanta āgamiṣyanti / sa dharmo bahujanāniṣṭo bahujanākānto	/ AyuzmantaH Agamizyanti / sa DarmaH bahu-jana-anizwaH bahu-jana-akAntaH-
   bahujanāpriyo bahujanāmanāpaḥ sarvasatvādhāraṇaḥ yaduta maraṇaṃ nāma yo	bahu-jana-apriyaH bahu-jana-AmanApaH sarva-satva-ADAraNaH yat-uta maraNam nAma yaH-
   māṃ sa vyādhinā neṣyati / kasyārthāya grāmāntam avasarāmīti / te	mAm sa vyADinA nezyati / kasya-arTAya grAma-antam avasarAmi-iti / te
   kathayanti / āyuṣman yady apy evaṃ yathāpi yāvac chīlavān puruṣapudgalaś	kaTayanti / Ayuzman yadi api evam yaTA-api yAvat SIlavAn puruza-pudgalaH-
   ciraṃ jīvati tāvad bahupuṇyaṃ prasūyate / yāvad bahupuṇyaṃ prasūyate tāvac	ciram jIvati tAvat bahu-puNyam prasUyate / yAvat bahu-puNyam prasUyate tAvat-
   ciraṃ svargeṣu modate / sa tair uparudhyamāno janapadād avatīrṇaḥ /	ciram svargezu modate / sa tEH uparuDyamAnaH janapadAt avatIrNaH /
   anupūrveṇa śivaghoṣāṃ rājadhānīm anuprāptaḥ / tato mārgaśramaṃ	anupUrveNa Siva-GozAm rAjaDAnIm anuprAptaH / tatas mArga-Sramam
   prativinodya vaidyasakāśaṃ gataḥ / bhadramukha mamedṛśo rogaḥ / bhaiṣajyaṃ	prativinodya vEdya-sakASam gataH / Badra-muKa mama-IdRSaH rogaH / BEzajyam
   vyapadiśa iti / sa kathayati / ārya yādṛśa evāyaṃ tava rogas tādṛśa eva	vyapadiSaH iti / sa kaTayati / Arya yAdRSaH eva-ayam tava rogaH tAdRSaH eva
   rājña putrasya / dvādaśabhir varṣaiḥ sarvasāraṃ ghṛtaṃ pakvam* / gatvā	rAjQa putrasya / dvAdaSaBiH varzEH sarva-sAram GRtam pakvam* / gatvA
   prārthaya / yady apy etat te maṇḍam api (MSV II 136) bhāgyaviśeṣāt	prArTaya / yadi api etat te maNxam api (MSV II 136) BAgya-viSezAt-
   pratilabhyase tena te yāpyaṃ bhaviṣyatīti / sa rājakuladvāraṃ	pratilaByase tena te yApyam Bavizyati-iti / sa rAja-kula-dvAram
   gatvāvasthitaḥ / ācaritaṃ tasya rājñaḥ / ghaṇṭā dvāre nityaṃ pralambitā /	gatvA-avasTitaH / Acaritam tasya rAjQaH / GaNwA dvAre nityam pralambitA /
   yācanakajananivedī / yadā yācanako dvāre tiṣṭhati tadāsau rauti / yāvad	yAcanaka-jana-nivedI / yadA yAcanakaH dvAre tizWati tadA-asO rOti / yAvat-
   asau ghaṇṭā pratyekabuddham āgataṃ nivedayantī raṭitum ārabdhā / tato	asO GaNwA pratyekabudDam Agatam nivedayantI rawitum ArabDA / tatas-
   rājaputraḥ kathayati / amba tāta yāvanako 'bhyāgataḥ / vicāryatāṃ kiṃ	rAja-putraH kaTayati / amba tAta yAvanakaH aByAgataH / vicAryatAm kim
   prārthayatīti / tau kathayataḥ / putra asmābhir dvādaśabhir varṣair	prArTayati-iti / tO kaTayataH / putra asmABiH dvAdaSaBiH varzEH-
   dravyasaṃhāraṃ kṛtvā idaṃ ghṛtaṃ pakvam* / piba tāvat paścād yācanakaṃ	dravya-saMhAram kRtvA idam GRtam pakvam* / piba tAvat paScAt yAcanakam
   praveśayāmaḥ / vicārayiṣyāmaḥ kiṃ prārthayatīti / tasya	praveSayAmaH / vicArayizyAmaH kim prArTayati-iti / tasya
   kṛtakutūhalasvastyayanasya ghṛtaṃ pātukāmasya	kRta-kutUhala-svastyayanasya GRtam pAtu-kAmasya
   yācanakabhājanāśāmarmasaṃghaṭṭitaśarīrasya tad vṛttaṃ na rocate /	yAcanaka-BAja-nASA-marma-saMGawwita-SarIrasya tat vRttam na rocate /
   kathayati ca / amba tāta na tāvaparibhokṣye yāvad yācanakaḥ praviśata iti	kaTayati ca / amba tAta na tO=-apariBokzye yAvat yAcanakaH praviSataH iti
   / rājñā dauvārikasyājñā dattā / yācanakaṃ praveśaya iti / sa praveśitaḥ /	/ rAjQA dOvArikasya-AjQA dattA / yAcanakam praveSaya iti / sa praveSitaH /
   rājaputreṇa dṛṣṭaḥ / kāyaprāsādikaś cittaprāsādikaś ca	rAja-putreNa dRzwaH / kAya-prAsAdikaH citta-prAsAdikaH ca
   śānteneryāpathenāvatīrṇaḥ / sa kathayati / āryakeṇa kiṃ prayojanam* / tena	SAntena-IH-yApaTena-avatIrNaH / sa kaTayati / AryakeNa kim prayojanam* / tena
   vistareṇa samākhyātam* / sa kathayati / ārya tvam eva maṇḍārho nāham* /	vistareNa samAKyAtam* / sa kaTayati / Arya tvam eva maNxa-arhaH na-aham* /
   gṛhāṇa / dadāmīti / tena pātraṃ prasāritam* / rājaputreṇa tīvreṇāśayena	gRhANa / dadAmi-iti / tena pAtram prasAritam* / rAja-putreNa tIvreNa-ASayena
   (273r1 = GBM 6.858) tasmai tanmaṇḍo dattaḥ / tenāpi mahātmanā	(273r1  GBm 6.858) tasmE tad-maNxaH dattaH / tena-api mahAtmanA
   sarvasatvahitānugataṃ rājaputreṇa cittam utpāditam* / ṛdhyati śīlavataś	sarva-satva-hita-anugatam rAja-putreNa cittam utpAditam* / RDyati SIlavata-S
   cetaḥpraṇidhānam* / tac ca viśuddhatvāc chīlasyeti / ubhāv api svasthau	cetaH-praNiDAnam* / tat ca viSudDa-tvAt SIlasya-iti / uBO api svasTO
   saṃvṛttau / kiṃ manyadhve bhikṣavo yo 'sau rājakumāraḥ (MSV II 137) aham	saMvRttO / kim manyaDve BikzavaH yaH asO rAja-kumAraH (MSV II 137) aham
   eva sa tena kālena tena samayena / tadāpi me glānakāḥ priyāḥ prāg	eva sa tena kAlena tena samayena / tadA-api me glAnakAH priyAH prAk-
   evedānīm* /	eva-idAnIm* /
   kiṃ bhadanta tena rājaputreṇa tena ca pratyekabuddhena karma kṛtaṃ yena	kim Badanta tena rAja-putreNa tena ca pratyekabudDena karma kRtam yena
   tayor yugapad vyādhir utpanno yugapac ca vyupaśāntir iti / bhagavān āha /	tayoH yugapad vyADiH utpannaH yugapad ca vyupaSAntiH iti / BagavAn Aha /
   tasyām eva bhikṣavaḥ pūrvam anyāsu jātiṣu karmāṇi kṛtāny upacitāni	tasyAm eva BikzavaH pUrvam anyAsu jAtizu karmANi kRtAni upacitAni
   labdhasaṃbhārāṇi pariṇatapratyayāny oghavat pratyupasthitāni	labDa-saMBArANi pariNata-pratyayAni oGavat pratyupasTitAni
   avaśyaṃbhāvīni / na bhikṣavaḥ karmāṇi kṛtāny upacitāni bāhye pṛthivīdhātau	avaSyaMBAvIni / na BikzavaH karmANi kRtAni upacitAni bAhye pRTivI-DAtO
   vipacyante / nābdhātau / na tejodhātau / na vāyudhātav api / bhūdhātuṣv	vipacyante / na-abDAtO / na tejaH-DAtO / na vAyu-DAtav api / BUDAtuzu-
   eva skandhadhātv āyataneṣu karmāṇi kṛtāni vipacyante śubhāny aśubhāni ca /	eva skanDa-DAtu Ayatanezu karmANi kRtAni vipacyante SuBAni aSuBAni ca /
   na praṇaśyanti karmāṇi api kalpaśatair api /	na praNaSyanti karmANi api kalpa-SatEH api /
   sāmagrīṃ prāpya kālaṃ ca phalanti khalu dehinām* //	sAmagrIm prApya kAlam ca Palanti Kalu dehi-nAm* //
   bhūtapūrvaṃ bhikṣavo vārāṇasyāṃ nagaryāṃ brahmadatto nāma rājā babhūva /	BUta-pUrvam BikzavaH vArANasyAm nagaryAm brahmadattaH nAma rAjA baBUva /
   tasya dvau putrau / tayor yaḥ kanīyān sa rājyābhinandī / purohitasyāpi	tasya dvO putrO / tayoH yaH kanIyAn sa rAjya-aBinandI / purohitasya-api
   dvau putrau / tayor api kanīyān sa paurohityaṃ prārthayate / dhātuśaḥ	dvO putrO / tayoH api kanIyAn sa pOrohityam prArTayate / DAtuSas-
   satvāḥ saṃsyandanta iti tayoḥ parasparaṃ sakhyam utpannam* / rājaputraḥ	satvAH saMsyandante iti tayoH parasparam saKyam utpannam* / rAja-putraH
   kathayati / ka upāyaḥ syād yenāhaṃ rājā bhaveyam* / sa kathayati / asty	kaTayati / kaH upAyaH syAt yena-aham rAjA Baveyam* / sa kaTayati / asti-
   upāyaḥ / yadi tvaṃ māṃ paurohitye sthāpayasi (MSV II 138) kathayāmīti / sa	upAyaH / yadi tvam mAm pOrohitye sTApayasi (MSV II 138) kaTayAmi-iti / sa
   kathayati / evaṃ bhavatu / kathaya / sthāpayāmīti / sa kathayati / ahaṃ	kaTayati / evam Bavatu / kaTaya / sTApayAmi-iti / sa kaTayati / aham
   tava bhrātaraṃ vyaṃgaṃ karomi / tvaṃ rājā bhavasīti / tenānumoditam* /	tava BrAtaram vyaMgam karomi / tvam rAjA Bavasi-iti / tena-anumoditam* /
   tatas tena tasya jyeṣṭhasya rājaputrasya bhaiṣajyaṃ dattam* /	tatas tena tasya jyezWasya rAja-putrasya BEzajyam dattam* /
   vyaṃgībhūtam* / apareṇa samayena rājā kālagataḥ / amātyaiḥ sa vyaṃga iti	vyaMgIBUtam* / apareNa samayena rAjA kAlagataH / amAtyEH sa vyaMgaH iti
   kṛtvā kanīyān rājye 'bhiṣiktaḥ / tenāpy asau kanīyān purohitaputraḥ	kRtvA kanIyAn rAjye aBiziktaH / tena-api asO kanIyAn purohita-putraH
   paurohitye pratiṣṭhāpitaḥ / yāvad apareṇa samayena rājā purohitena sārdhaṃ	pOrohitye pratizWApitaH / yAvat apareNa samayena rAjA purohitena sArDam
   saṃlāpena tiṣṭhati / rājñāsau bhrātā vyaṃgo dṛṣṭaḥ / tasya taṃ dṛṣṭvā	saMlApena tizWati / rAjQA-asO BrAtA vyaMgaH dRzwaH / tasya tam dRzwvA
   vipratisāra utpannaḥ / na śobhanaṃ mayā kṛtaṃ yad rājyahetor bhrātā	vipratisAraH utpannaH / na SoBanam mayA kRtam yat rAjya-hetoH BrAtA
   vyaṃgīkṛta iti / purohitaḥ kathayati / deva mamāpi vipratiāra utpannaḥ /	vyaMgIkRtaH iti / purohitaH kaTayati / deva mama-api vipratiAraH utpannaH /
   yadi devasyābhimataṃ punar apy evaṃ yathāpaurāṇaṃ karomīti / sa kathayati	yadi devasya-aBimatam punar api evam yaTApOrANam karomi-iti / sa kaTayati
   / kuruṣvānujāne / tena tasya bhaiṣajyaṃ dattam* / svasthībhūtaḥ / tatas	/ kuruzva-anujAne / tena tasya BEzajyam dattam* / svasTIBUtaH / tatas-
   tau pratyekabuddhe kārān kṛtvā praṇidhānaṃ kartum ārabdhau / yadāvābhyām	tO pratyekabudDe kArAn kRtvA praNiDAnam kartum ArabDO / yadA-AvAByAm
   evaṃvidhe sadbhūtadakṣiṇīye kārāḥ kṛtā asya karmaṇo vipākena āḍhye	evaMviDe sadBUta-dakziNIye kArAH kRtAH asya karmaNaH vipAkena AXye
   mahādhane mahābhoge kule jāyeyahi / asya ca pāpasya vyaṃgīkaraṇasya	mahADane mahA-Boge kule jAyeyahi / asya ca pApasya vyaMgIkaraNasya
   karmaṇo vipākam anubhaveyam iti (273v1 = GBM 6.859) / kiṃ manyadhve	karmaNaH vipAkam anuBaveyam iti (273v1  GBm 6.859) / kim manyaDve
   bhikṣavaḥ / yo 'sau rājaputraḥ aham eva sa tena kālena tena samayena / yo	BikzavaH / yaH asO rAja-putraH aham eva sa tena kAlena tena samayena / yaH-
   'sau purohitaputraḥ eṣa evāsau pratyekabuddhaḥ / yat tābhyāṃ saṃjalpaṃ	asO purohita-putraH ezaH eva-asO pratyekabudDaH / yat tAByAm saMjalpam
   kṛtvā rājakumārasya bhaiṣajyaṃ dattaṃ tena yugapad vyaṃgau saṃvṛttau / yat	kRtvA rAja-kumArasya BEzajyam dattam tena yugapad vyaMgO saMvRttO / yat-
   tu vipratisārābhyāṃ vicārya punar bhaiṣajyaṃ dattaṃ tena yugapat	tu vipratisArAByAm vicArya punar BEzajyam dattam tena yugapad-
   svasthībhūtau / iti hi (MSV II 139) bhikṣavaḥ ekāntakṛṣṇānāṃ karmaṇām	svasTIBUtO / iti hi (MSV II 139) BikzavaH ekAnta-kRzNAnAm karmaNAm
   ekāntakṛṣṇo vipākaḥ / ekāntaśuklānām ekāntaśuklaḥ / vyatimiśrāṇāṃ	ekAnta-kRzNaH vipAkaH / ekAnta-SuklAnAm ekAnta-SuklaH / vyatimiSrANAm
   vyatimiśraḥ / tasmāt tarhi bhikṣavaḥ ekāntakṛṣṇāni karmāṇy apāsya	vyatimiSraH / tasmAt tarhi BikzavaH ekAnta-kRzNAni karmANi apAsya
   vyatimiśrāṇi ca ekāntaśukleṣv eva karmasvābhogāḥ karaṇīyaḥ / ity evaṃ vo	vyatimiSrANi ca ekAnta-Suklezu eva karmasu-ABogAH karaNIyaH / iti evam vaH-
   bhikṣavaḥ śikṣitavyam* /	BikzavaH Sikzitavyam* /
   śrāvastyāṃ nidānam* / tena khalu samayena śrāvastyāṃ śreṣṭhināmā gṛhapatir	SrAvastyAm nidAnam* / tena Kalu samayena SrAvastyAm SrezWi-nAmA gRhapatiH-
   āḍhyo mahādhane mahābhoge vistīrṇaviśālaparigraho vaiśravaṇadhanasamudito	AXyaH mahADane mahA-Boge vistIrNa-viSAla-parigrahaH vESravaNa-Dana-samuditaH-
