   Pañcaviṃśatisāhasrikā prajñāpāramitā	PaQcaviMSati sAhasrikA prajQApAramitA
   advaidhīkāram/ iti hy anabhinivṛttiś ca śabdaś cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca SabdaH ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca gandhaś cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca ganDaH ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca rasaś cādvayam etad advaidhīkāram/	advEDIkAram/ iti hi anaBinivRttiH ca rasaH ca advayam etat advEDIkAram/
   iti hy anabhinivṛttiś ca spraṣṭavyaṃ cādvayam etad advaidhīkāram/ iti hy	iti hi anaBinivRttiH ca sprazwavyam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca dharmaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca DarmaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca cakṣurvijñānaṃ cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca cakzuH vijQAnam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca śrotravijñānaṃ cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca Srotra vijQAnam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca ghrāṇavijñānaṃ cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca GrANa vijQAnam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca jihvāvijñānaṃ cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca jihvA vijQAnam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca kāyavijñānaṃ cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca kAya vijQAnam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca manovijñānaṃ cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca manaH vijQAnam ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca cakṣuḥsaṃsparśaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca cakzuH saMsparSaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca śrotrasaṃsparśaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca Srotra saMsparSaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca ghrāṇasaṃsparśaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca GrANa saMsparSaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca jihvāsaṃsparśaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca jihvA saMsparSaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca kāyasaṃsparśaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca kAya saMsparSaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca manaḥsaṃsparśaś cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca manaH saMsparSaH ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca cakṣuḥsaṃsparśapratyayavedanā cādvayam etad	anaBinivRttiH ca cakzuH saMsparSa pratyaya vedanA ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca śrotrasaṃsparśapratyayavedanā	advEDIkAram/ iti hi anaBinivRttiH ca Srotra saMsparSa pratyaya vedanA
   cādvayam etad advaidhīkāram/ iti hy anabhinivṛttiś ca	ca advayam etat advEDIkAram/ iti hi anaBinivRttiH ca
   ghrāṇasaṃsparśapratyayavedanā cādvayam etad advaidhīkāram/ iti hy	GrANa saMsparSa pratyaya vedanA ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca jihvāsaṃsparśapratyayavedanā cādvayam etad	anaBinivRttiH ca jihvA saMsparSa pratyaya vedanA ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca kāyasaṃsparśapratyayavedanā	advEDIkAram/ iti hi anaBinivRttiH ca kAya saMsparSa pratyaya vedanA
   cādvayam etad advaidhīkāram/ iti hy anabhinivṛttiś ca	ca advayam etat advEDIkAram/ iti hi anaBinivRttiH ca
   manaḥsaṃsparśapratyayavedanā cādvayam etad advaidhīkāram/}}	manaH saMsparSa pratyaya vedanA ca advayam etat advEDIkAram/}}
   25413 {{iti hy anabhinivṛttiś ca samyakprahāṇāni cādvayam etad	25413 {{iti hi anaBinivRttiH ca samyak prahANAni ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca ṛddhipādāś cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca RdDi pAdAH ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca indriyāni cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca indriyAni ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca balāni cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca balAni ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca bodhyaṅgāni cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca boDi aFgAni ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca mārgāś cādvayam etad	advEDIkAram/ iti hi anaBinivRttiH ca mArgAH ca advayam etat 
   advaidhīkāram/ iti hy anabhinivṛttiś ca apramāṇadhyānārūpyasamāpattayaś	advEDIkAram/ iti hi anaBinivRttiH ca apramANa DyAna ArUpya samApattayaH 
   cādvayam etad advaidhīkāram/}}	ca advayam etat advEDIkAram/}}
   25414 {{iti hy anabhinivṛttiś ca dānapāramitā cādvayam etad advaidhīkāram/	25414 {{iti hi anaBinivRttiH ca dAna pAramitA ca advayam etat advEDIkAram/
   iti hy anabhinivṛttiś ca śīlapāramitā cādvayam etad advaidhīkāram/ iti hy	iti hi anaBinivRttiH ca SIla pAramitA ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca kṣāntipāramitā cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca kzAnti pAramitA ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca vīryapāramitā cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca vIrya pAramitA ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca dhyānapāramitā cādvayam etad advaidhīkāram/ iti hy	anaBinivRttiH ca DyAna pAramitA ca advayam etat advEDIkAram/ iti hi 
   anabhinivṛttiś ca prajñāpāramitā cādvayam etad advaidhīkāram/}} iti hy	anaBinivRttiH ca prajQApAramitA ca advayam etat advEDIkAram/}} iti hi 
   anabhinivṛttiś ca daśabalavaiśāradyāṣṭādaśāveṇikā buddha 	anaBinivRttiH ca daSa bala vESAradyA azwAdaSa AveNikAH budDa 
   25415 dharmāś cādvayam etad advaidhīkāram/ yāvad iti hy anabhinivṛttiś ca	25415 DarmAH ca advayam etat advEDIkAram/ yAvat iti hi anaBinivRttiH ca
   sarvadharmāś cādvayam etad advaidhī 	sarva DarmAH ca advayam etat at vEDI 
   25416 kāram/ anen{āyuṣman} {śāriputra} paryāyeṇa nānyatrānabhinivṛtter	25416 kAram/ anen{Ayuzman} {SAriputra} paryAyeNa na anyatra anaBinivRtteH 
   bodhisattva upalabhyate yo	boDisattvaH upalaByate yaH 
   25417 bodhāya caret/	25417 boDAya caret /
   25418 yat punar {āyuṣman} {śāriputra} evam āha/ kena kāraṇenaivaṃ vadasi/	25418 yat punar {Ayuzman} {SAriputra} evam Aha/ kena kAraNena evam vadasi/
   saced {bodhisattvasya}	saced {boDisattvasya}
   25419 mahāsattvasya evam upadiśyamāne cittaṃ nāvalīyate na saṃlīyate na	25419 mahAsattvasya evam upadiSyamAne cittam na avalIyate na saMlIyate na
   vipratisārī bhavati	vipratisArI Bavati
   25420 mānasaṃ notrasyati na santrasyati na santrāsam āpadyate carati	25420 mAnasam na utrasyati na santrasyati na santrAsam Apadyate carati
   {bodhisattvo} mahāsattvaḥ	{boDisattvo} mahAsattvaH
   25421 prajñāpāramitāyām iti/ tathā hy {āyuṣman} {śāriputra} {bodhisattvo}	25421 prajQApAramitAyAm iti/ taTA hi {Ayuzman} {SAriputra} {boDisattvaH }
   mahāsattvaḥ sarvadharmān	mahAsattvaH sarva DarmAn
   25422 nirīhān samanupaśyati māyopamān svapnopamān marīcyupamān pratiśrut 	25422 nirIhAn samanupaSyati mAyA upamAn svapna upamAn marIci upamAn pratiSrut 
   25423 kopamān pratibimbopamān pratibhāsopamān nirmitakopamān	25423 kopamAn pratibimba upamAn pratiBAsA upamAn nirmitaka upamAn
   gandharvanagaro 	ganDarvanagaraH  
   25424 pamān samanupaśyati/ anen{āyuṣman} {śāriputra} paryāyeṇa	25424 pamAn samanupaSyati/ anen{Ayuzman} {SAriputra} paryAyeNa
   {bodhisattvasya} mahāsattvasya evam u 	{boDisattvasya} mahAsattvasya evam u 
   25425 padiśyamāne cittaṃ nāvalīyate {{na saṃlīyate na vipratisārī bhavati	25425 padiSyamAne cittam na avalIyate {{na saMlIyate na vipratisArI Bavati
   mānasaṃ notrasyati na santrasyati na santrāsam āpadyate carati bodhisattvo	mAnasam na utrasyati na santrasyati na santrAsam Apadyate carati boDisattvaH 
   mahāsattvaḥ prajñāpāramitāyām iti/}}	mahAsattvaH prajQApAramitAyAm iti/}}
   25501 atha khalv {āyuṣmān} {subhūtir} bhagavantam etad avocat/ yasmin	25501 aTa Kalu {a AyuzmAn} {suBUtir} Bagavantam etat avocat/ yasmin
   samaye bhagavan {bodhisattvo}	samaye Bagavan {boDisattvaH }
   25502 mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān upaparīkṣate/	25502 mahAsattvaH prajQApAramitAyAm caran imAn DarmAn upaparIkzate/
   tasmin samaye	tasmin samaye
   25503 rūpaṃ nopaiti nopādadāti nādhitiṣṭhati nābhiniviśate na prajñapayati	25503 rUpam na upEti na upAdadAti na aDitizWati na aBiniviSate na prajQapayati
   rūpam eta 	rUpam eta 
   25504 d iti/ yasmin samaye {{bhagavan bodhisattvo mahāsattvaḥ	25504 d iti/ yasmin samaye {{Bagavan boDisattvaH mahAsattvaH
   prajñāpāramitāyāṃ carann imān dharmān upaparīkṣate/ tasmin samaye vedanāṃ	prajQApAramitAyAm caran imAn DarmAn upaparIkzate/ tasmin samaye vedanAm
   nopaiti nopādadāti nādhitiṣṭhati nābhiniviśate na prajñapayati vedanā eṣā	na upEti na upAdadAti na aDitizWati na aBiniviSate na prajQapayati vedanA ezA
   iti/ yasmin samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ	iti/ yasmin samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm
   carann imān dharmān upaparīkṣate/ tasmin samaye saṃjñāṃ nopaiti nopādadāti	caran imAn DarmAn upaparIkzate/ tasmin samaye saMjQAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati saṃjñā eṣā iti/ yasmin samaye	na aDitizWati na aBiniviSate na prajQapayati saMjQA ezA iti/ yasmin samaye
   bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye saṃskārān nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye saMskArAt na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati saṃskārā ete iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati saMskArAH ete iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye vijñānaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye vijQAnam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati vijñānam etad iti/}}	na aBiniviSate na prajQapayati vijQAnam etat iti/}}
   25505 {{yasmin samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ	25505 {{yasmin samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm
   carann imān dharmān upaparīkṣate/ tasmin samaye cakṣur nopaiti nopādadāti	caran imAn DarmAn upaparIkzate/ tasmin samaye cakzuH na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati cakṣur etad iti/ yasmin samaye	na aDitizWati na aBiniviSate na prajQapayati cakzuH etat iti/ yasmin samaye
   bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye śrotraṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye Srotram na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati śrotram etad iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati Srotram etat iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye ghrāṇaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye GrANam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati ghrāṇam etad iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati GrANam etat iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye jihvāṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye jihvAm na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati jihvā eṣā iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati jihvAH ezA iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye kāyaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye kAyam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati kāya eṣa iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati kAyaH ezaH iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye mano nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye manaH na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati mana etad iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati manaH etat iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye rūpaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye rUpam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati rūpam etad iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati rUpam etat iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye śabdaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye Sabdam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati śabda eṣa iti/	na aBiniviSate na prajQapayati SabdaH ezaH iti/
   yasmin samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann	yasmin samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran= 
   imān dharmān upaparīkṣate/ tasmin samaye gandhaṃ nopaiti nopādadāti	imAn DarmAn upaparIkzate/ tasmin samaye ganDam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati gandha eṣa iti/ yasmin samaye	na aDitizWati na aBiniviSate na prajQapayati ganDaH ezaH iti/ yasmin samaye
   bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye rasaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye rasam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati rasa eṣa iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati rasaH ezaH iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye spraṣṭavyaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye sprazwavyam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati spraṣṭavyam etad iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati sprazwavyam etat iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye dharmaṃ nopaiti nopādadāti nādhitiṣṭhati	upaparIkzate/ tasmin samaye Darmam na upEti na upAdadAti na aDitizWati
   nābhiniviśate na prajñapayati dharma eṣa iti/ yasmin samaye bhagavan	na aBiniviSate na prajQapayati DarmaH ezaH iti/ yasmin samaye Bagavan
   bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān dharmān	boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn DarmAn
   upaparīkṣate/ tasmin samaye cakṣurvijñānaṃ nopaiti nopādadāti	upaparIkzate/ tasmin samaye cakzuH vijQAnam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati cakṣurvijñānaṃ etad iti/	na aDitizWati na aBiniviSate na prajQapayati cakzuH vijQAnam etat iti/
   yasmin samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann	yasmin samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran= 
   imān dharmān upaparīkṣate/ tasmin samaye śrotravijñānaṃ nopaiti nopādadāti	imAn DarmAn upaparIkzate/ tasmin samaye Srotra vijQAnam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati śrotravijñānam etad iti/	na aDitizWati na aBiniviSate na prajQapayati Srotra vijQAnam etat iti/
   yasmin samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann	yasmin samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran= 
   imān dharmān upaparīkṣate/ tasmin samaye ghrāṇavijñānaṃ nopaiti nopādadāti	imAn DarmAn upaparIkzate/ tasmin samaye GrANa vijQAnam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati ghrāṇavijñānam etad iti/	na aDitizWati na aBiniviSate na prajQapayati GrANa vijQAnam etat iti/
   yasmin samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann	yasmin samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran= 
   imān dharmān upaparīkṣate/ tasmin samaye jihvāvijñānaṃ nopaiti nopādadāti	imAn DarmAn upaparIkzate/ tasmin samaye jihvA vijQAnam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati jihvāvijñānaṃ etad iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati jihvA vijQAnam etat iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye kāyavijñānaṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye kAya vijQAnam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati kāyavijñānam etad iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati kAya vijQAnam etat iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye manovijñānaṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye manaH vijQAnam na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati manovijñānam etad iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati manaH vijQAnam etat iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye dānapāramitāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye dAna pAramitAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati dānapāramitā eṣā iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati dAna pAramitA ezA iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye śīlapāramitāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye SIla pAramitAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati śīlapāramitā eṣā iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati SIla pAramitAH ezA iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye kṣāntipāramitāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye kzAnti pAramitAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati kṣāntipāramitā eṣā iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati kzAnti pAramitAH ezA iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye vīryapāramitāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye vIrya pAramitAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati vīryapāramitā eṣā iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati vIrya pAramitAH ezA iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye dhyānapāramitāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye DyAna pAramitAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati dhyānapāramitā eṣā iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati DyAna pAramitAH ezA iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye prajñāpāramitāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye prajQApAramitAm na upEti na upAdadAti
   nādhitiṣṭhati nābhiniviśate na prajñapayati prajñāpāramitā eṣā iti/ yasmin	na aDitizWati na aBiniviSate na prajQapayati prajQApAramitA ezA iti/ yasmin
   samaye bhagavan bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann imān	samaye Bagavan boDisattvaH mahAsattvaH prajQApAramitAyAm caran imAn
   dharmān upaparīkṣate/ tasmin samaye 'dhyātmaśūnyatāṃ nopaiti nopādadāti	DarmAn upaparIkzate/ tasmin samaye aDyAtma SUnyatAm na upEti na upAdadAti
