   śrīrastu	SrIH astu
   bāhyavastuvināśe 'pi na śokena pīḍyate | anātmapratilābhī kiṃ punaḥ	bAhya vastu vinASe api na Sokena pIxyate | anAtma pratilABI kim punar 
   prārthayīta anityasajñyapi na kiñcitprārthayate |	prArTayIta anitya sajQI api na kiQcid prArTayate |
   anityasaṃjñā ceyaṃ yadi duḥkhe 'nātmasaṃjñāṃ notpādayati | tadā sā	anitya saMjQA ca iyam yadi duHKe anAtma saMjQAm na utpAdayati | tadA sA
   kleśavināśanasampannā na bhavati | ata uktaṃ sūtre  ekāgreṇa cittena	kleSa vinASana sampannA na Bavati | atas uktam sUtre ekAgreNa cittena
   pañcaskandhānanityān bhāvayet | ya ādhyātmikān skandhān aparibhidya	paQca skanDAn anityAn BAvayet | yaH ADyAtmikAn skanDAn apariBidya
   bahirdhā vastu anityaṃ paśyati | tasya sātmasaṃjñatvāt śoka utpadyate |	bahirDA vastu anityam paSyati | tasya sA Atma saMjQa tvAt SokaH utpadyate |
   tadeyamasamyagbhāvanā bhavati | iti | anityamiti paśyatāmapi na	tadA iyam asamyak BAvanA Bavati | iti | anityam iti paSyatAm api na
   nirvedavirāga utpadyate | yathā aurabhrikavyādhādīnām | eṣāṃ satyapi	nirveda virAgaH utpadyate | yaTA OraBrika vyADa AdInAm | ezAm sati api
   anityajñāne na sādhubhāvanā bhavati | kaścitsamyagbhāvayannapi nānavarataṃ	anitya jQAne na sADu BAvanA Bavati | kaScid samyak BAvayan= api na anavaratam
   bhāvanāṃ vyavasyati | tasya kāmacittamante viparyasyati | ata ucyate 	BAvanAm vyavasyati | tasya kAma cittam ante viparyasyati | atas ucyate 
   ekagracitteteti | kiñca kaścit anitya[saṃjñā]malpakālaṃ bhāvayati |	ekagracitteta iti | kiQca kaScid anitya[ saMjQA]m alpa kAlam BAvayati |
   kleśāstu bahavaḥ | na [tān] paribhettumalaṃ bhavati | yathā alpamauṣadhaṃ	kleSAH tu bahavaH | na [tAn] pariBettum alam Bavati | yaTA alpam OzaDam
   bahvī rvyādhīrna vināśayati | tathedamapi | ata ucyate  ekāgracittena	bahvI rvya aDIH na vinASayati | taTA idam api | atas ucyate ekAgra cittena
   anityamiti samyambhāvanā kleśān vināśayati | iti |	anityam iti samyamBAvanA kleSAn vinASayati | iti |
   dharmā anityā iti jñānameva tattvajñānam | sati tattvajñāne na bhavanti	DarmAH anityAH iti jQAnam eva tattva jQAnam | sati tattva jQAne na Bavanti
   kāmādayaḥ kleśāḥ | kasmāt | avidyāpratyayatvāt kāmādīnām | iti	kAma AdayaH kleSAH | kasmAt | avidyA pratyaya tvAt kAma AdInAm | iti
   anitya[saṃjñā] na kāmarāgasaṃvardhanīti veditavyam | kiñcānityasaṃjñā	anitya[ saMjQA] na kAma rAga saMvarDanI iti veditavyam | kiQca anitya saMjQA
   sarvān kleśānupaśamayati | yogī yadi prajānāti vastvidamanityamiti | na	sarvAn kleSAn upaSamayati | yogI yadi prajAnAti vastu idam anityam iti | na
   tadā [tatra]sakāmo bhavati | puruṣo 'yamavaśyaṃ mariṣyatīti prajānan	tadA [tatra]sa kAmaH Bavati | puruzaH ayam avaSyam marizyati iti prajAnan
   kasmai dviṣyāt | kaḥ sacetano mriyamāṇaṃ dviṣyāt | yadi dharmā anityāḥ,	kasmE dvizyAt | kaH sa cetanaH mriyamANam dvizyAt | yadi DarmAH anityAH,
   kathaṃ tata uddhatasaṃjñāmutpādayet | dharmā anityā iti jñānānna moha	kaTam tatas udData saMjQAm utpAdayet | DarmAH anityAH iti jQAnAt na moha
   utyadyate | mohānudayānnavicikitsādayo bhavanti | ato jñāyate	utyadyate | mohAn udaya anna vicikitsA AdayaH Bavanti | atas jQAyate
   anitya[saṃjñā] kleśānāṃ virodhinīti ||	anitya[ saMjQA] kleSAnAm viroDinI iti ||
   anityasaṃjñāvargastrisaptattyuttaraśatatamaḥ |	anitya saMjQA vargaH trisaptatti uttaraSatatamaH |
   (SSS_434)	(H SS_434)
   174 duḥkhasaṃjñāvargaḥ	174 duHKa saMjQA vargaH
   yo dharmo bādhātmakaḥ tad duḥkhamityucyate | tatrividham  duḥkhaduḥkhaṃ	yaH DarmaH bADa AtmakaH tat duHKam iti ucyate | tatriviDam duHKa duHKam
   vipariṇāmaduḥkhaṃ saṃskāraduḥkhamiti | pratyutpanne vastuto duḥkhaṃ	vipariNAma duHKam saMskAra duHKam iti | pratyutpanne vastutas duHKam
   yadasiśastrādi tad duḥkhaduḥkham | priyāṇāṃ punarbhāryādīnāṃ viyogakāle	yat asi Sastra Adi tat duHKa duHKam | priyANAm punar BAryA AdInAm viyoga kAle
   yadbhavati duḥkham, idaṃ vipariṇāmaduḥkham | śūnyānātmajñānalābhino	yat Bavati duHKam, idam vipariNAma duHKam | SUnyAn Atma jQa analABino
   yaccittaṃ bhavati saṃskṛtadharmāḥ sarve viheṭhanā iti | tatsaṃskāraduḥkham	yat cittam Bavati saMskRta DarmAH sarve viheWanAH iti | tad saMskAra duHKam
   | tadduḥkhānuyāyi cittaṃ duḥkhasaṃjñā |	| tad duHKa anuyAyi cittam duHKa saMjQA |
   (pṛ) duḥkhasaṃjñāṃ bhāvayatā kiṃ hitaṃ labhyate | (u) duḥkhasaṃjñāyāṃ	(pR) duHKa saMjQAm BAvayatA kim hitam laByate | (u) duHKa saMjQAyAm
   phalānnirvedo bhavati | kasmāt | na hi duḥkhasaṃjñāṃ bhāvayitā kāmaprītiṃ	PalAt nirvedaH Bavati | kasmAt | na hi duHKa saMjQAm BAvayitA kAma prItim
   sevate | tatprītyabhāvānna tṛṣṇā bhavati | yogī yadi dharmā duḥkhamiti	sevate | tad prIti aBAvAt na tRzNA Bavati | yogI yadi DarmAH duHKam iti
   prajānāti | tadā na saṃskārānanubhavati | dharmā anityā anātmakā api na	prajAnAti | tadA na saMskArAn anuBavati | DarmAH anityAH anAtmakAH api na
   duḥkhajanakāḥ tadā naiva tyājyāḥ | duḥkhatvāttu tyājyāḥ |	duHKa janakAH tadA na eva tyAjyAH | duHKa tvAt tu tyAjyAH |
   duḥkhatyāgādvimucyate | sarve sattvā atitarāṃ bhītā bhavanti yadidaṃ	duHKa tyAgAt vimucyate | sarve sattvAH atitarAm BItAH Bavanti yat idam
   duḥkhamiti | yadi taruṇo vṛddho vā pāmaraḥ paṇḍito vā āḍhyo daridro vā	duHKam iti | yadi taruNaH vRdDaH vA pAmaraH paNxitaH vE AXyaH daridraH vA
   jānāti idaṃ duḥkhalakṣaṇamiti | [tadā] sarve te nirviṇṇā bhavanti | sarve	jAnAti idam duHKa lakzaNam iti | [tadA] sarve te nirviNNAH Bavanti | sarve
   yogacāriṇaḥ puruṣā nirvāṇe śāntopaśamasaṃjñotpādakā bhavanti | sarveṣāṃ	yoga cAriNaH puruzAH nirvANe SAnta upaSama saMjQA utpAdakAH Bavanti | sarvezAm
   saṃsāre duḥkhasaṃjñotpādanāt | kenedaṃ jñāyate | ye sattvāḥ	saMsAre duHKa saMjQA utpAdanAt | kena idam jQAyate | ye sattvAH
   kāmadhātvāptaduḥkhopadrutā bhavanti | te prathamadhyāne	kAmaDAtu Apta duHKa upadrutAH Bavanti | te praTama DyAne
   śāntasaṃjñāmutpādayanti | evaṃ bhavāgraduḥkhopadrutā nirvāṇe	SAnta saMjQAm utpAdayanti | evam Bava agra duHKa upadrutAH nirvANe
   śāntasaṃjñāmutpādayanti |	SAnta saMjQAm utpAdayanti |
   saṃsāre 'styavadyaṃ yaduta duḥkham | yathoktaṃ sūtre  yat rūpaṇamanityaṃ	saMsAre asti avadyam yat uta duHKam | yaToktam sUtre yat rUpaNam anityam
   duḥkhaṃ vipariṇāmadharma, ayaṃ rūpasyādīnava iti | avidyayābhiniviṣṭamidaṃ	duHKam vipariNAma Darma, ayam rUpasya AdInavaH iti | avidyayA aBinivizwam idam
   duḥkham | kenedaṃ jñāyate | sattvānāṃ paramārthato duḥkhe	duHKam | kena idam jQAyate | sattvAnAm paramArTataH duHKe
   sukhasaṃjñotpādāt | paramaduḥkhasaṃjñotpādanāttu nirvidyante | ato	suKa saMjQA utpAdAt | parama duHKa saMjQA utpAdanAt tu nirvidyante | atas 
   bhagavānāha  ye duḥkhaṃ budhyanti teṣāmahaṃ duḥkhamāryasatyaṃ vyākaromi	BagavAn Aha ye duHKam buDyanti tezAm aham duHKam Arya satyam vyAkaromi
   iti | tatra bhagavān lokasatyamupādāya imamarthaṃ prakāśayati |	iti | tatra BagavAn loka satyam upAdAya imam arTam prakASayati |
   sarvadevamanuṣyāṇāṃ yatra sukhasaṃjñā bhavati | tatra mama śrāvakā	sarva deva manuzyANAm yatra suKa saMjQA Bavati | tatra mama SrAvakA
   duḥkhasaṃjñāmutpādayanti | utpannaduḥkhasaṃjñā nirvidyanta iti |	duHKa saMjQAm utpAdayanti | utpanna duHKa saMjQAH nirvidyante iti |
   paramamohapadaṃ (SSS_435) yad duḥkhe sukhasaṃjñotpādanam | anayā saṃjñayā	parama moha padam (H SS_435) yat duHKe suKa saMjQA utpAdanam | anayA saMjQayA
   ca sarvasattvānāṃ saṃsāre yātāyātānāṃ mānasaṃ kliśyati |	ca sarva sattvAnAm saMsAre yAta AyAtAnAm mAnasam kliSyati |
   duḥkhasaṃjñāpratilābhinastu mucyante |	duHKa saMjQA pratilABinaH tu mucyante |
   caturbhirāhāraiścordhvadehaṃ samāpadyate | tatra duḥkhasaṃjñayā āhārān	caturBiH AhArEH ca UrDva deham samApadyate | tatra duHKa saMjQayA AhArAn
   prajahāti | yathā putramāṃsakhādanam, yathā vā niścarmagobhakṣaṇam, yathā	prajahAti | yaTA putra mAMsa KAdanam, yaTA vA niScarma go BakzaNam, yaTA
   aṅgārakarṣubhakṣaṇam | yathā śaktiśatadhārāvalepanam | tathābhūte	aFgAra kaRzu BakzaNam | yaTA Sakti Sata DArA avalepanam | taTABUte
   'ṣvāhāreṣu sarvaṃ duḥkhārthakam | tathā duḥkhasaṃjñayā āhārān prajahāti |	azu AhArezu sarvam duHKa arTakam | taTA duHKa saMjQayA AhArAn prajahAti |
   duḥkhasaṃjñāṃ bhāvayato mano na catasṛṣu vijñānasthitiṣu sukhaṃ viharati	duHKa saMjQAm BAvayataH manaH na catasRzu vijQAna sTitizu suKam viharati
   sarvatra duḥkhadarśitvāt | yathā mugdhāḥ śalabhāḥ sukhasaṃjñayā pradīpe	sarvatra duHKa darSi tvAt | yaTA mugDAH SalaBAH suKa saMjQayA pradIpe
   patanti | vidvān agnirdahatīti jñātvā [taṃ] parīharati | prākṛtā api tathā	patanti | vidvAn agniH dahati iti jQAtvA [taM] parIharati | prAkRtAH api taTA
   avidyāmohādūrdhvadehāgnau patanti | vidvāṃstu duḥkhasaṃjñayā vimucyate |	avidyA mohAt UrDva deha agnO patanti | vidvAn= tu duHKa saMjQayA vimucyate |
   sarvañca traidhātukaṃ duḥkhaṃ duḥkhasamudayaḥ | duḥkhā vedanā duḥkham |	sarvaQca trEDAtukam duHKam duHKa samudayaH | duHKAH vedanA duHKam |
   duḥkhajanakaṃ duḥkhasamudayaḥ | [idānī]maduḥkhamapi avaśyaṃ cirādduḥkhaṃ	duHKa janakam duHKa samudayaH | [idAnI]m aduHKam api avaSyam cirAt duHKam
   janayati | ato loke sarvaṃ duḥkhamiti bhāvayet | nirviṇṇacittā dharmān	janayati | atas loke sarvam duHKam iti BAvayet | nirviNNa cittAH DarmAn
   vedayanto vimucyante ||	vedayantaH vimucyante ||
   duḥkhasaṃjñāvargaścatussaptatyuttaraśatatamaḥ |	duHKa saMjQA vargaH catussaptati uttaraSatatamaH |
   175 anātmasaṃjñāvargaḥ	175 anAtma saMjQA vargaH
   yogī sarve dharma bhaṅgavipariṇāmalakṣaṇā iti paśyati | yasmin rūpe	yogI sarve Darma BaFga vipariNAma lakzaNAH iti paSyati | yasmin rUpe
   āttmatayābhiniviśate idaṃ rūpaṃ vipariṇāmadharma |	Attma tayA aBiniviSate idam rUpam vipariNAma Darma |
   tadvipariṇāmadharmajñānādātmacittaṃ pariharati | tathā vedanādīnapi |	tad vipariNAma Darma jQAnAt Atma cittam pariharati | taTA vedanA AdIn api |
   yathā kaścit girinirjharānuvāhito yatkiñcidavalambya tadvihāya mucyate |	yaTA kaScid giri nirJara anuvAhitaH yat kiQcid avalambya tat vihAya mucyate |
   tathā yogyampi tadātmatayā kalpayati | tadvipariṇāmadharma dṛṣṭvā	taTA yogyampi tad AtmatayA kalpayati | tad vipariNAma Darma dRzwvA
   anātmakaṃ prajānāti | ato 'nātmake 'nātmasaṃjñāṃ bhāvayati |	anAtmakam prajAnAti | atas anAtmake anAtma saMjQAm BAvayati |
   (pṛ) anātmasaṃjñāṃ bhāvayan kiṃ hitaṃ labhate | (u) anātmasaṃjñābhāvayitā	(pR) anAtma saMjQAm BAvayan kim hitam laBate | (u) anAtma saMjQA BAvayitA
   duḥkhasaṃjñāṃ paripūrayati | pṛthagjanā ātmasaṃjñayā paramārthato duḥkhe	duHKa saMjQAm paripUrayati | pRTagjanAH Atma saMjQayA paramArTataH duHKe
   na duḥkhaṃ paśyanti | anātmasaṃjñayā tu atyalpe 'pi duḥkhe tadupaghātaṃ	na duHKam paSyanti | anAtma saMjQayA tu atyalpe api duHKe tad upaGAtam
   budhyate | anātmasaṃjñayā copekṣācittaṃ samudācarati | kasmāt |	buDyate | anAtma saMjQayA ca upekzA cittam samudAcarati | kasmAt |
   ātmasaṃjñayā hi ātmā naśyediti bibhyanti | yadi paramārthaṃ (SSS_436)	Atma saMjQayA hi AtmA naSyet iti biByanti | yadi parama arTam (H SS_436)
   jānāti tadā hāyapati duḥkhamanātmakaṃ vināśyamiti | tadā	jAnAti tadA hAyapati duHKam anAtmakam vinASyam iti | tadA
   samudācaratyupekṣā | anātmasaṃjñayā ca nityasukhaṃ bhavati | kasmāt |	samudAcarati upekzA | anAtma saMjQayA ca nitya suKam Bavati | kasmAt |
   sarvamanityam | tatra yadi ātmātmīyacittamutpādayati | tadā ātmā na	sarvam anityam | tatra yadi Atma AtmIya cittam utpAdayati | tadA AtmA na
   bhavet, ātmīyamapi na bhavet, sadā duḥkhamevāsti iti vadet |	Bavet, AtmIyam api na Bavet, sadA duHKam eva asti iti vadet |
   nāstyātmātmīyamiti cintayato dharmeṣu vinaṣṭheṣu na duḥkhamutpadyate |	na asti Atma AtmIyam iti cintayataH Darmezu vinazWezu na duHKam utpadyate |
   anātmasaṃjñayā ca yoginaścittaṃ viśudhyati | kasmāt | sarve hi kleśā	anAtma saMjQayA ca yoginaH cittam viSuDyati | kasmAt | sarve hi kleSA
   ātmadṛṣṭisambhūtāḥ | idaṃ vastu ātmano hitamityataḥ kāmarāga utpadyate |	Atma dRzwi samBUtAH | idam vastu AtmanaH hitam iti atas kAmarAgaH utpadyate |
   idaṃ vastu ātmano 'hitamityato dveṣapratitha utpadyate |	idam vastu AtmanaH ahitam iti atas dveza pratiTaH utpadyate |
   anenātmaivābhimānajanakaḥ | ahamāyuṣo 'nte kariṣyāmi na kariṣyāmiti	anena AtmA eva aBimAna janakaH | aham AyuzaH ante karizyAmi na karizyAm iti
   dṛṣṭivicikitsā bhavati | evamātmanaiva sarve kleśāḥ samudbhavanti |	dRzwi vicikitsA Bavati | evam AtmanA eva sarve kleSAH samudBavanti |
   anātmasaṃjñayā tu sarve kleśāḥ samucchidyante | kleśānāṃ samucchedāt	anAtma saMjQayA tu sarve kleSAH samucCidyante | kleSAnAm samucCedAt 
   cittaṃ viśudhyati | cittaviśuddhyā ca kāñcanaṃ loṣṭaṃ candanamasidhārāṃ	cittam viSuDyati | citta viSudDyA ca kAQcanam lozwam candanam asi DArAm
   praśaṃsāṃ nindāñca samaṃ manyate | priyavipriyairviviktaṃ cittaṃ	praSaMsAm nindAQca samam manyate | priya vipriyEH viviktam cittam
   sunivṛttaṃ śāntaṃ bhavati | ato jñāyate 'nātmasaṃjñakasya cittaṃ	su nivRttam SAntam Bavati | atas jQAyate anAtma saMjQakasya cittam
   viśudhyatīti | anātmasaṃjñāṃ vihāya nāstyanyo mārgo vimuktiprāpakaḥ |	viSuDyati iti | anAtma saMjQAm vihAya na asti anyaH mArgaH vimukti prApakaH |
   kasmāt | yadyātmavādī prajānāti nāstyātmā nāstātmīyamiti | evaṃ vyavasitaṃ	kasmAt | yadi Atma vAdI prajAnAti na asti AtmA na astAtmIyam iti | evam vyavasitam
   cittamutpādayanneva vimucyate |	cittam utpAdayan= eva vimucyate |
   (pṛ) maivam | kadācidanātsaṃjñayā punaḥkāmacittamutpadyate | yathā	(pR) mA evam | kadAcid anAt saMjQayA punar kAma cittam utpadyate | yaTA
   strīrūpe rāgaḥ | tatsarvamanātmasnehāt | nairātmyamanusaranneva puṇyapāpaṃ	strI rUpe rAgaH | tat sarvam anAtma snehAt | nErAtmyam anusaran= eva puNya pApam
   sañcinoti | kasmāt | svakāyasyopakāre 'pakāre vā na puṇyapāpam | (u)	saQcinoti | kasmAt | sva kAyasya upakAre apakAre vA na puNya pApam | (u)
   sātmakacittaḥ kāmarāgamutpādayati | svakāye puruṣasaṃjñāṃ parakāye ca	sa Atmaka cittaH kAma rAgam utpAdayati | sva kAye puruza saMjQAm para kAye ca
   strīsaṃjñāmutpādya [tatra] abhiniviśate | tadabhiniveśotpādaśca prajñaptyā	strI saMjQAm utpAdya [tatra] aBiniviSate | tad aBiniveSa utpAdaH ca prajQaptyE 
   bhavati | tallakṣaṇaiva prajñaptiḥ | ato na nairātmyaṃ kāmacittajanakam |	Bavati | tad lakzaNA eva prajQaptiH | atas na nErAtmyam kAma citta janakam |
   anātmacittaśca na karmāṇi sañcinoti | yathā arhato 'nātmasaṃjñayā na	anAtma cittaH ca na karmANi saQcinoti | yaTA arhataH anAtma saMjQayA na
   karmāṇi sañcīyante | anātmasaṃjñeyaṃ sarveṣāṃ kleśānāṃ karmaṇāñca	karmANi saQcIyante | anAtma saMjQA iyam sarvezAm kleSAnAm karmaNA aQca
   samucchedinī | ata[stāṃ] bhāvayet ||	samucCedinI | ata[stAn] BAvayet ||
   anātmasaṃjñāvargaḥ pañcasaptatyuttaraśatatamaḥ |	anAtma saMjQA vargaH paQcasaptati uttaraSatatamaH |
   176 āhāre pratikūlasaṃjñāvargaḥ	176 AhAre pratikUla saMjQA vargaH
   sarvaṃ duḥkhajananamāhārakāmādbhavati | āhārācca maithunarāgaḥ	sarvam duHKa jananam AhAra kAmAt Bavati | AhArAt ca mETuna rAgaH
   sahotpadyate | kāmadhātau yāni santi duḥkhāni sarvāṇi tāni annapāna	saha utpadyate | kAmaDAtO yAni santi duHKAni sarvANi tAni anna pAna
   maithunarāgaṃ pratītya bhavanti | āhārakāmasamucchedāya pratikūlasaṃjñāṃ	mETuna rAgam pratItya Bavanti | AhAra kAma samucCedAya pratikUla saMjQAm
   bhāvayet |	BAvayet |
   (SSS_437)	(H SS_437)
   yathā kalpādau sattvāḥ svargādāgatya loke 'smin upapādukā abhūvan | [te]	yaTA kalpa AdO sattvAH svargAt Agatya loke asmin upapAdukAH aBUvan | [te]
   prabhāsvarakāyāḥ khecarāḥ svatantrā bhūtvā pṛthivīrasamādāvaśnuvan |	praBAsvarakAyAH KecarAH svatantrA BUtvA pRTivIrasamAdO= aSnuvan |
   tadaśanabahulāḥ praṇaṣṭapramātiśayā abhūvan | evaṃ krameṇa	tad aSana bahulAH praNazwa pramAtiSayAH aBUvan | evam krameNa
   jarāvyādhimaraṇaśālinaḥ yāvadvatsaraśataṃ bhūyasā duḥkhaiḥ pīḍitāḥ |	jarA vyADi maraNa SAlinaH yAvat vatsara Satam BUyasA duHKEH pIxitAH |
   āhārābhiniveśavaśāt sarve te tādṛśemyaḥ phalemyaḥ praṇaṣṭāḥ | ata āhāraṃ	AhAra aBiniveSa vaSAt sarve te tAdRSemyaH PalemyaH praNazwAH | atas AhAram
   yoniśo bhāvayet | annapānābhiniveśānmaithunarāga utpadyate | tato 'nye	yoniSas BAvayet | anna pAna aBiniveSAt mETuna rAgaH utpadyate | tatas anye
   kleśā bhavanti | tebhyo 'kuśalaṃ karma kurvanti akuśalakarmataḥ trīn doṣān	kleSAH Bavanti | teByaH akuSalam karma kurvanti akuSala karmataH trIn dozAn
   vardhayitvā devamanuṣyāṇāmapakurvanti | tasmāt sarvāḥ kleśavipattaya	varDayitvA deva manuzyANAm apakurvanti | tasmAt sarvAH kleSa vipattaya
   āhārakāmāt bhavanti jarāvyādhimaraṇalakṣaṇāni annapānādhīnāni |	AhAra kAmAt Bavanti jarA vyADi maraNa lakzaNAni anna pAna aDInAni |
   āhāro 'yaṃ sthāne paramamabhiniveśayati | kāmarāgo gururapi na puruṣaṃ	AhAraH ayam sTAne paramam aBiniveSayati | kAma rAgaH guruH api na puruzam
   kleśayati | yathā āhārakartā | yadi vā bālo vṛddho gṛhasthaḥ pravrajito vā	kleSayati | yaTA AhAra kartA | yadi vA bAlaH vRdDaH gRhasTaH pravrajitaH vA
   anāhārapīḍito bhavati | āhāramimaṃ bhuṅktvā anāsaktamanā bhavet | avirāgī	anAhAra pIxitaH Bavati | AhAram imam BuFktvA anAsakta manAH Bavet | avirAgI
   atitarāṃ khidyate | yathā asidhārāvalepanī, yathā vā	atitarAm Kidyate | yaTA asi DArA avalepanI, yaTA vA
   viṣa[siktau]ṣadhasevakaḥ | yathā vā viṣasarpapoṣakaḥ | ato bhagavānāha 	viza[ siktO]zaDa sevakaH | yaTA vA viza sarpa pozakaH | atas BagavAn Aha 
   bhāvitacitta idamāhārayet | nāhārakāmāya tadduḥkhapīḍitaḥ syāt iti |	BAvita cittaH idam AhArayet | na AhAra kAmAya tad duHKa pIxitaH syAt iti |
   kecittīrthikā [api] niraśanavratamācaranti | ato bhagavānāha 	kecid tIrTikAH [api] niraSana vratam Acaranti | atas BagavAn Aha 
   nāsyāhārasyopacchedāt vimucyate | kintu yoniśo manasi kṛtvā āhārayediti |	na asya AhArasya upacCedAt vimucyate | kintu yoniSas manasi kRtvA AhArayet iti |
   ye samucchinnāhārāḥ teṣāṃ kleśā na kṣīyante | ahitaṃ tīvramaraṇameva	ye samucCinna AhArAH tezAm kleSAH na kzIyante | ahitam tIvra maraNam eva
   bhavati | ato bhagavānāha  āhāre 'smin pratikūlasaṃjñāṃ janayet, nāsti	Bavati | atas BagavAn Aha AhAre asmin pratikUla saMjQAm janayet, na asti
   tato 'vadyamiti |	tatas avadyam iti |
   (pṛ) kathamāhāre pratikūlasaṃjñā kuryāt | (u) ayaṃ kāyasvabhāvo 'kuśalaḥ |	(pR) kaTam AhAre pratikUla saMjQA kuryAt | (u) ayam kAya svaBAvaH akuSalaH |
   atyuttaramasamāhāraphalaṃ sarvamaśuci | atastato nirvindyāt |	ati uttaram asamAhAra Palam sarvam aSuci | atas tatas nirvindyAt |
   surabhigandhamadhurapānabhojanāni śucikāla eva kāyasya hitakarāṇi |	suraBi ganDa maDura pAna BojanAni Suci kAle eva kAyasya hita karANi |
   dantena carvitaṃ lālayā siktaṃ liṅgaṃ vāntavadāmāśayapatitaṃ kāyasya	dantena carvitam lAlayA siktam liFgam vAnta vat AmASaya patitam kAyasya
   hitakaram | ato jñāyate 'śucīti | idamannapānamajñānātsukham | yadi	hita karam | atas jQAyate aSucI iti | idam anna pAnam ajQAnAt suKam | yadi
   kaścinmadhuramāhāraṃ labhamāno 'pi punarvāntaṃ na bhunakti | iti	kaScid maDuram AhAram laBamAnaH api punar vAntam na Bunakti | iti
   jñātavyamajñānabalāttanmadhuraṃ manyata iti |	jQAtavyam ajQAna balAt tad maDuram manyate iti |
   āhārapratyayaṃ kṛṣikarma sevārjanaṃ	AhAra pratyayam kRzi karma sevA arjanam
   saṃrakṣaṇamityevañjātīyaduḥkhānyanubhavati | tatpratyayamapramāṇāni pāpāni	saMrakzaNam iti evan jAtIya duHKAni anuBavati | tad pratyayam apramANAni pApAni
   kurvanti | yadaśuci sarvaṃ tadāhārādhīnam | asatyāhāre kena (SSS_438)	kurvanti | yat aSuci sarvam tad AhAra aDInam | asati a AhAre kena (H SS_438)
