   Muktā-caritram	MuktA--caritram
   gāndharvyā yena mad-vakṣo-gaganam ākalpitaṃ tenaiva	gAnDarvyAH yena mad---vakzo-gaganam Akalpitam tena-eva
   niravadyārdha-candra-padaka-rājena sva-hastenaināṃ bhūṣayāmi | tataḥ	niravadya-arDa-candra--padaka--rAjena sva-hastena-enAm BUzayAmi | tatas-
   kaustubhād	kOstuBAt-
   apy adhika-dedīpyamānenātula-tat-sahodara-mac-cumbaka-maṇinā yad	api aDika-dedIpyamAnena-atula--tat--sahodara--mac-cumba-ka-maNinA yat-
   gāndharvayā praguṇa-paraspara-praṇayoddhura-keli-kautukena	gAnDarvayA praguNa--paraspara--praNaya-udDuH-a--keli--kOtukena
   bakula-rāja-tale	bakula--rAja--tale
   parivartitaṃ apūrva-rasa-samudra-saṃloḍanāt	parivartitam apUrva--rasa--samudra--saMloxanAt
   samudbhūta-ghanībhūta-tat-sārāṃśa-rūpaṃ man-maṇito'py anarghyaṃ	samudBUta-GanI-BUta--tat-sAra-aMSa--rUpam man-maNitaH-api anarGyam
   sva-cumbaka-mahā-ratnaṃ tat-tad-advaita-dayitam api lalitāyai dāsyāmi |	sva--cumbaka--mahA-ratnam tat-tad--advEta--dayitam api lalitAyE dAsyAmi |
   yathāsphuṭam asau tena sva-karṇābhyarṇam alaṃkaromi |	yaTA-sPuwam asO tena sva-karNa-aByarNam alaMkaromi |
   tataḥ punaḥ punar viśākhā-vadanam īṣad avalokyāhaṃ sa-smitam avadam -	tatas punar punar viSAKA--vadanam Izat avalokya-aham sa--smitam avadam -
   anukṣaṇa-paramānurāga-bhareṇa sva-karābhyāṃ suṣṭhu viracayya	anukzaNa--parama-anurAga--BareNa sva-karAByAm suzWu viracayya
   sva-kuṇḍa-kuḍaṅgāṅgane etat priya-sakhī gāndharvā suvaidagdhyena yī̀aṃ	sva--kuNxa--kuxaFga-aFgane etat priya-saKI gAnDarvA su-vEdagDyena yÌam
   mahyam arpitavatī | tayaiva vicitrāṅka-mālayā mad-dhṛdayākāśa-viśākhāṃ	mahyam arpitavatI | tayA-eva vicitra-aFka-mAlayA mad--DRdayA-AkASa--viSAKAm
   viśākhām apy alaṅkṛtya paritoṣayāmi |	viSAKAm api alaFkRtya paritozayAmi |
   tac chrutvā - alīka-rājendra! tiṣṭha tiṣṭheti vyāharantī rādhā manasaiva	tat SrutvA  alIka--rAja-indra! tizWa tizWA-iti vyAharantI rADA manasA-eva
   līlā-kamalena tāṃ tāḍayati sma |	lIlA-kamalena tAm tAxayati sma |
   lalitā - padmādhara-rasāhiphenāśana-pramatta! apehi apehi!	lalitA  padma-aDara--rasa-ahi-Pena-aSana--pramatta! apehi apehi!
   viśākhā - ārya vidūṣaka-pravara madhumaṅgala! bhavad-vayasyaḥ kiṃ	viSAKA  Arya vidUzaka-pravara maDu-maFgala! Bavat--vayasyaH kim
   bhavato'pi	BavataH-api
   guruḥ kiṃ vā tasya bhavān gurur ity avagantuṃ sarvāḥ samabhilaṣanti |	guruH kim vA tasya BavAn guruH iti avagantum sarvAH samaBilazanti |
   lalitā - viśākhe! śrūyatām | kapaṭa-nāṭakasya yaḥ kusumaśara-nāmā naṭas	lalitA  viSAKe! SrUyatAm | kapawa-nAwakasya yaH kusuma-Sara--nAmA nawas
   tasya	tasya
   suprasiddho yaḥ śuci-nāmā vidūṣakas tenāyaṃ dhūrtaḥ śiṣyatvena	su-prasidDaH yaH Suci-nAmA vidUzakaH tena-ayam DUrtaH Sizya-tvena
   kṛpayānugṛhīto'sti | madhumaṅgalas tu	kRpayA-anugRhItaH-asti | maDumaFgalaH tu
   bhinna-sampradāyi-bhojana-lampaṭa-nāmno vidūṣakācāryasya prathīyān śiṣyaḥ	Binna--sampradAyi--Bojana---lampawa--nAmnaH vidUzaka-AcAryasya praTIyAn SizyaH
   viśākhā - lalite! tad enaṃ brāhmaṇaṃ miṣṭānnaṃ bhojayitum icchāmi |	viSAKA  lalite! tat enam brAhmaNam mizwa-annam Bojayitum icCAmi |
   lalitā - viśākhe! asau karma-sūcakaḥ paramānucāno mahā-brāhmaṇaḥ | tat	lalitA  viSAKe! asO karma-sUcakaH parama-anucAnaH mahA--brAhmaNaH | tat-
   katham	kaTam
   asmākaṃ brāhmaṇetara-gopa-jātīnāṃ rāddham annam aśnātu |	asmAkam brAhmaNa-itara--gopa-jAtInAm rAdDam annam aSnAtu |
   viśākhā - paramottama-dvijābhyāṃ mallī-bhṛṅgābhyāṃ sva-hastenānnaṃ	viSAKA  parama-uttama--dvijAByAm mallI--BRFgAByAm sva-hastena-annam
   saṃskṛtya	saMskRtya
   paramādareṇa yathāsau bhojyate tathaiva sampādanīyam |	parama-AdareNa yaTA-asO Bojyate taTA-eva sampAdanIyam |
   tatas tac chrutvā krodhena kampamāna iva madhumaṅgalaḥ prāha - aye	tatas tat SrutvA kroDena kampamAnaH iva maDu-maFgalaH prAha  aye
   avadyavādini garvitābhīrike! etad	avadya-vAdini garvita-ABIrike! etat-
   duḥśravaṇa-narmotkaṭa-kaṭu-lavaṇa-digdha-dagdhārdha-paryuṣita-vāg-godhūm	duHSravaNa-narma-utkawa-kawu-lavaNa-digDa--dagDa-arDa--paryuzita--vAc---goDUm
   a-roṭikāḥ saṃbhojya mama madhura-karṇāv eva suṣṭhu kaṭūkṛtau, kiṃ punar	a-rowikAH saMBojya mama maDura--karNO eva suzWu kawUkRtO, kim punar-
   mukha-vivaram | tad vidūṣaka-gopa-vadhūnāṃ yuṣmākaṃ chāyā-nikaṭa-bhūmim	muKa--vivaram | tat vidUza-ka-gopa-vaDUnAm yuzmAkam CAyA-nikawa-BUmim
   api kadāpi na spṛśāmi | kintu prātar evāsmaj-jāti-yājñika-vadhū-vargam	api kadApi na spRSAmi | kintu prAtar eva-asmaj-jAti-yAjQika--vaDU--vargam
   upasarpiṣyāmi | tatas tena paramādareṇa mac-caraṇa-kṣālana-pūrvakaṃ	upasarpizyAmi | tatas tena parama-AdareNa mac-caraNa--kzAlana--pUrvakam
   kauśeya-dukūle paridhāpya	kOSeya--dukUle pariDApya
   sakarpūra-vāsitopalāpānaka-madhura-paramānna-sasaindhavārdraka-limpāka-nā	sa-karpUra--vAsitA-upalA-pAnaka-maDura--paramAn-na-sa-sEnDava-Ardraka-limpAka-nA
   nā-vidha-vyañjana-veṣṭita-saghṛta-sugandhi-śālyanna-phānita-śaṣkulī-kuṇḍalik	na-a-viDa--vyaQjana--vezwita-sa-GRta-suganDi--SAli-anna-PAnita--SazkulI--kuNxalik
   ā-laḍḍuka-ghanāvartita-dugdha-rasālā-saśarkara-baddha-dadhi-vividha-baṭakotta	A-laxxuka-Gana-Avarti-ta--dugDa--rasAla-a-sa-Sarkara--badDa--daDi-viviDa-bawaka-utta
   ma-marīcādibhis tathāhaṃ bhojayiṣye | yathā vartmani succhāya-taru-mūleṣu	ma-marIca-AdiBiH taTA-aham Bojayizye | yaTA vartmani su=-CAya-taru--mUlezu
   svapan sva-gṛham āgatya saṅgavāvadhi svapann eva tiṣṭhāmi |	svapan sva--gRham Agatya saFgava-avaDi svapan eva tizWAmi |
   tatas tac-chravaṇena hāsa-kolāhale vṛtte mayoktaṃ - nāndīmukhi!	tatas tac--SravaNena hAsa--kolAhale vRtte mayA-uktam  nAndImuKi!
   kṣudra-gāminair	kzudra--gAminEH-
   eva sva-sva-grāma-sīmārthaṃ madhyastham ālambya nyāyaḥ kriyate | rājānas	eva sva--sva-grAma--sIma-arTam maDya-sTam Alambya nyAyaH kriyate | rAjAnaH-
   tu	tu
   rājyaṃ sva-dordaṇḍa-balenaiva labhante | tad etad-rājya-hetor nyāyena kim	rAjyam sva--dos-daNxa-balena-eva laBante | tat etat--rAjya--hetoH nyAyena kim
   ? mayā	? mayA
   sahaitāḥ samaram ācarantu | tatra yasya jayo bhavet tasyaiva rājyaṃ	saha-etAH samaram Acarantu | tatra yasya jayaH Bavet tasya-eva rAjyam
   sphuṭaṃ	sPuwam
   setsyati |	setsyati |
   ity uktvā tad-artham iva sāṭopaṃ kiñcid upasarpati mayi tāsu ca itas tataḥ	iti uktvA tad--arTam iva sa-Awopam kiQcid upasarpati mayi tAsu ca itas tatas-
   sa-bhaya-sahelanam apasarpantīṣu nāndīmukhī - vīra! sampraty	sa-Baya--sa-helanam apasarpantIzu nAndImuKI  vIra! samprati-
   asmat-samakṣam	asmat--samakzam
   etāsām ujjvala-kula-vilasita-ballava-vadhūnāṃ dharṣaṇam etad bhavataḥ	etAsAm ujjvala--kula--vilasita-balla-va--vaDUnAm DarzaNam etat BavataH
   param	param
   asāmpratam eva |	asAmpratam eva |
   ity avadhārayann ārād eva tiṣṭheti mām ābhāṣya lalitāṃ praty uvāca -	iti avaDArayan ArAt eva tizWA-iti mAm ABAzya lalitAm prati uvAca -
   lalite |	lalite |
   sāmpratam asya vana-vīrasya nirjana-vane'smin pragalbhatā-mahatī	sAmpratam asya vana-vIrasya nirjana--vane-asmin pragalBa-tA--mahatI
   bhavatīnāṃ tu	BavatInAm tu
   śirīṣa-kusuma-mṛdulāni śarīrāṇi, tad deśa-kāla-balādikaṃ vīkṣya vivādaṃ	SirIza--kusuma--mRdulAni SarIrANi, tat deSa--kAla-bala-Adikam vIkzya vivAdam
   tyaja |	tyaja |
   tac chrutvā candramukhī - bho mugdhāḥ! nāndīmukhī satyaṃ kathayati | tac	tat SrutvA candra-muKI  Bo mugDAH! nAndImuKI satyam kaTayati | tat-
   chṛṇudhvam | vayam abalāḥ komalāṅgyaḥ | ayaṃ tu	CRNuDvam | vayam abalAH komala-aFgyaH | ayam tu
   nirjana-vana-puruṣo'ticapalaḥ |	nirjana-vana--puruzaH-ati-capalaH |
   yasyā darśanād evāyaṃ sādhvasena vihvalo bhavati | sāpy asmac-cakravartinī	yasyAH darSanAt eva-ayam sADvasena vihvalaH Bavati | sA-api asmac--cakravartinI
   nāntika-vartinī | sudurmukhābhimanyu-prabhṛti-vāhinī-patayo'pi sampraty	nAntika--vartinI | su-durmuKa-aBimanyu--praBRti-vAhinI--patayaH-api samprati-
   etad-vṛttānabhijñā dūre vartante | tad-bhayānaka-deśe'sminn ātma-madhye	etat--vRtta-anaBijQAH dUre vartante | tad--BayAnaka-deSe-asmin Atma--maDye
   dvandve	dvandve
   patite sarvataḥ sarve luṇṭāka-duṣṭa-gamakāḥ samutthāya samasta-mauktikāni	patite sarvatas sarve luNwAka-duzwa--gamakAH samutTAya samasta--mOktikAni
   viluṇṭhya neṣyanti | tadāsmākam eva mahatī hānir bhaviṣyati | asya tu	viluNWya nezyanti | tadA-asmAkam eva mahatI hAniH Bavizyati | asya tu
   ṣaṣṭhāṃśa	zazWa-aMSa
   eva tato'lpa-hāniḥ | tad yadi sarvābhyo rocate tarhi vayaṃ saumyā iva	eva tatas-alpa-hAniH | tat yadi sarvAByaH rocate tarhi vayam sOmyAH iva
   bhavatyaḥ	BavatyaH
   samprati rājya-vārtām apahāya samucitād apy adhika-mūlyena mauktikāny	samprati rAjya-vArtAm apahAya samucitAt api aDika--mUlyena mOktikAni-
   ādāya	AdAya
   asya cillātakasya sparśa-mātreṇaiva janiṣyamāṇa-duṣkīrti-bharād ātmānam	asya cillAtakasya sparSa--mAtreNa-eva janizyamANa--duzkIrti-BarAt AtmAnam
   api	api
   saṃrakṣya sva-gṛham āsādayāmaḥ | paścād etad-vṛttānta-śravaṇād eva	saMrakzya sva--gRham AsAdayAmaH | paScAt etat--vRttAnta--SravaNAt eva
   vṛndāvana-mahārājñī tan-muktā-pradānena drutam eva guru-prabhṛtīn santoṣya	vRndAvana--mahArAjQI tan--muktA--pradAnena drutam eva guru--praBRtIn santozya
   mahārāgeṇātivegena svayam atrāgatya dūrata eva kaṭakāṭopam avaṣṭabhya	mahA-rAgeNa-ati-vegena svayam atra-Agatya dUratas eva kawaka-Awopam avazwaBya
   svayaṃ	svayam
   samaram akurvāṇā cañcala-nayanāñcala-pravaṇayā	samaram akurvANA caQcala-nayana-aQcala--pravaNayA
   nīta-tīkṣṇādhāra-viṣama-śarāstra-saṃvardhita-bhrūkuṭi-dhanurdhara-sumukha-	nIta--tIkzNa-ADAra--viza-ma--Sara-astra--saMvarDita--BrU-kuwi--DanuH-Dara--su-muKa-
   kañja-bhīṣaṇābhimanyu-prabhṛti-vāhinī-pati-dvāraiva tathā vigraha-bhaṅgīm	kaQja--BIzaNa-aBimanyu--praBRti-vAhinI-pati-dvArA-eva taTA vigraha-BaFgIm
   āṭopayiṣyati | yathāyaṃ vana-madhya eva vīraṃmanyas tvaritam eva	Awopayizyati | yaTA-ayam vana--maDye eva vIraMmanyaH tvaritam eva
   sādhvasena	sADvasena
   kampamānaḥ san	kampamAnaH san
   bṛṃhita-hāheti-kamala-rāga-maṇi-prakara-khacita-cāru-cāṭu-cintā-rana-nikara-ra	bRMhita-hAhA-iti-kamala--rAga-maNi--prakara---Kacita-cAru--cAwu--cintA--rana--nikara-ra
   cita-mañjula-mālāṃ nija-kaṇṭhād uttāryopaḍhaukitīkṛtya	cita--maQjula--mAlAm nija--kaNWAt uttArya-upaXOkitIkRtya
   tac-caraṇa-parisaraṃ	tac-caraNa--parisaram
   śaraṇam upagacchann etat-samudita-gadgada-gadita-khara-dyuti-lavena	SaraNam upagacCan etat--samudita-gadgada--gadita--Kara-dyuti-lavena
   tat-kāla-druta-citta-navanītayā tayā kāruṇyena prasādī-kṛtenaiva	tat-kAla--druta--citta-navanItayA tayA kAruNyena prasAdI--kRtena-eva
   tad-yāvakāruṇa-maṇi-draveṇābhinava-śikhaṇḍāvataṃsaṃ śoṇam iva racayann	tad--yAvaka-aruNa--maNi--draveNa-aBinava--SiKaNxa-avataMsam SoNam iva racayan=-
   etad-rājyaṃ tad-utpanna-nikhila-mauktikādikam api samarpya svayam api tām	etat--rAjyam tad--utpanna--niKila--mOktika-Adikam api samarpya svayam api tAm
   evānucariṣyati |	eva-anucarizyati |
   tac-chravaṇena sānandollāsa-sasmitaṃ rādhā-kuñjaṃ tiryag avalokayati mayi	tac--SravaNena sa-Ananda-ullAsa-sa-smitam rADA--kuQjam tiryak avalokayati mayi
   nāndīmukhī smitvā - gokula-pravīra!	nAndImuKI smitvA  go-kula--pravIra!
   tvad-anurūpa-viṣama-śara-samara-pravīṇayā	tvad--anurUpa-viza-ma--Sara--samara--pravINayA
   vṛndāvana-cakravartinyā samam eva bhavat-samara-paripāṭī paraṃ śobhate |	vRndAvana--cakravartinyA samam eva Bavat--samara--paripAwI param SoBate |
   etāḥ	etAH
   punar atīva komalās tad-abhyarṇam antareṇa tvayā saha	punar atIva komalAH tad--aByarNam antareNa tvayA saha
   tādṛśa-vigraha-vilāsaṃ	tAdRSa--vigraha--vilAsam
   katham ācarantu tad alīka-virodhaṃ parityajya sāmpratam anyāsām api	kaTam Acarantu tat alIka-viroDam parityajya sAmpratam anyAsAm api
   mauktikam	mOktikam
   amūlyaṃ nirṇīyatāṃ paścād bhagavaty eva rājya-nyāyaṃ vicārayiṣyati |	amUlyam nirNIyatAm paScAt Bagavati eva rAjya-nyAyam vicArayizyati |
   tatas tāsāṃ sākūta-vacanam avadhāryaiva garvita-gopyo jitā jitā iti vadan	tatas tAsAm sa-AkUta-vacanam avaDArya-eva garvita--gopyaH jitAH jitAH iti vadan
   sva-mukhe	sva--muKe
   vāma-muṣṭiṃ bherīkṛtya vādayan madhumaṅgalaḥ sānandaṃ bhāṇḍavam ātanoti |	vAma-muzwim BerIkRtya vAdayan maDumaFgalaH sa-Anandam BANxavam Atanoti |
   vṛndā - bho naṭa-pravara madhumaṅgala! asmac-cakravartinyām atrāyātāyām	vRndAH  Bo nawa--pravara maDu-maFgala! asmac--cakravartinyAm atra-AyAtAyAm
   api	api
   tad-āhlādanārtham ātma-priya-sakhasya hāheti-ḍhakkā-vādyena	tad--a-AhlAdana-arTam Atma--priya--saKasya hAhA-iti-XakkA-vAdyena
   śikṣā-vaiśiṣṭyena	SikzA--vESizwyena
   ṣaṭ-pado bhavan uḍḍīyoḍḍīya bhramarikām ādadānaḥ sphuṭam ito raṅgād asmād	zaw-padaH Bavan uxxIya-uxxIya BramarikAm AdadAnaH sPuwam itas raFgAt asmAt-
   adhikam uddaṇḍaḥ tāṇḍavayann anena dvipada-gopena sārdhaṃ sugahanaṃ	aDikam uddaNxaH tANxavayan anena dvipada--gopena sArDam su-gahanam
   nandīśvara-goṣṭham āpsyasi | tadānīṃ tad-avalokanād vayam api	nandISvara--gozWam Apsyasi | tadAnIm tad--avalokanAt vayam api
   cakṣuḥ-sāphalyam utsphārayiṣyāmaḥ |	cakzuH--sAPalyam utsPArayizyAmaH |
   tato'haṃ vihasya - nāndīmukhi! seyaṃ candramukhī sāmañjasya-ratā	tatas-aham vihasya  nAndImuKi! sA-iyam candra-muKI sAmaQjasya-ratA
   lalitādivad	lalita-Adi-vat-
   dvandva-pātinī na bhavati | ato vinā mūlyenāpy asyai santuṣṭena mayā	dvandva-pAtinI na Bavati | atas vinA mUlyena-api asyE santuzwena mayA
   mauktikāni	mOktikAni
   deyāni | kintv iyaṃ mantra-vidāṃ mūrdhanyā tataḥ śvaḥ paraśvo vā	deyAni | kintu iyam mantra-vidAm mUrDanyA tatas Svas paraSvas vA
   parama-śuciḥ	parama--SuciH
   satī rahaḥ sthānam āgatya snānādinā parama-śucaye	satI rahaH sTAnam Agatya snAna-AdinA parama--Sucaye
   kāntadarpābhidhācārya-nirukta-mantra-paṭalaṃ mahyam upadiśatu | yatheha	kAnta-darpa-aBiDa-AcArya--nirukta-mantra--pawalam mahyam upadiSatu | yaTA-iha
   vṛndāvane gopenaiva mayā surādhikā-śrī-drutam eva labhyate |	vRndAvane gopena-eva mayA sura-aDikA--SrI--drutam eva laByate |
   tataś candramukhī kuṭilaṃ mām avalokayanty āha - aho mām api hitopadeśinīṃ	tatas candra-muKI kuwilam mAm avalokayanti Aha  aho mAm api hita-upadeSinIm
   kṛtānabhijñas tvaṃ kadarthayitum udyato'si ? nāhaṃ tava mantrābhijñā	kRta-anaBijQaH tvam kadarTayitum udyataH-asi ? na-aham tava mantra-aBijQA
   tan-mantra-caturā kāñcana-latair ācāryā kriyatāṃ bhavatā |	tan-mantra--caturA kAQcana--latEH AcAryA kriyatAm BavatA |
   tato'haṃ - kāñcanalate! bhavad-vaidagdhyāvalokanena man-mano-bhramaras	tatas-aham  kAQcana-late! Bavat--vEdagDya-avalokanena man-mano--Bramaras
   tvayi	tvayi
   prakāmam anurajyann atīvotkaṇṭhate tat-parama-sundaratārādhikā	prakAmam anurajyan atIva-utkaNWate tat-parama-sundara-tArA-aDikA
   bhavad-upakaṇṭha-vartinī mañjulataraikāvalir ekā sasmitam ālokayantīnām	Bavat--upakaNWa-vartinI maQjulatara-eka-AvaliH ekA sa-smitam AlokayantInAm
   āsāṃ	AsAm
   samakṣam eva paramotkaṇṭhite mad-urasi sneha-bhareṇa svayam eva tvayā yady	samakzam eva parama-utkaNWite mad--urasi sneha--BareNa svayam eva tvayA yadi-
   adhīyate tarhi mūlyam antareṇāpi bhavad-abhīṣṭa-mauktikāny avaśyaṃ	aDIyate tarhi mUlyam antareNa-api Bavat--aBIzwa--mOktikAni avaSyam
   vitariṣyāmi | api ca mat-pariṣvaṅga-lalita-ratna-hāra-trayeṇa	vitarizyAmi | api ca mat--parizvaFga--lalita-ratna-hAra--trayeNa
   bhavat-kaṇṭha-madhya-nābhi-pradeśānalaṃ prasādhayiṣyāmīti tām anusarati	Bavat--kaNWa--maDya-nABi--pradeSa-analam prasADayizyAmi-iti tAm anusarati
   mayi	mayi
   sā māṃ tiryag-avalokayantī huṃ kurvatī kiñcic apasasāra | rādhā ca	sA mAm tiryak--avalokayantI hum kurvatI kiQcid apasasAra | rADA ca
   sasmitaṃ	sa-smitam
   kurvatī ātmani śaṅkām ādhāya sambhramam avāpa |	kurvatI Atmani SaFkAm ADAya samBramam avApa |
   tato viśākhā tarjany-aṅguṣṭha-choṭikayā nāndīmukhīm abhimukhīkṛtya	tatas viSAKA tarjanI--aFguzWa--CowikayA nAndImuKIm aBimuKIkRtya
   netra-kūṇanena raṅgaṇamālikā-tulasike darśitavatī |	netra--kUNanena raFgaNa-mAlikA-tulasike darSitavatI |
   nāndīmukhī vihasya - mohana! ime rādhikā-priya-caraṇa-tat-pare	nAndImuKI vihasya  mohana! ime rADikA--priya--caraNa--tat--pare
   tad-atīva-priye	tat--atIva--priye
   raṅgaṇamālikā-tulasike tāṃ vinā-kṣaṇam api kutrāpy avasthātuṃ na	raFgaNa-mAlikA-tulasike tAm vinA-A-kzaNam api kutra-api avasTAtum na
   śaknuvatas tad	SaknuvataH tat-
   anayor muktā-mūlyaṃ nirṇīya tūrṇam ete tad-antike prasthāpaya |	anayoH muktA--mUlyam nirNIya tUrNam ete tad--antike prasTApaya |
   tato'haṃ sāntarānandaṃ vihasya - nāndīmukhi! tulasyā	tatas-aham sa-antara-Anandam vihasya  nAndImuKi! tulasyA
   adṛṣṭacara-cañcala-nayanāñcalāvaloka-lava-marikca-kṣoda-miśrita-susmita-nava-	adRzwa-cara--caQcala--nayana-aQcala-avaloka-lava--marij-ca--kza-uda-miSrita-su-smita--nava-
   ghanasāra-lava-parimilitāśruta-cara-nava-nava-bhāṣita-makaranda-pāyanena	Gana-sAra-lava--parimilita-aSruta--cara--nava-nava-BAzita--maka-randa-pAyanena
   vihvalīkṛtam iva māṃ sneha-vihvalā raṅgaṇamālikā mad-urasi	vihvalIkRtam iva mAm sneha-vihvalA raFgaNamAlikA mad-urasi
   nija-kuca-kuṭmalābhyām avaṣṭabhya maj-jīvātu-rūpa-svādhara-pīyūṣa-pāyanena	nija--kuca-kuwmalAByAm avazwaBya maj-jIvA-tu-rUpa--svADara--pIyUza--pAyanena
   drutaṃ sandhukṣayatv iti |	drutam sanDukzayatu iti |
   tataḥ sarvāsu hasantīṣv avanata-mukhyau te viśākhā-pṛṣṭha-lagne babhūvatuḥ	tatas sarvAsu hasantIzu avanata-muKyO te viSAKA--pRzWa---lagne baBUvatuH
   nāndīmukhī - muktāphala-vāṇijya-vilāsin! yūtheśayor api rādhā-viśākhayor	nAndImuKI  muktAPala--vANijya--vilAsin! yUTeSayoH api rADA--viSAKayoH-
   mauktika-mūlya-nirṇaye yan mano na dhatse | tatra kiṃ kāraṇam ?	mOktika-mUlya--nirNaye yat manaH na Datse | tatra kim kAraNam ?
   tato'haṃ - sā yūtheśā mat-savidham āgatya cet svayaṃ nirṇayati | tadaiva	tatas-aham  sA yUTeSAH mat--saviDam Agatya ced svayam nirNayati | tadA-eva
   nirṇayanīyam | tad-agocare kena nirṇīyatām ?	nirNayanIyam | tad--agocare kena nirNIyatAm ?
   nāndīmukhī - vīra! mūlyaṃ tāvat prakāśaya | yathā tac-chravaṇena	nAndImuKI  vIra! mUlyam tAvat prakASaya | yaTA tac--SravaNena
   tan-mūlya-dravyāṇāṃ samāhṛtis tayā kriyate |	tan--mUlya--dravyANAm samAhRtiH tayA kriyate |
   mayoktaṃ - rādhā-viśākhayor advaitād dvayor api mad-atīva-priyayor yat	mayA-uktam  rADA--viSAKayoH advEtAt dvayoH api mad-atIva--priyayoH yat-
   kiñcin	kiQcin
   mūlyaṃ kathyate tac chrūyatām |	mUlyam kaTyate tat SrUyatAm |
   mat-pṛṣṭha-mañjulatara-tamāla-saṃvalita-masṛṇatara-	mat--pRzWa--maQjulatara--tamAla--saMvalita-masRNatara-
   dakṣiṇa-savya-bhujā-svarṇa-latayor gāndharvikā-viśākhayor	dakziNa--savya-BujA--svarNa--latayoH gAnDarvikA--viSAKayoH-
   lalita-natāṃsa-nihita-vilāsollasita-parimilita-supracaṇḍa-dor-daṇḍa-yugalasya	lalita-nata-aMsa--nihita--vilAsa-ullasita--parimilita-su-pracaNxa--dor-daNxa--yugalasya
   surabhi-kusuma-kula-parivāsita-vana-vihāra-mādhurīm anusṛtasya parasparam	suraBi--kusuma---kula--parivAsita-vana--vihAra--mADurIm anusRtasya parasparam
   aviṣama-nirupama-prema-kalāpāvalokana-kautukena mama gaṇḍa-raṅga-sthale	avizama--nirupama--prema--kalApa-avalokana--kOtukena mama gaNxa-raFga--sTale
   tan-madhura-vadana-sudhākara-pravīṇa-naṭa-pravarau yugapat pṛthag vā mṛdu	tan--maDura-vadana--suDA-kara--pravINa---nawa--pravarO yugapad pRTak vA mRdu
   mṛdu tāṇḍavaṃ samullāsayantau mad-ānanda-kandaṃ kandalayatām |	mRdu tANxavam samullAsayantO mad--Ananda--kandam kandalayatAm |
   kiṃ ca, rādhā-kuṇḍa-taṭī-kuḍuṅga-bhavanāṅgane	kim ca, rADA--kuNxa--tawI--kuxuFga--Bavana-aFgane
   bhramad-bhramara-jhaṅkṛti-parimilita-surabhi-kusuma-vṛnda-syandamāna-makar	Bramat--Bramara--JaFkRti--parimilita--suraBi--kusuma--vRnda--syandamAna--makar
   anda-mañjula-bakula-talāmala-kanaka-vedikāyāṃ	anda-maQjula--bakula--tala-Amala--kanaka--vedikAyAm
   mañjula-malli-kusuma-dala-kula-kalpita-praśasta-sukumāra-talpopari svarṇa-	maQjula--malli--kusuma--dala--kula--kalpita--praSasta-sukumAra-talpa-upari svarNa-
   yūthikā-kusuma-kṛta-candropadhāne vāma-kaphoṇim avaṣṭabhya	yUTikA--kusuma-kRta-candra-upaDAne vAma-ka-PoNim avazwaBya
   saṅkucita-jānu-dvayaṃ sukhopaviṣṭasya man-mano-madhupāśrayavāsantyā	saFkucita--jAnu--dvayam suKa-upavizwasya man-mano--maDupa-ASraya-vAsantyA
   viśākhayā svarṇa-sampuṭa-sthita-kuṅkuma-rasaṃ kiñcit ślatham ivālokayantyā	viSAKayA svarNa--sampuwa--sTita-kuFkuma--rasam kiQcid SlaTam iva-AlokayantyA
   sva-sakhya-praṇaya-madhūnmādena nistala-nija-vakṣoja-yugalād	sva-saKya--praNaya--maDUn-mAdena nistala--nija--vakzaH-ja--yugalAd
   ākṛṣṭa-dara-kaṭhinībhūta-surabhi-kuṅkuma-paṅka-milanād īṣad ghanīkṛtya	AkRzwa--dara--kaWinI-BUta--suraBi--kuFkuma--paFka-milanAt Izat GanIkRtya
   tena	tena
   mṛdu mṛdu rūṣite mama pulakita-vakṣasi mat-prāṇa-pañjara-śārikā rādhikā	mRdu mRdu rUzite mama pulakita-vakzasi mat-prANa-paQjara--SArikA rADikA
