   folios 1-4 are missing	folioH 1-4 are missing
   nāgo vā nāgī vā kuṃbhāṇḍo vā kuṃbhāṇḍī vā ekāhiko vā yāvac caturthako vā	nAgaH vA nAgI vA kuMBANxaH vA kuMBANxI vE ekAhikaH vA yAvat caturTakaH vA
   pūtano vā kaṭapūtano vā kaṭapūtanā vā kaṭapūtanamahallako vā	pUtanaH vA kawa-pUtanaH vA kawa-pUtanA vA kawa-pUtanam-ahallakaH vA
   kaṭapūtanamahallikā vā kaṭapūtanapotako vā kaṭapūtanapotīkā vā	kawa-pUtana-mahallikA vA kawa-pUtana-potakaH vA kawa-pUtana-potIkA vA
   kaṭapūtanapārṣado vā kaṭapūtanapārṣadī vā śaktāḥ kṣatriyasaṃkṣobhaṃ yāvaj	kawa-pUtana-pArzadaH vA kawa-pUtana-pArzadI vA SaktAH kzatriya-saMkzoBam yAvat-
   janapadasaṃkṣobhaṃ vā kartum //	janapada-saMkzoBam vA kartum //
   yatra punaḥ kulaputra gṛame vā nagare vā nigame vā yāvat kuṭumbikagṛhe vā	yatra punar kula-putra gRame vA nagare vA nigame vA yAvat kuwumbika-gRhe vA
   asyā vajrakhavasaryāḥ sarvabhūtahṛdayāyāḥ mahācaṇḍadāruṇavidyāyāḥ	asyAH vajraKa-vasaryAH sarva-BUta-hRdayAyAH mahA-caNxa-dAruNa-vidyAyAH
   mantrapadānāṃ prakāśanaṃ syāt tatra te duṣṭayakṣakaṭapūtanāḥ tāṃ	mantra-padAnAm prakASanam syAt tatra te duzwa-yakza-kawa-pUtanAH tAm
   pūrvavairānubaddhām (Kurumiya 169) akuśalakarmakṛyāṃ prajahuḥ /	pUrva-vEra-anubadDAm (Kurum-iya 169) akuSala-karma-kRyAm prajahuH /
   maitrīkaruṇāmṛducittāḥ sarvabhūtadayāpannāḥ hitacittā bhaveyuḥ / tāṃś ca	mEtrI-karuNA-mRdu-cittAH sarva-BUta-dayA-ApannAH hita-cittAH BaveyuH / tAn ca
   sarvān rāṣṭrakuṭuṃbadevanāgayakṣakaṭapūtanasaṃkṣobhāṃ	sarvAn rAzwra-kuwuMba-deva-nAga-yakza-kawa-pUtana-saMkzoBAm
   sarvacandrasūryagrahanakṣatradaṇḍaviṣaśastrakākhordasaṃkṣobhāṃ chārirāṃś	sarva-candra-sUrya-graha-nakzatra-daNxa-viza-SastrakAKorda-saMkzoBAm CAriH-AMS
   ca	ca
   vātapittaśleṣmasannipātajvaraikāhikadvaitīyakatraitīyakacāturthakakuṣṭhamarjakaṇḍukāsavīsarpodaraśūlāṃgapratyaṃgavyādhisaṃkṣobhāṃ	vAta-pitta-Slezma-sannipAta-jvara-eka-Ahika-dvEtIyaka-trEtIyaka-cAturTaka-kuzWa-marja-kaNxu-kAsa-vI-sarpa-udara-SUla-aMga-pratyaMga-vyADi-saMkzoBAm
   praśameyuḥ / tatra ca manuṣyāmanuṣyān mṛgapakṣiṇaḥ śuklakarmāntābhiyuktāṃ	praSameyuH / tatra ca manuzya-amanuzyAt mRga-pakziNaH Sukla-karmAnta-aBiyuktAm
   sarvabhayaprahīṇān sarvasukhasaukhyasamanvitān rātriṃdivasātināmanakuśalāṃ	sarva-Baya-prahINAn sarva-suKa-sOKya-samanvitAn rAtriMdiva-sA-ati-nAmana-kuSalAm
   dānadamasamyamābhiratān aklāntakāyacittāṃ bodhimārgaparyeṣaṇābhiyuktāṃ	dAna-dama-samyam-a-aBiratAn aklAnta-kAya-cittAm boDi-mArga-paryezaNa-aBiyuktAm
   kuryuḥ //	kuryuH //
   atha āṭavako mahāyakṣasenāpatir evam āha / sacet me kulaputrāḥ sarve	aTa AwavakaH mahA-yakza-senApatiH evam Aha / saced me kula-putrAH sarve
   buddhā bhagavanta eṣu mantrapadeṣu karmasiddhin dadyur adhiṣṭhiteṣur	budDAH BagavantaH ezu mantra-padezu karma-sidDin dadyuH aDizWita-izuH-
   anumodeyur yad aham etāni sarvasaṃkṣobhapraśamanakarāṇi sarvaprasādakarāṇi	anumodeyuH yat aham etAni sarva-saMkzoBa-praSamana-karANi sarva-prasAda-karANi
   sarvākuśalapakṣanivārakāṇi sarvakuśalapakṣavivardhanāni	sarva-akuSala-pakza-nivArakANi sarva-kuSala-pakza-vivarDanAni
   sarvabhūtakhavasarīmaṃtrapadāni bhāṣitā / adhitiṣṭhatu me śākyamunis	sarva-BUta-KavasarImaMtra-padAni BAzitA / aDitizWatu me SAkya-muni-s
   tathāgataḥ svaramaṇḍalavāgvyāhāraṃ yad ahaṃ kṛtsnam idaṃ buddhakṣetraṃ	taTAgataH svara-maNxala-vAc-vyAhAram yat aham kRtsnam idam budDa-kzetram
   svaramaṇḍalavāgvyāhārākṣararutenāpūrayitvā etāṃ yathāsannipātāṃ parṣadaṃ	svara-maNxala-vAc-vyAhAra-akzara-rutena-ApUrayitvA etAm yaTAsannipAtAm parzadam
   svaramaṇḍalavāgvyāhārārthapadavyaṃjanaiḥ paritoṣayeyam //	svara-maNxala-vAc-vyAhAra-arTa-pada-vyaMjanEH paritozayeyam //
   (Kurumiya 170)	(Kurum-iyaH 170)
   atha khalu śakyamunis tathāgata āṭavakaṃ mahāyakṣasenāpatim āmantrayaivam	aTa Kalu Sakya-muniH taTAgataH Awavakam mahA-yakza-senApatim AmantrayA-evam
   āha / adhiṣṭhitas te kulaputrair buddhair bhagavadbhiḥ	Aha / aDizWitaH te kula-putrEH budDEH BagavadBiH
   svaramaṇḍalavāgvyāhāraḥ asyā vajrakhavasaryāḥ sarvabhūtahṛdayāyā	svara-maNxala-vAc-vyAhAraH asyAH vajraKa-vasaryAH sarva-BUta-hRdayAyAH-
   maṃtradhāraṇyāḥ kṛṣṇapakṣavidrāpaṇāya śuklapakṣajvālanāya / utsaha tvaṃ	maMtra-DAraNyAH kRzNa-pakza-vidrApaNAya Sukla-pakza-jvAlanAya / utsaha tvam
   satpuruṣa vadasvemāni saṃkṣobhapraśamanakāryā vajrakhavasaryāḥ	sat-puruza vadasva-imAni saMkzoBa-praSamana-kAryAH vajraKa-vasaryAH
   sarvabhūtahṛdayamantradhāraṇyāḥ sarvaduṣṭanivāraṇāni mantrapadāni //	sarva-BUta-hRdaya-mantra-DAraNyAH sarva-duzwa-nivAraNAni mantra-padAni //
   athāṭavako mahāyakṣasenāpatir utthāyāsanād yena śākyamunis tathāgatas	aTa-awavakaH mahA-yakza-senApatiH utTAya-AsanAt yena SAkya-muniH taTAgata-s
   tenāṃjaliṃ praṇāmya kṛtsnam idaṃ buddhakṣetraṃ svareṇābhivijñapayati sma /	tena-aMjalim praNAmya kRtsnam idam budDa-kzetram svareNa-aBivijQapayati sma /
   imāni ca mantrapadāni bhāṣate sma // tadyathā /	imAni ca mantra-padAni BAzate sma // tat-yaTA /
   dhuma dhuma / dhama dhama / dhūma dhūma / nili na nala nola / milā kuṭanī	Duma DumaH / Dama DamaH / DUma DUmaH / nili na nala na-ula / milA kuwanI
   kuṭane / mahākuṭane / ṭaṭa ṭaṭo mahāṭaṭo / abhaṣa abhi abhi / riṇi riṇi /	kuwane / mahA-kuwane / wawa wawaH mahAwawaH / aBaza aBi aBi / riNi riNi /
   mahāriṇi riṇi / rimi rimi / rimi rimi / dārimi riṣe / mahāriṣe / śulu śulu	mahA-ariNi riNi / rimi rimi / rimi rimi / dArimi rize / mahA-rize / Sulu Sulu
   / mahāśulu śulu / śulutha mahāśulu śulu / uguma / guma gumana / rimi rimi	/ mahA-Sulu Sulu / SuluTa mahA-Sulu Sulu / uguma / guma gumanaH / rimi rimi
   / hiri hiri hiri hiri / hiri hiri hiri hiri hiri hiri / nimi nimi / nihi	/ hiri hiri hiri hiri / hiri hiri hiri hiri hiri hiri / nimi nimi / nihi
   nihi / muni muni / buddhi li pravarā sṛṣṭhaloka caryājine jine /	nihi / muni muni / budDi li pravarA sRzWa-loka caryA-ajine jine /
   jinarṣabha jinā jina jinarṣabha svāhā //	jina-RzaBa jinAH jina jina-RzaBa svAhA //
   yatra yatraiva bhagavan grāme vā nagare vā yāvat kuṭuṃbikagṛhe vā asyāṃ	yatra yatra-eva Bagavan grAme vA nagare vA yAvat kuwuMbika-gRhe vE asyAm
   sarvabhūtahṛdayavajrakhavasaryāṃ mahāmantrapadavidyāyāṃ bhāṣyamāṇāyāṃ ye	sarva-BUta-hRdaya-vajra-Ka-vasaryAm mahA-mantra-pada-vidyAyAm BAzyamANAyAm ye
   tatra duṣṭayakṣā yāvad duṣṭakaṭapūtanāḥ na cittaṃ prasādayiṣyaṃti na ca	tatra duzwa-yakzAH yAvat duzwa-kawa-pUtanAH na cittam prasAdayizyaMti na ca
   kāyavāṅmanobhiḥ śikṣāsaṃvaraṃ pratigrahīṣyaṃti na ca teṣāṃ sattvānāṃ	kAya-vAc-manoBiH SikzA-saMvaram pratigrahIzyaMti na ca tezAm sattvAnAm
   (Kurumiya 171) antike maitracittam upasthāpayiṣyaṃti teṣām arthāyāhaṃ	(Kurum-iya 171) antike mEtra-cittam upasTApayizyaMti tezAm arTAya-aham
   bhūyo dāruṇatarāṇi mantrapadāni bhāṣiṣye // tadyathā //	BUyas dAruNatarANi mantra-padAni BAzizye // tat-yaTA //
   acche acche / mune mune / agne hu hu / mune mune / manārṣabha hu hu /	acCe acCe / mune mune / agne hu hu / mune mune / mana-ArzaBa hu hu /
   akradaṇḍe / atadaṇḍe / ata ati / aṭa hini hini / hiri hiri hiri hiri hiri	akradaNxe / atadaNxe / atas ati / awa hini hini / hiri hiri hiri hiri hiri
   hiri / traguma / guma guma guma / hili hili / nili nili / mahānili	hiri / tragumaH / guma guma gumaH / hili hili / nili nili / mahA-anili
   samudramekha / haṭa haṭa haṭa dharaṇamekha / kṣabhakha kṣabhakha / pṛthivī	samudra-meKaH / hawa hawa hawa DaraNa-meKa / kzaBaKa kzaBaKa / pRTivI
   apa tejo vāyv ākāśa / ṭha ṭha ṭha guṃbhe / bhagumbhe / akṣi kumbhe /	apa tejaH vAyu AkASaH / Wa Wa Wa guMBe / BagumBe / akzi kumBe /
   jihvāgugumbhe / sarvāguṃbhe / rajagumbhe / sabhāstugumbhe svāhā //	jihvA-gugumBe / sarva-aguMBe / raja-gumBe / saBAstu-gumBe svAhA //
   samanantarabhāṣitā cāṭavakena mahāyakṣasenāpatinā imāni mantrapadāny atha	samanantara-BAzitA ca-Awavakena mahA-yakza-senApatinA imAni mantra-padAni aTa
   tāvad eva sarve devanāgayakṣakaṭapūtanāḥ kṣubdhās trastā iha sakale	tAvat eva sarve deva-nAga-yakza-kawa-pUtanAH kzubDAH trastAH iha sakale
   buddhakṣetre kṣitigaganasthāḥ pracakaṃpire / atha tatkṣaṇād eva sarveṣāṃ	budDa-kzetre kziti-gagana-sTAH pracakaMpire / aTa tad-kzaNAt eva sarvezAm
   buddhānāṃ bhagavatāṃ purataḥ prāṃjalayas triṣkṛtvā evam āhuḥ / namaḥ	budDAnAm BagavatAm puratas prAMjalayaH trizkRtvA evam AhuH / namaH
   sarvabuddhebhyo namo namaḥ sarvabuddhebhyaḥ / paramadāruṇāny etāni	sarva-budDeByaH namaH namaH sarva-budDeByaH / parama-dAruNAni etAni
   anenātavakena mahāyakṣasenāpatinā sarvabhūtahṛdayāvakrāntimaṃtrapadāni	anena-Atavakena mahA-yakza-senApatinA sarva-BUta-hRdaya-avakrAnti-maMtra-padAni
   bhāṣitāni // //	BAzitAni // //
   mahāsannipātān mahāyānasūtrād ratnaketuparivartād dvādaśama	mahAsannipAtAt mahAyAna-sUtrAt ratna-ketu-parivartAt dvAdaSama
   āṭavakaparivartaḥ samāptāḥ // //	Awavaka-parivartaH samAptAH // //
   (Kurumiya 172)	(Kurum-iyaH 172)
   XIII.	XIII.
   atha khalu te sarve buddhā bhagavantaḥ sveṣu sveṣu buddhakṣetreṣu	aTa Kalu te sarve budDAH BagavantaH svezu svezu budDa-kzetrezu
   gagananimittāni pradarśayām āsuḥ pratyutthānanimittāni ca / atha tāvad eva	gagana-nimittAni pradarSayAm AsuH pratyutTAna-nimittAni ca / aTa tAvat eva
   sarvāvatīyaṃ parṣā kṣitigaganasthāś ca sattvāḥ pracakaṃpire / sarvāvatī	sarvAvatIyam parzA kziti-gagana-sTAH ca sattvAH pracakaMpire / sarvAvatI
   ceyaṃ bhūś cakaṃpe / nabhasi puṣpavṛṣṭir vavarṣa / antarīkṣāc ca	ca-iyam BUH cakaMpe / naBasi puzpa-vRzwiH vavarza / antarIkzAt ca
   tūryakoṭyaḥ parājaghnuḥ / sarvagandhadhūpāṃ pramumucuḥ / sarvaṃ cedaṃ	tUrya-kowyaH parAjaGnuH / sarva-ganDa-DUpAm pramumucuH / sarvam ca-idam
   buddhakṣetram avabhāsena sphuṭam abhūt / prāṃjaliḥ sarvā parṣat tasthau //	budDa-kzetram avaBAsena sPuwam aBUt / prAMjaliH sarvA parzad tasTO //
   atha khalu brahmā sahāṃpatir mahācandanagandhaṃ tathāgataṃ papraccha /	aTa Kalu brahmA sahAMpatiH mahA-candana-ganDam taTAgatam papracCa /
   kiyatā bhagavaṃ kuśalamūlena te samanvāgatā bhaviṣyaṃti katibhir vā	kiyatA Bagavam kuSala-mUlena te samanvAgatA BavizyaMti katiBiH vA
   dharmair adhiṣṭhitās te sattvā bhaviṣyaṃti buddhair bhagavadbhir ye	DarmEH aDizWitAH te sattvAH BavizyaMti budDEH BagavadBiH ye
   'nāgate 'dhvanīmaṃ dharmaparyāyam udgrahīṣyaṃti dhārayiṣyaṃti // evam ukte	anAgate aDvani-imam Darma-paryAyam udgrahIzyaMti DArayizyaMti // evam ukte
   bhagavāṃ sa mahācandanagandhas tathāgatas taṃ brāhmaṇaṃ sahāṃpatim etad	BagavAm sa mahA-candana-ganDaH taTAgataH tam brAhmaNam sahAMpatim etat-
   avocat / yathaiva brahmaṃ ṣaḍdhātavaḥ sarvabuddhair adhiṣṭhitā	avocat / yaTA-eva brahmam zaz-DAtavaH sarva-budDEH aDizWitA
   mārapakṣavigrahārthaṃ sarvakaliyugapraśamārthaṃ sarvasattvaparipākārthaṃ	mAra-pakza-vigraha-arTam sarva-kali-yuga-praSama-arTam sarva-sattva-paripAka-arTam
   saddharmanetryāś cirasthityarthaṃ mārgaviśuddhyartham / evaṃ	sadDarma-netryAH cira-sTiti-arTam mArga-viSudDi-arTam / evam
   sarvabuddhabodhisattvair daśabhir dharmais te sattvā adhiṣṭhitā ye 'nāgate	sarva-budDa-boDisattvEH daSaBiH DarmEH te sattvAH aDizWitAH ye anAgate
   'dhvanīmaṃ dharmaparyāyam udgrahīṣyaṃti yāval likhitvā dhārayiṣyaṃti /	aDvani-imam Darma-paryAyam udgrahIzyaMti yAvat liKitvA DArayizyaMti /
   katamair daśabhir (Kurumiya 173) yad uteha brahmaṃs te sattvāḥ	katamEH daSaBiH (Kurum-iya 173) yat uta-iha brahman te sattvAH
   sarvabuddhabodhisattvaiḥ sarveṣāṃ	sarva-budDa-boDisattvEH sarvezAm
   devanāgayakṣagandharvarākṣasakuṃbhāṇḍānāṃ nyāyataḥ parittā nityakālaṃ	deva-nAga-yakza-ganDarva-rAkzasa-kuMBANxAnAm nyAyataH parittAH nitya-kAlam
   yuṣmābhi rakṣitavyāḥ / anarthāt pratinivārayitavyāḥ kuśale	yuzmABi rakzitavyAH / anarTAt pratinivArayitavyAH kuSale
   kāyavāṅmanaskarmaṇi niyojayitavyā	kAya-vAc-manaskarmaNi niyojayitavyA
   udārānnapānopabhogaparibhogārogyakauśalyenātmajīvitaparityāgenāpi te	udAra-anna-pAna-upaBoga-pariBoga-Arogya-kOSalyena-Atma-jIvita-parityAgena-api te
   sattvāḥ sandhārayitavyā nirdoṣāṇi ca teṣāṃ	sattvAH sanDArayitavyA nirdozANi ca tezAm
   smṛtimatigatipratibhānakauśalyāni bhaviṣyaṃti / na ca taiḥ	smRtimati-gati-pratiBAna-kOSalyAni BavizyaMti / na ca tEH
   kāmaguṇasaṃsaktair manaḥsaṃkalpair vihariṣyaṃti / śūnyatāvihāriṇaś ca te	kAma-guNa-saMsaktEH manaH-saMkalpEH viharizyaMti / SUnyatA-vihAriNaH ca te
   bhaviṣyaṃti / dharaṇisamacittāḥ gambhīrakṣāntisamanvāgatāḥ	BavizyaMti / DaraNi-sama-cittAH gamBIra-kzAnti-samanvAgatAH
   saṃgrahavastūdyuktāś ca te bhaviṣyaṃti / kuśaladharmāvasthitāḥ sattvāḥ	saMgraha-vastu-udyuktAH ca te BavizyaMti / kuSala-Darma-avasTitAH sattvAH
   pariṣat kāyādattasārāḥ trivastupariśuddhā bodhicaryām uttariṣyaṃti /	parizad kAyAt-atta-sArAH trivastu-pariSudDAH boDi-caryAm uttarizyaMti /
   ratnadhvajaṃ samādhiṃ pratilapsyante yena samādhinā sarvasamādhiṣu	ratna-Dvajam samADim pratilapsyante yena samADinA sarva-samADizu
   vyavacārajñānakuśalā bhaviṣyaṃti / maraṇakālasamaye ca te sattvāḥ purastād	vyavacAra-jQAna-kuSalA BavizyaMti / maraNa-kAla-samaye ca te sattvAH purastAd
   aprameyāsaṃkhyeyān buddhān bhagavataḥ bhikṣugaṇaparivṛtāṃ	aprameya-asaMKyeyAn budDAn BagavataH Bikzu-gaNa-parivRtAm
   bodhisattvagaṇapuraskṛtāṃ tiṣṭhato yāpayato dharman deśayamānān drakṣyaṃti	boDisattva-gaNa-puraskRtAm tizWataH yApayataH Darman deSayamAnAn drakzyaMti
   / teṣāṃ ca buddhānāṃ bhagavatām antikāt tādṛśam arthapadavyaṃjanopetaṃ	/ tezAm ca budDAnAm BagavatAm antikAt tAdRSam arTa-pada-vyaMjana-upetam
   dharman deśyamānaṃ śroṣyaṃti / yat sarvaviśiṣṭam āryaṃ	Darman deSyamAnam SrozyaMti / yat sarva-viSizwam Aryam
   nirāmiṣaprītiprāmodyaṃ pratilabdhāḥ sarvaṃ tat karmāvaraṇam akuśalaṃ	nirAmiza-prIti-prAmodyam pratilabDAH sarvam tat karma-AvaraNam akuSalam
   (Kurumiya 174) carimavijñāne samaś. teṣāṃ sahadharmeṇā nirotsyaṃti /	(Kurum-iya 174) carima-vijQAne samaS. tezAm sahaDarmeNA nirotsyaMti /
   sarvābhiprāyeṇa ca pariśuddheṣu buddhakṣetreṣv aupapādika upapatsyaṃte /	sarva-aBiprAyeNa ca pariSudDezu budDa-kzetrezu OpapAdikaH upapatsyaMte /
   yeṣu buddhakṣetreṣu buddhā bhagavantas tiṣṭhanto yāpayantaḥ śuddhāṃ	yezu budDa-kzetrezu budDAH BagavantaH tizWantaH yApayantaH SudDAm
   mahāyānakathāṃ deśaṃti teṣu buddhakṣetreṣu te sattvās tair	mahAyAna-kaTAm deSaMti tezu budDa-kzetrezu te sattvAH tEH-
   mahāyānasaṃprasthitair anāvaraṇajñānasamanvāgatair gaganasamacittaiḥ	mahAyAna-saMprasTitEH anAvaraNa-jQAna-samanvAgatEH gagana-sama-cittEH
   sārdhaṃ saṃvasiṣyaṃti / na cireṇaiva tair guṇaiḥ samanvāgatā bhaviṣyaṃti /	sArDam saMvasizyaMti / na cireNa-eva tEH guNEH samanvAgatA BavizyaMti /
   na ca te sattvā bhūyaḥ kliṣṭe paṃcakaṣāye buddhakṣetre upapatsyaṃte	na ca te sattvAH BUyas klizwe paMcakazAye budDa-kzetre upapatsyaMte
   'nyatra svapraṇidhānena kṣipram anuttarāṃ samyaksaṃbodhim	anyatra sva-praNiDAnena kzipram anuttarAm samyaksaMboDim
   abhisaṃbhotsyaṃte / ebhir daśabhir dharmair adhiṣṭhitās te sattvā buddhair	aBisaMBotsyaMte / eBiH daSaBiH DarmEH aDizWitAH te sattvAH budDEH-
   bhagavadbhir bhaviṣyaṃti ya etarhi 'nāgate 'py adhvanīmāṃ saddharmanetrīm	BagavadBiH BavizyaMti yaH etarhi anAgate api aDvani-imAm sadDarma-netrIm
   ujjvālayiṣyaṃti imaṃ ca dhāraṇīmudrādharmaparyāyam udgrahīṣyaṃti yāvat	ujjvAlayizyaMti imam ca DAraNI-mudrA-Darma-paryAyam udgrahIzyaMti yAvat-
   pustakalikhitam api kṛtvā dhārayiṣyaṃti / sarvabuddhabodhisattvādhiṣṭhitās	pustaka-liKitam api kRtvA DArayizyaMti / sarva-budDa-boDisattva-aDizWitA-aH-
   te sarvopakleśavinirmuktā bodhisattvā mahāsattvā bhaviṣyantīti //	te sarva-upakleSa-vinirmuktAH boDisattvAH mahAsattvAH Bavizyanti-iti //
   atha bhagavāṃ chākyamunis tathāgataḥ śakrabrahmalokapālān āmantrayati sma	aTa BagavAm CAkya-muniH taTAgataH Sakra-brahma-lokapAlAn Amantrayati sma
   / ye kecid iha mārṣā buddhā bhagavanto daśabhyo digbhyaḥ samāgatāḥ sarvair	/ ye kecid iha mArzAH budDAH BagavantaH daSaByaH digByaH samAgatAH sarvEH-
   yuṣmatkāruṇyārtham iha lokadhātau bāhyabhāvaviśodhanārthaṃ	yuzmad-kAruNya-arTam iha lokaDAtO bAhya-BAva-viSoDana-arTam
   sattvaparipākāya bodhicaryāpradarśanārthaṃ mārapakṣaparājayāya	sattva-paripAkAya boDi-caryA-pradarSana-arTam mAra-pakza-parAjayAya
   dharmadhvajocchrepaṇāya sakalabuddhakāryopadarśanāya	Darma-Dvaja-ucCrepaNAya sakala-budDa-kArya-upadarSanAya
   triratnavaṃśānupacchedāya sarvavyādhipraśamanāya sarvaduṣṭanivāraṇāya	tri-ratna-vaMSAn-upacCedAya sarva-vyADi-praSamanAya sarva-duzwa-nivAraNAya
   sarvabhayārakṣāyai sarvakudṛṣṭiprahāṇāya (Kurumiya 175)	sarva-Baya-ArakzAyE sarva-kudRzwi-prahANAya (Kurum-iyaH 175)
   bodhimārgāvatāradaśatathāgatabalapāripūryai sarvakarmakleśakṣayāya-m	boDi-mArga-avatAra-daSa-taTA-gata-bala-pAripUryE sarva-karma-kleSa-kzaya-aya-m
   evaṃrūpa āścaryādbhuto 'śrutapūrvo gaṃbhīradhāraṇīpadapraveśavyākaraṇo	evaMrUpaH AScarya-adButaH aSruta-pUrvaH gaMBIra-DAraNI-pada-praveSa-vyAkaraNaH-
   dharmaparyāyo bhāṣitaḥ yena gṛhagrāmanagaraviṣayārakṣā yāvac	Darma-paryAyaH BAzitaH yena gRha-grAma-nagara-vizaya-ArakzAH yA-avat-
   cāturdvīpikārakṣā devanāgayakṣamanuṣyāmanuṣyārakṣā	cAturdvIpikA-rakzA deva-nAga-yakza-manuzya-amanuzya-ArakzA
   dhānyauṣadhapatrapuṣpaphalasasyārakṣā dharmabhāṇakānāṃ dharmaśrāvaṇikānāṃ	DAnya-OzaDa-patra-puzpa-Pala-sasya-ArakzA Darma-BANakAnAm Darma-SrAvaNikAnAm
   cārakṣā bhavaty asaṃgadhāraṇīpratilābhāya ākāśasamajñānāvatārāya	ca-ArakzA Bavati asaMga-DAraNI-pratilABAya AkASa-sama-jQAna-avatArAya
   ekanayasarvajñajñānapratilābhāya /	eka-naya-sarvajQa-jQAna-pratilABAya /
   asmiṃ khalu punar mārṣā dharmaparyāye ebhir buddhair bhagavadbhir iha	asmim Kalu punar mArzAH Darma-paryAye eBiH budDEH BagavadBiH iha
   buddhakṣetre ekaiko bhāvo mahākaruṇāvatārajñānaniṣyandair daśabhiḥ	budDa-kzetre ekEkaH BAvaH mahA-karuNa-avatAra-jQAna-nizyandEH daSaBiH
   prakārair adhiṣṭhitaḥ / sarvabuddhabodhisattvair idaṃ mārṣā buddhakṣetram	prakArEH aDizWitaH / sarva-budDa-boDisattvEH idam mArzAH budDakzetram
   akhilaṃ paribhuktaṃ sarvakuśaladharmādhiṣṭhānāya /	aKilam pariBuktam sarva-kuSala-Darma-aDizWAnAya /
   sarvabuddhakṣetropapannānām idaṃ buddhakṣetraṃ caityabhūtaṃ gurusthānīyaṃ	sarva-budDa-kzetra-upapannAnAm idam budDa-kzetram cEtya-BUtam guru-sTAnIyam
   śāstṛsaṃmataṃ namaskaraṇīyaṃ saṃvṛttaṃ yatra hi nāmeha	SAstR-saMmatam namaskaraNIyam saMvRttam yatra hi nAma-iha
   paṃcānantaryakāriṇām apy akuśaladharmasamanvāgatānāṃ tat karmāvaraṇam	paMcAnantarya-kAriNAm api akuSala-Darma-samanvAgatAnAm tat karma-AvaraNam
   aniṣṭhaphalaṃ niravaśeṣaṃ parikṣayaṃ gacchati / sarve ca te	anizWa-Palam niravaSezam parikzayam gacCati / sarve ca te
   prahīṇakarmāvaraṇāḥ kuśaleṣu dharmeṣu pratiṣṭhante / mahāpuruṣakāro 'yaṃ	prahINa-karma-AvaraNAH kuSalezu Darmezu pratizWante / mahApuruzakAraH ayam
   mārṣā buddhānāṃ bhagavatām / iha buddhakṣetre satkṛtya mārṣā yuṣmābhir	mArzAH budDAnAm BagavatAm / iha budDa-kzetre satkRtya mArzAH yuzmABiH-
   ayaṃ dharmaḥ parigṛhītavyo rakṣitavyaḥ / saddharmadhārakāś ca	ayam DarmaH parigRhItavyaH rakzitavyaH / sadDarma-DArakAH ca
   gṛhasthapravrajitāḥ pudgalāḥ dharmapratipannāś ca rakṣitavyāḥ / evaṃ	gRhasTa-pravrajitAH pudgalAH Darma-pratipannAH ca rakzitavyAH / evam
   yuṣmākaṃ hitāya sukhāya bhaviṣyati //	yuzmAkam hitAya suKAya Bavizyati //
   (Kurumiya 176)	(Kurum-iyaH 176)
   atha khalu kusumadhvajas tathāgatas tasyāṃ velāyām asya dharmaparyāyasya	aTa Kalu kusumaDvajaH taTAgataH tasyAm velAyAm asya Darma-paryAyasya
   guṇānuśaṃsaprarūpaṇārtham evam āha /	guNa-anuSaMsa-prarUpaNa-arTam evam Aha /
   sarvakṣetra saṃprapūrya kāṃcanena tāyiṣu	sarva-kzetra saMprapUrya kAMcanena tAyizu
   prapūjanāya nāyakeṣu saṃsṛjed ya eva tad /	prapUjanAya nAyakezu saMsRjet yaH eva tat /
   idaṃ tu yaḥ pradhānasūtram uttamaṃ hi dhārayet	idam tu yaH praDAna-sUtram uttamam hi DArayet-
   sa puṇyam aprameyam evam āpnuyād viśāradaḥ // RKP_13.1	sa puNyam aprameyam evam ApnuyAt viSAradaH // RKc-_13.1
   atha khalu ratnacchatraśrīs tathāgato 'py evam āha / datvā svarṇaniṣkāṃ	aTa Kalu ratna=-Catra-SrIH taTAgataH api evam Aha / datvA svarNa-nizkAn
   gaṃgānadīsikatopamāṃ munivṛṣabhebhyaḥ prāpnoti puṇyam evaṃ yathā	gaMgA-nadI-sikata-upamAm muni-vRzaBeByaH prApnoti puNyam evam yaTA
   samuddiśya sūtram idam //	samuddiSya sUtram idam //
   atha khalu girikūṭas tathāgato 'py evam āha /	aTa Kalu girikUwaH taTAgataH api evam Aha /
   ākāśaṃ chādayitvā varakusumacayacchatrasaṃghātameghair	AkASam CAdayitvA vara-kusuma-caya=-Catra-saMGAta-meGEH-
