   <B1> śrīḥ /	<B1> SrIH /
   iti dvitīyasūtreṇa saṃjñābhedasya taddhetutāyā uttaratra sūcane 'pi "vedo	iti dvitIya-sUtreNa saMjQA-Bedasya tad-hetu-tAyAH uttaratra sUcane api "vedaH-
   vā prāyadarśanādi"ti tārtīyavākyādhikaraṇe upāṃśutvādīnāṃ	vA prAya-darSana-Adi"ti tArtIya-vAkya-aDikaraNe upAMSu-tva-AdInAm
   tattanmantradharmatvanirāsena tattadvedavihitakarmadharmatvasya	tad-tad-mantra-Darma-tva-nirAsena tad-tad-veda-vihita-karma-Darma-tvasya
   vakṣyamāṇatvena tadviruddhasya	vakzyamANa-tvena tat-virudDasya
   mantradharmānyatvahetostadadhikaraṇapūrvapakṣasthatayoktasyābhyuccayahetutvapratītermukhyatvamuttarahetoreveti	mantra-Darma-anyatva-hetoH-tad-aDikaraNa-pUrva-pakza-sTa-tayA-uktasya-aByuccaya-hetutva-pratIteH-muKya-tvam-uttara-hetoH-eva-iti
   sūcayituṃ sautrakramaṃ vihāya dvitīyameva hetumādito mukhyatvāddarśayati	sUcayitum sOtra-kramam vihAya dvitIyam-eva hetum-Aditas muKya-tvAt-darSayati
   ------------- saṃjñābhedāditi //	------------ saMjQA-BedAt-iti //
   ime nigadā imāni yajūṃṣītyevaṃ bhinnasaṃjñābhirvyavahārāt jyotirādivat	ime nigadAH imAni yajUMzi-iti-evam Binna-saMjQABiH-vyavahArAt jyotiH-Adi-vat-
   bheda ityarthaḥ /	BedaH iti-arTaH /
   vipratiṣiddheti //	vipratizidDA-iti //
   (uccairnigadenetyasya sāmānyaśāstrabādhakatvena	(uccEs-nigadena-iti-asya sAmAnya-SAstra-bADaka-tvena
   parapratyāyanarūpakāryārthatayāprāptoccaistvānuvādatvena vopapattinirāsena	para-pratyAyana-rUpa-kArya-arTa-tayA-prApta-uccEH-tvA-anuvAda-tvena vA-upapatti-nirAsena
   pūrvapakṣasamarthanam //)//	pUrva-pakza-samarTanam //)//
   nigadānāṃ yajuṣṭve upāṃśutvaprāptyoścaiṣṭvavidhānānupapatterviśeṣavihitena	nigadAnAm yajuzwve upAMSu-tva-prAptyoH-cEzwva-viDAna-anupapatteH-viSeza-vihitena
   bādhasaṃbhave 'pi svaviṣayavṛttibhedakalpanayā bādhenopapattau	bADa-saMBave api sva-vizaya-vRtti-Beda-kalpanayA bADena-upapattO
   sāmānyavākyasya saṃkocalakṣaṇabādhābhyupagamasyāyuktatvāt svarūpata eva	sAmAnya-vAkyasya saMkoca-lakzaNa-bADa-aByupagamasya-ayukta-tvAt svarUpataH eva
   bhedakalpanā yuktā /	Beda-kalpanA yuktAH /
   naca --------- parapratyāyanarūpakāryānurodhenaivopāṃśutvavidheḥ	na-ca -------- para-pratyAyana-rUpa-kArya-anuroDena-eva-upAMSu-tva-viDeH
   saṃkocāduccairnigadenetyasyānuvādatopapatterna tadbhedabādhakateti	saMkocAt-uccEs-nigadena-iti-asya-anuvAda-ta-upapatteH-na tad-Beda-bADaka-tA-iti
   --------- vācyam; mantrapramāṇakaparapratyāyanarūpakāryānurodhena	-------- vAcyam; mantra-pramANaka-para-pratyAyana-rUpa-kArya-anuroDena
   vākyasyāpi brāhmaṇagatasya saṃkocāyogāt, "namaḥ pravaktre" "deveddho	vAkyasya-api brAhmaNa-gatasya saMkoca-ayogAt, "namaH pravaktre" "deva-idho
   manviddha" ityādīnāṃ parapratyāyanārthasyāpyabhāvācca /	manu-idDa" ityAdInAm para-pratyAyana-arTasya-api-aBAvAt-ca /
   ata uccairityasya vidhitvāvaśyakatvāt bhedabodhanādapi	atas uccEs-iti-asya viDi-tvA-AvaSyaka-tvAt Beda-boDanAt-api
   tadvidhyupapatternopāṃśutvavākyasya saṃkoco yukta ityarthaḥ //	tad-viDi-upapatteH-na-upAMSu-tva-vAkyasya saMkocaH yuktaH iti-arTaH //
   (brāhmaṇaparivrājakanyāyena saṃjñābhedasya bhedāsādhakatvena	(brAhmaNa-parivrAjaka-nyAyena saMjQA-Bedasya Beda-asADaka-tvena
   nigadayajuṣṭvasiddhāntanam) mantra eveti //	nigadayajuzwva-sidDAntanam) mantraH eva-iti //
   "tadāhuḥ ------- ṛksubrahmaṇyā yajūṃṣi sāmaveti praśnottarabhūte mantra	"tad-AhuH ------ Rc-subrahmaNyA yajUMzi sAmavA-iti praSna-uttara-BUte mantra
   eva khalvayaṃ nigadabhūto bhavati /	eva Kalu-ayam nigada-BUtaH Bavati /
   tasmādyajuri"ti vede nigadaśabdasāmānyena hetunā subrahmaṇyānigade	tasmAt-yajuH-i"ti vede nigada-Sabda-sAmAnyena hetunA su-brahmaNyA-nigade
   ṛksāmabhinnamantratvarūpayajuṣṭvasādhanāt tadvyatiriktānigadeṣvapi	Rc-sAma-Binna-mantra-tva-rUpa-yajuzwva-sADanAt tad-vyatiriktA-nigadezu-api
   yajuṣṭvāparityāgena mantratvasya pratīteryajuṣṭvamevetyarthaḥ /	yajuzwvA-parityAgena mantra-tvasya pratIteH-yajuzwvam-eva-iti-arTaH /
   yastu saṃjñābheda uktaḥ, sa brāhmaṇye satyapi parivrājakavyapadeśāntaravat	yaH-tu saMjQA-BedaH uktaH, sa brAhmaNye sati-api parivrAjaka-vyapadeSa-antara-vat
   yajuṣṭve satyapi nitarāṃ gadyamānatvarūpaguṇayogenāpyupapanna iti	yajuzwve sati-api nitarAm gadyamAna-tva-rUpa-guNa-yogena-api-upapannaH iti
   naikāntato bhedasādhaka ityāha --------- saṃjñātviti //	na-ekAntataH Beda-sADakaH iti-Aha -------- saMjQAtu-iti //
   (nigadaśabde prācīnopapāditayaugikatvanirāsena rūḍhisamarthanam) prācīnaiḥ	(nigada-Sabde prAcIna-upapAdita-yOgika-tva-nirAsena rUXi-samarTa-nam) prAcInEH
   gadaterapādabaddhapadasamūhavācitvāt	gadateH-apAda-badDa-pada-samUha-vAci-tvAt
   prakarṣavāciniśabdopasṛṣṭasyoccairavicchinnoccāryamāṇāpādabaddha	prakarza-vAci-niSabda-upasRzwasya-uccEs-avicCinna-uccAryamANA-pAda-badDa
   padasamūhavācitāvasāyātparapratyāyanakāryavaśena nitarāṃ gadyante	pada-samUha-vAcita-AvasAyAt-para-pratyAyana-kArya-vaSena nitarAm gadyante
   ityavayavayogārthamādāya saṃjñopapāditā, tāṃ dūṣayan aśvakarṇādisaṃjñāvat	iti-avayava-yoga-arTam-AdAya saMjQA-upapAditA, tAm dUzayan aSva-karNa-Adi-saMjQAvat-
   rūḍhyaṅgīkāreṇa nigadeti saṃjñāmupapādayati -------- nigadatvaṃ ceti //	rUXi-aFgIkAreNa nigadA-iti saMjQAm-upapAdayati ------- nigada-tvam ca-iti //
   evañca vyāpyavyāpakabhāvenaikasminnubhayasaṃjñopapattiruccaiṣṭvavidhitaḥ	evaQca vyApya-vyApaka-BAvena-ekasmin=-uBaya-saMjQA-upapattiH-uccEzwva-viDitaH
   prāk nigadapadaśakyatāvacchedakaprasiddhiśca sūpapādetyarthaḥ //	prAk nigada-pada-Sakya-tAvacCedaka-prasidDiH-ca sUpa-pAdA-iti-arTaH //
   (upāṃśu yajuṣeti vidhisaṅkocabhiyā yajuṣo nigadabhedaśaṅkānirāsaḥ) yena	(upAMSu yajuzA-iti viDi-saFkoca-BiyA yajuzaH nigada-Beda-SaFkA-nirAsaH) yena
   hyupāṃśutvavidheḥ saṃkocarūpabādhāpattyā yajurapekṣayā bheda ucyate,	hi-upAMSu-tva-viDeH saMkoca-rUpa-bADA-pattyA yajuH-apekzayA BedaH ucyate,
   tasyāpi mate upāṃśutvādīnāṃ kevalayajurdharmatvanirāsena	tasya-api mate upAMSu-tva-AdInAm kevala-yajuH-Darma-tva-nirAsena
   yajurvedavihitakarmāṅgamantramātradharmatvasyaiva pūrvoktarītyā	yajurveda-vihita-karma-aFga-mantra-mAtra-Darma-tvasya-eva pUrva-ukta-rItyA
   svīkāryatvāt nigadānāmapi tatkarmāṅgamantratvena	svIkArya-tvAt nigadAnAm-api tad-karma-aFga-mantra-tvena
   prāptopāṃśutvabādhakatvamuccairnigadenetyetadvidherbhede 'pi	prApta-upAMSu-tva-bADaka-tvam-uccEs-nigadena-iti-etat-viDeH-Bede api
   svīkāryameveti na tadbhiyā bhedakalpanaṃ yuktam, apitu	svIkAryam-eva-iti na tat-BiyA Beda-kalpanam yuktam, apitu
   sāmānyaviśeṣabhāvena bādhyabādhakataivetyāha ---------- upāṃśu yajuṣeti //	sAmAnya-viSeza-BAvena bADya-bADaka-tA-eva-iti-Aha --------- upAMSu yajuzA-iti //
   (nigadopāṃśutvasya vākyasiddhasyāpi laiṅgikenoccaiṣṭvena bādhanirūpaṇam)	(nigada-upAMSu-tvasya vAkya-sidDasya-api lEFgikena-uccEzwvena bADanirUpaNam)
   vastutastu ---------- parapratyāyanarūpakāryavaśālliṅgenaiva upāṃśutvasya	vastutas-tu --------- para-pratyAyana-rUpa-kArya-vaSAt-liFgena-eva upAMSu-tvasya
   bādhāt noccaiṣṭvavidheḥ tadbādhakatāprasaktiḥ, yadyapi	bADAt na-uccEs-zwvaviDeH tad-bADaka-tA-prasaktiH, yadi-api
   liṅgāvagataparapratyāyanārthatvasya brāhmaṇavākyāvagatopāṃśutvena bādho	liFga-avagata-para-pratyAyana-arTa-tvasya brAhmaNa-vAkya-avagata-upAMSu-tvena bADo
   'pi śaṅkyeta; tathāpi laiṅgikasyāpi parapratyāyanārthasya	api SaFkyeta; taTA-api lEFgikasya-api para-pratyAyana-arTasya
   pradhānatvenāṅgabhūtopāṃśutvena bādhasya pramāṇabalābalāpekṣayā	praDAna-tvena-aFga-BUta-upAMSu-tvena bADasya pramANa-bala-abala-apekzayA
   prameyabalābalasya jyāyastvanyāyenāsaṃbhavānna doṣaḥ //	prameya-bala-abalasya jyAyaH-tu-anyAyena-asaMBavAt-na dozaH //
   kiñca. etādṛśaviṣaye upāṃśutvavidhernaiva pravṛttiḥ /	kiQca. etAdRSa-vizaye upAMSu-tva-viDeH-na-eva pravRttiH /
   yatrāniyataḥ svaraḥ prāptastadviṣaye upāṃśutvaniyamakaraṇe 'pi nigade	yatra-aniyataH svaraH prAptaH-tad-vizaye upAMSu-tva-niyama-karaNe api nigade
   kāryavaśenoccaiṣṭvasyaiva	kArya-vaSena-uccEzwvasya-eva
   niyataprāptatayāniyataprāptiviṣayatvābhāvādityādi kaustubhe draṣṭavyam //	niyata-prApta-tayA-aniyata-prApti-vizaya-tva-aBAvAt-ityAdi kOstuBe drazwavyam //
   (uccairnigadenetyasya	(uccEs-nigadena-iti-asya
   kāryaprāptoccaiṣṭvānuvādenopāṃśuyajuṣetyetadarthavādatvamiti	kArya-prApta-ucca-ezwvA-anuvAdena-upAMSu-yajuzA-iti-etad-arTavAda-tvam-iti
   prācīnamatanirāsena vidhitvāṅgīkāratatprayojanapūrvottarakalpaprayojanānāṃ	prAcIna-mata-nirAsena viDi-tvA-aFgIkAra-tad-prayojana-pUrva-uttara-kalpa-prayojanAnAm
   nirūpaṇam) yattu -------- prācīnaiḥ kāryavaśenaivoccaiṣṭvasya	nirUpaNam) yat-tu ------- prAcInEH kArya-vaSena-eva-uccEzwvasya
   prāptatvāduccairnigadenetyasyānuvādatvenopāṃśu yajuṣeti	prApta-tvAt-uccEs-nigadena-iti-asya-anuvAda-tvena-upAMSu yajuzA-iti
   vidhistutyarthatvaṃ yajūrūpanigadeṣu kāryavaśāduccaiṣṭve 'pi yajuḥsāmānye	viDistuti-arTa-tvam yajU-rUpa-nigadezu kArya-vaSAt-uccEzwve api yajuH-sAmAnye
   upāṃśutvamevocitamityevaṃvidhayoktam, tadvidhitvasyāvaśyakatayā	upAMSu-tvam-eva-ucitam-iti-evaMviDayA-uktam, tad-viDi-tvasya-AvaSyaka-tayA
   dūṣayati-------- ataśceti //	dUzayati------- atas-ca-iti //
   "namaḥ pravaktre" ityādeḥ niyamavidhyaviṣayatvaṃ sūcayituṃ ----	"namaH pravaktre" iti-AdeH niyama-viDi-avizaya-tvam sUcayitum ----
   viśeṣavihitātiriktetyuktam /	viSeza-vihita-atiriktA-iti-uktam /
   tasya viśeṣavihitasvarātiriktetyarthaḥ /	tasya viSeza-vihita-svara-atiriktA-iti-arTaH /
   mandrādyaneketi //	mandra-Adi-aneka-iti //
   parapratyāyanakāryarahitanigadeṣu upāṃśutvasyāpi pakṣe prāptyā	para-pratyAyana-kArya-rahita-nigadezu upAMSu-tvasya-api pakze prAptyA
   nityavadanuvādānupapattervyāvartanīyopāṃśutvasyādipadena grahaṇam /	nitya-vat-anuvAda-anupapatteH-vyAvartanIya-upAMSu-tvasya-Adi-padena grahaNam /
   āśvinādāviti //	ASvinA-AdO=-iti //
   "sarvā ṛcaḥ sarvāṇi yajūṃṣi sarvāṇi sāmāni vācastome pāriplavaṃ śaṃsatī"ti	"sarvAH RcaH sarvANi yajUMzi sarvANi sAmAni vAca-stome pAriplavam SaMsatI"ti
   vidhinā āśvinādiśastre vācastomayāge yajurantargatyā pāriplavaśaṃsanaṃ	viDinA ASvinA-Adi-Sastre vAcastoma-yAge yajuH-antar-gatyA pAriplava-SaMsanam
   siddhānte bhavati, pūrvapakṣe tadanantargatestadabhāva iti	sidDAnte Bavati, pUrva-pakze tad-anantargateH-tad-aBAvaH iti
   prayojanamityarthaḥ //	prayojanam-iti-arTaH //
   iti caturdaśaṃ nigadayajuṣṭvādhikaraṇam //	iti caturdaSam nigadaya-juzwvA-aDikaraNam //
   ---------------- <B1> (15 adhikaraṇam / ) (a.2 pā.1 adhi.15) yajuṣṭvaṃ	--------------- <B1> (15 aDikaraNam / ) (a.2 pA.1 aDi.15) yajuzwvam
   yāvatsu padeṣu vākyatvaṃ paryāptaṃ tāvatsu paryāptaṃ natu vākyasamūhe;	yAvatsu padezu vAkya-tvam paryAptam tAvatsu paryAptam na-tu vAkya-samUhe;
   tasya viniyogānarhatvāt /	tasya viniyogAn-arha-tvAt /
   vākyatvaṃ ca yāvatsvarthaikatvaṃ vibhajyamānasākāṅkṣatvaṃ ca tāvatsu /	vAkya-tvam ca yAvat-su-arTa-eka-tvam viBajya-mAnasAkAFkza-tvam ca tAvatsu /
   arthaikatvaṃ ca bhinnapratītiviṣayānekamukhyaviśeṣyarāhityam; anyasya	arTa-eka-tvam ca Binna-pratIti-vizaya-aneka-muKya-viSezya-rAhityam; anyasya
   durvacatvāt /	durvaca-tvAt /
   asti ca gāmānayetyādau mukhyaviśeṣyabhūtāyā bhāvanāyā ekatvāttat /	asti ca gAmAnaya-ityAdO muKya-viSezya-BUtAyAH BAvanAyAH eka-tvAt-tat /
   daśapūrṇamāsāmanahomādivākyeṣu ca bhāvanānāmanekāsāmapi	daSa-pUrNam-AsAmana-homa-Adi-vAkyezu ca BAvanAnAm-anekAsAm-api
   bhinnapratītiviṣayatvābhāvāt vrīhiyavavākyayoḥ "bhago vāṃ vibhajatvi"	Binna-pratIti-vizaya-tva-aBAvAt vrIhi-yava-vAkyayoH "BagaH vAm viBajatvi"
   tyādau ca satyapi bhinnapratītiviṣayatve mukhyaviśeṣyāyā bhāvanāyā	tyAdO ca sati-api Binna-pratIti-vizaya-tve muKya-viSezyAyAH BAvanAyAH-
   ekatvādarthaikatvam /	eka-tvAt-arTa-eka-tvam /
   atastatraikavākyatvavyāvṛttyarthaṃ dvitīyaṃ anvīyamānayoḥ	atas-tatra-eka-vAkya-tva-vyAvRtti-arTam dvitIyam anvIyamAnayoH
   padārthayorananvaye anivṛttākāṅkṣatvarūpaṃ viśeṣaṇam /	padArTayoH-ananvaye anivRtta-AkAFkza-tva-rUpam viSezaNam /
   "syonaṃ te sadanaṃ kṛṇomi tasmin sīde" tyatrānanvaye sākāṅkṣatve 'pi	"syonam te sadanam kRNomi tasmin sIde" tyatra-ananvaye sa-AkAFkza-tve api
   bhinnavākyatvādādyaṃ viśeṣaṇam // 1.5 // iti	Binna-vAkya-tvAt-Adyam viSezaNam // 1.5 // iti
   pañcadaśamekavākyatādhikaraṇam //	paQcadaSam-eka-vAkya-ta-aDikaraNam //
   <B2> (ṛksāmayoḥ parasparabhedasyādhyāpakaparaṃparayā sujñātatvena	<B2> (Rc-sAmayoH paraspara-Bedasya-aDyApaka-paraMparayA su-jQAta-tvena
   tamupekṣya	tam-upekzya
   praśliṣṭapaṭhitayajurmantraparimāṇanirūpaṇārthametadadhikaraṇamityāśaṅkānirāsapūrvakamupapādanam)	praSlizwa-paWita-yajuH-mantra-parimANa-nirUpaNa-arTam-etat-aDikaraNam-iti-ASaFkA-nirAsa-pUrvakam-upapAdanam)
   mantraprastāvāt ṛksāmayajūrūpāvāntarabhede nirūpite ṛgādīnāṃ "ṛcaḥ sāmāni	mantra-prastAvAt Rc-sAma-yajU-rUpAvAntara-Bede nirUpite Rc-AdInAm "RcaH sAmAni
   yajūṃṣi" ityevaṃ śrutau bahutvenoktānāṃ	yajUMzi" iti-evam SrutO bahu-tvena-uktAnAm
   bhedapratītestatprasaṅgānnirūpaṇīye parasparabhede ṛksāmayoratraitāvatī ṛk	Beda-pratIteH-tad-prasaFgAt-nirUpaNIye paraspara-Bede Rc-sAmayoH-atra-etAvatI Rc-
   atraitāvatsāmetyevamupadeśakādhyetṛvākyādbhedasya	atra-etAvat-sAma-iti-evam-upadeSaka-aDyetR-vAkyAt-Bedasya
   sujñānatvāttadbhedanirūpaṇamupekṣya yajuṣāṃ praśliṣṭapaṭhitatvena tasya	su-jQAna-tvAt-tad-Beda-nirUpaNam-upekzya yajuzAm praSlizwa-paWita-tvena tasya
   durjñeyatayā bhedajñāpakamavaśyavaktavyamatrocyate /	durjQeya-tayA Beda-jQApakam-avaSya-vaktavyam-atra-ucyate /
   yadyapi "iṣetveti śākhāmācchinattyūrjetvetyunmārṣṭi" ityevaṃ	yadi-api "izetvA-iti SAKAmAcCi-natti-UrjetvA-iti-unmArzwi" iti-evam
   bhinnabhinnapratīkaviniyogāt 'uttarādiḥ pūrvāntalakṣaṇami'ti vacanācca	Binna-Binna-pratIka-viniyogAt auttara-AdiH pUrva-anta-lakzaNam-i-ati vacanAt-ca
   yajurbhedopi sujñātaḥ, tathāpi brāhmaṇa evaṃrūpeṇa sarveṣāṃ	yajuH-Beda-upi su-jQAtaH, taTA-api brAhmaNaH evaMrUpeNa sarvezAm
   viniyogānāmnānāt sautraviniyogasya bhedapratītimūlatayā tannairapekṣyeṇa	viniyogAnAmnAnAt sOtra-viniyogasya Beda-pratIti-mUla-tayA tad-nEH-apekzyeNa
   lakṣaṇatvāyogāt tathottarādirityasya ca vedatvābhāvena svātantryeṇa	lakzaNa-tva-ayogAt taTA-uttara-AdiH-iti-asya ca veda-tva-aBAvena svAtantryeNa
   prāmāṇyāsaṃbhavāt sūtrakṛdvacanasya	prAmANya-asaMBavAt sUtrakRt-vacanasya
   caikārthyanibandhanapadasamūhasyaikavākyetiti nyāyamūlatvādāvaśyakaṃ	ca-EkArTya-nibanDana-pada-samUhasya-eka-vAkyetiti nyAya-mUla-tvAt-AvaSyakam
   nyāyasvarūpakathanamityabhipretyāha ------- yajuṣṭvamiti //	nyAya-svarUpa-kaTanam-iti-aBipretya-Aha ------ yajuzwvam-iti //
   (yāvatsu padeṣu vākyatvaṃ tāvatsu yajuṣṭvamiti	(yAvatsu padezu vAkya-tvam tAvatsu yajuzwvam-iti
   siddhāntopayogitayaikavākyatvanirvacanam) tasyeti //	sidDAnta-upayogi-taya-eka-vAkya-tva-nirvacanam) tasya-iti //
   vākyasamūhasya /	vAkya-samUhasya /
   ekārthaprakāśakatvābhāveneti viniyogānarhatvāt ityasmāt pūrvaṃ śeṣaḥ /	eka-arTa-prakASaka-tva-aBAvena-iti viniyogAn-arha-tvAt iti-asmAt pUrvam SezaH /
   tathāca yajerusipratyaye kṛte yajuśśabdavyutpatteḥ tasya cauṇādikatvena	taTA-ca yajeH-usi-pratyaye kRte yajuH-Sabda-vyutpatteH tasya cONa-Adika-tvena
   bāhulakatvāt prayogānusāreṇa karaṇavācinā yajuśśabdena yogena rūḍhyā vā	bAhulaka-tvAt prayoga-anusAreNa karaNa-vAcinA yajuH-Sabdena yogena rUXyA vA
   yāgasādhanamantraviśeṣapratītestasya caikasmin vākya eva viniyogārhatvena	yAga-sADana-mantra-viSeza-pratIteH-tasya ca-ekasmin vAkyaH eva viniyoga-arha-tvena
   saṃbhavādyajurbhedasidhyarthaṃ sūtre	saMBavAt-yajuH-Beda-siDi-arTam sUtre
   vākyatvaparyāptikathanamityabhipretyāha---------- vākyatvañceti ----------	vAkya-tva-paryApti-kaTanam-iti-aBipretya-aha--------- vAkya-tvaQca-iti ----------
   tāvatsviti //	tAvatsu-iti //
   tataścaitādṛśaṃ vākyatvaṃ yatra nāsti, tatpūrvasmādvākyāntaraṃ	tatas-ca-etAdRSam vAkya-tvam yatra nAsti, tat-pUrvasmAt-vAkya-antaram
   tadvākyarūpaṃ yajuḥ pūrvasmāt bhinnaṃ jñeyamityarthaḥ //	tad-vAkya-rUpam yajuH pUrvasmAt Binnam jQeyam-iti-arTaH //
   (arthaikatvasyānyathā durvacatvam, bhinnapratītyādinirvacanasādhutvaṃ ca)	(arTa-eka-tvasya-anyaTA durvaca-tvam, Binna-pratIti-Adi-nirvacana-sADu-tvam ca)
   nanu kimidamarthaikatvam? na tāvat padārthaikatvam; teṣāṃ vākye 'nekatvāt	nanu kim-idam-arTa-eka-tvam? na tAvat padArTa-eka-tvam; tezAm vAkye aneka-tvAt-
   tasya saṃsargarūpatvena pratipadārthadvandvaṃ bhedāt /	tasya saMsarga-rUpa-tvena pratipadArTa-dvandvam BedAt /
   nāpi prayojanaikatvam; tadyadi śeṣirūpaprayojanaikatvaṃ, tadā "sauryaṃ	na-api prayojana-eka-tvam; tat-yadi Sezi-rUpa-prayojana-eka-tvan, tadA "sOryam
   carumi" tyādau dravyadevate prati yāgastaṃ pratica	carumi" tyAdO dravya-devate prati yAgaH-tam pratica
   phalamityanekatvādarthaikatvānāpattiḥ /	Palam-iti-aneka-tvAt-arTa-eka-tvAnApattiH /
   "sarvebhya" ityādāvapyanekatvāttadāpattiḥ /	"sarveBya" iti-AdO=-api-aneka-tvAt-tad-ApattiH /
   nāpi mukhyaviśeṣyarūpaprayojanaikatvaṃ tat; "darśapūrṇamāsābhyāṃ	na-api muKya-viSezya-rUpa-prayojana-eka-tvam tat; "darSa-pUrNamAsAByAm
   svargakāmo yajete" tyādāvanekāgneyādibhāvanānāṃ mukhyaviśeṣyāṇāṃ	svarga-kAmaH yajete" tyAdO=-aneka-Agneya-Adi-BAvanAnAm muKya-viSezyANAm
   bhinnatvāttadāpatteḥ /	Binna-tvAt-tad-ApatteH /
   nāpi mukhyaviśeṣyapratipādakaśabdaikatvam; vrīhiyavavākyayoḥ "bhago vāṃ	na-api muKya-viSezya-pratipAdaka-Sabda-eka-tvam; vrIhi-yava-vAkyayoH "BagaH vAM
   vibhajatvi" tyādau ca	viBajatvi" tyAdO ca
   tatpratipādakaśabdabhedādevārthaikatvānāpattervibhajyamānasākāṅkṣatvavi	tad-pratipAdaka-Sabda-BedAt-eva-arTa-eka-tvAnApatteH-viBajya-mAna-sAkAFkza-tva-vi
   śeṣaṇopādānasya vaiyarthyāpatteḥ, ataḥ arthaikatvasya durvacatvāt	SezaNa-upAdAnasya vEyarTya-ApatteH, atas arTa-eka-tvasya durvaca-tvAt-
   kathametallakṣaṇamityata āha ------------ arthaikatvaṃ ceti //	kaTam-etat-lakzaNam-iti-atas Aha ----------- arTa-eka-tvam ca-iti //
   bhinnapratītiviṣayatvābhāvāditi //	Binna-pratIti-vizaya-tva-aBAvAt-iti //
   viśeṣaṇābhāvaprayuktaviśeṣyābhāvāt lakṣaṇasamanvaya ityarthaḥ //	viSezaNa-aBAva-prayukta-viSezya-aBAvAt lakzaNa-samanvayaH iti-arTaH //
   (vibhajyamānapadasākāṅkṣatvaviśeṣaṇasārthakyam) ekatvāditi //	(viBajyamAna-pada-sAkAFkza-tva-viSezaNa-sArTakyam) eka-tvAt-iti //
   "āyuryajñena kalpatāṃ prāṇo yajñena kalpatāmi"tyādau "kḷptīryajamānaṃ	"a-AyuH-yajQena kalpatAm prANaH yajQena kalpatAmi"ti-AdO "k?ptIH-yajamAnam
   vācayatī"tyupāttakḷptigatabahutvasya kḷptibhede jñāpakasyeveha	vAcayatI"ti-upAtta-k?pti-gata-bahu-tvasya k?pti-Bede jQApakasya-iva-iha
   vibhāgabhede tasyābhāvādvibhāgabhāvanāyā ekatvādityarthaḥ //	viBAga-Bede tasya-aBAvAt-viBAga-BAvanAyAH eka-tvAt-iti-arTaH //
   (syonaṃ ta ityādāvarthaikatvavāraṇārthaṃ	(syonam te iti-AdO=-arTa-eka-tva-vAraNa-arTam
   bhinnapratītiviṣayānekamukhyaviśeṣyarāhityamiti saṃsamanvayaṃ nirūpaṇam)	Binna-pratIti-vizaya-aneka-muKya-viSezya-rAhityam-iti saMsamanvayam nirUpaNam)
   viśeṣaṇamiti //	viSezaNam-iti //
   nahi "bhago vāṃ vibhajatvi"tyatra aryamā vāmityasyānvaye sākāṅkṣatvamasti;	na-hi "BagaH vAm viBajatu-i"ti-atra aryamA vAmiti-asya-anvaye sa-AkAFkza-tvam-asti;
   svavākyopāttavibhajatyanvayenaiva nairākāṅkṣyāt /	sva-vAkya-upAtta-viBajati-anvayena-eva nErAkAFkzyAt /
   atastadvāraṇamityarthaḥ /	atas-tat-vAraNam-iti-arTaH /
   ananvaya iti //	ananvayaH iti //
   tasminniti tacchabdasya pūrvanirdiṣṭārthasāpekṣatayā pūrvārdhasyānanvaye	tasmin=-iti tad-Sabdasya pUrva-nirdizwa-arTa-sApekza-tayA pUrva-arDasya-ananvaye
   sākāṅkṣatve 'pi sadanakaraṇapratiṣṭhāpanabhāvanayorekapadopādānābhāvenaika	sa-AkAFkza-tve api sadana-karaNa-pratizWApana-BAvanayoH-eka-pada-upAdAna-aBAvena-eka
   pratītiviṣayatvābhāvāt tacchabdasyaca	pratIti-vizaya-tva-aBAvAt tad-Sabdasya-ca
   vākyāntaropāttasadanaprakāśakatvenāpyupapattervākyena	vAkya-antara-upAtta-sadana-prakASaka-tvena-api-upapatteH-vAkyena
   liṅgabādhāyogādarthaikatvābhāva ityarthaḥ //	liFga-bADA-yogAt-arTa-eka-tva-aBAvaH iti-arTaH //
   (yajuṣṭvasya samudāya ivāvayave 'pi paryāptiḥ, yajuśśabdayaugikatvasya	(yajuzwvasya samudAyaH iva-avayave api paryAptiH, yajuH-Sabda-yOgika-tvasya
   nyāyasudhākṛbhimatasya nirāsaḥ, vedatvasya samudāyamātraparyāptirityādi	nyAya-suDA-kRBimatasya nirAsaH, veda-tvasya samudAya-mAtra-paryAptiH-ityAdi
   nirūpaṇam) atraca yajuṣṭvaṃ na yāgasādhanatvamātreṇa,	nirUpaNam) atra-ca yajuzwvam na yAga-sADana-tva-mAtreNa,
   nāpyarthaprakāśakatayā yāgasādhanatvena vā sakhaṇḍopādhirūpam; ṛcyapi	na-api-arTa-prakASaka-tayA yAga-sADana-tvena vA sa-KaNxa-upADi-rUpam-; Rci-api
   tadāpatteḥ, apitu mantratvavadakhaṇḍopādhirūpam /	tad-ApatteH, apitu mantra-tva-vat-aKaNxa-upADi-rUpam /
   ataeva yajuśśabdo rūḍha eva, tasyaca vedatvavat sarvamantreṣu	ataeva yajuH-SabdaH rUXaH eva, tasya-ca veda-tva-vat sarva-mantrezu
   vyāsajyavṛttitayā kalpane 'pi yajuravayavasyaiva viniyogena	vyAsa-jya-vRtti-tayA kalpane api yajuH-avayavasya-eva viniyogena
   prakāśakatvāttatparyāptiravayave 'pi na virudhyate /	prakASaka-tvAt-tad-paryAptiH-avayave api na viruDyate /
