   śrīrastu	SrIH astu
   adhomukhottānatalau hastau kiñcitprasāritau // BhN_25.81 //	aDomuKa uttAna talO hastO kiQcid prasAritO // Bhz _25.81 //
   kṛtvā tvabhinayedvelāṃ biladvāraṃ gṛhaṃ guhān /	kRtvA tu aBinayet velAm bila dvAram gRham guhAn /
   kāmaṃ śāpagrahagrastān jvaropahatacetasaḥ // BhN_25.82 //	kAmam SApa graha grastAn jvara upahata cetasaH // Bhz _25.82 //
   eteṣāṃ ceṣṭitaṃ kuryādaṅgādyaiḥ sadṛśairbudhaiḥ /	etezAm cezwitam kuryAt aFga AdyEH sadRSEH buDEH /
   dolābhinayanaṃ kuryāddolāyāstu vilokanaiḥ // BhN_25.83 //	dolA aBinayanam kuryAt dolAyAH tu vilokanEH // Bhz _25.83 //
   saṃbhokṣeṇa ca gātrāṇāṃ rajvaśvāgrahaṇena ca /	saMBokzeNa ca gAtrANAm rajU aSva agrahaNena ca /
   yadā cāṅgavatī ḍolā pratyakṣā pustajā bhavet // BhN_25.84 //	yadA ca aFgavatI xolA pratyakzA pusta jAH Bavet // Bhz _25.84 //
   āsaneṣu praviṣṭānāṃ kartavyaṃ tatra ḍolanam /	Asanezu pravizwAnAm kartavyam tatra xolanam /
   ākāśavacanānīha vakṣyāmyātmagatāni ca // BhN_25.85 //	AkASa vacanAni iha vakzyAmi Atma gatAni ca // Bhz _25.85 //
   apavāritakaṃ caiva janāntikamathāpi ca /	apavAritakam ca eva jana antikam aTa api ca /
   dūrasthābhāṣaṇaṃ yatsyādaśarīranivedanam // BhN_25.86 //	dUra sTa ABAzaNam yat syAt aSarIra nivedanam // Bhz _25.86 //
   parokṣāntaritaṃ vākyamākāśavacanaṃ tu tat /	parokza antaritam vAkyam AkASa vacanam tu tat /
   tatrottarakṛtairvākyaiḥ saṃlāpaṃ saṃprayojayet // BhN_25.87 //	tatra uttara kRtEH vAkyEH saMlApam saMprayojayet // Bhz _25.87 //
   nānākāraṇasaṃyuktaiḥ kāvyabhāvasamutthitaiḥ /	nAnA kAraNa saMyuktEH kAvya BAva samutTitEH /
   hṛdayasya vaco yattū tadātmagatamīṣyate // BhN_25.88 //	hRdayasya vacaH yat tU tad A Atma gatam Izyate // Bhz _25.88 //
   savitarkaṃ ca tadyojyaṃ prāyaśo nāṭakādiṣu /	sa vitarkam ca tat yojyam prAyaSas nAwaka Adizu /
   nigūḍhabhāvasaṃyuktamapavāritakaṃ smṛtam // BhN_25.89 //	nigUXa BAva saMyuktam apavAritakam smRtam // Bhz _25.89 //
   kāryavaśādaśravaṇaṃ pārśvagatairyajjanāntikaṃ tatsyāt /	kArya vaSAt aSravaNam pArSva gatEH yat jana antikam tat syAt /
   hṛdayasthaṃ savikalpaṃ bhāvasthaṃ cātmagatameva // BhN_25.90 //	hRdaya sTam sa vikalpam BAva sTam ca Atma gatam eva // Bhz _25.90 //
   iti gūḍhārthayuktāni vacanānīha nāṭake /	iti gUXa arTa yuktAni vacanAni iha nAwake /
   janāntikāni karṇe tu tāni yojyāni yoktṛbhiḥ // BhN_25.91 //	jana antikAni karNe tu tAni yojyAni yoktRBiH // Bhz _25.91 //
   pūrvavṛttaṃ tu yatkāryaṃ bhūyaḥ kathyaṃ tu kāraṇāt /	pUrva vRttam tu yat kAryam BUyas kaTyam tu kAraNAt /
   karṇapradeśe tadvācyaṃ māgāttatpunaruktatām // BhN_25.82 //	karNa pradeSe tat vAcyam mA agAt tat punarukta tAm // Bhz _25.82 //
   avyabhicāreṇa paṭhedākāśajanāntikātmagatapāṭhyam /	avyaBicAreNa paWet AkASa jana antika Atma gata pAWyam /
   pratyakṣaparokṣakṛtānāmātmasamutthān parakṛtāṃśca // BhN_25.93 //	pratyakza parokza kRtAnAm Atma samutTAn para kRtAn= ca // Bhz _25.93 //
   hastamantaritaṃ kṛtvā tripatākaṃ prayoktṛbhiḥ /	hastam antaritam kRtvA tri patAkam prayoktRBiH /
   janāntikaṃ prayoktavyamapavāritakaṃ tathā // BhN_25.94 //	jana antikam prayoktavyam apavAritakam taTA // Bhz _25.94 //
   svapnāyitavākyārthaistvabhineyo na khalu hastasaṃcāraiḥ /	svapnAyita vAkya arTEH tu aBineyaH na Kalu hasta saMcArEH /
   suptābhihitaireva tu vākyārthaiḥ so 'bhineyaḥ syāt // BhN_25.95 //	supta aBihitEH eva tu vAkya arTEH saH aBineyaH syAt // Bhz _25.95 //
   mandasvarasañcārairvyaktāvyaktaṃ punaruktavacanārtham /	manda svara saQcArEH vyakta avyaktam punarukta vacana arTam /
   pūrvānusmaraṇakṛtaṃ kāryaṃ svapnāñcite pāṭhyam // BhN_25.96 //	pUrva anusmaraNa kRtam kAryam svapna AQcite pAWyam // Bhz _25.96 //
   praśithilagurukaruṇākṣaraghaṇṭānusvaritavākyagadgadajaiḥ /	praSiTila guru karuNa akzara GaNwA anusvarita vAkya gadgada jEH /
   hikkāśvasopetāṃ kākuṃ kuryānmaraṇakāle // BhN_25.97 //	hikkA Svasa upetAm kAkum kuryAt maraNa kAle // Bhz _25.97 //
   hikkāśvāsopetāṃ mūrcchopagame maraṇavatkathayet /	hikkA SvAsa upetAm mUrcCA upagame maraNa vat kaTayet /
   atimatteṣvapi kāryaṃ tadvatsvapnāyite yathā pāṭhyam // BhN_25.98 //	atimattezu api kAryam tadvat svapnAyite yaTA pAWyam // Bhz _25.98 //
   vṛddhānāṃ yojayetpāṭhyaṃ gadgadaskhalitākṣaram /	vRdDAnAm yojayet pAWyam gadgada sKalita akzaram /
   asamāptākṣaraṃ caiva bālānāṃ tu kalasvanam // BhN_25.99 //	asamApta akzaram ca eva bAlAnAm tu kala svanam // Bhz _25.99 //
   nānābhāvopagataṃ maraṇābhinaye bahukīrtitaṃ tu /	nAnA aBAva upagatam maraNa aBinaye bahu kIrtitam tu /
   vikṣiptahastapādairnibhṛtaiḥ sannaistathā kāryam // BhN_25.100 //	vikzipta hasta pAdEH niBRtEH sannEH taTA kAryam // Bhz _25.100 //
   vyādhiplute ca maraṇaṃ niṣaṇṇagātraistu saṃprayoktavyam /	vyADi plute ca maraNam nizaNNa gAtrEH tu saMprayoktavyam /
   hikkāśvāsopetaṃ tathā parādhīnagātrasaṃcāram // BhN_25.101 //	hikkA SvAsa upetam taTA para aDIna gAtra saMcAram // Bhz _25.101 //
   viṣapīte 'pi ca maraṇaṃ kāryaṃ vikṣiptagātrakaracaraṇam /	viza pIte api ca maraNam kAryam vikzipta gAtra kara caraNam /
   viṣavegasaṃprayuktaṃ visphuritāṃgakriyopetam // BhN_25.102 //	viza vega saMprayuktam visPurita aMga kriyA upetam // Bhz _25.102 //
   pratheme vege kārśyaṃ tvabhineye vepathurdvitīye tu /	praTeme vege kArSyam tu aBineye vepaTuH dvitIye tu /
   dāhastathā tṛtīye vilallikā syāccaturthe tu // BhN_25.103 //	dAhaH taTA tRtIye vilallikA syAt caturTe tu // Bhz _25.103 //
   phenastu pañcamasthe tu grīvā ṣaṣṭhe tu bhajyate /	PenaH tu paQcama sTe tu grIvA zazWe tu Bajyate /
   jaḍatā saptame tu syānmaraṇaṃ tvaṣṭame bhavet // BhN_25.104 //	jaxa tA saptame tu syAt maraNam tu azwame Bavet // Bhz _25.104 //
   tatra prathamavege tu kṣāmavakrakapolatā /	tatra praTama vege tu kzAma vakra kapola tA /
   kṛśatve 'bhinayaḥ kāryo vākyānāmalpabhāṣaṇam // BhN_25.105 //	kRSa tve aBinayaH kAryaH vAkyAnAm alpa BAzaNam // Bhz _25.105 //
   sarvāṅgavepathuṃ ca kaṇḍūyanaṃ tathāṅgānām /	sarva aFga vepaTum ca kaNxUyanam taTA aFgAnAm /
   vikṣiptahastagātraṃ dāhaṃ caivāpyabhinayettu // BhN_25.106 //	vikzipta hasta gAtram dAham ca eva api aBinayet tu // Bhz _25.106 //
   udvṛttanimeṣatvādudgāracchardanaistathākṣepaiḥ /	udvRtta nimeza tvAt udgAra= CardanEH taTA AkzepEH /
   avyaktākṣarakathanaiḥ vilallikāmabhinayedevam // BhN_25.107 //	avyakta akzara kaTanEH vilallikAm aBinayet evam // Bhz _25.107 //
   udgāravamanayogaiḥ śirasaśca vilolanairanekavidhaiḥ /	udgAra vamana yogEH SirasaH ca vilolanEH anekaviDEH /
   phenastvabhinetavyo niḥsaṃjñatayā nimeṣaiśca // BhN_25.108 //	PenaH tu aBinetavyaH niHsaMjQa tayA nimezEH ca // Bhz _25.108 //
   aṃsakapolasparśaḥ śiraso 'tha vināmanaṃ śiro 'pāṅgaḥ /	aMsa kapola sparSaH SirasaH aTa vinAmanam SiraH apAFgaH /
   sarvendriayasaṃmohājjaḍatāmevaṃ tvabhinayettu // BhN_25.109 //	sarva indriaya saMmohAt jaxatAm evam tu aBinayet tu // Bhz _25.109 //
   saṃmīlitanetratvāt vyādhivivṛddhau bhujaṅgadaśanādvā /	saMmIlita netra tvAt vyADi vivRdDO BujaFga daSanAt vA /
   evaṃ hi nāṭyadharme maraṇāni budhaiḥ prayojyāni // BhN_25.110 //	evam hi nAwya Darme maraNAni buDEH prayojyAni // Bhz _25.110 //
   saṃbhrameṣvatha roṣeṣu śokāveśakṛteṣu ca /	saMBramezu aTa rozezu Soka AveSa kRtezu ca /
   yāni vākyāni yujyante punaruktaṃ na teṣviha // BhN_25.111 //	yAni vAkyAni yujyante punaruktam na tezu iha // Bhz _25.111 //
   sādhvaho māṃ ca heheti kiṃ tvaṃ māmāvadeti ca /	sADu ahaH mAm ca ha iha iti kim tvam mAm Avada iti ca /
   evaṃvidhāni kāryāṇi dvitrisaṃkhyāni kārayet // BhN_25.112 //	evaMviDAni kAryANi dvi tri saMKyAni kArayet // Bhz _25.112 //
   pratyaṅgahīnaṃ yatkāvyaṃ vikṛtaṃ ca prayujyate /	pratyaFga hInam yat kAvyam vikRtam ca prayujyate /
   na lakṣaṇakṛtastatra kāryastvabhinayo budhaiḥ // BhN_25.113 //	na lakzaNa kRtaH tatra kAryaH tu aBinayaH buDEH // Bhz _25.113 //
   bhāvo yatrottamānāṃ tu na taṃ madhyeṣu yojayet /	BAvaH yatra uttamAnAm tu na tam maDyezu yojayet /
   yo bhāvaścaiva madhyānāṃ na te nīceṣu yojayet // BhN_25.114 //	yaH BAvaH ca eva maDyAnAm na te nIcezu yojayet // Bhz _25.114 //
   pṛthak pṛthagbhāvarasairātmaceṣṭāsamutthitaiḥ /	pRTak pRTak BAva rasEH Atma cezwA samutTitEH /
   jyeṣṭhamadhyamanīceṣu nāṭyaṃ rāgaṃ hi gacchati // BhN_25.115 //	jyezWa maDyama nIcezu nAwyam rAgam hi gacCati // Bhz _25.115 //
   ete 'bhinayaviśeṣāḥ kartavyāḥ sattvabhāvasaṃyuktāḥ /	ete aBinaya viSezAH kartavyAH sattva BAva saMyuktAH /
   anye tu laukikā ye tu te sarve lokavatkāryāḥ // BhN_25.116 //	anye tu lOkikAH ye tu te sarve loka vat kAryAH // Bhz _25.116 //
   nānāvidhairyathā puṣpairmālāṃ grathnāti mālyakṛt /	nAnAviDEH yaTA puzpEH mAlAm graTnAti mAlya kRt /
   aṃgopāṃgai rasairbhāvaistathā nāṭyaṃ prayojayet // BhN_25.117 //	aMga upAMgEH rasEH BAvEH taTA nAwyam prayojayet // Bhz _25.117 //
   yā yasya līlā niyatā gatiśca raṅgapraviṣṭasya nidhānayuktaḥ /	yA yasya lIlA niyatA gatiH ca raFga pravizwasya niDAna yuktaH /
   tāmeva kuryādavimuktasattvo yāvannaraṅgātpratinirvṛtaḥ syāt // BhN_25.118	tAm eva kuryAt avimukta sattvaH yAvat naraFgAt pratinirvRtaH syAt // Bhz _25.118
   evamete mayā proktā nāṭye cābhinayāḥ kramāt /	evam ete mayA proktAH nAwye ca aBinayAH kramAt /
   anye tu laukikā ye te lokādgrāhyāḥ sadā budhaiḥ // BhN_25.119 //	anye tu lOkikAH ye te lokAt grAhyAH sadA buDEH // Bhz _25.119 //
   loko vedastathādhyātmaṃ pramāṇaṃ trividhaṃ smṛtam /	lokaH vedaH taTA aDyAtmam pramANam triviDam smRtam /
   vedādhyātmapadārtheṣu prāyo nāṭyaṃ pratiṣṭhitam // BhN_25.120 //	veda aDyAtma padArTezu prAyas nAwyam pratizWitam // Bhz _25.120 //
   vedādhyātmopapannaṃ tu śabdacchandassamanvitam /	veda aDyAtma upapannam tu Sabda= Candassamanvitam /
   lokasiddhaṃ bhavetsiddhaṃ nāṭyaṃ lokātmakaṃ tathā // BhN_25.121 //	loka sidDam Bavet sidDam nAwyam loka Atmakam taTA // Bhz _25.121 //
   na ca śakyaṃ hi lokasya sthāvarasya carasya ca /	na ca Sakyam hi lokasya sTAvarasya carasya ca /
   śāstreṇa nirṇayaṃ kartuṃ bhāvaceṣṭāvidhiṃ prati // BhN_25.122 //	SAstreNa nirNayam kartum BAva cezwA viDim prati // Bhz _25.122 //
   nānāśīlāḥ prakṛtayaḥ śīle nāṭyaṃ pratiṣṭhiatam /	nAnA SIlAH prakRtayaH SIle nAwyam pratizWiatam /
   tasmāllokapramāṇaṃ hi vijñeyaṃ nāṭyayoktṛbhiḥ // BhN_25.123 //	tasmAt loka pramANam hi vijQeyam nAwya yoktRBiH // Bhz _25.123 //
   etān vidhīṃścābhinayasya samyagvijñāya raṅge manujaḥ prayuṅkte /	etAn viDIn= ca aBinayasya samyak vijQAya raFge manujaH prayuFkte /
   sa nāṭyatattvābhinayaprayoktā saṃmānamagryaṃ labhate hi loke // BhN_25.124	sa nAwya tattva aBinaya prayoktA saMmAnam agryam laBate hi loke // Bhz _25.124
   evamete hyabhinayā vāṅnepathyāṅgasaṃbhavāḥ /	evam ete hi aBinayAH vAc nepaTya aFga saMBavAH /
   prayogajñena kartavyā nāṭake siddhimicchatā // BhN_25.125 //	prayoga jQena kartavyA nAwake sidDim icCatA // Bhz _25.125 //
   ṣaḍviṃśo 'dhyāyaḥ	zaxviMSaH aDyAyaH
   anurūpā virūpā ca tathā rūpānurūpiṇī /	anurUpA virUpA ca taTA rUpa anurUpiNI /
   triprakāreha pātrāṇāṃ prakṛtiśca vibhāvitā // BhN_26.1 //	tri prakAra iha pAtrANAm prakRtiH ca viBAvitAH // Bhz _26.1 //
   nānāvasthākriyopetā bhūmikā prakṛtistathā /	nAnA avasTA kriyA upetA BUmikA prakRtiH taTA /
   bhṛśamudyotayennāṭyaṃ svabhāvakaraṇāśrayam // BhN_26.2 //	BRSam udyotayet nAwyam svaBAva karaNa ASrayam // Bhz _26.2 //
   bahubāhūbahumukhāstathā ca vikṛtānanāḥ /	bahu bAhU bahumuKAH taTA ca vikRta AnanAH /
   paśuśvāpadavaktrāśca kharoṣṭrāśca gajānanāḥ // BhN_26.3 //	paSu SvApada vaktrAH ca Kara uzwrAH ca gajAnanAH // Bhz _26.3 //
   ete cānye ca bahavo nānārūpā bhavanti ye /	ete ca anye ca bahavaH nAnA rUpAH Bavanti ye /
   ācāryeṇa tu te kāryā mṛtkāṣṭhajatucarmabhiḥ // BhN_26.4 //	AcAryeNa tu te kAryAH mRd kAzWa jatu carmaBiH // Bhz _26.4 //
   svābhāvikena rūpena praviśedraṅgamaṇḍalam /	svABAvikena rUpena praviSet raFga maNxalam /
   ātmarūpamavacchādya varṇakairbhūṣaṇairapi // BhN_26.5 //	Atma rUpam avacCAdya varNakEH BUzaNEH api // Bhz _26.5 //
   yādṛśaṃ yasya yadrūpaṃ prakṛtyā tatra tādṛśam /	yAdRSam yasya yat rUpam prakRtyA tatra tAdRSam /
   vayoveṣānurūpeṇa prayojyaṃ nāṭyakarmaṇi // BhN_26.6 //	vayaH veza anurUpeNa prayojyam nAwya karmaNi // Bhz _26.6 //
   yathā jīvatsvabhāvaṃ hi parityajyānyadehikam /	yaTA jIvat svaBAvam hi parityajya anyadehikam /
   parabhāvaṃ prakurute parabhāvaṃ samāśritaḥ // BhN_26.7 //	para BAvam prakurute para BAvam samASritaH // Bhz _26.7 //
   evaṃ budhaḥ paraṃbhāvaṃ so 'smīti manasā smaran /	evam buDaH paraMBAvam saH asmi iti manasA smaran /
   yeṣāṃ vāgaṅgalīlābhiśceṣṭābhistu samācaret // BhN_26.8 //	yezAm vAc aFga lIlABiH cezwABiH tu samAcaret // Bhz _26.8 //
   sukumāraprayogo yo rājñāmāmodasaṃbhavaḥ /	sukumAra prayogaH yaH rAjQAm Amoda saMBavaH /
   śṛṅgārarasamāsādya tannārīṣu prayojayet // BhN_26.9 //	SRFgAra rasam AsAdya tad nArIzu prayojayet // Bhz _26.9 //
   yuddhoddhatāviddhakṛtā saṃraṃbhārabhaṭāśca ye /	yudDa udData AvidDa kRtA saMraMBAraBawAH ca ye /
   na te strībhiḥ prayoktavyāḥ yoktavyāḥ puruṣeṣu te // BhN_26.10 //	na te strIBiH prayoktavyAH yoktavyAH puruzezu te // Bhz _26.10 //
   anudbhaṭamasaṃbhrāntamanāviddhāṅgaceṣṭitam /	anudBawam asaMBrAntam anAvidDa aFga cezwitam /
   layatālakalāpātapramāṇaniyatākṣaram // BhN_26.11 //	layatAlakalA pAta pramANa niyata akzaram // Bhz _26.11 //
   suvibhaktapadālāpamaniṣṭhuramakāhalam /	suviBakta padAlApam anizWuram akAhalam /
   īdṛśaṃ yadbhavennāṭyaṃ nārībhiśca prayojayet // BhN_26.12 //	IdRSam yat Bavet nAwyam nArIBiH ca prayojayet // Bhz _26.12 //
   evaṃ kāryaṃ prayogajñairbhūmikāviniveśanam /	evam kAryam prayoga jQEH BUmikA viniveSanam /
   striyo hi strīgato bhāvaḥ pauruṣaḥ puruṣasyaca // BhN_26.13 //	striyaH hi strI gataH BAvaH pOruzaH puruzasya ca // Bhz _26.13 //
   yathā vayo yathāvasthamanurūpeti sā smṛtā /	yaTA vayaH yaTAvasTam anurUpA iti sA smRtA /
   puruṣaḥ strīkṛtaṃ bhāvaṃ rūpātprakurute tu yaḥ // BhN_26.14 //	puruzaH strI kRtam BAvam rUpAt prakurute tu yaH // Bhz _26.14 //
   rūpānurūpā sā jñeyā prayoge prakṛtirbudhaḥ /	rUpa anurUpA sA jQeyA prayoge prakRtiH buDaH /
   chandataḥ pauruṣīṃ bhūmiṃ strī kuryādanurūpataḥ // BhN_26.15 //	CandataH pOruzIm BUmim strI kuryAt anurUpatas // Bhz _26.15 //
   na parasparaceṣṭāsu kāryau sthavirabāliśau /	na paraspara cezwAsu kAryO sTavira bAliSO /
   pāṭhyaprayoge puruṣāḥ prayoktavyā hi saṃskṛte // BhN_26.16 //	pAWya prayoge puruzAH prayoktavyAH hi saMskRte // Bhz _26.16 //
   strīṇāṃ svabhāvamadhurāḥ kaṇṭhāḥ puṃsāṃ tu balavantaḥ /	strINAm svaBAva maDurAH kaNWAH puMsAm tu balavantaH /
   yadyapi puruṣo vidyāt gītavidhānaṃ ca lakṣaṇopetam // BhN_26.17 //	yadi api puruzaH vidyAt gIta viDAnam ca lakzaNa upetam // Bhz _26.17 //
   mādhuryaguṇavihīnaṃ śobhāṃ janayenna tadgītam /	mADurya guNa vihInam SoBAm janayet na tad gItam /
   yatra strīṇāṃ pāṭhyādguṇairnarāṇāṃ ca kaṇṭhamādhuryam // BhN_26.18 //	yatra strINAm pAWyAt guNEH narANAm ca kaNWa mADuryam // Bhz _26.18 //
   prakṛtiviparyayajanitau vijñeyau tāvalaṅkārau /	prakRti viparyaya janitO vijQeyO tO= alaFkArO /
   prāyeṇa devapārthivasenāpatimukhyapuruṣabhavaneṣu // BhN_26.19 //	prAyeNa deva pArTiva sena Apati muKya puruza Bavanezu // Bhz _26.19 //
   strījanakṛtāḥ prayogā bhavanti puruṣasvabhāvena /	strI jana kRtAH prayogAH Bavanti puruza svaBAvena /
   rambhorvaśīprabhṛtiṣu svarge nāṭyaṃ pratiṣṭhitam // BhN_26.20 //	ramBoH vaSI praBRtizu svarge nAwyam pratizWitam // Bhz _26.20 //
   tathaiva mānuṣe loke rājñāmantaḥpureṣviha /	taTA eva mAnuze loke rAjQAm antaHpurezu iha /
   upadeṣṭavyamācāryaiḥ prayatnenāṅganājane // BhN_26.21 //	upadezwavyam AcAryEH prayatnena aFganA jane // Bhz _26.21 //
   na svayaṃ bhūmikābhyāso budhaiḥ kāryastu nāṭake /	na svayam BUmikA aByAsaH buDEH kAryaH tu nAwake /
   strīṣu yojyaḥ prayatnena prayogaḥ puruṣāśrayaḥ // BhN_26.22 //	strIzu yojyaH prayatnena prayogaH puruza ASrayaH // Bhz _26.22 //
   yasmātsvabhāvopagato vilāsaḥ strīṣu vidyate /	yasmAt svaBAva upagataH vilAsaH strIzu vidyate /
   tasmātsvabhāvamadhuramaṅgaṃ sulabhasauṣṭhavam // BhN_26.23 //	tasmAt svaBAva maDuram aFgam sulaBa sOzWavam // Bhz _26.23 //
   lalitaṃ sauṣṭhavaṃ yacca so 'laṅkāraḥ paro mataḥ /	lalitam sOzWavam yat ca saH alaFkAraH paraH mataH /
   prayogo dvividhaścaiva vijñeyo nāṭakāśrayaḥ // BhN_26.24 //	prayogaH dviviDaH ca eva vijQeyaH nAwaka ASrayaH // Bhz _26.24 //
   sukumārastathāviddho nānābhāvarasāśrayaḥ /	sukumAraH taTA AvidDaH nAnA BAva rasa ASrayaH /
   nāṭakaṃ saprakaraṇaṃ bhāṇo vīthyaṅka eva ca // BhN_26.25 //	nAwakam sa prakaraNam BANaH vITyaFkaH eva ca // Bhz _26.25 //
   jñeyāni sukumārāṇi mānuṣairāśritāni tu /	jQeyAni sukumArANi mAnuzEH ASritAni tu /
   sukumāraprayogo 'yaṃ rājñāmāmodakārakaḥ // BhN_26.26 //	sukumAra prayogaH ayam rAjQAm Amoda kArakaH // Bhz _26.26 //
   śṛṅgārasamāsādya strīṇāṃ tattu prayojayet /	SRFgArasamAsAdya strINAm tat tu prayojayet /
   yuddhoddhatāviddhakṛtāsaṃraṃbhārabhaṭāśca ye // BhN_26.27 //	yudDa udData AvidDa kRta asaMraMBAra BawAH ca ye // Bhz _26.27 //
   na te strīṇāṃ prakartavyāḥ kartavyāḥ puruṣairhi te /	na te strINAm prakartavyAH kartavyAH puruzEH hi te /
   yathāviddhāṅgahāraṃ tu bhedyabhedyāhavātmakam // BhN_26.28 //	yaTAvidDa aFga hAram tu Bedya Bedya Ahava Atmakam // Bhz _26.28 //
   māyendrajālabahulaṃ pustanaipathyadīpitam /	mAyA indra jAla bahulam pusta nEpaTya dIpitam /
   puruṣaprāyasaṃcāramalpastrīkamathoddhatam // BhN_26.29 //	puruza prAya saMcAram alpa strIkam aTa udDatam // Bhz _26.29 //
   sātvatyārabhaṭīyuktaṃ nāṭyamāviddhasaṃjñitam /	sAtvatya AraBawI yuktam nAwyam AvidDa saMjQitam /
   ḍimaḥ samavakāraśca vyāyogehāmṛgau tathā // BhN_26.30 //	ximaH samavakAraH ca vyAyoga ihAmRgO taTA // Bhz _26.30 //
   etānyāviddhasaṃjñāni vijñeyāni prayoktṛbhiḥ /	etAni AvidDa saMjQAni vijQeyAni prayoktRBiH /
   eṣāṃ prayogaḥ kartavyo devadānavarākṣasaiḥ // BhN_26.31 //	ezAm prayogaH kartavyaH deva dAnava rAkzasEH // Bhz _26.31 //
   uddhatā ye ca puruṣāḥ śauryavīryasamanvitāḥ /	udDatAH ye ca puruzAH SOrya vIrya samanvitAH /
   yogyaḥ sa ca prayatnaḥ kartavyaḥ satatapramādena // BhN_26.32 //	yogyaH sa ca prayatnaH kartavyaH satata pramAdena // Bhz _26.32 //
   na hi yogyayā vinā bhavati ca bhāvarasasauṣṭhavaṃ kiṃcit /	na hi yogyayA vinA Bavati ca BAva rasa sOzWavam kiMcid /
   saṃgītaparikleśo nityaṃ pramadājanasya guṇa eva // BhN_26.33 //	saMgIta parikleSaH nityam pramadA janasya guNaH eva // Bhz _26.33 //
   yanmadhurakarkaśatvaṃ labhate nāṭyaprayogeṇa /	yat maDura karkaSa tvam laBate nAwya prayogeNa /
   pramadāḥ nāṭyavilāsairlabhate yat kusumairvicitralāvaṇyam /	pramadAH nAwya vilAsEH laBate yat kusumEH vicitra lAvaNyam /
   kāmopacārakuśalā bhavanti ca kāmyā viśeṣeṇa // BhN_26.34 //	kAma upacAra kuSalAH Bavanti ca kAmyAH viSezeNa // Bhz _26.34 //
   gītaṃ vṛttaṃ tathā vādyaṃ prastāragamanakriyā /	gItam vRttam taTA vAdyam prastAra gamana kriyA /
   śiṣyaniṣpādanaṃ caiva ṣaḍācāryaguṇāḥ smṛtāḥ // BhN_26.35 //	Sizya nizpAdanam ca eva zaz AcArya guNAH smRtAH // Bhz _26.35 //
   etāni pañca yo vetti sa ācāryaḥ prakīrtitaḥ /	etAni paQca yaH vetti saH AcAryaH prakIrtitaH /
   ūhāpohau matiścaiva smṛtirmedhā tathaiva ca // BhN_26.36 //	UhA apohO matiH ca eva smRtiH meDA taTA eva ca // Bhz _26.36 //
   medhāsmṛtirguṇaślāghārāgaḥ saṃgharṣa eva ca /	meDA smRtiH guNa SlAGArAgaH saMGarzaH eva ca /
   utsāhaśca ṣaḍevaitān śiṣyasyāpi guṇān viduḥ // BhN_26.37 //	utsAhaH ca zaw eva etAn Sizyasya api guNAn viduH // Bhz _26.37 //
   evaṃ kāryaṃ prayogajñairnānābhūmivikalpanam /	evam kAryam prayoga jQEH nAnA BUmi vikalpanam /
   ata ūrdhvaṃ pravakṣyāmi siddhīnāmapi lakṣaṇam // BhN_26.38 //	atas UrDvam pravakzyAmi sidDInAm api lakzaNam // Bhz _26.38 //
   iti bhāratīye nāṭyaśāstre vikṛtivikalpo nāma ṣaḍviṃśo 'dhyāyaḥ	iti BAratIye nAwya SAstre vikRtivikalpaH nAma zaxviMSaH aDyAyaH
   atha saptaviṃśo 'dhyāyaḥ	aTa saptaviMSaH aDyAyaH
   siddhīnāṃ tu pravakṣyāmi lakṣaṇaṃ nāṭakāśrayam /	sidDInAm tu pravakzyAmi lakzaNam nAwaka ASrayam /
   yasmātprayogaḥ sarvo 'yaṃ siddhyarthaṃṃ saṃpradarśitaḥ // BhN_27.1 //	yasmAt prayogaH sarvaH ayam sidDi arTamm saMpradarSitaH // Bhz _27.1 //
   siddhistu dvividhā jñeyā vāṅmanoṅgasamudbhavā /	sidDiH tu dviviDA jQeyA vAc manaH Fga samudBavA /
   daivī ca mānuṣī caiva nānābhāvasamutthitā // BhN_27.2 //	dEvI ca mAnuzI ca eva nAnA BAva samutTitAH // Bhz _27.2 //
   daśāṅgā mānuṣī siddhīrdaivī tu dvividhā smṛtā /	daSAFgA mAnuzI sidDIH dEvI tu dviviDA smRtA /
   nānāsattvāśrayakṛtā vāṅnaipathyaśarīrajā // BhN_27.3 //	nAnA sattva ASraya kRtAH vAc nEpaTya SarIra jAH // Bhz _27.3 //
