   (PSP_2 3:1)	(PSu _2 3:1)
   'paryāpannāḥ kāmarūpārūpyadhātuṃ, tāny api kuśalamūlāny aparyāpannāni	aparyApannAH kAmarUpa ArUpya DAtuM, tAni api kuSala mUlAni aparyApannAni
   kāmarūpārūpyadhātuṃ, te 'pi śrāvakapratyekabuddhā aparyāpannāḥ	kAmarUpa ArUpya DAtuM, te api SrAvaka pratyekabudDAH aparyApannAH
   kāmarūpārūpya dhātuṃ, teṣām api tāni kuśalamūlāny aparyāpannāni	kAmarUpa ArUpya DAtuM, tezAm api tAni kuSala mUlAni aparyApannAni
   kāmarūpārūpyadhātuṃ, yac cāparyāpannaṃ tan nātītan nānāgatan na	kAmarUpa ArUpya DAtuM, yat ca aparyApannam tat na atItan na anAgatat na
   pratyutpannam.	pratyutpannam.
   saced bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann evaṃ saṃjānīte, yad	saced boDisattvaH mahAsattvaH prajQApAramitAyAm caran evam saMjAnIte, yat 
   rūpaṃ tat kāmadhāturūpadhātvārūpyadhātum aparyāpamam, evaṃ	rUpam tat kAmaDAtu rUpa DAtu ArUpya DAtum aparyApamam, evam
   vedanāsaṃjñāsaṃskārā yad vijñānaṃ tat kāmadhāturūpadhātvārūpyadhātum	vedanA saMjQA saMskArAH yat vijQAnam tat kAmaDAtu rUpa DAtu ArUpya DAtum
   aparyāpannam, evaṃ dhātava āyatanāni pratītyasamutpādaḥ	aparyApannam, evam DAtavaH AyatanAni pratItyasamutpAdaH
   pratītyasamutpādāṅgānīti kāmadhāturūpadhātvārūpyadhātvaparyāpannāni.	pratItyasamutpAda aFgAni iti kAmaDAtu rUpa DAtu ArUpya DAtu apari ApannAni.
   saced bodhisattvo mahāsattvaḥ prajñāpāramitāyāṃ carann evaṃ saṃjānīte, yad	saced boDisattvaH mahAsattvaH prajQApAramitAyAm caran evam saMjAnIte, yat 
   (PSP_2 3:135) rūpaṃ tat kāmadhāturūpadhātvārūpyadhātum aparyāpannaṃ, tan	(PSu _2 3:135) rUpam tat kAmaDAtu rUpa DAtu ArUpya DAtum aparyApannan, tan
   nātītan tan nānāgatan na pratyutpannan tan na śakyaṃ nimittayogena	na atItan tat na anAgatat na pratyutpannan tat na Sakyam nimitta yogena
   copalambhayogena vā pariṇāmayitum. tat kasya hetor? na hi tasya svabhāvaḥ	ca upalamBa yogena vA pariNAmayitum. tat kasya hetor? na hi tasya svaBAvaH
   saṃvidyate. yasya ca svabhāvo na saṃvidyate so 'bhāvo. na cābhāvo 'bhāvena	saMvidyate. yasya ca svaBAvaH na saMvidyate saH aBAvaH . na ca aBAvaH aBAvena
   śakyaḥ pariṇāmayitum. evaṃ vedanāsaṃjñāsaṃskārā vijñānaṃ dhātava āyatanāni	SakyaH pariNAmayitum. evam vedanA saMjQA saMskArAH vijQAnam DAtavaH AyatanAni
   pratītyasamutpādaḥ pratītyasamutpādāṅgāny, evaṃ dānapāramitā śīlapāramitā	pratItyasamutpAdaH pratItyasamutpAda aFgAny, evam dAna pAramitA SIla pAramitA
   kṣāntipāramitā vīryapāramitā dhyānapāramitā prajñāpāramitā, evaṃ	kzAnti pAramitA vIrya pAramitA DyAna pAramitA prajQApAramitA, evam
   adhyātmaśūnyatā bahirdhāśūnyatā adhyātmabahirdhāśūnyatā yāvad	aDyAtma SUnyatA bahirDA SUnyatA aDyAtma bahirDA SUnyatA yAvat 
   abhāvasvabhāvaśūnyatā, evaṃ yāvat saptatriṃśadbodhipakṣyā dharmā	aBAva svaBAva SUnyatA, evam yAvat saptatriMSat boDi pakzyA DarmA
   āryasatyāny apramāṇadhyānārūpyasamāpattayo 'ṣṭavimokṣā	Arya satyAni apramANa DyAna ArUpya samApattayaH azwa vimokzA
   navānupūrvavihārasamāpattayaḥ śūnyatānimittāpraṇihitāni ṣaḍabhijñā	nava anupUrva vihAra samApattayaH SUnyatA nimitta apraNihitAni zaz aBijQA
   daśatathāgatabalāni catvāri vaiśāradyāni catasraḥ pratisaṃvido	daSa taTAgata balAni catvAri vESAradyAni catasraH pratisaMvidaH 
   'ṣṭādaśāveṇikā buddhadharmāḥ sarvajñatā asaṃpramuṣitadharmatā	azwAdaSa AveNikAH budDa DarmAH sarvajQa tA asaMpramuzita Darma tA
   sadopekṣāvihāritā na kāmadhātuparyāpannā na rūpadhātuparyāpannā	sadA upekzA vihAritA na kAmaDAtu paryApannAH na rUpa DAtu paryApannA
   nārūpyadhātuparyāpannā, yā cāparyāpannā na sātītā nānāgatā na pratyutpannā	na ArUpya DAtu paryApannA, yA ca aparyApannA na sA atItAH na anAgatA na pratyutpannA
   na sā śakyā nimittayogena na copalambhayogena vā pariṇāmayitum. tat kasya	na sA SakyA nimitta yogena na ca upalamBa yogena vA pariNAmayitum. tat kasya
   hetor? na hi tasyāḥ svabhāvaḥ saṃvidyate. yo na saṃvidyate so 'bhāvo. na	hetor? na hi tasyAH svaBAvaH saMvidyate. yaH na saMvidyate saH aBAvo. na
   cābhāvo 'bhāvena śakyaḥ pariṇāmayitum. evaṃ hi bodhisattvasya	ca aBAvaH aBAvena SakyaH pariNAmayitum. evam hi boDisattvasya
   mahāsattvasya pariṇāmo nirviṣo bhavati.	mahAsattvasya pariNAmaH nirvizaH Bavati.
   yaḥ punar mahāyānasaṃprasthitaḥ kulaputro vā kuladuhitā vā nimittayogena	yaH punar mahAyAna saMprasTitaH kula putraH vA kula duhitA vA nimitta yogena
   copalambhayogena ca tāni kuśalamūlāni pariṇāmayati tāni mithyā	ca upalamBa yogena ca tAni kuSala mUlAni pariNAmayati tAni miTyA
   pariṇāmayati na ca mithyā pariṇāmaṃ samyakpariṇāmaṃ buddhā bhagavanto	pariNAmayati na ca miTyA pariNAmam samyak pariNAmam budDAH BagavantaH 
   varṇayanti. yaṃ buddhā bhagavantaḥ pariṇāmaṃ na varṇayanti sa tena	varNayanti. yam budDAH BagavantaH pariNAmam na varNayanti sa tena
   pariṇāmayati. na dānapāramitāyāṃ pariṇāmayati na śīlapāramitāyāṃ na	pariNAmayati. na dAna pAramitAyAm pariNAmayati na SIla pAramitAyAm na
   kṣāntipāramitāyāṃ na vīryapāramitāyāṃ na dhyānapāramitāyāṃ na	kzAnti pAramitAyAm na vIrya pAramitAyAm na DyAna pAramitAyAm na
   prajñāpāramitāyāṃ pariṇāmayati. na ṣaḍpāramitāḥ paripūrayiṣyati. na	prajQApAramitAyAm pariNAmayati. na zaz pAramitAH paripUrayizyati. na
   saptatriṃśadbodhipakṣyān dharmān paripūrayiṣyati. nādhyātmaśūnyatāṃ na	saptatriMSat boDi pakzyAn DarmAn paripUrayizyati. na aDyAtma SUnyatAm na
   bahirdhāśūnyatāṃ nādhyātmabahirdhāśūnyatāṃ na yāvad abhāvasvabhāvaśūnyatāṃ	bahirDA SUnyatAm na aDyAtma bahirDA SUnyatAm na yAvat aBAva svaBAva SUnyatAm
   nāpramāṇadhyānārūpyasamāpattir nāryasatyāni nāṣṭavimokṣān na	na apramANa DyAna ArUpya samApattiH nArya satyAni na azwa vimokzAt na
   navānupūrvavihārasamāpattir na śūnyatānimittāpraṇihitāni nābhijñā na	nava anupUrva vihAra samApattiH na SUnyatA nimitta apraNihitAni na aBijQAH na
   daśatathāgatabalāni na vaiśāradyāni na pratisaṃvido nāṣṭādaśāveṇikān	daSa taTAgata balAni na vESAradyAni na pratisaMvidaH na azwAdaSa AveNikAn
   buddhadharmān paripūrayiṣyati. na samādhīn na dhāraṇīmukhāni	budDa DarmAn paripUrayizyati. na samADIn na DAraNI muKAni
   paripūrayiṣyati. na buddhakṣetraṃ pariśodhayiṣyati. na sattvān	paripUrayizyati. na budDa kzetram pariSoDayizyati. na sattvAn
   paripācayiṣyati. (PSP_2 3:136) yo na buddhakṣetrāṃ pariśodhayiṣyati na	paripAcayizyati. (PSu _2 3:136) yaH na budDa kzetrAm pariSoDayizyati na
   sattvān paripācayiṣyati sa nānuttarāṃ samyaksaṃbodhim abhisaṃbhotsyate.	sattvAn paripAcayizyati sa na anuttarAm samyaksaMboDim aBisaMBotsyate.
   tat kasya hetos? tathā hy asya pariṇāmaḥ saviṣaḥ.	tat kasya hetos? taTA hi asya pariNAmaH sa vizaH.
   punar aparaṃ bodhisattvena mahāsattvena prajñāpāramitāyāṃ carataivam	punar aparam boDisattvena mahAsattvena prajQApAramitAyAm caratA evam
   upaparīkṣitavyaṃ, yathā buddhā bhagavanto jānanti, anayā ca dharmatayā tat	upaparIkzitavyan, yaTA budDAH BagavantaH jAnanti, anayA ca Darma tayA tat 
   kuśalamūlaṃ pariṇāmayitavyam ity, evaṃ pariṇāmitaṃ bhavatīti, tathāham api	kuSala mUlam pariNAmayitavyam iti , evam pariNAmitam Bavati iti, taTA aham api
   tayā dharmatayā pariṇāmayāmy anuttarāyai samyaksaṃbodhaye.	tayA Darma tayA pariNAmayAmi anuttarAyE samyaksaMboDaye.
   iti traidhātukāparyāpannapariṇāmaḥ	iti trEDAtuka aparyApanna pariNAmaH
   atha khalu bhagavān āyuṣmantaṃ subhūtim āmantrayāmāsa: sādhu sādhu subhūte	aTa Kalu BagavAn Ayuzmantam suBUtim AmantrayAmAsa: sADu sADu suBUte
   sādhu khalu punas tvaṃ subhūte yas tvam eva bodhisattvānāṃ mahāsattvānāṃ	sADu Kalu punar tvam suBUte yaH tvam eva boDisattvAnAm mahAsattvAnAm
   pariṇāmanāskandham upadiśasi,	pariNAmanA skanDam upadiSasi,
   animittayogenānupalambhayogenānutpādayogenāprādurbhāvayogenāsaṃkleśayogenāvyavadānayogenābhāvasvabhāvayogena	animitta yogena anupalamBa yogena anutpAda yogena aprAdurBAva yogena asaMkleSa yogena avyavadAna yogena aBAva svaBAva yogena
   svalakṣaṇaśūnyatāyogena dharmadhātuyogena	sva lakzaNa SUnyatA yogena DarmaDAtu yogena
   tathatāyogenāvitathatāyogenānyatathatāyogena.	taTatA yogena avitaTa tA yogena anya taTatA yogena.
   sacet subhūte ye trisāhasramahāsāhasre lokadhātau sattvās te sarve daśānāṃ	saced suBUte ye tri sAhasra mahA sAhasre lokaDAtO sattvAH te sarve daSAnAm
   kuśalānāṃ karmapathānāṃ lābhino bhaveyuś, caturṇāṃ dhyānānāṃ caturṇām	kuSalAnAm karma paTAnAm lABinaH BaveyuS, caturNAm DyAnAnAm caturNAm
   apramāṇānāṃ catasṛṇām ārūpyasamāpattīnāṃ pañcānām abhijñānāṃ lābhino	apramANAnAm catasRNAm ArUpya samApattInAm paQcAnAm aBijQAnAm lABinaH 
   bhaveyuḥ. tat kiṃ manyase? subhūte api nu te sattvās tatonidānaṃ	BaveyuH. tat kim manyase? suBUte api nu te sattvAH tatonidAnam
   bahupuṇyaṃ prasaveyuḥ.	bahu puNyam prasaveyuH.
   subhūtir āha: bahu bhagavan bahu sugata.	suBUtiH Aha: bahu Bagavan bahu sugata.
   bhagavān āha: ataḥ subhūte sa kulaputro vā kuladuhitā vā bahutataṃ puṇyaṃ	BagavAn Aha: atas suBUte sa kula putraH vA kula duhitA vA bahu tatam puNyam
   prasavet, yaḥ kuśalamūlāni nirupalepapariṇāmanayā pariṇāmayed, evaṃ hi	prasavet, yaH kuSala mUlAni nirupalepa pariNAmanayA pariNAmayed, evam hi
   subhūte tasya kulaputrasya vā kuladuhitur vā kuśalamulapariṇāmo 'gra	suBUte tasya kula putrasya vA kula duhituH vA kuSala mula pariNAmaH agra
   ākhyāyate jyeṣṭha ākhyāyate śreṣṭha ākhyāyate vara ākhyāyate pravara	AKyAyate jyezWaH AKyAyate SrezWaH AKyAyate varaH AKyAyate pravara
   ākhyāyate praṇīta ākhyāyate uttama ākhyāyate anuttama ākhyāyate niruttama	AKyAyate praNItaH AKyAyate uttamaH AKyAyate anuttamaH AKyAyate niruttama
   ākhyāyate iti mṛdumahāpuṇyodayapariṇāmaḥ	AKyAyate iti mRdu mahA puNya udaya pariNAmaH
   punar aparaṃ suhbute yāvantas trisāhasramahāsāhasre lokadhātau sattvās te	punar aparam suhbute yAvantaH tri sAhasra mahA sAhasre lokaDAtO sattvAH te
   sarve srotaāpannā bhaveyuḥ, sakṛdāgāmino vānāgāmino vārhanto vā bhaveyus,	sarve srotaApannAH BaveyuH, sakRdAgAminaH vAnAgAminaH vArhantaH vA Baveyus,
   tān sarvān kaścid eva kulaputro vā kuladuhitā vā yāvajjīvaṃ satkuryād	tAn sarvAn kaScid eva kula putraH vA kula duhitA vA yAvajjIvam satkuryAt 
   gurukuryād mānayet pūjayec	gurukuryAt mAnayet pUjayet 
   cīvarapiṇḍapātaśayanāsanaglānapratyayabhaiṣajyapariṣkārais. tat kiṃ	cIvara piNxapAta Sayana Asana glAna pratyaya BEzajya parizkArEs. tat kim
   manyase? subhūte api nu sa kulaputro vā kuladuhitā vā tatonidānaṃ	manyase? suBUte api nu sa kula putraH vA kula duhitA vA tatonidAnam
   bahutaraṃ puṇyaṃ prasavet.	bahutaram puNyam prasavet .
   subhūtir āha: bahu bhagavan bahu sugata.	suBUtiH Aha: bahu Bagavan bahu sugata.
   (PSP_2 3:137)	(PSu _2 3:137)
   bhagavān āha: ataḥ subhūte sa kulaputro vā kuladuhitā vā bahutaraṃ puṇyaṃ	BagavAn Aha: atas suBUte sa kula putraH vA kula duhitA vA bahutaram puNyam
   prasavet, ya evaṃ kuśalamūlaṃ nirupalepapariṇāmanayā pariṇāmayet.	prasavet, yaH evam kuSala mUlam nirupalepa pariNAmanayA pariNAmayet .
   punar aparaṃ subhūte ye trisāhasramahāsāhasre lokadhātau sattvās te sarve	punar aparam suBUte ye tri sAhasra mahA sAhasre lokaDAtO sattvAH te sarve
   pratyekabuddhā bhaveyus, tān sarvān pratyekabuddhān kaścid eva kulaputro	pratyekabudDAH Baveyus, tAn sarvAn pratyekabudDAn kaScid eva kula putraH 
   vā kuladuhitā vā yāvajjīvaṃ satkuryād gurukuryād mānayet pūjayec	vA kula duhitA vA yAvajjIvam satkuryAt gurukuryAt mAnayet pUjayet 
   cīvarapiṇḍapātaśayanāsanaglānapratyayabhaiṣajyapariṣkārais. tat kiṃ	cIvara piNxapAta Sayana Asana glAna pratyaya BEzajya parizkArEs. tat kim
   manyase? subhūte api nu sa kulaputro vā kuladuhitā vā tatonidānaṃ	manyase? suBUte api nu sa kula putraH vA kula duhitA vA tatonidAnam
   bahutaraṃ puṇyaṃ prasavet.	bahutaram puNyam prasavet .
   subhūtir āha: bahu bhagavan bahu sugata.	suBUtiH Aha: bahu Bagavan bahu sugata.
   bhagavān āha: ataḥ subhūte sa kulaputro vā kuladuhitā vā bahutaraṃ puṇyaṃ	BagavAn Aha: atas suBUte sa kula putraH vA kula duhitA vA bahutaram puNyam
   prasavet, ya evaṃ kuśalamūlaṃ nirupalepapariṇāmanayā pariṇāmayet.	prasavet, yaH evam kuSala mUlam nirupalepa pariNAmanayA pariNAmayet .
   iti madhyamahāpuṇyodayapariṇāmaḥ	iti maDya mahA puNya udaya pariNAmaH
   punar aparaṃ subhūte ye trisāhasramahāsāhasre lokadhātau sattvās te sarve	punar aparam suBUte ye tri sAhasra mahA sAhasre lokaDAtO sattvAH te sarve
   'nuttarāyāṃ samyaksaṃbodhau saṃpratiṣṭheran, tatra ye pūrvasyāṃ diśi	anuttarAyAm samyaksaMboDO saMpratizWeran, tatra ye pUrvasyAm diSi
   gaṅgānadīvālukopameṣu lokadhātuṣu sattvās te sarva ekaikaṃ bodhisattvaṃ	gaFgA nadI vAlukA upamezu lokaDAtuzu sattvAH te sarve ekEkam boDisattvam
   gaṅgānadīvālukopamān kalpāṃś	gaFgA nadI vAlukA upamAn kalpAn= 
   cīvarapiṇḍapātaśayanāsanaglānapratyayabhaiṣajyapariṣkāraiḥ satkuryur	cIvara piNxapAta Sayana Asana glAna pratyaya BEzajya parizkArEH satkuryuH 
   gurukuryur mānayeyuḥ pūjayeyuḥ sarvasukhopadhānair upatiṣṭheyur, evaṃ	gurukuryuH mAnayeyuH pUjayeyuH sarva suKa upaDAnEH upatizWeyur, evam
   dakṣiṇasyāṃ paścimāyām uttarasyāṃ vidikṣūrdhvam adho diśi	dakziNasyAm paScimAyAm uttarasyAm vidikzu UrDvam aDas diSi
   gaṅgānadīvālkopameṣu lokadhātuṣu ye sattvās te sarva ekaikaṃ bodhisattvaṃ	gaFgA nadI vAlka upamezu lokaDAtuzu ye sattvAH te sarve ekEkam boDisattvam
   gaṅgānadīvālukopamān kalpāṃś	gaFgA nadI vAlukA upamAn kalpAn= 
   cīvarapiṇḍapātaśayanāsanaglānapratyayabhaiṣajyapariṣkāraiḥ satkuryur	cIvara piNxapAta Sayana Asana glAna pratyaya BEzajya parizkArEH satkuryuH 
   gurukuryur mānayeyuḥ pūjayeyuḥ sarvasukhopadhānair upatiṣṭheyuḥ. tat kiṃ	gurukuryuH mAnayeyuH pUjayeyuH sarva suKa upaDAnEH upatizWeyuH. tat kim
   manyase? subhūte api nu te kulaputrā vā kuladuhitaro vā tatonidānaṃ	manyase? suBUte api nu te kula putrAH vA kula duhitaraH vA tatonidAnam
   bahutaraṃ puṇyaṃ prasaveyuḥ.	bahutaram puNyam prasaveyuH.
   subhūtir āha: bahu bhagavan bahu sugata. aprameyam asaṃkhyeyam aparimāṇaṃ	suBUtiH Aha: bahu Bagavan bahu sugata. aprameyam asaMKyeyam aparimANam
   bhagavann upamāpi na sukarā kartuṃ tasya puṇyakriyāvastunaḥ. saced	Bagavan upamA api na sukarA kartum tasya puNya kriyA vastunaH. saced 
   bhagavaṃs tat puṇyakriyāvastu rūpi bhavet, sarvaṃ tad	Bagavan tat puNya kriyA vastu rUpi Bavet, sarvam tat 
   gaṅgānadivālukopameṣu na māyet.	gaFgA nadi vAlukA upamezu na mAyet.
   evam ukte bhagavān āyuṣmantaṃ subhūtim etad avocat: sādhu sādhu subhūte	evam ukte BagavAn Ayuzmantam suBUtim etat avocat: sADu sADu suBUte
   sādhu khalu punas tvaṃ subhūte yas tvam evaṃ bravīṣi. ataḥ subhūte sa	sADu Kalu punar tvam suBUte yaH tvam evam bravIzi. atas suBUte sa
   kulaputro vā kuladuhitā vā bahutaraṃ puṇyaṃ prasavet, ya evaṃ kuśalamūlaṃ	kula putraH vA kula duhitA vA bahutaram puNyam prasavet, yaH evam kuSala mUlam
   nirupalepapariṇāmanayānuttarāyai samyaksaṃbodhaye pariṇāmayed. evaṃ	nirupalepa pariNAma nayA anuttarAyE samyaksaMboDaye pariNAmayed. evam
   subhūte tasya kulaputrasya vā kuladuhitur vā ayaṃ kuśalamulapariṇāmo 'gra	suBUte tasya kula putrasya vA kula duhituH vE ayam kuSala mula pariNAmaH agra
   ākhyāyate śreṣṭha ākhyāyate jyeṣṭha ākhyāyate vara ākhyāyate pravara	AKyAyate SrezWaH AKyAyate jyezWaH AKyAyate varaH AKyAyate pravara
   ākhyāyate (PSP_2 3:138) praṇīta ākhyāyate uttama ākhyāyate anuttama	AKyAyate (PSu _2 3:138) praNItaH AKyAyate uttamaH AKyAyate anuttama
   ākhyāte niruttama ākhyāyate. tasya subhūte	AKyAte niruttamaH AKyAyate. tasya suBUte
   nirupalepapariṇāmanāpuṇyaskandhasyāsau pūrvakaḥ puṇyaskandhaḥ śatatamīm	nirupalepa pariNAma nA puNya skanDasya asO pUrvakaH puNya skanDaH SatatamIm
   api kalāṃ nopaiti sahasratamīm api śatasahasratamīm api koṭītamīm api	api kalAm na upEti sahasratamIm api Sata sahasratamIm api kowItamIm api
   koṭīśatatamīm api koṭīsahasratamīm api koṭīśatasahasratamīm api	kowI SatatamIm api kowI sahasratamIm api kowI Sata sahasratamIm api
   koṭiniyutaśatasahasratamīm api saṃkhyam api kalām api gaṇanām apy upamām	kowi niyuta Sata sahasratamIm api saMKyam api kalAm api gaNanAm api upamAm
   apy aupamyam apy upaniśām apy upaniṣadam api na kṣamate. tat kasya hetos?	api Opamyam api upaniSAm api upanizadam api na kzamate. tat kasya hetos?
   tathā hi te kulaputrāḥ kuladuhitaraś copalambhasaṃjñino ye	taTA hi te kula putrAH kula duhitaraH ca upalamBa saMjQinaH ye
   daśakuśalakarmapathasamanvāgatāś	daSa kuSala karma paTa samanvAgatAH 
   caturdhyānacaturapramāṇacaturārūpyasamāpattipañcābhijñāsamanvāgatās. tat	catur DyAna catura pramANa catur ArUpya samApatti paQca aBijQA samanvAgatAs. tat 
   kasya hetoḥ? tathā hi te kulaputrāḥ kuladuhitaraś copalambhasaṃjñinas tān	kasya hetoH? taTA hi te kula putrAH kula duhitaraH ca upalamBa saMjQinaH tAn
   sarvasattvān srotaāpannabhūtān yāvad arhattvabhūtān sarvasattvān	sarva sattvAn srotaApanna BUtAn yAvat arhat tva BUtAn sarva sattvAn
   pratyekabuddhabhūtān satkuryur gurukuryur mānayeyuḥ pūjayeyuś	pratyekabudDa BUtAn satkuryuH gurukuryuH mAnayeyuH pUjayeyuS
   cīvarapiṇḍapātaśayanāsanaglānapratyayabhaiṣajyapariṣkāraiḥ	cIvara piNxapAta Sayana Asana glAna pratyaya BEzajya parizkArEH
   sarvasukhopadhānair upatiṣṭheyus, tathā hi sa tān aupalambhikān	sarva suKa upaDAnEH upatizWeyus, taTA hi sa tAn OpalamBikAn
   bodhisattvān satkuryād gurukuryād mānayet pūjayet. ity	boDisattvAn satkuryAt gurukuryAt mAnayet pUjayet. iti 
   adhimātrapuṇyodayapariṇāmaḥ	aDimAtra puNya udaya pariNAmaH
   atha khalu catvāro mahārājānaś cāturmahārājakāyikānāṃ ca devānāṃ	aTa Kalu catvAraH mahA rAjAnaH cAturmahArAja kAyikAnAm ca devAnAm
   viṃśatidevaputrasahasrāṇi prāñjalībhūtāni bhagavantaṃ namasyanti sma. evaṃ	viMSati deva putra sahasrANi prAQjalIBUtAni Bagavantam namasyanti sma. evam
   cāhur: mahāpariṇāmo batāyaṃ bhagavan bodhisattvasya mahāsattvasya yo 'yam	ca Ahur: mahA pariNAmaH bata ayam Bagavan boDisattvasya mahAsattvasya yaH ayam
   upāyakauśalenānupalambhayogena nirupalepayogenānimittayogena tāni	upAya kOSalena anupalamBa yogena nirupalepa yogena animitta yogena tAni
   kuśalamūlāny anuttarāyai samyaksaṃbodhaye pariṇāmayati. tathā pariṇāmayati	kuSala mUlAni anuttarAyE samyaksaMboDaye pariNAmayati. taTA pariNAmayati
   yathā na dvayam upaiti nādvayam.	yaTA na dvayam upEti na advayam.
   atha khalu śakro devānām indras trāyastriṃśair devaputraiḥ sārdhaṃ	aTa Kalu SakraH devAnAm indraH trAyastriMSEH deva putrEH sArDam
   divyapuṣpadhūpagandhamālyavilepanacūrṇacīvaracchatradhvajapatākābhir	divya puzpa DUpa ganDa mAlya vilepana cUrNa cIvara= Catra Dvaja patAkABiH 
   divyatūryatāḍāvacaravādyaiś ca bhagavantaṃ pūjayāmāsa. evaṃ ca vācam	divya tUrya tAxA vacara vAdyEH ca Bagavantam pUjayAmAsa. evam ca vAcam
   abhāṣata: mahāpariṇāmo batāyaṃ bhagavan bodhisattvasya mahāsattvasya yo	aBAzata: mahA pariNAmaH bata ayam Bagavan boDisattvasya mahAsattvasya yaH 
   'yam upāyakauśalenānupalambhayogena nirupalepayogenānimittayogena tāni	ayam upAya kOSalena anupalamBa yogena nirupalepa yogena animitta yogena tAni
   kuśalamūlāny anuttarāyai samyaksaṃbodhaye pariṇāmayati. tathā ca	kuSala mUlAni anuttarAyE samyaksaMboDaye pariNAmayati. taTA ca
   pariṇāmayati yathā na dvayam upaiti nādvayam.	pariNAmayati yaTA na dvayam upEti na advayam.
   atha khalu suyāmo devaputraḥ saṃtuṣito nirmāṇaratiḥ paranirmitavaśavartī	aTa Kalu suyAmaH deva putraH saMtuzitaH nirmANa ratiH paranirmitavaSa vartI
   ca devaputro 'nekair devaputraśatasahasraiḥ sārdhaṃ bhagavantam etad	ca deva putraH anekEH deva putra Sata sahasrEH sArDam Bagavantam etat 
   avocat: mahāpariṇāmo batāyaṃ bhagavan bodhisattvasya mahāsattvasya yo 'yam	avocat: mahA pariNAmaH bata ayam Bagavan boDisattvasya mahAsattvasya yaH ayam
   upāyakauśalenānupalambhayogena nirupalepayogenānimittayogena tāni	upAya kOSalena anupalamBa yogena nirupalepa yogena animitta yogena tAni
   kuśalamūlāny anuttarāyai samyaksaṃbodhaye pariṇāmayati. tathā ca	kuSala mUlAni anuttarAyE samyaksaMboDaye pariNAmayati. taTA ca
   pariṇāmayati yathā na (PSP_2 3:139) dvayam upaiti nādvayam.	pariNAmayati yaTA na (PSu _2 3:139) dvayam upEti na advayam.
