   ṣaṭ-sandarbha-nāmaka-	zaw-sandarBa-nAmaka-
   tvayy eva sarva-saṃsthitau iti [ViP 1.12.69] ca |	tvayi eva sarva--saMsTitO iti [ViS 1.12.69] ca |
   yasmān nātmanas te tasmād eva yugapat hrāsa eva vā ullāsa eva vā nāsti,	yasmAt na-AtmanaH te tasmAt eva yugapad hrAsaH eva vE ullAsaH eva vA nAsti,
   kintu vikāritvena parasparam upamardyatvāt kasyacit kadācit hrāsaḥ kadācit	kintu vikAri-tvena parasparam upamardya-tvAt kasyacid kadAcid hrAsaH kadAcid-
   kadācid ullāso bhavatīty arthaḥ |	kadAcid ullAsaH Bavati-iti arTaH |
   tataś ca devādīnāṃ tat-sāhāyye surādīnāṃ ca tad-yuddhe yogyatāṃ	tatas ca deva-AdInAm tat--sAhAyye sura-AdInAm ca tat--yudDe yogyatAm
   darśayati | tathā sattvādy-ullāsa-kāle tal-līlāyās tad-adhīnatvam iva yat	darSayati | taTA sattva-Adi--ullAsa-kAle tal-lIlAyAH tad--aDIna-tvam iva yat-
   pratīyate tad anuvadan pariharati --	pratIyate tat anuvadan pariharati --
   jaya-kāle tu sattvasya	jaya--kAle tu sattvasya
   devarṣīn rajaso 'surān |	deva-RzIn rajasaH asurAn |
   tamaso yakṣa-rakṣāṃsi	tamasaH yakza-rakzAMsi
   tat-kālānuguṇo 'bhajat || [BhP 7.1.8]	tat-kAla-anuguNaH aBajat || [Bhj 7.1.8]
   sattvasya jaya-kāle devān ṛṣīṃś cābhajat bhajati bhagavān tat-tad-deheṣu	sattvasya jaya--kAle devAn RzIn ca-aBajat Bajati BagavAn tat-tad--dehezu
   sattvopādhika-nija-tejaḥ sañcārayati yena ca tān sahāyamānān karotīty	sattva-upADika-nija--tejaH saQcArayati yena ca tAn sahAyamAnAn karoti-iti-
   arthaḥ | evaṃ rajaso jaya-kāle asureṣu raja-upādhikaṃ tamaso jaya-kāle	arTaH | evam rajasaH jaya--kAle asurezu raja-upADikam tamasaH jaya--kAle
   yakṣa-	yakza-
   rakṣaḥsu tama-upādhikam iti yojanīyam |	rakzaHsu tama-upADikam iti yojanIyam |
   tataś ca yena tān yakṣādīn pratiyoddṝn kurvan devādīn parājitān karoti	tatas ca yena tAn yakza-AdIn pratiyA-uddLn kurvan deva-AdIn parAjitAn karoti
   svayam api tathā darśayatīty arthaḥ | tad evaṃ bhakta-rasa-poṣa-līlā-	svayam api taTA darSayati-iti arTaH | tat evam Bakta--rasa-poza--lIlA-
   vaicitryāya bādhya-bādhakatāṃ yātīti darśitam | yac ca kṣīroda-mathane	vEcitryAya bADya--bADaka-tAm yAti-iti darSitam | yat ca kzIroda--maTane
   śrūyate |	SrUyate |
   tathā surāṇ āviśad āsureṇa	taTA surAj AviSat AsureNa
   rūpeṇa teṣāṃ bala-vīryam īrayan |	rUpeNa tezAm bala--vIryam Irayan |
   uddīpayan deva-gaṇāṃś ca viṣṇur	uddIpayan deva--gaNAn ca vizNuH-
   devena nāgendram abodha-rūpaḥ || [BhP 8.7.11] iti |	devena nAga-indram aboDa--rUpaH || [Bhj 8.7.11] iti |
   tatrāpi tad-vaicitryārtham eva tathā tat-tad-āveśas tasyeti labhyate |	tatra-api tat--vEcitrya-arTam eva taTA tat-tad--AveSaH tasya-iti laByate |
   nanv āyātā tasya tat-tad-guṇodbodhakālapāravaśyena svaira-līlatā-hāniḥ |	nanu AyAtA tasya tat--tad--guNa-udboDa-kAla-pAra-vaSyena svEra-lI-latA-hAniH |
   tataś ca guṇa-sambandhātiśaye vaiṣyādikaṃ ca spaṣṭam evety āśaṅkyāha tat-	tatas ca guNa--sambanDa-atiSaye vEzya-Adikam ca spazwam eva-iti ASaFkya-Aha tat-
   kālānuguṇa iti | teṣāṃ sattvādīnāṃ kāla evānuguṇo yasya saḥ | bhagavac-	kAla-anuguNaH iti | tezAm sattva-AdInAm kAlaH eva-anuguNaH yasya saH | Bagavac-
   charaṇa itivat samāsaḥ | svairam eva krīḍati tasmin nityam eva tad-	CaraNaH iti-vat samAsaH | svEram eva krIxati tasmin nityam eva tat--
   anugatikayā māyayā tad-anusāreṇaivānādi-siddha-pravāhaṃ taṃ jagat-karma-	anugatikayA mAyayA tad--anusAreNa-eva-anAdi-sidDa--pravAham tam jagat-karma-
   samudāyaṃ prerya sva-vṛtti-viśeṣa-rūpatvena pravartyamānaḥ sattvādi-	samudAyam prerya sva-vRtti-viSeza--rUpa-tvena pravartyamAnaH sattva-Adi-
   guṇānāṃ kāla eva tad-adhīno bhavatīty arthaḥ | kālasya māyā-vṛttitvam	guNAnAm kAlaH eva tad--aDInaH Bavati-iti arTaH | kAlasya mAyA-vRtti-tvam
   udāhṛtaṃ kālo daivam ity ādau tvan-māyaiṣeti | yad vā teṣāṃ kālo'pi	udAhRtam kAlaH dEvam iti AdO tvan-mAyA-ezA-iti | yat vA tezAm kAlaH-api
   sadānugato bhaktānugraha-mātrārtha-svaira-ceṣṭātmaka-prabhāva-lakṣaṇo	sadA-anugataH Bakta-anugraha--mAtrA-arTa--svEra--cezwA-Atmaka--praBAva--lakzaNaH-
   guṇo yasya sa ity arthaḥ | tato'pi tac-ceṣṭānusāreṇaiva māyayā tat-tat-	guNaH yasya saH iti arTaH | tatas-api tac-cezwA-anusAreNa-eva mAyayA tat-tat-
   pravartanam iti bhāvaḥ | yad uktam -	pravartanam iti BAvaH | yat uktam -
   yo 'yaṃ kālas tasya te 'vyakta-bandho	yaH ayam kAlaH tasya te avyakta--banDo
   ceṣṭām āhuś ceṣṭate yena viśvam || [BhP 10.3.26] iti |	cezwAm AhuH cezwate yena viSvam || [Bhj 10.3.26] iti |
   tathā cobhayathāpi na pāravaśyam ity āyātam | ittham eva	taTA ca-uBayaTA-api na pAravaSyam iti AyAtam | itTam eva
   śrī-kapila-devo'pi	SrI--kapila-devaH-api
   - yaḥ kālaḥ pañca-viṃśaka iti [BhP 3.26.15] | prabhāvaṃ pauruṣaṃ prāhuḥ	 yaH kAlaH paQca-viMSakaH iti [Bhj 3.26.15] | praBAvam pOruzam prAhuH
   kālam eke yato bhayam iti [BhP 3.26.16] ca | tatra māyāvyaṅgatva-puruṣa-	kAlam eke yatas Bayam iti [Bhj 3.26.16] ca | tatra mAyA-vyaFga-tva--puruza-
   guṇatva-lakṣaṇa-mata-dvayam upanyastavān | atra tasya ceṣṭā prabhāvasya	guNa-tva--lakzaNa--mata--dvayam upanyastavAn | atra tasya cezwA praBAvasya
   bhakta-vinodāyaiva mukhyā pravṛttiḥ | guṇodbodhādi-kāryaṃ tu tatra svata	Bakta-vinodAya-eva muKyA pravRttiH | guNa-udboDa-Adi--kAryam tu tatra svata
   eva bhavatīti tatra pravṛttyābhāsa eva | tataś ca pūrvo'ṃśaḥ svayam eveti	eva Bavati-iti tatra pravRtti-ABAse eva | tatas ca pUrvaH-aMSaH svayam eva-iti
   svarūpa-śakter eva vilāsaḥ paras tad-ābhāsa-rūpa evety ābhāsa-śakter	svarUpa--SakteH eva vilAsaH paraH tad--ABAsa--rUpaH eva-iti ABAsa--SakteH-
   māyāyā evāntargataḥ | yo'yaṃ kāla ity ādau nimeṣādir ity uktis tu dvayor	mAyAyAH eva-antargataH | yaH-ayam kAlaH iti AdO nimeza-AdiH iti uktiH tu dvayoH-
   abheda-vivakṣayaiveti jñeyam |	aBeda--vivakzayA-eva-iti jQeyam |
   ata evaṃ vyākhyeyaṃ | yathā bhṛtyasyānugato bhṛtyo'nubhṛyaḥ tathātra	atas evam vyAKyeyam | yaTA BRtyasya-anugataH BRtyaH-anuBRyaH taTA-atra
   prabhāva-lakṣaṇasya guṇasyānugata ābhāsa-rūpo guṇo'nuguṇaḥ | tathā ca	praBAva--lakzaNasya guNasya-anugataH ABAsa--rUpaH guNaH-anuguNaH | taTA ca
   teṣāṃ kālo'py anuguṇo na tu sākṣād guṇo yasyeti ||	tezAm kAlaH-api anuguNaH na tu sAkzAt guNaH yasya-iti ||
   nanu teṣu teṣu tenāveśyamānaṃ tejaḥ kathaṃ na lakṣyate | tatrāha --	nanu tezu tezu tena-AveSyamAnam tejaH kaTam na lakzyate | tatra-Aha --
   jyotir-ādir ivābhāti	jyotiH--AdiH iva-ABAti
   saṅghātān na vivicyate |	saFGAtAt na vivicyate |
   vidanty ātmānam ātma-sthaṃ	vidanti AtmAnam Atma--sTam
   mathitvā kavayo 'ntataḥ || [BhP 7.1.9]	maTitvA kavayaH antatas || [Bhj 7.1.9]
   yadyapi teṣu teṣu nija-tejo'ṃśenāviṣṭo'sau saṅghātāt sammiśratvāt na	yadi-api tezu tezu nija--tejaH-aMSena-AvizwaH-asO saFGAtAt sammiSra-tvAt na
   vivicyate lokair vivektuṃ na śakyate tathāpi kavayo viveka-nipuṇā antato	vivicyate lokEH vivektum na Sakyate taTA-api kavayaH viveka--nipuNAH antatas-
   mathitvā tasyāpi sāhāyyaṃ tenāpi yuddham ity ādikāsambhavārtha-niṣedhena	maTitvA tasya-api sAhAyyam tena-api yudDam iti AdikA-samBava-arTa--nizeDena
   vivicya tad-aṃśenātmasthaṃ tat-tad-ātmani praviṣṭam ātmānam īśvaraṃ	vivicya tad--aMSena-Atma-sTam tat-tad--Atmani pravizwam AtmAnam ISvaram
   vidanti jānanti | tatra hetu-garbho dṛṣṭāntaḥ | yasmāt tat-tejaḥ	vidanti jAnanti | tatra hetu--garBaH dRzwAntaH | yasmAt tat-tejaH
   jyotir-ādi-	jyotiH--Adi-
   padārtha ivābhāti draṣṭṛṣv iti viśeṣaḥ |	padArTaH iva-ABAti drazwRzu iti viSezaH |
   ayam arthaḥ | yathā nedaṃ maṇes tejaḥ pūrvam adarśanāt, kintu tadātapa-	ayam arTaH | yaTA na-idam maNeH tejaH pUrvam adarSanAt, kintu tad-Atapa-
   saṃyogena sauraṃ teja evātra praviṣṭam iti sūrya-kāntādau tūlādi-dāhena	saMyogena sOram tejaH eva-atra pravizwam iti sUrya-kAnta-AdO tUla-Adi--dAhena
   tad-	tat--
   anubhaviṣu tadā bhāti | yathā ca pūrvavad eva vāyor ayaṃ gandhaḥ pārthiva	anuBavizu tadA BAti | yaTA ca pUrvavat eva vAyoH ayam ganDaH pArTiva
   eva praviṣṭa iti teṣv ābhāti | tathātrāpīti |	eva pravizwaH iti tezu ABAti | taTA-AtrApi-iti |
   athavā nanv evaṃ tarhi tair api krīḍatīti dṛśyata tatrāha jyotir iti |	aTavA nanu evam tarhi tEH api krIxati-iti dRSyata tatra-Aha jyotiH iti |
   yathā	yaTA
   cakṣr-ādi-jyotibhiḥ svāṃśe rūpa-mātre'pi prakāśyamāne gandhādi-guṇa-	cakzr-A-Adi--jyotiBiH sva-aMSe rUpa--mAtre-api prakASyamAne ganDa-Adi-guNa-
   pañcakā mṛd evāsua prakāśata iti pratīyate | yathā ca karṇādi-nabhasā	paQcakAH mRd eva-asua prakASate iti pratIyate | yaTA ca karNa-Adi--naBasA
   svāṃśe śabda-mātre'pi gṛhyamāne dundubhir evāsāv iti pratīyate | tac ca	sva-aMSe Sabda--mAtre-api gRhyamAne dunduBiH eva-asO iti pratIyate | tat ca
   tat-	tat-
   tad-guṇānāṃ saṃmiśratvād eva bhavati na vastutaḥ | tathā kavayaḥ ātmānam	tad--guNAnAm saMmiSra-tvAt eva Bavati na vastutas | taTA kavayaH AtmAnam
   īśvaraṃ tat-tat-saṅghāta-sthatvenānyair aviviktam api ātmasthaṃ svāṃśa-	ISvaram tat-tat--saFGAta--sTa-tvena-anyEH aviviktam api Atma-sTam sva-aMSa-
   tejobhir eva krīḍantaṃ jānantīty arthaḥ |	tejoBiH eva krIxantam jAnanti-iti arTaH |
   yad evaṃ yuddhādi-nija-līlābhir bhakta-vinodanam eva prayojanaṃ, viśva-	yat evam yudDa-Adi--nija--lIlABiH Bakta--vinodanam eva prayojanaM, viSva-
   pālanaṃ tu tataḥ svata eva bhavatīty uktvā, sṛṣṭi-pralayayoḥ	pAlanam tu tatas svatas eva Bavati-iti uktvA, sRzwi--pralayayoH
   prakṛtīkṣaṇādāv	prakRti-IkzaNa-AdO=-
   api sarvāśaṅka-nirāsārtham atidiśan triṣv apy aviśeṣam āha -	api sarva-ASaFka--nirAsa-arTam atidiSan trizu api aviSezam Aha -
   yadā sisṛkṣuḥ pura ātmanaḥ paro	yadA sisRkzuH puras AtmanaH paraH-
   rajaḥ sṛjaty eṣa pṛthak sva-māyayā |	rajaH sRjati eza pRTak sva--mAyayA |
   sattvaṃ vicitrāsu riraṃsur īśvaraḥ	sattvam vicitrAsu riraMsuH ISvaraH
   śayiṣyamāṇas tama īrayaty asau || [BhP 7.1.10]	SayizyamANaH tamaH Irayati asO || [Bhj 7.1.10]
   yadā yatra sva-ceṣṭā-lakṣaṇe kāle eṣa paraḥ parameśvaraḥ sva-māyayā	yadA yatra sva--cezwA--lakzaNe kAle eza paraH parameSvaraH sva--mAyayA
   bhakta-kṛpayā ātmanaḥ puraḥ prācīna-sṛṣṭi-gata-sādhaka-bhakta-rūpāṇi	Bakta-kRpayA AtmanaH puras prAcIna-sRzwi--gata--sADaka-Bakta-rUpANi
   svasyādhiṣṭhānāni sisṛkṣur bhavati prakṛtyā saha teṣu līneṣu	svasya-aDizWAnAni sisRkzuH Bavati prakRtyA saha tezu lInezu
   āvirbhāvanārthām īkṣāṃ karoti tadā pṛthak svarūpa-śakter itarāsau jīva-	AvirBAvanA-arTAm IkzAm karoti tadA pRTak svarUpa--SakteH itarAsO jIva-
   māyākhyā śaktiḥ pūrvavat tac-ceṣṭātmaka-prabhāvābhāsoddīptā rajaḥ sṛjati	mAyA-AKyA SaktiH pUrvavat tac-cezwA-Atmaka--praBAva-ABAsa-uddIptAH rajaH sRjati
   svāṃśa-bhūtād guṇa-traya-sāmyād avyaktād vikṣipati udbodhayatīti vā | yad	sva-aMSa--BUtAt guNa-traya--sAmyAt avyaktAt vikzipati udboDayati-iti vA | yat-
   vā pṛthaṅ-māyānugata eṣa kāla eva sṛjati tathāsau-padena ca kāla evocyate	vA pRTaF-mAyA-anugataH eza kAlaH eva sRjati taTA-asO-padena ca kAlaH eva-ucyate
   atha vicitrāsu nānā-guṇa-vaicitrī-matīṣu tal-lakṣaṇāsu pūrṣu yadā rantum	aTa vicitrAsu nAnA--guNa--vEcitrI-matIzu tal--lakzaNAsu pUrzu yadA rantum
   icchur bhavati tadāsau sattvaṃ sṛjati, yadā punas tābhir eva militvā	icCuH Bavati tadA-asO sattvam sRjati, yadA punar tABiH eva militvA
   śayiṣyamāṆaḥ śayitum icchur bhavatīty arthaḥ | tadāsau tamaḥ sṛjatīti |	SayizyamAṆaH Sayitum icCuH Bavati-iti arTaH | tadA-asO tamaH sRjati-iti |
   tato	tatas-
   bhakta-nimittam eva sarvā eva sṛṣṭy-ādi-kriyāḥ pravartante iti bhāvaḥ |	Bakta--nimittam eva sarvAH eva sRzwi--Adi-kriyAH pravartante iti BAvaH |
   yathāṅgīkṛtam ekādaśasya tṛtīye ṭīkākṛdbhir api | kim arthaṃ sasarja sva-	yaTA-aFgIkRtam ekAdaSasya tRtIye wIkA-kRdBiH api | kim arTam sasarja sva-
   mātrātma-prasiddhaye | svaṃ mimīte pramimīte ātmānam upāste yaḥ sa sva-	mAtR-Atma--prasidDaye | svam mimIte pramimIte AtmAnam upAste yaH sa sva-
   mātā tasyātmano jīvasya prakṛṣṭā ye siddhaya iti śayanam atra	mAtA tasya-AtmanaH jIvasya prakRzwAH ye sidDayaH iti Sayanam atra
   puruṣāvatārasya kadācit pralayodadhau yoga-nidrā kadācid bhagavat-praveśo	puruza-avatArasya kadAcid pralaya-udaDO yoga-nidrA kadAcid Bagavat--praveSaH-
   vā | yadyapi sarveṣv api jīveṣu antaryāmitayā parameśvaras tiṣṭhati	vA | yadi-api sarvezu api jIvezu antaryAmi-tayA parameSvaraH tizWati
   tathāpi	taTA-api
   tatrāsaṃsaktatvād asthita eva bhavati tad bhakteṣu tu samāsaktatvān na	tatra-asaMsakta-tvAt asTitaH eva Bavati tat Baktezu tu samAsakta-tvAt na
   tatheti | na ca tat-saṅgādau tasyeccheti yathokta-vyākhyānam eva balavat |	taTA-iti | na ca tat-saFga-AdO tasya-icCA-iti yaTA-ukta--vyAKyAnam eva balavat |
   tathā ca śrī-bhagavad-upaniṣadaḥ	taTA ca SrI--Bagavat--upanizadaH
   matsthāni sarvabhūtāni na cāhaṃ teṣv avasthitaḥ |	mad-sTAni sarva-BUtAni na ca-aham tezu avasTitaH |
   na ca matsthāni bhūtāni paśya me yogam aiśvaram || [Gītā 9.4-5] iti	na ca mad-sTAni BUtAni paSya me yogam ESvaram || [GItA 9.4-5] iti
   ye bhajanti tu māṃ bhaktyā mayi te teṣu cāpy aham || [Gītā 9.29] iti ca |	ye Bajanti tu mAm BaktyA mayi te tezu ca-api aham || [GItA 9.29] iti ca |
   uktaṃ ca hari-bhakti-sudhodaye -	uktam ca hari--Bakti-suDA-udaye -
   bhaktānāṃ hṛdayaṃ śāntaṃ saśriyo me priyaṃ gṛham |	BaktAnAm hRdayam SAntam sa-SriyaH me priyam gRham |
   vasāmi tatra śobhaiva vaikuṇṭhākhyād ivarṇanā || iti |	vasAmi tatra SoBA-eva vEkuNWa-AKyAt ivaRNanA || iti |
   evaṃ prasaṅgena sṛṣṭi-pralayāv api vyākhyāya punaḥ pālanam eva	evam prasaFgena sRzwi--pralayO api vyAKyAya punar pAlanam eva
   vyācakṣāṇaḥ prakaraṇam upasaṃharati sārdhena --	vyAcakzANaH prakaraNam upasaMharati sArDena --
   kālaṃ carantaṃ sṛjatīśa āśrayaṃ	kAlam carantam sRjati-ISaH ASrayam
   pradhāna-pumbhyāṃ nara-deva satya-kṛt |	praDAna--pumByAm nara-deva satya-kRt |
   ya eṣa rājann api kāla īśitā	yaH eza rAjan api kAlaH ISitA
   sattvaṃ surānīkam ivaidhayaty ataḥ |	sattvam sura-anIkam iva-eDayati atas |
   tat-pratyanīkān asurān sura-priyo	tat--pratyanIkAn asurAn sura-priyaH-
   rajas-tamaskān pramiṇoty uruśravāḥ || [BhP 7.1.11]	rajas-tamaskAn pramiNoti uruSravAH || [Bhj 7.1.11]
   satya-kṛt svarūpa-śakti-vilāsenaiva svayaṃ	satya-kRt svarUpa--Sakti-vilAsena-eva svayam
   paramārtha-satya-kriyāvirbhāvaka	parama-arTa--satya--kriyA-virBAvaka
   eva san sva-ceṣṭā-rūpaṃ kālaṃ sṛjati vyañjayati | kiṃ kurvantaṃ pradhāna-	eva san sva--cezwA-rUpam kAlam sRjati vyaQjayati | kim kurvantam praDAna-
   puṃbhyāṃ ca carantaṃ tat-tat-sambandhānāṃ sādhaka-bhaktānāṃ devādi-	puMByAm ca carantam tat-tat--sambanDAnAm sADaka--BaktAnAm deva-Adi-
   praviṣṭaṃ nija-tejo'ṃśānāṃ ca sāhāyyaa-hetor eva sṛjyamānatayā	pravizwam nija--tejaH-aMSAnAm ca sAhAyyaa--hetoH eva sRjyamAna-tayA
   utpattaivāvyakta-jīva-saṅghātābhyāṃ carantam ataeva sannidhānenaiva tayos	utpattA-eva-avyakta--jIva--saFGAtAByAm carantam ataeva sanniDAnena-eva tayos
   tat-tad-avasthānām āśrayam udbhava-hetuṃ ca | narad-deveti sambodhanena	tat--tad--avasTAnAm ASrayam udBava--hetum ca | narad-deva-iti samboDanena
   yathā nijaiṣayā mukhyam eva kāryaṃ kurvatas tava tathaivānayad api	yaTA nija-ezayA muKyam eva kAryam kurvataH tava taTA-eva-Anayat api
   kṣudrataraṃ svayam eva sidhyati tadvad ihāpīti bodhitam | tato ya eṣa	kzudrataram svayam eva siDyati tadvat iha-api-iti boDitam | tatas yaH eza
   ceṣṭā-	cezwA-
   rūpaḥ kāla sa sattvaṃ satrtva-pradhānaṃ surānīkameghayatīva tata eva ta-	rUpaH kAla sa sattvam satrtva--praDAnam surA-anIka-meGayati-iva tatas eva ta-
   pratyanīkān rajas-tamaḥ-pradhānān asurān pramiṇotīva hinstīva, ye tu	pratyanIkAn rajas--tamaH-praDAnAn asurAn pramiNoti-iva hinstIva, ye tu
   deveṣu bhaktā asureṣu bhakta-dveṣiṇas tān svayaṃ pālayati caiveti pūrvem	devezu BaktAH asurezu Bakta--dveziNaH tAn svayam pAlayati ca-eva-iti pUrvem
   evoktam | yasmāt tac-ceṣṭā-lakṣaṇasya kālasyaivaṃ vārtā tasmād īśitāpi	eva-uktam | yasmAt tat--cezwA--lakzaNasya kAlasya-evam vArtA tasmAt ISitA-api
   edhayatīva pramiṇotīva ceti | he rājann iti pūrvābhiprāyam eva |	eDayati-iva pramiNoti-iva ca-iti | he rAjan iti pUrva-aBiprAyam eva |
   nanu yadi ceśituḥ prayojanaṃ na bhavati tarhi kathaṃ kadāpy asurān api	nanu yadi ca-ISituH prayojanam na Bavati tarhi kaTam kadApi asurAn api
   sva-	sva-
   pakṣān vidhāya devair na yudhyeta, tatrāha sura-priyaḥ | sureṣu vartamānāḥ	pakzAn viDAya devEH na yuDyeta, tatra-Aha sura-priyaH | surezu vartamAnAH
   priyā bhaktā yasya saḥ | sattva-pradhāneṣu sureṣu prāyaśas teṣāṃ sarveṣām	priyA BaktAH yasya saH | sattva--praDAnezu surezu prAyaSas tezAm sarvezAm
   anugamanenaiva tasyānugamanam | kadācid bṛhaspaty-ādiṣu mahatsv	anugamanena-eva tasya-anugamanam | kadAcid bRhaspati--Adizu mahatsu-
   aparādhe tu teṣāṃ mālinyena suratvācchādanāt teṣāṃ tasya caiteṣv	aparADe tu tezAm mAlinyena sura-tva-AcCAdanAt tezAm tasya ca-etezu-
   ananugamanaṃ syād iti | jayakāle tu sattvasyety ādy uktam iti bhāvaḥ |	ananugamanam syAt iti | jaya-kAle tu sattvasya-iti Adi uktam iti BAvaH |
   nanu kathaṃ te'pi tān nānugacchanti tatrāha - rajas-tamaskān iti |	nanu kaTam te-api tAn na-anugacCanti tatra-Aha  rajas-tamaskAn iti |
   atyanta-	atyanta-
   bhagavad-bahirmukhatā-karayor guṇayor arocakatvād eveti bhāvaḥ | tary asau	Bagavat--bahirmuKa-tA-karayoH guNayoH arocaka-tvAt eva-iti BAvaH | tari asO
   sadaivāsurāṇāṃ nigraham eva karotīty athāpy asamañjasyam ity āśaṅkyāha	sadA-eva-asurANAm nigraham eva karoti-iti aTa-api asamaQjasyam iti ASaFkya-Aha
   uruśravāḥ | uru sarvato vistṛtaṃ mahattamaṃ vā śravaḥ kīrtir yasya sa	uruSravAH | uru sarvatas vistRtam mahattamam vA SravaH kIrtiH yasya sa
   teṣām	tezAm
   apy anugrahaṃ karotīti bhāvaḥ |	api anugraham karoti-iti BAvaH |
   tad evaṃ siddhāntaṃ pradarśya tatra sva-bhaktānugraha-mātra-prayojanas tat	tat evam sidDAntam pradarSya tatra sva-Bakta-anugraha--mAtra--prayojanaH tat-
   tat karoti pareśa iti pratijñātārthodāharaṇāya	tat karoti pareSaH iti pratijQAta-arTa-udAharaNAya
   prahlāda-jaya-vijayādi-kṛpāyāḥ	prahlAda--jaya--vijaya-Adi--kRpAyAH
   sūcakam itihāsa-viśeṣam āha --	sUcakam itihAsa--viSezam Aha --
   atraivodāhṛtaḥ pūrvam	atra-eva-udAhRtaH pUrvam
   itihāsaṃ surarṣiṇā |	itihAsam sura-RziNA |
   prītyā mahākratau rājan	prItyA mahA-kratO rAjan
   pṛcchate'jāta-śatrave || ity [BhP 7.1.12] ādi | ṭīkaiva dṛśyā || 7.1 ||	pRcCate-ajAta--Satrave || iti [Bhj 7.1.12] Adi | wIkA-eva dRSyAH || 7.1 ||
   śrī-	SrI-
   śukaḥ ||93-104||	SukaH ||93-104||
   tad evaṃ sarve api vaiṣamya-nairghṛṇye parihṛte | īśvaras tu paryanyavad	tat evam sarve api vEzamya-nErGRNye parihRte | ISvaraH tu paryanyavat-
   draṣṭavya ity asya brahma-sūtra-nirgatārtha-nyāyasyāpy atraivāntarbhāva-	drazwavyaH iti asya brahma-sUtra--nirgata-arTa--nyAyasya-api atra-eva-antarBAva-
   siddheḥ | iti brahma-bhagavat-paramātmāno vivṛtāḥ | tad evaṃ trivyūhatvam	sidDeH | iti brahma-Bagavat--paramAtmAnaH vivRtAH | tat evam tri-vyUha-tvam
   eva vyākhyātam | kvacid vāsudevādi-caturvyūhāditvaṃ ca dṛśyate | sa ca	eva vyAKyAtam | kvacid vAsudeva-Adi--catur-vyUha-Adi-tvam ca dRSyate | sa ca
   bhedaḥ kasyacit kenacid abheda-vivakṣayā ca nāyuktaḥ| tad uktaṃ mokṣa-	BedaH kasyacid kenacid aBeda--vivakzayA ca na-ayuktaH| tat uktam mokza-
   dharme nārāyaṇīye --	Darme nArAyaNIye --
   eka-vyūha-vibhāgo vā kvacid dvi-vyūha-saṃjñitaḥ |	eka-vyUha--viBAgaH vA kvacid dvi--vyUha--saMjQitaH |
   tri-vyūhaś cāpi saṅkhyātaś caturvyūhaś ca dṛśyate || iti [Mbh 12.336.53]	tri-vyUhaH ca-api saFKyAtaH catur-vyUhaH ca dRSyate || iti [MB 12.336.53]
   śrutiś ca - sa ekadhā bhavati dvidhā bhavatīty [Chā 7.26.2] ādyā |	SrutiH ca  saH ekaDA Bavati dviDA Bavati-iti [ChA 7.26.2] AdyAH |
   atha pūrva-rītyā caturvyūhatvādy-avisaṃvāditayā yad atra tri-vyūhatvaṃ	aTa pUrva--rItyA catur-vyUha-tva-Adi--a-visaMvAdi-tayA yat atra tri-vyUha-tvam
   tatra	tatra
   prathama-vyūhasya śrī-bhagavata eva mukhyatvaṃ yat-pratipādakatvenaivāsya	praTama--vyUhasya SrI--BagavataH eva muKya-tvam yat--pratipAdaka-tvena-eva-asya
   śrī-bhāgavatam ity ākhyā | yathoktam - idaṃ bhāgavataṃ nāma purāṇaṃ	SrI--BAgavatam iti AKyA | yaToktam  idam BAgavatam nAma purANam
   brahma-sammitam iti | tasya hi prādhānye ṣaḍ-vidhena liṅgena tātparyam api	brahma-sammitam iti | tasya hi prADAnye zax-viDena liFgena tAtparyam api
   paryālocyate |	paryAlocyate |
   upakramopasaṃhārāv abhyāso'pūrvatā phalam |	upakrama-upasaMhArO aByAsaH-apUrvatA Palam |
   arthavādopapattī ca liṅgaṃ tātparya-nirṇaye || ity ukta-prakāreṇa |	arTavAda-upapattI ca liFgam tAtparya--nirNaye || iti ukta--prakAreNa |
   tathā hi tāvad upakramopasaṃhārayor aikyena --	taTA hi tAvat upakrama-upasaMhArayoH Ekyena --
   janmādy asya yato 'nvayād itarataś cārtheṣv abhijñaḥ svarāṭ	janma-Adi asya yatas anvayAt itaratas ca-arTezu aBijQaH svarAj-
   tene brahma hṛdā ya ādi-kavaye muhyanti yat sūrayaḥ |	tene brahma hRdA yaH Adi-ka-vaye muhyanti yat sUrayaH |
   tejo-vāri-mṛdāṃ yathā vinimayo yatra tri-sargo 'mṛṣā	tejaH--vAri--mRdAm yaTA vinimayaH yatra tri-sargaH amRzA
