   akartā nityayajñānāṃ YSS_2.9a	akartA nitya-yajQAnAm YSH-_2.9a
   stena eva sa ucyate YSS_2.30b	stenaH eva saH ucyate YSH-_2.30b
   stenaṃ rājā nihanyate YSS_2.20d	stenam rAjA nihanyate YSH-_2.20d
   stenaḥ piśunavaktā ca YSS_2.18a	stenaH piSuna-vaktA ca YSH-_2.18a
   striyam eva prakurvāṇaṃ YSS_2.14c	striyam eva prakurvANam YSH-_2.14c
   striyaṃ tathāśvavad gacchamś YSS_2.57c	striyam taTA-aSva-vat gacCamH YSH-_2.57c
   striyā vā puruṣasya vā YS182v_4.2d	striyAH vA puruzasya vA YS182u-_4.2d
   striyo rogiṇa eva ca YSS_1.19d	striyaH rogiNaH eva ca YSH-_1.19d
   striyo rogiṇa eva ca YS78v_17d	striyaH rogiNaH eva ca YS78u-_17d
   striyo vyādhita eva ca YS182v_3.3d	striyaH vyADitaH eva ca YS182u-_3.3d
   striyo hatvāviśeṣeṇa YSS_1.23a	striyaH hatvA-aviSezeNa YSH-_1.23a
   strīṇāṃ caiva na saṃśayaḥ YS182v_4.36b	strINAm ca-eva na saMSayaH YS182u-_4.36b
   strīṇāṃ rajasvalānān tu YS78v_56a	strINAm rajasvalAnAn tu YS78u-_56a
   strīṇāṃ rajasvalānāṃ ca YS182v_3.64a	strINAm rajasvalAnAm ca YS182u-_3.64a
   strī vinaśyati garve[bhe]ṇa YS182v_4.60c	strI vinaSyati garve[-Be]Na YS182u-_4.60c
   strīsaṃparkādikaṃ sarvaṃ YS182v_5.2a	strI-saMparka-Adikam sarvam YS182u-_5.2a
   sthale dadyāj jalāñjalīn YS99v_98d	sTale dadyAt jala-aQjalIn YS99u-_98d
   sthāpite puṣkale tathā YS78v_67b	sTApite puzkale taTA YS78u-_67b
   sthitvā vā mahati kratau YS99v_31d	sTitvA vA mahati kratO YS99u-_31d
   snātvā kālena śuddhyati YS78v_57d	snAtvA kAlena SudDi-ati YS78u-_57d
   snātvā kālena śudhyati YS78v_61d	snAtvA kAlena SuDyati YS78u-_61d
   snātvā triṣavaṇaṃ vipraḥ YS99v_3c	snAtvA trizavaNam vipraH YS99u-_3c
   snātvā śuddhim avāpnuyāt YS99v_7d	snAtvA SudDim avApnuyAt YS99u-_7d
   snātvā snātvā spṛśet tan tu YS78v_53c	snAtvA snAtvA spRSet tat tu YS78u-_53c
   snānamātraṃ vidhīyate YS78v_42b	snAna-mAtram viDIyate YS78u-_42b
   snānahīnas tathaiva ca YS182v_4.51d	snAna-hInaH taTA-eva ca YS182u-_4.51d
   snānahīno malāśī syāt YS182v_4.52a	snAna-hInaH mala-ASI syAt YS182u-_4.52a
   snānaṃ devārcanaṃ dānaṃ YS182v_3.51c	snAnam deva-arcanam dAnam YS182u-_3.51c
   snānaṃ maithuninaḥ smṛtam YS99v_16b	snAnam mETuninaH smRtam YS99u-_16b
   snānaṃ yena vidhīyate YS99v_15b	snAnam yena viDIyate YS99u-_15b
   snānād vāpi hayakratau YSS_1.25d	snAnAt vA-api haya-kratO YSH-_1.25d
   snānena lepopahatasya śuddhiḥ YS78v_44d	snAnena lepa-upahatasya SudDiH YS78u-_44d
   snānena strī rajasvalā YS99v_77d	snAnena strI rajasvalA YS99u-_77d
   snāpayec cāgnisannidhau YS78v_63d	snApayet ca-agni-sanniDO YS78u-_63d
   snāpayed agnisaṃnidhau YS182v_3.69d	snApayet agni-saMniDO YS182u-_3.69d
   snehena ca tathā 'paraḥ YS182v_5.17d	snehena ca taTA aparaH YS182u-_5.17d
   sparśaś caiva bhaved yadi YS182v_3.64b	sparSaH ca-eva Bavet yadi YS182u-_3.64b
   spṛṣṭaṃ tena pramādāc ca YS182v_3.45c	spRzwam tena pramAdAt ca YS182u-_3.45c
   spṛṣṭā rajasvalā caiva YS78v_61a	spRzwA rajasvalA ca-eva YS78u-_61a
   spṛṣṭāspṛṣṭi yadā bhavet YS78v_56b	spRzwA-spRzwi yadA Bavet YS78u-_56b
   spṛṣṭvā rajasvalā kaiścit YS78v_62a	spRzwvA rajasvalA kEScid YS78u-_62a
   spṛṣṭvā rajasvalā 'nyonyaṃ YS182v_3.65a	spRzwvA rajasvalAH anyonyam YS182u-_3.65a
   spṛṣṭvā rajasvalā 'nyonyaṃ YS182v_3.66a	spRzwvA rajasvalAH anyonyam YS182u-_3.66a
   spṛṣṭvā rajasvalā 'nyonyaṃ YS182v_3.67a	spRzwvA rajasvalAH anyonyam YS182u-_3.67a
   spṛṣṭvā rajasvalā 'nyonyaṃ YS182v_3.68a	spRzwvA rajasvalAH anyonyam YS182u-_3.68a
   spṛṣṭvā rajasvalānyonyaṃ YS78v_58a	spRzwvA rajasvalA-anyonyam YS78u-_58a
   spṛṣṭvā rajasvalānyonyaṃ YS78v_59a	spRzwvA rajasvalA-anyonyam YS78u-_59a
   spṛṣṭvā rajasvalānyonyaṃ YS78v_60a	spRzwvA rajasvalA-anyonyam YS78u-_60a
   spṛṣṭvā rajasvalāṃ yāntu YS78v_57a	spRzwvA rajasvalAm yAntu YS78u-_57a
   svagotrād bhraśyate tataḥ YS99v_84d	sva-gotrAt BraSyate tatas YS99u-_84d
   svagotrād bhraśyate nārī YS99v_78a	sva-gotrAt BraSyate nArI YS99u-_78a
   svabhāvayuktam avyāptam YSS_1.4a	svaBAva-yuktam avyAptam YSH-_1.4a
   svabhāvayuktam avyāptam YS99v_97a	svaBAva-yuktam avyAptam YS99u-_97a
   svayam eva tu yaḥ pāpaṃ YSS_2.2a	svayam eva tu yaH pApam YSH-_2.2a
   svayaṃ vā na dvijo yadi YSS_2.65d	svayam vA na dvijaH yadi YSH-_2.65d
   svargaloke mahīyate YS99v_89d	svarga-loke mahIyate YS99u-_89d
   svargaloke mahīyate YS99v_91d	svarga-loke mahIyate YS99u-_91d
   svarṇasteyī gurudruhaḥ YS182v_4.22d	svarNa-steyI guru-druhaH YS182u-_4.22d
   svalpasāhasakarttā yaḥ YSS_2.74a	su-alpa-sAhasa-karttA yaH YSH-_2.74a
   svavṛṣaṃ yā parityajyāny YS78v_27a	sva-vRzam yA parityajyAni YS78u-_27a
   svasāraṃ ca pitur mātuḥ YSS_1.30a	svasAram ca pituH mAtuH YSH-_1.30a
   svasāraṃ duhitāṃ tathā YSS_1.29b	svasAram duhitAm taTA YSH-_1.29b
   svasāraṃ duhitāṃ tathā YS182v_3.7b	svasAram duhitAm taTA YS182u-_3.7b
   svasutāṃ mātulasya ca YSS_1.30b	sva-sutAm mAtulasya ca YSH-_1.30b
   svasṛduhitarau snuṣām YS99v_35b	svasR-duhitarO snuzAm YS99u-_35b
   svasthas trīṇi sahasrāṇi YS99v_9c	svasTaH trINi sahasrANi YS99u-_9c
   svāta vāpyos tathā kūpe YS78v_66a	svAta vApyoH taTA kUpe YS78u-_66a
   svādhyāyañ ca caturthakam YS78v_76d	svADyAyan ca caturTakam YS78u-_76d
   svādhyāye maraṇaṃ dhruvam YS78v_77d	svADyAye maraNam Druvam YS78u-_77d
   svāmigotreṇa kartavyās YS99v_78c	svAmi-gotreNa kartavyAH YS99u-_78c
   svāmitulyaṃ bhavet tasya YS182v_3.55c	svAmi-tulyam Bavet tasya YS182u-_3.55c
   svāmīyagaus tasya na khaṇḍanīyaḥ YSS_1.50d	svAmIyagOH tasya na KaNxanIyaH YSH-_1.50d
   svārthabhyo grāma eva tu YSS_2.72d	sva-arTaByaH grAmaH eva tu YSH-_2.72d
   svecchāpramādād yadi te mriyante YSS_1.53b	sva-icCA-pramAdAt yadi te mriyante YSH-_1.53b
   svena bhartrā saha śrāddhaṃ YS99v_80a	svena BartrA saha SrAdDam YS99u-_80a
   svenaiva prapitāmahī YS99v_80d	svena-eva prapitAmahI YS99u-_80d
   hatvā kakaraṃ divā tu YSS_2.43a	hatvA kakaram divA tu YSH-_2.43a
   hatvā garbham acetanam YS99v_43d	hatvA garBam acetanam YS99u-_43d
   hatvā gāṃ kṣatriyaṃ vaiśyaṃ YSS_1.23c	hatvA gAm kzatriyam vESyam YSH-_1.23c
   hatvā śatam avāpnoti YSS_2.5c	hatvA Satam avApnoti YSH-_2.5c
   hatvā saṃkīrṇayonijam YSS_1.22b	hatvA saMkIrNa-yoni-jam YSH-_1.22b
   hayājāvipaśuṣv api YSS_1.27b	haya-aja-avipa-Suzu api YSH-_1.27b
   havanaṃ ca praṇaśyati YS182v_3.51d	havanam ca praNaSyati YS182u-_3.51d
   havanaṃ ca prayatnena YS182v_4.38a	havanam ca prayatnena YS182u-_4.38a
   havirguṇā na vaktavyāḥ YS182v_3.28a	haviH-guNAH na vaktavyAH YS182u-_3.28a
   havirguṇā na vaktavyāḥ YS78v_39a	haviH-guNAH na vaktavyAH YS78u-_39a
   havyakavye niyoktavya YS182v_3.39c	havya-kavye niyoktavyaH YS182u-_3.39c
   havyakavyeṣu mantravit YS78v_40b	havya-kavyezu mantra-vid YS78u-_40b
   havyakavyeṣv amantritaḥ YS182v_3.29b	havya-kavyezu amantritaH YS182u-_3.29b
   havye kavye ca karmaṇi YS78v_34b	havye kavye ca karmaNi YS78u-_34b
   hasangrāsaṃ ca yo bhuṅkte YS182v_3.33a	hasan-grAsam ca yaH BuFkte YS182u-_3.33a
   hasteśv āsanadāne ca YS182v_3.30c	hasteSu Asana-dAne ca YS182u-_3.30c
   hastau kṛtvā susaṃyuktau YS99v_93a	hastO kRtvA su-saMyuktO YS99u-_93a
   hiṅguñ ca vṛkṣaniryāsaiḥ YSS_2.38c	hiFgun ca vRkza-niryAsEH YSH-_2.38c
   hinasti bhāryāṃ sasutaṃ kalatram YSS_1.41b	hinasti BAryAm sa-sutam kalatram YSH-_1.41b
   hiraṇyaṃ lobhalipsayā YS182v_4.60b	hiraNyam loBa-lipsayA YS182u-_4.60b
   hṛtavittaṃ vivāsayet YSS_2.21d	hRta-vittam vivAsayet YSH-_2.21d
   hṛdayaṃ viṣṭhayā liptaṃ YSS_2.23c	hRdayam vizWayA liptam YSH-_2.23c
   hṛdayenānucintayet YS99v_92b	hRdayena-anucintayet YS99u-_92b
   haitukaḥ śūdrayājī ca YS182v_3.35c	hEtukaH SUdra-yAjI ca YS182u-_3.35c
   haitukaḥ śūdrayājī ca YS78v_30c	hEtukaH SUdra-yAjI ca YS78u-_30c
   homena sa viśuddhyati YS78v_7d	homena sa viSudDi-ati YS78u-_7d
