   BhP_06.01.001/0 śrīparīkṣiduvāca	Bhu-_06.01.001/0 SrIparIkzit-uvAca
   BhP_06.16.053/2 ātmānamekadeśasthaṃ manyate svapna utthitaḥ	Bhu-_06.16.053/2 AtmAnam-eka-deSa-sTam manyate svapnaH utTitaH
   BhP_06.16.054/1 evaṃ jāgaraṇādīni jīvasthānāni cātmanaḥ	Bhu-_06.16.054/1 evam jAgaraNa-AdIni jIva-sTAnAni ca-AtmanaH
   BhP_06.16.054/2 māyāmātrāṇi vijñāya taddraṣṭāraṃ paraṃ smaret	Bhu-_06.16.054/2 mAyA-mAtrANi vijQAya tat-drazwAram param smaret-
   BhP_06.16.055/1 yena prasuptaḥ puruṣaḥ svāpaṃ vedātmanastadā	Bhu-_06.16.055/1 yena prasuptaH puruzaH svApam veda-AtmanaH-tadA
   BhP_06.16.055/2 sukhaṃ ca nirguṇaṃ brahma tamātmānamavehi mām	Bhu-_06.16.055/2 suKam ca nirguNam brahma tam-AtmAnam-avehi mAm
   BhP_06.16.056/1 ubhayaṃ smarataḥ puṃsaḥ prasvāpapratibodhayoḥ	Bhu-_06.16.056/1 uBayam smarataH puMsaH prasvApa-pratiboDayoH
   BhP_06.16.056/2 anveti vyatiricyeta taj jñānaṃ brahma tat param	BhP_06.16.056/2 anveti vyatiricyeta tat jQAnam brahma tat param
   BhP_06.16.057/1 yadetadvismṛtaṃ puṃso madbhāvaṃ bhinnamātmanaḥ	Bhu-_06.16.057/1 yat-etat-vismRtam puMsaH mad-BAvam Binnam-AtmanaH
   BhP_06.16.057/2 tataḥ saṃsāra etasya dehāddeho mṛtermṛtiḥ	Bhu-_06.16.057/2 tatas saMsAraH etasya dehAt-dehaH mRteH-mRtiH
   BhP_06.16.058/1 labdhveha mānuṣīṃ yoniṃ jñānavijñānasambhavām	Bhu-_06.16.058/1 labDvA-iha mAnuzIm yonim jQAna-vijQAna-samBavAm
   BhP_06.16.058/2 ātmānaṃ yo na buddhyeta na kvacit kṣemamāpnuyāt	Bhu-_06.16.058/2 AtmAnam yaH na budDyeta na kvacid kzemam-ApnuyAt-
   BhP_06.16.059/1 smṛtvehāyāṃ parikleśaṃ tataḥ phalaviparyayam	Bhu-_06.16.059/1 smRtvA-IhAyAm parikleSam tatas Pala-viparyayam
   BhP_06.16.059/2 abhayaṃ cāpy anīhāyāṃ saṅkalpādviramet kaviḥ	Bhu-_06.16.059/2 aBayam ca-api anIhAyAm saFkalpAt-viramet kaviH
   BhP_06.16.060/1 sukhāya duḥkhamokṣāya kurvāte dampatī kriyāḥ	Bhu-_06.16.060/1 suKAya duHKa-mokzAya kurvAte dampatI kriyAH
   BhP_06.16.060/2 tato 'nivṛttiraprāptirduḥkhasya ca sukhasya ca	Bhu-_06.16.060/2 tatas anivRttiH-aprAptiH-duHKasya ca suKasya ca
   BhP_06.16.061/1 evaṃ viparyayaṃ buddhvā nṛṇāṃ vijñābhimāninām	Bhu-_06.16.061/1 evam viparyayam budDvA nRNAm vijQA-aBimAninAm
   BhP_06.16.061/2 ātmanaśca gatiṃ sūkṣmāṃ sthānatrayavilakṣaṇām	Bhu-_06.16.061/2 AtmanaH-ca gatim sUkzmAm sTAna-traya-vilakzaNAm
   BhP_06.16.062/1 dṛṣṭaśrutābhirmātrābhirnirmuktaḥ svena tejasā	Bhu-_06.16.062/1 dRzwa-SrutABiH-mAtrABiH-nirmuktaH svena tejasA
   BhP_06.16.062/2 jñānavijñānasantṛpto madbhaktaḥ puruṣo bhavet	Bhu-_06.16.062/2 jQAna-vijQAna-santRptaH mad-BaktaH puruzaH Bavet-
   BhP_06.16.063/1 etāvān eva manujairyoganaipuṇyabuddhibhiḥ	Bhu-_06.16.063/1 etAvAn eva manujEH-yoga-nEpuNya-budDiBiH
   BhP_06.16.063/2 svārthaḥ sarvātmanā jñeyo yat parātmaikadarśanam	Bhu-_06.16.063/2 sva-arTaH sarva-AtmanA jQeyaH yat para-Atma-eka-darSanam
   BhP_06.16.064/1 tvametac chraddhayā rājannapramatto vaco mama	Bhu-_06.16.064/1 tvam-etat SradDayA rAjan=-apramattaH vacaH mama
   BhP_06.16.064/2 jñānavijñānasampanno dhārayannāśu sidhyasi	Bhu-_06.16.064/2 jQAna-vijQAna-sampannaH DArayan=-ASu siDyasi
   BhP_06.16.065/0 śrīśuka uvāca	BhP_06.16.065/0 SrI-SukaH uvAca
   BhP_06.16.065/1 āśvāsya bhagavān itthaṃ citraketuṃ jagadguruḥ	Bhu-_06.16.065/1 ASvAsya BagavAn itTam citraketum jagadguruH
   BhP_06.16.065/2 paśyatastasya viśvātmā tataścāntardadhe hariḥ	Bhu-_06.16.065/2 paSyataH-tasya viSvAtmA tatas-ca-antardaDe hariH
   BhP_06.17.001/0 śrīśuka uvāca	BhP_06.17.001/0 SrI-SukaH uvAca
   BhP_06.17.001/1 yataścāntarhito 'nantastasyai kṛtvā diśe namaḥ	Bhu-_06.17.001/1 yatas-ca-antarhitaH anantaH-tasyE kRtvA diSe namaH
   BhP_06.16.001/2 vidyādharaścitraketuścacāra gagane caraḥ	Bhu-_06.16.001/2 vidyADaraH-citraketuH-cacAra gagane caraH
   BhP_06.17.002/1 sa lakṣaṃ varṣalakṣāṇāmavyāhatabalendriyaḥ	Bhu-_06.17.002/1 sa lakzam varza-lakzANAm-avyAhata-bala-indriyaH
   BhP_06.17.002/2 stūyamāno mahāyogī munibhiḥ siddhacāraṇaiḥ	Bhu-_06.17.002/2 stUyamAnaH mahA-yogI muniBiH sidDa-cAraNEH
   BhP_06.17.003/1 kulācalendradroṇīṣu nānāsaṅkalpasiddhiṣu	Bhu-_06.17.003/1 kula-acala-indra-droNIzu nAnA-saFkalpa-sidDizu
   BhP_06.17.003/2 reme vidyādharastrībhirgāpayan harimīśvaram	Bhu-_06.17.003/2 reme vidyADara-strIBiH-gApayan harim-ISvaram
   BhP_06.17.004/1 ekadā sa vimānena viṣṇudattena bhāsvatā	Bhu-_06.17.004/1 ekadA sa vimAnena vizNudattena BAsvatA
   BhP_06.17.004/2 giriśaṃ dadṛśe gacchan parītaṃ siddhacāraṇaiḥ	Bhu-_06.17.004/2 giriSam dadRSe gacCan parItam sidDa-cAraNEH
   BhP_06.17.005/1 āliṅgyāṅkīkṛtāṃ devīṃ bāhunā munisaṃsadi	Bhu-_06.17.005/1 AliFgya-aFkIkRtAm devIm bAhunA muni-saMsadi
   BhP_06.17.005/2 uvāca devyāḥ śṛṇvantyā jahāsoccaistadantike	Bhu-_06.17.005/2 uvAca devyAH SRNvantyAH jahAsa-uccEs-tad-antike
   BhP_06.17.006/0 citraketuruvāca	BhP_06.17.006/0 citraketuH-uvAca
   BhP_06.17.006/1 eṣa lokaguruḥ sākṣāddharmaṃ vaktā śarīriṇām	BhP_06.17.006/1 eza lokaguruH sAkzAt-Darmam vaktA SarIriNAm
   BhP_06.17.006/2 āste mukhyaḥ sabhāyāṃ vai mithunībhūya bhāryayā	Bhu-_06.17.006/2 Aste muKyaH saBAyAm vE miTunIBUya BAryayA
   BhP_06.17.007/1 jaṭādharastīvratapā brahmavādisabhāpatiḥ	BhP_06.17.007/1 jawA-DaraH-tIvra-tapAH brahma-vAdi-saBA-patiH
   BhP_06.17.007/2 aṅkīkṛtya striyaṃ cāste gatahrīḥ prākṛto yathā	Bhu-_06.17.007/2 aFkIkRtya striyam ca-Aste gata-hrIH prAkRtaH yaTA
   BhP_06.17.008/1 prāyaśaḥ prākṛtāścāpi striyaṃ rahasi bibhrati	Bhu-_06.17.008/1 prAyaSas prAkRtAH-ca-api striyam rahasi biBrati
   BhP_06.17.008/2 ayaṃ mahāvratadharo bibharti sadasi striyam	Bhu-_06.17.008/2 ayam mahA-vrata-DaraH biBarti sadasi striyam
   BhP_06.17.009/0 śrīśuka uvāca	BhP_06.17.009/0 SrI-SukaH uvAca
   BhP_06.17.009/1 bhagavān api tac chrutvā prahasyāgādhadhīrnṛpa	Bhu-_06.17.009/1 BagavAn api tat SrutvA prahasya-agADa-DIH-nRpa
   BhP_06.17.009/2 tūṣṇīṃ babhūva sadasi sabhyāśca tadanuvratāḥ	Bhu-_06.17.009/2 tUzNIm baBUva sadasi saByAH-ca tad-anuvratAH
   BhP_06.17.010/1 ity atadvīryaviduṣi bruvāṇe bahvaśobhanam	Bhu-_06.17.010/1 iti atat-vIrya-viduzi bruvANe bahu-aSoBanam
   BhP_06.17.010/2 ruṣāha devī dhṛṣṭāya nirjitātmābhimānine	Bhu-_06.17.010/2 ruzAha devI DRzwAya nirjita-AtmA-aBimAnine
   BhP_06.17.011/0 śrīpārvaty uvāca	Bhu-_06.17.011/0 SrIpArvatI uvAca
   BhP_06.17.011/1 ayaṃ kimadhunā loke śāstā daṇḍadharaḥ prabhuḥ	Bhu-_06.17.011/1 ayam kim-aDunA loke SAstA daNxa-DaraH praBuH
   BhP_06.17.011/2 asmadvidhānāṃ duṣṭānāṃ nirlajjānāṃ ca viprakṛt	Bhu-_06.17.011/2 asmadviDAnAm duzwAnAm nirlajjAnAm ca viprakRt-
   BhP_06.17.012/1 na veda dharmaṃ kila padmayonir na brahmaputrā	Bhu-_06.17.012/1 na veda Darmam kila padmayoniH na brahma-putrA
   bhṛgunāradādyāḥ	BRgu-nArada-AdyAH
   BhP_06.17.012/2 na vai kumāraḥ kapilo manuśca ye no niṣedhanty ativartinaṃ	Bhu-_06.17.012/2 na vE kumAraH kapilaH manuH-ca ye naH nizeDanti ativartinam
   haram	haram
   BhP_06.17.013/1 eṣāmanudhyeyapadābjayugmaṃ jagadguruṃ maṅgalamaṅgalaṃ	Bhu-_06.17.013/1 ezAm-anuDyeya-pada-abja-yugmam jagadgurum maFgala-maFgalam
   svayam	svayam
   BhP_06.17.013/2 yaḥ kṣatrabandhuḥ paribhūya sūrīn praśāsti dhṛṣṭastadayaṃ	Bhu-_06.17.013/2 yaH kzatrabanDuH pariBUya sUrIn praSAsti DRzwaH-tat-ayam
   hi daṇḍyaḥ	hi daNxyaH
   BhP_06.17.014/1 nāyamarhati vaikuṇṭha pādamūlopasarpaṇam	Bhu-_06.17.014/1 na-ayam-arhati vEkuNWa pAda-mUla-upasarpaNam
   BhP_06.17.014/2 sambhāvitamatiḥ stabdhaḥ sādhubhiḥ paryupāsitam	Bhu-_06.17.014/2 samBAvita-matiH stabDaH sADuBiH paryupAsitam
   BhP_06.17.015/1 ataḥ pāpīyasīṃ yonimāsurīṃ yāhi durmate	Bhu-_06.17.015/1 atas pApIyasIm yonim-AsurIm yAhi durmate
   BhP_06.17.015/2 yatheha bhūyo mahatāṃ na kartā putra kilbiṣam	Bhu-_06.17.015/2 yaTA-iha BUyas mahatAm na kartA putra kilbizam
   BhP_06.17.016/0 śrīśuka uvāca	BhP_06.17.016/0 SrI-SukaH uvAca
   BhP_06.17.016/1 evaṃ śaptaścitraketurvimānādavaruhya saḥ	Bhu-_06.17.016/1 evam SaptaH-citraketuH-vimAnAt-avaruhya saH
   BhP_06.17.016/2 prasādayāmāsa satīṃ mūrdhnā namreṇa bhārata	Bhu-_06.17.016/2 prasAdayAmAsa satIm mUrDnA namreNa BArata
   BhP_06.17.017/0 citraketuruvāca	BhP_06.17.017/0 citraketuH-uvAca
   BhP_06.17.017/1 pratigṛhṇāmi te śāpamātmano 'ñjalināmbike	Bhu-_06.17.017/1 pratigRhNAmi te SApam-AtmanaH aQjalinA-ambike
   BhP_06.17.017/2 devairmartyāya yat proktaṃ pūrvadiṣṭaṃ hi tasya tat	Bhu-_06.17.017/2 devEH-martyAya yat proktam pUrva-dizwam hi tasya tat-
   BhP_06.17.018/1 saṃsāracakra etasmiñ janturajñānamohitaḥ	Bhu-_06.17.018/1 saMsAra-cakraH etasmin jantuH-ajQAna-mohitaH
   BhP_06.17.018/2 bhrāmyan sukhaṃ ca duḥkhaṃ ca bhuṅkte sarvatra sarvadā	Bhu-_06.17.018/2 BrAmyan suKam ca duHKam ca BuFkte sarvatra sarvadA
   BhP_06.17.019/1 naivātmā na paraścāpi kartā syāt sukhaduḥkhayoḥ	Bhu-_06.17.019/1 na-eva-AtmA na paraH-ca-api kartA syAt suKa-duHKayoH
   BhP_06.17.019/2 kartāraṃ manyate 'trājña ātmānaṃ parameva ca	Bhu-_06.17.019/2 kartAram manyate atra-ajQaH AtmAnam param-eva ca
   BhP_06.17.020/1 guṇapravāha etasmin kaḥ śāpaḥ ko nvanugrahaḥ	Bhu-_06.17.020/1 guNa-pravAhaH etasmin kaH SApaH kaH nu-anugrahaH
   BhP_06.17.020/2 kaḥ svargo narakaḥ ko vā kiṃ sukhaṃ duḥkhameva vā	BhP_06.17.020/2 kaH svargaH narakaH kaH vA kim suKam duHKam-eva vA
   BhP_06.17.021/1 ekaḥ sṛjati bhūtāni bhagavān ātmamāyayā	Bhu-_06.17.021/1 ekaH sRjati BUtAni BagavAn Atma-mAyayA
   BhP_06.17.021/2 eṣāṃ bandhaṃ ca mokṣaṃ ca sukhaṃ duḥkhaṃ ca niṣkalaḥ	Bhu-_06.17.021/2 ezAm banDam ca mokzam ca suKam duHKam ca nizkalaH
   BhP_06.17.022/1 na tasya kaściddayitaḥ pratīpo na jñātibandhurna paro na	Bhu-_06.17.022/1 na tasya kaScid-dayitaH pratIpaH na jQAti-banDuH-na paraH na
   ca svaḥ	ca svar-
   BhP_06.17.022/2 samasya sarvatra nirañjanasya sukhe na rāgaḥ kuta eva	Bhu-_06.17.022/2 samasya sarvatra niraQjanasya suKe na rAgaH kutas eva
   roṣaḥ	rozaH
   BhP_06.17.023/1 tathāpi tacchaktivisarga eṣāṃ sukhāya duḥkhāya hitāhitāya	Bhu-_06.17.023/1 taTA-api tad-Sakti-visargaH ezAm suKAya duHKAya hita-ahitAya
   BhP_06.17.023/2 bandhāya mokṣāya ca mṛtyujanmanoḥ śarīriṇāṃ saṃsṛtaye	Bhu-_06.17.023/2 banDAya mokzAya ca mRtyu-janmanoH SarIriNAm saMsRtaye
   'vakalpate	avakalpate
   BhP_06.17.024/1 atha prasādaye na tvāṃ śāpamokṣāya bhāmini	Bhu-_06.17.024/1 aTa prasAdaye na tvAm SApa-mokzAya BAmini
   BhP_06.17.024/2 yan manyase hy asādhūktaṃ mama tat kṣamyatāṃ sati	Bhu-_06.17.024/2 yat manyase hi asADu-uktam mama tat kzamyatAm sati
   BhP_06.17.025/0 śrīśuka uvāca	BhP_06.17.025/0 SrI-SukaH uvAca
   BhP_06.17.025/1 iti prasādya giriśau citraketurarindama	BhP_06.17.025/1 iti prasAdya giriSO citraketuH-arindama
   BhP_06.17.025/2 jagāma svavimānena paśyatoḥ smayatostayoḥ	Bhu-_06.17.025/2 jagAma sva-vimAnena paSyatoH smayatoH-tayoH
   BhP_06.17.026/1 tatastu bhagavān rudro rudrāṇīmidamabravīt	Bhu-_06.17.026/1 tatas-tu BagavAn rudraH rudrANIm-idam-abravIt-
   BhP_06.17.026/2 devarṣidaityasiddhānāṃ pārṣadānāṃ ca śṛṇvatām	Bhu-_06.17.026/2 deva-Rzi-dEtya-sidDAnAm pArzadAnAm ca SRNvatAm
   BhP_06.17.027/0 śrīrudra uvāca	BhP_06.17.027/0 SrI-rudraH uvAca
   BhP_06.17.027/1 dṛṣṭavaty asi suśroṇi hareradbhutakarmaṇaḥ	Bhu-_06.17.027/1 dRzwavatI asi suSroNi hareH-adButa-karmaNaH
   BhP_06.17.027/2 māhātmyaṃ bhṛtyabhṛtyānāṃ niḥspṛhāṇāṃ mahātmanām	Bhu-_06.17.027/2 mAhAtmyam BRtya-BRtyAnAm niHspRhANAm mahAtmanAm
   BhP_06.17.028/1 nārāyaṇaparāḥ sarve na kutaścana bibhyati	Bhu-_06.17.028/1 nArAyaNa-parAH sarve na kutaScana biByati
   BhP_06.17.028/2 svargāpavarganarakeṣvapi tulyārthadarśinaḥ	BhP-_06.17.028/2 svarga-apavarga-narakezu-api tulya-arTa-darSinaH
   BhP_06.17.029/1 dehināṃ dehasaṃyogāddvandvānīśvaralīlayā	Bhu-_06.17.029/1 dehinAm deha-saMyogAt-dvandvAnISvara-lIlayA
   BhP_06.17.029/2 sukhaṃ duḥkhaṃ mṛtirjanma śāpo 'nugraha eva ca	Bhu-_06.17.029/2 suKam duHKam mRtiH-janma SApaH anugrahaH eva ca
   BhP_06.17.030/1 avivekakṛtaḥ puṃso hy arthabheda ivātmani	Bhu-_06.17.030/1 aviveka-kRtaH puMsaH hi arTa-BedaH iva-Atmani
   BhP_06.17.030/2 guṇadoṣavikalpaśca bhideva srajivat kṛtaḥ	Bhu-_06.17.030/2 guNa-doza-vikalpaH-ca BidA-iva sraji-vat kRtaH
   BhP_06.17.031/1 vāsudeve bhagavati bhaktimudvahatāṃ nṛṇām	Bhu-_06.17.031/1 vAsudeve Bagavati Baktim-udvahatAm nRNAm
   BhP_06.17.031/2 jñānavairāgyavīryāṇāṃ na hi kaścidvyapāśrayaḥ	Bhu-_06.17.031/2 jQAna-vErAgya-vIryANAm na hi kaScid-vyapASrayaH
   BhP_06.17.032/1 nāhaṃ viriñco na kumāranāradau na brahmaputrā munayaḥ	Bhu-_06.17.032/1 na-aham viriQcaH na kumAra-nAradO na brahma-putrAH munayaH
   sureśāḥ	sureSAH
   BhP_06.17.032/2 vidāma yasyehitamaṃśakāṃśakā na tatsvarūpaṃ	Bhu-_06.17.032/2 vidAma yasya-Ihitam-aMSaka-aMSakAH na tad-svarUpam
   pṛthagīśamāninaḥ	pRTak-ISa-mAninaH
   BhP_06.17.033/1 na hy asyāsti priyaḥ kaścin nāpriyaḥ svaḥ paro 'pi vā	Bhu-_06.17.033/1 na hi asya-asti priyaH kaScid na-apriyaH svar paraH api vA
   BhP_06.17.033/2 ātmatvāt sarvabhūtānāṃ sarvabhūtapriyo hariḥ	Bhu-_06.17.033/2 Atma-tvAt sarva-BUtAnAm sarva-BUta-priyaH hariH
   BhP_06.17.034/1 tasya cāyaṃ mahābhāgaścitraketuḥ priyo 'nugaḥ	Bhu-_06.17.034/1 tasya ca-ayam mahABAgaH-citraketuH priyaH anugaH
   BhP_06.17.034/2 sarvatra samadṛk śānto hy ahaṃ caivācyutapriyaḥ	Bhu-_06.17.034/2 sarvatra samadRS SAntaH hi aham ca-eva-acyuta-priyaH
   BhP_06.17.035/1 tasmān na vismayaḥ kāryaḥ puruṣeṣu mahātmasu	Bhu-_06.17.035/1 tasmAt na vismayaH kAryaH puruzezu mahAtmasu
   BhP_06.17.035/2 mahāpuruṣabhakteṣu śānteṣu samadarśiṣu	Bhu-_06.17.035/2 mahApuruza-Baktezu SAntezu sama-darSizu
   BhP_06.17.036/0 śrīśuka uvāca	BhP_06.17.036/0 SrI-SukaH uvAca
   BhP_06.17.036/1 iti śrutvā bhagavataḥ śivasyomābhibhāṣitam	Bhu-_06.17.036/1 iti SrutvA BagavataH Sivasya-uma-aBiBAzitam
   BhP_06.17.036/2 babhūva śāntadhī rājan devī vigatavismayā	Bha-a_06.17.036/2 baBUva SAntaDI rAjan devI vigata-vismayA
   BhP_06.17.037/1 iti bhāgavato devyāḥ pratiśaptumalantamaḥ	BhP_06.17.037/1 iti BAgavataH devyAH pratiSaptum-alantamaH
   BhP_06.17.037/2 mūrdhnā sa jagṛhe śāpametāvat sādhulakṣaṇam	Bhu-_06.17.037/2 mUrDnA sa jagRhe SApam-etAvat sADu-lakzaNam
   BhP_06.17.038/1 jajñe tvaṣṭurdakṣiṇāgnau dānavīṃ yonimāśritaḥ	Bhu-_06.17.038/1 jajQe tvazwuH-dakziNA-agnO dAnavIm yonim-ASritaH
   BhP_06.17.038/2 vṛtra ity abhivikhyāto jñānavijñānasaṃyutaḥ	BhP_06.17.038/2 vRtraH iti aBiviKyAtaH jQAna-vijQAna-saMyutaH
   BhP_06.17.039/1 etat te sarvamākhyātaṃ yan māṃ tvaṃ paripṛcchasi	Bhu-_06.17.039/1 etat te sarvam-AKyAtam yat mAm tvam paripRcCasi
   BhP_06.17.039/2 vṛtrasyāsurajāteśca kāraṇaṃ bhagavanmateḥ	BhP-_06.17.039/2 vRtrasya-asura-jAteH-ca kAraNam Bagavat-mateH
   BhP_06.17.040/1 itihāsamimaṃ puṇyaṃ citraketormahātmanaḥ	Bhu-_06.17.040/1 itihAsam-imam puNyam citraketoH-mahAtmanaH
   BhP_06.17.040/2 māhātmyaṃ viṣṇubhaktānāṃ śrutvā bandhādvimucyate	Bhu-_06.17.040/2 mAhAtmyam vizNu-BaktAnAm SrutvA banDAt-vimucyate
   BhP_06.17.041/1 ya etat prātarutthāya śraddhayā vāgyataḥ paṭhet	Bhu-_06.17.041/1 yaH etat prAtar-utTAya SradDayA vAgyataH paWet-
   BhP_06.17.041/2 itihāsaṃ hariṃ smṛtvā sa yāti paramāṃ gatim	Bhu-_06.17.041/2 itihAsam harim smRtvA sa yAti paramAm gatim
   BhP_06.18.001/0 śrīśuka uvāca	BhP_06.18.001/0 SrI-SukaH uvAca
   BhP_06.18.001/1 pṛśnistu patnī savituḥ sāvitrīṃ vyāhṛtiṃ trayīm	BhP_06.18.001/1 pRSniH-tu patnI savituH sAvitrIm vyAhRtim trayIm
   BhP_06.18.001/2 agnihotraṃ paśuṃ somaṃ cāturmāsyaṃ mahāmakhān	Bhu-_06.18.001/2 agnihotram paSum somam cAturmAsyam mahA-maKAn
   BhP_06.18.002/1 siddhirbhagasya bhāryāṅga mahimānaṃ vibhuṃ prabhum	Bhu-_06.18.002/1 sidDiH-Bagasya BAryA-aFga mahimAnam viBum praBum
   BhP_06.18.002/2 āśiṣaṃ ca varārohāṃ kanyāṃ prāsūta suvratām	Bhu-_06.18.002/2 ASizam ca vara-ArohAm kanyAm prAsUta suvratAm
   BhP_06.18.003/1 dhātuḥ kuhūḥ sinīvālī rākā cānumatistathā	Bha-a_06.18.003/1 DAtuH kuhUH sinIvAlI rAkA ca-anumatiH-taTA
   BhP_06.18.003/2 sāyaṃ darśamatha prātaḥ pūrṇamāsamanukramāt	Bhu-_06.18.003/2 sAyam darSam-aTa prAtar pUrNamAsam-anukramAt-
   BhP_06.18.004/1 agnīn purīṣyān ādhatta kriyāyāṃ samanantaraḥ	Bhu-_06.18.004/1 agnIn purIzyAn ADatta kriyAyAm samanantaraH
   BhP_06.18.004/2 carṣaṇī varuṇasyāsīdyasyāṃ jāto bhṛguḥ punaḥ	Bha-a_06.18.004/2 carzaNI varuNasya-AsIt-yasyAm jAtaH BRguH punar-
   BhP_06.18.005/1 vālmīkiśca mahāyogī valmīkādabhavat kila	BhP_06.18.005/1 vAlmIkiH-ca mahA-yogI valmIkAt-aBavat kila
   BhP_06.18.005/2 agastyaśca vasiṣṭhaśca mitrāvaruṇayorṛṣī	Bhu-_06.18.005/2 agastyaH-ca vasizWaH-ca mitrAvaruNayoH-RzI
   BhP_06.18.006/1 retaḥ siṣicatuḥ kumbhe urvaśyāḥ sannidhau drutam	Bhu-_06.18.006/1 retaH sizicatuH kumBe urvaSyAH sanniDO drutam
   BhP_06.18.006/2 revatyāṃ mitra utsargamariṣṭaṃ pippalaṃ vyadhāt	Bhu-_06.18.006/2 revatyAm mitraH utsargam-arizwam pippalam vyaDAt-
   BhP_06.18.007/1 paulomyāmindra ādhatta trīn putrān iti naḥ śrutam	Bhu-_06.18.007/1 pOlomyAm-indraH ADatta trIn putrAn iti naH Srutam
   BhP_06.18.007/2 jayantamṛṣabhaṃ tāta tṛtīyaṃ mīḍhuṣaṃ prabhuḥ	Bhu-_06.18.007/2 jayantam-RzaBam tAta tRtIyam mIXuzam praBuH
   BhP_06.18.008/1 urukramasya devasya māyāvāmanarūpiṇaḥ	Bhu-_06.18.008/1 urukramasya devasya mAyA-vAmana-rUpiNaH
   BhP_06.18.008/2 kīrtau patnyāṃ bṛhacchlokastasyāsan saubhagādayaḥ	Bhu-_06.18.008/2 kIrtO patnyAm bRhat-SlokaH-tasya-Asan sOBaga-AdayaH
   BhP_06.18.009/1 tatkarmaguṇavīryāṇi kāśyapasya mahātmanaḥ	Bhu-_06.18.009/1 tad-karma-guNa-vIryANi kASyapasya mahAtmanaH
   BhP_06.18.009/2 paścādvakṣyāmahe 'dityāṃ yathaivāvatatāra ha	Bhu-_06.18.009/2 paScAt-vakzyAmahe adityAm yaTA-eva-avatatAra ha
   BhP_06.18.010/1 atha kaśyapadāyādān daiteyān kīrtayāmi te	Bhu-_06.18.010/1 aTa kaSyapa-dAyAdAn dEteyAn kIrtayAmi te
   BhP_06.18.010/2 yatra bhāgavataḥ śrīmān prahrādo balireva ca	Bhu-_06.18.010/2 yatra BAgavataH SrImAn prahrAdaH baliH-eva ca
   BhP_06.18.011/1 diterdvāveva dāyādau daityadānavavanditau	Bhu-_06.18.011/1 diteH-dvO=-eva dAyAdO dEtya-dAnava-vanditO
   BhP_06.18.011/2 hiraṇyakaśipurnāma hiraṇyākṣaśca kīrtitau	BhP_06.18.011/2 hiraNyakaSipuH-nAma hiraNyAkzaH-ca kIrtitO
   BhP_06.18.012/1 hiraṇyakaśiporbhāryā kayādhurnāma dānavī	Bhu-_06.18.012/1 hiraNyakaSipoH-BAryA kayADuH-nAma dAnavI
   BhP_06.18.012/2 jambhasya tanayā sā tu suṣuve caturaḥ sutān	Bhu-_06.18.012/2 jamBasya tanayA sA tu suzuve caturaH sutAn
   BhP_06.18.013/1 saṃhrādaṃ prāg anuhrādaṃ hrādaṃ prahrādameva ca	Bhu-_06.18.013/1 saMhrAdam prAk anuhrAdam hrAdam prahrAdam-eva ca
   BhP_06.18.013/2 tatsvasā siṃhikā nāma rāhuṃ vipracito 'grahīt	Bhu-_06.18.013/2 tad-svasA siMhikA nAma rAhum vipracitaH agrahIt-
   BhP_06.18.014/1 śiro 'haradyasya hariścakreṇa pibato 'mṛtam	Bhu-_06.18.014/1 SiraH aharadyasya hariH-cakreNa pibataH amRtam
   BhP_06.18.014/2 saṃhrādasya kṛtirbhāryā sūta pañcajanaṃ tataḥ	Bhu-_06.18.014/2 saMhrAdasya kRtiH-BAryA sUta paQcajanam tatas-
   BhP_06.18.015/1 hrādasya dhamanirbhāryā sūta vātāpimilvalam	Bhu-_06.18.015/1 hrAdasya Dama-nirBAryA sUta vAtApimilvalam
   BhP_06.18.015/2 yo 'gastyāya tvatithaye pece vātāpimilvalaḥ	Bhu-_06.18.015/2 yaH agastyAya tu-atiTaye pece vAtApim-ilvalaH
   BhP_06.18.016/1 anuhrādasya sūryāyāṃ bāṣkalo mahiṣastathā	Bhu-_06.18.016/1 anuhrAdasya sUryAyAm bAzkalaH mahizaH-taTA
   BhP_06.18.016/2 virocanastu prāhrādirdevyāṃ tasyābhavadbaliḥ	BhP_06.18.016/2 virocanaH-tu prAhrAdiH-devyAm tasya-aBavat-baliH
   BhP_06.18.017/1 bāṇajyeṣṭhaṃ putraśatamaśanāyāṃ tato 'bhavat	BhP_06.18.017/1 bANa-jyezWam putra-Satam-aSanAyAm tatas aBavat-
   BhP_06.18.017/2 tasyānubhāvaṃ suślokyaṃ paścādevābhidhāsyate	Bhu-_06.18.017/2 tasya-anuBAvam suSlokyam paScAt-eva-aBiDAsyate
   BhP_06.18.018/1 bāṇa ārādhya giriśaṃ lebhe tadgaṇamukhyatām	BhP_06.18.018/1 bANaH ArADya giriSam leBe tad-gaNa-muKya-tAm
   BhP_06.18.018/2 yatpārśve bhagavān āste hy adyāpi purapālakaḥ	Bhu-_06.18.018/2 yad-pArSve BagavAn Aste hi adya-api purapAlakaH
   BhP_06.18.019/1 marutaśca diteḥ putrāścatvāriṃśan navādhikāḥ	Bhu-_06.18.019/1 marutaH-ca diteH putrAH-catvAriMSat nava-aDikAH
   BhP_06.18.019/2 ta āsannaprajāḥ sarve nītā indreṇa sātmatām	Bhu-_06.18.019/2 te Asanna-prajAH sarve nItAH indreNa sa-Atma-tAm
