   Adhyaya 2, Pada 1	ADyayaH 2, Pada 1
   prāpte dehavyāptau (yā) yāvatī vikṛtiḥ, sthāsnutanau ca nuḥ puruṣasya, yā	prApte deha vyAptO (yA) yAvatI vikRtiH, sTAsnu tanO ca nuH puruzasya, yA
   vikṛtistasyāstasyāśca parasparaṃ ko viśeṣaḥ /	vikRtiH tasyAH tasyAH ca parasparam kaH viSezaH /
   na ko 'pi /	na kaH api /
   ayamarthaḥ /	ayam arTaH /
   ātmanaḥ kiṃ mahatī vikṛtiranityatvahetutvādanabhyupagantavyā /	AtmanaH kim mahatI vikRtiH anitya tva hetu tvAt anaByupagantavyA /
   kiṃvā vikṛtimātram /	kiMvA vikRti mAtram /
   nādyaḥ /	na AdyaH /
   mahattvasyāpariniṣṭhitatvātpariniṣṭhākalpane keṣucidvṛkṣādiṣu tadabhāvāt /	mahat tvasya aparinizWita tvAt parinizWA kalpane kezucid vRkza Adizu tad aBAvAt /
   tadanurodhenāpi pariniṣṭhāṅgīkāre hastyādāvapi tadbhāvāt /	tad anuroDena api parinizWA aFgIkAre hasti AdO= api tad BAvAt /
   dvitīye tūbhayorvikāritvenāviśeṣādvṛkṣādivat hastyādāvapi	dvitIye tu uBayoH vikAri tvena aviSezAt vRkza Adi vat hasti AdO= api
   anātmatvamaṅgīkāryam /	anAtma tvam aFgI kAryam /
   hastyādivadvṛkṣādīnāmapi sātmakatvaṃ na parityājyamiti /	hasti Adi vat vRkza AdInAm api sa Atmaka tvam na parityAjyam iti /
   etena aviśeṣādityasyārthāntaramuktaṃ veditavyam /	etena aviSeza Adityasya arTa antaram uktam veditavyam /
   syādetat /	syAt etat /
   na vayaṃ vikāritvāpattibhayādvṛkṣādīnāmanātmakatvamācakṣmahe /	na vayam vikAritvA Apatti BayAt vRkza AdInAm anAtmaka tvam Acakzmahe /
   kintu sātmakatve pramāṇābhāvāt bādhakapramāṇasadbhāvācca /	kintu sa Atmaka tve pramANa aBAvAt bADaka pramANa sadBAvAt ca /
   vṛkṣādīnāṃ dehatve tadvayāpakamindriyavattvamapi syāt /	vRkza AdInAm deha tve tat vayApakam indriya vat tvam api syAt /
   naca tadasti /	na ca tat asti /
   tatkāryasya śravaṇāderabhāvāt /	tad kAryasya SravaNa AdeH aBAvAt /
   so 'pi tajjñāpakasyābhāvāt /	saH api tad jQApakasya aBAvAt /
   adehatve ca na sātmakatvaṃ śilādivadityata āha  gītāditi //	adeha tve ca na sa Atmaka tvam SilA Adi vat iti atas Aha gItAt iti //
   gītāt puṣpaphalāvāptiḥ sparśāt kārśyaṃ rasāt sthitiḥ /	gItAt puzpa Pala avAptiH sparSAt kArSyam rasAt sTitiH /
   api vṛkṣasya dṛśyanta iti nānātmatā bhavet // MAnuv_2,2.251a d //	api vRkzasya dRSyante iti nAnA Atma tA Bavet // MA anuv_2,2.251a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   gītāttāvadvṛkṣasyāpi puṣpaphalāvāptirdṛśyate /	gItAt tAvat vRkzasya api puzpa Pala avAptiH dRSyate /
   tayā śravaṇamanumīyate /	tayA SravaNam anumIyate /
   vimataḥ śravaṇavān gītasānnidhye sati labdhavikāsatvādrājādivaditi /	vimataH SravaNavAn gIta sAnniDye sati labDa vikAsa tvAt rAja Adi vat iti /
   na cāyaṃ svabhāva eva /	na ca ayam svaBAvaH eva /
   rājāderapi tatprasaṅgāt /	rAja AdeH api tad prasaFgAt /
   śravaṇena ca śrotrasadbhāvo 'numīyate /	SravaNena ca Srotra sadBAvaH anumIyate /
   evaṃ śītoṣṇasparśaviśeṣātkārśyaṃ dṛśyate /	evam SIta uzNa sparSa viSezAt kArSyam dRSyate /
   tena sukumāraśarīravatsparśajñānamanumīyate /	tena sukumAra SarIra vat sparSa jQAnam anumIyate /
   tena ca tvagindriyasattvam /	tena ca tvac indriya sattvam /
   tathodakādirasātsthitiraśuṣyato 'vasthānaṃ dṛśyate /	taTA udaka Adi rasAt sTitiH aSuzyataH avasTAnam dRSyate /
   tena sammatadehavadrasajñānaṃ tato rasanendriyasadbhāvo 'numīyate /	tena sammata deha vat rasa jQAnam tatas rasanA indriya sadBAvaH anumIyate /
   evaṃ kamanīyakāntāvalokanenotkorakatvaṃ tilavṛkṣasyopalabhyate /	evam kamanIya kAnta avalokanena utkoraka tvam tilavRkzasya upalaByate /
   tena darśanakāmau /	tena darSana kAmO /
   tato nayanamanasī siddhayataḥ /	tatas nayana manasI sidDayataH /
   dhūpopayāgena cātiśayadarśanādghrāṇasiddhiriti	DUpa upayAgena ca atiSaya darSanAt GrANa sidDiH iti
   prasiddhaśarīrāviśeṣātsthāvarāṇāmanātmatā na siddhayet /	prasidDa SarIra aviSezAt sTAvarANAm anAtma tA na sidDayet /
   kecinmūle niṣiktānāmapāmupari sarpaṇādādhyātmikavāyusambandhamanumāya	kecid mUle niziktAnAm apAm upari sarpaNAt ADyAtmika vAyu sambanDa manumAya
   sātmakatvamanumiyate /	sa Atmaka tvam anumiyate /
   tadasat /	tat asat /
   bhasmagulikādau vyabhicārāt /	Basma gulikA AdO vyaBicArAt /
   etenāviśeṣādityetatprakārāntareṇa vyākhyātaṃ bhavati /	etena aviSezAt iti etad prakAra antareNa vyAKyAtam Bavati /
   "vakti svaprabham'; ityādikamutsūtritaṃ kasmādvarṇitamiti mandāśaṅkāṃ	"vakti sva praBam a; iti Adikam utsUtritam kasmAt varNitam iti manda ASaFkAm
   nivārayituṃ sūtrārūḍhaṃ karoti  evañceti //	nivArayitum sUtra ArUXam karoti evaQca iti //
   evañcātmākārtsnyamiti tata evāha vedavit // MAnuv_2,2.251ef //	evaQca AtmAkArtsnyam iti tatas eva Aha veda vid // Ma anuv_2,2.251ef //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   iti trisūtīmiti śeṣaḥ /	iti tri sUtIm iti SezaH /
   tata eva tadarthameva /	tatas eva tad arTam eva /
   uktasyārthasya pratipādanārthameva /	uktasya arTasya pratipAdana arTam eva /
   evamanyatrāpi sūtrānupanyāsena vyākhyāne 'pi naivamāśaṅkanīyamiti	evam anyatra api sUtrAn upanyAsena vyAKyAne api na evam ASaFkanIyam iti
   jñāpayitumidamabhihitamiti /	jQApayitum idam aBihitam iti /
   // iti śrīmannyāyasudhāyāṃ naikasminnadhikaraṇam //	// iti SrImat nyAya suDAyAm na ekasmin= aDikaraNam //
   [======= JNys_2,2.XI: patyuradhikaraṇa =======]	[====== JNyH _2,2.XI: patyuH aDikaraNaH =======]
   // iti śrīmannyāyasudhāyāṃ patyaradhikaraṇam //	// iti SrImat nyAya suDAyAm patyaraDi karaNam //
   // oṃ patyurasāmañjasyāt oṃ //	// om pati urasAm aQjasyAt om //
   iha mahādevaṃ puraskṛtya pravartamānānāṃ matamapākriyate /	iha mahAdevam puraskRtya pravartamAnAnAm matam apAkriyate /
   te caturvidhāḥ śaivāḥ pāśupatāḥ kālāmukhā mahāvratāśceti /	te caturviDAH SEvAH pASupatAH kAlAmuKAH mahA vratAH ca iti /
   teṣāṃ satyapyavāntarabhede sādhāraṇameva prameyaṃ	tezAm sati api avAntara Bede sADAraNam eva prameyam
   vedavādasyātiviruddhatvādapākartumanuvadati  sarvajñatvādikairiti //	veda vAdasya ati virudDa tvAt apAkartum anuvadati sarvajQa tva AdikEH iti //
   patyur asāmañjasyāt | BBs_2,2.37 |	patyuH asAmaQjasyAt | BBH _2,2.37 |
   sarvajñatvādikaiḥ sarvairguṇairyuktaṃ sadāśivam /	sarvajQa tva AdikEH sarvEH guNEH yuktam sadASivam /
   jagadvicitraracanākartāraṃ doṣavarjitam // MAnuv_2,2.252 //	jagat vicitra racanA kartAram doza varjitam // Ma anuv_2,2.252 //
   āhuḥ pāśupatās ... // MAnuv_2,2.253a //	AhuH pASupatAH ... // Ma anuv_2,2.253aH //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   paśupaterime pāśupatā iti caturvidhā api gṛhyante /	paSupateH ime pASupatAH iti caturviDAH api gRhyante /
   te sadāśivaṃ jagadvicitraracanākartāramāhuḥ /	te sadASivam jagat vicitra racanA kartAram AhuH /
   tato janmādyasya yata ityuktamasaditi /	tatas janma Adyasya yatas iti uktam asat iti /
   ajñānādidoṣayuktaṃ kathaṃ jagatkartāramāhurityata uktam  doṣavarjitamiti	ajQAna Adi doza yuktam kaTam jagat kartAram AhuH iti atas uktam doza varjitam iti
   sārvajñādyabhāve 'jñānādivarjanaṃ cetanasya nopapadyata ityataḥ	sArvajQa Adi aBAve ajQAna Adi varjanam cetanasya na upapadyate iti atas 
   sarvajñatvādikaiḥ sarvairguṇairyuktamityuktam /	sarvajQa tva AdikEH sarvEH guNEH yuktam iti uktam /
   yadvā sarvajñatvādikaiḥ sarvairguṇairyuktaṃ doṣavarjitamiti	yat vA sarvajQa tva AdikEH sarvEH guNEH yuktam doza varjitam iti
   pradhānalakṣaṇaviruddhārthopanyāsaḥ /	praDAna lakzaNa virudDa arTa upanyAsaH /
   jagadvicitraracanākartāramiti śrautabrahmalakṣaṇaviruddhārthoktiḥ	jagat vicitra racanA kartAram iti SrOta brahma lakzaNa virudDa arTa uktiH
   ityavagantavyam /	iti avagantavyam /
   tadetaddūṣayituṃ patyurasāmañjasyāditi sūtratātparyamāha  tacceti //	tat etat dUzayitum pati urasAm aQjasyAt iti sUtra tAtparyam Aha tat ca iti //
   ... tacca bahuśrutivirodhataḥ /	... tat ca bahu Sruti viroDataH /
   nopādeyaṃ mataṃ hy ... // MAnuv_2,2.253a c //	na upAdeyam matam hi ... // Ma anuv_2,2.253a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   caśabdaḥ pūrvatanaiḥ(mataiḥ) saha samuccayārthaḥ /	caSabdaH pUrvatanEH(matEH) saha samuccaya arTaH /
   hiśabdo hetau /	hi SabdaH hetO /
   tat paśupateḥ sarvajagatkāṇatvādikaṃ mataṃ nopādeyam /	tat paSupateH sarva jagat kANa tva Adikam matam na upAdeyam /
   kutaḥ /	kutas /
   patyuḥ paśupateḥ /	patyuH paSupateH /
   asāmañjasyāt doṣitvāt /	asAm aQjasyAt dozi tvAt /
   tadanaṅgīkāre ca bahuśrutivirodha iti yojanā /	tad anaFgIkAre ca bahu Sruti viroDaH iti yojanA /
   kāstāḥ śrutaya ityatastā udāharati  asyeti //	kAH tAH SrutayaH iti atas tAH udAha rati asya iti //
   ... asya devasya stuhi gartagam // MAnuv_2,2.253cd //	... asya devasya stuhi garta gam // MA anuv_2,2.253cd //
   utpipeṣa śirastasya gṛṇīṣe satpatiṃ padam /	utpipeza SiraH tasya gRNIze sat patim padam /
   yad viṣṇorupamaṃ hantuṃ rudramākṛṣṭate mayā // MAnuv_2,2.254 //	yat vizNoH upamam hantum rudram AkRzwate mayA // Ma anuv_2,2.254 //
   dhanuryaṃ kāmaye taṃ tamugraṃ mā śiśnadevatāḥ /	Danuryam kAmaye tam tam ugram mA SiSna devatAH /
   ghnañchiśnadevāneko 'sāvāsīnnārāyaṇaḥ paraḥ // MAnuv_2,2.255 //	Gnan SiSna devAn ekaH asO= AsIt nArAyaNaH paraH // Ma anuv_2,2.255 //
   tasmād rudraḥ samprasādaścābhūtāṃ vaiṣṇavaṃ makham /	tasmAt rudraH samprasAdaH ca aBUtAm vEzNavam maKam /
   yajñena yajñamayajantābadhnan puruṣaṃ paśum // MAnuv_2,2.256 //	yajQena yajQa maya janta abaDnan puruzam paSum // Ma anuv_2,2.256 //
   yo bhūtānāmadhipatī rudrastanticaro vṛṣā // MAnuv_2,2.257ab //	yaH BUtAnAm aDipatiH rudraH tanti caraH vRzAH // Ma anuv_2,2.257aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   anena"asya devasya mīḷhuṣo vayā viṣṇoreṣasya prabhuthe havirbhiḥ /	anena"asya devasya mI?huzaH vayAH vizNoH ezasya praBuTe havirBiH /
   vide hi rudro rudriyaṃ mahitvaṃ yāsiṣyaṃ vartiraścivāvirāvat'; iti /	vide hi rudraH rudriyam mahitvam yAsizyam vartiraH civA virAvat a; iti /
   (ṛ.7 40 5) śrutimupādatte /	(R.7 40 5) Srutim upAdatte /
   *8,401f.*	*8,401f.*
   "stuhi gartagam'; ityanena"stuhi śrutaṃ gartamadaṃ yuvānaṃ mṛgaṃ na	"stuhi garta gam a; iti anena"H tuhi Srutam garta madam yuvAnam mRgam na
   bhīmamupahatnumugram /	BImam upahatnum ugram /
   mṛḷā jaritre rudra stavāno 'nyaṃ te asmānnivapantu senā'; iti (ṛ.2 33 11)	mR?A jaritre rudra stavAnaH anyam te asmAt nivapantu senA a; iti (R.2 33 11)
   "utpipeṣa'; ityanena"rudrasya tveva dhanurārtniḥ ri utpipeṣa'; iti /	"utpipeza a; iti anena" rudrasya tu eva DanuH ArtniH ri utpipeza a; iti /
   "gṛṇīṣaḥ'; ityanena"kumāraścitpitaraṃ vandamānaṃ prati nānāma	"gRNIzaH a; iti anena"kumAraH citpitaram vandamAnam prati nAnAm a
   rudropayantam /	rudra upayantam /
   bhūrerdātāraṃ satpatiṃ gṛṇīṣe stutastvaṃ bheṣajā rāsyasma'; iti	BUreH dAtAram sat patim gRNIze stutaH tvam BezajA rAsyasma a; iti
   (ṛ.2 33 12) /	(R.2 33 12) /
   "padam'; ityanena"tava śriye maruto marjayanta rudra yatte janima cāru	"padam a; iti anena "tava Sriye marutaH marjayanta rudra yat te janima cAru
   citram /	citram /
   padaṃ yadviṣṇorupamaṃ nidhāyi tena pāsi guhyaṃ nāma gonām'; iti (ṛ.5 3 3)	padam yat vizNoH upamam niDAyi tena pAsi guhyam nAma gonAm a; iti (R.5 3 3)
   "yaṃ kāmaye'; ityanena"yaṃ kāmaye taṃ tamugraṃ kṛṇomi taṃ brahmāṇaṃ	"yam kAmaye a; iti anena"yam kAmaye tam tam ugram kRNomi tam brahmANam
   tamṛṣiṃ taṃ sumedhām'; iti (ṛ.10 125 5) /	tam Rzim tam sumeDAm a; iti (R.10 125 5) /
   "mā'; ityanena"mā śiśnadevā api gurṛtaṃ na'; iti /	"mA a; iti anena"mA SiSna devAH api gurRtam na a; iti /
   "ghnan'; ityanena"ghnaṃcchiśnadevāṃ abhivarpasā bhūd'; iti /	"Gnan a; iti anena" Gnan= SiSna devAm aBivarpasA BUt a; iti /
   "ekosau'; ityanena"eko nārāyaṇa āsīnna brahmā naca śaṅkaraḥ'; iti /	"ekosO a; iti anena "ekaH nArAyaNaH AsIt na brahmA na ca SaFkaraH a; iti /
   "tasmāt'; ityanena"sa ruṣyaḥ sa prasanno yadruṣyo	"tasmAt a; iti anena"sa ruzyaH sa prasannaH yadruzyaH 
   yatprasannastasmādrudrasamprasādāvabhūtām'; iti /	yat prasannaH tasmAt rudra samprasAdO= aBUtAm a; iti /
   "vaiṣṇavam'; ityanena"teṣāṃ makhaṃ vaiṣṇavaṃ yaśa ārchat'; iti /	"vEzNavam a; iti anena"tezAm maKam vEzNavam yaSaH ArCat a; iti /
   yajñeneti, abadhnanniti, yo bhūtānāmiti prasiddham /	yajQena iti, abaDnan= iti, yaH BUtAnAm iti prasidDam /
   kathametābhiḥ śrutibhiḥ paśupatenirrdeṣatvaṃ viruddhamityatastāsāṃ	kaTam etABiH SrutiBiH paSupateniH H deza tvam virudDam iti atas tAsAm
   tātparyamāha  ityādīti //	tAtparyamAha ityAdi iti //
   ityādiśrutisāmarthyāt pāratantryaṃ janirmṛtiḥ // MAnuv_2,2.257cd //	ityAdi Sruti sAmarTyAt pAratantryam janiH mRtiH // Ma anuv_2,2.257cd //
   parādhīnaparaprāptirajñatvaṃ praḷaye 'bhavaḥ /	para aDIna para prApti H ajQa tvam pra?aye aBavaH /
   pratīyante ... // MAnuv_2,2.258a c //	pratIyante ... // Ma anuv_2,2.258a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   abhavaḥ abhāvaḥ /	aBavaH aBAvaH /
   pratīyante paśupateriti śeṣaḥ /	pratIyante paSupateH iti SezaH /
   "asya devasya'; ityanena parādhīnapadaprāptiḥ pratīyate /	"asya devasya a; iti anena para aDIna pada prAptiH pratIyate /
   mīḷhuṣaḥ secakasya, eṣasya icchārūpasya, asya viṣṇordevasya, pramṛthe	mI?huzaH secakasya, ezasya icCA rUpasya, asya vizNoH devasya, pramRTe
   prabharaṇe pūjāyāmiti yāvat /	praBaraNe pUjAyAm iti yAvat /
   havirbhiḥ kṛte sati vayā bandhako rudro, rudriyaṃ mahitvaṃ raudraṃ padaṃ,	havirBiH kRte sati vayAH banDakaH rudro, rudriyam mahitvam rOdram padaM,
   vide vivide lebhe, hi yathā tathā he aśvinau yuvāmapi irāvat annavat,	vide vivide leBe, hi yaTA taTA he aSvinO yuvAm api irAvat annavat,
   varti vartanaṃ, yāsiṣyaṃ ayāsiṣya prāptavantau stha iti /	varti vartanan, yAsizyam ayAsizya prAptavantO sTaH iti /
   "stuhi'; ityanena stāvakatayā pāratantryam /	"stuhi a; iti anena stAvaka tayA pAratantryam /
   he rudra tvaṃ śrutaṃ prasiddhaṃ, gartasadaṃ hṛdayaguhānivāsaṃ, yuvānaṃ,	he rudra tvam Srutam prasidDaM, garta sadam hRdaya guhA nivAsan, yuvAnaM,
   mṛgaṃ na bhīmaṃ siṃhamiva bhīṣaṇam, ugram ugrāṇāṃ daityānām, upahantunam	mRgam na BImam siMham iva BIzaNam, ugram ugrANAm dEtyAnAm, upahantunam
   upahantāraṃ, nṛhariṃ, stuhi stauṣi /	upahantAran, nRhariM, stuhi stOzi /
   sa evaṃ stavāna stuvaṃstvaṃ, jaritre stotre, tvāṃ stuvantaṃ mām /	saH evam stavAna stuvan= tvaM, jaritre stotre, tvAm stuvantam mAm /
   mṛḷa mṛḍaya sukhasya /	mR?a mRxaya suKasya /
   te senāścāsmadanyameva nivapantu ghnantviti /	te senAH ca asmad anyam eva nivapantu Gnantu iti /
   "rudrasya'; ityanenājñatvaṃ pāratantryaṃ mṛtiśca /	"rudrasya a; iti anena ajQa tvam pAratantryam mRtiH ca /
   āropitaṃ dhanurhanāvavaṣṭabhyāvasthitasya rudrasya śiro jyāyāṃ	Aropitam DanuH hanO= avazwaBya avasTitasya rudrasya SiraH jyAyAm
   (vabhrirū)kāmarūpeṇendreṇa chinnāyāmutkṣiptā dhanurārtnirutpipeṣa	(vaBrirU) kAma rUpeNa indreNa CinnAyAm utkziptA DanuH ArtniH utpipeza
   cicchedeti /	cicCeda iti /
   "kumāraḥ'; ityanenāpi pāratantryaṃ janiśca /	"kumAraH a; iti anena api pAratantryam janiH ca /
   he rudra kumāraḥ putro bhavān jagadvayāmohanāya kailāsamupayantaṃ, tvāṃ	he rudra kumAraH putraH BavAn jaga dvayA mohanAya kElAsam upayantan, tvAm
   vandamānaṃ pitaraṃ kṛṣṇaṃ prati nanāma /	vandamAnam pitaram kRzNam prati nanAma /
   tena stutastvaṃ bhūreḥ puruṣārthasya dātāraṃ satpatiṃ gṛṇīṣe stauṣi	tena stutaH tvam BUreH puruza arTasya dAtAram sat patim gRNIze stOzi
   stutavānasi /	stutavAn asi /
   evambhūtastvamasmābhiḥ stutaḥ asme 'smabhyaṃ bheṣajā bheṣajāni	evamBUtaH tvam asmABiH stutaH asme asmaByam BezajAH BezajAni
   saṃsāravyādhinirasanāni jñānāni rāsi dadāsi dehīti /	saMsAra vyADi nirasanAni jQAnAni rAsi dadAsi dehi iti /
   "tava śriyaḥ'; ityanena parādhīnapadaprāptirjaniḥ pāratantryaṃ ca /	"tava SriyaH a; iti anena para aDIna pada prAptiH janiH pAratantryam ca /
   he rudra yat yebhyaste janima janmābhūtte maruto brahmaṇo	he rudra yat yeByaH te janima janma aBUt te marutaH brahmaNaH 
   'tītavartamānāstava śriye sampade cāru sundaraṃ citramāścaryaṃ upamaṃ upa	atIta vartamAnAH tava Sriye sampade cAru sundaram citram AScaryam upamam upa
   samīpe mā lakṣmīryasya saṃvahanakartrī tattathoktam /	samIpe mA lakzmIH yasya saMvahana kartrI tat taTA uktam /
   yadviṣṇoḥ padaṃ marjayantaḥ śodhitavantaḥ kṣālitavantaḥ /	yat vizNoH padam marjayantaH SoDitavantaH kzAlitavantaH /
   tattvayā hṛdi nidhāyi nyadhāyi /	tattvayA hRdi niDAyi nyaDAyi /
   tena kāraṇena tvaṃ gonāṃ gavāṃ (vācāṃ) madhye guhyaṃ nāma nārāyaṇādikaṃ	tena kAraNena tvam gonAm gavAm (vAcAM) maDye guhyam nAma nArAyaNa Adikam
   pāsi japopadeśādinā pālayasīti /	pAsi japa upadeSa AdinA pAlayasi iti /
   "aham'; ityanena mṛtiḥ /	"aham a; iti anena mRtiH /
   ahaṃ brahmadviṣe brahmadviṣāṃ daityānāṃ śarave hiṃsakaṃ rudrāya rudraṃ	aham brahma dvize brahma dvizAm dEtyAnAm Sarave hiMsakam rudrAya rudram
   hantavai hantumeva pralaye dhanurātanomi vistārayāmīti /	hantavE hantum eva pralaye DanurAtanomi vistArayAmi iti /
   "yam'; ityanena parādhīnapadaprāptiḥ /	"yam a; iti anena para aDIna pada prAptiH /
   ahaṃ yaṃ yaṃ rudraṃ kartuṃ kāmaye taṃ tamugraṃ rudraṃ kṛṇomi karomi evaṃ	aham yam yam rudram kartum kAmaye tam tam ugram rudram kRNomi karomi evam
   taṃ brahmāṇaṃ tamṛṣiṃ taṃ sumedhāṃ sumedhasaṃ karomīti /	tam brahmANam tam Rzim tam sumeDAm sumeDasam karomi iti /
   "mā'; ityanenājñatvam /	"mA a; iti anena ajQa tvam /
   atītānāgatavartamānā guhyābhimānino devā rudrā api no 'smākamupāsyamṛtaṃ	atIta anAgata vartamAnAH guhya aBimAninaH devAH rudrAH api naH asmAkam upAsi amRtam
   jñānarūpaṃ brahma māgurna jñātavanta iti /	jQAna rUpam brahma mAguH na jQAtavantaH iti /
   ghnannityanena mṛtiḥ /	Gnan= iti anena mRtiH /
   guhyābhimānidevānghnannīśvaro varpasā balena	guhya aBimAnidevAn Gnan= ISvaraH varpasA balena
   sarvamabhyabhūdabhibhūtavāniti /	sarvam aByaBUt aBiBUtavAn iti /
   "ekaḥ'; ityanena pralaye 'bhāvo janiśca /	"ekaH a; iti anena pralaye aBAvaH janiH ca /
   "tasmāt'; ityanena janiḥ /	"tasmAt a; iti anena janiH /
   parameśvararoṣajo rudra ityarthaḥ /	parameSvara roza jaH rudraH iti arTaH /
   samprasādo brahmā /	samprasAdaH brahmA /
   "teṣām'; ityādivākyaiḥ pāratantryam /	"tezAm a; ityAdi vAkyEH pAratantryam /
   teṣāṃ devānāṃ yaśo, vaiṣṇavaṃ makhaṃ viṣṇumakhe paśutvena niyuktaṃ	tezAm devAnAm yaSo, vEzNavam maKam vizNu maKe paSutvena niyuktam
   rudramārchatprāptavaditi /	rudram ArCat prApta vat iti /
   devā yajñena rudreṇa paśunā yajñaṃ viṣṇumayajanteti /	devAH yajQena rudreNa paSunA yajQam vizNum ayajanta iti /
   devāḥ puruṣaṃ rudraṃ paśumabadhnanniti /	devAH puruzam rudram paSum abaDnan= iti /
   yo bhūtānāmadhipatī rudraḥ sa viṣṇorājñārūpāyāṃ tantyāṃ carati vṛṣā	yaH BUtAnAm aDipatiH rudraH sa vizNoH AjQA rUpAyAm tantyAm carati vRzA
   prasiddhatantyāmiveti /	prasidDatantyAm iva iti /
   etāsāṃ śrutīnāmetadarthatvopapādanaṃ tvacāryeṇaivānyatrodāhṛtebhyo	etAsAm SrutInAm etad arTa tva upapAdanam tvacA AryeNa eva anyatra udAhRteByaH 
   vākyebhyaṣṭīkātaścāvagantavyam /	vAkyeByazwIkAtaH ca avagantavyam /
   ata eva sāmarthyādityuktam /	atas eva sAmarTyAt iti uktam /
   sūtrārthamupasaṃharati  sadoṣatvāditi //	sUtra arTam upasaMharati sa doza tvAt iti //
   ... sadoṣatvānneśaḥ paśupatistataḥ // MAnuv_2,2.258cd //	... sa doza tvAt na ISaH paSupatiH tatas // Ma anuv_2,2.258cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tataḥ śrutibalena sadoṣatvātpaśupatiḥ īśo jagatkartā na bhavati /	tatas Sruti balena sa doza tvAt paSupatiH ISaH jagat kartA na Bavati /
   doṣi(ṇo)yajñadattasyeva jagatkartṛtvānupapatteriti /	dozi(NaH )yajQadattasya iva jagat kartR tva anupapatteH iti /
   yuktyantareṇa śivasya jagatkartṛtvamapākartuṃ sūtram oṃ	yukti antareNa Sivasya jagat kartR tvam apAkartum sUtram om
   sambandhānupapatteśca oṃ //	sambanDa anupapatteH ca om //
   iti /	iti /
   tasyārthamāha  aśarīratvata iti //	tasya arTam Aha aSarIra tvataH iti //
   saṃbandhānupapatteś ca | BBs_2,2.38 |	saMbanDa anupapatteH ca | BBH _2,2.38 |
   aśarīratvatastasya sambandho jagatā kvacit /	aSarIra tvataH tasya sambanDaH jagatA kvacid /
   kartṛtvena na yujyeta ... // MAnuv_2,2.259a c //	kartR tvena na yujyeta ... // Ma anuv_2,2.259a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tasya śivasya /	tasya Sivasya /
   aśarīrasyāpi gaganāderjagatā sambandhadarśanātkathametadityata	aSarIrasya api gagana AdeH jagatA sambanDa darSanAt kaTam etat iti ata
   sambandhameve vyākhyāti /	sambanDam eve vyAKyAti /
   kvacit kārye /	kvacid kArye /
   kartṛtveneti /	kartR tvena iti /
   kāyarkartṛtvalakṣaṇaḥ sambandho na yujyata ityarthaḥ /	kAyarkartR tva lakzaNaH sambanDaH na yujyate iti arTaH /
   kvacidityanena kutaḥ sarvakartṛtvamiti sūcayati /	kvacid iti anena kutas sarva kartR tvam iti sUcayati /
   ayamatra prayogaḥ /	ayam atra prayogaH /
