   YRps, Adhyāya 1	YRps, ADyAyaH 1
   tāpyaṃ nāgaṃ gandhakaṃ sūtarājo hiṃgūlaṃ vai hema śuddhaṃ śilā ca /	tApyam nAgam ganDakam sUtarAjaH hiMgUlam vE hema SudDam SilA ca /
   cūrṇaṃ kṛtvā nikṣipet kācakūpyām āpūryānte svai rasaiḥ śākajairvā //	cUrNam kRtvA nikzipet kAca-kUpyAm ApUrya-ante svEH rasEH SAka-jEH-vA //
   YRps_11.33 //	YRpH-_11.33 //
   agniṃ dadyāllāvakākhye puṭe ca śuddhaḥ kalko jāyate ṣaṣṭisaṃkhyaiḥ /	agnim dadyAt-lAvaka-AKye puwe ca SudDaH kalkaH jAyate zazwi-saMKyEH /
   śuddhaṃ tāraṃ vedhitaṃ vallakena gadyāṇaṃ vai jāyate śuddhahema //	SudDam tAram veDitam vallakena gadyANam vE jAyate SudDa-hema //
   YRps_11.34 //	YRpH-_11.34 //
   <hemakaraṇavidhiḥ (9)>	<hema-karaNa-viDiH (9)>
   ahiripum ahitulyaṃ sāritaṃ sūtarāje balivasagiricūrṇaiḥ kāntapātre	ahi-ripum ahi-tulyam sAritam sUtarAje balivasa-giri-cUrNEH kAnta-pAtre
   sudagdham /	su-dagDam /
   suvihitaphaṇibhāgairhemagarbheṇa baddho bhujagajitarasendro	su-vihita-PaNi-BAgEH-hema-garBeNa badDaH Bujaga-jita-rasendraH-
   vedhayellakṣavedhī // YRps_11.35 //	veDayet-lakza-veDI // YRpH-_11.35 //
   <hemakaraṇavidhiḥ (10)>	<hema-karaNa-viDiH (10)>
   dvau bhāgau śuddhatāmrasya dvau bhāgau śuddhahemajau /	dvO BAgO SudDa-tAmrasya dvO BAgO SudDa-hema-jO /
   catura eva bhāgāṃśca śuddhatārasya kārayet // YRps_11.36 //	caturaH eva BAgAn=-ca SudDa-tArasya kArayet // YRpH-_11.36 //
   aṣṭau bhāgāḥ prakartavyā rasakasya prayatnataḥ /	azwO BAgAH prakartavyA rasakasya prayatnataH /
   andhamūṣāgataṃ dhmātaṃ drāvitaṃ hema jāyate // YRps_11.37 //	anDamUzA-gatam DmAtam drAvitam hema jAyate // YRpH-_11.37 //
   <hemakaraṇavidhiḥ (11)>	<hema-karaNa-viDiH (11)>
   viditāgamavṛddhairhi puṭe pakvaṃ kanīyasi /	vidita-Agama-vRdDEH-hi puwe pakvam kanIyasi /
   triguṇaṃ cūrṇanirbaddhaṃ tāramāyāti kāñcanam // YRps_11.38 //	triguNam cUrNa-nirbadDam tAram-AyAti kAQcanam // YRpH-_11.38 //
   <hemakaraṇavidhiḥ (12)>	<hema-karaNa-viDiH (12)>
   pāradaṃ palamekaṃ tu prasthārdhaṃ śuddhagandhakam /	pAradam palam-ekam tu prasTa-arDam SudDa-ganDakam /
   kiṃśupatrarasenaiva rasairvā puṣpasaṃbhavaiḥ // YRps_11.39 //	kiMSu-patra-rasena-eva rasEH-vA puzpa-saMBavEH // YRpH-_11.39 //
   sūryātape mardayeddhi ṣaṇmāsāvadhimātrakam /	sUrya-Atape mardayet-hi zaz-mAsO=-aDimAtrakam /
   ṣoḍaśāṃśena rajataṃ vidhyate nātra saṃśayaḥ // YRps_11.40 //	zoxaSa-aMSena rajatam viDyate na-atra saMSayaH // YRpH-_11.40 //
   saptavarṇaṃ bhaveddhema haṭṭavikrayayogyakam // YRps_11.41 //	sapta-varNam Bavet-hema hawwa-vikraya-yogyakam // YRpH-_11.41 //
   <hemakaraṇavidhiḥ (13)>	<hema-karaNa-viDiH (13)>
   pāradaṃ gaṃdhakaṃ śulvaṃ mākṣikaṃ tutthakaṃ tathā /	pAradam gaMDakam Sulvam mAkzikam tutTakam taTA /
   rasakaṃ daradaṃ svarṇa- gairikaṃ navasādaram // YRps_11.42 //	rasakam daradam svarNa gErikam navasAdaram // YRpH-_11.42 //
   sūrakṣāraṃ śilāṃ caiva samabhāgāni mardayet /	sUrakzAram SilAm ca-eva sama-BAgAni mardayet /
   tadardhaṃ rasakaṃ muktvā vajramūṣe nirundhayet // YRps_11.43 //	tad-arDam rasakam muktvA vajramUze nirunDayet // YRpH-_11.43 //
   yathā dhūmo na nirgacchet tathā mudrāṃ pradāpayet /	yaTA DUmaH na nirgacCet taTA mudrAm pradApayet /
   tolamekaṃ suvarṇaṃ hi jāyate nātra saṃśayaḥ // YRps_11.44 //	tolam-ekam suvarNam hi jAyate na-atra saMSayaH // YRpH-_11.44 //
   ghaṭikāturyamātraṃ hi dhmāpayetsatataṃ bhiṣak // YRps_11.45 //	GawikA-turya-mAtram hi DmApayet-satatam Bizaj // YRpH-_11.45 //
   <hemakaraṇavidhiḥ (14)>	<hema-karaNa-viDiH (14)>
   svalpavarṇasuvarṇasya gadyāṇaikasya mudrikā /	su-alpa-varNa-suvarNasya gadyANa-ekasya mudrikA /
   mākṣikaṃ rasakaṃ tutthaṃ gairikaṃ navasādaram // YRps_11.46 //	mAkzikam rasakam tutTam gErikam navasAdaram // YRpH-_11.46 //
   sūrakṣāraṃ sadaradaṃ ṭaṅkaṇena samanvitam /	sUrakzAram sa-daradam waFkaNena samanvitam /
   prativalladvayaṃ kuryāt kāsamardaprasūnakaiḥ // YRps_11.47 //	prativalla-dvayam kuryAt kAsamarda-prasUnakEH // YRpH-_11.47 //
   strīdugdhena ca saṃmardya lepayettena mudrikām /	strI-dugDena ca saMmardya lepayet-tena mudrikAm /
   sorakṣāraṃ sadaradaṃ ṭaṃkaṇena samanvitam // YRps_11.48 //	sorakzAram sa-daradam waMkaNena samanvitam // YRpH-_11.48 //
   saiṃdhavasya ca bhāgaikam iṣṭikābhāgayugmakam /	sEMDavasya ca BAga-ekam izwikA-BAga-yugmakam /
   sthālikāyantramadhyasthaṃ madhye saṃsthāpya mudrikām // YRps_11.49 //	sTAlikAyantra-maDya-sTam maDye saMsTApya mudrikAm // YRpH-_11.49 //
   yāmatritayaparyantaṃ vahniṃ kuryātprayatnataḥ /	yAma-tritaya-paryantam vahnim kuryAt-prayatnataH /
   svāṃgaśītaṃ tataḥ kṛtvā mudrikāṃ tāṃ samuddharet /	svAMgaSItam tatas kRtvA mudrikAm tAm samudDaret /
   vedavarṇāstu saṃgharṣād vardhante nātra saṃśayaḥ // YRps_11.50 //	veda-varNAH-tu saMGarzAt varDante na-atra saMSayaH // YRpH-_11.50 //
   <hemakaraṇavidhiḥ (15)>	<hema-karaNa-viDiH (15)>
   ghoṣākṛṣṭaṃ tu yattāmraṃ rajatena samanvitam /	GozAkRzwam tu yat-tAmram rajatena samanvitam /
   tīkṣṇacūrṇaṃ sadaradaṃ ghṛṣṭaṃ kanyārasena vai // YRps_11.51 //	tIkzNa-cUrNam sa-daradam GRzwam kanyA-rasena vE // YRpH-_11.51 //
   paścādvidheyā guṭikāḥ sūkṣmāścaivāḍhakīsamāḥ /	paScAt-viDeyAH guwikAH sUkzmAH-ca-eva-AXakI-samAH /
   vāpitā drāvite dravye sarvaṃ tāmraṃ tu saṃkṣipet // YRps_11.52 //	vApitAH drAvite dravye sarvam tAmram tu saMkzipet // YRpH-_11.52 //
   rūpyamānaṃ samuttārya samahemnā ca gālayet /	rUpyamAnam samuttArya sama-hemnA ca gAlayet /
   jāyate daśavarṇaṃ tu satyametadudīritam // YRps_11.53 //	jAyate daSa-varNam tu satyam-etat-udIritam // YRpH-_11.53 //
   <hemakaraṇavidhiḥ (16)>	<hema-karaNa-viDiH (16)>
   tāmre saptaguṇaṃ nāgaṃ vāhitaṃ punareva hi /	tAmre saptaguNam nAgam vAhitam punar-eva hi /
   tena tāmreṇa rasakaṃ saptavāraṃ ca vāhayet // YRps_11.54 //	tena tAmreNa rasakam sapta-vAram ca vAhayet // YRpH-_11.54 //
   svarṇavarṇaṃ hi tattāmraṃ jāyate nātra saṃśayaḥ // YRps_11.55 //	svarNa-varNam hi tat-tAmram jAyate na-atra saMSayaH // YRpH-_11.55 //
   <hemakaraṇavidhiḥ (17)>	<hema-karaNa-viDiH (17)>
   bhūnāgasattvamūṣāyāṃ drāvayetsvarṇamuttamam /	BUnAga-sattva-mUzAyAm drAvayet-svarNam-uttamam /
   tāpyasatvena saṃyuktaṃ śatavāraṃ punaḥ punaḥ /	tApya-satvena saMyuktam Sata-vAram punar punar /
   japāpuṣpanibhaṃ svarṇaṃ jāyate nātra saṃśayaḥ // YRps_11.56 //	japA-puzpa-niBam svarNam jAyate na-atra saMSayaH // YRpH-_11.56 //
   <hemakaraṇavidhiḥ (18)>	<hema-karaNa-viDiH (18)>
   daśavarṇasya gadyāṇe raktaṃ taddhemavallakam /	daSa-varNasya gadyANe raktam tat-hema-vallakam /
   dvau varṇau vardhataḥ samyak haṭṭavikrayayogyakam // YRps_11.57 //	dvO varNO varDataH samyak hawwa-vikraya-yogyakam // YRpH-_11.57 //
   <hemakaraṇavidhiḥ (19)>	<hema-karaNa-viDiH (19)>
   puṣpakāsīsakaṃ ramyaṃ mardayedarkapatraje /	puzpakAsIsakam ramyam mardayet-arka-patra-je /
   rase'tha ca cakrikāṃ kuryādrasakasya palonmitām // YRps_11.58 //	rase-aTa ca cakrikAm kuryAt-rasakasya pala-unmitAm // YRpH-_11.58 //
   veṣṭitāṃ pūrvakalkena ravigharmeṇa śoṣayet /	vezwitAm pUrva-kalkena ravi-GarmeNa Sozayet /
   triṃśadvanopalaiḥ samyak puṭānyevaṃ hi viṃśatiḥ // YRps_11.59 //	triMSat-vanopalEH samyak puwAni-evam hi viMSatiH // YRpH-_11.59 //
   ṣoḍaśāṃśena rajataṃ vidhyate nātra saṃśayaḥ /	zoxaSa-aMSena rajatam viDyate na-atra saMSayaH /
   saptavarṇasavarṇaṃ hi jāyate nātra saṃśayaḥ // YRps_11.60 //	sapta-varNa-savarNam hi jAyate na-atra saMSayaH // YRpH-_11.60 //
   <hemakaraṇavidhiḥ (20)>	<hema-karaNa-viDiH (20)>
   sūtako dvipalaḥ kāryaḥ sumbilaśca catuṣpalaḥ /	sUtakaH dvi-palaH kAryaH sumbilaH-ca catuzpalaH /
   catuṣṭaṃkamitā kāryā sphaṭikī nirmalā śubhā // YRps_11.61 //	catuzwaMka-mitA kAryA sPawikI nirmalA SuBA // YRpH-_11.61 //
   vṛścikālīrase ghṛṣṭā dinam ekaṃ tu vārtikaiḥ /	vRScikAlI-rase GRzwA dinam ekam tu vArtikEH /
   paścācca śoṣayetsarvaṃ yantre ḍamaruke nyaset // YRps_11.62 //	paScAt-ca Sozayet-sarvam yantre xamaruke nyaset // YRpH-_11.62 //
   gairikaṃ sthāpayetpūrvaṃ khaṭikāṃ ca tathopari /	gErikam sTApayet-pUrvam KawikAm ca taTA-upari /
   tanmadhye gartakaṃ kṛtvā gartake navasādaram // YRps_11.63 //	tad-maDye gartakam kRtvA gartake navasAdaram // YRpH-_11.63 //
   ṭaṅkamānaṃ prakartavyaṃ tasyopari ca sūtakam /	waFka-mAnam prakartavyam tasya-upari ca sUtakam /
   sūtakopari sāraṃ hi pūrvoktaṃ ṭaṃkamānakam // YRps_11.64 //	sUtaka-upari sAram hi pUrva-uktam waMka-mAnakam // YRpH-_11.64 //
   mudrāṃ kṛtvā śoṣayitvā paścāccullyāṃ niveśayet /	mudrAm kRtvA SozayitvA paScAt-cullyAm niveSayet /
   agniṃ kuryātprayatnena yāmaṣoḍaśamātrakaṃ // YRps_11.65 //	agnim kuryAt-prayatnena yAma-zoxaSa-mAtrakam // YRpH-_11.65 //
   svāṃgaśītaṃ samuttārya ūrdhvalagnaṃ tu grāhayet /	svAMgaSItam samuttArya UrDva-lagnam tu grAhayet /
   paścāt khalve nidhāyātha vṛścikālyā pramardayet // YRps_11.66 //	paScAt Kalve niDAya-aTa vRScikAlyA pramardayet // YRpH-_11.66 //
   kācakūpyāṃ kṣipet sarvaṃ kūpīṃ vālukāyantrake /	kAca-kUpyAm kzipet sarvam kUpIm vAlukAyantrake /
   vahniṃ dvādaśabhiryāmaiḥ kuryācchītaṃ samāharet // YRps_11.67 //	vahnim dvAdaSaBiH-yAmEH kuryAt-SItam samAharet // YRpH-_11.67 //
   vallamātraṃ tato dadyāt sārdhaṭaṅke sutāmrake /	valla-mAtram tatas dadyAt sArDa-waFke su-tAmrake /
   dṛṣṭapratyayayogo'yaṃ nāthasundarabhāṣitaḥ // YRps_11.68 //	dRzwa-pratyaya-yogaH-ayam nATa-sundara-BAzitaH // YRpH-_11.68 //
   <raupyakaraṇavidhiḥ (1)>	<rOpya-karaNa-viDiH (1)>
   lohacūrṇaṃ palamitaṃ sumalakṣāram abhrakam /	loha-cUrNam pala-mitam sumala-kzAram aBrakam /
   ṭaṃkaṇaṃ śāṇamānaṃ hi tailenairaṇḍajena vai // YRps_11.69 //	waMkaNam SANa-mAnam hi tElena-eraNxa-jena vE // YRpH-_11.69 //
   gharṣayedvaṭikāyugmaṃ golaṃ kṛtvā dhamettataḥ /	Garzayet-vawikA-yugmam golam kRtvA Damet-tatas /
   bhastrayā dhmāpayetsamyak lohaṃ rasanibhaṃ bhavet // YRps_11.70 //	BastrayA DmApayet-samyak loham rasa-niBam Bavet // YRpH-_11.70 //
   tallohaṃ triguṇaṃ caiva rasakaṃ kārayetsudhīḥ /	tat-loham triguNam ca-eva rasakam kArayet-suDIH /
   lohaṃ ca rasakaṃ paścād gālitaṃ vajramūṣayā // YRps_11.71 //	loham ca rasakam paScAt gAlitam vajramUzayA // YRpH-_11.71 //
   lohaśeṣaṃ samuttārya tāmre dadyācca vallakam /	loha-Sezam samuttArya tAmre dadyAt-ca vallakam /
   gadyāṇake bhavettāraṃ tattāraṃ śuddhatārake // YRps_11.72 //	gadyANake Bavet-tAram tat-tAram SudDa-tArake // YRpH-_11.72 //
   ardhabhāge bhavecchuddhaṃ tāraṃ doṣavivarjitam // YRps_11.73 //	arDa-BAge Bavet-SudDam tAram doza-vivarjitam // YRpH-_11.73 //
   <raupyakaraṇavidhiḥ (2)>	<rOpya-karaNa-viDiH (2)>
   khaṇḍaṃ karṣapramāṇaṃ hi sumalakṣārakasya hi /	KaNxam karza-pramANam hi sumala-kzArakasya hi /
   veṣṭitaṃ narakeśena drute nāge nimajjitam // YRps_11.74 //	vezwitam nara-keSena drute nAge nimajjitam // YRpH-_11.74 //
   nirvāpitaṃ nimbujale caikaviṃśativārakam /	nirvApitam nimbu-jale ca-ekaviMSati-vArakam /
   drute śulvasya gadyāṇe raktikāpañcamātrakam // YRps_11.75 //	drute Sulvasya gadyANe raktikA-paQca-mAtrakam // YRpH-_11.75 //
   kalkaṃ dadyātprayatnena tāravarṇaṃ prajāyate /	kalkam dadyAt-prayatnena tAra-varNam prajAyate /
   gadyāṇe caturo vallān rūpyaṃ dattvā pragālayet /	gadyANe caturaH vallAn rUpyam dattvA pragAlayet /
   jāyate ruciraṃ tāraṃ satyam etadudīritam // YRps_11.76 //	jAyate ruciram tAram satyam etat-udIritam // YRpH-_11.76 //
   <raupyakaraṇavidhiḥ (3)>	<rOpya-karaNa-viDiH (3)>
   śaṃkhaṃ sumbalanāmānaṃ palānyaṣṭau prakalpayet /	SaMKam sumbala-nAmAnam palAni-azwO prakalpayet /
   gojihvārasasaṃmiśraṃ dinamekaṃ pramardayet // YRps_11.77 //	gojihvA-rasa-saMmiSram dinam-ekam pramardayet // YRpH-_11.77 //
   nimbūrasena dhūrtena kākamācīrasena vai /	nimbU-rasena DUrtena kAkamAcI-rasena vE /
   gṛṃjanasya rasenaiva dinamekaṃ pramardayet // YRps_11.78 //	gRMjanasya rasena-eva dinam-ekam pramardayet // YRpH-_11.78 //
   arkadugdhena vai bhāvyaṃ tailenairaṇḍajena ca /	arka-dugDena vE BAvyam tElena-eraNxa-jena ca /
   yavamātrāṃ guṭīṃ kṛtvā viśoṣya cātape khare // YRps_11.79 //	yava-mAtrAm guwIm kRtvA viSozya ca-Atape Kare // YRpH-_11.79 //
   kācakūpyāṃ vinikṣipya mudrayetkūpikāmukhaṃ /	kAca-kUpyAm vinikzipya mudrayet-kUpikA-muKam /
   saṃsthāpya vālukāyantre pacetṣoḍaśayāmakam // YRps_11.80 //	saMsTApya vAlukAyantre pacet-zoxaSa-yAmakam // YRpH-_11.80 //
   svāṃgaśītaṃ samuttārya grāhyaṃ satvaṃ tad ūrdhvagam /	svAMgaSItam samuttArya grAhyam satvam tat UrDva-gam /
   sattvaṃ gadyāṇamekaṃ tu tanmātraṃ tārasaṃpuṭam // YRps_11.81 //	sattvam gadyANam-ekam tu tanmAtram tAra-saMpuwam // YRpH-_11.81 //
   sūtaṃ gadyāṇakaṃ svacchaṃ ṭaṃkaṇaṃ vallapañcakam /	sUtam gadyANakam svacCam waMkaNam valla-paQcakam /
   sūtamātraṃ kṣārasattvaṃ sarvaṃ caikatra marditam // YRps_11.82 //	sUta-mAtram kzAra-sattvam sarvam ca-ekatra marditam // YRpH-_11.82 //
   svarasena tu ketakyā golaṃ kṛtvā viśoṣitam /	svarasena tu ketakyAH golam kRtvA viSozitam /
   tārasaṃpuṭamadhye tu dhāritaṃ taṃ ca golakam // YRps_11.83 //	tAra-saMpuwa-maDye tu DAritam tam ca golakam // YRpH-_11.83 //
   paścāttāmrakṛtāṃ mūṣām aṣṭavallamitāṃ śubhām /	paScAt-tAmra-kRtAm mUzAm azwa-valla-mitAm SuBAm /
   śarāvasaṃpuṭasyāntardhārayettadanaṃtaram // YRps_11.84 //	SarAva-saMpuwasya-antar-DArayet-tat-anaMtaram // YRpH-_11.84 //
   dhānyābhraṃ tulyaṃ paṃkena kṛtvā śrāvaṃ tu pūrayet /	DAnyABram tulyam paMkena kRtvA SrAvam tu pUrayet /
   vārāhākhyapuṭaikena jāyate kalka uttamaḥ // YRps_11.85 //	vArAha-AKya-puwa-ekena jAyate kalkaH uttamaH // YRpH-_11.85 //
   tāmraṃ dvādaśavallaṃ hi rūpyaṃ valladvayaṃ tathā /	tAmram dvAdaSa-vallam hi rUpyam valla-dvayam taTA /
   vaṃgaṃ vallamitaṃ śuddhaṃ sarvamekatra gālayet // YRps_11.86 //	vaMgam valla-mitam SudDam sarvam-ekatra gAlayet // YRpH-_11.86 //
   caturguñjāpramāṇaṃ hi dāpayenmatimān bhiṣak /	catur-guQjA-pramANam hi dApayet-matimAn Bizaj /
   jāyate pravaraṃ tāraṃ satyam etad udīritam // YRps_11.87 //	jAyate pravaram tAram satyam etat udIritam // YRpH-_11.87 //
   <raupyakaraṇavidhiḥ (4)>	<rOpya-karaNa-viDiH (4)>
   asthibhakṣamalabaṃgamāritaṃ tālakābhraviṣasūtaṭaṃkaṇam /	asTi-Bakza-mala-baMga-mAritam tAlaka-aBra-viza-sUta-waMkaNam /
   vajribhānupayasā subhāvitaṃ syānnarendra śubhatāraparvatam // YRps_11.88	vajriBAnu-payasA su-BAvitam syAt-narendra SuBa-tAra-parvatam // YRpH-_11.88
   <raupyakaraṇavidhiḥ (5)>	<rOpya-karaNa-viDiH (5)>
   vaṃgaṃ tālakamabhrakaṃ śaśirasaṃ tīkṣṇaṃ viṣaṃ ṭaṃkaṇaṃ /	vaMgam tAlakam-aBrakam SaSi-rasam tIkzNam vizam waMkaNam /
   traivāreṇa ca mūkamūṣadhamitaṃ vindanti candraprabham // YRps_11.89 //	trEvAreNa ca mUkamUza-Damitam vindanti candra-praBam // YRpH-_11.89 //
   āraṃ dvādaśabhāgamaṣṭaraviṇo bījaṃ caturthāṃśakam /	Aram dvAdaSa-BAgam-azwa-raviNaH bIjam caturTa-aMSakam /
   bhūgaṇḍādisamastadoṣarahitaṃ śrīpūjyapādoditam // YRps_11.90 //	BU-gaNxa-Adi-samasta-doza-rahitam SrI-pUjya-pAda-uditam // YRpH-_11.90 //
   <raupyakaraṇavidhiḥ (6)>	<rOpya-karaNa-viDiH (6)>
   pāradasya trayo bhāgā bhāgaikaṃ rajatasya hi /	pAradasya trayaH BAgAH BAga-ekam rajatasya hi /
   nimbūrasena saṃmardya piṣṭīṃ kṛtvā prayatnataḥ // YRps_11.91 //	nimbU-rasena saMmardya pizwIm kRtvA prayatnataH // YRpH-_11.91 //
   kāṃjikena tu tāṃ piṣṭīṃ stambhayedvāsaratrayam /	kAMjikena tu tAm pizwIm stamBayet-vAsara-trayam /
   sārayedbaṃgamadhye tu sūtakaṃ tadanaṃtaram // YRps_11.92 //	sArayet-baMga-maDye tu sUtakam tat-anaMtaram // YRpH-_11.92 //
   sāritaṃ sūtakaṃ tena tālasattvena sādhayet /	sAritam sUtakam tena tAla-sattvena sADayet /
   tena vedhyaṃ drutaṃ tāmraṃ ṣoḍaśāṃśena yatnataḥ // YRps_11.93 //	tena veDyam drutam tAmram zoxaSa-aMSena yatnatas // YRpH-_11.93 //
   jāyate pravaraṃ tāraṃ caṃdranakṣatrasannibham // YRps_11.94 //	jAyate pravaram tAram caMdra-nakzatra-sanniBam // YRpH-_11.94 //
   <raupyakaraṇavidhiḥ (7)>	<rOpya-karaNa-viDiH (7)>
   sūtakasya trayo bhāgā baṃgaṃ bhāgadvayaṃ tathā /	sUtakasya trayaH BAgAH baMgam BAga-dvayam taTA /
   mardayeddinamekaṃ tu kāṃjikena samanvitam // YRps_11.95 //	mardayet-dinam-ekam tu kAMjikena samanvitam // YRpH-_11.95 //
   sarvebhyastriguṇenātha sumbalena pramardayet /	sarveByaH-triguNena-aTa sumbalena pramardayet /
   snuhyarkadugdhena samaṃ bhāvayedvāsaratrayam // YRps_11.96 //	snuhI-arka-dugDena samam BAvayet-vAsara-trayam // YRpH-_11.96 //
   yavapramāṇāṃ guṭikāṃ ravitāpena śoṣitām /	yava-pramANAm guwikAm ravi-tApena SozitAm /
   kācakūpyāṃ nidhāyātha vahniṃ kuryātprayatnataḥ // YRps_11.97 //	kAca-kUpyAm niDAya-aTa vahnim kuryAt-prayatnataH // YRpH-_11.97 //
   yāmaṣoḍaśaparyaṃtaṃ vālukāyaṃtrake pacet /	yAma-zoxaSa-paryaMtam vAlukAyaMtrake pacet /
   svāṃgaśītaṃ samuddhṛtya cordhvagaṃ satvamāharet // YRps_11.98 //	svAMgaSItam samudDRtya ca-UrDva-gam satvam-Aharet // YRpH-_11.98 //
   ṣoḍaśāṃśena śulbaṃ hi kuntavedhena vedhayet /	zoxaSa-aMSena Sulbam hi kuntaveDena veDayet /
   jāyate pravaraṃ tāraṃ haṭṭavikrayayogyakam // YRps_11.99 //	jAyate pravaram tAram hawwa-vikraya-yogyakam // YRpH-_11.99 //
   <raupyakaraṇavidhiḥ (8)>	<rOpya-karaNa-viDiH (8)>
   palāṣṭamātraṃ tālaṃ tu dvikarṣapramitaṃ rasam /	pala-azwa-mAtram tAlam tu dvi-karza-pramitam rasam /
   nimbūrasena saṃmardyaṃ vāsaraikaṃ prayatnataḥ // YRps_11.100 //	nimbU-rasena saMmardyam vAsara-ekam prayatnataH // YRpH-_11.100 //
   paścāttaṃ mardayeddhīmān tailenairaṇḍajena vai /	paScAt-tam mardayet-DImAn tElena-eraNxa-jena vE /
   vālukāyantramadhyasthaṃ pacedyāmāṃstu ṣoḍaśa // YRps_11.101 //	vAlukAyantra-maDya-sTam pacet-yAmAn=-tu zoxaSa // YRpH-_11.101 //
   paścātsattvaṃ samuddhṛtya mardayedekavāsaram /	paScAt-sattvam samudDRtya mardayet-eka-vAsaram /
   atasītilatailena kācakūpyāṃ nidhāpayet // YRps_11.102 //	atasI-tila-tElena kAca-kUpyAm niDApayet // YRpH-_11.102 //
   pūrvavatpācayed vahnau svāṃgaśītaṃ samuddharet /	pUrvavat-pAcayet vahnO svAMgaSItam samudDaret /
   anenaiva prakāreṇa punarevaṃ tu kārayet // YRps_11.103 //	anena-eva prakAreNa punar-evam tu kArayet // YRpH-_11.103 //
   kūpītalasthitaṃ sattvaṃ grāhyaṃ cetpravaraṃ sadā /	kUpI-tala-sTitam sattvam grAhyam ced-pravaram sadA /
   ṣoḍaśāṃśena śulbasya vedhaṃ kuryānna saṃśayaḥ // YRps_11.104 //	zoxaSa-aMSena Sulbasya veDam kuryAt-na saMSayaH // YRpH-_11.104 //
   <raupyakaraṇavidhiḥ (9)>	<rOpya-karaNa-viDiH (9)>
   pāradaṃ ṭaṃkamānaṃ tu lavaṇaṃ dviguṇaṃ tathā /	pAradam waMka-mAnam tu lavaNam dviguNam taTA /
   khalve vimardayettāvad yāvannaṣṭo raso bhavet // YRps_11.105 //	Kalve vimardayet-tAvat yAvat-nazwaH rasaH Bavet // YRpH-_11.105 //
   tāmraṃ gadyāṇakaṃ śuddhaṃ baṃgaṃ vallamitaṃ kuru /	tAmram gadyANakam SudDam baMgam valla-mitam kuru /
   drute tāmre'tha lavaṇaṃ sūtakena samanvitam // YRps_11.106 //	drute tAmre-aTa lavaNam sUtakena samanvitam // YRpH-_11.106 //
   māṣamātraṃ pradātavyaṃ caturthāṃśena rūpyakam /	mAza-mAtram pradAtavyam caturTa-aMSena rUpyakam /
   tadrūpye marditaṃ sūtaṃ kṣeptavyaṃ jalayantrake // YRps_11.107 //	tad-rUpye marditam sUtam kzeptavyam jalayantrake // YRpH-_11.107 //
   tattrayodaśakaṃ rūpyaṃ jāyate nātra saṃśayaḥ // YRps_11.108 //	tat-trayodaSakam rUpyam jAyate na-atra saMSayaH // YRpH-_11.108 //
   <raupyakaraṇavidhiḥ (10)>	<rOpya-karaNa-viDiH (10)>
   tālena nihataṃ baṃgaṃ tadbaṃgena tu rūpyakam /	tAlena nihatam baMgam tad-baMgena tu rUpyakam /
   pacedyāmāṣṭakaṃ samyak kalka evaṃ prajāyate /	pacet-yAma-azwakam samyak kalkaH evam prajAyate /
   vallaṃ gadyāṇake dadyād baṃgaṃ stambhayate dhruvam // YRps_11.109 //	vallam gadyANake dadyAt baMgam stamBayate Druvam // YRpH-_11.109 //
   <raupyakaraṇavidhiḥ (11)>	<rOpya-karaNa-viDiH (11)>
   daradaṃ khaṇḍaśaḥ kṛtvā ṭaṃkatrayamitaṃ pṛthak /	daradam KaNxaSas kRtvA waMka-traya-mitam pRTak /
   vajrīkṣīreṇa tatsvedyaṃ dolāyaṃtreṇa vārtikaiḥ // YRps_11.110 //	vajrI-kzIreNa tat-svedyam dolAyaMtreNa vArtikEH // YRpH-_11.110 //
   tāracūrṇaṃ samaṃ lepyaṃ luṅgatoyasamaṃ tathā /	tAra-cUrNam samam lepyam luFga-toya-samam taTA /
   govaraiḥ pācayetsvalpam eva dvādaśayāmakam // YRps_11.111 //	govarEH pAcayet-su-alpam eva dvAdaSa-yAmakam // YRpH-_11.111 //
   piṣṭistambho bhavettena paścāttārarajaḥ pṛthak /	pizwi-stamBaH Bavet-tena paScAt-tAra-rajaH pRTak /
   kuryāddaradakhaṇḍena samaṃ sīsaṃ ca dāpayet // YRps_11.112 //	kuryAt-darada-KaNxena samam sIsam ca dApayet // YRpH-_11.112 //
   gālayenmūṣikāmadhye śītaṃ kṛtvā tu khoṭakam /	gAlayet-mUzikA-maDye SItam kRtvA tu Kowakam /
   bhasma mūṣopari nyasya dhmāpayecca śanaiḥ śanaiḥ // YRps_11.113 //	Basma mUzA-upari nyasya DmApayet-ca SanEs SanEs // YRpH-_11.113 //
   śuddhaśaṅkhanibhaṃ rūpyaṃ niṣkamātraṃ hi niḥsaret // YRps_11.114 //	SudDa-SaFKa-niBam rUpyam nizka-mAtram hi niHsaret // YRpH-_11.114 //
   <raupyakaraṇavidhiḥ (12)>	<rOpya-karaNa-viDiH (12)>
   dvipalaṃ śuddhasūtaṃ ca dvipalaṃ rasakasya ca /	dvi-palam SudDa-sUtam ca dvi-palam rasakasya ca /
   tālakaṃ ca paladvaṃdvaṃ surmilaṃ yugmamātrakam // YRps_11.115 //	tAlakam ca pala-dvaMdvam surmilam yugma-mAtrakam // YRpH-_11.115 //
