   atha tṛtīyo 'dhyāyaḥ /	aTa tRtIyaH aDyAyaH /
   tatra tapaḥśabdena vaikhānasagrāhiṇāparāmṛṣṭaḥparivrāḍapīti kecit /	tatra tapaH Sabdena vEKAnasa grAhiNa aparAmRzwaH parivrAj apI iti kecid /
   tadapyuktam /	tat api uktam /
   nahi satyāṃ gatau vānaprasthaviśeṣaṇena parivrājako grahaṇamiti /	na hi satyAm gatO vAnaprasTa viSezaNena parivrAjakaH grahaNam iti /
   yathātra brahmacārigṛhamedhināvasādāraṇenaiva svena svena viśeṣaṇena	yaTA atra brahmacAri gRhameDinA vasA dAraNena eva svena svena viSezaNena
   viśeṣitāvevaṃ bhikṣuvaikhānasāvapīti yuktam /	viSezitO= evam Bikzu vEKAnasO= api iti yuktam /
   tapaścāsādhāraṇodharmo vānaprasthānāṃ kāyakleśapradhānatvāt /	tapaH ca asADAraNaH DarmaH vAnaprasTAnAm kAya kleSa praDAna tvAt /
   tapaḥśabdasya tatra rūḍheḥ /	tapaH Sabdasya tatra rUXeH /
   bhikṣostu dharma indriyasaṃyamādilakṣaṇo naiva tapaḥśabdenābhilapyate /	BikzoH tu DarmaH indriya saMyama Adi lakzaNaH na eva tapaH Sabdena aBilapyate /
   catuṣṭhvena ca prasiddhā āśramāstritvena parāmṛśyanta ityanyāyyam /	catuzWvena ca prasidDAH ASramAH tri tvena parAmRSyante iti anyAyyam /
   apica bhedavyapadeśo 'tra bhavati 'traya ete puṇyalokabhāja eko	api ca Beda vyapadeSaH atra Bavati atraye ete puNya loka BAjaH ekaH 
   'mṛtatvabhāk' iti /	amRta tva BAk a iti /
   pṛthaktveva caiṣa bhedavyapadeśo 'vakalpate /	pRTaktvA iva ca eza Beda vyapadeSaH avakalpate /
   nahyevaṃ bhavati devadattayajñadattau mandaprajñāvanyastvanayormahāprajña	na hi evam Bavati devadatta yajQadattO manda prajQA vanyaH tu anayoH mahA prajQa
   iti /	iti /
   bhavati tvevaṃ devadattayajñadattau mandaprajñau viṣṇumitrastu mahāprajña	Bavati tu evam devadatta yajQadattO manda prajQO vizNu mitraH tu mahA prajQa
   iti /	iti /
   tasmātpūrvo traya āśramiṇaḥ puṇyalokabhājaḥ pariśiṣyamāṇaḥ	tasmAt pUrvaH trayaH ASramiNaH puNya loka BAjaH pariSizyamANaH
   parivrāḍevāmṛtatvabhāk /	parivrAj A iva amRta tva BAj /
   kathaṃ punarbrahmasaṃsthaśabdo yogātpravartamānaḥ sarvatra	kaTam punar brahma saMsTa SabdaH yogAt pravartamAnaH sarvatra
   saṃbhavanparivrājaka evāvatiṣṭheta /	saMBavan parivrAjakaH eva avatizWeta /
   rūḍhyabhyupagame cāśramamātrādamṛtatvaprāpterjñānānarthakyaprasaṅga iti /	rUXi aByupagame ca ASrama mAtrAt amRta tva prApteH jQAna anarTakya prasaFgaH iti /
   atrocyate   brahmasaṃstha iti hi brahmaṇi parisamptirananyavyāpāratārūpaṃ	atra ucyate  brahma saMsTaH iti hi brahmaNi parisamptiH ananya vyApAra tA rUpam
   tanniṣṭhatvamabhidhīyate /	tad nizWa tvam aBiDIyate /
   tacca trayāṇāmā8māṇāṃ na saṃbavati /	tat ca trayANAmA8mANAm na saMbavati /
   svāśramavihitakarmānanuṣṭhāne pryavāyaśravaṇāt /	sva ASrama vihita karma ananuzWAne prya vAya SravaNAt /
   parivrājakasya tu sarvakarmasaṃnyāsātapratyavāyo na	parivrAjakasya tu sarva karma saMnyAsAta pratyavAyaH na
   saṃbhavatyananuṣṭhānanimittaḥ /	saMBavati ananuzWAna nimittaH /
   śamadamādistu tadīyo dharmo brahmasaṃsthatāyā upodbalako na virodhī /	Sama damAdiH tu tadIyaH DarmaH brahma saMsTatAyAH upodbalakaH na viroDI /
   brahmaniṣṭhatvameva hi tasya śamadamādyupabṛṃhitaṃ svāśramavihitaṃ karma	brahma nizWa tvam eva hi tasya Sama dama Adi upabRMhitam sva ASrama vihitam karma
   yajñādīni cetareṣāṃ tadvyatikrame ca tasya pratyavāyaḥ tathāca 'nyāsa iti	yajQa AdIni ca itarezAm tad vyatikrame ca tasya pratyavAyaH taTA ca anyAsaH iti
   brahmā brahmā hi paraḥ paro hi brahma tāni vā etānyavarāṇi tapāṃsi nyāsa	brahmA brahmA hi paraH paraH hi brahma tAni vE etAni avarANi tapAMsi nyAsa
   evātyarecayat' (nārā. 78) 'vedāntavijñānasuniṣcitārthāḥ	eva atyarecayat a (nArA. 78) aveda anta vijQAna su nizcita arTAH
   saṃnyāsayogādyatayaḥ śuddhasattvāḥ' (muṇḍa. 3.2.6. nārā. 1.2.3. kaivalya.	saMnyAsa yogAt yatayaH SudDa sattvAHa (muNxa. 3.2.6. nArA. 1.2.3. kEvalya.
   3) ityādyāḥ śrutayaḥ /	3) ityAdyAH SrutayaH /
   smṛtayaśca  'tadbuddhayastadātmānastanniṣṭhāstatparāyaṇāḥ' (gī. 5.17)	smRtayaH ca   atad budDayaH tad AtmAnaH tad nizWAH tad parAyaNAH a (gI. 5.17)
   ityādyā brahmasaṃsthasya karmābhāvaṃ darśayanti /	ityAdyAH brahma saMsTasya karma aBAvam darSayanti /
   tasmātaparivrājakasyāśramamātrādamṛtatvaprāpterjñānānarthakyaprasaṅga	tasmAta parivrAjakasya ASrama mAtrAt amRta tva prApteH jQAna AnarTakya prasaFga
   ityeteṣo 'pi doṣo nvatarati /	iti etezaH api dozaH nu atarati /
   tadevaṃ parāmarśo 'pītareṣāmāśramāṇāṃ pārivrājyaṃ	tat evam parAmarSaH api itarezAm ASramANAm pArivrAjyam
   tāvadbrahmasaṃsthatālakṣaṇaṃ labhyetaiva /	tAvat brahma saMsTatA lakzaNam laByeta eva /
   anapekṣyaiva jābālaśrutimāśramāntaravidhāyinīmayamācryoṇa vicāraḥ	anapekzya eva jAbAla Srutim ASrama antara viDAyinI mayam AcryoNa vicAraH
   pravartitaḥ /	pravartitaH /
   vidyata eva tvāśramāntaravidhiśrutiḥ pratyakṣā /	vidyate eva tu ASrama antara viDi SrutiH pratyakzAH /
   'brahmacaryaṃ parisampya gṛhī bhavedgṛhī bhūtvā vanībhavedvanī bhūtvā	abrahmacaryam parisampya gRhI Bavet gRhI BUtvA vanIBavet vanI BUtvA
   pravrajet /	pravrajet /
   yadi vetarathā brahmacaryādeva brahmacaryādeva pravrajedgṛhādvā vanādvā'	yadi vA itaraTAH brahmacaryAt eva brahmacaryAt eva pravrajet gRhAt vA vanAt vA a
   (jābā. 4) iti /	(jAbA. 4) iti /
   na ceyaṃ śrutiranadikṛtāviṣayā śakyā vaktum /	na ca iyam SrutiH anadi kRta AvizayA SakyA vaktum /
   aviśeṣaśravaṇāt /	aviSeza SravaNAt /
   pṛthagnidhānāccānadhikṛtānāma 'atha punareva vratī vāvratī vā snātako	pRTak niDAnAt ca anaDikRta anAma aaTa punar eva vratI vAvratI vA snAtakaH 
   vāsnātako votsannāgniranagniko vā' (jābā. 4) ityādinā /	vAsnAtakaH vA utsanna agniH anagnikaH vA a (jAbA. 4) ityAdinA /
   brahmadānaparipākāṅgatvācca pārivrājyasya nānadhikṛtaviṣayatvam /	brahma dAna paripAka aFga tvAt ca pArivrAjyasya na anaDikRta vizaya tvam /
   tacca darśayati   'atha parivrāḍvivarṇavāsā muṇḍo 'parigrahaḥ śuciradrohī	tat ca darSayati  aaTa parivrAj vivarNa vAsAH muNxaH aparigrahaH SuciH adrohI
   bhaikṣāṇo brahmabhūyāya bhavati' (jābā. 5) iti /	BEkzANaH brahma BUyAya Bavati a (jAbA. 5) iti /
   tasmātsiddhā ūrdhvaretasāmāśramāḥ /	tasmAt sidDAH UrDvaretasAm ASramAH /
   siddhaṃ cordhvaretaḥsu vidānādvidyāyāḥ svātantryamiti // 20 //	sidDam ca UrDvaretaHsu vidAnAt vidyAyAH svAtantryam iti // 20 //
   stutimātrādhikaraṇam / sū. 21 22	stuti mAtra aDikaraNam / sU. 21 22
   stutimātram upādānād iti cen nāpūrvatvāt | BBs_3,4.21 |	stuti mAtram upAdAnAt iti ced na apUrva tvAt | BBH _3,4.21 |
   'sa eṣa rasānāṃ rasatamaḥ paramaḥ parārdhyo 'ṣṭamo yadudgīthaḥ' (chā.	asaH eza rasAnAm rasatamaH paramaH parArDyaH azwamaH yat udgITaH a (CA.
   1.1.3) 'ityevamāgniḥ sāma' ( chā. 1.6.1) ayaṃ vāva loka eṣo 'gniścitaḥ /	1.1.3) aiti evamA agniH sAma a ( CA. 1.6.1) ayam vAva lokaH ezaH agniH citaH /
   tadidamevokthamiyameva pṛthivī' ityevañjātīkāḥ śrutayaḥ kimudgīthādeḥ	tat idam eva ukTam iyam eva pRTivI a iti evan jAtIkAH SrutayaH kim udgITa AdeH
   stutyarthā āhosvidupāsanāvidyarthā ityasminsaṃśaye stutyarthā iti yuktam /	stuti arTAH Ahosvit upAsana avidi arTAH iti asmin saMSaye stuti arTAH iti yuktam /
   udgīthādīni karmāṅgānyupādāya śravaṇāt /	udgITa AdIni karma aFgAni upAdAya SravaNAt /
   yathā 'iyameva juhūrādityaḥ kūrmaḥ svargo loka āhavanīyaḥ' ityādyā	yaTA aiyam eva juhUra AdityaH kUrmaH svargaH lokaH AhavanIyaH a ityAdyA
   juhvādistutyarthāstadvaditi cet /	juhvAdi stuti arTAH tadvat iti ced /
   netyāha /	na iti Aha /
   nahi stutimātramāsāṃ śrutīnāṃ prayojanaṃ yuktamapūrvatvāt /	na hi stuti mAtram AsAm SrutInAm prayojanam yuktam apUrva tvAt /
   vidhyarthatāyāṃ hyapūrvor'tho vihito bhavati stutyarthatāyāṃ	viDi arTa tAyAm hi apUrvor aTo vihitaH Bavati stuti arTa tAyAm
   tvānarthakyameva syāt /	tu AnarTakyam eva syAt /
   vidhāyakasya hi śabdasya vākyaśeṣabhāvaṃ pratipadyamānā stutirupayujyata	viDAyakasya hi Sabdasya vAkya Seza BAvam pratipadyamAnA stutiH upayujyata
   ityuktam 'vidhinā tvekavākyatvātstutyarthena vidhīnāṃ syuḥ ityatra /	iti uktam aviDinA tu eka vAkya tvAt stuti arTena viDInAm syuH iti atra /
   pradeśāntaravihitānāṃ tūdgīthādīnāmiyaṃ pradeśāntarapaṭhitā	pradeSa antara vihitAnAm tu udgITA AdInAm iyam pradeSa antara paWitA
   stitirvākyaśeṣabhāvamapratipadyamānānarthikaiva syāt /	stitiH vAkya Seza BAvam apratipadyamAna anarTikA eva syAt /
   iyameva juhūrityādi tu vidhisaṃnidhāvevāmnatamiti vaiṣamyam /	iyam eva juhUH ityAdi tu viDi saMniDO= eva Amnatam iti vEzamyam /
   tasmādvidhyarthā evaivañjātīyakāḥ śrutayaḥ // 21 //	tasmAt viDi arTAH eva evan jAtIyakAH SrutayaH // 21 //
   bhāvaśabdāc ca | BBs_3,4.22 |	BAva SabdAt ca | BBH _3,4.22 |
   'udgīthamupāsīta' (chā. 1.1.1) 'sāmopāsīta' (chā. 2.2.1) 'ahamukthamasmīti	audgITam upAsIta a (CA. 1.1.1) asAma upAsIta a (CA. 2.2.1) aaham ukTam asmi iti
   vidyāt' ityādayaśca vispaṣṭā vidhiśabdāḥ śrūyante te ca	vidyAt a ityAdayaH ca vispazwAH viDi SabdAH SrUyante te ca
   stutimātraprayojanatāyāṃ vyāhanyeran /	stuti mAtra prayojana tAyAm vyAhanyeran /
   tathāca nyāyavidāṃ smaraṇam  'kuryātkriyeta kartavyaṃ bhavetasyāditi	taTA ca nyAya vidAm smaraNam  akuryAt kriyeta kartavyam BavetasyAt iti
   pañcamam /	paQcamam /
   etatsyātsarvavedeṣu niyataṃ vidhilakṣaṇam' iti liṅgādyartho vidhiriti	etat syAt sarva vedezu niyatam viDi lakzaNam a iti liFga Adi arTaH viDiH iti
   manyamānāsta evaṃ smaranti /	manyamAnAH te evam smaranti /
   pratiprakaraṇaṃ ca phalāni śrāvyate   'āpayitā ha vai kāmānāṃ bhavati'	pratiprakaraNam ca PalAni SrAvyate  aApayitA ha vE kAmAnAm Bavati a
   (chā. 1.1.7) 'eṣa hyeva kāmāgānasyeṣṭe' (chā. 1.7.9) 'kalpante hāsmai lokā	(CA. 1.1.7) aeza hi eva kAma AgAnasya izwe a (CA. 1.7.9) akalpante ha asmE lokA
   ūrdhvaścāvṛttāśca' (chā. 2.2.3) ityādīni /	UrDvaH ca avRttAH ca a (CA. 2.2.3) ityAdIni /
   tasmādapyupāsanāvidhānārthā udgīthādiśrutayaḥ // 22 //	tasmAt api upAsanA viDAna arTAH udgITa Adi SrutayaH // 22 //
   4 pāriplavādhikaraṇam / sū. 23 24	4 pAriplava aDikaraNam / sU. 23 24
   pāriplavārthā iti cen na viśeṣitatvāt | BBs_3,4.23 |	pAriplava arTAH iti ced na viSezita tvAt | BBH _3,4.23 |
   'atha ha yājñavalkyasya dve bhārye babhūvaturmaitreyī ca kātyayanī ca'	aaTa ha yAjQavalkyasya dve BArye baBUvatuH mEtreyI ca kAtyayanI ca a
   (bṛ. 4.5.1) 'pratardano ha vai daivodāsirindrasya priyaṃ dhāmopajagāma'	(bR. 4.5.1) apratardanaH ha vE dEvodAsiH indrasya priyam DAma upajagAma a
   (kauṣī. 3.1) 'jānaśrutirha pautrāyaṇaḥ śraddhādeyo bahudāyī bahupākya āsa'	(kOzI. 3.1) ajAnaSrutiH ha pOtrAyaNaH SradDA deyaH bahu dAyI bahu pAkyaH Asa a
   (chā. 4.1.1) ityevamādiṣu vedāntapaṭhiteṣvākhyāneṣu saṃśayaḥ   kimimāni	(CA. 4.1.1) iti evamAdizu vedAnta paWitezu AKyAnezu saMSayaH  kim imAni
   pāriplavaprayogārthānyohosvitsaṃnihitavidyāpratipattyarthānīti /	pAriplava prayoga arTa anyoha usvid saMnihita vidyA pratipatti arTAni iti /
   pāriplavārthā imā ākhyānaśrutayaḥ /	pAriplava arTAH imAH AKyAna SrutayaH /
   ākhyānasāmānyāt /	AKyAna sAmAnyAt /
   ākhyānaprayogasya ca pariplave coditatvāt /	AKyAna prayogasya ca pariplave codita tvAt /
   tataśca vidyāpradhānatvaṃ vedāntānāṃ na syāt, mantravatprayogaśeṣatvāditi	tatas ca vidyA praDAna tvam vedAntAnAm na syAt, mantravat prayoga Seza tvAt iti
   cet /	ced /
   tanna /	tat na /
   kasmāt /	kasmAt /
   viśeṣitatvāt /	viSezita tvAt /
   'pāriplavamācakṣīta' iti hi prakṛtya 'manurvaivasvato rājā' ityevamādīni	apAriplavam AcakzIta a iti hi prakRtya amanuH vEvasvataH rAjAa iti evamAdIni
   kānicidevākhyānāni tatra viśeṣyante /	kAnicid eva AKyAnAni tatra viSezyante /
   ākhyānasāmānyāccetsāmānyāccetsarvagṛhītiḥ syādanarthakamevedaṃ viśeṣaṇaṃ	AKyAna sAmAnyAt ced sAmAnyAt ced sarva gRhItiH syAt anarTakam eva idam viSezaNam
   bhavet /	Bavet /
   tasmānna pāriplavārthā etā ākhyānaśrutayaḥ // 23 //	tasmAt na pAriplava arTAH etAH AKyAna SrutayaH // 23 //
   tathā caikavākyatopabandhāt | BBs_3,4.24 |	taTA ca eka vAkyatA upabanDAt | BBH _3,4.24 |
   asati ca pariplavārthatva ākhyānānāṃ saṃnihitavidyāpratipādanopayogitaiva	asati ca pariplava arTa tvaH AKyAnAnAm saMnihita vidyA pratipAdana upayogitA eva
   nyāyyā /	nyAyyAH /
   ekavākyatobandhāt /	eka vAkyatobanDAt /
   tathāhi ta6 tatra saṃnihitābhirekavākyatā dṛśyate	taTA hi ta6 tatra saMnihitABireka vAkyatA dRSyate
   prarocanopayogātpratipattisaukaryopayogācca /	prarocana upayogAt pratipatti sOkarya upayogAt ca /
   maitreyībrāhmaṇe tāvat   'ātmā vā are draṣṭavyaḥ' (bṛ. 4.5.6) ityādyā	mEtreyI brAhmaNe tAvat  aAtmA vE are drazwavyaH a (bR. 4.5.6) ityAdyA
   vidyayaikavākyatā dṛśyate /	vidyayA eka vAkya tA dRSyate /
   prātardane 'pi prāṇo 'smi prajñātmā ityādyayā /	prAtardane api prANaH asmi prajQA AtmA ityAdyayA /
   jānaśrutiriyyatrāpi 'vāyurvāva saṃvargaḥ' (chā. 4.3.1) ityādyā /	jAnaSrutiH iyyatra api avAyuH vAva saMvargaH a (CA. 4.3.1) ityAdyAH /
   yathā 'sa ātmāno vapāmudakhidat' ityevamādīnāṃ karmaśrutigatānāmākhyānāṃ	yaTA asaH AtmAnaH vapAm udaKidat a iti evamAdInAm karma Sruti gatAnAm AKyAnAm
   saṃnihitavidhistutyarthatā tadvat /	saMnihita viDistuti arTa tA tadvat /
   tasmānna pāriplavārthatvam // 24 //	tasmAt na pAriplava arTa tvam // 24 //
   5 agnīndhanādyadhikaraṇam / sū. 25	5 agni inDana Adi aDikaraNam / sU. 25
   ata eva cāgnīndhanādyanapekṣā | BBs_3,4.25 |	atas eva ca agni inDana Adi anapekzA | BBH _3,4.25 |
   'puruṣārtho 'taḥ śabdāt' (bra.sū. 3.4.1) ityetadvyavahitamapi saṃbhavādata	apuruza arTaH atas SabdAt a (bra.sU. 3.4.1) iti etat vyavahitam api saMBavAdata
   iti parāmṛśyate /	iti parAmRSyate /
   ateva ca vidyāyāḥ puruṣārthahetutvādagnīndhanādīnyāśramakmāṇi vidyayā	ateva ca vidyAyAH puruza arTa hetu tvAt agni in Dana AdIni ASramakmANi vidyayA
   svārthasiddhau nāpekṣitavyānītyādyasyaivādhikaraṇasya	sva arTa sidDO na apekzitavyAni ityAdyasya eva aDikaraNasya
   phalamupasaṃharatyadhikavivakṣayā // 25 //	Palam upasaMharati aDika vivakzayA // 25 //
   6 sarvāpekṣādhikaraṇam / sū. 26 27	6 sarva apekzA aDikaraNam / sU. 26 27
   sarvāpekṣā ca yajñādiśruter aśvavat | BBs_3,4.26 |	sarva apekzA ca yajQa Adi SruteH aSva vat | BBH _3,4.26 |
   idamidānīṃ cintyate kiṃ vidyāyā atyantamevānapekṣāśramakarmamāmutāsti	idam idAnIm cintyate kim vidyAyAH atyantam eva anapekza ASrama karmam AmutA asti
   kācidapekṣeti /	kAcid apekzA iti /
   tatrāta evāgnīndhanādīnyāśramakarmāṇi vidyā svārthasiddhau nāpekṣyanta	tatra atas eva agni inDana AdIni ASrama karmANi vidyA sva arTa sidDO na apekzyanta
   evamatyantamevānapekṣāyāṃ prāptāyāmidamucyate sarvāpekṣā ceti /	evam atyantam eva anapekzAyAm prAptAyAm idam ucyate sarva apekzA ca iti /
   apekṣata ca vidyā sarvāṇyāśramakarmāṇi nātyantamanapekṣaiva /	apekzata ca vidyA sarvANi ASrama karmANi na atyantam anapekzA eva /
   nanu viruddhamidaṃ vacanamapekṣate cāśramakarmāṇi vidyā nāpekṣate ceti /	nanu virudDam idam vacanam apekzate ca ASrama karmANi vidyA na apekzate ca iti /
   neti brūmaḥ /	na iti brUmaH /
   utpannā hi vidyā phalasiddhiṃ prati na kiñcidanyadapekṣata utpattiṃ prati	utpannA hi vidyA Pala sidDim prati na kiQcid anyat apekzate utpattim prati
   tvapekṣate /	tu apekzate /
   kutaḥ   yajñādiśruteḥ /	kutas  yajQa Adi SruteH /
   tathāhi śrutiḥ   'tametaṃ vedānuvacanena brāhmaṇā vividiṣanti yajñena	taTA hi SrutiH  atam etam veda anuvacanena brAhmaNAH vividizanti yajQena
   dānena tapasānāśakena' (bṛ. 4.4.22) iti yajñādīnāṃ vidyāsādhanabhāvaṃ	dAnena tapasA anASakena a (bR. 4.4.22) iti yajQa AdInAm vidyA sADana BAvam
   darśayati /	darSayati /
   vividiṣāsaṃyogāccaiṣāmutpattisādhanabhāvoṣavasīyate /	vividizA saMyogAt ca ezAm utpatti sADana BAvozavasIyate /
   'atha yadyajña ityācakṣate brahmacaryasya yajñādibhiḥ	aaTa yat yajQaH iti Acakzate brahmacaryasya yajQa AdiBiH
   yaṃstavādyajñādīnāmapi hi sādhanabhāvaḥ sūcyate /	yan= tava AdyajQa AdInAm api hi sADana BAvaH sUcyate /
   'sarve vedā yatpadamāmananti tapāṃsi sarvāṇi ca yadvadanti /	asarve vedAH yat padam Amananti tapAMsi sarvANi ca yat vadanti /
   yadicchanto brahmacaryaṃ caranti tatte padaṃ saṃgraheṇa bravīmi' (kaṭha.	yat icCantaH brahmacaryam caranti tat te padam saMgraheNa bravImi a (kaWa.
   2.15) ityevamādyā ca śrutirāśramakarmaṇāṃ vidyāsādhanabhāvaṃ sūcayati /	2.15) iti evamAdyA ca SrutiH ASrama karmaNAm vidyA sADana BAvam sUcayati /
   smṛtirapi   'kaṣāyapakatiḥ karmāṇi jñānaṃ tu paramā gatiḥ /	smRtiH api  akazAya pakatiH karmANi jQAnam tu paramA gatiH /
   kaṣāye karmabhiḥ pakke tato jñānaṃ pravartate' ityevamādyā /	kazAye karmaBiH pakke tatas jQAnam pravartate a iti evamAdyA /
   aśvavaditi yogyatānidarśanam /	aSva vat iti yogyatA nidarSanam /
   yathāca yogyatāvaśenāśvo na lāṅgalākarṣaṇe yujyate rathacaryāyāṃ tu	yaTA ca yogyatA vaSena aSvaH na lAFgala AkarzaNe yujyate raTa caryAyAm tu
   yujyate /	yujyate /
   evamāśramakarmāṇi vidyayā phalasiddhau nāpekṣyanta utpattau cāpekṣyanta	evam ASrama karmANi vidyayA Pala sidDO na apekzyante utpattO ca apekzyanta
   iti // 26 //	iti // 26 //
   śamadamādyupetas syāt tathāpi tu tadvidhes tadaṅgatayā teṣām apy	Sama dama Adi upetaH syAt taTA api tu tadviDeH tad aFga tayA tezAm api 
   avaśyānuṣṭheyatvāt | BBs_3,4.27 |	avaSya anuzWeya tvAt | BBH _3,4.27 |
   yadikaścinmanyeta yajñādīnāṃ vidyāsādhanabhāvo na nyāyyo vidhyabāvāt /	yadikaH cid manyeta yajQa AdInAm vidyA sADana BAvaH na nyAyyaH viDi abAvAt /
   'yajñena vividiṣanti' ityevañjātīyakā hi	ayajQena vividizanti a iti evan jAtIyakAH hi
   śrutiranuvādasvarūpāvidyābhiṣṭavaparā na yajñādividhiparā /	SrutiH anuvAda svarUpa avidyA aBizwava parA na yajQa Adi viDi parA /
   itthaṃ mahābhāgā vidyā syādvidyārthī 'tasmādevaṃvicchanto dānta	itTam mahABAgA vidyA syAt vidyA arTI atasmAt evaMvicCantaH dAnta
   uparatastitikṣuḥ samāhito bhūtvātmaneyevātmānaṃ paśyati' (bṛ. 4.4.23) iti	uparataH titikzuH samAhitaH BUtvA AtmanA iyeva AtmAnam paSyati a (bR. 4.4.23) iti
   vidyāsādhanatvena śamadamādīnāṃ vidhānādvihitānāṃ cāvaśyānuṣṭheyatvāt /	vidyA sADana tvena Sama dama AdInAm viDAnAt vihitAnAm ca avaSya anuzWeya tvAt /
   nanvatrāpi śamādyupeto bhūtvā paśyatīti vartamānāpadeśa upalabhyate na	nanu atra api Sama Adi upetaH BUtvA paSyati iti vartamAna apadeSaH upalaByate na
   vidhiḥ /	viDiH /
   neti brūmaḥ /	na iti brUmaH /
   tasmāditi prakṛtapraśaṃsāparigrahādvidhitvapratīteḥ /	tasmAt iti prakRta praSaMsA parigrahAt viDi tva pratIteH /
   paśyediti na mādhyandinā vispaṣṭameva vidhimadhīyate /	paSyet iti na mADyandinA vispazwam eva viDim aDIyate /
   tasmādyajñādyanapekṣāyāmapi śamadīnyapekṣitavyāni /	tasmAt yajQa Adi anapekzAyAm api Sama dIni apekzitavyAni /
   yajñādīnyapi tvapekṣitavyānīti yajñādiśrutereva /	yajQa AdIni api tu apekzitavyAni iti yajQa Adi SruteH eva /
   nanūktaṃ yajñādibhirvividiṣantītyatra na vidhirupalabhyata iti /	nanu uktam yajQa AdiBiH vividizanti iti atra na viDiH upalaByate iti /
   satyamuktaṃ tathāpi tvatpūrvatvātsaṃyogasya vidhiḥ parikalpyate /	satyam uktam taTA api tvad pUrva tvAt saMyogasya viDiH parikalpyate /
   nahyayaṃ yajñādīnāṃ vividiṣāsaṃyogaḥ pūrvaṃ prāpto yenānūdyeta /	na hi ayam yajQa AdInAm vividizA saMyogaH pUrvam prAptaH yena AnUdyeta /
   'tasmātpūṣā prapiṣṭabhāgo 'dantako hi ityevamādiṣu cāśrutavidhikeṣvapi	atasmAt pUzA prapizwa BAgaH adantakaH hi iti evamAdizu ca aSruta viDikezu api
   vākyeṣvapūrvatvādvidhiṃ parikalpya pauṣṇaṃ peṣaṇaṃ vikṛtau	vAkyezu apUrva tvAt viDim parikalpya pOzNam pezaNam vikRtO
   pratīyetyādivicāraḥ prathame tantre pravartitaḥ /	pratIya ityAdi vicAraH praTame tantre pravartitaH /
   tathācoktam 'vidhirvā dhāraṇavat' (bra, sū. 3.4.20) iti /	taTA ca uktam aviDiH vA DAraNavat a (bra, sU. 3.4.20) iti /
   smṛtirapi bhagavadgītādyāsvanabhisaṃdhāya phalamanutiṣṭhitāni yajñādīni	smRtiH api Bagavat gIta AdyA svanaBisaMDAya Palam anutizWitAni yajQa AdIni
   mumukṣorjñānasādhanāni bhavantīti prapañcitam /	mumukzoH jQAna sADanAni Bavanti iti prapaQcitam /
   tasmādyajñādīni śamadamādīni ca yathāśramaṃ sarvāṇyevāśramakarmāṇi	tasmAt yajQa AdIni Sama dama AdIni ca yaTASramam sarvANi eva ASrama karmANi
   vidyotpattāvapekṣitavyāni /	vidyA utpattO= apekzitavyAni /
   tatrāpyevaṃviditi vidyāsaṃyogātpratyāsannāni vidyāsādhanāni śamādīni,	tatra api evaMvid iti vidyA saMyogAt pratyAsannAni vidyA sADanAni Sama AdIni,
   vividiṣāsaṃyogāttu brahyatarāṇi yajñādīnīti vivektavyam // 27 //	vividizA saMyogAt tu brahyatarANi yajQa AdIni iti vivektavyam // 27 //
   7 sarvānnānumatyadhikaraṇam / sū. 28 31	7 sarvAn na anumati aDikaraNam / sU. 28 31
