   BhP_04.01.001/0 maitreya uvāca	Bhu-_04.01.001/0 mEtreyaH uvAca
   BhP_04.24.058/2 bhūteṣv anukrośa-susattva-śīlināṃ syāt saṅgamo 'nugraha	Bhu-_04.24.058/2 BUtezu anukroSa--su-sattva--SIlinAm syAt saFgamaH anugraha
   eṣa nas tava	eza naH tava
   BhP_04.24.059/1 na yasya cittaṃ bahir-artha-vibhramaṃ tamo-guhāyāṃ ca	Bhu-_04.24.059/1 na yasya cittam bahis--arTa--viBramam tamaH--guhAyAm ca
   viśuddham āviśat	viSudDam AviSat-
   BhP_04.24.059/2 yad-bhakti-yogānugṛhītam añjasā munir vicaṣṭe nanu tatra	Bhu-_04.24.059/2 yat--Bakti--yoga-anugRhItam aQjasA muniH vicazwe nanu tatra
   te gatim	te gatim
   BhP_04.24.060/1 yatredaṃ vyajyate viśvaṃ viśvasminn avabhāti yat	Bhu-_04.24.060/1 yatra-idam vyajyate viSvam viSvasmin avaBAti yat-
   BhP_04.24.060/2 tat tvaṃ brahma paraṃ jyotir ākāśam iva vistṛtam	Bhu-_04.24.060/2 tat tvam brahma param jyotiH AkASam iva vistRtam
   BhP_04.24.061/1 yo māyayedaṃ puru-rūpayāsṛjad bibharti bhūyaḥ kṣapayaty	Bhu-_04.24.061/1 yaH mAyayA-idam puru-rUpayA-asRjat biBarti BUyas kzapayati-
   avikriyaḥ	avikriyaH
   BhP_04.24.061/2 yad-bheda-buddhiḥ sad ivātma-duḥsthayā tvam ātma-tantraṃ	Bhu-_04.24.061/2 yad-Beda--budDiH sat iva-Atma--duHsTayA tvam Atma-tantram
   bhagavan pratīmahi	Bagavan pratImahi
   BhP_04.24.062/1 kriyā-kalāpair idam eva yoginaḥ śraddhānvitāḥ sādhu	Bhu-_04.24.062/1 kriyA-kalApEH idam eva yoginaH SradDA-anvitAH sADu
   yajanti siddhaye	yajanti sidDaye
   BhP_04.24.062/2 bhūtendriyāntaḥ-karaṇopalakṣitaṃ vede ca tantre ca ta eva	Bhu-_04.24.062/2 BUta-indriya-antaH-karaNa-upalakzitam vede ca tantre ca te eva
   kovidāḥ	kovidAH
   BhP_04.24.063/1 tvam eka ādyaḥ puruṣaḥ supta-śaktis tayā rajaḥ-sattva-tamo	Bhu-_04.24.063/1 tvam ekaH AdyaH puruzaH supta--SaktiH tayA rajaH--sattva--tamaH-
   vibhidyate	viBidyate
   BhP_04.24.063/2 mahān ahaṃ khaṃ marud agni-vār-dharāḥ surarṣayo bhūta-gaṇā	Bhu-_04.24.063/2 mahAn aham Kam marut agni--vAr-DarAH sura-RzayaH BUta--gaNA
   idaṃ yataḥ	idam yatas-
   BhP_04.24.064/1 sṛṣṭaṃ sva-śaktyedam anupraviṣṭaś catur-vidhaṃ puram	Bhu-_04.24.064/1 sRzwam sva--SaktyA-idam anupravizwaH catur-viDam puram
   ātmāṃśakena	Atma-aMSakena
   BhP_04.24.064/2 atho vidus taṃ puruṣaṃ santam antar bhuṅkte hṛṣīkair madhu	Bhu-_04.24.064/2 aTo viduH tam puruzam santam antar BuFkte hRzIkEH maDu
   sāra-ghaṃ yaḥ	sAra-Gam yaH
   BhP_04.24.065/1 sa eṣa lokān aticaṇḍa-vego vikarṣasi tvaṃ khalu kāla-yānaḥ	Bhu-_04.24.065/1 saH eza lokAn ati-caNxa-vegaH vikarzasi tvam Kalu kAla-yAnaH
   BhP_04.24.065/2 bhūtāni bhūtair anumeya-tattvo ghanāvalīr vāyur	Bhu-_04.24.065/2 BUtAni BUtEH anumeya--tattvaH Gana-AvalIH vAyuH-
   ivāviṣahyaḥ	iva-avizahyaH
   BhP_04.24.066/1 pramattam uccair iti kṛtya-cintayā pravṛddha-lobhaṃ	Bhu-_04.24.066/1 pramattam uccEs iti kRtya--cintayA pravRdDa-loBam
   viṣayeṣu lālasam	vizayezu lAlasam
   BhP_04.24.066/2 tvam apramattaḥ sahasābhipadyase kṣul-lelihāno 'hir	Bhu-_04.24.066/2 tvam apramattaH sahasA-aBipadyase kzul-lelihAnaH ahiH-
   ivākhum antakaḥ	iva-AKum antakaH
   BhP_04.24.067/1 kas tvat-padābjaṃ vijahāti paṇḍito yas te	BhP_04.24.067/1 kaH tu-at-pada-abjam vijahAti paNxitaH yaH te
   'vamāna-vyayamāna-ketanaḥ	avamAna--vyayamAna--ketanaH
   BhP_04.24.067/2 viśaṅkayāsmad-gurur arcati sma yad vinopapattiṃ manavaś	Bhu-_04.24.067/2 viSaFkayA-asmad--guruH arcati sma yat vinA-upapattim manavaH-
   caturdaśa	caturdaSa
   BhP_04.24.068/1 atha tvam asi no brahman paramātman vipaścitām	Bhu-_04.24.068/1 aTa tvam asi naH brahman paramAtman vipaScitAm
   BhP_04.24.068/2 viśvaṃ rudra-bhaya-dhvastam akutaścid-bhayā gatiḥ	Bhu-_04.24.068/2 viSvam rudra-Baya--Dvastam akutaScit--BayA gatiH
   BhP_04.24.069/1 idaṃ japata bhadraṃ vo viśuddhā nṛpa-nandanāḥ	Bhu-_04.24.069/1 idam japata Badram vaH viSudDAH nRpa--nandanAH
   BhP_04.24.069/2 sva-dharmam anutiṣṭhanto bhagavaty arpitāśayāḥ	Bhu-_04.24.069/2 sva--Darmam anutizWantaH Bagavati arpita-ASayAH
   BhP_04.24.070/1 tam evātmānam ātma-sthaṃ sarva-bhūteṣv avasthitam	Bhu-_04.24.070/1 tam eva-AtmAnam Atma--sTam sarva-BUtezu avasTitam
   BhP_04.24.070/2 pūjayadhvaṃ gṛṇantaś ca dhyāyantaś cāsakṛd dharim	Bhu-_04.24.070/2 pUjayaDvam gRNantaH ca DyAyantaH ca-asakRt Darim
   BhP_04.24.071/1 yogādeśam upāsādya dhārayanto muni-vratāḥ	Bhu-_04.24.071/1 yoga-AdeSam upAsAdya DArayantaH muni-vratAH
   BhP_04.24.071/2 samāhita-dhiyaḥ sarva etad abhyasatādṛtāḥ	Bhu-_04.24.071/2 samAhita--DiyaH sarve etat aByasata-AdRtAH
   BhP_04.24.072/1 idam āha purāsmākaṃ bhagavān viśvasṛk-patiḥ	Bhu-_04.24.072/1 idam Aha purA-asmAkam BagavAn viSvasRk-patiH
   BhP_04.24.072/2 bhṛgv-ādīnām ātmajānāṃ sisṛkṣuḥ saṃsisṛkṣatām	BhP_04.24.072/2 BRgu--AdInAm AtmajAnAm sisRkzuH saMsisRkzatAm
   BhP_04.24.073/1 te vayaṃ noditāḥ sarve prajā-sarge prajeśvarāḥ	Bhu-_04.24.073/1 te vayam na-uditAH sarve prajA-a--sarge prajA-ISvarAH
   BhP_04.24.073/2 anena dhvasta-tamasaḥ sisṛkṣmo vividhāḥ prajāḥ	Bhu-_04.24.073/2 anena Dvasta-tamasaH sisRkzmaH viviDAH prajAH
   BhP_04.24.074/1 athedaṃ nityadā yukto japann avahitaḥ pumān	Bhu-_04.24.074/1 aTa-idam nityadA yuktaH japan avahitaH pumAn
   BhP_04.24.074/2 acirāc chreya āpnoti vāsudeva-parāyaṇaḥ	Bhu-_04.24.074/2 acirAt SreyaH Apnoti vAsudeva--parAyaNaH
   BhP_04.24.075/1 śreyasām iha sarveṣāṃ jñānaṃ niḥśreyasaṃ param	Bhu-_04.24.075/1 SreyasAm iha sarvezAm jQAnam niHSreyasam param
   BhP_04.24.075/2 sukhaṃ tarati duṣpāraṃ jñāna-naur vyasanārṇavam	Bhu-_04.24.075/2 suKam tarati duzpAram jQAna-nOH vyasana-arNavam
   BhP_04.24.076/1 ya imaṃ śraddhayā yukto mad-gītaṃ bhagavat-stavam	Bhu-_04.24.076/1 yaH imam SradDayA yuktaH mad--gItam Bagavat--stavam
   BhP_04.24.076/2 adhīyāno durārādhyaṃ harim ārādhayaty asau	Bhu-_04.24.076/2 aDIyAnaH durArADyam harim ArADayati asO
   BhP_04.24.077/1 vindate puruṣo 'muṣmād yad yad icchaty asatvaram	Bhu-_04.24.077/1 vindate puruzaH amuzmAt yat yat icCati asatvaram
   BhP_04.24.077/2 mad-gīta-gītāt suprītāc chreyasām eka-vallabhāt	Bhu-_04.24.077/2 mad--gIta--gItAt su-prItAt SreyasAm eka--vat-laBAt-
   BhP_04.24.078/1 idaṃ yaḥ kalya utthāya prāñjaliḥ śraddhayānvitaḥ	Bhu-_04.24.078/1 idam yaH kalyaH utTAya prAQjaliH SradDayA-anvitaH
   BhP_04.24.078/2 śṛṇuyāc chrāvayen martyo mucyate karma-bandhanaiḥ	BhP_04.24.078/2 SRNuyAt SrAvayet martyaH mucyate karma--banDanEH
   BhP_04.24.079/1 gītaṃ mayedaṃ naradeva-nandanāḥ parasya puṃsaḥ	Bhu-_04.24.079/1 gItam mayA-idam naradeva--nandanAH parasya puMsaH
   paramātmanaḥ stavam	paramAtmanaH stavam
   BhP_04.24.079/2 japanta ekāgra-dhiyas tapo mahat caradhvam ante tata	Bhu-_04.24.079/2 japantaH ekAgra-DiyaH tapaH mahat caraDvam ante tata
   āpsyathepsitam	ApsyaTa-Ipsitam
   BhP_04.25.001/0 maitreya uvāca	Bhu-_04.25.001/0 mEtreyaH uvAca
   BhP_04.25.001/1 iti sandiśya bhagavān bārhiṣadair abhipūjitaḥ	BhP_04.25.001/1 iti sandiSya BagavAn bArhizadEH aBipUjitaH
   BhP_04.25.001/2 paśyatāṃ rāja-putrāṇāṃ tatraivāntardadhe haraḥ	Bhu-_04.25.001/2 paSyatAm rAja--putrANAm tatra-eva-antardaDe haraH
   BhP_04.25.002/1 rudra-gītaṃ bhagavataḥ stotraṃ sarve pracetasaḥ	Bhu-_04.25.002/1 rudra--gItam BagavataH stotram sarve pracetasaH
   BhP_04.25.002/2 japantas te tapas tepur varṣāṇām ayutaṃ jale	Bhu-_04.25.002/2 japantaH te tapaH tepuH varzANAm ayutam jale
   BhP_04.25.003/1 prācīnabarhiṣaṃ kṣattaḥ karmasv āsakta-mānasam	Bhu-_04.25.003/1 prAcInabarhizam kzattar karmasu Asakta--mAnasam
   BhP_04.25.003/2 nārado 'dhyātma-tattva-jñaḥ kṛpāluḥ pratyabodhayat	Bhu-_04.25.003/2 nAradaH aDyAtma--tattva---jQaH kRpAluH pratyaboDayat-
   BhP_04.25.004/1 śreyas tvaṃ katamad rājan karmaṇātmana īhase	Bhu-_04.25.004/1 SreyaH tvam katamat rAjan karmaNA-AtmanaH Ihase
   BhP_04.25.004/2 duḥkha-hāniḥ sukhāvāptiḥ śreyas tan neha ceṣyate	Bhu-_04.25.004/2 duHKa-hAniH suKa-avAptiH SreyaH tat na-iha ca-izyate
   BhP_04.25.005/0 rājovāca	BhP_04.25.005/0 rAjA-uvAca
   BhP_04.25.005/1 na jānāmi mahā-bhāga paraṃ karmāpaviddha-dhīḥ	Bhu-_04.25.005/1 na jAnAmi mahA-BAga param karma-apavidDa--DIH
   BhP_04.25.005/2 brūhi me vimalaṃ jñānaṃ yena mucyeya karmabhiḥ	Bhu-_04.25.005/2 brUhi me vimalam jQAnam yena mucyeya karmaBiH
   BhP_04.25.006/1 gṛheṣu kūṭa-dharmeṣu putra-dāra-dhanārtha-dhīḥ	Bhu-_04.25.006/1 gRhezu kUwa-Darmezu putra--dAra--Dana-arTa--DIH
   BhP_04.25.006/2 na paraṃ vindate mūḍho bhrāmyan saṃsāra-vartmasu	Bhu-_04.25.006/2 na param vindate mUXaH BrAmyan saMsAra--vartmasu
   BhP_04.25.007/0 nārada uvāca	Bhu-_04.25.007/0 nAradaH uvAca
   BhP_04.25.007/1 bho bhoḥ prajāpate rājan paśūn paśya tvayādhvare	BhP_04.25.007/1 Bo BoH prajApate rAjan paSUn paSya tvayA-aDvare
   BhP_04.25.007/2 saṃjñāpitāñ jīva-saṅghān nirghṛṇena sahasraśaḥ	Bhu-_04.25.007/2 saMjQApitAn jIva--saFGAn nirGRNena sahasraSas-
   BhP_04.25.008/1 ete tvāṃ sampratīkṣante smaranto vaiśasaṃ tava	Bhu-_04.25.008/1 ete tvAm sampratIkzante smarantaH vESasam tava
   BhP_04.25.008/2 samparetam ayaḥ-kūṭaiś chindanty utthita-manyavaḥ	Bhu-_04.25.008/2 samparetam ayaH-kUwEH Cindanti utTita-manyavaH
   BhP_04.25.009/1 atra te kathayiṣye 'mum itihāsaṃ purātanam	Bhu-_04.25.009/1 atra te kaTayizye amum itihAsam purAtanam
   BhP_04.25.009/2 purañjanasya caritaṃ nibodha gadato mama	Bhu-_04.25.009/2 puraQjanasya caritam niboDa gadataH mama
   BhP_04.25.010/1 āsīt purañjano nāma rājā rājan bṛhac-chravāḥ	Bhu-_04.25.010/1 AsIt puraQjanaH nAma rAjA rAjan bRhac-CravAH
   BhP_04.25.010/2 tasyāvijñāta-nāmāsīt sakhāvijñāta-ceṣṭitaḥ	Bhu-_04.25.010/2 tasya-avijQAta-nAma-AsIt saKA-avijQAta--cezwitaH
   BhP_04.25.011/1 so 'nveṣamāṇaḥ śaraṇaṃ babhrāma pṛthivīṃ prabhuḥ	Bhu-_04.25.011/1 saH anvezamANaH SaraNam baBrAma pRTivIm praBuH
   BhP_04.25.011/2 nānurūpaṃ yadāvindad abhūt sa vimanā iva	Bhu-_04.25.011/2 na-anurUpam yadA-avindat aBUt sa vimanAH iva
   BhP_04.25.012/1 na sādhu mene tāḥ sarvā bhūtale yāvatīḥ puraḥ	Bhu-_04.25.012/1 na sADu mene tAH sarvAH BU-tale yAvatIH puras-
   BhP_04.25.012/2 kāmān kāmayamāno 'sau tasya tasyopapattaye	Bhu-_04.25.012/2 kAmAn kAmayamAnaH asO tasya tasya-upapattaye
   BhP_04.25.013/1 sa ekadā himavato dakṣiṇeṣv atha sānuṣu	Bhu-_04.25.013/1 saH ekadA himavataH dakziNezu aTa sAnuzu
   BhP_04.25.013/2 dadarśa navabhir dvārbhiḥ puraṃ lakṣita-lakṣaṇām	Bhu-_04.25.013/2 dadarSa navaBiH dvArBiH puram lakzita--lakzaNAm
   BhP_04.25.014/1 prākāropavanāṭṭāla- parikhair akṣa-toraṇaiḥ	BhP_04.25.014/1 prAkAra-upavana-awwAla pariKEH akza--toraNEH
   BhP_04.25.014/2 svarṇa-raupyāyasaiḥ śṛṅgaiḥ saṅkulāṃ sarvato gṛhaiḥ	BhP_04.25.014/2 svarNa-rOpya-AyasEH SRFgEH saFkulAm sarvatas gRhEH
   BhP_04.25.015/1 nīla-sphaṭika-vaidūrya- muktā-marakatāruṇaiḥ	Bhu-_04.25.015/1 nIla---sPawika--vEdUrya muktA-maraka-ta-aruNEH
   BhP_04.25.015/2 kḷpta-harmya-sthalīṃ dīptāṃ śriyā bhogavatīm iva	Bhu-_04.25.015/2 k?pta--harmya--sTalIm dIptAm SriyA BogavatIm iva
   BhP_04.25.016/1 sabhā-catvara-rathyābhir ākrīḍāyatanāpaṇaiḥ	Bhu-_04.25.016/1 saBA-catvara--raTyABiH AkrIxa-Ayatana-ApaNEH
   BhP_04.25.016/2 caitya-dhvaja-patākābhir yuktāṃ vidruma-vedibhiḥ	Bhu-_04.25.016/2 cEtya--Dvaja--patAkABiH yuktAm vidruma--vediBiH
   BhP_04.25.017/1 puryās tu bāhyopavane divya-druma-latākule	Bhu-_04.25.017/1 puryAH tu bAhya-upavane divya-druma--latA-Akule
   BhP_04.25.017/2 nadad-vihaṅgāli-kula- kolāhala-jalāśaye	Bhu-_04.25.017/2 nadad--vihaFga-ali--kula kolAhala--jalASaye
   BhP_04.25.018/1 hima-nirjhara-vipruṣmat- kusumākara-vāyunā	Bhu-_04.25.018/1 hima--nirJara--vipruzmat kusumAkara--vAyunA
   BhP_04.25.018/2 calat-pravāla-viṭapa- nalinī-taṭa-sampadi	Bhu-_04.25.018/2 calat--pravAla--viwapa nalinI--tawa--sampadi
   BhP_04.25.019/1 nānāraṇya-mṛga-vrātair anābādhe muni-vrataiḥ	Bhu-_04.25.019/1 nAnA-araNya--mRga--vrAtEH anAbADe muni-vratEH
   BhP_04.25.019/2 āhūtaṃ manyate pāntho yatra kokila-kūjitaiḥ	Bhu-_04.25.019/2 AhUtam manyate pAnTaH yatra kokila--kUjitEH
   BhP_04.25.020/1 yadṛcchayāgatāṃ tatra dadarśa pramadottamām	Bhu-_04.25.020/1 yadRcCayA-AgatAm tatra dadarSa pramadA-uttamAm
   BhP_04.25.020/2 bhṛtyair daśabhir āyāntīm ekaika-śata-nāyakaiḥ	Bhu-_04.25.020/2 BRtyEH daSaBiH AyAntIm ekEka-Sata-nAyakEH
   BhP_04.25.021/1 añca-śīrṣāhinā guptāṃ pratīhāreṇa sarvataḥ	Bhu-_04.25.021/1 aQca-SIrza-ahinA guptAm pratIhAreNa sarvatas-
   BhP_04.25.021/2 anveṣamāṇām ṛṣabham aprauḍhāṃ kāma-rūpiṇīm	Bhu-_04.25.021/2 anvezamANAm RzaBam aprOXAm kAma--rUpiNIm
   BhP_04.25.022/1 sunāsāṃ sudatīṃ bālāṃ sukapolāṃ varānanām	Bhu-_04.25.022/1 su-nAsAm sudatIm bAlAm su-kapolAm varAnanAm
   BhP_04.25.022/2 sama-vinyasta-karṇābhyāṃ bibhratīṃ kuṇḍala-śriyam	Bhu-_04.25.022/2 sama--vinyasta-karNAByAm biBratIm kuNxala--Sriyam
   BhP_04.25.023/1 piśaṅga-nīvīṃ suśroṇīṃ śyāmāṃ kanaka-mekhalām	Bhu-_04.25.023/1 piSaFga-nIvIm suSroNIm SyAmAm kanaka-meKalAm
   BhP_04.25.023/2 padbhyāṃ kvaṇadbhyāṃ calantīṃ nūpurair devatām iva	Bhu-_04.25.023/2 padByAm kvaNadByAm calantIm nUpurEH devatAm iva
   BhP_04.25.024/1 stanau vyañjita-kaiśorau sama-vṛttau nirantarau	Bhu-_04.25.024/1 stanO vyaQjita--kESorO sama-vRttO nirantarO
   BhP_04.25.024/2 vastrāntena nigūhantīṃ vrīḍayā gaja-gāminīm	Bhu-_04.25.024/2 vastra-antena nigUhantIm vrIxayA gaja--gAminIm
   BhP_04.25.025/1 tām āha lalitaṃ vīraḥ savrīḍa-smita-śobhanām	Bhu-_04.25.025/1 tAm Aha lalitam vIraH sa-vrIxa--smita--SoBanAm
   BhP_04.25.025/2 snigdhenāpāṅga-puṅkhena spṛṣṭaḥ premodbhramad-bhruvā	BhP_04.25.025/2 snigDena-apAFga--puFKena spRzwaH prema-udBramat--BruvA
   BhP_04.25.026/1 kā tvaṃ kañja-palāśākṣi kasyāsīha kutaḥ sati	BhP_04.25.026/1 kA tvam kaQja--palASa-akzi kasya-asi-iha kutas sati
   BhP_04.25.026/2 imām upa purīṃ bhīru kiṃ cikīrṣasi śaṃsa me	Bhu-_04.25.026/2 imAm upa purIm BIru kim cikIrzasi SaMsa me
   BhP_04.25.027/1 ka ete 'nupathā ye ta ekādaśa mahā-bhaṭāḥ	Bhu-_04.25.027/1 kaH ete anupaTAH ye te ekAdaSa mahA-BawAH
   BhP_04.25.027/2 etā vā lalanāḥ subhru ko 'yaṃ te 'hiḥ puraḥ-saraḥ	Bhu-_04.25.027/2 etAH vA lalanAH suBru kaH ayam te ahiH puraH-saraH
   BhP_04.25.028/1 tvaṃ hrīr bhavāny asy atha vāg ramā patiṃ vicinvatī kiṃ	Bhu-_04.25.028/1 tvam hrIH BavAni asi aTa vAc ramA patim vicinvatI kim
   munivad raho vane	muni-vat rahaH vane
   BhP_04.25.028/2 tvad-aṅghri-kāmāpta-samasta-kāmaṃ kva padma-kośaḥ patitaḥ	Bhu-_04.25.028/2 tvad--aFGri-kAm-a-Apta--samasta--kAmam kva padma-koSaH patitaH
   karāgrāt	kara-agrAt-
   BhP_04.25.029/1 nāsāṃ varorv anyatamā bhuvi-spṛk purīm imāṃ vīra-vareṇa	Bhu-_04.25.029/1 na-AsAm vara-uru anyatamA Buvi--spRS purIm imAm vIra-vareNa
   sākam	sAkam
   BhP_04.25.029/2 arhasy alaṅkartum adabhra-karmaṇā lokaṃ paraṃ śrīr iva	Bhu-_04.25.029/2 arhasi alaFkartum adaBra--karmaNA lokam param SrIH iva
   yajña-puṃsā	yajQa-puMsA
   BhP_04.25.030/1 yad eṣa māpāṅga-vikhaṇḍitendriyaṃ	Bhu-_04.25.030/1 yat eza mA-apAFga--viKaNxita-indriyam
   savrīḍa-bhāva-smita-vibhramad-bhruvā	sa-vrIxa--BAva--smita-viBramat--BruvA
   BhP_04.25.030/2 tvayopasṛṣṭo bhagavān mano-bhavaḥ prabādhate 'thānugṛhāṇa	Bhu-_04.25.030/2 tvayA-upasRzwaH BagavAn mano-BavaH prabADate aTa-anugRhANa
   śobhane	SoBane
   BhP_04.25.031/1 tvad-ānanaṃ subhru sutāra-locanaṃ	Bhu-_04.25.031/1 tvad--Ananam suBru su-tAra--locanam
   vyālambi-nīlālaka-vṛnda-saṃvṛtam	vyAlambi--nIlA-alaka-vRnda--saMvRtam
   BhP_04.25.031/2 unnīya me darśaya valgu-vācakaṃ yad vrīḍayā nābhimukhaṃ	Bhu-_04.25.031/2 unnIya me darSaya valgu--vAcakam yat vrIxayA nABi-muKam
   śuci-smite	Suci--smite
   BhP_04.25.032/0 nārada uvāca	Bhu-_04.25.032/0 nAradaH uvAca
   BhP_04.25.032/1 itthaṃ purañjanaṃ nārī yācamānam adhīravat	Bhu-_04.25.032/1 itTam puraQjanam nArI yAcamAnam aDIra-vat-
   BhP_04.25.032/2 abhyanandata taṃ vīraṃ hasantī vīra mohitā	Bhu-_04.25.032/2 aByanandata tam vIram hasantI vIra mohitA
   BhP_04.25.033/1 na vidāma vayaṃ samyak kartāraṃ puruṣarṣabha	Bhu-_04.25.033/1 na vidAma vayam samyak kartAram puruza-RzaBa
   BhP_04.25.033/2 ātmanaś ca parasyāpi gotraṃ nāma ca yat-kṛtam	Bhu-_04.25.033/2 AtmanaH ca parasya-api gotram nAma ca yat-kRtam
   BhP_04.25.034/1 ihādya santam ātmānaṃ vidāma na tataḥ param	Bhu-_04.25.034/1 iha-adya santam AtmAnam vidAma na tatas param
   BhP_04.25.034/2 yeneyaṃ nirmitā vīra purī śaraṇam ātmanaḥ	Bhu-_04.25.034/2 yena-iyam nirmitA vIra purI SaraNam AtmanaH
   BhP_04.25.035/1 ete sakhāyaḥ sakhyo me narā nāryaś ca mānada	Bhu-_04.25.035/1 ete saKAyaH saKyaH me narAH nAryaH ca mAnada
   BhP_04.25.035/2 suptāyāṃ mayi jāgarti nāgo 'yaṃ pālayan purīm	Bhu-_04.25.035/2 suptAyAm mayi jAgarti nAgaH ayam pAlayan purIm
   BhP_04.25.036/1 diṣṭyāgato 'si bhadraṃ te grāmyān kāmān abhīpsase	Bhu-_04.25.036/1 dizwyA-AgataH asi Badram te grAmyAn kAmAn aBIpsase
   BhP_04.25.036/2 udvahiṣyāmi tāṃs te 'haṃ sva-bandhubhir arindama	Bhu-_04.25.036/2 udvahizyAmi tAn te aham sva-banDuBiH arindama
   BhP_04.25.037/1 imāṃ tvam adhitiṣṭhasva purīṃ nava-mukhīṃ vibho	Bhu-_04.25.037/1 imAm tvam aDitizWasva purIm nava-muKIm viBo
   BhP_04.25.037/2 mayopanītān gṛhṇānaḥ kāma-bhogān śataṃ samāḥ	Bhu-_04.25.037/2 mayA-upanItAn gRhNAnaH kAma--BogAn Satam samAH
   BhP_04.25.038/1 kaṃ nu tvad-anyaṃ ramaye hy arati-jñam akovidam	Bhu-_04.25.038/1 kam nu tvad--anyam ramaye hi arati--jQam akovidam
   BhP_04.25.038/2 asamparāyābhimukham aśvastana-vidaṃ paśum	Bhu-_04.25.038/2 asamparAya-aBimuKam aSva-stana-vidam paSum
   BhP_04.25.039/1 dharmo hy atrārtha-kāmau ca prajānando 'mṛtaṃ yaśaḥ	Bhu-_04.25.039/1 DarmaH hi atra-arTa--kAmO ca prajA-AnandaH amRtam yaSaH
   BhP_04.25.039/2 lokā viśokā virajā yān na kevalino viduḥ	Bhu-_04.25.039/2 lokAH viSokAH virajAH yAn na kevalinaH viduH
   BhP_04.25.040/1 pitṛ-devarṣi-martyānāṃ bhūtānām ātmanaś ca ha	Bhu-_04.25.040/1 pitR-deva-Rzi-martyAnAm BUtAnAm AtmanaH ca ha
   BhP_04.25.040/2 kṣemyaṃ vadanti śaraṇaṃ bhave 'smin yad gṛhāśramaḥ	Bhu-_04.25.040/2 kzemyam vadanti SaraNam Bave asmin yat gRhASramaH
   BhP_04.25.041/1 kā nāma vīra vikhyātaṃ vadānyaṃ priya-darśanam	BhP_04.25.041/1 kA nAma vIra viKyAtam vadAnyam priya-darSanam
   BhP_04.25.041/2 na vṛṇīta priyaṃ prāptaṃ mādṛśī tvādṛśaṃ patim	Bhu-_04.25.041/2 na vRNIta priyam prAptam mAdRSI tvAdRSam patim
   BhP_04.25.042/1 kasyā manas te bhuvi bhogi-bhogayoḥ striyā na sajjed	Bhu-_04.25.042/1 kasyAH manaH te Buvi Bogi-BogayoH striyAH na sajjet-
   bhujayor mahā-bhuja	BujayoH mahA-Buja
   BhP_04.25.042/2 yo 'nātha-vargādhim alaṃ ghṛṇoddhata- smitāvalokena caraty	Bhu-_04.25.042/2 yaH anATa--varga-ADim alam GRNA-udData smita-avalokena carati-
   apohitum	apohitum
   BhP_04.25.043/0 nārada uvāca	Bhu-_04.25.043/0 nAradaH uvAca
   BhP_04.25.043/1 iti tau dam-patī tatra samudya samayaṃ mithaḥ	BhP_04.25.043/1 iti tO dam-patI tatra samudya samayam miTas-
   BhP_04.25.043/2 tāṃ praviśya purīṃ rājan mumudāte śataṃ samāḥ	Bhu-_04.25.043/2 tAm praviSya purIm rAjan mumudAte Satam samAH
   BhP_04.25.044/1 upagīyamāno lalitaṃ tatra tatra ca gāyakaiḥ	BhP-_04.25.044/1 upagIyamAnaH lalitam tatra tatra ca gAyakEH
   BhP_04.25.044/2 krīḍan parivṛtaḥ strībhir hradinīm āviśac chucau	Bhu-_04.25.044/2 krIxan parivRtaH strIBiH hradinIm AviSat SucO
   BhP_04.25.045/1 saptopari kṛtā dvāraḥ puras tasyās tu dve adhaḥ	Bhu-_04.25.045/1 sapta-upari kRtAH dvAraH puras tasyAH tu dve aDas-
   BhP_04.25.045/2 pṛthag-viṣaya-gaty-arthaṃ tasyāṃ yaḥ kaścaneśvaraḥ	Bhu-_04.25.045/2 pRTak---vizaya-gati--arTam tasyAm yaH kaScana-ISvaraH
   BhP_04.25.046/1 pañca dvāras tu paurastyā dakṣiṇaikā tathottarā	BhP_04.25.046/1 paQca dvAraH tu pOrastyA dakziNA-ekA taTA-uttarA
   BhP_04.25.046/2 paścime dve amūṣāṃ te nāmāni nṛpa varṇaye	Bhu-_04.25.046/2 paScime dve amUzAm te nAmAni nRpa varNaye
   BhP_04.25.047/1 khadyotāvirmukhī ca prāg dvārāv ekatra nirmite	BhP_04.25.047/1 Kadyota-AvirmuKI ca prAk dvArO ekatra nirmite
   BhP_04.25.047/2 vibhrājitaṃ janapadaṃ yāti tābhyāṃ dyumat-sakhaḥ	Bhu-_04.25.047/2 viBrAjitam janapadam yAti tAByAm dyumat--saKaH
   BhP_04.25.048/1 nalinī nālinī ca prāg dvārāv ekatra nirmite	Bha-a_04.25.048/1 nalinI nAlinI ca prAk dvArO ekatra nirmite
   BhP_04.25.048/2 avadhūta-sakhas tābhyāṃ viṣayaṃ yāti saurabham	Bhu-_04.25.048/2 avaDUta--saKaH tAByAm vizayam yAti sOraBam
   BhP_04.25.049/1 mukhyā nāma purastād dvās tayāpaṇa-bahūdanau	BhP_04.25.049/1 muKyAH nAma purastAt dvAH tayA-ApaNa--bahUdanO
   BhP_04.25.049/2 viṣayau yāti pura-rāḍ rasajña-vipaṇānvitaḥ	Bhu-_04.25.049/2 vizayO yAti pura-rAj rasa-jQa--vipaNa-anvitaH
   BhP_04.25.050/1 pitṛhūr nṛpa puryā dvār dakṣiṇena purañjanaḥ	Bhu-_04.25.050/1 pitRhUH nRpa puryAH dvAr dakziNena puraQjanaH
