   Abkürzungsverzeichnis	AbkürzungsveH-zeiCnis
   [112.14]     evaṃ dṛṣṭvā mahātmānaṃ tato harṣam upāgataḥ /	[112.14]     evam dRzwvA mahAtmAnam tatas harzam upAgataH /
   [112.15]     taṃ stotuṃ dvijaśārdūla matir me samajāyata //" [VarāhaP]	[112.15]     tam stotum dvija-SArdUla matiH me samajAyata //" [VarAha-P]
   [112.16-17]     ity upakramya mahatstotram uktvā ante rudreṇa bhagavantaṃ	[112.16-17]     iti upakramya mahat-stotram uktvA ante rudreNa Bagavantam
   pratyabhīṣṭanivedanaṃ pratipāditam. yathā:	pratyaBIzwa-nivedanam pratipAditam. yaTA:
   [112.18]     "iti stuto me bhagavannanāde juṣasva bhaktasya viśeṣataś ca /	[112.18]     "iti stutaH me Bagavan=-anAde juzasva Baktasya viSezataH ca /
   [112.19]     sṛṣṭiṃ sṛjasveti tu coditasya sarvajñatāṃ dehi namo 'stu	[112.19]     sRzwim sRjasva-iti tu coditasya sarvajQa-tAm dehi namaH astu
   viṣṇo //" iti [VarāhaP]	vizNo //" iti [VarAha-P]
   [112.20]     evaṃ stotre parisamāpite	[112.20]     evam stotre parisamApite
   [112.21]     "varaṃ varava bhadraṃ te devadeva umāpate //" [VarāhaP]	[112.21]     "varam varava Badram te devadevaH umApate //" [VarAha-P]
   [112.22]     iti bhagavatā niyuktaḥ rudra:	[112.22]     iti BagavatA niyuktaH rudra:
   [112.23]     "brahmaṇā cāham uktas tu prajās sṛja iti prabho /	[112.23]     "brahmaNA ca-aham uktaH tu prajAH sRjaH iti praBo /
   [112.24]     tatra jñānaṃ prayacchasva trividhaṃ bhūtabhāvana //" iti	[112.24]     tatra jQAnam prayacCasva triviDam BUta-BAvanaH //" iti
   prārthayāmāsa. [VarāhaP]	prArTayAmAsa. [VarAha-P]
        [viṣṇoḥ śarabharūparudrādisaṃhārakatvam]	[vizNoH SaraBa-rUpa-rudra-Adi-saMhAraka-tvam]
   [113.1]     tadā śrībhagavān:	[113.1]     tadA SrI-BagavAn-:
   [113.2]     "sarvajñas tvaṃ na sandeho jñānarāśisanātanaḥ /	[113.2]     "sarvajQaH tvam na sandehaH jQAna-rASi-sanAtanaH /
   [113.3]     devānāñ ca sadā pūjyaḥ sarvadā tvaṃ bhaviṣyasi // [VarāhaP.]	[113.3]     devAnAn ca sadA pUjyaH sarvadA tvam Bavizyasi // [VarAha-P.]
   [113.4]     evam ukte punarvākyam uvācomāpatir mudā /	[113.4]     evam ukte punar-vAkyam uvAca-umApatiH mudA /
   [113.5]     anyaṃ dehi varaṃ deva prasiddhaṃ sarvajantuṣu // [VarāhaP]	[113.5]     anyam dehi varam deva prasidDam sarva-jantuzu // [VarAha-P]
   [113.6]     martyo bhūtvā bhavān eva māmārādhaya keśava /	[113.6]     martyaH BUtvA BavAn eva mAm-ArADaya keSava /
   [113.7]     māṃ vahasya ca deveśa varaṃ matto gṛhāṇa ca // [VarāhaP.]	[113.7]     mAm vahasya ca deveSa varam mattaH gRhANa ca // [VarAha-P.]
   [113.8]     yenāhaṃ sarvadevānāṃ pūjyāt pūjyataro 'bhavat //" iti punaḥ	[113.8]     yena-aham sarva-devAnAm pUjyAt pUjyataraH aBavat //" iti punar-
   tena prārthitaḥ [VarāhaP]	tena prArTitaH [VarAha-P]
   [113.9]     śrībhagavān: "devakāryāvatāreṣu mānuṣyatvam upāgataḥ /	[113.9]     SrI-BagavAn: "deva-kArya-avatArezu mAnuzya-tvam upAgataH /
   [113.10]     tvām evārādhayiṣyāmi tvañ ca me varado bhava // [VarāhaP]	[113.10]     tvAm eva-ArADayizyAmi tvan ca me vara-daH Bava // [VarAha-P]
   [113.11]     yattvayoktaṃ vahasveti devadeva umāpate /	[113.11]     yat-tvayA-uktam vahasva-iti devadevaH umApate /
   [113.12]     sa tvāṃ vahāmi deva tvāṃ megho bhūtvā śataṃ samāḥ //" iti	[113.12]     sa tvAm vahAmi deva tvAm meGaH BUtvA Satam samAH //" iti
   varam api dadau.	varam api dadO.
   [113.13]     "evam eva harir devaḥ sarveśas sarvabhāvanaḥ /	[113.13]     "evam eva hariH devaH sarva-ISaH sarva-BAvanaH /
   [113.14]     varado 'bhūt purā mahyaṃ tenāhaṃ daivatair vṛtaḥ //	[113.14]     vara-daH aBUt purA mahyam tena-aham dEvatEH vRtaH //
   [VarāhaP.]	[VarAha-P.]
   [113.15]     nārāyaṇāt paro devo na bhūto na bhaviṣyati /	[113.15]     nArAyaNAt paraH devaH na BUtaH na Bavizyati /
   [113.16]     etad rahasyaṃ devānāṃ purāṇānāñ ca sattama //" iti [VarāhaP]	[113.16]     etat rahasyam devAnAm purANAnAn ca sattamaH //" iti [VarAha-P]
   [113.17]     kiñca	[113.17]     kiQca
   [113.18]     śrīviṣṇupurāṇe: "devatiryaṅmanuṣyeṣu śarīragrahaṇātmikā /	[113.18]     SrI-vizNupurANe: "deva-tiryak-manuzyezu SarIra-grahaNa-AtmikA /
   [113.19]     līleyaṃ sarvabhūtasya tava ceṣṭopalakṣaṇā // [ViṣṇuP ]	[113.19]     lIlA-iyam sarva-BUtasya tava cezwA-upalakzaNAH // [VizNuB ]
   [113.20]     devatiryaṅmanuṣyākhyā ceṣṭāvanti svalīlayā /	[113.20]     deva-tiryak-manuzya-AKyA cezwAvanti sva-lIlayA /
   [113.21]     jagatām upakārāya na sā karmanimittajā //" iti [ViṣṇuP ]	[113.21]     jagatAm upakArAya na sA karma-nimitta-jAH //" iti [VizNuj ]
   [113.22-23]     evaṃ nṛsiṃharūpiṇā bhagavatā śarabharūpeṇāgatānāṃ	[113.22-23]     evam nRsiMha-rUpiNA BagavatA SaraBa-rUpeNa-AgatAnAm
   brahmarudrādīnām api saṃhārādikaṃ nārasiṃhapurāṇādiṣv avagamyate. yathā:	brahma-rudra-AdInAm api saMhAra-Adikam nArasiMha-purANa-Adizu avagamyate. yaTA:
        [śarabhanirmāṇādiprakāraḥ]	[SaraBa-nirmANa-Adi-prakAraH]
   [114.1]     hiraṇyakavadhānantaraṃ: tatra saptatriṃśādhyāye	[114.1]     hiraNyaka-vaDa-anantaran: tatra saptatriMSa-aDyAye
   [114.2]     "hiraṇyakaśipos trastān sendrān devān bṛhaspatiḥ /	[114.2]     "hiraNyakaSipoH trastAn sa-indrAn devAn bRhaspatiH /
   [114.3]     kṣīrodasyottaraṃ gatvā stūyatāṃ tatra keśavaḥ // [NarasiṃhaP]	[114.3]     kzIrodasya-uttaram gatvA stUyatAm tatra keSavaH // [NarasiMha-P]
   [114.4]     yuṣmābhis saṃstuto viṣṇuḥ prasanno bhavati kṣaṇāt//" ity	[114.4]     yuzmABiH saMstutaH vizNuH prasannaH Bavati kzaNAt-//" iti-
   ārabhya [NarasiṃhaP]	AraBya [NarasiMha-P]
   [114.5]     "yuṣmad āgamanaṃ sarvaṃ jānāmy asuramardanāḥ /	[114.5]     "yuzmat Agamanam sarvam jAnAmi asura-mardanAH /
   [114.6]     hiraṇyakavināśārthaṃ stuto 'haṃ śaṅkareṇa ca // ity uktvā	[114.6]     hiraNyaka-vinASa-arTam stutaH aham SaFkareNa ca // iti uktvA
   [NarasiṃhaP]	[NarasiMha-P]
   [114.7]     hiraṇyakavadhānantaraṃ	[114.7]     hiraNyaka-vaDa-anantaram
   [114.8]     "tasya kopābhibhūtasya nṛsiṃhasya jagatpateḥ /	[114.8]     "tasya kopa-aBiBUtasya nRsiMhasya jagatpateH /
   [114.9]     dṛṣṭvā bhayānakaṃ rūpaṃ vitresur devadānavāḥ //" [NarasiṃhaP]	[114.9]     dRzwvA BayAnakam rUpam vitresuH deva-dAnavAH //" [NarasiMha-P]
   [114.10]     ity ārabhyoktastotrānantaraṃ brahmasamīpagamanādikaṃ	[114.10]     iti AraBya-ukta-stotra-anantaram brahma-samIpa-gamana-Adikam
   pratipādya:	pratipAdya:
   [114.11]     "tasmin bhagavati kruddhe nṛsiṃhe paramātmani /	[114.11]     "tasmin Bagavati krudDe nR-siMhe paramAtmani /
   [114.12]     pravepitaṃ jagad idaṃ deveśe kupite bhṛśam // [NarasiṃhaP]	[114.12]     pravepitam jagat idam deveSe kupite BRSam // [NarasiMha-P]
   [114.13]     tvatto hi nānyaś śaraṇaṃ devānām iha vidyate /	[114.13]     tvattaH hi na-anyaH SaraNam devAnAm iha vidyate /
   [114.14]     narasiṃhasamudbhūtaṃ bhayaṃ nāśaya me hare //" [NarasiṃhaP]	[114.14]     narasiMha-samudBUtam Bayam nASaya me hare //" [NarasiMha-P]
   [114.15]     ityādinā rudraprārthanādikam uktvā	[114.15]     ityAdinA rudra-prArTana-Adikam uktvA
   [114.16] "hato hiraṇyakaśipuḥ yena daityo mahābalaḥ /	[114.16] "hataH hiraNyakaSipuH yena dEtyaH mahA-balaH /
   [114.17]     ko naś śamayitā tasya kopasya harimedhasaḥ // [NarasiṃhaP.]	[114.17]     kaH naH SamayitA tasya kopasya harimeDasaH // [NarasiMha-P.]
   [114.18]     tvaṃ me janayitā deva sa te janayitā hariḥ /	[114.18]     tvam me janayitA deva sa te janayitA hariH /
   [114.19]     tasya devasya kaś śakto viṣṇor vai nigrahe bhavet //	[114.19]     tasya devasya kaH SaktaH vizNoH vE nigrahe Bavet //
   [NarasiṃhaP]	[NarasiMha-P]
   [114.20]     yad bhayāt pavate vāyuḥ sūryas tapati yad bhayāt /	[114.20]     yat BayAt pavate vAyuH sUryaH tapati yat BayAt /
   [114.21]     yad bhayād dharaṇī dhatte nigrahe tasya kaḥ prabhuḥ /	[114.21]     yat BayAt DaraNI Datte nigrahe tasya kaH praBuH /
   [114.22]     tathāpy upāyo dṛśyo me parameṇa samādhinā // [NarasiṃhaP]	[114.22]     taTA-api upAyaH dRSyaH me parameNa samADinA // [NarasiMha-P]
   [114.23]     kṛte tasmin bhavec chreyaḥ tūṣṇīṃ bhāvo na rocate /	[114.23]     kRte tasmin Bavet SreyaH tUzNIm BAvaH na rocate /
   [114.24]     aśvānāṃ mahiṣaḥ śatruḥ vāraṇānāṃ mṛgādhipaḥ // [NarasiṃhaP.]	[114.24]     aSvAnAm mahizaH SatruH vAraNAnAm mRgADipaH // [NarasiMha-P.]
   [115.1]     vānarāṇāṃ tathā meṣaḥ phaṇīnāṃ garuḍaḥ smṛtaḥ /	[115.1]     vAnarANAm taTA mezaH PaNInAm garuxaH smRtaH /
   [115.2]     mūṣakānān tu mārjāro mṛgāṇāṃ śvā prakīrtitaḥ // [NarasiṃhaP.]	[115.2]     mUzakAnAn tu mArjAraH mRgANAm SvA prakIrtitaH // [NarasiMha-P.]
   [115.3]     vāyasānāṃ divābhītaḥ siṃhānāṃ śarabhas tathā /	[115.3]     vAyasAnAm divABItaH siMhAnAm SaraBaH taTA /
   [115.4]     tato nirmāpayiṣyāmaḥ śarabhaṃ bhayaśāntaye // [NarasiṃhaP.]	[115.4]     tatas nirmApayizyAmaH SaraBam Baya-SAntaye // [NarasiMha-P.]
   [115.5]     śarabho 'dhiṣṭhito 'smābhiḥ nṛsiṃhaṃ śamayiṣyati /	[115.5]     SaraBaH aDizWitaH asmABiH nRsiMham Samayizyati /
   [115.6]     ity evam uktvā bhagavān sasarja śarabhaṃ tathā //	[115.6]     iti evam uktvA BagavAn sasarja SaraBam taTA //
   [NarasiṃhaP.]	[NarasiMha-P.]
   [115.7]     yasya sandarśanād eva trastamāsīj jagattrayam /	[115.7]     yasya sandarSanAt eva trastam-AsIt jagattrayam /
   [115.8]     tatas tasya bhavānīśaḥ tuṇḍasthānam arocata // [NarasiṃhaP]	[115.8]     tatas tasya BavAn-ISaH tuNxa-sTAnam arocata // [NarasiMha-P]
   [115.9]     pṛṣṭhabhāge caturvaktaṃ tasya rudro nyaveśayat /	[115.9]     pRzWa-BAge catur-vaktam tasya rudraH nyaveSayat /
   [115.10]     somasūryau nayanayoḥ mārutaṃ pakṣayor dvayoḥ // [NarasiṃhaP]	[115.10]     soma-sUryO nayanayoH mArutam pakzayoH dvayoH // [NarasiMha-P]
   [115.11]     pādeṣu bhūdharān sarvān śivas tasya nyaveśayat /	[115.11]     pAdezu BUDarAn sarvAn SivaH tasya nyaveSayat /
   [115.12]     evaṃ nirmāya śarabhaṃ bhavaḥ pramathanāyakaḥ // [NarasiṃhaP]	[115.12]     evam nirmAya SaraBam BavaH pramaTa-nAyakaH // [NarasiMha-P]
   [115.13]     jagarja narasiṃhaṃ taṃ samuddiśya bhayānakam //" [NarasiṃhaP]	[115.13]     jagarja narasiMham tam samuddiSya BayAnakam //" [NarasiMha-P]
   [115.14]     iti śarabhanirmāṇādikaṃ pratipādya	[115.14]     iti SaraBa-nirmANa-Adikam pratipAdya
   [115.15]     "tataḥ kṣaṇena śarabho nādapūritadiṅmukhaḥ /	[115.15]     "tataH kzaNena SaraBaH nAda-pUrita-diFmuKaH /
   [115.16]     abhyāśam agamad viṣṇoḥ ninadan bhairavaṃ svanam //	[115.16]     aByASam agamat vizNoH ninadan BEravam svanam //
   [NarasiṃhaP]	[NarasiMha-P]
   [115.17]     tam abhyāśagataṃ dṛṣṭvā nṛsiṃhaḥ śarabhaṃ ruṣā /	[115.17]     tam aByASa-gatam dRzwvA nRsiMhaH SaraBam ruzA /
   [115.18]     jaghāna niśitair ugraiḥ nakhair nakhavarāyudhaḥ //	[115.18]     jaGAna niSitEH ugrEH naKEH naKa-vara-AyuDaH //
   [NarasiṃhaP]	[NarasiMha-P]
   [115.19]     nihate śarabhe tasmin raudre madhuvighātinā /	[115.19]     nihate SaraBe tasmin rOdre maDu-viGAtinA /
   [115.20]     tuṣṭubuḥ puṇḍarīkākṣaṃ devā devarṣayas tathā //" [NarasiṃhaP]	[115.20]     tuzwubuH puNxarIkAkzam devAH devarzayaH taTA //" [NarasiMha-P]
   [115.21]     iti bhagavatā brahmarudrādyadhiṣṭhitaśarabhahananaṃ	[115.21]     iti BagavatA brahma-rudra-Adi-aDizWita-SaraBa-hananam
   pratipāditam.	pratipAditam.
   [115.22]     gāruḍe aṣṭanavatitamādhyāye:	[115.22]     gAruxe azwanavatitama-aDyAye:
   [115.23]     "hantuṃ abhyāgataṃ raudraṃ śarabhaṃ narakesarī /	[115.23]     "hantum aByAgatam rOdram SaraBam narakesarI /
   [115.24]     nakhair vidārayāmāsa hiraṇyakaśipuṃ yathā // [GaruḍaP ]	[115.24]     naKEH vidArayAmAsa hiraNyakaSipum yaTA // [Garuxaj ]
   [116.1]     nikṛttabāhūruśirāḥ vajrakalpamukhair nakhaiḥ /	[116.1]     nikRtta-bAhu-Uru-SirAH vajra-kalpa-muKEH naKEH /
   [116.2]     merupṛṣṭhe nṛsiṃhena śarabhas sahasāpatat //" [GaruḍaP ]	[116.2]     meru-pRzWe nR-siMhena SaraBaH sahasA-apatat //" [Garuxaj ]
   [116.3]     pādme: "tau yudhyamānau tu ciraṃ vegena balavattarau /	[116.3]     pAdme: "tO yuDyamAnO tu ciram vegena balavattarO /
   [116.4]     vināśaṃ jagmatur devau nṛsiṃhaśarabhāv iti // [Padma.P ]	[116.4]     vinASam jagmatuH devO nRsiMha-SaraBO iti // [Pat-ma.j ]
   [116.5]     tataḥ kruddho mahābāhuḥ nṛsiṃho bhīmanissvanaḥ /	[116.5]     tatas krudDaH mahA-bAhuH nRsiMhaH BIma-nissvanaH /
   [116.6]     sahasrakarapannetraḥ tasya gātrāṇy akartayat // [Padma.P ]	[116.6]     sahasra-kara-pad-netraH tasya gAtrANi akartayat // [Pat-ma.j ]
   [116.7]     patitaṃ bhīmam atyugraṃ gatāṃsuṃ draṣṭum āgatāḥ /	[116.7]     patitam BImam ati-ugram gatAMsum drazwum AgatAH /
   [116.8]     ṛṣayo devagandharvā yatra śete bhavo haraḥ // [Padma.P ]	[116.8]     RzayaH deva-ganDarvAH yatra Sete BavaH haraH // [Pat-ma.j ]
   [116.9]     taṃ dṛṣṭvā paramaṃ jagmuḥ vismayantu divaukasaḥ /	[116.9]     tam dRzwvA paramam jagmuH vismayantu divOkasaH /
   [116.10]     paśaśaṃsus tathā karma nṛsiṃhasya mahādbhutam //" iti [PadmaP	[116.10]     paSaSaMsuH taTA karma nRsiMhasya mahA-adButam //" iti [PadmaP
   [116.11]     śrībhāgavate: "tatas tvaritam ādāya rudraṃ śarabharūpiṇam /	[116.11]     SrI-BAgavate: "tatas tvaritam AdAya rudram SaraBa-rUpiNam /
   [116.12]     vidadāra nakhais tīkṣṇaiḥ hiraṇyakaśipuṃ yathā //" iti	[116.12]     vidadAra naKEH tIkzNEH hiraNyakaSipum yaTA //" iti
   [BhāgavataP ]	[BhAgavataP ]
        [rudropāsakānāṃ śūdratulyatvam]	[rudra-upAsakAnAm SUdra-tulya-tvam]
   [116.13-14]     kiñca ānuśāsanike umāmaheśvarasaṃvāde bhagavato	[116.13-14]     kiQca AnuSAsanike umA-maheSvara-saMvAde BagavataH-
   'ṅgabhāvena vinā rudropāsanaṃ kurvatāṃ śudratulyatvam uktam. yathā	aFga-BAvena vinA rudra-upAsanam kurvatAm Sudra-tulya-tvam uktam. yaTA
   dakṣādhvare:	dakza-aDvare:
   [116.15]     rudrāṇī: ahaṃ jyeṣṭhā viśiṣṭā ca tasmāt tvaṃ māṃ supūjaya /	[116.15]     rudrANI: aham jyezWA viSizwA ca tasmAt tvam mAm supUjaya /
   [116.16]     dakṣa: na tu jyeṣṭhā viśiṣṭā tvaṃ mama pūjyā imās surāḥ //"	[116.16]     dakza: na tu jyezWA viSizwA tvam mama pUjyAH imAs surAH //"
   [MBh ]	[MB ]
   [116.17]     ityādinā rudrāṇīdūṣaṇam adhvarabhaṅgādikaṃ ca pratipādya	[116.17]     ityAdinA rudrANI-dUzaNam aDvara-BaFga-Adikam ca pratipAdya
   rudraṃ prati śāpotsargaḥ kriyate.	rudram prati SApa-utsargaH kriyate.
   [116.18]     "etad vaṃśasamudbhūtair aspṛśyas tvaṃ bhaviṣyasi /	[116.18]     "etat vaMSa-samudBUtEH aspRSyaH tvam Bavizyasi /
   [116.19]     naitad vaṃśeṣu yaḥ kaścit tvadbhakto hi janiṣyati // [MBh ]	[116.19]     na-etat vaMSezu yaH kaScid tvad-BaktaH hi janizyati // [MB ]
   [116.20]     ajānāt tvāṃ hi yaḥ kaścit munir vā brāhmaṇo 'pi vā /	[116.20]     ajAnAt tvAm hi yaH kaScid muniH vA brAhmaNaH api vA /
   [116.21]     anujīvati cet tasmāt tulyaś śūdreṇa garhitaḥ // [MBh ]	[116.21]     anujIvati ced tasmAt tulyaH SUdreNa garhitaH // [MB ]
   [116.22]     bhaved devalakaś caiva rudrakālyupajīvakaḥ //" iti [MBh ]	[116.22]     Bavet devalakaH ca-eva rudrakAli-upajIvakaH //" iti [MB ]
        [bodhāyanādīnāṃ paramaikāntitvābhāve hetavaḥ]	[boDAyana-AdInAm parama-EkAnti-tva-aBAve hetavaH]
        [kātyāyanasūtriṇāṃ paramaikāntitvābhāvaḥ]	[kAtyAyana-sUtriNAm param-a-EkAnti-tva-aBAvaH]
   [116.23-117.2]     ato nārāyaṇasya rudreṇa samānatayā bodhāyanena	[116.23-117.2]     atas nArAyaNasya rudreNa samAna-tayA boDAyanena
   pratipāditvāt bodhāyanāpastambādisūtreṣu ṣadvidhatātparyaliṅgābhāvāt teṣāṃ	pratipAdi-tvAt boDAyana-apastamba-Adi-sUtrezu zadviDatAt-parya-liFga-aBAvAt tezAm
   sṛṣṭikālād ārabhya nārāyaṇaikaparatvābhāvāt nānādevatopāsakatvadarśanāc ca	sRzwi-kAlAt AraBya nArAyaNa-eka-paratva-aBAvAt nAnA-devatA-upAsaka-tva-darSanAt ca
   paramaikāntitvaṃ na sambhavati. evaṃ kātyāyanasūtriṇām api:	param-a-EkAnti-tvam na samBavati. evam kAtyAyana-sUtriNAm api:
   [117.3]     "brāhmavaiṣṇavaraudrais tu sāvitrair maitravāruṇaiḥ /	[117.3]     "brAhma-vEzNava-rOdrEH tu sAvitrEH mEtravAruNEH /
   [117.4]     talliṅgair eva mantrais tu arcayet tu samāhitaḥ //"	[117.4]     tad-liFgEH eva mantrEH tu arcayet tu samAhitaH //"
   [Kātyāyanasūtra]	[KAtyAyana-sUtra]
   [117.5]     iti pratipādanāt na paramaikāntitvam.	[117.5]     iti pratipAdanAt na param-a-EkAnti-tvam.
   [117.6]     drāhyāyaṇasūtre tu rudraviṣayatvena karmārambhe prapadanam	[117.6]     drAhyAyaNa-sUtre tu rudra-vizaya-tvena karma-AramBe prapadanam
   uktam.	uktam.
   [117.7-9]     ataḥ śrīmannārāyaṇaikaparatvāt paramaikāntitvaṃ	[117.7-9]     atas SrImat-nArAyaNa-eka-paratvAt param-a-EkAnti-tvam
   śrīmadvaikhānasānām eveti pratijñā kartum ucitā. evaṃ	SrImat-vEKAnasAnAm eva-iti pratijQA kartum ucitA. evam
   "akhilajagadekakāraṇaśrīmannārāyaṇaikaparatvāt" iti navamahetur nirūpitaḥ.	"aKila-jagat-eka-kAraNa-SrImat-nArAyaNa-eka-paratva-at" iti navamahetuH nirUpitaH.
   [117.10]     iti navamahetunirūpaṇam.	[117.10]     iti navama-hetu-nirUpaNam.
        [daśamahetunirūpaṇam]	[daSama-hetu-nirUpaNam]
        [vaikhānasānāṃ bhagavatpriyatamatvam]	[vEKAnasAnAm Bagavat-priyatama-tvam]
   [118.1-3]     athāsya śrīvaikhānasasūtrasya śīmannārāyaṇaikaparatvād	[118.1-3]     aTa-asya SrI-vEKAnasa-sUtrasya SImat-nArAyaNa-eka-paratvAt-
   tatsūtrānuṣṭhānavatām eva bhagavatpriyatamatvam upapadyata iti	tad-sUtra-anuzWAnavatAm eva Bagavat-priyatama-tvam upapadyate iti
   pratipādanāya "bhagavatpriyatamatvopapatter" iti daśamahetur nirūpyate.	pratipAdanAya "Bagavat-priyatama-tva-upapatter" iti daSama-hetuH nirUpyate.
   [118.4-5]     chandogabrāhmaṇe: "vaikhānasā vā ṛṣaya indrasya priyā āsan"	[118.4-5]     Candoga-brAhmaNe: "vEKAnasAH vE RzayaH indrasya priyAH Asan"
   iti. atra indraśabdaḥ paramātmapara iti pūrvam evoktam.	iti. atra indra-SabdaH paramAtma-paraH iti pUrvam eva-uktam.
   [118.6]     vārāhe: "aśvatthaḥ kapilā gāvaḥ tulasī vikhanās tathā /	[118.6]     vArAhe: "aSvatTaH kapilAH gAvaH tulasI viKanAH taTA /
   [118.7]     catvāro matpriyā rājan teṣāṃ vaikhānaso varaḥ // [VarāhaP]	[118.7]     catvAraH mad-priyAH rAjan tezAm vEKAnasaH varaH // [VarAha-P]
   [118.8]     yatra vaikhānasā viprā yatra santi gavāṃ gaṇāḥ /	[118.8]     yatra vEKAnasAH viprAH yatra santi gavAm gaNAH /
   [118.9]     yatra bilvāḥ palāśāś ca tatra sannihito hariḥ //" iti	[118.9]     yatra bilvAH palASAH ca tatra sannihitaH hariH //" iti
   [VarāhaP]	[VarAha-P]
   [118.10]     kaurme: "maccitā madgataprāṇā mayi saṅgatamānasāḥ /	[118.10]     kOrme: "mad-citAH mad-gata-prANAH mayi saFgata-mAnasAH /
   [118.11]     ananyaśaraṇā rājan tasmād vaikhānasā varāḥ //" [KūrmaP ]	[118.11]     ananya-SaraNAH rAjan tasmAt vEKAnasAH varAH //" [KUH-maP ]
   [118.12]     pāñcarātre pauṣkare: "viprā vaikhānasākhyā ye te bhaktās	[118.12]     pAQcarAtre pOzkare: "viprAH vEKAnasa-AKyAH ye te BaktAs
   tattvam ucyate // [PauṣkaraS 36.260cd]	tattvam ucyate // [POzkaraH 36.260cd]
   [118.13]     ekantinaḥ susatvasthā dehāntaṃ nānyayājinaḥ /	[118.13]     ekantinaH su-satva-sTAH dehAntam na-anya-yAjinaH /
   [118.14]     kartavyam iti deveśaṃ saṃyajante phalaṃ vinā // [PauṣkaraS	[118.14]     kartavyam iti deveSam saMyajante Palam vinA // [POzkaraH-
   [118.15]     prāpnuvanti ca dehānte vāsudevatvam abjaja // [PauṣkaraS	[118.15]     prApnuvanti ca dehAnte vAsudeva-tvam abjaja // [POzkaraH-
   36.262ab]	36.262ab]
        [devārcanaparāṇāṃ śraiṣṭhyam]	[deva-arcana-parANAm SrEzWyam]
   [118.16]     bṛhannāradīye: "devārcanaparā ye ca ye ca tatsādhakā narāḥ /	[118.16]     bRhat-nAradIye: "deva-arcana-parAH ye ca ye ca tad-sADakAH narAH /
   [118.17]     pūjāṃ dṛṣṭvānumodante te vai bhāgavatottamāḥ //	[118.17]     pUjAm dRzwvA-anumodante te vE BAgavata-uttamAH //
   [BṛhannāradaP.]	[BRhat-nArada-P.]
   [118.18]     yas tu bhogatayā viṣṇoḥ satkṛtyaṃ kurute sadā /	[118.18]     yaH tu Boga-tayA vizNoH satkRtyam kurute sadA /
   [118.19]     sa bhavet paramaikāntī mahābhāgavatottamaḥ // [BṛhannāradaP.]	[118.19]     sa Bavet parama-EkAntI mahA-BAgavata-uttamaH // [BRhat-nArada-P.]
   [118.20]     ya aikāntyagatā viṣṇau bhagavatyātmabhāvane /	[118.20]     yaH EkAntya-gatAH vizNO Bagavati-Atma-BAvane /
   [118.21]     te vaiṣṇavā bhāgavatās santa ity api kīrtitāḥ //	[118.21]     te vEzNavAH BAgavatAH santaH iti api kIrtitAH //
   [BṛhannāradaP]	[BRhat-nArada-P]
        [viṣṇuniveditānnādeḥ bhojyatvam]	[vizNu-nivedita-anna-AdeH Bojya-tvam]
   [119.1]     manmānasāś ca madbhaktā mama pūjāsu lolupāḥ /	[119.1]     mad-mAnasAH ca mad-BaktAH mama pUjAsu lolupAH /
