   śrīḥ /	SrIH /
   sā cedasti tasyā mūlaṃ kalpyatāṃ kāryabhūtayā // 176 //	sA ced-asti tasyAH mUlam kalpyatAm kArya-BUtayA // 176 //
   śaṅkātrānūdyate satyamiti /	SaFkAtrAnUdyate satyam-iti /
   pariharati na ta diti /	pariharati na te diti /
   sāghu iti śeṣaḥ /	sAGu iti SezaH /
   kāryabalāttadanuguṇaṃ mūlamabādhitapratītīnāṃ	kArya-balAt-tad-anuguNam mUlam-abADita-pratItInAm
   yathārthyavyavasthāpakamanumīyatāmiti bhāvaḥ // 176 //	yaTArTya-vyavasTApakam-anumIyatAm-iti BAvaH // 176 //
   kḷptaṃ cendriyaliṅgādi tadbhāvānuvidhānataḥ /	k?ptam ca-indriya-liFga-Adi tad-BAva-anuviDAnataH /
   yaugapadyakramāyogādvyavacchedavidhānayoḥ // 177 //	yOgapadya-krama-ayogAt-vyavacCeda-viDAnayoH // 177 //
   aikyāyogācca bhedo na pratyakṣa iti yo bhramaḥ /	Ekya-ayogAt-ca BedaH na pratyakzaH iti yaH BramaH /
   bhedetaretarābhāvavivekāgrahaṇena saḥ // 178 //	Beda-itara-itara-aBAva-viveka-agrahaNena saH // 178 //
   aduṣṭendriyādereva mitiyāthārthye hetutvamanvayavyatirekasiddhaṃ	aduzwa-indriya-AdeH-eva mitiyATa-arTye hetu-tvam-anvaya-vyatireka-sidDam
   nāpalapyaṃ cetyāha kḷpta miti /	na-apalapyam ca-iti-Aha k?pta miti /
   vastubhedo nirduṣṭendriyarūpeṇa pratyakṣapramāṇenaiva gṛhyate iti yāvat /	vastu-BedaH nirduzwa-indriya-rUpeNa pratyakza-pramANena-eva gRhyate iti yAvat /
   atra śaṅkate yaugapadye ti /	atra SaFkate yOgapadye ti /
   vyavacchedo bhedagrahaṇam /	vyavacCedaH Beda-grahaNam /
   vidhānaṃ svarūpagrahaṇam /	viDAnam svarUpa-grahaNam /
   prātyakṣikapramiteryugapadevādhikaraṇatanniṣṭhabhedobhayagrāhitvaṃ na	prAtyakzika-pramiteH-yugapad-eva-aDikaraNa-tad-nizWa-Beda-uBaya-grAhi-tvam na
   sambhavati , adhikaraṇagrahaṇasya pratiyogigraṇanairapekṣyāt ,	samBavati , aDikaraNa-grahaNasya pratiyogi-graNa-nErapekzyAt ,
   bhedagrahaṇasya tu tatsāpekṣatvāt /	Beda-grahaNasya tu tad-sApekza-tvAt /
   prathamamadhikaraṇasvarūpaṃ gṛhītvāthaṃ bhedaṃ gṛhṇātīti kramo 'pi na	praTamam-aDikaraNa-svarUpam gRhItvA-aTam Bedam gRhNAti-iti kramaH api na
   sambhavati , pramiteḥ kṣaṇikatvādviramya vyāpārāyogādvā /	samBavati , pramiteH kzaNika-tvAt-viramya vyApAra-ayogAt-vA /
   svarūpabhedayostadgrahaṇayoścaikyamapi na sambhavati /	svarUpa-BedayoH-tad-grahaNayoH-ca-Ekyam-api na samBavati /
   ataḥ svarūpagrahasyaiva pratyakṣapramitirūpatvam , bhedagrahasya tu	atas svarUpa-grahasya-eva pratyakza-pramiti-rUpa-tvam , Beda-grahasya tu
   bhrāntilakṣaṇatvameveti bhāvaḥ /	BrAnti-lakzaNa-tvam-eva-iti BAvaH /
   śaṅkāṃ pratikṣipatīmām itī tyādinā /	SaFkAm pratikzipati-imAm itI tyAdinA /
   bhedo 'nyonyābhāvaḥ , itaretarābhāvaḥ - anyasminnanyasya saṃsargābhāvaḥ /	BedaH anyonya-aBAvaH , itaretarABAvaH  anyasmin=-anyasya saMsarga-aBAvaH /
   yadvā bhedaḥ - saṃsārgābhāvabhedaḥ prāgabhāvādiḥ /	yat-vA BedaH  saMsArga-aBAva-BedaH prAc-aBAva-AdiH /
   itarerābhāvaḥ - bhedaḥ /	itareH-a-aBAvaH  BedaH /
   tayoḥ svarūpayāthātmyājñānaprayukto niruktavidhaḥ pareṣāṃ bhrama ityarthaḥ	tayoH sva-rUpa-yATAtmya-ajQAna-prayuktaH niruktaviDaH parezAm BramaH iti-arTaH
   svarūpameva bhāvānāṃ pratyakṣeṇa parisphurat /	svarUpam-eva BAvAnAm pratyakzeNa parisPurat /
   bhedavyāhārahetuḥ syāt pratiyogivyapekṣayā // 179 //	Beda-vyAhAra-hetuH syAt pratiyogi-vyapekzayA // 179 //
   bhedasya yāthātmyaṃ tāvadāha svarūpameve ti /	Bedasya yATAtmyam tAvat-Aha svarUpam-eve ti /
   svarūpaṃ - svāsādhāraṇākāraḥ /	svarUpam  svAsADAraNa-AkAraH /
   tadeva gṛhyamāṇāṃ pratiyogismaraṇasahakāreṇetarasmādbhedavyavahāranidānam	tat-eva gRhyamANAm pratiyogi-smaraNa-sahakAreNa-itarasmAt-Beda-vyavahAra-nidAnam
   , yathā kambugrīvādimattvameva ghaṭasya paṭādbheda iti bhāvaḥ // 179 //	, yaTA kambu-grIva-Adimat-tvam-eva Gawasya pawAt-BedaH iti BAvaH // 179 //
   yathā tanmātradhīrnānānāstivyāhārasādhanī /	yaTA tanmAtra-DIH-nAnAnAsti-vyAhAra-sADanI /
   hrasvadīrghatvabhedā vā yathaikatra ṣaḍaṅgule // 180 //	hrasva-dIrGa-tva-BedAH vA yaTA-ekatra zaz-aFgule // 180 //
   atra nidarśanaṃ yatheti /	atra nidarSanam yaTA-iti /
   yathā bhūtalasvarūpajñānameva ghaṭādyanupalambhe sati	yaTA BU-tala-svarUpa-jQAnam-eva Gawa-Adi-anupalamBe sati
   tattatsmaraṇasahakāri ghaṭādiśūnyatāvyavahārasādhanaṃ	tad-tad-smaraNa-sahakAri Gawa-Adi-SUnya-tA-vyavahAra-sADanam
   matamabhāvasyādhikaraṇasvarūpatvavādināṃ tathetyarthaḥ /	matam-aBAvasya-aDikaraNa-svarUpa-tva-vAdinAm taTA-iti-arTaH /
   siddhānte tvadhikaraṇavṛttidharmaviśeṣarūpatvaṃ bhedāderiti vivekaḥ /	sidDAnte tu-aDikaraNa-vRtti-Darma-viSeza-rUpa-tvam Beda-AdeH-iti vivekaH /
   ekasyaiva pritayogibhedena nānāvyavahārasādhanatvaṃ nidarśanamukhena	ekasya-eva prita-yogi-Bedena nAnA-vyavahAra-sADana-tvam nidarSana-muKena
   draḍhayati hrasve ti /	draXayati hrasve ti /
   ekatraiva ṣaḍaṅgulimite vastuni tadapekṣayādīrghaṃ pādarthāntaramapekṣya	ekatra-eva zaz-aFguli-mite vastuni tad-apekzayA-dIrGam pAdarTa-antaram-apekzya
   hrasvavyavahāraṃ hrasvaṃ tadapekṣya dīrghavyavahāraṃ ca tadvastujñānameva	hrasva-vyavahAram hrasvam tat-apekzya dIrGa-vyavahAram ca tat-vastu-jQAnam-eva
   tattatpratiyogismaraṇasahakāreṇa janayati hīti bhāvaḥ // 180 //	tad-tad-pratiyogi-smaraNa-sahakAreNa janayati hi-iti BAvaH // 180 //
   evaṃ vyavasthitānekaprakārākaravattayā /	evam vyavasTita-aneka-prakAra-akaravat-tayA /
   pratyakṣasya prapañcasya tadbhāvo 'śakyanihnavaḥ // 181 //	pratyakzasya prapaQcasya tad-BAvaH aSakya-nihnavaH // 181 //
   eva miti /	eva miti /
   svarūpalakṣaṇasya bhedasyādyakṣaṇa eva dharmigrahaṇe	svarUpa-lakzaNasya Bedasya-AdyakzaNaH eva Darmi-grahaNe
   grahasambhavādbhedavyavahāra eva pratiyogismaraṇasyāpekṣitatvācca	graha-samBavAt-Beda-vyavahAraH eva pratiyogi-smaraNasya-apekzita-tvAt-ca
   nānākāravibhinnapadārthasvarūpasya tattvaṃ pratyakṣapramāṇapramitaṃ	nAnA-AkAra-viBinna-padArTa-svarUpasya tattvam pratyakza-pramANa-pramitam
   nāpalapanārhamiti bhāvaḥ /	na-apalapana-arham-iti BAvaH /
   asādhāraṇākārarūpasya bhedasya svaparanirvāhakatvānnānavasthā /	asADAraNa-AkAra-rUpasya Bedasya sva-para-nirvAhaka-tvAt-na-anavasTA /
   tatprāgabhāvastatpūrvāvasthārūpaḥ /	tad-prAc-aBAvaH-tad-pUrva-avasTA-rUpaH /
   dhvaṃsastaduttarāvasthārūpaḥ /	DvaMsaH-tad-uttara-avasTA-rUpaH /
   tadatyantābhāvastadadhikaraṇasvabhāvaviśeṣātmakaḥ /	tad-atyanta-aBAvaH-tad-aDikaraNa-svaBAva-viSeza-AtmakaH /
   sāmayikābhāvaḥ /	sAmayikA-BAvaH /
   kālaviśeṣāvacchinnatattadadhikaraṇasvarūpātmakaḥ /	kAla-viSeza-avacCinna-tad-tad-aDikaraNa-svarUpa-AtmakaH /
   eṣāṃ ca tattatpratiyogyuparaktatvena vyavahāre	ezAm ca tad-tad-pratiyogi-uparakta-tvena vyavahAre
   punastattatpratiyogismaraṇāpekṣeti viveko 'tra bodhyaḥ // 181 //	punar-tad-tad-pratiyogi-smaraNa-apekzA-iti vivekaH atra boDyaH // 181 //
   āgamaḥ kāryaniṣṭhatvādīdṛśer'the na tu pramā /	AgamaH kArya-nizWa-tvAt-i-IdRSer-aTe na tu pramA /
   prāmāṇye 'pyanvayāyogyapadārthatvānna bodhakaḥ // 182 //	prAmANye api-anvayA-yogya-padArTa-tvAt-na boDakaH // 182 //
   evaṃ bhedaprapañcasya sattva eva pratyakṣaṃ pramāṇam , na	evam Beda-prapaQcasya sattvaH eva pratyakzam pramANam , na
   sadasadanirvacanīyatva iti sthāpitam /	sat-asat-anirvacanIya-tvaH iti sTApitam /
   śāstrasyāpi na tatra prāṇāṇyamityāha āgama iti /	SAstrasya-api na tatra prANANyam-iti-Aha AgamaH iti /
   āgamaḥ - śāstraṃ , kāryaniṣṭhatvāt - kāryārthapratipādanatatparatvāt ,	AgamaH  SAstram , kArya-nizWa-tvAt  kArya-arTa-pratipAdana-tatparatvAt ,
   īdṛśeṣar'the -kāryānanvayini siddhe prapañcānirvacanīyatvādau , na pramā -	IdRSa-Izar-aTe -kAryAn-anvayini sidDe prapaQca-anirvacanIya-tva-AdO , na pramA -
   na pramāṇam /	na pramANam /
   mīmāṃsakamatenedam /	mImAMsaka-matena-idam /
   siddhāntimatenāpyāha prāmāṇye 'pīti /	sidDAntimatena-api-Aha prAmANye api-iti /
   siddhārthe śāstrasya pramāṇabhāve satyapi śāstrasya pramāṇaśabdamātrasya	sidDArTe SAstrasya pramANa-BAve sati-api SAstrasya pramANa-Sabda-mAtrasya
   vā nānirvacanīyatvādau pramāṇatvam , na	vA na-anirvacanIya-tva-AdO pramANa-tvam , na
   sannāpyasannityāderananvitārthakatvena śabdabodhājanakatvādityarthaḥ /	sanna-apya-san=-itya-AdeH-ananvita-arTaka-tvena Sabda-boDa-ajanaka-tvAt-iti-arTaH /
   tat tatpratipādakatayeva pratīyamāno 'pi sandarbho 'viruddhārthaparatayā	tat tat-pratipAdaka-tayA-iva pratIyamAnaH api sandarBaH avirudDa-arTa-para-tayA
   neya iti hārdam // 182 //	neyaH iti hArdam // 182 //
   nāsat pratīteḥ , bādhācca na sadityapi yanna tat /	na-asat pratIteH , bADAt-ca na sat-iti-api yat-na tat /
   pratītereva sat kiṃ na , bādhānnāsat kuto jagat ? /	pratIteH-eva sat kim na , bADAn-na-asat kutas jagat ? /
   tasmādavidyayaiveyamavidyā bhavatā'śritā // 183 //	tasmAt-avidyayA-eva-iyam-avidyA BavatA-aSritA // 183 //
   athānumānasyāpi sadasadanirvacanīyatve na pramāṇatvamityāha nāsa diti /	aTa-anumAnasya-api sat-asat-anirvacanIya-tve na pramANa-tvam-iti-Aha nAsa diti /
   prapañcaḥ sadasadbhinnaḥ pratīyamānatve sati bādhyamānatvāditi yuktirapi	prapaQcaH sat-asat-BinnaH pratIyamAna-tve sati bADyamAna-tvAt-iti yuktiH-api
   na satī, prapañca sadasattvavān tata evetyābhāsa samānayogakṣematvāditi	na satI, prapaQca sat-asattvavAn tatas eva-iti-ABAsa samAna-yogakzema-tvAt-iti
   bhāvaḥ /	BAvaH /
   nirupādhikasattvāsattvayorvirodho 'trā bhipretaḥ /	nirupADika-sattva-asattvayoH-viroDaH atrAH BipretaH /
   tasmā diti /	tasmE diti /
   anirvacanīyatvasyāprāṇāṇikatvāttadupapādakāvidyākalpanaṃ	anirvacanIya-tvasya-aprANANika-tvAt-tad-upapAdaka-avidyA-kalpanam
   bhavadajñānakāryamevetyarthaḥ // 183 //	Bavat-ajQAna-kAryam-eva-iti-arTaH // 183 //
   kiñca bhedaprapañcasya dharmo mithyātvalakṣaṇaḥ /	kiQca Beda-prapaQcasya DarmaH miTyAtva-lakzaNaH /
   mithyā vā paramārtho vā nādyaḥ kalpo 'yamañjasā // 184 //	miTyA vA parama-arTaH vA na-AdyaH kalpaH ayam-aQjasA // 184 //
   tanmithyātve prapañcasya satyatvaṃ durapahnavam /	tat-miTyA-tve prapaQcasya satya-tvam durapahnavam /
   pāramārthyai'pi tenaiva tavādvaitaṃ vihanyate // 185 //	pAramArTyE-api tena-eva tava-advEtam vihanyate // 185 //
   (iti prapañcasya sadasadvyatirekitvarūpamithyātvanirasanam )	(iti prapaQcasya sat-asat-vyatireki-tva-rUpa-miTyA-tva-nirasanam )
   pramāṇābhāvāddūṣitaṃ sadasadanirvacanīyatvarūpaṃ mithyātvaṃ	pramANa-aBAvAt-dUzitam sat-asat-anirvacanIya-tva-rUpam miTyAtvam
   prakārāntareṇāpi dūṣayati kiñceti /	prakAra-antareNa-api dUzayati kiQca-iti /
   bhedamithyātvasya mithyātve bhedasya satyatvaṃ siddham /	Beda-miTyA-tvasya miTyAtve Bedasya satya-tvam sidDam /
   bhedamithyātvasya satyatve brahmabhinnasyāpi	Beda-miTyA-tvasya satya-tve brahma-Binnasya-api
   kasyacitsatyatvopagamādapasiddhānto 'dvaitavyāghātaścetyarthaḥ /	kasyacid-satyatva-upagamAt-apasidDAntaH advEta-vyAGAtaH-ca-iti-arTaH /
   naca bhedamithyātvaṃ satyaṃ brahmasvarūpameveti nādvaitahānyādīti vācyam	na-ca Beda-miTyA-tvam satyam brahma-svarUpam-eva-iti na-advEta-hAni-Adi-iti vAcyam
   tathāsati brahmaṇo mithyāvastuguṇatvaprasaṅgādityanyatra vistaraḥ // 184	taTA-asati brahmaNaH miTyA-vastu-guNa-tva-prasaFgAt-iti-anyatra vistaraH // 184
   sarvāṇyeva pramāṇāni svaṃ svamarthaṃ yathoditam /	sarvANi-eva pramANAni svam svam-arTam yaTA-uditam /
   asator'thāntarebhyaśca vyavacchindanti bhānti na // 186 //	asator-aTa-antareByaH-ca vyavacCindanti BAnti na // 186 //
   evaṃ mithyātvaṃ nirasya bhedaprapañcasya satyatvaṃ vyavasthāpayan	evam miTyAtvam nirasya Beda-prapaQcasya satya-tvam vyavasTApayan
   parābhimataṃ sadadvaitaṃ pratikṣeptumupakramate sarvāṇyeveti /	para-aBimatam sat-advEtam pratikzeptum-upakramate sarvANi-eva-iti /
   yathodita mityatra yathāyatha miti syādvā /	yaTA-udita miti-atra yaTAyaTa miti syAt-vA /
   yathoditamityasya na pratyakṣāderanirvacanīyapratyāyakatvamati	yaTA-uditam-iti-asya na pratyakza-AdeH-anirvacanIya-pratyAyaka-tvam-ati
   pūrvanirūpitānatikrameṇetyarthaḥ // 186 //	pUrva-nirUpitAnatikrameNa-iti-arTaH // 186 //
   tathāhīha ghaṭo 'stīti yeyaṃ dhīrupajāyate /	taTA-ahi-iha GawaH asti-iti yA-iyam DIH-upajAyate /
   sā tadā tasya nābhāvaṃ paṭatvaṃ vānumanyate // 187 //	sA tadA tasya na-aBAvam pawa-tvam vA-anumanyate // 187 //
   svasvaprameyasyāsato 'bhāvādbhāvāntarebhyaśca vyāvṛttākāratāpratyāyakatvaṃ	sva-sva-prameyasya-asataH aBAvAt-BAva-antareByaH-ca vyAvRtta-AkAra-tA-pratyAyaka-tvam
   pramāṇānāṃ prasiddhamiti yaduktam , tadevopapādayati tathā hīhe ti /	pramANAnAm prasidDam-iti yat-uktam , tat-eva-upapAdayati taTA hi-ihe ti /
   ihedānīṃ ghaṭo 'stīti pratītistadānīṃ tatra svāsādhāraṇākāreṇa ghaṭasya	iha-idAnIm GawaH asti-iti pratItiH-tadAnIm tatra svAsADAraNa-AkAreNa Gawasya
   sattāmevāvagāhate , nābhāvam -nāsattām , na vā	sattAm-eva-avagAhate , na-aBAvam -na-asattAm , na vA
   paṭatvādyarthāntaradharmavattāmityaryarthaḥ /	pawa-tva-Adi-arTa-antara-Darma-vat-tAm-iti-ari-arTaH /
   tathā cāsadvyāvṛttaṃ sadantaravyāvṛttaṃ ca vastunaḥ santaṃ ghaṭādikameva	taTA ca-asat-vyAvRttam sat-antara-vyAvRttam ca vastunaH santam Gawa-Adikam-eva
   pratipādayanti pratītayaḥ ghaṭo 'sti , paṭo 'stītyādaya iti sannānātvameva	pratipAdayanti pratItayaH GawaH asti , pawaH asti-iti-AdayaH iti sannAnAtvam-eva
   sidhyati , na sadadvaitamiti bhāvaḥ // 187 //	siDyati , na sadadvEtam-iti BAvaH // 187 //
   nanvastīti yaduktaṃ kiṃ tanmātraṃ ghaṭa ityapi /	nanu-asti-iti yat-uktam kim tanmAtram GawaH iti-api /
   arthāntaraṃ vā , tanmātre sadadvaitaṃ prasajyate /	arTa-antaram vA , tanmAtre sat-advEtam prasajyate /
   arthāntaratve siddhaṃ tat sadasadbhyāṃ vilakṣaṇam // 188 //	arTa-antara-tve sidDam tat sat-asadByAm vilakzaNam // 188 //
   atra codayati nanvastīti /	atra codayati nanu-asti-iti /
   ghaṭapaṭādipadenāpi astītyuktaṃ sanmātramucyate cetsiddhaṃ saddvaitam /	Gawa-pawa-Adi-padena-api asti-iti-uktam sat-mAtram-ucyate ced-sidDam sat-dvEtam /
   stor'thāntaraṃ cettena bodhyate tarhi ghaṭāderāpatitaṃ sadasada nirvācya	stor-aTa-antaram ced-tena boDyate tarhi Gawa-AdeH-Apatitam sat-asada nirvAcya
   tvam pratītibalāccāsadvyāvṛttiriti bhāvaḥ // 188 //	tvam pratIti-balAt-ca-asat-vyAvRttiH-iti BAvaH // 188 //
   yadyevamasti brahmeti brahmaupaniṣadaṃ matam /	yadi-evam-asti brahma-iti brahma-Opanizadam matam /
   ghaṭavatsadasadbhyāmanirvācyaṃ tavāpatet // 189 //	Gawa-vat-sat-asat-ByAma-nirvAcyam tava-Apatet // 189 //
   eta ddūṣayati yadyevamiti /	ete ddUzayati yadi-evam-iti /
   asti brahme tyupaniṣatpratipādyamapi brahmatulyanayātsadasadanirvacanīyaṃ	asti brahme tyupanizad-pratipAdyam-api brahma-tulya-nayAt-sat-asat-anirvacanIyam
   prasajyate ityarthaḥ // 189 //	prasajyate iti-arTaH // 189 //
   ānandasatyajñānādinirdeśaureva vaidikaiḥ /	Ananda-satya-jQAna-Adi-nirdeSOH-eva vEdikEH /
   brahmaṇo 'pyatathābhāvastvayaivaivaṃ samarthitaḥ // 190 //	brahmaNaH api-ataTA-BAvaH-tvayA-eva-evam samarTitaH // 190 //
   evaṃ sarvatra samānādhikaraṇavākye 'nabhimataviruddhākāraprasaṅga ityāha	evam sarvatra samAna-aDikaraNa-vAkye anaBimata-virudDa-AkAra-prasaFgaH iti-Aha
   ānandeti /	Ananda-iti /
   ānando brahmetyādau ānandādimātraṃ brahmapadenocyate	AnandaH brahma-ityAdO Ananda-Adi-mAtram brahma-padena-ucyate
   cetpadāntarāmnānavaiyarthyam , tadatiriktabodhane	ced-padA-antarAmnAna-vEyarTyam , tad-atirikta-boDane
   tvānandānānandavilakṣaṇatvādi brahmaṇaḥ prasajyata ityarthaḥ /	tu-AnandAn-Ananda-vilakzaNa-tva-Adi brahmaNaH prasajyate iti-arTaH /
   ānandapadenānānandavyāvṛttiḥ brahmapadena cānandavyāvṛttirbhavediti yāvat	Ananda-padena-anAnanda-vyAvRttiH brahma-padena ca-Ananda-vyAvRttiH-Bavet-iti yAvat-
   atathābhāvaḥ - anānandatvādiḥ // 190 //	ataTa-aBAvaH  anAnanda-tva-AdiH // 190 //
   sadasadvyatirekoktiḥ prapañcasya ca hīyate /	sat-asat-vyatireka-uktiH prapaQcasya ca hIyate /
   yadyathākiñciducyeta tatsarvasya tathā bhavet // 191 //	yadi-aTAkiQciducyeta tat-sarvasya taTA Bavet // 191 //
   parasyāniṣṭāntaraṃ ca prasañjayati sadasa diti /	parasya-anizwa-antaram ca prasaQjayati sadasa diti /
   sadasadvyatiriktaḥ prapañca ityapi svārthātpracyaveta /	sat-asat-vyatiriktaH prapaQcaH iti-api sva-arTAt-pracyaveta /
   niruktarītyā sadasadvyatiriktānyatvameva prapañcasya sidhyediti bhāvaḥ /	nirukta-rItyA sat-asat-vyatirikta-anya-tvam-eva prapaQcasya siDyet-iti BAvaH /
   ya diti /	yaH diti /
   yatkiñcidapi vastu yathā - yena prakāreṇocyate , tasya sarvasya tathā -	yat-kiQcid-api vastu yaTA  yena prakAreNa-ucyate , tasya sarvasya taTA -
   tvadupadarśitarītyā tatprakārarāhityaṃ prasajyatā ityarthaḥ // 191 //	tvad-upadarSita-rItyA tad-prakAra-rAhityam prasajyatA iti-arTaH // 191 //
   tasmādastīti saṃvittirjāyamānā ghaṭādiṣu /	tasmAt-asti-iti saMvittiH-jAyamAnA Gawa-Adizu /
   tattatpadārthasaṃsthānapāramārthyāvabodhinī // 192 //	tad-tad-padArTa-saMsTAna-pAramArTya-avaboDinI // 192 //
   ghaṭo 'stītyādau sattāmātrasya viśeṣyatvaṃ , tatra	GawaH asti-iti-AdO sattA-mAtrasya viSezya-tvam , tatra
   ghaṭāderbhedasyāropitatvaṃ ca parābhimataṃ pratikṣipanniva svābhimatārthaṃ	Gawa-AdeH-Bedasya-Aropita-tvam ca para-aBimatam pratikzipan=-iva sva-aBimata-arTam
   pratipādayati tasmāditi /	pratipAdayati tasmAt-iti /
   spaṣṭor'thaḥ // 192 //	spazwoH-aTaH // 192 //
   sajātīyavijātīyavyavacchedanibandhanaiḥ /	sajAtIya-vijAtIya-vyavacCeda-nibanDanEH /
   svaiḥsvairvyavasthitai rūpaiḥ padārthānāṃ tu yā sthitiḥ /	svEH-svEH-vyavasTitEH rUpEH padArTAnAm tu yA sTitiH /
   sā sattā na svatantra'nyā tatrādvaitakathā katham // 193 //	sA sattA na svatantra-anyA tatra-advEta-kaTA kaTam // 193 //
   (iti sadadvaitanirāsena bhedaprapañcasya pāramārthikatvasamarthanam )	(iti sat-advEta-nirAsena Beda-prapaQcasya pAramArTika-tva-samarTanam )
   sajātīye ti /	sajAtIye ti /
   vijātīya sajātīyāntaravyāvartakena svasvāsādhāraṇākāreṇa tasya tasya	vijAtIya sajAtIya-antara-vyAvartakena sva-svAsa-ADAraNa-AkAreNa tasya tasya
   padārthasya yā sthitiḥ - kālasambandhaḥ pramāṇasambandho vā , sā	padArTasya yA sTitiH  kAla-sambanDaH pramANa-sambanDaH vA , sA
   tattatpadārthasya sattā /	tad-tad-padArTasya sattA /
   sā ca pratipadārthaṃ vyavasthitā , dhātvarthatvātkartṛparatantrā ca /	sA ca pratipadArTam vyavasTitA , DAtu-arTa-tvAt-kartR-paratantrA ca /
   tatsattāyāṃ svatantratvamadvaitaṃ ca bhavadabhimataṃ naiva yuktamiti	tad-sattAyAm svatantra-tvam-advEtam ca Bavat-aBimatam na-eva yuktam-iti
   bhāvaḥ // 193 //	BAvaH // 193 //
   na ca nānāvidhākārapratītiḥ śakyanihnavā /	na ca nAnAviDa-AkAra-pratItiH Sakya-nihnavAH /
   na vedyaṃ vittidharmaḥ syāditi yatprāgudīritam // 194 //	na vedyam vitti-DarmaH syAt-iti yad-prAc-udIritam // 194 //
   tenāpi sādhitaṃ kiñcit saṃvido 'sti na vā tvayā /	tena-api sADitam kiQcid saMvidaH asti na vA tvayA /
   asti cet pakṣapātaḥ syāt na cette viphalaḥ śramaḥ // 195 //	asti ced pakzapAtaH syAt na ced-te viPalaH SramaH // 195 //
   evaṃ prameyabhūtasannānātvaṃ vyavasthāpya pramitinānātvamapi	evam prameya-BUta-sannAnAtvam vyavasTApya pramiti-nAnAtvam-api
   vyavasthāpayati parābhimatacidadvaitanirāsena naceti /	vyavasTApayati para-aBimata-cit-advEta-nirAsena naca-iti /
   viṣayāśrayaviśeṣaiḥ pratyakṣādisvagataviśeṣaiścānubhūyamānaṃ	vizaya-ASraya-viSezEH pratyakza-Adi-svagata-viSezEH-ca-anuBUyamAnam
   saṃvinnānātvamapi na kṣeptuṃ śakyamityarthaḥ /	saMvid-nAnA-tvam-api na kzeptum Sakyam-iti-arTaH /
   atra paraiḥ saṃvido nirviśeṣatve proktamanumānamanūdya pratikṣipati na	atra parEH saMvidaH nirviSeza-tve proktam-anumAnam-anUdya pratikzipati na
   vedya miti /	vedya miti /
   saṃvidi nirviśeṣatvarūpaḥ sādhyadharma upagamyate na vā , upagamyate	saMvidi nirviSeza-tva-rUpaH sADya-DarmaH upagamyate na vA , upagamyate
   cennirnimitta ekasmin dharme pakṣapātaste prasajyate - eko dharma	ced-nirnimittaH ekasmin Darme pakzapAtaH-te prasajyate  ekaH Darma
   upadamyate , anye prāmāṇikā api nopadamyanta itītyarthaḥ /	upadamyate , anye prAmANikAH api na-upadamyante iti-iti-arTaH /
   tathā cābhyupagatanirviśeṣatvavirodhaprasaṅga iti hārdam /	taTA ca-aByupagata-nirviSeza-tva-viroDa-prasaFgaH iti hArdam /
   pakṣabādhaḥsyā diti pāṭhāntaram /	pakza-bADaHsyAH diti pAWA-antaram /
   nopeyate cetsādhyadharmaḥ , tarhi tatsādhanārthasaṃrambhavaiyarthaṃ	na-upeyate ced-sADya-DarmaH , tarhi tad-sADana-arTa-saMramBa-vEyarTam
   prasajyata ityarthaḥ // 194 // 195 //	prasajyate iti-arTaH // 194 // 195 //
   ataḥsvarasavispaṣṭadṛṣṭabhedāstu saṃvidaḥ /	atas-svarasa-vispazwa-dRzwa-BedAH-tu saMvidaH /
   yathārathādibhirvāhyai (yathāvasthāyibhirbāhyair) naikyaṃ yānti	yaTAraTa-AdiBiH-vAhyE (yaTA-avasTAyiBiH-bAhyEH-) na-Ekyam yAnti
   ghaṭādibhiḥ // 196 //	Gawa-AdiBiH // 196 //
   ata iti /	atas iti /
   yathā rathādibhirvāhyairnaikyaṃ yātī ti pūrvamudritapāṭho 'śuddhaḥ /	yaTA raTa-AdiBiH-vAhyEH-nEkyam yAtI ti pUrva-mudrita-pAWaH aSudDaH /
   ataḥ - saṃvinnirviśeṣatvādyanumānapratikṣepāt , svarasto	atas  saMvid-nirviSeza-tva-Adi-anumAna-pratikzepAt , svaraH-taH-
   viṣayāśrayasvagataviśeṣairviśiṣṭā vilakṣaṇatvena sphuṭaṃ pratīyamānāḥ	vizaya-ASraya-svagata-viSezEH-viSizwAH vilakzaNa-tvena sPuwam pratIyamAnAH
   saṃvidaḥ yathāvasthitairvabāhyair ghaṭādibhirarthairnaikyaṃ yāntītyarthaḥ	saMvidaH yaTA-avasTitEH-vabAhyEH Gawa-AdiBiH-arTEH-nEkyam yAnti-iti-arTaH
   vedyaveditrorvittyabhedamataṃ pratikṣeptumayamupakṣepaḥ // 196 //	vedya-veditroH-vittya-Beda-matam pratikzeptum-ayam-upakzepaH // 196 //
   sahopalambhaniyamo na khalvaikaikasaṃvidā /	saha-upalamBa-niyamaH na Kalva-ekEka-saMvidA /
