   Viṣṇu_1	VizNu_1
   Viṣṇu 89.04a/ kārttikaṃ sakalaṃ māsaṃ nitya-snāyī jita-indriyaḥ /	VizNu 89.04a/ kArttikam sakalam mAsam nitya--snAyI jita--indriyaH /
   Viṣṇu 89.04c/ japan haviṣya-bhug-dāntaḥ sarva-pāpaiḥ pramucyate\ //	VizNu 89.04c/ japan havizya--Buj--dAntaH sarva-pApEH pramucyate\ //
   Viṣṇu_90	VizNu_90
   Viṣṇu 90.01 mārgaśīrṣa-śukla-pañcadaśyāṃ mṛga-śirasā yuktāyāṃ	VizNu 90.01 mArgaSIrza--Sukla--paQcadaSyAm mRga-SirasA yuktAyAm
   cūrṇita-lavaṇasya suvarṇa-nābhaṃ prastham ekaṃ candra-udaye brāhmaṇāya	cUrNita--lavaNasya suvarNa-nABam prasTam ekam candra--udaye brAhmaNAya
   pradāpayet\ //	pradApayet\ //
   Viṣṇu 90.02 anena karmaṇā rūpa-saubhāgyavān abhijāyate\ //	VizNu 90.02 anena karmaNA rUpa-sOBAgyavAn aBijAyate\ //
   Viṣṇu 90.03 pauṣī cet puṣya-yuktā syāt\, tasyāṃ	VizNu 90.03 pOzI ced puzya--yuktA syAt-\, tasyAm
   gaura-sarṣapa-kalka-udvartita-śarīro gavya-ghṛta-pūrṇa-kumbhena^abhiṣiktaḥ	gOra-sarzapa--kalka-udvartita--SarIraH gavya--GRta-pUrNa--kumBena^aBiziktaH
   sarva-auṣadhibhiḥ sarva-gandhaiḥ sarva-bījaiś ca snāto ghṛtena bhagavantaṃ	sarva--OzaDiBiH sarva-ganDEH sarva-bIjEH ca snAtaH GRtena Bagavantam
   vāsudevaṃ snāpayitvā\ gandha-puṣpa-dhūpa-dīpa-naivedya-ādibhir abhyarcya\	vAsudevam snApayitvA\ ganDa--puzpa-DUpa-dIpa--nEvedya--AdiBiH aByarcya\
   vaiṣṇavaiḥ śākrair bārhaspatyaiś ca mantraiḥ pāvake hutvā\ sa-suvarṇena	vEzNavEH SAkrEH bArhaspatyEH ca mantrEH pAvake hutvA\ sa--suvarNena
   ghṛtena brāhmaṇān	GRtena brAhmaNAn
   svasti vācayet\ //	svasti vAcayet\ //
   Viṣṇu 90.04 vāso-yugaṃ kartre dadyāt\ //	VizNu 90.04 vAso-yugam kartre dadyAt\ //
   Viṣṇu 90.05 anena karmaṇā puṣyate\ //	VizNu 90.05 anena karmaNA puzyate\ //
   Viṣṇu 90.06 māghī maghā-yutā cet, tasyāṃ tilaiḥ śrāddhaṃ kṛtvā\ pūto	VizNu 90.06 mAGI maGA-a-yutA cet, tasyAm tilEH SrAdDam kRtvA\ pUtaH-
   bhavati\ //	Bavati\ //
   Viṣṇu 90.07 phālgunī phalgunī-yutā cet, tasyāṃ brāhmaṇāya su-saṃskṛtaṃ	VizNu 90.07 PAlgunI PalgunI--yutA cet, tasyAm brAhmaNAya su-saMskRtam
   svāstīrṇaṃ śayanaṃ nivedya\ bhāryāṃ mano-jñāṃ rūpa-vatīṃ draviṇa-vatīṃ	su-AstIrNam Sayanam nivedya\ BAryAm mano-jQAm rUpa-vatIm draviNa-vatIm
   ca^āpnoti\ //	ca^Apnoti\ //
   Viṣṇu 90.08 nāry api bhartāram //	VizNu 90.08 nArI api BartAram //
   Viṣṇu 90.09 caitrī citrā-yutā cet, tasyāṃ citra-vastra-pradānena	VizNu 90.09 cEtrI citrA-yutA cet, tasyAm citra-vastra--pradAnena
   saubhāgyam āpnoti\ //	sOBAgyam Apnoti\ //
   Viṣṇu 90.10 vaiśākhī viśākhā-yutā cet, tasyāṃ brāhmaṇa-saptakaṃ	VizNu 90.10 vESAKI viSAKA-a-yutA cet, tasyAm brAhmaNa--saptakam
   kṣaudra-yuktais tilaiḥ saṃtarpya\ dharma-rājānaṃ prīṇayitvā\ pāpebhyaḥ	kzOdra--yuktEH tilEH saMtarpya\ Darma-rAjAnam prINayitvA\ pApeByaH
   pūto bhavati\ //	pUtaH Bavati\ //
   Viṣṇu 90.11 jyaiṣṭhī jyeṣṭhā-yutā cet syāt\, tasyāṃ	VizNu 90.11 jyEzWI jyezWa-a-yutA ced syAt-\, tasyAm
   chatra-upānaha-pradānena gava-ādhipatyaṃ prāpnoti\ //	Catra--u-pAnaha--pradAnena gava-a-ADipatyam prApnoti\ //
   Viṣṇu 90.12 āṣāḍhyām āṣāḍhā-yuktāyām anna-pāna-dānena tad eva^a-kṣayyam	VizNu 90.12 AzAXyAm AzAXA--yuktAyAm anna--pAna--dAnena tat eva^a-kzayyam
   āpnoti\ //	Apnoti\ //
   Viṣṇu 90.13 śrāvaṇyāṃ śravaṇa-yuktāyāṃ jala-dhenuṃ sa-annāṃ vāso-yugāc	VizNu 90.13 SrAvaNyAm SravaNa--yuktAyAm jala-Denum sa-annAm vAso-yugAt-
   chāditāṃ dattvā\ svargam āpnoti\ //	CAditAm dattvA\ svargam Apnoti\ //
   Viṣṇu 90.14 prauṣṭhapadyāṃ proṣṭhapadā-yuktāyāṃ go-dānena	VizNu 90.14 prOzWapadyAm prozWapadA--yuktAyAm go-dAnena
   sarva-pāpa-vinirmukto bhavati\ //	sarva-pApa--vinirmuktaH Bavati\ //
   Viṣṇu 90.15 āśvayujyām aśvinī-gate candramasi ghṛta-pūrṇaṃ bhājanaṃ	VizNu 90.15 ASvayujyAm aSvinI--gate candramasi GRta-pUrNam BAjanam
   suvarṇa-yutaṃ viprāya dattvā\ dīpta-agnir bhavati\ //	suvarNa--yutam viprAya dattvA\ dIpta--agniH Bavati\ //
   Viṣṇu 90.16 kārttikī kṛttikā-yutā cet syāt\, tasyāṃ sitam ukṣāṇam	VizNu 90.16 kArttikI kRttikA-a-yutA ced syAt-\, tasyAm sitam ukzANam
   anya-varṇaṃ vā śaśa-aṅka-udye sarva-sasya-ratna-gandha-upetaṃ dīpa-madhye	anya-varNam vA SaSa-aFka--udye sarva--sasya--ratna--ganDa--upetam dIpa--maDye
   brāhmaṇāya dattvā\ kāntāra-bhayaṃ na paśyati\ //	brAhmaNAya dattvA\ kAntAra--Bayam na paSyati\ //
   Viṣṇu 90.17 vaiśākha-śukla-tṛtīyāyām upoṣito^akṣataiḥ śrī-vāsudevam	VizNu 90.17 vESAKa--Sukla-tRtIyAyAm upozitaH-^akzatEH SrI--vAsudevam
   abhyarcya\ tān eva hutvā dattvā ca sarva-pāpebhyaḥ pūto bhavati\ //	aByarcya\ tAn eva hutvA dattvA ca sarva-pApeByaH pUtaH Bavati\ //
   Viṣṇu 90.18 yac ca tasminn ahani prayacchati\ tad a-kṣayyatām āpnoti\ //	VizNu 90.18 yat ca tasmin ahani prayacCati\ tat a-kzayyatAm Apnoti\ //
   Viṣṇu 90.19 pauṣyāṃ samatītāyāṃ kṛṣṇa-pakṣa-dvādaśyāṃ sa-upavāsas tilaiḥ	VizNu 90.19 pOzyAm samatItAyAm kRzNa-pakza--dvAdaSyAm sa-upavAsaH tilEH
   snātas tila-ukakaṃ dattvā\ tilair vāsudevam abhyarcya\ tān eva hutvā\	snAtaH tila-ukakam dattvA\ tilEH vAsudevam aByarcya\ tAn eva hutvA\
   dattvā\ bhuktvā\ ca pāpebhyaḥ pūto bhavati\ //	dattvA\ BuktvA\ ca pApeByaH pUtaH Bavati\ //
   Viṣṇu 90.20 māghyāṃ samatītāyāṃ kṛṣṇa-dvādaśyāṃ sa-upavāsaḥ śravaṇaṃ	VizNu 90.20 mAGyAm samatItAyAm kRzNa-dvAdaSyAm sa-upavAsaH SravaNam
   prāpya\ śrī-vāsudeva-agrato mahā-varti-dvayena dīpa-dvayaṃ dadyāt\ //	prApya\ SrI--vAsudeva--agratas mahA-varti--dvayena dIpa-dvayam dadyAt\ //
   Viṣṇu 90.21 dakṣiṇa-pārśve mahā-rajana-raktena samagreṇa vāsasā	VizNu 90.21 dakziNa--pArSve mahA-rajana--raktena samagreNa vAsasA
   ghṛta-tulām aṣṭa-adhikāṃ dattvā\ //	GRta-tulAm azwa--aDikAm dattvA\ //
   Viṣṇu 90.22 vāma-pārśve tila-taila-yutāṃ sa-aṣṭāṃ dattvā\ śvetena	VizNu 90.22 vAma-pArSve tila-tEla--yutAm sa--azwAm dattvA\ Svetena
   samagreṇa vāsasā //	samagreNa vAsasA //
   Viṣṇu 90.23 etat kṛtvā\ yasmin rāṣṭre^abhijāyate\ yasmin deśe yasmin kule	VizNu 90.23 etat kRtvA\ yasmin rAzwre^aBijAyate\ yasmin deSe yasmin kule
   tatra^ujjvalo bhavati\ //	tatra^ujjvalaH Bavati\ //
   Viṣṇu 90.24 āśvinaṃ sakalaṃ māsaṃ brāhmaṇebhyaḥ pratyahaṃ ghṛtaṃ	VizNu 90.24 ASvinam sakalam mAsam brAhmaNeByaH pratyaham GRtam
   pradāya\^aśvinau prīṇayitvā\ rūpa-bhāg bhavati\ //	pradAya\^aSvinO prINayitvA\ rUpa-BAj Bavati\ //
   Viṣṇu 90.25 tasminn eva māsi pratyahaṃ go-rasair brāhmaṇān bhojayitvā\	VizNu 90.25 tasmin eva mAsi pratyaham go-rasEH brAhmaNAn BojayitvA\
   rājya-bhāg bhavati\ //	rAjya--BAj Bavati\ //
   Viṣṇu 90.26 prati-māsaṃ revatī-yute candramasi madhu-ghṛta-yutaṃ pāyasaṃ	VizNu 90.26 prati-mAsam revatI--yute candramasi maDu--GRta--yutam pAyasam
   revatī-prītyai parama-annaṃ brāhmaṇān bhojayitvā\ revatīṃ prīṇayitvā\	revatI--prItyE parama--annam brAhmaNAn BojayitvA\ revatIm prINayitvA\
   rūpasya bhāgī bhavati\ //	rUpasya BAgI Bavati\ //
   Viṣṇu 90.27 māghe māsy agniṃ pratyahaṃ tilair hutvā\ sa-ghṛtaṃ kulmāṣaṃ	VizNu 90.27 mAGe mAsi agnim pratyaham tilEH hutvA\ sa-GRtam kulmAzam
   brāhmaṇān bhojayitvā\ dīpta-agnir bhavati\ //	brAhmaNAn BojayitvA\ dIpta--agniH Bavati\ //
   Viṣṇu 90.28 sarvāṃ caturdaśīṃ nadī-jale snātvā\ dharma-rājānaṃ pūjayitvā\	VizNu 90.28 sarvAm caturdaSIm nadI--jale snAtvA\ Darma-rAjAnam pUjayitvA\
   sarva-pāpebhyaḥ pūto bhavati\ //	sarva-pApeByaH pUtaH Bavati\ //
   Viṣṇu 90.29a/ yadi^icched\ vipulān bhogāṃś candra-sūrya-graha-upagān /	VizNu 90.29a/ yadi^icCed\ vipulAn BogAn candra--sUrya--graha--upagAn /
   Viṣṇu 90.29c/ prātaḥ-snāyī bhaven\ nityaṃ dvau māsau māgha-phālgunau //	VizNu 90.29c/ prAtar---snAyI Baven\ nityam dvO mAsO mAGa--PAlgunO //
   Viṣṇu_91	VizNu_91
   Viṣṇu 91.01 atha kūpa-kartus tat-pravṛtte pānīye duṣ-kṛtasya^ardhaṃ	VizNu 91.01 aTa kUpa-kartuH tat--pravRtte pAnIye duz-kRtasya^arDam
   vinaśyati\ //	vinaSyati\ //
   Viṣṇu 91.02 taḍāga-kṛn nitya-tṛpto vāruṇaṃ lokam aśnute\ //	VizNu 91.02 taxAga--kRt nitya-tRptaH vAruNam lokam aSnute\ //
   Viṣṇu 91.03 jala-pradaḥ sadā tṛpto bhavati\ //	VizNu 91.03 jala-pradaH sadA tRptaH Bavati\ //
   Viṣṇu 91.04 vṛkṣa-āropayitur vṛkṣāḥ para-loke putrā bhavanti\ //	VizNu 91.04 vRkza-AropayituH vRkzAH para-loke putrAH Bavanti\ //
   Viṣṇu 91.05 vṛkṣa-prado vṛkṣa-prasūnair devān prīṇayati\ //	VizNu 91.05 vRkza--pradaH vRkza--prasUnEH devAn prINayati\ //
   Viṣṇu 91.06 phalaiś ca^atithīn //	VizNu 91.06 PalEH ca^atiTIn //
   Viṣṇu 91.07 chāyayā ca^abhyāgatān //	VizNu 91.07 CAyayA ca^aByAgatAn //
   Viṣṇu 91.08 deve varṣaty udakena pitṛṛn //	VizNu 91.08 deve varzati udakena pitRRn //
   Viṣṇu 91.09 setu-kṛt svargam āpnoti\ //	VizNu 91.09 setu-kRt svargam Apnoti\ //
   Viṣṇu 91.10 deva-āyatana-kārī yasya devasya^āyatanaṃ karoti\ tasya^eva	VizNu 91.10 deva-Ayatana-kArI yasya devasya^Ayatanam karoti\ tasya^eva
   lokam āpnoti\ //	lokam Apnoti\ //
   Viṣṇu 91.11 sudhā-siktaṃ kṛtvā\ yaśasā virājate\ //	VizNu 91.11 suDA-siktam kRtvA\ yaSasA virAjate\ //
   Viṣṇu 91.12 vicitraṃ kṛtvā\ gandharva-lokam āpnoti\ //	VizNu 91.12 vicitram kRtvA\ ganDarva--lokam Apnoti\ //
   Viṣṇu 91.13 puṣpa-pradānena śrīmān bhavati\ //	VizNu 91.13 puzpa--pradAnena SrImAn Bavati\ //
   Viṣṇu 91.14 anulepana-pradānena kīrtimān //	VizNu 91.14 anulepana--pradAnena kIrtimAn //
   Viṣṇu 91.15 dīpa-pradānena cakṣuṣmān sarvatra^ujjvalaś ca //	VizNu 91.15 dIpa--pradAnena cakzuzmAn sarvatra^ujjvalaH ca //
   Viṣṇu 91.16 anna-pradānena balavān //	VizNu 91.16 anna--pradAnena balavAn //
   Viṣṇu 91.17 deva-nirmālya-apanayanāt go-dāna-phalam āpnoti\ //	VizNu 91.17 deva--nirmAlya--apanayanAt go-dAna--Palam Apnoti\ //
   Viṣṇu 91.18 deva-gṛha-mārjanāt tad-upalepanāt brāhmaṇa-ucchiṣṭa-mārjanāt	VizNu 91.18 deva-gRha--mArjanAt tad--upalepanAt brAhmaNa--ucCizwa--mArjanAt-
   pāda-śaucād a-kalya-paricaraṇāc ca //	pAda--SOcAt a-kalya--paricaraNAt ca //
   Viṣṇu 91.19a/ kūpa-ārāma-taḍāgeṣu devatā-āyataneṣu ca /	VizNu 91.19a/ kUpa--ArAma--taxAgezu devatA-Ayatanezu ca /
   Viṣṇu 91.19c/ punaḥ saṃskāra-kartā ca labhate\ maulikaṃ phalam //	VizNu 91.19c/ punar saMskAra-kartA ca laBate\ mOlikam Palam //
   Viṣṇu_92	VizNu_92
   Viṣṇu 92.01 sarva-dāna-adhikam abhaya-pradānam //	VizNu 92.01 sarva-dAna--aDikam aBaya--pradAnam //
   Viṣṇu 92.02 tat-pradānena^abhīpsitaṃ lokam āpnoti\ //	VizNu 92.02 tat--pradAnena^aBIpsitam lokam Apnoti\ //
   Viṣṇu 92.03 bhūmi-dānena ca //	VizNu 92.03 BUmi-dAnena ca //
   Viṣṇu 92.04 go-carma-mātrām api bhuvaṃ pradāya\ sarva-pāpebhyaḥ pūto	VizNu 92.04 go-carma--mAtrAm api Buvam pradAya\ sarva-pApeByaH pUtaH-
   bhavati\ //	Bavati\ //
   Viṣṇu 92.05 go-pradānena svarga-lokam āpnoti\ //	VizNu 92.05 go-pradAnena svarga--lokam Apnoti\ //
   Viṣṇu 92.06 daśa-dhenu-prado go-lokān //	VizNu 92.06 daSa-Denu--pradaH go-lokAn //
   Viṣṇu 92.07 śata-dhenu-prado brahama-lokān //	VizNu 92.07 Sata-Denu--pradaH brahama--lokAn //
   Viṣṇu 92.08 suvarṇa-śṛṅgīṃ raupya-khurāṃ muktā-lāṅgūlāṃ kāṃsya-upadohāṃ	VizNu 92.08 suvarNa--SRFgIm rOpya-KurAm muktA--lAFgUlAm kAMsya-upadohAn
   vastra-uttarīyāṃ dattvā\ dhenu-roma-saṃkhyāni varṣāṇi svarga-lokam āpnoti\	vastra--uttarIyAm dattvA\ Denu-roma--saMKyAni varzANi svarga--lokam Apnoti\
   Viṣṇu 92.09 viśeṣataḥ kapilām //	VizNu 92.09 viSezataH kapilAm //
   Viṣṇu 92.10 dāntaṃ dhuraṃ-dharaṃ dattvā\ daśa-dhenu-prado bhavati\ //	VizNu 92.10 dAntam DuraM-Daram dattvA\ daSa-Denu--pradaH Bavati\ //
   Viṣṇu 92.11 aśva-daḥ sūrya-sālokyam āpnoti\ //	VizNu 92.11 aSva-daH sUrya--sAlokyam Apnoti\ //
   Viṣṇu 92.12 vāso-daś candra-sālokyam //	VizNu 92.12 vAso-daH candra--sAlokyam //
   Viṣṇu 92.13 suvarṇa-dānena^agni-sālokyam //	VizNu 92.13 suvarNa-dAnena^agni--sAlokyam //
   Viṣṇu 92.14 rūpya-dānena rūpam //	VizNu 92.14 rUpya-dAnena rUpam //
   Viṣṇu 92.15 taijasānāṃ pātrāṇāṃ pradānena pātrī-bhavati\ sarva-kāmānām //	VizNu 92.15 tEjasAnAm pAtrANAm pradAnena pAtrI--Bavati\ sarva--kAmAnAm //
   Viṣṇu 92.16 ghṛta-madhu-taila-pradānena^ārogyam //	VizNu 92.16 GRta-maDu--tEla--pradAnena^Arogyam //
   Viṣṇu 92.17 auṣadha-pradānena //	VizNu 92.17 OzaDa--pradAnena //
   Viṣṇu 92.18 lavaṇa-dānena ca lāvaṇyam //	VizNu 92.18 lavaNa-dAnena ca lAvaNyam //
   Viṣṇu 92.19 dhānya-pradānena tṛptim //	VizNu 92.19 DAnya--pradAnena tRptim //
   Viṣṇu 92.20 sasya-pradānena ca //	VizNu 92.20 sasya--pradAnena ca //
   Viṣṇu 92.21 anna-daḥ sarvam //	VizNu 92.21 anna-daH sarvam //
   Viṣṇu 92.22 dhānya-pradānena saubhāgyam //	VizNu 92.22 DAnya--pradAnena sOBAgyam //
   Viṣṇu 92.23 tila-pradaḥ prajām iṣṭām //	VizNu 92.23 tila--pradaH prajAm izwAm //
   Viṣṇu 92.24 indhana-pradānena dīpta-agnir bhavati\ //	VizNu 92.24 inDana--pradAnena dIpta--agniH Bavati\ //
   Viṣṇu 92.25 saṃgrāme ca sarva-jayam āpnoti\ //	VizNu 92.25 saMgrAme ca sarva-jayam Apnoti\ //
   Viṣṇu 92.26 āsana-pradānena sthānam //	VizNu 92.26 Asana--pradAnena sTAnam //
   Viṣṇu 92.27 śayyā-pradānena bhāryām //	VizNu 92.27 SayyA--pradAnena BAryAm //
   Viṣṇu 92.28 upānat-pradānena^aśva-tarī-yuktaṃ ratham //	VizNu 92.28 upAnat--pradAnena^aSva-tarI--yuktam raTam //
   Viṣṇu 92.29 chatra-pradānena svargam //	VizNu 92.29 Catra--pradAnena svargam //
   Viṣṇu 92.30 tālavṛnta-cāmara-pradānena^adhva-sukhi-tvam //	VizNu 92.30 tAlavRnta--cAmara--pradAnena^aDva--suKi--tvam //
   Viṣṇu 92.31 vāstu-pradānena nagara-ādhipatyam //	VizNu 92.31 vAstu--pradAnena nagara--a-ADipatyam //
   Viṣṇu 92.32a/ yad yad iṣṭa-tamaṃ loke yac ca^asti\ dayitaṃ gṛhe /	VizNu 92.32a/ yat yat izwa-tamam loke yat ca^asti\ dayitam gRhe /
   Viṣṇu 92.32c/ tat tad guṇa-vate deyaṃ tad eva^a-kṣayam icchatā //	VizNu 92.32c/ tat tat guNa-vate deyam tat eva^a-kzayam icCatA //
   Viṣṇu_93	VizNu_93
   Viṣṇu 93.01 a-brāhmaṇe dattaṃ tat-samam eva pāra-laukikam //	VizNu 93.01 a-brAhmaNe dattam tat-samam eva pAra-lOkikam //
   Viṣṇu 93.02 dvi-guṇaṃ brāhmaṇa-bruve //	VizNu 93.02 dvi-guNam brAhmaNa-bruve //
   Viṣṇu 93.03 sahasra-guṇaṃ prādhīte //	VizNu 93.03 sahasra--guNam prADIte //
   Viṣṇu 93.04 anantaṃ veda-pāra-ge //	VizNu 93.04 anantam veda--pAra--ge //
   Viṣṇu 93.05 purohitas tv ātmana eva pātram //	VizNu 93.05 purohitaH tu AtmanaH eva pAtram //
   Viṣṇu 93.06 svasā duhitṛ-jāmātaraś ca //	VizNu 93.06 svasA duhitR-jA-mAtaraH ca //
   Viṣṇu 93.07a/ na vāry api prayaccheta\ baiḍāla-vratike dvije /	VizNu 93.07a/ na vAri api prayacCeta\ bExAla-vratike dvije /
   Viṣṇu 93.07c/ na baka-vratike pāpe na^a-veda-vidi dharma-vit //	VizNu 93.07c/ na baka-vratike pApe na^a-veda--vidi Darma-vid //
   Viṣṇu 93.08a/ dharma-dhvajī sadā lubdhaś chādmiko loka-dāmbhikaḥ /	VizNu 93.08a/ Darma-DvajI sadA lubDaH CAdmikaH loka-dAmBikaH /
   Viṣṇu 93.08c/ baiḍāla-vratiko jñeyo hiṃsraḥ sarva-abhisaṃdhakaḥ //	VizNu 93.08c/ bExAla-vratikaH jQeyaH hiMsraH sarva--aBisaMDakaH //
   Viṣṇu 93.09a/ adho-dṛṣṭir naikṛtikaḥ sva-artha-sādhana-tat-paraḥ /	VizNu 93.09a/ aDas--dRzwiH nEkRtikaH sva--arTa--sADana-tat--paraH /
   Viṣṇu 93.09c/ śaṭho mithyā-vinītaś ca baka-vrata-paro dvijaḥ //	VizNu 93.09c/ SaWaH miTyA-vinItaH ca baka--vrata-paraH dvijaH //
   Viṣṇu 93.10a/ ye baka-vratino loke ye ca mārjāra-liṅginaḥ /	VizNu 93.10a/ ye baka-vratinaH loke ye ca mArjAra--liFginaH /
   Viṣṇu 93.10c/ te patanty\ andhatāmisre tena pāpena karmaṇā //	VizNu 93.10c/ te patanty\ anDatAmisre tena pApena karmaNA //
   Viṣṇu 93.11a/ na dharmasya^apadeśena pāpaṃ kṛtvā\ vrataṃ caret\ /	VizNu 93.11a/ na Darmasya^apadeSena pApam kRtvA\ vratam caret\ /
   Viṣṇu 93.11c/ vratena pāpaṃ pracchādya\ kurvan strī-śūdra-dambhanam //	VizNu 93.11c/ vratena pApam pracCAdya\ kurvan strI--SUdra-damBanam //
   Viṣṇu 93.12a/ pretya\^iha ca^īdṛśo vipro garhyate\ brahma-vādibhiḥ /	VizNu 93.12a/ pretya\^iha ca^IdRSaH vipraH garhyate\ brahma--vAdiBiH /
   Viṣṇu 93.12c/ chadmanā^ācaritaṃ yac ca vrataṃ rakṣāṃsi gacchati\ //	VizNu 93.12c/ CadmanA^Acaritam yat ca vratam rakzAMsi gacCati\ //
   Viṣṇu 93.13a/ a-liṅgī liṅgi-veṣeṇa yo vṛttim upajīvati\ /	VizNu 93.13a/ a-liFgI liFgi--vezeNa yaH vRttim upajIvati\ /
   Viṣṇu 93.13c/ sa liṅgināṃ haraty\ enas tiryag-yonau prajāyate\ //	VizNu 93.13c/ sa liFginAm haraty\ enaH tiryak--yonO prajAyate\ //
   Viṣṇu 93.14a/ na dānaṃ yaśase dadyān\ na bhayān na^upakāriṇe /	VizNu 93.14a/ na dAnam yaSase dadyAn\ na BayAt na^upakAriNe /
   Viṣṇu 93.14c/ na nṛtya-gīta-śīlebhyo dharma-artham iti niścitam //	VizNu 93.14c/ na nRtya-gIta--SIleByaH Darma--arTam iti niScitam //
   Viṣṇu_94	VizNu_94
   Viṣṇu 94.01 gṛhī valī-palita-darśane vana-āśrayo bhavet\ //	VizNu 94.01 gRhI valI--palita-darSane vana-ASrayaH Bavet\ //
   Viṣṇu 94.02 apatyasya ca^apatya-darśane vā //	VizNu 94.02 apatyasya ca^apatya--darSane vA //
   Viṣṇu 94.03 putreṣu bhāryāṃ nikṣipya\ tayā^anugmyamāno vā //	VizNu 94.03 putrezu BAryAm nikzipya\ tayA^anugmyamAnaH vA //
   Viṣṇu 94.04 tatra^apy agnīn upacaret\ //	VizNu 94.04 tatra^api agnIn upacaret\ //
   Viṣṇu 94.05 a-phāla-kṛṣṭena pañca yajñān na hāpayet\ //	VizNu 94.05 a-PAla--kRzwena paQca yajQAn na hApayet\ //
   Viṣṇu 94.06 sva-adhyāyaṃ ca na jahyāt\ //	VizNu 94.06 sva-aDyAyam ca na jahyAt\ //
   Viṣṇu 94.07 brahma-caryaṃ pālayet\ //	VizNu 94.07 brahma-caryam pAlayet\ //
   Viṣṇu 94.08 carma-cīra-vāsāḥ syāt\ //	VizNu 94.08 carma--cIra--vAsAH syAt\ //
   Viṣṇu 94.09 jaṭā-śmaśru-loma-nakhāṃś ca bibhṛyāt\ //	VizNu 94.09 jawA--SmaSru--loma--naKAn ca biBRyAt\ //
   Viṣṇu 94.10 tri-ṣavaṇa-snāyī syāt\ //	VizNu 94.10 tri-zavaNa--snAyI syAt\ //
   Viṣṇu 94.11 kapota-vṛttir māsa-nicayaḥ saṃvatsara-nicayo vā //	VizNu 94.11 kapota-vRttiH mAsa--nicayaH saMvatsara--nicayaH vA //
   Viṣṇu 94.12 saṃvatsara-nicayī pūrva-nicitam āśvayujyāṃ jahyāt\ //	VizNu 94.12 saMvatsara--nicayI pUrva--nicitam ASvayujyAm jahyAt\ //
   Viṣṇu 94.13a/ grāmād āhṛtya\ vā^aśnīyād\ aṣṭau grāsān vane vasan /	VizNu 94.13a/ grAmAt AhRtya\ vA^aSnIyAd\ azwO grAsAn vane vasan /
   Viṣṇu 94.13c/ puṭena^eva palāśena pāṇinā śakalena vā //	VizNu 94.13c/ puwena^eva palASena pANinA Sakalena vA //
   Viṣṇu_95	VizNu_95
   Viṣṇu 95.01 vānaprasthas tapasā śarīraṃ śoṣayet\ //	VizNu 95.01 vAnaprasTaH tapasA SarIram Sozayet\ //
   Viṣṇu 95.02 grīṣme pañca-tapāḥ syāt\ //	VizNu 95.02 grIzme paQca-tapAH syAt\ //
   Viṣṇu 95.03 ākāśa-śāyī prāvṛṣi //	VizNu 95.03 AkASa--SAyI prAvRzi //
   Viṣṇu 95.04 ārdra-vāsā hemante //	VizNu 95.04 Ardra-vAsAH hemante //
   Viṣṇu 95.05 nakta-āśī syāt\ //	VizNu 95.05 nakta-ASI syAt\ //
   Viṣṇu 95.06 eka-antara-dvy-antara-try-antara-āśī vā syāt\ //	VizNu 95.06 eka-antara--dvi--antara-tri--antara--ASI vA syAt\ //
   Viṣṇu 95.07 puṣpa-āśī //	VizNu 95.07 puzpa-ASI //
   Viṣṇu 95.08 phala-āśī //	VizNu 95.08 Pala-ASI //
   Viṣṇu 95.09 śāka-āśī //	VizNu 95.09 SAka-ASI //
   Viṣṇu 95.10 parṇa-āśī vā //	VizNu 95.10 parNa-ASI vA //
   Viṣṇu 95.11 yava-annaṃ pakṣa-antayor vā sakṛd aśnīyāt\ //	VizNu 95.11 yava-annam pakza-antayoH vA sakRt aSnIyAt\ //
   Viṣṇu 95.12 cāndrāyaṇair vā varteta\ //	VizNu 95.12 cAndrAyaNEH vA varteta\ //
   Viṣṇu 95.13 aśma-kuṭṭaḥ //	VizNu 95.13 aSma-kuwwaH //
   Viṣṇu 95.14 danta-ulūkhaliko vā //	VizNu 95.14 danta-ulUKalikaH vA //
   Viṣṇu 95.15a/ tapo-mūlam idaṃ sarvaṃ deva-mānuṣikaṃ jagat /	VizNu 95.15a/ tapo--mUlam idam sarvam deva-mAnuzikam jagat /
   Viṣṇu 95.15c/ tapo-madhyaṃ tapo^antaṃ ca tapasā ca tathā dhṛtam //	VizNu 95.15c/ tapo--maDyam tapaH-^antam ca tapasA ca taTA DRtam //
   Viṣṇu 95.16a/ yad duṣ-caraṃ yad dur-āpaṃ yad dūraṃ yac ca duṣ-karam /	VizNu 95.16a/ yat duz-caram yat dur-Apam yat dUram yat ca duz-karam /
   Viṣṇu 95.16c/ sarvaṃ tat tapasā sādhyaṃ tapo hi dur-atikramam //	VizNu 95.16c/ sarvam tat tapasA sADyam tapaH hi dur-atikramam //
   Viṣṇu_96	VizNu_96
   Viṣṇu 96.01 atha triṣv āśrameṣu pakva-kaṣāyaḥ prājāpatyām iṣṭiṃ kṛtvā\	VizNu 96.01 aTa trizu ASramezu pakva--kazAyaH prAjApatyAm izwim kRtvA\
   sarva-vedasaṃ dakṣiṇāṃ dattvā\ pravrajya\^āśramī syāt\ //	sarva-vedasam dakziNAm dattvA\ pravrajya\^ASramI syAt\ //
