   =ācāra.kāṇḍam=	=a-AcAra.-kANxam=
   Par11.22cd/.saṃskārāt.tu.bhaved.dāsaḥ.asaṃskārāt.tu.nāpitaḥ.//	Par11.22cd/.-saMskAra-at.tu.-Bavet-.dAsaH.a-saMskAra-at.tu.nApitaH.//
   Par11.23ab/.kṣatriyāt.śūdra.kanyāyāṃ.samutpannas.tu.yaḥ.sutaḥ./	Par11.23ab/.kzatriyAt.-SUdra.kanyAyAM.samutpanna-s.tu.yaH.-sutaH./
   Par11.23cd/.sa.go.pāla.iti.jñeyo.bhojyo.viprair.na.saṃśayaḥ.//	Par11.23cd/.-sa.go.pAla-.iti.-jQeya-u.-Bojyo.viprEH-.na.saMSayaH.//
   Par11.24ab/.vaiśya.kanyā.samutpanno.brāhmaṇena.tu.saṃskṛtaḥ./	Par11.24ab/.-vESya.-kanyA.-samutpanno.-brAhmaNena-.tu.saMskRtaH./
   Par11.24cd/.sa.ahy.ārdhika.iti.jñeyo.bhojyo.viprair.na.saṃśayaḥ.//	Par11.24cd/.-sa-.ahy.a-ArDika-.iti.-jQeyo.-Bojyo.viprEH-.na.saMSayaH.//
   Par11.25ab/.bhāṇḍasthitaṃ.abhojyeṣu.jalaṃ.dadhi.ghṛtaṃ.payaḥ./	Par11.25ab/.BANxa-sTitaM.a-Bojya-izu.-jalaM.daDi.-GRtaM.payaH./
   Par11.25cd/.akāmatas.tu.yo.bhuṅkte.prāyaś.cittaṃ.kathaṃ.bhavet.//	Par11.25cd/.akAmatas.tu.yo.-BuFkte.-prAya-S.cittaM.kaTaM.Bava-it.//
   Par11.26ab/.brāhmaṇaḥ.kṣatriyo.vaiśyaḥ.śūdro.vā.upasarpati./	Par11.26ab/.-brAhmaNaH.kzatriyo.-vESyaH.-SUdraH-.vA.-upasarpati./
   Par11.26cd/.brahma.kūrca.upavāsena.yājya.varṇasya.niṣkṛtiḥ.//	Par11.26cd/.-brahma.-kUrca.-upavAsena.yAjya.varNasya.-nizkRtiH.//
   Par11.27ab/.śūdrāṇāṃ.na.upavāsaḥ.syāt.śūdro.dānena.śudhyati./	Par11.27ab/.-SUdrANAM.na.upavAsaH.syAt.-SUdraH-.dAnena.-SuDyati./
   Par11.27cd/.brahma.kūrcaṃ.aho.rātraṃ.śva.pākaṃ.api.śodhayet.//	Par11.27cd/.-brahma.-kUrcaM.aho.rAtraM.Sva.pAkaM.api.-SoDayet.//
   Par11.28ab/.go.mūtraṃ.gomayaṃ.kṣīraṃ.dadhi.sarpiḥ.kuśa.udakaṃ./	Par11.28ab/.go.-mUtraM.gomayaM.kzIraM.daDi.-sarpiH-.kuSa.udakaM./
   Par11.28cd/.nirdiṣṭaṃ.pañca.gavyaṃ.tu.pavitraṃ.pāpa.śodhanaṃ.//	Par11.28cd/.-nirdizwaM.paQca.ga-vyaM.tu.-pavitraM.pApa.SoDanaM.//
   Par11.29ab/.go.mūtraṃ.kṛṣṇa.varṇāyāḥ.śvetāyāś.caiva.gomayaṃ./	Par11.29ab/.go.-mUtraM.kRzNa.-varNAyAH.SvetAya-AS.ca-eva.-gomayaM./
   Par11.29cd/.payaś.ca.tāmra.varṇāyā.raktāyā.gṛhyate.dadhi.//	Par11.29cd/.-paya-S.ca.-tAmra.varNAyA.raktAyA.-gRhyate.-daDi.//
   Par11.30ab/.kapilāyā.ghṛtaṃ.grāhyaṃ.sarvaṃ.kāpilaṃ.eva.vā./	Par11.30ab/.ka-pilAyA.-GRtaM.grAhyaM.sarvaM.kApilaM.eva.vA./
   Par11.30cd/.mūtraṃ.eka.palaṃ.dadyād.agnuṣṭha.ardhaṃ.tu.gomayaṃ.//	Par11.30cd/.-mUtraM.eka-.palaM.dadyAt-.agnuzWa-.arDaM.tu.-gomayaM.//
   Par11.31ab/.kṣīraṃ.sapta.palaṃ.dadyād.dadhi.tri.palaṃ.ucyate./	Par11.31a-b/.kzIraM.sapta.-palaM.dadyAt-.daDi.tri.palaM.ucyate./
   Par11.31cd/.ghṛtaṃ.eka.palaṃ.dadyāt.palaṃ.ekaṃ.kuśa.udakaṃ.//	Par11.31cd/.-GRtaM.eka.-palaM.dat-yAt.palaM.ekaM.kuSa-.udakaM.//
   Par11.32ab/.gāyatryā.ādāya.go.mūtraṃ.gandha.dvāra.iti.gomayaṃ./	Par11.32ab/.gAyatri-A.AdAya.-go.-mUtraM.ganDa.-dvAra-.iti.-gomayaM./
   Par11.32cd/.āpyāyasva.iti.ca.kṣīraṃ.dadhi.krāvṇas.tathā.dadhi.//	Par11.32cd/.ApyAya-sva-.iti.-ca.kzIraM.daDi.krAvNa-s.-taTA.daDi.//
   Par11.33ab/.tejo.asi.śukraṃ.ity.ājyaṃ.devasya.tvā.kuśa.udakaṃ./	Par11.33ab/.-tejaH-.asi.-SukraM.iti-.AjyaM.devasya.-tvA.kuSa-.udakaM./
   Par11.33cd/.pañca.gavyaṃ.ṛcā.pūtaṃ.sthāpayed.agni.samnidhau.//	Par11.33cd/.-paQca.gavyaM.RcA.-pUtaM.sTApayet-.agni.-samniDO.//
   Par11.34ab/.āpo.hi.ṣṭha.iti.ca.āloḍya.mānastoka.iti.mantrayet./	Par11.34a-b/.a-apo.-hi.zWa-.iti-.ca.Aloxya.mAna-stoka-.iti.mantrayet./
   Par11.34cd/.sapta.avarās.tu.ye.darbhā.achinna.agrāḥ.śuka.tviṣaḥ.//	Par11.34cd/.-sapta.ava-rAs.tu.ye.darBA.a-Cinna-.agrAH.Suka.-tvizaH.//
   Par11.35ab/.etair.uddhṛtya.hotavyaṃ.pañca.gavyaṃ.yathā.vidhi./	Par11.35ab/.etEH-.udDRtya.-hotavyaM.paQca.gavyaM.yaTA.-viDi./
   Par11.35cd/.irāvatī.idaṃ.viṣṇur.mānastoka.iti.śaṃvatī.//	Par11.35cd/.irAvatI-.idan.vizNuH-.mAna-stoka-.iti.SaMvatI.//
   Par11.36ab/.etābhiś.caiva.hotavyaṃ.huta.śeṣaṃ.pibet.dvijaḥ./	Par11.36ab/.etABiH-.ca-eva.hotavyan.huta.-SezaM.pibet.dvijaH./
   Par11.36cd/.āloḍya.praṇavena.eva.nirmanthya.praṇavena.tu.//	Par11.36cd/.Aloxya.-praNavena-.eva.-nirmanTya.-praNavena.tu.//
   Par11.37ab/.uddhṛtya.praṇavena.eva.pibec.ca.praṇavena.tu./	Par11.37ab/.udDRtya.-praNavena.eva.pibec.ca.-praNavena.tu./
   Par11.37cd/.yat.tv.asthi.gataṃ.pāpaṃ.dehe.tiṣṭhati.dehināṃ.//	Par11.37cd/.yat.tu-.-asTi.-gataM.pApan.dehe.-tizWati.-dehinAM.//
   Par11.38ab/.brahma.kūrco.dahet.sarvaṃ.pradīpta.agnir.iva.indhanaṃ./	Par11.38ab/.-brahma.-kUrco.da-het.-sarvaM.pradIpta-.agniH-.iva.inDanaM./
   Par11.38cd/.pavitraṃ.triṣu.lokeṣu.devatābhir.adhiṣṭhitaṃ.//	Par11.38cd/.-pavitran.trizu.-loka-izu.-devatABiH-.aDizWitaM.//
   Par11.39ab/.varuṇaś.caiva.go.mūtre.gomaye.havya.vāhanaḥ./	Par11.39ab/.varuNa-S.cA-eva.-go.-mUtre.-gomaye.-havya.vAhanaH./
   Par11.39cd/.dadhni.vāyuḥ.samuddiṣṭaḥ.somaḥ.kṣīre.ghṛte.raviḥ.//	Par11.39cd/.-daDni.vAyuH.-samuddizwaH.-somaH.-kzIre.-GRte.-raviH.//
   Par11.40ab/.pibataḥ.patitaṃ.toyaṃ.bhājane.mukha.nihsṛtaṃ./	Par11.40ab/.pibataH.patitaM.toyaM.BA-jane.muKa.-nihsRtaM./
   Par11.40cd/.apeyaṃ.tad.vijānīyāt.pītvā.cāndrāyaṇaṃ.caret.//	Par11.40cd/.apeyaM.tad-.vijAnIyAt.pI-tvA.cAndrAyaNan.caret.//
   Par11.41ab/.kūpe.ca.patitaṃ.dṛṣṭvā.śva.sṛgālau.ca.markaṭaṃ./	Par11.41ab/.kUpe.-ca.patitaM.dRzwvA.Sva.sRgAlO.ca.markawaM./
   Par11.41cd/.asthi.carma.ādi.patitaṃ.pītvā.amedhyā.apo.dvijaḥ.//	Par11.41cd/.asTi.carma.Adi-.patitaM.pI-tvA-a.ameDyA.apa-u.-dvijaH.//
   Par11.42ab/.nāraṃ.tu.kuṇapaṃ.kākaṃ.viḍ.varāha.khara.uṣṭrakaṃ./	Par11.42ab/.nAraM.tu.-kuNa-paM.kAkaM.vix.-varAha.-Kara-.uzwra-kaM./
   Par11.42cd/.gāvayaṃ.saupratīkaṃ.ca.māyūraṃ.khāḍgakaṃ.tathā.//	Par11.42cd/.-gAvayaM.sOpratIkaM.ca.-mAyUraM.KAxgakaM.taTA.//
   Par11.43ab/.vaiyyāghraṃ.ārkṣaṃ.saiṃhaṃ.vā.kūpe.yadi.nimajjati./	Par11.43ab/.-vEyya-AGraM.A-RkzaM.sEMhaM.vA.kUpe.ya-di.nimajjati./
   Par11.43cd/.taṭākasya.atha.duṣṭasya.pītaṃ.syād.udakaṃ.yadi.//	Par11.43cd/.-tawAkasya.aTa.-duzwasya.pItaM.syAt-.udakaM.yadi.//
   Par11.44ab/.prāyaś.cittaṃ.bhavet.puṃsaḥ.krameṇa.etena.sarvaśaḥ./	Par11.44ab/.-prAya-S.cittaM.Ba-vet.puMsaH.krameNa-.etena.-sarvaSas-./
   Par11.44cd/.vipraḥ.śudhyet.tri.rātreṇa.kṣatriyas.tu.dina.dvayāt.//	Par11.44cd/.-vipraH.SuDyet.tri.rAtreNa-.kzatriya-s.tu.dina.-dvayAt.//
   Par11.45ab/.eka.ahena.tu.vaiśyas.tu.śūdro.naktena.śudhyati.//	Par11.45ab/.eka-.ahena-.tu.-vESya-s.tu.-SUdro.naktena.-SuDyati.//
   Par11.45cd/.para.pāka.nivṛttasya.para.pāka.ratasya.ca.//	Par11.45cd/.-para.pAka.-nivRttasya.-para.-pAka-.ratasya.ca.//
   Par11.46ab/.apacasya.ca.bhuktvā.annaṃ.dvijaś.cāndrāyaṇaṃ.caret./	Par11.46ab/.apacasya-.ca.Buj-tvA.annaM.dvija-S.cAndrAyaNan.caret./
   Par11.46cd/.apacasya.ca.yad.dānaṃ.dātuś.ca.asya.kutaḥ.phalaṃ.//	Par11.46cd/.apacasya-.ca.yat-.dAnaM.dAtu-S.ca.asya.kutas-.-PalaM.//
   Par11.47ab/.dātā.pratigrahītā.ca.tau.dvau.niraya.gāminau./	Par11.47ab/.dAtA.-pratigrahItA.-ca.tO.-dvO.-niraya.-gAminO./
   Par11.47cd/.gṛhītvā.agniṃ.samāropya.pañca.yajñān.na.nirvapet.//	Par11.47cd/.-gRhItvA-a.agniM.samAropya.-paQca.yajQAn.na.nirvapet.//
   Par11.48ab/.para.pāka.nivṛtto.asau.munibhiḥ.parikīrtitaḥ./	Par11.48ab/.-para.-pAka.-nivRttaH-.asO.-muniBiH.parikIrtitaH./
   Par11.48cd/.pañca.yajñān.svayaṃ.kṛtvā.para.annena.upajīvati.//	Par11.48cd/.-paQca.yajQAn.-svayan.kRtvA.para.annena-.upajIvati.//
   Par11.49ab/.satataṃ.prātar.utthāya.para.pāka.ratas.tu.saḥ./	Par11.49ab/.satataM.prAtar-.utTAya.-para.-pAka-.rata-s.tu.saH./
   Par11.49cd/.gṛhastha.dharmā.yo.vipro.dadāti.parivarjitaḥ.//	Par11.49cd/.gRhasTa.-DarmA.yo.-vipraH-.da-dAti.-parivarjitaH.//
   Par11.50ab/.ṛṣibhir.dharma.tattvajñair.apacaḥ.parikīrtitaḥ./	Par11.50ab/.RziBiH-.Darma.-tattva-jQEH-.apacaH.-parikIrtitaH./
   Par11.50cd/.yuge.yuge.tu.dharmās.teṣu.teṣu.ca.ye.dvijāḥ.//	Par11.50cd/.-yuge.-yuge.tu.Darma-As.tA-izu.ta-izu.ca.ye.-dvijAH.//
   Par11.51ab/.teṣāṃ.nindā.na.kartavyā.yuga.rūpā.hi.te.dvijāḥ./	Par11.51ab/.teza-an.nindA.-na.kartavyA.-yuga.-rUpA.-hi.te.dvijAH./
   Par11.51cd/.huṃ.kāraṃ.brāhmaṇasya.uktvā.tvaṃ.kāraṃ.ca.garīyasaḥ.//	Par11.51cd/.-huM.kAraM.brAhmaNasya-.uktvA.-tvaM.kAraM.ca.garIyasaH.//
   Par11.52ab/.snātvā.tiṣṭhann.ahaḥ.śeṣaṃ.abhivādya.prasādayet./	Par11.52ab/.snAtvA.-tizWan=-.ahaH.SezaM.aBivAdya.-prasAdayet./
   Par11.52cd/.tāḍayitvā.tṛṇena.api.kaṇṭhe.baddhvā.api.vāsasā.//	Par11.52cd/.-tAxayitvA.tRNena.api.kaNWe.-badDvA-.api.vAsasA.//
   Par11.53ab/.vivādena.api.nirjitya.praṇipatya.prasādayet./	Par11.53ab/.-vivAdena.api.nirjitya.-praNipatya.-prasAdayet./
   Par11.53cd/.avagūrya.tv.aho.rātraṃ.tri.rātraṃ.kṣiti.pātane.//	Par11.53cd/.ava-gUrya.-tv.aho.-rAtraM.tri.rAtraM.kziti.pAtane.//
   Par11.54ab/.atikṛcchraṃ.ca.rudhire.kṛcchro.abhyantara.śoṇite./	Par11.54ab/.ati-kRcCran.ca.ruDire.kRcCraH-.aByantara.-SoNite./
   Par11.54cd/.nava.ahaṃ.atikṛcchrī.syāt.pāṇi.pūra.anna.bhojanaḥ.//	Par11.54cd/.-nava-.ahaM.atikRt-SrI.-syAt.pANi.-pUra-.anna.-BojanaH.//
   Par11.55ab/.tri.rātraṃ.upavāsī.syād.atikṛcchraḥ.sa.ucyate./	Par11.55ab/.-tri.rAtraM.upavAsI.-syAt-.atikRcCraH.sa-.ucyate./
   Par11.55cd/.sarveṣāṃ.eva.pāpānāṃ.saṃkare.samupasthite.//	Par11.55cd/.-sarveza-aM.eva.-pApAnAM.-saMkare.-samupasTite.//
   Par11.56ab/.daśa.sāhasraṃ.abhyastā.gāyatrī.śodhanaṃ.paraṃ./E	Par11.56ab/.da-Sa.-sAhasraM.aByastA.-gAya-trI.-SoDanaM.paraM./E
   Pṣ12.1ab/.duhsvapnaṃ.yadi.paśyet.tu.vānte.tu.kṣura.karmaṇi./	Pz12.1ab/.duhsvapnaM.ya-di.paSyet.tu.vAnte.tu.kzura.-karmaNi./
   Par12.1cd/.maithune.preta.dhūme.ca.snānaṃ.eva.vidhīyate.//	Par12.1cd/.-mETune.-preta.DUme.ca.-snAnaM.eva.-viDIyate.//
   Par12.2ab/.ajñānāt.prāśya.viṇ.mūtraṃ.surā.saṃspṛṣṭaṃ.eva.ca./	Par12.2ab/.a-jQAnAt.prASya.viN.-mUtraM.surA.-saMspRzwaM.eva.ca./
   Par12.2cd/.punaḥ.saṃskāraṃ.arhanti.trayo.varṇā.dvijātayaḥ.//	Par12.2cd/.-punaH.-saMskAraM.arhanti.trayaH-.varNA.-dvijAtayaH.//
   Par12.3ab/.ajinaṃ.mekhalā.daṇḍo.bhaikṣa.caryā.vratāni.ca./	Par12.3ab/.ajinaM.meKalA.-daNxa-u.BEkza.-caryA.vratAni.ca./
   Par12.3cd/.nivartante.dvijātīnāṃ.punaḥ.saṃskāra.karmaṇi.//	Par12.3cd/.-nivartante.-dvijAtInAn.punaH.-saMskAra.-karmaNi.//
   Par12.4ab/.viṇ.mūtra.bhojī.śudhyaṃ.prājāpatyaṃ.samācaret./	Par12.4ab/.viN.-mUtra.-BojI.-SuDyaM.prAjApatyaM.sam-Acaret./
   Par12.4cd/.pañca.gavyaṃ.ca.kurvīta.snātvā.pītvā.śucir.bhavet.//	Par12.4cd/.-paQca.gavyaM.ca.kurvIta.-snAtvA.pI-tvA.-SuciH-.Bavet.//
   Par12.5ab/.jala.agni.patane.caiva.pravrajyānāśakeṣu.ca./	Par12.5ab/.-jala.agni.pataneH-ca-eva.-pravrajyA-nASaka-izu.ca./
   Par12.5cd/.pratyāvasita.varṇānāṃ.kathaṃ.śuddhir.vidhīyate.//	Par12.5cd/.-pratyAvasita-.varNAnAM.kaTaM.SudDiH-.viDIyate.//
   Par12.6ab/.prājapatya.dvayena.eva.tīrtha.abhiganamena.ca./	Par12.6ab/.-prAjapatya.-dvayena-.eva.tIrTa.aBigana-mena.ca./
   Par12.6cd/.vṛṣa.ekādaśa.dānena.varṇāḥ.śudhyanti.te.trayaḥ.//	Par12.6cd/.-vRza-.ekAdaSa.dAn-ena.-varNAH.SuDyanti.te.-trayaH.//
   Par12.7ab/.brāhmaṇasya.pravakṣyāmi.vanaṃ.gatvā.catuṣpathe./	Par12.7ab/.brAhmaNasya.-pravakzyAmi.vanaM.ga-tvA.-catuzpaTe./
   Par12.7cd/.saśikhaṃ.vapanaṃ.kṛtvā.prājāpatya.dvayaṃ.caret.//	Par12-.7cd/.-sa-SiKaM.vapanan.kRtvA.-prAjApatya.-dvayan=-caret.//
   Par12.8ab/.go.dvayaṃ.dakṣiṇāṃ.dadyāt.śuddhiṃ.svāyambhuvo.abravīt./	Par12.8ab/.go.-dvayaM.dakziNAM.dadyAt.-SudDiM.svAyamBuvaH-.abravIt./
   Par12.8cd/.mucyate.tena.pāpena.brāhmaṇatvaṃ.ca.gacchati.//	Par12.8cd/.mucyate.-tena.pApena.-brAhmaNa-tvaM.ca.-gacCati.//
   Par12.9ab/.snānāni.pañca.punyāni.kīrtitāni.manīṣibhiḥ./	Par12.9ab/.-snAnA-ni.paQca.-punyA-ni.kIrtitA-ni.manIziBiH./
   Par12.9cd/.āgneyaṃ.vāruṇaṃ.brāhmaṃ.vāyavyaṃ.divyaṃ.eva.ca.//	Par12.9cd/.AgneyaM.va-aruNaM.brAhmaM.vAyavyaM.divyaM.eva.-ca.//
   Par12.10ab/.āgneyaṃ.bhasmanā.snānaṃ.avagāhya.tu.vāruṇaṃ./	Par12.10ab/.a-AgneyaM.BasmanA.-snAnaM.ava-gAhya.tu.vAruNaM./
   Par12.10cd/.āpo.hi.ṣṭha.iti.ca.brāhmaṃ.vāyavyaṃ.go.rajaḥ.smṛtaṃ.//	Par12.10cd/.A-apo.-hi.zWa-.iti-.ca.-brAhmaM.vAyavyaM.gaH-.-rajaH.smRtaM.//
   Par12.11ab/.yat.tu.sātapa.varṣeṇa.tat.snānaṃ.divyaṃ.ucyate./	Par12.11ab/.yat.tu.-sa-Atapa.varzeNa-.tat.snAnan.divyaM.ucyate./
   Par12.11cd/.tatra.snātvā.tu.gaṅgāyāṃ.snāto.bhavati.mānavaḥ.//	Par12.11cd/.-tatra.snAtvA.tu.gaFgAyAM=-snAtA-u.Bavati.-mAnavaH.//
   Par12.12ab/.snātuṃ.yāntaṃ.dvijaṃ.sarve.devāḥ.pitṛ.gaṇaiḥ.saha./	Par12.12ab/.-snAtuM.ya-antaM.dvijaM.-sarve.-devAH-.pitR.-gaNEH.saha./
   Par12.12cd/.vāyu.bhūtās.tu.gacchanti.tṛṣā.ārtāḥ.salila.arthinaḥ.//	Par12.12cd/.-vAyu.BUtA-s.tu.ga=-Canti.-tRzA.ArtAH.salila-.arTinaH.//
   Par12.13ab/.nirāśās.te.nivartante.vastra.niṣpīḍane.kṛte./	Par12.13ab/.-nirASa-As.te.-nivartante.-vastra.-nizpIxane.kRte./
   Par12.13cd/.tasmān.na.pīḍayed.vastraṃ.akṛtvā.pitṛ.tarpaṇaṃ.//	Par12.13cd/.-tasmAn-.na.pIxayet-.vastraM.a-kRtvA.-pitR.tarpaNaM.//
   Par12.14ab/.roma.kūpeṣv.avasthāpya.yas.tilair.tarpayet.pitṛṛn./	Par1-2.14ab/.roma.kUpezu-.avasTA-api-a.yas.-tilEH-.tarpayet.-pitR-Rn./
   Par12.14cd/.pitaras.tarpitās.tena.rudhireṇa.malena.ca.// (BI:tarpitās tena	Par12.14cd/.-pita-ras.-tarpita-As.tena.-ruDireNa.malena.ca.// (BI:-tarpitAH tena
   te sarve rudhireṇa malena ca //	te sarve ruDireNa malena ca //
   Par12.15ab/.avadhunoti.yaḥ.keśān.snātvā.yas.tu.utsṛjen.malaṃ./	Par12.15ab/.a-vaDunoti.yaH-.keSAn.snAtvA.ya-s.tu-.utsRjet-.malaM./
   (BI:avadhūnoti)(snātvā prasnavatodvijah)	(BI:ava-DUnoti)(snAtvA prasnavatA-udvijah)
   Par12.15cd/.ācāmed.vā.jalasthe.api.sa.bāhyaḥ.pitṛ.daivataiḥ.//	Par12.15cd/.AcAmet-.vA.jala-sTe.a-pi.sa.-bAhyaH.pitR.-dEvatEH.//
   Par12.16ab/.śiraḥ.prāvṛttya.kaṇṭhaṃ.vā.mukta.kaccha.śikho.api.vā./	Par12.16ab/.-SiraH-.prAvRtti-a.-kaNWaM.vA.-mukta.kacCa.-SiKaH-.api.vA./
   Par12.16cd/.vinā.yajña.upavītena.ācānto.apy.aśucir.bhavet.//	Par12.16cd/.vinA.-yajQa-.upavItena.AcAntaH-.api-.aSucir.-Bavet.//
   Par12.17ab/.jale.sthalastho.na.ācāmet.jalasthaś.ca.bahiḥ.sthale./	Par12.17ab/.jale.-sTala-sTo.na-.AcAm-et.-jala-sTa-S.ca.-bahis-.sTale./
   Par12.17cd/.ubhe.spṛṣṭvā.samācānta.ubhayatra.śucir.bhavet.//	Par12.17cd/.uBe.-spRzwvA-a.samAcA-anta.u-Bayatra.-SuciH-.Bavet.//
   Par12.18ab/.snātvā.pītvā.kṣute.supte.bhuktvā.rathya.upasarpaṇe./	Par12.18ab/.snA-tvA.-pI-tvA.kzute.-supte.-BuktvA.raTya.-upasarpaNe./
   Par12.18cd/.ācāntaḥ.punar.ācāmed.vāso.viparidhāya.ca.//	Par12.18cd/.Aca-antaH.-punar.AcA-med.-vAsaH-.vipariDAya.-ca.//
   Par12.19ab/.kṣute.niṣṭhīvanee.caiva.danta.ucchiṣṭe.tathā.anṛte./	Par12.19ab/.kzutet-nizWIvaneet-ca-eva.danta.-ucCizwe.-taTA-A.anRte./
   Par12.19cd/.patitānāṃ.ca.sambhāṣe.dakṣiṇaṃ.śravaṇaṃ.spṛśet.//	Par12.19cd/.-patitAnAn=-ca.-samBAze.-dakziNan.SravaNaM.spRSet.//
   Par12.20ab/.prabhāsa.ādīni.tīrthāni.gaṅgā.ādyāḥ.saritas.tathā./(not in BI	Par12.20ab/.-praBAsa.a-AdI-ni.tIrTa-ani.gaFgA.AdyAH.sarita-s.taTA-./(not id BI
   ed.)	ed.)
   Par12.20cd/.viprasya.dakṣiṇe.karṇe.santi.iti.manur.abravīt.// (not in BI	Par12.20cd/.-viprasya.-dakziNe.karNe.-santi.iti.manuH-.abravIt.// (not id BI
   ed.)	ed.)
   Par12.21ab(20ab)/.agnir.āpaś.ca.vedāś.ca.soma.sūrya.anilās.tathā./	Par12.21ab(20ab)/.agniH-.ApaS.ca.veda-aS.-ca.-soma.-sUrya.anilAs.-taTA./
   Par12.21cd(20cd)/.sarva.eva.tu.viprasya.śrote.tiṣṭhanti.dakṣiṇe.//	Par12.21cd(20cd)/.-sarva-.eva.tu.-viprasya.-Srote.-tizWanti.-dakziNe.//
   Par12.22ab(21ab)/.bhāskarasya.karaiḥ.pūtaṃ.divā.snānaṃ.praśasyāte./	Par12.22ab(21ab)/.BAskarasya.karEH.pUtaM.divA.-snAnaM.praSasyAte./
   Par12.22cd(21cd)/.apraśastaṃ.niśi.snānaṃ.rāhor.anyatra.darśanāt.//	Par12.22cd(21cd)/.a-praSastaM.niSi.-snAnaM.rAhoH-.anyatra.darSanAt.//
   Par12.23ab(22ab)/.snānaṃ.dānaṃ.japo.homaḥ.kartavyo.rāhu.darśane./	Par12.23ab(22ab)/.-snAnaM.dAnaM.japo.-homaH.kartavya-U.rAhu.-darSane./
   Par12.23cd(22cd)/.anyadā.tv.aśucī.rātris.tasmāt.tāṃ.parivarjayet.//	Par12.23cd(22cd)/.anya-dA.tu-.aSucI.-rAtri-s.tasmAt-.tAM.parivarjayet.//
   Par12.24ab(23ab)/.maruto.vasavo.rudrā.ādityāś.caiva.devatāḥ./ (māruto)	Par12.24ab(23ab)/.-marutaH-.-vasavaH-.rudra-a.AdityAS.ca-eva.-devatAH./ (mArutaH-)
   Par12.24cd(23cd)/.sarve.some.pralīyante.tasmād.dānaṃ.tu.tad.grahe.//	Par12.24cd(23cd)/.-sarve.-some.-pralIyante.-tasmAt-.dAn-aM.tu.-tad-.grahe.//
   Par12.25ab(24ab)/.khala.yajñe.vivāhe.ca.saṃkrāntau.grahaṇe.tathā./	Par12.25ab(24ab)/.Kala.-yajQe.-vivAhe.-ca.-saMkrAntO.-grahaNeH-taTA./
   Par12.25cd(24cd)/.śarvaryāṃ.dānaṃ.asty.eva.na.anyatra.eva.vidhīyate.//	Par12.25cd(24cd)/.SarvaryAM.dAnaM.asti-.eva.na.anyatra-.eva.-viDIyate.//
   Par12.26ab(25ab)/.putra.janmaji.yajñe.ca.tathā.ca.atyaya.karmaṇi./	Par12.26ab(25ab)/.putra.-janma-ji.-yajQe.-ca.-taTA.-ca.atyaya.karmaNi./
   Par12.26cd(25cd)/.rāhoś.ca.darśane.dānaṃ.praśastaṃ.na.anyadā.niśi.//	Par12.26cd(25cd)/.rAha-uS.ca.darSane.-dAnaM.praSastaM.na.anyadA.-niSi.//
   Par12.27ab(26ab)/.mahā.niśā.tu.vijñeyā.madhyasthaṃ.prahara.dvayaṃ./	Par12.27ab(26ab)/.-mahA.-niSA.tu.-vijQeyA.-maDya-sTaM.prahara.-dvayaM./
   Par12.27cd(26cd)/.pradoṣa.paścimau.yāmau.dinavat.snānaṃ.ācaret./	Par12.27cd(26cd)/.-pradoza.-paScimO.ya-AmO.dina-vat.-snAnaM.A-Acaret./
   Par12.28ab(27ab)/.caitya.vṛkṣaś.citir.yūpaś.caṇḍālaḥ.soma.vikrayī./	Par12.28ab(27ab)/.-cEtya.vRkza-S.citir.yu-upaS.caNxAlaH.-soma.-vikrayI./
   Par12.28cd(27cd)/.etāṃs.tu.brāhmaṇaḥ.spṛṣṭvā.savāsā.jalaṃ.āviśet.//	Par12.28cd(27cd)/-.etAMs.tu.-brAhmaNaH.-spRzwvA-a.sa-vAsA.-jalaM.A-viSet.//
   Par12.29ab(28ab)/.asthi.saṃcayanāt.pūrvaṃ.ruditvā.snānaṃ.ācaret./	Par12.29ab(28ab)/.asTi.-saMcayanAt.pUrvaM.ruditvA.-snAnaM.A-Acaret./
   Par12.29cd(28cd)/.antar.daśa.ahe.viprasya.hy.ūrdhvaṃ.ācamanaṃ.bhavet.//	Par12.29cd(28cd)/.antar.-daSa-.ahe.-viprasya.hi-.u-UrDvaM.AcamanaM.Bava-it.//
   Par12.30ab(29ab)/.sarvaṃ.gaṅgā.samaṃ.toyaṃ.rāhu.graste.divā.kare./	Par12.30ab(29ab)/.-sarvaM.gaFgA.-samaM.toyaM.ra-Ahu.-graste.divA.kare./
   Par12.30cd(29cd)/.soma.grahe.tathaiva.uktaṃ.snāna.dāna.ādi.karmasu.//	Par12.30cd(29cd)/.-soma-.grahe.-taTA-eva-.-uktaM.-snAna.dAna.Adi.karmasu.//
   Par12.31ab(30ab)/.kuśaiḥ.pūtaṃ.tu.yat.snānaṃ.kuśena.upaspṛśed.dvijaḥ./	Par12.31ab(30ab)/.kuSEH.pUtaM.tu.yat.-snAnaM.kuSena.upaspRSet-.dvijaH./
   Par12.31cd(30cd)/.kuśena.ca.uddhṛtaṃ.toyaṃ.soma.pāna.samaṃ.bhavet.//	Par12.31cd(30cd)/.kuSena.ca.udDRtaM.toyaM.soma.-pAna.-samaM.Bavet.//
   Par12.32ab(31ab)/.agni.kāryāt.paribhraṣṭāḥ.saṃdhyā.upāsana.varjitāḥ./	Par12.32ab(31ab)/.agni.kAryAt.-pariBrazwAH.saMDyA.upAsana.-varjitAH./
