   Adhyaya 4, Pada 1	ADyayaH 4, Pada 1
   ādipadena manaḥprabhṛtīnāṃ bhagavatpratimānāṃ grahaṇam /	Adi-padena manaH-praBRtInAm Bagavat-pratimAnAm grahaNam /
   yadyapi sūtre 'pratīkālambanānāṃ gamyamuktaṃ pratīkālambanānāṃ tu	yadi-api sUtre apratIka-AlambanAnAm gamyam-uktam pratIka-AlambanAnAm tu
   pariśeṣasiddham /	pariSeza-sidDam /
   tathāpyaspaṣṭaspaṣṭīkaraṇārthaṃ pravṛttatvādabhāvasya bhāvapūrvakatvācca	taTA-api-aspazwa-spazwIkaraNa-arTam pravRtta-tvAt-aBAvasya BAva-pUrvaka-tvAt-ca
   pariśeṣasiddhamevārthamādāvāha- tadgatamiti //	pariSeza-sidDam-eva-arTam-AdAvAha tad-gatam-iti //
   ... tadgatameva ye narāḥ // MAnuv_4,3.2d //	... tad-gatam-eva ye narAH // MA-anuv_4,3.2d //
   upāsate te purataḥ samāpnuyurbrahmāṇamasmānmatimāpya viṣṇum /	upAsate te puratas samApnuyuH-brahmANam-asmAn-matim-Apya vizNum /
   prāpsyanty ... // MAnuv_4,3.3a-c //	prApsyanti ... // Ma-anuv_4,3.3a-t //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   pratīkagatameva viṣṇum /	pratIka-gatam-eva vizNum /
   te pratīkālambanāḥ /	te pratIka-AlambanAH /
   purataḥ prāk pralayakālāt /	puratas prAk pralaya-kAlAt /
   asmāt brahmaṇaḥ /	asmAt brahmaNaH /
   matiṃ bhagavajjñānaviśeṣam /	matim Bagavat-jQAna-viSezam /
   prāpsyanti pralaye /	prApsyanti pralaye /
   idānīṃ sūtritāmapratīkālambanānāṃ gatiṃ prapañcayati- ata iti //	idAnIm sUtri-tAm-apratIka-AlambanAnAm gatim prapaQcayati atas iti //
   ... ato 'nye 'pi tamāpya tasmāddhariṃ gatā muktibhājaḥ parānte //	... atas anye api tam-Apya tasmAt-harim gatAH mukti-BAjaH para-ante //
   MAnuv_4,3.3cd //	Ma-anuv_4,3.3cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   pratīkālambanebhyo 'nye vyoptopāsakā apratīkālambanāḥ /	pratIka-AlambaneByaH anye vyopta-upAsakAH apratIka-AlambanAH /
   prathamatastaṃ viṣṇumāpyāpi parāntakāle /	praTamatas-tam vizNum-Apya-api para-anta-kAle /
   tasmādviṣṇostaṃ brahmāṇamāpya hariṃ gatā bhavantīti /	tasmAt-vizNoH-tam brahmANam-Apya harim gatAH Bavanti-iti /
   // iti śrīmatpūṇarpramatibhagavatpādasukṛteranuvyākhyānasya	// iti SrImat-pUNarpramati-Bagavat-pAda-sukRteH-anuvyAKyAnasya
   praguṇajayatīrthākhyayatinā kṛtāyāṃ ṭīkāyāṃ viṣamapādavākyārthavivṛtau	praguNa-jaya-tIrTa-AKyayatinA kRtAyAm wIkAyAm vizama-pAda-vAkya-arTa-vivRtO
   caturthādhyāye '(rciḥprabhṛti)smingamanacaraṇaḥ paryavasitaḥ //	caturTa-aDyAye a(rciH-praBRti-)smin-gamana-caraNaH paryavasitaH //
   // iti śrīmannyāyasudhāyāṃ caturthādhyāyasya tṛtīyaḥ pādaḥ //	// iti SrImat-nyAya-suDAyAm caturTa-aDyAyasya tRtIyaH pAdaH //
   Adhyaya 4, Pada 4	ADyayaH 4, Pada 4
   // atha śrīmannyāyasudhāyāṃ caturthādhyāyasya caturthaḥ pādaḥ //	// aTa SrImat-nyAya-suDAyAm caturTa-aDyAyasya caturTaH pAdaH //
   pādapratipādyaṃ tatsaṅgatiśca prasiddhaivetyataḥ	pAda-pratipAdyam tad-saFgatiH-ca prasidDA-eva-iti-atas-
   pūrvottarapakṣayuktirevāha- atikrameti //	pUrva-uttara-pakza-yuktiH-eva-aha atikrama-iti //
   atikramoktiḥ kṛtirarthalābhaḥ parā gatiḥ pāragatistadokaḥ /	atikrama-uktiH kRtiH-arTa-lABaH parA gatiH pAra-gatiH-tad-okaH /
   samastakāryaṃ vaśitā ca viśvasambhāvanā yuktayastvanyapakṣe // MAnuv_4,4.1	samasta-kAryam vaSitA ca viSva-samBAvanAH yuktayaH-tu-anya-pakze // Ma-anuv_4,4.1
   sāmānyarūpaṃ pratibhānamuktirāścaryatākṛtrimatāstadoṣaḥ /	sAmAnya-rUpam pratiBAna-muktiH-AScarya-tA-kRtrimatA-asta-dozaH /
   viśeṣakḷptiḥ kṛtaniḥśramaśca māhātmyamityeva sunirṇayārthāḥ // MAnuv_4,4.2	viSeza-k?ptiH kRta-niHSramaH-ca mAhAtmyam-iti-eva su-nirNaya-arTAH // Ma-anuv_4,4.2
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   anyapakṣe pūrvapakṣeṣu /	anya-pakze pUrva-pakzezu /
   sunirṇayaḥ siddhāntanirṇayaḥ arthaḥ prayojanaṃ yāsāṃ tāḥ sunirṇayārthā	su-nirNayaH sidDAnta-nirNayaH arTaH prayojanam yAsAm tAH su-nirNaya-arTA
   yuktayaḥ /	yuktayaH /
   // oṃ ata eva cānanyādhipatiḥ oṃ //	// om atas eva ca-ananya-aDipatiH om //
   idaṃ (etat) sūtraṃ kaścidvayākhyāti /	idam (etat) sUtram kaScid-vaya-AKyAti /
   ata eva cāvandhyasaṅkalpatvā(devāna)danyānadhipatirvidvānbhavati /	atas eva ca-avanDya-saFkalpa-tvA(-devAn-a)danyAn-aDipatiH-vidvAn-Bavati /
   nāsyānyo 'dhipatirbhavatītyartha iti /	na-asya-anyaH aDipatiH-Bavati-iti-arTaH iti /
   tadidamasaditi bhāvenāha- ananyeti //	tat-idam-asat-iti BAvena-aha ananyA-iti //
   ata eva cānanyādhipatiḥ | BBs_4,4.9 |	atas eva ca-ananya-aDipatiH | BBH-_4,4.9 |
   ananyabhṛtyatvamihoditabhyastvanyasya bhṛtyatvanivāraṇāya // MAnuv_4,4.3ab	ananya-BRtya-tvam-iha-uditaByaH-tu-anyasya BRtya-tva-nivAraNAya // MA-anuv_4,4.3ab
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   iha sūtre muktasyānanyādhipatiriti yadananyabhṛtyatvamuktaṃ tattūditebhyā	iha sUtre muktasya-ananya-aDipatiH-iti yat-ananya-BRtya-tvam-uktam tat-tu-uditeByA
   ye yasya muktasyādhipatitvenoditāḥ śāstre tebhyaḥ anyasya bhṛtyo na	ye yasya muktasya-aDipati-tvena-uditAH SAstre teByaH anyasya BRtyaH na
   bhavati mukta iti pratipādanāya /	Bavati muktaH iti pratipAdanAya /
   natu sarvathā adhipatinivāraṇāya /	na-tu sarvaTA aDipati-nivAraNAya /
   kutaḥ /	kutas /
   ananyapadaprayogāt /	ananya-pada-prayogAt /
   anyathāpatirityakṣyat /	anyaTApatiH-iti-akzyat /
   itaścaivamevetyāha- patimiti //	itas-ca-evam-eva-iti-Aha patim-iti //
   patiṃ yadeṣāmapi viṣṇumāha hyutāmṛtatvasya patitvavāgdhareḥ //	patim yat-ezAm-api vizNum-Aha hi-uta-amRta-tvasya patitva-vAc-DareH //
   MAnuv_4,4.3cd //	Ma-anuv_4,4.3cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yat yasmāddhareramṛtatvasyota yatpatitvaṃ tasya vāk"utāmṛtatvasyeśānaḥ';	yat yasmAt-hareH-amRta-tvasya-uta yat-pati-tvam tasya vAk"uta-amRta-tvasya-ISAnaH-a;
   iti śrutiriti yāvat /	iti SrutiH-iti yAvat /
   viṣṇumeṣāṃ muktānāṃ patimāha /	vizNum-ezAm muktAnAm patim-Aha /
   tato 'pyukta eva sūtrārtho nāpara iti /	tatas api-uktaH eva sUtra-arTaH na-aparaH iti /
   anumānenāpyetamarthaṃ samarthayate- ete 'pīti //	anumAnena-api-etam-arTam samarTayate ete api-iti //
   ete 'picānyādhipatitvayuktā viṣṇvanyacittvena yathā pumāṃsaḥ /	ete api-cAnya-aDipati-tva-yuktA vizNu-anya-cittvena yaTA pumAMsaH /
   prasiddhibhājastviti cānumaiva hyabhīṣyasiddhayai bhavatīha niścayāt //	prasidDi-BAjaH-tu-iti ca-anumA-eva hi-aBIzya-sidDayE Bavati-iha niScayAt //
   MAnuv_4,4.4 //	Ma-anuv_4,4.4 //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   api ceti pramāṇasamuccaye /	api ca-iti pramANa-samuccaye /
   ete muktāḥ /	ete muktAH /
   anyo 'dhipatiryeṣāṃ te 'nyādhipatayaḥ /	anyaH aDipatiH-yezAm te anya-aDipatayaH /
   teṣāṃ bhāvo 'nyādhipatitvaṃ tena yuktāḥ /	tezAm BAvaH anya-aDipati-tvam tena yuktAH /
   viṣṇvanyatvena cittvena jīvatvena ca /	vizNu-anyatvena cittvena jIvatvena ca /
   tuśabdo viśeṣārthaḥ /	tuSabdaH viSeza-arTaH /
   parakīyavyākhyānānusāreṇānyādhipatitvayuktā iti pratijñātam /	parakIya-vyAKyAna-anusAreNa-anya-aDipati-tva-yuktAH iti pratijQAtam /
   svamate tvadhipatiyuktā ityeva pratijñeti /	sva-mate tu-aDipati-yuktAH iti-eva pratijQA-iti /
   yadi kaścidudāhṛtaśrutyarthe vipratipadyeta	yadi kaScid-udAhRta-Sruti-arTe vipratipadyeta
   tasyānumānenaivāla(mityukta)mityanumaiva ceha	tasya-anumAnena-eva-ala(m-iti-ukta)m-iti-anumA-eva ca-iha
   mukteṣvabhīṣyasyādhipatisāhityasya siddhayai bhavatīti /	muktezu-aBIzyasya-aDipati-sAhityasya sidDayE Bavati-iti /
   katham /	kaTam /
   vyāptipakṣadharma(tva)tayoḥ pramitatvāditi hiśabdaḥ /	vyApti-pakza-Darma(tva)tayoH pramita-tvAt-iti hi-SabdaH /
   muktā adhipatirahitā	muktA aDipati-rahitA
   muktatvādavandhyasaṅkalpatvādīśvaravadityanumānapratirodha iti cenna /	mukta-tvAt-avanDya-saFkalpa-tvAt-ISvara-vat-iti-anumAna-pratiroDaH iti ced-na /
   mūlaprakṛtāvanaikāntyāt /	mUlaprakRta-a=-anEkAntyAt /
   vipakṣe bādhakābhāvācca /	vipakze bADaka-aBAvAt-ca /
   tadidamuktaṃ niścayāditi /	tat-idam-uktam niScayAt-iti /
   na kevalaṃ muktānāṃ bhagavānadhipatiḥ kiṃ tvanye 'pi yathāsambhavaṃ	na kevalam muktAnAm BagavAn-aDipatiH kim tu-anye api yaTAsamBavam
   bhavantītyāśayavānāha- mukteti //	Bavanti-iti-ASa-yavAn-Aha muktA-iti //
   muktasvakīyāvarayantṛtāsti muktāvapi brahmapurassarāṇām // MAnuv_4,4.5ab	mukta-svakIyA-varayan-tRtA-asti muktO=-api brahma-purassarANAm // MA-anuv_4,4.5ab
   *12,370f.*	*12,370f.*
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   brahmapuraḥsarāṇāmapi muktau muktāśca te svakīyāḥ svaiḥ saha muktiṃ	brahma-puraHsarANAm-api muktO muktAH-ca te svakIyAH svEH saha muktim
   gatāśca ca te 'varāśca muktasvakīyāvarāstānniyantṛtāsti /	gatAH-ca ca te avarAH-ca mukta-svakIyAvarAH-tAn-niyantR-tA-asti /
   amuktānprati yantṛtā sarvathā nāsti /	amuktAn-prati yantR-tA sarvaTA na-asti /
   yathā'ha sūtrakāraḥ"vikāravatir ca'; iti /	yaTA-aha sUtrakAraH"-vikAravatiH ca-a; iti /
   mukteṣvapi kalpāntare muktānsvakalpe mukteṣvapyuttamānsamāṃśca prati	muktezu-api kalpa-antare muktAn-sva-kalpe muktezu-api-uttamAn-samAn=-ca prati
   nāstītyato muktetyādyuktam /	na-asti-iti-atas muktA-ityAdi-uktam /
   anena parodāhṛtaśrutīnāṃ gatiścoktā bhavati /	anena para-udAhRta-SrutInAm gatiH-ca-uktA Bavati /
   kuta etadityata āha- aneneti //	kutas etat-iti-atas Aha anena-iti //
   anena devena tathāmunā ca hīṣye parārvāktanalokināmiti // MAnuv_4,4.5cd //	anena devena taTA-amunA ca hIzye parArvAktana-lokinAm-iti // MA-anuv_4,4.5cd //
   phalaṃ śrutirjñānata āha ... // MAnuv_4,4.6a //	Palam SrutiH-jQAnataH Aha ... // Ma-anuv_4,4.6aH //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   anena cakṣurantasthena devena prasannena tathāmunā'dityāntargatena ca	anena cakzuH-anta-sTena devena prasannena taTA-amunA-aditya-antargatena ca
   parārvāktanalokavartināṃ muktānāmīṣye īśitā bhavatīti śrutirjñānato	parArvAktana-loka-vartinAm muktAnAmIzye ISitA Bavati-iti SrutiH-jQAnataH-
   muktaniyantṛtvaṃ phalamāha- hīti //	mukta-niyantR-tvam Palam-Aha hi-iti //
   atrāmunā paralokināṃ, anena arvāktanalokināmiti jñeyam /	atra-amunA para-lokinAM, anena arvAktana-lokinAm-iti jQeyam /
   anena"atha ya evaṃ vidvān'; ityādyāṃ"so 'munaiva ye cāmuṣmātparāñco	anena"aTa yaH evam vidvAn-a; ityAdyAM"saH amunA-eva ye ca-amuzmAt-parAQcaH-
   lokāstāṃścāpnoti devakāmāṃśca, athānenaiva ye caitasmādarvāñco	lokAH-tAn=-ca-Apnoti deva-kAmAn=-ca, aTa-anena-eva ye ca-etasmAt-arvAQcaH-
   lokāstāṃścāpnoti manuṣyakāmāṃśca'; iti śrutimupādatte /	lokAH-tAn=-ca-Apnoti manuzya-kAmAn=-ca-a; iti Srutim-upAdatte /
   nanvasyāṃ śrutāvuktamidaṃ jñānaphalaṃ muktigatamityetatkuta ityata āha-	nanu-asyAm SrutO=-uktam-idam jQAna-Palam mukti-gatam-iti-etat-kutas iti-atas Aha-
   muktāviti //	muktO=-iti //
   ... muktāvetacca sarvāśubhanāśaliṅgāt // MAnuv_4,4.6ab //	... muktO=-etat-ca sarva-aSuBa-nASa-liFgAt // Ma-anuv_4,4.6aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   etacca sarvalokāptilakṣaṇaṃ phalaṃ muktāveva /	etat-ca sarva-loka-Apti-lakzaNam Palam muktO=-eva /
   "udeti ha vai sarvebhyaḥ pāpmabhyo ya evaṃ veda'; iti sarvapāpakṣayaliṅgāt	"udeti ha vE sarveByaH pApmaByaH yaH evam veda-a; iti sarva-pApa-kzaya-liFgAt-
   nahi mukteritatraitatsambhavati /	na-hi mukteritatra-etat-samBavati /
   prārabdhapāpasya āmokṣaṃ vidyamānatvāt /	prArabDa-pApasya Amokzam vidyamAna-tvAt /
   yadidaṃ sarvalokādhipatyaṃ muktau phalamuktaṃ tatsarveṣāmapi muktānāmiti	yat-idam sarva-loka-ADipatyam muktO Palam-uktam tat-sarvezAm-api muktAnAm-iti
   pratītinirāsāyāha- loketi //	pratIti-nirAsAya-aha loka-iti //
   lokādhipatyaṃ ca vidhātureva sarvātmanā ... // MAnuv_4,4.6cd //	loka-ADipatyam ca viDAtuH-eva sarva-AtmanA ... // MA-anuv_4,4.6cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sarvātmanā lokādhipatyaṃ ca muktasya vidhātureva /	sarva-AtmanA loka-ADipatyam ca muktasya viDAtuH-eva /
   anyeṣāṃ yathāyogyamiti bhāvaḥ /	anyezAm yaTAyogyam-iti BAvaH /
   svakīyetyuktamanusandheyam /	svakIya-iti-uktam-anusanDeyam /
   atra pramāṇamāha- ityāheti //	atra pramANam-Aha iti-Aha-iti //
   ... ityāha turaśrutiśca // MAnuv_4,4.6d //	... iti-Aha tura-SrutiH-ca // MA-anuv_4,4.6d //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   sā cānyatra draṣṭavyā /	sA ca-anyatra drazwavyA /
   caśabdo vakṣyamāṇayuktisamuccayārthaḥ /	caSabdaH vakzyamANa-yukti-samuccaya-arTaH /
   śrutyantaramapyevameva vyākhyeyamityāha- sarva iti //	Sruti-antaram-api-evam-eva vyAKyeyam-iti-Aha sarve iti //
   sarve baliṃ devagaṇā vahantītyetacca nānyasya hi yuktimeti //	sarve balim deva-gaNAH vahanti-iti-etat-ca na-anyasya hi yuktim-eti //
   MAnuv_4,4.6ef //	Ma-anuv_4,4.6ef //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   "sa veda brahma, sarve 'smai devā balimāvahanti'; iti śrutyuktaṃ muktasya	"sa veda brahma, sarve asmE devAH balim-Avahanti-a; iti Sruti-uktam muktasya
   sarvadevapūjyatvaṃ cānavadhikaṃ vidhātureva na	sarva-deva-pUjya-tvam ca-anavaDikam viDAtuH-eva na
   sarveṣāmuktaśruterevetyarthaḥ /	sarvezAm-ukta-SruteH-eva-iti-arTaH /
   ito 'pyevamityāha- neti //	itas api-evam-iti-Aha na-iti //
   pūjakā api hi devā muktā eva /	pUjakAH api hi devAH muktAH eva /
   amuktānāṃ muktasambandhasya nivāritatvāt /	amuktAnAm mukta-sambanDasya nivArita-tvAt /
   tathāca sarve devā muktāḥ sarvairmuktairdevaiḥ pūjyanta ityuktaṃ syāt /	taTA-ca sarve devAH muktAH sarvEH-muktEH-devEH pUjyante iti-uktam syAt /
   etacca vyāhatam /	etat-ca vyAhatam /
   tata eva na (syaivotta)syottamatvasyādhamatvasya kvāpyadarśanāt /	tatas eva na (sya-eva-utta)sya-uttama-tvasya-aDama-tvasya kvApi-adarSanAt /
   ata ukta eva śrutyarthaḥ /	atas uktaH eva Sruti-arTaH /
   syādetat /	syAt-etat /
   tāṃścāpnotītyukta āptā sarvāśubhanāśaliṅgādbhavatu muktaḥ /	tAn=-ca-Apnoti-iti-uktaH AptA sarva-aSuBa-nASa-liFgAt-Bavatu muktaH /
   tasya cātra lokāptirevocyate /	tasya ca-atra lokAptiH-eva-ucyate /
   natu (mukta)svakīyāvarayantṛtetyata āha- loka iti //	na-tu (mukta)svakIyA-varayan-tRtA-iti-atas Aha lokaH iti //
   lokā itīhāpi tu lokināṃ vaco ... // MAnuv_4,4.7a //	lokAH iti-iha-api tu lokinAm vacaH ... // Ma-anuv_4,4.7aH //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   iha śrutau lokā iti padaṃ tāvallokināṃ vacaḥpratipādakam /	iha SrutO lokAH iti padam tAvat-lokinAm vacaH-pratipAdakam /
   na kevalamāptā muktaḥ /	na kevalam-AptA muktaH /
   lokapadamapi lokiviṣayamityapiśabdaḥ /	loka-padam-api loki-vizayam-iti-apiSabdaH /
   tuśabdo vṛttiviśeṣadyotakaḥ /	tuSabdaH vRtti-viSeza-dyotakaH /
   yathā mañcaśabdo mañcastheṣu puruṣeṣu vidyate tathā lokaśabdo 'pi	yaTA maQca-SabdaH maQca-sTezu puruzezu vidyate taTA loka-SabdaH api
   lokastheṣu puruṣeṣviti /	loka-sTezu puruzezu-iti /
   atra lakṣaṇābījasambandhastu sphuṭa eva /	atra lakzaNA-bIja-sambanDaH-tu sPuwaH eva /
   lākṣiṇikaprayogaprayojanaṃ vācyamityata āha- loka iti //	lAkziNika-prayoga-prayojanam vAcyam-iti-atas Aha lokaH iti //
   ... lokā iti hyeva ravaḥ prajāsu /	... lokAH iti hi-eva ravaH prajAsu /
   prayujyate sarvajanaiḥ sadaiva ... // MAnuv_4,4.7bc //	prayujyate sarva-janEH sadA-eva ... // MA-anuv_4,4.7bc //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   hiśabdaḥ prasiddhau /	hi-SabdaH prasidDO /
   prayojanānusandhānena vinetyevaśabdaḥ /	prayojana-anusanDAnena vinA-iti-eva-SabdaH /
   ravaḥ śabdaḥ /	ravaH SabdaH /
   prajāsu prajāviṣaye /	prajAsu prajA-vizaye /
   rūḍhalakṣaṇaiṣā tatra kiṃ prayojanānveṣaṇeneti bhāvaḥ /	rUXa-lakzaNA-ezA tatra kim prayojana-anvezaNena-iti BAvaH /
   athavā kiṃ lakṣaṇayā /	aTavA kim lakzaNayA /
   yato vācaka eva lokaśabdo janānāmiti bhāvenāha- lokā iti sarvajanairiti	yatas vAcakaH eva loka-SabdaH janAnAm-iti BAvena-aha lokAH iti sarva-janEH-iti
   śabdaśaktijñaiḥ /	Sabda-Sakti-jQEH /
   prakārāntareṇa lokaśabdasya puruṣavācitvamāha- taditi //	prakAra-antareNa loka-Sabdasya puruza-vAci-tvam-Aha tat-iti //
   ... tanmānino lokapadena coktāḥ // MAnuv_4,4.7d //	... tad-mAninaH loka-padena ca-uktAH // Ma-anuv_4,4.7d //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   lokābhimāninaḥ /	loka-aBimAninaH /
   abhimānyadhikaraṇanyāyeneti bhāvaḥ /	aBimAnI-aDikaraNa-nyAyena-iti BAvaH /
   astu lokaśabdasya janeṣu vṛttistathāpyasyāṃ śrutau tadvivakṣā kuto jñāyate	astu loka-Sabdasya janezu vRttiH-taTA-api-asyAm SrutO tad-vivakzA kutas jQAyate
   na tāvatāpīṣyasiddhiḥ /	na tAvatA-ApIzya-sidDiH /
   muktaviṣayatāyāṃ pramāṇābhāvāt /	mukta-vizaya-tAyAm pramANa-aBAvAt /
   āptireva cehocyate natu tanniyamanamityata āha- tadgā iti //	AptiH-eva ca-iha-ucyate na-tu tad-niyamanam-iti-atas Aha tad-gAH iti //
   tadgāstu muktā iha lokaśabdā anyonyanāthā iti paiṅgināṃ śrutiḥ //	tad-gAH-tu muktAH iha loka-SabdAH anyonya-nATAH iti pEFginAm SrutiH //
   MAnuv_4,4.7ef //	Ma-anuv_4,4.7ef //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   tuśabdo 'vadhāraṇe /	tuSabdaH avaDAraNe /
   iha ye cāmuṣmādityasyāṃ śrautau tadgāḥ parāvaralokagatāḥ muktā eva loka	iha ye ca-amuzmA-Aditi-asyAm SrOtO tad-gAH parAvara-loka-gatAH muktAH eva loka
   iti śabdo eṣāṃ te lokaśabdāḥ /	iti SabdaH ezAm te loka-SabdAH /
   te cānyonyanāthāḥ uttamā adhamānāṃ svīyānāṃ niyāmakā	te ca-anyonya-nATAH uttamA aDamAnAm svIyAnAm niyAmakA
   ityevametacchativyākhyānarūpā paiṅgiśrutirasti /	iti-evam-etat-Sati-vyAKyAna-rUpA pEFgiSrutiH-asti /
   yadyapi muktasya vikārāvartivyāpāraniṣedhādevaitatsiddham /	yadi-api muktasya vikAra-Avarti-vyApAra-nizeDAt-eva-etat-sidDam /
   tathāpi dārḍhyāya śrutyudāharaṇam /	taTA-api dArXyAya Sruti-udAharaNam /
   etena lakṣaṇāpakṣe mukhye bādhakaṃ coktaṃ bhavati /	etena lakzaNa-Apakze muKye bADakam ca-uktam Bavati /
   abhimānipakṣe tu bhūtapūrvagatyā mukteṣu lokaśabdo vyākhyeyaḥ /	aBimAni-pakze tu BUta-pUrva-gatyA muktezu loka-SabdaH vyAKyeyaH /
   prakārāntareṇāsyāṃ śrutau muktasya muktaniyāmakatvaṃ pratipādayannāha-	prakAra-antareNa-asyAm SrutO muktasya mukta-niyAmaka-tvam pratipAdayan=-Aha-
   aloketi //	aloka-iti //
   alokaśabdena vimuktibhājo vācyāḥ ... // MAnuv_4,4.8ab //	aloka-Sabdena vimukti-BAjaH vAcyAH ... // Ma-anuv_4,4.8aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   lokadoṣātītatvādvidehatvādveti bhāvaḥ /	loka-doza-atIta-tvAt-videha-tvAt-vA-iti BAvaH /
   tataḥ kiṃ prakṛta ityata āha- padamiti //	tatas kim prakRtaH iti-atas Aha padam-iti //
   ... padaṃ tādṛgapīha yuktam // MAnuv_4,4.8b //	... padam tAdRS-api-iha yuktam // Ma-anuv_4,4.8B //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   iha parāñco lokā arvāñco lokā ityatra tādṛgaloka ityapi padaṃ chettuṃ	iha parAQcaH lokAH arvAQcaH lokAH iti-atra tAdRS-alokaH iti-api padam Cettum
   yuktam /	yuktam /
   lokālokaśabdayoḥ saṃhitāyā(yāṃ)ḥ samānarūpatvāditi bhāvaḥ /	lokAloka-SabdayoH saMhitAyA(yAM)H samAna-rUpa-tvAt-iti BAvaH /
   yogavṛttyāpi lokaśabdasya mukteṣu vṛttiḥ sambhavatītyāha- loketi //	yoga-vRttyA-api loka-Sabdasya muktezu vRttiH samBavati-iti-Aha loka-iti //
   lokābhidhāścāpi yato hi muktāḥ prakāśarūpāḥ satataṃ ca sarve //	loka-aBiDAH-ca-api yatas hi muktAH prakASa-rUpAH satatam ca sarve //
   MAnuv_4,4.8cd //	Ma-anuv_4,4.8cd //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   yataḥ sarve 'pi muktāḥ satatamapi prakāśarūpāḥ prasiddhāstato 'pi	yatas sarve api muktAH satatam-api prakASa-rUpAH prasidDAH-tatas api
   lokābhidhāḥ /	loka-aBiDAH /
   lokateḥ pacādyaci kṛte rūpametat /	lokateH pacAt-yaci kRte rUpam-etat /
   darśanaṃ prakāśa iti ca nārthāntaram /	darSanam prakASaH iti ca na-arTa-antaram /
   yaduktaṃ prāglokābhimānino ye muktāsta iha lokaśabdārthā iti tadasat /	yat-uktam prAc-loka-aBimAninaH ye muktAH-te iha loka-Sabda-arTAH iti tat-asat /
   te hi uttamāḥ /	te hi uttamAH /
   naca tanniyamanaṃ muktānāṃ sambhavatītyato moktaṃ vismārṣīrityāha-	na-ca tad-niyamanam muktAnAm samBavati-iti-atas moktam vismArzIH-iti-Aha-
   brahmaiveti //	brahma-eva-iti //
   brahmaiva lokādhipatirvimukto bhavediti prāha turaśrutiśca //	brahmA-eva loka-aDipatiH-vimuktaH Bavet-iti prAha tura-SrutiH-ca //
   MAnuv_4,4.8ef //	Ma-anuv_4,4.8ef //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   tathāca nānupapattiriti //	taTA-ca na-anupapattiH-iti //
   evaṃ svamatena śrutiṃ vyākhyāya yatpareṣāṃ vyākhyānamādityamaṇḍale	evam sva-matena Srutim vyAKyAya yat-parezAm vyAKyAnam-Aditya-maNxale
   parameśvaramupāsīnasya viduṣaḥ paralākādhipatyaṃ bhavati	parameSvaram-upAsInasya viduzaH para-lAka-ADipatyam Bavati
   cakṣuṣyupāsīnasyārvāktanalokādhipatyaṃ bhavatīti tannirākaroti- naceti //	cakzuzi-upAsInasya-arvAktana-loka-ADipatyam Bavati-iti tat-nirAkaroti na-ca-iti //
   naceha vijñānaphalaṃ samuktaṃ lokādhipatyaṃ ... // MAnuv_4,4.9ab //	naca-iha vijQAna-Palam samuktam loka-ADipatyam ... // Ma-anuv_4,4.9aB //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   iha śrutau /	iha SrutO /
   lokādhipatyaṃ vijñānaphalaṃ samuktamiti vyākhyānaṃ na yuktam /	loka-ADipatyam vijQAna-Palam samuktam-iti vyAKyAnam na yuktam /
   kuta ityata āha- ravīti //	kutas iti-atas Aha ravIti //
   ... ravibimbato harau /	... ravi-bimbataH harO /
   uktaṃ pṛthak tacca puraiva yasmād ... // MAnuv_4,4.9bc //	uktam pRTak tat-ca purA-eva yasmAt ... // Ma-anuv_4,4.9bc //
   NYĀYASUDHĀ:	NYĀYA-SUDHĀ:
   caśabdena cakṣurgate ceti samuccinoti /	caSabdena cakzuH-gate ca-iti samuccinoti /
   yasmāt kāraṇāt tat lokādhipatyaṃ puraiva pūrvavākya eva ravibimbage harau	yasmAt kAraNAt tat loka-ADipatyam purA-eva pUrva-vAkyaH eva ravi-bimba-ge harO
   cakṣurantargate ca pṛthak vibhāgenoktam /	cakzuH-antargate ca pRTak viBAgena-uktam /
   ādityagataṃ prakṛtya"sa eṣa ye cāmuṣmātparāñco lokāsteṣāṃ ceṣye	Aditya-gatam prakRti-a"saH eza ye ca-amuzmAt-parAQcaH lokAH-tezAm cezye
