   Vimalakīrtinirdeśa	Vimala-kIrti-nirdeSa
   śrāvakān saṃdhāya tvaṃ mayā ānanda agro bahuśrutānāṃ nirdiṣṭaḥ, na	SrAvakAn saMDAya tvam mayA Ananda agraH bahu-SrutAnAm nirdizwaH, na
   bodhisatvān / tiṣṭhantv ānanda bodhisatvāḥ / na te paṇḍitenāvagāhayitavyāḥ	boDisatvAn / tizWantu Ananda boDisatvAH / na te paNxitena-avagAhayitavyAH
   / śakyo hy ānanda sarvasāgarāṇāṃ gādhaḥ pramātum, na tv eva śakyo	/ SakyaH hi Ananda sarva-sAgarANAm gADaH pramAtum, na tu eva SakyaH-
   bodhisatvānāṃ prajñājñānasmṛtidhāraṇīpratibhānasya gādhaḥ pramātum /	boDisatvAnAm prajQA-jQAna-smRti-DAraNI-pratiBAnasya gADaH pramAtum /
   upekṣakā yūyam ānanda bodhisatvacaryāyāṃ bhavatha / tat kasmād dhetoḥ / ya	upekzakAH yUyam Ananda boDisatva-caryAyAm BavaTa / tat kasmAt DetoH / ya
   ima ānanda vimalakīrtinā licchavinaikapūrvabhakte vyūhāḥ saṃdarśitāḥ, te	ime Ananda vimala-kIrtinA licCavinA-eka-pUrva-Bakte vyUhAH saMdarSitAH, te
   sarvaśrāvakapratyekabuddhair ṛddhiprāptaiḥ sarvarddhivikurvitaprātihāryaiḥ	sarva-SrAvaka-pratyekabudDEH RdDi-prAptEH sarva-RdDi-vikurvita-prAtihAryEH
   kalpakoṭīśatasahasrāṇi na śakyāḥ saṃdarśayitum /	kalpa-kowI-Sata-sahasrANi na SakyAH saMdarSayitum /
   Vkn .10.15 atha ye te bodhisatvā bhagavato gandhottamakūṭasya tathāgatasya	Vk .10.15 aTa ye te boDisatvAH BagavataH ganDottamakUwasya taTAgatasya
   buddhakṣetrāt sarvagandhasugandhāl lokadhātor agataḥ, te sarve	budDa-kzetrAt sarva-ganDa-suganDAt lokaDAtoH agataH, te sarve
   prāñjalībhūtvā tathāgatasya namasyantaḥ, evaṃ ca vācam abhāsanta:	prAQjalIBUtvA taTAgatasya namasi-antaH, evam ca vAcam aBAsanta:
   pratiniḥsṛjāmo vayaṃ bhagavan tān manasikārān yair asmābhir iha	pratiniHsRjAmaH vayam Bagavan tAn manasikArAn yEH asmABiH iha
   buddhakṣetre hīnasaṃjñotpāditā / tat kasmād dhetoḥ / acintyo hi bhagavan	budDa-kzetre hIna-saMjQA-utpAditA / tat kasmAt DetoH / acintyaH hi Bagavan
   buddhānāṃ bhagavatāṃ buddhaviṣayaḥ / upāyakauśalyena satvaparipākāya yathā	budDAnAm BagavatAm budDa-vizayaH / upAya-kOSalyena satva-paripAkAya yaTA
   yathecchanti tathā tathā kṣetravyūhān ādarśayanti / dehi bhagavan	yaTA-icCanti taTA taTA kzetra-vyUhAn AdarSayanti / dehi Bagavan
   asmabhyaṃ dharmaprābhṛtaṃ yathā vayaṃ tatra sarvagandhasugandhe lokadhātau	asmaByam Darma-prABRtam yaTA vayam tatra sarva-ganDa-suganDe lokaDAtO
   gatā bhagavantam anusmarema /	gatAH Bagavantam anusmarema /
   Vkn .10.16 bhagavān āha: asti kulaputrāḥ kṣayākṣayo nāma bodhisatvānāṃ	Vk .10.16 BagavAn Aha: asti kula-putrAH kzaya-akzayaH nAma boDisatvAnAm
   vimokṣaḥ / tatra yuṣmābhiḥ śikṣitavyam / sa punaḥ katamaḥ / kṣayam ucyate	vimokzaH / tatra yuzmABiH Sikzitavyam / sa punar katamaH / kzayam ucyate
   saṃskṛtam, akṣayam asaṃskṛtam / tad bodhisatvena saṃskṛtaṃ ca na	saMskRtam, akzayam asaMskRtam / tat boDisatvena saMskRtam ca na
   kṣapayitavyam, asaṃskṛte ca na pratiṣṭhātavyam /	kzapayitavyam, asaMskRte ca na pratizWAtavyam /
   Vkn .10.17 tatra saṃskṛtasyākṣayatā, yad idaṃ mahāmaitryā acyavanatā,	Vk .10.17 tatra saMskRtasya-akzayatA, yat idam mahAmEtryAH acyavana-tA,
   mahākaruṇāyā anutsargaḥ,	mahA-karuNAyAH anutsargaH,
   adhyāśayasaṃprasthitasarvajñatācittasyāsaṃpramoṣaḥ, satvaparipākeṣv	aDyASaya-saMprasTita-sarvajQa-tA-cittasya-asaMpramozaH, satva-paripAkezu-
   aparikhedaḥ, saṃgrahavastūnām ariñcanā, saddharmaparigrahāya	apariKedaH, saMgraha-vastUnAm ariQcanA, sat-Darma-parigrahAya
   kāyajīvitaparityāgaḥ, kuśalamūleṣv atṛptiḥ, pariṇāmanākauśalyapratiṣṭhā,	kAya-jIvita-parityAgaH, kuSala-mUlezu atRptiH, pariNAmanA-kOSalya-pratizWA,
   dharmaparyeṣṭāv akauśīdyam, dharmadeśanāsv anācāryamuṣṭiḥ,	Darma-paryezwO akOSIdyam, Darma-deSanAsu anAcArya-muzwiH,
   tathāgatadarśanapūjāvastuny autsukyam, saṃcintyopapattiṣv anuttrāsaḥ,	taTAgata-darSana-pUjA-vastuni Otsukyam, saMcintya-upapattizu anuttrAsaH,
   saṃpattivipattiṣv anunnāmāvanāmatā, aśikṣiteṣv aparibhavaḥ, śikṣiteṣu	saMpatti-vipattizu anunnAma-avanAma-tA, aSikzitezu apariBavaH, Sikzitezu
   śāstṛpremā, kleśākīrṇānāṃ yoniśa upasaṃhāraḥ, vivekaratiṣv atanmayatā,	SAstR-premA, kleSa-AkIrNAnAm yoniSas upasaMhAraH, viveka-ratizu atanmayatA,
   ātmasaukhye 'nadhyavasānam, parasaukhyena tanmayatā,	Atma-sOKye anaDyavasAnam, para-sOKyena tad-maya-tA,
   dhyānasamādhisamāpattiṣv avīcisaṃjñā, saṃsāra udyānavimānasaṃjñā,	DyAna-samADi-samApattizu avIci-saMjQA, saMsAraH udyAna-vimAna-saMjQA,
   yācanakeṣu kalyāṇamitrasaṃjñā, sarvasvaparityāge sarvajñatāparipūrisaṃjñā,	yAcanakezu kalyANa-mitra-saMjQA, sarva-sva-parityAge sarvajQa-tA-paripUri-saMjQA,
   duḥśīleṣu paritrāṇasaṃjñā, pāramitāsu mātāpitṛsaṃjñā, bodhipakṣyeṣu	duHSIlezu paritrANa-saMjQA, pAramitAsu mAtA-pitR-saMjQA, boDi-pakzyezu
   dharmeṣu svaparivārasaṃjñā, aparyāptīkṛtāḥ sarvakuśalamūlasaṃbhārāḥ,	Darmezu sva-parivAra-saMjQA, aparyAptIkRtAH sarva-kuSala-mUla-saMBArAH,
   sarvabuddhakṣetraguṇānāṃ svakṣetraniṣpādanatā, lakṣaṇānuvyañjanaparipūryai	sarva-budDa-kzetra-guNAnAm sva-kzetra-nizpAdana-tA, lakzaNa-anuvyaQjana-paripUryE
   nirargaḍayajñayajanatā, kāyavākcittālaṃkāratā sarvapāpākaraṇatayā,	nirargaxa-yajQa-yajana-tA, kAya-vAc-citta-alaMkAra-tA sarva-pApa-akaraNa-tayA,
   kāyavākpariśuddhyā cittapariśuddhyā cāsaṃkhyeyakalpasaṃsaraṇatā,	kAya-vAc-pari-SudDyA citta-pariSudDyA ca-asaMKyeya-kalpa-saMsaraNa-tA,
   cittaśūratayāpramāṇabuddhaguṇaśravaṇenāsaṃsīdanatā, kleśaśatrunigrahāya	citta-SUra-tayA-pramANa-budDa-guNa-SravaNena-asaMsIdana-tA, kleSa-Satru-nigrahAya
   prajñāśastragrahaṇatā, sarvasatvabhārodvahanatāyai	prajQA-Sastra-grahaNa-tA, sarva-satva-BAra-udvahana-tAyE
   skandhadhātvāyatanaparijñā, uttaptavīryatā mārasainyadharṣaṇārtham,	skanDa-DAtu-Ayatana-parijQA, uttapta-vIryatA mAra-sEnya-DarzaNa-arTam,
   nirmānatā dharmaparyeṣṭyai, jñānaparyeṣṭidharmagrāhyatāyā	nirmAna-tA Darma-paryezwyE, jQAna-paryezwi-Darma-grAhya-tAyA
   alpecchasaṃtuṣṭitā, sarvalokapriyatāyai sarvalokadharmāsaṃsṛṣṭatā,	alpa-icCa-saMtuzwitA, sarva-loka-priya-tAyE sarva-loka-Darma-asaMsRzwa-tA,
   lokānuvartanatāyai sarveryāpathāvikopanatā, sarvakriyāsaṃdarśanatāyā	loka-anuvartana-tAyE sarveH-yApaTa-Avika-upanatA, sarva-kriyA-saMdarSana-tAyA
   abhijñotpādanatā, sarvaśrutadhāraṇatāyai dhāraṇīsmṛtijñānatā,	aBijQa-utpAdana-tA, sarva-Sruta-DAraNa-tAyE DAraNI-smRti-jQAna-tA,
   sarvasatvasaṃśayacchedanatāyā indriyaparāparajñānatā, asaṅgādhiṣṭhānatā	sarva-satva-saMSaya=-Ceda-natAyAH indriya-para-apara-jQAna-tA, asaFga-aDizWAna-tA
   dharmadeśanatāyai, asaṅgapratibhānatā pratibhānaprāptapratilambhatayā,	Darma-deSana-tAyE, asaFga-pratiBAna-tA pratiBAna-prApta-pratilamBa-tayA,
   devamanuṣyasaṃpattyanubhavatā daśakuśalakarmapariśuddhitayā,	deva-manuzya-saMpatti-anuBavatA daSa-kuSala-karma-pariSudDi-tayA,
   brahmapathapratiṣṭhānatā caturapramāṇotpādanatāyai,	brahma-paTa-pratizWAna-tA catura-pramANa-utpAdana-tAyE,
   buddhasvarapratilambhatā dharmadeśanādhyeṣaṇānumodanāsādhukārapradānena,	budDa-svara-pratilamBa-tA Darma-deSanA-aDyezaNa-anumodana-asA-DukAra-pradAnena,
   buddheryāpathapratilambhatā kāyavāṅmanaḥsamyamaviśeṣagāmitayā	budDeH-yApaTa-pratilamBa-tA kAya-vAc-manaH-samyam-aviSeza-gAmitayA
   sarvadharmātanmayatayā, bodhisatvasaṃghakarṣaṇatayā mahāyānasamādāpanatā,	sarva-Darma-atanmaya-tayA, boDisatva-saMGa-karzaNa-tayA mahAyAna-samAdApana-tA,
   sarvaguṇāvipraṇāśatayā cāpramādaḥ / evaṃ hi kulaputrāḥ etaddharmādhimukto	sarva-guNa-avipraNASa-tayA ca-apramAdaH / evam hi kula-putrAH etad-Darma-aDimuktaH-
   bodhisatvaḥ saṃskṛtaṃ na kṣapayati /	boDisatvaH saMskRtam na kzapayati /
   Vkn .10.18 kathaṃ punar asaṃskṛte na pratitiṣṭhate / yadā śūnyatāparijayaṃ	Vk .10.18 kaTam punar asaMskRte na pratitizWate / yadA SUnyatA-parijayam
   ca karoti / na ca śūnyatāṃ sākṣātkaroti / ānimittaparijayaṃ ca karoti / na	ca karoti / na ca SUnyatAm sAkzAtkaroti / Animitta-parijayam ca karoti / na
   cānimittaṃ sākṣātkaroti / apraṇihitaparijayaṃ ca karoti, na cāpraṇihitaṃ	ca-animittam sAkzAtkaroti / apraNihita-parijayam ca karoti, na ca-apraNihitam
   sākṣātkaroti / anabhisaṃskāraparijayaṃ ca karoti, na cānabhisaṃskāraṃ	sAkzAtkaroti / anaBisaMskAra-parijayam ca karoti, na ca-anaBisaMskAram
   sākṣātkaroti / anityam iti ca pratyavekṣate, na ca kuśalamūlais tṛpyate /	sAkzAtkaroti / anityam iti ca pratyavekzate, na ca kuSala-mUlEH tRpyate /
   duḥkham iti ca pratyavekṣate, saṃcintya copapadyate / anātmeti ca	duHKam iti ca pratyavekzate, saMcintya ca-upapadyate / anAtmA-iti ca
   pratyavekṣate, na catmatāṃ parityajati / śāntam iti ca pratyavekṣate, na	pratyavekzate, na catma-tAm parityajati / SAntam iti ca pratyavekzate, na
   cātyantaśāntim utpādayati / viviktam iti ca pratyavekṣate, kāyacittena	ca-atyanta-SAntim utpAdayati / viviktam iti ca pratyavekzate, kAya-cittena
   codyujyate / anālayam iti ca pratyavekṣate, śukladharmālayaṃ ca na	codyujyate / anAlayam iti ca pratyavekzate, Sukla-Darma-Alayam ca na
   vijahāti / anupādānam iti ca pratyavekṣate, upāttaṃ ca satvānāṃ bhāraṃ	vijahAti / anupAdAnam iti ca pratyavekzate, upAttam ca satvAnAm BAram
   vahati / anāsravam iti ca pratyavekṣate, saṃsārapravṛttiṃ copayāti /	vahati / anAsravam iti ca pratyavekzate, saMsAra-pravRttim ca-upayAti /
   apracāram iti ca pratyavekṣate, pracarati satvaparipākāya / nairātmyam iti	apracAram iti ca pratyavekzate, pracarati satva-paripAkAya / nErAtmyam iti
   ca pratyavekṣate, satvamahākaruṇāṃ ca notsṛjati / ajātiṃ ca pratyavekṣate,	ca pratyavekzate, satva-mahA-karuNAm ca na-utsRjati / ajAtim ca pratyavekzate,
   śrāvakaniyāme ca na patati / riktam iti ca tuccham iti cāsārakam iti	SrAvaka-niyAme ca na patati / riktam iti ca tucCam iti ca-AsArakam iti
   cāsvāmikam iti cāniketam iti ca pratyavekṣate, ariktapuṇyaś	ca-asvAmikam iti ca-aniketam iti ca pratyavekzate, arikta-puNyaS
   cātucchajñānaś ca paripūrṇasaṃkalpaś ca svayambhūjñānābhiṣiktaś ca	cAtucCa-jQAnaH ca paripUrNa-saMkalpaH ca svayamBU-jQAna-aBiziktaH ca
   svayambhūjñāne cābhiyukto nītārtho buddhavaṃśe pratiṣṭhito bhavati / evaṃ	svayamBU-jQAne ca-aBiyuktaH nIta-arTaH budDavaMSe pratizWitaH Bavati / evam
   hi kulaputrāḥ evaṃ dharmādhimukto bodhisatvo 'saṃskṛte na pratitiṣṭhate	hi kula-putrAH evam Darma-aDimuktaH boDisatvaH asaMskRte na pratitizWate
   saṃskṛtaṃ na kṣapayati /	saMskRtam na kzapayati /
   Vkn .10.19 puṇyasaṃbhārābhiyuktatvad asaṃskṛte na pratitiṣṭhati,	Vk .10.19 puNya-saMBAra-aBiyukta-tvat asaMskRte na pratitizWati,
   jñanasaṃbhārābhiyuktatvāt saṃskṛtaṃ na kṣapayati /	jQana-saMBAra-aBiyukta-tvAt saMskRtam na kzapayati /
   mahāmaitrīsamanvāgatatvād asaṃskṛte na pratitiṣṭhati,	mahA-mEtrI-samanvAgata-tvAt asaMskRte na pratitizWati,
   mahākaruṇāsamanvāgatatvāt saṃskṛtaṃ na kṣapayati / satvaparipācanatvād	mahA-karuNA-samanvAgata-tvAt saMskRtam na kzapayati / satva-paripAcana-tvAt-
   asaṃskṛte na pratitiṣṭhati, buddhadharmābhilāṣitvāt saṃskṛtaṃ na kṣapayati	asaMskRte na pratitizWati, budDa-Darma-aBilAzi-tvAt saMskRtam na kzapayati
   / buddhalakṣaṇaparipūraṇatvād asaṃskṛte na pratitiṣṭhati,	/ budDa-lakzaNa-paripUraNa-tvAt asaMskRte na pratitizWati,
   sarvajñajñānaparipūraṇārthaṃ saṃskṛtaṃ na kṣapayati / upāyakuśalatvād	sarvajQa-jQAna-paripUraNa-arTam saMskRtam na kzapayati / upAya-kuSala-tvAt-
   asaṃskṛte na pratitiṣṭhati, prajñāsunirīkṣitatvāt saṃskṛtaṃ na kṣapayati /	asaMskRte na pratitizWati, prajQA-su-nirIkzita-tvAt saMskRtam na kzapayati /
   buddhakṣetrapariśuddhyartham asaṃskṛte na pratitiṣṭhati,	budDa-kzetra-pariSudDi-arTam asaMskRte na pratitizWati,
   buddhādhiṣṭhānatvāt saṃskṛtaṃ na kṣapayati / satvārthānubhavanād asaṃskṛte	budDa-aDizWAna-tvAt saMskRtam na kzapayati / satva-arTa-anuBavanAt asaMskRte
   na pratitiṣṭhati, dharmārthasaṃdarśanāt saṃskṛtaṃ na kṣapayati /	na pratitizWati, Darma-arTa-saMdarSanAt saMskRtam na kzapayati /
   kuśalamūlasaṃbhāratvād asaṃskṛte na pratitiṣṭhati, kuśalamūlavāsanatvāt	kuSala-mUla-saMBAra-tvAt asaMskRte na pratitizWati, kuSala-mUla-vAsana-tvAt-
   saṃskṛtaṃ na kṣapayati / praṇidhānaparipūraṇārtham asaṃskṛte na	saMskRtam na kzapayati / praNiDAna-paripUraNa-arTam asaMskRte na
   pratitiṣṭhati, apraṇihitatvāt saṃskṛtaṃ na kṣapayati / āśayapariśuddhatvād	pratitizWati, apraNihita-tvAt saMskRtam na kzapayati / ASaya-pariSudDa-tvAt-
   asaṃskṛte na pratitiṣṭhati, adhyāśayapariśuddhatvāt saṃskṛtaṃ na kṣapayati	asaMskRte na pratitizWati, aDyASaya-pariSudDa-tvAt saMskRtam na kzapayati
   / pañcābhijñāvikrīḍitatvād asaṃskṛte na pratitiṣṭhati,	/ paQca-aBijQA-vikrIxita-tvAt asaMskRte na pratitizWati,
   buddhajñānaṣaḍabhijñatvāt saṃskṛtaṃ na kṣapayati /	budDa-jQAna-zaxaBijQa-tvAt saMskRtam na kzapayati /
   pāramitāsaṃbhāraparipūraṇārtham asaṃskṛte na pratitiṣṭhati,	pAramitA-saMBAra-paripUraNa-arTam asaMskRte na pratitizWati,
   aparipūrṇakālatvāt saṃskṛtaṃ na kṣapayati / dharmadhanasamudānayanatvād	aparipUrNa-kAla-tvAt saMskRtam na kzapayati / Darma-Dana-samudAnayana-tvAt-
   asaṃskṛte na pratitiṣṭhati, prādeśikadharmānarthikatvāt saṃskṛtaṃ na	asaMskRte na pratitizWati, prAdeSika-Darma-AnarTika-tvAt saMskRtam na
   kṣapayati / sarvabhaiṣajyasamudānayanatvād asaṃskṛte na pratitiṣṭhati,	kzapayati / sarva-BEzajya-samudAnayana-tvAt asaMskRte na pratitizWati,
   yathārhabhaiṣajyaprayojanāt saṃskṛtaṃ na kṣapayati / dṛḍhapratijñayā	yaTArha-BEzajya-prayojanAt saMskRtam na kzapayati / dRXa-pratijQayA
   asaṃskṛte na pratitiṣṭhati, pratijñottāraṇatvāt saṃskṛtaṃ na kṣapayati /	asaMskRte na pratitizWati, pratijQA-uttAraNa-tvAt saMskRtam na kzapayati /
   dharmabhaiṣajyasamudānayanatvād asaṃskṛte na pratitiṣṭhati,	Darma-BEzajya-samudAnayana-tvAt asaMskRte na pratitizWati,
   yathāpītvaradharmabhaiṣajyaprayojanāt saṃskṛtaṃ na kṣapayati /	yaTA-api-itvara-Darma-BEzajya-prayojanAt saMskRtam na kzapayati /
   sarvasatvakleśavyādhiparijñānām asaṃskṛte na pratitiṣṭhati,	sarva-satva-kleSa-vyADi-parijQAnAm asaMskRte na pratitizWati,
   sarvavyādhiśamanāt saṃskṛtaṃ na kṣapayati / evaṃ hi kulaputrāḥ bodhisatvaḥ	sarva-vyADi-SamanAt saMskRtam na kzapayati / evam hi kula-putrAH boDisatvaH
   saṃskṛtaṃ na kṣapayati, asaṃskṛte na pratitiṣṭhati / ayam ucyate	saMskRtam na kzapayati, asaMskRte na pratitizWati / ayam ucyate
   kṣayākṣayo nāma bodhisatvānāṃ vimokṣaḥ / tatra yuṣmābhiḥ satpuruṣāḥ yogaḥ	kzaya-akzayaH nAma boDisatvAnAm vimokzaH / tatra yuzmABiH sat-puruzAH yogaH
   karaṇīyaḥ /	karaNIyaH /
   Vkn .10.20 atha khalu te bodhisatvā imaṃ nirdeśaṃ śrutvā tuṣṭā udagra	Vk .10.20 aTa Kalu te boDisatvAH imam nirdeSam SrutvA tuzwAH udagra
   āttamanasaḥ pramuditāḥ prītisaumanasyajātā bhagavataḥ pūjākarmaṇe teṣāṃ ca	Atta-manasaH pramuditAH prIti-sOmanasya-jAtAH BagavataH pUjA-karmaNe tezAm ca
   bodhisatvānām asya dharmaparyāyasya pūjākarmaṇe sarvam imaṃ	boDisatvAnAm asya Darma-paryAyasya pUjA-karmaNe sarvam imam
   trisāhasramahāsāhasraṃ lokadhātuṃ sarvacūrṇagandhadhupavyūhaiḥ puṣpaiś ca	tri-sAhasra-mahA-sAhasram lokaDAtum sarva-cUrNa-ganDa-Dupa-vyUhEH puzpEH ca
   jānumātraṃ saṃchādya bhagavataś ca parṣanmaṇḍalam abhikīrtiṃ kṛtvā	jAnu-mAtram saMCAdya BagavataH ca parzad-maNxalam aBikIrtim kRtvA
   bhagavataḥ pādau śirobhir vanditvā bhagavantaṃ triṣpradakṣiṇīkṛtyodānam	BagavataH pAdO SiroBiH vanditvA Bagavantam trizpradakziNIkRtya-udAnam
   udānayanta iha buddhakṣetre 'ntarhitās tena kṣaṇalavamuhūrtena tatra	udAnayantaH iha budDa-kzetre antarhitAH tena kzaNa-lava-muhUrtena tatra
   sarvagandhasugandhe lokadhātau pratyupasthitāḥ // //	sarva-ganDa-suganDe lokaDAtO pratyupasTitAH // //
   kṣayākṣayo nāma dharmaprābhṛtaparivarto daśamaḥ //	kzaya-akzayaH nAma Darma-prABRta-parivartaH daSamaH //
   Vkn .11.1 atha khalu bhagavān vimalakīrtiṃ licchavim etad avocat: yadā	Vk .11.1 aTa Kalu BagavAn vimala-kIrtim licCavim etat avocat: yadA
   tvaṃ kulaputra tathāgatasya darśanakāmo bhavasi, tadā kathaṃ tvaṃ	tvam kula-putra taTAgatasya darSana-kAmaH Bavasi, tadA kaTam tvam
   tathāgataṃ paśyasi /	taTAgatam paSyasi /
   evam ukte vimalakīrtir licchavir bhagavantam etad avocat: yadāhaṃ bhagavan	evam ukte vimala-kIrtiH licCaviH Bagavantam etat avocat: yadA-aham Bagavan
   tathāgatasya darśanakāmo bhavāmi, tadā tathāgatam apaśyanayā paśyāmi /	taTAgatasya darSana-kAmaH BavAmi, tadA taTAgatam apaSyanayA paSyAmi /
   pūrvāntato 'jātam aparāntato 'saṃkrāntaṃ pratyutpanne 'dhvany asaṃsthitaṃ	pUrva-antataH ajAtam apara-antataH asaMkrAntam pratyutpanne aDvani asaMsTitam
   paśyāmi / tat kasya hetoḥ / rūpatathatāsvabhāvam arūpam,	paSyAmi / tat kasya hetoH / rUpa-taTatA-svaBAvam arUpam,
   vedanātathatāsvabhāvam avedanām, saṃjñātathatāsvabhāvam asaṃjñam,	vedanA-taTatA-svaBAvam aveda-nAm, saMjQA-taTatA-svaBAvam asaMjQam,
   saṃskāratathatāsvabhāvam asaṃskāram, vijñānatathatāsvabhāvam avijñānam,	saMskAra-taTatA-svaBAvam asaMskAram, vijQAna-taTatA-svaBAvam avijQAnam,
   caturdhātvasaṃprāptam ākāśadhātusamam, ṣaḍāyatanānutpannaṃ	catur-DAtu-asaMprAptam AkASa-DAtu-samam, zaz-Ayatana-anutpannam
   cakṣuḥpathasamatikrāntaṃ śrotrapathasamatikrāntaṃ ghrāṇapathasamatikrāntaṃ	cakzuH-paTa-samatikrAntam Srotra-paTa-samatikrAntam GrANa-paTa-samatikrAntam
   jihvāpathasamatikrāntaṃ kāyapathasamatikrāntaṃ manaḥpathasamatikrāntam,	jihvA-paTa-samatikrAntam kAya-paTa-samatikrAntam manaH-paTa-samatikrAntam,
   traidhātukāsaṃsṛṣṭam, trimalāpagatam, trivimokṣānugatam,	trEDAtukA-saMsRzwam, tri-mala-apagatam, tri-vimokza-anugatam,
   trividyānuprāptam, aprāptaṃ saṃprāptam, sarvadharmeṣv asaṅgakoṭīgataṃ	tri-vidyA-anuprAptam, aprAptam saMprAptam, sarva-Darmezu asaFga-kowI-gatam
   bhūtakoṭyakoṭikam, tathatāpratiṣṭhitaṃ tadanyonyavisaṃyuktam, na	BUta-kowyakowikam, taTatA-pratizWitam tad-anyonya-visaMyuktam, na
   hetujanitaṃ na pratyayādhīnam, na vilakṣaṇaṃ na salakṣaṇam, naikalakṣaṇaṃ	hetu-janitam na pratyaya-aDInam, na vilakzaNam na sa-lakzaNam, na-eka-lakzaNam
   na nānālakṣaṇam /	na nAnA-lakzaNam /
   na lakṣyate na saṃlakṣyate na vilakṣyate, nārvāṅ na pāre na madhye, neha	na lakzyate na saMlakzyate na vilakzyate, na-arvAk na pAre na maDye, na-iha
   na tatra, neto nānyataḥ, na jñānavijñeyo na vijñānapratiṣṭhitaḥ, atamo	na tatra, netas na-anyatas-, na jQAna-vijQeyaH na vijQAna-pratizWitaH, atamaH-
   'prakāśaḥ, anāmānimittam, na durbalo na balavān, na deśastho na	aprakASaH, anAma-animittam, na durbalaH na balavAn, na deSa-sTaH na
   pradeśasthaḥ, na śubho nāśubhaḥ, na saṃskṛto nāsaṃskṛtaḥ /	pradeSa-sTaH, na SuBaH na-aSuBaH, na saMskRtaH na-asaMskRtaH /
   nāpi kenacid arthena vacanīyaḥ, na dānato na mātsaryataḥ, na śīlato na	na-api kenacid arTena vacanIyaH, na dAnataH na mAtsaryataH, na SIlataH na
   dauḥśīlyataḥ, na kṣāntito na vyāpādataḥ, na vīryato na kauśīdyataḥ, na	dOHSIlyataH, na kzAntitaH na vyApAdataH, na vIryataH na kOSIdyataH, na
   dhyānato na vikṣepataḥ, na prajñāto na dauḥprajñyataḥ, na vacanīyo	DyAnataH na vikzepataH, na prajQAtaH na dOHprajQyataH, na vacanIyaH-
   nāvacanīyaḥ, na satyato na mṛṣātaḥ, na nairyāṇikato nānairyāṇikataḥ /	na-avacanIyaH, na satyataH na mRzAtaH, na nEryANikataH na-anEryANikataH /
   na gamānīyo nāgamanīyaḥ, sarvarutavyāhārasamucchinnaḥ, na kṣetrabhūto	na gamAnIyaH na-AgamanIyaH, sarva-ruta-vyAhAra-samucCinnaH, na kzetra-BUtaH-
   nākṣetrabhūtaḥ, na dakṣiṇārho na dakṣiṇāśodhayitā, agrāhyaḥ, aparāmṛṣṭaḥ,	na-akzetra-BUtaH, na dakziNa-arhaH na dakziNA-SoDayitA, agrAhyaH, aparAmRzwaH,
   aniketaḥ, asaṃskṛtaḥ, saṃkhyāpagataḥ, samatayā samaḥ, dharmatayā tulyaḥ,	aniketaH, asaMskRtaH, saMKyA-apagataH, samatayA samaH, Darma-tayA tulyaH,
   atulyavīryaḥ, tulanāsamatikrāntaḥ, na krānto na cākrāntaḥ, na	atulya-vIryaH, tulanA-samatikrAntaH, na krAntaH na ca-AkrAntaH, na
   samatikrāntaḥ, na dṛṣṭaśrutaparijñātaḥ, sarvagranthivigataḥ,	samatikrAntaH, na dRzwa-Sruta-parijQAtaH, sarva-granTi-vigataH,
   sarvajñajñānasamatāprāptaḥ, sarvasatvasamaḥ, sarvadharmanirviśeṣaprāptaḥ,	sarvajQa-jQAna-sama-tA-prAptaH, sarva-satva-samaH, sarva-Darma-nirviSeza-prAptaH,
   sarvato 'navadyaḥ, niṣkiṃcanaḥ, niṣkaṣāyaḥ, niṣkalaḥ, nirvikalpaḥ, akṛtaḥ,	sarvatas anavadyaH, nizkiMcanaH, nizkazAyaH, nizkalaH, nirvikalpaH, akRtaH,
   ajātaḥ, anutpannaḥ, abhūtaḥ, asaṃbhūtaḥ, na bhaviṣyati, nirbhayaḥ,	ajAtaH, anutpannaH, aBUtaH, asaMBUtaH, na Bavizyati, nirBayaH,
   niṣkleśaḥ, niḥśokaḥ, niṣprītikaḥ, nīrūrmikaḥ, sarvavyavahāranirdeśair	nizkleSaH, niHSokaH, nizprItikaH, nIrUrmikaH, sarva-vyavahAra-nirdeSEH-
   avacanīyaḥ /	avacanIyaH /
