   Rcūm, 3	RcUm, 3
   iha niṣpattrakagrāsaṃ yo rasāya prayacchati /	iha nizpattraka-grAsam yaH rasAya prayacCati /
   toṣitastena gaurīśo jagattritayadānataḥ // Rcūm_16.2 //	tozitaH-tena gOrISaH jagat-tritaya-dAnataH // RcUm_16.2 //
   {pakṣaccheda => bandhana}	{pakzacCedaH => banDana}
   pakṣacchedamakṛtvā yo rasabandhaṃ samīhate /	pakzacCedam-akRtvA yaH rasa-banDam samIhate /
   bījaiḥ sa viṣayāsaktyā muktimicchati duṣṭadhīḥ // Rcūm_16.3 //	bIjEH sa vizaya-AsaktyA muktim-icCati duzwa-DIH // RcUm_16.3 //
   {abhra:: sattva:: for pakṣaccheda}	{aBra:: sattva:: foH pakzacCeda}
   ghanasattvaṃ vinā nānyatsūtapakṣanikṛntanam /	Gana-sattvam vinA na-anyat-sUta-pakza-nikRntanam /
   kṛttapakṣo niruddhādhvā rajyate badhyate rasaḥ // Rcūm_16.4 //	kRtta-pakzaH nirudDa-aDvA rajyate baDyate rasaH // RcUm_16.4 //
   niścandramapi patrābhraṃ jāritaṃ khalu pārade /	niScandram-api patra-aBram jAritam Kalu pArade /
   taccaretsaptadhā bhinnaṃ cīrṇaṃ cāpi samudgiret // Rcūm_16.5 //	tat-caret-saptaDA Binnam cIrNam ca-api samudgiret // RcUm_16.5 //
   jīrṇapādāṃśasattvo'pi tattadyogeṣu yojitaḥ /	jIrNa-pAda-aMSa-sattvaH-api tad-tad-yogezu yojitaH /
   tattadroge phalaṃ śīghraṃ raso dhatte'dhikaṃ yataḥ // Rcūm_16.6 //	tad-tad-roge Palam SIGram rasaH Datte-aDikam yatas // RcUm_16.6 //
   yatra sattvaṃ drutaṃ bījaṃ rasajāraṇakarmaṇi /	yatra sattvam drutam bIjam rasa-jAraNa-karmaNi /
   utkṛṣṭaṃ cāpi taddiṣṭaṃ guṇairaṣṭaguṇaṃ tathā // Rcūm_16.7 //	utkRzwam ca-api tat-dizwam guNEH-azwaguNam taTA // RcUm_16.7 //
   śivayoścaramo dhāturabhrakaṃ pāradastathā /	SivayoH-caramaH DAtuH-aBrakam pAradaH-taTA /
   etayor melanān nḥṇāṃ kva mṛtyuḥ kva daridratā // Rcūm_16.8 //	etayoH melanAt nHNAm kva mRtyuH kva daridra-tA // RcUm_16.8 //
   {mercury:: verzehrt kein reines abhrasattva}	{mercuH-y:: verzehrt kein reineH aBra-sattva}
   kevalābhrakasattvaṃ hi grasatyeva na pāradaḥ /	kevala-aBraka-sattvam hi grasati-eva na pAradaH /
   grastamapyatiduḥkhena sarvāṅgavyāpi no bhavet // Rcūm_16.9 //	grastam-api-ati-duHKena sarva-aFga-vyApi naH Bavet // RcUm_16.9 //
   tasmāllohāntaropetaṃ yuktaṃ ca dhātusattvakaiḥ /	tasmAt-loha-antara-upetam yuktam ca DAtu-sattvakEH /
   abhrakakṣārayoḥ siddhaḥ kevalaṃ vapuḥsiddhidaḥ // Rcūm_16.10 //	aBraka-kzArayoH sidDaH kevalam vapuH-sidDi-daH // RcUm_16.10 //
   abhreṇaikatvakaraṇaṃ lohānāṃ parikathyate // Rcūm_16.11 //	aBreNa-eka-tva-karaNam lohAnAm parikaTyate // RcUm_16.11 //
   {dvandvamelāpaka for metals}	{dvandvamelApakaH foH metat-s}
   kāntasya lākṣāguḍasarjarasaiḥ sadhātakīgugguluṭaṅkaṇaiśca /	kAntasya lAkzA-guxa-sarja-rasEH sa-DAtakI-guggulu-waFkaNEH-ca /
   strīstanyapiṣṭaiḥ samabhāgikaiśca durmelalohānyapi melayanti // Rcūm_16.12	strI-stanya-pizwEH sama-BAgikEH-ca durmela-lohAni-api melayanti // RcUm_16.12
   {dvandvamelāpaka for metals}	{dvandvamelApakaH foH metat-s}
   tāpyacūrṇasamāyuktaṃ lohadvandvaṃ mileddhruvam /	tApya-cUrNa-samAyuktam loha-dvandvam milet-Druvam /
   dvitrivāraṃ paridhmānātkṣīre'kṣīramiva dhruvam // Rcūm_16.13 //	dvi-tri-vAram pariDmAnAt-kzIre-akzIram-iva Druvam // RcUm_16.13 //
   {preparation of abhrasattva for jāraṇa}	{prepa-ration of aBra-sattvaH foH jAraNa}
   abhrasattvaṃ hi tulyāṃśatāpyasattvasamanvitam /	aBra-sattvam hi tulya-aMSa-tApya-sattva-samanvitam /
   abhraśeṣaṃ kṛtaṃ dhmānādbhavetsukarajāraṇam // Rcūm_16.14 //	aBra-Sezam kRtam DmAnAt-Bavet-sukara-jAraNam // RcUm_16.14 //
   {preparation of abhrasattva for jāraṇa}	{prepa-ration of aBra-sattvaH foH jAraNa}
   yadvā dviguṇitaṃ tāpyaṃ nirvyūḍhaṃ ghanasattvake /	yat-vA dvi-guNitam tApyam nirvyUXam Gana-sattvake /
   tadantarjāritaṃ śīghraṃ rasasiddhividhāyakam // Rcūm_16.15 //	tad-antar-jAritam SIGram rasa-sidDi-viDAyakam // RcUm_16.15 //
   {preparation of abhrasattva for cāraṇa with lead and tin}	{prepa-ration of aBra-sattvaH foH cAraNa wiT leat and tin}
   evaṃ vaṅgena nāgena ghanasattvaṃ caredrasaḥ /	evam vaFgena nAgena Gana-sattvam caret-rasaH /
   tatsattvaṃ dhātuvādāryaṃ dehasiddhau vininditam // Rcūm_16.16 //	tat-sattvam DAtuvAda-Aryam deha-sidDO vininditam // RcUm_16.16 //
   etau pūtī mahādoṣau nāgavaṅgau niruttamau /	etO pUtI mahA-dozO nAga-vaFgO niruttamO /
   rogāṃśca tanutaḥ śīghraṃ sevyamānau paraṃ khalu // Rcūm_16.17 //	rogAn=-ca tanutaH SIGram sevyamAnO param Kalu // RcUm_16.17 //
   {garbhadruti}	{garBadruti}
   tatsattvaṃ gālayitvā ca vāsasā ravakānvitam /	tat-sattvam gAlayitvA ca vAsasA ravaka-anvitam /
   daśāṃśatāmrapātrastharaseśvaravimarditam // Rcūm_16.18 //	daSa-aMSa-tAmra-pAtra-sTa-raseSvara-vimarditam // RcUm_16.18 //
   taccatuḥṣaṣṭibhāgena sametaṃ śuddhapāradam /	tat-catuHzazwi-BAgena sametam SudDa-pAradam /
   kṣārāmlalavaṇopetaṃ taptaṃ khalve dinatrayam // Rcūm_16.19 //	kzAra-amla-lavaNa-upetam taptam Kalve dina-trayam // RcUm_16.19 //
   kṣālayitvoṣṇasandhānaiḥ kṣiptvā kācakaraṇḍake /	kzAlayitvA-uzNa-sanDAnEH kziptvA kAca-karaNxake /
   tadūrdhvādho viḍaṃ dattvā rasasyāṣṭamabhāgataḥ // Rcūm_16.20 //	tad-UrDva-aDas vixam dattvA rasasya-azwama-BAgataH // RcUm_16.20 //
   tanmukhe bhūrjamādhāya veṣṭayedekasūtrataḥ /	tad-muKe BUrjam-ADAya vezwayet-eka-sUtrataH /
   karaṇḍaṃ vāsasāveṣṭya dolāyantravidhānataḥ // Rcūm_16.21 //	karaNxam vAsasA-Avezwya dolAyantra-viDAnataH // RcUm_16.21 //
   sarvāmlagojalopetakāñjikaiḥ svedayettryaham /	sarva-amla-go-jala-upeta-kAQjikEH svedayet-tri-aham /
   tato nikṣipya lohāśmakambūnāmeva bhājane // Rcūm_16.22 //	tatas nikzipya loha-aSma-kambUnAm-eva BAjane // RcUm_16.22 //
   kṣālayitvoṣṇasandhānairvastreṇoddhṛtya taṃ dravam /	kzAlayitvA-uzNa-sanDAnEH-vastreNa-udDRtya tam dravam /
   viśoṣya lagnaṃ hastena mardayitvā kṣaṇaṃ rasam // Rcūm_16.23 //	viSozya lagnam hastena mardayitvA kzaNam rasam // RcUm_16.23 //
   vastre caturguṇe kṣiptvā gāḍhaniṣpīḍanādrasaḥ /	vastre caturguNe kziptvA gAXa-nizpIxanAt-rasaH /
   sarvo'pi yadi nirgacched garbhe grāsastathā drutaḥ // Rcūm_16.24 //	sarvaH-api yadi nirgacCet garBe grAsaH-taTA drutaH // RcUm_16.24 //
   {garbhadruti:: failure:: repetition}	{garBadruti:: fElure:: repetition}
   sāvaśeṣe punargrāse saviḍaṃ svedayetpunaḥ /	sa-avaSeze punar-grAse sa-vixam svedayet-punar /
   evaṃ grāsatrayaṃ bhūyaḥ sampradāya prayatnataḥ // Rcūm_16.25 //	evam grAsa-trayam BUyas sampradAya prayatnataH // RcUm_16.25 //
   ṣaṣṭigrāseṣu śeṣeṣu garbhadrāvaṇataḥ param /	zazwi-grAsezu Sezezu garBadrAvaNataH param /
   pañcamādhyāyanirdiṣṭe yantre kacchapasaṃjñake // Rcūm_16.26 //	paQcama-aDyAya-nirdizwe yantre kacCapa-saMjQake // RcUm_16.26 //
   viḍena saṃyutaṃ sūtaṃ puṭenmṛdvagninopalaiḥ /	vixena saMyutam sUtam puwet-mRdu-agninA-upalEH /
   yantrāduddhṛtya bhūyo'pi kṣālayitvoṣṇakāñjikaiḥ // Rcūm_16.27 //	yantrAt-udDRtya BUyas-api kzAlayitvA-uzNa-kAQjikEH // RcUm_16.27 //
   mardanoktavidhānena yāmamātraṃ vimardayet /	mardana-ukta-viDAnena yAma-mAtram vimardayet /
   nirmalatvavidhānāya rāgān gṛhṇāti nirmalaḥ // Rcūm_16.28 //	nirmala-tva-viDAnAya rAgAn gRhNAti nirmalaH // RcUm_16.28 //
   tasmānmardyo raso yatnād grāsaṃ grāse puṭe puṭe /	tasmAt-mardyaH rasaH yatnAt grAsam grAse puwe puwe /
   saṃmardito bhavedvāpi roganāśanaśaktimān // Rcūm_16.29 //	saMmarditaH Bavet-vA-api roga-nASana-SaktimAn // RcUm_16.29 //
   {mercury:: cāraṇa}	{mercuH-y:: cAraNa}
   bhūsarjikālavaṇavargasametakāñcīsaṃyuktakāñjikayutaṃ paricāryavastu /	BU-sarjikA-lavaNa-varga-sameta-kAQcI-saMyukta-kAQjika-yutam paricArya-vastu /
   {mercury:: cāraṇa}	{mercuH-y:: cAraNa}
   sattvopalādisakalaṃ varatāmrapatrairjuṣṭaṃ ca hyamlamuditaṃ rasacāraṇāya	sattva-upala-Adi-sakalam vara-tAmra-patrEH-juzwam ca hi-amlam-uditam rasa-cAraNAya
   // Rcūm_16.30 //	// RcUm_16.30 //
   {jāraṇa}	{jAraNa}
   rambhāpaṭutriphalalāṅgalikāniśārdhaśobhāñjanāṅghrikharamañjarikāṅghrisaṃkhyaiḥ	ramBA-pawu-triPala-lAFgalikA-niSA-arDa-SoBAQjana-aFGri-Kara-maQjarikA-aFGri-saMKyEH
   saptāhakaṃ parivibhāvitakāñjiko'sau klinnaṃ hi lohanivahaṃ grasatīha sūtaḥ	sapta-ahakam pariviBAvita-kAQjikaH-asO klinnam hi loha-nivaham grasati-iha sUtaH
   // Rcūm_16.31 //	// RcUm_16.31 //
   {biḍa for garbhadruti}	{bixaH foH garBadruti}
   kṣāraiścaturbhir lavaṇaiśca ṣaḍbhir dravāmlamiśrair daśadhā vibhāvitaiḥ /	kzArEH-caturBiH lavaNEH-ca zaxBiH drava-amla-miSrEH daSaDA viBAvitEH /
   svarṇādilohābhrakasattvagarbhadrutiprahītyai biḍa eṣa diṣṭaḥ // Rcūm_16.32	svarNa-Adi-loha-aBraka-sattva-garBadruti-prahItyE bixaH eza dizwaH // RcUm_16.32
   {daṇḍadhārī}	{daNxa-DArI}
   vīthītulye gatamalarasaḥ pañcaśāṇapramāṇaṃ bhuktvā sattvaṃ gaganajanitaṃ	vITI-tulye gata-mala-rasaH paQca-SANa-pramANam BuktvA sattvam gagana-janitam
   ṣaṣṭikākṣāravahnau /	zazwikA-kzAra-vahnO /
   tattvaṃ hyetad vrajati sa javātsāradhūmāyanāni tattulyo'sau munibhirudito	tattvam hi-etat vrajati sa javAt-sAra-DUmAyanAni tad-tulyaH-asO muniBiH-uditaH-
   daṇḍadhārī ca nāmnā // Rcūm_16.33 //	daNxaDArI ca nAmnA // RcUm_16.33 //
   {daṇḍadhārin:: test for ~}	{daNxa-DArin:: test foH ~}
   garbhadrutiyute sūte tṛṇaṃ kṣiptaṃ pratiṣṭhate /	garBadruti-yute sUte tRNam kziptam pratizWate /
   ūrdhvadaṇḍadharaḥ so'yaṃ daṇḍadhārī raso mataḥ // Rcūm_16.34 //	UrDva-daNxa-DaraH saH-ayam daNxaDArI rasaH mataH // RcUm_16.34 //
   {mercury:: abhrajīrṇa:: medic. use}	{mercuH-y:: aBra-jIrNa:: medic. use}
   yadi bhajati hi martyastulyajīrṇābhrasūtaṃ pratidinamiha guñjāmātrayā	yadi Bajati hi martyaH-tulya-jIrNa-aBra-sUtam pratidinam-iha guQjA-mAtrayA
   māsamātram /	mAsa-mAtram /
   śaśadharaparipāṭyā grāsayogena sa syāt	SaSaDara-paripAwyA grAsa-yogena sa syAt-
   sasukhahitaśatāyurmuktavārdhakyadoṣaḥ // Rcūm_16.35 //	sa-suKa-hita-Sata-AyuH-mukta-vArDakya-dozaH // RcUm_16.35 //
   valipalitavihīnaḥ so'pi rogādvihīnaḥ // Rcūm_16.36 //	vali-palita-vihInaH saH-api rogAt-vihInaH // RcUm_16.36 //
   tena tena hi yogena yojanīyo mahārasaḥ /	tena tena hi yogena yojanIyaH mahArasaH /
   {abhra:: sattva:: medic. properties}	{aBra:: sattva:: medic. properties}
   khasattvaḥ kurute tīvrāṃ kṣudhaṃ rogagaṇaṃ haret // Rcūm_16.37 //	Ka-sattvaH kurute tIvrAm kzuDam roga-gaNam haret // RcUm_16.37 //
   {dvitīyo grāsaḥ = mercury:: dviguṇābhrajīrṇa~}	{dvitIyaH grAsaH  mercuH-y:: dviguNa-aBra-jIrNa~}
   aṣṭamāṃśaprakāreṇa deyaṃ grāsaṃ dvitīyakam /	azwama-aMSa-prakAreNa deyam grAsam dvitIyakam /
   cāraṇaṃ drāvaṇaṃ caivaṃ yathāpūrvaṃ prakalpyate // Rcūm_16.38 //	cAraNam drAvaNam ca-evam yaTApUrvam prakalpyate // RcUm_16.38 //
   jāraṇaṃ cāpi kartavyaṃ kūrmanāmani yantrake /	jAraNam ca-api kartavyam kUrma-nAmani yantrake /
   pañcamādhyāyamadhye ca nirdiṣṭaṃ kūrmayantrakam // Rcūm_16.39 //	paQcama-aDyAya-maDye ca nirdizwam kUrmayantrakam // RcUm_16.39 //
   ghanodbhūtaṃ sattvaṃ palaparimitaṃ viṃśatipuṭe rase catvāriṃśat	Gana-udBUtam sattvam pala-parimitam viMSati-puwe rase catvAriMSat-
   parikalitacāraṃ ca jaritam /	parikalita-cAram ca jaritam /
   payaḥpaṅkaprāyaṃ dviguṇajaritābhre vararase yadā tadvikṣiptaṃ	payaH-paFka-prAyam dviguNa-jarita-aBre vara-rase yadA tad-vikziptam
   rasitarasarūpaṃ saninadam // Rcūm_16.40 //	rasita-rasa-rUpam sa-ninadam // RcUm_16.40 //
   {mercury:: dviguṇābhrajīrṇa:: medic. properties}	{meH-cuH-y:: dviguNa-aBra-jIrNa:: medic. properties}
   dviguṇagaganajīrṇaḥ sevitaḥ sūtarājaḥ pratidinamiha guñjāmātrayā	dviguNa-gagana-jIrNaH sevitaH sUtarAjaH pratidinam-iha guQjA-mAtrayA
   varṣamātram /	varza-mAtram /
   vidadhati varakalpaṃ sindhukandarpatulyaṃ	vidaDati vara-kalpam sinDu-kandarpa-tulyam
   daśaśatamitavarṣaprāptadīrghāyuṣaṃ ca // Rcūm_16.41 //	daSa-Sata-mita-varza-prApta-dIrGa-Ayuzam ca // RcUm_16.41 //
   guñjāmātro rasendro'yam arkavāriniṣevitam /	guQjA-mAtraH rasendraH-ayam arka-vAri-nizevitam /
   kṣayādyān akhilān rogān duḥsādhyānapi sādhayet // Rcūm_16.42 //	kzaya-AdyAn aKilAn rogAn duHsADyAn-api sADayet // RcUm_16.42 //
   {mercury:: triguṇābhrajīrṇa~}	{mercuH-y:: triguNa-aBra-jIrNa~}
   amunā kramayogena grāso deyastṛtīyakaḥ /	amunA krama-yogena grAsaH deyaH-tRtIyakaH /
   pañcamādhyāyanirdiṣṭe yantre caivāntarālike /	paQcama-aDyAya-nirdizwe yantre ca-eva-antarAlike /
   nirudhya jāraṇāṃ kuryāt dravyasya vārttikaḥ // Rcūm_16.43 //	niruDya jAraNAm kuryAt dravyasya vArttikaH // RcUm_16.43 //
   {3. grāsa => jalaukā(bandha?) => ūrdhvapātana => pakṣaccheda}	{3. grAsa => jalOkA(banDa?) => UrDvapAtana => pakzacCeda}
   pariphalaghanayuktas triṃśatā tulyavārair grasati yadi rasendro yo	pariPala-Gana-yuktaH triMSatA tulya-vArEH grasati yadi rasendraH yaH-
   jalaukākṛtiḥ saḥ /	jalOkA-AkRtiH saH /
   nikhilanihitamūrtiḥ niṣpatedudgato'sau punarapi nijapātre chinnapakṣaḥ sa	niKila-nihita-mUrtiH nizpatet-udgataH-asO punar-api nija-pAtre CinnapakzaH sa
   sūtaḥ // Rcūm_16.44 //	sUtaH // RcUm_16.44 //
   {mercury:: triguṇābhrajīrṇa~:: medic. use}	{mercuH-y:: triguNa-aBra-jIrNa~:: medic. use}
   jātaḥ sūtas triguṇagaganagrāsasaṃpuṣṭamūrtir bhasmībhūtaṃ yavaparimitaṃ	jAtaH sUtaH triguNa-gagana-grAsa-saMpuzwa-mUrtiH BasmIBUtam yava-parimitam
   vajrabhasmādiyuktam /	vajra-Basma-Adi-yuktam /
   taṃ cenmartyo bhajati hi sadā jāyate divyadeho jīvet kalpatridaśaśatikān	tam ced-martyaH Bajati hi sadA jAyate divya-dehaH jIvet kalpa-tridaSa-SatikAn
   vatsarāṇāṃ prakāmam // Rcūm_16.45 //	vatsarANAm prakAmam // RcUm_16.45 //
   siddhārthadvayamānena mūrchitas tāpyabhasmanā /	sidDArTa-dvaya-mAnena mUrCitaH tApya-BasmanA /
   hinasti sakalān rogān saptavāreṇa rogiṇam // Rcūm_16.46 //	hinasti sakalAn rogAn sapta-vAreNa rogiNam // RcUm_16.46 //
   {caturtho grāsaḥ}	{caturTaH grAsaH}
   baddho vā bhasmatāṃ nītaḥ siddhārthapramito naraiḥ /	badDaH vA Basma-tAm nItaH sidDArTa-pramitaH narEH /
   vyoṣavellamadhūpetaḥ caturmāsaniṣevitaḥ // Rcūm_16.47 //	vyoza-vella-maDu-upetaH catur-mAsa-nizevitaH // RcUm_16.47 //
   valīpalitanirmuktaṃ manuṣyaṃ kurute dhruvam /	valI-palita-nirmuktam manuzyam kurute Druvam /
   pramattadvipadarpāḍhyaṃ kandarpa iva rūpiṇam // Rcūm_16.48 //	pramatta-dvipa-darpa-AXyam kandarpaH iva rUpiNam // RcUm_16.48 //
   kandarpadarpajidrūpe pāpasantāpavarjitaḥ /	kandarpa-darpa-jit-rUpe pApa-santApa-varjitaH /
   jīvet triṃśacchatānyaṣṭānīha varṣāṇi mānavaḥ /	jIvet triMSat-SatAni-azwAni-iha varzANi mAnavaH /
   sevanādramate cāsāvaṅganānāṃ śataṃ tathā // Rcūm_16.49 //	sevanAt-ramate ca-asO=-aFganAnAm Satam taTA // RcUm_16.49 //
   varāṃ lohasamāṃ sthūlāṃ sparśamātreṇa līlayā /	varAm loha-samAm sTUlAm sparSa-mAtreNa lIlayA /
   raso'sau bandhamāyāto modayatyeva niścitam // Rcūm_16.50 //	rasaH-asO banDam-AyAtaH modayati-eva niScitam // RcUm_16.50 //
   mṛtamutthāpayenmartyaścakṣuṣoḥ kṣepamātrataḥ /	mRtam-utTApayet-martyaH-cakzuzoH kzepa-mAtrataH /
   nihanti sakalānrogānghrātaḥ śīghraṃ na saṃśayaḥ // Rcūm_16.51 //	nihanti sakalAn-rogAn-GrAtaH SIGram na saMSayaH // RcUm_16.51 //
   {pañcamo grāsaḥ}	{paQcamaH grAsaH}
   evaṃ ca pañcamo grāsaḥ pradātavyo'ṣṭamāṃśataḥ /	evam ca paQcamaH grAsaH pradAtavyaH-azwama-aMSataH /
   sa pātrastho'gnisaṃtapto na gacchati kathañcana // Rcūm_16.52 //	sa pAtra-sTaH-agni-saMtaptaH na gacCati kaTaQcanaH // RcUm_16.52 //
   sa pakṣacchinna ityuktaḥ sa mukto'khiladurguṇaiḥ /	sa pakzacCinnaH iti-uktaH sa muktaH-aKila-durguNEH /
   so'yaṃ niṣevitaḥ sūtastrimāsaṃ rājikāmitaḥ // Rcūm_16.53 //	saH-ayam nizevitaH sUtaH-tri-mAsam rAjikA-mitaH // RcUm_16.53 //
   viḍaṅgatriphalākṣaudraiḥ khe devaiḥ saha saṅgamam /	vixaFga-triPalA-kzOdrEH Ke devEH saha saFgamam /
   ghrāṇamātreṇa sūtendraḥ sarvaroganikṛntanaḥ // Rcūm_16.54 //	GrANa-mAtreNa sUtendraH sarva-roga-nikRntanaH // RcUm_16.54 //
   guṇā ete vinirdiṣṭā rasasya rasavādibhiḥ /	guNAH ete vinirdizwAH rasasya rasa-vAdiBiH /
   sakalāste guṇāḥ satyā bhairaveṇa prakīrtitāḥ // Rcūm_16.55 //	sakalAH-te guNAH satyAH BEraveNa prakIrtitAH // RcUm_16.55 //
   {ṣaṣṭho grāsaḥ}	{zazWaH grAsaH}
   palaiścaturbhirdātavyo grāsaḥ ṣaṣṭho'pi pūrvavat /	palEH-caturBiH-dAtavyaH grAsaH zazWaH-api pUrvavat /
   ṣaḍguṇābhrakajīrṇo'sau sudhātulyo guṇodayaḥ // Rcūm_16.56 //	zaxguNa-aBraka-jIrNaH-asO suDA-tulyaH guNa-udayaH // RcUm_16.56 //
   sarṣapapramito māsaṃ khaṇḍopalakasaṃyuktaḥ /	sarzapa-pramitaH mAsam KaNxa-upalaka-saMyuktaH /
   māsena kurute dehaṃ tacchatāyuṣajīvinam // Rcūm_16.57 //	mAsena kurute deham tat-Sata-Ayuza-jIvinam // RcUm_16.57 //
   baddho'yaṃ kurute caiva mukhasthaḥ khecarīṃ gatim /	badDaH-ayam kurute ca-eva muKa-sTaH KecarIm gatim /
   vārayatyapi śastrāṇi divyānyapi sahasraśaḥ // Rcūm_16.58 //	vArayati-api SastrANi divyAni-api sahasraSas // RcUm_16.58 //
   daśadantibalaḥ śrīmān sarvalokeṣu pūjitaḥ /	daSa-danti-balaH SrImAn sarva-lokezu pUjitaH /
   rañjitaḥ sāritaḥ samyak krāmaṇena samanvitaḥ /	raQjitaH sAritaH samyak krAmaNena samanvitaH /
   koṭivedhī bhavatyeva abaddhaḥ kuntavedhakaḥ // Rcūm_16.59 //	kowi-veDI Bavati-eva abadDaH kunta-veDakaH // RcUm_16.59 //
   samartho na rasasyāsya guṇān vaktuṃ mahītale /	samarTaH na rasasya-asya guNAn vaktum mahI-tale /
   ko'pi śrīsomadevo vā prabhāvaṃ vetti śaṅkaraḥ // Rcūm_16.60 //	kaH-api SrI-somadevaH vA praBAvam vetti SaFkaraH // RcUm_16.60 //
   {saptamo grāsaḥ}	{saptamaH grAsaH}
   grāsastu saptamo deyo vāradvitayayogataḥ /	grAsaH-tu saptamaH deyaH vAra-dvitaya-yogataH /
   drāvaṇaṃ jāraṇaṃ tasya yathāpūrvaṃ prakalpayet // Rcūm_16.61 //	drAvaNam jAraNam tasya yaTApUrvam prakalpayet // RcUm_16.61 //
   ayaṃ bhasmīkṛtaḥ sūto likṣāmātreṇa sevitaḥ /	ayam BasmIkRtaH sUtaH likzA-mAtreNa sevitaH /
   triphalāmallakhaṇḍābhyāṃ māsasyārdhena mānavam // Rcūm_16.62 //	triPalA-malla-KaNxAByAm mAsasya-arDena mAnavam // RcUm_16.62 //
   koṭikandarparūpāḍhyaṃ śakratulyaparākramam /	kowi-kandarpa-rUpa-AXyam Sakra-tulya-parAkramam /
   pūjitaṃ sarvadevaiśca vedakalpayugāyuṣam // Rcūm_16.63 //	pUjitam sarva-devEH-ca veda-kalpa-yuga-Ayuzam // RcUm_16.63 //
   vijñānavantaṃ kālaṃ ca trikālajñānasaṃyutam /	vijQAnavantam kAlam ca tri-kAla-jQAna-saMyutam /
   śāpānugrahaṇe śaktaṃ divyastrīśatarañjanam /	SApa-anugrahaNe Saktam divya-strI-Sata-raQjanam /
   kurute nātra sandeho nandino vacanaṃ yataḥ // Rcūm_16.64 //	kurute na-atra sandehaH nandinaH vacanam yatas // RcUm_16.64 //
   rañjitaḥ sāritaḥ so'yaṃ krāmaṇena samanvitaḥ /	raQjitaH sAritaH saH-ayam krAmaNena samanvitaH /
   dhūmavedhī bhavennūnaṃ nātra kāryā vicāraṇā // Rcūm_16.65 //	DUmaveDI Bavet-nUnam na-atra kAryA vicAraNA // RcUm_16.65 //
   {aṣṭamo grāsaḥ}	{azwamaH grAsaH}
   tataścaivāṣṭamo grāso dātavyaḥ samabhāgataḥ /	tatas-ca-eva-azwamaH grAsaH dAtavyaH sama-BAgataH /
   jīrṇāṣṭaguṇasattvābhro rasendro bhastrikāśataiḥ // Rcūm_16.66 //	jIrNa-azwaguNa-sattva-aBraH rasendraH BastrikA-SatEH // RcUm_16.66 //
   pradhmāto'pi na yātyeva naiva kiṃcitprahīyate /	praDmAtaH-api na yAti-eva na-eva kiMcid-prahIyate /
   so'yamagnisaho nāmnā saṃkhyātītaguṇodayaḥ // Rcūm_16.67 //	saH-ayam-agni-sahaH nAmnA saMKyA-atIta-guNa-udayaH // RcUm_16.67 //
   saṃkhyātītaprabhāḍhyaśca citravīryo mahābalaḥ /	saMKyA-atIta-praBA-AXyaH-ca citravIryaH mahA-balaH /
   likṣāmātro rasendro'yaṃ sevitaḥ sitayā saha // Rcūm_16.68 //	likzA-mAtraH rasendraH-ayam sevitaH sitayA saha // RcUm_16.68 //
   prakarotyekavāreṇa naraṃ sarvāṅgasundaram /	prakaroti-eka-vAreNa naram sarva-aFga-sundaram /
   rudratulyaṃ mahaiśvaryaṃ viṣṇutulyaṃ parākramam // Rcūm_16.69 //	rudra-tulyam mahA-ESvaryam vizNu-tulyam parAkramam // RcUm_16.69 //
   śaśāṅkatulyaṃ satkāntiṃ sūryatulyapratāpinam /	SaSAFka-tulyam sat-kAntim sUrya-tulya-pratApinam /
   caturmukhasamāyuṣyaṃ netre tārkṣyadṛśāviva // Rcūm_16.70 //	caturmuKa-samAyuzyam netre tArkzya-dRSO=-iva // RcUm_16.70 //
   rañjitaḥ sāritaḥ samyak krāmaṇena samanvitaḥ /	raQjitaH sAritaH samyak krAmaNena samanvitaH /
   śabdavedhī bhavetso'yaṃ śivavat sarvatomukhaḥ // Rcūm_16.71 //	Sabda-veDI Bavet-saH-ayam Siva-vat sarvatomuKaH // RcUm_16.71 //
   manthānabhairavādyaiśca śatakoṭipravistaraiḥ /	manTAnaBErava-AdyEH-ca Sata-kowi-pravistarEH /
   koṭibhiścāpi kārtsnyena rasasyāsya mahāguṇaiḥ /	kowiBiH-ca-api kArtsnyena rasasya-asya mahA-guNEH /
   śakyaṃ tenaiva saṃstotuṃ taraṅgā iva sāgare // Rcūm_16.72 //	Sakyam tena-eva saMstotum taraFgAH iva sAgare // RcUm_16.72 //
   sādhakasyālpabhāvena śaṅkarasyāprasādataḥ /	sADakasya-alpa-BAvena SaFkarasya-aprasAdataH /
   yathāvadauṣadhājñānād ayathāhṛtabhaiṣajaiḥ // Rcūm_16.73 //	yaTAvat-OzaDa-ajQAnAt ayaTA-hRta-BEzajEH // RcUm_16.73 //
   gandhavatyaparijñānādayathāvacca sādhanāt /	ganDavati-aparijQAnAt-ayaTAvat-ca sADanAt /
   na sidhyati kalau sūtaḥ saṃśayena prakurvatām // Rcūm_16.74 //	na siDyati kalO sUtaH saMSayena prakurvatAm // RcUm_16.74 //
   {chinnapakṣalakṣaṇa}	{Cinna-pakza-lakzaNa}
   ūrdhvādhaḥpatane'śakto niruddhādhvā na kuchaviḥ /	UrDva-aDas-patane-aSaktaH nirudDA-aDvA na ku-CaviH /
   jīrṇābhrako bhavetsūtaḥ chinnapakṣaḥ sa ucyate // Rcūm_16.75 //	jIrNa-aBrakaH Bavet-sUtaH CinnapakzaH saH ucyate // RcUm_16.75 //
