   Abkürzungsverzeichnis	AbkürzungsveH zeiCnis
   [NarasiṃhaP]	[NarasiMha P]
   [114.20]     yad bhayāt pavate vāyuḥ sūryas tapati yad bhayāt /	[114.20]     yat BayAt pavate vAyuH sUryaH tapati yat BayAt /
   [114.21]     yad bhayād dharaṇī dhatte nigrahe tasya kaḥ prabhuḥ /	[114.21]     yat BayAt DaraNI Datte nigrahe tasya kaH praBuH /
   [114.22]     tathāpy upāyo dṛśyo me parameṇa samādhinā // [NarasiṃhaP]	[114.22]     taTA api upAyaH dRSyaH me parameNa samADinA // [NarasiMha P]
   [114.23]     kṛte tasmin bhavec chreyaḥ tūṣṇīṃ bhāvo na rocate /	[114.23]     kRte tasmin Bavet SreyaH tUzNIm BAvaH na rocate /
   [114.24]     aśvānāṃ mahiṣaḥ śatruḥ vāraṇānāṃ mṛgādhipaḥ // [NarasiṃhaP.]	[114.24]     aSvAnAm mahizaH SatruH vAraNAnAm mRgADipaH // [NarasiMha P.]
   [115.1]     vānarāṇāṃ tathā meṣaḥ phaṇīnāṃ garuḍaḥ smṛtaḥ /	[115.1]     vAnarANAm taTA mezaH PaNInAm garuxaH smRtaH /
   [115.2]     mūṣakānān tu mārjāro mṛgāṇāṃ śvā prakīrtitaḥ // [NarasiṃhaP.]	[115.2]     mUzakAnAn tu mArjAraH mRgANAm SvA prakIrtitaH // [NarasiMha P.]
   [115.3]     vāyasānāṃ divābhītaḥ siṃhānāṃ śarabhas tathā /	[115.3]     vAyasAnAm divABItaH siMhAnAm SaraBaH taTA /
   [115.4]     tato nirmāpayiṣyāmaḥ śarabhaṃ bhayaśāntaye // [NarasiṃhaP.]	[115.4]     tatas nirmApayizyAmaH SaraBam Baya SAntaye // [NarasiMha P.]
   [115.5]     śarabho 'dhiṣṭhito 'smābhiḥ nṛsiṃhaṃ śamayiṣyati /	[115.5]     SaraBaH aDizWitaH asmABiH nRsiMham Samayizyati /
   [115.6]     ity evam uktvā bhagavān sasarja śarabhaṃ tathā //	[115.6]     iti evam uktvA BagavAn sasarja SaraBam taTA //
   [NarasiṃhaP.]	[NarasiMha P.]
   [115.7]     yasya sandarśanād eva trastamāsīj jagattrayam /	[115.7]     yasya sandarSanAt eva trastam AsIt jagattrayam /
   [115.8]     tatas tasya bhavānīśaḥ tuṇḍasthānam arocata // [NarasiṃhaP]	[115.8]     tatas tasya BavAn ISaH tuNxa sTAnam arocata // [NarasiMha P]
   [115.9]     pṛṣṭhabhāge caturvaktaṃ tasya rudro nyaveśayat /	[115.9]     pRzWa BAge catur vaktam tasya rudraH nyaveSayat /
   [115.10]     somasūryau nayanayoḥ mārutaṃ pakṣayor dvayoḥ // [NarasiṃhaP]	[115.10]     soma sUryO nayanayoH mArutam pakzayoH dvayoH // [NarasiMha P]
   [115.11]     pādeṣu bhūdharān sarvān śivas tasya nyaveśayat /	[115.11]     pAdezu BUDarAn sarvAn SivaH tasya nyaveSayat /
   [115.12]     evaṃ nirmāya śarabhaṃ bhavaḥ pramathanāyakaḥ // [NarasiṃhaP]	[115.12]     evam nirmAya SaraBam BavaH pramaTa nAyakaH // [NarasiMha P]
   [115.13]     jagarja narasiṃhaṃ taṃ samuddiśya bhayānakam //" [NarasiṃhaP]	[115.13]     jagarja narasiMham tam samuddiSya BayAnakam //" [NarasiMha P]
   [115.14]     iti śarabhanirmāṇādikaṃ pratipādya	[115.14]     iti SaraBa nirmANa Adikam pratipAdya
   [115.15]     "tataḥ kṣaṇena śarabho nādapūritadiṅmukhaḥ /	[115.15]     "tataH kzaNena SaraBaH nAda pUrita diFmuKaH /
   [115.16]     abhyāśam agamad viṣṇoḥ ninadan bhairavaṃ svanam //	[115.16]     aByASam agamat vizNoH ninadan BEravam svanam //
   [NarasiṃhaP]	[NarasiMha P]
   [115.17]     tam abhyāśagataṃ dṛṣṭvā nṛsiṃhaḥ śarabhaṃ ruṣā /	[115.17]     tam aByASa gatam dRzwvA nRsiMhaH SaraBam ruzA /
   [115.18]     jaghāna niśitair ugraiḥ nakhair nakhavarāyudhaḥ //	[115.18]     jaGAna niSitEH ugrEH naKEH naKa vara AyuDaH //
   [NarasiṃhaP]	[NarasiMha P]
   [115.19]     nihate śarabhe tasmin raudre madhuvighātinā /	[115.19]     nihate SaraBe tasmin rOdre maDu viGAtinA /
   [115.20]     tuṣṭubuḥ puṇḍarīkākṣaṃ devā devarṣayas tathā //" [NarasiṃhaP]	[115.20]     tuzwubuH puNxarIkAkzam devAH devarzayaH taTA //" [NarasiMha P]
   [115.21]     iti bhagavatā brahmarudrādyadhiṣṭhitaśarabhahananaṃ	[115.21]     iti BagavatA brahma rudra Adi aDizWita SaraBa hananam
   pratipāditam.	pratipAditam.
   [115.22]     gāruḍe aṣṭanavatitamādhyāye:	[115.22]     gAruxe azwanavatitama aDyAye:
   [115.23]     "hantuṃ abhyāgataṃ raudraṃ śarabhaṃ narakesarī /	[115.23]     "hantum aByAgatam rOdram SaraBam narakesarI /
   [115.24]     nakhair vidārayāmāsa hiraṇyakaśipuṃ yathā // [GaruḍaP ]	[115.24]     naKEH vidArayAmAsa hiraNyakaSipum yaTA // [Garuxaj ]
   [116.1]     nikṛttabāhūruśirāḥ vajrakalpamukhair nakhaiḥ /	[116.1]     nikRtta bAhu Uru SirAH vajra kalpa muKEH naKEH /
   [116.2]     merupṛṣṭhe nṛsiṃhena śarabhas sahasāpatat //" [GaruḍaP ]	[116.2]     meru pRzWe nR siMhena SaraBaH sahasA apatat //" [Garuxaj ]
   [116.3]     pādme: "tau yudhyamānau tu ciraṃ vegena balavattarau /	[116.3]     pAdme: "tO yuDyamAnO tu ciram vegena balavattarO /
   [116.4]     vināśaṃ jagmatur devau nṛsiṃhaśarabhāv iti // [Padma.P ]	[116.4]     vinASam jagmatuH devO nRsiMha SaraBO iti // [Pat ma.j ]
   [116.5]     tataḥ kruddho mahābāhuḥ nṛsiṃho bhīmanissvanaḥ /	[116.5]     tatas krudDaH mahA bAhuH nRsiMhaH BIma nissvanaH /
   [116.6]     sahasrakarapannetraḥ*{849}* tasya gātrāṇy akartayat //	[116.6]     sahasra kara pad netraH*{849}* tasya gAtrANi akartayat //
   [Padma.P ]	[Pat ma.j ]
   [116.7]     patitaṃ bhīmam atyugraṃ gatāṃsuṃ draṣṭum āgatāḥ /	[116.7]     patitam BImam ati ugram gatAMsum drazwum AgatAH /
   [116.8]     ṛṣayo devagandharvā yatra śete bhavo haraḥ // [Padma.P ]	[116.8]     RzayaH deva ganDarvAH yatra Sete BavaH haraH // [Pat ma.j ]
   [116.9]     taṃ dṛṣṭvā paramaṃ jagmuḥ vismayantu divaukasaḥ /	[116.9]     tam dRzwvA paramam jagmuH vismayantu divOkasaH /
   [116.10]     paśaśaṃsus tathā karma nṛsiṃhasya mahādbhutam //" iti [PadmaP	[116.10]     paSaSaMsuH taTA karma nRsiMhasya mahA adButam //" iti [PadmaP
   [116.11]     śrībhāgavate: "tatas tvaritam ādāya rudraṃ śarabharūpiṇam /	[116.11]     SrI BAgavate: "tatas tvaritam AdAya rudram SaraBa rUpiNam /
   [116.12]     vidadāra nakhais tīkṣṇaiḥ hiraṇyakaśipuṃ yathā //" iti	[116.12]     vidadAra naKEH tIkzNEH hiraNyakaSipum yaTA //" iti
   [BhāgavataP ]	[BhAgavataP ]
        [rudropāsakānāṃ śūdratulyatvam]	[rudra upAsakAnAm SUdra tulya tvam]
   [116.13 14]     kiñca ānuśāsanike umāmaheśvarasaṃvāde bhagavato	[116.13 14]     kiQca AnuSAsanike umA maheSvara saMvAde BagavataH 
   'ṅgabhāvena vinā rudropāsanaṃ kurvatāṃ śudratulyatvam uktam. yathā	aFga BAvena vinA rudra upAsanam kurvatAm Sudra tulya tvam uktam. yaTA
   dakṣādhvare:	dakza aDvare:
   [116.15]     rudrāṇī: ahaṃ jyeṣṭhā viśiṣṭā ca tasmāt tvaṃ māṃ supūjaya /	[116.15]     rudrANI: aham jyezWA viSizwA ca tasmAt tvam mAm supUjaya /
   [116.16]     dakṣa: na tu jyeṣṭhā viśiṣṭā tvaṃ mama pūjyā imās	[116.16]     dakza: na tu jyezWA viSizwA tvam mama pUjyAH imAs
   surāḥ*{850}* //" [MBh ]	surAH*{850}* //" [MB ]
   [116.17]     ityādinā rudrāṇīdūṣaṇam adhvarabhaṅgādikaṃ ca pratipādya	[116.17]     ityAdinA rudrANI dUzaNam aDvara BaFga Adikam ca pratipAdya
   rudraṃ prati śāpotsargaḥ kriyate.	rudram prati SApa utsargaH kriyate.
   [116.18]     "etad vaṃśasamudbhūtair aspṛśyas tvaṃ bhaviṣyasi /	[116.18]     "etat vaMSa samudBUtEH aspRSyaH tvam Bavizyasi /
   [116.19]     naitad vaṃśeṣu yaḥ kaścit tvadbhakto hi janiṣyati // [MBh ]	[116.19]     na etat vaMSezu yaH kaScid tvad BaktaH hi janizyati // [MB ]
   [116.20]     ajānāt tvāṃ hi yaḥ kaścit munir vā brāhmaṇo 'pi vā /	[116.20]     ajAnAt tvAm hi yaH kaScid muniH vA brAhmaNaH api vA /
   [116.21]     anujīvati cet tasmāt tulyaś śūdreṇa garhitaḥ // [MBh ]	[116.21]     anujIvati ced tasmAt tulyaH SUdreNa garhitaH // [MB ]
   [116.22]     bhaved devalakaś caiva rudrakālyupajīvakaḥ //" iti [MBh ]	[116.22]     Bavet devalakaH ca eva rudrakAli upajIvakaH //" iti [MB ]
   !{849}! Lies: sahasrakaravannetraḥ.	!{849}! Lies: sahasra kara vat netraH.
   !{850}! Lies: sutāḥ.	!{850}! Lies: sutAH.
        [bodhāyanādīnāṃ paramaikāntitvābhāve hetavaḥ]	[boDAyana AdInAm parama EkAnti tva aBAve hetavaH]
        [kātyāyanasūtriṇāṃ paramaikāntitvābhāvaḥ]	[kAtyAyana sUtriNAm param a EkAnti tva aBAvaH]
   [116.23 117.2]     ato nārāyaṇasya rudreṇa samānatayā bodhāyanena	[116.23 117.2]     atas nArAyaNasya rudreNa samAna tayA boDAyanena
   pratipāditvāt bodhāyanāpastambādisūtreṣu ṣadvidhatātparyaliṅgābhāvāt teṣāṃ	pratipAdi tvAt boDAyana apastamba Adi sUtrezu zadviDatAt parya liFga aBAvAt tezAm
   sṛṣṭikālād ārabhya nārāyaṇaikaparatvābhāvāt nānādevatopāsakatvadarśanāc ca	sRzwi kAlAt AraBya nArAyaNa eka paratva aBAvAt nAnA devatA upAsaka tva darSanAt ca
   paramaikāntitvaṃ na sambhavati. evaṃ kātyāyanasūtriṇām api:	param a EkAnti tvam na samBavati. evam kAtyAyana sUtriNAm api:
   [117.3]     "brāhmavaiṣṇavaraudrais tu sāvitrair maitravāruṇaiḥ /	[117.3]     "brAhma vEzNava rOdrEH tu sAvitrEH mEtravAruNEH /
   [117.4]     talliṅgair eva mantrais tu arcayet tu samāhitaḥ //"	[117.4]     tad liFgEH eva mantrEH tu arcayet tu samAhitaH //"
   [Kātyāyanasūtra]	[KAtyAyana sUtra]
   [117.5]     iti pratipādanāt na paramaikāntitvam.	[117.5]     iti pratipAdanAt na param a EkAnti tvam.
   [117.6]     drāhyāyaṇasūtre tu rudraviṣayatvena karmārambhe prapadanam	[117.6]     drAhyAyaNa sUtre tu rudra vizaya tvena karma AramBe prapadanam
   uktam.	uktam.
   [117.7 9]     ataḥ śrīmannārāyaṇaikaparatvāt paramaikāntitvaṃ	[117.7 9]     atas SrImat nArAyaNa eka paratvAt param a EkAnti tvam
   śrīmadvaikhānasānām eveti pratijñā kartum ucitā. evaṃ	SrImat vEKAnasAnAm eva iti pratijQA kartum ucitA. evam
   "akhilajagadekakāraṇaśrīmannārāyaṇaikaparatvāt" iti navamahetur nirūpitaḥ.	"aKila jagat eka kAraNa SrImat nArAyaNa eka paratva at" iti navamahetuH nirUpitaH.
   [117.10]     iti navamahetunirūpaṇam.	[117.10]     iti navama hetu nirUpaNam.
        [daśamahetunirūpaṇam]	[daSama hetu nirUpaNam]
        [vaikhānasānāṃ bhagavatpriyatamatvam]	[vEKAnasAnAm Bagavat priyatama tvam]
   [118.1 3]     athāsya śrīvaikhānasasūtrasya śīmannārāyaṇaikaparatvād	[118.1 3]     aTa asya SrI vEKAnasa sUtrasya SImat nArAyaNa eka paratvAt 
   tatsūtrānuṣṭhānavatām eva bhagavatpriyatamatvam upapadyata iti	tad sUtra anuzWAnavatAm eva Bagavat priyatama tvam upapadyate iti
   pratipādanāya "bhagavatpriyatamatvopapatter" iti daśamahetur nirūpyate.	pratipAdanAya "Bagavat priyatama tva upapatter" iti daSama hetuH nirUpyate.
   [118.4 5]     chandogabrāhmaṇe: "vaikhānasā vā ṛṣaya indrasya priyā	[118.4 5]     Candoga brAhmaNe: "vEKAnasAH vE RzayaH indrasya priyA
   āsan"*{851}* iti. atra indraśabdaḥ paramātmapara iti pūrvam evoktam.	Asan"*{851}* iti. atra indra SabdaH paramAtma paraH iti pUrvam eva uktam.
   [118.6]     vārāhe: "aśvatthaḥ kapilā gāvaḥ tulasī vikhanās tathā /*{852}*	[118.6]     vArAhe: "aSvatTaH kapilAH gAvaH tulasI viKanAH taTA /*{852}*
   [118.7]     catvāro matpriyā rājan teṣāṃ vaikhānaso varaḥ //*{853}*	[118.7]     catvAraH mad priyAH rAjan tezAm vEKAnasaH varaH //*{853}*
   [VarāhaP]	[VarAha P]
   [118.8]     yatra vaikhānasā viprā yatra santi gavāṃ gaṇāḥ /	[118.8]     yatra vEKAnasAH viprAH yatra santi gavAm gaNAH /
   [118.9]     yatra bilvāḥ palāśāś ca tatra sannihito hariḥ //*{854}*" iti	[118.9]     yatra bilvAH palASAH ca tatra sannihitaH hariH //*{854}*" iti
   [VarāhaP]	[VarAha P]
   [118.10]     kaurme: "maccitā madgataprāṇā mayi saṅgatamānasāḥ /	[118.10]     kOrme: "mad citAH mad gata prANAH mayi saFgata mAnasAH /
   [118.11]     ananyaśaraṇā rājan tasmād vaikhānasā varāḥ //*{855}*" [KūrmaP	[118.11]     ananya SaraNAH rAjan tasmAt vEKAnasAH varAH //*{855}*" [KUrmaP
   [118.12]     pāñcarātre pauṣkare: "viprā vaikhānasākhyā ye te bhaktās	[118.12]     pAQcarAtre pOzkare: "viprAH vEKAnasa AKyAH ye te BaktAs
   tattvam ucyate //*{856}* [PauṣkaraS 36.260cd]	tattvam ucyate //*{856}* [POzkaraH 36.260cd]
   [118.13]     ekantinaḥ*{857}* susatvasthā dehāntaṃ nānyayājinaḥ /	[118.13]     ekantinaH*{857}* su satva sTAH dehAntam na anya yAjinaH /
   [118.14]     kartavyam iti deveśaṃ saṃyajante phalaṃ vinā //*{858}*	[118.14]     kartavyam iti deveSam saMyajante Palam vinA //*{858}*
   [PauṣkaraS 36.261]	[POzkaraH 36.261]
   [118.15]     prāpnuvanti ca dehānte vāsudevatvam abjaja //*{859}*	[118.15]     prApnuvanti ca dehAnte vAsudeva tvam abjaja //*{859}*
   [PauṣkaraS 36.262ab]	[POzkaraH 36.262ab]
        [devārcanaparāṇāṃ śraiṣṭhyam]	[deva arcana parANAm SrEzWyam]
   [118.16]     bṛhannāradīye: "devārcanaparā ye ca ye ca tatsādhakā narāḥ /	[118.16]     bRhat nAradIye: "deva arcana parAH ye ca ye ca tad sADakAH narAH /
   [118.17]     pūjāṃ dṛṣṭvānumodante te vai bhāgavatottamāḥ //	[118.17]     pUjAm dRzwvA anumodante te vE BAgavata uttamAH //
   [BṛhannāradaP.]	[BRhat nArada P.]
   [118.18]     yas tu bhogatayā viṣṇoḥ satkṛtyaṃ kurute sadā /	[118.18]     yaH tu Boga tayA vizNoH satkRtyam kurute sadA /
   [118.19]     sa bhavet paramaikāntī mahābhāgavatottamaḥ // [BṛhannāradaP.]	[118.19]     sa Bavet parama EkAntI mahA BAgavata uttamaH // [BRhat nArada P.]
   [118.20]     ya aikāntyagatā viṣṇau bhagavatyātmabhāvane /	[118.20]     yaH EkAntya gatAH vizNO Bagavati Atma BAvane /
   [118.21]     te vaiṣṇavā bhāgavatās santa ity api kīrtitāḥ //	[118.21]     te vEzNavAH BAgavatAH santaH iti api kIrtitAH //
   [BṛhannāradaP]	[BRhat nArada P]
   !{851}! ChāndogyaBr 2.23.1; ebenfalls zitiert in DHN[D] 21.8, 41.8 und	!{851}! ChAn dogya BH 2.23.1; ebenfalls zitiert id DHN[D] 21.8, 41.8 und
   !{852}! Der erste Halbvers ist auch als "Purātantra" in DHN[D] 37.3	!{852}! DeH erste HalbveH H ist OC alH "Pura atantra" id DHN[D] 37.3
   zitiert.	zitiert.
   !{853}! ĀS 19.10; dieser Vers ist auch ohne Herkunftsangabe in DHN[D]	!{853}! ĀH 19.10; dieseH VerH ist OC ohne HeH kunft sangabe id DHN[D]
   21.12 13 zitiert, ähnlich als "Varāhapurāṇa" in DHN[D] 41.10 11; vgl. KrA	21.12 13 zitiert, ähnliC alH "VarAha purANa" id DHN[D] 41.10 11; vgl. KrA
   36.37: aśvatthaḥ kapilā gāvaḥ tulasī vikhano dvijaḥ / haripriyās tu	36.37: aSvatTaH kapilA gAvaH tulasI viKanaH dvijaH / hari priyAH tu
   catvāraḥ teṣu vaikhānaso varaḥ.	catvAraH tezu vEKAnasaH varaH.
   !{854}! Dieser Vers ist auch in DHN[D] 42.16 17 und 48.23 24 zitiert.	!{854}! DieseH Vers ist OC id DHN[D] 42.16 17 und 48.23 24 zitiert.
   !{855}! Dieser Vers ist auch zitiert in DHN[D] 42.13 14.	!{855}! DieseH Vers ist OC zitiert id DHN[D] 42.13 14.
   !{856}! PauṣkaraS: viprā ekāyanākhyā ye te bhaktās tattvato 'cyute; dieser	!{856}! POzkaraS: viprAH ekAyana AKyAH ye te BaktAH tattvataH acyute; dieseH 
   Halbvers ist als "Pauṣkarasaṃhitā" ähnlich zitiert in 24.6, 42.25, 48.18,	HalbveH H ist alH "POzkara saMhitA" ähnliC zitiert id 24.6, 42.25, 48.18,
   118.12, als "Purātantra" ähnlich in DHN[D] 36.24.	118.12, als "PurAtantra" ähnliC id DHN[D] 36.24.
   !{857}! Lies: ekāntinaḥ.	!{857}! Lies: ekAntinaH.
   !{858}! PauṣkaraS: kartavyatvena ye viṣṇuṃ saṃyajanti phalaṃ vinā; der	!{858}! POzkaraS: kartavya tvena ye vizNum saMyajanti Palam vinA; der
   erste Halbvers ist auch als "Pauṣkarasaṃhitā" zitiert in DHN[D] 48.18,	erH te HalbveH H ist OC alH "POzkara saMhitA" zitiert id DHN[D] 48.18,
   ähnlich als "Purātantra" in DHN[D] 37.1; der ganze Vers als	ähnliC alH "Pura atantra" id DHN[D] 37.1; deH ganze VeH H als
   "Pauṣkarasaṃhitā" in DHN[D] 24.7 8, 42.26 43.1 und 118.13 14.	"POzkara saMhitA" id DHN[D] 24.7 8, 42.26 43.1 und 118.13 14.
   !{859}! Dieser Halbvers ist auch zitiert in DHN[D] 43.2 und 118.15.	!{859}! DieseH HalbverH ist OC zitiert id DHN[D] 43.2 und 118.15.
        [viṣṇuniveditānnādeḥ bhojyatvam]	[vizNu nivedita anna AdeH Bojya tvam]
   [119.1]     manmānasāś ca madbhaktā mama pūjāsu lolupāḥ /	[119.1]     mad mAnasAH ca mad BaktAH mama pUjAsu lolupAH /
   [119.2]     matkathāśravaṇe sattās te vai bhāgavatāḥ smṛtāḥ //" iti	[119.2]     mad kaTA SravaNe sattAH te vE BAgavatAH smRtAH //" iti
   [BṛhannāradaP]	[BRhat nArada P]
   [119.3]     "ye 'rcayanti narā bhaktyā nārāyaṇam anāmayam /	[119.3]     "ye arcayanti narAH BaktyA nArAyaNam anAmayam /
   [119.4]     tān arcayanti vibudhā brahmādyā devatāgaṇāḥ //*{860}*	[119.4]     tAn arcayanti vibuDAH brahma AdyAH devatA gaNAH //*{860}*
   [119.5]     mayi bhaktiparo yas tu madyājī matparāyaṇaḥ /	[119.5]     mayi Bakti paraH yaH tu mad yAjI mad parAyaNaH /
   [119.6]     maddhyānī svakulaṃ sarvaṃ nayaty acyutarūpatām //	[119.6]     mad DyAnI sva kulam sarvam nayati acyuta rUpa tAm //
   [119.7]     ye 'rcayanti sadā viṣṇuṃ na te prākṛtamānuṣāḥ /	[119.7]     ye arcayanti sadA vizNum na te prAkRta mAnuzAH /
   [119.8]     viṣṇulokāt samutpannās te devā nātra saṃśayaḥ // [ĀS 14.58]	[119.8]     vizNu lokAt samutpannAH te devAH na atra saMSayaH // [ĀH 14.58]
   [119.9]     nāviṣṇur jayate viṣṇur nāviṣṇur viṣṇum arcayet*{861}* /	[119.9]     na avizNuH jayate vizNuH na avizNuH vizNum arcayet*{861}* /
   [119.10]     rūpadvayaṃ hareḥ proktaṃ bimbam arcaka eva ca // [KrA	[119.10]     rUpa dvayam hareH proktam bimbam arcakaH eva ca // [KrA
   36.59cd]	36.59cd]
   [119.11]     bimbe tv āvāhanād ūrdhvaṃ sadā sannihito 'rcake / [KrA	[119.11]     bimbe tu AvAhanAt UrDvam sadA sannihitaH arcake / [KrA
   36.60ab]	36.60ab]
   [119.12]     arcakas tu prasannātmā harir eva na saṃśayaḥ //	[119.12]     arcakaH tu prasanna AtmA hariH eva na saMSayaH //
   [119.13]     kaliḥ kṛtayugas teṣāṃ kleśāś caiva sukhāvahāḥ /	[119.13]     kaliH kRta yugaH tezAm kleSAH ca eva suKa AvahAH /
   [119.14]     yeṣāṃ śarīram aniśaṃ hariśuśrūṣaṇe ratam //" iti	[119.14]     yezAm SarIram aniSam hari SuSrUzaNe ratam //" iti
   [119.15]     bhāgavate: "sā vāg anantarasya*{862}* guṇān gṛṇīte karau ca	[119.15]     BAgavate: "sA vAc anantarasya*{862}* guNAn gRNIte karO ca
   tatkarmakarau manaś ca /	tad karmakarO manaH ca /
   [119.16]     smared vasantaṃ sthirajaṅgameṣu śruṇoti tatpuṇyakathās sa	[119.16]     smaret vasantam sTira jaFgamezu SruNoti tat puNya kaTAH sa
   karṇaḥ //*{863}*	karNaH //*{863}*
   [119.17]     śiraś ca tasyāṅghriṣu namramāṇaṃ tam eva yaḥ paśyati taddhi	[119.17]     SiraH ca tasya aFGrizu namramANam tam eva yaH paSyati tat hi
   cakṣuḥ /	cakzuH /
   [119.18]     aṅgāni viṣṇor atha tajjanānāṃ pādodakaṃ yāni vahanti nityam	[119.18]     aFgAni vizNoH aTa tad janAnAm pAda udakam yAni vahanti nityam
   //*{864}* [BhāgavataP 10.80.4]	//*{864}* [BhAgavataP 10.80.4]
   [119.19]     hṛdi rūpaṃ mukhe nāma naivedyam udare hareḥ /	[119.19]     hRdi rUpam muKe nAma nEvedyam udare hareH /
   [119.20]     pādodakañ ca nirmālyaṃ yasya mūrdhni sa vaiṣṇavaḥ //" iti	[119.20]     pAda udakan ca nirmAlyam yasya mUrDni sa vEzNavaH //" iti
   [BhāgavataP ]	[BhAgavataP ]
   !{860}! Auch zitiert in DHN[D] 60.15 16.	!{860}! AuC zitiert id DHN[D] 60.15 16.
   !{861}! Dieser Halbvers ist auch als "Purātantra" in DHN[D] 39.17 zitiert;	!{861}! DieseH HalbverH ist OC alH "Pura atantra" id DHN[D] 39.17 zitiert;
   vgl. KhA 22.162ab: nāviṣṇur arcayed viṣṇuṃ nāviṣṇuḥ dhyāyate harim.	vgl. KhA 22.162ab: na avizNuH arcayet vizNum na avizNuH DyAyate harim.
   !{862}! Lies: anantasya.	!{862}! Lies: anantasya.
   !{863}! BhāgavataP 10.80.3: sā vāg yayā tasya guṇān gṛṇīte karau ca	!{863}! BhAgavataP 10.80.3: sA vAc yayA tasya guNAn gRNIte karO ca
   tatkarmakarau manaś ca / smared vasantaṃ sthirajaṅgameṣu śṛṇoti	tad karmakarO manaH ca / smaret vasantam sTira jaFgamezu SRNoti
   tatpuṇyakathāḥ sa karṇaḥ.	tat puNya kaTAH sa karNaH.
   !{864}! BhāgavataP: śiras tu tasyobhayaliṅgam ānamet tad eva yat paśyati	!{864}! BhAgavataP: SiraH tu tasya uBaya liFgam Anamet tat eva yat paSyati
   tad dhi cakṣuḥ / aṅgāni viṣṇor atha tajjanānāṃ pādodakaṃ yāni bhajanti	tat Di cakzuH / aFgAni vizNoH aTa tad janAnAm pAda udakam yAni Bajanti
   nityam.	nityam.
   [119.21 120.3]     śrutir api: "tad asya priyam abhipātho aśyām naro yatra	[119.21 120.3]     SrutiH api: "tat asya priyam aBipATaH aSyAm naraH yatra
   devayavo madanti urukramasya sa hi bandhur itthā viṣṇoḥ pade parame madhva	devayavaH madanti urukramasya sa hi banDuH itTA vizNoH pade parame maDva
   utsaḥ" iti. asyārthaḥ: viṣṇoḥ 'priyaṃ'; tatpāthaḥ niveditam annādikam	utsaH" iti. asya arTaH: vizNoH apriyaM a; tad pATaH niveditam anna Adikam
   'abhyaśyām'. 'devayavo narāḥ'; devārādhakāḥ 'yatra madanti'; yasmin	aaByaSyAm a. adevayavaH narAH a; deva ArADakAH ayatra mad anti a; yasmin
