   Pdhs_0.0 praśastapādabhāṣyam./	PDs_0.0 praSasta-pAda-BAzyam./
   tadanantaram.prayatnas.tam.apekṣamāṇād.ātmahastasamyogād.ākarṣaṇakarma.haste.yadaivotpadyate.tadaiva.tam.eva.prayatnam.apekṣamāṇād.dhastajyāśarasamyogād.jyāyām.śare.ca.karma.prayatnaviśiṣṭahastajyāśarasamyogam.apekṣamāṇābhyām.jyākoṭisamyogābhyām.karmaṇī.bhavato.dhanuṣkoṭyor.ity.etat.sarvam.yugapat./	tad-anantaram-.prayatna-s.tam.apekzamANAd.Atma-hasta-samyogAt-.AkarzaNa-karma.haste.yadA-eva-utpadyate.tadEva.tam-.eva.-prayatnam-.apekzamANA
   evam.ākarṇād.ākṛṣṭe.dhanuṣi.nātaḥ.param.anena.gantavyam.iti.yaj.jñānam.tatas.tad.ākarśaṇārthasya.prayatnasya.vināśas.tataḥ.punar.mokṣaṇecchā.saṃjāyate.tadanantaram.prayatnas.tam.apekṣamāṇād.ātmāṅgulisamyogād.aṅgulikarma.tasmāj.jyāṅgulivibhāgaḥ.tato.vibhāgāt.samyogavināśaḥ.tasmin.vinaṣṭe.pratibandhakābhāvād.yadā.dhaṇuṣi.vartamānaḥ.sthitisthāpakaḥ.saṃskāro.maṇḍalībhūtam.dhanur.yathāvasthitam.sthāpayati.tadā.tam.eva.saṃskāram.apekṣamāṇād.dhanur.jyāsamyogāj.jyāyām.śare.ca.karmotpadyate.tatsv.akāraṇāpekṣam.jyāyām.saṃskāram.karoti	evam-.AkarNa-Ad.AkRzwe.-Danuzi.nAtaH.-param.anena.-gantavyam-.iti.yaj.-jQAnam-.tata-s.tad.A-karSaNa-arTasya.-prayatnasya.-vinASa-s.tataH.-punar.
   tam.apekṣamāṇa.iṣujyāsamyogo.nodanam.tasmād.iṣāvādyam.karma.nodanāpekṣam.iṣau.saṃskāram.ārabhate./	tam.apekzamANa-.izujyA-samyogaH-.nodanam-.tasmAt-.izO=-Adyam-.karma.-nodana-apekzam-.izO.-saMskAram-.AraBate./
   Pdhs_9.4(302.8)	PDs_9.4(302.8)
   tasmāt.saṃskārān.nodanasahāyāt.tāvat.karmāṇi.bhavanti.yāvad.iṣujyāvibhāgo.vibhāgān.nivṛtte.nodane.karmāṇy.uttarottarānīṣusaṃskārād.evāpatanād.iti./	tasmAt.-saMskArAn-.nodana-sahAya-at.tAvat.-karma-aNi.Bavanti.yAvat-.izujyA-viBAgaH-.viBAgAn.nivRtte.-nodane.-karmANi-.uttarottarAni-izu-saMskArAt-
   bahūni.karmāṇi.kramaśaḥ.kasmāt.samyogabahutvāt.ekas.tu.saṃskāro.'ntarāle.karmaṇo.'pekṣākāraṇābhāvād.iti.//	bahUni.karma-aNi.krama-SaH.ka-smAt.-samyoga-bahu-tva-at.eka-s.tu.-saMskAraH-.-antarAle.-karmaNaH-.-apekzA-kAraNa-aBAvAt-.iti.//
   Pdhs_9.4(303.20)	PDs_9.4(303.20)
   evam.ātmādhiṣṭhiteṣu.satpratyayam.asatprayayam.ca.karmoktam./	evam-.Atma-aDizWita-izu.-sat-pratyayam.asat-prayayam-.ca.karma-uktam./
   Pdhs_9.5(303.21)	PDs_9.5(303.21)
   anadhiṣṭhiteṣu.bāhyeṣu.caturṣu.mahābhūteṣv.apratyayam.karma.gamanam.eva.nodanādibhyo.bhavati./	anaDizWita-izu.-bAhya-izu.-caturzu.-mahABUtezu-.a-pratyayam-.karma.-gamanam-.eva.nodana-AdiByo.Bavati./
   tatra.nodanam.gurutvadravatvavegaprayatnān.samastavyas.tān.apekṣamāṇo.yaḥ.samyogaviśeṣo.nodanam.avibhāgahetor.ekasya.karmaṇaḥ.kāraṇam.tasmāc.caturṣv.api.mahābhūteṣu.karma.bhavati.//	tatra.nodana-m.guru-tva-drava-tva-vega-prayatnAn.samasta-vyas.tAn-.apekzamANaH-.yaH.-samyoga-viSezaH-.nodanam-.aviBAga-hetoH-.ekasya.karmaNaH.kA
   Pdhs_9.5(304.7) yathā.paṅkākhyāyām.pṛthivyām./	PDs_9.5(304.7) yaTA.paFka-AKyAyAm-.pRTivyAm./
   vegāpekṣo.yaḥ.samyogaviśeṣā.vibhāgahetor.ekasya.karmaṇaḥ.kāraṇam.so.'bhighātaḥ./	vega-apekzaH-.yaH.-samyoga-viSezA.-viBAga-hetoH-.ekasya.karmaNaH.kAraNam-.so.-aBiGAtaH./
   tasmād.api.caturṣu.mahābhūteṣu.karma.bhavati.yathā.pāṣāṇādiṣu.niṣṭhure.vastuny.abhipatiteṣu.tathā.pādādibhir.nudyamānāyām.abhihanyamānāyām.vā.paṅkākhyāyām.pṛthivyām.yaḥ.samyogo.nodanābhighātayor.anyatarāpekṣa.ubhayāpekṣo.vā.sa.samyuktasamyogaḥ.tasmād.api.pṛthivyādiṣu.karma.bhavati./	tasmAt-.api.caturzu.-mahABUta-izu.-karma.Bavati.yaTA.pAzANAt-izu.nizWure.-vastuni-.aBipatita-izu.-taTA-a.pAda-AdiBiH-.nudyamAnAyAm-.aBihanyamAnA
   ye.ca.pradeśā.na.nudyante.nāpy.abhihanyante.teṣv.api.karma.jāyate./	ye.ca.-pradeSA.na.nudyante.-nA-apy.aBihani-ante.tezu-.api.karma.-jAyate./
   pṛthivyudakayor.gurutvavidhārakasamyogaprayatnavegābhāve.sati.gurutvād.yad.adhogamanam.tat.patanam./	pRTivI-udakayoH-.guru-tva-viDAraka-samyoga-prayatna-vega-aBAve.-sati.guru-tvAt-.yat-.aDas-gamanam-.tat.patanam./
   yathā.musalaśarīrādiṣūktam./	yaTA.-musala-SarIra-Adizu-uktam./
   tatrādyam.gurutvād.dvitīyādīni.tu.gurutvasaṃskārābhyām.//	tatra-Adyam-.guru-tvAt-.dvitIya-AdIni.tu.-guru-tva-saMskAra-aByAm-.//
   Pdhs_9.5(305.20)	PDs_9.5(305.20)
   srotobhūtānām.apām.sthalānnimnābhisarpaṇam.yat.tad.dravatvāt.syandanam./	srotaH-BUta-anAm-.apAm.-sTalAt-nimna-aBisarpaNam-.yat.-tad-.drava-tvAt.syandanam./
   katham.samantād.rodhahsamyogenāvayavidravatvam.pratibaddham.avayavadravatvam.apy.ekārthasamavetam.tenaiva.pratibaddham.uttarottarāvayavadravatvāni.samyuktasamyogaiḥ.pratibaddhāni./	kaTam-.samantAt-.roDahsamyogena-avayavi-drava-tvam-.pratibadDam-.avayava-drava-tvam-.api-.eka-arTa-samavetam.tena-eva.-pratibadDam-.uttarottara-avay
   yadā.tu.mātrayā.setubhedaḥ.kṛto.bhavati.tadā.samantāt.pratibaddhatvād.avayavidravatvasya.kāryārambho.nāsti.setusamīpasthasyāvayavadravatvasyottarottareṣām.avayavadravatvānām.pratibandhakābhāvād.vṛttilābhaḥ./	yadA-a.tu.-mAtrayA.setu-BedaH.kRta-u.Bavati.tadA-a.-samantAt.-pratibadDa-tvAt-.avayavi-drava-tvasya.-kArya-AramBaH-.-nAsti.setu-samIpa-sTasya-avayavadr
   tataḥ.kramaśaḥ.samyuktānām.evābhisarpaṇam.tataḥ.pūrvadravyavināśe.sati.prabandhenāvasthitair.avayavir.dīrgham.dravyam.ārabhyate.tatra.ca.kāraṇaguṇapūrvakrameṇa.dravatvam.utpadyate.tatra.ca.kāraṇānām.samyuktānām.prabandhena.gamane.yad.avayavini.karmotpadyate.tat.syandanākhyam.iti.//	tatas-.krama-SaH.-samyuktAnAm-.eva-aBisarpaNam-.tataH.-pUrva-dravya-vinASe.-sati.-prabanDena-avasTitEH-.avayaviH-.dIrGam-.dravyam.a-AraByate.-tatra
   Pdhs_9.5(307.10) saṃskārāt.karm.aiṣvādiṣūktam./	PDs_9.5(307.10) saMskArAt.karm.a-ezu-Adizu-uktam./
   tathā.cakrādiṣv.avayavānām.pārśvataḥ.pratiniyatadigdeśasamyogavibhāgotpattau.yad.avayavinaḥ.saṃskārād.aniyatadigdeśasamyogavibhāganimittam.karma.tad.bhramaṇam.iti./	taTA-a.cakra-Adizu-.avayavAnAm.pArSvataH.-pratiniyata-diS-deSa-samyoga-viBAga-utpattO.yat-.ava-yavi-naH.-saMskAra-Ad.a-niyata-diS-deSa-samyoga-viBAgan
   evam.ādayo.gamanaviśeṣāḥ.//	evam.Adayo.-gamana-viSezAH.//
   Pdhs_9.5(308.1)	PDs_9.5(308.1)
   prāṇākhye.tu.vāyau.karma.ātmavāyusamyogādicchādveṣapūrvakaprayatnāpekṣāj.jāgrata.icchānuvidhānadarśanāt.suptasya.tu.jīvanapūrvakaprayatnāpekṣāt./	prANa-AKye.tu.vAyO.-karma.A-Atma-vAyu-samyogAt-icCA-dveza-pUrvaka-prayatna-apekzA-j.ja-agrata.icCA-anuviDAna-darSana-at.suptasya.tu.-jIvana-pUrvaka-pra
   ākāśakāladigātmanām.saty.api.dravyabhāve.niṣkriyatvam.sāmānyādivad.amūrtatvāt./	AkASa-kAla-diS-AtmanAm-.sati-.api.dravya-BAve.-nizkriya-tvam-.sAmAni-a-Adi-vat-.a-mUrta-tva-at./
   mūrtir.asarvagatadravyaparimāṇam.tad.anuvidhāyinī.ca.kriyā.sā.cākāśādiṣu.nāsti.tasmān.na.teṣām.kriyāsambandho.'stīti.//	mUrtiH-.asarva-gata-dravya-parimANam-.tad-.anuviDAyinI.-ca.kriyA.sA.ca-AkASa-Adizu.nAsti.tasmAt-.na.tezAm-.kriyA-sambanDo.-asti-iti.//
   Pdhs_9.5(308.18)	PDs_9.5(308.18)
   savigrahe.manasīndriyāntarasambandhārtham.jāgrataḥ.karma.ātmamanahsamyogād.icchādveṣapūrvakaprayatnāpekṣāt.anvabhiprāyam.indriyāntareṇa.viṣayāntaropalabdhidarśanāt./	sa-vigrahe.manasi-indriya-antara-sambanDa-arTam-.ja-agrataH.-karma.Atma-manahsamyogAt-.icCA-dveza-pUrvaka-prayatna-apekzA-at.anu-aBiprAyam-.indriya-anta
   suptasya.prabodhakāle.jīvanapūrvakaprayatnāpekṣāt./	suptasya.-praboDa-kAle.-jIvana-pUrvaka-prayatna-apekzAt./
   apasarpaṇakarmotpasarpaṇakarma.cātmamanahsamyogād.adṛṣṭāpekṣāt./	apasarpaNa-karma-utpasarpaNa-karma.ca-AtmamanahsamyogAt-.a-dRzwa-apekzAt./
   katham.yadā.jīvanasahakārinor.dharmādharmayor.upabhogāt.prakṣayo.'nyonyābhibhavo.vā.tadā.jīvanasahāyayor.vaikalyāt.tatpūrvakaprayatnavaikalyāt.prāṇanirodhe.saty.anyābhyām.labdhavṛttibhyām.dharmādharmābhyām.ātmamanahsamyogasahāyābhyām.mṛtaśarīrād.vibhāgakāraṇam.apasarpaṇakarmotpadyate./	kaTam-.yadA.-jIvana-sahakArinoH-.-Darma-aDarmayoH-.upaBaH-gAt.prakzayo.-anyonya-aBiBavaH-.vA.tadA.jIvana-sahAyayoH-.vEkalya-at.-tad-pUrvaka-prayatna-v
   Pdhs_9.5(309.4)	PDs_9.5(309.4)
   tataḥ.śarīrād.vahir.apagatam.tābhyām.eva.dharmādharmābhyām.samutpanenātivāhikaśarīreṇa.sambandhyate.tatsaṅkrāntam.ca.svargam.narakam.vāgatvā.āśayānurūpeṇa.śarīreṇa.sambadhyate.tatsamyogārtham.karmopasarpaṇam.iti./	tatas-.-SarIrAt-.vahiH-.apagata-m.tAByAm-.eva.-Darma-aDarmAByAm-.samutpanena-ativAhika-SarIreNa.-sambanDyate.-tad-saFkrAntam-.ca.-svargam.narakam
   yoginām.ca.bahir.udrecitasya.manaso.'bhipretadeśagamanam.pratyāgamanam.ca./	yoginAm-.ca.-bahis-.udrecitasya.manasA-u.-aBipreta-deSa-gamanam-.pratyAgamanam.ca./
   tathā.sargakāle.pratyagreṇa.śarīreṇa.sambandhārtham.karmādṛṣṭakāritam./	taTA-a.sarga-kAle.-pratyagreNa.-SarIreNa.-sambanDa-arTam-.karma-adRzwa-kAritam./
   evam.anyad.api.mahābhūteṣu.yat.pratyakṣānumānābhyām.anupalabhyamānakāraṇam.upakārāpakārasamartham.ca.bhavati.tad.apy.adṛṣṭakāritam./	evam-.anyat-.api.mahABUta-izu.yat.-pratyakza-anumAnAByAm-.anupalaByamAna-kAraNam-.upakAra-apakAra-samarTam-.ca.-Bavati.-tad-.api-.adRzwa-kAritam./
   yathā.sargādāv.aṇukarma.agnivāyvor.ūrdhvatiryag.gamane.mahābhūtānām.prakṣebhaṇam./	yaTA-a.sarga-AdO=-.aNu-karma.agni-vAyvoH-.UrDva-tiryak-.gamane.-mahABUtAnAm-.prakzeBaNam./
   abhiṣiktānām.maṇīnām.taskaram.prati.gamanam./	aBiziktAnAm-.maNInAm.taskaram.prati.gamanam./
   ayaso.'yaskāntābhisarpaṇam.ceti.//	ayaso.-ayaskAnta-aBisarpaNam-.ca-iti.//
   Pdhs_9.0(309) iti.praśastapādabhāṣye.karmapadārthaḥ.samāpataḥ.//	PDs_9.0(309) iti.-praSasta-pAda-BAzye.-karma-padArTaH.-samApataH.//
   Pdhs_10.0(311.13) atha.sāmānyapadārthanirūpaṇam./	PDs_10.0(311.13) aTa.-sAmAnya-padArTa-nirUpaNam./
   Pdhs_10(311.14) sāmānyam.dvividham.param.aparam.ca./	PDs_10(311.14) sAmAnyam.dviviDam-.param.aparam.ca./
   svaviṣayasarvagatam.abhinnātmakam.anekavṛtti.ekadvibahuṣv.ātmasvarūpānugamapratyayakāri.svarūpābhedenādhāreṣu.prabandhena.vartamānam.anuvṛttipratyayakāraṇam./	sva-vizaya-sarva-gatam.aBinna-Atmakam-.aneka-vRtti-.eka-dvi-bahuzu-.Atma-svarUpa-anugama-pratyaya-kAri.-svarUpa-aBedena-ADAra-izu.-prabanDena.vartamAna
   katham.pratipiṇḍam.sāmānyāpekṣam.prabandhena.jñānotpattāv.abhyāsapratyayajanitāc.ca.saṃskārād.atītajñānaprabandhapratyavekṣaṇād.yad.anugatam.asti.tat.sāmānyam.iti./	kaTam-.pratipiNxam-.sAmAnya-apekzam-.prabanDena.-jQAna-utpattO=-.aByAsa-pratyaya-janita-ac.ca.-saMskArAt-.atIta-jQAna-prabanDa-pratyavekzaNAt-.yat-
   tatra.sattāsā{m.mā}nyam.param.anuvṛttipratyayakāraṇam.eva./	tatra.sat-tAsA{-m-.mA}nyam-.param.-anuvRtti-pratyaya-kAraNam-.eva./
   yathā.parasparaviśiṣṭeṣu.carmavastrakambalādiṣv.ekasmāniladravyābhisambandhāt.nīlam.nilam.iti.pratyayānuvṛttiḥ.tathā.parasparaviśiṣṭeṣu.dravyaguṇakarmasv.aviśiṣṭā.sat.sad.iti.pratyayānuvṛttiḥ.sā.cārthāntarād.bhavitum.arhatīti.yat.tad.arthānatarm.sā.satteti.siddhā./	yaTA.paraspara-viSizwa-izu.-carma-vastra-kambala-Adizu-.ekasma-anila-dravya-aBisambanDa-at.-nIla-m.nilam.iti.-pratyaya-anuvRttiH.taTA-.-paraspara-viSiz
   Pdhs_10(312.3)	PDs_10(312.3)
   sattānusambandhāt.sat.sad.iti.pratyayānuvṛttiḥ.tasmāt.sā.sāmānyam.eva./	sattA-anusambanDa-at.sat.-sad.iti.-pratyaya-anuvRttiH.tasmAt-.sA.-sAmAnyam-.eva./
   aparam.dravyatvaguṇatvakarmatvādi.anuvṛttivyāvṛttihetutvāt.sāmānyam.viśeṣaś.ca.bhavati./	aparam.-dravya-tva-guNa-tva-karma-tva-Adi-.anuvRtti-vyAvRtti-hetu-tva-at.sAmAnyam-.viSeza-S.ca.Bavati./
   tatra.dravyatvam.parasparaviśiṣṭeṣu.pṛthivyādiṣv.anuvṛttihetutvāt.sāmānyam.guṇakarmabhyo.vyāvṛttihetutvāt.viśeṣaḥ./	tatra.-dravya-tvam-.paraspara-viSizwa-izu.-pRTivI-Adizu-.anuvRtti-hetu-tva-at.-sAmAnyam-.guNa-karma-ByaH-.vyAvRtti-hetu-tva-at.-viSezaH./
   tathā.guṇatvam.parasparaviśiṣṭeṣu.rūpādiṣv.anuvṛttihetutvāt.sāmānyam.dravyakarmabhyo.vyāvṛttihetutvāt.viśeṣaḥ./	taTA-a.guNa-tvam-.paraspara-viSizwa-izu.-rUpa-Adizu-.anuvRtti-hetu-tva-at.-sAmAnyam-.dravya-karmaByo.vyAvRtti-hetu-tva-at.-viSezaH./
   tathā.karmatvam.parasparaviśiṣteṣūtkṣepaṇādiṣv.anuvṛttipratyayahetutvāt.sāmānyam.dravyaguṇebhyo.vyāvṛttihetutvād.viśeṣaḥ.evam.pṛthivītvarūpatvotkṣepaṇatvagotvaghaṭatvapaṭatvādīnām.api.prāṇyaprāṇigatānām.anuvṛttivyāvṛttihetutvāt.sāmānyaviśeṣabhāvaḥ.siddhaḥ./	taTA-a.karma-tvam-.paraspara-viSiztezu-utkzepaNa-Adizu-.anuvRtti-pratyaya-hetu-tva-at.-sAmAnyam-.dravya-guNeByaH-.-vyAvRtti-hetu-tvAt-.viSezaH.evam.pRT
   etāni.tu.dravyatvādīni.prabhūtaviṣayatvāt.prādhānyena.sāmānyāni.svāśrayaviśeṣakatvād.bhaktyā.viśeṣākhyānīti.//	etAni.tu.-dravya-tva-AdIni.praBUta-vizaya-tvAt.-prADAni-ena.-sAmAnyA-ni.sva-ASraya-viSezaka-tvAt-.BaktyA.-viSeza-AKyAni-iti.//
   Pdhs_10(314.15)	PDs_10(314.15)
   lakṣaṇabhedād.eṣām.dravyaguṇakarmabhyaḥ.padārthāntaratvam.siddham./	lakzaNa-BedAt-.eza-Am-.dravya-guNa-karmaByaH-.padArTa-antara-tvam-.sidDam./
   ata.eva.ca.nityatvam./	ata.eva.ca.-nitya-tvam./
   dravyādiṣu.vṛttiniyamāt.pratyayabhedāc.ca.parasparataś.cānyatvam./	dravya-Adizu.-vRtti-niyamAt.-pratyaya-Beda-ac.ca.-parasparata-S.ca-anya-tvam./
   pratyekam.svāśrayeṣu.lakṣaṇāviśeṣād.viśeṣalakṣaṇābhāvāc.caikatvam./	pratyekam-.sva-ASraya-izu.-lakzaNA-viSezAt-.viSeza-lakzaNa-aBAvAc.ca-eka-tvam./
   yady.apy.aparicchinnadeśāni.sāmānyāni.bhavanti.tathāpy.upalakṣaṇaniyamāt.kāraṇasāmagrīniyamāc.ca.svaviṣayasarvagatāni./	yadi-.api-.a-paricCinna-deSa-ani.sAmAnyA-ni.Bavanti.-taTA-api-.upalakzaNa-niya-mAt.-kAraNa-sAmagrIn-iyamAc.ca.sva-vizaya-sarva-gatAni./
   antarāle.ca.samyogasamavāyavṛttyabhāvād.avyapadeśyānīti.//	antarAle.-ca.-samyoga-samavAya-vRtti-aBAvAt-.avyapadeSyAni-iti.//
   Pdhs_10.0(314.23) iti.praśastapādabhāṣye.sāmānyapadārthaḥ.samāptaḥ.//	PDs_10.0(314.23) iti.-praSasta-pAda-BAzye.-sAmAnya-padArTaH.-samAptaH.//
   Pdhs_11.0(321.11) atha.viśeṣapadārthanirūpaṇam./	PDs_11.0(321.11) aTa.-viSeza-padArTa-nirUpaNam./
   Pdhs_11(321.12) anteṣu.bhavā.antyāḥ.svāśrayaviśeṣakatvād.viśeṣāḥ./	PDs_11(321.12) antezu.-Bava-A.antyAH.su-a-ASraya-viSezaka-tvAt-.viSezAH./
   vināśārambharahiteṣu.nityadravyeṣv.aṇvākāśakāladigātmamanassu.pratidravyam.ekaikaśo.vartamānāḥ.atyantavyāvṛttibuddhihetavaḥ./	vinASa-AramBa-rahita-izu.-nitya-dravyezu-.aNu-a-AkASa-kAla-diS-Atma-manassu.pratidravyam-.eka-eka-So.varta-mAnAH.atyanta-vyAvRtti-budDi-hetavaH./
   yathāsmadīnām.gavādiṣv.aśvādibhyas.tulyākṛtiguṇakriyāvayavasamyoganimittā.pratyayavyāvṛttir.dṛṣṭā.gauḥ.śuklaḥ.śīghragatiḥ.pīnakakudmān.mahāghaṇṭa.iti./	yaTA-asmadInAm.gavAdizu-.aSu-a-AdiByas.-tulya-AkRti-guNa-kriyA-avayava-samyoga-nimittA.-pratyaya-vyAvRttiH-.dRzwA.-gOH.SuklaH.-SIGra-gatiH-.pInaka-kud
   tathāsmadviśiṣṭānām.yoginām.nityeṣu.tulyākṛtiguṇakriyeṣu.paramāṇuṣu.muktātmamanassu.ca.anyanimittāsambhavād.yebhyo.nimittebhyaḥ.pratyādhāram.vilakṣaṇo.'yam.vilakṣaṇo.'yam.iti.pratyayavyāvṛttiḥ.deśakālaviprakarṣe.ca.paramāṇau.sa.evāyam.iti.pratyabhijñānam.ca.bhavati.te.'ntyā.viśeṣāḥ./	taTA-asmad-viSizwAnAm-.yoginAm.nitya-izu.-tulya-AkRti-guNa-kriyA-izu.-paramANuzu.-mukta-Atma-manassu.ca.anya-nimitta-asamBava-Ad.yeByo.-nimitteByaH-.pra
   Pdhs_11(322.2)	PDs_11(322.2)
   yadi.punar.antyaviśeṣam.antareṇa.yoginām.yogajād.dharmāt.pratyayavyāvṛttiḥ.pratyabhijñānam.ca.syāt.tataḥ.kim.syān.naivam.bhavati./	yadi.punar.antya-viSezam.antareNa.-yoginAm-.yoga-jAd.DarmAt.-pratyaya-vyAvRttiH.pratyaBijQAnam-.ca.syAt.tataH.kim-.syAn.na-evam-.Bavati./
   yathā.na.yogajād.dharmād.aśukle.śuklapratyayaḥ.saṃjāyate.atyantādṛṣṭe.ca.pratyabhijñānam./	yaTA-a.na.yoga-jAd.DarmAt-.a-Sukle.-Sukla-pratyayaH.-saMjAyate.atyanta-adRzwe.-ca.-pratyaBijQAnam./
   yadi.syān.mithyā.bhavet.tathehāpy.antyaviśeṣam.antareṇa.yoginām.na.yogajād.dharmāt.pratyayavyāvṛttiḥ.pratyabhijñānam.vā.bhavitum.arhati./	yadi.syAn.miTyA.Bavet.taTA-iha-api-.antya-viSezam.antareNa.yogi-nAm.na.yoga-jAd.DarmAt.-pratyaya-vyAvRttiH.pratyaBijQAnam-.vA.Bavitum-.arha
   athāntyaviśeṣeṣv.iva.paramāṇuṣu.kasmān.na.svataḥ.pratyayavyāvṛttiḥ.kalpyate.iti.cen.na.tādātmyāt./	aTa-antya-viSezezu-.iva.-paramANuzu.-kasmAn.na.svataH.-pratyaya-vyAvRttiH.kalpyate.iti.ced-.na.tAt-Atmya-at./
   ihātadātmakeṣv.anyanimittaḥ.pratyayo.bhavati.yathā.ghaṭādiṣu.pradīpāt.na.tu.pradīpe.pradīpāntarāt./	iha-atad-Atmakezu-.anya-nimittaH.-pratyaya-u.Bavati.yaTA.-Gawa-Adizu.-pradIpAt.na.tu.-pradIpe.-pradIpa-antarAt./
   yathā.gavāśvamāṃsādīnām.svata.evāśucitvam.tadyogād.anyeṣām.tathehāpi.tādātmyād.antyaviśeṣeṣu.svata.eva.pratyayavyāvṛttiḥ.tadyogāt.paramāṇvādiṣv.iti.//	yaTA-a.gava-aSva-mAMsa-AdInAm-.svata-.eva-aSuci-tvam.tad-yogAt-.anyezAm.taTA-iha-api.tAdAtmyAt-.antya-viSeza-izu.-svata-.eva.-pratyaya-vyAvRttiH.tad-yogAt-
   Pdhs_11.0(322.17) iti.praśastapādabhāṣye.viśeṣapadārthaḥ.samāptaḥ.//	PDs_11.0(322.17) iti.-praSasta-pAda-BAzye.-viSeza-padArTaH.-samAptaH.//
   Pdhs_12.0(324.18) atha.samavāyapadārthanirūpaṇam./	PDs_12.0(324.18) aTa.-samavAya-padArTa-nirUpaNam./
   Pdhs_12(324.19)	PDs_12(324.19)
   ayutasiddhānām.ādhāryādhārabhūtānām.yaḥ.sambandha.ihapratyayahetuḥ.sa.samavāyaḥ./	ayuta-sidDAnAm.ADArya-ADAra-BUtAnAm-.yaH.-sambanDa-.iha-pratyaya-hetuH.sa.-samavAyaH./
   dravyaguṇakarmasāmānyaviśeṣāṇām.kāryakāraṇabhūtānām.akāryakāraṇabhūtānām.vāyutasiddhānām.ādhāryādhārabhāvenāvasthitānām.ihedam.itibuddhir.yato.bhavati.yataś.cāsarvagatānām.adhigatānyatvānām.aviṣvagbhāvaḥ.sa.samavāyākhyaḥ.sambandhaḥ./	dravya-guNa-karma-sAmAnya-viSezANAm-.kArya-kAraNa-BUtAnAm.akArya-kAraNa-BUtAnAm-.vA-ayuta-sidDAnAm.ADArya-ADAra-BAvena-avasTitAnAm-.iha-idam.iti-budD
   katham.yatheha.kuṇḍe.dadhītipratyayaḥ.sambandhe.sati.dṛṣṭas.tatheha.tantuṣu.paṭaḥ.iha.vīraṇeṣu.kaṭaḥ.iha.dravye.guṇakaṃraṇī.iha.dravyaguṇakarmasu.sattā.iha.dravye.dravyatvam.iha.guṇe.guṇatvam.iha.karmaṇi.karmatvam.iha.nityadravye.'ntyā.viśeṣā.itipratyayadarśanād.asty.eṣām.sambandha.iti.jñāyate.//	kaTam-.yaTeha.-kuNxe.daDIti-pratyayaH.-sambanDe.-sati.dRzwa-s.taTA-iha.-tantuzu.-pawaH.iha.-vIraNa-izu.-kawaH.iha.dravye.guNa-kaMraNI.iha.drav
   Pdhs_12(326.1)	PDs_12(326.1)
   na.cāsau.samyogaḥ.sam.bandhinām.ayutasiddhatvāt.anyatarakarmādinimittāsambhavāt.vibhāgāntatvādarśanād.adhikaraṇādhikartavyayor.eva.bhāvād.iti.//	na.cA-sO.-samyogaH.-sam.banDi-nAm.ayuta-sidDa-tva-at.anyatara-karma-Adi-nimitta-asamBava-at.-viBAga-anta-tva-adarSanAt-.aDikaraNa-aDikartavyayoH-.eva.-BAv
   Pdhs_12(326.12)	PDs_12(326.12)
   sa.ca.dravyādibhyaḥ.padārthāntaram.bhāvaval.lakṣaṇabhedāt./	sa.ca.dravya-AdiByaH.padArTa-antaram-.BAva-val.-lakzaNa-BedAt./
   yathā.bhāvasya.dravyatvādīnām.svādhāreṣu.ātmānurūpapratyayakartṛtvāt.svāśrayādibhyaḥ.parasparataś.cārthāntarabhāvaḥ.tathā.samavāyasyāpi.pañcasu.padārtheṣv.ihetipratyayadarśanāt.tebhyaḥ.padārthāntaratvam.iti./	yaTA.BAvasya.-dravya-tva-AdInAm-.su-a-ADAra-izu.A-Atma-anurUpa-pratyaya-kartR-tva-at.svASraya-AdiByaH-.parasparata-S.ca-arTa-antara-BAvaH.taTA-a.samavAyasya-ap
   na.ca.samyogavan.nānātvam.bhāvaval.liṅgāviśeṣāt.viśeṣaliṅgābhāvāc.ca.tasmād.bhāvavat.sarvatraikaḥ.samavāya.iti.//	na.ca.-samyoga-van.nAnA-tvam-.BAva-val.-liFga-aviSezAt.-viSeza-liFga-aBAva-Ac.ca.-tasmAt-.BAvavat.-sarvatra-ekaH.samavAya-.iti.//
   Pdhs_12(327.9)	PDs_12(327.9)
   nanu.yady.ekaḥ.samavāyo.dravyaguṇakarmaṇām.dravyatvaguṇatvakarmatvādiviśeṣaṇaiḥ.saha.sambandhaikatvāt.padārthasaṅkaraprasaṅga.iti.na.ādhārādheyaniyamāt./	nanu.yadi-.ekaH.samavAyo.dravya-guNa-karmaNA-Am-.dravya-tva-guNa-tva-karma-tva-Adi-viSezaNEH.saha.-sambanDa-eka-tvAt.padArTa-saFkara-prasaFga-.iti.n
   yady.apy.ekaḥ.samavāyaḥ.sarvatra.svatantraḥ.tathāpy.ādhārādheyaniyamo.'sti./	yadi-.api-.ekaH.samavAyaH.-sarvatra.svatantraH.taTA-api-.ADAra-ADeya-niyamaH-.-asti./
   katham.dravyeṣv.eva.dravyatvam.guṇeṣv.eva.guṇatvam.karmasv.eva.karmatvam.iti./	kaTam-.dravyezu-.eva.-dravya-tvam-.guNezu-.eva.-guNa-tvam-.karmasu-.eva.-karma-tvam-.iti./
   evam.ādi.kasmād.anvayavyatirekadarśanāt./	evam.Adi.kasmAt-.anvaya-vyatireka-darSanAt./
