   Bhss_1.1:	BhsH-_1.1:
   anyonyāvyatiṣakta-sūkṣma-surabhi-ślakṣṇair ghṛtācyotanair	anyonya-avyatizakta--sUkzma--suraBi--SlakzNEH GRta-acyotanEH-
   madhye hemamayī vyadhāyi rucirā pātrī śubhair odanaiḥ	maDye hema-mayI vyaDAyi rucirA pAtrI SuBEH odanEH
   (Kṛṣṇāhnika-kaumudī 3.1-2)	(KRzNA-Ahnika-kOmudI 3.1-2)
   Bhss_2.378:	BhsH-_2.378:
   sauvarṇīṃ tala-pātrikāṃ ghṛta-pu ī-limpāka-khaṇḍādibhiḥ	sOvarNIm tala-pAtrikAm GRta-pu I-limpAka--KaNxa-AdiBiH
   sandhānārdra-rasāla-khaṇḍa-sahitaiḥ satkāsamardādibhiḥ	sanDAna-Ardra--rasAla--KaNxa--sahitEH satkAsamarda-AdiBiH
   yuktāṃ dakṣiṇato nidhāya nika e tasyāś ca bhṛṅgārakān	yuktAm dakziNatas niDAya nikaH e tasyAH ca BRFgArakAn
   karpūreṇa suvāsitena payasā pūrṇān vyadhāt kānakān	karpUreNa su-vAsitena payasA pUrNAn vyaDAt kAnakAn
   (Kṛṣṇāhnika-kaumudī 3.3)	(KRzNA-Ahnika-kOmudI 3.3)
   Bhss_2.379:	BhsH-_2.379:
   tasyāḥ pāka-sukauśalaṃ bahu-vidhaṃ dṛṣṭvā vrajeśa-priyā	tasyAH pAka-su-kOSalam bahu-viDam dRzwvA vraja-ISa-priyA
   tāsāṃ tatpariveṣa-citra-racanāṃ cātisphurad-vismayā	tAsAm tad-pariveza--citra--racanAm ca-ati-sPurat--vismayA
   ānetuṃ prajighāya vatsala-manāḥ kṛṣṇaṃ ca rāmaṃ ca sā	Anetum prajiGAya vatsala-manAH kRzNam ca rAmam ca sA
   dhātreyīm atha tau samīyatur atiśraddhā-vaśād añjasā	DAtreyIm aTa tO samIyatuH atiSradDA--vaSAt aQjasA
   (Kṛṣṇāhnika-kaumudī 3.4)	(KRzNA-Ahnika-kOmudI 3.4)
   Bhss_2.380:	BhsH-_2.380:
   natvā mātaram ājñayā saha-balas tasyāḥ samullāsanaḥ	natvA mAtaram AjQayA saha-balaH tasyAH samullAsanaH
   premṇā bālaka-dāsikā-kṛta-padāmbhoja-dvayī-dhāvanaḥ	premNA bAlaka-dAsikA-kRta-pada-amBoja--dvayI--DAvanaH
   ācamyopaviveśa sammukhatayā cārv-annapātrī-puraḥ	Acamya-upaviveSa sammuKa-tayA cAru--anna-pAtrI--puraH
   sarvaṃ tat-tad-avekṣya vismita-manā babhrāja pītāmbaraḥ	sarvam tat-tat--avekzya vismita-manAH baBrAja pIta-ambaraH
   (Kṛṣṇāhnika-kaumudī 3.5)	(KRzNA-Ahnika-kOmudI 3.5)
   Bhss_2.381:	BhsH-_2.381:
   śrīdāma-subalau vāme	SrI-dAma--su-balO vAme
   puro 'sya madhumaṅgalaḥ	puras asya maDumaFgalaH
   dakṣiṇe śrī-balaś cānye	dakziNe SrI-balaH ca-anye
   paritaḥ samupāviśan	paritas samupAviSan
   (Govinda-līlāmṛtam 4.22)	(Govinda--lIlA-amRtam 4.22)
   Bhss_2.382:	BhsH-_2.382:
   mātṛbhyāṃ krama-darśitena hi pathā bhoktuṃ samārabdhavān	mAtRByAm krama-darSitena hi paTA Boktum samArabDavAn
   yad yad bhoktum upakramaṃ sma kurute tyaktuṃ na tat soḍhavān	yat yat Boktum upakramam sma kurute tyaktum na tat soXavAn
   bhoktuṃ tat tad aśeṣam apy abhilaṣan sāmarthyavāṃś ca svayaṃ	Boktum tat tat aSezam api aBilazan sAmarTyavAn ca svayam
   kiñcit kiñcid abhukta vīkṣaka-bhiyā durvāda-bhītyāpy ayam	kiQcid kiQcid aBukta vIkzaka-BiyA durvAda--BItyA-api ayam
   (Kṛṣṇāhnika-kaumudī 3.7)	(KRzNA-Ahnika-kOmudI 3.7)
   Bhss_2.383:	BhsH-_2.383:
   vyākhyādbhiḥ saha-bhojibhiḥ saha-balaiḥ pākasya tat-kauśalaṃ	vyAKyA-adBiH sa-ha-BojiBiH saha-balEH pAkasya tat-kOSalam
   svāduṅkāram adann avāg api hṛdā so 'pi praśaṃsann alam	svAduFkAram adan avAk api hRdA saH api praSaMsan alam
   ādau pāyasam āśa kiñcid apara-prācurya-paryāptatāṃ	AdO pAyasam ASa kiQcid apara--prAcurya--paryApta-tAm
   vīkṣya vyañjana-ratna-yatna-gaminā lobhena bhūmnā citām	vIkzya vyaQjana--ratna--yatna--gaminA loBena BUmnA citAm
   (Kṛṣṇāhnika-kaumudī 3.8)	(KRzNA-Ahnika-kOmudI 3.8)
   Bhss_2.384:	BhsH-_2.384:
   śākādi-kramato 'bhitoṣa-vaśataḥ sarvāṇi sad-vyañjanā-	SAka-Adi--kramataH aBitoza-vaSataH sarvANi sat--vyaQjanA-
   ny ādan mātṛ-mude bhaved api yathā paktrī-manorañjanā	ni Adan mAtR-mude Bavet api yaTA paktrI--manoraQjanA
   tān sarvān saha-bhojinaḥ sarasayā vācā hasan hāsayan	tAn sarvAn sa-ha-BojinaH sarasayA vAcA hasan hAsayan
   bhuñjadhvaṃ na parityajeta kim apīty ekāntam āhlādayan	BuQjaDvam na parityajeta kim api-iti ekAntam AhlAdayan
   (Kṛṣṇāhnika-kaumudī 3.9)	(KRzNA-Ahnika-kOmudI 3.9)
   Bhss_2.385:	BhsH-_2.385:
   sva-sva-saṃskṛta-miṣṭānnaṃ	sva--sva-saMskRta--mizwa-annam
   prātar-āśopayogi yat	prAtar--ASa-upayogi yat-
   upajahrus tayāhūtā	upajahruH tayA-AhUtA
   mātre gopyo mudānvitāḥ	mAtre gopyaH mudA-anvitAH
   (Govinda-līlāmṛtam 4.24)	(Govinda--lIlA-amRtam 4.24)
   Bhss_2.386:	BhsH-_2.386:
   śrī-rādhayā yatnata eva gehād	SrI-rADayA yatnatas eva gehAt-
   ānīta-khaṇḍodbhava-laḍḍukāni	AnIta-KaNxa-udBava--laxxukAni
   gaṅgā-jalākhyāny atha raṅgadevī	gaFgA-a-jala-AKyAni aTa raFga-devI
   tad-iṅgitenopajahāra mātre	tat--iFgitena-upajahAra mAtre
   (Govinda-līlāmṛtam 4.25)	(Govinda--lIlA-amRtam 4.25)
   Bhss_2.387:	BhsH-_2.387:
   tāni mātā balādibhyo	tAni mAtA bala-AdiByaH-
   vibhajya snehato dadau	viBajya snehataH dadO
   prakīrṇa-svarṇa-pātreṣu	prakIrNa-svarNa--pAtrezu
   vinidhāya pṛthak pṛthak	viniDAya pRTak pRTak-
   (Govinda-līlāmṛtam 4.26)	(Govinda--lIlA-amRtam 4.26)
   Bhss_2.388:	BhsH-_2.388:
   āsvādayantaṃ ghṛta-pakvam annaṃ	AsvAdayantam GRta-pakvam annam
   sunarmabhis tān api hāsayantam	su-narmaBiH tAn api hAsayantam
   ālokayantaṃ nayanāñcalena	Alokayantam nayana-aQcalena
   rādhānanaṃ taṃ dadṛśur mudālyaḥ	rADa-Ananam tam dadRSuH mudAlyaH
   (Govinda-līlāmṛtam 4.27)	(Govinda--lIlA-amRtam 4.27)
   Bhss_2.389:	BhsH-_2.389:
   ado bhadram idaṃ miṣṭam	adaH Badram idam mizwam
   etat snigdhaṃ sucāru tat	etat snigDam su-cAru tat-
   tarjanyā darśayanty ambā	tarjanyAH darSayanti ambA
   bhuṅkṣva vatsety abhāṣata	BuFkzva vatsa-iti aBAzata
   (Govinda-līlāmṛtam 4.28)	(Govinda--lIlA-amRtam 4.28)
   Bhss_2.390:	BhsH-_2.390:
   yad yad iṣṭaṃ bhaved yasya	yat yat izwam Bavet yasya
   jñātvā jñātvā hasan hariḥ	jQAtvA jQAtvA hasan hariH
   tasmai tasmai dadau tat tat	tasmE tasmE dadO tat tat-
   svapātrāt prakṣipan muhuḥ	sva-pAtrAt prakzipan muhur-
   (Govinda-līlāmṛtam 4.29)	(Govinda--lIlA-amRtam 4.29)
   Bhss_2.391-393:	BhsH-_2.391-393:
   vīkṣya yatnānvitām ambāṃ	vIkzya yatna-anvitAm ambAm
   mandam aśnantam acyutam	mandam aSnantam acyutam
   parihāsa-paṭus tasmin	parihAsa--pawuH tasmin
   vrajeśām avadad baṭuḥ	vraja-ISAm avadat bawuH
   ayaṃ ced bhūri nātty amba!	ayam ced BUri na-atti amba!
   dehi me sarvam admy asau	dehi me sarvam admi asO
   mayaivāliṅgitaḥ puṣṭo	mayA-eva-AliFgitaH puzwaH-
   bhavitā bhūri-bhojinā	BavitA BUri--BojinA
   nāsya manda-ruceḥ śaktir	na-asya manda--ruceH SaktiH-
   ghṛta-pakvānna-bhojane	GRta-pakvAn-na-Bojane
   tad asmai laghu-rāddhānnaṃ	tat asmE laGu-rAdDa-annam
   vyañjanāny amba! dāpaya	vyaQjanAni amba! dApaya
   (Govinda-līlāmṛtam 4.30-32)	(Govinda--lIlA-amRtam 4.30-32)
   Bhss_2.394:	BhsH-_2.394:
   atha kṛṣṇaḥ svapātrastha-	aTa kRzNaH sva-pAtra-sTa-
   pakvānnāñjalibhir hasan	pakvAn-na-aQjaliBiH hasan
   pañca-ṣaiḥ pūrayāmāsa	paQca-zEH pUrayAmAsa
   bhuṅkṣveti baṭu-bhājanam	BuFkzva-iti bawu--BAjanam
   (Govinda-līlāmṛtam 4.33)	(Govinda--lIlA-amRtam 4.33)
   Bhss_2.395-396:	BhsH-_2.395-396:
   tato vāma-kaphoṇiṃ svaṃ	tatas vAma-ka-PoNim svam
   vādayan vāma-pārśvake	vAdayan vAma-pArSvake
   samyag bhoktuṃ kṛtārambhaḥ	samyak Boktum kRta-AramBaH
   prahṛṣṭo baṭur āha tam	prahRzwaH bawuH Aha tam
   vayasya! paśya bhakṣye'ham	vayasya! paSya Bakzye-aham
   ity aśnan kavala-dvayam	iti aSnan kavala--dvayam
   mātar me dadhi dehīti	mAtar me daDi dehi-iti
   prāhiṇot tāṃ tadāhṛtau	prAhiNot tAm tad-AhRtO
   (Govinda-līlāmṛtam 4.34-35)	(Govinda--lIlA-amRtam 4.34-35)
   Bhss_2.397:	BhsH-_2.397:
   gopāḥ paśyata nṛtyatīha capalaḥ pakvānna-labdhāśayā	gopAH paSyata nRtyati-iha capalaH pakva-anna-labDa-ASayA
   kīśeśo dadhi-lampa o 'yam iti tān kṛtvonmukhāṃs tad-diśi	kISa-ISaH daDi--lampa aH ayam iti tAn kRtvA-unmuKAn tad--diSi
   teṣāṃ bhojana-bhājaneṣu śanakair nikṣipya bhakṣyaṃ nijaṃ	tezAm Bojana--BAjanezu SanakEs nikzipya Bakzyam nijam
   sarvaṃ bhuktam idaṃ mayeti sa punar garvāyamāno 'vadat	sarvam Buktam idam mayA-iti sa punar garvAyamAnaH avadat-
   (Govinda-līlāmṛtam 4.36)	(Govinda--lIlA-amRtam 4.36)
   Bhss_2.398:	BhsH-_2.398:
   tathāgatāṃ tāṃ dadhi-pātra-hastām	taTAgatAm tAm daDi-pAtra-hastAm
   uvāca paśyāmba! vinaiva dadhnā	uvAca paSya-amba! vinA-eva daDnA
   mayopabhuktaṃ drutam eva sarvaṃ	mayA-upaBuktam drutam eva sarvam
   tat pāyasaṃ dāpaya bhūri mahyam	tat pAyasam dApaya BUri mahyam
   (Govinda-līlāmṛtam 4.37)	(Govinda--lIlA-amRtam 4.37)
   Bhss_2.399:	BhsH-_2.399:
   haimeṣu pātreṣu nidhāya rādhayā	hEmezu pAtrezu niDAya rADayA
   navīna-rambhā-dala-manda-mārutaiḥ	navIna-ramBA--dala--manda-mArutEH
   śītīkṛtaṃ sve pariveśitaṃ kare	SItIkRtam sve pariveSitam kare
   tebhyo dadau pāyasam āśu rohiṇī	teByaH dadO pAyasam ASu rohiNI
   (Govinda-līlāmṛtam 4.38)	(Govinda--lIlA-amRtam 4.38)
   Bhss_2.400:	BhsH-_2.400:
   ānīyānīya gāndharvā-	AnIya-AnIya gAnDarvA-
   dattāni vyañjanāni sā	dattAni vyaQjanAni sA
   śākādīny amla-śeṣāṇi	SAka-AdIni amla-SezANi
   tebhyo 'dāt kramaśaḥ śanaiḥ	teByaH adAt kramaSas SanEs-
   (Govinda-līlāmṛtam 4.40)	(Govinda--lIlA-amRtam 4.40)
   Bhss_2.401:	BhsH-_2.401:
   rambhodarastha-cchada-varṇa-lāghavāḥ	ramBA-udara-sTa--cCada-varNa--lAGavAH
   saṃmṛṣṭa-godhūma-sucūrṇa-ro ikāḥ	saMmRzwa---goDUma-sucUrNa--raH ikAH
   ghṛtābhiṣiktāḥ pariveśitās tayā	GRta-aBiziktAH pariveSitAH tayA
   tebhyo 'nya-pātreṣu nidhāya sā dadau	teByaH anya--pAtrezu niDAya sA dadO
   (Govinda-līlāmṛtam 4.41)	(Govinda--lIlA-amRtam 4.41)
   Bhss_2.402:	BhsH-_2.402:
   pūrvaṃ pakvānnam uddiśyā-	pUrvam pakva-annam uddiSyA-
   dhunā tv annādikaṃ ca yā	DunA tu anna-Adikam ca yA
   baṭoḥ suparihāsoktir	bawoH su-parihAsa-uktiH-
   nātra syāt punar uktatā	na-atra syAt punar ukta-tA
   Bhss_2.403:	BhsH-_2.403:
   kṛṣṇaḥ satṛṣṇo naivātra	kRzNaH sa-tRzNaH na-eva-atra
   balaḥ kavala-mātra-bhuk	balaH kavala--mAtra-Buj-
   śrīdāmā nāma mandāśī	SrIdAmA nAma manda-ASI
   subalo 'su-balojjhitaḥ	subalaH asu-bala-ujJitaH
   (Kṛṣṇa-bhāvanāmṛtam 6.45)	(KRzNa--BAvanA-amRtam 6.45)
   Bhss_2.404:	BhsH-_2.404:
   kvaiṣāṃ bhakṣyaikatānatva-	kva-ezAm Bakzya-ekatAna-tva-
   rāhityam avidagdhatā	rAhityam avidagDa-tA
   kvaitad annaṃ sudhā-nindi	kva-etat annam suDA-nindi
   svayaṃ lakṣmyaiva sādhitam	svayam lakzmyA-eva sADitam
   (Kṛṣṇa-bhāvanāmṛtam 6.46)	(KRzNa--BAvanA-amRtam 6.46)
   Bhss_2.405:	BhsH-_2.405:
   kāvyaṃ viphalatāṃ kiṃ na	kAvyam viPala-tAm kim na
   yāti sat-kavi-nirmitam?	yAti sat-ka-vi-nirmitam?
   yatra goṣṭhyāṃ tad-āsvāda-	yatra gozWyAm tad--a-AsvAda-
   lolupatvaṃ na vartate	lolupa-tvam na vartate
   (Kṛṣṇa-bhāvanāmṛtam 6.47)	(KRzNa--BAvanA-amRtam 6.47)
   Bhss_2.406:	BhsH-_2.406:
   catur-varga-phalam mūrtaṃ	catur-varga--Palam mUrtam
   etad-annaṃ catur-vidham	etat--annam catur-viDam
   ahaṃ kevalam eko 'sya	aham kevalam ekaH asya
   pātram ity avadad baṭuḥ	pAtram iti avadat bawuH
   (Kṛṣṇa-bhāvanāmṛtam 6.48)	(KRzNa--BAvanA-amRtam 6.48)
   Bhss_2.407:	BhsH-_2.407:
   śrīdāmovāca piṇḍībhiḥ	SrIdAmA-uvAca piNxIBiH
   piciṇḍaṃ pūraya drutam	piciNxam pUraya drutam
   yad eva tava sarvasvaṃ	yat eva tava sarva-svam
   yad arthaṃ baṭutām adhāḥ	yat arTam bawu-tAm aDAH
   (Kṛṣṇa-bhāvanāmṛtam 6.49)	(KRzNa--BAvanA-amRtam 6.49)
   Bhss_2.408:	BhsH-_2.408:
   baṭur ākhyad are mūrkha!	bawuH AKyat are mUrKa!
   gopas tvaṃ kiṃ nu vetsyasi?	gopaH tvam kim nu vetsyasi?
   rasāsvādaṃ svadharmārthaṃ	rasa-AsvAdam svaDarma-arTam
   gā roddhum aṭavīm aṭa	gAH rodDum awavIm awa
   (Kṛṣṇa-bhāvanāmṛtam 6.50)	(KRzNa--BAvanA-amRtam 6.50)
   Bhss_2.409:	BhsH-_2.409:
   paśyaiṣo 'ham anūcāno	paSya-ezaH aham anUcAnaH-
   vipro yair man-mukhe hutam!	vipraH yEH man-muKe hutam!
   tair iṣṭaḥ sarva-yajñena	tEH izwaH sarva-yajQena
   bhagavān eva kevalam	BagavAn eva kevalam
   (Kṛṣṇa-bhāvanāmṛtam 6.51)	(KRzNa--BAvanA-amRtam 6.51)
   Bhss_2.410:	BhsH-_2.410:
   śrīdāmoce śruti-smṛtyor	SrIdAmoce Sruti-smRtyoH-
   vartmāpi śata-janmasu	vartmA-api Sata-janmasu
   tvayā paricitaṃ naiva	tvayA paricitam na-eva
   vipratve sūtram eva te	vipra-tve sUtram eva te
   (Kṛṣṇa-bhāvanāmṛtam 6.52)	(KRzNa--BAvanA-amRtam 6.52)
   Bhss_2.411:	BhsH-_2.411:
   kṛṣṇaḥ prāha baṭor asti	kRzNaH prAha bawoH asti
   rasa-śāstre'nuśīlanam	rasa-SAstre-anuSIlanam
   vyañjanāneka-tātparya-	vyaQjanAneka-tAtparya-
   lakṣaṇābhijñatā yataḥ	lakzaNa-aBijQa-tA yatas-
   (Kṛṣṇa-bhāvanāmṛtam 6.53)	(KRzNa--BAvanA-amRtam 6.53)
   Bhss_2.412:	BhsH-_2.412:
   baṭur āha ṣaḍ evātra	bawuH Aha zaw eva-atra
   rasā na tv aṣṭa man-mate	rasAH na tu azwa man-mate
   ṣoḍhaiva nyāyya āsvādo	zoXA-eva nyAyyaH AsvAdaH-
   yat ṣaḍ evendriyāṇi naḥ	yat zaw eva-indriyANi naH
   (Kṛṣṇa-bhāvanāmṛtam 6.54)	(KRzNa--BAvanA-amRtam 6.54)
   Bhss_2.413:	BhsH-_2.413:
   rasā hy aṣṭāv iti prāhur	rasAH hi azwO iti prAhuH-
   ye te'pi vyañjanāśritāḥ	ye te-api vyaQjana-ASritAH
   vyañjanābhijñatā-leśo 'py	vyaQjana-aBijQa-tA-leSaH api-
   eṣāṃ kintu na vidyate	ezAm kintu na vidyate
   (Kṛṣṇa-bhāvanāmṛtam 6.56)	(KRzNa--BAvanA-amRtam 6.56)
   Bhss_2.414:	BhsH-_2.414:
   vihāya śāka-sūpādīn	vihAya SAka--su-upa-AdIn
   vihāyas te dhayanti yat	vihAyaH te Dayanti yat-
   tan nīraṃ prakaṭaṃ hitvā	tat nIram prakawam hitvA
   dhāvanty eva marīcikām	DAvanti eva marIcikAm
   (Kṛṣṇa-bhāvanāmṛtam 6.57)	(KRzNa--BAvanA-amRtam 6.57)
   Bhss_2.415:	BhsH-_2.415:
   kāraṇaṃ rasa-niṣpattau	kAraNam rasa-nizpattO
   carvaṇeneti taj jaguḥ	carvaNena-iti tat jaguH
   carvan tu paricoṣyanti	carvan tu paricozyanti
   na pitur janma-koṭibhiḥ	na pituH janma--kowiBiH
   (Kṛṣṇa-bhāvanāmṛtam 6.58)	(KRzNa--BAvanA-amRtam 6.58)
   Bhss_2.416:	BhsH-_2.416:
   rāmaḥ prāha rasāsvāde	rAmaH prAha rasa-AsvAde
   ke'nubhāvā bhavan-mate	ke-anuBAvAH Bavan-mate
   ke vā sañcāriṇaḥ ko vā	ke vA saQcAriNaH kaH vA
   sthāyī sa svādyate katham	sTAyI sa svAdyate kaTam
   (Kṛṣṇa-bhāvanāmṛtam 6.59)	(KRzNa--BAvanA-amRtam 6.59)
   Bhss_2.417:	BhsH-_2.417:
   baṭur ūce yad aprāptyā	bawuH Uce yat aprAptyA
   pūrvam evāśru me bhavet	pUrvam eva-aSru me Bavet-
   prāptyā tu vyañjanasyāsya	prAptyA tu vyaQjanasya-asya
   pulakāsya-prasannate	pulaka-Asya--prasannate
   (Kṛṣṇa-bhāvanāmṛtam 6.60)	(KRzNa--BAvanA-amRtam 6.60)
   Bhss_2.418:	BhsH-_2.418:
   varṇasya snigdhatā-tṛptyā	varNasya snigDa-tA--tRptyA
   vaivarṇyaṃ tac ca paśya me	vEvarNyam tat ca paSya me
   bhuñjāna eva yad vacmi	BuQjAnaH eva yat vacmi
   svaro me tena bhidyate	svaraH me tena Bidyate
   (Kṛṣṇa-bhāvanāmṛtam 6.61)	(KRzNa--BAvanA-amRtam 6.61)
   Bhss_2.419:	BhsH-_2.419:
   stambho me bhūri miṣṭānna-	stamBaH me BUri mizwAn-na-
   bhojanāśakti-duḥkha-jaḥ	Bojana-aSakti-duHKa--jaH
   prasvedaḥ prakaṭo 'nte tu	prasvedaH prakawaH ante tu
   pralayo bahu-bhakṣaṇāt	pralayaH bahu--BakzaNAt-
   (Kṛṣṇa-bhāvanāmṛtam 6.62)	(KRzNa--BAvanA-amRtam 6.62)
   Bhss_2.420:	BhsH-_2.420:
   ālasya-cintā-svāpādyāḥ	Alasya--cintA--svApa-AdyAH
   spaṣṭāḥ sañcāriṇo 'tra naḥ	spazwAH saQcAriNaH atra naH
   svādyatvenaika evāpi	svAdya-tvena-ekaH eva-api
   sthāyī tu vividhābhidhaḥ	sTAyI tu viviDa-aBiDaH
   (Kṛṣṇa-bhāvanāmṛtam 6.63)	(KRzNa--BAvanA-amRtam 6.63)
   Bhss_2.421-422:	BhsH-_2.421-422:
   ājyābhyaktāni bhaktāni	Ajya-aByaktAni BaktAni
   manye kāñcana-vāriṇā	manye kAQcana--vAriNA
   snapitānīva saurabhyaṃ	snapitAni-iva sOraByam
   yeṣāṃ saulabhyam abhyagāt	yezAm sOlaByam aByagAt-
   godanta-kṛtta-ghāsādi-	godanta--kRt-ta-GAsa-Adi-
   ghrāyiṇyāṃ gopa-saṃsadi	GrAyiNyAm gopa--saMsadi
   kṛta-puṇyasya me bhūri-	kRta--puNyasya me BUri-
   bhoga-bhājaḥ prasaṅgataḥ	Boga-BAjaH prasaFgataH
   (Kṛṣṇa-bhāvanāmṛtam 6.70-71)	(KRzNa--BAvanA-amRtam 6.70-71)
   Bhss_2.423:	BhsH-_2.423:
   vane viprās tapasyanti	vane viprAH tapasyanti
   patra-mūla-phalāśanāḥ	patra--mUla--Pala-aSanAH
   baṭos te nādhikāro 'sti	bawoH te na-aDikAraH asti
   bhoge yāhi tapaś cara	Boge yAhi tapaH cara
   (Kṛṣṇa-bhāvanāmṛtam 6.72)	(KRzNa--BAvanA-amRtam 6.72)
   Bhss_2.424-425:	BhsH-_2.424-425:
   satyaṃ bho yaiḥ purā taptaṃ	satyam Bo yEH purA taptam
   patra-mūla-phalādibhiḥ	patra--mUla--Pala-AdiBiH
   pariṇamya januṣy atra	pariNamya januzi atra
   vyañjanatvena tair mama	vyaQjana-tvena tEH mama
   bhauma-svarga-juṣaḥ sādhu	BOma-svarga-juzaH sADu
   pratyakṣī-bhūyate'nvaham	pratyakzI--BUyate-anvaham
   iti jānīta-bhogo 'yam	iti jAnIta--BogaH ayam
   atapta-tapasaḥ kutaḥ	atapta-tapasaH kutas-
   (Kṛṣṇa-bhāvanāmṛtam 6.73-74)	(KRzNa--BAvanA-amRtam 6.73-74)
   Bhss_2.426:	BhsH-_2.426:
   evaṃ cet prathamaṃ prāptum	evam ced praTamam prAptum
   arhanty ete valīmukhāḥ	arhanti ete valImuKAH
   vāg-vyaya-śramiṇo 'trāpi	vAc--vyaya--SramiNaH atra-api
   januṣy ete tapasvinaḥ	januzi ete tapasvinaH
   (Kṛṣṇa-bhāvanāmṛtam 6.79)	(KRzNa--BAvanA-amRtam 6.79)
   Bhss_2.427:	BhsH-_2.427:
   śītoṣṇa-vāta-sahanāḥ	SIta-uzNa--vAta--sahanAH
   patra-puṣpa-phalāśanāḥ	patra--puzpa--Pala-aSanAH
   jāti-smarāḥ kathaṃ na syuḥ	jAti-smarAH kaTam na syuH
   ko 'mīṣāṃ vetti vijñatām	kaH amIzAm vetti vijQa-tAm
   (Kṛṣṇa-bhāvanāmṛtam 6.80)	(KRzNa--BAvanA-amRtam 6.80)
   Bhss_2.428:	BhsH-_2.428:
   kṛṣṇaḥ prāha sakhe! viprā	kRzNaH prAha saKe! viprA
   brahmopāsana-tatparāḥ	brahma-upAsana--tatparAH
   kīśāḥ kukṣimbharā eṣāṃ	kISAH kukzimBarAH ezAm
   dvayeṣāṃ mahad-antaram	dvayezAm mahat--antaram
   (Kṛṣṇa-bhāvanāmṛtam 6.81)	(KRzNa--BAvanA-amRtam 6.81)
   Bhss_2.429:	BhsH-_2.429:
   asya kīśasya cāvaimi	asya kISasya ca-avEmi
   na kim apy antaraṃ hare!	na kim api antaram hare!
   naratvaṃ vānaratvaṃ vā-	nara-tvam vAnara-tvam vA-
   nayor bhede na kāraṇam	nayoH Bede na kAraNam
   (Kṛṣṇa-bhāvanāmṛtam 6.82)	(KRzNa--BAvanA-amRtam 6.82)
   Bhss_2.430:	BhsH-_2.430:
   kiṃ ca khyāpayatā tena	kim ca KyApayatA tena
   loke'pūrvāṃ svavijnatāṃ	loke-apUrvAm sva-vijna-tAm
   bṛhattvād bṛṃhaṇatvāc ca	bRhat-tvAt bRMhaNa-tvAt ca
   svakukṣir brahma manyate	sva-kukziH brahma manyate
   (Kṛṣṇa-bhāvanāmṛtam 6.83)	(KRzNa--BAvanA-amRtam 6.83)
   Bhss_2.431:	BhsH-_2.431:
   atas triṣavaṇaṃ tasya	atas trizavaNam tasya
   dhyāyatā pūrti-sādhanam	DyAyatA pUrti--sADanam
   sa evopāsyate'nena	saH eva-upAsyate-anena
   naiṣṭhika-brahmacāriṇā	nEzWika-brahmacAriNA
   (Kṛṣṇa-bhāvanāmṛtam 6.84)	(KRzNa--BAvanA-amRtam 6.84)
   Bhss_2.432:	BhsH-_2.432:
   kadācid bhūri-pakkānna-	kadAcid BUri-pakkAn-na-
   grasanāveśa-saṃbhramaiḥ	grasana-AveSa--saMBramEH
   kīśāyitaṃ syāt pāṇibhyāṃ	kISAyitam syAt pANiByAm
   bhuñjānasyāsya lāghavaiḥ	BuQjAnasya-asya lAGavEH
   (Kṛṣṇa-bhāvanāmṛtam 6.85)	(KRzNa--BAvanA-amRtam 6.85)
   Bhss_2.433:	BhsH-_2.433:
   ity uktvājīhasat sarvān	iti uktvA-ajIhasat sarvAn
   subalas tān baṭuḥ sa tu	subalaH tAn bawuH sa tu
   hasan bhuñjāna evoccaiḥ	hasan BuQjAnaH eva-uccEs-
   kāśaiḥ śoṇa-mukho 'bhavat	kASEH SoNa-muKaH aBavat-
   (Kṛṣṇa-bhāvanāmṛtam 6.86)	(KRzNa--BAvanA-amRtam 6.86)
   Bhss_2.434:	BhsH-_2.434:
   goṣṭheśāha baṭo! tiṣṭha	gozWeSa-Aha bawo! tizWa
   kṣaṇaṃ mā bhuṅkṣva mā hasa!	kzaNam mA BuFkzva mA hasa!
   sthairyam āpnuhi mā jalpa	sTEryam Apnuhi mA jalpa
   mainaṃ hāsayatārbhakāḥ	mA-enam hAsayata-arBakAH
   (Kṛṣṇa-bhāvanāmṛtam 6.87)	(KRzNa--BAvanA-amRtam 6.87)
   Bhss_2.435:	BhsH-_2.435:
   dhaniṣṭhayā yal-lalitādi-saṃskṛtaṃ	DanizWayA yal-lalita-Adi-saMskRtam
   tat-tad-rasālādikam āhṛtaṃ puraḥ	tat-tad--rasAla-Adikam AhRtam puras-
   kṛtvā pṛthak pātracaye vrajeśvarī	kRtvA pRTak pAtra-caye vrajeSvarI
   sasneham ebhyo dadatī mumoda sā	sa-sneham eByaH dadatI mumoda sA
   (Govinda-līlāmṛtam 4.42)	(Govinda--lIlA-amRtam 4.42)
   Bhss_2.436:	BhsH-_2.436:
   hṛdaya-dayita-mukha-vīkṣaṇa-hṛṣṭās	hRdaya-dayita-muKa--vIkzaNa--hRzwA-as
   tad atimadhura-mṛdu-kānti-vikṛṣṭāḥ	tat ati-maDura--mRdu-kAnti--vikRzwAH
   mumudur udita-pṛthu-bhāva-vihastā	mumuduH udita--pRTu--BAva--vihastA
   ramaṇa-bhavanam adhi tāḥ puru-śastāḥ	ramaNa--Bavanam aDi tAH puru-SaH-tAH
   (Govinda-līlāmṛtam 4.43)	(Govinda--lIlA-amRtam 4.43)
   Bhss_2.437:	BhsH-_2.437:
