   atha prathamo 'dhyāyaḥ	aTa praTamaH aDyAyaH
   dṛṣṭāntarahito yattu jaganmithyātvakāraṇam /	dRzwAnta-rahitaH yat-tu jagat-miTyA-tva-kAraNam /
   na bhavet tanmate brahma dṛśyatvācca tathā bhavet // PS_2,4.11 //	na Bavet tad-mate brahma dRSya-tvAt-ca taTA Bavet // PS_2,4.11 //
   mitākāśādi vedoktaṃ viṣṇuneti natanmṛṣā /	mita-AkASa-Adi veda-uktam vizNunA-iti natat-mRzA /
   na ca nyāyoktamithyātve mānaṃ tanmatāpi na // PS_2,4.12 //	na ca nyAya-ukta-miTyA-tve mAnam tat-matA-api na // PS_2,4.12 //
   śrutirnityāpauruṣeyā durvākyairna ca dūṣyate /	SrutiH-nitya-apOruzeyAH durvAkyEH-na ca dUzyate /
   iti jñātvā vidhirviṣṇormāhātmyaṃ jñānabodhayat // PS_2,4.13 //	iti jQAtvA viDiH-vizNoH-mAhAtmyam jQAnaboDayat // PS_2,4.13 //
   satyāśeṣajagannāthaḥ satyasatsādhanena ca /	satya-aSeza-jagat-nATaH satya-sat-sADanena ca /
   satyairjīvaiḥsadopāsyaḥ satyasatyavimuktidaḥ // PS_2,4.14 //	satyEH-jIvEH-sadA-upAsyaH satya-satya-vimukti-daH // PS_2,4.14 //
   iti merusthito brahmā niśānte yajñamīśvaram /	iti meru-sTitaH brahmA niSA-ante yajQam-ISvaram /
   abhiṣicya sapatnīkaṃ sarge sampārthya yojayat // PS_2,4.15 //	aBizicya sa-patnIkam sarge sampArTya yojayat // PS_2,4.15 //
   apīpaladhariḥ svargaṃ sarvadevagaṇeḍitaḥ /	apIpalaDariH svargam sarva-deva-gaNa-IxitaH /
   tataḥ svāyaṃbhuvamanuṃ śatarūpā samanvitam // PS_2,4.16 //	tatas svAyaMBuva-manum SatarUpA samanvitam // PS_2,4.16 //
   abhiṣicya vidhirbhūmau barhiṣmatyāmavāsayat /	aBizicya viDiH-BUmO barhizmatyAm-avAsayat /
   bhāvīnaśca padasthāśca upadevāḥ sahasraśaḥ // PS_2,4.17 //	BAvInaH-ca pada-sTAH-ca upadevAH sahasraSas // PS_2,4.17 //
   manuṃ paryacaran prītyā te niraṃśāstato bhavan /	manum paryacaran prItyA te niraMSAH-tatas Bavan /
   vidhistato maya(sū)sutamana(ta)vedhādvalāhvayam // PS_2,4.18 //	viDiH-tatas maya(-sU)-suta-mana(ta)veDAt-vala-Ahvayam // PS_2,4.18 //
   sa tu ṣaṇṇavatī (prā)māyāḥ svavijṛmbhaṇatosṛjat /	sa tu zaNNavatI (prA)mAyAH sva-vijRmBaNatosRjat /
   svairiṇyaścaiva kāminyaḥ puṃścalya iti tridhā // PS_2,4.19 //	svEriNyaH-ca-eva kAminyaH puMScalyaH iti triDA // PS_2,4.19 //
   tajjātābhisamudbhūtāḥ bhoginyo bahuśo matāḥ /	tad-jAta-aBisamudBUtAH BoginyaH bahuSas matAH /
   kṛtvākāmyaṃ bhāratesmin martyādhama purogamāḥ // PS_2,4.20 //	kRtvA-akAmyam BAratesmin martya-aDama purogamAH // PS_2,4.20 //
   adho lokeṣu viharaḥ etābhiḥ saha durmadāḥ /	aDas lokezu viharaH etABiH saha durmadAH /
   anekāḥ dānavopetāḥ balastadadhināyakaḥ // PS_2,4.21 //	anekAH dAnava-upetAH balaH-tad-aDinAyakaH // PS_2,4.21 //
   tadadhastācca vitale trivṛdbhūtagaṇāvṛtaḥ /	tad-aDastAt-ca vitale trivRt-BUta-gaNa-AvRtaH /
   kaiścidrakṣau (gu)gaṇairyuktāḥ bha(vā)vantyāste bhavaḥ kila // PS_2,4.22	kEScid-rakzO (gu)gaNEH-yuktAH Ba(vA)vantyAH-te BavaH kila // PS_2,4.22
   tayā sadā ramati saḥ tadvīryādhāṭakādibhiḥ /	tayA sadA ramati saH tad-vIrya-ADAwaka-AdiBiH /
   ḥ nadī tadantagā tatra śuṣmatyapyagnivāyubhiḥ // PS_2,4.23 //	H nadI tad-anta-gA tatra Suzmati-api-agni-vAyuBiH // PS_2,4.23 //
   yannadīvāripānena adholokeṣu saṃsthitāḥ /	yat-nadI-vAri-pAnena aDas-lokezu saMsTitAH /
   madoddhatā narānāryaḥ krīḍanti suciraṃ sadā // PS_2,4.24 //	mada-udDatA narAn-AryaH krIxanti su-ciram sadA // PS_2,4.24 //
   tadadhastācca sutale pratimanvantareṣvapi /	tad-aDastAt-ca sutale pratimanvantarezu-api /
   nāmarūpavibhedena prahlādaḥ sānugo 'vasat // PS_2,4.25 //	nAma-rUpa-viBedena prahlAdaH sa-anugaH avasat // PS_2,4.25 //
   vaivasvatāntare viṣṇorvāmanāya padatrayam /	vEvasvata-antare vizNoH-vAmanAya pada-trayam /
   yācamānāya putrāya kaśyapasya mahātmanaḥ // PS_2,4.26 //	yAcamAnAya putrAya kaSyapasya mahAtmanaH // PS_2,4.26 //
   balirvirocanasuto dadau lokatrayaṃ vibhuḥ /	baliH-virocana-sutaH dadO lokatrayam viBuH /
   sopīndrāya padasthāya tasmādādāya dattavān // PS_2,4.27 //	sa-upIndrAya pada-sTAya tasmAt-AdAya dattavAn // PS_2,4.27 //
   lokatrayaṃ hi devānāmanujo vaṭurūpadṛk /	lokatrayam hi devAnAm-anujaH vawu-rUpa-dRS /
   payovrataprabhāvenyaivāvirbhūtaḥ sa kaśyapāt // PS_2,4.28 //	payaH-vrata-praBAvenyA-eva-AvirBUtaH sa kaSyapAt // PS_2,4.28 //
   indra pravāsataḥ khinnamātṛtuṣṭyai jagatpatiḥ /	indra pravAsataH Kinna-mAtR-tuzwyE jagatpatiH /
   baliṃ virocanasutaṃ mahābhāgavatottamam // PS_2,4.29 //	balim virocana-sutam mahA-BAgavata-uttamam // PS_2,4.29 //
   sthāpayāmāsa talloke svayaṃ tadvārapālakaḥ /	sTApayAmAsa tad-loke svayam tat-vArapAlakaH /
   babhūva vāmanaḥ sarve svarūpāmarasevitaḥ // PS_2,4.30 //	baBUva vAmanaH sarve svarUpa-amara-sevitaH // PS_2,4.30 //
   tasya trikoṭilomabhyo vāyustāvatsvarūpakaḥ /	tasya trikowi-lomaByaH vAyuH-tAvat-svarUpakaH /
   vāṇyā tāvadrūpavatyā vāmanasyārcako(kā) bhavat // PS_2,4.31 //	vANyA tAvat-rUpavatyA vAmanasya-arcako(kA) Bavat // PS_2,4.31 //
   vindhyāvalī patistatra balistiṣṭhati sānugaḥ /	vinDya-AvalI patiH-tatra baliH-tizWati sa-anugaH /
   tadadhasta(tpri)nmayo viṣṇuḥ bhaktopyakhiladānavaiḥ // PS_2,4.32 //	tad-aDas-ta(t-pri)nmayaH vizNuH Bakta-upi-aKila-dAnavEH // PS_2,4.32 //
   arthito dānavakule jātastakṣā bhavatpurā //	arTitaH dAnava-kule jAtaH-takzA Bavat-purA //
   tallokapaḥ sadaityānāṃ tripurāṇi vyacīklapat // PS_2,4.33 //	tat-lokapaH sa-dEtyAnAm tripurANi vyacIklapat // PS_2,4.33 //
   abhedābhedyarūpāṇi svarṇaraupyāyasāni ca /	aBeda-aBedya-rUpANi svarNa-rOpya-AyasAni ca /
   sa nirmame purāstisraḥ svarṇaraupyāyasīmayaḥ // PS_2,4.34 //	sa nirmame purAH-tisraH svarNa-rOpya-ayasI-mayaH // PS_2,4.34 //
   kāmayā teṣu teṣvete saṃsthitā tripuraukasaḥ /	kAmayA tezu tezu-ete saMsTitA tripurOkasaH /
   vihārāntare hyasmin sarvān jantūnapīḍayan // PS_2,4.35 //	vihAra-antare hi-asmin sarvAn jantUn-apIxayan // PS_2,4.35 //
   surāstatpīḍayā rudraśaraṇaṃ yayurūrjitāḥ /	surAH-tad-pIxayA rudra-SaraNam yayuH-UrjitAH /
   rudraḥ pṛthvīrathaṃ kṛtvā rathāṅgaṃ śaśibhaskarau // PS_2,4.36 //	rudraH pRTvI-raTam kRtvA raTAFgam SaSi-BaskarO // PS_2,4.36 //
   devān kṛtvā hayānabjabhavaṃ kṛtvaiva sārathim /	devAn kRtvA hayAn-abja-Bavam kRtvA-eva sAraTim /
   śeṣaṃ maurvyāṃ vidhāyeśo patatraṃ(taṃ) ca khageśvaram // PS_2,4.37 //	Sezam mOrvyAm viDAya-ISaH patatraM(taM) ca KageSvaram // PS_2,4.37 //
   kṛtvā viṣṇuṃ bāṇarūpaṃ svayamekakṣaṇe haraḥ /	kRtvA vizNum bANa-rUpam svayam-eka-kzaNe haraH /
   tripurāṇi dadāheśaḥ sarvalokasya śaṅkaraḥ // PS_2,4.38 //	tripurANi dadAha-ISaH sarva-lokasya SaFkaraH // PS_2,4.38 //
   tripurāsuraputrādyaiḥ sahā vasati tatra hi /	tripura-asura-putra-AdyEH sahA vasati tatra hi /
   vaivasvatentare dakṣapatnyāḥ kaśyapabhāryakāḥ // PS_2,4.39 //	vEvasvata-intare dakza-patnyAH kaSyapa-BAryakAH // PS_2,4.39 //
   trayodaśāsaṃ(śāḥ)stapasā tāsu putrānavāpa saḥ /	trayodaSa-AsaM(SAH)H-tapasA tAsu putrAn-avApa saH /
   vivasvān śakravaruṇamitrāḥ pūṣāryamābhagaḥ // PS_2,4.40 //	vivasvAn Sakra-varuNa-mitrAH pUzA-aryam-ABagaH // PS_2,4.40 //
   savitā tvaṣṭrṛparjanyo dhātāyāṃ vāmano vaṭuḥ /	savitA tvazwrR-parjanyaH DAtAyAm vAmanaH vawuH /
   aditestanayādityāṃ hiraṇyākṣahiraṇyakau // PS_2,4.41 //	aditeH-tanayA-AdityAm hiraNyAkza-hiraNyakO // PS_2,4.41 //
   danau tu dānavā gāvo mahiṣyaḥ surabhīsutāḥ /	danO tu dAnavAH gAvaH mahizyaH suraBI-sutAH /
   tānmāyā pakṣiṇoriṣṭā yātudhānāśca nirṛtiḥ // PS_2,4.42 //	tAn-mAyA pakziNoH-izwAH yAtuDAnAH-ca nirRtiH // PS_2,4.42 //
   ilāyāṃ bhūsurā āsan śvādayaḥ paramāsutāḥ /	ilAyAm BUsurAH Asan Sva-AdayaH paramA-sutAH /
   poṣṭāyā caiva betālāḥ kārdraveyā mahāhayaḥ // PS_2,4.43 //	pozwAyA ca-eva betAlAH kArdraveyAH mahA-hayaH // PS_2,4.43 //
   etanmanvantare ṣaṣṭhisahasrāṇi bhujaṅgamāḥ /	etat-manvantare zazWi-sahasrANi BujaFgamAH /
   kardrujāsteṣu kecittu tātvikāḥ śeṣasevakāḥ // PS_2,4.44 //	kardrujAH-tezu kecid-tu tAtvikAH Seza-sevakAH // PS_2,4.44 //
   apare karmajājāna stulyāstatputrapautrakāḥ /	apare karma-jAjAnaH stulyAH-tad-putra-pOtrakAH /
   sastrīkā maṇibhūdhanyāḥ mahātala nivāsinaḥ // PS_2,4.45 //	sa-strIkAH maNi-BUDanyAH mahA-tala nivAsinaH // PS_2,4.45 //
   mahāviṣāḥ mahāgho(dhā)rāḥ kāmarūpadharāḥ khalāḥ /	mahA-vizAH mahA-Go(DA)rAH kAmarUpa-DarAH KalAH /
   sarasvatyāṃ sapatnīkaḥ kaśyapastapa ācarat // PS_2,4.46 //	sarasvatyAm sa-patnIkaH kaSyapaH-tapaH Acarat // PS_2,4.46 //
   tasyā vidūre patnīnāṃ bhavanāni vyacīkḷpat /	tasyAH vidUre patnInAm BavanAni vyacIk?pad /
   upayuktanatadyuktaṃ tadbhṛtyāsteṣu cāvasan // PS_2,4.47 //	upayuktana-tat-yuktam tat-BRtyAH-tezu ca-avasan // PS_2,4.47 //
   kadācidmahimavatpārśvaṃ viyāhi(vipāhi)pati mātarau /	kadAcid-mahimavat-pArSvam viyAhi(-vipAhi)pati mAtarO /
   gatvā dṛṣṭvoccaiśravasaṃ nīlavālamahīprasūḥ // PS_2,4.48 //	gatvA dRzwvA-uccESravasam nIla-vAla-mahI-prasUH // PS_2,4.48 //
   prāhasvacchanda vinatākadrute vacanaṃ yadi /	prAha-svacCanda vinatAka-drute vacanam yadi /
   satyaṃ dāsī tavāhaṃsyāmanyathātvaṃ mameti ca // PS_2,4.49 //	satyam dAsI tava-ahaMsyAm-anyaTAtvam mama-iti ca // PS_2,4.49 //
   adyā sarātriśca prātariti te gṛhamīyatuḥ /	adyA sarAtriH-ca prAtar-iti te gRham-IyatuH /
   tadbālanailyavarṇye tu sutānāha ca sādhavaḥ // PS_2,4.50 //	tad-bAla-nElya-varNye tu sutAn-Aha ca sADavaH // PS_2,4.50 //
   naiścantānalapadvaihvau kālānnā śobhavettava /	nEH-canta-anala-padvEhvO kAlAnnA SoBavet-tava /
   krūrāhayāstathākṛtvā tā cakrurmātṛ kiṃ karīm // PS_2,4.51 //	krUra-ahayAH-taTA-akRtvA tA cakruH-mAtR kim karIm // PS_2,4.51 //
   śaptāhayaḥ śeṣavākyātsvarucyā(tsvastryākṣa)kṣamamātmanaḥ /	Sapta-ahayaH Seza-vAkyAt-sva-rucyA(tsvastryAkza)-kzamam-AtmanaH /
   jñātvā dadurjaratkāroḥ sanāmnīṃ bhaginīṃ muneḥ // PS_2,4.52 //	jQAtvA dadurjaratkAroH sa-nAmnIm BaginIm muneH // PS_2,4.52 //
   sa viraktopi santaptaiḥ nirāśyairnarakāsthitaiḥ /	sa viraktopi santaptEH nirASyEH-naraka-AsTitEH /
   pitṛbhiḥ prārthito gṛhṇaṃstadgarbhe tvāstikaṃ vyadhāt // PS_2,4.53 //	pitRBiH prArTitaH gRhNan=-tad-garBe tu-Astikam vyaDAt // PS_2,4.53 //
   tāṃ tyaktumūrau suṣṭāpa sā sandhyārthevyabodhayat /	tAm tyaktu-mUrO suzwApa sA sanDyA-arTevyaboDayat /
   nidrābhaṅgakarā gacchetyāhu tatyāja tāṃ muniḥ // PS_2,4.54 //	nidrA-BaFga-karA gacCa-iti-Ahu tatyAja tAm muniH // PS_2,4.54 //
   sāgrajaṃ prāpya suṣuve śikhāyajñopavītinam /	sAgrajam prApya suzuve SiKA-yajQa-upavItinam /
   sa āpadi smṛto yāmītyuktogānmātulaṃ prati // PS_2,4.55 //	saH Apadi smRtaH yAmi-iti-uktaH-gAn-mAtulam prati // PH-_2,4.55 //
   naimiśaṃ vāsukiḥ prāpya sudhāmamṛtamanthane(te) /	nEmiSam vAsukiH prApya suDAm-amRta-manTane(te) /
   śaptā hīnā tātvikāno tenātyanvipa saṃmatāḥ // PS_2,4.56 //	SaptA hInA tAtvikAnaH tena-atyanvipa saMmatAH // PS_2,4.56 //
   takṣakaḥ śṛṅgiśāpena vyadaśacca parīkṣitam /	takzakaH SRFgi-SApena vyadaSat-ca parIkzitam /
   śaśāsa pṛthivīṃ tasya sutaḥ sa janamejayaḥ // PS_2,4.57 //	SaSAsa pRTivIm tasya sutaH sa janamejayaH // PS_2,4.57 //
   tadodaṅko gālavasya śiṣyaḥ sevā sukhātmanaḥ /	tadA-udaFkaH gAlavasya SizyaH sevA suKa-AtmanaH /
   dakṣiṇāmapi dāsyāmītyuktaḥ sa kupito 'diśat // PS_2,4.58 //	dakziNAm-api dAsyAmi-iti-uktaH sa kupitaH adiSat // PS_2,4.58 //
   asādhya pauṣyabhāryāyāḥ rājñā dehi sukuṇḍale /	asADya pOzya-BAryAyAH rAjQA dehi su-kuNxale /
   ityuktogāt puraṃ tasya mārge gomayabhakṣaṇam // PS_2,4.59 //	iti-uktogAt puram tasya mArge gomaya-BakzaNam // PS_2,4.59 //
   kṛtvānācāmya rājānaṃ dṛṣṭvā yācatsva bhāminīm /	kRtvA-anAcAmya rAjAnam dRzwvA yAcatsva BAminIm /
   yācayetyāha tāṃ gehe henāyasya śaptumārabhat // PS_2,4.60 //	yAcaya-iti-Aha tAm gehe hena-ayasya Saptum-AraBat // PS_2,4.60 //
   nṛpaṃ na śapa māṃ brahman śuddhaḥ paśyasi bhāminīm /	nRpam na Sapa mAm brahman SudDaH paSyasi BAminIm /
   tata ācamya gatvā tāṃ dṛṣṭvā tāṃ prāpa saṅkuṇḍale // PS_2,4.61 //	tatas Acamya gatvA tAm dRzwvA tAm prApa saFkuNxale // PS_2,4.61 //
   sāha pūrve takṣakāyemādāmāyā ca tepi ca /	sA-Aha pUrve takzakAyemAdAmAyAH ca tepi ca /
   pativratānasaṃdṛśyā(dhṛṣyā)hantu(ntuṃ)śakrohamādṛ(gamadrṛ)tam // PS_2,4.62	pativratAn-asaMdRSyA(-DRzyA)-hantu(ntuM)Sa-kroham-AdR(-gama-drR)tam // PS_2,4.62
   yato bhaveti taṃ prāhagurubhaktaṃ na mā spṛśet /	yatas Bava-iti tam prAha-guru-Baktam na mA spRSet /
   ityuktau yācitaḥ pauṣyādbhuñjan śrāddhānnagaṃ kacam // PS_2,4.63 //	iti-uktO yAcitaH pOzyAt-BuQjan SrAdDAt-na-gam kacam // PS_2,4.63 //
   dṛṣṭvā śatbhavāndha(śapadbhāndha)vastvam iti sopyaśapan munim /	dRzwvA SatBavAn-Da(Sapat-BAnDa)vaH-tvam iti sopyaSapan munim /
   apatnī kosīti rājye lokasyāndhopi paśyasi // PS_2,4.64 //	apatnI kosi-iti rAjye lokasya-anDopi paSyasi // PS_2,4.64 //
   iti datvā varaṃ vipro yayau mārgetha takṣakaḥ /	iti datvA varam vipraH yayO mArgeTa takzakaH /
   śiṣyo bhūtvā granthivāhaḥ soviśacca rasātalam // PS_2,4.65 //	SizyaH BUtvA granTivAhaH soviSat-ca rasAtalam // PS_2,4.65 //
   muniśca yogasāmarthyāttatrāgānnāgamāyayā /	muniH-ca yoga-sAmarTyAt-tatra-AgAt-nAga-mAyayA /
   adhostuvadhi(veści)vantasya gomūtraṃ netrayorvyadhāt // PS_2,4.66 //	aDostu-vaDi(veH-ci)vantasya go-mUtram netrayoH-vyaDAt // PS_2,4.66 //
   tato paśyannāgarājo bhiyādāt kuṇḍaladvayam /	tatas paSyat-nAga-rAjaH BiyAdAt kuNxala-dvayam /
   tadādāya gurordatvā kruddhogājjanamejayam // PS_2,4.67 //	tat-AdAya guroH-datvA krudDa-ugAt-janamejayam // PS_2,4.67 //
   taṃ prāhatvaṃ vṛthājāto pitṛmṛtyuṃ na cāvadhīḥ /	tam prAha-tvam vRTA-ajAtaH pitR-mRtyum na ca-avaDIH /
   ahaṃ mantrapravaktāsmi sambhārān chaṭayāścalam // PS_2,4.68 //	aham mantra-pravaktAsmi samBArAn CawayAH-calam // PS_2,4.68 //
   vinā śeṣaṃ sarvalokān nirbhujaṅgān karomyaham /	vinA Sezam sarva-lokAn nirBujaFgAn karomi-aham /
   ityuktvā sarpayāgena bhujaṅgān śatakoṭiśaḥ // PS_2,4.69 //	iti-uktvA sarpa-yAgena BujaFgAn Sata-kowiSas // PS_2,4.69 //
   vyahanacchakramagamaṃstakṣakādyā nacāpatan /	vyahanat-Sakram-agaman=-takzaka-AdyAH na-cApatan /
   tato ṛṣiḥ sahendrotra takṣakaḥ patatāmiti // PS_2,4.70 //	tatas RziH saha-indrotra takzakaH patatAm-iti // PS_2,4.70 //
   takṣakāyasahendrāya svāhetyajuhadāhutim /	takza-kAya-saha-indrAya svAhA-iti-ajuhat-Ahutim /
   tadākampatsvarāṇṇāgāḥ asmarannāstikaṃ munim // PS_2,4.71 //	tadA-akampat-svarANNAgAH asmarat-nAstikam munim // PS_2,4.71 //
   sobhītyā pūjito rājñā hyudakenāpi cāstikaḥ /	soBItyA pUjitaH rAjQA hi-udakena-api ca-AstikaH /
   svābhipretaṃ tadodakamāyā ca janamejayam // PS_2,4.72 //	sva-aBipretam tadA-udaka-mAyA ca janamejayam // PS_2,4.72 //
   dāsyerthitamiti prokte dehi mātulajīvanam /	dAsyerTitam-iti prokte dehi mAtula-jIvanam /
   iti takṣakapūrvān saḥ kālamṛtyorvyamūmucat // PS_2,4.73 //	iti takzaka-pUrvAn saH kAla-mRtyA-urvyam-Umucat // PS_2,4.73 //
   sācodakaṃ samādhā(dhyā)ya takṣakādīn vadhorvyadhāt /	sAcodakam samADa-a(-DyA)ya takzaka-AdIn vaDoH-vyaDAt /
   yajñaprāpya phalaṃ rājñe datvā sarpān athāśapat // PS_2,4.74 //	yajQa-prApya Palam rAjQe datvA sarpAn aTa-aSapat // PS_2,4.74 //
   anāgasaṃ mādaśadhvaṃ nāgasaṃsmaraṇān mama /	anAgasam mAdaSaDvam nAga-saMsmaraNAt mama /
   anyathā vaḥ śiraḥ śīrṇaṃ bhavediti yayau muniḥ // PS_2,4.75 //	anyaTA vaH SiraH SIrNam Bavet-iti yayO muniH // PS_2,4.75 //
   vinatā sevayākhinnā garbhaṃ garbhiṇyatāḍayat /	vinatA sevayA-aKinnA garBam garBiNI-atAxayat /
   urupṛṣṭhepurājātānūrupādavivarjitān // PS_2,4.76 //	uru-pRzWepurAjAtAn-Uru-pAda-vivarjitAn // PS_2,4.76 //
   svāśaktiṃ kālato dāsya prājñāṃrabhagarbhavipam /	svASaktim kAlataH dAsya prAjQAMraBagarBavipam /
   proktvā māturyayau yāntā sūryasyāsarathasthitaḥ // PS_2,4.77 //	proktvA mAtuH-yayO yAntA sUryasya-Asa-raTa-sTitaH // PS_2,4.77 //
   saudāminyāṃ sutau tasya dvau sampātijaṭāyuṣau /	sOdAminyAm sutO tasya dvO sampAti-jawA-AyuzO /
   kālena garuḍo jāto viṣṇorvāho babhūva ha // PS_2,4.78 //	kAlena garuxaH jAtaH vizNoH-vAhaH baBUva ha // PS_2,4.78 //
   piturvākyādbalaprāptyai babhakṣa gajakacchapau /	pituH-vAkyAt-bala-prAptyE baBakza gaja-kacCapO /
   gandhamādanago pūrvaṃ gandharvau śāpasambhavau // PS_2,4.79 //	ganDamAdana-gaH pUrvam ganDarvO SApa-samBavO // PS_2,4.79 //
   kadrūtamāhātmasutān prati pīyūṣadosicet /	kadrUta-mAha-Atma-sutAn prati pIyUza-dosicet /
   dāsyānmokṣe mātaraṃ ca ityepāstu na cādhikam // PS_2,4.80 //	dAsyAt-mokze mAtaram ca iti-epAH-tu na ca-aDikam // PS_2,4.80 //
   ityukto 'mṛtamādāya prādāttargādvyamocayat /	iti-uktaH amRtam-AdAya prAdAt-targAt-vyamocayat /
   dāsyāt svamātaraṃ svargagatavaccaṃ sureśvarāḥ // PS_2,4.81 //	dAsyAt sva-mAtaram svarga-gata-vat-cam sura-ISvarAH // PS_2,4.81 //
   prākṣipatṛṇavataṃ ca vidhūya ca sudhāṃ punaḥ /	prAkzipa-tRNavatam ca viDUya ca suDAm punar /
   śakroyadāpa ca svargaṃ(śakrāyadādāpasakhya) tasya kardrumathāvadat //	Sakroyat-Apa ca svargan(SakrAyadAda-apa-saKya) tasya kardrum-aTa-avadat //
   PS_2,4.82 //	PS_2,4.82 //
   kutomṛtaṃ hṛtamiti pṛṣṭe hi vinatāsutaḥ /	kutomRtam hRtam-iti pRzwe hi vinatA-sutaH /
   mātā tvayā vañcitā me mayā tvaṃ tena vañcitaḥ // PS_2,4.83 //	mAtA tvayA vaQcitA me mayA tvam tena vaQcitaH // PS_2,4.83 //
   dehītyuktā sudhāṃ pāyayeti noktamato(hṛ)dhṛtam /	dehi-iti-uktA suDAm pAyaya-iti na-uktam-ato(hR)-DRtam /
   tadādi garuḍaḥ sarpān vañcakān hantumārabhat // PS_2,4.84 //	tad-Adi garuxaH sarpAn vaQcakAn hantum-AraBat // PS_2,4.84 //
   kardurhisvottamādrohāt putraśokāturābhavat /	karduH-hisva-uttamA-drohAt putra-Soka-AturA-aBavat /
   vañcakāste patan yajñe tadanye garuḍāśinaḥ // PS_2,4.85 //	vaQcakAH-te patan yajQe tad-anye garuxa-ASinaH // PS_2,4.85 //
   tadutthitāstasya karaṃ datvā jīvanti kṛtsnaśaḥ /	tad-utTitAH-tasya karam datvA jIvanti kRtsnaSas /
   kovā nirāgasānusardhūgṛdhyajīvitumutsahe // PS_2,4.86 //	kovA nirAga-sAnu-sarDU-gRDya-jIvitum-utsahe // PS_2,4.86 //
   ihāmutrāpi duḥkhaṃ te yogyā api bhavanti hi /	iha-amutra-api duHKam te yogyAH api Bavanti hi /
   kimayogyā rākṣasāstu viśanti tama ūrjitam // PS_2,4.87 //	kim-ayogyAH rAkzasAH-tu viSanti tamaH Urjitam // PS_2,4.87 //
   evaṃ śeṣasya sāmīpyasevāyāmṛtapānataḥ /	evam Sezasya sAmIpya-sevAya-amRta-pAnataH /
   sakhyāt garutmataḥ śrīśabhaktito gurubhaktitaḥ // PS_2,4.88 //	saKyAt garutmataH SrISa-BaktitaH guru-BaktitaH // PS_2,4.88 //
   niṣkāpaṭyādāstikasya varataḥ śakradāsataḥ /	nizkApawyAt-Astikasya varataH Sakra-dAsataH /
   mātuḥ śāpaṃ tṛṇīkṛtya sukhamāpuḥ sa pannagāḥ // PS_2,4.89 //	mAtuH SApam tRNIkRtya suKam-ApuH sa pannagAH // PS_2,4.89 //
   kimalabhyaṃ jagatyasti viṣṇuvaiṣṇavasevayā /	kim-alaByam jagati-asti vizNu-vEzNava-sevayA /
   mahātale tu(ku) sarpāṇāṃ sthānaṃ vipati bibhratam // PS_2,4.90 //	mahA-tale tu(ku) sarpANAm sTAnam vipati biBratam // PS_2,4.90 //
   śivasya varatonyeṣu caranto yānti dur(gar)matiḥ // PS_2,4.91 //	Sivasya vara-tonyezu carantaH yAnti dur(gar)matiH // PS_2,4.91 //
   iti śrī prakāśasaṃhitāyāṃ dvitīyaparicchede caturtho 'dhyāyaḥ	iti SrI prakASa-saMhitAyAm dvitIya-paricCede caturTaH aDyAyaH
   śrībhagavānuvāca	SrI-BagavAn-uvAca
   rasātaledhasthāddānavāḥ śatakoṭiśaḥ /	rasAtaleDa-sTAt-dAnavAH Sata-kowiSas /
   daityāśca yātudhānāśca paulomāḥ kālakeyakāḥ // PS_2,5.1 //	dEtyAH-ca yAtuDAnAH-ca pOlomAH kAlakeyakAH // PS_2,5.1 //
   nivātākavacādhīrāḥ rākṣasāśca surāṇakāḥ /	nivAtAkavacA-DIrAH rAkzasAH-ca surANakAH /
   piśācā antyajāsṛkyāḥ mahākumati(mudi)no jarāḥ // PS_2,5.2 //	piSAcAH antyajAsRkyAH mahAkumati(-mudi)naH jarAH // PS_2,5.2 //
   vasanti cakrabhayato hareḥ sarvabhayādapi /	vasanti cakra-BayataH hareH sarva-BayAt-api /
   ye kecittātvikāstatra saṃvasanti surarṣabhāḥ // PS_2,5.3 //	ye kecid-tAtvikAH-tatra saMvasanti sura-RzaBAH // PS_2,5.3 //
   pratimanvantareṣvete varṣesmin bhāratekhilāḥ /	pratimanvantarezu-ete varzesmin BArateKilAH /
   harīrasurasadvipragoyoṣidaparāśramān // PS_2,5.4 //	harIH-asuH-asat-vi-prago-yozida-para-ASramAn // PS_2,5.4 //
   dūṣayitvā pātayitvā kecit pūrṇānyathādhiyaḥ /	dUzayitvA pAtayitvA kecid pUrNAni-aTa-ADiyaH /
   nitye vasanti narake hatā haryādi daiḥdvagddha // PS_2,5.5 //	nitye vasanti narake hatAH hari-Adi dEHdvagdDaH // PS_2,5.5 //
   nityaduḥsādhanābhūyo rasātalamupāśritāḥ /	nitya-duHsADana-aBUyaH rasAtalam-upASritAH /
   bhūmau bhūtvā brahmarudravarairloko(kā)pakāriṇaḥ // PS_2,5.6 //	BUmO BUtvA brahma-rudra-varEH-loko(kA)pakAriNaH // PS_2,5.6 //
   sarvāvatārai rāmeṇa kṛṣṇenāpi hatāḥ khilāḥ /	sarva-avatArEH rAmeNa kRzNena-api hatAH KilAH /
   vasanti nityanarake kālādyāsyanti vai tamaḥ // PS_2,5.7 //	vasanti nitya-narake kAlAdyAsyanti vE tamaH // PS_2,5.7 //
   tasmin hi saramānāmnī śunī brahmavarodbhavā /	tasmin hi saramAnAmnI SunI brahmavara-udBavAH /
   sadārtān bhīṣayanti daityān yamasya vaśavartinī // PS_2,5.8 //	sat-A-ArtAn BIzayanti dEtyAn yamasya vaSa-vartinI // PS_2,5.8 //
