   Ārya Saṃghāṭa Sūtra	Ārya SaMGAwa SUtra
   viśvāsamāpadyase / kiṃ tvayā manuṣyaloke na kiṃcidādīnavaṃ dṛṣṭaṃ / na	viSvAsam-Apadyase / kim tvayA manuzya-loke na kiMcid-AdInavam dRzwam / na
   jātyā[d ā]dīnavo dṛṣṭaḥ na jarayā na vyādherādīnavo dṛṣṭa / na	jAtyA[t A]dInavaH dRzwaH na jarayA na vyADeH-AdInavaH dRzwaH / na
   maraṇādādīnavo dṛṣṭa / āha / dṛṣṭo me āyuṣmanta jātyā[d ā]dīnavo jarayā	maraNAt-AdInavaH dRzwaH / Aha / dRzwaH me Ayuzmanta jAtyA[t A]dInavaH jarayA
   vyādherādīnavo dṛṣṭaḥ sarvapaścān maraṇādādīnavo dṛṣṭaḥ āha / kathaṃ na	vyADeH-AdInavaH dRzwaH sarva-paScAt maraNAt-AdInavaH dRzwaH Aha / kaTam na
   kṛtāni yat karaṇīyāni kuśalamūlāni / tat kathaṃ tvayā bhoḥ puruṣa na	kRtAni yat karaNIyAni kuSala-mUlAni / tat kaTam tvayA BoH puruza na
   kṛtamubhayorlokayo hitasaṃvartakāni dharmaskandhakuśalamūlāni / dvitīyaṃ	kRtam-uBayoH-lokayaH hita-saMvartakAni Darma-skanDa-kuSala-mUlAni / dvitIyam
   mārṣāḥ pṛcchāmi / kathaṃ tvayā na kṛtaḥ kuśalamūlasaṃbhāraḥ yastvaṃ	mArzAH pRcCAmi / kaTam tvayA na kRtaH kuSala-mUla-saMBAraH yaH-tvam
   parimuktaḥ syājjātyā jarayā vyādhermaraṇāt tat kathaṃ te na kṛtaṃ	parimuktaH syAt-jAtyA jarayA vyADeH-maraNAt tat kaTam te na kRtam
   yoniśomanasikārapratyavekṣaṇāṃ kiṃ tvayā bhoḥ puruṣa śrutaṃ / pṛthivyāṃ	yoni-Somana-sikAra-pratyavekzaNAm kim tvayA BoH puruza Srutam / pRTivyAm
   gaṇḍyāṃ ākoṭanaśabdaṃ / na ca dṛṣṭā jāṃbudvīpakā manuṣyā dānāni dadantaḥ	gaNxyAm Akowana-Sabdam / na ca dRzwAH jAMbudvIpakAH manuzyAH dAnAni dadantaH
   puṇyāni ca kurvantaḥ upavāsamupavasantaḥ tathāgatakṣetre	puNyAni ca kurvantaH upavAsam-upavasantaH taTAgata-kzetre
   kuśalamūlabījānyavaropayantaḥ gandhaṃ vā mālyaṃ vā dīpaṃ va na tvayā	kuSala-mUla-bIjAni-avaropayantaH ganDam vA mAlyam vA dIpam va na tvayA
   dṛṣṭaṃ khādanīyabhojanīyaṃ vā dīyamānam na ca te dṛṣṭāstathāgatasya	dRzwam KAdanIya-BojanIyam vA dIyamAnam na ca te dRzwAH-taTAgatasya
   catasraḥ parṣadaḥ santarpyamānāḥ bhikṣurvā bhikṣuṇī vā upāsako vā upāsikā	catasraH parzadaH santarpyamAnAH BikzuH-vA BikzuNI vA upAsakaH vA upAsikA
   vā imāṃścatasraḥ parṣadaḥ śāsane 'bhinivustāḥ evaṃ tasya hitāni	vE imAn=-catasraH parzadaH SAsane aBinivustAH evam tasya hitAni
   vadantyālapanti ca / na hi devakṛtaṃ kiṃcit asādhustvayā bhoḥ puruṣa kṛtam	vadanti-Alapanti ca / na hi deva-kRtam kiMcid asADuH-tvayA BoH puruza kRtam
   imimaṃ jaṃbudvīpamāgatya;	imimam jaMbudvIpam-Agatya;
   [SaSū 242] tasya mṛtasya dharmarājā tasmin kāle taṃ puruṣaṃ anuśāsan tā	[SaSU 242] tasya mRtasya DarmarAjA tasmin kAle tam puruzam anuSAsan tA
   gāthā bhāṣate -	gATAH BAzate -
   (83) dṛṣṭvā tathāgatotpādaḥ śrutvā gaṇḍīparāhatām	(83) dRzwvA taTAgata-utpAdaH SrutvA gaNxI-parAhatAm
   śrutvā dharman deśayamānaṃ śantaṃ nirvāṇagāminaṃ /	SrutvA Darman deSayamAnam Santam nirvANa-gAminam /
   (84) kasmāt te na kṛtaṃ puṇyaṃ paralokasukhāvaham	(84) kasmAt te na kRtam puNyam para-loka-suKa-Avaham
   bhokṣyase narake duḥkham aniṣṭhakarmaṇaḥ phalam	Bokzyase narake duHKam anizWa-karmaNaH Palam
   [SaSū 243] atha sa puruṣastaṃ dharmarājānaṃ gāthābhi pratyabhāṣata -	[SaSU 243] aTa sa puruzaH-tam DarmarAjAnam gATA-aBi pratyaBAzata -
   (85) bālabuddhirahaṃ āsīt pāpamitravaśānugaḥ	(85) bAla-budDiH-aham AsIt pApa-mitra-vaSa-anugaH
   kṛtaṃ me pāpakaṃ karma kāmabhrāntena cetasā //	kRtam me pApakam karma kAma-BrAntena cetasA //
   (86) kāmaśca me citastasya āgataṃ dāruṇaṃ phalam	(86) kAmaH-ca me citaH-tasya Agatam dAruNam Palam
   kṛtā me prāṇināṃ hiṃsā sāṃghikaṃ ca vināśitaṃ /	kRtA me prANinAm hiMsA sAMGikam ca vinASitam /
   (87) kṛtaṃ me stūpabhedaṃ ca praduṣṭenānatarātmanā	(87) kRtam me stu-upaBedam ca praduzwena-Anatara-AtmanA
   dauṣṭhulyaṃ bhāṣitaṃ vākyaṃ mātā me paritāpitā //	dOzWulyam BAzitam vAkyam mAtA me paritApitAH //
   (88) aparādhaṃ vijānāmi svaśarīreṇa yat kṛtaṃ	(88) aparADam vijAnAmi sva-SarIreNa yat kRtam
   raurave narake paśyāmyupapattiṃ sudāruṇe /	rOrave narake paSyAmi-upapattim su-dAruNe /
   (89) saṃghāte vedanāṃ vetsye tathaiva ca pratāpane /	(89) saMGAte vedanAm vetsye taTA-eva ca pratApane /
   mahāvīcau ca kaṭukāmanubhaviṣyāmi vedanāṃ	mahAvIcO ca kawukAm-anuBavizyAmi vedanAm
   (90) mahāpadme ca narake krandayiṣyāmi suduḥkhitaḥ	(90) mahApadme ca narake krandayizyAmi su-duHKitaH
   vārā śataṃ kālasūtre utpatsyāmi mahābhaye	vArA Satam kAlasUtre utpatsyAmi mahA-Baye
   (91) hatāśca nārakā sattvāḥ punaḥ paśyanti te bhayam	(91) hatAH-ca nArakA sattvAH punar paSyanti te Bayam
   yojanānāṃ śataṃ bhūyaḥ pratipadyanti mahābhayam	yojanAnAm Satam BUyas pratipadyanti mahA-Bayam
   (92) dvāran te na labhiṣyanti punaḥ kuṃbhe pratāpitāḥ	(92) dvAran te na laBizyanti punar kuMBe pratApitAH
   kṣūraṃ tu nāma narakaṃ sahasraṃ kṣūrasaṃbhavam	kzUram tu nAma narakam sahasram kzUra-saMBavam
   (93) śatam sahasraṃ koṭīnāṃ kṣūrāṇāṃ jāyate grataḥ	(93) Satam sahasram kowInAm kzUrANAm jAyate grataH
   taistasya bhidyante gātraṃ karmabhi duṣkṛtaiḥ svakaiḥ //	tEH-tasya Bidyante gAtram karmaBi duzkRtEH svakEH //
   (94) vātakṣobhā mahāghorā sarvaṃ cchindanti tāṃ tanum	(94) vAta-kzoBAH mahA-GorA sarvam cCindanti tAm tanum
   anubhāvyā mayā duḥkhā īdṛśā narake dhruvam	anuBAvyAH mayA duHKAH IdRSAH narake Druvam
   (95) drakṣyante sarvasattvā me kāyaṃ duḥkhaprapīḍitaṃ /	(95) drakzyante sarva-sattvAH me kAyam duHKa-prapIxitam /
   arthā parakyā ādattā mayā veśmasya kāraṇāt	arTA parakyAH AdattA mayA veSmasya kAraNAt-
   (96) putrā duhitaro mahya bhrātā ca bhāginī tathā	(96) putrAH duhitaraH mahya BrAtA ca BAginI taTA
   mātā pitā caiva mama mitrajñātigaṇo 'pi ca	mAtA pitA ca-eva mama mitra-jQAti-gaNaH api ca
   (97) dāsakarmakarāścaiva gāvo bhṛtyaḥ paśuṃ tathā /	(97) dAsa-karma-karAH-ca-eva gAvaH BRtyaH paSum taTA /
   bhrānto smyahaṃ kukāryeṣu rupyasauvarṇabhājanaiḥ	BrAntaH smi-aham ku-kAryezu rupya-sOvarNa-BAjanEH
   (98) vastraistathā susūkṣmaiśca bhrāntaḥ kārāpane gṛhe	(98) vastrEH-taTA su-sUkzmEH-ca BrAntaH kArApane gRhe
   suvicitraṃ gṛhaṃ kṛtvā naranārīsamākulaṃ /	su-vicitram gRham kRtvA nara-nArI-samAkulam /
   (99) vīṇāstūryāḥ parāhatya rataṃ me durdamaṃ manaḥ	(99) vINAH-tUryAH parAhatya ratam me durdamam manaH
   gātraṃ gandhodakairliptaṃ kṛtajño 'dyāpi naiva saḥ	gAtram ganDa-udakEH-liptam kRtajQaH adya-api na-eva saH
   (100) acetana śarīrastvaṃ bhrānto 'smi tava kāraṇāt	(100) acetana SarIraH-tvam BrAntaH asmi tava kAraNAt-
   na vidyā te mama trātā kaścit sattvaḥ punarbhavet	na vidyA te mama trAtA kaScid sattvaH punar-Bavet
   (101) vātakṣobhe mahāghore śarīraparitāpane /	(101) vAta-kzoBe mahA-Gore SarIra-paritApane /
   bhuktā rasā svāduvanto jihvayā vividhāstathā	BuktAH rasAH svAduvantaH jihvayA viviDAH-taTA
   (102) śīrṣe mālāśca bahavo baddhā śvitrāḥ suśobhanāḥ	(102) SIrze mAlAH-ca bahavaH badDA SvitrAH su-SoBanAH
   rūpeṇa bhrāmitaścakṣuścakṣutrāṇaṃ na vidyate /	rUpeNa BrAmitaH-cakzuH-cakzutrANam na vidyate /
   (103) pāpānāṃ cakṣuṣī heturmayā dṛṣṭvātu yatkṛtam	(103) pApAnAm cakzuzI hetuH-mayA dRzwvA-atu yat-kRtam
   śrotrau hetuśca me bhūyaḥ bāhū vajraparāhatāḥ	SrotrO hetuH-ca me BUyas bAhU vajra-parAhatAH
   (104) hastebhyaḥ kaṭakā baddhā aṅgulīyebhi yaṃtrikā /	(104) hasteByaH kawakAH badDA aFgulIyeBi yaMtrikA /
   grīvāyāṃ muktihārāṇi pādau cāpi svalaṃkṛtau	grIvAyAm mukti-hArANi pAdO ca-api su-alaMkRtO
   (105) jālāni kṛtvā tatraiva sauvaraṇaṃ saṃsthitaṃ tataḥ	(105) jAlAni kRtvA tatra-eva sOvaraNam saMsTitam tatas-
   gātrai ca vividhā ratnā sauvarṇakaṭakāstathā /	gAtrE ca viviDAH ratnA sOvarNa-kawakAH-taTA /
   (106) udārai ramito bhogairmanasaṃbṛhaṇairapi /	(106) udArEH ramitaH BogEH-mana-saMbRhaNEH-api /
   sparśaṃ ca sukumāraṃ me tṛṣṇagrastena sevitaṃ /	sparSam ca sukumAram me tRzNa-grastena sevitam /
   (107) nānāstaraṇaśayyābhiḥ kāyaḥ krīḍāpito mayā/	(107) nAnA-AstaraNa-SayyABiH kAyaH krIxA-pitaH mayA/
   snāto gandhodakairviśadairgandhaiścāpi pralepitaḥ	snAtaH ganDa-udakEH-viSadEH-ganDEH-ca-api pralepitaH
   (108) karpūracandanairdivyairdhūpanaiścāpi dhūpitaḥ	(108) karpUra-candanEH-divyEH-DUpanEH-ca-api DUpitaH
   kastūrikāsamāyukto vāso varṇakaraḥ kṛtaḥ	kastUrikA-samAyuktaH vAsaH varNa-karaH kRtaH
   (109) gandhavārṣikatailena sumanācaṇpakādibhiḥ	(109) ganDa-vArzika-tElena sumanA-caNpaka-AdiBiH
   makṣitaḥ pāṇḍuraṃ vastraṃ prāvṛtaṃ sūkṣmakāśikaṃ	makzitaH pANxuram vastram prAvRtam sUkzma-kASikam
   (110) avatīrya hastipṛṣṭhādaśvapṛṣṭhe bhiruhya ca	(110) avatIrya hasti-pRzWAt-aSva-pRzWe Biruhya ca
   rājāhamiti manyāmi jano me dhāvate grataḥ	rAjA-aham-iti manyAmi janaH me DAvate grataH
   (111) antaḥpuraṃ vijānāmi gīte nṛtye suśīkṣitaḥ	(111) antaHpuram vijAnAmi gIte nRtye su-SIkzitaH
   nirāparādhā mṛgayā hatā kāṇḍaiśca me mṛgā	nirAparADA mRgayA hatA kANxEH-ca me mRgA
   (112) īdṛśaṃ me kṛtaṃ pāpaṃ paralokamajānatā /	(112) IdRSam me kRtam pApam para-lokam-ajAnatA /
   paramāṃsā mayā bhuktāstato duḥkhamidaṃ mama //	para-mAMsAH mayA BuktAH-tatas duHKam-idam mama //
   (113) maraṇaṃ me na vijñātamāgamiṣyati dāruṇaṃ	(113) maraNam me na vijQAtam-Agamizyati dAruNam
   bālabuddhirahaṃ āsīccharīraṃ poṣitaṃ mayā /	bAla-budDiH-aham AsIt-SarIram pozitam mayA /
   (114) āgataṃ maraṇaṃ me dya kaścittrātā na vidyate /	(114) Agatam maraNam me dya kaScid-trAtA na vidyate /
   yūyaṃ hi jñātayaḥ sarve mukhaṃ me kiṃ nirīkṣatha /	yUyam hi jQAtayaH sarve muKam me kim nirIkzaTa /
   (115) kasmād vastraṃ pāṭayadhvaṃ pralāpaiścāpi kiṃkṛte /	(115) kasmAt vastram pAwayaDvam pralApEH-ca-api kiMkRte /
   keśān kasmād vikiratha raktaṃ kiṃ vā kariṣyati	keSAn kasmAt vikiraTa raktam kim vA karizyati
   (116) pāṃsuṃ ca śīrṣe kṣipatha urastāḍaṃ karotha kim	(116) pAMsum ca SIrze kzipaTaH uraH-tAxam karoTa kim
   jīvaṃ nāhaṃ vāritavyaḥ pāpāt kiṃ ruditena vaḥ	jIvam na-aham vAritavyaH pApAt kim ruditena vaH
   (117) śarīraṃ me vṛkabhojyaṃ kurkurāṇāṃ ca vāyasām	(117) SarIram me vRka-Bojyam kurkurANAm ca vAyasAm
   bhaviṣyate pakṣiṇāṃ ca vṛthā puṣṭaṃ ayan tanuḥ	Bavizyate pakziNAm ca vRTA puzwam ayan tanuH
   (118) maraṇoragasaṃspṛṣṭo jāyate 'pi sudāruṇaḥ	(118) maraNa-uraga-saMspRzwaH jAyate api su-dAruNaH
   tathopayojyaṃ bhaiṣajyaṃ yathāsmān mucyate bhayāt	taTA-upayojyam BEzajyam yaTA-asmAt mucyate BayAt-
   (119) yan me vaidyāḥ pradāsyanti bhaiṣajyaṃ na tadiṣyate	(119) yat me vEdyAH pradAsyanti BEzajyam na tat-izyate
   sāṃprataṃ dharmabhaiṣajyaṃ kleśoragavimocakam	sAMpratam Darma-BEzajyam kleSa-uraga-vimocakam
   (120) mṛyato mama dātavyaṃ mā memaṃ saṃprayacchatha /	(120) mRyataH mama dAtavyam mA mA-imam saMprayacCaTa /
   poṣyamāṇaśarīro yamavaśyaṃ nāśameṣyati /	pozyamANa-SarIraH yam-a-vaSyam nASam-ezyati /
   (121) pāpaskandhaṃ kimākṣipya yatpaścā duḥkhadāyakam	(121) pApa-skanDam kim-Akzipya yat-paScA duHKa-dAyakam
   poṣito me pṛyaṃ kāyaḥ kṛtaghnatvaṃ kariṣyati /	pozitaH me pRyam kAyaH kRtaGna-tvam karizyati /
   (122) putrā duhitaraṃ kiṃ me cakṣuṣā sannirīkṣatha /	(122) putrAH duhitaram kim me cakzuzA sannirIkzaTa /
   trāyadhvamasmād rogān me rudadhvaṃ kinnirarthakam	trAyaDvam-asmAt rogAn me rudaDvam kinnirarTakam
   (123) yūyaṃ hi putra duhitṛ kṛtaghnā mama sāmpratam	(123) yUyam hi putra duhitR kRtaGnAH mama sAmpratam
   yuṣmākaṃ poṣaṇārthāya parakīyaṃ mayā hṛtaṃ /	yuzmAkam pozaNa-arTAya parakIyam mayA hRtam /
   (124) sāprataṃ maraṇaṃ prāptaṃ nirāśaṃ mām karotha kim	(124) sa-apratam maraNam prAptam nirASam mAm karoTa kim
   jātidurgatisaṃtrasto maraṇena ca pīḍitaḥ	jAti-durgati-saMtrastaH maraNena ca pIxitaH
   (125) vedanā saṃjñā saṃskārāḥ sparṣaṃ paramavedanāḥ	(125) vedanA saMjQA saMskArAH sparzam parama-vedanAH
   tṛṣṇāyā bhrāmyate bālaḥ prāpnoti kaṭukaṃ phalaṃ;	tRzNAyAH BrAmyate bAlaH prApnoti kawukam PalaM;
   (126) śokabandhana mahya tu jātasya viṣame kule	(126) Soka-banDana mahya tu jAtasya vizame kule
   alpapuṇyaṃ tu māṃ jñātvā śocayiṣyantyapare janāḥ	alpa-puNyam tu mAm jQAtvA Socayizyanti-apare janAH
   (127) dānaśīlaparibhraṣṭo dharmāccāpi parānmukhaḥ	(127) dAna-SIla-pariBrazwaH DarmAt-ca-api parAn-muKaH
   punarbhavaṃ na jānīte kleśoragaviṣārditā	punarBavam na jAnIte kleSa-uraga-viza-arditA
   (128) bhrāmyate vidyayā bālo yatra mokṣaṃ na vidyate /	(128) BrAmyate vidyayA bAlaH yatra mokzam na vidyate /
   mokṣārthaṃ na vijānāti bhrāntaḥ pāpaṃ karoti ca	mokza-arTam na vijAnAti BrAntaH pApam karoti ca
   (129) kleśaiśca bhrāmyate bālo nityaṃ vyākṣiptamānasaḥ //	(129) kleSEH-ca BrAmyate bAlaH nityam vyAkzipta-mAnasaH //
   dahyate hyagninā dīptaḥ kāyo vividhabandhanaḥ	dahyate hi-agninA dIptaH kAyaH viviDa-banDanaH
   (130) vibhrānto bhramate kāyo yatra saukhyaṃ na vidyate /	(130) viBrAntaH Bramate kAyaH yatra sOKyam na vidyate /
   tacca saukhyaṃ na jānāti yadabhyantasukhāvaham	tat-ca sOKyam na jAnAti yat-aByanta-suKa-Avaham
   (131) buddhānām sukhadaṃ kṣetraṃ dharmacakraṃ mahāgadam	(131) budDAnAm suKa-dam kzetram Darma-cakram mahA-gadam
   śīlaṃ ca satyaṃ śīlanāṃ brahmaghoṣāstathāgatā //	SIlam ca satyam SIlanAm brahmaGozAH-taTAgatAH //
   [SaSū 244] atha khalu bhagavān bhaiṣajyasenaṃ bodhisattvaṃ	[SaSU 244] aTa Kalu BagavAn BEzajya-senam boDisattvam
   mahāsattvamāmantrayetadavocat - evaṃ ca bhaiṣajyasena sattvā maraṇakāle	mahAsattvam-Amantrayetat-avocat  evam ca BEzajyasena sattvAH maraNa-kAle
   paridevanti / na na hi teṣāṃ kaścittrātā bhaviṣyatyanyatra sukṛtānāṃ	paridevanti / na na hi tezAm kaScid-trAtA Bavizyati-anyatra su-kRtAnAm
   karmāṇāṃ phalavipākaṃ ca gāthā cemā bhāṣate //	karmANAm Pala-vipAkam ca gATA ca-imAH BAzate //
   (132) kṛtvā tu pāpakaṃ karma narakeṣu patanti hi	(132) kRtvA tu pApakam karma narakezu patanti hi
   bhuṃjante cīmaraṃ taptaṃ pīvante lohapānakam	BuMjante cImaram taptam pIvante loha-pAnakam
   (133) kāyebhyo varṣate 'ṅgāraṃ dagdhāḥ krandanti dāruṇam	(133) kAyeByaH varzate aFgAram dagDAH krandanti dAruNam
   dahyatyeṣāṃ taccharīraṃ narakesmin mahābhaye /	dahyati-ezAm tat-SarIram narakesmin mahA-Baye /
   (134) na vijānanti saukhyāni dharmaṃ ca na vijānate	(134) na vijAnanti sOKyAni Darmam ca na vijAnate
   bālo bhramatyadharmeṇa saukhyaṃ nāpnoti kiṃcana;	bAlaH Bramati-aDarmeNa sOKyam na-Apnoti kiMcana;
   (135) śraddhāśīlena saṃpannaḥ prajñāyukto mahātapāḥ	(135) SradDA-SIlena saMpannaH prajQA-yuktaH mahA-tapAH
   mitraṃ bhajati kalyāṇaṃ śīghraṃ bhoti tathāgataḥ	mitram Bajati kalyANam SIGram Boti taTAgataH
   (136) vīryamārabhate śreyaṃ buddhalokopapattaye	(136) vIryam-AraBate Sreyam budDa-loka-upapattaye
   deśetha kuśalaṃ dharmaṃ sarvasattvaparigrahaṃ	deSeTa kuSalam Darmam sarva-sattva-parigraham
   (137) maitraṃ cittaṃ samāpanno brahmacaryaparāyaṇaḥ	(137) mEtram cittam samApannaH brahmacarya-parAyaNaH
   śrutvaivaṃ bhaiṣajyasena pratipattiparo bhavet	SrutvA-evam BEzajyasena pratipatti-paraH Bavet-
   (138) vimuktidarśanaṃ buddhaṃ guṣṭaśabdaṃ vināyakaṃ /	(138) vimukti-darSanam budDam guzwa-Sabdam vinAyakam /
   lokasya mātāpitaraṃ bodhicittaṃ taducyate /	lokasya mAtA-pitaram boDi-cittam tat-ucyate /
   (139) kalyāṇamitrāṃ paramāṃ suduṣkaraṃ yo deśayet	(139) kalyANa-mitrAm paramAm su-duzkaram yaH deSayet-
   [[iha]] dharma loke śṛṇvanti ye gauravādbuddhaśāsanaṃ	[[iha]] Darma loke SRNvanti ye gOravAt-budDa-SAsanam
   te bhonti buddhāḥ sugatā narottamāḥ	te Bonti budDAH sugatAH nara-uttamAH
   (140) lokanāthā bhavantyete sarvasattvapramocakāḥ	(140) lokanATAH Bavanti-ete sarva-sattva-pramocakAH
   śāntebhyo buddhakṣetrebhyo ye bhavanti sagauravāḥ //	SAnteByaH budDa-kzetreByaH ye Bavanti sa-gOravAH //
   [SaSū 245] atha khalu bhaiṣajyaseno bodhisattvo mahāsattvo	[SaSU 245] aTa Kalu BEzajyasenaH boDisattvaH mahAsattvaH-
   bhagavantametadavocat - kim idaṃ bhagavan pṛthivī kaṃpati saṃprakaṃpati /	Bagavantam-etat-avocat  kim idam Bagavan pRTivI kaMpati saMprakaMpati /
   evamukte bhagavān bhaiṣajyasenaṃ bodhisattvaṃ mahāsattvametadavocat -	evam-ukte BagavAn BEzajya-senam boDisattvam mahAsattvam-etat-avocat -
   vyavalokaya bhaiṣajyasena kiṃ paśyasi / vyavalokitaṃ bhaiṣajyasenena	vyavalokaya BEzajyasena kim paSyasi / vyavalokitam BEzajyasenena
   bodhisattvena mahāsattvena / atha tāvadeva caturbhyo digbhyaḥ paśyati /	boDisattvena mahAsattvena / aTa tAvat-eva caturByaH digByaH paSyati /
   pṛthivīvivaraṃ dadāti / pṛthivyā vivṛtāyāṃ paśyati / pṛthivīvivarebhyo	pRTivI-vivaram dadAti / pRTivyAH vivRtAyAm paSyati / pRTivI-vivareByaH-
   viṃśati koṭyo manuṣyāṇāṃ jāyante / adhastāddiśi viṃśati koṭyo manuṣyānāṃ	viMSati kowyaH manuzyANAm jAyante / aDastAt-diSi viMSati kowyaH manuzyAnAm
   jāyante / ūrdhvāyāṃ diśāyāṃ paṃcaviṃśati koṭyo manuṣyānāṃ jāyante /	jAyante / UrDvAyAm diSAyAm paMcaviMSati kowyaH manuzyAnAm jAyante /
   [SaSū 246] atha te daharāḥ sattvā vyavalokya bhagavantametadavocan katame	[SaSU 246] aTa te daharAH sattvAH vyavalokya Bagavantam-etat-avocan katame
   bhagavanniha jātā / bhagavān āha - paśyatha yūyamime janakāyāḥ ta āhuḥ	Bagavan=-iha jAtAH / BagavAn Aha  paSyaTa yUyam-ime janakAyAH te AhuH
   paśyāmo bhagavan bhagavān āha - ime janakāyā yuṣmākaṃ sakhāyā jātāḥ ta	paSyAmaH Bagavan BagavAn Aha  ime janakAyAH yuzmAkam saKAyAH jAtAH ta
   āhuḥ eteṣāmapi bhagavan sattvānāṃ maraṇaṃ bhaviṣyatīti; bhagavān āha -	AhuH etezAm-api Bagavan sattvAnAm maraNam Bavizyati-iti; BagavAn Aha -
   evametan mārṣāḥ sarvasattvānāmapi maraṇaṃ bhaviṣyati /	evam-etat mArzAH sarva-sattvAnAm-api maraNam Bavizyati /
   [SaSū 247] atha te pūrvimakā sattvā daharāḥ ye prathamataramutpannāste	[SaSU 247] aTa te pUrvimakA sattvAH daharAH ye praTamataram-utpannAH-te
   yena bhagavāṃstenāṃjaliṃ praṇamayya bhagavantametadavocan - notsahāmo	yena BagavAn=-tena-aMjalim praNamayya Bagavantam-etat-avocan  na-utsahAmaH-
   vayaṃ punarbhagavaṃ jātiṃ maraṇaṃ ca draṣṭum bhagavān āha - tatkiṃ	vayam punar-Bagavam jAtim maraNam ca drazwum BagavAn Aha  tat-kim
   yūyamutsahatha vīryavalālabdham ta āhuḥ tathāgataṃ saṃmukhaṃ paśyemaḥ	yUyam-utsahaTa vIrya-valA-labDam te AhuH taTAgatam saMmuKam paSya-imaH
   tasya ca sakāśāddharmaśravaṇaṃ mṛṣṭaṃ manāpaṃ śṛṇuyāmaḥ	tasya ca sakASAt-Darma-SravaNam mRzwam manApam SRNuyAmaH
   tathāgataśrāvakasaṃghaṃ ca niṣaṇṇaṃ paśyemaḥ bodhisattvān mahardhikān	taTAgata-SrAvaka-saMGam ca nizaNNam paSya-imaH boDisattvAn maharDikAn
   mahānubhāvān paśyemaḥ īdṛśaṃ ca bhagavannotsahāmo jātiṃ maraṇaṃ ca draṣṭum	mahA-anuBAvAn paSya-imaH IdRSam ca Bagavat-na-utsahAmaH jAtim maraNam ca drazwum
   [SaSū 248] atha khalu bhaiṣajyaseno bodhisattvo mahāsattvo	[SaSU 248] aTa Kalu BEzajyasenaH boDisattvaH mahAsattvaH-
   ṛddhibalenotthāyāsanāt sārdhaṃ taiḥ paṃcabhirbodhisattvaśataiḥ te sarve	RdDi-balena-utTAya-AsanAt sArDam tEH paMcaBiH-boDisattva-SatEH te sarve
   ṛddhyā utthāyoparyantarīkṣe caṃkramanti / paryaṃkañca badhvā dhyāyanti /	RdDyAH utTAya-upari-antarIkze caMkramanti / paryaMkaQca baDvAH DyAyanti /
   teṣāṃ sarvakāyebhyaḥ siṃhā niṣkrāmanti / vyāghrā niṣkrāmanti / vyāḍā	tezAm sarva-kAyeByaH siMhAH nizkrAmanti / vyAGrAH nizkrAmanti / vyAxA
   niṣkrāmanti / hastino niṣkrāmanti / mahāṛddhivikurvitāni darśayanti /	nizkrAmanti / hastinaH nizkrAmanti / mahARdDi-vikurvitAni darSayanti /
   parvateṣu ca paryaṃkaṃ badhvā niṣīdanti /	parvatezu ca paryaMkam baDvAH nizIdanti /
   viṃśatiryojanasahasrāṇyūrdhvamāruhanti / daśa koṭīsahasrāṇi	viMSatiH-yojana-sahasrANi-UrDvam-Aruhanti / daSa kowI-sahasrANi
   candramasūryāṇi-m-avataranti /	candramasUrya-aNi-m-avataranti /
   [SaSū 249] atha khalu te daharāḥ sattvā bhagavantametadavocan - ko	[SaSU 249] aTa Kalu te daharAH sattvAH Bagavantam-etat-avocan  kaH-
   bhagavan hetuḥ kaḥ pratyayo mahāraśmyāvabhāsasya mahacca ṛddhivikurvitā	Bagavan hetuH kaH pratyayaH mahA-raSmyA-avaBAsasya mahat-ca RdDi-vikurvitA
   loke prādurbhūtāḥ bhagavān āha - paśyatha kulaputrā etau candrasūryau	loke prAdurBUtAH BagavAn Aha  paSyaTa kula-putrAH etO candra-sUryO
   prādurbhūtau / ta āhu / paśyāmo bhadanta bhagavan paśyāmo bhadanta sugata;	prAdurBUtO / te Ahu / paSyAmaH Badanta Bagavan paSyAmaH Badanta sugata;
   bhagavān āha - eṣa bodhisattvaiḥ svakāyād raśmyāvabhāso ṛddhiprātihāryaṃ	BagavAn Aha  eza boDisattvEH sva-kAyAt raSmyA-avaBAsaH RdDi-prAtihAryam
   ca darśitaṃ sandarśayitvā sattvānān dharman deśayanti / bahujanahitāya	ca darSitam sandarSayitvA sattvAnAn Darman deSayanti / bahu-jana-hitAya
