   akatra prativāsinaḥ (?) K_892b	akatra prativAsinaH (?) K_892b
   saputro vijane vane Mn_10.107b	sa putraH vijane vane M= _10.107b
   sa punar dvividhaḥ proktaḥ Nar_2.03a	sa punar dviviDaH proktaH Nar_2.03a
   sa punar dvividhaḥ prokto Nar_1.109a	sa punar dviviDaH proktaH Nar_1.109a
   sa pūjyaḥ satataṃ nṛpaḥ Mn_8.303b	sa pUjyaH satatam nRpaH M= _8.303b
   sa pūrtaphalam aśnute YS99v_70d	sa pUrta Palam aSnute YS99u _70d
   sa paunarbhava ucyate Mn_9.175d	sa pOnarBavaH ucyate M= _9.175d
   saptakasyāsya vargasya Mn_7.52a	saptakasya asya vargasya M= _7.52a
   sapta janmāni vai naraḥ Par_9.60d	sapta janmAni vE naraH Par_9.60d
   saptatyā sthaviraś ca yaḥ Mn_8.394b	saptatyA sTaviraH ca yaH M= _8.394b
   saptatyūrdhvaṃ tu cettasyāḥ Ang_1.61a	saptati UrDvam tu ced tasyAH Ank _1.61a
   saptatriṃśadanadhyāyān Yj_1.151c	saptatriMSat anaDyAyAn Yt _1.151c
   saptadvārāvakīrṇāṃ ca Mn_6.48c	sapta dvAra avakIrNAm ca M= _6.48c
   sapta nadyaḥ prakīrtitāḥ Ang_1.930b	sapta nadyaH prakIrtitAH Ank _1.930b
   sapta pañca daśāpi vā YS99v_46d	sapta paQca daSA api vA YS99u _46d
   sapta prakṛtayo hy etāḥ Mn_9.294c	sapta prakRtayaH hi etAH M= _9.294c
   sapta proktā yathākramam Nar_12.45b	sapta proktA yaTAkramam Nar_12.45b
   saptamaś cāpi yo bhavet K_890b	saptamaH ca api yaH Bavet K_890b
   saptamād daśamād vāpi Yj_3.3a	saptamAt daSamAt vA api Yt _3.3a
   saptamīprabhṛti hyevaṃ Ang_1.923c	saptamI praBRti hi evam Ank _1.923c
   saptame cāṣṭame caiva Yj_3.81c	saptame ca azwame ca eva Yt _3.81c
   saptame tu dinatrayāt Par_3.9d	saptame tu dina trayAt Par_3.9d
   saptame tv aindavadvayam Par_4.12d	saptame tu Endava dvayam Par_4.12d
   saptame navame tathā YS99v_88b	saptame navame taTA YS99u _88b
   saptame pañcame 'pi vā Yj_1.96b	saptame paQcame api vE Yt _1.96b
   saptame vinivartate Mn_5.60b	saptame vinivartate M= _5.60b
   saptame 'ṃśe 'ṣṭame 'pi vā K_708b	saptame aMSe azwame api vA K_708b
   saptarātram anāturaḥ Yj_3.281b	sapta rAtram anAturaH Yt _3.281b
   saptarātraṃ yavān pibet Mn_11.152[151M]d	sapta rAtram yavAn pibet M= _11.152[151M]d
   saptarṣayas tathendrāya Nar_1.222a	saptarzayaH taTA indrAya Nar_1.222a
   saptarṣināgavīthyantar Yj_3.187a	saptarzi nAga vITI antar Yt _3.187a
   sapta vahner ivārciṣaḥ Nar_M1.26d	sapta vahneH iva arcizaH Nar_M1.26d
   sapta vittāgamā dharmyā Mn_10.115a	sapta vitta AgamAH DarmyAH M= _10.115a
   saptaṣaṣṭis tathā lakṣāḥ Yj_3.103c	saptazazwiH taTA lakzAH Yt _3.103c
   saptasapta parāvarān Mn_1.105b	sapta sapta parAvarAn M= _1.105b
   sapta sapta parāvarān Mn_3.38b	sapta sapta parAvarAn M= _3.38b
   saptasveteṣvacyutaśced Ang_1.504c	saptasu etezu acyutaH ced Ank _1.504c
   saptāgārāṃś cared bhaikṣaṃ Mn_11.122[121M]c	saptAgArAn caret BEkzam M= _11.122[121M]c
   saptāṅgasyeha rājyasya Mn_9.296a	sapta aFgasya iha rAjyasya M= _9.296a
   saptāṅgaṃ rājyam ucyate Mn_9.294d	sapta aFgam rAjyam ucyate M= _9.294d
   saptānāṃ prakṛtīnāṃ tu Mn_9.295a	saptAnAm prakRtInAm tu M= _9.295a
   saptāvarās tu ye darbhā Par_11.34c	sapta avarAH tu ye darBA Par_11.34c
   saptāśvatthasya pattrāṇi Nar_20.17c	sapta aSvatTasya pattrANi Nar_20.17c
   saptāśvatthasya patrāṇi Yj_2.103c	sapta aSvatTasya patrANi Yt _2.103c
   saptāhaṃ dvādaśābdike K_154d	sapta aham dvAdaSa Abdike K_154d
   saptāhaṃ vā ṛṇādiṣu K_146d	sapta aham vE RNa Adizu K_146d
   saptāhaṃ syāt parīkṣaṇam Nar_9.5d	sapta aham syAt parIkzaNam Nar_9.5d
   saptāhaṃ syāt pravīkṣaṇam K_693d	sapta aham syAt pravIkzaNam K_693d
   saptāhāt tu pratīyeta K_410a	sapta ahAt tu pratIyeta K_410a
   saptāhād yasya dṛśyate Nar_20.43c	sapta ahAt yasya dRSyate Nar_20.43c
   saptāhena tu kṛcchro 'yaṃ Yj_3.315c	sapta ahena tu kRcCraH ayam Yt _3.315c
   saptaite antyajāḥ smṛtāḥ YS99v_33d	saptA ete antyajAH smRtAH YS99u _33d
   saptaite cāntyajāḥ smṛtāḥ YS78v_54d	saptA ete ca antyajAH smRtAH YS78u _54d
   saptaite dāsayonayaḥ Mn_8.415d	saptA ete dAsa yonayaH M= _8.415d
   saptaite parikīrtitāḥ Ang_2,4.4b	saptA ete parikIrtitAH Ank _2,4.4b
   saptaiva tu purīṣasya Yj_3.105c	sapta eva tu purIzasya Yt _3.105c
   saptottaraṃ marmaśataṃ Yj_3.102c	sapta uttaram marma Satam Yt _3.102c
   sa pradāpyaḥ kṛṣṭaphalaṃ Yj_2.158c	sa pradApyaH kRzwa Palam Yt _2.158c
   sa pranaṣṭaprasūrnityaṃ Ang_1.720a	sa pranazwa prasUH nityam Ank _1.720a
   saprāḍvivākaḥ sāmātyaḥ K_056a	sa prAxvivAkaH sa amAtyaH K_056a
   sa preto na sahiṣyati Ang_1.96b	sa pretaH na sahizyati Ank _1.96b
   sa pretya paśutāṃ yāti Mn_5.35c	sa pretya paSu tAm yAti M= _5.35c
   sa pretyeha ca naśyati Mn_8.171d	sa pretya iha ca naSyati M= _8.171d
   sa pretyeha ca vardhate Mn_8.172d	sa pretya iha ca varDate M= _8.172d
   saphalaṃ jāyate sarvām YS182v_5.17a	saPalam jAyate sarvAm YS182u _5.17a
   saphalaṃ paitṛkaṃ bhavet YS182v_5.14d	saPalam pEtRkam Bavet YS182u _5.14d
   sa phalaṃ pretya ceha ca Nar_1.45d	sa Palam pretya ca iha ca Nar_1.45d
   sa bāhyaḥ pitṛdaivataiḥ Par_12.15d	sa bAhyaH pitR dEvatEH Par_12.15d
   sabrahmacārikātmīya  Yj_2.85c	sabrahmacArika AtmIya Yt _2.85c
   sabrahmacāriṇy ekāham Mn_5.71[70M]a	sabrahmacAriNi eka aham M= _5.71[70M]a
   sa brahma param abhyeti Mn_2.82c	sa brahma param aByeti M= _2.82c
   sa brahmasteyasaṃyukto Mn_2.116c	sa brahma steya saMyuktaH M= _2.116c
   sabrāhmaṇapurohitaḥ K_056b	sa brAhmaNa purohitaH K_056b
   sa bhavet karmacāṇḍālo Par_4.21c	sa Bavet karma cANxAlaH Par_4.21c
   sa bhavetkiṃ tu sa smṛtaḥ Ang_1.701d	sa Bavet kim tu sa smRtaH Ang_1.701d
   sabhāntaḥ sākṣiṇaḥ prāptān Mn_8.79a	saBA antar sAkziNaH prAptAn M= _8.79a
   sabhāntaḥ sākṣiṇaḥ sarvān K_342a	saBA antar sAkziNaH sarvAn K_342a
   sabhāntaḥsthais tu vaktavyaṃ K_387a	saBA antar sTEH tu vaktavyam K_387a
   sabhāprapāpūpaśālā  Mn_9.264a	saBA prapApu upa SAlA M= _9.264a
   sabhāprapāpūpaśālā  Nar_19.7a	saBA prapApu upa SAlA Nar_19.7a
   sabhām eva praviśyāgryām Mn_8.10c	saBAm eva praviSya agryAm M= _8.10c
   sabhā vā na praveṣṭavyā Nar_M3.9a	saBA vA na pravezwavyA Nar_M3.9a
   sabhāsadaś ca ye tatra K_263a	saBAsadaH ca ye tatra K_263a
   sabhāsthāneṣu pūrvāhṇe K_060a	saBA sTAnezu pUrvAhNe K_060a
   sabhāṃ gatvā samāhitaḥ K_055b	saBAm gatvA samAhitaH K_055b
   sabhāṃ yatropatiṣṭhate Mn_8.12b	saBAm yatra upatizWate M= _8.12b
   sabhāṃ yatropatiṣṭhate Nar_M3.8b	saBAm yatra upatizWate Nar_M3.8b
   sabhāṃ vā na praveṣṭavyaṃ Mn_8.13a	saBAm vA na pravezwavyam M= _8.13a
   sabhikapratyayā kriyā K_940d	saBika pratyayA kriyA K_940d
   sabhikaḥ kārayed dyūtaṃ K_936a	saBikaH kArayet dyUtam K_936a
   sabhikaḥ kārayed dyūtaṃ Nar_17.2a	saBikaH kArayet dyUtam Nar_17.2a
   sabhikaḥ pañcakaṃ śatam Yj_2.199b	saBikaH paQcakam Satam Yt _2.199b
   sa bhuñjāno na jānāti Mn_3.115[105M]c	sa BuQjAnaH na jAnAti M= _3.115[105M]c
   sa bhūtātmocyate budhaiḥ Mn_12.12d	sa BUtAtmA ucyate buDEH M= _12.12d
   sa bhaikṣabhuj japan nityaṃ Par_7.9a	sa BEkza Buj japan nityam Par_7.9a
   sabhair eva jitaḥ paścād Nar_M2.43a	saBEH eva jitaH paScAt Nar_M2.43a
   sabhyadoṣāt tu yan naṣṭaṃ K_081a	saBya dozAt tu yat nazwam K_081a
   sabhyānāṃ prāḍvivākasya K_261a	saByAnAm prAxvivAkasya K_261a
   sabhyān rājānam eva ca Nar_M1.13b	saByAn rAjAnam eva ca Nar_M1.13b
   sabhyāś ca sākṣiṇaś caiva K_198a	saByAH ca sAkziNaH ca eva K_198a
   sabhyāś cātra na tuṣyanti Nar_1.224c	saByAH ca atra na tuzyanti Nar_1.224c
   sabhyāś caiva viśeṣataḥ K_070d	saByAH ca eva viSezataH K_070d
   sabhyāś caivānupūrvaśaḥ K_355b	saByAH ca eva anupUrvaSas K_355b
   sabhyās taṃ daṇḍam āpnuyuḥ Nar_M1.58b	saByAH tam daNxam ApnuyuH Nar_M1.58b
   sabhyāḥ kāryā dvijottamāḥ K_071d	saByAH kAryAH dvijottamAH K_071d
   sabhyāḥ pṛthak pṛthag daṇḍyā Yj_2.4c	saByAH pRTak pRTak daNxyAH Yt _2.4c
   sabhyāḥ sajayino daṇḍyā Yj_2.305c	saByAH sa jayinaH daNxyAH Yt _2.305c
   sabhyenāvaśyavaktavyaṃ K_077a	saByena avaSya vaktavyam K_077a
   sabhyair eva tribhir vṛtaḥ Mn_8.10b	saByEH eva triBiH vRtaH M= _8.10b
   sabhyair evāvadhāryate K_495b	saByEH eva avaDAryate K_495b
   sabhyair yatra viniścitam K_072b	saByEH yatra viniScitam K_072b
   sabhyaiḥ kāryaviniścayaḥ Nar_M2.42b	saByEH kArya viniScayaH Nar_M2.42b
   sabhyaiḥ parivṛto 'nvaham Yj_1.360d	saByEH parivRtaH anvaham Yt _1.360d
   sabhyaiḥ saha niyoktavyo Yj_2.3c	saByEH saha niyoktavyaH Yt _2.3c
   sabhyaiḥ saha parīkṣayet K_340d	saByEH saha parIkzayet K_340d
   sabhyo 'sabhyaḥ sa vijñeyas Nar_M1.59c	saByaH asaByaH sa vijQeyaH Nar_M1.59c
   sa bhrātṛbhir bṛṃhaṇīyo Nar_13.35c	sa BrAtRBiH bRMhaNIyaH Nar_13.35c
   samakālam iṣuṃ muktam Yj_2.109a	sama kAlam izum muktam Yt _2.109a
   samakṣadarśanāt sākṣī Nar_1.128a	samakza darSanAt sAkzI Nar_1.128a
   samakṣadarśanāt sākṣyaṃ Mn_8.74a	samakza darSanAt sAkzyam M= _8.74a
   samakṣaṃ jīvato 'py asya Nar_1.69c	samakzam jIvataH api asya Nar_1.69c
   samakṣaṃ sīmni sākṣiṇaḥ Mn_8.254b	samakzam sImni sAkziNaH M= _8.254b
   samagopucchalomāni Ang_1.57a	sama gopucCa lomAni Ank _1.57a
   samagradhanam akṣatam Mn_8.380d	samagra Danam akzatam M= _8.380d
   samagradhanam akṣatam K_483d	samagra Danam akzatam K_483d
   samagramalahārakam Mn_8.308d	samagra mala hArakam M= _8.308d
   samagraṃ sarvavastuṣu K_252d	samagram sarva vastuzu K_252d
   samatā caiva sarvasminn Mn_6.44c	sama tA ca eva sarvasmin M= _6.44c
   samatītā patiṃ vinā Nar_12.26b	samatItA patim vinA Nar_12.26b
   samatvaṃ sākṣiṇāṃ yatra K_232a	sama tvam sAkziNAm yatra K_232a
   samadaṇḍaṃ vahed ṛṇam K_405b	sama daNxam vahet RNam K_405b
   samadaṇḍāḥ smṛtā hy ete K_827e	sama daNxAH smRtAH hi ete K_827e
   samadaṇḍāḥ smṛtā hy ete Nar_19.21c	sama daNxAH smRtAH hi ete Nar_19.21c
   samanujñāpya taṃ janam Mn_7.224[228M]b	samanujQApya tam janam M= _7.224[228M]b
   samantāt parirabhya hi K_736d	samantAt pariraBya hi K_736d
   samantrāṃ mekhalāṃ tathā Ang_2,11.3d	sa mantrAm meKalAm taTA Ank _2,11.3d
   sa mantriṇaḥ prakurvīta Yj_1.312a	sa mantriNaH prakurvIta Yt _1.312a
   samantreṇātra tatra cet Ang_1.471b	sa mantreNa atra tatra ced Ank _1.471b
   sa manyate yaḥ kṣamate Nar_1516.8c	sa manyate yaH kzamate Nar_1516.8c
   samanyūnādhikair aṃśair K_626c	sama nyUna aDikEH aMSEH K_626c
   samabhāgapradātā ca YS182v_5.21c	sama BAga pradAtA ca YS182u _5.21c
   samabhāgaḥ sadā proktas Ang_1.377a	sama BAgaH sadA proktaH Ank _1.377a
   samabhāgena tad bhṛguḥ K_886d	sama BAgena tat BRguH K_886d
   samabhāgo grahītavyaḥ YS182v_5.22a	sama BAgaH grahItavyaH YS182u _5.22a
   samam annam akalpayan Mn_4.224[225M]d	samam annam akalpayan M= _4.224[225M]d
   samam abrāhmaṇe dānaṃ Mn_7.85a	samam abrAhmaNe dAnam M= _7.85a
   samam ardhapathe tyajan Nar_6.8d	samam arDa paTe tyajan Nar_6.8d
   samameva labhante 'ṃśam Ang_1.413a	samam eva laBante aMSam Ank _1.413a
   samam eṣāṃ vivīte 'pi Yj_2.160c	samam ezAm vivIte api Yt _2.160c
   samayavyabhicāriṇam Mn_8.220b	samaya vyaBicAriNam M= _8.220b
   samayavyabhicāriṇām Mn_8.221d	samaya vyaBicAriNAm M= _8.221d
   samayasyānapākarma Nar_M1.18a	samayasya anapAkarma Nar_M1.18a
   samayasyānapākarma Nar_10.1c	samayasya anapAkarma Nar_10.1c
   samayaṃ cāvijānatā K_176b	samayam ca avijAnatA K_176b
   samayādatha tādṛśaḥ Ang_1.1062d	samayAt aTa tAdRSaH Ank _1.1062d
   samayādhyuṣite tathā Mn_2.15b	samaya aDyuzite taTA M= _2.15b
   samayena vyavasthitāḥ K_625d	samayena vyavasTitAH K_625d
   samaye sve vyavasthitāḥ Nar_3.04d	samaye sve vyavasTitAH Nar_3.04d
   samayaiḥ parigṛhyainaṃ Nar_20.11a	samayEH parigRhya enam Nar_20.11a
   samarghaṃ dhanam utsṛjya YS182v_3.23a	samarGam Danam utsRjya YS182u _3.23a
   samartham api putriṇī K_573b	samarTam api putriNI K_573b
   samarthastu yathākalpaṃ Ang_1.732c	samarTaH tu yaTAkalpam Ank _1.732c
   samarthaḥ kāryanirṇaye Yj_2.10d	samarTaH kArya nirNaye Yt _2.10d
   samartho dharmam ācaret Par_7.37d	samarTaH Darmam Acaret Par_7.37d
   samarpito 'rthinā yo 'nyaḥ K_089a	samarpitaH arTinA yaH anyaH K_089a
   samavarṇadvijātīnāṃ Nar_1516.18a	sama varNa dvijAtInAm Nar_1516.18a
   samavarṇāsu vā jātāḥ Mn_9.156a	sama varNAsu vA jAtAH M= _9.156a
   samavarṇe kadācana K_718b	sama varNe kadAcana K_718b
   samavarṇe dvijātīnāṃ Mn_8.269a	sama varNe dvijAtInAm M= _8.269a
   samavarṇo 'pi vipraṃ tu K_717a	sama varNaH api vipram tu K_717a
   samavaskandayec cainaṃ Mn_7.196[197M]c	samavaskandayet ca enam M= _7.196[197M]c
   samavāpnoti bandhūnāṃ Ang_1.125c	samavApnoti banDUnAm Ank _1.125c
   samavāyī tu puruṣo Yj_3.125c	samavAyI tu puruzaH Yt _3.125c
   samavāye janasya ca Mn_4.108d	samavAye janasya ca M= _4.108d
   samavāyena vaṇijāṃ Yj_2.259a	samavAyena vaNijAm Yt _2.259a
   samavidyādhikānāṃ tu K_875c	sama vidyA aDikAnAm tu K_875c
   samavidyottaraṃ caiva YS182v_5.24c	samavidyA uttaram ca eva YS182u _5.24c
   samavetās tu ye kecic K_624a	samavetAH tu ye kecid K_624a
   samavetāḥ prakīrtitāḥ K_678d	samavetAH prakIrtitAH K_678d
   samavetais tu yad dattaṃ K_630a	samavetEH tu yat dattam K_630a
   samavetais tu yad dṛṣṭaṃ K_394a	samavetEH tu yat dRzwam K_394a
   samavetais tu sāmantair K_705a	samavetEH tu sAmantEH K_705a
   samas tatra vibhāgaḥ syāj Mn_9.134c	samaH tatra viBAgaH syAt M= _9.134c
   samas tatra vibhāgaḥ syāj Mn_9.210c	samaH tatra viBAgaH syAt M= _9.210c
   samas tatra vibhāgaḥ syād Mn_9.120c	samaH tatra viBAgaH syAt M= _9.120c
   samas tatra vibhāgaḥ syād Mn_9.205c	samaH tatra viBAgaH syAt M= _9.205c
   samastasaṃpatsamavāptihetavaḥ Ang_2,12.16a	samasta saMpad samavApti hetavaH Ank _2,12.16a
   samastasya ca tasya ca Yj_3.53d	samastasya ca tasya ca Yt _3.53d
   samastānāṃ ca kāryeṣu Mn_7.57c	samastAnAm ca kAryezu M= _7.57c
   samastān viditācārān K_345c	samastAn vidita AcArAn K_345c
   samastān viditācārān Nar_1.180c	samastAn vidita AcArAn Nar_1.180c
   samastāḥ sīmni niścayam Mn_8.255b	samastAH sImni niScayam M= _8.255b
   samastair atha vā pṛthak Mn_7.198[199M]b	samastEH aTa vA pRTak M= _7.198[199M]b
   samastair evam eva tu Yj_3.191b	samastEH evam eva tu Yt _3.191b
   sa mahālayakṛdbhavet Ang_1.705b	sa mahAlaya kRt Bavet Ank _1.705b
   samahīnāṃś ca dāpayet K_586d	sama hInAn ca dApayet K_586d
   sa mahīm akhilāṃ bhuñjan Mn_9.67a	sa mahIm aKilAm BuQjan M= _9.67a
   sa mahendraḥ prabhāvataḥ Mn_7.7d	sa mahA indraH praBAvataH M= _7.7d
   samaṃ dāpya upekṣitam K_597b	samam dApya upekzitam K_597b
   samaṃ paśyann ātmayājī Mn_12.91c	samam paSyan Atma yAjI M= _12.91c
   samaṃ sarve sahodarāḥ Mn_9.192b	samam sarve sahodarAH M= _9.192b
   samaḥ sarveṣu bhūteṣu Mn_6.66c	samaH sarvezu BUtezu M= _6.66c
   samaḥ sarveṣu bhūteṣu Nar_18.28c	samaH sarvezu BUtezu Nar_18.28c
   samaḥ syāt sarvabhūteṣu Nar_M1.28c	samaH syAt sarva BUtezu Nar_M1.28c
   samāgataṃ mahāprahvaṃ Ang_1.589c	samAgatam mahA prahvam Ank _1.589c
   samāgataṃ samāpyā ' 'dau Ang_1.31a	samAgatam samApyAH a adO Ank _1.31a
   samāgatātpunaḥ proktaḥ Ang_1.851a	samAgatAt punar proktaH Ank _1.851a
   samāgate tadā samyag Ang_1.343c	samAgate tadA samyak Ank _1.343c
   samāgate sūtake 'pi Ang_1.102c	samAgate sUtake api Ank _1.102c
   samāgatyāticapalāt Ang_1.587a	samAgatya ati capalAt Ank _1.587a
   samāgatyātisatvaram Ang_1.563d	samAgatya ati satvaram Ank _1.563d
   samāgamya pṛthagjanāḥ Mn_7.148[149M]b	samAgamya pRTagjanAH M= _7.148[149M]b
   samāgamya svato 'ṃśataḥ Mn_8.408d	samAgamya svatas aMSataH M= _8.408d
   samācarettataḥ svasya Ang_1.223a	samAcaret tatas svasya Ank _1.223a
   samājāḥ prekṣaṇāni ca Mn_9.264d	samAjAH prekzaNAni ca M= _9.264d
   samājāḥ prekṣaṇāni ca Nar_19.7d	samAjAH prekzaNAni ca Nar_19.7d
   samājotsavadarśanam Yj_1.84b	samAja utsava darSanam Yt _1.84b
   samājotsavadarśanaiḥ Nar_19.10b	samAja utsava darSanEH Nar_19.10b
   sa mātā sa pitā jñeyas Mn_2.144c	sa mAtA sa pitA jQeyaH M= _2.144c
   samātiṣṭhed divāniśam Mn_7.44b	samAtizWet divAniSam M= _7.44b
   samādatte mṛṣā vadan Yj_3.284d	samAdatte mRzA vadan Yt _3.284d
   samādāyānupūrvaśaḥ Mn_3.219[209M]b	samAdAya anupUrvaSas M= _3.219[209M]b
   samādeyāni sarvataḥ Mn_2.240d	samAdeyAni sarvatas M= _2.240d
   samānajātīyam athetaraṃ vā YSS_1.50b	samAna jAtIyam aTa itaram vA YSH _1.50b
   samānapuṃsā 'py asamānapuṃsā YSS_1.45b	samAna puMsA api asamAna puMsA YSH _1.45b
   samānapravarās tathā Nar_12.7d	samAna pravarAH taTA Nar_12.7d
   samānayānakarmā ca Mn_7.163[164M]a	samAna yAna karmA ca M= _7.163[164M]a
   samānaśayane caiva Mn_4.40c	samAna Sayane ca eva M= _4.40c
   sa mānasaḥ syātsaṃkalpaḥ Ang_1.269c	sa mAnasaH syAt saMkalpaH Ank _1.269c
   samān aṃśān prakalpayet Mn_9.116b	samAn aMSAn prakalpayet M= _9.116b
   samānicaya eva vā Mn_6.18d	samA nicayaH eva vA M= _6.18d
   samāni brahmahatyayā Mn_11.55[54M]d	samAni brahmahatyayA M= _11.55[54M]d
   samāni viṣamāni ca Mn_1.24d	samAni vizamAni ca M= _1.24d
   samānodakabhāvas tu Mn_5.60c	samAnodaka BAvaH tu M= _5.60c
   samānodakasaṃjñāśca Ang_1.677a	samAna udaka saMjQAH ca Ank _1.677a
   samānte saumikair makhaiḥ Mn_4.26d	samA ante sOmikEH maKEH M= _4.26d
   samāptavaradakṣiṇaiḥ Yj_1.359d	samApta vara dakziNEH Yt _1.359d
   samāpte tūdakaṃ kṛtvā Mn_5.88[87M]c	samApte tu udakam kRtvA M= _5.88[87M]c
   samāpte dvādaśe varṣe Mn_11.81[80M]c	samApte dvAdaSe varze M= _11.81[80M]c
   samāpte 'rthe ṛṇī nāma Yj_2.86a	samApte arTe RNI nAma Yt _2.86a
   samāpte 'ṣṭame varṣe K_767c	samApte azwame varze K_767c
   samāpnuyād damaṃ pūrvaṃ Mn_9.287c	samApnuyAt damam pUrvam M= _9.287c
   samāpya vedaṃ dyuniśam Yj_1.145c	samApya vedam dyuniSam Yt _1.145c
   samāmāsatadardhāhar  Yj_2.6c	samAmAsa tad arDa Ahar Yt _2.6c
   samāmāsatadardhāhar  Yj_2.85a	samAmAsa tad arDa Ahar Yt _2.85a
   samām icchet pitā yadi Mn_8.366d	samAm icCet pitA yadi M= _8.366d
   samāyānti manovegāt Ang_1.867a	samAyAnti manaH vegAt Ank _1.867a
   samārabhya kriyāḥ kāryās Ang_1.1106c	samAraBya kriyAH kAryAH Ank _1.1106c
   samārambhāttu tanmatam Ang_1.82b	samAramBAt tu tat matam Ank _1.82b
   samārambho vidhīyate Ang_1.75b	samAramBaH viDIyate Ank _1.75b
   samāropya yathāvidhi Mn_6.25b	samAropya yaTAviDi M= _6.25b
   samārghan tu samuddhṛtya YS78v_37a	samArGan tu samudDRtya YS78u _37a
   samālokayatetarām Ang_1.562d	samAlokayata itarAm Ank _1.562d
   samālokyaiva śāstrāṇi Ang_1.1108a	samAlokya eva SAstrANi Ank _1.1108a
   samālocya kṣaṇātparam Ang_1.559d	samAlocya kzaNAt param Ank _1.559d
   samālocya vidhānena Ang_1.411c	samAlocya viDAnena Ank _1.411c
   samā vā gurutalpagaḥ Yj_3.260b	samAH vA guru talpa gaH Yt _3.260b
   samāviśati saṃsṛṣṭas Mn_1.56c	samAviSati saMsRzwaH M= _1.56c
   samāviṣṭo bhramann iha Yj_3.140b	samAvizwaH Braman iha Yt _3.140b
   samāvṛttaś ca gurave Nar_5.14a	samAvRttaH ca gurave Nar_5.14a
   samāvṛtto yathāvidhi Mn_3.4b	samAvRttaH yaTAviDi M= _3.4b
   samāvṛtto 'vratī kuryāt K_332a	samAvRttaH avratI kuryAt K_332a
   samāśritya vaset puram Mn_7.70d	samASritya vaset puram M= _7.70d
   samāśrityaiva santatam Ang_1.496d	samASritya eva santatam Ank _1.496d
   samāsena cikīrṣitam Mn_7.202[203M]b	samAsena cikIrzitam M= _7.202[203M]b
   samāsena prakīrtitā Mn_2.25b	samAsena prakIrtitA M= _2.25b
   samās tā gurubhāryayā Mn_2.131d	samAH tAH guru BAryayA M= _2.131d
   samāhitamatiḥ paśyed Nar_M1.29c	samAhita matiH paSyet Nar_M1.29c
   samāhūtāstadā sadyo Ang_1.866c	samAhUtAH tadA sadyas Ank _1.866c
   samāhṛtya tu tad bhaikṣaṃ Mn_2.51a	samAhRtya tu tat BEkzam M= _2.51a
   samāṃśabhāginī mātā Nar_13.12c	sama aMSa BAginI mAtA Nar_13.12c
   samāṃśabhājaḥ śeṣāḥ syur Nar_13.13c	sama aMSa BAjaH SezAH syuH Nar_13.13c
   samāṃśāḥ sarva eva te K_675d	sama aMSAH sarve eva te K_675d
   samāḥ śatam atīte 'pi K_707a	samAH Satam atIte api K_707a
   samāḥ śatrau ca mitre ca Nar_M3.4c	samAH SatrO ca mitre ca Nar_M3.4c
   samitpuṣpodakādāneṣv Nar_18.35a	samiD puzpa udaka AdAnezu Nar_18.35a
   samitrajñātibāndhavān Mn_9.269d	sa mitra jQAti bAnDavAn M= _9.269d
   samidādhānam eva ca Mn_2.176d	samiD ADAnam eva ca M= _2.176d
   samiddhe trir avākśirāḥ Mn_11.73[72M]d	samidDe tris avAkSirAH M= _11.73[72M]d
   samīkṣamāṇo nipuṇaṃ Nar_M1.31c	samIkzamANaH nipuNam Nar_M1.31c
   samīkṣyakāriṇaṃ prājñaṃ Mn_7.26c	samIkzya kAriNam prAjQam M= _7.26c
   samīkṣya kuladharmāṃś ca Mn_8.41c	samIkzya kula DarmAn ca M= _8.41c
   samīkṣya varayetsamyag Ang_1.772a	samIkzya varayet samyak Ank _1.772a
   samīkṣya vasudhāṃ caret Mn_6.68d	samIkzya vasuDAm caret M= _6.68d
   samīkṣya sa dhṛtaḥ samyak Mn_7.19a	samIkzya sa DRtaH samyak M= _7.19a
   samīcīnaṃ tilaiḥ kuryāt Ang_1.1100a	samIcInam tilEH kuryAt Ank _1.1100a
   samīcīnāni vastūni Ang_1.1017a	samIcInAni vastUni Ank _1.1017a
   samīpasthānaninditān K_702b	samIpa sTAn aninditAn K_702b
   samīpe kartari sthite Ang_1.148b	samIpe kartari sTite Ank _1.148b
   samīpe tatpuraḥ sthitaḥ Ang_1.841b	samIpe tat puras sTitaH Ank _1.841b
   samīhānāṃs tu dāpayet K_480b	samIhAnAn tu dApayet K_480b
   samuccārya kriyāṃ kuryān Ang_1.121c	samuccArya kriyAm kuryAt Ank _1.121c
   samuccārya punaścaiva Ang_1.811c	samuccArya punar ca eva Ank _1.811c
   samutthānavyayaṃ cāsau K_787e	samutTAna vyayam ca asO K_787e
   samutthānavyayaṃ dāpyaḥ Mn_8.287c	samutTAna vyayam dApyaH M= _8.287c
   samutthānaṃ ca paṇḍitaiḥ K_787d	samutTAnam ca paNxitEH K_787d
   samutthitāpatkulakṣmaketavaḥ Ang_2,12.16b	samutTita Apad ku lakzma ketavaH Ank _2,12.16b
   samutpattiṃ ca māṃsasya Mn_5.49a	samutpattim ca mAMsasya M= _5.49a
   samutpannas tu yaḥ sutaḥ Par_11.23b	samutpannaH tu yaH sutaH Par_11.23b
   samutsṛjet sāhasikān Mn_8.347c	samutsRjet sAhasikAn M= _8.347c
   samutsṛjed bhuktavatām Mn_3.244[234M]c	samutsRjet BuktavatAm M= _3.244[234M]c
   samutsṛjed rājamārge Mn_9.282a	samutsRjet rAjamArge M= _9.282a
