   ||śrīḥ||	||SrIH||
   agny ādi patra madhyeṣu lakṣmy ādyā pūjyāḥ | tatra bahir bhāge	agni  Adi patra  maDyezu lakzmI  A AdyA pUjyAH | tatra bahis  BAge
   dhvaja prabhṛtīn pūjayet | anantaraṃ devasya san mukhe	Dvaja  praBRtIn pUjayet | anantaram devasya san muKe
   śyāma varṇa ketu nāmānaṃ gaṇaṃ pūjayet | deva pṛṣṭha bhāge aruṇa varṇaṃ	SyAma varNa ketu nAmAnam gaNam pUjayet | deva  pRzWa  BAge aruNa  varNam
   garuḍaṃ pūjayet | deva pārśva dvaye nirmala rakta rucīr nidhīśvarau pūjyau	garuxam pUjayet | deva pArSva  dvaye nirmala  rakta  rucIH niDi ISvarO pUjyO
   kīdrśau ? nirantara dhārābhir vṛṣṭa dhana samūhau |	kIdrSO ? nirantara  DArABiH vRzwa  Dana  samUhO |
   vahny ādi vidikṣu herambādīn pravālādi varṇān pūjayet | anantaraṃ	vahni  Adi vidikzu heramba AdIn pravAla Adi  varNAn pUjayet | anantaram
   bahir dikṣu indrādi loka pālān tathā varjārdy āyudhāni pūjayet | iti	bahis  dikzu indra Adi  loka pAlAn taTA varjA ardy a AyuDAni pUjayet | iti
   pūrvokta prakāreṇa mukundasya śrī kṛṣṇasyāvaraṇa saptakaṃ pūjā vidhānaṃ	pUrva ukta  prakAreNa mukundasya SrI  kRzNasya AvaraNa  saptakam pUjA  viDAnam
   kathitam iti || KrdC_8.87 89 ||	kaTitam iti || KrdC_8.87 89 ||
   ity arcayann acyutam ādareṇa	iti arcayan acyutam AdareNa
   yo 'muṃ bhajen mantravaraṃ jitātmā |	yaH amum Bajet mantra varam jita AtmA |
   so 'bhyarcya divya janair janānāṃ	saH aByarcya divi a  janEH janAnAm
   hṛn netra paṅkeruha tigma bhānuḥ // Krd_8.90 //	hRn netra  paFkeruha  tigma BAnuH // KrD _8.90 //
   iti amunā prakāreṇa yo jitendriyo acyutaṃ kṛṣṇaṃ bhaktyā pūjayan amuṃ	iti amunA prakAreNa yaH jita indriyaH acyutam kRzNam BaktyA pUjayan amum
   mantra śreṣṭhaṃ sevate sa puruṣaḥ surair api pūjyate | kīdṛśaḥ ? lokānāṃ	mantra  SrezWam sevate sa puruzaH surEH api pUjyate | kIdRSaH ? lokAnAm
   hṛdaya padma locana padmayoḥ sūryaḥ sarva jana vaśīkaraṇa mantraḥ samartha	hRdaya  padma  locana  padmayoH sUryaH sarva jana  vaSIkaraNa mantraH samarTa
   ity api pāṭhaḥ || KrdC_8.90 ||	iti api pAWaH || Krdu _8.90 ||
   sita śarkarottara payaḥ pratipattyā	sita SarkarA uttara  payaH pratipattyA
   paritarpayed dina mukhe dina śastam |	paritarpayet dina  muKe dina Sastam |
   salilaiḥ śataṃ śata makha śriyam eṣa	salilEH Satam Sata maKa  Sriyam eza
   sva vibhūty udanvati karoty uda bindum // Krd_8.91 //	sva viBUti  udanvati karoti uda bindum // KrD _8.91 //
   sita śarkarā pradhāna pratipattyā dugdha buddhyāḥ jalair eva dina mukhe	sita  SarkarA  praDAna  pratipattyA dugDa  budDyAH jalEH eva dina  muKe
   prātaḥ kāle pratidinaṃ śata kṛtvas taṃ tarpayet | anantaraṃ sādhakaḥ	prAtar  kAle pratidinam Sata kRtvas tam tarpayet | anantaram sADakaH
   svādhipatya samudre indrasya lakṣmīṃ jala binduvat || KrdC_8.91 ||	su ADipatya  samudre indrasya lakzmIm jala bindu vat || KrdC_8.91 ||
   vidala halaiḥ sumanasaḥ sumanobhir	vidala halEH sumanasaH sumanoBiH 
   ghanasāra candana bahu drava magnaiḥ |	GanasAra  candana  bahu  drava  magnEH |
   manunāmunā havanato 'yuta saṅkhyaṃ	manunA amunA havanatas ayuta  saFKyam
   trijagat priyaḥ sa manuvit kavirāṭ syāt // Krd_8.92 //	trijagat priyaH sa manu vid kavi rAj syAt // KrD _8.92 //
   anena mantreṇa sumanaso jātī mālatīnām adheyasya sumanobhiḥ puṣpaiḥ vikasi	anena mantreNa sumanasaH jAtI  mAlatInAm aDeyasya sumanoBiH puzpEH vikasi
   | taiḥ karpūra yukta candanasya bahu drava vyāptair ayuta saṅkhyaṃ	| tEH karpUra  yukta candanasya bahu  drava  vyAptEH ayuta  saFKyam
   havanato 'yuta home na sa mantrī trailokyasya priyaḥ kavi śreṣṭhaś ca	havanataH ayuta  home na sa mantrI trElokyasya priyaH kavi SrezWaH ca
   bhavati || KrdC_8.92 ||	Bavati || Krdu _8.92 ||
   dhyānād evāsya sadyas tridaśa mṛga dṛśor vaśyatāṃ yānty avaśyaṃ	DyAnAt eva asya sadyas tridaSa  mRga dRSoH vaSya tAm yAnti avaSyam
   kandarpārtājapādyaiḥ kim atha na sulabhaṃ mantrato 'smān narasya |	kandarpa Arta ajapa AdyEH kim aTa na sulaBam mantrataH asmAn narasya |
   spardhām uddhūya citraṃ mahad idam api naisargikīṃ śaśvad enaṃ	sparDAm udDUya citram mahat idam api nEsargikIm SaSvat enam
   sevete mantri mukhyaṃ sarasija nilayā cāpi vācām adhīśā // Krd_8.93 //	sevete mantri muKyam sarasija  nilayA ca api vAcAm aDISAH // KrD _8.93 //
   asya rukmiṇī vallabhasya dhyānāt śīghraṃ tridaśa mṛga dṛśaḥ devāṅganā	asya rukmiNI vallaBasya DyAnAt SIGram tridaSa  mRga dRSaH deva aFganA
   avaśyaṃ vaśyatām āyāttatāṃ prāpnuvanti | kathambhūtāḥ ? kāma pīḍitā |	avaSyam vaSya tAm AyAt tatAm prApnuvanti | kaTamBUtAH ? kAma pIxitAH |
   athānantaraṃ japa homādināsmāt mantrāt sādhakasya kiṃ na sulabham | api tu	aTa anantaram japa  homa AdinA asmAt mantrAt sADakasya kim na sulaBam | api tu
   sarvam eva sulabham ity arthaḥ | kiṃ ca, idam api mahac citraṃ yat	sarvam eva sulaBam iti arTaH | kim ca, idam api mahat citram yat 
   sarasija nilayā lakṣmīḥ vācām adhīśā sarasvatī ca svābhāvikīm asūyāṃ	sarasija  nilayA lakzmIH vAcAm aDISA sarasvatI ca svABAvikIm asUyAm
   tyaktvā nityam enaṃ sādhaka śreṣṭhaṃ sevete || KrdC_8.93 ||	tyaktvA nityam enam sADaka  SrezWam sevete || KrdC_8.93 ||
   ādhi vyādhi jarāpamṛtyu duritair bhūtaiḥ samastair viṣair	ADi vyADi jarA apamRtyu  duritEH BUtEH samastEH vizEH 
   daubhāgyena daridratādibhir asau dūraṃ vimuktaś ciram |	dOBAgyena daridra tA AdiBiH asO dUram vimuktaH ciram |
   sat putraiḥ susutāsumitranivahair juṣṭokhilābhiḥ sadā	sat putrEH su suta asumitra nivahEH juzwaH KilABiH sadA
   sampadbhiḥ parijuṣṭa īḍita yaśā jīved anekāḥ samāḥ // Krd_8.94 //	sampadBiH parijuzwaH Ixita yaSAH jIvet anekAH samAH // KrD _8.94 //
   kiṃ ca mano duḥkha roga jarāpamṛtyu śoka śūnyaḥ sakala prāṇibhir viṣaiḥ	kim ca mano duHKa   roga  jarApa mRtyu  Soka  SUnyaH sakala  prANiBiH vizEH
   tathā duradṛṣṭena tathā daridratādibhir atiśayena parityakto bahu kālaṃ	taTA duradRzwena taTA daridra tA AdiBiH atiSayena parityaktaH bahu  kAlam
   vyāpya viśiṣṭa putra sametaḥ sat putrī mitra samūhena sevitaḥ sadā	vyApya  viSizwa  putra  sametaH sat putrI  mitra  samUhena sevitaH sadA
   samṛddhaḥ īdita yaśāḥ stuta yaśāḥ asau sādhakaḥ anekāḥ samā hāyanāni jīvet	samRdDaH Idita yaSAH stuta yaSAH asO sADakaH anekAH samA hAyanAni jIvet 
   || KrdC_8.94 ||	|| Krdu _8.94 ||
   mantrāntarebhyo 'syātiśayitvam āha 	mantra antareByaH asya atiSayi tvam Aha 
   akhila manuṣu mantrā vaiṣṇavā vīryavanto	aKila  manuzu mantrAH vEzNavAH vIryavantaH 
   mahitatara phalāḍhyās teṣu gopāla mantrāḥ |	mahitatara  Pala AXyAH tezu gopAla  mantrAH |
   prabalatara ihaiṣo 'mīṣu saṃmohanākhyo	prabalataraH iha ezaH amIzu saMmohana AKyaH 
   manur anupama sampat kalpanākalpa śākhī // Krd_8.95 //	manuH anupama  sampat  kalpanA kalpa SAKI // KrD _8.95 //
   sarveṣu mantreṣu vaiṣṇava mantrā atiśayena savīryāḥ teṣv api	sarvezu mantrezu vEzNava mantrAH atiSayena sa vIryAH tezu api
   vaiṣṇava mantreṣu gopāla mantrā atipūjita phala yuktāḥ teṣv api	vEzNava mantrezu gopAla mantrAH ati pUjita  Pala   yuktAH tezu api
   gopāla mantreṣu eṣa saṃmohanākhya mantraḥ prabalataraḥ	gopAla mantrezu eza saMmohana AKya mantraH prabalataraH
   prakṛṣṭa bala yuktaḥ | punaḥ nirupamaiśvarya dānaika kalpa vṛkṣaḥ ||	prakRzwa  bala  yuktaH | punar nirupama ESvarya  dAna eka kalpa vRkzaH ||
   KrdC_8.95 ||	Krdu _8.95 ||
   manum imam atihṛdyaṃ yo bhajed bhakti namro	manum imam ati hRdyam yaH Bajet Bakti namraH 
   japa huta yajanādyair dhyānavān mantri mukhyaḥ |	japa  huta  yajana AdyEH DyAnavAn mantri muKyaH |
   truṭita sakala karma granthir udbuddha cetāḥ	truwita  sakala  karma granTiH udbudDa  cetAH
   vrajati sa tu padaṃ tan nitya śuddhaṃ murāreḥ // Krd_8.96 //	vrajati sa tu padam tat nitya  SudDam murAreH // KrD _8.96 //
   yo mantri mukhyaḥ sādhaka śreṣṭhaḥ dhyāna yuktaḥ bhaktyā	yaH mantri muKyaH sADaka  SrezWaH DyAna  yuktaH BaktyA
   ārādhyatva jñānena imaṃ mantraṃ manoharaṃ japa dhyāna homādibhir bhajet sa	ArADya tva  jQAnena imam mantram manoharam japa  DyAna  homa AdiBiH Bajet sa
   murāres tat prasiddhaṃ padaṃ vrajati prāpnoti murā avidyā tasyā nāśakasya	murAreH tat  prasidDam padam vrajati prApnoti murA avidyA tasyAH nASakasya
   padam | kīdṛśaṃ padam ? avināśi sarva kāluṣya rahitam | sa kīdṛśaḥ ?	padam | kIdRSam padam ? avinASi sarva kAluzya  rahitam | sa kIdRSaH ?
   vināśita sakala karma bandhanaḥ | punaḥ kīdṛśaḥ ? udbuddha cetā	vinASita  sakala  karma  banDanaH | punar kIdRSaH ? udbudDa  cetA
   vastu grahaṇonmukha cittaḥ || KrdC_8.96 ||	vastu  grahaNa unmuKa  cittaH || Krdu _8.96 ||
   atha yogam āha 	aTa yogam Aha 
   aṅgīkṛtyaikam eṣāṃ manum atha japa homārcanādyair manūnām	aFgIkRtya ekam ezAm manum aTa japa  homa arcana AdyEH manUnAm
   aṣṭāṅgotsāritāriḥ pramudita pariśuddha prasannāntarātmā |	azwAFga utsArita ariH pramudita pariSudDa  prasanna antarAtmA |
   yogī yuñjīta yogān samucita vihṛti svapna bodhā hṛtiḥ syāt	yogI yuQjIta yogAn samucita  vihRti  svapna boDA hRtiH syAt 
   prāgāsyaś cāsane sve sumṛduni samukhaṃ mīlitākṣo niviṣṭaḥ // Krd_8.97 //	prAc AsyaH ca Asane sve su mRduni samuKam mIlita akzaH nivizwaH // KrD _8.97 //
   eṣāṃ manūnāṃ mantrāṇāṃ madhye ekaṃ manum mantra japa homādibhiḥ svīkṛtya	ezAm manUnAm mantrANAm maDye ekam manum mantra japa  homa AdiBiH svIkRtya
   vaśīkṛtya aṣṭāṅgena	vaSIkRtya azwa aFgena
   yama niyama prāṇāyāma pratyāhāra dhyāna dhāraṇā samādhi lakṣaṇena	yama  niyama  prANAyAma  pratyAhAra  DyAna  DAraNA  samADi lakzaNena
   utsāritās tyaktāḥ kāma krodhādayo 'rayo yena sa tathā	utsAritAH tyaktAH kAma  kroDa AdayaH arayaH yena sa taTA
   harṣita nirmala prasanna citto yogī prāg vadanaḥ san yogān	harzita  nirmala  prasanna  cittaH yogI prAc  vadanaH san yogAn
   citta vṛtti nirodhādīn karotu | kīdṛśo yogī ?	citta vRtti  niroDa AdIn karotu | kIdRSaH yogI ?
   yathocita vihāra nidrā prabodhāhāraḥ | punaḥ svakīye sukomale āsane	yaTocita  vihAra  nidrA  praboDa AhAraH | punar svakIye su komale Asane
   samupaviṣṭaḥ | punaḥ kīdṛśaḥ ? sukhenānāyasena saṃmīlite mudrite akṣiṇī	samupavizwaH | punar kIdRSaH ? suKena anAyasena saMmIlite mudrite akziNI
   yena saḥ ||97||	yena saH ||97||
   viśvaṃ bhūtendriyāntaḥkaraṇa mayaminendv agni rūpaṃ samastaṃ	viSvam BUta indriya antaHkaraNa mayam inA indu  agni rUpam samastam
   varṇātmaitat pradhāne kala nayana maye bīja rūpe dhruveṇa |	varNa AtmA etat praDAne kala nayana maye bIja  rUpe DruveNa |
   nītvā tat puṃsi bindv ātmani tam api parātmany atho kāla tattve	nItvA tat puMsi bindu  Atmani tam api para Atmani aTo kAla  tattve
   taṃ vai śaktau cid ātmany api nayatu ca tāṃ kevale dhāmni śānte //	tam vE SaktO cit  a Atmani api nayatu ca tAm kevale DAmni SAnte //
   Krd_8.98 //	KrD _8.98 //
   etad varṇātmakaṃ samastaṃ viśvaṃ bhūtendriyāntaḥ karaṇa rūpaṃ	etat  varNa Atmakam samastam viSvam BUta indriya antaH  karaNa  rUpam
   sūryendv agni rūpaṃ pradhāne prakṛti rūpe kāma bīje praṇavena nītvā tatra	sUrya indu  agni rUpam praDAne prakRti rUpe kAma bIje praNavena nItvA tatra
   vilīnaṃ vicintya tat kāma bījaṃ bindv ātmani prasiddhe 'nusvārākhye tam	vilInam vicintya tat kAma bIjam bindu  Atmani prasidDe anusvAra AKye tam
   api bindv ātmānaṃ nādākhye kāla tattve paramātmani saṃharet tam api	api bindu  A AtmAnam nAda AKye kAla  tattve paramAtmani saMharet tam api
   kāla tattvaṃ cid rūpāyāṃ śaktau saṃharet tām api śaktiṃ kevale tejo maye	kAla  tattvam cit  ru upAyAm SaktO saMharet tAm api Saktim kevale tejaH  maye
   sva prakāśe dhāmni tejasi śānte sarvopadrava rahite nayatu || KrdC_8.98 ||	sva  prakASe DAmni tejasi SAnte sarva upadrava  rahite nayatu || Krdu _8.98 ||
   kīdṛśe ?	kIdRSe ?
   nirdvandve nirviśeṣe niratiśaya mahānanda sāndre 'vasānā 	nirdvandve nirviSeze niratiSaya  mahAnanda  sAndre avasAnA 
   pete 'rthe kṛṣṇa pūrvamala rahita girāṃ śāśvate svātmanīttham |	pete arTe kRzNa  pUrva m ala  rahita girAm SASvate sva Atmani itTam |
   saṃhṛtyābhyasya bījottamam atha śanakair līna niśvāsa cetāḥ	saMhRtya aByasya bIja uttamam aTa SanakEs lIna  niSvAsa  cetAH
   prakṣīṇāpuṇya puṇyo nirupama para saṃvit svarūpaḥ sa bhūyāt // Krd_8.99 //	prakzINa apuNya  puNyaH nirupama  para  saMvit  svarUpaH sa BUyAt // KrD _8.99 //
   nirdvandve śītoṣṇādi dvandva viśeṣa rahite viśeṣo vaidharmyaṃ tad rahite	nirdvandve SIta uzNa Adi dvandva  viSeza  rahite viSezaH vEDarmyam tad  rahite
   atyantānanda ghane anante kṛṣṇa govindādi nirmala śabdānāṃ pratipādye	atyanta Ananda  Gane anante kRzNa  go vinda Adi nirmala  SabdAnAm pratipAdye
   ātma svarūpe ittham amunā prakāreṇa saṃhṛtya saṃhāraṃ kṛtvā kāma bījaṃ	Atma  svarUpe itTam amunA prakAreNa saMhRtya saMhAram kRtvA kAma bIjam
   japan | athānantaraṃ svayam eva niścala śvāsa citto bhūtvā	japan | aTa anantaram svayam eva niScala  SvAsa  cittaH BUtvA
   prakṣīṇa pāpa puṇyaś ca bhūtvā sa yogī nirupamaḥ parama saṃvin mayo	prakzINa  pApa  puNyaH ca BUtvA sa yogI nirupamaH parama  saMvid  mayaH 
   bhavati || KrdC_8.99 ||	Bavati || Krdu _8.99 ||
   mūlādhāre tri koṇe taruṇataraṇibhābhāsvare vibhramantaṃ	mUlADAre tri koNe taruNa taraNi BA BAsvare viBramantam
   kāmaṃ bālārka kālānala jaṭhara kuraṅgāṅka koṭi prabhāsam |	kAmam bAla arka   kAla anala  jaWara  kuraFga aFka  kowi  praBAsam |
   vidyun mālā sahasra dyuti rucira hasad bandhu jīvābhirāmaṃ	vidyun  mAlA  sahasra  dyuti  ruciH a hasat  banDu  jIva aBirAmam
   traiguṇyākrānta binduṃ jagad udaya layaikānta hetuṃ vicintya // Krd_8.100	trEguNya AkrAnta  bindum jagat  udaya laya ekAnta  hetum vicintya // KrD _8.100
   trikoṇātmake mūlādhāre udyad ādityavat prakāśamāne bhramamāṇaṃ kāma bījaṃ	tri koNa Atmake mUlADAre udyat  Aditya vat prakASamAne BramamANam kAma bIjam
   nūtanāditya pralaya kālīna vahni candra koṭi tulya kāntiṃ punas	nUtana Aditya  pralaya  kAlIna vahni candra  kowi  tulya  kAntim punar 
   taḍin mālā sahasra kāntiṃ punaḥ nūtana puṣpita bandhukavan manoharaṃ	taxin mAlA  sahasra  kAntim punar nUtana  puzpita banDuka vat manoharam
   sattvādi guṇa trayeṇa vyāpto 'nusvāra saṃjñako bindur yena taṃ punaḥ	sattva Adi guNa  trayeNa vyAptaH anusvAra  saMjQakaH binduH yena tam punar 
   viśvotpatti nāśaika kāraṇam || KrdC_8.100 ||	viSva utpatti  nASa eka kAraNam || KrdC_8.100 ||
   tasyordhve visphurantīṃ sphuṭa rucira taḍit puñja bhābhāsvarābhām	tasya UrDve visPurantIm sPuwa  rucira  taxit  puQja Ba ABAsvara ABAm
   udgacchantīṃ suṣumṇā saraṇim anu śikhām ālalāṭendu bimbam |	udgacCantIm suzumNA  saraNim anu  SiKAm AlalAwa indu  bimbam |
   cin mātrāṃ sūkṣma rūpāṃ kalita sakala viśvāṃ kalāṃ nāda gamyāṃ	cin  mAtrAm sUkzma   rUpAm kalita  sakala viSvAm kalAm nAda  gamyAm
   mūlaṃ yā sarva dhāmnāṃ smaratu nirupamāṃ huṅkṛtodañciteraḥ // Krd_8.101 //	mUlam yA sarva DAmnAm smaratu nirupamAm huFkRta udaQciteraH // KrD _8.101 //
   tasya kāma bījasya upari bidnu gata kuṇḍalinīṃ śaktiṃ dīpyamānāṃ cintayatu	tasya kAma bIjasya upari bidnu  gata  kuNxalinIm Saktim dIpyamAnAm cintayatu
   | kimbhūtām ? pravyakta manohara vidyut sahasravat prakāśamāna kāntiṃ,	| kimBUtAm ? pravyakta  manohara  vidyut  sahasra vat prakASamAna  kAntiM,
   punaḥ lalāṭa candra bimbāntaṃ suṣumṇā randhraṃ yāntīṃ, punaḥ anu anugatā	punar lalAwa  candra  bimba antam suzumNA  ranDram yAntIM, punar anu anugatA
   bīja gata biimbātmake vahni śikhā jvālā yasyāṃ sā tathā tām | punaḥ	bIja  gata  biimba Atmake vahni SiKA jvAlA yasyAm sA taTA tAm | punar 
   kimbhūtām ? cit svarūpām | punaḥ durlakṣāṃ | punar āpta sakala viśvāṃ |	kimBUtAm ? cit  svarUpAm | punar durlakzAm | punar Apta  sakala viSvAm |
   punaḥ kalā rūpām | punaḥ nādānumeyāṃ | punaḥ sarva tejasāṃ mūla bhūtām |	punar kalA  rUpAm | punar nAda anumeyAm | punar sarva  tejasAm mUla BUtAm |
   kīdṛśo 'dhikārī ? huṅkāreṇa udañcita ūrdhvam utpāṭita iro vāyur apānākhyo	kIdRSaH aDikArI ? huFkAreNa udaQcitaH UrDvam utpAwitaH iraH vAyuH apAna AKyaH 
   yena sa tathā || KrdC_8.101 ||	yena sa taTA || KrdC_8.101 ||
   nītvā tā śanakair adhomukha sahasrārāruṇābjodara 	nItvA tA SanakEs aDomuKa  sahasrAra aruNA abja udara 
   dyotat pūrṇa śaśāṅka bimbam amutaḥ pīyūṣa dhārā sṛtim |	dyotat  pUrNa  SaSAFka bimbam amutas pIyUza  DArA  sRtim |
   raktāṃ mantramayīṃ nipīya ca sudhā nisyanda rūpāṃ viśed	raktAm mantra mayIm nipIya ca suDA nisyanda  rUpAm viSet 
   bhūyo 'py ātma niketanaṃ punar api protthāya pītvā viśet // Krd_8.102 //	BUyas api Atma  niketanam punar api protTAya pItvA viSet // KrD _8.102 //
   tāṃ kuṇḍalinīṃ śaktiṃ śanakair yathā syād evam	tAm kuNxalinIm Saktim SanakEs yaTA syAt evam
   adhomukha sahasra dalāruṇa kamala madhya dyotamāna pūrṇa candra maṇḍalaṃ	aDomuKa  sahasra  dala aruNa  kamala  maDya dyotamAna  pUrNa candra  maNxalam
   nītvā asmāc candra bimbād amṛta dhārā vṛṣṭiṃ rakta varṇāṃ varṇātmikām	nItvA asmAt candra  bimbAt amRta DArA  vRzwim rakta varNAm varNa AtmikAm
   amṛta srava rūpāṃ pāyayitvā ātma niketanaṃ mūlādhāre praveśayet | bhūyo	amRta  srava  rUpAm pAyayitvA Atma  niketanam mUlADAre praveSayet | BUyo
   'nantaram api tathaiva tām utthāpya tathā kṛtvā punas tathā nija sthānaṃ	anantaram api taTA eva tAm utTApya taTA kRtvA punar taTA nija  sTAnam
   prāpayed iti || KrdC_8.102 ||	prApayet iti || KrdC_8.102 ||
   etādṛśābhyāsasya phalam āha 	etAdRSa aByAsasya Palam Aha 
   yo 'bhyasyaty anudinam evam ātmano 'ntaṃ	yaH aByasyati anudinam evam AtmanaH antam
   bījeśaṃ durita jarāpamṛtyu rogān |	bIja ISam durita jarA apamRtyu  rogAn |
   jitvāsau svayam iva mūrtimān anaṅgaḥ	jitvA asO svayam iva mUrtimAn anaFgaH
   saṃjīvec cira malinīlakeśa pāśaḥ // Krd_8.103 //	saMjIvet cira mali nIla keSa  pASaH // KrD _8.103 //
   yaḥ pratyaham anena prakāreṇa śarīra madhye kāma bījam abhyasyaty ātmano	yaH pratyaham anena prakAreNa SarIra  maDye kAma bIjam aByasyati AtmanaH 
   'ntaṃ mano layāntam idam abhyasyatīti kriyā viśeṣaṇam asau sādhakaḥ	antam mano laya antam idam aByasyati iti kriyA  viSezaNam asO sADakaH
   durita jarāpamṛtyu rogān parābhūya svayam eva deha dhāri kandarpo bhūtvā	durita jarA apamRtyu  rogAn parABUya svayam eva deha  DAri  kandarpaH BUtvA
   cira kālaṃ jīvati | kīdṛśaḥ ? bhramara varṇavat śyāma keśa samūhaḥ ||	cira  kAlam jIvati | kIdRSaH ? Bramara varNa vat SyAma keSa  samUhaH ||
   KrdC_8.103 ||	Krdu _8.103 ||
   sphuṭa madhura padārṇa śreṇir atyadbhutārthā	sPuwa  maDura  pada arNa  SreNiH ati adButa arTA
   jhaṭiti vadana padmād visphuraty asya vāṇī |	Jawiti  vadana  padmAt visPurati asya vANI |
   api ca sakala mantrās tasya sidhyanti maṅkṣu	api ca sakala mantrAH tasya siDyanti maFkzu
   vyuparama ghana saukhyaikāspadaṃ vartate saḥ // Krd_8.104 //	vyuparama Gana  sOKya eka Aspadam vartate saH // KrD _8.104 //
   asya sādhakasya mukha kamalān śīghraṃ sarasvatī prabhavatī | kimbhūtā ?	asya sADakasya muKa  kamalAn SIGram sarasvatI praBavatI | kimBUtA ?
   pravyakta manohara pada varṇa samūhātmikā atyāścarya viṣayā kintu asya	pravyakta  manohara pada  varNa  samUha AtmikA ati AScarya vizayA kintu asya
   sādhakasya maṅkṣu anye 'pi mantrāḥ sidhyanti kiṃ ca sa sādhakaḥ	sADakasya maFkzu anye api mantrAH siDyanti kim ca sa sADakaH
   aviśrānta niviḍa sukha mātra sthānṃ bhūtvā tiṣṭhati || KrdC_8.104 ||	aviSrAnta  nivixa  suKa  mAtra  sTAnm BUtvA tizWati || KrdC_8.104 ||
   bhrāmyan mūrtiṃ mūla cakrād anaṅga	BrAmyan  mUrtim mUla cakrAt anaFga
   svābhir bhābhīrakta pīyūṣa yugbhiḥ |	svABiH BABIrakta pI yUza  yugBiH |
   viśvākāśaṃ pūrayantaṃ vicintya	viSva AkASam pUrayantam vicintya
   pratyāveśyās tatra vaśyāya sādhyāḥ // Krd_8.105 //	pratyAveSyAH tatra vaSyAya sADyAH // KrD _8.105 //
   nāryo naro vā nagarī sabhāpi vā	nAryaH naraH vA nagarI saBA api vA
   praveśitās tatra niśāta cetasā |	praveSitAH tatra niSAta  cetasA |
   syuḥ kiṅkarās tasya jhaṭity anārataṃ	syuH kiFkarAH tasya Jawiti anAratam
   cirāya tan nighna dhiyo na saṃśayaḥ // Krd_8.106 //	cirAya tat niGna DiyaH na saMSayaH // KrD _8.106 //
   mūla cakrān mūlādhāre atra saptamy arthe pañcamī bhramaṇa mūrtiṃ	mUla cakrAn mUlADAre atra saptamI  arTe paQcamI BramaNa  mUrtim
