   atha tṛtīyo 'dhyāyaḥ /	aTa tRtIyaH aDyAyaH /
   subantānāmākhyātenaikārthatvābhāvātsiddhavyavahitakarmānuvādakatvātteṣāmeva	subantAnAm AKyAtena eka arTa tva aBAvAt sidDa vyavahita karma anuvAdaka tvAt tezAm eva
   karmaṇāṃ jñānārthatvavidhiriti bhāvaḥ /	karmaNAm jQAna arTa tva viDiH iti BAvaH /
   siddhakarmasu saṃskāratvaprasiddhirapi śuddhākhyasaṃskāradvārā	sidDa karmasu saMskAra tva prasidDiH api SudDa AKya saMskAra dvArA
   jñānārthakakarmābhede liṅgamityāha yasyaita iti //34//	jQAna arTaka karma aBede liFgam iti Aha yasya ete iti //34//
   END BsRp_3,4.8.34	END BsRp _3,4.8.34
   START BsRp_3,4.8.35ḥ	START BsRp _3,4.8.35H
   anabhibhavaṃ ca darśayati | BBs_3,4.35 |	anaBiBavam ca darSayati | BBH _3,4.35 |
   brahmacaryādikarmaṇāṃ pratibandhadhvaṃsadvārā vidyārthatve	brahmacarya Adi karmaNAm pratibanDa DvaMsa dvArAH vidyA arTa tve
   liṅgamāha anabhibhavaṃ ceti //35//	liFgam Aha ana BiBavam ca iti //35//
   END BsRp_3,4.8.35	END BsRp _3,4.8.35
   START BsRp_3,4.9.36 37ḥ	START BsRp _3,4.9.36 37H
   antarā cāpi tu taddṛṣṭeḥ | BBs_3,4.36 |	antarA ca api tu tat dRzweH | BBH _3,4.36 |
   api ca smaryate | BBs_3,4.37 |	api ca smaryate | BBH _3,4.37 |
   antarā cāpi tu taddṛṣṭeḥ /	antarA ca api tu tat dRzweH /
   anāśramiṇāṃ japādikarmasattvānninditatvācca saṃśaye sati āśramakarmaṇāmeva	anASramiNAm japa Adi karma sattvAt nindita tvAt ca saMSaye sati ASrama karmaNAm eva
   vidyāhetutvaśruteranāśramasya ninditatvāccānadhikāra iti pūrvapakṣaḥ /	vidyA hetu tva SruteH anASramasya nindita tvAt ca anaDikAraH iti pUrva pakzaH /
   tatrānāśramakarmaṇāṃ vidyāhetutvāsiddhiḥ /	tatra anASrama karmaNAm vidyA hetutva asidDiH /
   siddhānte tatsiddhiriti phalam //36 // //37//	sidDAnte tad sidDiH iti Palam //36 // //37//
   END BsRp_3,4.9.36 37	END BsRp _3,4.9.36 37
   START BsRp_3,4.9.38ḥ	START BsRp _3,4.9.38H
   viśeṣānugrahaś ca | BBs_3,4.38 |	viSeza anugrahaH ca | BBH _3,4.38 |
   raikvādīnāṃ vidyāvattvaliṅgasya	rEkva AdInAm vidyAvat tva liFgasya
   janmāntarāśramakarmaṇānyathāsiddheranāśramakarmaṇo vidyārthatvaprāpakaṃ	janma antara ASrama karmaNA anyaTA sidDeH anASrama karmaNaH vidyA arTa tva prApakam
   mānāntaraṃ vācyamiti śaṅkate nanu liṅgamiti /	mAna antaram vAcyam iti SaFkate nanu liFgam iti /
   anāśramitvāviruddhānāṃ varṇamātraprāptadharmāṇāṃ vidyārthatve	anASramitvA avirudDAnAm varNa mAtra prApta DarmANAm vidyA arTa tve
   mānamāha tathāceti /	mAnam Aha  taTA ca iti /
   maitro dayāvānityarthaḥ /	mEtraH dayAvAn iti arTaH /
   nanvanāśramiṇāṃ karma bhavatu vidyāhetustathāpi teṣāṃ na	nanu anASramiNAm karma Bavatu vidyA hetuH taTA api tezAm na
   śravaṇādāvadhikāraḥ saṃnyāsābhāvādityata āha dṛṣṭārthā ceti /	SravaNa AdO= aDikAraH saMnyAsa aBAvAt iti atas Aha dRzwa arTA ca iti /
   bandhakājñānadhvastiphalakavidyākāmasya śravaṇe 'dhikāraḥ /	banDaka ajQAna Dvasti Palaka vidyA kAmasya SravaNe aDikAraH /
   saṃnyāso 'pi kadācitkṛto jñāna upakaroti śravaṇaṃ pratyanaṅgatvāditi	saMnyAsaH api kadAcid kRtaH jQAnaH upakaroti SravaNam pratyanaFga tvAt iti
   bhāvaḥ //38//	BAvaH //38//
   END BsRp_3,4.9.38	END BsRp _3,4.9.38
   START BsRp_3,4.9.39ḥ	START BsRp _3,4.9.39H
   atas tv itarajjyāyo liṅgāc ca | BBs_3,4.39 |	atas tu itarat jyAyaH liFgAt ca | BBH _3,4.39 |
   tarhyāśramitvaṃ vṛthetyata āha atastviti /	tarhi ASrami tvam vRTA iti atas Aha ataH tu iti /
   puṇyakṛttaijasaḥ śuddhasatvastena jñānamārgeṇaiti brahma prāpnotītyarthaḥ	puNya kRt tEjasaH SudDa satvaH tena jQAna mArgeNa eti brahma prApnoti iti arTaH
   atra puṇyakṛttvaliṅgādāśramitvaṃ jyāyaḥ puṇyopacaye śīghraṃ	atra puNya kRt tvaliFgAt ASrami tvam jyAyaH puNya upacaye SIGram
   vidyālābhādanāśramasya ninditatvācceti bhāvaḥ //39//	vidyA lABAt anASramasya nindita tvAt ca iti BAvaH //39//
   END BsRp_3,4.9.39	END BsRp _3,4.9.39
   START BsRp_3,4.10.40ḥ	START BsRp _3,4.10.40H
   tadbhūtasya tu nātadbhāvo jaiminer api niyamāt tadrūpābhāvebhyaḥ |	tad BUtasya tu na atad BAvaH jEmineH api niyamAt tad rUpa aBAveByaH |
   BBs_3,4.40 |	BBH _3,4.40 |
   tadbhūtasya tu /	tad BUtasya tu /
   uttamāśramātpūrvāśramaṃ prāptasya pracyutasya karmāpi	uttama ASramAt pUrva ASramam prAptasya pracyutasya karma api
   vidyāheturanāśramikarmavaditi saṃgatiḥ, pūrvapakṣaphalaṃ caitat /	vidyA hetuH anASrami karma vat iti saMgatiH, pUrva pakza Palam ca etat /
   siddhānte tu bhraṣṭasya karma na heturiti phalam /	sidDAnte tu Brazwasya karma na hetuH iti Palam /
   rāgādiprābalyātpracyutiniṣedhācca pracyutiḥ prāmāṇikī na veti saṃśayamāhaḥ	rAga Adi prAbalyAt pracyuti nizeDAt ca pracyutiH prAmANikI na vA iti saMSayamAhar 
   siddhāntasūtre niyamaṃ vyācaṣṭe tathāhīti /	sidDAnta sUtre niyamam vyAcazwe  taTA ahi iti /
   atyantamiti naiṣṭhikatvaniyamaḥ /	atyantam iti nEzWika tva niyamaH /
   araṇyamityekāntopalakṣitaṃ pārivrājyaṃ gṛhyate /	araNyam iti ekAnta upalakzitam pArivrAjyam gRhyate /
   tadiyādgacchediti padaṃ śāstramārgastatastasmātpārivrājyānna punareyānna	tat iyAt gacCet iti padam SAstra mArgaH tatas tasmAt pArivrAjyAt na punar eyAt na
   pracyavediti uniṣadrahasyamityarthaḥ /	pracyavet iti unizadrahasyam iti arTaH /
   atadrūpaṃ pracyutau pramāṇābhāvaṃ vyācaṣṭe yathāceti /	atad rUpam pracyutO pramANa aBAvam vyAcazwe yaTAcA iti /
   śiṣṭācārābhāvamāha nacaivamiti /	Sizwa AcAra aBAva m Aha na cEvam iti /
   'caṇḍālāḥ pratyavasitāḥ'iti smṛteśca patitānāṃ karma niṣphalamiti bhāvaḥ	acaNxAlAH pratyavasitAH aiti smRteH ca patitAnAm karma nizPalam iti BAvaH
   END BsRp_3,4.10.40	END BsRp _3,4.10.40
   START BsRp_3,4.11.41ḥ	START BsRp _3,4.11.41H
   na cādhikārikam api patanānumānāt tadayogāt | BBs_3,4.41 |	na ca ADikArikam api patana anumAnAt tad ayogAt | BBH _3,4.41 |
   nacādhikārikam /	naca ADikArikam /
   avakīryeta vyabhicaredityarthaḥ /	avakIryeta vyaBicaret iti arTaH /
   avakīrṇaṃ yonau niṣiktaṃ reto 'syāstītyavakīrṇī /	avakIrNam yonO niziktam retaH asya asti iti avakIrNI /
   atra pracyutasya prāyaścittaṃ syānnaveti upapātakatvātpatanasmṛteśca	atra pracyutasya prAyaScittam syAt navA iti upapAtaka tvAt patana smRteH ca
   saṃśayaḥ /	saMSayaH /
   pracyutasya yajñādikaṃ niṣphalamityuktaṃ tadvatprāyaścittamāpi	pracyutasya yajQa Adikam nizPalam iti uktam tadvat prAyaScittam Api
   niṣphalamiti pūrvapakṣayati netyucyata iti /	nizPalam iti pUrvapakzayati  na iti ucyate iti /
   atra kṛtaprāyaścittasya karma jñānaheturna bhavatīti phalaṃ siddhānte tu	atra kRta prAyaScittasya karma jQAna hetuH na Bavati iti Palam sidDAnte tu
   bhavatītidaḥ /	Bavati iti daH /
   yathopanayanakāle homo laukikāgnāveva kāryaḥ /	yaTA upanayana kAle homaH lOkika agnO= eva kAryaH /
   dārasaṃbandhottarakālavihitādhānasya	dAra saMbanDa uttara kAla vihita ADAnasya
   saṃpratyaprāptakālatvenāhavanīyābhāvāttadvadavakīrṇino brahmacāriṇaḥ	saMprati aprApta kAla tvena AhavanIya aBAvAt tadvat avakIrNinaH brahmacAriNaH
   prāyaścittapaśurgardabho laukikāgnau hotavya ityadhikāralakṣaṇe	prAyaScitta paSuH gardaBaH lOkika agnO hotavyaH iti aDikAra lakzaNe
   ṣaṣṭhādhyāye nirṇītaṃ prāyaścittamādhikārikaṃ tadupakurvāṇasyaiva na	zazWa aDyAye nirNItam prAyaScittam ADikArikam tad upakurvANasya eva na
   naiṣṭhikasyeti prāpte siddhāntayati //41//	nEzWikasya iti prApte sidDAntayati //41//
   END BsRp_3,4.11.41	END BsRp _3,4.11.41
   START BsRp_3,4.11.42ḥ	START BsRp _3,4.11.42H
   upapūrvam api tv eke bhāvamaśanavat tad uktam | BBs_3,4.42 |	upapUrvam api tu eke BAvam aSana vat tat uktam | BBH _3,4.42 |
   upapūrvamiti /	upapUrvam iti /
   upapadaṃ pūrvaṃ yasya pātakasya tadupapātakamityarthaḥ /	upapadam pUrvam yasya pAtakasya tat upapAtakam iti arTaH /
   'prāyaścittaṃ na paśyāmi'iti darśanābhāvasmṛteḥ prāyaścittābhāvāparatvaṃ	aprAyaScittam na paSyAmi aiti darSana aBAva smRteH prAyaScitta aBAva aparatvam
   kalpayitvā tanmūlaśrutikalpanātprāgeva kḷptasādhāraṇaśrutyā	kalpayitvA tad mUla Sruti kalpanAt prAk eva k?pta sADAraNa SrutyA
   prāyaścittasadbhāvasiddheḥ /	prAyaScitta sadBAva sidDeH /
   kalpanaṃ nodeti kḷptaśrutivirodhāditi bhāvaḥ /	kalpanam na udeti k?pta Sruti viroDAt iti BAvaH /
   prāyaścittasya bhāvābhāvasiddhyoḥ samatve 'pi bhāvaprasiddhiḥ	prAyaScittasya BAva aBAva sidDyoH sama tve api BAva prasidDiH
   śrutimūlatvādādartavyetyatra saṃmatimāha taduktamiti /	Sruti mUla tvAt AdartavyA iti atra saMmatim Aha tat uktam iti /
   yavamayaścarūrityatra yavaśabdaṅkeciddīrghaśūke prayuñjate keciddeśaviśeṣe	yava mayaH carUH iti atra yava SabdaFkecit dIrGa SUke prayuQjate kecid deSa viSeze
   priyaṅguṣu /	priyaFguzu /
   ataḥ kasya caruḥ kārya iti saṃdehe vṛddhaprayogasāmyātsamā tulyā vikalpena	atas kasya caruH kAryaH iti saMdehe vRdDa prayoga sAmyAt samA tulyAH vikalpena
   pratipattiḥ syāditi prāpte siddhāntaḥ śāstramūlā pratipattirgrāhyā	pratipattiH syAt iti prApte sidDAntaH SAstra mUlA pratipattiH grAhyA
   śāstranimittatvāddharmādijñānasya /	SAstra nimitta tvAt Darma Adi jQAnasya /
   tathāca 'yadānyā oṣadhayo mlāyantyathaite yavā modamānāstiṣṭhanti, iti	taTA ca ayadAnyAH ozaDayaH mlAyanti aTa ete yavAH modamAnAH tizWanti, iti
   śāstramūlatvāddīrghaśūkaprayogasyaivādara ityarthaḥ /	SAstra mUla tvAt dIrGa SUka prayogasya eva AdaraH iti arTaH /
   smṛtergatimāha prāyaścitteti /	smRteH gati mAha  prAyaScittA iti /
   brahmacaryarakṣārthaṃ yatnādhikyaṃ kāryamiti jñāpanārthaṃ prāyaścittaṃ	brahmacarya rakzA arTam yatna ADikyam kAryam iti jQApana arTam prAyaScittam
   spaṣṭamapi na paśyāmītyuktaṃ bhagavadatriṇetyarthaḥ /	spazwam api na paSyAmi iti uktam Bagavat atriNA iti arTaH /
   naiṣṭhikavadyativanasthayorapi pramādādbrahmacaryabhaṅge	nEzWika vat yati vana sTayoH api pramAdAt brahmacarya BaFge
   prāyaścittamastītyāha evamiti /	prAyaScittam asti iti Aha  evam iti /
   kṛcchraṃ prājāpatyaṃ mahākakṣaṃ bahutṛṇakāṣṭhadeśaṃ jaladānādinā	kRcCram prAjApatyam mahA kakzam bahu tRNa kAzWa deSam jala da anAdinA
   vardhayeta /	varDayeta /
   yatistu somalatāvarjaṃ vardhayet /	yatiH tu soma latA varjam varDayet /
   'sarvapāpaprasakto 'pi dhyāyannimiṣamacyutam /	asarva pApa prasaktaH api DyAyat nimizam acyutam /
   bhūyastapasvī bhavati paṅktipāvana eva ca /	BUyas tapasvI Bavati paFkti pAvanaH eva ca /
   upāpātakasaṅgheṣu pātakeṣu mahatsu ca /	upApAtaka saFGezu pAtakezu mahatsu ca /
   praviśya rajanīpādaṃ brahmadhyānaṃ samācaret //	praviSya rajanI pAdam brahma DyAnam samAcaret //
   'ityādisvaśāstravihitadhyānaprāṇāyāmādisaṃskāro 'pi bhikṣuṇā kārya	aityAdi sva SAstra vihita DyAna prANAyAma Adi saMskAraH api BikzuNA kArya
   ityarthaḥ /	iti arTaH /
   ādipadāt 'manovākkāyajāndoṣānajñānotthānpramādajān /	Adi padAt amanaH vAc kAya jAnda uzAn ajQAna utTAn pramAda jAn /
   sarvāndahati yogāgnistūlarāśimivānalaḥ /	sarvAn dahati yoga agniH tUla rASim iva analaH /
   nityameva tu kurvīta prāṇāyāmāṃstu ṣoḍaśa /	nityam eva tu kurvIta prANAyAmAn= tu zoxaSa /
   api bhrūṇahanaṃ māsātpunantyaharahaḥ kṛtāḥ /	api BrUNa hanam mAsAt punanti aharahar kRtAH /
   'ityādivākyaṃ grāhyam //42//	aityAdi vAkyam grAhyam //42//
   END BsRp_3,4.11.42	END BsRp _3,4.11.42
   START BsRp_3,4.12.43ḥ	START BsRp _3,4.12.43H
   bahis tūbhayathāpi smṛter ācārāc ca | BBs_3,4.43 |	bahis tu uBayaTA api smRteH AcArAt ca | BBH _3,4.43 |
   bahistūbhayathāpi /	bahis tu uBa yaTA api /
   kṛtaprāyaścittaistaiḥ saha kṛtaśravaṇādikaṃ jñānasādhanaṃ na veti saṃdehe	kRta prAyaScittEH tEH saha kRta SravaNa Adikam jQAna sADanam na vA iti saMdehe
   teṣāṃ śuddhatvātsādhanamiti prāpte prāyaścittātparaloke teṣāṃ śuddhatve	tezAm SudDa tvAt sADanam iti prApte prAyaScittAt para loke tezAm SudDa tve
   'pyatra śuddhabhāvānna sādhanamiti siddhāntayati yadyūrdhveti /	api atra SudDa BAvAt na sADanam iti sidDAntayati yadi UrDvA iti /
   sugamaṃ bhāṣyam //43//	sugamam BAzyam //43//
   END BsRp_3,4.12.43	END BsRp _3,4.12.43
   START BsRp_3,4.13.44ḥ	START BsRp _3,4.13.44H
   svāminaḥ phalaśruter ity ātreyaḥ | BBs_3,4.44 |	svAminaH Pala SruteH iti AtreyaH | BBH _3,4.44 |
   svāminaḥ phalaśruteḥ /	svAminaH Pala SruteH /
   aṅgāśritopāstiṣūbhayakartṛkatvasaṃbhavātsaṃśayaḥ /	aFga ASrita upAstizu uBaya kartRka tva saMBavAt saMSayaH /
   yaḥ kṛtaprāyaścittaḥ sa saṃvyavahārya ityutsargasya nindātiśayasmṛtyā	yaH kRta prAyaScittaH sa saMvyavahAryaH iti utsargasya nindA atiSaya smRtyA
   naiṣṭhikādiṣu bādhavadyo yadaṅgakartā sa tadāśritasya kartetyutsargasya	nEzWika Adizu bADavat yaH yad aFga kartA sa tad ASritasya kartA iti utsargasya
   kartuḥ phalaśrutyā bādha iti pūrvapakṣamāha kimiti /	kartuH Pala SrutyA bADaH iti pUrva pakza mAha kim iti /
   atra kartṛtvabhoktṛtvayoraikādhikaraṇyaṃ phalaṃ siddhānte tvaṅgāśritā	atra kartR tva BoktR tvayoH Eka ADikaraNyam Palam sidDAnte tu aFga ASritA
   ṛtvikkartṛkā apyupāstayo yajamānagāmisvatantraphalāḥ kimu vācyaṃ	Rtvij kartRkAH api upAstayaH yajamAna gAmi svatantra PalAH kimu vAcyam
   svaniṣṭhabrahmavidyāyāḥ svātantryamiti phalaṃ vivektavyam /	sva nizWa brahma vidyAyAH svAtantryam iti Palam vivektavyam /
   ataḥ pādasaṃgatiḥ hiṅkāraprastāvodgīthapratihāranidhanākhyapañcaprakāre	atas pAda saMgatiH hiFkAra prastAva udgITa pratihAra niDana AKya paQca prakAre
   sāmni vṛṣṭidhyāturvarṣasamṛddhiḥ phalamiti śrutyarthaḥ /	sAmni vRzwi DyAtuH varza samRdDiH Palam iti Sruti arTaH /
   śrutaṃ phalaṃ ṛtviggataṃ kiṃ na syādityata āha tacceti /	Srutam Palam Rtvij gatam kim na syAt iti atas Aha tat ca iti /
   yathāsāṅgakratvadhikṛtādhikāratvādgodohanasya phalaṃ kratvadhikārigataṃ	yaTA asAFga kratu aDikRta aDikAra tvAt go dohanasya Palam kratu aDikAri gatam
   tadvadaṅgopāsanasyāpi phalaṃ tadgatamevetyarthaḥ /	tadvat aFga upAsanasya api Palam tat gatam eva iti arTaH /
   astu tasya phalaṃ tadgataṃ kartātvanyaḥ kiṃ na syādityata āha phalaṃ ceti	astu tasya Palam tad gatam kartAtu anyaH kim na syAt iti atas Aha Palam ca iti
   yaduktaṃ yajamānāgāmi phalamiti tasyāpavādaṃ śaṅkate nanviti /	yat uktam yajamAna AgAmi Palam iti tasya apavAdam SaFkate nanu iti /
   udgānena sādhayatītyarthaḥ /	udgAnena sADayati iti arTaH /
   yājamānaṃ phalamityutsargasyāsati bādhakavacane siddhiriti samādhyarthaḥ /	yAjamAnam Palam iti utsargasya asati bADaka vacane sidDiH iti samADi arTaH /
   tasmātphalabhoktṛtvādityarthaḥ //44//	tasmAt Pala BoktR tvAt iti arTaH //44//
   END BsRp_3,4.13.44	END BsRp _3,4.13.44
   START BsRp_3,4.13.45 46ḥ	START BsRp _3,4.13.45 46H
   ārtvijyam ity auḍulomiḥ tasmai hi parikrīyate | BBs_3,4.45 |	Artvijyam iti OxulomiH tasmE hi parikrIyate | BBH _3,4.45 |
   śruteśca | BBs_3,4.46 |	SruteH ca | BBH _3,4.46 |
   upāsanamārtvijyaṃ ṛtvikkartṛkamityata śrautaṃ liṅgamāha tathāceti /	upAsanam Artvijyam Rtvij kartRkam ityata SrOtam liFgam Aha taTA ca iti /
   tamudgīthākhyaṃ praṇavaṃ prāṇadṛṣṭyā dhyātavāndhyātvā ca naimiśīyānāṃ	tam udgITa AKyam praNavam prANa dRzwyA DyAtavAn DyAtvA ca nEmiSIyAnAm
   satriṇāmudgātāsīdityarthaḥ /	satriNAm udgAtA AsIt iti arTaH /
   yajamānena svagāmiphalakasāṅgaprayogakaraṇāyartvijāṃ krītatvātkartṛtve 'pi	yajamAnena sva gAmi Palaka sAFga prayoga karaNAya RtvijAm krIta tvAt kartR tve api
   na tatphalabhāktvamutsargasya bādhakābhāvādityuktatvāt /	na tad Pala BAj tvam utsargasya bADaka aBAvAt iti ukta tvAt /
   krayaṇadvārā kartṛtvabhoktṛtvasāmānādhikaraṇyaṃ copapadyate bhṛtyakartṛke	krayaNa dvArA kartR tva BoktR tva sAmAnADikaraNyam ca upapadyate BRtya kartRke
   yuddhe rājā yudhyate jayati cetivaditi bhāvaḥ //45 // //46//	yudDe rAjA yuDyate jayati ca iti vat iti BAvaH //45 // //46//
   END BsRp_3,4.13.45 46	END BsRp _3,4.13.45 46
   START BsRp_3,4.14.47ḥ	START BsRp _3,4.14.47H
   sahakāryantaravidhiḥ pakṣeṇa tṛtīyaṃ tadvato vidhyādivat | BBs_3,4.47 |	sahakArI antara viDiH pakzeNa tRtIyam tadvataH viDi Adi vat | BBH _3,4.47 |
   sahakāryantaravidhiḥ /	sahakArI antara viDiH /
   yasmātpūrve brāhmaṇā ātmānaṃ viditvā saṃnyasya bhikṣācaryaṃ caranti	yasmAt pUrve brAhmaNAH AtmAnam viditvA saMnyasya BikzA caryam caranti
   tasmādadyatano 'pi brāhmaṇa āpātajñānarūpapaṇḍāvānpaṇḍitastasya kṛtyaṃ	tasmAt adyatanaH api brAhmaNaH ApAta jQAna rUpa paNxAvAn paNxitaH tasya kRtyam
   pāṇḍityaṃ śravaṇaṃ tannirvidya niścayena labdhvā bālyena śravaṇajajñānasya	pANxityam SravaNam tat nirvidya niScayena labDvA bAlyena SravaNa ja jQAnasya
   balabhāvena mananenāsaṃbhāvanānirāsena bālasya bhāvena vā śuddhacittatvena	bala BAvena mananena asaMBAvanA nirAsena bAlasya BAvena vA SudDa citta tvena
   sthātumicchedevaṃ mananaśravaṇe kṛtvādānantaraṃ	sTAtum icCet evam manana SravaNe kRtvA Ada anantaram
   munirnididhyāsanakṛtsyādevamamaunaṃ ca maunādanyadbālyapāṇḍityadvayaṃ	muniH nidiDi Asana kRt syAt evam amOnam ca mOnAt anyat bAlya pANxitya dvayam
   maunaṃ ca nididhyāsanaṃ labdhvā atha jñānasāmagrīpauṣkalyānantaraṃ	mOnam ca nidiDi Asanam labDvA aTa jQAna sAmagrI pOzkalya anantaram
   brahmāhamiti sākṣātkāravān brāhmaṇo bhavatītyarthaḥ /	brahma aham iti sAkzAtkAravAn brAhmaNaH Bavati iti arTaH /
   maunaśabdasya siddharūpe pārivrājye anuṣṭheye ca dhyāne prayogātsaṃśayaḥ /	mOna Sabdasya sidDa rUpe pArivrAjye anuzWeye ca DyAne prayogAt saMSayaH /
   yathā taṃ ha baka	yaTA tam ha baka
   ityādivākyaśeṣādudgīthādyupāsanasyārtvijyatvanirṇayastadvadatha brāhmaṇa	ityAdi vAkya SezAt udgITa Adi upAsanasya artvijya tva nirNayaH tadvat aTa brAhmaNa
   iti vidhihīnavākyaśeṣānmaunasyāpyavidheyatvaniścaya iti pūrvapakṣamāha na	iti viDi hIna vAkya SezAt mOnasya api aviDeya tva niScayaH iti pUrva pakzamAha na
   vidhīyata iti /	viDIyate iti /
   atra dhyānasyānanuṣṭhānaṃ siddhānte tvanuṣṭhānamiti phalam /	atra DyAnasya ananuzWAnam sidDAnte tu anuzWAnam iti Palam /
   yadi maunaṃ pārivrājyaṃ tadā vākyāntaraprāptamanūdyate	yadi mOnam pArivrAjyam tadA vAkya antara prAptam anUdyate
   bālyavidhipraśaṃsārtham /	bAlya viDi praSaMsA arTam /
   yadi jñānaṃ tadā pāṇḍityaśabdātprāptamiti pūrvapakṣagranthārthaḥ /	yadi jQAnam tadA pANxitya SabdAt prAptam iti pUrva pakza granTa arTaH /
   muniśabdādvijñānātiśayaḥ pratīyate tasya jñānamātravācipāṇḍityaśabdānna	muni SabdAt vijQAna atiSayaH pratIyate tasya jQAna mAtra vAci pANxitya SabdAn na
   prāptiḥ /	prAptiH /
   nāpi muniśabdaḥ parivrāḍvācakaḥ vālmīkyādiṣu prayujyamānatvāt /	na api muni SabdaH parivrAj vAcakaH vAlmIkI Adizu prayujyamAna tvAt /
   tasmādaprāptaṃ maunamapūrvatvādvidhiṃ kalpyatīti	tasmAt aprAptam mOnam apUrva tvAt viDim kalpyati iti
   siddhāntayati evamityādinā /	sidDAntayati  evam ityAdinA /
   āpastambaprayogasya gatimāha itarāśrameti /	Apastamba prayogasya gati mAha  itara ASrama iti /
   kiñcāmaunaṃ ca maunaṃ ca nirvidyeti	kiQcA mOnam ca mOnam ca nirvidya iti
   śravaṇamananavadanuṣṭheyatvoktermaunasya vidheyatetyāha nirvedanīyatveti /	SravaNa mananavat anuzWeya tva ukteH mOnasya viDeya tA iti Aha  nirvedanIya tva iti /
   naca trayāṇāṃ vidhāne vākyabhedo doṣaḥ /	na ca trayANAm viDAne vAkya BedaH dozaH /
   uparidhāraṇavadiṣṭatvāttadvākyabhedasyeti bhāvaḥ /	upari DAraNa vat izwa tvAt tad vAkya Bedasya iti BAvaH /
   kasyedaṃ dhyānaṃ vidhīyata ityāha tadvata iti /	kasya idam DyAnam viDIyate iti Aha tadvataH iti /
   ātmānaṃ viditveti parokṣajñānavataḥ saṃnyāsinaḥ prakṛtatvādityarthaḥ /	AtmAnam viditvA iti parokza jQAnavataH saMnyAsinaH prakRta tvAt iti arTaH /
   sūkṣmārthasākṣātkārasādhanatvena dhyānādeḥ ṣaḍjādau lokataḥ prāptiṃ	sUkzma arTa sAkzAtkAra sADana tvena DyAna AdeH zaxja AdO lokataH prAptim
   śaṅkitvā niyamavidhimāha nanvityādinā /	SaFkitvA niyama viDim Aha nanu iti AdinA /
   nanu brahmavidyāpare vākye kathaṃ jñānāṅgamiti cetsaphalakratuparavākye	nanu brahma vidyA pare vAkye kaTam jQAna aFgam iti ced saPala kratu para vAkye
   'ṅgavidhivadityāha vidhyādivaditi /	aFga viDivat iti Aha  viDi Adi vat iti /
   pradhānamārabhyāṅgaparyanto vidhiḥ /	praDAnam AraBya aFga paryantaH viDiH /
   tatra pradhānaḥ kraturvidhyādirata evāṅgaṃ vidhyanta ityucyata ityarthaḥ /	tatra praDAnaH kratuH viDi AdiH atas eva aFgam viDyante iti ucyate iti arTaH /
   etatsūtrabhāṣyabhāvānabhijñāḥ saṃnyāsāśramadharmaśravaṇādau vidhirnāstīti	etat sUtra BAzya BAva anaBijQAH saMnyAsa ASrama Darma SravaNa AdO viDiH na asti iti
   vadanti /	vadanti /
   vidhau hyaprāptimātramapekṣitaṃ tacca bhedadarśanaprābalyāddarśitamiti	viDO hi aprApti mAtram apekzitam tat ca Beda darSana prAbalyAt darSitam iti
   saṃpradāyavidaḥ //47//	saMpradAya vidaH //47//
