   akartṛbhāvādbhoktuśca MrgT_1,2.15c	akartR-BAvAt-BoktuH-ca MrgT_1,2.15c
   santānaṃ caiva śarvoktaṃ MrgT_3.47a	santAnam ca-eva Sarva-uktam MrgT_3.47a
   sandhāya bahirālikhet MrgT_3.100d	sanDAya bahis-AliKet MrgT_3.100d
   sandhyopāsanamarcanam MrgT_3.12b	sanDyA-upAsanam-arcanam MrgT_3.12b
   saptakoṭiparicchadam MrgT_1,4.2d	sapta-kowi-paricCadam MrgT_1,4.2d
   saptakoṭiprasaṃkhyātān MrgT_1,1.24c	sapta-kowi-prasaMKyAtAn MrgT_1,1.24c
   saptagranthinidānasya MrgT_1,10.19c	sapta-granTi-nidAnasya MrgT_1,10.19c
   sapta pañca ca vikhyātāḥ MrgT_1,10.25c	sapta paQca ca viKyAtAH MrgT_1,10.25c
   saptamāmudadherarvāk MrgT_1,13.108c	saptamAm-udaDeH-arvAk MrgT_1,13.108c
   saptaviṃśatilakṣāṇi MrgT_1,13.113c	saptaviMSati-lakzANi MrgT_1,13.113c
   sapta sapta samākhyātās MrgT_1,13.29a	sapta sapta samAKyAtAH MrgT_1,13.29a
   saptasaptārbudeśvarāḥ MrgT_1,13.156d	sapta-sapta-arbuda-ISvarAH MrgT_1,13.156d
   saptasveteṣu daityendra- MrgT_1,13.28c	saptasu-etezu dEtya-indra MrgT_1,13.28c
   samagrasaṃhitālakṣaṃ MrgT_3.111c	samagra-saMhitA-lakzam MrgT_3.111c
   samatītya maheśvaraḥ MrgT_1,5.9b	samatItya maheSvaraH MrgT_1,5.9b
   samatvena samarpaṇam MrgT_1,11.25b	samatvena samarpaNam MrgT_1,11.25b
   samantato 'nnapānasya MrgT_1,11.25a	samantataH anna-pAnasya MrgT_1,11.25a
   samabhyasyannavāpnoti MrgT_4.51a	samaByasyan=-avApnoti MrgT_4.51a
   samayī ca kṛtāhnikaḥ MrgT_3.66b	samayI ca kRta-AhnikaH MrgT_3.66b
   samayī putrako vāpi MrgT_3.61a	samayI putrakaH vA-api MrgT_3.61a
   samayī prāggṛhasthaśca MrgT_3.11c	samayI prAk-gRhasTaH-ca MrgT_3.11c
   samayī prāggṛhasthaśca MrgT_3.73c	samayI prAk-gRhasTaH-ca MrgT_3.73c
   samarjito vainayiko MrgT_1,10.28c	samarjitaH vEnayikaH MrgT_1,10.28c
   samākramya svatejasā MrgT_1,4.12b	samAkramya sva-tejasA MrgT_1,4.12b
   samācānto japenmantraṃ MrgT_3.85c	samAcAntaH japet-mantram MrgT_3.85c
   samādhāneṣṭikṛdbhavet MrgT_3.60d	samADAnezwi-kRt-Bavet MrgT_3.60d
   samādhiraṇimādīnāṃ MrgT_4.50a	samADiH-aNima-AdInAm MrgT_4.50a
   samānavṛtīvijayād MrgT_4.48a	samAna-vRtI-vijayAt MrgT_4.48a
   samānālāpaparyaṅga- MrgT_3.69c	samAna-AlApa-paryaFga MrgT_3.69c
   samāsenopadiśyate MrgT_3.1d	samAsena-upadiSyate MrgT_3.1d
   samāsokteḥ prabhedaśaḥ MrgT_1,11.1d	samAsa-ukteH praBedaSaH MrgT_1,11.1d
   samitpuṣpakuśodakam MrgT_3.95d	samiD-puzpa-kuSa-udakam MrgT_3.95d
   samidādyāharettataḥ MrgT_3.88d	samiD-Adya-Aharet-tatas MrgT_3.88d
   samīpe copakārake MrgT_1,13.188b	samIpe ca-upakArake MrgT_1,13.188b
   samutthāyārdharātre tu MrgT_3.88a	samutTAya-arDarAtre tu MrgT_3.88a
   samuddīpitacetasām MrgT_1,10.27b	samuddIpita-cetasAm MrgT_1,10.27b
   samuddhṛtya sahāyena MrgT_3.85a	samudDRtya sahAyena MrgT_3.85a
   sa mūrdhasamadeśatvān MrgT_1,3.10a	sa mUrDa-sama-deSa-tvAt MrgT_1,3.10a
   samūlatvānna yuktimat MrgT_1,1.14b	sa-mUla-tvAt-na yuktimat MrgT_1,1.14b
   sampadyante savighātāḥ krameṇa MrgT_1,10.29f	sampadyante sa-viGAtAH krameNa MrgT_1,10.29f
   sampannaiḥ kārakaistāṃśca MrgT_3.89c	sampannEH kArakEH-tAn=-ca MrgT_3.89c
   sambandhāgrahaṇe bādhā MrgT_1,3.6c	sambanDa-agrahaNe bADA MrgT_1,3.6c
   sambandhārthoktipūrvikām MrgT_3.33d	sambanDa-arTa-ukti-pUrvikAm MrgT_3.33d
   sammohādyuttaraṃ prācyaṃ MrgT_3.35c	sammoha-Adi-uttaram prAcyam MrgT_3.35c
   sa yadvyapāsya kriyate MrgT_1,5.10c	sa yat-vyapAsya kriyate MrgT_1,5.10c
   sa recakastadabhyāsād MrgT_4.20c	sa recakaH-tad-aByAsAt MrgT_4.20c
   saro mānasataskaram MrgT_1,13.78d	saraH mAnasa-taskaram MrgT_1,13.78d
   saro 'ruṇodakaṃ nāma MrgT_1,13.77c	saraH aruNodakam nAma MrgT_1,13.77c
   sargamūle tṛtīyāyāṃ MrgT_1,5.10a	sarga-mUle tRtIyAyAm MrgT_1,5.10a
   sargasthityādiko yasmād MrgT_1,13.190c	sarga-sTiti-AdikaH yasmAt MrgT_1,13.190c
   sargo 'pyevaṃ sthiteḥ kālaḥ MrgT_1,13.181c	sargaH api-evam sTiteH kAlaH MrgT_1,13.181c
   sarvakārakaniṣpādyam MrgT_1,10.10c	sarva-kAraka-nizpAdyam MrgT_1,10.10c
   sarvakṛtsarvavicchivaḥ MrgT_1,2.1b	sarva-kRt-sarva-vid-SivaH MrgT_1,2.1b
   sarvakratuṣu dīkṣitaḥ MrgT_4.30d	sarva-kratuzu dIkzitaH MrgT_4.30d
   sarvagatvānmaheśasya MrgT_1,7.19a	sarvaga-tvAt-maheSasya MrgT_1,7.19a
   sarvacchidraharaścānyo MrgT_3.128c	sarva=-Cidra-haraH-ca-anyaH MrgT_3.128c
   sarvajñatvādiyoge 'pi MrgT_1,4.5a	sarvajQa-tva-Adi-yoge api MrgT_1,4.5a
   sarvajñatvādiyoge 'pi MrgT_1,13.172a	sarvajQa-tva-Adi-yoge api MrgT_1,13.172a
   sarvajñavihitaṃ yāvad MrgT_3.App.1c	sarvajQa-vihitam yAvat MrgT_3.A-app.1c
   sarvajñaḥ sarvakartṛtvāt MrgT_1,5.13a	sarvajQaH sarva-kartR-tvAt MrgT_1,5.13a
   sarvataśca yato muktau MrgT_1,2.5c	sarvatas-ca yatas muktO MrgT_1,2.5c
   sarvato yugapadvṛtter MrgT_1,12.33c	sarvatas yugapad-vRtteH MrgT_1,12.33c
   sarvato vinivartanam MrgT_4.5d	sarvatas vinivartanam MrgT_4.5d
   sarvathā sarvadā yasmāc MrgT_1,7.17c	sarvaTA sarvadA yasmAt MrgT_1,7.17c
   sarvadā sarvabhūtānāṃ MrgT_4.59a	sarvadA sarva-BUtAnAm MrgT_4.59a
   sarvadā sarvavastuṣu MrgT_1,5.16d	sarvadA sarva-vastuzu MrgT_1,5.16d
   sarvaduḥkhapraśamanaṃ MrgT_1,13.169c	sarva-duHKa-praSamanam MrgT_1,13.169c
   sarvadevāpravṛttitā MrgT_1,12.9b	sarva-deva-apravRtti-tA MrgT_1,12.9b
   sarvapratyakṣadarśini MrgT_1,13.38d	sarva-pratyakza-darSini MrgT_1,13.38d
   sarvabrahmāṇi lakṣaśaḥ MrgT_3.111b	sarva-brahmANi lakzaSas MrgT_3.111b
   sarvabhūtaguṇaḥ katham MrgT_1,12.23b	sarva-BUta-guNaH kaTam MrgT_1,12.23b
   sarvabhūtabhavāvaniḥ MrgT_1,13.155b	sarva-BUta-Bava-avaniH MrgT_1,13.155b
   sarvabhūtahito yataḥ MrgT_1,4.14b	sarva-BUta-hitaH yatas MrgT_1,4.14b
   sarvamantramukhe puṇye MrgT_3.79c	sarva-mantra-muKe puNye MrgT_3.79c
   sarvamekamanekataḥ MrgT_1,9.7b	sarvam-ekam-anekatas MrgT_1,9.7b
   sarvaratnaprabhāvatīm MrgT_1,13.45d	sarva-ratna-praBAvatIm MrgT_1,13.45d
   sarvaratnavinirmitā MrgT_1,13.52d	sarva-ratna-vinirmitAH MrgT_1,13.52d
   sarvarudrādhikaśriyaḥ MrgT_1,13.145d	sarva-rudra-aDika-SriyaH MrgT_1,13.145d
   sarvaśaktimatāṃ varaḥ MrgT_1,13.161d	sarva-SaktimatAm varaH MrgT_1,13.161d
   sarvasya pariṇāminaḥ MrgT_1,5.12d	sarvasya pariNAminaH MrgT_1,5.12d
   sarvasya sarvadā sarvā MrgT_1,11.18a	sarvasya sarvadA sarvAH MrgT_1,11.18a
   sarvasrotaḥsu mānataḥ MrgT_1,13.120d	sarva-srotaHsu mAnataH MrgT_1,13.120d
   sarvaṃ tatkṛtimastake MrgT_1,13.3d	sarvam tad-kRti-mastake MrgT_1,13.3d
   sarvaḥ sarvamabhīpsitam MrgT_1,9.15d	sarvaH sarvam-aBIpsitam MrgT_1,9.15d
   sarvākāropakāriṇaḥ MrgT_4.59b	sarva-AkAra-upakAriNaH MrgT_4.59b
   sarvātiśayaviśrāmas MrgT_1,13.163a	sarva-atiSaya-viSrAmaH MrgT_1,13.163a
   sarvātmanā samuddhāraḥ MrgT_3.17c	sarva-AtmanA samudDAraH MrgT_3.17c
   sarvādhiṣṭhānayoginaḥ MrgT_4.58d	sarva-aDizWAna-yoginaH MrgT_4.58d
   sarvādhvavartibhūtānāṃ MrgT_1,13.11a	sarva-aDva-varti-BUtAnAm MrgT_1,13.11a
   sarvānugrāhikā katham MrgT_1,7.13d	sarva-anugrAhikA kaTam MrgT_1,7.13d
   sarvānugrāhikā śivā MrgT_1,7.11b	sarva-anugrAhikA SivA MrgT_1,7.11b
   sarvāntaḥkaraṇāśrayaḥ MrgT_1,13.150b	sarva-antaHkaraNa-ASrayaH MrgT_1,13.150b
   sarvān padarthān saṃtyajya MrgT_4.53a	sarvAn pad-arTAn saMtyajya MrgT_4.53a
   sarvāmarapratiṣṭhāsu MrgT_3.14a	sarva-amara-pratizWAsu MrgT_3.14a
   sarvārthadṛkkriyārūpam MrgT_4.62c	sarva-arTa-dRkkriyA-rUpam MrgT_4.62c
   sarvārthāvahitāḥ sadā MrgT_1,13.123b	sarva-arTa-avahitAH sadA MrgT_1,13.123b
   sarvāsāṃ phalabhūmīnāṃ MrgT_1,13.93a	sarvAsAm Pala-BUmInAm MrgT_1,13.93a
   sarve 'naikāntikatvataḥ MrgT_1,2.17b	sarve anEkAntika-tvataH MrgT_1,2.17b
   sarvendriyaḥ sarvatanuḥ MrgT_1,13.150a	sarva-indriyaH sarva-tanuH MrgT_1,13.150a
   sarveśānānīśitaḥ sarvadāste MrgT_1,2.29d	sarva-ISAnAnISitaH sarvadA-Aste MrgT_1,2.29d
   sarveśāneśvarāveka- MrgT_1,13.146c	sarva-ISAneSvarO=-eka MrgT_1,13.146c
   sarveṣāṃ sarvatomukham MrgT_1,9.5d	sarvezAm sarvatomuKam MrgT_1,9.5d
   salliṅgādhikṛtaṃ vaset MrgT_3.94b	sat-liFga-aDikRtam vaset MrgT_3.94b
   savanaṃ sūrapūjitam MrgT_3.80b	savanam sUra-pUjitam MrgT_3.80b
   savarṇapratiśabdagāḥ MrgT_1,12.21b	savarNa-pratiSabda-gAH MrgT_1,12.21b
   sa vikāsādidharmā cet MrgT_1,2.21c	sa vikAsa-Adi-DarmA ced MrgT_1,2.21c
   saviśeṣaguṇaḥ śanaiḥ MrgT_4.60d	sa-viSeza-guNaH SanEs MrgT_4.60d
   sa śāstre śaktibhedavat MrgT_1,13.164d	sa SAstre Sakti-Beda-vat MrgT_1,13.164d
   sa śivatvaṃ prapadyate MrgT_4.54b	sa Siva-tvam prapadyate MrgT_4.54b
   sa śailastasya daityasya MrgT_1,13.100c	sa SElaH-tasya dEtyasya MrgT_1,13.100c
   sa ṣoḍaśa sahasrāṇi MrgT_1,13.42c	sa zoxaSa sahasrANi MrgT_1,13.42c
   sa samādhirvidhīyate MrgT_4.7d	sa samADiH-viDIyate MrgT_4.7d
   sasādhanasya bhogasya MrgT_1,10.15a	sa-sADanasya Bogasya MrgT_1,10.15a
   sasādhanā muktirasti MrgT_1,2.10c	sa-sADanA muktiH-asti MrgT_1,2.10c
   sasyakasphaṭikadyutiḥ MrgT_1,13.107d	sasyaka-sPawika-dyutiH MrgT_1,13.107d
   sahakāri taducyate MrgT_1,8.3b	sahakAri tat-ucyate MrgT_1,8.3b
   sahakāryadhikārānta- MrgT_1,9.2c	sahakAri-aDikAra-anta MrgT_1,9.2c
   sahasradvayaviṣkambhā MrgT_1,13.65a	sahasra-dvaya-vizkamBAH MrgT_1,13.65a
   sahasrayojanacchāyās MrgT_1,13.73a	sahasra-yojana=-CAyAH MrgT_1,13.73a
   sahasraṃ sulaghīyasi MrgT_3.116d	sahasram sulaGIyasi MrgT_3.116d
   sahasrairbhavasaṃmitaiḥ MrgT_1,1.28d	sahasrEH-Bava-saMmitEH MrgT_1,1.28d
   sahāyavānapramattaḥ MrgT_3.76a	sahAyavAn-apramattaH MrgT_3.76a
   sahāyaṃ sadguṇaṃ bhajet MrgT_3.123d	sahAyam sat-guNam Bajet MrgT_3.123d
   sahāyopahṛtaṃ bhajet MrgT_3.104b	sahAya-upahRtam Bajet MrgT_3.104b
   saṃkalpo bījamabhyeti MrgT_1,12.10c	saMkalpaH bIjam-aByeti MrgT_1,12.10c
   saṃkhyāne preraṇe ca saḥ MrgT_1,10.6b	saMKyAne preraNe ca saH MrgT_1,10.6b
   saṃkhyāsaṃjñādivācakam MrgT_3.50d	saMKyA-saMjQA-Adi-vAcakam MrgT_3.50d
   saṃkhyāsūtrasya doṣanut MrgT_3.117d	saMKyA-sUtrasya doza-nud MrgT_3.117d
   saṃjātavyutkramaḥ kuryāt MrgT_3.106a	saMjAta-vyutkramaH kuryAt MrgT_3.106a
   saṃjīvanaṃ na dagdhasya MrgT_3.26a	saMjIvanam na dagDasya MrgT_3.26a
   saṃtāpābjamahāmbujāḥ MrgT_1,13.15b	saMtApa-abja-mahA-ambujAH MrgT_1,13.15b
   saṃtāpāśceti ye mune MrgT_1,13.16d	saMtApAH-ca-iti ye mune MrgT_1,13.16d
   saṃdhyāstanitadigdāha- MrgT_3.55a	saMDyA-stanita-digdAha MrgT_3.55a
   saṃbhūyānanyavatsthitam MrgT_1,10.7b	saMBUya-ananyavat-sTitam MrgT_1,10.7b
   saṃmukhīkaraṇaṃ mune MrgT_4.8b	saMmuKIkaraNam mune MrgT_4.8b
   saṃyamī phalamūlabhuk MrgT_3.120b	saMyamI Pala-mUla-Buj MrgT_3.120b
   saṃrodhi vyāpyanaśvaram MrgT_1,9.2d	saMroDi vyApi-anaSvaram MrgT_1,9.2d
   saṃvaro nirjaraścaiva MrgT_1,2.16c	saMvaraH nirjaraH-ca-eva MrgT_1,2.16c
   saṃvidityatha manyase MrgT_1,12.24d	saMvid-iti-aTa manyase MrgT_1,12.24d
   saṃvivāhāśca mūrdhani MrgT_1,13.134b	saMvivAhAH-ca mUrDani MrgT_1,13.134b
   saṃsargātprāṇakhedanam MrgT_4.12b	saMsargAt-prANa-Kedanam MrgT_4.12b
   saṃsāracakrakārūḍha- MrgT_1,13.154c	saMsAra-cakraka-ArUXa MrgT_1,13.154c
   saṃsāramiti tattvajñā MrgT_1,13.2c	saMsAram-iti tattva-jQAH MrgT_1,13.2c
   saṃskāreṣvannavarjanam MrgT_3.14d	saMskArezu-anna-varjanam MrgT_3.14d
   saṃhatānāṃ śarīriṇām MrgT_1,9.12b	saMhatAnAm SarIriNAm MrgT_1,9.12b
   saṃhartryā codite prabhoḥ MrgT_1,13.11d	saMhartryA codite praBoH MrgT_1,13.11d
   saṃhṛtau vā samudbhūtāv MrgT_1,5.2c	saMhRtO vA samudBUtO MrgT_1,5.2c
   sākṣādālocanaṃ śambhor MrgT_4.64a	sAkzAt-Alocanam SamBoH MrgT_4.64a
   sāgarāhitakoṭayaḥ MrgT_1,13.65d	sAgara-Ahita-kowayaH MrgT_1,13.65d
   sāñjanān bhuvanādhipān MrgT_1,4.10b	sa-aQjanAn Buvana-aDipAt MrgT_1,4.10b
   sāto naitannidarśanam MrgT_1,1.11d	sA-atas na-etat-nidarSanam MrgT_1,1.11d
   sāttvikā vyatyayenaite MrgT_1,10.24c	sAttvikAH vyatyayena-ete MrgT_1,10.24c
   sāttvikyapyavasīyate MrgT_1,11.5d	sAttvikI-api-avasIyate MrgT_1,11.5d
   sādāśive pavitrāṅga- MrgT_1,13.160c	sAdASive pavitra-aFga MrgT_1,13.160c
   sādhakāhnikavicchede MrgT_3.107a	sADaka-Ahnika-vicCede MrgT_3.107a
   sādhakoktaṃ vrataṃ kuryād MrgT_3.125a	sADaka-uktam vratam kuryAt MrgT_3.125a
   sādhako gurvanujñātaḥ MrgT_3.75a	sADakaH guru-anujQAtaH MrgT_3.75a
   sādhako lokadharmī yaḥ MrgT_3.11a	sADakaH loka-DarmI yaH MrgT_3.11a
   sādhanāṅgaphalaiḥ saha MrgT_1,5.13b	sADana-aFga-PalEH saha MrgT_1,5.13b
   sādhāraṇebhyo yonibhyaḥ MrgT_1,13.1c	sADAraNeByaH yoniByaH MrgT_1,13.1c
   sādhikāramidaṃ yataḥ MrgT_1,5.9d	sa-aDikAram-idam yatas MrgT_1,5.9d
   sādhikārāsu muktiṣu MrgT_1,5.6d	sa-aDikArAsu muktizu MrgT_1,5.6d
   sādhyakoṭeralabdhatvāt MrgT_3.74a	sADya-kowera-labDa-tvAt MrgT_3.74a
   sādhyamantraṃ na kasyacit MrgT_3.90b	sADya-mantram na kasyacid MrgT_3.90b
   sādhyaveṣadharo maunī MrgT_3.75c	sADya-veza-DaraH mOnI MrgT_3.75c
   sānnidhyakaraṇe 'pyasmin MrgT_1,1.6c	sAnniDya-karaNe api-asmin MrgT_1,1.6c
   sānnidhyātkīrtitau tataḥ MrgT_1,13.87b	sAnniDyAt-kIrtitO tatas MrgT_1,13.87b
   sānvayavyatirekābhyāṃ MrgT_1,9.19c	sa-anvaya-vyatirekAByAm MrgT_1,9.19c
   sā parasyāpi dhūmo 'nyo MrgT_1,3.7a	sA parasya-api DUmaH anyaH MrgT_1,3.7a
   sāphalyamasadutpattāv MrgT_1,9.15a	sAPalyam-asat-utpattO MrgT_1,9.15a
   sāmabhiścāstuvannatāḥ MrgT_1,1.19b	sAmaBiH-ca-astuvat-natAH MrgT_1,1.19b
   sāmānyamātrakābhāsāt MrgT_1,11.7c	sAmAnya-mAtraka-ABAsAt MrgT_1,11.7c
   sāmānyācārasaṃgrahaḥ MrgT_3.1b	sAmAnya-AcAra-saMgrahaH MrgT_3.1b
   sāmānyetarasambandha- MrgT_1,2.20c	sAmAnya-itara-sambanDa MrgT_1,2.20c
   sā muktirjaḍatārūpā MrgT_1,2.23c	sA muktiH-jaxatA-rUpA MrgT_1,2.23c
   sāyacūrṇena vā puṣṭiṃ MrgT_3.7c	sAya-cUrNena vA puzwim MrgT_3.7c
   sārthakatvaṃ katham bhavet MrgT_1,1.13d	sArTaka-tvam kaTam Bavet MrgT_1,1.13d
   sārdhaṃ yojanasaṃkhyayā MrgT_1,13.20d	sArDam yojana-saMKyayA MrgT_1,13.20d
   sāvitrī mūrtimatyāste MrgT_1,13.118c	sAvitrI mUrtimatI-AH-te MrgT_1,13.118c
   sāvitryā spardhamāneva MrgT_1,13.58c	sAvitryA sparDamAnA-iva MrgT_1,13.58c
   sā vidyā sthānamapyasyā MrgT_1,13.169a	sA vidyA sTAnam-api-asyAH MrgT_1,13.169a
   sā śāntistatpadaṃ ceti MrgT_1,13.170a	sA SAntiH-tat-padam ca-iti MrgT_1,13.170a
   sāśrugadgadavācastān MrgT_1,1.17c	sa-aSru-gadgada-vAcaH-tAn MrgT_1,1.17c
   sāhasramaṃśumatsaṃjñaṃ MrgT_3.44c	sAhasram-aMSumat-saMjQam MrgT_3.44c
   sāhasrāḥ ṣaṭ parā madhyā MrgT_1,13.25c	sAhasrAH zaw parA maDyAH MrgT_1,13.25c
   sāhasre kāñcane dhāma- MrgT_1,13.33a	sAhasre kAQcane DAma MrgT_1,13.33a
   sāṃkhyajñāne 'pi mithyātvaṃ MrgT_1,2.15a	sAMKya-jQAne api miTyAtvam MrgT_1,2.15a
   sāṃsiddhikā vainayikāḥ MrgT_1,10.26c	sAMsidDikAH vEnayikAH MrgT_1,10.26c
   sitodaśca hradottamaḥ MrgT_1,13.79b	sitodaH-ca hrada-uttamaH MrgT_1,13.79b
   siddhagandharvamahatāṃ MrgT_1,13.46a	sidDa-ganDarva-mahatAm MrgT_1,13.46a
   siddhamapyupakārakam MrgT_4.32d	sidDam-api-upakArakam MrgT_4.32d
   siddhaye dhāraṇādīnāṃ MrgT_4.33c	sidDaye DAraNa-AdInAm MrgT_4.33c
   siddhasādhyamarujjuṣṭā MrgT_1,13.47c	sidDa-sADya-marut-juzwAH MrgT_1,13.47c
   siddhikṣetrāṇi saṃcaran MrgT_3.93d	sidDi-kzetrANi saMcaran MrgT_3.93d
   siddhyādyā vargaśo mune MrgT_1,10.25d	sidDi-AdyAH vargaSas mune MrgT_1,10.25d
   sīdantyajñānino yasyāṃ MrgT_1,13.155c	sIdanti-ajQAninaH yasyAm MrgT_1,13.155c
   sīmantonnayanādyeṣu MrgT_3.14c	sImantonnayana-Adyezu MrgT_3.14c
   suketanaṃ ketumālaṃ MrgT_1,13.68c	suketanam ketumAlam MrgT_1,13.68c
   sukharūpatayā brahman MrgT_1,11.5c	suKa-rUpa-tayA brahman MrgT_1,11.5c
   sugurvapi vikarṣayet MrgT_4.22b	su-guru-api vikarzayet MrgT_4.22b
   sutarāṃ pratipadyate MrgT_1,6.4b	sutarAm pratipadyate MrgT_1,6.4b
   sunādyabdaravāḥ kapāḥ MrgT_1,13.130b	sunAdi-abda-ravAH kapAH MrgT_1,13.130b
   supārśvaḥ saumyato 'ruṇaḥ MrgT_1,13.72d	supArSvaH sOmyataH aruNaH MrgT_1,13.72d
   suprabhiddaśamaṃ viduḥ MrgT_3.44d	su-praBiddaSamam viduH MrgT_3.44d
   surabhiśca mato budhaiḥ MrgT_1,12.29d	suraBiH-ca mataH buDEH MrgT_1,12.29d
   surasiddhāpsarovṛtam MrgT_1,13.78b	sura-sidDa-apsaraH-vRtam MrgT_1,13.78b
   susnigdhamaparaṃ tataḥ MrgT_3.124d	su-snigDam-aparam tatas MrgT_3.124d
   sūkṣmatīkṣṇakṣayāntakāḥ MrgT_1,13.130d	sUkzma-tIkzNa-kzaya-antakAH MrgT_1,13.130d
   sūkṣmadehāṃśca cidvataḥ MrgT_1,13.184b	sUkzma-dehAn=-ca cidvataH MrgT_1,13.184b
   sūkṣmabhūteṣu mantreśā MrgT_1,13.197e	sUkzma-BUtezu mantreSAH MrgT_1,13.197e
   sūkṣmāmarapurāṇyaṣṭau MrgT_1,13.142c	sUkzma-amara-purANi-azwO MrgT_1,13.142c
   sūcyāsyatālakhaḍgākhya MrgT_1,13.16a	sUcI-A-Asya-tAla-Kaxga-AKya MrgT_1,13.16a
   sūtreṇaikena saṃhṛtya MrgT_1,2.2c	sUtreNa-ekena saMhRtya MrgT_1,2.2c
   sūtraiḥ sārārthavācakaiḥ MrgT_1,1.29b	sUtrEH sAra-arTa-vAcakEH MrgT_1,1.29b
   sṛṣṭikāle maheśānaḥ MrgT_1,1.23a	sRzwi-kAle maheSAnaH MrgT_1,1.23a
   sṛṣṭitaḥ saṃhitāhomād MrgT_3.25c	sRzwitaH saMhitA-homAt MrgT_3.25c
   setvādīnāṃ niveśane MrgT_3.14b	setu-AdInAm niveSane MrgT_3.14b
   seyaṃ vyasanasantatiḥ MrgT_1,12.16b	sA-iyam vyasana-santatiH MrgT_1,12.16b
   sevitā bhāti dhāmabhiḥ MrgT_1,13.51d	sevitAH BAti DAmaBiH MrgT_1,13.51d
   sevyate pitṛbhiḥ sadā MrgT_1,13.80d	sevyate pitRBiH sadA MrgT_1,13.80d
   so 'ta evāvimokṣaṇāt MrgT_1,2.6d	saH atas eva-avimokzaNAt MrgT_1,2.6d
   sopadravaṃ ca saṃtyajya MrgT_3.96a	sa-upadravam ca saMtyajya MrgT_3.96a
   so 'pi karmanibandhanaḥ MrgT_1,10.16b	saH api karma-nibanDanaH MrgT_1,10.16b
   so 'pi devairmanaḥṣaṣṭhaiḥ MrgT_1,11.11c	saH api devEH-manaH-zazWEH MrgT_1,11.11c
   so 'pi dhyānajapopetaḥ MrgT_4.28c	saH api DyAna-japa-upetaH MrgT_4.28c
   so 'pi na svata eva syād MrgT_1,7.17a	saH api na svatas eva syAt MrgT_1,7.17a
   so 'pi pratīyate kālo MrgT_1,9.12c	saH api pratIyate kAlaH MrgT_1,9.12c
   so 'bravīducyatāṃ kāmo MrgT_1,1.19c	saH abravIt-ucyatAm kAmaH MrgT_1,1.19c
   somavāyvāśayoḥ siddha- MrgT_1,13.85c	soma-vAyu-ASayoH sidDa MrgT_1,13.85c
   somasūryeśavartmasu MrgT_4.23d	soma-sUrya-ISa-vartmasu MrgT_4.23d
   sordhvagā tatpadaṃ ceti MrgT_1,13.173c	sa-UrDva-gA tat-padam ca-iti MrgT_1,13.173c
   so 'syāghoraḥ śivo yataḥ MrgT_1,3.11d	saH asya-aGoraH SivaH yatas MrgT_1,3.11d
   saugandhikāmbujacchannaḥ MrgT_1,13.80c	sOganDika-ambuja=-CannaH MrgT_1,13.80c
   saupārśve dhṛtimannāma MrgT_1,13.80a	sOpArSve DRtimat-nAma MrgT_1,13.80a
   saumyaśāntajaṭādharāḥ MrgT_1,13.131d	sOmya-SAnta-jawA-DarAH MrgT_1,13.131d
   saumyaṃ prājeśvaraṃ brāhmaṃ MrgT_1,13.143c	sOmyam prAjeSvaram brAhmam MrgT_1,13.143c
   skandanandimahākāla- MrgT_1,13.61c	skanda-nandi-mahAkAla MrgT_1,13.61c
   skandena yuddhvā suciraṃ MrgT_1,13.100a	skandena yudDvA su-ciram MrgT_1,13.100a
   skandhānasyāta eva saḥ MrgT_1,12.1b	skanDAn-asya-atas eva saH MrgT_1,12.1b
   stūyamānaṃ marudgaṇaiḥ MrgT_1,1.18d	stUyamAnam marut-gaNEH MrgT_1,1.18d
   steyī syāttadakīrtanāt MrgT_3.34d	steyI syAt-tat-akIrtanAt MrgT_3.34d
   stobhonmādaviṣoddīpti- MrgT_4.26a	stoBa-unmAda-viza-uddIpti MrgT_4.26a
   striyā raho 'vyavasthānaṃ MrgT_3.19c	striyAH rahaH avyavasTAnam MrgT_3.19c
   strīgītanartitālāpa- MrgT_3.19a	strI-gIta-nartita-AlApa MrgT_3.19a
   sthāṇumatyambikā parā MrgT_1,13.156b	sTANumatI-ambikA parA MrgT_1,13.156b
   sthāṇusvarṇākṣagokarṇa- MrgT_1,13.139c	sTANu-svarNa-akza-gokarNa MrgT_1,13.139c
   sthāṇvaṣṭakaṃ dvijaśreṣṭha MrgT_1,13.141a	sTANu-azwakam dvijaSrezWa MrgT_1,13.141a
   sthānarūpapramāṇāni MrgT_4.59c	sTAna-rUpa-pramANAni MrgT_4.59c
   sthānaṃ tavāṃśca tatpatiḥ MrgT_1,13.168b	sTAnam tavAn=-ca tad-patiH MrgT_1,13.168b
   sthānaṃ tripuravidviṣaḥ MrgT_1,13.62b	sTAnam tripura-vidvizaH MrgT_1,13.62b
   sthānaṃ prāthamikasyemān MrgT_4.36a	sTAnam prATamikasya-imAn MrgT_4.36a
   sthānaṃ yadyasya dhāraṇe MrgT_1,11.27b	sTAnam yat-i-asya DAraNe MrgT_1,11.27b
   sthānāni yātanāhetor MrgT_1,13.14a	sTAnAni yAtanA-hetoH MrgT_1,13.14a
   sthānānyasmin śarīrake MrgT_4.44d	sTAnAni-asmin SarIrake MrgT_4.44d
   sthānārtho 'pyupacārataḥ MrgT_4.35d	sTAna-arTaH api-upacArataH MrgT_4.35d
