   (PSP_4:1)	(PSu _4:1)
   caratābhimānikān sattvān dṛṣṭvaivam upaparikṣitavyaṃ, tathā tathā ṣaṭsu	carata aBimAnikAn sattvAn dRzwvA evam upaparikzitavyan, taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre 'bhimānikānāṃ sattvānāṃ śabdo 'pi na bhaviṣyati na	budDa kzetre aBimAnikAnAm sattvAnAm SabdaH api na Bavizyati na
   prajñāsyate, anyatra sarvasattvā nirabhimānā bhaviṣyanti. evaṃ caran	prajQAsyate, anyatra sarva sattvAH niraBimAnAH Bavizyanti. evam caran
   (PSP_4:189) subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ piripūrayati	(PSu _4:189) suBUte boDisattvaH mahAsattvaH zaw pAramitAH piripUrayati
   sarvākārajñatāyāś cābhyāsī bhavati.	sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu
   carataivaṃ cittam utpādayitavyaṃ, nāhaṃ tāvad anuttarāṃ samyaksaṃbodhim	carata evam cittam utpAdayitavyan, na aham tAvat anuttarAm samyaksaMboDim
   abhisaṃbhotsye, sacet me tatra buddhakṣetre mitam āyuḥpramāṇaṃ syād mitā	aBisaMBotsye, saced me tatra budDa kzetre mitam AyuH pramANam syAt mitA
   ca prabhā, mitaś ca bhikṣusaṃghaḥ, api tu khalu tathā tathā ṣaṭsu	ca praBA, mitaH ca Bikzu saMGaH, api tu Kalu taTA taTA zawsu
   pāramitāsu cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca	pAramitAsu carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca
   paripācayiṣyāmi yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	paripAcayizyAmi yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetre amitam āyuḥpramāṇaṃ bhaviṣyati, amitā ca prabhā, amitaś ca	budDa kzetre amitam AyuH pramANam Bavizyati, amitA ca praBA, amitaH ca
   bhikṣusaṃgho bhaviṣyati. evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ	Bikzu saMGaH Bavizyati. evam caran suBUte boDisattvaH mahAsattvaH zaz 
   pāramitāḥ paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	pAramitAH paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu
   carataivam upaparīkṣitavyaṃ, yāvanti gaṅgānadīvālukāsamāni buddhakṣetrāṇi	caratA evam upaparIkzitavyan, yAvanti gaFgA nadI vAlukA samAni budDa kzetrANi
   tāvanti mamaikaṃ buddhakṣetraṃ yāvan na bhaven na tāvad aham anuttarāṃ	tAvanti mama ekam budDa kzetram yAvat na Bavet na tAvat aham anuttarAm
   samyaksaṃbodhim abhisaṃbhotsye, 'pi tu khalu tathā tathā ṣaṭsu pāramitāsu	samyaksaMboDim aBisaMBotsye, api tu Kalu taTA taTA zawsu pAramitAsu
   cariṣyāmi, buddhakṣetraṃ ca pariśodhayiṣyāmi, sattvāṃś ca paripācayiṣyāmi	carizyAmi, budDa kzetram ca pariSoDayizyAmi, sattvAn ca paripAcayizyAmi
   yathā me 'nuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya yāvanti	yaTA me anuttarAm samyaksaMboDim aBisaMbudDasya yAvanti
   gaṅgānadīvālukāsamāni buddhakṣetrāṇi bhavanti mamaikaṃ buddhakṣetraṃ	gaFgA nadI vAlukA samAni budDa kzetrANi Bavanti mama ekam budDa kzetram
   bhaviṣyati. evaṃ caran subhūte bodhisattvo mahāsattvaḥ ṣaṭ pāramitāḥ	Bavizyati. evam caran suBUte boDisattvaH mahAsattvaH zaw pAramitAH
   paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   punar aparaṃ subhūte bodhisattvena mahāsattvena ṣaṭsu pāramitāsu	punar aparam suBUte boDisattvena mahAsattvena zawsu pAramitAsu
   carataivam upaparīkṣitavyaṃ, dīrgho batāyaṃ saṃsāro, bahur ayaṃ	caratA evam upaparIkzitavyan, dIrGaH bata ayam saMsAro, bahuH ayam
   sattvadhātus tenaivaṃ yoniśo manasikartavyam, ākāśaparyanto batāyaṃ	sattva DAtuH tena evam yoniSas manasikartavyam, AkASa paryantaH bata ayam
   saṃsāra, ākāśaparyanto batāyaṃ sattvadhātur, na ceha kaścit saṃsariṣyati,	saMsAra, AkASa paryantaH bata ayam sattva DAtur, na ca iha kaScid saMsarizyati,
   na ca kaścit parinirvāsyati. evaṃ caran subhūte bodhisattvo mahāsattvaḥ	na ca kaScid parinirvAsyati. evam caran suBUte boDisattvaH mahAsattvaH
   ṣaṭ pāramitāḥ paripūrayati sarvākārajñatāyāś cābhyāsī bhavati.	zaw pAramitAH paripUrayati sarva AkAra jQa tAyAH ca aByAsI Bavati.
   atha khalu tasyāṃ parṣadi gaṅgadevā nāma bhaginī saṃnipatitābhut	aTa Kalu tasyAm parzadi gaFgadevA nAma BaginI saMnipatitA aBud 
   saṃniṣaṇṇā, sotthāyāsanād ekāṃśam uttarāsaṅgaṃ kṛtvā dakṣiṇaṃ jāmumaṇḍalaṃ	saMnizaNNA, sa utTAya AsanAt eka aMSam uttarAsaFgam kRtvA dakziNam jAmu maNxalam
   pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃs tenāñjaliṃ praṇamya (PSP_4:190)	pRTivyAm pratizWApya yena BagavAn tena aQjalim praNamya (PSu _4:190)
   bhagavantam etad avocat: ahaṃ bhagavann ahaṃ sugata ṣaṭsu pāramitāsu	Bagavantam etat avocat: aham Bagavan aham sugata zawsu pAramitAsu
   caritvaivaṃrūpaṃ buddhakṣetraṃ parigṛhīṣye yathā tathāgatenārhatā	caritvA evaMrUpam budDa kzetram parigRhIzye yaTA taTAgatena arhatA
   samyaksaṃbuddheneha prajñāpāramitāyām upadiṣṭam.	samyaksaMbudDena iha prajQApAramitAyAm upadizwam.
   atha khalu sā strī suvarṇapuṣpaṃ gṛhītvā, rūpyapuṣpaṃ ca gṛhītvā, jalajāni	aTa Kalu sA strI suvarNa puzpam gRhItvA, rUpya puzpam ca gRhItvA, jala jAni
   sthalajāni ca puṣpāṇi gṛhītvā, sarvāṇi cābharaṇāni gṛhītvā,	sTala jAni ca puzpANi gRhItvA, sarvANi ca ABaraNAni gRhItvA,
   suvarṇavarṇapītavarṇaṃ ca puṣpayugaṃ gṛhītvā yena bhagavāṃs tena kṣipati	suvarNa varNa pIta varNam ca puzpa yugam gRhItvA yena BagavAn tena kzipati
   sma. samanantarakṣiptaṃ ca tad dūṣyayugam atha tāvad eva	sma. samanantara kziptam ca tat dUzya yugam aTa tAvat eva
   buddhānubhāvenopari vaihāyasam antarīkṣe bhagavato mūrdhni saṃdhau	budDa anuBAvena upari vEhAyasam antarIkze BagavataH mUrDni saMDO
   kūṭāgāram asthāt, caturasraṃ catuḥsthūṇaṃ samaṃ bhāgaśo ghaṭitaṃ	kUwAgAram asTAt, catur asram catur sTUNam samam BAgaSas Gawitam
   suvibhaktaṃ ramaṇīyaṃ.	suviBaktam ramaNIyaM.
   atha khalu sā strīs tatkūṭāgāraṃ sarvasattvasādhāraṇaṃ kṛtvānuttarāyai	aTa Kalu sA strIH tad kUwa AgAram sarva sattva sADAraNam kRtvA anuttarAyE
   samyaksaṃbodhaye pariṇāmayati.	samyaksaMboDaye pariNAmayati.
   atha khalu bhagavāṃs tasyāḥ striyā adhyāśayaṃ viditvā tasyāṃ velāyāṃ	aTa Kalu BagavAn tasyAH striyAH aDyASayam viditvA tasyAm velAyAm
   smitaṃ prādurakarot, dharmatā khalu punar eṣā buddhānāṃ bhagavatāṃ yadā	smitam prAdurakarot, DarmatA Kalu punar ezA budDAnAm BagavatAm yadA
   smitaṃ prāduḥ kurvanti.	smitam prAduH kurvanti.
   atha khalu tāvad evānekavarṇā nānāvarṇā arciṣo bhagavato mukhadvārād	aTa Kalu tAvat eva aneka varNAH nAnA varNAH arcizaH BagavataH muKa dvArAt 
   niścaranti sma. tadyathāpi nāma nīlāḥ pītā lohitā avadātā māñjiṣṭhāḥ	niScaranti sma. tat yaTA api nAma nIlAH pItAH lohitAH avadAtAH mAQjizWAH
   sphaṭikarajatavarṇās tān anantāparyantān lokadhātūn gatvā punar evāgatya	sPawika rajata varNAH tAn anantA paryantAn lokaDAtUn gatvA punar eva Agatya
   bhagavantaṃ tripradakṣiṇīkṛtya bhagavato mūrdhny antarhitāḥ.	Bagavantam tri pradakziNIkRtya BagavataH mUrDni antarhitAH.
   atha khalv āyuṣmān ānanda utthāyāsanād ekāṃsam uttarāsaṅgaṃ cīvaraṃ	aTa Kalu AyuzmAn AnandaH utTAya AsanAt eka aMsam uttarAsaFgam cIvaram
   pravaritvā dakṣiṇaṃ jānumaṇḍalaṃ pṛthivyāṃ pratiṣṭhāpya yena bhagavāṃs	pravaritvA dakziNam jAnu maNxalam pRTivyAm pratizWApya yena BagavAn= 
   tenāñjaliṃ praṇamya bhagavantam etad avocat: ko bhagavan hetuḥ? kaḥ	tena aQjalim praNamya Bagavantam etat avocat: kaH Bagavan hetuH? kaH
   pratyayaḥ? smitasya prāduṣkaraṇāya nāhetukaṃ nāpratyayaṃ tathāgatā	pratyayaH? smitasya prAduzkaraNAya na ahetukam na apratyayam taTAgatA
   arhantaḥ samyaksaṃbuddhāḥ smitaṃ prāduṣkurvanti.	arhantaH samyaksaMbudDAH smitam prAduzkurvanti.
   evam ukte bhagavān āyuṣmantaṃ ānandam etad avocat: iyam ānanda gaṅgadevā	evam ukte BagavAn Ayuzmantam Anandam etat avocat: iyam Ananda gaFgadevA
   bhaginī anāgate 'dhvani suvarṇapuṣpo nāma tathāgato 'rhan samyaksaṃbuddho	BaginI anAgate aDvani suvarNapuzpaH nAma taTAgataH arhan samyaksaMbudDaH 
   loke bhaviṣyati tārakopame kalpe 'yam ānanda etasyā gaṅgadevāyā bhaginyāś	loke Bavizyati tAraka upame kalpe ayam Anande etasyAH gaFga devAyAH BaginyAS
   caramaḥ strībhāvo bhaviṣyati. iyam ānanda gaṅgadevā bhaginī strībhāvaṃ	caramaH strI BAvaH Bavizyati. iyam Ananda gaFgadevA BaginI strI BAvam
   vivarjya puruṣabhāvaṃ pratilabhyākṣobhyasya tathāgatasyārhataḥ	vivarjya puruza BAvam pratilaBya akzoByasya taTAgatasya arhataH
   samyaksaṃbuddhasya buddhakṣetre upapatsyate abhiratyāṃ lokadhātau, sa	samyaksaMbudDasya budDa kzetre upapatsyate aBiratyAm lokaDAtO, sa
   tatra brahmacaryaṃ cariṣyati. asya khalu punar ānanda bodhisattvasya	tatra brahmacaryam carizyati. asya Kalu punar Ananda boDisattvasya
   mahāsattvasya suvarṇapuṣpa iti nāmadheyaṃ (PSP_4:191) bhaviṣyati. sa khalu	mahAsattvasya suvarNapuzpaH iti nAmaDeyam (PSu _4:191) Bavizyati. sa Kalu
   punar ānanda suvarṇapuṣpo bodhisattvo mahāsattvas tataś cyutaḥ samāno	punar Ananda suvarNapuzpaH boDisattvaH mahAsattvaH tatas cyutaH samAnaH 
   buddhakṣetreṇa buddhakṣetraṃ saṃkramiṣyati, avirahitaś ca buddhair	budDa kzetreNa budDa kzetram saMkramizyati, avirahitaH ca budDEH 
   bhagavadbhir bhaviṣyati, tadyathāpi nāṃ ānanda rājā cakravartī prāsādena	BagavadBiH Bavizyati, tat yaTA api nAm Ananda rAjA cakravartI prAsAdena
   prāsādaṃ caṅkrāmati, sa yāvajjīvaṃ pādatalābhyāṃ dharaṇīṃ nākrāmati yāvan	prAsAdam caFkrAmati, sa yAvajjIvam pAda talAByAm DaraNIm na AkrAmati yAvat 
   maraṇakālam iti. evam evānanda suvarṇapuṣpo bodhisattvo mahāsattvo	maraNa kAlam iti. evam eva Ananda suvarNapuzpaH boDisattvaH mahAsattvaH 
   buddhakṣetreṇa buddhakṣetraṃ saṃkramiṣyati, yāvad anuttarāṃ	budDa kzetreNa budDa kzetram saMkramizyati, yAvat anuttarAm
   samyaksaṃbodhim abhisaṃbuddha iti.	samyaksaMboDim aBisaMbudDaH iti.
   atha khalv āyuṣmata ānandasyaitad abhavat: yāvanto bodhisattvā mahāsattvās	aTa Kalu AyuzmataH Anandasya etat aBavat: yAvantaH boDisattvAH mahAsattvAs
   tatra buddhaksetre saṃnipatitā bhaviṣyanti, tathāgatasaṃnipātaḥ sa	tatra budDaksetre saMnipatitA Bavizyanti, taTAgata saMnipAtaH sa
   veditavyaḥ.	veditavyaH.
   atha khalu bhagavān āyuṣmata ānandasya cetasā cetaḥparivitarkam	aTa Kalu BagavAn AyuzmataH Anandasya cetasA cetaH parivitarkam
   ājñāyāyuṣmantam ānandam etad avocat: evam etad ānanda yathā vadasi,	AjQAya Ayuzmantam Anandam etat avocat: evam etat Ananda yaTA vadasi,
   tathāgatasaṃnipātaḥ sa veditavyo bodhisattvānāṃ mahāsattvānāṃ yaḥ	taTAgata saMnipAtaH sa veditavyaH boDisattvAnAm mahAsattvAnAm yaH
   saṃnipātaḥ suvarṇapuṣpasya ca tathāgatasyārhataḥ samyaksaṃbuddhasya	saMnipAtaH suvarNapuzpasya ca taTAgatasya arhataH samyaksaMbudDasya
   buddhaksetre na pramāṇabaddho bhikṣusaṃgho bhaviṣyati, na śakyaṃ tasya	budDaksetre na pramANa badDaH Bikzu saMGaH Bavizyati, na Sakyam tasya
   bhikṣusaṃghasya pramāṇaṃ kartum, iyanto vā śrāvakā, iyanti vā	Bikzu saMGasya pramANam kartum, iyantaH vA SrAvakA, iyanti vA
   śrāvakaśatāni, iyanti vā śrāvakasahasrāṇi, iyanti vā śrāvakaśatasahasrāṇi,	SrAvaka SatAni, iyanti vA SrAvaka sahasrANi, iyanti vA SrAvaka Sata sahasrANi,
   iyatyo vā śrāvakakoṭya, iyanti vā śrāvakakoṭīśatāni, iyanti vā	iyatyaH vA SrAvaka kowya, iyanti vA SrAvaka kowI SatAni, iyanti vA
   śrāvakakoṭīśatasahasrāṇi, iyanti vā śrāvakakoṭiniyutaśatasahasrāṇi,	SrAvaka kowI Sata sahasrANi, iyanti vA SrAvaka kowi niyuta Sata sahasrANi,
   anyatrāsaṃkhyeyāprameyāparimāṇāni śrāvakakoṭīniyutaśatasahasrāṇi	anyatra asaMKyeya aprameya aparimANAni SrAvaka kowI niyuta Sata sahasrANi
   bhaviṣyanti. suvarṇapuṣpasya khalu punar ānanda tathāgatasyārhataḥ	Bavizyanti. suvarNapuzpasya Kalu punar Ananda taTAgatasya arhataH
   samyaksaṃbuddhasyānuttarāṃ samyaksaṃbodhim abhisaṃbuddhasya tatra	samyaksaMbudDasya anuttarAm samyaksaMboDim aBisaMbudDasya tatra
   buddhakṣetra ime doṣāḥ sarveṇa sarvaṃ sarvathā sarvaṃ na bhaviṣyanti na	budDa kzetre ime dozAH sarveNa sarvam sarvaTA sarvam na Bavizyanti na
   prajñāsyante, ya iha prajñāpāramitāyāṃ parikīrtitāḥ.	prajQAsyante, ye iha prajQApAramitAyAm parikIrtitAH.
   evam ukte āyuṣmān ānando bhagavantam etad avocat: kva bhagavann etayā	evam ukte AyuzmAn AnandaH Bagavantam etat avocat: kva Bagavan etayA
   gaṅgadevayā kuśalamūlam avaropitam?	gaFgadevayA kuSala mUlam avaropitam?
   bhagavān āha: dīpaṅkarasyānanda tathāgatasyārhataḥ samyaksaṃbuddhasyāntike	BagavAn Aha: dIpaFkarasya Ananda taTAgatasya arhataH samyaksaMbudDasya antike
   etayā bhaginyā kuśalamūlam avaropitam anuttarāyāṃ samyaksaṃbodhau cittam	etayA BaginyA kuSala mUlam avaropitam anuttarAyAm samyaksaMboDO cittam
   utpāditaṃ, tac ca kuśalamūlam anuttarāyai samyaksaṃbodhaye pariṇāmitaṃ, sa	utpAditan, tat ca kuSala mUlam anuttarAyE samyaksaMboDaye pariNAmitaM, sa
   ca dīpaṅkaras tathāgato 'rhan samyaksaṃbuddhaḥ suvarṇapuṣpair abhyavakīrṇo	ca dIpaFkaraH taTAgataH arhan samyaksaMbudDaH suvarNa puzpEH aByavakIrNaH 
   'nuttarāṃ samyaksaṃbodhiṃ prārthayamānayā, yadā mayā ānanda dīpaṃkaras	anuttarAm samyaksaMboDim prArTayamAnayA, yadA mayA Ananda dIpaMkaras
   tathāgato 'rhan samyaksaṃbuddhaḥ pañcabhir (PSP_4:192) utpalair avakīrṇo	taTAgataH arhan samyaksaMbudDaH paQcaBiH (PSu _4:192) utpalEH avakIrNaH 
   'nuttarāṃ samyaksaṃbodhiṃ prārthayamānena, tadāhaṃ tena dīpaṃkareṇa	anuttarAm samyaksaMboDim prArTayamAnena, tadA aham tena dIpaMkareNa
   bhagavatā tathāgatenārhatā samyaksaṃbuddhena kuśalamūlasamanvāgato 'yam	BagavatA taTAgatena arhatA samyaksaMbudDena kuSala mUla samanvAgataH ayam
   iti viditvā vyākṛto 'nuttarāyāṃ samyaksaṃbodhau bhaviṣyasi tvam anāgate	iti viditvA vyAkRtaH anuttarAyAm samyaksaMboDO Bavizyasi tvam anAgate
   'dhvani sākyamunir nāma tathāgato 'rhan samyaksaṃbuddho	aDvani sAkyamuniH nAma taTAgataH arhan samyaksaMbudDaH 
   vidyācaraṇasaṃpannaḥ sugato lokavid anuttaraḥ puruṣadamyasārathiḥ śāstā	vidyA caraNa saMpannaH sugataH loka vid anuttaraH puruza damya sAraTiH SAstA
   devānāṃ ca manuṣyānāñ ca buddho bhagavāṃs tadā mamaitayā bhaginyā	devAnAm ca manuzyAnAn ca budDaH BagavAn tadA mama etayA BaginyA
   vyākaraṇaṃ śrutvā evaṃ cittam utpāditam, aho batāham apy anāgate 'dhvani	vyAkaraNam SrutvA evam cittam utpAditam, aho bata aham api anAgate aDvani
   evaṃ vyākriyeyam anuttarāyāṃ samyaksaṃbodhau, yathāyaṃ māṇavako vyākṛto	evam vyAkriyA iyam anuttarAyAm samyaksaMboDO, yaTA ayam mANavakaH vyAkRtaH 
   'nuttarāyāṃ samyaksaṃbodhau. evam ānandaitayā bhaginyā tasya dīpaṃkarasya	anuttarAyAm samyaksaMboDO. evam Ananda etayA BaginyA tasya dIpaMkarasya
   tathāgatasyārhataḥ samyaksaṃbuddhasyāntike prathamaṃ cittam anuttarāyai	taTAgatasya arhataH samyaksaMbudDasya antike praTamam cittam anuttarAyE
   samyaksaṃbodhaye samutpāditam.	samyaksaMboDaye samutpAditam.
   evam ukte āyuṣmān ānando bhagavantam etad avocat: kṛtaparikarmā bhagavann	evam ukte AyuzmAn AnandaH Bagavantam etat avocat: kRta parikarmA Bagavat = 
   iyaṃ gaṅgadevā bhaginy anuttarāyai samyaksaṃbodhaye.	iyam gaFgadevAH BaginI anuttarAyE samyaksaMboDaye.
   bhagavān āha: evam etad ānanda evam etat, yathā vadasi, kṛtaparikarmā	BagavAn Aha: evam etat Ananda evam etat, yaTA vadasi, kRta parikarmA
   ānandaiṣā gaṅgadevā bhaginy anuttarāyai samyaksaṃbodhaye.	AnandA ezA gaFgadevAH BaginI anuttarAyE samyaksaMboDaye.
   ity uktā kṣetraśuddhir anuttarā	iti uktA kzetra SudDiH anuttarA
   atha khalv āyuṣmān subhūtir bhagavantam etad avocat: prajñāpāramitāyāṃ	aTa Kalu AyuzmAn suBUtiH Bagavantam etat avocat: prajQApAramitAyAm
   bhagavaṃś caratā bodhisattvena mahāsattvena kathaṃ śūnyatāyāṃ parijayaḥ	Bagavan caratA boDisattvena mahAsattvena kaTam SUnyatAyAm parijayaH
   kartavyaḥ? kathaṃ śūnyatā bhāvayitavyā? katham ānimitte parijayaḥ? katham	kartavyaH? kaTam SUnyatA BAvayitavyA? kaTam Animitte parijayaH? kaTam
   ānimittaṃ bhāvayitavyam? katham apraṇihite parijayaḥ kartavyaḥ? katham	Animittam BAvayitavyam? kaTam apraNihite parijayaH kartavyaH? kaTam
   apraṇihitaṃ bhāvayitavyaṃ? yāvat kathaṃ bodhipakṣeṣu dharmeṣu parijayaḥ	apraNihitam BAvayitavyan? yAvat kaTam boDi pakzezu Darmezu parijayaH
   kartavyaḥ? kathaṃ bodhipakṣyā dharmā bhāvayitavyāḥ? ity	kartavyaH? kaTam boDi pakzyAH DarmAH BAvayitavyAH? iti 
   upāyakauśalaviṣayaḥ	upAya kOSala vizayaH
   evam ukte bhagavān āyuṣmantaṃ subhūtim etad avocat: iha subhūte	evam ukte BagavAn Ayuzmantam suBUtim etat avocat: iha suBUte
   bodhisattvena mahāsattvena prajñāpāramitāyāṃ caratā rūpaṃ śūnyam iti	boDisattvena mahAsattvena prajQApAramitAyAm caratA rUpam SUnyam iti
   pratyavekṣitavyam, evaṃ vedanā saṃjñā saṃskārā, vijñānaṃ śūnyam iti	pratyavekzitavyam, evam vedanA saMjQA saMskArA, vijQAnam SUnyam iti
   pratyavekṣitavyam, evaṃ skandhadhātvāyatanāni śūnyānīti	pratyavekzitavyam, evam skanDa DAtu AyatanAni SUnyAni iti
   pratyavekṣitavyāni, pratītyasamutpādaḥ śūnya iti pratyavekṣitavyaḥ,	pratyavekzita vyAni, pratItyasamutpAdaH SUnyaH iti pratyavekzitavyaH,
   pratītyasamutpādāṅgāni śūnyānīti pratyavekṣitavyāni, evaṃ yāvat kāmadhātuḥ	pratItyasamutpAda aFgAni SUnyAni iti pratyavekzita vyAni, evam yAvat kAmaDAtuH
   śūnya iti pratyavekṣitavyaḥ, rūpadhātuḥ śūnya iti pratyavekṣitavyaḥ,	SUnyaH iti pratyavekzitavyaH, rUpa DAtuH SUnyaH iti pratyavekzitavyaH,
   ārūpyadhātuḥ śūnya iti pratyavekṣitavyaḥ. tathā ca pratyavekṣitavyaṃ,	ArUpya DAtuH SUnyaH iti pratyavekzitavyaH. taTA ca pratyavekzitavyaM,
   yathā pratyavekṣamāṇas tac cittaṃ na vikṣipati, so 'vikṣiptacittas taṃ	yaTA pratyavekzamANaH tat cittam na vikzipati, saH avikzipta cittaH tam
   dharmaṃ na samanupaśyati, yo dharmaḥ sākṣātkriyeta, sa taṃ dharmam	Darmam na samanupaSyati, yaH DarmaH sAkzAtkriyeta, sa tam Darmam
   (PSP_4:193) asamanupaśyan na sākṣātkaroti. tat kasya hetoḥ? tathā hi	(PSu _4:193) asam anupaSyat na sAkzAtkaroti. tat kasya hetoH? taTA hi
   svalakṣaṇaśūnyair dharmaiḥ suśikṣito na kasyacid dharmasya vyavacchedaṃ	sva lakzaNa SUnyEH DarmEH su SikzitaH na kasyacid Darmasya vyavacCedam
   karoti, yo vā sākṣātkuryād, yaṃ vā sākṣātkuryād, yena vā sākṣātkuryāt,	karoti, yaH vA sAkzAt kuryAt , yam vA sAkzAtkuryAt , yena vA sAkzAt kuryAt ,
   sarvāṃs tān dharmān na saṃyuktān na visaṃyuktān samanupaśyati.	sarvAn tAn DarmAn na saMyuktAn na visaMyuktAn samanupaSyati.
   evam ukte āyuṣmān subhūtir bhagavantam etad avocat: yad bhagavān evam āha,	evam ukte AyuzmAn suBUtiH Bagavantam etat avocat: yat BagavAn evam Aha,
   na bodhisattvena mahāsattvena śūnyā dharmāḥ sākṣātkartavyā iti. kathaṃ	na boDisattvena mahAsattvena SUnyAH DarmAH sAkzAtkartavyA iti. kaTam
   bhagavan bodhisattvo mahāsattvaḥ śūnyatāyāṃ sthitaḥ śūnyatāṃ na	Bagavan boDisattvaH mahAsattvaH SUnyatAyAm sTitaH SUnyatAm na
   sākṣātkaroti?	sAkzAtkaroti?
   bhagavān āha: yadā subhūte bodhisattvo mahāsattvaḥ sarvākāravaropetāṃ	BagavAn Aha: yadA suBUte boDisattvaH mahAsattvaH sarva AkAra vara upetAm
   śūnyatāṃ pratyavekṣate, na ca sākṣātkariṣyāmīti pratyavekṣate, na ca	SUnyatAm pratyavekzate, na ca sAkzAtkarizyAmi iti pratyavekzate, na ca
   sākṣātkartavyeti pratyavekṣate, parijayaṃ kariṣyāmīti pratyavekṣate, nāyaṃ	sAkzAtkartavyA iti pratyavekzate, parijayam karizyAmi iti pratyavekzate, na ayam
   kālaḥ sākṣātkriyāyā iti pratyavekṣate parijayasyāyaṃ kālo nāyaṃ kālaḥ	kAlaH sAkzAtkriyAyAH iti pratyavekzate parijayasya ayam kAlaH na ayam kAlaH
   sākṣātkriyāyā iti pratyavekṣate. asamāhita eva bodhisattvo mahāsattva	sAkzAtkriyAyAH iti pratyavekzate. asamAhitaH eva boDisattvaH mahAsattva
   āraṃbaṇe cittam upanibadhnāti, atrāntare bodhisattvo mahāsattvo na	AraMbaNe cittam upanibaDnAti, atra antare boDisattvaH mahAsattvaH na
   parihīyate bodhipakṣair dharmair, na cāsravakṣayaṃ sākṣātkaroti. tat kasya	parihIyate boDi pakzEH DarmEH , na ca Asrava kzayam sAkzAtkaroti. tat kasya
   hetoḥ? evam udārajñānasamanvāgato bodhisattvo mahāsattvo bhaviṣyati. tat	hetoH? evam udAra jQAna samanvAgataH boDisattvaH mahAsattvaH Bavizyati. tat 
