   [I. dānapāramitā]	[I. dAna pAramitA]
   punaḥ kauśika tri sāhasra mahā sāhasrasya loka dhātoḥ pala agreṇa	punar kOSika tri sAhasra  mahA  sAhasrasya loka DAtoH pala agreNa
   tulyamānasasya pramāṇam udgrahītuṃ | na tv eva kauśika bodhi satvasya	tulya mAnasasya pramANam udgrahItum | na tu eva kOSika boDi  satvasya
   mahā satvasya teṣām anumodanā saha gatānāṃ citta utpādānāṃ puṇya pramāṇaṃ	mahA  satvasya tezAm anumodanA  saha  gatAnAm citta  utpAdAnAm puNya  pramANam
   grahītuṃ ||	grahItum ||
   evam ukte śakro devānām indro bhagavantam etad avocat | māra adhiṣṭhitās	evam ukte SakraH devAnAm indraH Bagavantam etat avocat | mAra  aDizWitAH 
   te bhagavan satvā veditavyā | ye bodhi satvānāṃ mahā satvānāṃ	te Bagavan satvAH veditavyA | ye boDi  satvAnAm mahA  satvAnAm
   prathama citta utpādam upādāya yāvad an uttarāṃ samyak saṃbodhim	praTama  citta  utpAdam upAdAya yAvat an uttarAm samyak  saMboDim
   abhisaṃbuddhānām evam a prameyam anumodanā saha gataṃ puṇyam iti na	aBisaMbudDAnAm evam a prameyam anumodanA  saha  gatam puNyam iti na
   śṛṇvanti na jānanti | tām anumodanāṃ na samanvāharanti | māra pakṣikās te	SRNvanti na jAnanti | tAm anumodanAm na samanvAharanti | mAra pakzikAH te
   bhagavan satvā bhaviṣyanti ||	Bagavan satvAH Bavizyanti ||
   bhagavān āha | pe | yaiḥ kauśika kula putraiḥ kula duhitṛbhiś ca + ime	BagavAn Aha | pe | yEH kOSika kula  putrEH kula duhitRBiH ca + ime
   citta utpādā anumoditā bodhi satva yānikair vā praty eka buddha yānikair	citta  utpAdAH anumoditA boDi  satva  yAnikEH vA praty eka   budDa  yAnikEH 
   vā śrāvaka yānikair vā | te kṣipraṃ tathā gatān arhataḥ samyak saṃbuddhān	vA SrAvaka yAnikEH vA | te kzipram taTA a  gatAn arhataH samyak  saMbudDAn
   ārāgayiṣyanti ||	ArAgayizyanti ||
   bhagavān āha ||	BagavAn Aha ||
   evaṃ tair anumodanā saha gataiś citta utpāda kuśala mūlair yatra yatra +	evam tEH anumodanA  saha  gatEH citta  utpAda  kuSala mUlEH yatra yatra +
   upapatsyante tatra tatra sat kṛtāś ca bhaviṣyanti guru kṛtāś ca mānitāś ca	upapatsyante tatra tatra sat  kRtAH ca Bavizyanti guru kRtAH ca mAnitAH ca
   pūjitāś ca arcitāś ca apacāyitāś ca bhaviṣyanti | na ca te * a mana āpāni	pUjitAH ca arcitAH ca apacAyitAH ca Bavizyanti | na ca te * a mana  ApAni
   rūpāṇi drakṣyanti | na ca te * a mana āpān śabdān śroṣyanti | evaṃ na	rUpANi drakzyanti | na ca te * a mana  ApAn SabdAn Srozyanti | evam na
   gandhān na rasān na spraṣṭavyān sprakṣyanti na ca teṣām apāyeṣu +	ganDAn na rasAn na sprazwavyAn sprakzyanti na ca tezAm apAyezu +
   upapattiḥ pratikāṅkṣitavyā svarga upapattis teṣāṃ pratikāṅkṣitavyā | tat	upapattiH pratikAFkzitavyA svarga  upapattiH tezAm pratikAFkzitavyA | tat 
   kasya hetoḥ | tathā hi taiḥ satvaiḥ sarva satva sukha āvahanāni	kasya hetoH | taTA hi tEH satvEH sarva  satva  suKa A vahanAni
   a saṃkhyeyānāṃ satvānāṃ kuśala mūlāny anumoditāni yāvad an uttarāṃ	a  saMKyeyAnAm satvAnAm kuSala mUlAni anumoditAni yAvat an uttarAm
   samyak saṃbodhim abhisaṃbuddhya + a prameya a saṃkhyeyān satvān	samyak  saMboDim aBisaMbudDya + a prameya  a  saMKyeyAn satvAn
   parinirvāpayiṣyanti + iti ||	parinirvApayizyanti + iti ||
   punar atra + eva + āha | ye subhūte gaṅgā nadī vālikā upameṣu	punar atra + eva + Aha | ye suBUte gaFgA nadI  vAlikA  upamezu
   tri sāhasra mahā sāhasreṣu loka dhātuṣu sarva satvās te sarve * an uttarāṃ	tri sAhasra  mahA  sAhasrezu loka DAtuzu sarva satvAH te sarve * an uttarAm
   samyak saṃbodhiṃ pratitiṣṭheyur an uttarāṃ samyak saṃbodhiṃ pratiṣṭhāya	samyak  saMboDim pratitizWeyuH an uttarAm samyak  saMboDim pratizWAya
   gaṅgā nadī vālikā samān kalpān upalambha saṃjñinaś catvāri dhyānāni	gaFgA nadI  vAlikA  samAn kalpAn upalamBa  saMjQinaH catvAri DyAnAni
   samāpadyeran | yaś ca bodhi satvo mahā satvo * anayā prajñā pāramitayā	samApadyeran | yaH ca boDi  satvaH mahA  satvaH * anayA prajQA  pAramitayA
   upāya kauśalyena ca parigṛhītā + atīta an āgata praty utpannānāṃ buddhānāṃ	upAya  kOSalyena ca parigRhItAH + atIta an A gata  praty utpannAnAm budDAnAm
   bhagavatāṃ śīla samādhi prajñā vimukti vimukti jñāna darśana skandhaṃ |	BagavatAm SIla  samADi  prajQA  vimukti  vimukti  jQAna darSana skanDam |
   śrāvakānāṃ praty eka buddhānām api	SrAvakAnAm praty eka   budDAnAm api
   śīla samādhi prajñā vimukti vimukti jñāna darśana skandhaṃ sarvam ekato *	SIla  samADi  prajQA  vimukti  vimukti  jQAna darSana skanDam sarvam ekatas *
   abhisaṃkṣipya piṇḍayitvā tulayitvā nir avaśeṣam anumodeta + agrayā +	aBisaMkzipya piNxayitvA tulayitvA nir ava Sezam anumodeta + agrayA +
   anumodanayā jyeṣṭhayā śreṣṭhayā varayā pravarayā praṇītayā uttarayā	anumodanayA jyezWayA SrezWayA varayA pravarayA praNItayA uttarayA
   nir uttarayā uttara uttarayā a samayā + a sama samayā + a prati samayā +	nir uttarayA uttara  uttarayA a samayA + a sama  samayA + a prati samayA +
   anumodanayā + anumodya + anumodanā saha gataṃ [doubtful] puṇya kriyā vastv	anumodanayA + anumodya + anumodanA  saha  gatam [doubtful] puNya kriyA vastu 
   an uttarāyai samyak saṃbodhaye pariṇāmayati | asya subhūte *	an uttarAyE samyak  saMboDaye pariNAmayati | asya suBUte *
   anumodanā saha gatasya puṇya kriyā vastuno * asau pūrvaka aupalambhikānāṃ	anumodanA  saha  gatasya puNya  kriyA  vastunaH * asO pUrvakaH OpalamBikAnAm
   bodhi satvānāṃ catur dhyāna mayaḥ puṇya abhisaṃskāraḥ śatatamīm api kalāṃ	boDi  satvAnAm catur DyAna  mayaH puNya  aBisaMskAraH SatatamIm api kalAm
   na + upaiti yāvad upaniṣadam api na kṣamatae iti ||	na + upEti yAvat upanizadam api na kzamatae iti ||
   ayam eva nayaḥ pariṇāmanāyām uktaḥ | atha vā + agra pariṇāmanayā	ayam eva nayaH pariNAmanAyAm uktaH | aTa vA + agra  pariNAmanayA
   pariṇāmitatvāt sarva puṇyānām asya buddhatvāya	pariNAmita tvAt sarva  puNyAnAm asya budDa tvAya
   sat kṛta praṇidhi buddhatvam eva syāt | ataḥ kā parā puṇya vṛddhiḥ | tad *	sat  kRta  praNiDi  budDa tvam eva syAt | atas kA parA puNya vRdDiH | tat *
   dhy a śeṣa satva mokṣa kṛta puṇya jñāna upetaṃ nir vikalpaṃ ca ||	Di a Seza  satva  mokza kRta  puNya  jQAna  upetam nir vikalpam ca ||
   adhyeṣaṇāyās tv anuśaṃsā ārya ugra paripṛcchāyām uktā dharma grāhyatām	aDyezaNAyAH tu anuSaMsA Arya  ugra  paripRcCAyAm uktAH Darma  grAhyatAm
   upādāya + a prameya a saṃkhyeyeṣu buddha kṣetreṣv āyuḥ parirakṣaṇāya + iti	upAdAya + a prameya  a  saMKyeyezu budDa kzetrezu AyuH parirakzaNAya + iti
   ārya śikṣā samuccaye vandanā ādy anuśaṃsā saptadaśa paricchedaḥ samāptaḥ	Arya SikzA  samuccaye vandanA Adi  anuSaMsA saptadaSa  paricCedaH samAptaH
   [XVIII ratnatrayānusmṛti]	[XVIII ratnatraya anusmRti]
   ratna traya anusmṛtir nāma + aṣṭādaśaḥ paricchedaḥ ||	ratna traya anusmRtiH nAma + azwAdaSaH paricCedaH ||
   uktā bhadra caryā vidhinā puṇya vṛddhiḥ | asyāś ca + ayam a paro hetuḥ |	uktA Badra  caryA  viDinA puNya vRdDiH | asyAH ca + ayam a paraH hetuH |
   yo * ayaṃ śraddhā ādīnāṃ sadā + abhyāsaḥ ||	yaH * ayam SradDA a AdInAm sadA + aByAsaH ||
   yathā + uktam ārya tathā gata guhya sūtre | catvāra ime mahā rāja dharmā	yaTA + uktam Arya  taTA a gata guhya  sUtre | catvAraH ime mahA  rAja DarmA
   mahā yāna saṃprasthitānāṃ viśeṣa gāmitāyai saṃvartante * a parihāṇāya ca |	mahA yAna  saMprasTitAnAm viSeza  gAmitAyE saMvartante * a parihANAya ca |
   katame catvāraḥ | śraddhā mahā rāja viśeṣa gāmitāyai saṃvartate *	katame catvAraH | SradDA mahA rAja viSeza  gAmitAyE saMvartate *
   a parihāṇāya | tatra katamā śraddhā | yayā śraddhayā āryān upasaṃkrāmati |	a parihANAya | tatra katamA SradDA | yayA SradDayA AryAn upasaMkrAmati |
   a karaṇīyaṃ ca na karoti ||	a karaNIyam ca na karoti ||
   gauravaṃ mahā rāja viśeṣa gāmitāyai saṃvartate | yena gauraveṇa	gOravam mahA rAja viSeza  gAmitAyE saMvartate | yena gOraveNa
   su bhāṣitaṃ śṛṇoti śuśrūṣate * a virahita śrotraś ca dharmaṃ śṛṇoti ||	su BAzitam SRNoti SuSrUzate * a virahita SrotraH ca Darmam SRNoti ||
   nir mānatā mahā rāja viśeṣa gāmitāyai saṃvartate | yayā nir mānatayā	nir mAnatA mahA rAja viSeza  gAmitAyE saMvartate | yayA nir mAna tayA
   āryāṇām abhinamati praṇamati namasyati ||	AryANAm aBinamati praNamati namasyati ||
   vīryaṃ mahā rāja viśeṣa gāmitāyai saṃvartate * a parihāṇāya | yena vīryeṇa	vIryam mahA rAja viSeza  gAmitAyE saMvartate * a parihANAya | yena vIryeNa
   kāya laghutāṃ citta laghutāṃ ca pratilabhate sarva kāryāṇi ca + uttārayati	kAya  laGu tAm citta laGu tAm ca pratilaBate sarva kAryANi ca + uttArayati
   ime mahā rāja catvāra iti ||	ime mahA   rAja catvAraH iti ||
   eṣāṃ śraddhā ādīnāṃ sadā + abhyāsaḥ kāryaḥ | atha vā + anyeṣāṃ	ezAm SradDA a AdInAm sadA + aByAsaH kAryaH | aTa vA + anyezAm
   śraddhā ādīnāṃ ||	SradDA AdInAm ||
   yathā + āha ārya akṣayamati sūtre pañca + imāni + indriyāṇi | katamāni	yaTA + Aha Arya  akzayam ati sUtre paQca + imAni + indriyANi | katamAni
   pañca | śraddhā indriyaṃ vīrya indriyaṃ smṛti indriyaṃ samādhi indriyaṃ	paQca | SradDA indriyam vIrya indriyam smRti indriyam samADi indriyam
   prajñā indriyam iti ||	prajQA indriyam iti ||
   tatra katamā śraddhā | yathā śraddhāyāś caturo dharmān abhiśraddadhāti |	tatra katamA SradDA | yaTA SradDAyAH caturaH DarmAn aBiSraddaDAti |
   katamāṃś caturaḥ | saṃsāra avacarīṃ laukikīṃ samyag dṛṣṭiṃ śraddadhāti |	katamAn caturaH | saMsAra  avacarIm lOkikIm samyak  dRzwim SraddaDAti |
   sa karma vipāka prati śaraṇo bhavati | yad yat karma kariṣyāmi tasya tasya	sa karma  vipAka  prati SaraNaH Bavati | yat yat karma karizyAmi tasya tasya
   karmaṇaḥ phala vipākaṃ pratyanubhaviṣyāmi + iti | sa jīvita hetor api	karmaNaH Pala vipAkam pratyanuBavizyAmi + iti | sa jIvita  hetoH api
   pāpaṃ karma na karoti | bodhi satva cārikām abhiśraddadhāti |	pApam karma na karoti | boDi  satva  cArikAm aBiSraddaDAti |
   tac caryā pratipannaś ca + anyatra yāne spṛhāṃ na + utpādayati |	tac caryA  pratipannaH ca + anyatra yAne spRhAm na + utpAdayati |
   parama artha nīta arthaṃ	parama  arTa nIta  arTam
   gambhīra pratītya samutpāda nairātmya niḥ satva nir jīva niḥ pudgala vyavahāra śūnyatā nimitta a praṇihita lakṣaṇān	gamBIra  prati iti a  samutpAda  nErAtmya  niH sa tva  nir jIva  niH pudgala  vyavahAra  SUnyatA  nimitta a  praNihita  lakzaNAn
   sarva dharmān śrutvā śraddadhāti | sarva dṛṣṭi kṛtāni ca na + anuśete	sarva  DarmAn SrutvA SraddaDAti | sarva  dRzwi kRtAni ca na + anuSete
   sarva buddha dharmān bala vaiśāradya prabhṛtīṃś ca śraddadhāti | śraddhāya	sarva  budDa  DarmAn bala vESAradya  praBRtIn ca SraddaDAti | SradDAya
   ca vigata kathaṃ kathas tān buddha dharmān samudānayati | idam ucyate	ca vigata  kaTaM kaTaH tAn budDa  DarmAn samudAnayati | idam ucyate
   śraddhā indriyam ||	SradDA indriyam ||
   tatra katamad vīrya indriyaṃ | yān dharmān śraddhā indriyeṇa śraddadhāti	tatra katamat vIrya indriyam | yAn DarmAn SradDA indriyeNa SraddaDAti
   tān dharmān vīrya indriyeṇa samudānayati + idam ucyate vīrya indriyaṃ ||	tAn DarmAn vIrya indriyeNa samudAnayati + idam ucyate vIrya indriyam ||
   tatra katamat smṛti indriyaṃ | yān dharmān vīrya indriyeṇa samudānayati	tatra katamat smRti indriyam | yAn DarmAn vIrya indriyeNa samudAnayati
   tān dharmān smṛti indriyeṇa na vipraṇāśayati | idam ucyate smṛti indriyam	tAn DarmAn smRti indriyeNa na vipraNASayati | idam ucyate smRti indriyam
   tatra katamat samādhi indriyaṃ | yān dharmān smṛti indriyeṇa na	tatra katamat samADi indriyam | yAn DarmAn smRti indriyeNa na
   vipraṇāśayati tān samādhi indriyeṇa + eka agrī karoti + idam ucyate	vipraNASayati tAn samADi indriyeNa + eka agrI karoti + idam ucyate
   samādhi indriyaṃ ||	samADi indriyam ||
   tatra katamat prajñā indriyam |yān dharmān samādhi indriyeṇa +	tatra katamat prajQA  indriyam |yAn DarmAn samADi indriyeNa +
   eka agrī karoti tān prajñā indriyeṇa pratyavekṣate pratividhyati | yad	eka agrI  karoti tAn prajQA  indriyeNa pratyavekzate prativiDyati | yat 
   eteṣu dharmeṣu praty ātma jñānam a para pratyaya jñānam idam ucyate	etezu Darmezu praty Atma  jQAnam a para  pratyaya  jQAnam idam ucyate
   prajñā indriyaṃ ||	prajQA  indriyam ||
   evam imāni pañca indriyāṇi sahitāny anuprabaddhāni sarva buddha dharmān	evam imAni paQca indriyANi sahitAni anuprabadDAni sarva  budDa  DarmAn
   paripūrayanti | vyākaraṇa bhūmiṃ ca + āpyayanti iti ||	paripUrayanti | vyAkaraNa  BUmim ca + Apyayanti iti ||
   śraddhā ādīnāṃ balānāṃ sadā + abhyāsaḥ kāryaḥ | yathā + uktam	SradDA a AdInAm balAnAm sadA + aByAsaH kAryaH | yaTA + uktam
   ārya ratna cūḍa sūtre | tatra katamat kula putra bodhi satvasya	Arya ratna cUxa  sUtre | tatra katamat kula putra boDi  satvasya
   bala caryā pariśuddhiḥ | yad ebhir eva + indriyair upastabdho *	bala caryA  pariSudDiH | yat eBiH eva + indriyEH upastabDaH *
   an avamardyo bhavati sarva māraiḥ | a saṃhāryo bhavati	an avamardyaH Bavati sarva  mArEH | a saMhAryaH Bavati
   śrāvaka praty eka buddha yānābhyāṃ | a vinivartyo bhavati mahā yānāt |	SrAvaka  praty eka   budDa yAnAByAm | a vinivartyaH Bavati mahA yAnAt |
   dur dharṣo bhavati sarva kleśaiḥ | dṛḍho bhavati pūrva pratijñāsu | tṛpto	dur DarzaH Bavati sarva  kleSEH | dRXaH Bavati pUrva  pratijQAsu | tRptaH 
   bhavati cittena | balavān bhavati kāyena | gupto bhavati + indriyaiḥ |	Bavati cittena | balavAn Bavati kAyena | guptaH Bavati + indriyEH |
   duḥ parājayo bhavati tīrthi karaiḥ | ity ādi ||	duH parAjayaH Bavati tIrTi karEH | iti Adi ||
   evaṃ tāvac * chraddhā ādīnāṃ sadā + abhyāsaḥ puṇya vṛddhaye ||	evam tAvat * CradDA a AdInAm sadA + aByAsaH puNya  vRdDaye ||
   kā maitrī ||	kA mEtrI ||
   yathā + āha candra pradīpa sūtre | yāvanti pūjā bahu vidha a prameyā yā	yaTA + Aha candra  pradIpa sUtre | yAvanti pUjA bahu viDa a prameyA yA
   kṣetra koṭīn a yuta bimbareṣu | tāṃ pūja kṛtvā puruṣa vareṣu nityaṃ	kzetra  kowIn a yuta  bimbarezu | tAm pUja kRtvA puruza  varezu nityam
   saṃkhyā kalāpo na bhavati maitra citta | iti ||	saMKyA  kalApaH na Bavati mEtra  cittaH | iti ||
   kā buddha ādy anusmṛtiḥ ||	kA budDa Ady anusmRtiH ||
   tatra rāṣṭrapāla sūtre saṃvarṇitā | vandāmi te kanaka varṇa nibhā	tatra rAzwrapAla sUtre saMvarNitA | vandAmi te kanaka varNa niBA
   vara lakṣaṇā vi mala candra mukhā | vandāmi te a sama jñāna parā sadṛśo na	vara  lakzaNA vi mala  candra  muKAH | vandAmi te a sama  jQAna  parA sadRSaH na
   te * asti tri bhave vi rajā ||	te * asti tri Bave vi rajAH ||
   mṛdu cāru snigdha śubha keśa nakhā giri rāja tulya tava ca + uṣṇir iha |	mRdu cAru snigDa SuBa keSa naKAH giri rAja  tulya tava ca + uzNiH iha |
   na + uṣnīṣam īkṣitu tava + asti samo vibhrājate bhruvi tava + ūrṇa mune ||	na + uznIzam Ikzitu tava + asti samaH viBrAjate Bruvi tava + UrNa mune ||
   kunda indu śaṅkha hima śubhra nibhā nīla utpala abha śubha netra varā |	kunda  indu  SaFKa  hima  SuBra  niBA nIla utpala  aBa  SuBa netra varAH |
   kṛpayā + īkṣase jagad idaṃ hi yayā vandāmi te vi mala netra jina ||	kRpayA + Ikzase jagat idam hi yayA vandAmi te vi mala netra jinaH ||
   jihvā prabhūta tanu tāmra nibhā vadanaṃ ca chādayasi yena svakaṃ | dharmaṃ	jihvA praBUta tanu tAmra  niBA vadanam ca CAdayasi yena svakam | Darmam
   vadan vinayase ca jagat vandāmi te madhura snigdha girā ||	vadan vinayase ca jagat vandAmi te maDura  snigDa  girA ||
   daśanāḥ śubhāḥ su dṛḍha vajra nibhāḥ triṃśad daśa + apy a viralāḥ sahitāḥ	daSanAH SuBAH su dRXa vajra  niBAH triMSat  daSa + api a viralAH sahitAH
   | kurvan smitaṃ vinayase ca jagat vandāmi te madhura satya kathā ||	| kurvan smitam vinayase ca jagat vandAmi te maDura  satya  kaTA ||
   rūpeṇa ca + a prati samo * asi jinaḥ prabhayā ca bhāsayasi kṣetra śatān |	rUpeNa ca + a prati samaH * asi jinaH praBayA ca BAsayasi kzetra SatAn |
   brahma indra pāla jagato bhagavan jihmī bhavanti tava te prabhayā ||	brahma indra pAla  jagataH Bagavan jihmI Bavanti tava te praBayA ||
   eṇeya jaṅgha bhagavann a samā gaja rāja barhi mṛga rāja gato | īkṣan	eNeya jaFGa Bagavan a samAH gaja rAja  barhi  mRga rAja  gataH | Ikzan
   vrajasy api yugaṃ bhagavan saṃkampayan dharaṇi śaila taṭān ||	vrajasi api yugam Bagavan saMkampayan DaraNi SEla  tawAn ||
   kāyaś ca lakṣaṇa cito bhagavan sūkṣma chavī kanaka varṇa nibhā | na +	kAyaH ca lakzaNa citaH Bagavan sUkzma CavI kanaka  varNa  niBA | na +
   īkṣañ jagad vrajati tṛptim idaṃ rūpaṃ tava + a pratima rūpa dhara ||	Ikzan jagat vrajati tRptim idam rUpam tava + a pratima ru upa Dara ||
   tvaṃ pūrva kalpa śata cīrṇa tapāḥ tvaṃ sarva tyāga dama dāna rataḥ | tvaṃ	tvam pUrva kalpa  Sata  cIrNa tapAH tvam sarva tyAga  da ma dAna   rataH | tvam
   sarva satva kṛpa maitra manāḥ vandāmi te parama kāruṇikam ||	sarva  satva  kRpa  mEtra manAH vandAmi te parama kAruNikam ||
   tvaṃ dāna śīla nirataḥ satataṃ tvaṃ kṣānti vīrya nirataḥ su dṛḍhaḥ | tvaṃ	tvam dAna  SIla  nirataH satatam tvam kzAnti vIrya  nirataH su dRXaH | tvam
   dhyāna prajña prabha teja dharo vandāmi te a sama jñāna dhara ||	DyAna  prajQa  praBa  teja  DaraH vandAmi te a sama jQAna  Dara ||
   tvaṃ vādi sūra ku gaṇa pramathī tvaṃ siṃha van nadasi parṣadi ca | tvaṃ	tvam vAdi sUra ku gaNa  pramaTI tvam siMha vat nadasi parzadi ca | tvam
   vaidya rāja tri mala anta karo vandāmi te parama prīti kara ||	vEdya rAja tri mala anta karaH vandAmi te parama   prIti karaH ||
   vāk kāya mānasa viśuddha mune tri bhaveṣv a lipta jala padmam iva | tvaṃ	vAk kAya  mAnasa  viSudDa mune tri  Bavezu a lipta  jala  padmam iva | tvam
   brahma ghoṣa kalaviṅka ruto vandāmi te traibhava pāra gatam ||	brahma  Goza  kalaviFka  rutaH vandAmi te trEBava  pAra  gatam ||
   māyā upamaṃ jagad imaṃ bhavatā naṭa raṅga svapna sadṛśaṃ viditaṃ | na +	mAyA  upamam jagat imam BavatA nawa  raFga  svapna  sadRSam viditam | na +
   ātmā na satva na ca jīva gatī dharmā marīci daka candra samāḥ ||	AtmA na satva na ca jIva  gatI DarmAH marIci daka candra  samAH ||
   śūnyāś ca śānta an utpāda nayaṃ a vijānad eva jagad udbhramati | teṣām	SUnyAH ca SAnta an utpAda  nayam a vijAnat eva jagat udBramati | tezAm
   upāya naya yukti śataiḥ avatārayasy ati kṛpālutayā ||	upAya  naya  yukti  SatEH avatArayasi ati kRpAlu tayA ||
   rāga ādibhiś ca bahu rāga śataiḥ saṃbhrāmitaṃ satata vīkṣya jagat |	rAga AdiBiH ca bahu  rAga  SatEH saMBrAmitam satata vIkzya jagat |
   vaidya upamo vicarase * a pratimo parimocayan su gata satva śatān ||	vEdya  upamaH vicarase * a pratimaH parimocayan su gata satva  SatAn ||
   jātī jarā maraṇa śoka hataṃ priya vi prayoga parideva śataiḥ |	jAtI  jarA  maraNa  Soka  hatam priya  vi prayoga  parideva  SatEH |
   satata āturaṃ jagad avekṣya mune parimocayan vicarase kṛpayā ||	satata Aturam jagat avekzya mune parimocayan vicarase kRpayA ||
   ratha cakra vad bhramati sarva jagat tiryakṣu preta niraye su gatau |	raTa  cakra vat Bramati sarva jagat tiryakzu preta  niraye su gatO |
   mūḍhā a deśika a nātha gatāḥ tasya pradarśayasi mārga varaṃ ||	mUXAH a deSika a nATa  gatAH tasya pradarSayasi mArga varam ||
   ye te babhūvu purimāś ca jināḥ dharma īśvarā jagati ca + artha karāḥ |	ye te baBUvu purimAH ca jinAH Darma ISvarAH jagati ca + arTa karAH |
   ayam eva taiḥ prakathita ārya patho yad deśayasy api vibho * a pratimaḥ ||	ayam eva tEH prakaTita  Arya paTaH yat deSayasi api viBo * a pratimaH ||
   snigdhaṃ hy a karkaśa mano jña varaṃ brahma adhikaṃ parama prīti karaṃ |	snigDam hi a karkaSa mano jQa varam brahma aDikam parama   prIti karam |
