   śivopaniṣad	Siva-upanizad-
   iti nāmā1mṛtaṃ divyaṃ $ mahā-kālād avāptavān &	iti nAma-a1mRtam divyam $ mahA--kAlAt avAptavAn &
   vistareṇā7nupūrvāc ca % ṛṣy-ātreyaḥ(?) suniścitam // 7.131 //	vistareNa-A7nupUrvAt ca % Rzy-A-AtreyaH(?) su-niScitam // 7.131 //
   prajñām athā vinirmathya(?) $ śiva-jñāna-maho2dadhim &	prajQAm aTAH vinirmaTya(?) $ Siva--jQAna--mahA-u2daDim &
   ṛṣy-ātreyaḥ samuddhṛtya % prāhe7dam aṇu-mātrakam // 7.132 //	Rzy-A-AtreyaH samudDRtya % prAhe7dam aNu--mAtrakam // 7.132 //
   śiva-dharme mahā-śāstre $ śiva-dharmasya co7ttare &	Siva-Darme mahA-SAstre $ Siva-Darmasya ca-u7ttare &
   yad anuktaṃ bhavet kiṃcit % tad atra parikīrtitam // 7.133 //	yat anuktam Bavet kiMcid % tat atra parikIrtitam // 7.133 //
   tri-daivatyam idaṃ śāstraṃ $ munī1ndrā3treya-bhāṣitam &	tri-dEvatyam idam SAstram $ munI1ndrA3treya--BAzitam &
   tiryaṅ-manuja-devānāṃ % sarveṣāṃ ca vimukti-dam // 7.134 //	tiryaF-m-anuja--devAnAm % sarvezAm ca vimukti-dam // 7.134 //
   nandi-skanda-mahākālās $ trayo devāḥ prakīrtitāḥ &	nandi-skanda--mahAkAlAH $ trayaH devAH prakIrtitAH &
   candrā1treyas tathā9triś ca % ṛṣy ātreyo muni-trayam // 7.135 //	candra-A1treyaH taTA-a9triH ca % Rzi AtreyaH muni--trayam // 7.135 //
   etair mahā4tmabiḥ proktāḥ $ śiva-dharmāḥ samāsataḥ &	etEH mahA-4tmabiH proktAH $ Siva--DarmAH samAsatas &
   sarva-loko1pakārā1rthaṃ % namas tebhyaḥ sadā namaḥ // 7.136 //	sarva-loka-u1pakAra-A1rTam % namaH teByaH sadA namaH // 7.136 //
   teṣāṃ śiṣya-praśiṣyaiś ca $ śiva-dharma-pravaktṛbhiḥ &	tezAm Sizya--praSizyEH ca $ Siva--Darma--pravaktRBiH &
   vyāptaṃ jñāna-saraḥ śārvaṃ % vikacair iva paṅkajaiḥ // 7.137 //	vyAptam jQAna-saraH SArvam % vikacEH iva paFkajEH // 7.137 //
   ye śrāvayanti satataṃ $ śiva-dharmaṃ śivā1rthinām &	ye SrAvayanti satatam $ Siva--Darmam Siva-a1rTinAm &
   te rudrās te munī1ndrāś ca % te namasyāḥ sva-bhaktitaḥ // 7.138 //	te rudrAH te munI1ndrAH ca % te namasyAH sva--BaktitaH // 7.138 //
   ye samutthāya śṛṇvanti $ śiva-dharmaṃ dine dine &	ye samutTAya SRNvanti $ Siva--Darmam dine dine &
   te rudrā rudra-loke3śā % na te prakṛti-mānuṣāḥ // 7.139 //	te rudrAH rudra--loke3SAH % na te prakRti-mAnuzAH // 7.139 //
   śivo1paniṣadaṃ hy etad $ adhyāyaiḥ saptabhiḥ smṛtam &	SivaH-1panizadam hi etat $ aDyAyEH saptaBiH smRtam &
   ṛṣy-ātreya-sagotreṇa % muninā hita-kāmyayā // 7.140 //	Rzy-A-Atreya--sagotreNa % muninA hita--kAmyayA // 7.140 //
   // iti śivopaniṣadi śivācārādhyāyaḥ saptamaḥ //	// iti Siva-upanizadi Siva-AcAra-aDyAyaH saptamaH //
   // iti śivopaniṣat samāptā //	// iti Siva-upanizad samAptAH //
