   BhP_11.01.001/0 śrī-śuka uvāca	BhP_11.01.001/0 SrI-SukaH uvAca
   BhP_11.24.012/3 martyādīnāṃ ca bhūr lokaḥ siddhānāṃ tritayāt param	Bha-a_11.24.012/3 martya-AdInAm ca BUH lokaH sidDAnAm tritayAt param
   BhP_11.24.013/1 adho 'surāṇāṃ nāgānāṃ bhūmer oko 'sṛjat prabhuḥ	Bhu-_11.24.013/1 aDas asurANAm nAgAnAm BUmeH okaH asRjat praBuH
   BhP_11.24.013/3 tri-lokyāṃ gatayaḥ sarvāḥ karmaṇāṃ tri-guṇātmanām	Bhu-_11.24.013/3 tri-lokyAm gatayaH sarvAH karmaNAm tri-guNa-AtmanAm
   BhP_11.24.014/1 yogasya tapasaś caiva nyāsasya gatayo 'malāḥ	Bhu-_11.24.014/1 yogasya tapasaH ca-eva nyAsasya gatayaH amalAH
   BhP_11.24.014/3 mahar janas tapaḥ satyaṃ bhakti-yogasya mad-gatiḥ	Bhu-_11.24.014/3 mahar janaH tapaH satyam Bakti--yogasya mad--gatiH
   BhP_11.24.015/1 mayā kālātmanā dhātrā karma-yuktam idaṃ jagat	Bhu-_11.24.015/1 mayA kAla-AtmanA DAtrA karma--yuktam idam jagat-
   BhP_11.24.015/3 guṇa-pravāha etasminn unmajjati nimajjati	Bhu-_11.24.015/3 guNa-pravAhaH etasmin unmajjati nimajjati
   BhP_11.24.016/1 aṇur bṛhat kṛśaḥ sthūlo yo yo bhāvaḥ prasidhyati	Bhu-_11.24.016/1 aNuH bRhat kRSaH sTUlaH yaH yaH BAvaH prasiDyati
   BhP_11.24.016/3 sarvo 'py ubhaya-saṃyuktaḥ prakṛtyā puruṣeṇa ca	Bhu-_11.24.016/3 sarvaH api uBaya--saMyuktaH prakRtyA puruzeNa ca
   BhP_11.24.017/1 yas tu yasyādir antaś ca sa vai madhyaṃ ca tasya san	Bhu-_11.24.017/1 yaH tu yasya-AdiH antar ca sa vE maDyam ca tasya san
   BhP_11.24.017/3 vikāro vyavahārārtho yathā taijasa-pārthivāḥ	Bhu-_11.24.017/3 vikAraH vyavahAra-arTaH yaTA tEjasa--pArTivAH
   BhP_11.24.018/1 yad upādāya pūrvas tu bhāvo vikurute 'param	Bhu-_11.24.018/1 yat upAdAya pUrvaH tu BAvaH vikurute aparam
   BhP_11.24.018/3 ādir anto yadā yasya tat satyam abhidhīyate	Bhu-_11.24.018/3 AdiH antaH yadA yasya tat satyam aBiDIyate
   BhP_11.24.019/1 prakṛtir yasyopādānam ādhāraḥ puruṣaḥ paraḥ	Bhu-_11.24.019/1 prakRtiH yasya-upAdAnam ADAraH puruzaH paraH
   BhP_11.24.019/3 sato 'bhivyañjakaḥ kālo brahma tat tritayaṃ tv aham	Bhu-_11.24.019/3 sataH aBivyaQjakaH kAlaH brahma tat tritayam tu aham
   BhP_11.24.020/1 sargaḥ pravartate tāvat paurvāparyeṇa nityaśaḥ	BhP_11.24.020/1 sargaH pravartate tAvat pOrvAparyeNa nityaSas-
   BhP_11.24.020/3 mahān guṇa-visargārthaḥ sthity-anto yāvad īkṣaṇam	Bhu-_11.24.020/3 mahAn guNa--visarga-arTaH sTiti--antaH yAvat IkzaNam
   BhP_11.24.021/1 virāṇ mayāsādyamāno loka-kalpa-vikalpakaḥ	Bhu-_11.24.021/1 virAj mayA-AsAdyamAnaH loka-kalpa--vikalpakaH
   BhP_11.24.021/3 pañcatvāya viśeṣāya kalpate bhuvanaiḥ saha	Bhu-_11.24.021/3 paQcatvAya viSezAya kalpate BuvanEH saha
   BhP_11.24.022/1 anne pralīyate martyam annaṃ dhānāsu līyate	Bhu-_11.24.022/1 anne pralIyate martyam annam DAnAsu lIyate
   BhP_11.24.022/3 dhānā bhūmau pralīyante bhūmir gandhe pralīyate	Bhu-_11.24.022/3 DAnAH BUmO pralIyante BUmiH ganDe pralIyate
   BhP_11.24.023/1 apsu pralīyate gandha āpaś ca sva-guṇe rase	Bhu-_11.24.023/1 apsu pralIyate ganDaH ApaH ca sva-guNe rase
   BhP_11.24.023/3 līyate jyotiṣi raso jyotī rūpe pralīyate	Bhu-_11.24.023/3 lIyate jyotizi rasaH jyotiH rUpe pralIyate
   BhP_11.24.024/1 rūpaṃ vāyau sa ca sparśe līyate so 'pi cāmbare	Bhu-_11.24.024/1 rUpam vAyO sa ca sparSe lIyate saH api ca-ambare
   BhP_11.24.024/3 ambaraṃ śabda-tan-mātra indriyāṇi sva-yoniṣu	Bhu-_11.24.024/3 ambaram Sabda--tan--mAtraH indriyANi sva---yonizu
   BhP_11.24.025/1 yonir vaikārike saumya līyate manasīśvare	Bhu-_11.24.025/1 yoniH vEkArike sOmya lIyate manasi-ISvare
   BhP_11.24.025/3 śabdo bhūtādim apyeti bhūtādir mahati prabhuḥ	Bhu-_11.24.025/3 SabdaH BUtAdim apyeti BUtAdiH mahati praBuH
   BhP_11.24.026/1 sa līyate mahān sveṣu guṇesu guṇa-vattamaḥ	BhP_11.24.026/1 sa lIyate mahAn svezu guNesu guNa--vattamaH
   BhP_11.24.026/3 te 'vyakte sampralīyante tat kāle līyate 'vyaye	Bhu-_11.24.026/3 te avyakte sampralIyante tat kAle lIyate avyaye
   BhP_11.24.027/1 kālo māyā-maye jīve jīva ātmani mayy aje	Bhu-_11.24.027/1 kAlaH mAyA-maye jIve jIvaH Atmani mayi aje
   BhP_11.24.027/3 ātmā kevala ātma-stho vikalpāpāya-lakṣaṇaḥ	Bhu-_11.24.027/3 AtmA kevalaH Atma--sTaH vikalpa-apAya--lakzaNaH
   BhP_11.24.028/1 evam anvīkṣamāṇasya kathaṃ vaikalpiko bhramaḥ	Bhu-_11.24.028/1 evam anvIkzamANasya kaTam vEkalpikaH BramaH
   BhP_11.24.028/3 manaso hṛdi tiṣṭheta vyomnīvārkodaye tamaḥ	Bhu-_11.24.028/3 manasaH hRdi tizWeta vyomni-iva-arka-udaye tamaH
   BhP_11.24.029/1 eṣa sāṅkhya-vidhiḥ proktaḥ saṃśaya-granthi-bhedanaḥ	Bhu-_11.24.029/1 eza sAFKya--viDiH proktaH saMSaya-granTi--BedanaH
   BhP_11.24.029/3 pratilomānulomābhyāṃ parāvara-dṛśa mayā	BhP_11.24.029/3 pratiloma-anulomAByAm parAvara-dRSa mayA
   BhP_11.25.001/0 śrī-bhagavān uvāca	Bhu-_11.25.001/0 SrI--BagavAn uvAca
   BhP_11.25.001/1 guṇānām asammiśrāṇāṃ pumān yena yathā bhavet	Bhu-_11.25.001/1 guNAnAm asammiSrANAm pumAn yena yaTA Bavet-
   BhP_11.25.001/3 tan me puruṣa-varyedam upadhāraya śaṃsataḥ	Bhu-_11.25.001/3 tat me puruza--varya-idam upaDAraya SaMsataH
   BhP_11.25.002/1 śamo damas titikṣekṣā tapaḥ satyaṃ dayā smṛtiḥ	BhP_11.25.002/1 SamaH damaH titikzA-IkzA tapaH satyam dayA smRtiH
   BhP_11.25.002/3 tuṣṭis tyāgo 'spṛhā śraddhā hrīr dayādiḥ sva-nirvṛtiḥ	Bhu-_11.25.002/3 tuzwiH tyAgaH aspRhA SradDA hrIH dayA-AdiH sva--nirvRtiH
   BhP_11.25.003/1 kāma īhā madas tṛṣṇā stambha āśīr bhidā sukham	BhP_11.25.003/1 kAmaH IhAH madaH tRzNA stamBaH ASIH BidA suKam
   BhP_11.25.003/3 madotsāho yaśaḥ-prītir hāsyaṃ vīryaṃ balodyamaḥ	Bhu-_11.25.003/3 mada-utsAhaH yaSaH-prItiH hAsyam vIryam bala-udyamaH
   BhP_11.25.004/1 krodho lobho 'nṛtaṃ hiṃsā yācñā dambhaḥ klamaḥ kaliḥ	BhP_11.25.004/1 kroDaH loBaH anRtam hiMsA yAcQA damBaH klamaH kaliH
   BhP_11.25.004/3 śoka-mohau viṣādārtī nidrāśā bhīr anudyamaḥ	BhP_11.25.004/3 Soka-mohO vizAda-ArtI nidrA-ASAH BIH anudyamaH
   BhP_11.25.005/1 sattvasya rajasaś caitās tamasaś cānupūrvaśaḥ	Bhu-_11.25.005/1 sattvasya rajasaH ca-etAH tamasaH ca-anupUrvaSas-
   BhP_11.25.005/3 vṛttayo varṇita-prāyāḥ sannipātam atho śṛṇu	Bhu-_11.25.005/3 vRttayaH varNita--prAyAH sannipAtam aTo SRNu
   BhP_11.25.006/1 sannipātas tv aham iti mamety uddhava yā matiḥ	Bhu-_11.25.006/1 sannipAtaH tu aham iti mama-iti udDava yA matiH
   BhP_11.25.006/3 vyavahāraḥ sannipāto mano-mātrendriyāsubhiḥ	Bhu-_11.25.006/3 vyavahAraH sannipAtaH mano--mAtra-indriya-asuBiH
   BhP_11.25.007/1 dharme cārthe ca kāme ca yadāsau pariniṣṭhitaḥ	Bhu-_11.25.007/1 Darme ca-arTe ca kAme ca yadA-asO parinizWitaH
   BhP_11.25.007/3 guṇānāṃ sannikarṣo 'yaṃ śraddhā-rati-dhanāvahaḥ	Bhu-_11.25.007/3 guNAnAm sannikarzaH ayam SradDA-rati-Dana-AvahaH
   BhP_11.25.008/1 pravṛtti-lakṣaṇe niṣṭhā pumān yarhi gṛhāśrame	BhP_11.25.008/1 pravRtti-lakzaNe nizWA pumAn yarhi gRhASrame
   BhP_11.25.008/3 sva-dharme cānu tiṣṭheta guṇānāṃ samitir hi sā	Bhu-_11.25.008/3 sva-Darme ca-anu tizWeta guNAnAm samitiH hi sA
   BhP_11.25.009/1 puruṣaṃ sattva-saṃyuktam anumīyāc chamādibhiḥ	Bhu-_11.25.009/1 puruzam sattva--saMyuktam anumIyAt Sama-AdiBiH
   BhP_11.25.009/3 kāmādibhī rajo-yuktaṃ krodhādyais tamasā yutam	BhP_11.25.009/3 kAma-AdiBiH rajaH---yuktam kroDa-AdyEH tamasA yutam
   BhP_11.25.010/1 yadā bhajati māṃ bhaktyā nirapekṣaḥ sva-karmabhiḥ	Bhu-_11.25.010/1 yadA Bajati mAm BaktyA nirapekzaH sva--karmaBiH
   BhP_11.25.010/3 taṃ sattva-prakṛtiṃ vidyāt puruṣaṃ striyam eva vā	Bhu-_11.25.010/3 tam sattva--prakRtim vidyAt puruzam striyam eva vA
   BhP_11.25.011/1 yadā āśiṣa āśāsya māṃ bhajeta sva-karmabhiḥ	Bhu-_11.25.011/1 yadA ASizaH ASAsya mAm Bajeta sva--karmaBiH
   BhP_11.25.011/3 taṃ rajaḥ-prakṛtiṃ vidyāt hiṃsām āśāsya tāmasam	Bhu-_11.25.011/3 tam rajaH--prakRtim vidyAt hiMsAm ASAsya tAmasam
   BhP_11.25.012/1 sattvaṃ rajas tama iti guṇā jīvasya naiva me	Bhu-_11.25.012/1 sattvam rajaH tamaH iti guNAH jIvasya na-eva me
   BhP_11.25.012/3 citta-jā yais tu bhūtānāṃ sajjamāno nibadhyate	Bhu-_11.25.012/3 citta-jAH yEH tu BUtAnAm sajjamAnaH nibaDyate
   BhP_11.25.013/1 yadetarau jayet sattvaṃ bhāsvaraṃ viśadaṃ śivam	Bhu-_11.25.013/1 yadA-itarO jayet sattvam BAsvaram viSadam Sivam
   BhP_11.25.013/3 tadā sukhena yujyeta dharma-jñānādibhiḥ pumān	Bhu-_11.25.013/3 tadA suKena yujyeta Darma--jQAna-AdiBiH pumAn
   BhP_11.25.014/1 yadā jayet tamaḥ sattvaṃ rajaḥ saṅgaṃ bhidā calam	Bhu-_11.25.014/1 yadA jayet tamaH sattvam rajaH saFgam BidA calam
   BhP_11.25.014/3 tadā duḥkhena yujyeta karmaṇā yaśasā śriyā	Bhu-_11.25.014/3 tadA duHKena yujyeta karmaNA yaSasA SriyA
   BhP_11.25.015/1 yadā jayed rajaḥ sattvaṃ tamo mūḍhaṃ layaṃ jaḍam	Bhu-_11.25.015/1 yadA jayet rajaH sattvam tamaH mUXam layam jaxam
   BhP_11.25.015/3 yujyeta śoka-mohābhyāṃ nidrayā hiṃsayāśayā	Bhu-_11.25.015/3 yujyeta Soka-mohAByAm nidrayA hiMsayA-ASayA
   BhP_11.25.016/1 yadā cittaṃ prasīdeta indriyāṇāṃ ca nirvṛtiḥ	Bhu-_11.25.016/1 yadA cittam prasIdeta indriyANAm ca nirvRtiH
   BhP_11.25.016/3 dehe 'bhayaṃ mano-'saṅgaṃ tat sattvaṃ viddhi mat-padam	Bhu-_11.25.016/3 dehe aBayam mano--asaFgam tat sattvam vidDi mat--padam
   BhP_11.25.017/1 vikurvan kriyayā cā-dhīr anivṛttiś ca cetasām	Bhu-_11.25.017/1 vikurvan kriyayA ca-a-DIH anivRttiH ca cetasAm
   BhP_11.25.017/3 gātrāsvāsthyaṃ mano bhrāntaṃ raja etair niśāmaya	Bhu-_11.25.017/3 gAtrAsvAsTyam manaH BrAntam rajaH etEH niSAmaya
   BhP_11.25.018/1 sīdac cittaṃ vilīyeta cetaso grahaṇe 'kṣamam	Bhu-_11.25.018/1 sIdat cittam vilIyeta cetasaH grahaNe akzamam
   BhP_11.25.018/3 mano naṣṭaṃ tamo glānis tamas tad upadhāraya	Bhu-_11.25.018/3 manaH nazwam tamaH glAniH tamaH tat upaDAraya
   BhP_11.25.019/1 edhamāne guṇe sattve devānāṃ balam edhate	Bhu-_11.25.019/1 eDamAne guNe sattve devAnAm balam eDate
   BhP_11.25.019/3 asurāṇāṃ ca rajasi tamasy uddhava rakṣasām	Bhu-_11.25.019/3 asurANAm ca rajasi tamasi udDava rakzasAm
   BhP_11.25.020/1 sattvāj jāgaraṇaṃ vidyād rajasā svapnam ādiśet	Bhu-_11.25.020/1 sattvAt jAgaraNam vidyAt rajasA svapnam AdiSet-
   BhP_11.25.020/3 prasvāpaṃ tamasā jantos turīyaṃ triṣu santatam	Bhu-_11.25.020/3 prasvApam tamasA jantoH turIyam trizu santatam
   BhP_11.25.021/1 upary upari gacchanti sattvena brāhmaṇā janāḥ	BhP-_11.25.021/1 upari upari gacCanti sattvena brAhmaNAH janAH
   BhP_11.25.021/3 tamasādho 'dha ā-mukhyād rajasāntara-cāriṇaḥ	Bhu-_11.25.021/3 tamasA-aDas aDas A-muKyAt rajasA-antara--cAriNaH
   BhP_11.25.022/1 sattve pralīnāḥ svar yānti nara-lokaṃ rajo-layāḥ	Bhu-_11.25.022/1 sattve pralInAH svar yAnti nara--lokam rajo-layAH
   BhP_11.25.022/3 tamo-layās tu nirayaṃ yānti mām eva nirguṇāḥ	Bhu-_11.25.022/3 tamo-layAH tu nirayam yAnti mAm eva nirguNAH
   BhP_11.25.023/1 mad-arpaṇaṃ niṣphalaṃ vā sāttvikaṃ nija-karma tat	Bhu-_11.25.023/1 mad--arpaNam nizPalam vA sAttvikam nija-karma tat-
   BhP_11.25.023/3 rājasaṃ phala-saṅkalpaṃ hiṃsā-prāyādi tāmasam	Bhu-_11.25.023/3 rAjasam Pala--saFkalpam hiMsA--prAya-Adi tAmasam
   BhP_11.25.024/1 kaivalyaṃ sāttvikaṃ jñānaṃ rajo vaikalpikaṃ ca yat	Bhu-_11.25.024/1 kEvalyam sAttvikam jQAnam rajaH vEkalpikam ca yat-
   BhP_11.25.024/3 prākṛtaṃ tāmasaṃ jñānaṃ man-niṣṭhaṃ nirguṇaṃ smṛtam	Bhu-_11.25.024/3 prAkRtam tAmasam jQAnam man-nizWam nirguNam smRtam
   BhP_11.25.025/1 vanaṃ tu sāttviko vāso grāmo rājasa ucyate	Bhu-_11.25.025/1 vanam tu sAttvikaH vAsaH grAmaH rAjasaH ucyate
   BhP_11.25.025/3 tāmasaṃ dyūta-sadanaṃ man-niketaṃ tu nirguṇam	Bhu-_11.25.025/3 tAmasam dyUta--sadanam man-niketam tu nirguNam
   BhP_11.25.026/1 sāttvikaḥ kārako 'saṅgī rāgāndho rājasaḥ smṛtaḥ	BhP_11.25.026/1 sAttvikaH kArakaH asaFgI rAga-anDaH rAjasaH smRtaH
   BhP_11.25.026/3 tāmasaḥ smṛti-vibhraṣṭo nirguṇo mad-apāśrayaḥ	Bhu-_11.25.026/3 tAmasaH smRti-viBrazwaH nirguNaH mad--apASrayaH
   BhP_11.25.027/1 sāttviky ādhyātmikī śraddhā karma-śraddhā tu rājasī	Bha-a_11.25.027/1 sAttvikI ADyAtmikI SradDA karma-SradDA tu rAjasI
   BhP_11.25.027/3 tāmasy adharme yā śraddhā mat-sevāyāṃ tu nirguṇā	Bhu-_11.25.027/3 tAmasi aDarme yA SradDA mat--sevAyAm tu nirguNA
   BhP_11.25.028/1 pathyaṃ pūtam anāyastam āhāryaṃ sāttvikaṃ smṛtam	Bhu-_11.25.028/1 paTyam pUtam anAyastam AhAryam sAttvikam smRtam
   BhP_11.25.028/3 rājasaṃ cendriya-preṣṭhaṃ tāmasaṃ cārti-dāśuci	Bhu-_11.25.028/3 rAjasam ca-indriya--prezWam tAmasam ca-Arti-dASuci
   BhP_11.25.029/1 sāttvikaṃ sukham ātmotthaṃ viṣayotthaṃ tu rājasam	Bhu-_11.25.029/1 sAttvikam suKam Atma-utTam vizaya-utTam tu rAjasam
   BhP_11.25.029/3 tāmasaṃ moha-dainyotthaṃ nirguṇaṃ mad-apāśrayam	Bhu-_11.25.029/3 tAmasam moha--dEnya-utTam nirguNam mad--apASrayam
   BhP_11.25.030/1 dravyaṃ deśaḥ phalaṃ kālo jñānaṃ karma ca kārakaḥ	Bhu-_11.25.030/1 dravyam deSaH Palam kAlaH jQAnam karma ca kArakaH
   BhP_11.25.030/3 śraddhāvasthākṛtir niṣṭhā trai-guṇyaḥ sarva eva hi	Bhu-_11.25.030/3 SradDA-avasTA-AkRtiH nizWA trE--guNyaH sarve eva hi
   BhP_11.25.031/1 sarve guṇa-mayā bhāvāḥ puruṣāvyakta-dhiṣṭhitāḥ	Bhu-_11.25.031/1 sarve guNa--mayAH BAvAH puruza-avyakta--DizWitAH
   BhP_11.25.031/3 dṛṣṭaṃ śrutaṃ anudhyātaṃ buddhyā vā puruṣarṣabha	Bhu-_11.25.031/3 dRzwam Srutam anuDyAtam budDyA vA puruza-RzaBa
   BhP_11.25.032/1 etāḥ saṃsṛtayaḥ puṃso guṇa-karma-nibandhanāḥ	Bhu-_11.25.032/1 etAH saMsRtayaH puMsaH guNa-karma--nibanDanAH
   BhP_11.25.032/3 yeneme nirjitāḥ saumya guṇā jīvena citta-jāḥ	Bhu-_11.25.032/3 yena-ime nirjitAH sOmya guNAH jIvena citta-jAH
   BhP_11.25.032/5 bhakti-yogena man-niṣṭho mad-bhāvāya prapadyate	BhP_11.25.032/5 Bakti-yogena man-nizWaH mad-BAvAya prapadyate
   BhP_11.25.033/1 tasmād deham imaṃ labdhvā jñāna-vijñāna-sambhavam	Bhu-_11.25.033/1 tasmAt deham imam labDvA jQAna-vijQAna-samBavam
   BhP_11.25.033/3 guṇa-saṅgaṃ vinirdhūya māṃ bhajantu vicakṣaṇāḥ	Bhu-_11.25.033/3 guNa-saFgam vinirDUya mAm Bajantu vicakzaNAH
   BhP_11.25.034/1 niḥsaṅgo māṃ bhajed vidvān apramatto jitendriyaḥ	BhP_11.25.034/1 niHsaFgaH mAm Bajet vidvAn apramattaH jita-indriyaH
   BhP_11.25.034/3 rajas tamaś cābhijayet sattva-saṃsevayā muniḥ	BhP_11.25.034/3 rajaH tamaH ca-aBijayet sattva--saMsevayA muniH
   BhP_11.25.035/1 sattvaṃ cābhijayed yukto nairapekṣyeṇa śānta-dhīḥ	Bhu-_11.25.035/1 sattvam ca-aBijayet yuktaH nErapekzyeNa SAnta-DIH
   BhP_11.25.035/3 sampadyate guṇair mukto jīvo jīvaṃ vihāya mām	Bhu-_11.25.035/3 sampadyate guNEH muktaH jIvaH jIvam vihAya mAm
   BhP_11.25.036/1 jīvo jīva-vinirmukto guṇaiś cāśaya-sambhavaiḥ	Bhu-_11.25.036/1 jIvaH jIva--vinirmuktaH guNEH ca-ASaya--samBavEH
   BhP_11.25.036/3 mayaiva brahmaṇā pūrṇo na bahir nāntaraś caret	Bhu-_11.25.036/3 mayA-eva brahmaNA pUrNaH na bahis na-antaraH caret-
   BhP_11.26.001/0 śrī-bhagavān uvāca	Bhu-_11.26.001/0 SrI--BagavAn uvAca
   BhP_11.26.001/1 mal-lakṣaṇam imaṃ kāyaṃ labdhvā mad-dharma āsthitaḥ	Bhu-_11.26.001/1 mal--lakzaNam imam kAyam labDvA mad-DarmaH AsTitaH
   BhP_11.26.001/3 ānandaṃ paramātmānam ātma-sthaṃ samupaiti mām	Bhu-_11.26.001/3 Anandam paramAtmAnam Atma--sTam samupEti mAm
   BhP_11.26.002/1 guṇa-mayyā jīva-yonyā vimukto jñāna-niṣṭhayā	Bhu-_11.26.002/1 guNa-mayyA jIva-yonyA vimuktaH jQAna--nizWayA
   BhP_11.26.002/3 guṇeṣu māyā-mātreṣu dṛśyamāneṣv avastutaḥ	Bhu-_11.26.002/3 guNezu mAyA--mAtrezu dRSyamAnezu avastutaH
   BhP_11.26.002/5 vartamāno 'pi na pumān yujyate 'vastubhir guṇaiḥ	Bhu-_11.26.002/5 vartamAnaH api na pumAn yujyate avastuBiH guNEH
   BhP_11.26.003/1 saṅgaṃ na kuryād asatāṃ śiśnodara-tṛpāṃ kvacit	BhP_11.26.003/1 saFgam na kuryAt asatAm SiSna-udara--tRpAm kvacid-
   BhP_11.26.003/3 tasyānugas tamasy andhe pataty andhānugāndha-vat	Bhu-_11.26.003/3 tasya-anugaH tamasi anDe patati anDa-anuga-anDa-vat-
   BhP_11.26.004/1 ailaḥ samrāḍ imāṃ gāthām agāyata bṛhac-chravāḥ	Bhu-_11.26.004/1 ElaH samrAj imAm gATAm agAyata bRhac-CravAH
   BhP_11.26.004/3 urvaśī-virahān muhyan nirviṇṇaḥ śoka-saṃyame	Bhu-_11.26.004/3 urvaSI--virahAt muhyat nirviNNaH Soka--saMyame
   BhP_11.26.005/1 tyaktvātmānaṃ vrayantīṃ tāṃ nagna unmatta-van nṛpaḥ	Bhu-_11.26.005/1 tyaktvA-AtmAnam vrayantIm tAm nagnaH unmatta--vat nRpaH
   BhP_11.26.005/3 vilapann anvagāj jāye ghore tiṣṭheti viklavaḥ	Bhu-_11.26.005/3 vilapan anvagAt jAye Gore tizWA-iti viklavaH
   BhP_11.26.006/1 kāmān atṛpto 'nujuṣan kṣullakān varṣa-yāminīḥ	Bhu-_11.26.006/1 kAmAn atRptaH anujuzan kzullakAn varza-yAminIH
   BhP_11.26.006/3 na veda yāntīr nāyāntīr urvaśy-ākṛṣṭa-cetanaḥ	Bhu-_11.26.006/3 na veda yAntIH na-AyAntIH urvaSy-a-AkRzwa-cetanaH
   BhP_11.26.007/0 aila uvāca	Bhu-_11.26.007/0 ElaH uvAca
   BhP_11.26.007/1 aho me moha-vistāraḥ kāma-kaśmala-cetasaḥ	Bhu-_11.26.007/1 aho me moha--vistAraH kAma-kaSmala--cetasaH
   BhP_11.26.007/3 devyā gṛhīta-kaṇṭhasya nāyuḥ-khaṇḍā ime smṛtāḥ	Bhu-_11.26.007/3 devyAH gRhIta-kaNWasya na-AyuH--KaNxAH ime smRtAH
   BhP_11.26.008/1 nāhaṃ vedābhinirmuktaḥ sūryo vābhyudito 'muyā	Bhu-_11.26.008/1 na-aham veda-aBinirmuktaH sUryaH vA-aByuditaH amuyA
   BhP_11.26.008/3 mūṣito varṣa-pūgānāṃ batāhāni gatāny uta	BhP_11.26.008/3 mUzitaH varza-pUgAnAm bata-ahAni gatAni uta
   BhP_11.26.009/1 aho me ātma-sammoho yenātmā yoṣitāṃ kṛtaḥ	Bhu-_11.26.009/1 aho me Atma--sammohaH yena-AtmA yozitAm kRtaH
   BhP_11.26.009/3 krīḍā-mṛgaś cakravartī naradeva-śikhāmaṇiḥ	Bhu-_11.26.009/3 krIxA-mRgaH cakravartI naradeva--SiKAmaNiH
   BhP_11.26.010/1 sa-paricchadam ātmānaṃ hitvā tṛṇam iveśvaram	Bhu-_11.26.010/1 sa-paricCadam AtmAnam hitvA tRNam iva-ISvaram
   BhP_11.26.010/3 yāntīṃ striyaṃ cānvagamaṃ nagna unmatta-vad rudan	Bhu-_11.26.010/3 yAntIm striyam ca-anvagamam nagnaH unmatta--vat rudan
   BhP_11.26.011/1 kutas tasyānubhāvaḥ syāt teja īśatvam eva vā	Bhu-_11.26.011/1 kutas tasya-anuBAvaH syAt tejaH ISa-tvam eva vA
   BhP_11.26.011/3 yo 'nvagacchaṃ striyaṃ yāntīṃ khara-vat pāda-tāḍitaḥ	Bhu-_11.26.011/3 yaH anvagacCam striyam yAntIm Kara-vat pAda--tAxitaH
   BhP_11.26.012/1 kiṃ vidyayā kiṃ tapasā kiṃ tyāgena śrutena vā	Bhu-_11.26.012/1 kim vidyayA kim tapasA kim tyAgena Srutena vA
   BhP_11.26.012/3 kiṃ viviktena maunena strībhir yasya mano hṛtam	Bhu-_11.26.012/3 kim viviktena mOnena strIBiH yasya manaH hRtam
   BhP_11.26.013/1 svārthasyākovidaṃ dhiṅ māṃ mūrkhaṃ paṇḍita-māninam	Bhu-_11.26.013/1 sva-arTasya-akovidam Dik mAm mUrKam paNxita-mAninam
   BhP_11.26.013/3 yo 'ham īśvaratāṃ prāpya strībhir go-khara-vaj jitaḥ	Bhu-_11.26.013/3 yaH aham ISvara-tAm prApya strIBiH go-Kara-vat jitaH
   BhP_11.26.014/1 sevato varṣa-pūgān me urvaśyā adharāsavam	Bhu-_11.26.014/1 sevataH varza--pUgAn me urvaSyAH aDara-Asavam
   BhP_11.26.014/3 na tṛpyaty ātma-bhūḥ kāmo vahnir āhutibhir yathā	Bhu-_11.26.014/3 na tRpyati Atma-BUH kAmaH vahniH AhutiBiH yaTA
   BhP_11.26.015/1 puṃścalyāpahṛtaṃ cittaṃ ko nv anyo mocituṃ prabhuḥ	Bhu-_11.26.015/1 puMScalya-apahRtam cittam kaH nu anyaH mocitum praBuH
   BhP_11.26.015/3 ātmārāmeśvaram ṛte bhagavantam adhokṣajam	Bhu-_11.26.015/3 Atma-ArAmeSvaram Rte Bagavantam aDokzajam
   BhP_11.26.016/1 bodhitasyāpi devyā me sūkta-vākyena durmateḥ	Bhu-_11.26.016/1 boDitasya-api devyAH me su-ukta--vAkyena durmateH
   BhP_11.26.016/3 mano-gato mahā-moho nāpayāty ajitātmanaḥ	Bhu-_11.26.016/3 manaH---gataH mahA--mohaH na-apayAti ajita-AtmanaH
   BhP_11.26.017/1 kim etayā no 'pakṛtaṃ rajjvā vā sarpa-cetasaḥ	Bhu-_11.26.017/1 kim etayA naH apakRtam rajjvA vA sarpa--cetasaH
   BhP_11.26.017/3 draṣṭuḥ svarūpāviduṣo yo 'haṃ yad ajitendriyaḥ	Bhu-_11.26.017/3 drazwuH svarUpA-viduzaH yaH aham yat ajita-indriyaH
   BhP_11.26.018/1 kvāyaṃ malīmasaḥ kāyo daurgandhyādy-ātmako 'śuciḥ	Bhu-_11.26.018/1 kva-ayam malImasaH kAyaH dOrganDya-Ady-a-AtmakaH aSuciH
   BhP_11.26.018/3 kva guṇāḥ saumanasyādyā hy adhyāso 'vidyayā kṛtaḥ	Bhu-_11.26.018/3 kva guNAH sOmanasya-AdyAH hi aDyAsaH avidyayA kRtaH
   BhP_11.26.019/1 pitroḥ kiṃ svaṃ nu bhāryāyāḥ svāmino 'gneḥ śva-gṛdhrayoḥ	Bhu-_11.26.019/1 pitroH kim svam nu BAryAyAH svAminaH agneH Sva-gRDrayoH
   BhP_11.26.019/3 kim ātmanaḥ kiṃ suhṛdām iti yo nāvasīyate	Bhu-_11.26.019/3 kim AtmanaH kim suhRdAm iti yaH na-avasIyate
   BhP_11.26.020/1 tasmin kalevare 'medhye tuccha-niṣṭhe viṣajjate	Bhu-_11.26.020/1 tasmin kalevare ameDye tucCa-nizWe vizajjate
