   mātṛkā 1	mAtRkA 1
   na tasyājñām atikramya saṃtiṣṭheran prajāḥ kvacit // Nar_18.20 //	na tasya-AjQAm atikramya saMtizWeran prajAH kvacid // Nar_18.20 //
   rakṣādhikārād īśatvād bhūtānugrahadarśanāt /	rakzA-aDikArAt ISa-tvAt BUta-anugraha-darSanAt /
   yad eva rājā kurute tat pramāṇam iti sthitiḥ // Nar_18.21 //	yat eva rAjA kurute tat pramANam iti sTitiH // Nar_18.21 //
   nirguṇo 'pi yathā strīṇāṃ pūjya eva patiḥ sadā /	nirguNaH api yaTA strINAm pUjyaH eva patiH sadA /
   prajānāṃ viguṇo 'py evaṃ pūjya eva narādhipaḥ // Nar_18.22 //	prajAnAm viguNaH api evam pUjyaH eva narADipaH // Nar_18.22 //
   tapaḥkrītāḥ prajā rājñā prabhur āsāṃ tato nṛpaḥ /	tapaH-krItAH prajAH rAjQA praBuH AsAm tatas nRpaH /
   tatas tadvacasi stheyaṃ vārtā cāsāṃ tadāśrayā // Nar_18.23 //	tatas tad-vacasi sTeyam vArtA ca-AsAm tad-ASrayAH // Nar_18.23 //
   pañca rūpāṇi rājāno dhārayanty amitaujasaḥ /	paQca rUpANi rAjAnaH DArayanti amita-ojasaH /
   agner indrasya somasya yamasya dhanadasya ca // Nar_18.24 //	agneH indrasya somasya yamasya Danadasya ca // Nar_18.24 //
   kāraṇād animittaṃ vā yadā krodhavaśaṃ gataḥ /	kAraNAt animittam vA yadA kroDa-vaSam gataH /
   prajā dahati bhūpālas tadāgnir abhidhīyate // Nar_18.25 //	prajAH dahati BUpAlaH tadA-agniH aBiDIyate // Nar_18.25 //
   yadā tejaḥ samālambya vijigīṣur udāyudhaḥ /	yadA tejaH samAlambya vijigIzuH udAyuDaH /
   abhiyāti parān rājā tadendraḥ sa udāhṛtaḥ // Nar_18.26 //	aBiyAti parAn rAjA tadA-indraH saH udAhRtaH // Nar_18.26 //
   vigatakrodhasaṃtāpo hṛṣṭarūpo yadā nṛpaḥ /	vigata-kroDa-saMtApaH hRzwa-rUpaH yadA nRpaH /
   prajānāṃ darśanaṃ yāti soma ity ucyate tadā // Nar_18.27 //	prajAnAm darSanam yAti somaH iti ucyate tadA // Nar_18.27 //
   dharmāsanagataḥ śrīmān daṇḍaṃ dhatte yadā nṛpaḥ /	Darma-Asana-gataH SrImAn daNxam Datte yadA nRpaH /
   samaḥ sarveṣu bhūteṣu tadā vaivasvataḥ yamaḥ // Nar_18.28 //	samaH sarvezu BUtezu tadA vEvasvataH yamaH // Nar_18.28 //
   yadā tv arthiguruprājña- bhṛtyādīn avanīpatiḥ /	yadA tu arTi-guru-prAjQa BRtya-AdIn avanIpatiH /
   anugṛhṇāti dānena tadā sa dhanadaḥ smṛtaḥ // Nar_18.29 //	anugRhNAti dAnena tadA sa DanadaH smRtaH // Nar_18.29 //
   tasmāt taṃ nāvajānīyān nākrośen na viśeṣayet /	tasmAt tam na-avajAnIyAt na-AkroSet na viSezayet /
   ājñāyāṃ cāsya tiṣṭheta mṛtyuḥ syāt tadvyatikramāt // Nar_18.30 //	AjQAyAm ca-asya tizWeta mRtyuH syAt tad-vyatikramAt // Nar_18.30 //
   tasya vṛttiḥ prajārakṣā vṛddhaprājñopasevanam /	tasya vRttiH prajA-rakzAH vRdDa-prAjQa-upasevanam /
   darśanaṃ vyavahārāṇām ātmanaś cābhirakṣaṇam // Nar_18.31 //	darSanam vyavahArANAm AtmanaH ca-aBirakzaNam // Nar_18.31 //
   brāhmaṇān upaseveta nityaṃ rājā samāhitaḥ /	brAhmaNAn upaseveta nityam rAjA samAhitaH /
   saṃyuktaṃ brāhmaṇaiḥ kṣatraṃ mūlaṃ lokābhirakṣaṇe // Nar_18.32 //	saMyuktam brAhmaNEH kzatram mUlam loka-aBirakzaNe // Nar_18.32 //
   brāhmaṇasyāparīhāro rājanyāsanam agrataḥ /	brAhmaNasya-aparIhAraH rAjani-Asanam agratas /
   prathamaṃ darśanaṃ prātaḥ sarvebhyaś cābhivādanam // Nar_18.33 //	praTamam darSanam prAtar sarveByaH ca-aBivAdanam // Nar_18.33 //
   agraṃ navebhyaḥ sasyebhyo mārgadānaṃ ca gacchataḥ /	agram naveByaH sasyeByaH mArga-dAnam ca gacCataH /
   bhaikṣahetoḥ parāgāre praveśas tv anivāritaḥ // Nar_18.34 //	BEkza-hetoH para-AgAre praveSaH tu anivAritaH // Nar_18.34 //
   samitpuṣpodakādāneṣv asteyaṃ saparigrahāt /	samiD-puzpa-udaka-AdAnezu asteyam sa-parigrahAt /
   anākṣepaḥ parebhyaś ca saṃbhāṣaś ca parastriyā // Nar_18.35 //	anAkzepaH pareByaH ca saMBAzaH ca para-striyAH // Nar_18.35 //
   nadīṣv avetanas tāraḥ pūrvam uttaraṇaṃ tathā /	nadIzu avetanaH tAraH pUrvam uttaraNam taTA /
   tareṣv aśulkadānaṃ ca na ced vāṇijyam asya tat // Nar_18.36 //	tarezu aSulka-dAnam ca na ced vANijyam asya tat // Nar_18.36 //
   vartamāno 'dhvani śrānto gṛhṇann anivasan svayam /	vartamAnaH aDvani SrAntaH gRhNan anivasan svayam /
   brāhmaṇo nāparādhnoti dvāv ikṣū pañca mūlakān // Nar_18.37 //	brAhmaNaH na-aparADnoti dvO ikzU paQca mUlakAn // Nar_18.37 //
   nābhiśastān na patitān na dviṣo na ca nāstikāt /	na-aBiSastAn na patitAn na dvizaH na ca nAstikAt /
   na sopadhān nānimittaṃ na dātāraṃ prapīḍya ca // Nar_18.38 //	na sa-upaDAt na-animittam na dAtAram prapIxya ca // Nar_18.38 //
   arthānāṃ bhūribhāvāc ca deyatvāc ca mahātmanām /	arTAnAm BUri-BAvAt ca deya-tvAt ca mahAtmanAm /
   śreyān pratigraho rājñāṃ anyeṣāṃ brāhmaṇād ṛte // Nar_18.39 //	SreyAn pratigrahaH rAjQAm anyezAm brAhmaNAt Rte // Nar_18.39 //
   brāhmaṇaś caiva rājā ca dvāv apy etau dhṛtavratau /	brAhmaNaH ca-eva rAjA ca dvO api etO DRta-vratO /
   naitayor antaraṃ kiṃcit prajādharmābhirakṣaṇāt // Nar_18.40 //	na-etayoH antaram kiMcid prajA-Darma-aBirakzaNAt // Nar_18.40 //
   dharmajñasya kṛtajñasya rakṣārthaṃ śāsato 'śucīn /	Darma-jQasya kRtajQasya rakzA-arTam SAsataH aSucIn /
   medhyam eva dhanaṃ prāhus tīkṣṇasyāpi mahīpateḥ // Nar_18.41 //	meDyam eva Danam prAhuH tIkzNasya-api mahIpateH // Nar_18.41 //
   śucīnām aśucīnāṃ ca saṃnipāto yathāmbhasām /	SucInAm aSucInAm ca saMnipAtaH yaTA-amBasAm /
   samudre samatāṃ yāti tadvad rājño dhanāgamaḥ // Nar_18.42 //	samudre sama-tAm yAti tadvat rAjQaH Dana-AgamaH // Nar_18.42 //
   yathā cāgnau sthitaṃ dīpte śuddhim āyāti kāñcanam /	yaTA ca-agnO sTitam dIpte SudDim AyAti kAQcanam /
   evam evāgamā sarve śuddhim āyānti rājasu // Nar_18.43 //	evam eva-AgamA sarve SudDim AyAnti rAjasu // Nar_18.43 //
   ya eva kaścit svadravyaṃ brāhmaṇebhyaḥ prayacchati /	yaH eva kaScid sva-dravyam brAhmaNeByaH prayacCati /
   tad rājñāpy anumantavyam eṣa dharmaḥ sanātanaḥ // Nar_18.44 //	tat rAjQA-api anumantavyam eza DarmaH sanAtanaH // Nar_18.44 //
   anyaprakārād ucitād bhūmeḥ ṣaḍbhāgasaṃjñitāt /	anya-prakArAt ucitAt BUmeH zaz-BAga-saMjQitAt /
   baliḥ sa tasya vihitaḥ prajāpālanavetanam // Nar_18.45 //	baliH sa tasya vihitaH prajA-pAlana-vetanam // Nar_18.45 //
   śakyaṃ tat punar ādātuṃ yad abrāhmaṇasātkṛtam /	Sakyam tat punar AdAtum yat abrAhmaNasAt-kRtam /
   brāhmaṇāya tu yad dattaṃ na tasya haraṇaṃ punaḥ // Nar_18.46 //	brAhmaNAya tu yat dattam na tasya haraNam punar // Nar_18.46 //
   dānam adhyayanaṃ yajñas tasya karma trilakṣaṇam /	dAnam aDyayanam yajQaH tasya karma tri-lakzaNam /
   yājanādhyāpane vṛttis tṛtīyas tu pratigrahaḥ // Nar_18.47 //	yAjana-aDyApane vRttiH tRtIyaH tu pratigrahaH // Nar_18.47 //
   svakarmaṇi dvijas tiṣṭhed vṛttim āhārayet kṛtām /	sva-karmaNi dvijaH tizWet vRttim AhArayet kRtAm /
   nāsadbhyaḥ pratigṛhṇīyād varṇebhyo niyame 'sati // Nar_18.48 //	na-asadByaH pratigRhNIyAt varNeByaH niyame asati // Nar_18.48 //
   aśucir vacanād yasya śucir bhavati puruṣaḥ /	aSuciH vacanAt yasya SuciH Bavati puruzaH /
   śuciś caivāśuciḥ sadyaḥ kathaṃ rājā na daivatam // Nar_18.49 //	SuciH ca-eva-aSuciH sadyas kaTam rAjA na dEvatam // Nar_18.49 //
   vidur ya eva devatvaṃ rājño hy amitatejasaḥ /	viduH yaH eva deva-tvam rAjQaH hi amita-tejasaH /
   tasya te pratigṛhṇanto na lipyante dvijātayaḥ // Nar_18.50 //	tasya te pratigRhNantaH na lipyante dvijAtayaH // Nar_18.50 //
   loke 'smin maṅgalāny aṣṭau brāhmaṇo gaur hutāśanaḥ /	loke asmin maFgalAni azwO brAhmaNaH gOH hutASanaH /
   hiraṇyaṃ sarpir āditya āpo rājā tathāṣṭamaḥ // Nar_18.51 //	hiraNyam sarpiH AdityaH ApaH rAjA taTA-azwamaH // Nar_18.51 //
   etāni satataṃ paśyen namasyed arcayec ca tān /	etAni satatam paSyet namasyet arcayet ca tAn /
   pradakṣiṇaṃ ca kurvīta tathā hy āyur na hīyate // Nar_18.52 //	pradakziNam ca kurvIta taTA hi AyuH na hIyate // Nar_18.52 //
   pariśiṣṭam	pariSizwam
   19.steyam	19.steyam
   dvividhās taskarā jñeyāḥ paradravyāpahāriṇaḥ /	dviviDAH taskarAH jQeyAH para-dravya-apahAriNaH /
   prakāśāś cāprakāśāś ca tān vidyād ātmavān nṛpaḥ // Nar_19.1 //	prakASAH ca-aprakASAH ca tAn vidyAt AtmavAn nRpaH // Nar_19.1 //
   prakāśavañcakās tatra kūṭamānatulāśritāḥ /	prakASa-vaQcakAH tatra kUwa-mAna-tulA-ASritAH /
   utkoṭakāḥ sāhasikāḥ kitavāḥ paṇyayoṣitaḥ // Nar_19.2 //	utkowakAH sAhasikAH kitavAH paNya-yozitaH // Nar_19.2 //
   pratirūpakarāś caiva maṅgaloddeśavṛttayaḥ /	pratirUpa-karAH ca-eva maFgala-uddeSa-vRttayaH /
   ity evamādayo jñeyāḥ prakāśalokavañcakāḥ // Nar_19.3 //	iti evamAdayaH jQeyAH prakASa-loka-vaQcakAH // Nar_19.3 //
   aprakāśāś ca vijñeyā bahirabhyantarāśritāḥ /	aprakASAH ca vijQeyAH bahis-aByantara-ASritAH /
   suptān pramattāṃś ca narā muṣṇanty ākramya caiva te // Nar_19.4 //	suptAn pramattAn ca narAH muzNanti Akramya ca-eva te // Nar_19.4 //
   deśagrāmagṛhaghnāś ca pathighnā granthimocakāḥ /	deSa-grAma-gRha-GnAH ca paTiGnAH granTimocakAH /
   ity evamādayo jñeyā aprakāśāś ca taskarāḥ // Nar_19.5 //	iti evamAdayaH jQeyAH aprakASAH ca taskarAH // Nar_19.5 //
   tān viditvā sukuśalaiś cārais tatkarmakāribhiḥ /	tAn viditvA su-kuSalEH cArEH tad-karma-kAriBiH /
   anusṛtya gṛhītavyā gūḍhapraṇihitair naraiḥ // Nar_19.6 //	anusRtya gRhItavyAH gUXa-praNihitEH narEH // Nar_19.6 //
   sabhāprapāpūpaśālā- veśamadyānnavikrayāḥ /	saBA-prapApu-upa-SAlA veSam-adya-anna-vikrayAH /
   catuṣpathāś caityavṛkṣāḥ samājāḥ prekṣaṇāni ca // Nar_19.7 //	catuzpaTAH cEtya-vRkzAH samAjAH prekzaNAni ca // Nar_19.7 //
   śūnyāgārāṇy araṇyāni devatāyatanāni ca /	SUnya-AgArANi araNyAni devatAyatanAni ca /
   cārair vineyāny etāni cauragrahaṇatatparaiḥ // Nar_19.8 //	cArEH vineyAni etAni cOra-grahaNa-tatparEH // Nar_19.8 //
   tathaivānye praṇihitāḥ śraddheyāś citravādinaḥ /	taTA-eva-anye praNihitAH SradDeyAH citra-vAdinaH /
   carā hy utsāhayeyus tāṃs taskarān pūrvataskarāḥ // Nar_19.9 //	carAH hi utsAhayeyuH tAn taskarAn pUrva-taskarAH // Nar_19.9 //
   annapānasamādānaiḥ samājotsavadarśanaiḥ /	anna-pAna-samAdAnEH samAja-utsava-darSanEH /
   tathā cauryāpadeśaiś ca kuryus teṣāṃ samāgamam // Nar_19.10 //	taTA cOrya-apadeSEH ca kuryuH tezAm samAgamam // Nar_19.10 //
   ye tatra nopasarpanti sṛtāḥ praṇihitā api /	ye tatra na-upasarpanti sRtAH praNihitAH api /
   te 'bhisārya gṛhītavyāḥ saputrapaśubāndhavāḥ // Nar_19.11 //	te aBisArya gRhItavyAH sa-putra-paSu-bAnDavAH // Nar_19.11 //
   yāṃs tatra caurān gṛhṇīyāt tān vitāḍya viḍambya ca /	yAn tatra cOrAn gRhNIyAt tAn vitAxya vixambya ca /
   avaghuṣya ca sarvatra vadhyāś citravadhena te // Nar_19.12 //	avaGuzya ca sarvatra vaDyAH citra-vaDena te // Nar_19.12 //
   na tv ahoḍhānvitāś caurā rājñā vadhyā hy anāgamāḥ /	na tu ahoXa-anvitAH cOrAH rAjQA vaDyAH hi anAgamAH /
   sahoḍhān sopakaraṇān kṣipraṃ caurān praśāsayet // Nar_19.13 //	sahoXAn sa-upakaraNAn kzipram cOrAn praSAsayet // Nar_19.13 //
   svadeśaghātino ye syus tathā panthāvarodhinaḥ /	sva-deSa-GAtinaH ye syuH taTA panTa-avaroDinaH /
   teṣāṃ sarvasvam ādāya bhūyo nindāṃ prakalpayet // Nar_19.14 //	tezAm sarva-svam AdAya BUyas nindAm prakalpayet // Nar_19.14 //
   ahoḍhān vimṛśec caurān gṛhītān pariśaṅkayā /	ahoXAn vimRSet cOrAn gRhItAn pariSaFkayA /
   bhayopadhābhiś citrābhir brūyus tathā yathākṛtam // Nar_19.15 //	Baya-upaDABiH citrABiH brUyuH taTA yaTAkRtam // Nar_19.15 //
   deśaṃ kālaṃ diśaṃ jātiṃ nāma vā saṃpratiśrayam /	deSam kAlam diSam jAtim nAma vA saMpratiSrayam /
   kṛtyaṃ karmakarā vā syuḥ praṣṭavyās te vinigrahe // Nar_19.16 //	kRtyam karmakarAH vA syuH prazwavyAH te vinigrahe // Nar_19.16 //
   varṇasvarākārabhedāt sasaṃdigdhanivedanāt /	varNa-svara-AkAra-BedAt sa-saMdigDa-nivedanAt /
   adeśakāladṛṣṭatvād vāsasyāpy aviśodhanāt // Nar_19.17 //	adeSa-kAla-dRzwa-tvAt vAsasyA-api aviSoDanAt // Nar_19.17 //
   asadvyayāt pūrvacauryād asatsaṃsargakāraṇāt /	asat-vyayAt pUrva-cOryAt asat-saMsarga-kAraNAt /
   leśair apy avagantavyā na hoḍhenaiva kevalam // Nar_19.18 //	leSEH api avagantavyAH na hoXena-eva kevalam // Nar_19.18 //
   dasyuvṛtte yadi nare śaṅkā syāt taskare 'pi vā /	dasyu-vRtte yadi nare SaFkA syAt taskare api vA /
   yadi spṛśyeta leśena kāryaḥ syāc chapathaḥ tataḥ // Nar_19.19 //	yadi spRSyeta leSena kAryaH syAt SapaTaH tatas // Nar_19.19 //
   caurāṇāṃ bhaktadā ye syus tathāgnyudakadāyakāḥ /	cOrANAm Bakta-dAH ye syuH taTA-agni-udaka-dAyakAH /
   āvāsadā deśikadās tathaivottaradāyakāḥ // Nar_19.20 //	AvAsa-dAH deSika-dAH taTA-eva-uttara-dAyakAH // Nar_19.20 //
   kretāraś caiva bhāṇḍānāṃ pratigrāhiṇa eva ca /	kretAraH ca-eva BANxAnAm pratigrAhiNaH eva ca /
   samadaṇḍāḥ smṛtā hy ete ye ca pracchādayanti tān // Nar_19.21 //	sama-daNxAH smRtAH hi ete ye ca pracCAdayanti tAn // Nar_19.21 //
   rāṣṭreṣu rāṣṭrādhikṛtāḥ sāmantāś caiva coditāḥ /	rAzwrezu rAzwra-aDikRtAH sAmantAH ca-eva coditAH /
   abhyāghāteṣu madhyasthā yathā caurās tathaiva te // Nar_19.22 //	aByAGAtezu maDyasTAH yaTA cOrAH taTA-eva te // Nar_19.22 //
   gocare yasya muṣyeta tena caurāḥ prayatnataḥ /	gocare yasya muzyeta tena cOrAH prayatnataH /
   mṛgyā dāpyo 'nyathā moṣaṃ padaṃ yadi na nirgatam // Nar_19.23 //	mRgyAH dApyaH anyaTA mozam padam yadi na nirgatam // Nar_19.23 //
   nirgate tu pade tasmin naṣṭe 'nyatra nipātite /	nirgate tu pade tasmin nazwe anyatra nipAtite /
   sāmantān mārgapālāṃś ca dikpālāṃś caiva dāpayet // Nar_19.24 //	sAmantAn mArga-pAlAn ca dikpAlAn ca-eva dApayet // Nar_19.24 //
   gṛhe vai muṣite rājā cauragrāhāṃs tu dāpayet /	gRhe vE muzite rAjA cOra-grAhAn tu dApayet /
   ārakṣakān rāṣṭrikāṃś ca yadi cauro na labhyate // Nar_19.25 //	ArakzakAn rAzwrikAn ca yadi cOraH na laByate // Nar_19.25 //
   yadi vā dāpyamānānāṃ tasmin moṣe tu saṃśayaḥ /	yadi vA dApyamAnAnAm tasmin moze tu saMSayaH /
   muṣitaḥ śapathaṃ śāpyo moṣe vaiśodhyakāraṇāt // Nar_19.26 //	muzitaH SapaTam SApyaH moze vESoDya-kAraNAt // Nar_19.26 //
   acaure dāpite moṣaṃ cauryavaiśodhyakāraṇāt /	acOre dApite mozam cOrya-vESoDya-kAraNAt /
   caure labdhe labheyus te dviguṇaṃ pratipāditāḥ // Nar_19.27 //	cOre labDe laBeyuH te dviguNam pratipAditAH // Nar_19.27 //
   caurahṛtaṃ prayatnena sarūpaṃ pratipādayet /	cOra-hRtam prayatnena sarUpam pratipAdayet /
   tadabhāve tu mūlyaṃ syād daṇḍaṃ dāpyaś ca tatsamam // Nar_19.28 //	tad-aBAve tu mUlyam syAt daNxam dApyaH ca tad-samam // Nar_19.28 //
   kāṣṭhakāṇḍatṛṇādīnāṃ mṛnmayānāṃ tathaiva ca /	kAzWa-kANxa-tRNa-AdInAm mRd-mayAnAm taTA-eva ca /
   veṇuvaiṇavabhāṇḍānāṃ vetrasnāyvasthicarmaṇām // Nar_19.29 //	veNu-vENava-BANxAnAm vetra-snAyu-asTi-carmaNAm // Nar_19.29 //
   śākaharitamūlānāṃ haraṇe phalapuṣpayoḥ /	SAka-harita-mUlAnAm haraNe Pala-puzpayoH /
   gorasekṣuvikārāṇāṃ tathā lavaṇatailayoḥ // Nar_19.30 //	gorasa-ikzu-vikArANAm taTA lavaNa-tElayoH // Nar_19.30 //
   pakvānnānāṃ kṛtānnānāṃ madyānām āmiṣasya ca /	pakva-annAnAm kRtAnnAnAm madyAnAm Amizasya ca /
   sarveṣām alpamūlyānāṃ mūlyāt pañcaguṇo damaḥ // Nar_19.31 //	sarvezAm alpa-mUlyAnAm mUlyAt paQcaguNaH damaH // Nar_19.31 //
   tulādharimameyānāṃ gaṇimānāṃ ca sarvaśaḥ /	tulA-Darima-meyAnAm gaNimAnAm ca sarvaSas /
   ebhyas tūtkṛṣṭamūlyānāṃ mūlyād daśaguṇo damaḥ // Nar_19.32 //	eByaH tu-utkRzwa-mUlyAnAm mUlyAt daSaguNaH damaH // Nar_19.32 //
   dhānyaṃ daśabhyaḥ kumbhebhyo harato 'bhyadhikaṃ vadhaḥ /	DAnyam daSaByaH kumBeByaH harataH aByaDikam vaDaH /
   nyūnaṃ tv ekādaśaguṇaṃ daṇḍaṃ dāpyo 'bravīn manuḥ // Nar_19.33 //	nyUnam tu ekAdaSaguNam daNxam dApyaH abravIt manuH // Nar_19.33 //
   suvarṇarajatādīnām uttamānāṃ ca vāsasām /	suvarNa-rajata-AdInAm uttamAnAm ca vAsasAm /
   ratnānāṃ caiva mukhyānāṃ śatād abhyadhikaṃ vadhaḥ // Nar_19.34 //	ratnAnAm ca-eva muKyAnAm SatAt aByaDikam vaDaH // Nar_19.34 //
   puruṣaṃ harataḥ pātyo daṇḍa uttamasāhasaḥ /	puruzam harataH pAtyaH daNxaH uttama-sAhasaH /
   sarvasvaṃ strīṃ tu harataḥ kanyāṃ tu harato vadhaḥ // Nar_19.35 //	sarva-svam strIm tu harataH kanyAm tu harataH vaDaH // Nar_19.35 //
   mahāpaśūn stenayato daṇḍa uttamasāhasaḥ /	mahA-paSUn stenayataH daNxaH uttama-sAhasaH /
   madhyamo madhyamapaśuṃ pūrvaḥ kṣudrapaśuṃ haran // Nar_19.36 //	maDyamaH maDyama-paSum pUrvaH kzudra-paSum haran // Nar_19.36 //
   caturviṃśāvaraḥ pūrvaḥ paraḥ ṣaṇṇavatir bhavet /	caturviMSa-avaraH pUrvaH paraH zaNNavatiH Bavet /
   śatāni pañca tu paro madhyamo dviśatāvaraḥ // Nar_19.37 //	SatAni paQca tu paraH maDyamaH dvi-Sata-avaraH // Nar_19.37 //
   sahasraṃ tūttamo jñeyaḥ paraḥ pañcaśatāvaraḥ /	sahasram tu-uttamaH jQeyaH paraH paQca-Sata-avaraH /
   trividhaḥ sāhaseṣv eva daṇḍaḥ proktaḥ svayaṃbhuvā // Nar_19.38 //	triviDaH sAhasezu eva daNxaH proktaH svayaMBuvA // Nar_19.38 //
   prathame granthibhedānām aṅgulyaṅguṣṭhayor vadhaḥ /	praTame granTi-BedAnAm aFgulI-aFguzWayoH vaDaH /
   dvitīye caiva taccheṣaṃ daṇḍaḥ pūrvaś ca sāhasaḥ // Nar_19.39 //	dvitIye ca-eva tad-Sezam daNxaH pUrvaH ca sAhasaH // Nar_19.39 //
   goṣu brāhmaṇasaṃsthāsu sthūrāyāś chedanaṃ bhavet /	gozu brAhmaNa-saMsTAsu sTUrAyAH Cedanam Bavet /
   dāsīṃ tu harato nityam ardhapādavikartanam // Nar_19.40 //	dAsIm tu harataH nityam arDa-pAda-vikartanam // Nar_19.40 //
   yena yena viśeṣeṇa stenāṅgena viceṣṭate /	yena yena viSezeNa stena-aFgena vicezwate /
   tat tad evāsya chettavyaṃ tan manor anuśāsanam // Nar_19.41 //	tat tat eva-asya Cettavyam tat manoH anuSAsanam // Nar_19.41 //
   garīyasi garīyāṃsam agarīyasi vā punaḥ /	garIyasi garIyAMsam agarIyasi vA punar /
   stene nipātayed daṇḍaṃ na yathā prathame tathā // Nar_19.42 //	stene nipAtayet daNxam na yaTA praTame taTA // Nar_19.42 //
   daśa sthānāni daṇḍasya manuḥ svāyaṃbhuvo 'bravīt /	daSa sTAnAni daNxasya manuH svAyaMBuvaH abravIt /
   triṣu varṇeṣu yāni syur brāhmaṇo rakṣitaḥ sadā // Nar_19.43 //	trizu varNezu yAni syuH brAhmaNaH rakzitaH sadA // Nar_19.43 //
   upastham udaraṃ jihvā hastau pādau ca pañcamam /	upasTam udaram jihvA hastO pAdO ca paQcamam /
   cakṣur nāsā ca karṇau ca dhanaṃ dehas tathaiva ca // Nar_19.44 //	cakzuH nAsA ca karNO ca Danam dehaH taTA-eva ca // Nar_19.44 //
   aparādhaṃ parijñāya deśakālau ca tattvataḥ /	aparADam parijQAya deSa-kAlO ca tattvataH /
   sārānubandhāv ālokya daṇḍān etān prakalpayet // Nar_19.45 //	sAra-anubanDO Alokya daNxAn etAn prakalpayet // Nar_19.45 //
   na mitrakāraṇād rājñā vipulād vā dhanāgamāt /	na mitra-kAraNAt rAjQA vipulAt vA Dana-AgamAt /
   utsraṣṭavyaḥ sāhasikas tyaktātmā manur abravīt // Nar_19.46 //	utsrazwavyaH sAhasikaH tyakta-AtmA manuH abravIt // Nar_19.46 //
   yāvān avadhyasya vadhe tāvān vadhyasya mokṣaṇe /	yAvAn avaDyasya vaDe tAvAn vaDyasya mokzaNe /
   bhavaty adharmo nṛpater dharmas tu viniyacchataḥ // Nar_19.47 //	Bavati aDarmaH nRpateH DarmaH tu viniyacCataH // Nar_19.47 //
   na jātu brāhmaṇaṃ hanyāt sarvapāpeṣv api sthitam /	na jAtu brAhmaNam hanyAt sarva-pApezu api sTitam /
   nirvāsaṃ kārayet kāmam iti dharmo vyavasthitaḥ // Nar_19.48 //	nirvAsam kArayet kAmam iti DarmaH vyavasTitaH // Nar_19.48 //
   sarvasvaṃ vā hared rājā caturthaṃ vāvaśeṣayet /	sarva-svam vA haret rAjA caturTam vA-avaSezayet /
   bhṛtyebhyo 'nusmaran dharmaṃ prājāpatyam iti sthitiḥ // Nar_19.49 //	BRtyeByaH anusmaran Darmam prAjApatyam iti sTitiH // Nar_19.49 //
   brāhmaṇasyāparādhe tu catuḥsv aṅko vidhīyate /	brAhmaNasya-aparADe tu catuHsu aFkaH viDIyate /
   gurutalpe surāpāne steye brāhmaṇahiṃsane // Nar_19.50 //	gurutalpe surA-pAne steye brAhmaNa-hiMsane // Nar_19.50 //
   gurutalpe bhagaḥ kāryaḥ surāpāne dhvajaḥ smṛtaḥ /	gurutalpe BagaH kAryaH surA-pAne DvajaH smRtaH /
   steye tu śvapadaṃ kṛtvā śikhipittena kūṭayet // Nar_19.51 //	steye tu Svapadam kRtvA SiKi-pittena kUwayet // Nar_19.51 //
   viśirāḥ puruṣaḥ kāryo lalāṭe bhrūṇaghātinaḥ /	viSirAH puruzaH kAryaH lalAwe BrUNa-GAtinaH /
   asaṃbhāṣyaś ca kartavyas tan manor anuśāsanam // Nar_19.52 //	asaMBAzyaH ca kartavyaH tat manoH anuSAsanam // Nar_19.52 //
   rājā stenena gantavyo muktakeśena dhāvatā /	rAjA stenena gantavyaH mukta-keSena DAvatA /
   ācakṣāṇena tatsteyam evaṃ kartāsmi śādhi mām // Nar_19.53 //	AcakzANena tat-steyam evam kartAsmi SADi mAm // Nar_19.53 //
   anenā bhavati stenaḥ svakarmapratipādanāt /	anenA Bavati stenaH sva-karma-pratipAdanAt /
   rājānaṃ tat spṛśed ena utsṛjantaṃ sakilbiṣam // Nar_19.54 //	rAjAnam tat spRSet enaH utsRjantam sa-kilbizam // Nar_19.54 //
   rājabhir dhṛtadaṇḍās tu kṛtvā pāpāni mānavāḥ /	rAjaBiH DRta-daNxAH tu kRtvA pApAni mAnavAH /
   nirmalāḥ svargam āyānti santaḥ sukṛtino yathā // Nar_19.55 //	nirmalAH svargam AyAnti santaH sukRtinaH yaTA // Nar_19.55 //
   śāsanād vā vimokṣād vā steno mucyate kilbiṣāt /	SAsanAt vA vimokzAt vA stenaH mucyate kilbizAt /
   aśāsanāt tu tad rājā stenasyāpnoti kilbiṣam // Nar_19.56 //	aSAsanAt tu tat rAjA stenasya-Apnoti kilbizam // Nar_19.56 //
   gurur ātmavatāṃ śāstā śāstā rājā durātmanām /	guruH AtmavatAm SAstA SAstA rAjA durAtmanAm /
   atha pracchannapāpānāṃ śāstā vaivasvato yamaḥ // Nar_19.57 //	aTa pracCanna-pApAnAm SAstA vEvasvataH yamaH // Nar_19.57 //
   aṣṭāpādyaṃ tu śūdrasya steye bhavati kilbiṣam /	azwApAdyam tu SUdrasya steye Bavati kilbizam /
