   akasmānmṛtyurāyāto Bca_7.8c	akasmAt-mRtyuH-AyAtaH Bca_7.8c
   sarve narakapālāśca Bca_5.4c	sarve naraka-pAlAH-ca Bca_5.4c
   sarve 'pi vaidyāḥ kurvanti Bca_7.23a	sarve api vEdyAH kurvanti Bca_7.23a
   sarve pravrajitāstathā Bca_10.44d	sarve pravrajitAH-taTA Bca_10.44d
   sarve baddhā bhavantyete Bca_5.5a	sarve badDAH Bavanti-ete Bca_5.5a
   sarveṣāmavivādataḥ Bca_8.103b	sarvezAm-avivAdataH Bca_8.103b
   sarveṣāmeva dehinām Bca_6.34b	sarvezAm-eva dehinAm Bca_6.34b
   sarveṣāṃ pathivartinām Bca_10.23b	sarvezAm paTivartinAm Bca_10.23b
   sarve syurbodhibhāginaḥ Bca_3.16d	sarve syuH-boDi-BAginaH Bca_3.16d
   sarve svakāyamicchanti Bca_8.183c	sarve sva-kAyam-icCanti Bca_8.183c
   sarve hitāya kalpante Bca_4.33a	sarve hitAya kalpante Bca_4.33a
   sarvaiḥ sugandhaiḥ kusumairmanojñaiḥ Bca_2.15b	sarvEH suganDEH kusumEH-manojQEH Bca_2.15b
   salajjaṃ sabhayaṃ śāntaṃ Bca_5.55c	sa-lajjam sa-Bayam SAntam Bca_5.55c
   savivādaṃ mahāyānam Bca_9.44a	sa-vivAdam mahAyAnam Bca_9.44a
   saśabdapātaṃ sahasā Bca_5.72a	sa-Sabda-pAtam sahasA Bca_5.72a
   saśabdaṃ prasṛtānanam Bca_5.92b	sa-Sabdam prasRta-Ananam Bca_5.92b
   sa sukhīha paratra ca Bca_6.6d	sa suKI-iha paratra ca Bca_6.6d
   sahajā asthikhaṇḍakāḥ Bca_8.32b	sahajAH asTi-KaNxakAH Bca_8.32b
   sahadharmagaṇottamān Bca_2.24d	sahaDarma-gaNa-uttamAn Bca_2.24d
   saha lābhayaśobhiste Bca_8.20c	saha lABa-yaSoBiH-te Bca_8.20c
   saha vāso bhavenmama Bca_8.26d	saha vAsaH Bavet-mama Bca_8.26d
   sahasā yatsamārabdhaṃ Bca_4.2a	sahasA yat-samArabDam Bca_4.2a
   saha suravanitābhiḥ santu mandākinīsthāḥ Bca_10.10d	saha sura-vanitABiH santu mandAkinI-sTAH Bca_10.10d
   sahāpi vākcharīrābhyāṃ Bca_5.15a	saha-api vAc-SarIrAByAm Bca_5.15a
   saṃkleśapakṣamadhyastho Bca_7.60a	saMkleSa-pakza-maDya-sTaH Bca_7.60a
   saṃkṣepād yadyadātmārthe Bca_8.165a	saMkzepAt yat-yat-Atma-arTe Bca_8.165a
   saṃghakāryaṃ ca sidhyatu Bca_10.42d	saMGa-kAryam ca siDyatu Bca_10.42d
   saṃghātaparvatāghātād Bca_5.20c	saMGAta-parvata-AGAtAt Bca_5.20c
   saṃjātapulako hṛṣṭaḥ Bca_8.152c	saMjAta-pulakaH hRzwaH Bca_8.152c
   saṃtarpyantāṃ pretāḥ snāpyantāṃ śītalā bhavantu sadā Bca_10.18/a	saMtarpyantAm pretAH snApyantAm SItalAH Bavantu sadA Bca_10.18/a
   saṃtānasyaikyamāśritya Bca_9.73c	saMtAnasya-Ekyam-ASritya Bca_9.73c
   saṃtānaḥ samudāyaśca Bca_8.101a	saMtAnaH samudAyaH-ca Bca_8.101a
   saṃtyajyāpi tadālasyam Bca_7.7c	saMtyajya-api tad-Alasyam Bca_7.7c
   saṃniveśaviśeṣeṇa Bca_9.84c	saMniveSa-viSezeNa Bca_9.84c
   saṃpatkopaṃ ca kurvate Bca_6.98d	saMpad-kopam ca kurvate Bca_6.98d
   saṃpatpāraṃ yato gatāḥ Bca_6.112d	saMpad-pAram yatas gatAH Bca_6.112d
   saṃprakāśayatīti cet Bca_9.18d	saMprakASayati-iti ced Bca_9.18d
   saṃprajanyasya lakṣaṇam Bca_5.108b	saMprajanyasya lakzaNam Bca_5.108b
   saṃprajanyaṃ tadāyāti Bca_5.33a	saMprajanyam tadA-AyAti Bca_5.33a
   saṃprajāna/llaghūtthānaḥ Bca_5.96c	saMprajA-ana/llaGu-utTAnaH Bca_5.96c
   saṃprāpto 'smākameṣa jvaladabhayakaraḥ ko 'pi cīrī kumāraḥ Bca_10.13b	saMprAptaH asmAkam-eza jvalat-aBaya-karaH kaH api cIrI kumAraH Bca_10.13b
   saṃbodhicittaṃ yadi nāma na syāt Bca_1.6d	saMboDi-cittam yadi nAma na syAt Bca_1.6d
   saṃbhavantveṣvananyathā Bca_2.23d	saMBavantu-ezu-ananyaTA Bca_2.23d
   saṃbhavairjalasāgaraiḥ Bca_10.5d	saMBavEH-jala-sAgarEH Bca_10.5d
   saṃvittiḥ kiṃ na gṛhyate Bca_9.133b	saMvittiH kim na gRhyate Bca_9.133b
   saṃvṛtiḥ paramārthaśca Bca_9.2a	saMvRtiH parama-arTaH-ca Bca_9.2a
   saṃvṛtyā cedvirudhyate Bca_9.7d	saMvRtyA ced-viruDyate Bca_9.7d
   saṃvṛtyā tattvato 'pi vā Bca_9.40b	saMvRtyA tattvataH api vA Bca_9.40b
   saṃvṛtyānupalambhena Bca_9.168c	saMvRtya-anupalamBena Bca_9.168c
   saṃvṛtyāpi na saṃbhavaḥ Bca_9.15b	saMvRtya-api na saMBavaH Bca_9.15b
   saṃvṛtyā yadi saṃsaret Bca_9.13d	saMvRtyA yadi saMsaret Bca_9.13d
   saṃvegaṃ nāśayantyamī Bca_6.98b	saMvegam nASayanti-amI Bca_6.98b
   saṃvegādavahīyate Bca_8.7b	saMvegAt-avahIyate Bca_8.7b
   saṃsaktamuktāni samucchritāni Bca_2.19b	saMsakta-muktAni samucCritAni Bca_2.19b
   saṃsargaṃ karma vā prāptam Bca_7.73a	saMsargam karma vA prAptam Bca_7.73a
   saṃsargaḥ kuta etayoḥ Bca_9.94b	saMsargaH kutas etayoH Bca_9.94b
   saṃsarge ca niraṃśatvaṃ Bca_9.96c	saMsarge ca niraMSa-tvam Bca_9.96c
   saṃsargairniṣphalaistathā Bca_9.160d	saMsargEH-nizPalEH-taTA Bca_9.160d
   saṃsargo naiva yujyate Bca_9.97b	saMsargaH na-eva yujyate Bca_9.97b
   saṃsāraduḥkhanirmokṣam Bca_3.2a	saMsAra-duHKa-nirmokzam Bca_3.2a
   saṃsāraduḥkhānudvegād Bca_7.3c	saMsAra-duHKAn-udvegAt Bca_7.3c
   saṃsārabhayanāśanaṃ Bca_2.49b	saMsAra-Baya-nASanam Bca_2.49b
   saṃsāraratisaṃkathā Bca_8.13b	saMsAra-rati-saMkaTA Bca_8.13b
   saṃsāravyathitā vayam Bca_8.154d	saMsAra-vyaTitAH vayam Bca_8.154d
   saṃsāriṣu ca kāruṇyaṃ Bca_6.21c	saMsArizu ca kAruNyam Bca_6.21c
   saṃsāre 'pi kutaḥ sukham Bca_8.131b	saMsAre api kutas suKam Bca_8.131b
   saṃsāre 'pi phalaṃ mahat Bca_1.17b	saMsAre api Palam mahat Bca_1.17b
   saṃsāre sidhyati sthitiḥ Bca_9.53b	saMsAre siDyati sTitiH Bca_9.53b
   saṃsmṛtyāpāyikīṃ vyathām Bca_5.29d	saMsmRtya-apAyikIm vyaTAm Bca_5.29d
   sā kathaṃ pūrvatāyinām Bca_5.9d	sA kaTam pUrva-tAyinAm Bca_5.9d
   sā ca bodhirna kāminām Bca_8.83d	sA ca boDiH-na kAminAm Bca_8.83d
   sātatyābhiniveśotthaṃ Bca_5.81a	sAtatya-aBiniveSa-utTam Bca_5.81a
   sādhanīyaṃ mayādarāt Bca_4.12b	sADanIyam mayA-AdarAt Bca_4.12b
   sādhayitvā vinaśyati Bca_9.37b	sADayitvA vinaSyati Bca_9.37b
   sādhayeyaṃ na karmaṇā Bca_4.4b	sADayeyam na karmaNA Bca_4.4b
   sādhikṣepaṃ sasaṃrambhaṃ Bca_5.50c	sa-aDikzepam sa-saMramBam Bca_5.50c
   sādhukāramudīrayet Bca_5.75b	sADu-kAram-udIrayet Bca_5.75b
   sādhustena samaḥ kutaḥ Bca_1.30b	sADuH-tena samaH kutas Bca_1.30b
   sādhustrāṇaṃ bhaviṣyati Bca_2.46d	sADuH-trANam Bavizyati Bca_2.46d
   sāntarāvindriyārthau cet Bca_9.94a	sa-antarO=-indriya-arTO ced Bca_9.94a
   sāpi nānāvidhā māyā Bca_9.12c	sA-api nAnAviDAH mAyA Bca_9.12c
   sāpi paścāt prahīyate Bca_9.33d	sA-api paScAt prahIyate Bca_9.33d
   sāmānyaḥ sarvayāyināṃ Bca_3.30b	sAmAnyaH sarva-yAyinAm Bca_3.30b
   sāmprataṃ bhayadarśanāt Bca_2.54b	sAmpratam Baya-darSanAt Bca_2.54b
   sārthavāhaśca yāyināṃ Bca_3.17b	sArTavAhaH-ca yAyinAm Bca_3.17b
   sālambanena cittena Bca_9.48c	sa-Alambanena cittena Bca_9.48c
   sāvalambanacittānāṃ Bca_9.45c	sa-avalambana-cittAnAm Bca_9.45c
   sā vittairapi durlabhā Bca_5.77b	sA vittEH-api durlaBA Bca_5.77b
   sā vyathā cetane dṛṣṭā Bca_6.66c	sA vyaTA cetane dRzwA Bca_6.66c
   sāśruraktekṣaṇānanān Bca_7.9b	sa-aSru-rakta-IkzaNa-AnanAn Bca_7.9b
   sāṃkhyāḥ pradhānamicchanti Bca_9.127c	sAMKyAH praDAnam-icCanti Bca_9.127c
   siddhavidyā mahauṣadhiḥ Bca_3.19b	sidDavidyA mahOzaDiH Bca_3.19b
   siddhāñjanavidherdṛṣṭo Bca_9.25c	sidDAQjana-viDeH-dRzwaH Bca_9.25c
   siddhiheturucito 'pi Bca_6.109c	sidDi-hetuH-ucitaH api Bca_6.109c
   sidhyantu bodhisattvānāṃ Bca_10.49a	siDyantu boDisattvAnAm Bca_10.49a
   siṃho mṛgagaṇairiva Bca_7.60d	siMhaH mRga-gaNEH-iva Bca_7.60d
   sukaraṃ jāyate smṛtiḥ Bca_5.30d	sukaram jAyate smRtiH Bca_5.30d
   sukumārataro bhūtvā Bca_8.174c	sukumArataraH BUtvA Bca_8.174c
   sukumāra pratapyase Bca_7.12b	sukumAra pratapyase Bca_7.12b
   sukumāra bahuvyatha Bca_7.13b	sukumAra bahu-vyaTa Bca_7.13b
   sukhaprāmodyasāgarān Bca_10.2d	suKa-prAmodya-sAgarAn Bca_10.2d
   sukhabhogabubhukṣitasya vā Bca_3.32a	suKa-Boga-buBukzitasya vA Bca_3.32a
   sukhamakliṣṭamānasaḥ Bca_8.14d	suKam-aklizwa-mAnasaH Bca_8.14d
   sukhaśītasugandhavātavṛṣṭīn Bca_10.15c	suKa-SIta-suganDa-vAta-vRzwIn Bca_10.15c
   sukhasatramidaṃ hyupasthitaṃ Bca_3.32c	suKa-satram-idam hi-upasTitam Bca_3.32c
   sukhasyānityatā sphuṭam Bca_9.135b	suKasya-anitya-tA sPuwam Bca_9.135b
   sukhahānikṛto hi saḥ Bca_8.25d	suKa-hAni-kRtaH hi saH Bca_8.25d
   sukhaṃ cetkiṃ na rocate Bca_9.89d	suKam ced-kim na rocate Bca_9.89d
   sukhaṃ tiṣṭhantu duḥkhitāḥ Bca_3.1d	suKam tizWantu duHKitAH Bca_3.1d
   sukhākarāṃstān śaraṇaṃ prayāmi Bca_1.36d	suKa-AkarAn=-tAn SaraNam prayAmi Bca_1.36d
   sukhācca cyāvanīyo 'yaṃ Bca_8.154a	suKAt-ca cyAvanIyaH ayam Bca_8.154a
   sukhācca cyāvayātmānaṃ Bca_8.161a	suKAt-ca cyAvaya-AtmAnam Bca_8.161a
   sukhātmakaṃ sarvamidaṃ tathaiva Bca_8.91d	suKa-Atmakam sarvam-idam taTA-eva Bca_8.91d
   sukhādīnāṃ ca nityatvaṃ Bca_9.132c	suKa-AdInAm ca nitya-tvam Bca_9.132c
   sukhāderapyasaṃbhavaḥ Bca_9.130d	suKa-AdeH-api-asaMBavaH Bca_9.130d
   sukhādyeva ca te hetuḥ Bca_9.131c	suKa-Adi-eva ca te hetuH Bca_9.131c
   sukhārthaṃ kriyate karma Bca_7.63a	suKa-arTam kriyate karma Bca_7.63a
   sukhāvatī sukhāmodair Bca_10.4c	suKAvatI suKa-AmodEH Bca_10.4c
   sukhiteṣu na me sukham Bca_6.96d	suKitezu na me suKam Bca_6.96d
   sukhinaḥ santu bhūyasā Bca_10.48d	suKinaH santu BUyasA Bca_10.48d
   sukhī bhūtvā vibudhyate Bca_6.57d	suKI BUtvA vibuDyate Bca_6.57d
   sukhecchayaiva saṃmohāt Bca_1.28c	suKa-icCayA-eva saMmohAt Bca_1.28c
   sukhopakaraṇaiḥ svakaiḥ Bca_9.167d	suKa-upakaraNEH svakEH Bca_9.167d
   sugatatvena sukhena cāntarā Bca_3.33b	sugata-tvena suKena ca-antarA Bca_3.33b
   sugatasutā bhavanti sugatasya puraḥ kuśalaiḥ Bca_7.44d	sugata-sutAH Bavanti sugatasya puras kuSalEH Bca_7.44d
   sugatātmajasaṃvarāvatāraṃ Bca_1.1c	sugata-Atmaja-saMvara-avatAram Bca_1.1c
   sugatānāṃ suta ucyate kṣaṇen Bca_1.9b	sugatAnAm sutaH ucyate kzaNet Bca_1.9b
   sugatān sasutān sadharmakāyān Bca_1.1a	sugatAn sa-sutAn sa-Darma-kAyAn Bca_1.1a
   sugatiḥ satkṛtirmatiḥ Bca_8.127d	sugatiH satkRtiH-matiH Bca_8.127d
   sugaterlābhinaḥ santu Bca_10.45c	sugateH-lABinaH santu Bca_10.45c
   sugandhi yadi candanam Bca_8.67b	suganDi yadi candanam Bca_8.67b
   sugandhiṣu snānagṛheṣu teṣu Bca_2.10d	suganDizu snAna-gRhezu tezu Bca_2.10d
   sutarāṃ duḥkhakārakāḥ Bca_4.33d	sutarAm duHKa-kArakAH Bca_4.33d
   sudṛḍhaṃ gṛhṇata bodhicittaratnaṃ Bca_1.11d	su-dRXam gRhNata boDi-citta-ratnam Bca_1.11d
   sudṛḍhaṃ gṛhṇata bodhicittasaṃjñaṃ Bca_1.10d	su-dRXam gRhNata boDi-citta-saMjQam Bca_1.10d
   suniścitaṃ suprasannaṃ Bca_5.55a	su-niScitam su-prasannam Bca_5.55a
   suparīkṣitamaprameyadhībhir Bca_1.11a	su-parIkzitam-aprameya-DIBiH Bca_1.11a
   suptamattapramattānāṃ Bca_10.26a	supta-matta-pramattAnAm Bca_10.26a
   subhāṣiteṣu sarveṣu Bca_5.75a	su-BAzitezu sarvezu Bca_5.75a
   sulabdhā adya me lābhāḥ Bca_8.149c	su-labDAH adya me lABAH Bca_8.149c
   sulabdho mānuṣo bhavaḥ Bca_3.25b	sulabDaH mAnuzaH BavaH Bca_3.25b
   sulabhā yācakā loke Bca_6.106a	sulaBA yAcakAH loke Bca_6.106a
   suvarṇadaṇḍaiḥ kamanīyarūpaiḥ Bca_2.19a	suvarNa-daNxEH kamanIya-rUpEH Bca_2.19a
   suvarṇapadmeṣu niviṣṭapaṅkvīn Bca_2.17b	suvarNa-padmezu nivizwa-paFkvIn Bca_2.17b
   susamāptaṃ ca tanmuñced Bca_7.66c	su-samAptam ca tat-muQcet Bca_7.66c
   suhṛdo 'pyudvijante 'smād Bca_6.5a	suhRdaH api-udvijante asmAt Bca_6.5a
   sūttaptasūnmṛṣṭasudhautahema- Bca_2.14c	su-uttaptasu-un-mRzwa-su-DOta-hema Bca_2.14c
   sūtramantraiḥ pralobhayet Bca_5.90d	sUtra-mantrEH praloBayet Bca_5.90d
   setuḥ saṅkrama eva ca Bca_3.17d	setuH saFkramaH eva ca Bca_3.17d
   sevitavyā mayā sadā Bca_8.38d	sevitavyA mayA sadA Bca_8.38d
   sevyamānāstvamī kleśāḥ Bca_4.33c	sevyamAnAH-tu-amI kleSAH Bca_4.33c
   saiva caryā bhavenmama Bca_10.54d	sA-eva caryA Bavet-mama Bca_10.54d
   saivopamā mṛtyukāle Bca_6.58c	sA-eva-upamA mRtyu-kAle Bca_6.58c
   so 'ṅgārarāśirmaṇirāśirastu Bca_10.8a	saH aFgArarASiH-maNi-rASiH-astu Bca_10.8a
   soḍhavyāpi mahāvyathā Bca_6.14d	soXavyA-api mahA-vyaTA Bca_6.14d
   sotprāsātiśayaṃ vakraṃ Bca_5.49c	sa-utprAsa-atiSayam vakram Bca_5.49c
   so 'nyathākāśavadbhavet Bca_9.28d	saH anyaTA-AkASa-vat-Bavet Bca_9.28d
   sopapattikamuktavān Bca_1.20b	sa-upapattikam-uktavAn Bca_1.20b
   so 'pi tāvatpraśasyate Bca_1.31b	saH api tAvat-praSasyate Bca_1.31b
   so 'pi parvasamūhatvāt Bca_9.86c	saH api parva-samUha-tvAt Bca_9.86c
   so 'pyaṇurdigvibhāgataḥ Bca_9.87b	saH api-aNuH-diS-viBAgataH Bca_9.87b
   so 'bhāvo 'pagamiṣyati Bca_9.148d	saH aBAvaH apagamizyati Bca_9.148d
   saukumāryaṃ na kartavyam Bca_6.16c	sOkumAryam na kartavyam Bca_6.16c
   sausthityaṃ kiṃ na paśyasi Bca_6.133d	sOsTityam kim na paSyasi Bca_6.133d
   skhalite maraṇatrāsāt Bca_7.70c	sKalite maraNa-trAsAt Bca_7.70c
   scanāmāpyavalokitaḥ Bca_8.118b	sca-nAmA-api-avalokitaH Bca_8.118b
   stutibhiḥ saṃpraharṣayet Bca_5.75d	stutiBiH saMpraharzayet Bca_5.75d
   stutiryaśo 'tha satkāro Bca_6.90a	stutiH-yaSaH aTa satkAraH Bca_6.90a
   stutisaṅgītimeghāśca Bca_2.23c	stuti-saFgI-iti-meGAH-ca Bca_2.23c
   stutyādayaśca me kṣobhaṃ Bca_6.98a	stuti-AdayaH-ca me kzoBam Bca_6.98a
   stutyo doṣamayo hyayam Bca_8.164b	stutyaH doza-mayaH hi-ayam Bca_8.164b
   stūyate 'yamahaṃ nindyo Bca_8.141c	stUyate ayam-aham nindyaH Bca_8.141c
   staumi cāhaṃ guṇodadhīn Bca_2.23b	stOmi ca-aham guNa-udaDIn Bca_2.23b
   styānamiddhaṃ nivārayan Bca_8.185d	styAnam-idDam nivArayan Bca_8.185d
   sthātavyaṃ kāṣṭhavattadā Bca_5.48d	sTAtavyam kAzWa-vat-tadA Bca_5.48d
   sthātavyaṃ kāṣṭhavattadā Bca_5.50d	sTAtavyam kAzWa-vat-tadA Bca_5.50d
   sthātavyaṃ kāṣṭhavatsadā Bca_5.34d	sTAtavyam kAzWa-vat-sadA Bca_5.34d
   sthātavyaṃ yatra tatra vā Bca_9.48d	sTAtavyam yatra tatra vA Bca_9.48d
   sthānau puruṣabuddhivat Bca_9.84d	sTAnO puruza-budDi-vat Bca_9.84d
   sthāpyo navabadhūvṛttau Bca_8.166c	sTApyaH nava-baDU-vRttO Bca_8.166c
   sthitameva na duṣkaram Bca_8.112d	sTitam-eva na duzkaram Bca_8.112d
   sthitaṃ dānapatergṛhe Bca_6.84b	sTitam dAnapateH-gRhe Bca_6.84b
   sthitaḥ kāyaḥ karādiṣu Bca_9.82b	sTitaH kAyaH kara-Adizu Bca_9.82b
   sthitvā yasminmadvadhārthaṃ yateta Bca_4.46b	sTitvA yasmin-mad-vaDa-arTam yateta Bca_4.46b
   sthūlaṃ sūkṣmaṃ ca tatkatham Bca_9.133d	sTUlam sUkzmam ca tat-kaTam Bca_9.133d
   sthaulyaṃ tasya hṛtaṃ nanu Bca_9.91b	sTOlyam tasya hRtam nanu Bca_9.91b
   sthaulyaṃ tyaktvā bhavetsūkṣmam Bca_9.134a	sTOlyam tyaktvA Bavet-sUkzmam Bca_9.134a
   snātvā snātvā yathā kaścid Bca_9.165a	snAtvA snAtvA yaTA kaScid Bca_9.165a
   snānaṃ karomyeṣa tathāgatānāṃ Bca_2.11c	snAnam karomi-eza taTAgatAnAm Bca_2.11c
   snāyubaddhāsthipañjaram Bca_8.52d	snAyu-badDa-asTi-paQjaram Bca_8.52d
   snigdhacittāḥ parasparam Bca_10.22d	snigDa-cittAH parasparam Bca_10.22d
   snehānna tyajyate loko Bca_8.3a	snehAt-na tyajyate lokaH Bca_8.3a
   sneho bhavitumarhati Bca_8.5b	snehaH Bavitum-arhati Bca_8.5b
   spardhā kila mayā saha Bca_8.151b	sparDA kila mayA saha Bca_8.151b
   spṛṣṭa uṣṇodakenāpi Bca_7.12a	spRzwaH uzNa-udakena-api Bca_7.12a
   spṛhaṇīyo ripurmama Bca_6.107d	spRhaNIyaH ripuH-mama Bca_6.107d
   sphītasphuradgandhamanoramaiśca Bca_2.16a	sPIta-sPurat-ganDa-manoramEH-ca Bca_2.16a
   sphīto bhavatu lokaśca Bca_10.39c	sPItaH Bavatu lokaH-ca Bca_10.39c
   smaryate nānubhūyate Bca_9.101b	smaryate na-anuBUyate Bca_9.101b
   smṛtikhaḍgaṃ tathā bhraṣṭaṃ Bca_7.68c	smRti-Kaxgam taTA Brazwam Bca_7.68c
   smṛtimoṣānusāriṇā Bca_5.27b	smRti-moza-anusAriNA Bca_5.27b
   smṛtirajjvā samantataḥ Bca_5.3b	smRti-rajjvA samantataH Bca_5.3b
   smṛtirākhuviṣaṃ yathā Bca_9.24d	smRtiH-AKu-vizam yaTA Bca_9.24d
   smṛtiryadā manodvāre Bca_5.33c	smRtiH-yadA manaH-dvAre Bca_5.33c
   smṛtiṃ ca saṃprajanyaṃ ca Bca_5.23c	smRtim ca saMprajanyam ca Bca_5.23c
   smṛtyabhyāso bhavediti Bca_7.73d	smRti-aByAsaH Bavet-iti Bca_7.73d
   smṛtvā tāthāgatīṃ śikṣāṃ Bca_5.46c	smRtvA tATAgatIm SikzAm Bca_5.46c
   smṛtvā smṛtvā muhurmuhuḥ Bca_5.58b	smRtvA smRtvA muhur-muhur Bca_5.58b
   syātsattvo nirvṛtaḥ kutaḥ Bca_9.107d	syAt-sattvaH nirvRtaH kutas Bca_9.107d
   syānnandanavanadyutiḥ Bca_10.6b	syAt-nandana-vana-dyutiH Bca_10.6b
   syānniḥśabdaruciḥ sadā Bca_5.72d	syAt-niHSabda-ruciH sadA Bca_5.72d
   syānme pūjāsya no bhavet Bca_8.149b	syAt-me pUjA-asya naH Bavet Bca_8.149b
   srakcandanavibhūṣaṇam Bca_10.20b	sraj-candana-viBUzaNam Bca_10.20b
   srakcandanavibhūṣaṇaiḥ Bca_8.47d	sraj-candana-viBUzaNEH Bca_8.47d
   sragbhiśca saṃsthānamanoramābhiḥ Bca_2.15d	sragBiH-ca saMsTAna-manoramABiH Bca_2.15d
   svakāyaṃ tulayiṣyāmi Bca_8.30c	sva-kAyam tulayizyAmi Bca_8.30c
   svakāye 'smin nirātmake Bca_8.115b	sva-kAye asmin nirAtmake Bca_8.115b
   svakulocitakāriṇāṃ Bca_3.26b	sva-kula-ucita-kAriNAm Bca_3.26b
   svaguṇe kīrtyamāne ca Bca_6.79a	sva-guNe kIrtyamAne ca Bca_6.79a
   svacittaṃ pratibhāti me Bca_6.93d	sva-cittam pratiBAti me Bca_6.93d
   svacittaṃ pratyavekṣyādau Bca_5.47c	sva-cittam pratyavekzya-AdO Bca_5.47c
   svacittaṃ vārayiṣyāmi Bca_5.14c	sva-cittam vArayizyAmi Bca_5.14c
   svacittaikāgramānasaḥ Bca_8.39b	sva-citta-ekAgra-mAnasaH Bca_8.39b
   svacchandacāryanilayaḥ Bca_8.88a	svacCanda-cArya-nilayaH Bca_8.88a
   svacchandacāryanilayo Bca_8.28c	svacCanda-cArya-nilayaH Bca_8.28c
   svacchojjvalasphāṭikakuṭṭimeṣu Bca_2.10c	svacCa-ujjvala-sPAwika-kuwwimezu Bca_2.10c
   svajīvikāmātranibaddhacittāḥ Bca_4.40a	sva-jIvikA-mAtra-nibadDa-cittAH Bca_4.40a
   svatantraṃ tu na vidyate Bca_6.25d	svatantram tu na vidyate Bca_6.25d
   svapakṣābhiniviṣṭaṃ vā Bca_5.53c	sva-pakza-aBinivizwam vA Bca_5.53c
   svapāpasmṛtisaṃtaptaḥ Bca_7.10a	sva-pApa-smRti-saMtaptaH Bca_7.10a
   svapnamāyopamātmanā Bca_9.100b	svapna-mAyA-upama-AtmanA Bca_9.100b
   svapnānubhūtavatsarvaṃ Bca_2.36c	svapna-anuBUta-vat-sarvam Bca_2.36c
   svapne varṣaśataṃ saukhyaṃ Bca_6.57a	svapne varza-Satam sOKyam Bca_6.57a
   svapnopamāstu gatayo Bca_9.151a	svapna-upamAH-tu gatayaH Bca_9.151a
   svabuddhyaiva pṛthak kuru Bca_5.62b	sva-budDyA-eva pRTak kuru Bca_5.62b
   svabhāvastasya nekṣyate Bca_9.65d	svaBAvaH-tasya na-Ikzyate Bca_9.65d
   svamano vāsayituṃ kṛtaṃ mamedaṃ Bca_1.2d	sva-manaH vAsayitum kRtam mama-idam Bca_1.2d
   svamanyacca yathābalam Bca_8.100d	svam-anyat-ca yaTAbalam Bca_8.100d
   svamāṃse 'pyupajāyate Bca_7.26b	sva-mAMse api-upajAyate Bca_7.26b
   svameva bahvamedhyaṃ te Bca_8.53a	svam-eva bahu-ameDyam te Bca_8.53a
   svayaṅkārī sadā bhavet Bca_5.82b	svayaFkArI sadA Bavet Bca_5.82b
   svayameva ca yātyetad Bca_8.19c	svayam-eva ca yAti-etat Bca_8.19c
   svayameva tathāgataḥ Bca_1.20d	svayam-eva taTAgataH Bca_1.20d
   svayameva vicāraya Bca_5.63d	svayam-eva vicAraya Bca_5.63d
   svayaṃ paravaśo 'pi vā Bca_5.99b	svayam para-vaSaH api vA Bca_5.99b
   svayaṃ mama svāmina eva tāvat Bca_6.121a	svayam mama svAminaH eva tAvat Bca_6.121a
   svayaṃ labdhasukheṣvadya Bca_6.80c	svayam labDa-suKezu-adya Bca_6.80c
   svayūthyānmāryamāṇāṃstvaṃ Bca_7.5a	sva-yUTyAn-mAryamANAn=-tvam Bca_7.5a
   svarāṅgasāgaraiḥ stotraiḥ Bca_2.23a	svara-aFga-sAgarEH stotrEH Bca_2.23a
   svavarṇe bhāṣyamāṇe ca Bca_5.76c	sva-varNe BAzyamANe ca Bca_5.76c
   svasaṃvṛtyā tu nāsti saḥ Bca_9.108b	sva-saMvRtyA tu na-asti saH Bca_9.108b
   svasukhasyānyaduḥkhena Bca_8.131c	sva-suKasya-anya-duHKena Bca_8.131c
   svasukhaṃ ghnanti śatruvat Bca_1.28d	sva-suKam Gnanti Satru-vat Bca_1.28d
   svasaukhyamapi necchasi Bca_6.79d	sva-sOKyam-api na-icCasi Bca_6.79d
   svasausthityaṃ ca manyanta Bca_9.165c	sva-sOsTityam ca manyanta Bca_9.165c
   svasthāsvasthairaviśvāsya Bca_2.34c	svasTa-asu-asTEH-aviSvAsya Bca_2.34c
   svāgatārthaṃ vilokayet Bca_5.36d	svAgata-arTam vilokayet Bca_5.36d
   svātmānaṃ nānubhavati Bca_9.101c	sva-AtmAnam na-anuBavati Bca_9.101c
   svādhīnānyamamāni ca Bca_8.43b	svADInAni-amamAni ca Bca_8.43b
   svāparādhāgate duḥkhe Bca_6.45c	sva-aparADa-Agate duHKe Bca_6.45c
   svāmitvādyanubhūyate Bca_8.128d	svAmi-tva-Adi-anuBUyate Bca_8.128d
   svāminaṃ dveṣadurbhagam Bca_6.4d	svAminam dveza-durBagam Bca_6.4d
   svāmino 'dadato bhṛtim Bca_8.132d	svAminaH adadataH BRtim Bca_8.132d
   svāmedhyamayameva tvaṃ Bca_8.56c	sva-ameDya-mayam-eva tvam Bca_8.56c
   svārthadvāreṇa yā prītir Bca_8.25a	sva-arTa-dvAreNa yA prItiH Bca_8.25a
   svārthasya saṃsādhanametadeva Bca_6.127b	sva-arTasya saMsADanam-etat-eva Bca_6.127b
   svārthaṃ kuru mano 'dhunā Bca_5.69b	sva-arTam kuru manaH aDunA Bca_5.69b
   svārthaṃ jijñāsatastava Bca_8.155b	sva-arTam jijQAsataH-tava Bca_8.155b
