   Rmañj, 1	RmaQj, 1
   laśunaṃ kṣīrasaṃyuktaṃ nasye pāne pradāpayet // Rmañj_9.52 //	laSunam kzIra-saMyuktam nasye pAne pradApayet // RmaQt-_9.52 //
   aśvagandhākṛtaṃ cūrṇamajākṣīreṇa dāpayet /	aSvaganDA-akRtam cUrNam-ajA-kzIreNa dApayet /
   yavakṣāraṃ viḍaṅgaṃ ca guḍūcī ca hareṇukā // Rmañj_9.53 //	yavakzAram vixaFgam ca guxUcI ca hareNukA // RmaQt-_9.53 //
   sarvāṇi samabhāgāni kṛtvā ca varacūrṇitān /	sarvANi sama-BAgAni kRtvA ca vara-cUrNitAn /
   etatpītvā labhet putraṃ sā nārī nātra saṃśayaḥ // Rmañj_9.54 //	etat-pItvA laBet putram sA nArI na-atra saMSayaH // RmaQt-_9.54 //
   hiṅguṃ ca śatavīryā ca dāḍimaṃ saindhavaṃ tathā /	hiFgum ca SatavIryA ca dAximam sEnDavam taTA /
   trikaṭuḥ śatapuṣpā ca nāgapuṣpaṃ śatāvarī // Rmañj_9.55 //	trikawuH SatapuzpA ca nAgapuzpam SatAvarI // RmaQt-_9.55 //
   madhukaṃ sumanā caiva kārṣakāṇi pradāpayet /	maDukam sumanA ca-eva kArzakANi pradApayet /
   kṣīreṇa saha dātavyā nāryāśca puruṣasya ca // Rmañj_9.56 //	kzIreNa saha dAtavyAH nAryAH-ca puruzasya ca // RmaQt-_9.56 //
   dinatrayaṃ tu bhuñjīta śālitaṇḍuladugdhakam /	dina-trayam tu BuQjIta SAli-taNxula-dugDakam /
   bhuktaṃ tu labhate garbhaṃ nārīṇāṃ nātra saṃśayaḥ // Rmañj_9.57 //	Buktam tu laBate garBam nArINAm na-atra saMSayaH // RmaQt-_9.57 //
   arkamūlaṃ priyaṅguṃ ca kusumbhaṃ nāgakeśaram /	arka-mUlam priyaFgum ca kusumBam nAgakeSaram /
   balā cātibalā chāgīkṣīraṃ pītaṃ dinatrayam // Rmañj_9.58 //	balA ca-atibalA CAgI-kzIram pItam dina-trayam // RmaQt-_9.58 //
   viśodhayanti yoniṃ ca tato dadyānmahauṣadham /	viSoDayanti yonim ca tatas dadyAt-mahOzaDam /
   utpalaṃ tagaraṃ kuṣṭhaṃ yaṣṭīmadhu sacandanam // Rmañj_9.59 //	utpalam tagaram kuzWam yazwImaDu sa-candanam // RmaQt-_9.59 //
   ajākṣīreṇa piṣṭāni dāpayet pañcavāsaram /	ajA-kzIreNa pizwAni dApayet paQca-vAsaram /
   lakṣmaṇāgopayoyuktā tasyai pāne pradāpayet // Rmañj_9.60 //	lakzmaNA-go-payaH-yuktA tasyE pAne pradApayet // RmaQt-_9.60 //
   tena sā labhate putraṃ lakṣaṇāḍhyaṃ supaṇḍitam /	tena sA laBate putram lakzaNa-AXyam su-paNxitam /
   gate rakte bhage śuddhe sakṣīrā lakṣmaṇā tathā // Rmañj_9.61 //	gate rakte Bage SudDe sa-kzIrA lakzmaNA taTA // RmaQt-_9.61 //
   nasye pāne pradātavyā labhate sutamaṅganā /	nasye pAne pradAtavyA laBate sutam-aFganAH /
   śvetārkakṣudraṇīśvetā śvetā ca girikarṇikā // Rmañj_9.62 //	Sveta-arka-kzudraNI-SvetA SvetA ca girikarNikA // RmaQt-_9.62 //
   lakṣmaṇā vandhyakarkoṭī deyaṃ gokṣīrasaṃyutam /	lakzmaNA vanDyakarkowI deyam go-kzIra-saMyutam /
   nasye pāne kṛte garbhaṃ labhate ratisaṃgamāt // Rmañj_9.63 //	nasye pAne kRte garBam laBate rati-saMgamAt // RmaQt-_9.63 //
   patantaṃ stambhayed garbhaṃ kulālakaramṛttikā /	patantam stamBayet garBam kulAla-kara-mRttikA /
   madhucchāgīpayaḥ pītvā kiṃvā śvetādrikarṇikā // Rmañj_9.64 //	maDu=-CAgI-payaH pItvA kiMvA Sveta-adri-karNikA // RmaQt-_9.64 //
   lalanā śarkarā pāṭhā kandaśca madhunānvitaḥ /	lalanA SarkarA pAWA kandaH-ca maDunA-anvitaH /
   bhakṣito vārayatyeva patantaṃ garbhasaṃsthitam // Rmañj_9.65 //	BakzitaH vArayati-eva patantam garBa-saMsTitam // RmaQt-_9.65 //
   samabhāgaṃ sitāyuktaṃ śālitaṇḍulacūrṇakam /	sama-BAgam sitA-yuktam SAli-taNxula-cUrNakam /
   udumbaraśiphākvāthe pītaṃ garbhaṃ surakṣati // Rmañj_9.66 //	udumbara-SiPA-kvATe pItam garBam su-rakzati // RmaQt-_9.66 //
   mātuluṅgasya mūlāni madhukaṃ madhusaṃyutam /	mAtuluFgasya mUlAni maDukam maDu-saMyutam /
   ghṛtena saha pātavyaṃ sukhaṃ nārī prasūyate // Rmañj_9.67 //	GRtena saha pAtavyam suKam nArI prasUyate // RmaQt-_9.67 //
   tuṣāmbuparighṛṣṭena kandena parilepayet /	tuzAmbu-pariGRzwena kandena parilepayet /
   lāṅgalyāścaraṇau sūtiṃ kṣipramāpnoti garbhiṇī // Rmañj_9.68 //	lAFgalyAH-caraNO sUtim kzipram-Apnoti garBiNI // RmaQt-_9.68 //
   yāsāṃ puṣpāgamo nāsti ṛtukāle ca yoṣitām /	yAsAm puzpa-AgamaH na-asti Rtu-kAle ca yozitAm /
   tāsāṃ kuryāccikitseyaṃ punaḥ puṣpāgamo bhavet // Rmañj_9.69 //	tAsAm kuryAt-cikitsA-iyam punar puzpa-AgamaH Bavet // RmaQt-_9.69 //
   pippalīṃ ca yavakṣāraṃ viḍaṅgaṃ manmathaphalam /	pippalIm ca yavakzAram vixaFgam manmaTa-Palam /
   tiktaṃ tu tumbinībījaṃ guṭikāṃ kārayedbhiṣak // Rmañj_9.70 //	tiktam tu tumbinI-bIjam guwikAm kArayet-Bizaj // RmaQt-_9.70 //
   muṇḍī ca kṣīrasaṃyuktā yonidvāre'ṅganā śubhā /	muNxI ca kzIra-saMyuktA yoni-dvAre-aFganA SuBA /
   tripañcasaptarātreṇa puṣpaṃ bhavati nānyathā // Rmañj_9.71 //	tri-paQca-sapta-rAtreNa puzpam Bavati na-anyaTA // RmaQt-_9.71 //
   bālatantraṃ pravakṣyāmi samāsād rāvaṇoditam /	bAla-tantram pravakzyAmi samAsAt rAvaNa-uditam /
   pūjādravyaṃ diśo bhāgaṃ mantraṃ tadgrāhyalakṣaṇam // Rmañj_9.72 //	pUjA-dravyam diSaH BAgam mantram tad-grAhya-lakzaNam // RmaQt-_9.72 //
   prathame divase māse varṣe gṛhṇāti bālakam /	praTame divase mAse varze gRhNAti bAlakam /
   mandānāmnī samākhyātā yogiṇī tasya lakṣaṇam // Rmañj_9.73 //	mandA-nAmnI samAKyAtA yogiNI tasya lakzaNam // RmaQt-_9.73 //
   dvitīye divase māse varṣe gṛhṇāti bālakam /	dvitIye divase mAse varze gRhNAti bAlakam /
   sunandā yoginī nāma prathamaṃ jāyate jvaraḥ // Rmañj_9.74 //	sunandA yoginI nAma praTamam jAyate jvaraH // RmaQt-_9.74 //
   saṃkoco hastapādānāmakṣirogo'tichardanam /	saMkocaH hasta-pAdAnAm-akzi-rogaH-ati-Cardanam /
   sabhayatvaṃ kṛśatvaṃ ca tadgrasta iti lakṣaṇam // Rmañj_9.75 //	sa-Baya-tvam kRSa-tvam ca tad-grastaH iti lakzaNam // RmaQt-_9.75 //
   tṛtīye divase māse varṣe gṛhṇāti bālakam /	tRtIye divase mAse varze gRhNAti bAlakam /
   pūtanā yoginī nāma gātrabhaṅgo jvaro'ruciḥ // Rmañj_9.76 //	pUtanA yoginI nAma gAtra-BaFgaH jvaraH-aruciH // RmaQt-_9.76 //
   pralāpaṃ kandharāśothacchardirityādilakṣaṇam /	pralApam kanDarA-SoTa=-CardiH-ityAdi-lakzaNam /
   aparāhne ca vāruṇyāṃ pañcarātraṃ baliṃ kṣipet // Rmañj_9.77 //	aparAhne ca vAruNyAm paQca-rAtram balim kzipet // RmaQt-_9.77 //
   caturthe divase māse varṣe gṛhṇāti bālakam /	caturTe divase mAse varze gRhNAti bAlakam /
   biḍālī nāma tadgraste cakṣuḥśūlaṃ jvaro'ruciḥ // Rmañj_9.78 //	bixAlI nAma tad-graste cakzuH-SUlam jvaraH-aruciH // RmaQt-_9.78 //
   gātramāṭenam ityādi vivarṇena baliṃ kṣipet /	gAtram-Awenam ityAdi vivarNena balim kzipet /
   pañcame divase māse varṣe gṛhṇāti bālakam // Rmañj_9.79 //	paQcame divase mAse varze gRhNAti bAlakam // RmaQt-_9.79 //
   nartakīti samākhyātā yoginī tasya lakṣaṇam /	nartakI-iti samAKyAtA yoginI tasya lakzaNam /
   atha ṣaṣṭhadine māse varṣe gṛhṇāti bālakam // Rmañj_9.80 //	aTa zazWa-dine mAse varze gRhNAti bAlakam // RmaQt-_9.80 //
   yoginī śakunī nāma kāsaśvāso'rucirjvaraḥ /	yoginI SakunI nAma kAsa-SvAsaH-aruciH-jvaraH /
   hastapādādisaṃkocaś cakṣuḥpīḍeti lakṣaṇam // Rmañj_9.81 //	hasta-pAda-Adi-saMkocaH cakzuH-pIxA-iti lakzaNam // RmaQt-_9.81 //
   pañcarātraṃ baliṃ tasyai vāruṇyāṃ diśi nikṣipet /	paQca-rAtram balim tasyE vAruNyAm diSi nikzipet /
   saptame divase māse varṣe śuṣkāśivā śiśum // Rmañj_9.82 //	saptame divase mAse varze Suzka-aSivA SiSum // RmaQt-_9.82 //
   gṛhṇāti rodanaṃ kampo jvaraśoṣādilakṣaṇam /	gRhNAti rodanam kampaH jvara-Soza-Adi-lakzaNam /
   paścimāyāṃ diśi pañca balau datte śiśuḥ sukhī // Rmañj_9.83 //	paScimAyAm diSi paQca balO datte SiSuH suKI // RmaQt-_9.83 //
   aṣṭame divase māse varṣe gṛhṇāti jṛmbhakā /	azwame divase mAse varze gRhNAti jRmBakAH /
   tayā gṛhītamātrasya prathamaṃ jāyate jvaraḥ // Rmañj_9.84 //	tayA gRhIta-mAtrasya praTamam jAyate jvaraH // RmaQt-_9.84 //
   śiraḥpīḍākṣirogaśca cakṣurutpāṭaceṣṭitam /	SiraH-pIxA-akzi-rogaH-ca cakzuH-utpAwa-cezwitam /
   dakṣiṇāṃ diśim āśritya baliṃ tasyai pradāpayet // Rmañj_9.85 //	dakziNAm diSim ASritya balim tasyE pradApayet // RmaQt-_9.85 //
   navame divase māse varṣe gṛhṇāti bālakam /	navame divase mAse varze gRhNAti bAlakam /
   acintā yoginī nāma gātrabhaṅgaḥ śiro'kṣiruk // Rmañj_9.86 //	acintA yoginI nAma gAtra-BaFgaH SiraH-akzi-ruj // RmaQt-_9.86 //
   chardiḥ pralāpa ityādi tadgṛhītasya lakṣaṇam /	CardiH pralApaH ityAdi tat-gRhItasya lakzaNam /
   uttarāṃ diśim āśritya baliṃ tasyai pradāpayet // Rmañj_9.87 //	uttarAm diSim ASritya balim tasyE pradApayet // RmaQt-_9.87 //
   daśame divase māse varṣe gṛhṇāti bālakam /	daSame divase mAse varze gRhNAti bAlakam /
   nāmnā kāpālikā khyātā yoginī tasya lakṣaṇam // Rmañj_9.88 //	nAmnA kApAlikA KyAtA yoginI tasya lakzaNam // RmaQt-_9.88 //
   rodanaṃ kampanaṃ chardirjvaro durbalatākṣiruk /	rodanam kampanam CardiH-jvaraH durbala-tA-akzi-ruj /
   pūrvāṃ diśaṃ samāśritya pañcarātraṃ baliṃ kṣipet // Rmañj_9.89 //	pUrvAm diSam samASritya paQca-rAtram balim kzipet // RmaQt-_9.89 //
   ekādaśe dine māse varṣe gṛhṇāti lipsitā /	ekAdaSe dine mAse varze gRhNAti lipsitAH /
   gātrakampo jvarastīvrastadgṛhītasya lakṣaṇam // Rmañj_9.90 //	gAtra-kampaH jvaraH-tIvraH-tad-gRhItasya lakzaNam // RmaQt-_9.90 //
   bhānusaṃkhye dine māse varṣe gṛhṇāti bālakam /	BAnu-saMKye dine mAse varze gRhNAti bAlakam /
   pītalī yoginī nāma rodanaṃ vedanā jvaraḥ // Rmañj_9.91 //	pItalI yoginI nAma rodanam vedanA jvaraH // RmaQt-_9.91 //
   nidrā kṣīṇasvaraḥ pīto vamanāhāraśūnyatā /	nidrA kzINa-svaraH pItaH vamana-AhAra-SUnyatA /
   uttarāṃ diśimāśritya saptarātraṃ baliṃ kṣipet // Rmañj_9.92 //	uttarAm diSim-ASritya sapta-rAtram balim kzipet // RmaQt-_9.92 //
   kāmasaṃkhye dine māse varṣe gṛhṇati bālakam /	kAma-saMKye dine mAse varze gRhNati bAlakam /
   bhadrakālī jvaro nāma vāmahastasya kampam // Rmañj_9.93 //	BadrakAlI jvaraH nAma vAma-hastasya kampam // RmaQt-_9.93 //
   vedanāruciniḥśvāsāḥ kāyaḥ pīto viceṣṭitam /	vedanA-aruci-niHSvAsAH kAyaH pItaH vicezwitam /
   pūrvāṃ diśaḥ samāśritya baliṃ tasyai pradāpayet // Rmañj_9.94 //	pUrvAm diSaH samASritya balim tasyE pradApayet // RmaQt-_9.94 //
   purandaradine māse varṣe gṛhṇāti bālakam /	purandara-dine mAse varze gRhNAti bAlakam /
   tārā hi yoginī nāma jvaraḥ śoṣo'rucirbhṛśam // Rmañj_9.95 //	tArA hi yoginI nAma jvaraH SozaH-aruciH-BRSam // RmaQt-_9.95 //
   cakṣuḥpīḍeṅgitaṃ tasyai paścime balimāharet /	cakzuH-pIxA-iFgitam tasyE paScime balim-Aharet /
   pakṣe ca divase māse varṣe gṛhṇāti bālakam // Rmañj_9.96 //	pakze ca divase mAse varze gRhNAti bAlakam // RmaQt-_9.96 //
   yoginī śarvarī nāma śvāsaḥ kāso'rucirjvaraḥ /	yoginI SarvarI nAma SvAsaH kAsaH-aruciH-jvaraH /
   tadgraste cihnam ityādi dakṣiṇasyāṃ baliṃ kṣipet // Rmañj_9.97 //	tad-graste cihnam ityAdi dakziNasyAm balim kzipet // RmaQt-_9.97 //
   vikāradivase māse varṣe gṛhṇati yoginī /	vikAra-divase mAse varze gRhNati yoginI /
   kumārī nayanodvego jvaraśoṣādiceṣṭitam // Rmañj_9.98 //	kumArI nayana-udvegaH jvara-Soza-Adi-cezwitam // RmaQt-_9.98 //
   nairṛtīṃ diśimāśritya saptarātraṃ baliṃ kṣipet /	nErRtIm diSim-ASritya sapta-rAtram balim kzipet /
   bālaṃ ca snapayetpaścācchāntitoyena mantravit // Rmañj_9.99 //	bAlam ca snapayet-paScAt-SAnti-toyena mantra-vid // RmaQt-_9.99 //
   nadītīradvayākṛṣṭamṛdā devīsvarūpakam /	nadI-tIra-dvaya-AkRzwa-mRdA devI-svarUpakam /
   kṛtvā pūjā ca kartavyā bhūpapuṣpākṣatādibhiḥ // Rmañj_9.100 //	kRtvA pUjA ca kartavyA BUpa-puzpa-akzata-AdiBiH // RmaQt-_9.100 //
   vaṭakā laḍḍukāpūpā agrabhaktaṃ guḍaṃ dadhi /	vawakAH laxxuka-apUpAH agra-Baktam guxam daDi /
   cāturvarṇyapatākāśca pradīptāḥ puṣpacandanam // Rmañj_9.101 //	cAturvarNya-patAkAH-ca pradIptAH puzpacandanam // RmaQt-_9.101 //
   pūjayetsarvarogāṇāmaparāhne yathābali /	pUjayet-sarva-rogANAm-aparAhne yaTAbali /
   sarvatra nāmabhedena balidānaṃ prajāyate // Rmañj_9.102 //	sarvatra nAma-Bedena bali-dAnam prajAyate // RmaQt-_9.102 //
   Rmañj, 10	RmaQj, 10
   atha kālasya vijñānaṃ pravakṣyāmi yathāsukham /	aTa kAlasya vijQAnam pravakzyAmi yaTAsuKam /
   jīvitaṃ maraṇaṃ yogī yato jānāti niścayāt // Rmañj_10.1 //	jIvitam maraNam yogI yatas jAnAti niScayAt // RmaQt-_10.1 //
   kālagrahasya yasyedaṃ daṃṣṭrāsampuṭake jagat /	kAlagrahasya yasya-idam daMzwrA-sampuwake jagat /
   adyaiva vā prabhāte vā so'vaśyaṃ bhaviṣyati // Rmañj_10.2 //	adya-eva vA praBAte vA saH-avaSyam Bavizyati // RmaQt-_10.2 //
   rasaṃ rasāyanaṃ yogaṃ kālaṃ jñātvā samācaret /	rasam rasAyanam yogam kAlam jQAtvA samAcaret /
   yasmājjñānaṃ vinā vyarthaṃ tattasmātprocyate'dhunā // Rmañj_10.3 //	yasmAt-jQAnam vinA vyarTam tat-tasmAt-procyate-aDunA // RmaQt-_10.3 //
   dūto raktakaṣāyakṛṣṇavasano dantī jarāmarditas	dUtaH rakta-kazAya-kRzNa-vasanaH dantI jarA-mardita-H-
   tailābhyaktaśarīrakāyudhakaro dīnāśrupūrṇānanaḥ /	tEla-aByakta-SarIraka-AyuDa-karaH dIna-aSru-pUrNa-AnanaH /
   bhasmāṅgārakapālapāṃśumuśalaḥ sūryāstasūryodaye yaḥ sūryasvarasaṃsthito	Basma-aFgAra-kapAla-pAMSu-muSalaH sUrya-asta-sUrya-udaye yaH sUrya-svara-saMsTitaH-
   gadavatāṃ kālāya sa syādasau // Rmañj_10.4 //	gadavatAm kAlAya sa syAt-asO // RmaQt-_10.4 //
   akasmāccittavikṛtirakasmātpuruṣottamaḥ /	akasmAt-citta-vikRtiH-akasmAt-puruzottamaH /
   akasmādindriyotpattiḥ sannipātasya lakṣaṇam // Rmañj_10.5 //	akasmAt-indriya-utpattiH sannipAtasya lakzaNam // RmaQt-_10.5 //
   śarīraṃ śītalaṃ yasya prakṛter vikṛtir bhavet /	SarIram SItalam yasya prakRteH vikRtiH Bavet /
   tatrāriṣṭaṃ samāsena vyāptaṃ tatra nibodha me // Rmañj_10.6 //	tatra-arizwam samAsena vyAptam tatra niboDa me // RmaQt-_10.6 //
   duṣṭaśabdena ramate sādhuśabdena kupyati /	duzwa-Sabdena ramate sADu-Sabdena kupyati /
   yaścākasmānna śṛṇute taṃ gatāyuṣamādiśet // Rmañj_10.7 //	yaH-ca-akasmAt-na SRNute tam gata-Ayuzam-AdiSet // RmaQt-_10.7 //
   yo vā gandhaṃ na gṛhṇāti dīpe śānte ca mānavaḥ /	yaH vA ganDam na gRhNAti dIpe SAnte ca mAnavaH /
   divājyotīṃṣi yaścāpi jvalitāni ca paśyati // Rmañj_10.8 //	divAjyotIMzi yaH-ca-api jvalitAni ca paSyati // RmaQt-_10.8 //
   candraṃ sūryaprabhaṃ paśyet sūryaṃ vā candravarcasam /	candram sUrya-praBam paSyet sUryam vA candra-varcasam /
   taḍidvātoṣitān meghān nirmale gagane carān // Rmañj_10.9 //	taxit-vAta-uzitAn meGAn nirmale gagane carAn // RmaQt-_10.9 //
   vimānayānaprāsādairyaśca saṃkulamambaram /	vimAna-yAna-prAsAdEH-yaH-ca saMkulam-ambaram /
   yaśca nīlaṃ mūrtimantam antarikṣaṃ ca paśyati // Rmañj_10.10 //	yaH-ca nIlam mUrtimantam antarikzam ca paSyati // RmaQt-_10.10 //
   yastūṣṇam iva gṛhṇāti śītamuṣṇaṃ ca śītavat /	yaH-tu-uzNam iva gRhNAti SItam-uzNam ca SIta-vat /
   saṃjātaḥ saṃśayo yasya taṃ vadanti gatāyuṣam // Rmañj_10.11 //	saMjAtaH saMSayaH yasya tam vadanti gata-Ayuzam // RmaQt-_10.11 //
   viparītena gṛhṇāti bhāvānanyāṃśca yo naraḥ /	viparItena gRhNAti BAvAn-anyAn=-ca yaH naraH /
   dhūmanīhāravāsobhirāvṛtāmiva medinīm // Rmañj_10.12 //	DUma-nIhAra-vAsoBiH-AvRtAm-iva medinIm // RmaQt-_10.12 //
   pradīptamiva lokaṃ ca yo'valuptamivāmbhasā /	pradIptam-iva lokam ca yaH-avaluptam-iva-amBasA /
   bhūmim aṣṭādaśākārāṃ lekhābhiryastu paśyati // Rmañj_10.13 //	BUmim azwAdaSa-AkArAm leKABiH-yaH-tu paSyati // RmaQt-_10.13 //
   jyotsnādarśe hi toyeṣu chāyāṃ yaśca na paśyati /	jyotsnA-AdarSe hi toyezu CAyAm yaH-ca na paSyati /
   paśyatyekāṅgahīnāṃ ca vaikṛtaṃ cāpi paśyati // Rmañj_10.14 //	paSyati-eka-aFga-hInAm ca vEkRtam ca-api paSyati // RmaQt-_10.14 //
   śvakākakaṅkagṛdhrāṇāṃ prayātaṃ yakṣarākṣasām /	Sva-kAka-kaFka-gRDrANAm prayAtam yakza-rAkzasAm /
   piśācoraganāgānāṃ vikṛtāmapi yo naraḥ // Rmañj_10.15 //	piSAca-uraga-nAgAnAm vikRtAm-api yaH naraH // RmaQt-_10.15 //
   hrīśriyau yasya naśyetāṃ teja ojaḥ smṛtis tathā /	hrI-SriyO yasya naSyetAm tejaH ojaH smRtiH taTA /
   akasmājjṛmbhate yaśca sa parāsurasaṃśayam // Rmañj_10.16 //	akasmAt-jRmBate yaH-ca sa parAsuH-asaMSayam // RmaQt-_10.16 //
   yasyādharoṣṭhaḥ patati sthitaścordhvaṃ tathottaram /	yasya-aDara-uzWaH patati sTitaH-ca-UrDvam taTA-uttaram /
   pāśaśaṅkā bhavedyasya durlabhaṃ tasya jīvitam // Rmañj_10.17 //	pASa-SaFkA Bavet-yasya durlaBam tasya jIvitam // RmaQt-_10.17 //
   kuṭilā sphuṭitā vāpi suptā yasya ca nāsikā /	kuwilA sPuwitA vA-api suptA yasya ca nAsikA /
   avasphūryati magnā vā sa parāsurasaṃśayam // Rmañj_10.18 //	avasPUryati magnA vA sa parAsuH-asaMSayam // RmaQt-_10.18 //
   svarūpaṃ paranetreṣu puttikāṃ yo na paśyati /	svarUpam para-netrezu puttikAm yaH na paSyati /
   yadā hi paṭudṛṣṭiśca tadā mṛtyur adūrataḥ // Rmañj_10.19 //	yadA hi pawu-dRzwiH-ca tadA mRtyuH adUrataH // RmaQt-_10.19 //
   karṇahīnaṃ yadātmānaṃ paśyatyātmā kathaṃcana /	karNa-hInam yadA-AtmAnam paSyati-AtmA kaTaMcana /
   na sa jīvati loke'smin kālena kavalīkṛtaḥ // Rmañj_10.20 //	na sa jIvati loke-asmin kAlena kavalIkRtaH // RmaQt-_10.20 //
   rātrau dāho bhavedyasya divā śītaṃ ca jāyate /	rAtrO dAhaH Bavet-yasya divA SItam ca jAyate /
   kaphapūritakaṇṭhasya mṛtyuścaiva na saṃśayaḥ // Rmañj_10.21 //	kaPa-pUrita-kaNWasya mRtyuH-ca-eva na saMSayaH // RmaQt-_10.21 //
   caraṇau śītalau yasya śītalaṃ nābhimaṇḍalam /	caraNO SItalO yasya SItalam nABi-maNxalam /
   śirastāpo bhavedyasya tasya mṛtyurna saṃśayaḥ // Rmañj_10.22 //	SiraH-tApaH Bavet-yasya tasya mRtyuH-na saMSayaH // RmaQt-_10.22 //
   huṅkāraḥ śītalo yasya phutkāro vahṇisannibhaḥ /	huFkAraH SItalaH yasya PutkAraH vahNi-sanniBaH /
   sadā dāho bhavedyasya tasya mṛtyurna saṃśayaḥ // Rmañj_10.23 //	sadA dAhaH Bavet-yasya tasya mRtyuH-na saMSayaH // RmaQt-_10.23 //
   arundhatīṃ dhruvaṃ caiva viṣṇostrīṇi padāni ca /	arunDatIm Druvam ca-eva vizNoH-trINi padAni ca /
   hīnāyudho na paśyanti caturthaṃ mātṛmaṇḍalam // Rmañj_10.24 //	hIna-AyuDaH na paSyanti caturTam mAtR-maNxalam // RmaQt-_10.24 //
   araśmibimbaṃ sūryasya vahneścaivāṃśuvarjitam /	araSmi-bimbam sUryasya vahneH-ca-eva-aMSu-varjitam /
   dṛṣṭvaikādaśamāsāstu naraścordhvaṃ na jīvati // Rmañj_10.25 //	dRzwvA-ekAdaSa-mAsAH-tu naraH-ca-UrDvam na jIvati // RmaQt-_10.25 //
   vātaṃ mūtraṃ purīṣaṃ yaḥ suvarṇaṃ rajataṃ tathā /	vAtam mUtram purIzam yaH suvarNam rajatam taTA /
   pratyakṣamathavā svapne daśamāsaṃ na jīvati // Rmañj_10.26 //	pratyakzam-aTavA svapne daSa-mAsam na jIvati // RmaQt-_10.26 //
   kvacit paśyati yo dīptaṃ svarṇavat kānanaṃ naraḥ /	kvacid paSyati yaH dIptam svarNa-vat kAnanam naraH /
   virūpāṇi ca bhūtāni navamāsaṃ na jīvati // Rmañj_10.27 //	virUpANi ca BUtAni nava-mAsam na jIvati // RmaQt-_10.27 //
   sthūlāṅgo'pi kṛśaḥ kṛśo'pi sahasā sthūlatvamālambate śyāmo vā kanakaprabho	sTUlAFgaH-api kRSaH kRSaH-api sahasA sTUla-tvam-Alambate SyAmaH vA kanaka-praBo
   yadi bhavedgauro'pi kṛṣṇacchaviḥ /	yadi Bavet-gOraH-api kRzNa=-CaviH /
   dhīro dhīratayārthadharmanipuṇaḥ śāntopakārī pumān ityevaṃ prakṛte tu	DIraH DIra-tayA-arTa-Darma-nipuNaH SAnta-upakArI pumAn iti-evam prakRte tu
   śāntacalanaṃ māsyaṣṭame mṛtyudam // Rmañj_10.28 //	SAnta-calanam mAsi-azwame mRtyu-dam // RmaQt-_10.28 //
   pīḍā bhavetpāṇitale ca jihvāmūlaṃ samūlaṃ rudhiraṃ ca kṛṣṇam /	pIxA Bavet-pANi-tale ca jihvA-mUlam sa-mUlam ruDiram ca kRzNam /
   vṛddhiṃ naraḥ kāmapi yanna dṛṣṭvā jīvenmanuṣyaḥ sa hi saptamāsān //	vRdDim naraH kAm-api yat-na dRzwvA jIvet-manuzyaH sa hi sapta-mAsAn //
   Rmañj_10.29 //	RmaQt-_10.29 //
   madhyāṅgulīnāṃ tritayaṃ viraktaṃ rogaṃ vinā śuṣyati yasya kaṇṭhaḥ /	maDya-aFgulInAm tritayam viraktam rogam vinA Suzyati yasya kaNWaH /
   muhurmuhuḥ prasravaṇaṃ ca jāḍyaṃ ṣaṣṭhe ca māse pralayaṃ prayāti //	muhur-muhur prasravaNam ca jAxyam zazWe ca mAse pralayam prayAti //
   Rmañj_10.30 //	RmaQt-_10.30 //
   yasya na sphuraṇaṃ kiṃcid vidyate yasya karmaṇi /	yasya na sPuraNam kiMcid vidyate yasya karmaNi /
   so'vaśyaṃ pañcame māsi skandhārūḍho gamiṣyati // Rmañj_10.31 //	saH-avaSyam paQcame mAsi skanDa-ArUXaH gamizyati // RmaQt-_10.31 //
   yasya na sphurate jyotiḥ pīḍite nayanadvaye /	yasya na sPurate jyotiH pIxite nayana-dvaye /
   maraṇaṃ tasya nirdiṣṭaṃ caturthe māsi niścitam // Rmañj_10.32 //	maraNam tasya nirdizwam caturTe mAsi niScitam // RmaQt-_10.32 //
   spandate vṛṣaṇo yasya na kiṃcidapi pīḍitaḥ /	spandate vRzaNaH yasya na kiMcid-api pIxitaH /
   tṛtīye māsi so'vaśyaṃ yamaloke gamiṣyati // Rmañj_10.33 //	tRtIye mAsi saH-avaSyam yama-loke gamizyati // RmaQt-_10.33 //
   tārā divā candraprabhaṃ niśānte yo vidyutaṃ paśyati caiva śvabhre /	tArA divA candra-praBam niSA-ante yaH vidyutam paSyati ca-eva SvaBre /
   indrāyudhaṃ vā svayameva rātrau māsadvaye tasya vadanti nāśam //	indrAyuDam vA svayam-eva rAtrO mAsa-dvaye tasya vadanti nASam //
   Rmañj_10.34 //	RmaQt-_10.34 //
   yasya jānugataṃ marma na kiṃcidapi ceṣṭitam /	yasya jAnu-gatam marma na kiMcid-api cezwitam /
   māsānte maraṇaṃ tasya na kenāpi vilambyate // Rmañj_10.35 //	mAsa-ante maraNam tasya na kena-api vilambyate // RmaQt-_10.35 //
   kaniṣṭhāṅguliparva syāt kṛṣṇaṃ ca madhyamaṃ yadā /	kanizWA-aFguli-parva syAt kRzNam ca maDyamam yadA /
   gatāyuḥ procyate puṃsām aṣṭādaśadināvadhiḥ // Rmañj_10.36 //	gatAyuH procyate puMsAm azwAdaSa-dina-avaDiH // RmaQt-_10.36 //
   ghṛte taile jale vāpi darpaṇe yasya dṛśyate /	GRte tEle jale vA-api darpaNe yasya dRSyate /
