   Padmagupta (alias Parimala):	Padmagupta (aliaH Parimala):
   surārividyādharasundarīṇāṃ doleva śokapramādāvabhūtām // PNc_17.52 //	surAri-vidyADara-sundarINAm dolA-iva Soka-pramAdO=-aBUtAm // PNc_17.52 //
   athāsurendradviradena vegād abhyutthitenodgatadānadhāram /	aTa-asura-indra-dviradena vegAt aByutTitena-udgata-dAna-DAram /
   madhyeraṇaṃ madhyamalokabhartur javān madāndho jaghaṭe gajendraḥ //	maDya-IraNam maDyama-loka-BartuH javAn mada-anDaH jaGawe gaja-indraH //
   PNc_17.53 //	PNc_17.53 //
   mahebhayos tatra śikhāchalena pratiprahāraṃ radajaḥ kṛṣānuḥ /	maheBayoH tatra SiKA-Calena pratiprahAram rada-jaH kRzAnuH /
   kośeṣu vidutkapiśā muhūrtaṃ vyadhād ivāṣṭāpadapatravallīḥ // PNc_17.54 //	koSezu vidutkapiSAH muhUrtam vyaDAt iva-azwApada-patra-vallIH // PNc_17.54 //
   muhuḥ prajānām adhipena gāḍham ākṛṣyamāṇasya śarāsanasya /	muhur prajAnAm aDipena gAXam AkRzyamANasya SarAsanasya /
   dviṣadvadhārambhavidhau gabhīraḥ kreṅkārahuṅkāra ivoccacāra // PNc_17.55	dvizat-vaDa-AramBa-viDO gaBIraH kreFkAra-huFkAraH iva-uccacAra // PNc_17.55
   parisphuratkuṇḍalaghṛṣṭapuṅkhās tena prayuktās pṛthuvikrameṇa /	parisPurat-kuNxala-GRzwa-puFKAH tena prayuktAH pRTu-vikrameNa /
   pramṛṣṭakāntākucapatralekhe lekhārivakṣasy apatan pṛṣatkāḥ // PNc_17.56 //	pramRzwa-kAntA-kuca-patra-leKe leKAri-vakzasi apatan pRzatkAH // PNc_17.56 //
   arātimukteṣu tatas tanutrād vahnisphuliṅgeṣu samullasatsu /	arAti-muktezu tatas tanutrAt vahni-sPuliFgezu samullasatsu /
   mūrtir babhāse vasudhādhipasya niryatpratāpāgnikaṇachaṭeva // PNc_17.57 //	mUrtiH baBAse vasuDADipasya niryad-pratApa-agni-kaNa-CawA-iva // PNc_17.57 //
   hiraṇmayī pārthivabāṇapaṅktir atyunnate mūrdhni mahāsurasya /	hiraNmayI pArTiva-bANa-paFktiH ati-unnate mUrDni mahA-asurasya /
   reje tarām añjanaparvatasya lagneva tigmāṃśumayūkhamālā // PNc_17.58 //	reje tarAm aQjana-parvatasya lagnA-iva tigmAMSu-mayUKa-mAlAH // PNc_17.58 //
   abhyudgatā bhartur arātibāṇa- kṣuṇṇendranīlāṅgadareṇurājiḥ /	aByudgatA BartuH arAti-bANa kzuNNa-indranIla-aFgada-reNu-rAjiH /
   adṛśyatoddāmabhujāspadasya parākramāgner iva dhūmalekhā // PNc_17.59 //	adRSya-ta-uddAma-Buja-Aspadasya parAkrama-agneH iva DUma-leKAH // PNc_17.59 //
   ramāṅgado 'py udbhrukuṭiḥ kṛtāstraṃ vīraṃ dviṣaḥ pārśvagataṃ nihatya /	ramAFgadaH api udBrukuwiH kRtAstram vIram dvizaH pArSva-gatam nihatya /
   śarair alāvīj jayavaijayantīṃ jyotsnāsitaṃ kīrtim ivāsurasya // PNc_17.60	SarEH alAvIt jaya-vEjayantIm jyotsnA-sitam kIrtim iva-asurasya // PNc_17.60
   adhaḥsthitoḍḍāmaravairipatti- mukteṣu nirlūnaśarāsanajyaḥ /	aDas-sTita-uxxAmara-vEri-patti muktezu nirlUna-SarAsana-jyaH /
   cikṣepa cakrāṇy atidīrghabāhuḥ saḥ kālarātrer iva kaṅkaṇāni // PNc_17.61	cikzepa cakrANi ati-dIrGa-bAhuH saH kAlarAtreH iva kaFkaNAni // PNc_17.61
   utplutya helāhatasaṃmukhārir vidyādharendro 'py asinā cakarta /	utplutya helA-hata-saMmuKa-ariH vidyADara-indraH api asinA cakarta /
   jagajjayastambham ivoddhurasya suradviṣaḥ kāñcanaketudaṇḍam // PNc_17.62	jagat-jaya-stamBam iva-udDurasya suradvizaH kAQcana-ketu-daNxam // PNc_17.62
   so ratnacūḍo 'pi tathā bhuśuṇḍyā pipeṣa vairidviṣakumbhapīṭham /	saH ratnacUxaH api taTA BuSuNxyA pipeza vEri-dviza-kumBa-pIWam /
   sitātapatratvam udañcad āpa yathāsya muktāphaladhūlijālam // PNc_17.63 //	sita-Atapatra-tvam udaQcat Apa yaTA-asya muktAPala-DUli-jAlam // PNc_17.63 //
   tuṅgaṃ dadhatkarkaśatām abhīkaḥ śrīsindhurājadvipakumbhayugmam /	tuFgam daDat-karkaSa-tAm aBIkaH SrI-sinDurAja-dvipa-kumBa-yugmam /
   payodharadvandvam ivājilakṣmyāś cakre 'rdhacandrāṅkitam indraśatruḥ //	payoDara-dvandvam iva-aji-lakzmyAH cakre arDacandra-aFkitam indra-SatruH //
   PNc_17.64 //	PNc_17.64 //
   parasparāghaṭṭitadantakoṭi- bhraṣṭāgniveśabhramam ādadhanti /	paraspara-AGawwita-danta-kowi Brazwa-agniveSa-Bramam AdaDanti /
   raṇājire lohitarañjitāni virejire kuñjaramauktikāni // PNc_17.65 //	raNa-ajire lohita-raQjitAni virejire kuQjara-mOktikAni // PNc_17.65 //
   cikṣepa pṛthītilake surārir yāṃ yām iṣuṃ kopakaṣāyitākṣaḥ /	cikzepa pRTI-tilake surAriH yAm yAm izum kopa-kazAyita-akzaH /
   tāṃ tāṃ jayāśām iva bāhuśālī śaraiḥ sas tasyārdhapathe lulova // PNc_17.66	tAm tAm jaya-ASAm iva bAhu-SAlI SarEH saH tasya-arDa-paTe lulovaH // PNc_17.66
   tayos tatheṣvāsaprakarṣa- pratyuktakarṇārjunayor jayaśrīḥ /	tayoH taTA-izvAsa-prakarza pratyukta-karNa-arjunayoH jaya-SrIH /
   suvelaratnākarayor udagrā cakāra veleva gatāgatāni // PNc_17.67 //	suvela-ratna-AkarayoH udagrA cakAra velA-iva gatAgatAni // PNc_17.67 //
   patyuḥ prajānām asureśvaro 'tha kirīṭamāṇikyacayaṃ jahāra /	patyuH prajAnAm asura-ISvaraH aTa kirIwa-mANikya-cayam jahAra /
   maṇiprasūnastabakapratānaṃ kalpadrumasyeva yugāntavātaḥ // PNc_17.68 //	maNi-prasUna-stabaka-pratAnam kalpadrumasya-iva yuga-anta-vAtaH // PNc_17.68 //
   krodhād athārdhaśaśalāñchanasodareṇa bāṇena vāsavaripor navasāhasāṅkaḥ /	kroDAt aTa-arDa-SaSalAn-Cana-sodareNa bANena vAsava-ripoH nava-sAhasa-aFkaH /
   ciccheda rāma iva viśravasaḥ sutasya pīnāṃsalolamaṇikuṇḍalam uttamāṅgam //	cicCeda rAmaH iva viSravasaH sutasya pIna-aMsa-lola-maNi-kuNxalam uttamAFgam //
   PNc_17.69 //	PNc_17.69 //
   āsan mukhāni kakubhām abhito 'tha citra- vāditranādalaharīmukharodarāṇi /	Asan muKAni kakuBAm aBitas aTa citra vAditra-nAda-laharI-muKara-udarANi /
   devasya ca tridivapuṣpamayaṃ papāta mālyaṃ śirasy	devasya ca tridiva-puzpa-mayam papAta mAlyam Sirasi-
   asuravairipurandhrimuktam // PNc_17.70 //	asura-vEri-puranDri-muktam // PNc_17.70 //
   lakṣmīpateḥ pṛthubhujadvayam ārdrasāndra- jyāghātalāñchitam	lakzmIpateH pRTu-Buja-dvayam Ardra-sAndra jyA-GAta-lAQCitam
   alāñchitavikramasya /	alAQCita-vikramasya /
   atyādarāgatajitorjitavairilakṣmī- pādābjayāvakaniṣaktam ivācakāśe //	ati-Adara-Agata-jita-Urjita-vEri-lakzmI pAda-abja-yAvaka-nizaktam iva-AcakASe //
   PNc_17.71 //	PNc_17.71 //
   tasyāgrataḥ kanakakuṇḍalatāḍyamāna- gaṇḍasthalīlulitakuṅkumapatralekhāḥ /	tasya-agratas kanaka-kuNxala-tAxyamAna gaNxa-sTa-lI-lulita-kuFkuma-patra-leKAH /
   vidyādharoragakuraṅgadṛśaḥ pramoda- sāndrocchaladhvani jagur jayamaṅgalāni	vidyADara-uraga-kuraFga-dRSaH pramoda sAndra-ucCala-Dvani jaguH jaya-maFgalAni
   // PNc_17.72 //	// PNc_17.72 //
   smitvā yaśobhaṭakarārpitacāpayaṣṭir unmuktaratnakavacaḥ khacareśvareṇa /	smitvA yaSaH-Bawa-kara-arpita-cApa-yazwiH unmukta-ratna-kavacaH Kacara-ISvareNa /
   udbhinnamauktikanibhaśramavāribindur devo mamārja mukham aṃśukapallavena	udBinna-mOktika-niBa-Srama-vAri-binduH devaH mama-Arja muKam aMSuka-pallavena
   // PNc_17.73 //	// PNc_17.73 //
   dattābhayopanatapauraśatārpyamāṇa- ratnopadhām atha sa ratnavatīṃ praviśya	datta-aBayA-upanata-pOra-Sata-arpyamANa ratna-upaDAm aTa sa ratnavatIm praviSya
   taṃ saṃyugasphuṭaparīkṣitaśauryasāraṃ rājye ripoḥ phaṇikumārakam	tam saMyuga-sPuwa-parIkzita-SOrya-sAram rAjye ripoH PaNikumArakam
   abhyaṣiñcat // PNc_17.74 //	aByaziQcat // PNc_17.74 //
   mūrtaṃ manoratham ivopavanāt sakandam ādāya tat kanakakokanadaṃ narendraḥ	mUrtam manoraTam iva-upavanAt sa-kandam AdAya tat kanaka-kokanadam narendraH
   ādātum īpsitamahīndrasuteti ratnam abhyutsukas tad anu bhogavatīṃ	AdAtum Ipsita-mahIndra-sutA-iti ratnam aByutsukaH tat anu BogavatIm
   pratasthe // PNc_17.75 //	pratasTe // PNc_17.75 //
   devaḥ sāhasiko 'py amandamurajadhvānānumeyotsavām unnamraiḥ parito mahīṃ	devaH sAhasikaH api amanda-muraja-DvAna-anumeya-utsavAm unnamrEH paritas mahIm
   maṇigṛhair uttambhayantīm iva /	maNi-gRhEH uttamBayantIm iva /
   tām atyunnataratnatoraṇaśikhāpreṅkholamuktāphala-	tAm ati-unnata-ratna-toraNa-SiKA-preFKola-muktAPala-
   prālambocchaladacchakāntinikarasmerām avāpat purīm // PNc_17.76 //	prAlamba-ucCalat-acCa-kAnti-nikara-smerAm avApat purIm // PNc_17.76 //
   iti śrīmṛgāṅkadattasūnoḥ parimalāparanāmnaḥ padmaguptasya kṛtau	iti SrI-mRgAFka-datta-sUnoH parimala-apara-nAmnaH padmaguptasya kRtO
   navasāhasāṅkacarite mahākāvye hemakamalaharaṇo nāma saptadaśaḥ sargaḥ	nava-sAhasa-aFka-carite mahAkAvye hemakamala-haraNaH nAma saptadaSaH sargaH
   aṣṭādaśaḥ sargaḥ	azwAdaSaH sargaH
   phaṇirājadarśanam	PaNi-rAja-darSanam
   taṃ viṣṭapatritayakaṇṭakadṛṣṭasāram abhyāgataṃ nṛpatim udgatagāḍhaharṣaḥ /	tam vizwapa-tritaya-kaNwaka-dRzwa-sAram aByAgatam nRpatim udgata-gAXa-harzaH /
   pratyudyayāv adhipatiḥ phaṇinām anargha- ratnārghapāṇiraśanair atha	pratyudyayO aDipatiH PaNinAm anarGa ratna-arGa-pANiH-aSanEH aTa
   śaṅkhapālaḥ // PNc_18.1 //	SaFKapAlaH // PNc_18.1 //
   purapraveśaḥ	pura-praveSaH
   ādāya sādaraphaṇīśvaradattam arghyam arghyaḥ satāṃ sa bahir eva niveśya	AdAya sa-Adara-PaNi-ISvara-dattam arGyam arGyaH satAm sa bahis eva niveSya
   sainyam /	sEnyam /
   devo 'viśad vinayavān puram agrayāyi- vidyādharādhiparamāṅgadaratnacūḍaḥ	devaH aviSat vinayavAn puram agrayAyi vidyADara-ADi-parama-aFgada-ratna-cUxaH
   // PNc_18.2 //	// PNc_18.2 //
   utsṛjya gītam asamāpya vilāsalāsyam aṅkād apāsya sahasā maṇivallakīṃ ca /	utsRjya gItam asamApya vilAsala-Asyam aFkAt apAsya sahasA maNivallakIm ca /
   atyunmanās tadavalokanakautukena vātāyanāny adhiruroha purandhrilokaḥ //	ati-unmanAH tad-avalokana-kOtukena vAtAyanAni aDiruroha puranDri-lokaH //
   PNc_18.3 //	PNc_18.3 //
   utkṣipya vepathumatā karapallavena vātāyanāgramaṇimauktikalājakāni /	utkzipya vepaTumatA karapallavena vAtAyana-agra-maNi-mOktika-lAjakAni /
   smitvaikayā sa vilasan makarāvacūla- līlālavāñcitavilocanam āluloke //	smitvA-ekayA sa vilasat makarAvacUla lIlA-lava-AQcita-vilocanam Alu-loke //
   PNc_18.4 //	PNc_18.4 //
   udyadvivṛttakaraveṇikayā nṛpendau tasmin smarollasitajṛmbhikayā kayā cit /	udyat-vivRtta-karaveNikayA nRpa-indO tasmin smara-ullasita-jRmBikayA kayA cit /
   muktā muhur vibudhasindhukalindakanyā- kirmīravārilaharīsuhṛdaḥ kaṭākṣāḥ	muktAH muhur vibuDa-sinDu-kalinda-kanyA kirmIra-vAri-la-harI-suhRdaH kawAkzAH
   // PNc_18.5 //	// PNc_18.5 //
   vācālaratnavalayā savilāsam asmin nikṣipya kāpi navamauktikalājamuṣṭim /	vAcAla-ratna-valayA sa-vilAsam asmin nikzipya kA-api nava-mOkti-kalAja-muzwim /
   tattāḍitāṃsataṭapārthivadattadṛṣṭir dīrghekṣaṇā kim iva na trapayā cakāra	tad-tAxita-aMsa-tawa-pArTiva-datta-dRzwiH dIrGa-IkzaNA kim iva na trapayA cakAra
   // PNc_18.6 //	// PNc_18.6 //
   vakṣo dadhānam amarādriśilāviśālam ājānubāhum avalokya narendracandram /	vakzaH daDAnam amara-adri-SilA-viSAlam AjAnu-bAhum avalokya narendra-candram /
   cittopanītaparirambhasukhātisāndram anyā payodharabhare pulakaṃ babhāra //	citta-upanIta-pariramBa-suKa-ati-sAndram anyA payoDara-Bare pulakam baBAra //
   PNc_18.7 //	PNc_18.7 //
   ālokya darpaṇatale pratimāgataṃ tam `ātto mayaiṣa' iti kāpi kṛtotsavābhūt	Alokya darpaNa-tale pratimA-Agatam tam `AttaH mayA-eza-a iti kA-api kRta-utsava-aBUt
   mugdhā gate 'tha purato 'tra tadīyabimbe śūnyātmadarśavidhurendumukhī	mugDA gate aTa puratas atra tadIya-bimbe SUnya-Atma-darSa-viDura-indu-muKI
   babhūva // PNc_18.8 //	baBUva // PNc_18.8 //
   ity āpatan madanabāṇaparamparāṇām unmīlitāṅgavalanaślathamekhalānām /	iti Apatat madana-bANa-paramparANAm unmIlita-aFga-valana-SlaTa-meKalAnAm /
   eṇīdṛśāṃ vicarati sma sa rājahaṃsaḥ pārollasannavarasormiṣu mānaseṣu //	eNI-dRSAm vicarati sma sa rAjahaMsaH pArolla-sanna-varasa-Urmizu mAnasezu //
   PNc_18.9 //	PNc_18.9 //
   nāyakavarṇanam	nAyaka-varNanam
   saṅgītaveśmani phaṇīśvaracāraṇānāṃ gīteṣv ajasram iha śuśruma yad yaśāṃsi	saFgIta-veSmani PaNISvara-cAraNAnAm gItezu ajasram iha SuSruma yat yaSAMsi
   yātaḥ sa eva nayanātithitām ayaṃ naḥ puṇyair aho bata nṛpo navasāhasāṅkaḥ	yAtaH saH eva nayana-atiTitAm ayam naH puNyEH aho bata nRpaH nava-sAhasa-aFkaH
   // PNc_18.10 //	// PNc_18.10 //
   kāntichaṭāchuritadiktaṭa eṣa devo jīyājjaganti paramārakulapradīpaḥ /	kAnti-Cawa-ACurita-diS-tawaH eza devaH jIyAt-jaganti paramArakula-pradIpaH /
   unmūlya saṃprati surāritamaḥ samūlaṃ yenāhiviṣṭapatale vihitaḥ prakāśaḥ //	unmUlya saMprati surAritamaH sa-mUlam yena-ahivizwa-pa-tale vihitaH prakASaH //
   PNc_18.11 //	PNc_18.11 //
   hantaiṣa pannagapater atulapratijñā- prāgbhārasāgarasamuttaraṇaikapotaḥ /	hanta-eza pannaga-pateH atula-pratijQA prAgBAra-sAgara-samuttaraNa-eka-potaH /
   utpākam eṣa ca phalaṃ phaṇirājakanyā- citte ciraṃ kṛtapadasya manorathasya	utpAkam eza ca Palam PaNi-rAja-kanyA citte ciram kRta-padasya manoraTasya
   // PNc_18.12 //	// PNc_18.12 //
   etad yaśobhaṭakare kanakāmbujaṃ tal līlāvataṃsam acirād viracayya yena /	etat yaSaH-Bawa-kare kanaka-ambujam tat lIlA-avataMsam acirAt viracayya yena /
   pratyuptakalpatarupallavam eṣa pāṇim ādāsyate nṛpatir adya śaśiprabhāyāḥ	pratyupta-kalpa-taru-pallavam eza pANim AdAsyate nRpatiH adya SaSi-praBAyAH
   // PNc_18.13 //	// PNc_18.13 //
   hāṭakeśvaradarśanam	hAwakeSvara-darSanam
   sāndrānurāgapiśunāḥ paraśuḥ pareṣām ākarṇayann iti saḥ paurajanasya vācaḥ	sAndra-anurAga-piSunAH paraSuH parezAm AkarNayan iti saH pOra-janasya vAcaH
   śrīhāṭakeśvara iti prathitasya tuṅgam agre dadarśa maṇimandiram indumauleḥ	SrIhAwakeSvaraH iti praTitasya tuFgam agre dadarSa maNi-mandiram indumOleH
   // PNc_18.14 //	// PNc_18.14 //
   [SYNTAX: kulakam]	[SYNTAX: kulakam]
   tatra praviśya sakṛtānatir ādidevam ānarca kalpaviṭapiprabhavaiḥ prasūnaiḥ	tatra praviSya sa-kRta-AnatiH Adidevam Anarca kalpa-viwapi-praBavEH prasUnEH
   stotuṃ kṛtāñjalipuṭaḥ kuṭajāvadāta- dantāṃśupallavitavāg upacakrame ca //	stotum kRta-aQjali-puwaH kuwaja-avadAta danta-aMSu-pallavita-vAc upacakrame ca //
   PNc_18.15 //	PNc_18.15 //
   hāṭakeśvarastutiḥ	hAwakeSvara-stutiH
   antarjatāpihitasomasurāpagāya pracchannaśaraśāsanalocanāya /	antarjata-apihita-soma-surApagAya pracCanna-Sara-SAsana-locanAya /
   tīvravrataglapitaśailasutāsvarūpa- vijñānanarmapaṭave baṭave namas te //	tIvra-vrata-glapita-SEla-sutA-svarUpa vijQAna-narma-pawave bawave namaH te //
   PNc_18.16 //	PNc_18.16 //
   atyādarānatasurāsuramauliratna- nānāmarīcikhacitāṅghrisaroruhāya /	ati-Adara-Anata-sura-asura-mOli-ratna nAnA-marIci-Kacita-aFGri-saroruhAya /
   dehārdhavartigirijāvihitābhyasūya- sandhyāpraṇāmaviṣamāñjalaye namas te //	deha-arDa-varti-girijA-vihita-aByasUya sanDyA-praNAma-vizama-aQjalaye namaH te //
   PNc_18.17 //	PNc_18.17 //
   nīrandhrasindhujalasiktakapālamukta- ratnāṅkurasya karaṇīṃ vidhurātanoti /	nIranDra-sinDu-jala-sikta-kapAla-mukta ratna-aFkurasya karaNIm viDurAtanoti /
   maulau sadaiva bhavato bhavabhedakartur nirdagdhabhāskaramahāya namo 'stu	mOlO sadA-eva BavataH Bava-Beda-kartuH nirdagDa-BAskara-mahAya namaH astu
   tasmai // PNc_18.18 //	tasmE // PNc_18.18 //
   kandarpadarpaśamanāya kṛtāntahartre kartre śubhasya bhujagādhipaveṣṭanāya	kandarpa-darpa-SamanAya kRtAnta-hartre kartre SuBasya Bujaga-aDipa-vezwanAya
   urvīmarudraviniśākaravahnitoya- yājyāmbaroccavapuṣe supuṣe namas te //	urvIma-rudra-viniSAkara-vahni-toya yAjyA-ambara-uccavapuze supuze namaH te //
   PNc_18.19 //	PNc_18.19 //
   nīrandhrabhūtidhavalāya gajendrakṛtti- saṃvītadehakavalīkṛtapannagāya /	nIranDra-BUti-DavalAya gaja-indra-kRtti saMvIta-deha-kavalIkRta-pannagAya /
   nirdagdhadānavakulāya vipatkṣayaika- kāryāya kāraṇanutāya namo 'stu	nirdagDa-dAnava-kulAya vipad-kzaya-eka kAryAya kAraNa-nutAya namaH astu
   tubhyam // PNc_18.20 //	tuByam // PNc_18.20 //
   te te yam eva kila vāṅmayasāgarasya pāraṃ gatāḥ praṇavam ātmavido vadanti	te te yam eva kila vAc-maya-sAgarasya pAram gatAH praNavam Atma-vidaH vadanti
   tasmai samāhitamaharṣivinidrahṛdya- hṛtpuṇḍarīkavihitasthitaye namas te //	tasmE samAhita-mahA-Rzi-vinidra-hRdya hRd-puNxarIka-vihita-sTitaye namaH te //
   PNc_18.21 //	PNc_18.21 //
   uttaṃsitenduśakalāya kapālajūṭa- saṅghaṭṭitormimukharāmbaranirjharāya /	uttaMsita-indu-SakalAya kapAla-jUwa saFGawwita-Urmi-muKara-ambara-nirJarAya /
   bhasmāṅgarāgaśucaye vikacopavīta- vyālendumaulimaṇidīdhitaye namas te //	Basma-aFga-rAga-Sucaye vikaca-upavIta vyAla-indu-mOli-maNi-dIDitaye namaH te //
   PNc_18.22 //	PNc_18.22 //
   nāstraṃ na bhasma na jaṭā na kapāladāma nenduḥ siddhataṭinī na	na-astram na Basma na jawA na kapAla-dAma na-induH sidDa-tawinI na
   phaṇīndrahāraḥ /	PaNIndra-hAraH /
   nokṣā viṣaṃ na dayitāpi na yatra rūpam avyaktam īśa kila tad dadhate namas	na-ukzAH vizam na dayitA-api na yatra rUpam avyaktam ISa kila tat daDate namas
   te // PNc_18.23 //	te // PNc_18.23 //
   nāgarājagamanam	nAga-rAja-gamanam
   stutvety avantipatir indukulāvataṃsaṃ tanmandirāt sahacaraiḥ saha	stutvA-iti avanti-patiH indu-kula-avataMsam tad-mandirAt sahacarEH saha
   nirjagāma /	nirjagAma /
   antarniveśitaharinmaṇivedi valgan- nāgāṅganaṃ saḥ phaṇirājagṛhaṃ jagāma //	antar-niveSita-harit-maNi-vedi valgan nAga-aFganam saH PaNi-rAja-gRham jagAma //
   PNc_18.24 //	PNc_18.24 //
   tatrāvatīrya rathataḥ sa ramāṅgadātta- pāṇiḥ samucchalitamaṅgalatūryaghoṣe	tatra-avatIrya raTataH sa rama-aFgadAtta pANiH samucCalita-maFgala-tUrya-Goze
   unnidrasāndrakusumaprakarāvakīrṇa- māṇikyakuṭṭimatale masṛṇam viveśa //	unnidra-sAndra-kusuma-prakara-avakIrNa mANikya-kuwwima-tale masRNam viveSa //
   PNc_18.25 //	PNc_18.25 //
   anyonyapallavitatadvijayapraśaṃsaḥ prāptasthitir vikaṭakāñcanaviṣṭareṣu /	anyonya-pallavita-tad-vijaya-praSaMsaH prApta-sTitiH vikawa-kAQcana-vizwarezu /
   padmachadāyatadṛśā dadṛśe 'tha tasminn ekatra tena militaḥ phaṇirājalokaḥ	padma-Cada-Ayata-dRSAH dadRSe aTa tasmin ekatra tena militaH PaNi-rAja-lokaH
   // PNc_18.26 //	// PNc_18.26 //
   tatkṛtaḥ satkāraḥ	tad-kRtaH satkAraH
   tasmin gate nayanagocaram uddhṛtārau baddhāñjalir jhaṭiti	tasmin gate nayana-gocaram udDRtArO badDAQjaliH Jawiti
   pannagarājasaṃsat /	pannaga-rAja-saMsat /
   mandākinīva parito hariṇāvacūḍa- vyālokakuḍmalitakāñcanapaṅkajābhūt //	mandAkinI-iva paritas hariNa-avacUxa vyAloka-kuxmalita-kAQcana-paFkajA-aBUt //
   PNc_18.27 //	PNc_18.27 //
   nyañcacchikhābharaṇabhāsurapadmarāga- rocichaṭāghaṭitatatphaṇaratnakāntiḥ	nyaQcat-SiKA-ABaraNa-BAsura-padmarAga roci-CawA-Gawita-tad-PaNa-ratna-kAntiH
   rājanyamaulimaṇicumbitapādapīṭhas tasmai cakāra sa mahābhijanaḥ praṇāmam	rAjanya-mOli-maNi-cumbita-pAda-pIWaH tasmE cakAra sa mahA-aBijanaH praNAmam
   // PNc_18.28 //	// PNc_18.28 //
   pratyuptaratnam abhitaḥ pramadāvakīrṇaṃ muktvā catuṣkam uragendranideśitaṃ	pratyupta-ratnam aBitas pramadA-avakIrNam muktvA catuzkam uraga-indra-nideSitam
   sa /	sa /
   adhyāsta sādarajaratphaṇikalpitāśīs tanmadhyavartikanakāsanam unnatāṃsaḥ	aDyAsta sAdara-jarat-PaNi-kalpita-ASIH tad-maDya-varti-kanaka-Asanam unnata-aMsaH
   // PNc_18.29 //	// PNc_18.29 //
   vatsāṃ vrajanāya mameti śanair visṛjya nepathyanīlamaṇiveśmani ratnacūḍam	vatsAm vrajanAya mama-iti SanEs visRjya nepaTya-nIla-maNi-veSmani ratnacUxam
   tatrāsanadvayam adāpayad asya pārśve vidyādharādhipayaśobhaṭayoḥ	tatra-Asana-dvayam adApayat asya pArSve vidyADara-aDipa-yaSaH-BawayoH
   phaṇīndraḥ // PNc_18.30 //	PaNIndraH // PNc_18.30 //
   svarṇāsane svayam athācchaphaṇātapatra- ratnapradīpaśatajarjaritāndhakāraḥ	svarNa-Asane svayam aTa-acCa-PaNa-Atapatra ratna-pradIpa-Sata-jarjarita-anDakAraH
   lokatrayaikatilakasya sa nātidūre devasya dāritamahendraripor nyaṣīdat //	lokatraya-eka-tilakasya sa na-ati-dUre devasya dArita-mahA-indra-ripoH nyazIdat //
   PNc_18.31 //	PNc_18.31 //
   sthitvaikato yuvatimaṅgalagītim atra śṛṇvan sa vindhyataṭadṛṣṭacaraḥ	sTitvA-ekatas yuvati-maFgala-gItim atra SRNvan sa vinDya-tawa-dRzwa-caraH
   kuraṅgaḥ /	kuraFgaH /
   citre niveśita ivātha yaśobhaṭena smitvā savismayam asūcyata pārthivāya //	citre niveSitaH iva-aTa yaSaH-Bawena smitvA sa-vismayam asUcyata pArTivAya //
   PNc_18.32 //	PNc_18.32 //
   śaśiprabhādarśanam	SaSi-praBA-darSanam
   atrāntare pramadaloladṛśā nṛpeṇa dūrād adarśi phaṇirājasutābhiyāntī /	atra-antare pramada-lola-dRSA nRpeNa dUrAt adarSi PaNi-rAja-sutA-aBiyAntI /
   tanvī śirīśasumanaḥsukumāramūrtir devasya kārmukalateva manobhavasya //	tanvI SirISa-sumanaH-su-kumAra-mUrtiH devasya kArmuka-latA-iva manoBavasya //
   PNc_18.33 //	PNc_18.33 //
   jyotsnāsitāmbararucisnapitānanendur mātrācirodgatayavāṅkurakarṇapūram /	jyotsnA-sita-ambara-ruci-snapita-Anana-induH mAtrAcira-udgata-yava-aFkura-karNapUram /
   muktvojjvalaṃ lalitakautukakaṅkaṇaṃ ca veṣaṃ vivāhasamayocitam udvahantī	muktvA-ujjvalam lalita-kOtuka-kaFkaNam ca vezam vivAha-samaya-ucitam udvahantI
   // PNc_18.34 //	// PNc_18.34 //
   sakhyā kayāpi likhitaṃ madanānalaika- dhūmāvalīvalayasaṃśayam arpayantam /	saKyA kayA-api liKitam madana-anala-eka DUma-AvalI-valaya-saMSayam arpayantam /
   ekāntakāntam asitāgarupatrabhaṅgam ābibhratī lavalipāṇḍutale kapole //	ekAnta-kAntam asita-agaru-patra-BaFgam AbiBratI lavali-pANxu-tale kapole //
   PNc_18.35 //	PNc_18.35 //
   āttaprasādhanam anaṅgavilāsaveśma līlāvidhānam avadhir nayanotsavasya /	Atta-prasADanam anaFga-vilAsa-veSma lIlA-viDAnam avaDiH nayana-utsavasya /
   lāvaṇyasaṃvalitam aṅgakam udvahantī śṛṅgāradugdhajaladher adhidevateva //	lAvaNya-saMvalitam aFgakam udvahantI SRFgAra-dugDa-jalaDeH aDidevatA-iva //
