   Table of the Contents	Table of Te Contents
   BJ_25.12b/.mohas.tu.mṛtyu.samaye.anudita.aṃśa.tulyaḥ.sva.īśa.īkṣite.dvi.guṇitas.triguṇaḥ.śubhaiś.ca//(va.ti)	Bu-_25.12b/.moha-s.tu.-mRtyu.-samaye.anudita-.aMSa.-tulyaH.sva.ISa-.Ikzite.-dvi.guNita-s.triguNaH.SuBEH-.ca//(va.ti)
   BJ_25.13a/.dahana.jala.vimiśrair.bhasma.saṃkleda.śoṣair.nidhana.bhavana.saṃsthair.vyāla.vargair.viḍantaḥ/	BJ_25.13a/.da-hana.-jala.-vimiSrEH-.Basma.-saMkleda.-SozEH-.niDa-na.-Bavana.-saMsTEH-.vyAla.vargEH-.vixantaH/
   BJ_25.13b/.iti.śava.pariṇāmaś.cintanīyo.yathā.uktaḥ.pṛthuvi.racita.śāstrād.gaty.anūka.ādi.cintyam//(mālinī)	BJ_25.13b/.iti.-Sava.-pariNAma-S.cintanIyaH-.yaTA-.uktaH.-pRTu-vi.racita.SAstrAt-.gati-.anUka-.Adi-.cintya-m//(-mAlinI)
   BJ_25.14a/.gurur.uḍu.pati.śukrau.sūrya.bhaumau.yama.jñau.vibudha/pitṛ.tiraśco.nārakīyāṃś.ca.kuryuḥ/	BJ_25.14a/.guruH-.uxu.pati.-SukrO.-sUrya-.BOmO.ya-ma.jQO.-vibuDa/-pitR.tiraSco.nArakIyAMS.ca.kuryuH/
   BJ_25.14b/.dina.kara.śaśi.vīrya.adhiṣṭhitāt.try.aṃśa.nāthāt.pravara.sama.nikṛṣṭās.tuṅga.hrasād.anūke//(mālinī)	BJ_25.14b/.dina.kara.-SaSi.-vIrya-.aDizWita-at.tri-.aMSa.nATa-at.-pravara.-sama.nikRzwa-as.-tuFga.-hrasAt-.anUke//(mAlinI)
   BJ_25.15a/.gatir.api.ripu.randhra.try.aṃśapo.astasthito.vā.gurur.atha.ripu.kendra.cchidragaḥ.sva.ucca.saṃsthaḥ/	BJ_25.15a/.-gatiH-.api.ripu.ranDra.tri-.aMSapo.aH-tasTitaH-.vA.guruH-.aTa.ri-pu.ka-indra-.cCidra-gaH.-sva-.ucca.-saMsTaH/
   BJ_25.15b/.udayati.bhavane.antye.saumya.bhāge.ca.mokṣo.bhavati.yadi.balena.projjhitās.tatra.śeṣāḥ//(mālinī)E25	BJ_25.15b/.udayati.Bavane.antye.-sOmya.-BAgeH-ca.mokza-u.Bavati.yadi.balena.-projJita-as.tatra.SezAH//(-mAlinI)E25
   BJ_26.naṣṭajātaka	BJ_26.nazwa-jAtaka
   BJ_26.01a/.ādhāna.janma.aparibodha.kāle.sampṛcchato.janma.vaded.vilagnāt/	Bu-_26.01a/.ADAna.-janma.a-pariboDa-.-kAle.-sampRcCato.janma-.vadet-.vilagnAt-/
   BJ_26.01b/.pūrva.apara.ardhe.bhavanasya.vindyād.bhānāv.udag.dakṣiṇage.prasūtim//(indravajrā)	BJ_26.01b/.pUrva.apara.arDe.-Bavanasya.vindyAt-.BAnO=-.udag.-dakziNa-ge.prasUtim//(-indra-vajrA)
   BJ_26.02a/.lagna.tri.koṇeṣu.gurus.tri.bhāgair.vikalpya.varṣāṇi.vayo.anumānāt/	BJ_26.02a/.lagna.tri.koNa-izu.-guru-s.tri.BAgEH-.vikalpya.varzANi-.vayaH-.anumAnAt/
   BJ_26.02b/.grīṣmo.arka.lagne.kathitās.tu.śeṣair.anyāyanartāvṛtur.arka.cārāt//(upajātikā)	BJ_26.02b/.grIzmaH-.arka-.lagne.-kaTita-as.tu.SezEH-.anyAya-na-RtO=-RtuH-.arka-.ca-arAt//(upajAtikA)
   BJ_26.03a/.canra.jña.jīvāḥ.parivartanīyāḥ.śukra.āra.mandair.ayane.vilome/	BJ_26.03a/.can-ra.jQa-.jIvAH.parivartanIyAH.Sukra-.Ara.mandEH-.ayane.vilome/
   BJ_26.03b/.dreṣkāṇa.bhāge.prathame.tu.pūrvo.māso.anupātāc.ca.tithir.vikalpyaḥ//(indravajrā)	Bu-_26.03b/.dra-izkANa.-BAge.-praTame.tu.pUrvaH-.mAsaH-.anupAta-Ac.ca.tiTiH-.vikalpyaH//(indra-vajrA)
   BJ_26.04a/.atra.api.horā.paṭavo.dvija.indrāḥ.sūrya.aṃśa.tulyāṃ.tithim.uddiśanti/	BJ_26.04a/.atra-.api.ha-urA.-pawavaH-.-dvija-.indrAH.sUrya-.aMSa.-tulyAn.tiTim.uddiSanti/
   BJ_26.04b/.rātri.dyu.saṃjñeṣu.viloma.janma.bhāgaiś.ca.velāḥ.kramaśo.vikalpyāḥ//(indravajrā)	BJ_26.04b/.rAtri.dyu.-saMjQA-izu.-viloma.-janma.-BAga-ES.ca.-velAH.kramaSo.vikalpyAH-//(indra-vajrA)
   BJ_26.05a/.ke.cic.chaśa.aṅka.adhyuṣitān.nava.aṃśac.chuklā.anta.saṃjñaṃ.kathayanti.māsam/	BJ_26.05a/.ke.cic.-SaSa-.aFka-.aDyuzitAn-.nava.aMSa-c.Cukla-a.anta.-saMjQaM.kaTayanti.-mAsam/
   BJ_26.05b/.lagna.tri.koṇa.uttama.vīrya.yuktaṃ.samprocyate.aṅga.āla.bhana.ādibhir.vā//(indravajrā)	Bu-_26.05b/.lagna.-tri.koNa-.uttama.-vIrya.-yuktan.samprocyate.aFga-.Ala.Ba-na.a-AdiBiH-.vA//(indra-vajrA)
   BJ_26.06a/.yāvān.gataḥ.śīta.karo.vilagnāc.candrād.vadet.tāvati.janma.rāśiḥ/	Bu-_26.06a/.yAvAn.gataH.SIta.karo.-vilagna-ac.candrAt-.vadet.tAvati.janma.-rASiH/
   BJ_26.06b/.mīna.udaye.mīna.yugaṃ.pradiṣṭaṃ.bhakṣya.āhṛta.ākāra.rutaiś.ca.cintyam//(indravajrā)	BJ_26.06b/.mIna-.udaye.-mIna.-yugaM.pradizwan.Bakzya-.AhRta.a-AkAra-.ruta-ES.ca.cintyam-//(indra-vajrA)
   BJ_26.07a/.horā.nava.aṃśa.pratimaṃ.vilagnaṃ.lagnād.ravir.yāvati.ca.dṛkāṇe/	Bu-_26.07a/.ha-urA.nava-.aMSa.-pratimaM.vilagnaM.lagnAt-.ravir.yAvati.ca.dRkANe/
   BJ_26.07b/.tasmād.vadet.tāvati.vā.vilagnaṃ.praṣṭuḥ.prasūtāv.iti.śāstram.āha//(indravajrā)	BJ_26.07b/.tasmAt-.vat-et.tO=-ati.vA.-vilagnaM.prazwuH-.prasUta-a=-.iti.SAstram.Aha//(indra-vajrA)
   BJ_26.08a/.janma.ādiśel.lagnage.vīryage.vā.chāyā.aṅgula.ghner.kahate.avaśiṣṭam/	BJ_26.08a/.janma.Adi-Sel.-lagna-ge.-vIrya-ge.vA.-CAyA-.aFgula.-GneH-.kahate.avaSizwam/
   BJ_26.08b/.āsīna.supta.utthita.tiṣṭhata.ābhaṃ.jāyā.sukha.ājña.udayagaṃ.pradiṣṭam//(indravajrā)	BJ_26.08b/.AsIna.-supta-.utTita.-tizWata-.ABaM.jAyA.-suKa-.AjQa.udaya-gaM.pradizwam//(-indra-vajrA)
   BJ_26.09a/.go.siṃhau.jituma.aṣṭamau.kriya.tule.kanyā.mṛgau.ca.kramāt.saṃvargyo.daśaka.aṣṭa.sapta.viṣayaiḥ.śeṣāḥ.sva.saṃkhyā.guṇāḥ/	BJ_26.09a/.go.-siMhO.jitum-a.azwa-mO.kriya.tule.-kanyA.-mRgO.-ca.kra-mAt.-saMvargya-u.daSaka-.azwa.sapta.-vizayEH.SezAH.sva.-saMKyA-.-guNAH/
   BJ_26.09b/.jīva.āra.āsphuji.daindavāḥ.prathamavac.cheṣā.grahāḥ.saumyavad.rāśīnaṃ.niyato.vidhir.graha.yutaiḥ.kāryā.ca.tad.vargaṇā//(śā.vi)	BJ_26.09b/.jIva-.Ara.A-sPuji.-dEndavAH.praTama-vac.-SezA.-grahAH.-sOmya-vad.rASI-naM.niyato.-viDiH-.graha.-yutEH.kAryA.-ca.tad.vargaNA//(SA.
   BJ_26.10a/.sapta.āhataṃ.tri.ghana.bhājita.śeṣam.ṛkṣaṃ.dattvā.atha.vā.nava.viśodhya.na.vā.atha.vā.asmāt/	Bu-_26.10a/.sapta.A-hataM.tri.Gana.BAjita.-Sezam-.RkzaM.dattvA.aTa-.vA.-nava.-viSoDya.na.vA.aTa-.vA.-asmAt-/
   BJ_26.10b/.evaṃ.kalatra.sahaja.ātmaja.śatru.bhebhyaḥ.praṣṭur.vaded.udaya.rāśi.vaśena.teṣām//(va.ti)	BJ_26.10b/.evan.kalatra.-sahaja.A-Atmaja.-Satru.BeByaH.prazwuH-.vadet-.udaya.rASi.vaSena.-tezAm-//(va.ti)
   BJ_26.11a/.varṣa.ṛtu.māsa.tithayo.dyu.niśaṃ.hy.ūḍūni.vela.udaye.ṛkṣa.nava.bhāga.vikalpanāḥ.syuḥ/	BJ_26.11a/.-varza-.Rtu.mAsa.tiTa-yo.dyu.niSaM.hi-.UxU-ni.vela-.udaye.Rkza.-nava.-BAga.-vikalpanAH.syuH/
   BJ_26.11b/.bhūyo.daśa.ādi.guṇitāḥ.sva.vikalpa.bhaktā.varṣa.ādayo.navaka.dāna.viśodhanābhyām//(va.ti)	BJ_26.11b/.BUyo.daSa.a-Adi.guNitAH.-sva-.vikalpa.-BaktA.-varza-.Adayo.navaka.dAna.-viSoDanAByAm-//(va.ti)
   BJ_26.12a/.vijñeyā.daśakeṣv.abdā.ṛtu.māsās.tathaiva.ca/	Bu-_26.12a/.vijQeyA.-daSakezu-.abdA.Rtu.mAsAs.-taTA-eva.-ca/
   BJ_26.12b/.aṣṭakeṣv.api.māsād.ardhās.tithayaś.ca.tathā.smṛtāḥ//(anuṣṭubh)	BJ_26.12b/.azwakezu-.api-.mAsAt-.arDA-s.tiTayaS.ca.-taTA.-smRtAH-//(anuzwuB)
   BJ_26.13a/.divā.rātri.prasūtiṃ.ca.nakṣatra.ānayanaṃ.tathā/	Bu-_26.13a/.di-vA.rAtri.-prasUtiM.ca.-nakzatra-.Anayanan=-taTA/
   BJ_26.13b/.saptakaṣv.api.vargeṣu.nityam.eva.upalakṣayet//(anuṣṭubh)	BJ_26.13b/.saptakazu-.api.varga-izu.-nityam-.eva.-upalakzayet//(anuzwuB)
   BJ_26.14a/.velām.atha.vilagnaṃ.ca.horām.aṃśakam.eva.ca/	BJ_26.14a/.velA-m-.aTa.-vilagnan.ca.-horAm.aMSakam-.eva.ca/
   BJ_26.14b/.pañcakeṣu.vijānīyān.naṣṭa.jātaka.siddhaye//(anuṣṭubh)	BJ_26.14b/.paQcaka-izu.-vijAnIyAn-.nazwa.jAtaka.sidDaye//(anuzwuB)
   BJ_26.15a/.saṃskāra.nāma.mātrā.dvi.guṇā.chāyā.aṅgulaiḥ.samāyuktāḥ/	BJ_26.15a/.-saMskAra.-nAma.-mAtrA.-dvi.guNA.-CAyA-.aFgulEH.samAyuktAH/
   BJ_26.15b/.śeṣaṃ.tri.navaka.bhaktān.nakṣatraṃ.tad.dhaniṣṭḥā.ādi//(āryā)	Bu-_26.15b/.SezaM.tri.nava-ka.BaktAn-.nakzatraM.tad.DanizwHA.Adi-//(AryA)
   BJ_26.16a/.dvi.tri.catur.daśa.daśa.tithi.sapta.tri.guṇā.nava.aṣṭa.ca.indra.ādyāḥ/	BJ_26.16a/.dvi.tri.catur.daSa.daSa.tiTi.-sapta.tri.guNA.nava-.azwa.ca.indra.a-AdyAH/
   BJ_26.16b/.pañca.daśaghnās.tad.diṅ.mukha.anvitā.bha.dhaniṣṭhā.ādi//(āryā)	BJ_26.16b/.paQca.-daSa-GnAs.-tad.-diF.-muKa-.anvitA.Ba.Da-nizWA.Adi-//(AryA)
   BJ_26.17a/.iti.naṣṭa.jātakam.idaṃ.bahu.prakāraṃ.mayā.vinirdiṣṭam/	Bu-_26.17a/.iti.nazwa-.jAta-kam.idaM.bahu.-prakAraM.mayA.-vinirdizwam/
   BJ_26.17b/.grāhyam.ataḥ.sac.chiṣyaiḥ.parīkṣya.yantād.yathā.bhavati//(āryā)E26	BJ_26.17b/.grAhyam.atas-.-sac.-SizyEH.parIkzya.yantAt-.yaTA.Bavati//(AryA)E26
   BJ_27.dreṣkāṇa.sva.rūpa	Bu-_27.dra-IzkANa.-sva.-rUpa
   BJ_27.01a/.kaṭyāṃ.sita.vastra.veṣṭitaḥ.kṛṣṇaḥ.śakta.iva.abhirakṣitum/	Bu-_27.01a/.kawyAM.sita-.vastra.vezwitaH.-kRzNaH.Sakta-.iva-.aBirakzitum/
   BJ_27.01b/.raudraḥ.paraśuṃ.samudyataṃ.dhatte.rakta.vilocanaḥ.pumān//(vaitālīyā)	Bu-_27.01b/.rOdraH.para-SuM.sam-udyataM.Datte.-rakta.-vilocanaH.pumAn-//(-vEtAlIyA)
   BJ_27.02a/.raktam.ambarā.bhūṣaṇa.bhakṣya.cintā.kumbha.ākṛtir.vāji.mukhī.tṛṣa.ārtā/	BJ_27.02a/.-raktam-.ambarA.-BUzaNa.-Bakzya.-cintA.-kumBa.a-AkRtiH-.vAji.-muKI.-tRza.ArtA/
   BJ_27.02b/.ekena.pādena.ca.meṣa.madhye.dreṣkāṇa.rūpaṃ.yavana.upadiṣṭam//(indravajrā)	Bu-_27.02b/.ekena.pAdena.ca.-meza.-maDye.drezkANa-.rUpaM.ya-vana.upadizwam-//(indra-vajrA)
   BJ_27.03a/.krūraḥ.kalājñaḥ.kapilaḥ.kriyā.arthī.bhagna.vrato.abhyudya.tad.aṇḍa.hastaḥ/	Bu-_27.03a-/.krUraH.kalA-jQaH.-kapilaH.-kriyA.arTI.-Bagna-.vrataH-.aByudya.-tad.aNxa.-hastaH/
   BJ_27.03b/.raktāni.vastrāṇi.bibharti.caṇḍo.meṣe.tṛtīyaḥ.kathitas.tri.bhāgaḥ//(indravajrā)	Bu-_27.03b/.-raktA-ni.vastra-aNi.biBarti.caNxo.meze.-tRtIyaH.-kaTita-s.tri.BAgaH//(indra-vajrA)
   BJ_27.04a/.kuñcita.lūna.kacā.ghaṭa.dehā.dagdha.paṭā.tṛṣita.āśana.cittā/	Bu-_27.04a/.kuQcita.lUna.kacA.-Gawa.-dehA.-dagDa.-pawA.-tRzita-.ASana.-cittA/
   BJ_27.04b/.ābharaṇāny.abhivāñchati.nārī.rūpam.idaṃ.vṛṣa.bhe.prathamasya//(dodhaka)	BJ_27.04b/.a-ABaraNAni-.aBivAn-Sati.nArI.-rUpam-.idaM.-vRza.Be.-praTamasya//(doDaka)
   BJ_27.05a/.kṣetra.dhānya.gṛha.dhenu.kalājño.lāṅgale.sa.śakaṭe.kuśalaś.ca/	BJ_27.05a/.kzetra.-DAnya.-gRha.Denu.-kalA-AjQo.lAFgale.-sa.Sa-kawe.-kuSala-S.ca/
   BJ_27.05b/.skandham.udvahati.go.pati.tulyaṃ.kṣut.paro.aja.vadano.mala.vāsā//(svāgatā)	BJ_27.05b/.skanDam-.udvahati.go.pati.-tulyaM.kzut.-paraH-.aja.-vadano.mala.-vAsa-a//(su-AgatA)
   BJ_27.06a/.dvipa.sama.kāyaḥ.pāṇḍura.daṃṣṭraḥ.śarabha.sama.aṅghriḥ.piṅgala.mūrtiḥ/	Bu-_27.06a/.dvipa.-sama.kAyaH.-pANxura.-daMzwraH.SaraBa.-sama-.aFGriH.piFgala.-mUrtiH/
   BJ_27.06b/.avi.mṛga.lobha.vyākula.citto.vṛṣabha.vanasya.prānta.gato.ayam//(dodhaka)	BJ_27.06b/.a-vi.-mRga.-loBa.-vyAkula.-cittaH-.-vRza-Ba.vanasya.-prAnta.-gataH-.ayam-//(doDaka)
   BJ_27.07a/.sūcya.āśrayaṃ.samabhivāñchati.karma.nārī.rūpa.anvita.ābharaṇa.kārya.kṛta.ādarā.ca/	Bu-_27.07a/.-sUcya.a-ASrayaM.samaBivAn-Cati.-karma.nArI.-rUpa.anvita-.ABaraNa.kArya.-kRta-.AdarA.ca/
   BJ_27.07b/.hīna.prajā.ucchrita.bhuja.ṛtu.matī.tri.bhāgam.ādyaṃ.tṛtīya.bhavanasya.vadanti.tajjñāḥ//(va.ti)	Bu-_27.07b/.hIna.-prajA.ucCrita.Buja-.Rtu.matI.-tri.BAgam.AdyaM.tRtIya.-Bavanasya.vat-anti.tad-jQAH//(va.ti)
   BJ_27.08a/.udyāna.saṃsthaḥ.kavacī.dhanuṣmāñ.chūro.astra.dhārī.garuḍa.ānānāś.ca/	Bu-_27.08a/.udyAna.-saMsTaH.-kavacI.-DanuzmAQ.-SUro.astra.-DArI-.-garuxa-.AnAn-AS.ca/
   BJ_27.08b/.krīḍā.ātmaja.alaṃkaraṇa.artha.cintāṃ.karoti.madhye.mithunasya.rāśeḥ//(upajātikā)	Bu-_27.08b/.krIxA.Atmaja.alaMkaraNa-.arTa.-cintAM.karoti.maDye.miTunasya.rASeH//(upajAtikA)
   BJ_27.09a/.bhūṣito.varuṇavad.bahu.ratno.baddha.tūṇa.kavacaḥ.sa.dhanuṣkaḥ/	BJ_27.09a/.BUzitaH-.varuNa-vat-.bahu-.ratna-u.-badDa.-tUNa.kavacaH.-sa.DanuzkaH/
   BJ_27.09b/.nṛtta.vādita.kalāsu.ca.vidvān.kāvya.kṛn.mithuna.rāśy.avasāne//(svāgatā)	BJ_27.09b/.nRtta.-vAdita.kalA-su.-ca.-vidvAn.kA-vya.kRn.miTuna.-rASi-.avasA-ane//(svAgatA)
   BJ_27.10a/.patra.mūla.phala.bhṛd.dvipa.kāyaḥ.kānane.malayagaḥ.śarabha.aṅghriḥ/	BJ_27.10a/.patra.-mUla.-Pala.-BRt-.dvipa.kAyaH.-ka-Anane.malaya-gaH.SaraBa.aFGriH/
   BJ_27.10b/.kroḍa.tulya.vadano.haya.kaṇṭhaḥ.karkaṭe.prathama.rūpam.uśanti//(svāgatā)	BJ_27.10b/.kroxa.-tulya-.vadano.-haya.-kaNWaH.karkawe.-praTama.-rUpam.uSanti//(svAgatA)
   BJ_27.11a/.padma.arcitā.mūrdhani.bhogi.yuktā.strī.karka.śāraṇya.gatā.virauti/	Bu-_27.11a/.-padma-.arcitA.-mUrDa-ni.BaH-gi.-yuktA.-strI.karka.Sa-araNya.-gatA.-virOti/
   BJ_27.11b/.śākhāṃ.palāśasya.samāśritā.ca.madhye.sthitā.karkaṭakasya.rāśeḥ//(indravajrā)	BJ_27.11b/.SAKAM.palASasya.-samASritA.-ca.-maDye.-sTitA.-karkawakasya.rASeH//(indra-vajrA)
   BJ_27.12a/.bhāryā.ābharaṇa.artham.arṇavaṃ.naustho.gacchati.sarpa.veṣṭitaḥ/	BJ_27.12a/.BAryA.ABaraNa-.arTam-.arNa-vaM.nOsTaH-.gacCati.sarpa.vezwitaH/
   BJ_27.12b/.haimaiś.ca.yuto.vibhūṣaṇaiś.cipiṭa.āsya.aṅtya.gataś.ca.karkaṭe//(vaitālīya)	BJ_27.12b/.hEma-eS.ca.-yuto.-viBUzaNa-ES.cipiwa-.Asya-.aFtya.-gata-S.ca.karkawe//(vEtAlIya)
   BJ_27.13a/.śālmaler.upari.gṛdhra.jambukau.śvā.naraś.ca.malinā.ambara.anvitaḥ/	BJ_27.13a/.-SAlmaler.upari.gRDra.-jambukO.SvA.-nara-S.ca.-malinA.ambara-.anvitaH/
   BJ_27.13b/.rauti.mātṛ.pitr.viparyojitaḥ.siṃha.rūpam.idam.ādyam.ucyate//(rathoddhatā)	BJ_27.13b/.rOti.-mAtR.-pitr.-viparyojitaH.-siMha.-rUpam-.idam-.Adyam-.ucyate//(raTa-udDatA)
   BJ_27.14a/.haya.ākṛtiḥ.pāṇḍura.mālya.śekharo.bibharti.kṛṣṇa.ajina.kambalaṃ.naraḥ/	Bu-_27.14a/.haya.a-AkRtiH.pANxura.-mAlya.-SeKara-u.biBarti.kRzNa-.ajina.-kambalaM.naraH/
   BJ_27.14b/.durāsadaḥ.siṃha.iva.atta.kārmuko.nata.agra.nāso.mṛga.rāja.madhyamaḥ//(vaṃśastha)	BJ_27.14b/.durAsadaH.-siMha-.iva-.atta.-kArmukaH-.nata.agra.-nAso.mRga.rAja.-maDyamaH//(vaMSa-sTa)
   BJ_27.15a/.ṛkṣa.ānano.vānara.tulya.ceṣṭo.bibharti.daṇḍaṃ.phalam.āmiṣaṃ.ca/	Bu-_27.15a/.Rkza.AnanaH-.vAnara.-tulya.-cezwA-u.biBarti.daNxaM.Palam-.AmizaM.ca/
   BJ_27.15b/.kūrcī.manuṣyaḥ.kuṭilaiś.ca.keśair.mṛga.īśvarasya.antya.gatas.tri.bhāgaḥ//(upajātikā)	BJ_27.15b/.kUrcI.-manuzya-H.kuwila-ES.ca.keSEH-.-mRga.ISvarasya.antya.-gata-s.tri.-BAgaH//(upajAtikA)
   BJ_27.16a/.puṣpa.prapūrṇena.ghaṭena.kanyā.mala.pradigdha.ambara.saṃvṛta.aṅgī/	Bu-_27.16a/.-puzpa.-prapUrNena.-Gawena.-kanyA.mala.-pradigDa-.ambara.-saMvRta-.aFgI/
   BJ_27.16b/.vastra.artha.saṃyogam.abhīṣṭamānā.guroḥ.kulaṃ.vāñchati.kanyāka.ādyaḥ//(upajātikā)	Bu-_27.16b/.vastra-.arTa.-saMyogam.aBIzwamAnA.-guroH.kulaM.vAn-Sati.kanyAka.AdyaH//(upajAtikA)
   BJ_27.17a/.puruṣaḥ.pragṛhīta.lekhaniḥ.śyāmo.vastra.śirā.vyāyaya.kṛt/	BJ_27.17a/.puruzaH.pragRhIta-.leKa-niH.SyAmaH-.vastra.-SirA.-vyAyaya.-kRt/
   BJ_27.17b/.vipulaṃ.ca.bibharti.kārmukaṃ.roma.vyāpta.tanuś.ca.madhyamaḥ//(vaitālīya)	Bu-_27.17b/.-vipulan.ca.biBarti.kArmukaM.roma.vyApta.tanu-S.ca.-maDyamaH//(vEtAlIya)
   BJ_27.18a/.gaurī.sudhauta.agra.dukūla.guptā.samucchritā.kumbha.kaṭac.chuhastā/	BJ_27.18a/.gOrI.-su-DOta.agra.dukUla.guptA.-samucCritA.-kumBa.-kawac.-CuhastA/
   BJ_27.18b/.deva.ālayaṃ.strī.prayatā.pravṛttā.vadanti.kanyā.antya.gatas.tri.bhāgaḥ//(upajātikā)	BJ_27.18b/.deva.AlayaM=-strI.-prayatA.-pravRtta-a.-vadanti.-kanyA.antya.-gata-s.tri.-BAgaH//(upajAtikA)
   BJ_27.19a/.vīthy.antara.apaṇa.gataḥ.puruṣas.tulāvān.unmāna.māna.kuśalaḥ.pratimāna.hastaḥ/	BJ_27.19a/.vITy.antara-.apaNa.-gataH.-puruza-s.tulAvAn-.unmAna.-mAna.-kuSalaH.-pratimAna.-hastaH/
   BJ_27.19b/.bha.aṇḍaṃ.vicintayati.tasya.ca.mūlyam.etad.rūpaṃ.vadanti.yavanāḥ.prathamaṃ.tulāyāḥ//(va.ti)	BJ_27.19b/.Ba.aNxan.vicintayati.tasya.ca.-mUlyam-.etat-.rUpaM.vat-anti.yavanAH.praTaman.tulAyAH//(va.ti)
   BJ_27.20a/.kalaśaṃ.parigṛhya.viniṣpatituṃ.samabhīpsati.gṛdhra.mukhaḥ.puruṣaḥ/	Bu-_27.20a/.kalaSaM.-parigRhya.-vinizpatituM.samaBIpsati.-gRDra.-muKaH.puruzaH/
   BJ_27.20b/.kṣudhitas.tṛṣitaś	BJ_27.20b/.kzuDita-s.tRzitaH-
   ca.kalatra.sutān.manasā.iti.tulā.dhara.madhya.gataḥ//(troṭaka)	ca.kalatra.-sutAn.manasA-a.iti.-tulA.-Dara.-maDya.-gataH//(trowaka)
   BJ_27.21a/.vibhīṣayaṃs.tiṣṭhati.ratna.citrito.vane.mṛgān.kāñcana.tūṇa.varma.bhṛt/	Bu-_27.21a/.viBIzayaMs.-tizWati.ratna.citrito.-vane.-mRgAn.kAQcana.tUNa.varma.BRt/
   BJ_27.21b/.phala.āmiṣaṃ.vānara.rūpabhṛn.naras.tulā.vasāne.yavanair.udāhṛtaḥ//(vaṃśastha)	BJ_27.21b/.Pala-.AmizaM.vAnara-.-rUpa-BRn.naras.-tulA-a.vasAne.yavanEH-.udAhRtaH//(vaMSa-sTa)
   BJ_27.22a/.vastrair.vihīna.ābharaṇaiś.ca.nārī.mahā.samudrāt.samupaiti.kūlam/	BJ_27.22a/.vastrEH-.vihIna-.a-ABaraNa-ES.ca.nArI.-mahA.-samudrAt.-samupEti.-kUlam/
   BJ_27.22b/.sthāna.cyutā.sarpa.nibaddha.pādā.manoramā.vṛścika.rāśi.pūrvaḥ//(upajātikā)	BJ_27.22b/.sTAna.cyutA.-sarpa.-nibadDa.pAdA.-manoramA.-vRScika-.rASi.-pUrvaH//(upajAtikA)
   BJ_27.23a/.sthāna.sukhāny.abhivāñchati.nārī.bha.ṛtu.kṛte.bhujaga.āvṛta.dehā/	BJ_27.23a/.sTAna.-suKAni-.aBivAn-Cati.-nArI.-Ba.Rtu.kRte.-Buja-ga.AvRta.-dehA/
   BJ_27.23b/.kacchapa.kumbha.sa.māna.śarīrā.vṛścika.madhyama.rūpam.uśanti//(dodhaka)	BJ_27.23b/.kacCapa.-kumBa.sa.mAna.-SarIrA.-vRScika.maDyama.rUpam.uSanti//(doDaka)
   BJ_27.24a/.pṛthula.cipiṭa.kūrma.tulya.vakraḥ.śva.mṛga.varāha.sṛgāla.bhīṣakārī/	Bu-_27.24a/.-pRTula.cipiwa.-kUrma.-tulya-.-vakraH.Sva.-mRga.varAha.-sRgAla.-BIza-kArI/
   BJ_27.24b/.avati.ca.malayākara.pradeśaṃ.mṛga.patir.antya.gatasya.vṛścikasya//(puṣpitāgrā)	BJ_27.24b/.avati.ca.malayA-kara.-pradeSan.mRga.patiH-.antya.-gatasya.vRScikasya//(-puzpita-agrA)
   BJ_27.25a/.manuṣya.vakro.aśva.sa.māna.kāyo.dhanur.vigṛhya.āyatam.āśramasthaḥ/	BJ_27.25a/.-manuzya-.vakraH-.aSva.-sa.mAna.kAya-u.DanuH-.vigRhya-.Ayatam-.ASrama-sTaH/
   BJ_27.25b/.kratu.upayojyāni.tapasvinaś.ca.rarakṣa.ādyo.dhanuṣas.tri.bhāgaḥ//(indravajrā)	BJ_27.25b/.kratu.-upayojyA-ni.tapasvina-S.ca.ra-rakza.AdyaH-.-Danuzas.tri.BAgaH//(indra-vajrA)
   BJ_27.26a/.manoramā.campaka.hema.varṇā.bhadra.āsane.tiṣṭhati.madhya.rūpā/	BJ_27.26a/.-manoramA.-campaka.hema-.varNA.-Badra.AsaneH-tizWati.-maDya.-rUpA/
   BJ_27.26b/.samudra.ratnāni.vighaṭṭayantī.madhya.tri.bhāgo.dhanuṣaḥ.pradiṣṭaḥ//(upajātikā)	Bu-_27.26b/.-samudra.-ratnAni.-viGawwayantI.-maDya.-tri.BAgaH-.-DanuzaH.pradizwaH//(upajAtikA)
   BJ_27.27a/.kūrcī.naro.hāṭaka.campaka.ābho.vara.āsane.daṇḍa.dharo.niṣaṇṇaḥ/	BJ_27.27a/.kUrcI.-naro.hAwaka.campaka-.ABaH-.-vara.Asane.daNxa.-Daro.-nizaNNaH/
   BJ_27.27b/.kauśeyakāny.udvahate.ajinaṃ.ca.tṛtīya.rūpaṃ.navamasya.rāśeḥ//(upajātikā)	BJ_27.27b/.kOSeyakAni-.udvahate.ajinaM.ca.tRtIya.-rUpaM.navamasya-.rASeH//(upajAtikA)
   BJ_27.28a/.roma.cito.makara.upama.daṃṣṭraḥ.sūkaraka.āyasa.māna.śarīraḥ/	Bu-_27.28a/.roma.citaH-.makara.upama.daMzwraH.-sUkaraka-.Ayasa.-mAna.-SarIraH/
