   akṣarā kuṭajā tathā YRps_9.7b	akzarA kuwajA taTA YRpH-_9.7b
   viśoṣya cātape khare YRps_11.79d	viSozya ca-Atape Kare YRpH-_11.79d
   viṣakharparakena ca YRps_2.30b	viza-Karparakena ca YRpH-_2.30b
   viṣakharparikāvantī YRps_9.33c	viza-KarparikAvantI YRpH-_9.33c
   viṣaghnaṃ śleṣmanāśanam YRps_6.63d	viza-Gnam Slezma-nASanam YRpH-_6.63d
   viṣamūṣodare dhṛtvā YRps_2.32a	viza-mUzA-udare DRtvA YRpH-_2.32a
   viṣayuktaṃ praḍhālitam YRps_4.80d	viza-yuktam praXAlitam YRpH-_4.80d
   viṣavanmārayennaram YRps_1.159d	viza-vat-mArayet-naram YRpH-_1.159d
   viṣaśamyākātiviṣā- YRps_4.47a	viza-SamyAka-ativizA YRpH-_4.47a
   viṣahā rasaśoṣaṇaḥ YRps_6.37b	vizahAH rasa-SozaNaH YRpH-_6.37b
   viṣahṛd gudaśūlanut YRps_5.74b	viza-hRt guda-SUla-nud YRpH-_5.74b
   viṣaṃ kaṃkuṣṭhajaṃ jayet YRps_6.60d	vizam kaMkuzWa-jam jayet YRpH-_6.60d
   viṣaṃ ca daradaścaiva YRps_1.135a	vizam ca daradaH-ca-eva YRpH-_1.135a
   viṣaṃ hālāhalaṃ pītaṃ YRps_5.10a	vizam hAlAhalam pItam YRpH-_5.10a
   viṣāṇikā cāśvagandhā YRps_9.23c	vizANikA ca-aSvaganDA YRpH-_9.23c
   viṣeṇa sahitaṃ yasmāt YRps_5.73a	vizeNa sahitam yasmAt YRpH-_5.73a
   visarpakaṇḍukuṣṭhasya YRps_6.36c	visarpa-kaNxu-kuzWasya YRpH-_6.36c
   vistareṇa tathā kuryān YRps_1.38c	vistareNa taTA kuryAn YRpH-_1.38c
   vistareṇa mayādhunā YRps_1.158d	vistareNa mayA-aDunA YRpH-_1.158d
   vistīrṇaṃ ca suvṛttaṃ hi YRps_1.16c	vistIrNam ca su-vRttam hi YRpH-_1.16c
   viṃdhyācale bhavedaśmā YRps_4.61a	viMDya-acale Bavet-aSmA YRpH-_4.61a
   viṃśatiśleṣmajāṃścaiva YRps_4.103c	viMSati-Slezma-jAn=-ca-eva YRpH-_4.103c
   viṃśatpuṭena tattāraṃ YRps_4.32a	viMSat-puwena tat-tAram YRpH-_4.32a
   viṃśatyupalakaiścaiva YRps_6.34c	viMSati-upalakEH-ca-eva YRpH-_6.34c
   viṃśadvārān saṃpuṭecca prayatnād YRps_7.34c	viMSat-vArAn saMpuwet-ca prayatnAt YRpH-_7.34c
   vīryavānapi jāyate YRps_1.65f	vIryavAn-api jAyate YRpH-_1.65f
   vīryastambhakaraḥ sadā YRps_2.11*b	vIrya-stamBa-karaH sadA YRpH-_2.11*b
   vīryastaṃbhakaraḥ param YRps_2.17d	vIrya-staMBa-karaH param YRpH-_2.17d
   vīryastaṃbhakaro 'pyayam YRps_2.91d	vIrya-staMBa-karaH api-ayam YRpH-_2.91d
   vīryastaṃbhavivṛddhikṛtparamidaṃ kṛcchrādirogāpaham YRps_5.27b	vIrya-staMBa-vivRdDi-kRt-param-idam kRcCra-Adi-roga-apaham YRpH-_5.27b
   vīryastaṃbhaṃ karotyugraṃ YRps_13.5a	vIrya-staMBam karoti-ugram YRpH-_13.5a
   vīryasya vṛddhiṃ jaṭharāgnivṛddhiṃ YRps_12.16a	vIryasya vRdDim jaWara-agni-vRdDim YRpH-_12.16a
   vīryaṃ dardurasaṃbhavam YRps_13.11b	vIryam dardura-saMBavam YRpH-_13.11b
   vīryaṃ vaṃgaṃ stambhayati YRps_2.34a	vIryam vaMgam stamBayati YRpH-_2.34a
   vīryoṣṇā dīpanī matā YRps_6.72d	vIrya-uzNA dIpanI matAH YRpH-_6.72d
   vṛttaṃ khyātaṃ mauktikaṃ toyabhāsam YRps_7.8b	vRttam KyAtam mOktikam toya-BAsam YRpH-_7.8b
   vṛttaṃ dīrghaṃ nirvraṇaṃ cāpyadīrgham YRps_7.11b	vRttam dIrGam nirvraNam ca-api-adIrGam YRpH-_7.11b
   vṛddhaścaiva rasottamaḥ YRps_1.117d	vRdDaH-ca-eva rasottamaH YRpH-_1.117d
   vṛddhiśvasanakāsaghnaṃ YRps_4.56c	vRdDi-Svasana-kAsa-Gnam YRpH-_4.56c
   vṛntākākāramūṣāyāṃ YRps_10.21a	vRntAka-AkAra-mUzAyAm YRpH-_10.21a
   vṛścikālī guḍūcī ca YRps_9.20c	vRScikAlI guxUcI ca YRpH-_9.20c
   vṛścikālīrase ghṛṣṭā YRps_11.62a	vRScikAlI-rase GRzwA YRpH-_11.62a
   vṛścikālyā pramardayet YRps_11.66d	vRScikAlyA pramardayet YRpH-_11.66d
   vṛṣāmatsyādanībhyāṃ ca YRps_5.23c	vRzA-matsyAdanIByAm ca YRpH-_5.23c
   vṛṣyaḥ pittānilaharo YRps_5.101a	vRzyaH pitta-anila-haraH YRpH-_5.101a
   vṛṣyaḥ prāṇapradaḥ sadā YRps_5.62b	vRzyaH prANa-pradaH sadA YRpH-_5.62b
   vṛṣyā doṣaharī netryā YRps_6.73a	vRzyA doza-harI netryA YRpH-_6.73a
   vṛṣyo'nilaviṣāpahaḥ YRps_5.56d	vRzyaH-anila-viza-apahaH YRpH-_5.56d
   vṛṃtākaphalasannibhām YRps_5.125b	vRMtAka-Pala-sanniBAm YRpH-_5.125b
   vegaprado vīryakartā YRps_5.62c	vega-pradaH vIrya-kartA YRpH-_5.62c
   vetrayaṣṭyā ca rāgiṇyā YRps_11.6a	vetra-yazwyA ca rAgiNyAH YRpH-_11.6a
   vedavarṇāstu saṃgharṣād YRps_11.50e	veda-varNAH-tu saMGarzAt YRpH-_11.50e
   vedhakarma ca raṃjanam YRps_1.25b	veDa-karma ca raMjanam YRpH-_1.25b
   vedhajño jāyate naraḥ YRps_1.139d	veDa-jQaH jAyate naraH YRpH-_1.139d
   vedhate kuntavedhaḥ syād YRps_1.147c	veDate kuntaveDaH syAt YRpH-_1.147c
   vedhate śatavedhena YRps_2.42c	veDate Sata-veDena YRpH-_2.42c
   vedhayecchulbakaṃ śubham YRps_11.126d	veDayet-Sulbakam SuBam YRpH-_11.126d
   vedhayecchulbatārake YRps_11.20d	veDayet-Sulba-tArake YRpH-_11.20d
   vedhavṛddheśca kāraṇam YRps_1.120b	veDa-vRdDeH-ca kAraNam YRpH-_1.120b
   vedhaṃ kuryānna saṃśayaḥ YRps_11.104d	veDam kuryAt-na saMSayaH YRpH-_11.104d
   veṣṭayettadanaṃtaram YRps_2.77d	vezwayet-tat-anaMtaram YRpH-_2.77d
   veṣṭitaṃ narakeśena YRps_11.74c	vezwitam nara-keSena YRpH-_11.74c
   veṣṭitā mṛṇmayenātha YRps_10.31a	vezwitAH mRNmayena-aTa YRpH-_10.31a
   veṣṭitāṃ dhārayettataḥ YRps_4.82b	vezwitAm DArayet-tatas YRpH-_4.82b
   veṣṭitāṃ pūrvakalkena YRps_11.59a	vezwitAm pUrva-kalkena YRpH-_11.59a
   vaikrāṃtakāṃtatriphalā- YRps_5.114a	vEkrAMta-kAMta-triPalA YRpH-_5.114a
   vaikrāṃtabhasmātra tathāṣṭabhāgakaṃ YRps_7.39c	vEkrAMta-Basma-atra taTA-azwa-BAgakam YRpH-_7.39c
   vaikrāṃtaścāṣṭadhā smṛtaḥ YRps_5.60d	vEkrAMtaH-ca-azwaDA smRtaH YRpH-_5.60d
   vaikrāṃtaṃ vimalaṃ tathā YRps_5.2b	vEkrAMtam vimalam taTA YRpH-_5.2b
   vaikrāṃtaḥ śudhyati dhruvam YRps_5.61b	vEkrAMtaH SuDyati Druvam YRpH-_5.61b
   vaikrāṃto rasabandhakaḥ YRps_5.63d	vEkrAMtaH rasa-banDakaH YRpH-_5.63d
   vaiḍūryaṃ ca krameṇa hi YRps_7.1d	vExUryam ca krameNa hi YRpH-_7.1d
   vaiḍūryaṃ ceduttamākvāthayuktaṃ YRps_7.56c	vExUryam ced-uttamA-kvATa-yuktam YRpH-_7.56c
   vaidyānāmupajīvanāya viduṣām udveganāśāya vai YRps_13.17b	vEdyAnAm-upajIvanAya viduzAm udvega-nASAya vE YRpH-_13.17b
   vyaktaṃ hi rasacukreṇa YRps_1.74a	vyaktam hi rasa-cukreNa YRpH-_1.74a
   vyatyāsādvai naiva dattaṃ phalaṃ tad YRps_7.25c	vyatyAsAt-vE na-eva dattam Palam tat YRpH-_7.25c
   vyāpakatvaṃ bubhukṣutā YRps_1.69b	vyApaka-tvam buBukzutA YRpH-_1.69b
   vyoṣavellājyamadhunā YRps_4.77c	vyoza-vella-Ajya-maDunA YRpH-_4.77c
   vyoṣaiḥ kanyārasairvāpi YRps_3.47a	vyozEH kanyA-rasEH-vA-api YRpH-_3.47a
   vraṇaghnī kaphahā caiva YRps_6.14a	vraNa-GnI kaPa-hA ca-eva YRpH-_6.14a
   vraṇahṛt kṣayarogaghnaṃ YRps_6.63e	vraNa-hRt kzaya-roga-Gnam YRpH-_6.63e
   śaktaḥ kaḥ śaṃbhunā vinā YRps_6.51d	SaktaH kaH SaMBunA vinA YRpH-_6.51d
   śaktidāyi guṇādhikam YRps_4.92b	Sakti-dAyi guNa-aDikam YRpH-_4.92b
   śakyate na samāsataḥ YRps_5.52d	Sakyate na samAsatas YRpH-_5.52d
   śaṇairdagdhatuṣaistathā YRps_10.11d	SaNEH-dagDa-tuzEH-taTA YRpH-_10.11d
   śataguṇaṃ hi yadā parijīryate YRps_3.26c	SataguNam hi yadA parijIryate YRpH-_3.26c
   śatapuṣpā prasāraṇī YRps_9.24d	SatapuzpA prasAraNI YRpH-_9.24d
   śatavāraṃ punaḥ punaḥ YRps_11.56d	Sata-vAram punar punar YRpH-_11.56d
   śatavāreṇa mriyate YRps_5.20c	Sata-vAreNa mriyate YRpH-_5.20c
   śatasaṅkhyāmitaṃ tathā YRps_11.17b	Sata-saFKyAmitam taTA YRpH-_11.17b
   śatasaṃkhyāni dāpayet YRps_11.18d	Sata-saMKyAni dApayet YRpH-_11.18d
   śatasaṃkhyāni vai kuryāt YRps_11.16a	Sata-saMKyAni vE kuryAt YRpH-_11.16a
   śatāni dvādaśādhikam YRps_11.19b	SatAni dvAdaSa-aDikam YRpH-_11.19b
   śatāvarīgokṣuradarbhamūlaṃ YRps_12.14a	SatAvarI-gokzura-darBa-mUlam YRpH-_12.14a
   śatāvarīṃ kṣīravidārikāṃ ca YRps_12.9a	SatAvarIm kzIra-vidArikAm ca YRpH-_12.9a
   śatāṃśaṃ vedhayettāraṃ YRps_11.14a	Sata-aMSam veDayet-tAram YRpH-_11.14a
   śanair vidhamyamānaṃ hi YRps_4.25c	SanEs viDamyamAnam hi YRpH-_4.25c
   śabdavedhaḥ sa kathyate YRps_1.149d	SabdaveDaH sa kaTyate YRpH-_1.149d
   śamano dīpanastathā YRps_6.36d	SamanaH dIpanaH-taTA YRpH-_6.36d
   śarāvasaṃpuṭasyāntardhārayettadanaṃtaram YRps_11.84/b	SarAva-saMpuwasya-antar-DArayet-tat-anaMtaram YRpH-_11.84/b
   śarāvasaṃpuṭasyāntaḥ YRps_4.42a	SarAva-saMpuwasya-antar YRpH-_4.42a
   śarkarāyāstugākṣīryāḥ YRps_12.20a	SarkarAyAH-tugAkzIryAH YRpH-_12.20a
   śarkarālaśunābhyāṃ ca YRps_2.51c	SarkarA-laSunAByAm ca YRpH-_2.51c
   śallakī rohitā tathā YRps_9.36d	SallakI rohitA taTA YRpH-_9.36d
   śaśaraktena liptaṃ hi YRps_4.66a	SaSa-raktena liptam hi YRpH-_4.66a
   śaśikalākalitaṃ hi śubhānanaṃ YRps_1.1a	SaSi-kalA-kalitam hi SuBa-Ananam YRpH-_1.1a
   śastro 'gniḥ prāṇahṛdyathā YRps_5.28b	SastraH agniH prANa-hRt-yaTA YRpH-_5.28b
   śaṃkhaṃ sumbalanāmānaṃ YRps_11.77a	SaMKam sumbala-nAmAnam YRpH-_11.77a
   śaṃkhābhaṃ jāyate tāraṃ YRps_11.122a	SaMKa-ABam jAyate tAram YRpH-_11.122a
   śaṃkhābhaṃ surmilaṃ palam YRps_11.118b	SaMKa-ABam surmilam palam YRpH-_11.118b
   śaṃbhośca maraṇaṃ nahi YRps_4.102b	SaMBoH-ca maraNam nahi YRpH-_4.102b
   śāṇamātratulitān samastakān YRps_8.10b	SANa-mAtra-tulitAn samastakAn YRpH-_8.10b
   śāṇamānamaricairyuto yadā YRps_8.12b	SANa-mAna-maricEH-yutaH yadA YRpH-_8.12b
   śālmalī nimbapaṃcāṃgaṃ YRps_3.50a	SAlmalI nimba-paMcAMgam YRpH-_3.50a
   śāstramārgeṇa bahudhā YRps_1.157c	SAstra-mArgeNa bahuDA YRpH-_1.157c
   śāstramārgeṇa siddhidaḥ YRps_1.159b	SAstra-mArgeNa sidDi-daH YRpH-_1.159b
   śāstrātkṛtaṃ na dṛṣṭaṃ hi YRps_1.133c	SAstrAt-kRtam na dRzwam hi YRpH-_1.133c
   śikhipādā ca tiktikā YRps_9.13d	SiKipAdA ca tiktikAH YRpH-_9.13d
   śilayā gaṃdhakena vā YRps_5.110b	SilayA gaMDakena vA YRpH-_5.110b
   śilayā ca tadardhayā YRps_4.40d	SilayA ca tad-arDayA YRpH-_4.40d
   śilayā māritaṃ nāgaṃ YRps_11.15a	SilayA mAritam nAgam YRpH-_11.15a
   śilāgaṃdhakasindhūttha- YRps_4.109a	SilA-gaMDaka-sinDUtTa YRpH-_4.109a
   śilājatu tu saṃśuddhaṃ YRps_5.112a	SilAjatu tu saMSudDam YRpH-_5.112a
   śilājatu viniḥsaret YRps_5.103d	SilAjatu viniHsaret YRpH-_5.103d
   śilājatu hi pāṇḍuram YRps_5.106d	SilAjatu hi pANxuram YRpH-_5.106d
   śilājaṃ mriyate dhruvam YRps_5.110d	SilAjam mriyate Druvam YRpH-_5.110d
   śilājaṃ sarvadoṣanut YRps_5.105b	SilAjam sarva-doza-nud YRpH-_5.105b
   śilādhātau vadanti te YRps_5.113f	SilADAtO vadanti te YRpH-_5.113f
   śilāpaṭṭena peṣayet YRps_12.2b	SilA-pawwena pezayet YRpH-_12.2b
   śilāpaṭṭena yatnataḥ YRps_5.48d	SilA-pawwena yatnatas YRpH-_5.48d
   śilāyāśca tadardhataḥ YRps_4.46b	SilAyAH-ca tad-arDataH YRpH-_4.46b
   śilāyāḥ satvavat sattvam YRps_6.27e	SilAyAH satva-vat sattvam YRpH-_6.27e
   śilā haridrā triphalā YRps_5.124a	SilA haridrA triPalA YRpH-_5.124a
   śilāṃ vāsārasenāpi YRps_4.97c	SilAm vAsA-rasena-api YRpH-_4.97c
   śivanidhānamatho ṛṣipūjitam YRps_1.1b	Siva-niDAnam-aTo Rzi-pUjitam YRpH-_1.1b
   śivabhaktiṃ yathānugaḥ YRps_4.61d	Siva-Baktim yaTA-anugaH YRpH-_4.61d
   śivabhakto bhavetsākṣāt YRps_2.56c	Siva-BaktaH Bavet-sAkzAt YRpH-_2.56c
   śivabhaktyā hi sidhyati YRps_1.99d	Siva-BaktyA hi siDyati YRpH-_1.99d
   śivayorarcanādeva YRps_1.100c	SivayoH-arcanAt-eva YRpH-_1.100c
   śivayormelanaṃ samyak YRps_2.57a	SivayoH-melanam samyak YRpH-_2.57a
   śivenoktam atisphuṭam YRps_2.63d	Sivena-uktam ati-sPuwam YRpH-_2.63d
   śiṃśikā sitagandhikā YRps_9.16b	SiMSikA sitaganDikA YRpH-_9.16b
   śītapūrvamatha dāhapūrvakaṃ YRps_8.13a	SIta-pUrvam-aTa dAha-pUrvakam YRpH-_8.13a
   śītaṃ kṛtvā tu khoṭakam YRps_11.113b	SItam kRtvA tu Kowakam YRpH-_11.113b
   śītībhūtaṃ doṣahīnaṃ tadeva YRps_4.53a	SItIBUtam doza-hInam tat-eva YRpH-_4.53a
   śītībhūtaṃ samuddharet YRps_2.89d	SItIBUtam samudDaret YRpH-_2.89d
   śītībhūte tamuttārya YRps_1.145a	SItIBUte tam-uttArya YRpH-_1.145a
   śukatuṇḍaḥ sa kathyate YRps_6.31b	SukatuNxaH sa kaTyate YRpH-_6.31b
   śukapicchasamaṃ piṣṭvā YRps_5.32a	SukapicCa-samam pizwvA YRpH-_5.32a
   śukapicchastu marica- YRps_6.39c	SukapicCaH-tu marica YRpH-_6.39c
   śukapicchaḥ sa kathyate YRps_6.30d	SukapicCaH sa kaTyate YRpH-_6.30d
   śukrarataṃbhakarāsta YRps_1.12b	Sukra-rataMBakarAH-te YRpH-_1.12b
   śukrastambhakaraḥ samyak YRps_2.84c	Sukra-stamBa-karaH samyak YRpH-_2.84c
   śukrastaṃbhakarīṃ vaṭīm YRps_13.9b	Sukra-staMBa-karIm vawIm YRpH-_13.9b
   śuklavarṇā tu rītikā YRps_4.104d	Sukla-varNA tu rItikA YRpH-_4.104d
   śuddhakalkaḥ prajāyate YRps_11.126b	SudDa-kalkaH prajAyate YRpH-_11.126b
   śuddhakāṃtasya lakṣaṇam YRps_4.64d	SudDa-kAMtasya lakzaNam YRpH-_4.64d
   śuddhagandhakacūrṇakam YRps_6.46b	SudDa-ganDaka-cUrNakam YRpH-_6.46b
   śuddhatāmrasya patrāṇi YRps_4.44c	SudDa-tAmrasya patrANi YRpH-_4.44c
   śuddhatārasya kārayet YRps_11.36d	SudDa-tArasya kArayet YRpH-_11.36d
   śuddhatvamāyāti hi niścayena YRps_3.54d	SudDa-tvam-AyAti hi niScayena YRpH-_3.54d
   śuddhanāgasya patrāṇi YRps_4.97a	SudDa-nAgasya patrANi YRpH-_4.97a
   śuddhabaṃgasya patrāṇi YRps_4.84c	SudDa-baMgasya patrANi YRpH-_4.84c
   śuddhamiśritavarṇaiśca YRps_5.59c	SudDa-miSrita-varNEH-ca YRpH-_5.59c
   śuddhalohamudīritam YRps_4.2b	SudDa-loham-udIritam YRpH-_4.2b
   śuddhavastreṇa gālayet YRps_11.24d	SudDa-vastreNa gAlayet YRpH-_11.24d
   śuddhaśaṅkhanibhaṃ rūpyaṃ YRps_11.114a	SudDa-SaFKa-niBam rUpyam YRpH-_11.114a
   śuddhaśaṅkhasya cūrṇaṃ hi YRps_11.138a	SudDa-SaFKasya cUrNam hi YRpH-_11.138a
   śuddhasphaṭikasaṃkāśaṃ YRps_11.125a	SudDa-sPawika-saMkASam YRpH-_11.125a
   śuddhahema bhavettena YRps_11.21a	SudDa-hema Bavet-tena YRpH-_11.21a
   śuddhaṃ krāmaṇakaṃ tathā YRps_1.138b	SudDam krAmaNakam taTA YRpH-_1.138b
   śuddhaṃ tāmraṃ tāpyacūrṇena tulyaṃ YRps_11.32a	SudDam tAmram tApya-cUrNena tulyam YRpH-_11.32a
   śuddhaṃ tāraṃ vedhitaṃ vallakena YRps_11.34c	SudDam tAram veDitam vallakena YRpH-_11.34c
   śuddhaṃ bhasmīkṛtaṃ rūpyaṃ YRps_4.33a	SudDam BasmIkRtam rUpyam YRpH-_4.33a
   śuddhaṃ rasavaraṃ samyak YRps_2.24a	SudDam rasavaram samyak YRpH-_2.24a
   śuddhaṃ rasaṃ gaṃdhakameva śuddhaṃ YRps_3.53a	SudDam rasam gaMDakam-eva SudDam YRpH-_3.53a
   śuddhaṃ rūpyaṃ ṣoḍaśākhyaṃ hi samyak YRps_11.123e	SudDam rUpyam zoxaSa-AKyam hi samyak YRpH-_11.123e
   śuddhaṃ varṇacaturdaśam YRps_11.7b	SudDam varNa-caturdaSam YRpH-_11.7b
   śuddhaṃ śulvaṃ gaṃdhakaṃ vai samāṃśaṃ YRps_4.51a	SudDam Sulvam gaMDakam vE sama-aMSam YRpH-_4.51a
   śuddhaṃ sujāritaṃ sūtaṃ YRps_1.123a	SudDam su-jAritam sUtam YRpH-_1.123a
   śuddhaṃ sujāritābhraṃ vai YRps_2.18a	SudDam su-jArita-aBram vE YRpH-_2.18a
   śuddhaṃ sūtaṃ gaṃdhakaṃ vai samāṃśaṃ YRps_8.27a	SudDam sUtam gaMDakam vE sama-aMSam YRpH-_8.27a
   śuddhaṃ sūtaṃ bhāgamekaṃ tu tālād YRps_8.21a	SudDam sUtam BAgam-ekam tu tAlAt YRpH-_8.21a
   śuddhaṃ hema prajāyate YRps_11.14b	SudDam hema prajAyate YRpH-_11.14b
   śuddhaṃ hema samuddharet YRps_4.10d	SudDam hema samudDaret YRpH-_4.10d
   śuddhaḥ kalko jāyate ṣaṣṭisaṃkhyaiḥ YRps_11.34b	SudDaH kalkaH jAyate zazwi-saMKyEH YRpH-_11.34b
   śuddhaḥ sūto gaṃdhako vatsanābhaḥ YRps_8.17a	SudDaH sUtaH gaMDakaH vatsanABaH YRpH-_8.17a
   śuddhimāyāti niścitam YRps_5.14b	SudDim-AyAti niScitam YRpH-_5.14b
   śuddhiṃ prayātīha kulatthatoye YRps_7.27b	SudDim prayAti-iha kulatTa-toye YRpH-_7.27b
   śuddhiṃ rītistu tatkṣaṇāt YRps_4.108d	SudDim rItiH-tu tad-kzaNAt YRpH-_4.108d
   śuddhe kāṃtabhave pātre YRps_4.63a	SudDe kAMta-Bave pAtre YRpH-_4.63a
   śuddhe kāṃsyabhave pātre YRps_4.113c	SudDe kAMsya-Bave pAtre YRpH-_4.113c
   śuddho'tivimalo bhavet YRps_5.93b	SudDaH-ati-vimalaH Bavet YRpH-_5.93b
   śuddho rākṣasavaktraśca YRps_2.7c	SudDaH rAkzasavaktraH-ca YRpH-_2.7c
   śudhyati tridinena vai YRps_6.15b	SuDyati tri-dinena vE YRpH-_6.15b
   śudhyatyeva na saṃśayaḥ YRps_4.66d	SuDyati-eva na saMSayaH YRpH-_4.66d
   śudhyatyeva hi sasyakam YRps_5.70d	SuDyati-eva hi sasyakam YRpH-_5.70d
   śubhā rītīti kathyate YRps_4.106d	SuBA rIti-iti kaTyate YRpH-_4.106d
   śubhraṃ caṃdraprabhānibham YRps_2.99b	SuBram caMdra-praBA-niBam YRpH-_2.99b
   śulbaṃ tenaiva jāyate YRps_4.39d	Sulbam tena-eva jAyate YRpH-_4.39d
   śulbe ṣoḍaśavedhena YRps_11.117c	Sulbe zoxaSa-veDena YRpH-_11.117c
   śulvagarbhagirer jātaṃ YRps_5.107a	Sulva-garBa-gireH jAtam YRpH-_5.107a
   śuṣkaṃ caivātha lepayet YRps_2.45d	Suzkam ca-eva-aTa lepayet YRpH-_2.45d
   śuṣkaṃ śuddhimupaiti ca YRps_5.117b	Suzkam SudDim-upEti ca YRpH-_5.117b
   śuṣkā kupyāṃ nidhāya ca YRps_6.7d	SuzkA kupyAm niDAya ca YRpH-_6.7d
   śuṣkāyito vaṭīkṛtya YRps_5.64c	SuzkAyitaH vawIkRtya YRpH-_5.64c
   śuṃṭhībhirebhiśca samaṃ vimardya YRps_3.60d	SuMWIBiH-eBiH-ca samam vimardya YRpH-_3.60d
   śuṃṭhyambhasā bhāvitameva śuddhiṃ YRps_6.56c	SuMWI-amBasA BAvitam-eva SudDim YRpH-_6.56c
   śūlaghnī sā bhavet khalu YRps_5.76d	SUla-GnI sA Bavet Kalu YRpH-_5.76d
   śūlārtiśvāsakāsakam YRps_6.50d	SUla-Arti-SvAsa-kAsakam YRpH-_6.50d
   śṛṅkhalā gṛñjanīti ca YRps_9.34d	SRFKalA gRQjanI-iti ca YRpH-_9.34d
   śṛṅgaveragirikarṇikārasaiḥ YRps_3.62d	SRFgavera-girikarNikA-rasEH YRpH-_3.62d
   śṛṅgaverarasena vā YRps_6.18d	SRFgavera-rasena vA YRpH-_6.18d
   śṛṅgasya bhasmanā cāpi YRps_5.93e	SRFgasya BasmanA ca-api YRpH-_5.93e
   śṛṅgāṭakasyāpi palaṃ vidheyaṃ YRps_12.12a	SRFgAwakasya-api palam viDeyam YRpH-_12.12a
   śṛṅgāṭakaṃ karṣamitaṃ YRps_12.3c	SRFgAwakam karza-mitam YRpH-_12.3c
   śṛṅgāṭakaṃ nāgabalātmagupte YRps_12.14b	SRFgAwakam nAgabala-Atmagupte YRpH-_12.14b
   śṛtaṃ dugdhaṃ hi nodgiret YRps_4.63b	SRtam dugDam hi na-udgiret YRpH-_4.63b
   śephasaścottamaṃ balam YRps_12.21d	SePasaH-ca-uttamam balam YRpH-_12.21d
   śeṣāṇi trīṇi cābhrāṇi YRps_5.6c	SezANi trINi ca-aBrANi YRpH-_5.6c
   śocanī caiva kathyate YRps_9.6d	SocanI ca-eva kaTyate YRpH-_9.6d
   śoṇitena balārasaiḥ YRps_10.19d	SoNitena balA-rasEH YRpH-_10.19d
   śodhanaṃ kārayedbhiṣak YRps_4.11b	SoDanam kArayet-Bizaj YRpH-_4.11b
   śodhanaṃ kārayed bhiṣak YRps_4.11d	SoDanam kArayet Bizaj YRpH-_4.11d
   śodhanīyagaṇenaiva YRps_5.44c	SoDanIya-gaNena-eva YRpH-_5.44c
   śodhayedrajataṃ sadā YRps_4.26b	SoDayet-rajatam sadA YRpH-_4.26b
   śodhito'gnisahaḥ khalu YRps_11.11d	SoDitaH-agni-sahaH Kalu YRpH-_11.11d
   śodhito māritaścaiva YRps_1.22c	SoDitaH mAritaH-ca-eva YRpH-_1.22c
   śophaṃ śūlaṃ jūrtirogaṃ viṣaṃ ca YRps_7.16a	SoPam SUlam jUrti-rogam vizam ca YRpH-_7.16a
   śobhanaḥ sūryakāntivat YRps_2.79d	SoBanaH sUrya-kAnti-vat YRpH-_2.79d
   śmaśrurañjanakaṃ param YRps_6.88d	SmaSru-raQjanakam param YRpH-_6.88d
   śyāmatoyamiva dṛśyate chaviḥ YRps_7.50b	SyAma-toyam-iva dRSyate CaviH YRpH-_7.50b
   śyāmapītamatihīnasattvakaṃ YRps_6.53c	SyAma-pItam-ati-hIna-sattvakam YRpH-_6.53c
   śyāmātrikaṭukenāpi YRps_3.45c	SyAmA-trikawukena-api YRpH-_3.45c
   śyāmābhaśubhraṃ ca guru sphuṭaṃ vā YRps_7.49b	SyAmA-BaSuBram ca guru sPuwam vA YRpH-_7.49b
   śyāmā raktā ca khaṇḍikā YRps_6.16b	SyAmA raktA ca KaNxikA YRpH-_6.16b
   śyāmā raktā miśravarṇā YRps_6.16c	SyAmAH raktAH miSra-varNAH YRpH-_6.16c
   śrāvaṇī sārivā tathā YRps_9.22d	SrAvaNI sArivA taTA YRpH-_9.22d
   śrīgaṅgādharabhaktisaktamanaso vidyāvinodāmbudheḥ YRps_13.15a	SrI-gaFgADara-Bakti-sakta-manasaH vidyA-vinoda-ambuDeH YRpH-_13.15a
   śrīgoḍānvayapadmanābhasudhiyas tasyātmajenāpyayam YRps_13.15b	SrI-goxa-anvaya-padmanABa-suDiyaH tasya-Atmajena-api-ayam YRpH-_13.15b
   śrīmaddurgapurātane 'tinipuṇaḥ śrīpadmanābhātmajaḥ YRps_13.17c	SrImat-durga-purAtane ati-nipuNaH SrIpadmanABa-AtmajaH YRpH-_13.17c
   śrīmadbhaṭṭayaśodharaḥ kavivaro granthaḥ svayaṃ nirmame YRps_13.17d	SrImat-Bawwa-yaSoDaraH kavi-varaH granTaH svayam nirmame YRpH-_13.17d
   śrīvāsamastakīnāga- YRps_13.1a	SrI-vAsa-mastakI-nAga YRpH-_13.1a
   śrīsūtarājasya mayoditāni YRps_2.108b	SrI-sUtarAjasya mayA-uditAni YRpH-_2.108b
   śrīsomadevena ca satyavācā vajrasya mṛtyuḥ kathito hi samyak YRps_7.31/b	SrI-somadevena ca satya-vAcAH vajrasya mRtyuH kaTitaH hi samyak YRpH-_7.31/b
   śrutaṃ vā śāstrataḥ khalu YRps_11.1d	Srutam vA SAstrataH Kalu YRpH-_11.1d
   śreṣṭhaṃ satyamudīritam YRps_2.64d	SrezWam satyam-udIritam YRpH-_2.64d
   śreṣṭhā saiva budhaiḥ proktā YRps_6.70c	SrezWA sA-eva buDEH proktA YRpH-_6.70c
