   (Vaidya 1)	(VEdyaH 1)
   janma pratilebhe / sa jāyamāna eva tadrājakulaṃ tatsamānasukhaduḥkhaṃ ca	janma pratileBe / sa jAyamAnaH eva tad rAja kulam tad samAna suKa duHKam ca
   puravaraṃ parayābhyudayaśriyā samyojayāmāsa /	pura varam parayA aByudaya SriyA samyojayAmAsa /
   pratigrahavyākulatuṣṭavipraṃ madoddhatābhyujjvalaveṣabhṛtyam /	pratigraha vyAkula tuzwa vipram mada udData aByujjvala veza BRtyam /
   anekatūryasvanapūrṇakūjamānandanṛttānayavṛttābhāvam // Jm_32.1 //	aneka tUrya svana pUrNa kUjam Ananda nRtta Anaya vRtta aBAvam // Jm_32.1 //
   saṃsaktagītadravahāsanādaṃ parasparāśleṣavivṛddhaharṣam /	saMsakta gIta drava hAsa nAdam paraspara ASleza vivRdDa harzam /
   naraiḥ priyākhyānakadānatuṣṭairāśāsyamānābhyudayaṃ nṛpasya // Jm_32.2 //	narEH priya AKyAnaka dAna tuzwEH ASAsyamAna aByudayam nRpasya // Jm_32.2 //
   vighaṭṭitadvāravimuktabandhanaṃ samuchritāgradhvajacitracatvaram /	viGawwita dvAra vimukta banDanam samuCrita agra Dvaja citra catvaram /
   vicūrṇapuṣpāsavasiktabhūtalaṃ babhāra ramyāṃ puramutsavaśriyam // Jm_32.3	vicUrNa puzpa Asava sikta BU talam baBAra ramyAm puram utsava Sriyam // Jm_32.3
   mahāgṛhebhyaḥ pravikīryamāṇairhiraṇyavastrābharaṇādivarṣaiḥ /	mahA gRheByaH pravikIryamANEH hiraNya vastra ABaraNa Adi varzEH /
   lokaṃ tadā vyāptumivodyatā śrīrunmattagaṅgālalitaṃ cakāra // Jm_32.4 //	lokam tadA vyAptum iva udyatA SrIH unmatta gaFgA lalitam cakAra // Jm_32.4 //
   tena ca samayena tasya rājño jātā jātāḥ kumārā mriyante sma / sa taṃ	tena ca samayena tasya rAjQaH jAtAH jAtAH kumArAH mriyante sma / sa tam
   vidhimamānuṣakṛtamiti manyamānastasya tanayasya rakṣārthaṃ	viDim amAnuza kRtam iti manyamAnaH tasya tanayasya rakzA arTam
   maṇikāñcanarajatabhakticitre śrīmati sarvāyase prasūtibhavane	maNi kAQcana rajata Bakti citre SrImati sarva Ayase prasUti Bavane
   bhūtavidyāparidṛṣṭena vedavihitena ca krameṇa vihitarakṣodhnapratīkāre	BUta vidyA paridRzwena veda vihitena ca krameNa vihita rakzA UDna pratIkAre
   samucitaiśca kautukamaṅgalaiḥ kṛtasvastyayanaparigrahe	samucitEH ca kOtuka maFgalEH kRta svastyayana parigrahe
   jātakarmādisaṃskāravidhiṃ saṃvardhanaṃ ca kārayāmāsa / (Vaidya 234) tamapi	jAtakarma Adi saMskAra viDim saMvarDanam ca kArayAmAsa / (VEdyaH 234) tam api
   ca mahāsattvaṃ sattvasaṃpatteḥ puṇyopacayaprabhāvātsusaṃvihitatvācca	ca mahAsattvam sattva saMpatteH puNya upacaya praBAvAt su saMvihita tvAt ca
   rakṣāyā nāmānuṣāḥ prasehire / sa kālakramādavāptasaṃskārakarmā	rakzAyAH na ama anuzAH prasehire / sa kAla kramAt avApta saMskAra karmA
   śrutābhijanācāramahadbhyo labdhavidvadyaśaḥsaṃmānanebhyaḥ	Sruta aBijana AcAra mahadByaH labDa vidvat yaSaH saMmAnaneByaH
   praśamavinayamedhāguṇāvarjitebhyo gurubhyaḥ samadhigatānekavidyaḥ	praSama vinaya meDA guNa AvarjiteByaH guruByaH samaDigata aneka vidyaH
   pratyahamāpūryamāṇamūrtiryauvanakāntyā nisargasiddhena ca vinayānurāgeṇa	pratyaham ApUryamANa mUrtiH yOvana kAntyA nisarga sidDena ca vinaya anurAgeNa
   paraṃ premāspadaṃ svajanasya janasya ca babhūva /	param prema Aspadam sva janasya janasya ca baBUva /
   asaṃstutamasaṃbandhaṃ durasthamapi sajjanam /	asaMstutam asaMbanDam durasTam api sat janam /
   jano 'nveti suhṛtprītyā guṇaśrīstatra karaṇam // Jm_32.5 //	janaH anveti suhRd prItyA guNa SrIH tatra karaNam // Jm_32.5 //
   hāsabhūtena nabhasaḥ śaradvikacaraśminā /	hAsa BUtena naBasaH Sarad vikaca raSminA /
   saṃbandhasiddhirlokasya kā hi candramasā saha // Jm_32.6 //	saMbanDa sidDiH lokasya kA hi candramasA saha // Jm_32.6 //
   atha sa mahāsattvaḥ puṇyaprabhāvasukhopanatairdivyakalpairanalpairapi ca	aTa sa mahAsattvaH puNya praBAva suKa upanatEH divya kalpEH analpEH api ca
   viṣayairupalālyamānaḥ snehabahumānasumukhena ca pitrā viśvāsananirviśaṅkaṃ	vizayEH upalAlyamAnaH sneha bahu mAna su muKena ca pitrA viSvAsana nirviSaFkam
   dṛśyamānaḥ kadācitsvasmin puravare pravitataramaṇīyaśobhāṃ	dRSyamAnaH kadAcid svasmin pura vare pravitata ramaNIya SoBAm
   kalakramopanatāṃ kaumudīvibhūtiṃ didṛkṣuḥ kṛtābhyanujñaḥ pitrā	kala krama upanatAm kOmudI viBUtim didRkzuH kRta aByanujQaH pitrA
   kāñcanamaṇirajatabhakticitrālaṃkāraṃ	kAQcana maNi rajata Bakti citra alaMkAram
   samucchritanānāvidharāgapracalitojjvalapatākadhvajaṃ	samucCrita nAnAviDa rAga pracalita ujjvala patAka Dvajam
   haimabhāṇḍābhyalaṃkṛtavinītacaturaturaṃgaṃ	hEma BANxa aByalaMkRta vinIta catura turaMgam
   dakṣadākṣiṇyanipuṇaśucivinītadhīrasārathiṃ	dakza dAkziNya nipuNa Suci vinIta DIra sAraTim
   citrojjvalaveṣapraharaṇāvaraṇānuyātraṃ rathavaramadhiruhya	citra ujjvala veza praharaNa AvaraNa anuyAtram raTa varam aDiruhya
   manoṅatūryasvanapuraḥsarastatpuravaramanuvicaraṃstaddarśanākṣiptahṛdayasya	manoFa tUrya svana puraHsaraH tad pura varam anuvicaran= tad darSana Akzipta hRdayasya
   kautūhalalolacakṣuṣaḥ	kOtUhala lola cakzuzaH
   stutisabhājanāñjalipragrahapraṇāmāśīrvacanaprayogasavyāparasyotsavaramyataraveṣaracanasya	stuti saBAjana aQjali pragraha praNAma ASIrvacana prayoga savyAparasya utsava rami atara veza racanasya
   paurajānapadasya samudayaśobhāmālokya labdhapraharṣāvakāśe 'pi manasi	pOra jAnapadasya samudaya SoBAm Alokya labDa praharza avakASe api manasi
   kṛtasaṃvegaparicayatvātpūrvajanmasu smṛtiṃ pratilebhe /	kRta saMvega paricaya tvAt pUrva janmasu smRtim pratileBe /
   kṛpaṇā bata lokasya calatvavirasā sthitiḥ /	kRpaNA bata lokasya calatva virasA sTitiH /
   yadiyaṃ kaumudīlakṣmīḥ smartavyaiva bhaviṣyati // Jm_32.7 //	yat iyam kOmudI lakzmIH smartavyA eva Bavizyati // Jm_32.7 //
   evaṃvidhāyāṃ ca jagatpravṛttāvaho yathā nirbhayatā janānām /	evaMviDAyAm ca jagat pravRttO= ahaH yaTA nirBaya tA janAnAm /
   yanmṛtyunādhiṣṭhitasarvamārgā niḥsaṃbhramā harṣamanubhramanti // Jm_32.8	yat mRtyunA aDizWita sarva mArgAH niHsaMBramAH harzam anuBramanti // Jm_32.8
   avāryavīryeṣvariṣu sthiteṣu jighāṃsayā vyādhijarāntakeṣu /	avArya vIryezu arizu sTitezu jiGAMsayA vyADi jarA antakezu /
   avaśyagamye paralokadurge harṣāvakāśo 'tra sacetasaḥ kaḥ // Jm_32.9 //	avaSya gamye para loka durge harza avakASaH atra sacetasaH kaH // Jm_32.9 //
   svanānukṛtyeva mahārṇavānāṃ saṃrambharaudrāṇi jalāni kṛtvā /	svana anukRti A iva mahA arNavAnAm saMramBa rOdrANi jalAni kRtvA /
   meghāstaḍidbhāsurahemamālāḥ saṃbhūya bhūyo vilayaṃ vrajanti // Jm_32.10 //	meGAH taxit BAsura hema mAlAH saMBUya BUyas vilayam vrajanti // Jm_32.10 //
   (Vaidya 235)	(VEdyaH 235)
   taṭaiḥ samaṃ tadvinibaddhamūlān hṛtvā tarūṃllabdhajavaiḥ payobhiḥ /	tawEH samam tad vinibadDa mUlAn hRtvA tarUn= labDa javEH payoBiH /
   bhavanti bhūyaḥ saritaḥ kramena śokopatāpādiva dinarūpāḥ // Jm_32.11 //	Bavanti BUyas saritaH kramena Soka upatApAt iva dina rUpAH // Jm_32.11 //
   hṛtvāpi śṛṅgāṇi mahīdharāṇāṃ vegena vṛndāni ca toyadānām /	hRtvA api SRFgANi mahIDarANAm vegena vRndAni ca toyadAnAm /
   vighūrṇya codvartya ca sāgarāmbhaḥ prayāti nāśa pavanaprabhāvaḥ //	viGUrNya ca udvartya ca sAgara amBaH prayAti nASa pavana praBAvaH //
   Jm_32.12 //	Jm_32.12 //
   diptoddhatārcirvikasatsphuliṅgaḥ saṃkṣipya kakṣaṃ kṣayameti vahniḥ /	dipta udData arciH vikasat sPuliFgaH saMkzipya kakzam kzayam eti vahniH /
   krameṇa śobhāśca vanāntarāṇāmudyanti bhūyaśca tirobhavanti // Jm_32.13 //	krameNa SoBAH ca vana antarANAm udyanti BUyas ca tiroBavanti // Jm_32.13 //
   kaḥ saṃprayogo na viyoganiṣṭhaḥ kāḥ saṃpado yā na vipatparaiti /	kaH saMprayogaH na viyoga nizWaH kAH saMpadaH yA na vipad parEti /
   jagatpravṛttāviti cañcalāyāmapratyavekṣyaiva janasya harṣaḥ // Jm_32.14 //	jagat pravRttO= iti caQcalAyAm apratyavekzya eva janasya harzaH // Jm_32.14 //
   iti sa parigaṇayan mahātmā saṃvegādvyāvṛttapramodauddhavena manasā	iti sa parigaNayan mahAtmA saMvegAt vyAvRtta pramoda OdDavena manasA
   ramaṇīyeṣvapi puravaravibhūṣārthamabhiprasāriṣu	ramaNIyezu api pura vara viBUzA arTam aBiprasArizu
   lokacitreṣvaviṣajyamānabuddhiḥ krameṇa	loka citrezu avizajyamAna budDiH krameNa
   svabhavanamanuprāptamevātmānamapaśyat / tadabhivṛddhasaṃvegaśca	sva Bavanam anuprAptam eva AtmAnam apaSyat / tad aBivRdDa saMvegaH ca
   viṣayasukheṣvanāstho dharma ekaḥ śaraṇamiti	vizaya suKezu anAsTaH DarmaH ekaH SaraNam iti
   tatpratipattiniścitamatiryathāprastāvamabhigamya rājānaṃ	tad pratipatti niScita matiH yaTA prastAvam aBigamya rAjAnam
   kṛtāñjalistapovanagamanāyānujñāmayācata  	kRtAQjaliH tapaH vana gamanAya anujQAm ayAcata  
   pravrajyāsaṃśrayātkartumicchāmi hitamātmanaḥ /	pravrajyA saMSrayAt kartum icCAmi hitam AtmanaH /
   kṛtāṃ tatrābhyanujñāṃ ca tvayānugrahapaddhatim // Jm_32.15 //	kRtAm tatra aByanujQAm ca tvayA anugraha padDatim // Jm_32.15 //
   tacchratvā priyatanayaḥ sa tasya rājā digdhena dvirada iveṣuṇābhividdhaḥ /	tat SratvA priya tanayaH sa tasya rAjA digDena dviradaH iva izuNA aBividDaH /
   gambhīro 'pyudadhirivānilāvadhūtastacchokavyathitamanāḥ samācakampe //	gamBIraH api udaDiH iva anila avaDUtaH tad Soka vyaTita manAH samAcakampe //
   Jm_32.16 //	Jm_32.16 //
   nivārayiṣyannatha taṃ sa rājā snehātpaṣvajya sabāṣpakaṇṭhaḥ /	nivArayizyan= aTa tam sa rAjA snehAt pazu ajya sa bAzpa kaNWaH /
   uvāca kasmātsahasaiva tāta saṃtyaktumasmān matimityakārṣīḥ // Jm_32.17 //	uvAca kasmAt sahasA eva tAta saMtyaktum asmAn matim iti akArzIH // Jm_32.17 //
   (Vaidya 236)	(VEdyaH 236)
   tvadapriyeṇātmavināśahetuḥ kenāyamityākalitaḥ kṛtāntaḥ /	tvad apriyeNa Atma vinASa hetuH kena ayam iti AkalitaH kRtAntaH /
   śokāśruparyākulalocanāni bhavantu kasya svajanānanāni // Jm_32.18 //	Soka aSru paryAkula locanAni Bavantu kasya sva jana AnanAni // Jm_32.18 //
   athāpi kiṃcitpariśaṅkitaṃ vā mayi vyalīkaṃ samupaśrutaṃ vā /	aTa api kiMcid pariSaFkitam vA mayi vyalIkam samupaSrutam vA /
   tadbrūhi yāvadviramāmi tasmātpaśyāmi na tvātmani kiṃcidīdṛk // Jm_32.19 //	tat brUhi yAvat viramAmi tasmAt paSyAmi na tu Atmani kiMcid IdRS // Jm_32.19 //
   bodhisattva uvāca  	boDisattvaH uvAca  
   ityabhisnehasumukhe vyalīkaṃ nāma kiṃ tvayi /	iti aBisneha sumuKe vyalIkam nAma kim tvayi /
   vipriyeṇa samarthaḥ syānmāmāsādayituṃ ca kaḥ // Jm_32.20 //	vipriyeNa samarTaH syAt mAm AsAdayitum ca kaH // Jm_32.20 //
   atha kiṃ tarhi naḥ parityuaktumicchasīti cābhihitaḥ sāśrunayanena rājñā sa	aTa kim tarhi naH parityuaktum icCasi iti ca aBihitaH sa aSru nayanena rAjQA sa
   mahāsattvastamuvāca   mṛtyubhayāt / paśyatu devaḥ,	mahAsattvaH tam uvAca  mRtyu BayAt / paSyatu devaH,
   yāmeva rātriṃ prathamāmupaiti garbhe nivāsaṃ naravīra lokaḥ /	yAm eva rAtrim praTamAm upEti garBe nivAsam nara vIra lokaH /
   tataḥ prabhṛtyaskhalitaprayāṇaḥ sa pratyahaṃ mṛtyusamīpameti // Jm_32.21	tatas praBRti asKalita prayANaH sa pratyaham mRtyu samIpam eti // Jm_32.21
   nītau suyukto 'pi bale sthito 'pi nātyeti kaścinmaraṇaṃ jarāṃ vā /	nItO su yuktaH api bale sTitaH api na atyeti kaScid maraNam jarAm vA /
   upadrutaṃ sarvamitīdamābhyāṃ dharmārthamasmādvanamāśrayiṣye // Jm_32.22 //	upadrutam sarva miti idamAByAm Darma arTam asmAt vanam ASrayizye // Jm_32.22 //
   vyūḍhānyudīrṇanaravājirathadvipāni sainyāni darparabhasāḥ kṣitipā jayanti	vyUXAni udIrNa nara vAji raTa dvipAni sEnyAni darpa raBasAH kzitipAH jayanti
   jetuṃ kṛtā taripumekamapi tvaśaktāstanme matirbhavati dharmamabhiprapattum	jetum kRtA tari pum ekam api tu aSaktAH tat me matiH Bavati Darmam aBiprapattum
   // Jm_32.23 //	// Jm_32.23 //
   hṛṣṭāśvakuñjarapadātirathairanīkairguptā vimokṣamupayāni nṛpā dviṣadbhyaḥ	hRzwa aSva kuQjara padAti raTEH anIkEH guptAH vimokzam upayAni nRpAH dvizadByaH
   sārdhaṃ balairatibalasya tu mṛtyuśatrormanvādayo 'pi vivaśā	sArDam balEH atibalasya tu mRtyu Satra UH manu AdayaH api vivaSA
   vaśamabhyupetāḥ // Jm_32.24 //	vaSam aByupetAH // Jm_32.24 //
   (Vaidya 237)	(VEdyaH 237)
   saṃcūrṇya dantamusalaiḥ puragopurāṇi mattā dvipā yudhi rathāṃśca narān	saMcUrNya danta musalEH pura gopurANi mattAH dvipAH yuDi raTAn= ca narAn
   dvīpāṃśca /	dvIpAn= ca /
   naivāntakaṃ pratimukhābhigataṃ nudanti vaprāntalabdhavijayairapi	na eva antakam pratimuKa aBigatam nudanti vapra anta labDa vijayEH api
   tairviṣāṇaiḥ // Jm_32.25 //	tEH vizANEH // Jm_32.25 //
   dṛḍhacitravarmakavacāvaraṇān yudhi dārayantyapi vidūracarān /	dRXa citra varma kavaca AvaraNAn yuDi dArayanti api vidUra carAn /
   iṣubhistadastrakuśalā dviṣataściravairiṇaṃ na tu kṛtāntamarim // Jm_32.26	izuBiH tad astra kuSalAH dvizataH ciravEriNam na tu kRtAntam arim // Jm_32.26
   siṃhā vikartanakarairnakharairdvipānāṃ kumbhāgramagnaśikharaiḥ praśamayya	siMhAH vikartana karEH naKarEH dvipAnAm kumBa agra magna SiKarEH praSamayya
   tejaḥ /	tejaH /
   bhittvaiva ca śrutamanāṃsi ravaiḥ pareṣāṃ mṛtyuṃ sametya hatadarpabalāḥ	BittvA eva ca Sruta manAMsi ravEH parezAm mRtyum sametya hata darpa balAH
   svapanti // Jm_32.27 //	svapanti // Jm_32.27 //
   doṣānurūpaṃ praṇayanti daṇḍaṃ kṛtāparādheṣu nṛpāḥ pareṣu /	doza anurUpam praNayanti daNxam kRta aparADezu nRpAH parezu /
   mahāparādhe yadi mṛtyuśatrau na daṇḍanītipravaṇā bhavanti // Jm_32.28 //	mahA aparADe yadi mRtyu SatrO na daNxa nIti pravaNAH Bavanti // Jm_32.28 //
   nṛpāśca sāmādibhirapyupāyaiḥ kṛtaparādhaṃ vaśamānayanti /	nRpAH ca sAma AdiBiH api upAyEH kRta parADam vaSam Anayanti /
   raudraścirābhyāsadṛḍhāvalepo mṛtyuḥ punarnānunayādisādhyaḥ // Jm_32.29 //	rOdraH cira aByAsa dRXa avalepaH mRtyuH punar na anunaya Adi sADyaH // Jm_32.29 //
   krodhānalajvalitaghoraviṣāgnigarbhairdaṃṣṭrāṅkarairabhidaśanti narān	kroDa anala jvalita Gora viza agni garBEH daMzwra aFkarEH aBidaSanti narAn
   bhujaṃgāḥ /	BujaMgAH /
   daṃṣṭavyayatnavidhurāstu bhavanti mṛtyau vadhye 'pi	daMzwa vyayatna viDurAH tu Bavanti mRtyO vaDye api
   nityamapakāravidhānadakṣe // Jm_32.30 //	nityam apakAra viDAna dakze // Jm_32.30 //
   daṣṭasya koparabhasairapi pannagaiśca mantrairviṣaṃ praśamayantyagadaiśca	dazwasya kopa raBasEH api pannagEH ca mantrEH vizam praSamayanti agadEH ca
   vaidyāḥ /	vEdyAH /
   āśīviṣastvativīṣo 'yamariṣṭadaṃṣṭro mantragadādibhirasādhyabalaḥ kṛtāntaḥ	ASIvizaH tu ati vIzaH ayam arizwa daMzwraH mantra gada AdiBiH asADya balaH kRtAntaH
   // Jm_32.31 //	// Jm_32.31 //
   pakṣānilairlalitamīnakulaṃ vyudasya meghaughabhīmarasitaṃ jalamarṇavebhyaḥ	pakza anilEH lalita mInakulam vyudasya meGa oGa BIma rasitam jalam arNaveByaH
   (Vaidya 238)	(VEdyaH 238)
   sarpān haranti vitatagrahaṇāḥ suparṇā mṛtyuṃ punaḥ pramathituṃ na	sarpAn haranti vitata grahaNAH suparNAH mRtyum punar pramaTitum na
   tathotsahante // Jm_32.32 //	taTA utsahante // Jm_32.32 //
   bhītadrutānapi javātiśayena jitvā saṃsādya caikabhujavajravilāsavṛttyā /	BIta drutAn api javAtiSayena jitvA saMsAdya ca eka Buja vajra vilAsa vRttyA /
   vyāghrāḥ pibanti rudhirāṇi vane mṛgāṇāṃ naivaṃpravṛttipaṭavastu bhavanti	vyAGrAH pibanti ruDirANi vane mRgANAm na evaMpravRtti pawavaH tu Bavanti
   mṛtyau // Jm_32.33 //	mRtyO // Jm_32.33 //
   daṣṭrākarālamapi nāma mṛgaḥ sametya vaiyāghramānanamupaiti punarvimokṣam /	dazwrA karAlam api nAma mRgaH sametya vEyAGram Ananam upEti punar vimokzam /
   mṛtyormukhaṃ tu pṛthurogajarārtidaṃṣṭraṃ prāptasya kasya ca punaḥ	mRtyoH muKam tu pRTu roga jarA Arti daMzwram prAptasya kasya ca punar 
   śivatātirasti // Jm_32.34 //	Siva tAtiH asti // Jm_32.34 //
   pibanti nṝṇāṃ vikṛtogravigrahā śaujasāyūṃṣi dṛḍhagrahā grahāḥ /	pibanti nLNAm vikRta ugra vigrahAH SOja sa AyUMzi dRXa grahAH grahAH /
   bhavanti tu prastutamṛtyuvigrahā vipannadarpotkaṭatāparigrahāḥ // Jm_32.35	Bavanti tu prastuta mRtyu vigrahAH vipanna darpa utkawa tA parigrahAH // Jm_32.35
   pūjāratadrohakṛte 'bhyupetān grahānniyacchanti sa siddhavidyāḥ /	pUjA rata droha kRte aByupetAn grahAn niyacCanti sa sidDavidyAH /
   tapobalasvastyayanauṣadhaiśca mṛtyugrahastvaprativāryaṃ eva // Jm_32.36 //	tapaH bala svastyayana OzaDEH ca mRtyu grahaH tu aprativAryam eva // Jm_32.36 //
   māyāvidhijñāśca mahāsamāje janasya cakṣuṃṣi vimohayanti /	mAyA viDi jQAH ca mahA samAje janasya cakzuMzi vimohayanti /
   ko 'pi prabhāvastvayamantakasyayadbhrāmyate tairapi nāsya cakṣuḥ //	kaH api praBAvaH tu ayam antakasyayat BrAmyate tEH api na asya cakzuH //
   Jm_32.37 //	Jm_32.37 //
   hatvā viṣāṇi ca tapobalasiddhamantrā vyādhīnnṛṇāmupaśamayya ca	hatvA vizANi ca tapaH bala sidDa mantrAH vyADIn nRNAm upaSamayya ca
   vaidyavaryāḥ /	vEdya varyAH /
   dhanvantariprabhṛtayo 'pi gatā vināśaṃ dharmāya me namati tena	Danvantari praBRtayaH api gatAH vinASam DarmAya me namati tena
   matirvanānte // Jm_32.38 //	matiH vanAnte // Jm_32.38 //
   āvirbhavanti ca punaśca tirobhavanti gacchanti vānilapathena mahīṃ viśanti	AvirBavanti ca punar ca tiroBavanti gacCanti vA anila paTena mahIm viSanti
   vidyādharā vividhamantrabalaprabhāvā mṛtyuṃ sametya tu bhavanti	vidyADarAH viviDa mantra bala praBAvAH mRtyum sametya tu Bavanti
   hataprabhāvāḥ // Jm_32.39 //	hata praBAvAH // Jm_32.39 //
   (Vaidya 239)	(VEdyaH 239)
   dṛptānapi pratinudantyasurān surendrā dṛptānapi pratinudantyasurāḥ	dRptAn api pratinudanti asurAn sura indrAH dRptAn api pratinudanti asurAH
   surāṃśca /	surAn= ca /
   mānādhirūḍhamatibhiḥ sumudīrṇasainyaistaiḥ saṃhatairapi tu mṛtyurajayya	mAna aDirUXa matiBiH sumudIrNa sEnyEH tEH saMhatEH api tu mRtyuH ajayya
   eva // Jm_32.40 //	eva // Jm_32.40 //
   imāmavetyāprativāryaraudratāṃ kṛtāntaśatrorbhavane na me matiḥ /	imAm avetya aprativArya rOdra tAm kRtAnta SatroH Bavane na me matiH /
   na manyunā snehaparikṣayeṇa vā prayāmi dharmāya tu niścito vanam //	na manyunA sneha parikzayeNa vA prayAmi DarmAya tu niScitaH vanam //
   Jm_32.41 //	Jm_32.41 //
   rājovāca   atha vane tava ka āśvāsaḥ evamapratikriye mṛtyubhaye sati	rAjA uvAca  aTa vane tava kaH ASvAsaH evam apratikriye mRtyu Baye sati
   dharmaparigrahe ca /	Darma parigrahe ca /
   kiṃ tvā vane na samupaiṣyati mṛtyuśatrurdharme sthitāḥ kimṛṣayo na vane	kim tvA vane na samupEzyati mRtyu SatruH Darme sTitAH kim RzayaH na vane
   vinaṣṭāḥ /	vinazwAH /
   sarvatra nāma niyataḥ krama eṣa tatra ko 'rtho vihāya bhavanaṃ	sarvatra nAma niyataH kramaH eza tatra kaH arTaH vihAya Bavanam
   vanasaṃśrayeṇa // Jm_32.42 //	vana saMSrayeNa // Jm_32.42 //
   bodhisattva uvāca  	boDisattvaH uvAca  
   kāmaṃ sthiteṣu bhavane ca vane ca mṛtyurdharmātmakesu viguṇeṣu ca	kAmam sTitezu Bavane ca vane ca mRtyuH Darma Atmakesu viguNezu ca
   tulyavṛttiḥ /	tulya vRttiH /
   dharmātmanāṃ bhavati na tvanutāpahetudharmaśca nāma vana eva sukha	Darma AtmanAm Bavati na tu anutApa hetu DarmaH ca nAma vanaH eva suKa
   prapattum // Jm_32.43 //	prapattum // Jm_32.43 //
   paśyatu devaḥ,	paSyatu devaH,
   pramādamadakandarpalobhadveṣāspade gṛhe /	pramAda mada kandarpa loBa dveza Aspade gRhe /
   tadviruddhasya dharmasya ko 'vakāśaparigrahaḥ // Jm_32.44 //	tad virudDasya Darmasya kaH avakASa parigrahaH // Jm_32.44 //
   vikṛṣyamāṇo bahubhiḥ kukarmabhiḥ parigrahopārjanarakṣaṇākulaḥ /	vikRzyamANaH bahuBiH ku karmaBiH parigraha upArjana rakzaNa AkulaH /
   aśāntacetā vyasanodayāgamaiḥ kadā gṛhasthaḥ śamamārgameṣyati // Jm_32.45	aSAnta cetAH vyasana udaya AgamEH kadA gRhasTaH Sama mArgam ezyati // Jm_32.45
   vane tu saṃtyaktakukāryavistaraḥ parigrahakleśavivarjitaḥ sukhī /	vane tu saMtyakta kukArya vistaraH parigraha kleSa vivarjitaH suKI /
   śamaikakāryaḥ parituṣṭamānasaḥ sukhaṃ ca dharmaṃ ca yaśāṃsi cārcchati //	Sama eka kAryaH parituzwa mAnasaH suKam ca Darmam ca yaSAMsi ca arcCati //
   Jm_32.46 //	Jm_32.46 //
   (Vaidya 240)	(VEdyaH 240)
   dharmaśca rakṣati naraṃ na dhanaṃ balaṃ vā dharmaḥ sukhāya mahate na	DarmaH ca rakzati naram na Danam balam vA DarmaH suKAya mahate na
   vibhutisiddhiḥ /	viButi sidDiH /
   dharmātmanaśca mudameva karoti mṛtyurna hyasti durgatibhayaṃ niratasya	Darma AtmanaH ca mudam eva karoti mRtyuH na hi asti durgati Bayam niratasya
   dharme // Jm_32.47 //	Darme // Jm_32.47 //
   kriyāviśeṣaśca yathā vyavasthitaḥ śubhasya pāpasya ca bhinnalakṣaṇaḥ /	kriyA viSezaH ca yaTA vyavasTitaH SuBasya pApasya ca Binna lakzaNaH /
   tathā vipāko 'pyaśubhasya durgatiścitrasya dharmasya sukhāśrayā gatiḥ //	taTA vipAkaH api aSuBasya durgatiH citrasya Darmasya suKa ASrayA gatiH //
   Jm_32.48 //	Jm_32.48 //
   ityanunīya sa mahātmā pitaraṃ kṛtābhyanujñaḥ pitrā tṛṇavadapāsya	iti anunIya sa mahAtmA pitaram kRta aByanujQaH pitrA tRNa vat apAsya
