   akaṇṭakaṃ bhoktumanā Ram_2,84.13c	akaNwakam Boktu manAH Ram_2,84.13c
   sa gatvā dūram adhvānaṃ Ram_3,6.2a	sa gatvA dUram aDvAnam Ram_3,6.2a
   sa gatvā lakṣmaṇaḥ śrīmān Ram_3,14.22a	sa gatvA lakzmaNaH SrImAn Ram_3,14.22a
   sagandharvā sarākṣasā Ram_2,10.22d	sa ganDarvAH sa rAkzasAH Ram_2,10.22d
   sagarasyājñayā pituḥ Ram_2,18.28b	sagarasya AjQayA pituH Ram_2,18.28b
   sagarasyeti naḥ śrutam Ram_2,102.20b	sagarasya iti naH Srutam Ram_2,102.20b
   sagaro vai sudhārmikaḥ Ram_2,32.20b	sagaraH vE su DArmikaH Ram_2,32.20b
   sa gireś citrakūṭasya Ram_2,92.13a	sa gireH citrakUwasya Ram_2,92.13a
   sa gṛdhrarājaḥ kṛtavān yaśaskaraṃ Ram_3,64.36a	sa gRDra rAjaH kRtavAn yaSaskaram Ram_3,64.36a
   sa gṛhair abhrasaṃkāśaiḥ Ram_2,15.2a	sa gRhEH aBra saMkASEH Ram_2,15.2a
   saghoṣa iva toyadaḥ Ram_3,50.23d	sa GozaH iva toyadaH Ram_3,50.23d
   sa ghoṣavadbhiś ca hayaiḥ sanāgaiḥ Ram_2,14.26a	sa GozavadBiH ca hayEH sa nAgEH Ram_2,14.26a
   saghoṣāṇy avakīryanta Ram_3,50.30c	sa GozANi avakIryante Ram_3,50.30c
   saghoṣāḥ sampratasthire Ram_2,86.31d	sa GozAH sampratasTire Ram_2,86.31d
   sa ca kākutstha nābudhat Ram_3,64.13b	sa ca kAkutsTa na abuDat Ram_3,64.13b
   sa ca tāṃ rāmadayitāṃ Ram_3,40.31a	sa ca tAm rAma dayitAm Ram_3,40.31a
   sacandratārāgaṇamaṇḍitaṃ yathā Ram_2,74.21a	sa candra tArA gaNa maNxitam yaTA Ram_2,74.21a
   sa ca pampām atikramya Ram_3,52.5a	sa ca pampAm atikramya Ram_3,52.5a
   sa ca pāvakasaṃkāśaḥ Ram_3,4. 34a	sa ca pAvaka saMkASaH Ram_3,4. 34a
   sa ca pramāṇaṃ dharmātmā Ram_2,97.22a	sa ca pramANam Darma AtmA Ram_2,97.22a
   sa ca māyāmayo divyaḥ Ram_3,47.18a	sa ca mAyA mayaH divyaH Ram_3,47.18a
   sa ca roṣeṇa tāmrākṣaḥ Ram_2,72.15a	sa ca rozeNa tAmra akzaH Ram_2,72.15a
   sacarmakaṭhinaṃ ca tat Ram_2,35.13d	sa carma kaWinam ca tat Ram_2,35.13d
   sa ca śailavare ramye Ram_2,102.15c	sa ca SEla vare ramye Ram_2,102.15c
   sa cāpam udyamya mahac Ram_3,23.16a	sa cApam udyamya mahat Ram_3,23.16a
   sacāpasya mahāraṇe Ram_3,20.15d	sa cApasya mahA raNe Ram_3,20.15d
   sa cārkataruṇābhāsāṃ Ram_2,86.34a	sa ca arka taruNa ABAsAm Ram_2,86.34a
   sa citrakūṭaṃ raghuvaṃśavardhanaḥ Ram_2,89.19d	sa citrakUwam raGu vaMSa varDanaH Ram_2,89.19d
   sa citrakūṭe tu girau niśāmya Ram_2,92.15a	sa citrakUwe tu girO niSAmya Ram_2,92.15a
   sa cintayāno vaidehīṃ Ram_3,53.2a	sa cintayAnaH vEdehIm Ram_3,53.2a
   sa cintām abhyapadyata Ram_2,57.1d	sa cintAm aByapadyate Ram_2,57.1d
   sacivaḥ suciroṣitaḥ Ram_2,29.15b	sacivaH su cira uzitaH Ram_2,29.15b
   sacivān abhyanujñāya Ram_3,33.1c	sacivAn aByanujQAya Ram_3,33.1c
   sacivās tava rāvaṇa Ram_3,39.6b	sacivAH tava rAvaNaH Ram_3,39.6b
   sacivāḥ paryavārayan Ram_3,24.4d	sacivAH paryavArayan Ram_3,24.4d
   sacivena vipaścitā Ram_3,38.9b	sacivena vipaScitA Ram_3,38.9b
   sa cīre puruṣavyāghraḥ Ram_2,33.7a	sa cIre puruza vyAGraH Ram_2,33.7a
   sa ced rājany anekāgre Ram_2,20.22a	sa ced rAjani anekAgre Ram_2,20.22a
   sa cainaṃ praśritaṃ dṛṣṭvā Ram_2,5.7a	sa ca enam praSritam dRzwvA Ram_2,5.7a
   sa codito rathaḥ śīghraṃ Ram_3,21.25a	sa coditaH raTaH SIGram Ram_3,21.25a
   sa coddhṛtena bāṇena Ram_2,58.16a	sa ca udDRtena bANena Ram_2,58.16a
   sa chinnapakṣaḥ sahasā Ram_3,49.37a	sa Cinna pakzaH sahasA Ram_3,49.37a
   sa jagāmāśramaṃ tyaktvā Ram_2,108.24c	sa jagAma ASramam tyaktvA Ram_2,108.24c
   sajanā sajanādhipā Ram_2,51.6b	sa janA sa janADipAH Ram_2,51.6b
   sa jano nābhibhāṣate Ram_2,17.25d	sa janaH na aBiBAzate Ram_2,17.25d
   sajapāś ca taponityās Ram_3,5.5a	sa japAH ca tapaH nityAH Ram_3,5.5a
   sa jīrṇaṃ mānuṣaṃ dehaṃ Ram_2,98.34a	sa jIrNam mAnuzam deham Ram_2,98.34a
   sajjanāvamataṃ duḥkham Ram_2,58.11c	sat jana avamatam duHKam Ram_2,58.11c
   sajjante nātra sajjanāḥ Ram_2,100.6d	sajjante na atra sat janAH Ram_2,100.6d
   sajjaṃ tiṣṭhati rāmasya Ram_2,13.8c	sajjam tizWati rAmasya Ram_2,13.8c
   sajjaṃ tu tad balaṃ dṛṣṭvā Ram_2,76.25a	sajjam tu tat balam dRzwvA Ram_2,76.25a
   sajjaṃ dyutikaraṃ śrīmad Ram_2,13.9c	sajjam dyuti karam SrImat Ram_2,13.9c
   sajjuṣṭāt karmaṇas tathā Ram_2,69.28b	sat juzwAt karmaNaH taTA Ram_2,69.28b
   sajjo rāmasya dhīmataḥ Ram_2,13.14d	sajjaH rAmasya DImataH Ram_2,13.14d
   sajyam anyan mahad dhanuḥ Ram_3,27.18d	sajyam anyat mahat DanuH Ram_3,27.18d
   sajyaṃ kuruṣva cāpaṃ ca Ram_2,90.10c	sajyam kuruzva cApam ca Ram_2,90.10c
   sajyaṃ yaḥ kurute naraḥ Ram_2,110.41b	sajyam yaH kurute naraH Ram_2,110.41b
   sa tac chastram anuprāpya Ram_3,8.16a	sa tat Sastram anuprApya Ram_3,8.16a
   sa tac chrutvā vacaḥ krūraṃ Ram_2,58.18a	sa tat SrutvA vacaH krUram Ram_2,58.18a
   satataṃ paryupāsate Ram_3,10.87d	satatam paryupAsate Ram_3,10.87d
   satataṃ pratibodhitaḥ Ram_2,82.7d	satatam pratiboDitaH Ram_2,82.7d
   satataṃ priyavādinam Ram_2,35.22b	satatam priya vAdinam Ram_2,35.22b
   satataṃ priyavādinaḥ Ram_3,35.2b	satatam priya vAdinaH Ram_3,35.2b
   satataṃ lālitaṃ tvayā Ram_2,71.14b	satatam lAlitam tvayA Ram_2,71.14b
   satataṃ vividhair drumaiḥ Ram_3,6.3b	satatam viviDEH drumEH Ram_3,6.3b
   satataṃ vepamānāṅgīṃ Ram_2,109.18c	satatam vepamAna aFgIm Ram_2,109.18c
   satataṃ satkṛtāḥ priyaiḥ Ram_2,34.20b	satatam satkRtAH priyEH Ram_2,34.20b
   satataṃ satyadarśinaḥ Ram_3,62.14b	satatam satya darSinaH Ram_3,62.14b
   sa tat kabandhaḥ pratipadya rūpaṃ Ram_3,69.36a	sa tat kabanDaH pratipadya rUpam Ram_3,69.36a
   sa tatra kāṃścit pariṣasvaje narān Ram_2,95.46a	sa tatra kAMScid parizasvaje narAn Ram_2,95.46a
   sa tatra nyavasad bhrātrā Ram_2,1.6a	sa tatra nyavasat BrAtrA Ram_2,1.6a
   sa tatra brahmaṇaḥ sthānam Ram_3,11.17a	sa tatra brahmaNaH sTAnam Ram_3,11.17a
   sa tatra sītāṃ paridāya maithilīṃ Ram_3,13.36a	sa tatra sItAm paridAya mETilIm Ram_3,13.36a
   sa tathā gṛdhrarājena Ram_3,49.31a	sa taTA gRDra rAjena Ram_3,49.31a
   sa tatheti pratijñāya Ram_2,3.7a	sa taTA iti pratijQAya Ram_2,3.7a
   sa tadantaḥpuradvāraṃ Ram_2,14.1a	sa tad antaHpura dvAram Ram_2,14.1a
   sa tad dattaṃ maghavatā Ram_3,29.25a	sa tat dattam maGavatA Ram_3,29.25a
   sa tam adhvānam aikṣvākaḥ Ram_2,43.15a	sa tam aDvAnam EkzvAkaH Ram_2,43.15a
   sa tam antaḥpure ghoram Ram_2,36.8a	sa tam antaHpure Goram Ram_2,36.8a
   sa tam āśramam āgamya Ram_2,105.6a	sa tam ASramam Agamya Ram_2,105.6a
   sa tam āśramam āgamya Ram_3,10.27a	sa tam ASramam Agamya Ram_3,10.27a
   sa tam utpāṭayāmāsa Ram_3,29.17c	sa tam utpAwayAmAsa Ram_3,29.17c
   sa tasmin gomayahrade Ram_2,63.9b	sa tasmin gomaya hrade Ram_2,63.9b
   sa tasya kulam avyagram Ram_3,13.4c	sa tasya kulam avyagram Ram_3,13.4c
   sa tasya svaram ājñāya Ram_3,55.3a	sa tasya svaram AjQAya Ram_3,55.3a
   sa taṃ kailāsaśṛṅgābhaṃ Ram_2,3.15a	sa tam kElAsa SRFga ABam Ram_2,3.15a
   sa taṃ dṛṣṭvā kṛtaṃ saumyam Ram_3,14.24a	sa tam dRzwvA kRtam sOmyam Ram_3,14.24a
   sa taṃ pitṛsakhaṃ buddhvā Ram_3,13.4a	sa tam pitR saKam budDvA Ram_3,13.4a
   sa taṃ ruciram ākramya Ram_3,14.9a	sa tam ruciram Akramya Ram_3,14.9a
   sa taṃ vṛkṣaṃ samāsādya Ram_2,47.1a	sa tam vRkzam samAsAdya Ram_2,47.1a
   sa taṃ sasmitam ābhāṣya Ram_2,3.22a	sa tam sa smitam ABAzya Ram_2,3.22a
   sa taṃ sainyasamudbhūtaṃ Ram_2,90.3a	sa tam sEnya samudBUtam Ram_2,90.3a
   sa tādṛśaḥ siṃhabalo Ram_2,55.16a	sa tAdRSaH siMha balaH Ram_2,55.16a
   sa tāni drumajālāni Ram_2,92.12a	sa tAni druma jAlAni Ram_2,92.12a
   sa tāni śarajālāni Ram_3,49.6a	sa tAni Sara jAlAni Ram_3,49.6a
   sa tān dṛṣṭvā mahāvīryo Ram_3,52.18a	sa tAn dRzwvA mahA vIryaH Ram_3,52.18a
   sa tām abhyavadad vipro Ram_2,102.17a	sa tAm aByavadat vipraH Ram_2,102.17a
   sa tām asitakeśāntāṃ Ram_3,47.10a	sa tAm asita keSAntAm Ram_3,47.10a
   sa tām ākulakeśāntāṃ Ram_3,50.41c	sa tAm Akula keSAntAm Ram_3,50.41c
   sa tām āsādya vai rāmo Ram_3,71. 13a	sa tAm AsAdya vE rAmaH Ram_3,71. 13a
   sa tām upasthito rāmaḥ Ram_3,60.6a	sa tAm upasTitaH rAmaH Ram_3,60.6a
   sa tāsāṃ vacanaṃ śrutvā Ram_2,32.19a	sa tAsAm vacanam SrutvA Ram_2,32.19a
   satāṃ ca dharmanityānāṃ Ram_2,4.27c	satAm ca Darma nityAnAm Ram_2,4.27c
   sa tāṃ dṛṣṭvā tataḥ pampāṃ Ram_3,71. 20a	sa tAm dRzwvA tatas pampAm Ram_3,71. 20a
   satāṃ dharmam anusmaran Ram_2,76.5b	satAm Darmam anusmaran Ram_2,76.5b
   sa tāṃ nānubhavet prītiṃ Ram_2,98.9c	sa tAm na anuBavet prItim Ram_2,98.9c
   satāṃ pathi svair niyamaiḥ paraiḥ sthitaḥ Ram_2,88.27d	satAm paTi svEH niyamEH parEH sTitaH Ram_2,88.27d
   sa tāṃ padmapalāśākṣīṃ Ram_3,44.12a	sa tAm padma palASa akzIm Ram_3,44.12a
   satāṃ buddhiṃ puraskṛtya Ram_2,100.17a	satAm budDim puraskRtya Ram_2,100.17a
   satāṃ lokāt satāṃ kīrtyāḥ Ram_2,69.28a	satAm lokAt satAm kIrtyAH Ram_2,69.28a
   satāṃ lokān avāpsyasi Ram_2,69.32d	satAm lokAn avApsyasi Ram_2,69.32d
   sa tāḥ provāca rājā tu Ram_3,54.26a	sa tAH provAca rAjA tu Ram_3,54.26a
   sa tu tāṃ rāma rāmeti Ram_3,50.12a	sa tu tAm rAma rAma iti Ram_3,50.12a
   sa tu divyena rūpeṇa Ram_2,58.40a	sa tu divyena rUpeNa Ram_2,58.40a
   sa tu dṛṣṭvā nadītīre Ram_2,46.61a	sa tu dRzwvA nadI tIre Ram_2,46.61a
   sa tu dṛṣṭvā rudan dīnaḥ Ram_2,71.9a	sa tu dRzwvA rudan dInaH Ram_2,71.9a
   sa tu prajāpatiḥ pūrvam Ram_2,102.5c	sa tu prajApatiH pUrvam Ram_2,102.5c
   sa tu bhūmau niveśitam Ram_2,70.4b	sa tu BUmO niveSitam Ram_2,70.4b
   sa tu mām abravīd indro Ram_3,67.15a	sa tu mAm abravIt indraH Ram_3,67.15a
   sa tu rāmam avekṣantaṃ Ram_2,103.15a	sa tu rAmam avekzantam Ram_2,103.15a
   sa tu rāmānujaś cāpi Ram_2,69.4a	sa tu rAma anujaH ca api Ram_2,69.4a
   sa tu vai saha rājyena Ram_3,31.4c	sa tu vE saha rAjyena Ram_3,31.4c
   sa tu śuśrūṣate hi mām Ram_2,8.10f	sa tu SuSrUzate hi mAm Ram_2,8.10f
   sa tu śokasamāviṣṭo Ram_3,71. 14a	sa tu Soka samAvizwaH Ram_3,71. 14a
   sa tu saṃjñāṃ punar labdhvā Ram_2,95.12a	sa tu saMjQAm punar labDvA Ram_2,95.12a
   sa tu saṃviśya medinyāṃ Ram_2,47.5a	sa tu saMviSya medinyAm Ram_2,47.5a
   sa tu saṃhṛṣṭavadanaḥ Ram_2,79.11a	sa tu saMhRzwa vadanaH Ram_2,79.11a
   sa tu sītāṃ viveṣṭantīm Ram_3,52.11a	sa tu sItAm vivezwantIm Ram_3,52.11a
   sa tu harṣāt tam uddeśaṃ Ram_2,74.4a	sa tu harzAt tam uddeSam Ram_2,74.4a
   sa tūryaghoṣaḥ sumahān Ram_2,75.3a	sa tUrya GozaH su mahAn Ram_2,75.3a
   sa tūṣṇīm eva tac chrutvā Ram_2,51.22a	sa tUzNIm eva tat SrutvA Ram_2,51.22a
   sa te jīvitaśeṣasya Ram_3,54.9a	sa te jIvita Sezasya Ram_3,54.9a
   sa te darpaṃ balaṃ vīryam Ram_3,54.15a	sa te darpam balam vIryam Ram_3,54.15a
   sa tena dhanadānujaḥ Ram_3,33.7b	sa tena Danada anujaH Ram_3,33.7b
   sa tenāgninikāśena Ram_3,23.15a	sa tena agni nikASena Ram_3,23.15a
   sa tenaiva praharṣeṇa Ram_3,33.33a	sa tena eva praharzeNa Ram_3,33.33a
   sa te pratigrahītavyaḥ Ram_3,70.12a	sa te pratigrahItavyaH Ram_3,70.12a
   sa te vāsaṃ vidhāsyati Ram_3,4. 30d	sa te vAsam viDAsyati Ram_3,4. 30d
   sa te śreyo vidhāsyati Ram_3,3.23b	sa te SreyaH viDAsyati Ram_3,3.23b
   sa teṣāṃ bhojanaṃ dadau Ram_3,11.24d	sa tezAm Bojanam dadO Ram_3,11.24d
   sa teṣāṃ yātudhānānāṃ Ram_3,24.5a	sa tezAm yAtuDAnAnAm Ram_3,24.5a
   sa te sukhocito bālo Ram_2,8.24a	sa te suKa ucitaH bAlaH Ram_2,8.24a
   sa te 'haṃ pitur ācāryas Ram_2,103.4a	sa te aham pituH AcAryaH Ram_2,103.4a
   sa tair bāṇair mahāvīryaḥ Ram_3,49.9a	sa tEH bANEH mahA vIryaH Ram_3,49.9a
   sa tair mahātmā bharataḥ Ram_2,63.5a	sa tEH mahAtmA BarataH Ram_2,63.5a
   sa taiḥ parivṛto ghorai Ram_3,24.10a	sa tEH parivRtaH GorEH Ram_3,24.10a
   sa taiḥ praharaṇair ghorair Ram_3,24.12a	sa tEH praharaNEH GorEH Ram_3,24.12a
   sa tau madhurayā vācā Ram_3,13.3a	sa tO maDurayA vAcA Ram_3,13.3a
   satkārārthaṃ susatkṛtam Ram_3,11.15d	satkAra arTam su satkRtam Ram_3,11.15d
   satkṛtas te purohitaḥ Ram_2,94.7d	satkRtaH te purohitaH Ram_2,94.7d
   satkṛtaṃ mālyabhūṣitam Ram_2,28.16b	satkRtam mAlya BUzitam Ram_2,28.16b
   satkṛtya kaikeyī putraṃ Ram_2,64.18c	satkRtya kEkeyI putram Ram_2,64.18c
   satkṛtya nihitaṃ sarvam Ram_2,28.14a	satkRtya nihitam sarvam Ram_2,28.14a
   satkṛtyāmantrayāmāsa Ram_3,12.23c	satkRtya AmantrayAmAsa Ram_3,12.23c
   sattrāṇy anvāsate dāntā Ram_2,61.12c	sattrANi anvAsate dAntAH Ram_2,61.12c
   sattre vai yajñadakṣiṇām Ram_2,69.19b	sattre vE yajQa dakziNAm Ram_2,69.19b
   sattvam āviśya bhāṣate Ram_2,30.10b	sattvam AviSya BAzate Ram_2,30.10b
   sattvam āśritya kevalam Ram_3,34.12b	sattvam ASritya kevalam Ram_3,34.12b
   sattvavāñ śīlavāñ śuciḥ Ram_3,65.8b	sattvavAn SIlavAn SuciH Ram_3,65.8b
   sattvāni nivasanty uta Ram_3,47.33b	sattvAni nivasanti uta Ram_3,47.33b
   satyadharmapathe sthitaḥ Ram_2,27.30b	satya Darma paTe sTitaH Ram_2,27.30b
   satyadharmaparākrama Ram_2,103.7d	satya Darma parAkramaH Ram_2,103.7d
   satyadharmaparāyaṇaḥ Ram_2,2.20b	satya Darma parAyaNaH Ram_2,2.20b
   satyanāmāṃ dṛḍhadvārāṃ Ram_2,94.34c	satyanAmAm dRXa dvArAm Ram_2,94.34c
   satyapratijñaṃ pitaraṃ Ram_2,17.12a	satya pratijQam pitaram Ram_2,17.12a
   satyapratiśravaḥ satyaṃ Ram_2,101.16c	satya pratiSravaH satyam Ram_2,101.16c
   satyam āśritya hi mayā Ram_2,12.3c	satyam ASritya hi mayA Ram_2,12.3c
   satyam iṣṭaṃ hi me sadā Ram_3,9.17d	satyam izwam hi me sadA Ram_3,9.17d
   satyamūlāni sarvāṇi Ram_2,101.13c	satya mUlAni sarvANi Ram_2,101.13c
   satyam eva bhajeta tat Ram_2,101.22d	satyam eva Bajeta tat Ram_2,101.22d
   satyam eva hi menire Ram_2,101.11b	satyam eva hi menire Ram_2,101.11b
   satyam evānṛśaṃsyaṃ ca Ram_2,101.10a	satyam eva AnRSaMsyam ca Ram_2,101.10a
   satyam eveśvaro loke Ram_2,101.13a	satyam eva ISvaraH loke Ram_2,101.13a
   satyarūpaṃ tu tadvākyaṃ Ram_2,51.19a	satya rUpam tu tat vAkyam Ram_2,51.19a
   satyavantam anuvratām Ram_2,27.6b	satyavantam anuvratAm Ram_2,27.6b
   satyavāg bhavatu dvijaḥ Ram_2,26.9d	satya vAc Bavatu dvijaH Ram_2,26.9d
   satyavādī ca rāghavaḥ Ram_2,2.22b	satya vAdI ca rAGavaH Ram_2,2.22b
   satyavādī dṛḍhavrataḥ Ram_2,11.3b	satya vAdI dRXa vrataH Ram_2,11.3b
   satyavādī maheṣvāso Ram_2,2.29a	satya vAdI mahA izvAsaH Ram_2,2.29a
   satyavādī hi loke 'smin Ram_2,101.11c	satya vAdI hi loke asmin Ram_2,101.11c
   satyavāde sthitaḥ pituḥ Ram_2,99.8d	satya vAde sTitaH pituH Ram_2,99.8d
   satyaśīla tavāśrame Ram_2,48.33b	satya SIla tava ASrame Ram_2,48.33b
   satyasaṃdhaṃ nṛpottamam Ram_3,45.7f	satya saMDam nRpa uttamam Ram_3,45.7f
   satyasaṃdhaḥ parijñāto Ram_3,54.2c	satya saMDaH parijQAtaH Ram_3,54.2c
   satyasaṃdhaḥ śuciḥ śrīmān Ram_2,65.3a	satya saMDaH SuciH SrImAn Ram_2,65.3a
   satyasaṃdhaḥ satāṃ śreṣṭho Ram_2,69.14c	satya saMDaH satAm SrezWaH Ram_2,69.14c
   satyasaṃdhe mahātmani Ram_2,103.30d	satya saMDe mahAtmani Ram_2,103.30d
   satyasaṃdho mahātejā Ram_2,10.24a	satya saMDaH mahA tejAH Ram_2,10.24a
   satyasthaṃ bharata carāma mā viṣādam Ram_2,99.19d	satya sTam Barata carAma mA vizAdam Ram_2,99.19d
   satyasya ca śamasya ca Ram_2,18.32f	satyasya ca Samasya ca Ram_2,18.32f
   satyaṃ ca dharmaṃ ca parākramaṃ ca Ram_2,101.30a	satyam ca Darmam ca parAkramam ca Ram_2,101.30a
   satyaṃ neti manastāpas Ram_2,19.8c	satyam na iti manaH tApaH Ram_2,19.8c
   satyaṃ padmā samāśritā Ram_2,101.13b	satyam padmA samASritA Ram_2,101.13b
   satyaṃ paśyāmy ahaṃ svayam Ram_2,101.19b	satyam paSyAmi aham svayam Ram_2,101.19b
   satyaṃ brūyān na cānṛtam Ram_3,45.15b	satyam brUyAt na ca anRtam Ram_3,45.15b
   satyaḥ satyābhisaṃdhaś ca Ram_2,19.7a	satyaH satya aBisaMDaH ca Ram_2,19.7a
   satyānurodhāt samaye Ram_2,12.6c	satya anuroDAt samaye Ram_2,12.6c
   satyān nāsti paraṃ padam Ram_2,101.13d	satyAt na asti param padam Ram_2,101.13d
   satyena dhanuṣā caiva Ram_2,18.13c	satyena DanuzA ca eva Ram_2,18.13c
   satyena samayīkṛtaḥ Ram_2,101.16d	satyena samayIkRtaH Ram_2,101.16d
   satyenaiva ca te śape Ram_2,45.4d	satyena eva ca te Sape Ram_2,45.4d
   satye lokaḥ pratiṣṭhitaḥ Ram_2,101.10d	satye lokaH pratizWitaH Ram_2,101.10d
   sa triyāmā tathārtasya Ram_2,11.8a	sa triyAmA taTA Artasya Ram_2,11.8a
   sa tv anekāgrahṛdayo Ram_2,65.23a	sa tu anekAgra hRdayaH Ram_2,65.23a
   sa tvam āyudham ādāya Ram_2,28.14c	sa tvam AyuDam AdAya Ram_2,28.14c
   sa tvayā nāvamantavyaḥ Ram_2,34.21a	sa tvayA na avamantavyaH Ram_2,34.21a
   sa tvayoktaḥ patir devi Ram_2,9.14a	sa tvayA uktaH patiH devi Ram_2,9.14a
   sa tvaṃ nāma ca gotraṃ ca Ram_3,45.20a	sa tvam nAma ca gotram ca Ram_3,45.20a
   sa tvaṃ rāmo 'si bhadraṃ te Ram_3,67.16a	sa tvam rAmaH asi Badram te Ram_3,67.16a
   sa tvaṃ sītāṃ samācakṣva Ram_3,67.23a	sa tvam sItAm samAcakzva Ram_3,67.23a
   sa tvā paśyatu bhadraṃ te Ram_2,31.4a	sa tvA paSyatu Badram te Ram_2,31.4a
   sa tv eva mātṝn abhivādya sarvā Ram_2,104.25c	sa tu eva mAtLn aBivAdya sarvAH Ram_2,104.25c
   sa dadarśa mahāsālam Ram_3,29.16c	sa dadarSa mahA sAlam Ram_3,29.16c
   sa dadarśāsane rāmo Ram_2,16.1a	sa dadarSa Asane rAmaH Ram_2,16.1a
   sa darśanīyo bahudhā Ram_3,27.21a	sa darSanIyaH bahuDA Ram_3,27.21a
   sadaśaratheva babhau yathā purā Ram_2,75.14d	sa daSaraTA iva baBO yaTA purA Ram_2,75.14d
   sadaśvayuktaṃ so 'marṣād Ram_3,21.16c	sat aSva yuktam saH amarzAt Ram_3,21.16c
   sadaśvaiḥ śabalair yuktam Ram_3,21.13c	sat aSvEH SabalEH yuktam Ram_3,21.13c
   sadā jalam atandritaḥ Ram_2,96.5b	sadA jalam atandritaH Ram_2,96.5b
   sadā te jananītulyāṃ Ram_2,10.34a	sadA te jananI tulyAm Ram_2,10.34a
   sadā tvaṃ sarvabhūtānāṃ Ram_3,61.10a	sadA tvam sarva BUtAnAm Ram_3,61.10a
   sadānṛṇam imaṃ rāmaṃ Ram_2,104.6a	sadA anRNam imam rAmam Ram_2,104.6a
   sadā puṣpitakānanām Ram_2,95.25d	sadA puzpita kAnanAm Ram_2,95.25d
   sadā bhavyo 'nasūyakaḥ Ram_2,2.21d	sadA BavyaH anasUyakaH Ram_2,2.21d
   sadā mūlaphalair yutaḥ Ram_3,6.16d	sadA mUla PalEH yutaH Ram_3,6.16d
   sadā rāmo 'bhibhāṣate Ram_2,2.27d	sadA rAmaH aBiBAzate Ram_2,2.27d
   sadā sukhaṃ na jānāmi Ram_2,25.5c	sadA suKam na jAnAmi Ram_2,25.5c
   sa dīna iva śokārto Ram_2,16.10a	sa dInaH iva Soka ArtaH Ram_2,16.10a
   sa dīno dīnayā vācā Ram_3,60.1a	sa dInaH dInayA vAcA Ram_3,60.1a
   sadūṣaṇakharaṃ yuddhe Ram_3,52.21c	sa dUzaNa Karam yudDe Ram_3,52.21c
   sadṛśaṃ cānurūpaṃ ca Ram_2,110.36c	sadRSam ca anurUpam ca Ram_2,110.36c
   sadṛśaṃ cānurūpaṃ ca Ram_3,9.20e	sadRSam ca anurUpam ca Ram_3,9.20e
   sadṛśaṃ rāghavasyaiva Ram_3,42.14c	sadRSam rAGavasya eva Ram_3,42.14c
   sadṛśaṃ śatapattrasya Ram_2,54.14a	sadRSam Satapattrasya Ram_2,54.14a
   sadṛśaṃ śāradasyendoḥ Ram_2,58.53a	sadRSam SAradasya indoH Ram_2,58.53a
   sadṛśaṃ ślāghanīyaṃ ca Ram_2,107.5a	sadRSam SlAGanIyam ca Ram_2,107.5a
   sadṛśaṃ saṃcakampire Ram_2,59.6d	sadRSam saMcakampire Ram_2,59.6d
   sadṛśāc cāpakṛṣṭāc ca Ram_2,110.34a	sadRSAt ca apakRzwAt ca Ram_2,110.34a
   sadṛśyāṃ sadṛśaḥ sutaḥ Ram_2,3.23b	sadRSyAm sadRSaH sutaH Ram_2,3.23b
   sa dṛṣṭvā rākṣasaṃ sainyam Ram_3,27.2a	sa dRzwvA rAkzasam sEnyam Ram_3,27.2a
   sa dṛṣṭvā lakṣmaṇaṃ dīnaṃ Ram_3,56.1a	sa dRzwvA lakzmaNam dInam Ram_3,56.1a
   sadevagandharvamanuṣyapannagaṃ Ram_3,60.52c	sa deva ganDarva manuzya pannagam Ram_3,60.52c
   sadevāsurapannagāḥ Ram_3,45.22b	sa deva asura pannagAH Ram_3,45.22b
   sa deśaḥ ślāghanīyaś ca Ram_3,12.18a	sa deSaH SlAGanIyaH ca Ram_3,12.18a
   sa daivam anuvartate Ram_2,20.11b	sa dEvam anuvartate Ram_2,20.11b
   sadbhir ācaritaḥ purā Ram_2,27.28b	sadBiH AcaritaH purA Ram_2,27.28b
   sadma diṣṭāntam īyuṣaḥ Ram_2,59.13d	sadma dizwAntam IyuzaH Ram_2,59.13d
   sadyaḥ śatasahasradhā Ram_2,58.19d	sadyas Sata sahasraDA Ram_2,58.19d
   sadyaḥ śarīre vinanāśa śokaḥ Ram_2,39.16c	sadyas SarIre vinanASa SokaH Ram_2,39.16c
   sadyaḥ śaṃsanti sambhramam Ram_3,65.10d	sadyas SaMsanti samBramam Ram_3,65.10d
   sadyaḥ saumyaṃ parityajya Ram_3,47.6a	sadyas sOmyam parityajya Ram_3,47.6a
   sadyo nipatitānandaṃ Ram_2,59.13a	sadyas nipatita Anandam Ram_2,59.13a
   sa dhanur dhanvināṃ śreṣṭhaḥ Ram_3,27.24a	sa DanuH DanvinAm SrezWaH Ram_3,27.24a
   sa dhanyo yasya putrau dvau Ram_2,104.3a	sa DanyaH yasya putrO dvO Ram_2,104.3a
   sa dharmaṃ parimārgate Ram_2,93.33d	sa Darmam parimArgate Ram_2,93.33d
   sa dhuryo vai parispandan Ram_2,12.9c	sa DuryaH vE parispandan Ram_2,12.9c
   sadhūmā iva pāvakāḥ Ram_3,25.17b	sa DUmAH iva pAvakAH Ram_3,25.17b
   sadhūmāś ca śarāḥ sarve Ram_3,23.5a	sa DUmAH ca SarAH sarve Ram_3,23.5a
   sadhūmāṃś caiva parvatān Ram_2,63.12d	sa DUmAn ca eva parvatAn Ram_2,63.12d
