   śāstrasaṃgrahaḥ prathamo 'dhyāyaḥ 1	SAstra-saMgrahaH praTamaH aDyAyaH 1
   triṃśatkalaścaiva bhavenmuhūrttastriṃśatā rātryahanī samete //	triMSat-kalaH-ca-eva Bavet-muhUrttaH-triMSatA rAtrI-ahanI samete //
   te ca caitraghāśvayujamāsayorbhavataḥ /	te ca cEtraGASva-yujamAsayoH-BavataH /
   caitrātparaṃ pratimāsaṃ mauhūrttikī divasavṛddhiḥ niśāhāniśca trimāsyāḥ,	cEtrAt-param pratimAsam mOhUrttikI divasa-vRdDiH niSA-hAniH-ca trimAsyAH,
   tataḥ paraṃ mauhūrttikī niśāvṛddhiḥ divasahāniśca /	tatas param mOhUrttikI niSA-vRdDiH divasa-hAniH-ca /
   āśvayujītparataḥ punaretadeva viparītam /	ASvayujIt-paratas punar-etat-eva viparItam /
   rāśaito rāśyantarasaṅkramaṇamuṣṇabhāso māsaḥ, varṣādi dakṣiṇāyanaṃ,	rASA-etoH rASi-antara-saFkramaNam-uzNa-BAsaH mAsaH, varza-Adi dakziNAyanaM,
   śiśirādyuttarāyaṇaṃ, dvayayanaḥ saṃvatsara iti sauraṃ mānam /	SiSira-Adi-uttarAyaNan, dvayayanaH saMvatsaraH iti sOram mAnam /
   pañcadaśāhorātraḥ pakṣaḥ /	paQcadaSa-ahorAtraH pakzaH /
   varddhamānasomaḥ śuklo, vardhdamānakṛṣṇimā kṛṣṇā iti pitryaṃ māsamānam /	vardDamAna-somaH Suklo, varDdamAna-kRzNimA kRzNA iti pitryam mAsa-mAnam /
   amunā ca vedoditaḥ kṛtsno 'pi kriyākalpaḥ /	amunA ca veda-uditaH kRtsnaH api kriyA-kalpaH /
   pitryameva vyatyayitapakṣaṃ cāndramasam /	pitryam-eva vyatyayita-pakzam cAndramasam /
   idamāryāvarttavāsinaśca kavayaśca mānamāśritāḥ /	idam-AryAvartta-vAsinaH-ca kavayaH-ca mAnam-ASritAH /
   evaṃ ca dvau pakṣau māsaḥ /	evam ca dvO pakzO mAsaH /
   dvau māsāvṛtuḥ /	dvO mAsO=-RtuH /
   ṣaṇṇāmṛtūnāṃ paravarttaḥ saṃvatsaraḥ /	zaNNAm-RtUnAm para-varttaH saMvatsaraH /
   sa ca caitrādiriti daivajñāḥ, śrāvaṇādiriti lokayātrāvidaḥ /	sa ca cEtra-AdiH-iti dEvajQAH, SrAvaNa-AdiH-iti lokayAtrA-vidaH /
   tatra nabhā nabhasyaśca varṣāḥ, īṣa ūrjaśca śarat, sahaḥ sahasyaśca	tatra naBAH naBasyaH-ca varzAH, IzaH UrjaH-ca Sarat, sahaH sahasyaH-ca
   hemantaḥ, tapastasyaśca śiśiraḥ, madhurmādhavaśca vasantaḥ, śukraḥ śuciśca	hemantaH, tapaH-tasyaH-ca SiSiraH, maDuH-mADavaH-ca vasantaH, SukraH SuciH-ca
   grīṣmaḥ /	grIzmaH /
   tatra "varṣāsu pūrvo vāyuḥ" iti kavayaḥ /	tatra "varzAsu pUrvaH vAyuH" iti kavayaH /
   "pāścātyaḥ, paurastyastu pratihantā" ityācāryāḥ /	"pAScAtyaH, pOrastyaH-tu pratihantA" iti-AcAryAH /
   tadāhuḥ-	tat-AhuH-
   "purovātā hatā prāvṛṭ paścādvātā hatā śarat" iti /	"purovAtA hatA prAvRz paScAt-vAtA hatA Sarat" iti /
   tadāhuḥ-	tat-AhuH-
   "prāvṛṣyabhbhobhṛtābhbhodabharanirbharanirbharamambaram /	"prAvRzi-aBBoBRta-aBBoda-Bara-nirBara-nirBaram-ambaram /
   kādambakusumāmodā vāyavo vānti vāruṇāḥ" //	kAdamba-kusuma-AmodAH vAyavaH vAnti vAruNAH" //
   "vastuvṛttaratantraṃ, kavisamayaḥ pramāṇam" iti yāyāvarīyaḥ /	"vastu-vRttara-tantraM, kavi-samayaH pramANam" iti yAyAvarIyaH /
   tadāhuḥ-	tat-AhuH-
   "paurastyastoyadarttoḥ pavana iva patanpāvakasyeva dhūmo	"pOrastyaH-toya-darttoH pavanaH iva patan-pAvakasya-iva DUmaH-
   viśvasyevādisargaḥ praṇava iva paraṃ pāvanaṃ vedarāśeḥ /	viSvasya-iva-Adi-sargaH praNavaH iva param pAvanam veda-rASeH /
   sandhyānṛttotsavocchoriva madanariponandināndīninādaḥ sorasyāgre sukhaṃ vo	sanDyA-nRtta-utsava-ucCoH-iva madana-ripaH-nandinAndI-ninAdaH sa-urasya-agre suKam vaH-
   vitaratu vinatānandanaḥ syandanasya" //	vitaratu vinatA-AnandanaH syandanasya" //
   śaradyaniyatadikko vāyuryathā-	Saradi-aniyata-dikkaH vAyuH-yaTA-
   "uṣaḥsu vavurākṛṣṇajahāvaśyāyaśīkarāḥ /	"uzaHsu vavurA-kRzNa-jahA-avaSyAyaSIkarAH /
   śophālīkalikākośakaṣāyamodino 'nilāḥ" //	SoPAlI-kalikA-koSa-kazAya-modinaH anilAH" //
   "hemante pāścātyo vāyuḥ", iti eke /	"hemante pAScAtyaH vAyuH", iti eke /
   "udīcya" iti apare /	"udIcya" iti apare /
   "ubhayamapi"iti yāyāvarīyaḥ /	"uBayam-api"iti yAyAvarIyaH /
   tayoḥ pāścātya--	tayoH pASca-atya--
   "bhañjanmūrjadrumālīstuhinagiritaṭeṣūdgatāstvakkarālāḥ	"BaQjan-mUrja-druma-AlIH-tuhina-giri-tawezu-udgatAH-tvac-karAlAH
   raṃvābhbhaḥsthūlavīcīcayacakitalañcātakān vyādhunānaḥ /	raMvABBaH-sTUla-vIcI-caya-cakita-laQcAtakAn vyADu-nAnaH /
   pāśvātyo vāti vegāddrutatuhinaśilāśīkarāsāravarṣī	pASvAtyaH vA-ati vegAt-druta-tuhina-SilA-SIkara-AsAra-varzI
   mātaṅgakṣuṇṇasāndrastrutasaralataratsārasārī samīraḥ" //	mAtaFga-kzuNNa-sAndraH-truta-saralatarat-sAra-sArI samIraH" //
   udīcyaḥ-	udIcyaH-
   "labhpākīnāṃ kirantaścikuraviracanāṃ rallakāṃllāsayantaḥ	"laBpAkInAm kirantaH-cikura-viracanAm rallakAn=-lAsayantaH
   cumbantaśvandrabhāgāsalilamavikalaṃ bhūrjakāṇḍaikacaṇḍaḥ /	cumbanta-Svandra-BAgA-salilam-avikalam BUrja-kANxa-eka-caNxaH /
   ete kastūrikaiṇapraṇayasurabhayo vallabhā bāhlavīnāṃ kaulūtīkelikārāḥ	ete kastUrikA-eNa-praNaya-suraBayaH vallaBAH bAhlavInAm kOlUtI-kelikArAH
   paricayitahimaṃ vāyavo vāntyudīcyāḥ" //	paricayita-himam vAyavaH vAnti-udIcyAH" //
   śiśire 'pi hemantavadudīcyaḥ pāścātyo vā /	SiSire api hemanta-vat-udIcyaH pAScAtyaH vA /
   vasante dakṣiṇaḥ /	vasante dakziNaH /
   taduktam -	tat-uktam -
   "dhunvalaṅkāvanālīrmuhuralakalatā lāsayankeralīnām	"DunvalaFka-avanAlIH-muhur-alaka-latA lAsayan-keralInAm
   āndhrīdhaṃmillabandhānsapadi śithilayanvellayannāgavallīḥ /	AnDrIDaMmilla-banDAn-sapadi SiTilayan-vellayat-nAgavallIH /
   uddāmaṃ dākṣiṇātyo malitamalayajaḥ sārithirmīnaketoḥ prātpaḥ sīmantinīnāṃ	uddAmam dAkziNAtyaH malita-malayajaH sAriTiH-mInaketoH prAtpaH sImantinInAm
   madhusamayasuhṛnmānacauraḥ samīraḥ" //	maDu-samaya-suhRd-mAna-cOraH samIraH" //
   "ubhayatadikko vāyurgrīṣme" ityeke /	"uBayata-dikkaH vAyuH-grIzme" iti-eke /
   "naiṛrtaḥ " ityapare /	"nERrtaH " iti-apare /
   "ubhayamapi" iti yāyāvarīyaḥ /	"uBayam-api" iti yAyAvarIyaH /
   tatra prathamaḥ-	tatra praTamaH-
   "vātyācakrakacumbitāmbarabhuvaḥ sthūlā rajodaṇḍakāḥ saṃgrathnanti	"vAti-Acakraka-cumbita-ambara-BuvaH sTUlAH rajaH-daNxakAH saMgraTnanti
   bhaviṣyadabhrapaṭalasthūṇāvitarkaṃ nabhaḥ /	Bavizyat-aBra-pawala-sTUNA-vitarkam naBaH /
   kiṃ cānyanmṛgatṛṣṇiṅkāmbuvasaraiḥ pātrāṇi vītārṇasāṃ sindhūnāmiha	kim ca-anyat-mRgatRzNiFka-ambu-vasarEH pAtrANi vIta-arNasAm sinDUnAm-iha
   sūtrayanti divaseṣvāgāminīṃ sampadam" //	sUtrayanti divasezu-AgAminIm sampadam" //
   dvitīyaḥ-	dvitIyaH-
   "so 'yaṃ karaistapati vahṇimayairivārkaḥ sāṅgāravistaravistarabhareva	"saH ayam karEH-tapati vahNi-mayEH-iva-arkaH sa-aFgAra-vistara-vistara-BarA-iva
   dharā samagrā /	DarA samagrAH /
   vāyuḥ kukūlamiva varṣati naiṛrtaśca kārśānavairiva śarairmadanaśca hanti"	vAyuH kukUlam-iva varzati nERrtaH-ca kArSAnavEH-iva SarEH-madanaH-ca hanti"
   kiñca -	kiQca -
   garbhānbalākāsu niveśayanto vaṃśāṅkurānsvairninadaiḥ sṛjantaḥ /	garBAn-balAkAsu niveSayantaH vaMSa-aFkurAn-svEH-ninadEH sRjantaH /
   "rajo 'mbudāḥ prāvṛṣi mudrayanto yātrodyamaṃ bhūmibhṛtāṃ haranti" //	"rajaH ambudAH prAvRzi mudrayantaH yAtrA-udyamam BUmiBRtAm haranti" //
   sa sallakīsālaśilīndhrayūthīprasūnadaḥ puṣpitalāṅgalīkaḥ /	sa sallakI-sAla-SilInDra-yUTI-prasUna-daH puzpita-lAFgalIkaH /
   dagdhorvarāsundaragandhabandhurarghatyayaṃ vārimucāmanehā //	dagDoH-varA-sundara-ganDa-banDuH-arGati-ayam vA-arimucAm-anehAH //
   vanāni nīlīdalamecakāni dhārāmbudhautā girayaḥ sphuranti /	vanAni nIlI-dala-mecakAni DArA-ambu-DOtAH girayaH sPuranti /
   pūrāmbhasā bhinnataṭāstaṭinyaḥ sāndrendragopāni ca śādvalāni //	pUra-amBasAH Binna-tawAH-tawinyaH sAndra-indragopAni ca SAdvalAni //
   cakoraharṣī yaticāracauro viyoginīvīkṣitanāthavartmā /	cakora-harzI yati-cAra-cOraH viyoginI-vIkzita-nATa-vartmA /
   gṛhānprati prasthitapānthasārthaḥ kālo 'yamādhmātanabhāḥ payodaiḥ //	gRhAn-prati prasTita-pAnTa-sArTaH kAlaH ayam-ADmAta-naBAH payodEH //
   yā keliyātrā karikāminībhir yātuṅgaharmyāgravilāsaśayyā /	yA keli-yAtrA kari-kAminIBiH yAtuFga-harmya-agra-vilAsa-SayyA /
   catuḥsamaṃ (mo yo)yanmṛganābhigarbharṃ(bhaḥ) sā vāridarttoḥ	catur-samam (maH yo)yan-mRga-nABi-garBarM(BaH) sA vAri-darttoH
   prathamātitheyī //	praTama-AtiTeyI //
   calañcaṭulacātakaḥ kṛtakuraṅgarāgodayaḥ sadarduraravodyamo	calaQcawula-cAtakaH kRta-kuraFga-rAga-udayaH sa-dardurarava-udyamaH-
   madabharapragalbhoragaḥ /	mada-Bara-pragalBa-uragaH /
   śikhaṇḍikulatāṇḍavāmuditamadgukaṅkāhvayo viyogiṣu ghanāgamaḥ smaraviṣaṃ	SiKaNxi-kula-tANxavAmudita-madgu-kaFka-AhvayaH viyogizu Gana-AgamaH smara-vizam
   viṣaṃ muñcati //	vizam muQcati //
   dalatkuṭajakuḍmalaḥ sphuṭitanīpapuṣpotkaro dhavaprasavabāndhavaḥ	dalat-kuwaja-kuxmalaH sPuwita-nIpa-puzpa-utkaraH Dava-prasava-bAnDavaH
   pracitamañjarīkārjunaḥ /	pracita-maQjarIkArjunaH /
   kadambakaluṣāmbaraḥ kalitaketakīkorakaś calanniculasañcayo harati hanta	kadamba-kaluza-ambaraH kalita-ketakI-korakaH calat-nicula-saQcayaH harati hanta
   dharmātyayaḥ //	Darma-atyayaH //
   varṣāḥ //	varzAH //
   drāggarjayantī vimadānmayūrānpragalbhayantī kuraradvirephan /	drAk-garjayantI vimadAt-mayUrAn-pragalBayantI kuraradvirePan /
   śaratsamabhyeti vikāsya padmānunmīlayantī kumudotpalāni //	SaratsamaByeti vikAsya padmAn-unmIlayantI kumuda-utpalAni //
   sā bhāti puṣpāṇi niveśayantī bandhūkabāṇāsanakuṅkumeṣu /	sA BAti puzpANi niveSayantI banDUka-bANAsana-kuFkumezu /
   śephālikāsatpapalāśakāśamaṇḍīrasaugandhikamālatīṣu //	SePAlikA-satpa-palASa-kASa-maNxIra-sOganDika-mAlatIzu //
   sakhañjarīṭā sapayaḥ prasādā sā kasya no mānasamācchinati /	sa-KaQjarIwA sa-payaH prasAdA sA kasya naH mAna-sam-AcCinati /
   kādambakāraṇḍavacakravākasasārasakrauñcakulānuyātā //	kAdamba-kAraNxava-cakravAka-sa-sA-rasa-krOQca-kula-anuyAtAH //
   upānayantī kalahaṃsayūthamagastyadṛṣṭayā punatī payāṃsi /	upAnayantI kalahaMsa-yUTam-agastya-dRzwayA punatI payAMsi /
   muktāsu śubhraṃ dadhatī ca garbhaṃ śaradvacitraiścaritaiścakāsti //	muktAsu SuBram daDatI ca garBam Sarad-vacitrEH-caritEH-cakAsti //
   kṣitiṃ khananto vṛṣabhāḥ khurāgrai rodho viṣāṇairdviradā radantaḥ /	kzitim KanantaH vRzaBAH Kura-agrEH roDaH vizANEH-dviradAH radantaH /
   śṛṅgaṃ tyajanto ruravaśca jīrṇaṃ kurvanti lokānavalokanotkān //	SRFgam tyajantaH ruravaH-ca jIrNam kurvanti lokAn-avaloka-na-utkAn //
   atrāvadātadyuti candrikāmbunīlāvabhāsaṃ ca nabhaḥ samantāt /	atra-avadAta-dyuti candrikA-ambu-nIla-avaBAsam ca naBaH samantAt /
   surebhavīthī divisāvatāro jīrṇābhrakhaṇḍāni ca pāṇḍurāṇi //	sureBavITI divisAvatAraH jIrNa-aBra-KaNxAni ca pANxurANi //
   mahānavamyāṃ nikhilāstrapūjāḥ nīrājanā vājibhaṭadvipānām /	mahAnavamyAm niKila-astra-pUjAH nIrAjanAH vAji-Bawa-dvipAnAm /
   dīpālikāyāṃ vividhā vilāsā yātronmukhairatra nṛpairvidheyāḥ //	dIpAlikAyAm viviDAH vilAsAH yAtrA-unmuKEH-atra nRpEH-viDeyAH //
   vyomni tārataratārakotkaraḥ syandanapracaraṇakṣamā mahī /	vyomni tAratara-tAraka-utkaraH syandana-pracaraNa-kzamA mahI /
   bhāskaraḥ śaradi dīpradīdhitirbudhyate ca saha mādhavaḥ suraiḥ //	BAskaraH Saradi dIpradIDitiH-buDyate ca saha mADavaH surEH //
   kedāra eva kalamāḥ pariṇāmanabhrāḥ prācīnamāmalakamardhati pākanīlam /	kedAraH eva kalamAH pariNAma-naBrAH prAcInam-Amalakam-arDati pAkanIlam /
   ervārukaṃ sphuṭananirgatagarbhagandham amlībhavanti ca jarattrapusīphalāni	ervArukam sPuwana-nirgata-garBa-ganDam amlIBavanti ca jarat-trapu-sI-PalAni
   gehājireṣu navaśālikaṇāvapāta-gandhānubhāvasubhageṣu kṛṣīvalānām /	geha-ajirezu nava-SAli-kaNA-avapAta--ganDA-anuBAva-suBagezu kRzIvalAnAm /
   ānandayanti musalollasanāvadhūta-pāṇiskhaladvalayaddhatayo vadhūṭyaḥ //	Anandayanti musala-ullasana-avaDUta--pANi-sKalat-valayat-hatayaH vaDUwyaH //
   tīkṣṇaṃ ravistapati nīca ivācirāḍhyaḥ śṛṅgaṃ rurustyajati	tIkzNam raviH-tapati nIcaH iva-acira-AXyaH SRFgam ruruH-tyajati
   mitramivākṛtajñaḥ /	mitram-iva-akRta-jQaH /
   toyaṃ prasīdati muneriva dharmacintā kāmī daridra iva śoṣamupauti paṅkam	toyam prasIdati muneH-iva Darma-cintA kAmI daridraH iva Sozam-upOti paFkam
   nadyo vahanti kuṭilakramayuktaśuktir ekhāṅkavālapulinodarasutpakūrmāḥ /	nadyaH vahanti kuwila-krama-yukta-SuktiH eKA-aFka-vAla-pulina-udara-sutpakUrmAH /
   asyāṃ taraṅgitanutoyapalāyamāna-mīnānusāribakadattakarālaphalāḥ //	asyAm taraFgi-tanu-toya-palAyamAna--mIna-anusAri-baka-datta-karAla-PalAH //
   apaṅkilataṭāvaṭaḥ śapharaphāṇṭaphālojjvalaḥ	apaFkila-tawa-avawaH SaPara-PANwa-PAla-ujjvalaH
   patatkurarakātarabhramadadabhramīnārbhakaḥ /	patat-kurara-kAtara-Brama-dadaBra-mIna-arBakaH /
   luṭhatkamaṭhasaikataścalabakoṭavācāṭitaḥ saritsalilasaṃcayaḥ śaradi	luWatka-maWa-sEkataH-cala-ba-kowa-va-AcAwitaH sarit-salila-saMcayaH Saradi
   meduraḥ sīdati" //	meduraH sIdati" //
   śarat //	Sarad //
   dvitrimucukundakalikastricaturamukulaḥ krameṇa lavalīṣu /	dvi-tri-mucukunda-kalikaH-tricatura-mukulaH krameNa lavalIzu /
   pañcaṣaphalinīkusumo jayati himartturnavāvataraḥ //	paQcaza-PalinI-kusumaH jayati himaRttuH-navAvataraH //
   punnāgarodhraprasavāvataṃsā vāmabhruvaḥ kañcukakuñcitāṅgyaḥ /	punnAga-roDra-prasava-avataMsAH vAma-BruvaH kaQcuka-kuQcita-aFgyaH /
   vakrollasatkuṅkumasikthakāṅkāḥ sugandhatailāḥ kavarīrvahanti //	vakra-ullasat-kuFkuma-sikTaka-aFkAH suganDa-tElAH kavarIH-vahanti //
   yathā yathā puṣpati śītakālastuṣāracūrṇotkarakīrṇavātaḥ /	yaTA yaTA puzpati SIta-kAlaH-tuzAra-cUrNa-utkara-kIrNa-vAtaH /
   tathā tathā yauvanaśālinīnāṃ kavoṣṇatāmatra kucā labhante //	taTA taTA yOvana-SAlinInAm kavozNa-tAm-atra kucAH laBante //
   varāhavardhāṇi navaudanāni dadhīni sannaddhaśarāṇi cātra /	varAha-varDANi nava-odanAni daDIni sannadDa-SarANi ca-atra /
   sukomalāḥ sarṣapakandalīśca bhuktvā jano nindati vaidyavidyām //	su-komalAH sarzapa-kandalIH-ca BuktvA janaH nindati vEdya-vidyAm //
   atropacāraḥ salilaiḥ kavoṣṇairyatkiñcidatra svadate 'nnapānam /	atra-upacAraH salilEH kavozNEH-yat-kiQcid-atra svadate anna-pAnam /
   sudurbhagāmatra nipīḍya śete svastyastu nityaṃ tuhinarttave 'smai //	su-durBagAm-atra nipIxya Sete svasti-astu nityam tuhina-Rttave asmE //
   vimuktabarhā vimadā mayūrāḥ praruḍhagodhūmayavā ca sīmā /	vimukta-barhAH vimadAH mayUrAH praruXa-goDUma-yavA ca sImA /
   vyāghrīprasūtiḥ salilaṃ sabāṣpaṃ hemantaliṅgāni jayantyamūni //	vyAGrI-prasUtiH salilam sa-bAzpam hemanta-liFgAni jayanti-amUni //
   saśamīdhānyapākāni kṣetrāṇyatra jayanti ca /	sa-SamI-DAnya-pAkAni kzetrANi-atra jayanti ca /
   triśaṅkutilakā rātryaḥ paccante lavaṇāni ca //	triSaFku-tilakAH rAtryaH paccante lavaNAni ca //
   udyānānāṃ mūkapuṃskokilatvaṃ bhṛṅgastrīṇāṃ maunamudrā mukheṣu /	udyAnAnAm mUka-puMskokila-tvam BRFga-strINAm mOna-mudrAH muKezu /
   mandodyogā patriṇāṃ vyomayātrā hemante syātsarpadarpakṣayaśca //	manda-udyogA patriNAm vyoma-yAtrA hemante syAt-sarpa-darpa-kzayaH-ca //
   karkandhūnāṃ nāgaraṅgīphalānāṃ pākodrekaḥ khāṇḍavopyāvirasti /	karkanDUnAm nAgaraFgI-PalAnAm pAka-udrekaH KANxava-upyAviH-asti /
   kṛṣṇekṣūṇāṃ puṇḍrakāṇāṃ ca garbhe mādhuryaśrīrjāyate kāpyapūrvā //	kRzNa-ikzUNAm puNxrakANAm ca garBe mADurya-SrIH-jAyate kApya-pUrvAH //
   yeṣāṃ madhyemandiraṃ talpasampat pārśve dārāḥ sphāratāruṇyatārāḥ /	yezAm maDyemandiram talpa-sampad pArSve dArAH sPAra-ta-aruNya-tArAH /
   līlāvahnirnihnutoddāmadhūmaste hemantaṃ grīṣmaśeṣaṃ vidanti" //	lIlA-vahniH-nihnuta-uddAma-DUmaH-te hemantam grIzma-Sezam vidanti" //
   iti hemantaḥ /	iti hemantaH /
   hemantadharmaḥ śiśiraḥ, viśeṣastu /	hemanta-DarmaH SiSiraH, viSezaH-tu /
   "rātrirvicighatrasuratocitayāmadairdhyā cāṇḍo marudūhati	"rAtriH-viciGatra-surata-ucita-yAma-dEH-DyA ca-aNxaH marudUhati
   kuṅkumapaṅkasāghyaḥ /	kuFkuma-paFka-sAGyaH /
   talpasthitirdviguṇatūlapaṭā kimanyad arghanti cātra vitatāgurudhūpadhūmāḥ	talpa-sTitiH-dviguNa-tUla-pawA kim-anyat arGanti ca-atra vitata-aguru-DUpa-DUmAH
   ba" āśleṣiṇā pṛthurataklamapītaśītam āyāminīṃ ghanamudo rajanīṃ yuvānaḥ /	ba" ASleziNA pRTu-rata-klama-pIta-SItam AyAminIm Gana-mudaH rajanIm yuvAnaH /
   ūrvormuhurvalanabandhanasaṃdhilola-pādāntasaṃvalitatūlapaṭāḥ svapanti //	UrvoH-muhur-valana-banDana-saMDi-lola--pAda-anta-saMvalita-tUla-pawAH svapanti //
   pāne 'mbhasoḥ surasanīrasayorna bhāti sparśakriyāsu tuhinānalayorna cātra	pAne amBasoH surasanI-rasayoH-na BAti sparSa-kriyAsu tuhinA-analayoH-na ca-atra
   no durbhagāsubhagayoḥ parirambhaṇe ca no sevane ca śaśibhāskarayorviśeṣaḥ	naH durBagA-suBagayoH pariramBaNe ca no sevane ca SaSi-BAskarayoH-viSezaH
   puṣpakriyā marubake jalakelinindā kundānyaśeṣakusumeṣu dhuri sthitāni /	puzpakriyA marubake jala-keli-nindA kundAni-aSeza-kusumezu Duri sTitAni /
   saubhāgyameṇatilakādbhajate 'rkabimbaṃ kāle tuṣāriṇi dahanti ca candanāni	sOBAgya-meNa-tilakAt-Bajate arka-bimbam kAle tuzAriNi dahanti ca candanAni
   siddhārthayaṣṭiṣu yathottarahīyamānasantānabhinnaghanasūciparamparāsu /	sidDArTa-yazwizu yaTA-uttarahIyamAna-santAna-Binna-Gana-sUci-paramparAsu /
   dvitrāvaśeṣakusumāsu janikrameṇa pākakramaḥ kapiśimānamupādadhāti //	dvitra-avaSeza-kusumAsu jani-krameNa pAka-kramaH kapi-SimAnam-upAdaDAti //
   udīcyacaṇḍānilātāḍitāsu sulīnamīnāsu jalasya mūle /	udIcya-caNxa-anila-AtAxitAsu sulIna-mInAsu jalasya mUle /
   nālāvaśeṣābjalatāsvidānīṃ vilāsavāpīṣu na yāti dṛṣṭiḥ //	nAla-avaSeza-abja-latAsu-idAnIm vilAsa-vApIzu na yAti dRzwiH //
   mādyanmataṅgaḥ pṛṣataikatoṣī puṣpadvarāho dhṛtimallulāyaḥ /	mAdyat-mataFgaH pRzata-eka-tozI puzpa-dvarAhaH DRti-mallulAyaH /
   daridranindyaḥ sadhanaikavandyaḥ sa eṣa kālaḥ śiśiraḥ karālaḥ //	daridra-nindyaH sa-Dana-eka-vandyaH saH eza kAlaH SiSiraH karAlaH //
   abhānavabadhūroṣasvāduḥ	aBAnava-baDU-ra-UzasvAduH
   karīṣatanūnapā-dasaralajanāśleṣakrūrastuṣārasamīraṇaḥ /	karIza-tanUnapA-da-sara-la-jana-ASleza-krUraH-tuzAra-samIraNaH /
   galitavibhavasyajñevādya dyutirmasṛṇā rave rvirahivanitāvaktraupabhyaṃ	galita-viBavasyajQA-iva-adya dyutiH-masRNA rave rvirahi-vanitA-vaktra-OpaByam
   bibharttiṃ niśākaraḥ //	biBarttim niSAkaraH //
   striyaḥ prakṛtipittalāḥ kkathitakuṅkumālepanair	striyaH prakRti-pittalAH kkaTita-kuFkuma-AlepanEH-
   nitambaphalakastanasthalabhujorumūlapādibhiḥ /	nitamba-Palaka-stana-sTala-Buja-Uru-mUla-pAdiBiH /
   ihābhinavayauvanāḥ sakalarātrisaśleṣitair haranti śiśirajvarāratimatīva	iha-aBinava-yOvanAH sakala-rAtri-sa-SlezitEH haranti SiSira-jvara-aratimatIva
   pṛthvīmapi" //	pRTvIm-api" //
   śiśiraḥ //	SiSiraH //
   "caitre madardhdiḥ śukasārikāṇāṃ hārītadātyūhamadhuvratānām /	"cEtre mad-aRDdiH Suka-sArikANAm hArIta-dAtyUha-maDu-vratAnAm /
   puṃskokilānāṃ sahakārabandhuḥ madasya kālaḥ purareṣu eva //	puMskokilAnAm sahakAra-banDuH madasya kAlaH purarezu eva //
   mano 'dhikaṃ cātra vilāsalāsye preṅkhāsu dolāsu ca sundarīṇāṃ /	manaH aDikam ca-atra vilAsala-Asye preFKAsu dolAsu ca sundarINAm /
   gīte ca gaurīcaritāvataṃse pūjāprapañce ca manobhavasya //	gIte ca gOrI-carita-avataMse pUjA-prapaQce ca manoBavasya //
   puṃskokilaḥ kūjati pañcamena balādvilāsā yuvatau sphuranti /	puMskokilaH kUjati paQcamena balAt-vilAsAH yuvatO sPuranti /
   smaro vasante 'tra navaiḥ prasūnaiḥ svacāpayaṣṭerghaṭanāṃ karoti //	smaraH vasante atra navEH prasUnEH sva-cApa-yazweH-GawanAm karoti //
   pinaddhamāhārajanāṃśukānāṃ sīmantasindūrajuṣāṃ vasante /	pinadDam-AhAra-jana-aMSukAnAm sImanta-sindUra-juzAm vasante /
   smarīkṛte preyasi bhaktibhājāṃ viśeṣaveṣaḥ svadate vadhūnām //	smarIkRte preyasi Bakti-BAjAm viSeza-vezaH svadate vaDUnAm //
   ayaṃ prasūnoddhurakarṇikāraḥ puṣpapañcārcitakāñcanāraḥ /	ayam prasUna-udDura-karNikAraH puzpa-paQca-arcita-kAQca-nAraH /
   vijṛmbhaṇākovidakovidāraḥ kālo vikāśodyatasinduvāraḥ //	vijRmBaNA-kovida-kovidAraH kAlaH vikASa-udyata-sinduvAraH //
   rohitakāmrātakakiṅkirātā madhūkamocāḥ saha mādhavībhiḥ /	rohita-ka-AmrAtaka-kiFkirAtAH maDUka-mocAH saha mADavIBiH /
   jayanti śobhāñjanakaśca śākhī sakesaraḥ puṣpabharairvasante //	jayanti SoBAQjanakaH-ca SAKI sa-kesaraH puzpa-BarEH-vasante //
   yo mādhavīmukuladṛṣṭiṣu veṇibandho yaḥ kokilakalaruteḥ kathane ca lābhaḥ /	yaH mADavI-mukula-dRzwizu veNibanDaH yaH kokila-kala-ruteH kaTane ca lABaH /
   pūjāvidhirdamanakena ca yaḥ smarasya tasminmadhuḥ sa	pUjA-viDiH-damanakena ca yaH smarasya tasmin-maDuH sa
   bhagavāngururaṅganānām //	BagavAn-guruH-aFganAnAm //
   nāliṅgitaḥ kurabakastalako na dṛṣṭo nā tāḍitaśca caraṇaiḥ sudṛśāmaśokaḥ /	na-AliFgitaH kurabakaH-talakaH na dRzwaH nA tAxitaH-ca caraNEH su-dRSAm-aSokaH /
   siktā na vaktramadhunā bakulaśca caitre citraṃ tathāpi bhavati	siktA na vaktram-aDunA bakulaH-ca cEtre citram taTA-api Bavati
   prasavāvakīrṇāḥ //	prasava-avakIrNAH //
   caitre citrau raktanīlāvaśokau svarṇāśokastattṛtīyaśca pītaḥ /	cEtre citrO rakta-nIlO=-aSokO svarNa-aSokaH-tat-tRtIyaH-ca pItaH /
   jaitraṃ tantraṃ tatprasūnāntarebhyaścetoyoneḥ bhūrbhuvaḥ svastraye 'pi //	jEtram tantram tad-prasUna-antareByaH-cetaH-yoneH BUH-BuvaH svaH-traye api //
   gūvākānāṃ nālikeradrumāṇāṃ hintālānāṃ pāṭalasīkiṃśikānām /	gUvAkAnAm nAlikera-drumANAm hintAlAnAm pAwalasI-kiMSikAnAm /
