   Bhk_1	Bhj-_1
   Bhk_18.21-1 śāmyatyṛtu-samāhāras, tapasyanti vanaukasaḥ,	Bhk-_18.21-1 SAmyati-Rtu--samAhAras, tapasyanti vanOkasaH,
   Bhk_18.21-2 no namasyanti te bandhūn, varivasyanti nā 'marāḥ	Bhk-_18.21-2 naH namasyanti te banDUn, varivasyanti nAH amarAH
   Bhk_18.22-1 śrīr niṣkuṣyati laṅkāyāṃ, virajyanti samṛddhayaḥ,	Bhk-_18.22-1 SrIH nizkuzyati laFkAyAM, virajyanti samRdDayaH,
   Bhk_18.22-2 na veda tan, na yasyā'sti mṛte tvayi viparyayaḥ.	Bhc-_18.22-2 na veda tan, na yasyAH-asti mRte tvayi viparyayaH.
   Bhk_18.23-1 śaktiṃ saṃsvajate śakro, gopāyati hariḥ śriyam,	Bhk-_18.23-1 Saktim saMsvajate Sakro, gopAyati hariH Sriyam,
   Bhk_18.23-2 deva-vandyaḥ pramodante, citrīyante, ghanodayāḥ.	Bhk-_18.23-2 deva-vandyaH pramodante, citrIyante, Gana-udayAH.
   Bhk_18.24-1 bibhratyastrāṇi sā'marṣā raṇa-kāmyanti cā 'marāḥ,	Bhc-_18.24-1 biBrati-astrANi sA-amarzAH raNa-kAmyanti cAH amarAH,
   Bhk_18.24-2 cakāsati ca, māṃsā'dāṃ tathārandhreṣu jāgrati.	Bhc-_18.24-2 cakAsati ca, mAMsAH-adAm taTA-aranDrezu jAgrati.
   Bhk_18.25-1 cañcūryate 'bhito laṅkāmasmāṃś cā 'pyatiśerate,	Bhc-_18.25-1 caQcUryate aBitas laFkAm-asmAn cA api-atiSerate,
   Bhk_18.25-2 bhūmayanti sva-sāmarthyaṃ, kīrtiṃ naḥ kanayanti ca.	Bhk-_18.25-2 BUmayanti sva--sAmarTyan, kIrtim naH kanayanti ca.
   Bhk_18.26-1 diśo vyaṣnuvate dṛptās tvat-kṛtāṃ jahati sthitim,	Bhc-_18.26-1 diSaH vyaznuvate dRptAH tu-at-kRtAm jahati sTitim,
   Bhk_18.26-2 kṣodayanti ca naḥ kṣudrā, hasanti tvāṃ vipad-gatam.	Bhk-_18.26-2 kzodayanti ca naH kzudrA, hasanti tvAm vipad--gatam.
   Bhk_18.27-1 śamaṃ śamaṃ nabhasvantaḥ punanti parito jagat,	Bhk-_18.27-1 Samam Samam naBasvantaH punanti paritas jagat,
   Bhk_18.27-2 ujjihīṣe mahārāja ! tvaṃ praśānto na kiṃ punaḥ	Bhc-_18.27-2 ujjihIze mahA-rAja ! tvam praSAntaH na kim punar-
   Bhk_18.28-1 prorṇoti śokas cittaṃ me, satvaṃ saṃśāmyatīva me	Bhc-_18.28-1 prorNoti SokaH cittam me, satvam saMSAmyati-iva me
   Bhk_18.28-2 pramārṣṭi duḥkhamālokaṃ, muñcāmyūrjaṃ tvayā vinā.	Bhk-_18.28-2 pramArzwi duHKam-Alokan, muQcAmi-Urjam tvayA vinA.
   Bhk_18.29-1 kena saṃvidrate-nā'nyas tvatto bāndhava-vatsalaḥ,	Bhc-_18.29-1 kena saMvid-rate-nA-anyaH tvattaH bAnDava--vatsalaH,
   Bhk_18.29-2 viraumi śūnye, prorṇaumi kathaṃ manyu-samudbhavam.	Bhc-_18.29-2 virOmi SUnye, prorNOmi kaTam manyu--samudBavam.
   Bhk_18.30-1 rodimyanāthamātmānaṃ bandhunā rahitas tvayā,	Bhc-_18.30-1 rodimi-anATam-AtmAnam banDunA rahitaH tvayA,
   Bhk_18.30-2 pramāṇaṃ nopakārāṇāmavagacchāmi yasya te	Bhk-_18.30-2 pramANam na-upakArANAm-avagacCAmi yasya te
   Bhk_18.31-1 nedānīṃ śakra-yakṣendrau bibhīto, na daridritaḥ,	Bhc-_18.31-1 na-idAnIm Sakra--yakza-indrO biBIto, na daridritaH,
   Bhk_18.31-2 na garvaṃ jahito dṛptau, na kliśnīto daśā''nana !	Bhc-_18.31-2 na garvam jahitaH dRptO, na kliSnItaH daSA-aananaH !
   Bhk_18.32-1 tvayā 'pi nāma rahitāḥ kāryāṇi tanumo vayam,	Bhc-_18.32-1 tvayA api nAma rahitAH kAryANi tanumaH vayam,
   Bhk_18.32-2 kurmaś ca jīvite buddhiṃ, dhik tṛṣṇāṃ kṛta-nāśinīm.	Bhk-_18.32-2 kurmaH ca jIvite budDiM, Dik tRzNAm kRta-nASinIm.
   Bhk_18.33-1 tṛṇehmi dehamātmīyaṃ. tvaṃ vācaṃ na dadāsi cet,	Bhc-_18.33-1 tRNehmi deham-AtmIyan. tvam vAcam na dadAsi ced-,
   Bhk_18.33-2 drāghayanti hi me śokaṃ smaryamāṇā guṇās tava.	Bhk-_18.33-2 drAGayanti hi me Sokam smaryamANAH guNAH tava.
   Bhk_18.34-1 unmucya srajamātmīyāṃ māṃ srajayati ko hasan,	Bhc-_18.34-1 unmucya srajam-AtmIyAm mAm srajayati kaH hasan,
   Bhk_18.34-2 nedayatyāsanaṃ ko me, ko hi me vadati priyam.	Bhc-_18.34-2 na-idayati-Asanam kaH me, kaH hi me vadati priyam.
   Bhk_18.35-1 na gacchāmi purā laṅkā- māyur yāvad dadhāmyaham,	Bhc-_18.35-1 na gacCAmi purA laFkA mAyuH yAvat daDAmi-aham,
   Bhk_18.35-2 kadā bhavati me prītis, tvāṃ paśyāmi na cedaham.	Bhc-_18.35-2 kadA Bavati me prIti-s, tvAm paSyAmi na ced-aham.
   Bhk_18.36-1 ūrdhvaṃ mriye muhūrtāddhi vihvalaḥ kṣata-bāndhavaḥ,	Bhc-_18.36-1 UrDvam mriye muhUrtAt-hi vihvalaH kzata-bAnDavaH,
   Bhk_18.36-2 mantre sma hitamākhyāmi, na karomi tavā 'priyam.	Bhc-_18.36-2 mantre sma hitam-AKyAmi, na karomi tavA apriyam.
   Bhk_18.37-1 antaḥpurāṇi paulastyaṃ paurāś ca bhṛśa-duḥkhitāḥ	Bhc-_18.37-1 antaHpurANi pOlastyam pOrAH ca BRSa--duHKitAH
   Bhk_18.37-2 saṃśrutya smā 'bhidhāvanti hataṃ rāmeṇa saṃyuge.	Bhk-_18.37-2 saMSrutya smAH aBiDAvanti hatam rAmeNa saMyuge.
   Bhk_18.38-1 mūrdhajān sma viluñcanti, krośanti smā 'tivihvalam,	Bhc-_18.38-1 mUrDajAn sma viluQcanti, kroSanti smAH ati-vihvalam,
   Bhk_18.38-2 adhīyantyupakārāṇāṃ muhur bhartuḥ pramanyu ca.	Bhc-_18.38-2 aDIyanti-upakArANAm muhur BartuH pramanyu ca.
   Bhk_18.39-1 rāvaṇasya namanti sma paurāḥ sāsrā rudanti ca."	Bhc-_18.39-1 rAvaNasya namanti sma pOrAH sa-asrAH rudanti ca."
   Bhk_18.39-2 bhāṣate sma tato rāmo vacaḥ paulastyamākulamŌ	Bhc-_18.39-2 BAzate sma tatas rAmaH vacaH pOlastyam-AkulamŌ
   Bhk_18.40-1 "dātuḥ sthātur dviṣāṃ mūrdhni yaṣṭus tarpayituḥ pit n	Bhc-_18.40-1 "dAtuH sTAtuH dvizAm mUrDni yazwuH tarpayituH pid n
   Bhk_18.40-2 yuddhā'bhagnā''vipannasya kiṃ daśā''syasya śocasi	Bhc-_18.40-2 yudDA-aBagnA-aavipannasya kim daSA-aasyasya Socasi
   Bhk_18.41-1 bobhavīti na sammoho vyasane sma bhavādṛśām,	Bhc-_18.41-1 boBavi-iti na sammohaH vyasane sma BavAdRSAm,
   Bhk_18.41-2 kiṃ na paśyasi, sarvo 'yaṃ janas tvāmavalambate.	Bhk-_18.41-2 kim na paSyasi, sarvaH ayam janaH tvAm-avalambate.
   Bhk_18.42-1 tvamarhasi bhrāturanantarāṇi kartuṃ, janasyā 'sya ca	Bhk-_18.42-1 tvam-arhasi BrAtuH-anantarANi kartuM, janasyAH asya ca
   śoka-bhaṅgam,	Soka-BaFgam,
   Bhk_18.42-2 dhurye vipanne tvayi rājya-bhāro majjatyanūḍhaḥ	Bhc-_18.42-2 Durye vipanne tvayi rAjya--BAraH majjati-anUXaH
   kṣaṇadā-carendra !"	kzaNadA-cara-indraH !"
   Bhk_19	Bhc-_19
   Bhk_19.1-1 apa-manyus tato vākyaṃ paulastyo rāmamuktavānŌ	Bhk-_19.1-1 apa-manyuH tatas vAkyam pOlastyaH rAmam-uktavAnŌ
   Bhk_19.1-2 "a-śocyo'pi vrajannastaṃ sanābhir dunuyān na kim.	Bhc-_19.1-2 "a-SocyaH-api vrajan=-astam sa-nABiH dunuyAt na kim.
   Bhk_19.2-1 taṃ no devā vidheyāsur yena rāvaṇa-vad vayam	Bhk-_19.2-1 tam naH devAH viDeyAsuH yena rAvaNa-vat vayam
   Bhk_19.2-2 sapatnāṃś ca 'dhijīyāsma, saṃgrāme ca mṛṣīmahi.	Bhk-_19.2-2 sapatnAn ca aDijIya-asma, saMgrAme ca mRzImahi.
   Bhk_19.3-1 kriyeraṃś ca daśā''syena yathā 'nyenā 'pi naḥ kule	Bhc-_19.3-1 kriyeran ca daSA-aasyena yaTA anyenAH api naH kule
   Bhk_19.3-2 devadyañco narā'hārā nyañcaśca dviṣatāṃ gaṇāḥ.	Bhc-_19.3-2 devadyaQcaH narA-ahArAH nyaQcaH-ca dvizatAm gaNAH.
   Bhk_19.4-1 sa eva ghārayet prāṇānīdṛśe bandhu-viplave,	Bhk-_19.4-1 saH eva GArayet prANAn-IdRSe banDu--viplave,
   Bhk_19.4-2 bhavedāśvāsako yasya suhṛcchakto bhavādṛśaḥ.	Bhc-_19.4-2 Bavet-ASvAsakaH yasya suhRd-SaktaH BavAdRSaH.
   Bhk_19.5-1 mriyeyordhvaṃ muhūrtāddhi, na syās tvaṃ yadi me gatiḥ,	Bhj-_19.5-1 mriyeyA-UrDvam muhUrtAt-hi, na syAH tvam yadi me gatiH,
   Bhk_19.5-2 āśaṃsā ca hi naḥ, prete jīvema-daśamūrdhani.	Bhk-_19.5-2 ASaMsA ca hi naH, prete jIvema-daSa-mUrDani.
   Bhk_19.6-1 prakuryāma vayaṃ deśe garhyāṃ tatra kathaṃ ratim,	Bhc-_19.6-1 prakuryAma vayam deSe garhyAm tatra kaTam ratim,
   Bhk_19.6-2 yatra viṃśati-hastasya na sodaryasya sambhavaḥ."	Bhc-_19.6-2 yatra viMSati--hastasya na sodaryasya samBavaH."
   Bhk_19.7-1 āmantrayeta tān prahvān mantriṇo'tha vibhīṣaṇaḥŌ	Bhc-_19.7-1 Amantrayeta tAn prahvAt mantriNaH-aTa viBIzaNaHŌ
   Bhk_19.7-2 "gaccheta tvaritaṃ laṅkāṃ, rāja-veśma viśeta ca.	Bhc-_19.7-2 "gacCeta tvaritam laFkAM, rAja--veSma viSeta ca.
   Bhk_19.8-1 ādadīdhvaṃ mahā'rhāṇi tatra vāsāṃsi sa-tvarāḥ	Bhc-_19.8-1 AdadIDvam mahA-arhANi tatra vAsAMsi sa-tvarAH
   Bhk_19.8-2 uddhunīyāta sat-ketūn, nirharetā'grya-candanam.	Bhc-_19.8-2 udDunIyAta sat-ketUn, nirharetA-agrya--candanam.
   Bhk_19.9-1 muñcetā''kāśa-dhūpāṃśca, grathnīyāta srajaḥ śubhāḥ,	Bhc-_19.9-1 muQcetA-aakASa-DUpAn=-ca, graTnIyAta srajaH SuBAH,
   Bhk_19.9-2 ānayetā 'mitaṃ dāru karpūrā'guru-kuṅkumam.	Bhc-_19.9-2 AnayetAH amitam dAru karpUrA-aguru--kuFkumam.
   Bhk_19.10-1 uhyeran yajña pātrāṇi, hriyeta ca vibhāvasuḥ,	Bhc-_19.10-1 uhyeran yajQa pAtrANi, hriyeta ca viBAvasuH,
   Bhk_19.10-2 bhriyeta cā''jyamṛtvigbhiḥ, kalpyeta ca samit-kuśam.	Bhc-_19.10-2 Briyeta cA-aajyam-RtvigBiH, kalpyeta ca samit-kuSam.
   Bhk_19.11-1 snānīyaiḥ snāpayetā''śu, ramyair limpeta varṇakaiḥ,	Bhk-_19.11-1 snAnIyEH snApayetA-aaSu, ramyEH limpeta varNakEH,
   Bhk_19.11-2 alaṅkuryāta ratnaiśca rāvaṇā'rhair daśā''nanam.	Bhc-_19.11-2 alaFkuryAta ratnEH-ca rAvaNA-arhEH daSA-aananam.
   Bhk_19.12-1 vāsayeta su-vāsobhyāṃ medhyābhyāṃ rākṣasā''dhipam,	Bhc-_19.12-1 vAsayeta su--vAsoByAm meDyAByAm rAkzasA-aaDipam,
   Bhk_19.12-2 ṛtvik sragviṇamādadhyāt prāṅ-mūrdhānaṃ mṛgā'jine.	Bhc-_19.12-2 Rtvij sragviNam-AdaDyAt prAF-mUrDAnam mRgA-ajine.
   Bhk_19.13-1 yajña-pātrāṇi gotreṣu cinuyāc ca yathā-vidhi,	Bhc-_19.13-1 yajQa--pAtrANi gotrezu cinuyAt ca yaTA-viDi,
   Bhk_19.13-2 juhuyāc ca havir vahnau, gāyeyuḥ sāma sāmagāḥ."	Bhc-_19.13-2 juhuyAt ca haviH vahnO, gAyeyuH sAma sAmagAH."
   Bhk_19.14-1 gatvā 'tha te purīṃ laṅkāṃ kṛtvā sarvaṃ yathoditam	Bhc-_19.14-1 gatvA aTa te purIm laFkAm kRtvA sarvam yaTA-uditam
   Bhk_19.14-2 samīpe'ntyā''huteḥ sā'srāḥ proktavanto vibhīṣaṇamŌ	Bhk-_19.14-2 samIpe-antyA-aahuteH sA-asrAH proktavantaH viBIzaNamŌ
   Bhk_19.15-1 "kṛtaṃ sarvaṃ yathoddiṣṭaṃ, kartuṃ vahni-jala-kriyām	Bhc-_19.15-1 "kRtam sarvam yaTA-uddizwaM, kartum vahni--jala-kriyAm
   Bhk_19.15-2 prayatethā mahārāja ! saha sarvaiḥ sva-bandhubhiḥ.	Bhc-_19.15-2 prayateTAH mahA-rAja ! saha sarvEH sva-banDuBiH.
   Bhk_19.16-1 ajñā-van notsahethās tvaṃ, dheyā dhīra-tvama-cyutam,	Bhc-_19.16-1 ajQA-vat na-utsaheTAH tvaM, DeyA DIra-tvam-a-cyutam,
   Bhk_19.16-2 stheyāḥ kāryeṣu bandhūnāṃ, heyāḥ śokodbhavaṃ tamaḥ.	Bhk-_19.16-2 sTeyAH kAryezu banDUnAM, heyAH Soka-udBavam tamaH.
   Bhk_19.17-1 nā'vakalpyamidaṃ, glāyed yat kṛcchreṣu bhavānapi	Bhc-_19.17-1 nA-avakalpyam-idaM, glAyet yat kRcCrezu BavAn-api
   Bhk_19.17-2 na pṛthag-jana-vaj jātu pramuhyet paṇḍito janaḥ.	Bhc-_19.17-2 na pRTak--jana--vat jAtu pramuhyet paNxitaH janaH.
   Bhk_19.18-1 yacca yatra bhavāṃs tiṣṭhet, tatrā 'nyo rāvaṇasya na,	Bhk-_19.18-1 yat-ca yatra BavAn tizWet, tatrA anyaH rAvaNasya na,
   Bhk_19.18-2 yacca yatra bhavān sīden mahadbhis tad vigarhitam.	Bhk-_19.18-2 yat-ca yatra BavAn sIdet mahadBiH tat vigarhitam.
   Bhk_19.19-1 āścaryaṃ, yacca yatra tvāṃ prabrūyāma vayaṃ hitam,	Bhc-_19.19-1 AScaryan, yat-ca yatra tvAm prabrUyAma vayam hitam,
   Bhk_19.19-2 api sākṣāt praśiṣyās tvaṃ kṛcchreṣvindra-purohitam.	Bhc-_19.19-2 api sAkzAt praSizyAH tvam kRcCrezu-indra--purohitam.
   Bhk_19.20-1 kāmo janasyaŌ"jahyās tvaṃ pramādaṃ nairṛtā'dhipa !"	Bhk-_19.20-1 kAmaH janasyaŌ"jahyAH tvam pramAdam nErRtA-aDipa !"
   Bhk_19.20-2 uta dviṣo'nuśoceyur viplave, kimu bāndhavāḥ.	Bhk-_19.20-2 uta dvizaH-anuSoceyuH viplave, kimu bAnDavAH.
   Bhk_19.21-1 sa bhavān bhrātṛ-vad rakṣed yathāvadakhilaṃ janam,	Bhk-_19.21-1 sa BavAn BrAtR-vat rakzet yaTAvat-aKilam janam,
   Bhk_19.21-2 na bhavān saṃpramuhyec cedāśvasyuś ca niśācarāḥ,	Bhc-_19.21-2 na BavAn saMpramuhyet ced-ASvasyuH ca niSAcarAH,
   Bhk_19.22-1 tataḥ sa gatavān kartuṃ bhrāturagni-jala-kriyām.	Bhk-_19.22-1 tatas sa gatavAn kartum BrAtuH-agni-jala-kriyAm.
   Bhk_19.22-2 proktavān kṛta-kartavyaṃ vaco rāmo'tha rākṣasam.	Bhk-_19.22-2 proktavAn kRta-kartavyam vacaH rAmaH-aTa rAkzasam.
   Bhk_19.23-1 ambhāṃsi rukma-kumbhena siñcan mūrdhi samādhimānŌ	Bhc-_19.23-1 amBAMsi rukma-kumBena siQcan mUrDi samADimAnŌ
   Bhk_19.23-2 "tvaṃ rājā rakṣasāṃ laṅkā- mavekṣethā vibhīṣana ?	Bhk-_19.23-2 "tvam rAjA rakzasAm laFkA mavekzeTAH viBIzana ?
   Bhk_19.24-1 kruddhānanunayeḥ samyak, dhanairlubdhānupārjayeḥ,	Bhc-_19.24-1 krudDAn-anunayeH samyak, DanEH-lubDa-anupArjayeH,
   Bhk_19.24-2 mānino mānayeḥ kāle, trastān paulastya ! sāntvayeḥ.	Bhc-_19.24-2 mAninaH mAnayeH kAle, trastAn pOlastya ! sAntvayeH.
   Bhk_19.25-1 icchā me paramā, nandeḥ kathaṃ tvaṃ vṛtra-śatru-vat,	Bhk-_19.25-1 icCA me paramA, nandeH kaTam tvam vRtra-Satru-vat,
   Bhk_19.25-2 iccheddhi suhṛdaṃ sarvo vṛddhi-saṃsthaṃ yataḥ suhṛt.	Bhk-_19.25-2 icCet-hi suhRdam sarvaH vRdDi--saMsTam yatas suhRt.
   Bhk_19.26-1 vardhiṣīṣṭāḥ svajāteṣu, vadhyās tvaṃ ripu-saṃhatīḥ,	Bhj-_19.26-1 varDizi-izwAH sva-jAta-izu, vaDyAH tvam ripu--saMhatIH,
   Bhk_19.26-2 bhūyās tvaṃ guṇināṃ mānyas, teṣāṃ stheyā vyavasthitau.	Bhk-_19.26-2 BUyAH tvam guNinAm mAnyas, tezAm sTeyAH vyavasTitO.
   Bhk_19.27-1 dheyās tvaṃ suhṛdāṃ prītiṃ, vandiṣīṣṭhā divaukasaḥ,	Bhk-_19.27-1 DeyAH tvam suhRdAm prItiM, vandizIzWAH divOkasaH,
   Bhk_19.27-2 somaṃ peyāś ca, heyāś ca hiṃsrā hāni-karīḥ kriyāḥ	Bhk-_19.27-2 somam peyAH ca, heyAH ca hiMsrAH hAni-karIH kriyAH
   Bhk_19.28-1 avaseyāś ca kāryāṇi dharmeṇa pura-vāsinām,	Bhc-_19.28-1 avaseyAH ca kAryANi DarmeNa pura-vAsinAm,
   Bhk_19.28-2 anurāgaṃ kriyā rājan ! sadā sarva-gataṃ jane.	Bhc-_19.28-2 anurAgam kriyA rAjan ! sadA sarva--gatam jane.
   Bhk_19.29-1 ghāniṣīṣṭa tvayā manyur, grāhiṣīṣṭa samunnatiḥ,	Bhc-_19.29-1 GAnizi-izwa tvayA manyur, grAhizi-izwa samunnatiH,
   Bhk_19.29-2 rakṣobhir darśiṣīṣṭhās tvaṃ, drakṣīran bhavatā ca te.	Bhc-_19.29-2 rakzoBiH darSizIzWAH tvaM, drakzIran BavatA ca te.
   Bhk_19.30-1 manyuṃ vadhyā bhaṭa-vadha-kṛtaṃ bāla-vṛddhasya rājan !,	Bhc-_19.30-1 manyum vaDyAH Bawa--vaDa--kRtam bAla--vRdDasya rAjan !,
   śāstrā'bhijñāḥ sadasi su-dhiyaḥ sannidhiṃ te kriyāsuḥ,	SAstrA-aBijQAH sadasi su-DiyaH sanniDim te kriyAsuH,
   Bhk_19.30-2 saṃraṃsīṣṭhāḥ sura-muni-gate vartmani prājya-dharme,	Bhk-_19.30-2 saMraMsIzWAH sura--muni--gate vartmani prAjya--Darme,
   saṃbhutsīṣṭhāḥ su-naya-nayanair vidviṣāmīhitāni."	saMButsIzWAH su--naya-nayanEH vidvizAm-IhitAni."
   Bhk_20	Bhc-_20
   Bhk_20.1-1 samupetya tataḥ sītāmuktavān pavanā''tmajaḥŌ	Bhk-_20.1-1 samupetya tatas sItAm-uktavAn pavanA-aatma-jaHŌ
   Bhk_20.1-2 diṣṭyā vardhasva vaidehi ! hatas trailokya-kaṇṭakaḥ	Bhc-_20.1-2 dizwyA varDasva vEdehi ! hataH trElokya-kaNwakaH
   Bhk_20.2-1 anujānīhi hanyantāṃ mayaitāḥ kṣudra-mānasāḥ	Bhk-_20.2-1 anujAnIhi hanyantAm mayA-etAH kzudra--mAnasAH
   Bhk_20.2-2 rakṣikās tava rākṣasyo, gṛhāṇaitāsu matsaram.	Bhj-_20.2-2 rakzikAH tava rAkzasyo, gRhANa-etAsu matsaram.
   Bhk_20.3-1 tṛṇhāni durā''cāraghora-rūpā''śaya-kriyāḥ,	Bhc-_20.3-1 tRNhAni durA-aacAra-Gora--rUpA-aaSaya--kriyAH,
   Bhk_20.3-2 hiṃsrā bhavatu te buddhiretās, kuru niṣṭhuram.	Bhc-_20.3-2 hiMsrA Bavatu te budDiH-etAs, kuru nizWuram-.
   Bhk_20.4-1 paścimaṃ karavāmaitat priyaṃ devi ! vayaṃ tava,"	Bhc-_20.4-1 paScimam karavAma-etat priyam devi ! vayam tava,"
   Bhk_20.4-2 tataḥ proktavatī sītā vānaraṃ karuṇā''śayā.	Bhk-_20.4-2 tatas proktavatI sItA vAnaram karuNA-aaSayA.
   Bhk_20.5-1 "upaśāmyatu, te buddhiḥ piṇḍa-nirveśa-kāriṣu	Bhk-_20.5-1 "upaSAmyatu, te budDiH piNxa--nirveSa--kArizu
   Bhk_20.5-2 laghu-satveṣu, doṣo'yaṃ yat-kṛto-nihato 'sakau.	Bhc-_20.5-2 laGu--satva-izu, dozaH-ayam yat-kRtaH--nihataH asakO.
   Bhk_20.6-1 na hi preṣya-vadhaṃ ghoraṃ karavānyastu te matiḥ,	Bhc-_20.6-1 na hi prezya--vaDam Goram karavAn-yaH-tu te matiH,
   Bhk_20.6-2 edhi kārya-karas tvaṃ me gatvā pravada rāghavam.	Bhc-_20.6-2 eDi kArya-karaH tvam me gatvA pravada rAGavam.
   Bhk_20.7-1 "didṛkṣur maithilī rāma ! paśyatu tvā'vilambitam".	Bhc-_20.7-1 "didRkzuH mETilI rAma ! paSyatu tvA-avilambitam".
   Bhk_20.7-2 tatheti sa pratijñāya gatvā rāghavamuktavān.	Bhc-_20.7-2 taTA-iti sa pratijQAya gatvA rAGavam-uktavAn.
   Bhk_20.8-1 "utsukā''nīyatāṃ devī kākutstha-kula-nandana !"	Bhc-_20.8-1 "utsukA-aanIyatAm devI kAkutsTa--kula-nandana !"
   Bhk_20.8-2 kṣmāṃ likhitvā viniśvasya svarā''lokya vibhīṣaṇam	Bhk-_20.8-2 kzmAm liKitvA viniSvasya svarA-aalokya viBIzaNam
   Bhk_20.9-1 uktavān rāghavaḥ-"sītāmānayā 'laṃkṛtāmiti."	Bhc-_20.9-1 uktavAn rAGavaH-"sItAmAnayA alaMkRtAm-iti."
   Bhk_20.9-2 gatvā praṇamya tenoktā maithilī madhuraṃ vacaḥ.	Bhc-_20.9-2 gatvA praNamya tena-uktA mETilI maDuram vacaH.
   Bhk_20.10-1 "jahīhi śokāṃ vaidehi ! prītaye dhehi mānasam,	Bhc-_20.10-1 "jahIhi SokAm vEdehi ! prItaye Dehi mAnasam,
   Bhk_20.10-2 rāvaṇe jahihi dveṣāṃ, jahāhi pramadā-vanam.	Bhc-_20.10-2 rAvaNe jahihi dvezAn, jahAhi pramadA--vanam.
   Bhk_20.11-1 snāhyanulimpa dhūpāya, nivassvā''vidhya ca srajam,	Bhc-_20.11-1 snAhI-anulimpa DUpAya, nivassvA-aaviDya ca srajam,
   Bhk_20.11-2 ratnānyā''muñca, saṃdīpte havir juhudhi pāvake,	Bhc-_20.11-2 ratnA-ani-A-aamuQca, saMdIpte haviH juhuDi pAvake,
   Bhk_20.12-1 addhi tvaṃ pañca-gavyaṃ ca, chindhi saṃrodha-jaṃ tamaḥ,	Bhc-_20.12-1 adDi tvam paQca-gavyam ca, CinDi saMroDa-jam tamaH,
   Bhk_20.12-2 āroha śibikāṃ haimīṃ, dviṣāṃ jahi mano-rathān.	Bhc-_20.12-2 Aroha SibikAm hEmIM, dvizAm jahi mano-raTAn.
   Bhk_20.13-1 tṛṇeḍhu tvad-viyogotthāṃ rājanyānāṃ patiḥ śucam,	Bhc-_20.13-1 tRNeXu tvad--viyoga-utTAm rAjanyAnAm patiH Sucam,
   Bhk_20.13-2 bhavatādadhiyuktā tvamata ūrdhvaṃ sva-veśmani.	Bhk-_20.13-2 BavatA-daDi-yuktA tvam-atas UrDvam sva-veSmani.
   Bhk_20.14-1 dīkṣasva saha rāmeṇa tvaritaṃ turagā'dhvare,	Bhc-_20.14-1 dIkzasva saha rAmeNa tvaritam turagA-aDvare,
   Bhk_20.14-2 dṛśyasva patyā prītena prītyā prekṣasva rāghavam.	Bhk-_20.14-2 dRSyasva patyA prItena prItyA prekzasva rAGavam.
   Bhk_20.15-1 ayaṃ niyogaḥ patyus te, kāryā nā'tra vicāraṇā,	Bhk-_20.15-1 ayam niyogaH patyuH te, kAryA nA-atra vicAraNA,
   Bhk_20.15-2 bhūṣayā 'ṅgaṃ, pramāṇaṃ ced, rāmaṃ gantuṃ yatasva ca	Bhc-_20.15-2 BUzayA aFgaM, pramANam ced, rAmam gantum yatasva ca
   Bhk_20.16-1 mudā saṃyuhi kākutsthaṃ, svayaṃ cā ''pnūhi sampadam,	Bhc-_20.16-1 mudA saMyuhi kAkutsTaM, svayam cA aapnUhi sampadam,
   Bhk_20.16-2 upehyūrdhvaṃ muhūrtāt tvaṃ devi ! rāghava-sannidhim.	Bhc-_20.16-2 upehi-UrDvam muhUrtAt tvam devi ! rAGava--sanniDim.
   Bhk_20.17-1 ūrdhvaṃ muhūrtādahno 'ṅga ! svāminī sma bhava kṣiteḥ	Bhc-_20.17-1 UrDvam muhUrtAt-ahnaH aFgaH ! svAminI sma Bava kziteH
   Bhk_20.17-2 rāja-patnī-niyoga-sthamanuśādhi purī-janam.	Bhc-_20.17-2 rAja--patnI--niyoga--sTam-anuSADi purI-janam.
   Bhk_20.18-1 uttiṣṭhasva mate patyur, yatasvā 'laṅkṛtau tathā,	Bhc-_20.18-1 uttizWasva mate patyur, yatasvAH alaFkRtO taTA,
   Bhk_20.18-2 pratiṣṭhasva ca taṃ draṣṭuṃ draṣṭavyaṃ tvaṃ mahī-patim."	Bhc-_20.18-2 pratizWasva ca tam drazwum drazwavyam tvam mahI-patim."
   Bhk_20.19-1 anuṣṭhāya yathā''diṣṭaṃ niyogaṃ janakā''tmajā	Bhc-_20.19-1 anuzWAya yaTA-aadizwam niyogam janakA-aatma-jA
   Bhk_20.19-2 mamārūḍhavatī yānaṃ paṭṭāṃ'śuka-vṛtā''nanā.	Bhc-_20.19-2 mama-ArUXavatI yAnam pawwAM-aSuka-vRtA-aananA.
   Bhk_20.20-1 lajjā'natā visaṃyoga-duḥkha-smaraṇa-vihvalā	Bhc-_20.20-1 lajjA-anatA visaMyoga--duHKa-smaraNa--vihvalA
   Bhk_20.20-2 sā'srā gatvā 'ntikaṃ patyur dīnā ruditavatyasau.	Bhk-_20.20-2 sA-asrAH gatvA antikam patyuH dInA ruditavati-asO.
   Bhk_20.21-1 prāpta-cāritrya-sandehas tatas tāmuktavān nṛpaḥ	Bhc-_20.21-1 prApta-cAri-trya--sandehaH tatas tAm-uktavAn nRpaH
   Bhk_20.21-2 icchāme-"nā ''dade sīte ! tvāmahaṃ gamyatāmataḥ".	Bhk-_20.21-2 icCA-me-"nA aadade sIte ! tvAm-aham gamya-tAm-atas-".
