   (Gv 1)	(Gu 1)
   bodhisattvacaryāṃ caramāṇā / teṣu ca me buddhakṣetraparamāṇurajaḥsameṣu	boDisattva caryAm caramANA / tezu ca me budDa kzetra paramANu rajaH samezu
   kalpeṣu anantamadhyāstathāgatā ārāgitāḥ / kvacit kalpe kalpastho 'pi	kalpezu ananta maDyAH taTAgatAH ArAgitAH / kvacid kalpe kalpa sTaH api
   ekatathāgata ārāgitaḥ / kvacit kalpe dvau tathāgatāvārāgitau / kvacit	ekataTAgataH ArAgitaH / kvacid kalpe dvO taTAgatO= ArAgitO / kvacid 
   kalpe yāvadanabhilāpyāstathāgatā ārāgitāḥ / kvacit kalpe	kalpe yAvat anaBilApyAH taTAgatAH ArAgitAH / kvacid kalpe
   buddhakṣetraparamāṇurajaḥsamāstathāgatā ārāgitāḥ / na ca me jātu	budDa kzetra paramANu rajaH samAH taTAgatAH ArAgitAH / na ca me jAtu
   bodhisattvasya kāyo jñātaḥ   kiṃpramāṇaḥ kīdṛksaṃsthānaḥ kīdṛgvarṇaḥ / na	boDisattvasya kAyaH jQAtaH  kiMpramANaH kIdRS saMsTAnaH kIdRS varNaH / na
   kāyakarma jñātaṃ na vākkarma na manaskarma jñātaṃ na jñānadarśanaṃ na	kAya karma jQAtam na vAkkarma na manaskarma jQAtam na jQAna darSanam na
   jñānagocaraṃ na jñānasamādhiviṣayo jñātaḥ / ye khalu punaḥ kulaputra	jQAna gocaram na jQAna samADi vizayaH jQAtaH / ye Kalu punar kula putra
   sattvā bodhisattvaṃ bodhisattvacārikāṃ carantaṃ dṛṣṭvā bodhisattvasyāntike	sattvAH boDisattvam boDisattva cArikAm carantam dRzwvA boDisattvasya antike
   'nunayacittamutpādayāmāsuḥ, nānāsaṃketairnānāsaṃvāsaiśca prasādaṃ	anunaya cittam utpAdayAmAsuH, nAnA saMketEH nAnA saMvAsEH ca prasAdam
   janayāmāsuḥ, sarve te bodhisattvena laukikalokottarairvividhairupāyaiḥ	janayAmAsuH, sarve te boDisattvena lOkika loka uttarEH viviDEH upAyEH
   saṃgṛhītā bodhisattvasya parivārā bhavanti sma / te bodhisattvasya	saMgRhItAH boDisattvasya parivArAH Bavanti sma / te boDisattvasya
   bodhisattvacaryāṃ carataḥ parivārasaṃvāse na avaivartikā bhavanti sma	boDisattva caryAm carataH parivAra saMvAse na avEvartikAH Bavanti sma
   anuttarāyāṃ samyaksaṃbodhau //	anuttarAyAm samyaksaMboDO //
   sāhaṃ kulaputra vipuladharmādhimuktisaṃbhavatejastathāgatasya	sA aham kula putra vipula Darma aDimukti saMBavatejaH taTAgatasya
   sahadarśanādimaṃ sarvabodhisattvasamādhisāgaravyavalokanaviṣayaṃ	saha darSanAt imam sarva boDisattva samADi sAgara vyavalokana vizayam
   bodhisattvavimokṣaṃ pratilabhya bodhisattvena sārdhaṃ	boDisattva vimokzam pratilaBya boDisattvena sArDam
   buddhakṣetraśataparamāṇurajaḥsamān kalpānāgatā etaṃ vimokṣaṃ	budDa kzetra Sata paramANu rajaH samAn kalpa an AgatAH etam vimokzam
   saṃbhāvayamānā / ye ca teṣu buddhakṣetraparamāṇurajaḥsameṣu kalpeṣu	saMBAvayamAnAH / ye ca tezu budDa kzetra paramANu rajaH samezu kalpezu
   tathāgatā utpannāḥ, sarve te mayā tathāgatā ārāgitāḥ pūjitā upasthitāḥ /	taTAgatAH utpannAH, sarve te mayA taTAgatAH ArAgitAH pUjitAH upasTitAH /
   sarveṣāṃ ca me teṣāṃ tathāgatānāṃ dharmadeśanā śrutā, śrutvā udgṛhītā	sarvezAm ca me tezAm taTAgatAnAm Darma deSanA SrutA, SrutvA udgRhItA
   saṃdhāritā / sarveṣāṃ ca mayā teṣāṃ buddhānāṃ bhagavatāmantikādeṣa	saMDAritA / sarvezAm ca mayA tezAm budDAnAm BagavatAm antikAt eza
   vimokṣaḥ pratilabdho nānānayairvā	vimokzaH pratilabDaH nAnA anayEH vA
   nānāsūtrāntanayanirghoṣairnānāvimokṣaśarīrairnānāvimokṣadvārairnānāvimokṣavicārairnānādhvajapraveśaiḥ	nAnA sUtra antanaya nirGozEH nAnA vimokza SarIrEH nAnA vimokza dvArEH nAnA vimokza vicArEH nAnA Dvaja praveSEH
   nānābuddhakṣetrasāgarāvatāraiḥ nānābuddhadarśanasamudravijñaptibhiḥ	nAnA budDa kzetra sAgara avatArEH nAnA budDa darSana samudra vijQaptiBiH
   nānātathāgataparṣanmaṇḍalāvatāraiḥ	nAnA taTA gata parzad maNxala avatArEH
   nānābodhisattvapraṇidhānasāgaranayapathaiḥ nānābodhisattvacaryāprasaraiḥ	nAnA boDisattva praNiDAna sAgara naya paTEH nAnA boDisattva caryA prasarEH
   nānābodhisattvacaryābhinirhāraiḥ nānābodhisattvaprasaraiḥ / na ca	nAnA boDisattva caryA aBinirhArEH nAnA boDisattva prasarEH / na ca
   bodhisattvasya samantabhadravimokṣanayamavatarāmi / tatkasya hetoḥ?	boDisattvasya samantaBadra vimokza nayam avatarAmi / tat kasya hetoH?
   ākāśatalapraveśāpramāṇā hi kulaputra samantabhadrāṇāṃ bodhisattvānāṃ	AkASa tala praveSa apramANAH hi kula putra samantaBadrANAm boDisattvAnAm
   vimokṣanayāḥ sarvasattvasaṃjñāgatatalāpramāṇāḥ	vimokza nayAH sarva sattva saMjQA gata tala apramANAH
   tryadhvaparivartasāgaratalāpramāṇā (Gv 333) diksamudratalāpramāṇā	tri aDva parivarta sAgara tala apramANA (Gu 333) diS samudra tala apramANA
   dharmadhātunayasāgaratalāpramāṇāḥ / tathāgataviṣayasamaśarīrā hi kulaputra	DarmaDAtu naya sAgara tala apramANAH / taTAgata vizaya sama SarIrAH hi kula putra
   samantabhadrāṇāṃ bodhisattvānāṃ vimokṣanayāḥ //	samantaBadrANAm boDisattvAnAm vimokzanayAH //
   sā ahaṃ kulaputra buddhakṣetraparmāṇurajaḥsamān kalpān bodhisattvaśarīraṃ	sA aham kula putra budDa kzetra parma aNu rajaH samAn kalpAn boDisattva SarIram
   prekṣamāṇā atṛptaiva darśanena / tadyathāpi nāma kulaputra	prekzamANAH atRptA eva darSanena / tat yaTA api nAma kula putra
   ekāntarāgacaritayoḥ strīpuruṣayoranyonyasamāgame saṃketakṛtayorapramāṇā	ekAnta rAga caritayoH strI puruzayoH anyonya samAgame saMketa kRtayoH apramANA
   ayoniśomanasikāraprabhavāḥ śubhasaṃjñāvitarkasaṃmohasaṃbhavāścittotpādā	ayoni SomanasikAra praBavAH SuBa saMjQA vitarka saMmoha saMBavAH citta utpAdA
   utpadyante, evameva kulaputra mama bodhisattvasya śarīraṃ prekṣamāṇāyā	utpadyante, evam eva kula putra mama boDisattvasya SarIram prekzamANAyAH 
   ekaikasmādromavivarādanantamadhyāpramāṇanirdeśā lokadhātuvaṃśaprasarā	ekEkasmAt roma vivarAt ananta maDya apramANa nirdeSA lokaDAtu vaMSa prasarA
   nānāpratiṣṭhānā nānāsaṃdhivyūhā nānāsaṃsthānā nānāparvatavyūhā	nAnA pratizWAnA nAnA saMDi vyUhA nAnA saMsTAnA nAnA parvata vyUhA
   nānāpṛthivītalavyūhanirdeśā nānāgaganameghasaṃchannālaṃkārā	nAnA pRTivI tala vyUha nirdeSA nAnA gagana meGa saMCanna alaMkArA
   nānākalpanāmasaṃkhyānirdeśā nānābuddhotpādatathāgatavaṃśaprabhavā	nAnA kalpa nAma saMKyA nirdeSA nAnA budDa utpAda taTA gata vaMSa praBavA
   nānābodhimaṇḍālaṃkārā nānātathāgatadharmacakrapravartanavikurvitā	nAnA boDimaNxa alaMkArA nAnA taTA gata Darma cakra pravartana vikurvitA
   nānātathāgataparṣanmaṇḍalavyūhā nānāsūtrāntanayanirdeśanirghoṣā	nAnA taTA gata parzad maNxala vyUhA nAnA sUtra antanaya nirdeSa nirGozA
   nānāyānanayanirhāraprabhavā nānāpariśuddhaprabhālokāvabhāsā	nAnA yAn anaya nirhAra praBavA nAnA pariSudDa praBA loka avaBAsA
   adṛṣṭapūrvanimittāḥ praticittakṣaṇaṃ cakṣuṣa ābhāsamāgacchanti /	adRzwa pUrva nimittAH praticitta kzaNam cakzuze ABAsam AgacCanti /
   ekaikasmādromavivarādanantamadhyā buddhasamudrāścakṣuṣa ābhāsamāgacchanti	ekEkasmAt roma vivarAt ananta maDyAH budDa samudrAH cakzuze ABAsam AgacCanti
   / nānābodhimaṇḍālaṃkārā nānādharmacakrapravartanavikurvitā	/ nAnA boDimaNxa alaMkArA nAnA Darma cakra pravartana vikurvitA
   nānāsūtrāntanirghoṣavikurvitāḥ apratisrabdhayogena praticittakṣaṇaṃ	nAnA sUtra anta nirGoza vikurvitAH apratisrabDa yogena praticitta kzaNam
   cakṣuṣa ābhāsamāgacchanti / ekaikasmādromavivarādanantamadhyāḥ	cakzuzaH ABAsam AgacCanti / ekEkasmAt roma vivarAt ananta maDyAH
   sattvasamudrā nānābhavanārāmaparvatavimānanadīsamudranilayā nānārūpakāyā	sattva samudrA nAnA Bavana ArAma parvata vimAna nadI samudra nilayA nAnA rUpakAyA
   nānāparibhogaviṣayā nānācārayogacāraprayogā	nAnA pariBoga vizayA nAnA AcAra yoga cAra prayogA
   nānendriyapariniṣpattisaṃsthānāḥ praticittakṣaṇaṃ cakṣuṣa	nAnA indriya parinizpatti saMsTAnAH praticitta kzaNam cakzuza
   ābhāsamāgacchanti /	ABAsam AgacCanti /
   ekaikasmādromavivarādanantamadhyāstryadhvasāgarapraveśanayā	ekEkasmAt roma vivarAt anantam aDyAstri aDva sAgara praveSanayA
   avabhāsamāgacchanti / anantamadhyā bodhisattvapraṇidhānasamudrā	avaBAsam AgacCanti / ananta maDyA boDisattva praNiDAna samudrA
   viśudhyante / anantamadhyā bodhisattvabhūmicaryāvimātratāsamudrā	viSuDyante / ananta maDyA boDisattva BUmi caryA vimAtra tA samudrA
   ābhāsamāgacchanti / anantamadhyā bodhisattvapāramitānayasāgarapariśuddhayo	ABAsam AgacCanti / ananta maDyAH boDisattva pAramitA naya sAgara pariSudDayo
   'vabhāsamāgacchanti / anantamadhyā bodhisattvapūrvayogasamudrā	avaBAsam AgacCanti / ananta maDyA boDisattva pUrva yoga samudrA
   ābhāsamāgacchanti / anantamadhyā buddhakṣetrapariśodhananayasamudrā	ABAsam AgacCanti / ananta maDyA budDa kzetra pariSoDana naya samudrA
   ābhāsamāgacchanti / anantamadhyā bodhisattvamahāmaitrīnayasamudrāḥ	ABAsam AgacCanti / ananta maDyAH boDisattva mahA mEtrI naya samudrAH
   sarvasattvamahāmaitrīnayasamudrāḥ	sarva sattva mahA mEtrI naya samudrAH
   sarvasattvaparipākavinayaparākramaprayogasāgarā avakrāmanti / anantamadhyā	sarva sattva paripAka vinaya parAkrama prayoga sAgarAH avakrAmanti / ananta maDyA
   bodhisattvamahākaruṇāmeghanayasāgarāḥ saṃbhavanti / anantamadhyā	boDisattva mahA karuNA meGa naya sAgarAH saMBavanti / ananta maDyA
   bodhisattvamahāprītivegasāgarā vivardhante / praticittakṣaṇamanantamadhyāḥ	boDisattva mahA prIti vega sAgarAH vivarDante / praticitta kzaNam ananta maDyAH
   sarvasattvasaṃgrahaprayogasāgarā niṣpadyante //	sarva sattva saMgraha prayoga sAgarAH nizpadyante //
   sā ahaṃ kulaputra teṣu buddhakṣetraśataparamāṇurajaḥsameṣu kalpeṣu	sA aham kula putra tezu budDa kzetra Sata paramANu rajaH samezu kalpezu
   bodhisattvasya ekaikasmādromavivarātpraticittakṣaṇamanantamadhyān	boDisattvasya ekEkasmAt roma vivarAt praticitta kzaNam ananta maDyAn
   dharmanayasāgarānavataramāṇā paryantaṃ nādhigacchāmi / na ca	Darma naya sAgara anavataramANA paryantam na aDigacCAmi / na ca
   avatīrṇapūrvamavatarāmi / na pratilabdhapūrvaṃ pratilabhe	avatIrNa pUrvam avatarAmi / na pratilabDa pUrvam pratilaBe
   yāvadantaḥpuramadhyagatasyāpyahaṃ kulaputra sarvārthasiddhasya	yAvat antaHpura maDya gatasya api aham kula putra sarva arTa sidDasya
   strīgaṇaparivṛtasya nānāvimokṣanayasāgarāvatāraiḥ /	strI gaNa parivRtasya nAnA vimokza naya sAgara avatArEH /
   ekaikasmādromavivarādanantamadhyāṃstryadhvanayasāgarānavatārāmi	ekEkasmAt roma vivarAt ananta maDyAn= tri aDvanaya sAgarAnavatArAmi
   dharmadhātvavatāranayasamudrāvatāreṇa //	DarmaDAtu avatAra naya samudra avatAreNa //
   etamahaṃ kulaputra sarvabodhisattvasamādhisāgaravyavalokanaviṣayaṃ	etam aham kula putra sarva boDisattva samADi sAgara vyavalokana vizayam
   bodhisattvavimokṣaṃ prajānāmi, samāpadye / kiṃ mayā śakyaṃ	boDisattva vimokzam prajA nAmi, samApadye / kim mayA Sakyam
   bodhisattvānāmanantamadhyopāyanayasāgaraprasṛtānāṃ	boDisattvAnAm ananta maDya upAyanaya sAgara prasRtAnAm
   sarvasattvasamasadṛśasaṃsthānasaṃsthitakāyavijñaptisaṃdarśakānāṃ	sarva sattva sama sadRSa saMsTAna saMsTita kAya vijQapti saMdarSakAnAm
   sarvajagadāśayānukūlacaryāsaṃdarśakānām (Gv 334)	sarva jagat ASaya anukUla caryA saMdarSakAnAm (Gu 334)
   anantamadhyavarṇanirmitameghasamudrasarvaromamukhapramuñcakānāṃ	ananta maDya varNa nirmita meGa samudra sarva roma muKa pramuQcakAnAm
   sarvaśarīradharmatāsvabhāvaprakṛtipariśuddhānāmākāśalakṣaṇajagatprakṛtyavabodhanirvikalpānāṃ	sarva SarIra DarmatA svaBAva prakRti pariSudDAnAm AkASa lakzaNa jagat prakRti avaboDa nirvikalpAnAm
   sarvatrānugatabuddhiviniścayatathāgatasamavikurvitaparamāṇām	sarvatra anugata budDi viniScaya taTAgata sama vikurvita paramANAm
   anantamadhyavimokṣaviṣayavikurvitaniryātānāṃ	ananta maDya vimokza vizaya vikurvita niryAtAnAm
   vipuladharmadhātucittotpādapraveśavihāravaśavartināṃ	vipula Darma DAtu citta utpAda praveSa vihAra vaSavartinAm
   samantamukhasarvadharmabhūmivimokṣasāgaravikrīḍitānāṃ caryāṃ jñātuṃ guṇān	samanta muKa sarva Darma BUmi vimokza sAgara vikrIxitAnAm caryAm jQAtum guNAn
   vā vaktum, nikhilān vā guṇanidhīn saṃdarśayitum //	vA vaktum, niKilAn vA guNa niDIn saMdarSayitum //
   gaccha kulaputra, ihaiva bhagavato vairocanasya pādamūle	gacCa kula putra, iha eva BagavataH vErocanasya pAda mUle
   vividharatnavyūhamahāmaṇirājapadmagarbhāsananiṣaṇṇā bodhisattvajanetrī	viviDa ratna vyUha mahA maNi rAja padma garBAsana nizaNNA boDisattva janetrI
   māyā nāma devī / tāmupasaṃkramya paripṛccha   kathaṃ bodhisattvā	mAyA nAma devI / tAm upasaMkramya paripRcCa  kaTam boDisattvA
   bodhisattvacaryāṃ caranto 'nupaliptā bhavanti sarvalokadharmamalaiḥ /	boDisattva caryAm carantaH anupaliptAH Bavanti sarva loka Darma malEH /
   apratiprasrabdhā bhavanti tathāgatapūjāprayogeṣu / avaivartikā bhavanti	apratiprasrabDAH Bavanti taTAgata pUjA prayogezu / avEvartikAH Bavanti
   sarvabodhisattvakarmāntebhyaḥ / sarvāvaraṇavigatā bhavanti	sarva boDisattva karmAnteByaH / sarva AvaraNa vigatAH Bavanti
   bodhisattvavimokṣāvatāreṣu / aparapratyayā bhavanti	boDisattva vimokza avatArezu / apara pratyayAH Bavanti
   sarvabodhisattvavihāreṣu / saṃmukhībhāvagatā bhavanti sarvatathāgatānām /	sarva boDisattva vihArezu / saMmuKIBAva gatAH Bavanti sarva taTAgatAnAm /
   na vivartante sarvasattvasaṃgrahaprayogebhyaḥ, na nivartante	na vivartante sarva sattva saMgraha prayogeByaH, na nivartante
   'parāntakoṭīgatakalpasarvabodhisattvacaryāsaṃvāsebhyaḥ / na	apara anta kowI gata kalpa sarva boDisattva caryA saMvAseByaH / na
   pratyudāvartante mahāyānapraṇidhānāt / na saṃsīdanti	pratyudAvartante mahAyAna praNiDAnAt / na saMsIdanti
   jagatkuśalamūlasaṃdhāraṇavivardhanatayā //	jagat kuSala mUla saMDAraNa vivarDana tayA //
   atha khalu gopā śākyakanyā etameva vimokṣamukhanayaṃ saṃdarśayantī	aTa Kalu gopA SAkya kanyA etam eva vimokza muKa nayam saMdarSayantI
   buddhādhiṣṭhānena tasyāṃ velāyāmimā gāthā abhāṣata  	budDa aDizWAnena tasyAm velAyAm imAH gATAH aBAzata  
   saṃbodhicaryācaraṇaprayuktaṃ paśyanti sattvāḥ khalu ye 'grasattvam /	saMboDi caryA caraNa prayuktam paSyanti sattvAH Kalu ye agrasattvam /
   prasannacittāḥ pratighātino vā vrajanti te saṃgrahamasya sarve // 90 //	prasanna cittAH pratiGAtinaH vA vrajanti te saMgraham asya sarve // 90 //
   yāvanti hi kṣetraśate rajāṃsi smarāmi kalpāniha tāvato 'ham /	yAvanti hi kzetra Sate rajAMsi smarAmi kalpAn iha tAvataH aham /
   meruprabhābhūdvaralokadhātustataḥ paraṃ vyūhasanāmni kalpe // 91 //	meru praBA BUt vara lokaDAtuH tatas param vyUha sanAmni kalpe // 91 //
   ṣaḍviṃśatiḥ koṭyayutāni tasmin sahasrasaṃkhyā hyabhavanmunīnām /	zaxviMSatiH kowi ayutAni tasmin sahasra saMKyA hi aBavat munInAm /
   teṣāmabhūdyaścaramo munīndro dharmadhvajo nāma jagatpradīpaḥ // 92 //	tezAm aBUt yaH caramaH muni indraH DarmaDvajaH nAma jagat pradIpaH // 92 //
   śrītejanāmā nṛpatistadānīṃ tasmin munīndre parinirvṛte 'tha /	SrI tejanAmA nRpatiH tadAnIm tasmin muni indre parinirvRte aTa /
   jambudhvaje 'sminnihatāricakraḥ so 'vyāhatājñaḥ parameśvaro 'bhūt // 93 //	jambuDvaje asmin = ihata ari cakraH saH avyAhata ajQaH parameSvaraH aBUt // 93 //
   (Gv 335)	(Gu 335)
   śūrāṇi vīrāṇyatha rūpavanti pañcābhavan putraśatāni tasya /	SUrANi vIrANi aTa rUpavanti paQca aBavan putra SatAni tasya /
   sarvāṅgasaṃpūrṇaviśuddhakāyānyanuttamaśrīpratimaṇḍitāni // 94 //	sarva aFga saMpUrNa viSudDa kAyAni anuttama SrI pratimaNxitAni // 94 //
   rājā saputraḥ sugate prasannaḥ pūjāmakārṣīdvipulāṃ jinasya /	rAjA sa putraH sugate prasannaH pUjAm akArzIt vipulAm jinasya /
   nityaṃ ca saddharmaparigraho 'sau dharmābhiyukto 'bhavadaprakampyaḥ // 95	nityam ca sat Darma parigrahaH asO Darma aBiyuktaH aBavat aprakampyaH // 95
   suraśmināmā ca nṛpasya tasya viśuddhasattvo 'yamabhūtkumāraḥ /	suraSmi nAmA ca nRpasya tasya viSudDa sattvaH ayam aBUt kumAraH /
   sudarśanīyaśca manojñarūpaḥ triṃśadvarālaṃkṛtalakṣaṇāṅgaḥ // 96 //	sudarSanIyaH ca manojQa rUpaH triMSat vara alaMkRta lakzaNa aFgaH // 96 //
   rājyaṃ parityajya nṛṇāṃ sa pañcakoṭīvṛtaḥ pravrajitastadānīm /	rAjyam parityajya nRNAm sa paQcakowI vRtaH pravrajitaH tadAnIm /
   sa pravrajitvā dṛḍhavīryayuktaḥ saṃdhārayāmāsa jinasya dharmam // 97 //	sa pravrajitvA dRXa vIrya yuktaH saMDArayAmAsa jinasya Darmam // 97 //
   drumāvatī nāma purī vṛtābhūt koṭīsahasrairnagarottamānām /	drumAvatI nAma purI vRtA aBUt kowI sahasrEH nagara uttamAnAm /
   āsīdvanaṃ tatra vicitraśākhaṃ praśāntanirghoṣamanuttaraśriyam // 98 //	AsIt vanam tatra vicitra SAKam praSAnta nirGozam anuttara Sriyam // 98 //
   yataḥ suraśmirvijahāra tasmin viśārado dhīpratibhānaśuddhaḥ /	yatas suraSmiH vijahAra tasmin viSAradaH DI pratiBAna SudDaH /
   sa dyotayāmāsa jinasya dharmaṃ saṃkliṣṭasattvaughaviśodhanāya // 99 //	sa dyotayAmAsa jinasya Darmam saMklizwa sattva oGa viSoDanAya // 99 //
   piṇḍāya dhīmān sa puraṃ viveśa prāsādikeryāpathaśāntaveṣaḥ /	piNxAya DImAn sa puram viveSa prAsAdi keryA paTa SAnta vezaH /
   anutkṣiptacakṣuḥ smṛtimān prajānan gambhīraceṣṭaḥ sthiradhīragāmī // 100	anutkzipta cakzuH smRtimAn prajAnan gamBIra cezwaH sTira DIra gAmI // 100
   nandīdhvajo 'bhūtpravaraḥ purāṇāṃ śreṣṭhī tadānīṃ suvighuṣṭakīrtiḥ /	nandIDvajaH aBUt pravaraH purANAm SrezWI tadAnIm su viGuzwakIrtiH /
   tasyāhamāsaṃ duhitā manāpā bhānuprabhā nāma sucārurūpā // 101 //	tasya aham Asam duhitA manApA BAnupraBA nAma su cAru rUpAH // 101 //
   (Gv 336)	(Gu 336)
   dvāre 'tha tasyottaramandirasya dṛṣṭo mayābhūtsagaṇaḥ suraśmiḥ /	dvAre aTa tasya uttara mandirasya dRzwaH mayA aBUt sa gaNaH suraSmiH /
   prāsādiko lakṣaṇacitritāṅgaḥ tatrābhavanme sumahān prasādaḥ // 102 //	prAsAdikaH lakzaNa citrita aFgaH tatra aBavat me su mahAn prasAdaH // 102 //
   yadā gṛhadvāragato mamābhūt pātre pradatto 'sya maṇistadā me /	yadA gRha dvAra gataH mama aBUt pAtre pradattaH asya maNiH tadA me /
   muktvā ca sarvābharaṇāni maitracittānunītāhamadāttadāsmai // 103 //	muktvA ca sarva ABaraNAni mEtra citta anunIta aham adAt tadA asmE // 103 //
   sarāgacittena vidhāya pūjāṃ suraśmiketoḥ sugatātmajasya /	sa rAga cittena viDAya pUjAm suraSmi ketoH sugata Atmajasya /
   ardhatṛtīyāni śatāni nāgāṃ kalpottamāyāṃ khalu jātvapāyān // 104 //	arDa tRtIyAni SatAni nAgAm kalpa uttamAyAm Kalu jAtu apAyAn // 104 //
   deveṣu devendrakuleṣu jātā narendraputrī manujeṣu cāham /	devezu devendra kulezu jAtA narendra putrI manujezu ca aham /
   anantavarṇena samucchrayeṇa sarvatra cādātsahadarśanaṃ me // 105 //	ananta varNena samucCrayeNa sarvatra ca AdAt saha darSanam me // 105 //
   ardhatṛtīyeṣu gateṣu kalpaśateṣu jātāsmyabhayaṃkarāṇām /	arDa tRtIyezu gatezu kalpa Satezu jAtA asmi aBayaMkarANAm /
   sudarśanāyā gaṇikottamāyāḥ saṃcālitākhyā duhitā tadānīm // 106 //	sudarSanAyAH gaNikA uttamAyAH saMcAlita AKyA duhitA tadAnIm // 106 //
   dṛṣṭvātha tejodhipatiṃ kumāraṃ pūjāmakārṣaṃ muditāhamasya /	dRzwvA aTa tejoDi patim kumAram pUjA m akArzam muditA aham asya /
   ātmānamasyaiva nivedayitvā bhūtāsmi vaśyā khalu tasya bhāryā // 107 //	AtmAnam asya eva nivedayitvA BUtA asmi vaSyA Kalu tasya BAryA // 107 //
   saṃpūjitastena mayā sahābhūt sa sūryagātrapravaro maharṣiḥ /	saMpUjitaH tena mayA saha aBUt sa sUrya gAtra pravaraH mahA RziH /
   prasannayā caiva tamīkṣya buddhamutpāditaṃ me varabodhicittam // 108 //	prasannayA ca eva tamIkzya budDam utpAditam me vara boDi cittam // 108 //
   pūrṇā jinānāṃ khalu ṣaṣṭikoṭyastatraiva kalpe susamutthitānām /	pUrNA jinAnAm Kalu zazwi kowyaH tatra eva kalpe su samutTitAnAm /
   (Gv 337)	(Gu 337)
   babhūva teṣāṃ caramo jinānāṃ buddhastadānīmadhimuktitejāḥ // 109 //	baBUva tezAm caramaH jinAnAm budDaH tadAnIm aDimukti tejAH // 109 //
   tasmin viśuddhaṃ mama dharmacakṣurdharmasvabhāvaśca mayāvabuddhaḥ /	tasmin viSudDam mama Darma cakzuH Darma svaBAvaH ca mayA avabudDaH /
