   BhP_07.01.001/0 śrīrājovāca	BhP_07.01.001/0 SrI-rAjA-uvAca
   BhP_07.14.035/1 devarṣyarhatsu vai satsu tatra brahmātmajādiṣu	Bhu-_07.14.035/1 deva-rzi-arhatsu vE satsu tatra brahma-Atmaja-Adizu
   BhP_07.14.035/2 rājan yadagrapūjāyāṃ mataḥ pātratayācyutaḥ	Bhu-_07.14.035/2 rAjan yat-agra-pUjAyAm mataH pAtra-tayA-acyutaH
   BhP_07.14.036/1 jīvarāśibhirākīrṇa aṇḍakośāṅghripo mahān	Bhu-_07.14.036/1 jIva-rASiBiH-AkIrNa aNxa-koSa-aFGripaH mahAn
   BhP_07.14.036/2 tanmūlatvādacyutejyā sarvajīvātmatarpaṇam	Bhu-_07.14.036/2 tad-mUla-tvAt-acyuta-ijyA sarva-jIva-Atma-tarpaNam
   BhP_07.14.037/1 purāṇyanena sṛṣṭāni nṛtiryagṛṣidevatāḥ	Bhu-_07.14.037/1 purANi-anena sRzwAni nR-tiryak-Rzi-devatAH
   BhP_07.14.037/2 śete jīvena rūpeṇa pureṣu puruṣo hyasau	Bhu-_07.14.037/2 Sete jIvena rUpeNa purezu puruzaH hi-asO
   BhP_07.14.038/1 teṣveva bhagavān rājaṃstāratamyena vartate	Bhu-_07.14.038/1 tezu-eva BagavAn rAjan=-tAratamyena vartate
   BhP_07.14.038/2 tasmāt pātraṃ hi puruṣo yāvān ātmā yatheyate	Bhu-_07.14.038/2 tasmAt pAtram hi puruzaH yAvAn AtmA yaTeyate
   BhP_07.14.039/1 dṛṣṭvā teṣāṃ mitho nṛṇāmavajñānātmatāṃ nṛpa	Bhu-_07.14.039/1 dRzwvA tezAm miTas nRNAm-avajQAna-Atma-tAm nRpa
   BhP_07.14.039/2 tretādiṣu harerarcā kriyāyai kavibhiḥ kṛtā	Bhu-_07.14.039/2 tretA-Adizu hareH-arcA kriyAyE kaviBiH kRtA
   BhP_07.14.040/1 tato 'rcāyāṃ hariṃ kecit saṃśraddhāya saparyayā	Bhu-_07.14.040/1 tatas arcAyAm harim kecid saMSradDAya sa-paryayA
   BhP_07.14.040/2 upāsata upāstāpi nārthadā puruṣadviṣām	Bhu-_07.14.040/2 upAsate upAstA-api na-arTa-dA puruza-dvizAm
   BhP_07.14.041/1 puruṣeṣvapi rājendra supātraṃ brāhmaṇaṃ viduḥ	Bhu-_07.14.041/1 puruzezu-api rAja-indra su-pAtram brAhmaNam viduH
   BhP_07.14.041/2 tapasā vidyayā tuṣṭyā dhatte vedaṃ harestanum	Bhu-_07.14.041/2 tapasA vidyayA tuzwyA Datte vedam hareH-tanum
   BhP_07.14.042/1 nanvasya brāhmaṇā rājan kṛṣṇasya jagadātmanaḥ	Bhu-_07.14.042/1 nanu-asya brAhmaNAH rAjan kRzNasya jagadAtmanaH
   BhP_07.14.042/2 punantaḥ pādarajasā trilokīṃ daivataṃ mahat	Bhu-_07.14.042/2 punantaH pAda-rajasA trilokIm dEvatam mahat-
   BhP_07.15.001/0 śrīnārada uvāca	BhP_07.15.001/0 SrI-nAradaH uvAca
   BhP_07.15.001/1 karmaniṣṭhā dvijāḥ kecit taponiṣṭhā nṛpāpare	Bhu-_07.15.001/1 karma-nizWAH dvijAH kecid tapaH-nizWA nRpa-apare
   BhP_07.15.001/2 svādhyāye 'nye pravacane kecana jñānayogayoḥ	Bhu-_07.15.001/2 svADyAye anye pravacane kecana jQAna-yogayoH
   BhP_07.15.002/1 jñānaniṣṭhāya deyāni kavyānyānantyamicchatā	Bhu-_07.15.002/1 jQAna-nizWAya deyAni kavyAni-Anantyam-icCatA
   BhP_07.15.002/2 daive ca tadabhāve syāditarebhyo yathārhataḥ	Bhu-_07.15.002/2 dEve ca tad-aBAve syAt-itareByaH yaTArhataH
   BhP_07.15.003/1 dvau daive pitṛkārye trīn ekaikamubhayatra vā	Bhu-_07.15.003/1 dvO dEve pitR-kArye trIn ekEkam-uBayatra vA
   BhP_07.15.003/2 bhojayet susamṛddho 'pi śrāddhe kuryān na vistaram	Bhu-_07.15.003/2 Bojayet su-samRdDaH api SrAdDe kuryAt na vistaram
   BhP_07.15.004/1 deśakālocitaśraddhā dravyapātrārhaṇāni ca	Bhu-_07.15.004/1 deSa-kAla-ucita-SradDA dravya-pAtra-arhaNAni ca
   BhP_07.15.004/2 samyag bhavanti naitāni vistarāt svajanārpaṇāt	Bhu-_07.15.004/2 samyak Bavanti na-etAni vistarAt sva-jana-arpaNAt-
   BhP_07.15.005/1 deśe kāle ca samprāpte munyannaṃ haridaivatam	Bhu-_07.15.005/1 deSe kAle ca samprApte muni-annam hari-dEvatam
   BhP_07.15.005/2 śraddhayā vidhivat pātre nyastaṃ kāmadhug akṣayam	Bhu-_07.15.005/2 SradDayA viDivat pAtre nyastam kAmaDuk akzayam
   BhP_07.15.006/1 devarṣipitṛbhūtebhya ātmane svajanāya ca	Bhu-_07.15.006/1 deva-Rzi-pitR-BUteByaH Atmane sva-janAya ca
   BhP_07.15.006/2 annaṃ saṃvibhajan paśyet sarvaṃ tat puruṣātmakam	Bhu-_07.15.006/2 annam saMviBajan paSyet sarvam tat puruza-Atmakam
   BhP_07.15.007/1 na dadyādāmiṣaṃ śrāddhe na cādyāddharmatattvavit	Bhu-_07.15.007/1 na dadyAt-Amizam SrAdDe na ca-adyAt-Darma-tattva-vid-
   BhP_07.15.007/2 munyannaiḥ syāt parā prītiryathā na paśuhiṃsayā	Bhu-_07.15.007/2 muni-annEH syAt parA prItiH-yaTA na paSu-hiMsayA
   BhP_07.15.008/1 naitādṛśaḥ paro dharmo nṛṇāṃ saddharmamicchatām	Bhu-_07.15.008/1 na-etAdRSaH paraH DarmaH nRNAm sadDarmam-icCatAm
   BhP_07.15.008/2 nyāso daṇḍasya bhūteṣu manovākkāyajasya yaḥ	Bhu-_07.15.008/2 nyAsaH daNxasya BUtezu manaH-vAc-kAya-jasya yaH
   BhP_07.15.009/1 eke karmamayān yajñān jñānino yajñavittamāḥ	Bhu-_07.15.009/1 eke karma-mayAn yajQAn jQAninaH yajQa-vittamAH
   BhP_07.15.009/2 ātmasaṃyamane 'nīhā juhvati jñānadīpite	Bhu-_07.15.009/2 Atma-saMyamane anIhAH juhvati jQAna-dIpite
   BhP_07.15.010/1 dravyayajñairyakṣyamāṇaṃ dṛṣṭvā bhūtāni bibhyati	Bhu-_07.15.010/1 dravya-yajQEH-yakzyamANam dRzwvA BUtAni biByati
   BhP_07.15.010/2 eṣa mākaruṇo hanyādatajjño hyasutṛp dhruvam	Bhu-_07.15.010/2 eza mAkaruNaH hanyAt-atajjQaH hi-asutRB Druvam
   BhP_07.15.011/1 tasmāddaivopapannena munyannenāpi dharmavit	Bhu-_07.15.011/1 tasmAt-dEva-upapannena muni-annena-api Darma-vid-
   BhP_07.15.011/2 santuṣṭo 'harahaḥ kuryān nityanaimittikīḥ kriyāḥ	Bhu-_07.15.011/2 santuzwaH aharahar kuryAt nitya-nEmittikIH kriyAH
   BhP_07.15.012/1 vidharmaḥ paradharmaśca ābhāsa upamā chalaḥ	Bhu-_07.15.012/1 viDarmaH para-DarmaH-ca ABAsaH upamA CalaH
   BhP_07.15.012/2 adharmaśākhāḥ pañcemā dharmajño 'dharmavat tyajet	Bhu-_07.15.012/2 aDarma-SAKAH paQca-imAH Darma-jQaH aDarma-vat tyajet-
   BhP_07.15.013/1 dharmabādho vidharmaḥ syāt paradharmo 'nyacoditaḥ	Bhu-_07.15.013/1 Darma-bADaH viDarmaH syAt para-DarmaH anya-coditaH
   BhP_07.15.013/2 upadharmastu pākhaṇḍo dambho vā śabdabhic chalaḥ	Bhu-_07.15.013/2 upaDarmaH-tu pAKaNxaH damBaH vA SabdaBid CalaH
   BhP_07.15.014/1 yastvicchayā kṛtaḥ pumbhirābhāso hyāśramāt pṛthak	Bhu-_07.15.014/1 yaH-tu-icCayA kRtaH pumBiH-ABAsaH hi-ASramAt pRTak-
   BhP_07.15.014/2 svabhāvavihito dharmaḥ kasya neṣṭaḥ praśāntaye	Bhu-_07.15.014/2 svaBAva-vihitaH DarmaH kasya na-izwaH praSAntaye
   BhP_07.15.015/1 dharmārthamapi neheta yātrārthaṃ vādhano dhanam	Bhu-_07.15.015/1 Darma-arTam-api na-Iheta yAtrA-arTam vA-aDanaH Danam
   BhP_07.15.015/2 anīhānīhamānasya mahāheriva vṛttidā	Bhu-_07.15.015/2 anIhAni-ihamAnasya mahA-aheH-iva vRtti-dA
   BhP_07.15.016/1 santuṣṭasya nirīhasya svātmārāmasya yat sukham	Bhu-_07.15.016/1 santuzwasya nirIhasya sva-Atma-ArAmasya yat suKam
   BhP_07.15.016/2 kutastat kāmalobhena dhāvato 'rthehayā diśaḥ	Bhu-_07.15.016/2 kutas-tat kAma-loBena DAvataH arTa-IhayAH diSaH
   BhP_07.15.017/1 sadā santuṣṭamanasaḥ sarvāḥ śivamayā diśaḥ	Bhu-_07.15.017/1 sadA santuzwa-manasaH sarvAH Siva-mayAH diSaH
   BhP_07.15.017/2 śarkarākaṇṭakādibhyo yathopānatpadaḥ śivam	Bhu-_07.15.017/2 SarkarA-kaNwaka-AdiByaH yaTA-upAnat-padaH Sivam
   BhP_07.15.018/1 santuṣṭaḥ kena vā rājan na vartetāpi vāriṇā	Bhu-_07.15.018/1 santuzwaH kena vA rAjan na varteta-api vAriNA
   BhP_07.15.018/2 aupasthyajaihvyakārpaṇyādgṛhapālāyate janaḥ	Bhu-_07.15.018/2 OpasTya-jEhvi-akArpaNyAt-gRhapAlAyate janaH
   BhP_07.15.019/1 asantuṣṭasya viprasya tejo vidyā tapo yaśaḥ	Bhu-_07.15.019/1 asantuzwasya viprasya tejaH vidyA tapaH yaSaH
   BhP_07.15.019/2 sravantīndriyalaulyena jñānaṃ caivāvakīryate	Bhu-_07.15.019/2 sravanti-indriya-lOlyena jQAnam ca-eva-avakIryate
   BhP_07.15.020/1 kāmasyāntaṃ hi kṣuttṛḍbhyāṃ krodhasyaitat phalodayāt	Bhu-_07.15.020/1 kAmasya-antam hi kzut-tRxByAm kroDasya-etat Pala-udayAt
   BhP_07.15.020/2 jano yāti na lobhasya jitvā bhuktvā diśo bhuvaḥ	Bhu-_07.15.020/2 janaH yAti na loBasya jitvA BuktvA diSaH BuvaH
   BhP_07.15.021/1 paṇḍitā bahavo rājan bahujñāḥ saṃśayacchidaḥ	Bhu-_07.15.021/1 paNxitAH bahavaH rAjan bahu-jQAH saMSaya=-CidaH
   BhP_07.15.021/2 sadasas patayo 'pyeke asantoṣāt patantyadhaḥ	Bhu-_07.15.021/2 sadasaH patayaH api-eke asantozAt patanti-aDas-
   BhP_07.15.022/1 asaṅkalpāj jayet kāmaṃ krodhaṃ kāmavivarjanāt	Bhu-_07.15.022/1 asaFkalpAt jayet kAmam kroDam kAma-vivarjanAt-
   BhP_07.15.022/2 arthānarthekṣayā lobhaṃ bhayaṃ tattvāvamarśanāt	Bhu-_07.15.022/2 arTa-anarTa-IkzayA loBam Bayam tattva-avamarSanAt-
   BhP_07.15.023/1 ānvīkṣikyā śokamohau dambhaṃ mahadupāsayā	Bhu-_07.15.023/1 AnvIkzikyA Soka-mohO damBam mahat-upAsayA
   BhP_07.15.023/2 yogāntarāyān maunena hiṃsāṃ kāmādyanīhayā	Bhu-_07.15.023/2 yoga-antarAyAt mOnena hiMsAm kAma-Adi-anIhayA
   BhP_07.15.024/1 kṛpayā bhūtajaṃ duḥkhaṃ daivaṃ jahyāt samādhinā	BhP_07.15.024/1 kRpayA BUta-jam duHKam dEvam jahyAt samADinA
   BhP_07.15.024/2 ātmajaṃ yogavīryeṇa nidrāṃ sattvaniṣevayā	Bhu-_07.15.024/2 Atmajam yoga-vIryeNa nidrAm sattva-nizevayA
   BhP_07.15.025/1 rajastamaśca sattvena sattvaṃ copaśamena ca	Bhu-_07.15.025/1 rajaH-tamaH-ca sattvena sattvam ca-upaSamena ca
   BhP_07.15.025/2 etat sarvaṃ gurau bhaktyā puruṣo hyañjasā jayet	Bhu-_07.15.025/2 etat sarvam gurO BaktyA puruzaH hi-aQjasA jayet-
   BhP_07.15.026/1 yasya sākṣādbhagavati jñānadīpaprade gurau	Bhu-_07.15.026/1 yasya sAkzAt-Bagavati jQAna-dIpa-prade gurO
   BhP_07.15.026/2 martyāsaddhīḥ śrutaṃ tasya sarvaṃ kuñjaraśaucavat	Bhu-_07.15.026/2 martya-asat-DIH Srutam tasya sarvam kuQjara-SOca-vat-
   BhP_07.15.027/1 eṣa vai bhagavān sākṣāt pradhānapuruṣeśvaraḥ	Bhu-_07.15.027/1 eza vE BagavAn sAkzAt praDAna-puruza-ISvaraH
   BhP_07.15.027/2 yogeśvarairvimṛgyāṅghrirloko yaṃ manyate naram	Bhu-_07.15.027/2 yogeSvarEH-vimRgya-aFGriH-lokaH yam manyate naram
   BhP_07.15.028/1 ṣaḍvargasaṃyamaikāntāḥ sarvā niyamacodanāḥ	Bhu-_07.15.028/1 zaxvarga-saMyama-ekAntAH sarvAH niyama-codanAH
   BhP_07.15.028/2 tadantā yadi no yogān āvaheyuḥ śramāvahāḥ	Bhu-_07.15.028/2 tad-antAH yadi naH yogAn AvaheyuH Srama-AvahAH
   BhP_07.15.029/1 yathā vārtādayo hyarthā yogasyārthaṃ na bibhrati	Bhu-_07.15.029/1 yaTA vArtA-AdayaH hi-arTAH yogasya-arTam na biBrati
   BhP_07.15.029/2 anarthāya bhaveyuḥ sma pūrtamiṣṭaṃ tathāsataḥ	Bhu-_07.15.029/2 anarTAya BaveyuH sma pUrtam-izwam taTA-asataH
   BhP_07.15.030/1 yaścittavijaye yattaḥ syān niḥsaṅgo 'parigrahaḥ	Bhu-_07.15.030/1 yaH-citta-vijaye yattaH syAt niHsaFgaH aparigrahaH
   BhP_07.15.030/2 eko viviktaśaraṇo bhikṣurbhaikṣyamitāśanaḥ	Bhu-_07.15.030/2 ekaH vivikta-SaraNaH BikzuH-BEkzi-amita-aSanaH
   BhP_07.15.031/1 deśe śucau same rājan saṃsthāpyāsanamātmanaḥ	Bhu-_07.15.031/1 deSe SucO same rAjan saMsTApya-Asanam-AtmanaH
   BhP_07.15.031/2 sthiraṃ sukhaṃ samaṃ tasminnāsītarjvaṅga omiti	Bhu-_07.15.031/2 sTiram suKam samam tasmin=-AsI-tarju-aFgaH om-iti
   BhP_07.15.032/1 prāṇāpānau sannirundhyāt pūrakumbhakarecakaiḥ	BhP_07.15.032/1 prANa-apAnO sat-nirunDyAt pUra-kumBaka-recakEH
   BhP_07.15.032/2 yāvan manastyajet kāmān svanāsāgranirīkṣaṇaḥ	Bhu-_07.15.032/2 yAvat manaH-tyajet kAmAn sva-nAsA-agra-nirIkzaNaH
   BhP_07.15.033/1 yato yato niḥsarati manaḥ kāmahataṃ bhramat	Bhu-_07.15.033/1 yatas yatas niHsarati manaH kAma-hatam Bramat-
   BhP_07.15.033/2 tatastata upāhṛtya hṛdi rundhyāc chanairbudhaḥ	Bhu-_07.15.033/2 tatas-tatas upAhRtya hRdi runDyAt SanEs-buDaH
   BhP_07.15.034/1 evamabhyasyataścittaṃ kālenālpīyasā yateḥ	Bhu-_07.15.034/1 evam-aByasyataH-cittam kAlena-alpIyasA yateH
   BhP_07.15.034/2 aniśaṃ tasya nirvāṇaṃ yātyanindhanavahnivat	Bhu-_07.15.034/2 aniSam tasya nirvANam yAti-aninDana-vahni-vat-
   BhP_07.15.035/1 kāmādibhiranāviddhaṃ praśāntākhilavṛtti yat	BhP_07.15.035/1 kAma-AdiBiH-anAvidDam praSAnta-aKila-vRtti yat-
   BhP_07.15.035/2 cittaṃ brahmasukhaspṛṣṭaṃ naivottiṣṭheta karhicit	Bhu-_07.15.035/2 cittam brahma-suKa-spRzwam na-eva-uttizWeta karhicit-
   BhP_07.15.036/1 yaḥ pravrajya gṛhāt pūrvaṃ trivargāvapanāt punaḥ	Bhu-_07.15.036/1 yaH pravrajya gRhAt pUrvam trivarga-avapanAt punar-
   BhP_07.15.036/2 yadi seveta tān bhikṣuḥ sa vai vāntāśyapatrapaḥ	Bhu-_07.15.036/2 yadi seveta tAn BikzuH sa vE vAntASya-patrapaH
   BhP_07.15.037/1 yaiḥ svadehaḥ smṛto 'nātmā martyo viṭkṛmibhasmavat	Bhu-_07.15.037/1 yEH sva-dehaH smRtaH anAtmA martyaH viz-kRmi-Basma-vat-
   BhP_07.15.037/2 ta enamātmasāt kṛtvā ślāghayanti hyasattamāḥ	Bhu-_07.15.037/2 te enam-AtmasAt kRtvA SlAGayanti hi-asattamAH
   BhP_07.15.038/1 gṛhasthasya kriyātyāgo vratatyāgo vaṭorapi	Bhu-_07.15.038/1 gRhasTasya kriyA-tyAgaH vrata-tyAgaH vawoH-api
   BhP_07.15.038/2 tapasvino grāmasevā bhikṣorindriyalolatā	Bhu-_07.15.038/2 tapasvinaH grAma-sevA BikzoH-indriya-lola-tA
   BhP_07.15.039/1 āśramāpasadā hyete khalvāśramaviḍambanāḥ	Bhu-_07.15.039/1 ASrama-apasadAH hi-ete KalvASrama-vixambanAH
   BhP_07.15.039/2 devamāyāvimūḍhāṃstān upekṣetānukampayā	Bhu-_07.15.039/2 deva-mAyA-vimUXAn=-tAn upekzeta-anukampayA
   BhP_07.15.040/1 ātmānaṃ cedvijānīyāt paraṃ jñānadhutāśayaḥ	Bhu-_07.15.040/1 AtmAnam ced-vijAnIyAt param jQAna-Duta-ASayaH
   BhP_07.15.040/2 kimicchan kasya vā hetordehaṃ puṣṇāti lampaṭaḥ	Bhu-_07.15.040/2 kim-icCan kasya vA hetoH-deham puzNAti lampawaH
   BhP_07.15.041/1 āhuḥ śarīraṃ rathamindriyāṇi hayān abhīṣūn mana indriyeśam	Bhu-_07.15.041/1 AhuH SarIram raTam-indriyANi hayAn aBIzUn manaH indriya-ISam
   BhP_07.15.041/2 vartmāni mātrā dhiṣaṇāṃ ca sūtaṃ sattvaṃ	Bhu-_07.15.041/2 vartmAni mAtrA DizaNAm ca sUtam sattvam
   bṛhadbandhuramīśasṛṣṭam	bRhadbanDuram-ISa-sRzwam
   BhP_07.15.042/1 akṣaṃ daśaprāṇamadharmadharmau cakre 'bhimānaṃ rathinaṃ ca	Bhu-_07.15.042/1 akzam daSa-prANam-aDarma-DarmO cakre aBimAnam raTinam ca
   jīvam	jIvam
   BhP_07.15.042/2 dhanurhi tasya praṇavaṃ paṭhanti śaraṃ tu jīvaṃ parameva	Bhu-_07.15.042/2 DanuH-hi tasya praNavam paWanti Saram tu jIvam param-eva
   lakṣyam	lakzyam
   BhP_07.15.043/1 rāgo dveṣaśca lobhaśca śokamohau bhayaṃ madaḥ	Bhu-_07.15.043/1 rAgaH dvezaH-ca loBaH-ca Soka-mohO Bayam madaH
   BhP_07.15.043/2 māno 'vamāno 'sūyā ca māyā hiṃsā ca matsaraḥ	Bhu-_07.15.043/2 mAnaH avamAnaH asUyA ca mAyA hiMsA ca matsaraH
   BhP_07.15.044/1 rajaḥ pramādaḥ kṣunnidrā śatravastvevamādayaḥ	Bhu-_07.15.044/1 rajaH pramAdaH kzuD-nidrA SatravaH-tu-evamAdayaH
   BhP_07.15.044/2 rajastamaḥprakṛtayaḥ sattvaprakṛtayaḥ kvacit	Bhu-_07.15.044/2 rajaH-tamaH-prakRtayaH sattva-prakRtayaH kvacid-
   BhP_07.15.045/1 yāvan nṛkāyarathamātmavaśopakalpaṃ	Bhu-_07.15.045/1 yAvat nR-kAya-raTam-Atma-vaSa-upakalpam
   BhP_07.15.045/2 dhatte gariṣṭhacaraṇārcanayā niśātam	Bhu-_07.15.045/2 Datte garizWa-caraNa-arcanayA niSAtam
   BhP_07.15.045/3 jñānāsimacyutabalo dadhadastaśatruḥ	Bhu-_07.15.045/3 jQAna-asim-acyuta-balaH daDa-dasta-SatruH
   BhP_07.15.045/4 svānandatuṣṭa upaśānta idaṃ vijahyāt	Bhu-_07.15.045/4 sva-Ananda-tuzwaH upaSAntaH idam vijahyAt-
   BhP_07.15.046/1 nocet pramattamasadindriyavājisūtā	Bhu-_07.15.046/1 noced pramattam-asat-indriya-vAji-sUtA
   BhP_07.15.046/2 nītvotpathaṃ viṣayadasyuṣu nikṣipanti	Bhu-_07.15.046/2 nItvA-utpaTam vizaya-dasyuzu nikzipanti
   BhP_07.15.046/3 te dasyavaḥ sahayasūtamamuṃ tamo 'ndhe	Bhu-_07.15.046/3 te dasyavaH sa-haya-sUtam-amum tamaH anDe
   BhP_07.15.046/4 saṃsārakūpa urumṛtyubhaye kṣipanti	Bhu-_07.15.046/4 saMsAra-kUpaH uru-mRtyu-Baye kzipanti
   BhP_07.15.047/1 pravṛttaṃ ca nivṛttaṃ ca dvividhaṃ karma vaidikam	Bhu-_07.15.047/1 pravRttam ca nivRttam ca dviviDam karma vEdikam
   BhP_07.15.047/2 āvartate pravṛttena nivṛttenāśnute 'mṛtam	Bhu-_07.15.047/2 Avartate pravRttena nivRttena-aSnute amRtam
   BhP_07.15.048/1 hiṃsraṃ dravyamayaṃ kāmyamagnihotrādyaśāntidam	Bhu-_07.15.048/1 hiMsram dravya-mayam kAmyam-agnihotra-Adi-aSAnti-dam
   BhP_07.15.048/2 darśaśca pūrṇamāsaśca cāturmāsyaṃ paśuḥ sutaḥ	Bhu-_07.15.048/2 darSaH-ca pUrNamAsaH-ca cAturmAsyam paSuH sutaH
   BhP_07.15.049/1 etadiṣṭaṃ pravṛttākhyaṃ hutaṃ prahutameva ca	Bhu-_07.15.049/1 etat-izwam pravRtta-AKyam hutam prahutam-eva ca
   BhP_07.15.049/2 pūrtaṃ surālayārāma kūpājīvyādilakṣaṇam	Bhu-_07.15.049/2 pUrtam surAlaya-ArAma kUpa-AjIvI-Adi-lakzaNam
   BhP_07.15.050/1 dravyasūkṣmavipākaśca dhūmo rātrirapakṣayaḥ	Bhu-_07.15.050/1 dravya-sUkzma-vipAkaH-ca DUmaH rAtriH-apakzayaH
   BhP_07.15.050/2 ayanaṃ dakṣiṇaṃ somo darśa oṣadhivīrudhaḥ	Bhu-_07.15.050/2 ayanam dakziNam somaH darSe ozaDi-vIruDaH
   BhP_07.15.051/1 annaṃ reta iti kṣmeśa pitṛyānaṃ punarbhavaḥ	Bhu-_07.15.051/1 annam retaH iti kzmeSa pitR-yAnam punarBavaH
   BhP_07.15.051/2 ekaikaśyenānupūrvaṃ bhūtvā bhūtveha jāyate	Bhu-_07.15.051/2 ekEkaSyena-AnupUrvam BUtvA BUtvA-iha jAyate
   BhP_07.15.052/1 niṣekādiśmaśānāntaiḥ saṃskāraiḥ saṃskṛto dvijaḥ	Bhu-_07.15.052/1 nizeka-Adi-SmaSAna-antEH saMskArEH saMskRtaH dvijaH
   BhP_07.15.052/2 indriyeṣu kriyāyajñān jñānadīpeṣu juhvati	Bhu-_07.15.052/2 indriyezu kriyA-yajQAn jQAna-dIpezu juhvati
   BhP_07.15.053/1 indriyāṇi manasyūrmau vāci vaikārikaṃ manaḥ	Bhu-_07.15.053/1 indriyANi manasi-UrmO vAci vEkArikam manaH
   BhP_07.15.053/2 vācaṃ varṇasamāmnāye tamoṃkāre svare nyaset	Bhu-_07.15.053/2 vAcam varNa-samAmnAye tamoMkAre svare nyaset-
   BhP_07.15.053/3 oṃkāraṃ bindau nāde taṃ taṃ tu prāṇe mahatyamum	Bhu-_07.15.053/3 oMkAram bindO nAde tam tam tu prANe mahati-amum
   BhP_07.15.054/1 agniḥ sūryo divā prāhṇaḥ śuklo rākottaraṃ svarāṭ	BhP_07.15.054/1 agniH sUryaH divA prAhNaH SuklaH rAkottaram svarAj-
   BhP_07.15.054/2 viśvo 'tha taijasaḥ prājñasturya ātmā samanvayāt	Bhu-_07.15.054/2 viSvaH aTa tEjasaH prAjQaH-turyaH AtmA samanvayAt-
   BhP_07.15.055/1 devayānamidaṃ prāhurbhūtvā bhūtvānupūrvaśaḥ	Bhu-_07.15.055/1 deva-yAnam-idam prAhuH-BUtvA BUtvA-anupUrvaSas-
   BhP_07.15.055/2 ātmayājyupaśāntātmā hyātmastho na nivartate	Bhu-_07.15.055/2 Atma-yAjI-upaSAnta-AtmA hi-Atma-sTaH na nivartate
   BhP_07.15.056/1 ya ete pitṛdevānāmayane vedanirmite	Bhu-_07.15.056/1 ye ete pitR-devAn-Am-ayane veda-nirmite
   BhP_07.15.056/2 śāstreṇa cakṣuṣā veda janastho 'pi na muhyati	Bhu-_07.15.056/2 SAstreNa cakzuzA veda janasTaH api na muhyati
   BhP_07.15.057/1 ādāvante janānāṃ sadbahirantaḥ parāvaram	Bhu-_07.15.057/1 AdO=-ante janAnAm sat-bahis-antar parAvaram
   BhP_07.15.057/2 jñānaṃ jñeyaṃ vaco vācyaṃ tamo jyotistvayaṃ svayam	Bhu-_07.15.057/2 jQAnam jQeyam vacaH vAcyam tamaH jyotiH-tu-ayam svayam
   BhP_07.15.058/1 ābādhito 'pi hyābhāso yathā vastutayā smṛtaḥ	Bhu-_07.15.058/1 AbADitaH api hi-ABAsaH yaTA vastu-tayA smRtaH
   BhP_07.15.058/2 durghaṭatvādaindriyakaṃ tadvadarthavikalpitam	Bhu-_07.15.058/2 durGawa-tvAt-Endriyakam tadvat-arTa-vikalpitam
   BhP_07.15.059/1 kṣityādīnāmihārthānāṃ chāyā na katamāpi hi	Bhu-_07.15.059/1 kziti-AdInAm-iha-arTAnAm CAyA na katamA-api hi
   BhP_07.15.059/2 na saṅghāto vikāro 'pi na pṛthaṅ nānvito mṛṣā	Bhu-_07.15.059/2 na saFGAtaH vikAraH api na pRTak na-anvitaH mRzA
   BhP_07.15.060/1 dhātavo 'vayavitvāc ca tanmātrāvayavairvinā	Bhu-_07.15.060/1 DAtavaH avayavi-tvAt ca tanmAtra-avayavEH-vinA
   BhP_07.15.060/2 na syurhyasatyavayavinyasannavayavo 'ntataḥ	Bhu-_07.15.060/2 na syuH-hi-asati-avayavi-nyasan=-avayavaH antatas-
   BhP_07.15.061/1 syāt sādṛśyabhramastāvadvikalpe sati vastunaḥ	BhP_07.15.061/1 syAt sAdRSya-BramaH-tAvat-vikalpe sati vastunaH
   BhP_07.15.061/2 jāgratsvāpau yathā svapne tathā vidhiniṣedhatā	Bhu-_07.15.061/2 jAgrat-svApO yaTA svapne taTA viDi-nizeDa-tA
   BhP_07.15.062/1 bhāvādvaitaṃ kriyādvaitaṃ dravyādvaitaṃ tathātmanaḥ	Bhu-_07.15.062/1 BAva-advEtam kriyA-dvEtam dravya-advEtam taTA-AtmanaH
   BhP_07.15.062/2 vartayan svānubhūtyeha trīn svapnān dhunute muniḥ	Bhu-_07.15.062/2 vartayan sva-anuBUtyA-iha trIn svapnAn Dunute muniH
   BhP_07.15.063/1 kāryakāraṇavastvaikya darśanaṃ paṭatantuvat	Bhu-_07.15.063/1 kArya-kAraNavaH-tu-Ekya darSanam pawatantu-vat-
   BhP_07.15.063/2 avastutvādvikalpasya bhāvādvaitaṃ taducyate	Bhu-_07.15.063/2 avastu-tvAt-vikalpasya BAva-advEtam tat-ucyate
   BhP_07.15.064/1 yadbrahmaṇi pare sākṣāt sarvakarmasamarpaṇam	Bhu-_07.15.064/1 yat-brahmaNi pare sAkzAt sarva-karma-samarpaNam
   BhP_07.15.064/2 manovāktanubhiḥ pārtha kriyādvaitaṃ taducyate	Bhu-_07.15.064/2 manaH-vAc-tanuBiH pArTa kriyA-dvEtam tat-ucyate
   BhP_07.15.065/1 ātmajāyāsutādīnāmanyeṣāṃ sarvadehinām	Bhu-_07.15.065/1 Atma-jAyA-suta-AdInAm-anyezAm sarva-dehinAm
   BhP_07.15.065/2 yat svārthakāmayoraikyaṃ dravyādvaitaṃ taducyate	Bhu-_07.15.065/2 yat sva-arTa-kAmayoH-Ekyam dravya-advEtam tat-ucyate
