   Maitrāyaṇī Saṃhitā	MEtrAyaNI  SaMhitA
   devā vai sarve sahāntarvanto 'bhavan, te sarve saha vyajāyanta tad ekavṛd	devAH vE sarve saha antarvantaH aBavan, te sarve saha vyajAyanta tat eka vRt 
   aśayat saṃvṛttam, tad devā itthaṃ cetthaṃ ca vyatyacaran, tan mitrāvaruṇā	aSayat saMvRttam, tat devAH itTam ca itTam ca vyatyacaran, tat mitrAvaruNA
   acāyatām, syād vai ya enad vikuryād iti tad gāṃ dvipadīm akurutām, sā na	acAyatAm, syAt vE yaH enat vikuryAt iti tat gAm dvipadIm akurutAm, sA na
   pratyatiṣṭhat tasyā anyata āhṛtyermau pratyadhattām, tasmād etā abaddhā	pratyatizWat tasyAH anyatas AhRtyeH mO pratyaDattAm, tasmAt etAH abadDA
   asthan, sā catuṣpadī bhūtvā pratyatiṣṭhat prati prajayā ca paśubhiś ca	asTan, sA catuzpadI BUtvA pratyatizWat prati prajayA ca paSuBiH ca
   tiṣṭhati ya evaṃ veda tasyāṃ vai payaḥ paryapaśyan, tāṃ devā aduhra	tizWati yaH evam veda tasyAm vE payaH paryapaSyan, tAm devAH aduhra
   haritena pātreṇa yajñaṃ cāmṛtaṃ ca duhe yajñaṃ cāmṛtaṃ ca ya evaṃ veda,	haritena pAtreNa yajQam ca amRtam ca duhe yajQam ca amRtam ca yaH evam veda,
   atha pitaro 'duhra rajatena pātreṇorjaṃ ca svadhāṃ ca duha ūrjaṃ ca	aTa pitaraH aduhra rajatena pAtreNa Urjam ca svaDAm ca duhaH Urjam ca
   svadhāṃ ca ya evaṃ veda, atha manuṣyā aduhra dārupātreṇānnaṃ ca prajāṃ ca	svaDAm ca yaH evam veda, aTa manuzyAH aduhra dAru pAtreNa annam ca prajAm ca
   duhe 'nnaṃ ca prajāṃ ca ya evaṃ veda, athā ṛṣayo 'duhra camasena chandāṃsi	duhe annam ca prajAm ca yaH evam veda, aTAH RzayaH aduhra camasena CandAMsi
   ca paśūṃs ca duhe chandāṃsi ca paśūṃśca ya evaṃ veda, atha	ca paSUn ca duhe CandAMsi ca paSUn= ca yaH evam veda, aTa
   gandharvāpsaraso 'duhra puṣkaraparṇena puṇyaṃ gandham, duhe puṇyaṃ gandhaṃ	ganDarva apsarasaH aduhra puzkara parNena puNyam ganDam, duhe puNyam ganDam
   ya evaṃ veda, atha sarpā aduhrālāpunā viṣam, duhe bhrātṛvyāya viṣaṃ ya	yaH evam veda, aTa sarpAH aduhra AlApunA vizam, duhe BrAtRvyAya vizam ya
   evaṃ veda, athāsurā aduhrāyaspātreṇa sravatā bhūtiṃ ca parābhūtiṃ ca duhe	evam veda, aTa asurAH aduhrAyaH pAtreNa sravatA BUtim ca parABUtim ca duhe
   bhrātṛvyāyābhūtiṃ ca parābhūtiṃ ca ya evaṃ veda tāṃ vā indro	BrAtR vyAyABUtim ca parABUtim ca yaH evam veda tAm vE indraH 
   'nayaivopāsīdata, idaṃ sarvam aduhad yad idaṃ kiṃca tāṃ dugdhvā	anayA eva upAsIdata, idam sarvam aduhat yat idam kiMca tAm dugDvA
   pratyanudata sā pratinuttā kumanā atiṣṭhad dhyāyantī tāṃ prajāpatir	pratyanudata sA pratinuttA kumanA atizWat DyAyantI tAm prajApatiH 
   acāyat, dhyāyati vā iti so 'bravīt kiṃ dhyāyasīti sābravīt, ye mādhukṣata	acAyat, DyAyati vA iti saH abravIt kim DyAyasi iti sA abravIt, ye mA aDukzata
   te mā pratyanudanteti so 'bravīt, mā sūrkṣas tathā vai tvā karṣyāmi	te mA pratyanudanta iti saH abravIt, mA sUrkzaH taTA vE tvA karzyAmi
   yathobhayeṣāṃ devamanuṣyāṇāṃ priyā bhaviṣyasīti tasyā ghṛtaṃ padbhyo	yaTA uBayezAm deva manuzyANAm priyA Bavizyasi iti tasyAH GRtam padByaH 
   'kṣarat tasya ghṛtasyādāya mukhaṃ vyamārṭ //	akzarat tasya GRtasya AdAya muKam vyamArj //
   ubhayeṣāṃ tvā devamanuṣyāṇāṃ priyāṃ karomi // iti tasmād eṣobhayeṣāṃ	uBayezAm tvA deva manuzyANAm priyAm karomi // iti tasmAt ezA uBayezAm
   devamanuṣyāṇāṃ priyā, etenaiva śrotriyasya mukhaṃ vimṛjyāt, ubhaye hy etaṃ	deva manuzyANAm priyA, etena eva Srotriyasya muKam vimRjya at, uBaye hi etam
   devamanuṣyā vidus, etena kumāryās, etena patikāmāyās, etad vai govarcasam,	deva manuzyAH vidus, etena kumAryAs, etena pati kAma AyAs, etat vE govarcasam,
   na sarvasmā iva kuryāt, yasmai tu kuryāt tejasvī syāt //MS_4,2.13//	na sarvasmE iva kuryAt, yasmE tu kuryAt tejasvI syAt //n= _4,2.13//
   yo lalāmaḥ śitipāñ śitikakuñ śitibhasañ śitivālaḥ sāśāriḥ sāmaktāṣṭayūthā	yaH lalAmaH SitipAn SitikakuB SitiBasan SitivAlaH sa aSAriH sAmakta azwa yUTA
   prāṣṭau yūthāny āpnoti yasya tādṛṅṅ ṛṣabho bhavati yasya vālatuṣaḥ	prAzwO yUTAni Apnoti yasya tAdRF RzaBaH Bavati yasya vAlatuzaH
   pratiṣṭhitaḥ sā pratiṣṭhitā prati prajayā ca paśubhiś ca tiṣṭhati yasya	pratizWitaH sA pratizWitA prati prajayA ca paSuBiH ca tizWati yasya
   tādṛṅṅ ṛṣabho bhavati yaḥ samantaḥ śitibāhuḥ sā samantā samantaḥ prajayā	tAdRF RzaBaH Bavati yaH samantar SitibAhuH sA samantA samantar prajayA
   ca paśubhiś ca bhavati yasya tādṛṅṅ ṛṣabho bhavati yaḥ śitipṛṣṭhaḥ sā	ca paSuBiH ca Bavati yasya tAdRF RzaBaH Bavati yaH Siti pRzWaH sA
   tantiḥ paśumān bhavati yasya tādṛṅṅ ṛṣabho bhavati, atha yasyaikarūpasya	tantiH paSumAn Bavati yasya tAdRF RzaBaH Bavati, aTa yasya eka rUpasya
   sato lakṣma bhavati sādārasṛt, nāsyāmitro gā vidhāvati yasya tādṛṅṅ ṛṣabho	sataH lakzma Bavati sAdAra sRt, na asya amitraH gAH viDAvati yasya tAdRF RzaBaH 
   bhavati yājalomnī sā poṣayiṣṇus, ajā iva prajāyante yasya tādṛṅṅ ṛṣabho	Bavati yAjalomnI sA pozayizNus, ajAH iva prajAyante yasya tAdRF RzaBaH 
   bhavati yā śyāmā sā poṣayiṣṇuḥ kṣipraṃ bahvīr bhavanty apaniṣādukās tu	Bavati yA SyAmA sA pozayizNuH kzipram bahvIH Bavanti apanizAdukAH tu
   yāruṇā sā poṣayiṣṇuḥ kṣipraṃ bahvīr bhavanti himeravas tu yā śvetā sā	yA aruNA sA pozayizNuH kzipram bahvIH Bavanti himeravaH tu yA SvetA sA
   poṣayiṣṇuḥ kṣipraṃ bahvīr bhavanti duścarmāṇas tu nāñjiḥ kāryo na pṛśnis,	pozayizNuH kzipram bahvIH Bavanti duScarmANaH tu nAQjiH kAryaH na pRSni s,
   amithunaṃ tat, atho vyāghrarūpaṃ vai pṛśnis, bibhyaty asmāt paśavaḥ	amiTunam tat, aTo vyAGra rUpam vE pRSnis, biByati asmAt paSavaH
   kanīyāṃso 'sya paśavo bhavanti yasya tādṛṅṅ ṛṣabho bhavati tad āhus, bījam	kanIyAMsaH asya paSavaH Bavanti yasya tAdRF RzaBaH Bavati tat Ahus, bIjam
   evotsṛjyam iti, etad vā āsāṃ bījaṃ yad rohitaṃ rūpam, paśumān bhavati	eva utsRjyam iti, etat vA AsAm bIjam yat rohitam rUpam, paSumAn Bavati
   yasya tādṛṅṅ ṛṣabho bhavati yo dhūmras tāmradhūmraḥ sa prajāpatiḥ pra	yasya tAdRF RzaBaH Bavati yaH DUmraH tAmraDUmraH sa prajApatiH pra
   prajayā ca paśubhiś ca jāyate yasya tādṛṅṅ ṛṣabho bhavati yasya lomaśā	prajayA ca paSuBiH ca jAyate yasya tAdRF RzaBaH Bavati yasya lomaSA
   kakut sa stambī stambīva prajayā ca paśubhiś ca bhavati yasya tādṛṅṅ	kakud sa stambI stambI iva prajayA ca paSuBiH ca Bavati yasya tAdRS F
   ṛṣabho bhavati yasyordhvā kakut tā ūrdhvā āpyāyante, ūrdhvā asya paśavā	RzaBaH Bavati yasya UrDvA kakud tAH UrDvAH ApyAyante, UrDvA asya paSavA
   āpyāyante yasya tādṛṅṅ ṛṣabho bhavati yasya dakṣiṇataḥ pannaṃ sā pāpī sā	ApyAyante yasya tAdRF RzaBaH Bavati yasya dakziNatas pannam sA pApI sA
   sravanti, atha yasya savyata unnataṃ sā puṇyā sopāharantī yā utpṛṣṭis tā	sravanti, aTa yasya savyatas unnatam sA puNyA sa upAharantI yA utpRzwiH tA
   ūrdhvā āpyāyante, ūrdhvā asya paśavā āpyāyante yasya tādṛṅṅ ṛṣabho bhavati	UrDvAH ApyAyante, UrDvAH asya paSavAH ApyAyante yasya tAdRF RzaBaH Bavati
   yasya savyataḥ pannaṃ sā pāpī sā sravanti, atha yasya dakṣiṇata unnataṃ sā	yasya savyatas pannam sA pApI sA sravanti, aTa yasya dakziNatas unnatam sA
   puṇyā sopāharantī yā savyasācinī sā puṇyā sopāharantī yā saṃśṛṅgī sā	puNyA sa upAharantI yA savyasAcinI sA puNyA sa upAharantI yA saMSRFgI sA
   goṣṭhas tāṃ na prachindyāt, anusṛṣṭasya goṣu syātām etau vai paśūnām	gozWaH tAm na praCindya at, anusRzwasya gozu syAtAm etO vE paSUnAm
   askannaṃ havis, askannam asya havir bhavati yasyānusṛṣṭir goṣu bhavati,	askannam havis, askannam asya haviH Bavati yasya anusRzwiH gozu Bavati,
   ukṣā cāsya vehac ca goṣu syātām etau vai paśūnām ūrjaṃ bibhṛtas, akṣodhukā	ukzA ca asya vehat ca gozu syAtAm etO vE paSUnAm Urjam biBRtas, akzoDukA
   asya paśavo bhavanti yasyokṣā ca vehac ca goṣu bhavataḥ //MS_4,2.14//	asya paSavaH Bavanti yasya ukzA ca vehat ca gozu BavataH //n= _4,2.14//
   [Page IV,39]	[Pa ge IV,39]
   arātīyanti vā anye puruṣāya nānye ye 'rātīyanti sā nirṛtis, ye nārātīyanti	arAtIyanti vE anye puruzAya na anye ye arAtIyanti sA nirRtis, ye na ArAtIyanti
   sānumatis tebhya ubhayebhyaḥ saha nirvapanti, ubhau saha śṛtau kurvanti	sA anumatiH teByaH uBayeByaH saha nirvapanti, uBO saha SRtO kurvanti
   nairṛtena pūrveṇa pracaranti dakṣiṇā paretya svakṛtā iriṇe, etad vai	nErRtena pUrveNa pracaranti dakziNA paretya sva kRtAH iriNe, etat vE
   nirṛtigṛhītaṃ pṛthivyās, nirṛtigṛhīta eva nirṛtiṃ niravadayate, ekolmukaṃ	nirRti gRhItam pRTivI As, nirRti gRhItaH eva nirRtim niravadayate, eka ulmukam
   nidhāya visraṃsikāyāḥ kāṇḍābhyāṃ juhoti juṣāṇā nirṛtir vetu svāhā vāsaḥ	niDAya visraMsikAyAH kANxAByAm juhoti juzANAH nirRtiH vetu svAhA vAsaH
   kṛṣṇaṃ bhinnāntaṃ dakṣiṇeti, etad dhi nirṛtyā rūpam ardhaṃ vai puruṣasya	kRzNam Binna antam dakziNA iti, etat Di nirRtyAH rUpam arDam vE puruzasya
   nirṛtigṛhītam ardham anirṛtigṛhītam, yan nirṛtigṛhītaṃ tad evāsmāt tena	nirRti gRhItam arDam anirRti gRhItam, yat nirRti gRhItam tat eva asmAt tena
   niravadayate punar etyānumatyā aṣṭākapālena pracaranti nirṛtim eva	niravadayate punar etya anumatyAH azwAkapAlena pracaranti nirRtim eva
   niravadāya, iyaṃ vā anumatir vāg vai, anumatam evainaṃ savam ākramayati,	niravadAya, iyam vA anumatiH vAc vE, anumatam eva enam savam Akramayati,
   aṣṭākapālo bhavati gāyatrī hīyaṃ gāyatrī vāk, dhenur dakṣiṇā, etad dhy	azwAkapAlaH Bavati gAyatrI hi iyam gAyatrI vAk, DenuH dakziNA, etat Dy
   anumatyā rūpam atha ya udañcaḥ śamyām atiśīyante tān udaṅ paretya	anumatyAH rUpam aTa yaH udaQcaH SamyAm atiSIyante tAn udaF paretya
   valmīkavapām udrujya juhuyāt, idam amuṣyāmuṣyāyaṇasya kṣetriyam avayajā	valmIka vapAm udrujya juhuyAt, idam amuzya amuzyAyaNasya kzetriyam avayajA
   iti tat punar apidadhāti, idam aham amuṣyāmuṣyāyaṇasya kṣetriyam	iti tat punar apidaDAti, idam aham amuzya amuzyAyaNasya kzetriyam
   apidadhāmīti kṣetriyaṃ vā etaṃ gṛhṇāti ye cainam anu, iyaṃ kṣetrasya	apidaDAmi iti kzetriyam vE etam gRhNAti ye ca enam anu, iyam kzetrasya
   patnī, asyām eva kṣetriyam avayajyāthainaṃ savam ākramayati śvo bhūta	patnI, asyAm eva kzetriyam avayajya aTa enam savam Akramayati Svas BUta
   ādityebhyo bhuvadvadbhyo ghṛte carur iti, ādityā vā ita uttamāḥ svargaṃ	AdityeByaH BuvadvadByaH GRte caruH iti, AdityAH vE itas uttamAH svargam
   lokam āyan, tebhya eva procya svargaṃ lokam eti, ādityā vā asmiṃl loka	lokam Ayan, teByaH eva procya svargam lokam eti, AdityAH vE asmin loka
   ṛddhā ādityā amuṣmin, ubhayor eva lokayor ṛdhnoti varo dakṣiṇā vareṇaiva	RdDAH AdityAH amuzmin, uBayoH eva lokayoH RDnoti varaH dakziNA vareNa eva
   svargaṃ lokam abhyārohati śvo bhūta āgnāvaiṣṇava ekādaśakapālā iti, agnir	svargam lokam aByArohati Svas BUtaH AgnAvEzNavaH ekAdaSa kapAlAH iti, agniH 
   vai sarvā devatās, viṣṇur yajñas, devatāś caiva yajñaṃ cālabdha, agnir vai	vE sarvAH devatAs, vizNuH yajQas, devatAH ca eva yajQam ca alabDa, agniH vE
   yajñasyānto 'vastāt, viṣṇuḥ parastāt, ubhayata eva yajñasyāntā udagrahīt,	yajQasya antaH avastAt, vizNuH parastAt, uBayatas eva yajQasya antAH udagrahIt,
   ubhayata eva yajñasyāntā udgṛhya yathotsaṅga āvapeta, evaṃ vā etad yajñam	uBayatas eva yajQasya antAH udgRhya yaTA utsaFgaH Avapeta, evam vE etat yajQam
   āvapate tasya yathākāmaṃ nirvapamāṇa eti, anaḍvān vāmano dakṣiṇā yad vahī	Avapate tasya yaTAkAmam nirvapamANaH eti, anaxvAn vAmanaH dakziNA yat vahI
   tenāgneyas, yad vāmanas tena vaiṣṇavas, rūpeṇaivainaṃ samardhayati śvo	tena Agneyas, yat vAmanaH tena vEzNavas, rUpeNa eva enam samarDayati Svas 
   bhūte 'gnīṣomīyā ekādaśakapālā iti, agnīṣomābhyāṃ vai vīryeṇendro vṛtram	BUte agnIzomIyAH ekAdaSa kapAlAH iti, agnIzomAByAm vE vIryeNa indraH vRtram
   ahan vṛtraṃ khalu vā eṣa hanti yo rājasūyenābhiṣiñcate tad vārtraghnam	ahan vRtram Kalu vE eza hanti yaH rAjasUyena aBiziQcate tat vArtra Gnam
   evaitat, dhiraṇyaṃ dakṣiṇā satyaṃ vai hiraṇyam, satyenaiva hanti śvo bhūta	eva etat, DiraNyam dakziNA satyam vE hiraNyam, satyena eva hanti Svas BUta
   aindrāgna ekādaśakapālā iti, agnīṣomābhyāṃ vai vīryeṇendro vṛtram ahan, sa	EndrAgne ekAdaSa kapAlAH iti, agnIzomAByAm vE vIryeNa indraH vRtram ahan, sa
   ojasā vīryeṇa vyārdhyata sa etam aindrāgnam apaśyat tenaujo vīryam ātmann	ojasA vIryeNa vyArDyata saH etam EndrAgnam apaSyat tena ojaH vIryam Atman= 
   adhatta, ojasā vā eṣa vīryeṇa vyṛdhyate yo rājasūyenābhiṣiñcate, ojo	aDatta, ojasA vE eza vIryeNa vyRDyate yaH rAjasUyena aBiziQcate, ojaH 
   vīryam indrāgnī ojasaivainaṃ vīryeṇa samardhayatas, anaḍvān ṛṣabho dakṣiṇā	vIryam indra agnI ojasA eva enam vIryeNa samarDayatas, anaxvAn RzaBaH dakziNA
   yad vahī tenāgneyas, yan muṣkaras tenaindras, rūpeṇaivainaṃ samardhayati	yat vahI tena Agneyas, yat muzkaraH tena Endras, rUpeNa eva enam samarDayati
   śvo bhūta āgneyo 'ṣṭākapālo māhendraṃ dadhīti, ṛddhyā evāgneyas, indro vai	Svas BUtaH AgneyaH azwAkapAlaH mAhendram daDIti, RdDyA eva Agneyas, indraH vE
   vṛtram ahan, so 'nyān devān atyamanyata sa mahendro 'bhavat sa etam	vRtram ahan, saH anyAn devAn atyamanyata sa mahA indraH aBavat saH etam
   uddhāram udaharad vṛtraṃ hatvā tad uddhāra evāsya, eṣa bhāga eva tasmād	udDAram udaharat vRtram hatvA tat udDAraH eva Asya, eza BAgaH eva tasmAt 
   rājā saṃgrāmaṃ jitvodājam udajayat payasā vā eṣa vīryeṇa vyṛdhyate yo	rAjA saMgrAmam jitvA udAjam udajayat payasA vE eza vIryeNa vyRDyate yaH 
   rājasūyenābhiṣiñcate yat payaḥ payasaivainaṃ samardhayati, indriyeṇa vā	rAjasUyena aBiziQcate yat payaH payasA eva enam samarDayati, indriyeNa vA
   eṣa vīryeṇa vyṛdhyate yo rājasūyenābhiṣiñcate yad aindram indriyeṇaivainaṃ	eza vIryeNa vyRDyate yaH rAjasUyena aBiziQcate yat Endram indriyeNa eva enam
   vīryeṇa samardhayati devatābhir vā eṣa vyṛdhyate yo rājasūyenābhiṣiñcate	vIryeNa samarDayati devatABiH vE eza vyRDyate yaH rAjasUyena aBiziQcate
   sarvadevatyaṃ vai vāsas, yad vāsaḥ kṣaumaṃ dakṣiṇā devatābhir evainaṃ	sarva devatyam vE vAsas, yat vAsaH kzOmam dakziNA devatABiH eva enam
   samardhayati //MS_4,3.1//	samarDayati //n= _4,3.1//
   vai : FN emended. Ed.: vā	vE : FN ema inded. Ed.: vA
   [Page IV,41]	[Pa ge IV,41]
   devā oṣadhīṣu pakvāsv ājim ayuḥ sa indro 'vet, agnir vāvemāḥ prathama	devAH ozaDIzu pakvAsu Ajim ayuH saH indraH avet, agniH vOva imAH praTama 
   ujjeṣyatīti so 'bravīt, yataro nau pūrva ujjayet tan nau saheti tā agnir	ujjezyati iti saH abravIt, yataraH nO pUrvaH ujjayet tat nO saha iti tAH agniH 
   udajayat tad indro 'nūdajayat tasmād aindrāgnam atho āhus, āgnendraṃ	udajayat tat indraH anUdajayat tasmAt EndrAgnam aTo Ahus, Agna indram
   kāryam iti, agnir hi tā agra udajayat tad ujjityā eva, āgrāyaṇo	kAryam iti, agniH hi tAH agre udajayat tat ujjityAH eva, AgrAyaNaH 
   dvādaśakapālo bhavati dvādaśa māsāḥ saṃvatsaraḥ saṃvatsarād dhi tad adhy	dvAdaSa kapAlaH Bavati dvAdaSa mAsAH saMvatsaraH saMvatsarAt Di tat aDy
   abhavat saptadaśa sāmidhenīḥ kāryāḥ pañca ṛtavo dvādaśa māsā eṣa	aBavat saptadaSa sAmiDenIH kAryAH paQca RtavaH dvAdaSa mAsAH eza
   saṃvatsaraḥ saṃvatsarād dhi tad adhi bhavati, ekā vai tarhi yavasya muṣṭir	saMvatsaraH saMvatsarAt Di tat aDi Bavati, ekA vE tarhi yavasya muzwiH 
   āsīd ekā vrīher ekā māṣasyaikā tilasya tad viśve devā abruvan vayaṃ va	AsIt ekA vrIheH ekA mAzasya ekA tilasya tat viSve devAH abruvan vayam va
   etat prathayiṣyāmas, bhāgo no 'stv iti tad viśve devā aprathayan, tad	etat praTayizyAmas, BAgaH naH astu iti tat viSve devAH apraTayan, tat 
   bhūmna eva vaiśvadevas, atho prathayaty evaitena payasi syād vaiśvadevas,	BUmnaH eva vESvadevas, aTo praTayati eva etena payasi syAt vESvadevas,
   vaiśvadevaṃ hi payas, atha vā iyam abravīt, mayi vā etad adhy asau vṛṣṭyā	vESvadevam hi payas, aTa vA iyam abravIt, mayi vE etat aDi asO vRzwyA
   pacati naitad ito 'dhy ujjeṣyatha bhāgo nā astv iti tad ābhyāṃ vāvaiṣa	pacati na etat itas aDi ujjezyaTa BAgaH nA astu iti tat AByAm vA avEza
   bhāgaḥ kriyate, ujjityai, atho pratiṣṭhityā eva yad dyāvāpṛthivīyaḥ saumīr	BAgaH kriyate, ujjityE, aTo pratizWityE eva yat dyAvApRTivIyaH sOmIr
   vā oṣadhayaḥ somā oṣadhīnām adhirājas tasya vā eṣa bhāgo yad akṛṣṭapacyam,	vA ozaDayaH somAH ozaDInAm aDirAjaH tasya vE eza BAgaH yat akRzwa pacyam,
   tad uddhāra evāsya, eṣa bhāga eva tasmād rājā saṃgrāmaṃ jitvodājam udajate	tat udDAraH eva Asya, eza BAgaH eva tasmAt rAjA saMgrAmam jitvA udAjam udajate
   grāmyā vā anyā oṣadhaya āraṇyā anyās tā evāsyaitenobhayīr aveṣṭā bhavanti	grAmyAH vE anyAH ozaDayaH AraNyAH anyAH tAH eva asya etena uBayIH avezwAH Bavanti
   yāḥ phālakṛṣṭās tāsām etenāgrāyaṇaṃ karoti yā āraṇyās tāsām uttareṇa,	yAH PAla kRzwAH tAsAm etena agrAyaNam karoti yAH AraNyAH tAsAm uttareNa,
   ānīto vā eṣa devānāṃ ya āhitāgnis, yad akṛtvāgrāyaṇaṃ navasyāśnīyād	AnItaH vE eza devAnAm yaH AhitAgnis, yat akRtvA agrAyaNam navasya aSnIyAt 
   devānāṃ bhāgaṃ pratikḷptam aśnīyād ārtim ārchet sarvebhyo vā eṣo 'nyebhyo	devAnAm BAgam pratik?ptam aSnIyAt Artim ArCet sarveByaH vE ezaH anyeByaH 
   'bhiṣicyate yo rājasūya āgrāyaṇas, annādyasyāvaruddhyai vatsaḥ prathamajo	aBizicyate yaH rAjasUyaH AgrAyaNas, annAdyasya avarudDyE vatsaH praTama jaH 
   dakṣiṇā reta iva hy eṣo 'prajātaḥ prajātyai //MS_4,3.2//	dakziNA retaH iva hi ezaH aprajAtaH prajAtyE //n= _4,3.2//
   [Page IV,42]	[Pa ge IV,42]
   athaitāni cāturmāsyāni saṃvatsaraṃ vai cāturmāsyāni parījyante saṃvatsarād	aTa etAni cAturmAsyAni saMvatsaram vE cAturmAsyAni parIjyante saMvatsarAt 
   evaināny adhy āptvāvarunddhe, utsannayajño vā eṣa saṃvatsarād vā adhy	eva enAni aDi AptvA avarundDe, utsanna yajQaH vE eza saMvatsarAt vE aDy
   utsannayajño 'varudhyate saṃvatsarād evainam adhy āptvāvarunddhe paśavo vā	utsanna yajQaH avaruDyate saMvatsarAt eva enam aDi AptvA avarundDe paSavaH vA
   ete cāturmāsyebhyo 'dhy atiricyate yañ śunāsīryam, tān evāpnoti varṣya	ete cAturmAsyeByaH aDi atiricyate yan SunA AsIryam, tAn eva Apnoti varzya
   udake yajeta, etad dhi paśūnāṃ nediṣṭham athaitāni pañca havīṃṣi saṃtatyai	udake yajeta, etat Di paSUnAm nedizWam aTa etAni paQca havIMzi saMtatyE
   grāmakāmo yajeta vāyur vā imāḥ prajā nasyotā itthaṃ cetthaṃ ca nenīyate	grAma kAmaH yajeta vAyuH vE imAH prajAH nasyotA itTam ca itTam ca nenIyate
   yad vāyave vāyur evāsmai nasyotāṃ viśaṃ ninayati, annakāmo yajeta	yat vAyave vAyuH eva asmE nasyotAm viSam ninayati, anna kAmaH yajeta
   saṃvatsaro vā indraḥ śunāsīraḥ saṃvatsaro 'nnādyasya pradātā tam eva	saMvatsaraH vE indraH SunAsIraH saMvatsaraH annAdyasya pradAtA tam eva
   bhāgadheyenopāsarat so 'smā annādyaṃ prayachati varṣya udake yajeta, etad	BAgaDeyena upAsarat saH asmE annAdyam prayaCati varzya udake yajeta, etat 
   dhy annādyasya nediṣṭam, vṛṣṭikāmo yajeta vāyur vā ime samīrayati sa	Di annAdyasya nedizwam, vRzwi kAmaH yajeta vAyuH vE ime samIrayati sa
   āpyāyayati tato varṣati saṃvatsaro vā indraḥ śunāsīraḥ saṃvatsaram	ApyAyayati tatas varzati saMvatsaraH vE indraH SunAsIraH saMvatsaram
   anuvarṣati //MS_4,3.3//	anuvarzati //n= _4,3.3//
   devāś ca vā asurāś cāspardhanta sa vṛtra indram abravīt tvaṃ devānāṃ	devAH ca vE asurAH ca asparDanta sa vRtraH indram abravIt tvam devAnAm
   śreṣṭho 'si, aham asurāṇāṃ saṃśaknavāva mā nā anyo 'nyaṃ vadhīd iti tau	SrezWaH asi, aham asurANAm saMSaknavAva mA nA anyaH anyam vaDIt iti tO
   vai samāmetām anabhidrohāya te devā vṛtram amanyanta, ayaṃ vāvedaṃ	vE samAm etAm anaBidrohAya te devAH vRtram amanyanta, ayam vA avedam
   bhaviṣyatīti ta indra aichan hanāmemam iti so 'bravīt saṃdhā vai me	Bavizyati iti te indraH ECan hanAma imam iti saH abravIt saMDA vE me
   saṃhitān abhidrohāyeti tam agnir abravīt, aham eva tvetaḥ pāsyāmīti	saMhitAn aBidrohAya iti tam agniH abravIt, aham eva tu A itas pAsyAmi iti
   pṛthivyās, aham antarikṣād iti varuṇas, ahaṃ diva iti rudras tato vai devā	pRTivI As, aham antarikzAt iti varuNas, aham divaH iti rudraH tatas vE devAH 
   vṛtram aghnan vṛtraṃ khalu vā eṣa hanti yo rājasūyenābhiṣiñcate tad	vRtram aGnan vRtram Kalu vE eza hanti yaH rAjasUyena aBiziQcate tat 
