   oṃ namo ratnatrayāya	om namaH ratnatrayAya
   prasthitasya nirarthakaṃ gamanaṃ bhavati/ caturvārān vāśati	prasTitasya nirarTakam gamanam Bavati/ catur vArAn vASati
   rāja^pratibhayaṃ nivedayati/ pañca^vārān śāśati vivādaṃ nivedayati/	rAja^pratiBayam nivedayati/ paQca^vArAn SASati vivAdam nivedayati/
   ṣaḍvārān vāśati kuśalaṃ nivedayati/ saptavārān vāśati varṣāṃ nivedayati/	zaz vArAn vASati kuSalam nivedayati/ sapta vArAn vASati varzAm nivedayati/
   aṣṭavārān vāśati rāja^kula^daṇḍaṃ nivedayati/ (p.169)abhīkṣṇaṃ vāśati	azwa vArAn vASati rAja^kula^daNxam nivedayati/ (p.169)aBIkzNam vASati
   yakṣa^rākṣasa^piśāca^kumbhāṇḍa^bhayaṃ nivedayati/ ity āha bhagavāṃs	yakza^rAkzasa^piSAca^kumBANxa^Bayam nivedayati/ iti Aha BagavAn= 
   triśaṅkuḥ/	triSaFkuH/
   u8.6/.diśi vidiśi ca^eva giri^prāgbhāreṣu śikhareṣu nirdeśaṃ taṃ ca	u8.6/.diSi vidiSi ca^eva giri^prAgBArezu SiKarezu nirdeSam tam ca
   śṛṇotha me/ ``amūṃ tuṣyet pipāsārtā vidyāsiddhyai tathā^eva ca''/	SRNoTa me/ ``amUm tuzyet pipAsA ArtAH vidyA sidDyE taTA^eva ca aa/
   u8.7ab/.vidyālambhaṃ dhana^lambhaṃ nirdiśec ca vicakṣaṇaḥ/	u8.7ab/.vidyA AlamBam Dana^lamBam nirdiSet ca vicakzaNaH/
   u8.7cd/.tīrtha^ākāra^vṛkṣa^mūle vāśatī yadi dṛśyate//	u8.7cd/.tIrTa^AkAra^vRkza^mUle vASatI yadi dRSyate//
   u8.8/.sarvatra siddhiṃ nirdiśet/ na ca śṛgāla^bhaye śivā (vā) me sameti	u8.8/.sarvatra sidDim nirdiSet/ na ca SRgAla^Baye SivAH (vA) me sameti
   apramattena smṛtimatā pūjayitavyā śivā nityaṃ/ gandha^puṣpa^upahāreṇa	apramattena smRtimatA pUjayitavyA SivA nityan/ ganDa^puzpaH ^upahAreNa
   śuśrūṣā kartavyā/ evam arcāyamānā (?) sarva^siddhiṃ nivedayiṣyati/ evaṃ	SuSrUzA kartavyA/ evam arcAyamAnAH (?) sarva^sidDim nivedayizyati/ evam
   ``sarve +arthās tasya sidhyanti triśaṅkor vacanaṃ yathā'' / krauṣṭriko	`` sarve +arTAH tasya siDyanti triSaFkoH vacanam yaTA aa / krOzwrikaH 
   yadi vāśati artha^lambhaṃ nivedayati/ adhomukho yadi vāśati nidhānaṃ tatra	yadi vA aSati arTa^lamBam nivedayati/ aDomuKaH yadi vASati niDAnam tatra
   nivedayati/ ūrdhva^mukho yadi vāśati varṣāṃ tatra nivedayati/ dvipathe	nivedayati/ UrDva^muKaH yadi vA aSati varzAm tatra nivedayati/ dvi paTe
   yadi vāśati pūrva^mukhaṃ sthitvā artha^lābhaṃ nivedayati/	yadi vA aSati pUrva^muKam sTitvA arTa^lABam nivedayati/
   dakṣiṇa^abhimukho yadi vāśati yathā priya^samāgamanaṃ nivedayati/ dvipathe	dakziNaH ^aBimuKaH yadi vA aSati yaTA priya^samAgamanam nivedayati/ dvi paTe
   paścima^abhimukho yadi vāśati kalahaṃ vivādaṃ vigrahaṃ maraṇaṃ ca	paScimaH ^aBimuKaH yadi vASati kalaham vivAdam vigraham maraNam ca
   nivedayati/ kūpakaṇṭhake yadi vāśati arthaṃ tatra nivedayati/ śādvale yadi	nivedayati/ kUpa kaNWake yadi vA aSati arTam tatra nivedayati/ SAdvale yadi
   vāśati artha^siddhiṃ	vASati arTa^sidDim
   nivedayati/ atimṛdukaṃ yadi vāśati vyādhikaṃ tatra nivedayati/ gītahāreṇa	nivedayati/ ati mRdukam yadi vA aSati vyADikam tatra nivedayati/ gIta hAreNa
   yadi vāśati artham anarthaṃ ca nivedayati/ tribhir vārair arthaṃ caturbhir	yadi vA aSati arTam anarTam ca nivedayati/ triBiH vArEH arTam caturBiH 
   anarthaṃ pañcabhiḥ priya^samāgamaṃ ṣaḍbhir bhojanaṃ saptabhir bhayam	anarTam paQcaBiH priya^samAgamam zaxBiH Bojanam saptaBiH Bayam
   aṣṭabhir vigrahaṃ vivādaṃ ca/ ity āha bhagavāṃs trisaṅkuḥ/	azwaBiH vigraham vivAdam ca/ iti Aha BagavAn trisaFkuH/
   u8.9/.``atha bhūyaḥ pravakṣyāmi anupūrvaṃ śṛṇotha me'' / nānā^āhāre yadi	u8.9/.``aTa BUyas pravakzyAmi anupUrvam SRNoTa me aa / nAnA^AhAre yadi
   vāśati mārge saṃsthitasya^api sarvaṃ vakṣyāmi taṃ śṛṇotha me/	vASati mArge saMsTitasya^api sarvam vakzyAmi tam SRNoTa me/
   saṃprasthitasya puruṣasya śivā vāśati vā yā pūrva^mukhaṃ sthitvā	saMprasTitasya puruzasya SivA vASati vA yA pUrva^muKam sTitvA
   kṣipra^gamanam artha^siddhiṃ nivedayati/ atha dakṣiṇa^mukhaṃ vāśati yā	kzipra^gamanam arTa^sidDim nivedayati/ aTa dakziNa^muKam vASati yA
   artha^siddhiṃ nivedayati/ pañcān mukhaṃ vāśati bhayaṃ nivedayati/	arTa^sidDim nivedayati/ paQcAt muKam vASati Bayam nivedayati/
   atha^uttaramukhaṃ	aTa^uttara muKam
   vāśati artha^lābhaṃ nivedayati/ atha saṃprasthitasya vāśati yā purataḥ	vASati arTa^lABam nivedayati/ aTa saMprasTitasya vASati yA puratas 
   sthitvā upakleśaṃ nivedayati/ atha dakṣiṇe vāśati yadi dakṣiṇa^mukhā eva	sTitvA upakleSam nivedayati/ aTa dakziNe vASati yadi dakziNa^muKAH eva
   diśaḥ (p.170) karma^siddhiṃ ca nivedayati/ paścimato yadi vāśati caurato	diSaH (p.170) karma^sidDim ca nivedayati/ paScimatas yadi vA aSati cOrataH 
   +ahitam asya duḥkha^daurmanasyaṃ nivedayati/ atha mārge vrajato dakṣiṇato	+ahitam asya duHKa^dOrmanasyam nivedayati/ aTa mArge vrajataH dakziNato
   vāśati mahā^vyādhim anarthaṃ caurā muṣanti tan nivedayati/ glānasya	vASati mahA^vyADim anarTam cOrAH muzanti tat nivedayati/ glAnasya
   yadi vāśati dakṣiṇa^mukhaṃ, ``na sa cikitsituṃ śakyo mṛtyu^dūtena	yadi vASati dakziNa^muKaM, ``na sa cikitsitum SakyaH mRtyu^dUtena
   coditaḥ''/ glānasya yadi vāśati uttara^mukhaṃ sthitvā ārogyadhana^lābhaṃ	coditaH aa/ glAnasya yadi vA aSati uttara^muKam sTitvA Arogya Dana^lABam
   ca nivedayati/ atha mūrdhnā vāśati yā upakreśaṃ nivedayati/ atha	ca nivedayati/ aTa mUrDnA vASati yA upakreSam nivedayati/ aTa
   paścimamukhaṃ sthitvā yā anyonyaṃ vyāharate yama^śāsanaṃ [nivedayati]/	paScima muKam sTitvA yA anyonyam vyAharate yama^SAsanam [nivedayati]/
   nānā^āhāre yadi vāśati, yā saṃkṣobhaṃ nivedayati/ ity āha bhagavāṃs	nAnA^AhAre yadi vA aSati, yA saMkzoBam nivedayati/ iti Aha BagavAn= 
   triśaṅkuḥ/	triSaFkuH/
   u8.10/.śivā purataḥ puruṣasya mārga^prayātasya yadi vāśati, yā agrataḥ	u8.10/.SivA puratas puruzasya mArga^prayAtasya yadi vA aSati, yAH agratas 
   kṣema^mārgaṃ vijñāpayati/ artha^siddhiṃ nivedayati/ mārgaṃ vrajato +asya	kzema^mArgam vijQApayati/ arTa^sidDim nivedayati/ mArgam vrajataH +asya
   śivā vāmena^āgatya gacchate dakṣiṇa^mukhaṃ kṣema^mārgaṃ vijānīyād	SivAH vAmena^Agatya gacCate dakziNa^muKam kzema^mArgam vijAnIyAt 
   artha^siddhiṃ ca nivedayati/ mārge vrajataḥ puruṣasya śivā vāmena^āgatya	arTa^sidDim ca nivedayati/ mArge vrajataH puruzasya SivAH vAmena^Agatya
   puratā vāśati yā tathā sabhayaṃ mārgaṃ vijñāpayati/ nivarteta vicakṣaṇaḥ/	pura tA vASati yA taTA sa Bayam mArgam vijQApayati/ nivarteta vicakzaNaH/
   dakṣiṇāṃ diśaṃ vāmaṃ gatvā vāmataḥ parivarteta ``na tan mārgeṇa gantavyaṃ	dakziNAm diSam vAmam gatvA vAmatas parivarteta ``na tat mArgeNa gantavyam
   triśaṅku^vacanaṃ yathā'' / purataḥ śivā gatvā agrataś ca niṣīdati sabhayaṃ	triSaFku^vacanam yaTA aa / puratas SivAH gatvA agratas ca nizIdati sa Bayam
   mārgaṃ vijānīyāt/ nivarteta vicakṣaṇaḥ/ śivā purata āgatya vāmena	mArgam vijAnIyAt/ nivarteta vicakzaNaH/ SivA puratas Agatya vAmena
   parivartate bhayam etīha+a tena^api bhayaṃ jānīyād vicakṣaṇaḥ/ senāyām	parivartate Bayam eti iha+a tena^api Bayam jAnIyAt vicakzaNaH/ senAyAm
   āvāhitāyāṃ śivā vaśati paścimaṃ nivartanaṃ nivedayati/ yadi gacchet	AvAhitAyAm SivA vaSati paScimam nivartanam nivedayati/ yadi gacCet 
   parājayaḥ/	parAjayaH/
   senā na gacchet/ senāyāṃ vraja^mānāyāṃ śivā āgacched agrataḥ senājayaṃ	senA na gacCet/ senAyAm vraja^mAnAyAm SivAH AgacCet agratas senAjayam
   nivedayati/ para^cakra^parājayaṃ ca nivedayati/ sārthasya vrajamānasya	nivedayati/ para^cakra^parAjayam ca nivedayati/ sArTasya vrajamAnasya
   śivā gacchaty agrataḥ kṣemamārgaṃ nivedayati/ artha^siddhiṃ tathā^eva ca/	SivA gacCati agratas kzema mArgam nivedayati/ arTa^sidDim taTA^eva ca/
   puruṣasya pathi vrajato vāmato vāśati mārgaṃ nivedayati/ ``tanmārgeṇa [hi}	puruzasya paTi vrajataH vAmatas vASati mArgam nivedayati/ ``tad mArgeNa [hi}
   gantavyaṃ triśaṅku^vacanaṃ yathā''/	gantavyam triSaFku^vacanam yaTA aa/
   u8.11/.``grāmasya nagarasya^api caityasthāne tathā^eva ca''/	u8.11/.``grAmasya nagarasya^api cEtya sTAne taTA^eva ca aa/
   pūrveṇa^uttareṇa^api śivā vāśati kṣemaṃ tatra nivedayati/ dakṣiṇe paścime	pUrveNa^uttareNa^api SivA vASati kzemam tatra nivedayati/ dakziNe paScime
   yadi vāśati yā bhayaṃ tatra nivedayati/	yadi vA aSati yA Bayam tatra nivedayati/
   u8.12ab/.vāmato na praśaṃsanti tathā^eva vidiśāsu ca/	u8.12ab/.vAmataH na praSaMsanti taTA^eva vidiSAsu ca/
   u8.12cd/.atidīrghātirūkṣā vā kāle māsāntike tathā/	u8.12cd/.ati dIrGa ati rUkzA vA kAle mAsa antike taTA/
   u8.13ab/.adharāṃ tu bhayaṃ vakṣye triśaṅku^vacanaṃ yathā//	u8.13ab/.a DarAm tu Bayam vakzye triSaFku^vacanam yaTA//
   u8.13cd/.madhu^svarāṃśivāṃ jñātvā kāle vele upasthite/(p.171)	u8.13cd/. maDu^svara aMSivAm jQAtvA kAle vele upasTite/(p.171)
   u8.14ab/.kṣemaṃ caiva^arthasiddhiś ca cintitavyaṃ vicakṣaṇaiḥ//	u8.14ab/.kzemam ca eva^arTa sidDiH ca cintitavyam vicakzaNEH//
   u8.15/.vyādhir upadravāś ca, ``sava tu praśamaṃ yānti triśaṅku^vacanaṃ	u8.15/.vyADiH upadravAH ca, ``sava tu praSamam yAnti triSaFku^vacanam
   yathā'' / śivā^rutasya^upacāro dig^vidiśāsu nimittā grahītavyāḥ/ yaḥ	yaTA aa / SivAH ^rutasya^upacAraH diS ^vidiSAsu nimittAH grahItavyAH/ yaH
   śivāyā divaso bhavati sa divaso jñātavyaḥ/ puṣpa^gandha^mālya^upahāras	SivAyAH divasaH Bavati sa divasaH jQAtavyaH/ puzpa^ganDa^mAlya^upahAra s
   taddivase upapādayitavyaḥ/ nityaṃ devatā^gurukeṇa bhavitavyaṃ/	tat divase upapAdayitavyaH/ nityam devatAH ^gurukeNa BavitavyaM/
   daivyāgurukeṇa bhavitavyaṃ/ devyai śuśrūṣā kartavyā/ sarvārthān	dEvya agurukeNa BavitavyaM/ devyE SuSrUzA kartavyA/ sarva arTAn
   sampādayiṣyati/ sarva^kāryāṇi	sampAdayizyati/ sarva^kAryANi
   nivedayati/	nivedayati/
   u8.16/.yat kiñcit kāryam ārabhiṣyati tatsarvaṃ nivedayati/ devyai	u8.16/.yat kiQcid kAryam AraBizyati tat sarvam nivedayati/ devyE
   sarjjaraso guggulu ca dhūpayitavyaṃ/ puṣpa^baliś ca yathā^kāle	saRjjarasaH guggulu ca DUpayitavyan/ puzpa^baliH ca yaTA^kAle
   dāpayitavyaḥ/ ity āha bhagavāṃs triśaṅkuḥ/	dApayitavyaH/ iti Aha BagavAn triSaFkuH/
   u8.17/.śivā^ruta^kathāne +atra vidyāṃ vakṣyāmi yathāsatyaṃ bhaviṣyati/	u8.17/.SivAH ^ruta^kaTAne +atra vidyAm vakzyAmi yaTAsatyam Bavizyati/
   u8.18/.nama āraṇyāyai/ cīriṇyai svāhā sarjja^rasa^dhūpaṃ/	u8.18/.name AraNyAyE/ cIriNyE svAhA sarjja^rasa^DUpaM/
   u8.19/.ayaṃ bhoḥ puṣkarasārin śivā^ruta^nāma^adhyāyaḥ/	u8.19/.ayam BoH puzkarasArin SivA^ruta^nAma^aDyAyaH/
   u8.20/.athātaḥ puṣkarasārin pāṇi^lekhā^nāma^adhyāyaṃ vyākhyāsyāmi/ tac	u8.20/.aTa atas puzkarasArin pANi^leKA^nAma^aDyAyam vyAKyAsyAmi/ tat 
   chrūyatāṃ/ atha kiṃ kathayatu bhagavāṃs triśaṅkuḥ/	CrUyatAn/ aTa kim kaTayatu BagavAn triSaFkuH/
   u9 pāṇilekhā (p.172)	u9 pANi leKA (p.172)
   u9.1ab/.athātaḥ saṃpravakṣyāmi narāṇāṃ kara^saṃsthitaṃ/	u9.1ab/.aTa atas saMpravakzyAmi narANAm kara^saMsTitaM/
   u9.1cd/.lakṣaṇaṃ sukha^duḥkhānāṃ jīvitaṃ maraṇaṃ tathā//	u9.1cd/. lakzaNam suKa^duHKAnAm jIvitam maraNam taTA//
   u9.2ab/.aṅguṣṭhamūlam āśritya ūrdhva^rekhā pravartate/	u9.2ab/.aFguzWa mUlam ASritya UrDva^reKA pravartate/
   u9.2cd/.tatra jātaṃ sukhataraṃ dvitīyā jñānam antare//	u9.2cd/. tatra jAtam suKataram dvitIyA jQAnam antare//
   u9.3ab/.tṛtīyā sā lekhā yatra pradeśinyā pravartate/	u9.3ab/.tRtIyA sA leKA yatra pradeSinyA pravartate/
   u9.3cd/.tatroktā hetavaḥ śāstre samāsena catur^vidhāḥ//	u9.3cd/. tatra uktAH hetavaH SAstre samAsena catuH ^viDAH//
   u9.4ab/.aparvasu ca parvāṇi nakṣtrāṇām upadravaḥ/	u9.4ab/.a parvasu ca parvANi nakztrANAm upadravaH/
   u9.4cd/.dviniḥsṛto viśuddha^ātmā jīved varṣaśataṃ hi saḥ//	u9.4cd/. dvi niHsRtaH viSudDa^AtmA jIvet varza Satam hi saH//
   u9.5ab/.triṃśat tribhāgena jāyīyād ardhe pañcāśad āyuṣaḥ/	u9.5ab/.triMSat tri BAgena jAyIyAt arDe paQcASat AyuzaH/
   u9.5cd/.saptatis tryaṃśabhāgeṣu atyantānugate śataṃ//	u9.5cd/. saptatiH tri aMSa BAgezu atyanta anugate SataM//
   u9.6ab/.āuir;eljā pradṛśya^evaṃ vyantarāyaḥ prakāśyate/	u9.6ab/.AuiH ;et jA pradRSya^evam vyantarAyaH prakASyate/
   u9.6cd/.nakṣatra^saṃjñayā jñeyā manujair arthaśas tathā//	u9.6cd/.nakzatra^saMjQayA jQeyAH manujEH arTaSas taTA//
   u9.7ab/.aṅguṣṭha^udaramārge tu yāvatyo yasya rājayaḥ/	u9.7ab/.aFguzWaH ^udara mArge tu yAvatyaH yasya rAjayaH/
   u9.7cd/.tasyāpatyāni jānīyāt tāvanti na^atra saṃśayaḥ//	u9.7cd/.tasya apatyAni jAnIyAt tAvanti na^atra saMSayaH//
   u9.8ab/.dīrghāyuṣaṃ vijānīyād dīrghalekhā tu yā bhavet/	u9.8ab/.dIrGa Ayuzam vijAnIyAt dIrGaleKA tu yA Bavet /
   u9.8cd/.hrasvāyuṣaṃ vijānīyād dhrasvalekhā tu yā bhavet//	u9.8cd/. hrasva Ayuzam vijAnIyAt Drasva leKA tu yA Bavet//
   u9.9ab/.aṅguṣṭhamūle yavako rātrau janmābhinirdiśed/	u9.9ab/.aFguzWa mUle yavakaH rAtrO janma aBinirdiSet /
   u9.9cd/.divā tu janma nirdiṣṭam aṅguṣṭha^yavake dhravaṃ//	u9.9cd/.divA tu janma nirdizwam aFguzWa^yavake DravaM//
   u9.10ab/.avyakto yavako yatra tatra lagnaṃ vinirdiśet/	u9.10ab/.a vyaktaH yavakaH yatra tatra lagnam vinirdiSet /
   u9.10cd/.lagnaṃ puṃsaṃjñako jñeyo +aho^rātraṃ vinirdiśet//	u9.10cd/. lagnam puMsaMjQakaH jQeyaH +aho^rAtram vinirdiSet//
   u9.11ab/.divasaṃ janma nirdiśed rātrau strī^saṃjñako bhavet/(p.173)	u9.11ab/.divasam janma nirdiSet rAtrO strI^saMjQakaH Bavet /(p.173)
   u9.11cd/.rātriḥ sandhyā samākhyātā bhāgair anyair na saṃśayaḥ/	u9.11cd/.rAtriH sanDyA samAKyAtAH BAgEH anyEH na saMSayaH/
   u9.11ef/.puṃsaṃjñād udayaṃ teṣām ahorātrāntikaṃ vadet//	u9.11ef/.puMsaMjQAt udayam tezAm ahorAtra antikam vadet//
   u9.12ab/.aṅguṣṭhamūle yavake śale saukhyaṃ vidhīyate/	u9.12ab/.aFguzWa mUle yavake Sale sOKyam viDIyate/
   u9.12cd/.aśvād bhadraṃ vijānīyād aṅguṣṭha^yavakeṣv iha//	u9.12cd/.aSvAt Badram vijAnIyAt aFguzWa^yavakezu iha//
   u9.13ab/.yavamālā ca matsyaḥ syād aṅguṣṭha^yavako ratau/	u9.13ab/.yava mAlA ca matsyaH syAt aFguzWa^yavakaH ratO/
   u9.13cd/.bālayauvanamadhyānte sukhaṃ tasyābhinirdiśet//	u9.13cd/. bAla yOvana maDya ante suKam tasya aBinirdiSet//
   u9.14ab/.yasya syād yavakaś ca^api ca^apo vā svastikas tathā/	u9.14ab/.yasya syAt yavakaH ca^api ca^apaH vA svastikaH taTA/
   u9.14cd/.taleṣu yeṣu dṛśyante dhanyās te puruṣā hy amī//	u9.14cd/. talezu yezu dRSyante DanyAH te puruzAH hi amI//
   u9.15ab/.matsyo dhānyaṃ bhaved bhogāyāmiṣādau yave dhanaṃ/	u9.15ab/.matsyaH DAnyam Bavet BogAya Amiza AdO yave DanaM/
   u9.15cd/.bhoga^saubhāgyaṃ jānīyān mīnādau na^atra saṃśayaḥ//	u9.15cd/. Boga^sOBAgyam jAnIyAt mIna AdO na^atra saMSayaH//
   u9.16ab/.patākābhir dhvajair vā^api śaktibhis tomarais tathā/	u9.16ab/.patAkABiH DvajEH vE ^api SaktiBiH tomarEH taTA/
   u9.16cd/.talasthāir aṅkuśaiś ca^api vijñeyaḥ pṛthivīpatiḥ/	u9.16cd/. tala sTAiH aFkuSEH ca^api vijQeyaH pRTivIpatiH/
   u9.16ef/.rāja^vaṃśaprasūtaṃ ca rāja^mātraṃ vinirdiśet//	u9.16ef/.rAja^vaMSa prasUtam ca rAja^mAtram vinirdiSet//
   u9.17ab/.prekṣyante śākhyā pañca haste catvāra eva ca/	u9.17ab/. prekzyante SAKyA paQca haste catvAraH eva ca/
   u9.17cd/.kṣatriyo vā bhaved bhogī rājabhiś ca^api satkṛtaḥ//	u9.17cd/.kzatriyaH vA Bavet BogI rAjaBiH ca^api satkRtaH//
   u9.18ab/.vaiśyo +atha kṣatriyo vāgmī dhana^dhānyaṃ na saṃśayaḥ/	u9.18ab/. vESyaH +aTa kzatriyaH vAgmI Dana^DAnyam na saMSayaH/
   u9.18cd/.śūdro vipulabhāgī syāt parvaśīlo +atha naiṣṭhikaḥ//	u9.18cd/. SUdraH vipula BAgI syAt parva SIlaH +aTa nEzWikaH//
   u9.19ab/.satatam abhipūjyaḥ syāt sarveṣāṃ ca priyaṃvadaḥ/	u9.19ab/.satatam aBipUjyaH syAt sarvezAm ca priyaMvadaH/
   u9.19cd/.viśīlaḥ śīlakuñco vā bahubhir na bahus tathā//	u9.19cd/. viSIlaH SIla kuQcaH vA bahuBiH na bahuH taTA//
   u9.20ab/.śyāmavarṇā +atha bhinnā vā sā lekhā duḥkhabhāginī/	u9.20ab/.SyAma varNAH +aTa BinnA vA sA leKA duHKa BAginI/
   u9.20cd/.ktilekhā yasya dṛśyante yasya pūrṇāḥ karathitāḥ/	u9.20cd/.kti leKAH yasya dRSyante yasya pUrNAH karaTitAH/
   u9.20ef/.mahā^bhogo mahā^vidvān jīved varṣaśataṃ ca saḥ//	u9.20ef/.mahA^BogaH mahA^vidvAn jIvet varza Satam ca saH//
   u9.21ab/.ajapadaṃ rāja^chatraṃ śaṅkhacakra^puraskṛtaṃ/(p.174)	u9.21ab/.aja padam rAja^Catram SaFKacakra^puraskRtaM/(p.174)
   u9.21cd/.taleṣu yasya dṛśyante taṃ vidyāt pṛthivīpatiṃ//	u9.21cd/. talezu yasya dRSyante tam vidyAt pRTivIpatiM//
   u9.22ab/.bhagas tu bhāgyāya dhvajaiḥ patākair hastyaśvamālāṅkuśataś ca	u9.22ab/.BagaH tu BAgyAya DvajEH patAkEH hasti aSva mAlA aFkuSataH ca
   rājā/	rAjA/
   u9.22cd/.matsyo nu pānāya yavo dhanāya vedis tu yajñāya gavāṃ ca goṣṭhaḥ//	u9.22cd/. matsyaH nu pAnAya yavaH DanAya vediH tu yajQAya gavAm ca gozWaH//
   u9.23ab/.anāmikāparva atikramed yadi kaniṣṭhikā varṣaśataṃ sa jīvati/	u9.23ab/.a nAmikA aparva atikramet yadi kanizWikA varza Satam sa jIvati/
   u9.23cd/.sametvaśītir varṣāṇi saptabhir yathā nadīnāṃ bharitāya nirdiśed//	u9.23cd/. sametva SItiH varzANi saptaBiH yaTA nadInAm BaritAya nirdiSet //
   u9.24ab/.śarīravarṇa^prabhavāṃ tu lekhāṃ savaiśikhāṃ varṇa^vihīnakāṃ ca/	u9.24ab/. SarIra varNa^praBavAm tu leKAm sa vESiKAm varNa^vihInakAm ca/
   u9.24cd/.samīkṣya nīcottamamadhyamānāṃ dāridyrmadhye caratāṃ vijānatāṃ//	u9.24cd/. samIkzya nIca uttama maDyamAnAm dAridyH maDye caratAm vijAnatAM//
   u9.25ab/.abhyañjanodvartana satkarī[ṣaira]dhyakṣa cūrṇaiś ca vimṛjya	u9.25ab/.aByaQjana udvartana sat karI[zEH a]Dyakza cUrNEH ca vimRjya
   pāṇiṃ/	pANiM/
   u9.25cd/.prakṣālya caika^antaraghṛṣṭa^lekhām ekāgracittas tu karaṃ	u9.25cd/. prakzAlya ca eka^antara GRzwa^leKAm ekAgra cittaH tu karam
   parīkṣet//	parIkzet//
   u9.26ab/.valayasamanarādhipaṃ bhajantyaḥ samanugatā maṇibandhane tu	u9.26ab/.valaya sama narADipam BajantyaH samanugatAH maNibanDane tu
   tisraḥ/	tisraH/
   u9.26cd/.dvir api ca [sa] bhava^antare mahā^ātmā vippuladhana^śriya āha	u9.26cd/.dvis api ca [sa] Bava^antare mahA^AtmA vippula Dana^SriyaH Aha
   vastra^lābhaḥ//	vastra^lABaH//
   u9.27ab/.dadati satatam unnatas tu pāṇir bhavati cirāya tu	u9.27ab/.dadati satatam unnataH tu pANiH Bavati cirAya tu
   dīrghapīnapāṇiḥ/	dIrGa pIna pANiH/
   u9.27cd/.paripatati śirāviruddhapāṇir dhanam adhigacchati	u9.27cd/. paripatati SirA virudDa pANiH Danam aDigacCati
   māṃsa^gūḍhapāṇiḥ//	mAMsa^gUXa pANiH//
   u9.28ab/.sudṛśa[kara^talaiś ca]sādhavaste kuṭilakṛtair vinimīlitaiś ca	u9.28ab/. sudRSa[kara^talEH ca] sADavaH te kuwila kRtEH vinimIlitEH ca
   dhūrtāḥ/	DUrtAH/
   u9.28cd/.bhavati rudhirasannibhaḥ suraktaś ciram iha piṇḍitapāṇirīśvaraḥ	u9.28cd/. Bavati ruDira sanniBaH su raktaH ciram iha piNxita pANiH ISvaraH
   syāt//	syAt//
   u9.29ab/.dhṛtaruciramanāḥ śilāravindair jvalanakaṣāya suvarṇa^pāṇirā[ji]+/	u9.29ab/. DRta rucira manAH SilA aravindEH jvalana kazAya suvarNa^pANi rA[ji]+/
   u9.29cd/.bhavati bahu^dhano nigūḍhapāṇiś ciram iha jīvati	u9.29cd/. Bavati bahu^DanaH nigUXa pANiH ciram iha jIvati
   pāna^bhoga^bhogī//	pAna^Boga^BogI//
   u9.30ab/.subhaga iha tathoṣṇadīrghapāṇir dhruvam iha śītalapāṇikas tu	u9.30ab/. suBagaH iha taTA uzNa dIrGa pANiH Druvam iha SItala pANikaH tu
   śaṇṭhaḥ/	SaNWaH/
   u9.30cd/.iha hi bahu^dhano balena yuktaḥ sutanu susañcitapāṇirekhako yaḥ//	u9.30cd/. iha hi bahu^DanaH balena yuktaH su tanu su saQcita pANi reKakaH yaH//
   u9.31ab/.dhanam upanayatīha pāṇilekhā kṛta^janitā jalavac ca yā	u9.31ab/.Danam upanayati iha pANi leKA kRta^janitA jala vat ca yA
   sudīrghā/(p.175)	su dIrGa a/(p.175)
   u9.31cd/.jalavadanugatā suvarṇa^varṇā dhanam adhigacchati nimnaśonnatā	u9.31cd/. jala vat anugatA suvarNa^varNAH Danam aDigacCati nimnaSA unnatA
   yā//	yA//
   u9.32ab/.dhanam upalabhate surakta^pāṇir vipulamatho ca nirantarāṅguliḥ	u9.32ab/.Danam upalaBate su rakta^pANiH vipulam aTo ca nirantara aFguliH
   syāt/	syAt /
   u9.32cd/.bali^puruṣam api tyajeddhi vittaṃ ditavivaśā ca	u9.32cd/. bali^puruzam api tyajet hi vittam dita vivaSA ca
   viśīrṇavarṇa^lekhā//	viSIrNa varNa^leKA//
   u9.33ab/.apagataghṛta^varṇa^pāṇilekho bhavati naro dhanavān balena yuktaḥ/	u9.33ab/.apagata GRta^varNa^pANi leKaH Bavati naraH DanavAn balena yuktaH/
   u9.33cd/.asubhṛti sadṛśā bhavet tathā bhūṣaṇa^vṛta[rūpavatī	u9.33cd/.a suBRti sadRSA Bavet taTA BUzaNa^vRta[rUpavatI
   śubhā]eka^bhāryā//	SuBA] eka^BAryA//
   u9.34ab/.bhavati bahu^dhano dhanair vihīnaḥ śrutam adhigamya	u9.34ab/.Bavati bahu^DanaH DanEH vihInaH Srutam aDigamya
   viśālapāṇilekhaḥ/	viSAla pANi leKaH/
   u9.34cd/.[su]ṛjubhir ahinīla^nirmalā[bhiḥ] kara^tala^rāji[bhirīśvaraḥ sa	u9.34cd/.[ su ]RjuBiH ahi nIla^nirmalA[BiH] kara^tala^rAji[BiH ISvaraH sa
   dhanya]ḥ//	Danya]H//
   u9.35/.ayaṃ bhoḥ puṣkarasārin kara^tala^lekhānām ādhyāyaḥ/	u9.35/.ayam BoH puzkarasArin kara^tala^leKAnAm ADyAyaH/
   u9.36/.atha khalu bhoḥ puṣkarasārin vāyasa^rutaṃ nāma^adhyāyaṃ vyākhāsyāmi	u9.36/.aTa Kalu BoH puzkarasArin vAyasa^rutam nAma^aDyAyam vyAKAsyAmi
   tac chrūyatāṃ/ atha kiṃ/ kathayatu bhagavāṃs triśaṅkuḥ/ namo +arhatāṃ/	tat SrUyatAn/ aTa kiM/ kaTayatu BagavAn triSaFkuH/ namaH +arhatAM/
