   BhP_03.01.001/0 śrī-śuka uvāca	BhP_03.01.001/0 SrI-SukaH uvAca
   BhP_03.26.011/2 etac catur-viṃśatikaṃ gaṇaṃ prādhānikaṃ viduḥ	Bhu-_03.26.011/2 etat catur-viMSatikam gaNam prADAnikam viduH
   BhP_03.26.012/1 mahā-bhūtāni pañcaiva bhūr āpo 'gnir marun nabhaḥ	Bhu-_03.26.012/1 mahA--BUtAni paQca-eva BUH ApaH agniH marut naBaH
   BhP_03.26.012/2 tan-mātrāṇi ca tāvanti gandhādīni matāni me	Bhu-_03.26.012/2 tan--mAtrANi ca tAvanti ganDa-AdIni matAni me
   BhP_03.26.013/1 indriyāṇi daśa śrotraṃ tvag dṛg rasana-nāsikāḥ	Bhu-_03.26.013/1 indriyANi daSa Srotram tvac dRS rasana--nAsikAH
   BhP_03.26.013/2 vāk karau caraṇau meḍhraṃ pāyur daśama ucyate	Bhu-_03.26.013/2 vAc karO caraNO meXram pAyuH daSamaH ucyate
   BhP_03.26.014/1 mano buddhir ahaṅkāraś cittam ity antar-ātmakam	Bhu-_03.26.014/1 manaH budDiH ahaFkAraH cittam iti antar-Atmakam
   BhP_03.26.014/2 caturdhā lakṣyate bhedo vṛttyā lakṣaṇa-rūpayā	Bhu-_03.26.014/2 caturDA lakzyate BedaH vRttyA lakzaNa--rUpayA
   BhP_03.26.015/1 etāvān eva saṅkhyāto brahmaṇaḥ sa-guṇasya ha	Bhu-_03.26.015/1 etAvAn eva saFKyAtaH brahmaNaH sa-guNasya ha
   BhP_03.26.015/2 sanniveśo mayā prokto yaḥ kālaḥ pañca-viṃśakaḥ	Bhu-_03.26.015/2 sanniveSaH mayA proktaH yaH kAlaH paQca-viMSakaH
   BhP_03.26.016/1 prabhāvaṃ pauruṣaṃ prāhuḥ kālam eke yato bhayam	Bhu-_03.26.016/1 praBAvam pOruzam prAhuH kAlam eke yatas Bayam
   BhP_03.26.016/2 ahaṅkāra-vimūḍhasya kartuḥ prakṛtim īyuṣaḥ	Bhu-_03.26.016/2 ahaFkAra--vimUXasya kartuH prakRtim IyuzaH
   BhP_03.26.017/1 prakṛter guṇa-sāmyasya nirviśeṣasya mānavi	Bhu-_03.26.017/1 prakRteH guNa--sAmyasya nirviSezasya mAnavi
   BhP_03.26.017/2 ceṣṭā yataḥ sa bhagavān kāla ity upalakṣitaḥ	Bhu-_03.26.017/2 cezwA yatas sa BagavAn kAlaH iti upalakzitaH
   BhP_03.26.018/1 antaḥ puruṣa-rūpeṇa kāla-rūpeṇa yo bahiḥ	Bhu-_03.26.018/1 antar puruza--rUpeNa kAla--rUpeNa yaH bahis-
   BhP_03.26.018/2 samanvety eṣa sattvānāṃ bhagavān ātma-māyayā	BhP_03.26.018/2 samanveti eza sattvAnAm BagavAn Atma-mAyayA
   BhP_03.26.019/1 daivāt kṣubhita-dharmiṇyāṃ svasyāṃ yonau paraḥ pumān	Bhu-_03.26.019/1 dEvAt kzuBita--DarmiNyAm svasyAm yonO paraH pumAn
   BhP_03.26.019/2 ādhatta vīryaṃ sāsūta mahat-tattvaṃ hiraṇmayam	Bhu-_03.26.019/2 ADatta vIryam sA-asUta mahat--tattvam hiraNmayam
   BhP_03.26.020/1 viśvam ātma-gataṃ vyañjan kūṭa-stho jagad-aṅkuraḥ	Bhu-_03.26.020/1 viSvam Atma--gatam vyaQjan kUwa-sTaH jagat--aFkuraH
   BhP_03.26.020/2 sva-tejasāpibat tīvram ātma-prasvāpanaṃ tamaḥ	Bhu-_03.26.020/2 sva-tejasA-apibat tIvram Atma--prasvApanam tamaH
   BhP_03.26.021/1 yat tat sattva-guṇaṃ svacchaṃ śāntaṃ bhagavataḥ padam	Bhu-_03.26.021/1 yat tat sattva--guNam svacCam SAntam BagavataH padam
   BhP_03.26.021/2 yad āhur vāsudevākhyaṃ cittaṃ tan mahad-ātmakam	Bhu-_03.26.021/2 yat AhuH vAsudeva-AKyam cittam tat mahat--Atmakam
   BhP_03.26.022/1 svacchatvam avikāritvaṃ śāntatvam iti cetasaḥ	Bhu-_03.26.022/1 svacCa-tvam avikAri-tvam SAnta-tvam iti cetasaH
   BhP_03.26.022/2 vṛttibhir lakṣaṇaṃ proktaṃ yathāpāṃ prakṛtiḥ parā	Bhu-_03.26.022/2 vRttiBiH lakzaNam proktam yaTApAm prakRtiH parA
   BhP_03.26.023/1 mahat-tattvād vikurvāṇād bhagavad-vīrya-sambhavāt	Bhu-_03.26.023/1 mahat--tattvAt vikurvANAt Bagavat--vIrya--samBavAt-
   BhP_03.26.023/2 kriyā-śaktir ahaṅkāras tri-vidhaḥ samapadyata	Bhu-_03.26.023/2 kriyA--SaktiH ahaFkAraH tri-viDaH samapadyata
   BhP_03.26.024/1 vaikārikas taijasaś ca tāmasaś ca yato bhavaḥ	BhP_03.26.024/1 vEkArikaH tEjasaH ca tAmasaH ca yatas BavaH
   BhP_03.26.024/2 manasaś cendriyāṇāṃ ca bhūtānāṃ mahatām api	Bhu-_03.26.024/2 manasaH ca-indriyANAm ca BUtAnAm mahatAm api
   BhP_03.26.025/1 sahasra-śirasaṃ sākṣād yam anantaṃ pracakṣate	Bhu-_03.26.025/1 sahasra-Sirasam sAkzAt yam anantam pracakzate
   BhP_03.26.025/2 saṅkarṣaṇākhyaṃ puruṣaṃ bhūtendriya-manomayam	BhP_03.26.025/2 saFkarzaNa-AKyam puruzam BUta-indriya-manaH-mayam
   BhP_03.26.026/1 kartṛtvaṃ karaṇatvaṃ ca kāryatvaṃ ceti lakṣaṇam	Bhu-_03.26.026/1 kartR-tvam karaNa-tvam ca kArya-tvam ca-iti lakzaNam
   BhP_03.26.026/2 śānta-ghora-vimūḍhatvam iti vā syād ahaṅkṛteḥ	Bhu-_03.26.026/2 SAnta-Gora--vimUXa-tvam iti vA syAt ahaFkRteH
   BhP_03.26.027/1 vaikārikād vikurvāṇān manas-tattvam ajāyata	Bhu-_03.26.027/1 vEkArikAt vikurvANAn manas--tattvam ajAyata
   BhP_03.26.027/2 yat-saṅkalpa-vikalpābhyāṃ vartate kāma-sambhavaḥ	Bhu-_03.26.027/2 yat--saFkalpa--vikalpAByAm vartate kAma-samBavaH
   BhP_03.26.028/1 yad vidur hy aniruddhākhyaṃ hṛṣīkāṇām adhīśvaram	Bhu-_03.26.028/1 yat viduH hi anirudDa-AKyam hRzIkANAm aDISvaram
   BhP_03.26.028/2 śāradendīvara-śyāmaṃ saṃrādhyaṃ yogibhiḥ śanaiḥ	Bhu-_03.26.028/2 SArada-indIvara--SyAmam saMrADyam yogiBiH SanEs-
   BhP_03.26.029/1 taijasāt tu vikurvāṇād buddhi-tattvam abhūt sati	Bhu-_03.26.029/1 tEjasAt tu vikurvANAt budDi--tattvam aBUt sati
   BhP_03.26.029/2 dravya-sphuraṇa-vijñānam indriyāṇām anugrahaḥ	Bhu-_03.26.029/2 dravya--sPuraNa--vijQAnam indriyANAm anugrahaH
   BhP_03.26.030/1 saṃśayo 'tha viparyāso niścayaḥ smṛtir eva ca	Bhu-_03.26.030/1 saMSayaH aTa viparyAsaH niScayaH smRtiH eva ca
   BhP_03.26.030/2 svāpa ity ucyate buddher lakṣaṇaṃ vṛttitaḥ pṛthak	BhP_03.26.030/2 svApaH iti ucyate budDeH lakzaNam vRttitaH pRTak-
   BhP_03.26.031/1 taijasānīndriyāṇy eva kriyā-jñāna-vibhāgaśaḥ	Bhu-_03.26.031/1 tEjasAni-indriyANi eva kriyA--jQAna--viBAgaSaH
   BhP_03.26.031/2 prāṇasya hi kriyā-śaktir buddher vijñāna-śaktitā	BhP_03.26.031/2 prANasya hi kriyA--SaktiH budDeH vijQAna--Sakti-tA
   BhP_03.26.032/1 tāmasāc ca vikurvāṇād bhagavad-vīrya-coditāt	Bhu-_03.26.032/1 tAmasAt ca vikurvANAt Bagavat--vIrya--coditAt-
   BhP_03.26.032/2 śabda-mātram abhūt tasmān nabhaḥ śrotraṃ tu śabdagam	Bhu-_03.26.032/2 Sabda--mAtram aBUt tasmAt naBaH Srotram tu Sabda-gam
   BhP_03.26.033/1 arthāśrayatvaṃ śabdasya draṣṭur liṅgatvam eva ca	Bhu-_03.26.033/1 arTa-ASraya-tvam Sabdasya drazwuH liFga-tvam eva ca
   BhP_03.26.033/2 tan-mātratvaṃ ca nabhaso lakṣaṇaṃ kavayo viduḥ	Bhu-_03.26.033/2 tan--mAtra-tvam ca naBasaH lakzaNam kavayaH viduH
   BhP_03.26.034/1 bhūtānāṃ chidra-dātṛtvaṃ bahir antaram eva ca	Bhu-_03.26.034/1 BUtAnAm Cidra-dAtR-tvam bahis antaram eva ca
   BhP_03.26.034/2 prāṇendriyātma-dhiṣṇyatvaṃ nabhaso vṛtti-lakṣaṇam	BhP_03.26.034/2 prANa-indriya-Atma--DizNya-tvam naBasaH vRtti-lakzaNam
   BhP_03.26.035/1 nabhasaḥ śabda-tanmātrāt kāla-gatyā vikurvataḥ	BhP_03.26.035/1 naBasaH Sabda--tanmAtrAt kAla-gatyA vikurvataH
   BhP_03.26.035/2 sparśo 'bhavat tato vāyus tvak sparśasya ca saṅgrahaḥ	Bhu-_03.26.035/2 sparSaH aBavat tatas vAyuH tvac sparSasya ca saFgrahaH
   BhP_03.26.036/1 mṛdutvaṃ kaṭhinatvaṃ ca śaityam uṣṇatvam eva ca	BhP_03.26.036/1 mRdu-tvam kaWina-tvam ca SEtyam uzNa-tvam eva ca
   BhP_03.26.036/2 etat sparśasya sparśatvaṃ tan-mātratvaṃ nabhasvataḥ	Bhu-_03.26.036/2 etat sparSasya sparSa-tvam tan--mAtra-tvam naBasvataH
   BhP_03.26.037/1 cālanaṃ vyūhanaṃ prāptir netṛtvaṃ dravya-śabdayoḥ	Bhu-_03.26.037/1 cAlanam vyUhanam prAptiH netR-tvam dravya--SabdayoH
   BhP_03.26.037/2 sarvendriyāṇām ātmatvaṃ vāyoḥ karmābhilakṣaṇam	Bhu-_03.26.037/2 sarva-indriyANAm Atma-tvam vAyoH karma-aBilakzaNam
   BhP_03.26.038/1 vāyoś ca sparśa-tanmātrād rūpaṃ daiveritād abhūt	Bhu-_03.26.038/1 vAyoH ca sparSa--tanmAtrAt rUpam dEva-IritAt aBUt-
   BhP_03.26.038/2 samutthitaṃ tatas tejaś cakṣū rūpopalambhanam	Bhu-_03.26.038/2 samutTitam tatas tejaH cakzuH rUpa-upalamBanam
   BhP_03.26.039/1 dravyākṛtitvaṃ guṇatā vyakti-saṃsthātvam eva ca	Bhu-_03.26.039/1 dravya-AkRti-tvam guNa-tA vyakti-saMsTA-tvam eva ca
   BhP_03.26.039/2 tejastvaṃ tejasaḥ sādhvi rūpa-mātrasya vṛttayaḥ	Bhu-_03.26.039/2 tejaH-tvam tejasaH sADvi rUpa--mAtrasya vRttayaH
   BhP_03.26.040/1 dyotanaṃ pacanaṃ pānam adanaṃ hima-mardanam	Bhu-_03.26.040/1 dyotanam pacanam pAnam adanam hima--mardanam
   BhP_03.26.040/2 tejaso vṛttayas tv etāḥ śoṣaṇaṃ kṣut tṛḍ eva ca	Bhu-_03.26.040/2 tejasaH vRttayaH tu etAH SozaNam kzuD tRz eva ca
   BhP_03.26.041/1 rūpa-mātrād vikurvāṇāt tejaso daiva-coditāt	BhP_03.26.041/1 rUpa--mAtrAt vikurvANAt tejasaH dEva---coditAt-
   BhP_03.26.041/2 rasa-mātram abhūt tasmād ambho jihvā rasa-grahaḥ	Bhu-_03.26.041/2 rasa--mAtram aBUt tasmAt amBaH jihvA rasa--grahaH
   BhP_03.26.042/1 kaṣāyo madhuras tiktaḥ kaṭv amla iti naikadhā	BhP_03.26.042/1 kazAyaH maDuraH tiktaH kawu amlaH iti na-ekaDA
   BhP_03.26.042/2 bhautikānāṃ vikāreṇa rasa eko vibhidyate	Bhu-_03.26.042/2 BOtikAnAm vikAreNa rasaH ekaH viBidyate
   BhP_03.26.043/1 kledanaṃ piṇḍanaṃ tṛptiḥ prāṇanāpyāyanondanam	Bhu-_03.26.043/1 kledanam piNxanam tRptiH prANana-ApyAyana-undanam
   BhP_03.26.043/2 tāpāpanodo bhūyastvam ambhaso vṛttayas tv imāḥ	Bhu-_03.26.043/2 tApa-apanodaH BUyas-tvam amBasaH vRttayaH tu imAH
   BhP_03.26.044/1 rasa-mātrād vikurvāṇād ambhaso daiva-coditāt	Bhu-_03.26.044/1 rasa--mAtrAt vikurvANAt amBasaH dEva---coditAt-
   BhP_03.26.044/2 gandha-mātram abhūt tasmāt pṛthvī ghrāṇas tu gandhagaḥ	Bhu-_03.26.044/2 ganDa--mAtram aBUt tasmAt pRTvI GrANaH tu ganDa-gaH
   BhP_03.26.045/1 karambha-pūti-saurabhya- śāntogrāmlādibhiḥ pṛthak	Bhu-_03.26.045/1 karamBa--pUti--sOraBya SAnta-ugra-amla-AdiBiH pRTak-
   BhP_03.26.045/2 dravyāvayava-vaiṣamyād gandha eko vibhidyate	Bhu-_03.26.045/2 dravya-avayava--vEzamyAt ganDaH ekaH viBidyate
   BhP_03.26.046/1 bhāvanaṃ brahmaṇaḥ sthānaṃ dhāraṇaṃ sad-viśeṣaṇam	Bhu-_03.26.046/1 BAvanam brahmaNaH sTAnam DAraNam sat--viSezaNam
   BhP_03.26.046/2 sarva-sattva-guṇodbhedaḥ pṛthivī-vṛtti-lakṣaṇam	BhP_03.26.046/2 sarva--sattva--guNa-udBedaH pRTivI-vRtti-lakzaNam
   BhP_03.26.047/1 nabho-guṇa-viśeṣo 'rtho yasya tac chrotram ucyate	Bhu-_03.26.047/1 naBo-guNa--viSezaH arTaH yasya tat Srotram ucyate
   BhP_03.26.047/2 vāyor guṇa-viśeṣo 'rtho yasya tat sparśanaṃ viduḥ	Bhu-_03.26.047/2 vAyoH guNa--viSezaH arTaH yasya tat sparSanam viduH
   BhP_03.26.048/1 tejo-guṇa-viśeṣo 'rtho yasya tac cakṣur ucyate	Bhu-_03.26.048/1 tejaH---guNa--viSezaH arTaH yasya tat cakzuH ucyate
   BhP_03.26.048/2 ambho-guṇa-viśeṣo 'rtho yasya tad rasanaṃ viduḥ	Bhu-_03.26.048/2 amBo-guNa--viSezaH arTaH yasya tat rasanam viduH
   BhP_03.26.048/3 bhūmer guṇa-viśeṣo 'rtho yasya sa ghrāṇa ucyate	Bhu-_03.26.048/3 BUmeH guNa--viSezaH arTaH yasya sa GrANaH ucyate
   BhP_03.26.049/1 parasya dṛśyate dharmo hy aparasmin samanvayāt	Bhu-_03.26.049/1 parasya dRSyate DarmaH hi aparasmin samanvayAt-
   BhP_03.26.049/2 ato viśeṣo bhāvānāṃ bhūmāv evopalakṣyate	Bhu-_03.26.049/2 atas viSezaH BAvAnAm BUmO eva-upalakzyate
   BhP_03.26.050/1 etāny asaṃhatya yadā mahad-ādīni sapta vai	Bhu-_03.26.050/1 etAni asaMhatya yadA mahat--AdIni sapta vE
   BhP_03.26.050/2 kāla-karma-guṇopeto jagad-ādir upāviśat	BhP_03.26.050/2 kAla-karma--guNa-upetaH jagat--AdiH upAviSat-
   BhP_03.26.051/1 tatas tenānuviddhebhyo yuktebhyo 'ṇḍam acetanam	Bhu-_03.26.051/1 tatas tena-anuvidDeByaH yukteByaH aNxam acetanam
   BhP_03.26.051/2 utthitaṃ puruṣo yasmād udatiṣṭhad asau virāṭ	Bhu-_03.26.051/2 utTitam puruzaH yasmAt udatizWat asO virAj-
   BhP_03.26.052/1 etad aṇḍaṃ viśeṣākhyaṃ krama-vṛddhair daśottaraiḥ	Bhu-_03.26.052/1 etat aNxam viSeza-AKyam krama-vRdDEH daSa-uttarEH
   BhP_03.26.052/2 toyādibhiḥ parivṛtaṃ pradhānenāvṛtair bahiḥ	Bhu-_03.26.052/2 toya-AdiBiH parivRtam praDAnena-AvRtEH bahis-
   BhP_03.26.052/3 yatra loka-vitāno 'yaṃ rūpaṃ bhagavato hareḥ	Bhu-_03.26.052/3 yatra loka-vitAnaH ayam rUpam BagavataH hareH
   BhP_03.26.053/1 hiraṇmayād aṇḍa-kośād utthāya salile śayāt	Bhu-_03.26.053/1 hiraNmayAt aNxa-koSAt utTAya salile SayAt-
   BhP_03.26.053/2 tam āviśya mahā-devo bahudhā nirbibheda kham	Bhu-_03.26.053/2 tam AviSya mahA-devaH bahuDA nirbiBeda Kam
   BhP_03.26.054/1 nirabhidyatāsya prathamaṃ mukhaṃ vāṇī tato 'bhavat	Bhu-_03.26.054/1 niraBidya-tA-asya praTamam muKam vANI tatas aBavat-
   BhP_03.26.054/2 vāṇyā vahnir atho nāse prāṇoto ghrāṇa etayoḥ	Bhu-_03.26.054/2 vANyA vahniH aTo nAse prANa-UtaH GrANaH etayoH
   BhP_03.26.055/1 ghrāṇād vāyur abhidyetām akṣiṇī cakṣur etayoḥ	Bhu-_03.26.055/1 GrANAt vAyuH aBidyetAm akziNI cakzuH etayoH
   BhP_03.26.055/2 tasmāt sūryo nyabhidyetāṃ karṇau śrotraṃ tato diśaḥ	Bhu-_03.26.055/2 tasmAt sUryaH nyaBidyetAm karNO Srotram tatas diSaH
   BhP_03.26.056/1 nirbibheda virājas tvag- roma-śmaśrv-ādayas tataḥ	BhP_03.26.056/1 nirbiBeda virAjaH tvag roma-SmaSrv-AdayaH tatas-
   BhP_03.26.056/2 tata oṣadhayaś cāsan śiśnaṃ nirbibhide tataḥ	Bhu-_03.26.056/2 tatas ozaDayaH ca-Asan SiSnam nirbiBide tatas-
   BhP_03.26.057/1 retas tasmād āpa āsan nirabhidyata vai gudam	Bhu-_03.26.057/1 retaH tasmAt ApaH Asan niraBidyata vE gudam
   BhP_03.26.057/2 gudād apāno 'pānāc ca mṛtyur loka-bhayaṅkaraḥ	Bhu-_03.26.057/2 gudAt apAnaH apAnAt ca mRtyuH loka--BayaFkaraH
   BhP_03.26.058/1 hastau ca nirabhidyetāṃ balaṃ tābhyāṃ tataḥ svarāṭ	Bhu-_03.26.058/1 hastO ca niraBidyetAm balam tAByAm tatas svarAj-
   BhP_03.26.058/2 pādau ca nirabhidyetāṃ gatis tābhyāṃ tato hariḥ	Bhu-_03.26.058/2 pAdO ca niraBidyetAm gatiH tAByAm tatas hariH
   BhP_03.26.059/1 nāḍyo 'sya nirabhidyanta tābhyo lohitam ābhṛtam	Bhu-_03.26.059/1 nAxyaH asya niraBidyanta tAByaH lohitam ABRtam
   BhP_03.26.059/2 nadyas tataḥ samabhavann udaraṃ nirabhidyata	Bhu-_03.26.059/2 nadyaH tatas samaBavan udaram niraBidyata
   BhP_03.26.060/1 kṣut-pipāse tataḥ syātāṃ samudras tv etayor abhūt	Bhu-_03.26.060/1 kzut--pipAse tatas syAtAm samudraH tu etayoH aBUt-
   BhP_03.26.060/2 athāsya hṛdayaṃ bhinnaṃ hṛdayān mana utthitam	Bhu-_03.26.060/2 aTa-asya hRdayam Binnam hRdayAt manaH utTitam
   BhP_03.26.061/1 manasaś candramā jāto buddhir buddher girāṃ patiḥ	Bhu-_03.26.061/1 manasaH candramAH jAtaH budDiH budDeH girAm patiH
   BhP_03.26.061/2 ahaṅkāras tato rudraś cittaṃ caityas tato 'bhavat	Bhu-_03.26.061/2 ahaFkAraH tatas rudraH cittam cEtyaH tatas aBavat-
   BhP_03.26.062/1 ete hy abhyutthitā devā naivāsyotthāpane 'śakan	Bhu-_03.26.062/1 ete hi aByutTitAH devAH na-eva-asya-utTApane aSakan
   BhP_03.26.062/2 punar āviviśuḥ khāni tam utthāpayituṃ kramāt	Bhu-_03.26.062/2 punar AviviSuH KAni tam utTApayitum kramAt-
   BhP_03.26.063/1 vahnir vācā mukhaṃ bheje nodatiṣṭhat tadā virāṭ	Bhu-_03.26.063/1 vahniH vAcA muKam Beje na-udatizWat tadA virAj-
   BhP_03.26.063/2 ghrāṇena nāsike vāyur nodatiṣṭhat tadā virāṭ	Bhu-_03.26.063/2 GrANena nAsike vAyuH na-udatizWat tadA virAj-
   BhP_03.26.064/1 akṣiṇī cakṣuṣādityo nodatiṣṭhat tadā virāṭ	Bhu-_03.26.064/1 akziNI cakzuzA-AdityaH na-udatizWat tadA virAj-
   BhP_03.26.064/2 śrotreṇa karṇau ca diśo nodatiṣṭhat tadā virāṭ	Bhu-_03.26.064/2 SrotreNa karNO ca diSaH na-udatizWat tadA virAj-
   BhP_03.26.065/1 tvacaṃ romabhir oṣadhyo nodatiṣṭhat tadā virāṭ	Bhu-_03.26.065/1 tvacam romaBiH ozaDyaH na-udatizWat tadA virAj-
   BhP_03.26.065/2 retasā śiśnam āpas tu nodatiṣṭhat tadā virāṭ	Bhu-_03.26.065/2 retasA SiSnam ApaH tu na-udatizWat tadA virAj-
   BhP_03.26.066/1 gudaṃ mṛtyur apānena nodatiṣṭhat tadā virāṭ	Bhu-_03.26.066/1 gudam mRtyuH apAnena na-udatizWat tadA virAj-
   BhP_03.26.066/2 hastāv indro balenaiva nodatiṣṭhat tadā virāṭ	Bhu-_03.26.066/2 hastO indraH balena-eva na-udatizWat tadA virAj-
   BhP_03.26.067/1 viṣṇur gatyaiva caraṇau nodatiṣṭhat tadā virāṭ	Bhu-_03.26.067/1 vizNuH gatya-eva caraNO na-udatizWat tadA virAj-
   BhP_03.26.067/2 nāḍīr nadyo lohitena nodatiṣṭhat tadā virāṭ	Bhu-_03.26.067/2 nAxIH nadyaH lohitena na-udatizWat tadA virAj-
   BhP_03.26.068/1 kṣut-tṛḍbhyām udaraṃ sindhur nodatiṣṭhat tadā virāṭ	Bhu-_03.26.068/1 kzut--tRxByAm udaram sinDuH na-udatizWat tadA virAj-
   BhP_03.26.068/2 hṛdayaṃ manasā candro nodatiṣṭhat tadā virāṭ	Bhu-_03.26.068/2 hRdayam manasA candraH na-udatizWat tadA virAj-
   BhP_03.26.069/1 buddhyā brahmāpi hṛdayaṃ nodatiṣṭhat tadā virāṭ	Bhu-_03.26.069/1 budDyA brahmA-api hRdayam na-udatizWat tadA virAj-
   BhP_03.26.069/2 rudro 'bhimatyā hṛdayaṃ nodatiṣṭhat tadā virāṭ	Bhu-_03.26.069/2 rudraH aBimatyA hRdayam na-udatizWat tadA virAj-
   BhP_03.26.070/1 cittena hṛdayaṃ caityaḥ kṣetra-jñaḥ prāviśad yadā	Bhu-_03.26.070/1 cittena hRdayam cEtyaH kzetra--jQaH prAviSat yadA
   BhP_03.26.070/2 virāṭ tadaiva puruṣaḥ salilād udatiṣṭhata	Bhu-_03.26.070/2 virAj tadA-eva puruzaH salilAt udatizWata
   BhP_03.26.071/1 yathā prasuptaṃ puruṣaṃ prāṇendriya-mano-dhiyaḥ	Bhu-_03.26.071/1 yaTA prasuptam puruzam prANa-indriya-mano--DiyaH
   BhP_03.26.071/2 prabhavanti vinā yena notthāpayitum ojasā	Bhu-_03.26.071/2 praBavanti vinA yena na-utTApayitum ojasA
   BhP_03.26.072/1 tam asmin pratyag-ātmānaṃ dhiyā yoga-pravṛttayā	Bhu-_03.26.072/1 tam asmin pratyag-a-AtmAnam DiyA yoga--pravRttayA
   BhP_03.26.072/2 bhaktyā viraktyā jñānena vivicyātmani cintayet	Bhu-_03.26.072/2 BaktyA viraktyA jQAnena vivicya-Atmani cintayet-
   BhP_03.27.001/0 śrī-bhagavān uvāca	Bhu-_03.27.001/0 SrI--BagavAn uvAca
   BhP_03.27.001/1 prakṛti-stho 'pi puruṣo nājyate prākṛtair guṇaiḥ	BhP_03.27.001/1 prakRti-sTaH api puruzaH na-ajyate prAkRtEH guNEH
   BhP_03.27.001/2 avikārād akartṛtvān nirguṇatvāj jalārkavat	Bha-a_03.27.001/2 avikArAt akartR-tvAt nirguNa-tvAt jala-arka-vat
   BhP_03.27.002/1 sa eṣa yarhi prakṛter guṇeṣv abhiviṣajjate	Bhu-_03.27.002/1 saH eza yarhi prakRteH guNezu aBivizajjate
   BhP_03.27.002/2 ahaṅkriyā-vimūḍhātmā kartāsmīty abhimanyate	Bhu-_03.27.002/2 ahaFkriyA--vimUXa-AtmA kartAsmi-iti aBimanyate
   BhP_03.27.003/1 tena saṃsāra-padavīm avaśo 'bhyety anirvṛtaḥ	Bhu-_03.27.003/1 tena saMsAra--padavIm avaSaH aByeti anirvRtaH
   BhP_03.27.003/2 prāsaṅgikaiḥ karma-doṣaiḥ sad-asan-miśra-yoniṣu	BhP_03.27.003/2 prAsaFgikEH karma--dozEH sat--asan--miSra--yonizu
   BhP_03.27.004/1 arthe hy avidyamāne 'pi saṃsṛtir na nivartate	Bhu-_03.27.004/1 arTe hi avidyamAne api saMsRtiH na nivartate
   BhP_03.27.004/2 dhyāyato viṣayān asya svapne 'narthāgamo yathā	Bhu-_03.27.004/2 DyAyataH vizayAn asya svapne anarTa-AgamaH yaTA
   BhP_03.27.005/1 ata eva śanaiś cittaṃ prasaktam asatāṃ pathi	Bhu-_03.27.005/1 atas eva SanEs cittam prasaktam asatAm paTi
   BhP_03.27.005/2 bhakti-yogena tīvreṇa viraktyā ca nayed vaśam	BhP_03.27.005/2 Bakti-yogena tIvreNa viraktyA ca nayet vaSam
   BhP_03.27.006/1 yamādibhir yoga-pathair abhyasañ śraddhayānvitaḥ	Bhu-_03.27.006/1 yama-AdiBiH yoga--paTEH aByasan SradDayA-anvitaH
   BhP_03.27.006/2 mayi bhāvena satyena mat-kathā-śravaṇena ca	Bhu-_03.27.006/2 mayi BAvena satyena mat--kaTA--SravaNena ca
   BhP_03.27.007/1 sarva-bhūta-samatvena nirvaireṇāprasaṅgataḥ	Bhu-_03.27.007/1 sarva-BUta--samatvena nirvEreNa-aprasaFgataH
   BhP_03.27.007/2 brahmacaryeṇa maunena sva-dharmeṇa balīyasā	Bhu-_03.27.007/2 brahmacaryeNa mOnena sva-DarmeNa balIyasA
   BhP_03.27.008/1 yadṛcchayopalabdhena santuṣṭo mita-bhuṅ muniḥ	Bhu-_03.27.008/1 yadRcCayA-upalabDena santuzwaH mita-Buj muniH
   BhP_03.27.008/2 vivikta-śaraṇaḥ śānto maitraḥ karuṇa ātmavān	Bhu-_03.27.008/2 vivikta-SaraNaH SAntaH mEtraH karuNaH AtmavAn
   BhP_03.27.009/1 sānubandhe ca dehe 'sminn akurvann asad-āgraham	Bhu-_03.27.009/1 sa-anubanDe ca dehe asmin akurvan asat--Agraham
   BhP_03.27.009/2 jñānena dṛṣṭa-tattvena prakṛteḥ puruṣasya ca	Bhu-_03.27.009/2 jQAnena dRzwa--tattvena prakRteH puruzasya ca
   BhP_03.27.010/1 nivṛtta-buddhy-avasthāno dūrī-bhūtānya-darśanaḥ	Bhu-_03.27.010/1 nivRtta-budDi--avasTAnaH dUrI-BUta-anya-darSanaH
   BhP_03.27.010/2 upalabhyātmanātmānaṃ cakṣuṣevārkam ātma-dṛk	Bhu-_03.27.010/2 upalaBya-AtmanA-AtmAnam cakzuzA-iva-arkam Atma-dRS-
   BhP_03.27.011/1 mukta-liṅgaṃ sad-ābhāsam asati pratipadyate	Bhu-_03.27.011/1 mukta-liFgam sad-ABAsam asati pratipadyate
   BhP_03.27.011/2 sato bandhum asac-cakṣuḥ sarvānusyūtam advayam	Bhu-_03.27.011/2 sataH banDum asac-cakzuH sarva-anusyUtam advayam
   BhP_03.27.012/1 yathā jala-stha ābhāsaḥ sthala-sthenāvadṛśyate	Bhu-_03.27.012/1 yaTA jala-sTaH ABAsaH sTala--sTena-avadRSyate
   BhP_03.27.012/2 svābhāsena tathā sūryo jala-sthena divi sthitaḥ	Bhu-_03.27.012/2 svABAsena taTA sUryaH jala--sTena divi sTitaH
   BhP_03.27.013/1 evaṃ trivṛd-ahaṅkāro bhūtendriya-manomayaiḥ	Bhu-_03.27.013/1 evam trivRt--ahaFkAraH BUta-indriya--manaH-mayEH
   BhP_03.27.013/2 svābhāsair lakṣito 'nena sad-ābhāsena satya-dṛk	Bhu-_03.27.013/2 sva-ABAsEH lakzitaH anena sad-ABAsena satya-dRS-
