   akatra prativāsinaḥ (?) K_892b	akatra prativAsinaH (?) K_892b
   saptāhaṃ dvādaśābdike K_154d	sapta-aham dvAdaSa-Abdike K_154d
   saptāhaṃ vā ṛṇādiṣu K_146d	sapta-aham vE RNa-Adizu K_146d
   saptāhaṃ syāt pravīkṣaṇam K_693d	sapta-aham syAt pravIkzaNam K_693d
   saptāhāt tu pratīyeta K_410a	sapta-ahAt tu pratIyeta K_410a
   saprāḍvivākaḥ sāmātyaḥ K_056a	sa-prAxvivAkaH sa-amAtyaH K_056a
   sabrāhmaṇapurohitaḥ K_056b	sa-brAhmaNa-purohitaH K_056b
   sabhāntaḥ sākṣiṇaḥ sarvān K_342a	saBA-antar sAkziNaH sarvAn K_342a
   sabhāntaḥsthais tu vaktavyaṃ K_387a	saBA-antar-sTEH tu vaktavyam K_387a
   sabhāsadaś ca ye tatra K_263a	saBAsadaH ca ye tatra K_263a
   sabhāsthāneṣu pūrvāhṇe K_060a	saBA-sTAnezu pUrvAhNe K_060a
   sabhāṃ gatvā samāhitaḥ K_055b	saBAm gatvA samAhitaH K_055b
   sabhikapratyayā kriyā K_940d	saBika-pratyayA kriyA K_940d
   sabhikaḥ kārayed dyūtaṃ K_936a	saBikaH kArayet dyUtam K_936a
   sabhyadoṣāt tu yan naṣṭaṃ K_081a	saBya-dozAt tu yat nazwam K_081a
   sabhyānāṃ prāḍvivākasya K_261a	saByAnAm prAxvivAkasya K_261a
   sabhyāś ca sākṣiṇaś caiva K_198a	saByAH ca sAkziNaH ca-eva K_198a
   sabhyāś caiva viśeṣataḥ K_070d	saByAH ca-eva viSezataH K_070d
   sabhyāś caivānupūrvaśaḥ K_355b	saByAH ca-eva-anupUrvaSas K_355b
   sabhyāḥ kāryā dvijottamāḥ K_071d	saByAH kAryAH dvijottamAH K_071d
   sabhyenāvaśyavaktavyaṃ K_077a	saByena-avaSya-vaktavyam K_077a
   sabhyair evāvadhāryate K_495b	saByEH eva-avaDAryate K_495b
   sabhyair yatra viniścitam K_072b	saByEH yatra viniScitam K_072b
   sabhyaiḥ saha parīkṣayet K_340d	saByEH saha parIkzayet K_340d
   samagradhanam akṣatam K_483d	samagra-Danam akzatam K_483d
   samagraṃ sarvavastuṣu K_252d	samagram sarva-vastuzu K_252d
   samatvaṃ sākṣiṇāṃ yatra K_232a	sama-tvam sAkziNAm yatra K_232a
   samadaṇḍaṃ vahed ṛṇam K_405b	sama-daNxam vahet RNam K_405b
   samadaṇḍāḥ smṛtā hy ete K_827e	sama-daNxAH smRtAH hi ete K_827e
   samantāt parirabhya hi K_736d	samantAt pariraBya hi K_736d
   samanyūnādhikair aṃśair K_626c	sama-nyUna-aDikEH aMSEH K_626c
   samabhāgena tad bhṛguḥ K_886d	sama-BAgena tat BRguH K_886d
   samayaṃ cāvijānatā K_176b	samayam ca-avijAnatA K_176b
   samayena vyavasthitāḥ K_625d	samayena vyavasTitAH K_625d
   samartham api putriṇī K_573b	samarTam api putriNI K_573b
   samarpito 'rthinā yo 'nyaḥ K_089a	samarpitaH arTinA yaH anyaH K_089a
   samavarṇe kadācana K_718b	sama-varNe kadAcana K_718b
   samavarṇo 'pi vipraṃ tu K_717a	sama-varNaH api vipram tu K_717a
   samavidyādhikānāṃ tu K_875c	sama-vidyA-aDikAnAm tu K_875c
   samavetās tu ye kecic K_624a	samavetAH tu ye kecid K_624a
   samavetāḥ prakīrtitāḥ K_678d	samavetAH prakIrtitAH K_678d
   samavetais tu yad dattaṃ K_630a	samavetEH tu yat dattam K_630a
   samavetais tu yad dṛṣṭaṃ K_394a	samavetEH tu yat dRzwam K_394a
   samavetais tu sāmantair K_705a	samavetEH tu sAmantEH K_705a
   samastān viditācārān K_345c	samastAn vidita-AcArAn K_345c
   samahīnāṃś ca dāpayet K_586d	sama-hInAn ca dApayet K_586d
   samaṃ dāpya upekṣitam K_597b	samam dApya upekzitam K_597b
   samāpte 'ṣṭame varṣe K_767c	samApte azwame varze K_767c
   samāvṛtto 'vratī kuryāt K_332a	samAvRttaH avratI kuryAt K_332a
   samāṃśāḥ sarva eva te K_675d	sama-aMSAH sarve eva te K_675d
   samāḥ śatam atīte 'pi K_707a	samAH Satam atIte api K_707a
   samīpasthānaninditān K_702b	samIpa-sTAn-aninditAn K_702b
   samīhānāṃs tu dāpayet K_480b	samIhAnAn tu dApayet K_480b
   samutthānavyayaṃ cāsau K_787e	samutTAna-vyayam ca-asO K_787e
   samutthānaṃ ca paṇḍitaiḥ K_787d	samutTAnam ca paNxitEH K_787d
   samudrācihnitaṃ tathā K_258b	samudrA-cihnitam taTA K_258b
   samudre 'pi lekhye mṛtāḥ K_287a	samudre api leKye mRtAH K_287a
   sa mūlyād daśamaṃ bhāgaṃ K_683c	sa mUlyAt daSamam BAgam K_683c
   sa mūlyād daśamaṃ vahet K_686d	sa mUlyAt daSamam vahet K_686d
   samūhasthāś ca ye cānye K_349c	samUha-sTAH ca ye ca-anye K_349c
   samūhasthāś ca ye cānye K_682c	samUha-sTAH ca ye ca-anye K_682c
   samūhastho 'ṃśabhāgī syāt K_676c	samUha-sTaH aMSa-BAgI syAt K_676c
   samūhaḥ saṅgha ucyate K_681b	samUhaH saFGaH ucyate K_681b
   samūhināṃ tu yo dharmas K_668a	samUhinAm tu yaH DarmaH K_668a
   samūho gulma ucyate K_681d	samUhaH gulmaH ucyate K_681d
   samūho vaṇijādīnāṃ K_679a	samUhaH vaNija-AdInAm K_679a
   samenaiva vivādinā K_475b	samena-eva vivAdinA K_475b
   samyakkriyāparijñāne K_341a	samyak-kriyA-parijQAne K_341a
   samyagdaṇḍapraṇetāro K_960a	samyak-daNxa-praNetAraH K_960a
   samyagbhuktaṃ yadā tu yat K_319b	samyak-Buktam yadA tu yat K_319b
   samyagvijñānasaṃpanno K_084a	samyak-vijQAna-saMpannaH K_084a
   samyaṅ naiva niveśayet K_183b	samyak na-eva niveSayet K_183b
   samyaṅ nottaram iṣyate K_186d	samyak na-uttaram izyate K_186d
   sa rakṣito dinasyānte K_117c	sa rakzitaH dinasya-ante K_117c
   sarpamārjāranakula- K_790c	sarpa-mArjAra-nakula K_790c
   sarvadravyapramāṇaṃ tu K_417a	sarva-dravya-pramANam tu K_417a
   sarvapāpeṣv avasthitam K_483b	sarva-pApezu avasTitam K_483b
   sarvam etad vibhajyate K_840d	sarvam etat viBajyate K_840d
   sarvam eva tu dāpyaḥ syād K_474c	sarvam eva tu dApyaH syAt K_474c
   sarvavarṇottamāṃ kanyāṃ K_097c	sarva-varNa-uttamAm kanyAm K_097c
   sarvavādeṣv ayaṃ vidhiḥ K_631d	sarva-vAdezu ayam viDiH K_631d
   sarvavādeṣv ayaṃ vidhiḥ K_797d	sarva-vAdezu ayam viDiH K_797d
   sarvaśāstrapravīṇāś ca K_071c	sarva-SAstra-pravINAH ca K_071c
   sarvasākṣiṣu tiṣṭhati K_733b	sarva-sAkzizu tizWati K_733b
   sarvasākṣyeṣv ayaṃ dharmo hy K_387c	sarva-sAkzyezu ayam DarmaH hi K_387c
   sarvasvagṛhavarjaṃ tu K_640a	sarva-sva-gRha-varjam tu K_640a
   sarvasvaṃ tasya dāsyāmīty K_646c	sarva-svam tasya dAsyAmi-iti K_646c
   sarvasvaṃ vā nigṛhyaitān K_965c	sarva-svam vA nigRhya-etAn K_965c
   sarvasve vijite 'bhijñe K_941c	sarva-sve vijite aBijQe K_941c
   sarvasvair viprayojayet K_824d	sarva-svEH viprayojayet K_824d
   sarvaṃ tat syāt prakīrṇakam K_946d	sarvam tat syAt prakIrNakam K_946d
   sarvaṃ tad vinivartate K_707b	sarvam tat vinivartate K_707b
   sarvaṃ daṇḍasamutthitam K_972b	sarvam daNxa-samutTitam K_972b
   sarvān evātatāyinaḥ K_803d	sarvAn eva-AtatAyinaH K_803d
   sarvān kāmān samaśnute K_836b	sarvAn kAmAn samaSnute K_836b
   sarvān bhṛtyān niyojayet K_973d	sarvAn BRtyAn niyojayet K_973d
   sarvāpalāpaṃ yaḥ kṛtvā K_474a	sarva-apalApam yaH kRtvA K_474a
   sarvābhāve svayaṃkṛtā K_748b	sarva-aBAve svayaMkRtA K_748b
   sarve janāḥ sadā yena K_755a	sarve janAH sadA yena K_755a
   sarve tatkāryakāriṇaḥ K_834b	sarve tad-kArya-kAriNaH K_834b
   sarve dviguṇadaṇḍyāḥ K_210c	sarve dviguNa-daNxyAH K_210c
   sarve 'pi te sthitāḥ (?) K_287b	sarve api te sTitAH (?) K_287b
   sarveṣām eva tatsamam K_677d	sarvezAm eva tad-samam K_677d
   sarveṣām eṣa nirṇayaḥ K_637d	sarvezAm eza nirNayaH K_637d
   sarveṣāṃ pāpayuktānāṃ K_966c	sarvezAm pApa-yuktAnAm K_966c
   sarveṣu cāparādheṣu K_487a	sarvezu ca-aparADezu K_487a
   sarveṣu sarvadivyaṃ vā K_422c	sarvezu sarva-divyam vA K_422c
   sarveṣūpanidhiṣv ete K_602a	sarvezu-upaniDizu ete K_602a
   sarveṣv artheṣu sākṣimat K_258d	sarvezu arTezu sAkzimat K_258d
   sarveṣv eva vivādeṣu K_241c	sarvezu eva vivAdezu K_241c
   sarvair eva kṛtaṃ bhavet K_627d	sarvEH eva kRtam Bavet K_627d
   sarvopāyavināśe 'pi K_599c	sarva-upAya-vinASe api K_599c
   sa labhetodayo yataḥ K_892d	sa laBeta-udayaH yatas K_892d
   salilaṃ nāmbusevinām K_424b	salilam na-ambu-sevinAm K_424b
   salilaṃ śvāsakāsinām K_425b	salilam SvAsa-kAsinAm K_425b
   sal lekhasamatā nṛṇām K_313d	sat leKa-sama-tA nRNAm K_313d
   savarṇaś ca yadā pituḥ K_863b	savarNaH ca yadA pituH K_863b
   savarṇā asavarṇās tu K_857c	savarNAH asavarNAH tu K_857c
   sa vādī hīyate tasmāt K_207c	sa vAdI hIyate tasmAt K_207c
   savṛddhikaṃ gṛhītvā tu K_529e	sa-vRdDikam gRhItvA tu K_529e
   savṛddhikaṃ pradāpyaḥ syād K_912c	sa-vRdDikam pradApyaH syAt K_912c
   saśastro 'nuttarīyo vā K_099a	sa-SastraH anuttarIyaH vA K_099a
   sa śuddho 'rtha iti sthitiḥ K_409d	sa SudDaH arTaH iti sTitiH K_409d
   sasabhyaḥ prekṣako rājā K_056c	sasaByaH prekzakaH rAjA K_056c
   sa samyagbhāvitaḥ kāryo K_311c	sa samyak-BAvitaH kAryaH K_311c
   sa sākṣī likhito nāma K_371c	sa sAkzI liKitaH nAma K_371c
   sa sākṣyuttarasaṃjñitaḥ K_375d	sa sAkzI-uttara-saMjQitaH K_375d
   sa smārita ihocyate K_372d	sa smAritaH iha-ucyate K_372d
   sasyabhāgaṃ ca śulkaṃ cāpy K_019c	sasya-BAgam ca Sulkam ca-api K_019c
   saha traividyavṛddhaiś ca K_055e	saha trEvidya-vRdDEH ca K_055e
   saha sabhyaiḥ sthirair yuktaiḥ K_057a	saha saByEH sTirEH yuktEH K_057a
   sahasā yat kṛtaṃ karma K_795a	sahasA yat kRtam karma K_795a
   sahasram iti bhāṣite K_182b	sahasram iti BAzite K_182b
   sahasraṃ ṣaṭśataṃ caiva K_461a	sahasram zaz-Satam ca-eva K_461a
   sahoḍham asahoḍhaṃ vā K_824a	sahoXam asahoXam vA K_824a
   sahoḍhānāṃ pravāsanam K_823b	sahoXAnAm pravAsanam K_823b
   saṃkrāmayeta vānyatra K_727c	saMkrAmayeta vA-anyatra K_727c
   saṃkhyāṃ nāma tathātmanaḥ K_125b	saMKyAm nAma taTA-AtmanaH K_125b
   saṃgrahe sāhaseṣu ca K_366b	saMgrahe sAhasezu ca K_366b
   saṃgraho navadhā smṛtaḥ K_829f	saMgrahaH navaDA smRtaH K_829f
   saṃgrāmacaurabhedī ca K_947c	saMgrAma-cOra-BedI ca K_947c
   saṃgrāmād āhṛtaṃ yat tu K_878c	saMgrAmAt AhRtam yat tu K_878c
   saṃjñeyaṃ vyavahārikī K_494b	saMjQA-iyam vyavahArikI K_494b
   saṃtatā yā cirantanī K_329b	saMtatA yA cirantanI K_329b
   saṃtatā yā tripauruṣī K_322d	saMtatA yA tri-pOruzI K_322d
   saṃdigdhapraśnanirṇayāt K_869b	saMdigDa-praSna-nirNayAt K_869b
   saṃdigdham anyatprakṛtād K_188a	saMdigDam anyat-prakRtAt K_188a
   saṃdigdham uttaraṃ jñeyaṃ K_180c	saMdigDam uttaram jQeyam K_180c
   saṃdigdhaṃ kramavarjitam K_270b	saMdigDam krama-varjitam K_270b
   saṃdigdhaṃ yatra sākṣyaṃ syāt K_341c	saMdigDam yatra sAkzyam syAt K_341c
   saṃdigdhānāṃ ca bhāṣaṇam K_946b	saMdigDAnAm ca BAzaNam K_946b
   saṃdigdhā lakṣaṇacyutāḥ K_269b	saMdigDAH lakzaNa-cyutAH K_269b
   saṃdigdhāsaṃbhavāvyaktam K_173c	saMdigDa-asaMBava-avyaktam K_173c
   saṃdehe samupasthite K_358b	saMdehe samupasTite K_358b
   saṃniveśas tathaiva ca K_127b	saMniveSaH taTA-eva ca K_127b
   saṃpralobhakriyā ca yā K_337b	saMpraloBa-kriyA ca yA K_337b
   saṃprāptavyavahārāṇāṃ K_844a	saMprApta-vyavahArANAm K_844a
   saṃbhave tu prayuñjāno K_217c	saMBave tu prayuQjAnaH K_217c
   saṃbhave sākṣiṇāṃ prājño K_217a	saMBave sAkziNAm prAjQaH K_217a
   saṃbhāṣī priyadarśanaḥ K_002d	saMBAzI priya-darSanaH K_002d
   saṃbhāṣeta raho 'rthinā K_070b	saMBAzeta rahaH arTinA K_070b
   saṃbhoktā yasya yo bhavet K_673b	saMBoktA yasya yaH Bavet K_673b
   saṃmiśraya kārayet sīmām K_742c	saMmiSraya kArayet sImAm K_742c
   saṃyataṃ cānyaveśmani K_309d	saMyatam ca-anya-veSmani K_309d
   saṃrabdhāḥ puruṣaṃ narāḥ K_798b	saMrabDAH puruzam narAH K_798b
   saṃvatsaraṃ jaḍonmatta- K_156c	saMvatsaram jaxa-unmatta K_156c
   saṃśayasthāś ca na kvacit K_114d	saMSaya-sTAH ca na kvacid K_114d
   saṃśaye teṣu nirdiśet K_433f	saMSaye tezu nirdiSet K_433f
   saṃsaktasaktadoṣe tu K_740a	saMsakta-sakta-doze tu K_740a
   saṃsaktasaktasaṃsaktāḥ K_738c	saMsakta-sakta-saMsaktAH K_738c
   saṃsaktās tv atha sāmantās K_738a	saMsaktAH tu aTa sAmantAH K_738a
   saṃsadi prativādinā K_382b	saMsadi prativAdinA K_382b
   saṃsādhayet kriyā yā tu K_222c	saMsADayet kriyA yA tu K_222c
   saṃsṛṣṭānāṃ tu saṃsṛṣṭāḥ K_932a	saMsRzwAnAm tu saMsRzwAH K_932a
   saṃskartā labhate na tu K_762d	saMskartA laBate na tu K_762d
   saṃskāraṃ kurute tu yaḥ K_762b	saMskAram kurute tu yaH K_762b
   saṃskārāt prītitaḥ striyā K_900b	saMskArAt prItitaH striyA K_900b
   saṃskārārthaṃ yad arpitam K_604d	saMskAra-arTam yat arpitam K_604d
   saṃskṛtaṃ yena yat paṇyaṃ K_354a	saMskRtam yena yat paNyam K_354a
   sākṣiṇaḥ samudāhṛtāḥ K_355d	sAkziNaH samudAhRtAH K_355d
   sākṣiṇaḥ samudāhṛtāḥ K_356b	sAkziNaH samudAhRtAH K_356b
   sākṣiṇaḥ saṃniroddhavyā K_402c	sAkziNaH saMnirodDavyA K_402c
   sākṣiṇaḥ sādhanaṃ proktaṃ K_228c	sAkziNaH sADanam proktam K_228c
   sākṣiṇaḥ sthirakarmasu K_365b	sAkziNaH sTira-karmasu K_365b
   sākṣiṇām api yaḥ sākṣyam K_375a	sAkziNAm api yaH sAkzyam K_375a
   sākṣiṇām upajāpaś ca K_248c	sAkziNAm upajApaH ca K_248c
   sākṣiṇāṃ caiva ye smṛtāḥ K_378b	sAkziNAm ca-eva ye smRtAH K_378b
   sākṣiṇāṃ likhitānāṃ tu K_359a	sAkziNAm liKitAnAm tu K_359a
   sākṣiṇo divyam eva vā K_229d	sAkziNaH divyam eva vA K_229d
   sākṣiṇo nṛpatiḥ svayam K_340b	sAkziNaH nRpatiH svayam K_340b
   sākṣiṇo yas tu nirdiśya K_207a	sAkziNaH yaH tu nirdiSya K_207a
   sākṣitvaṃ na tato 'nyathā K_390d	sAkzi-tvam na tatas anyaTA K_390d
   sākṣidūṣaṇasādhane K_381b	sAkzi-dUzaNa-sADane K_381b
   sākṣidoṣād bhaved duṣṭaṃ K_273a	sAkzi-dozAt Bavet duzwam K_273a
   sākṣidoṣāḥ pravaktavyāḥ K_382a	sAkzi-dozAH pravaktavyAH K_382a
   sākṣidharmanirākṛtāḥ K_384d	sAkzi-Darma-nirAkRtAH K_384d
   sākṣibhir bhāvayet sadā K_348d	sAkziBiH BAvayet sadA K_348d
   sākṣibhir bhāvitenaiva K_540c	sAkziBiH BAvitena-eva K_540c
   sākṣibhir bhāṣitaṃ vākyaṃ K_340c	sAkziBiH BAzitam vAkyam K_340c
   sākṣibhir likhitena vā K_172b	sAkziBiH liKitena vA K_172b
   sākṣibhir likhitenārthe K_240c	sAkziBiH liKitena-arTe K_240c
   sākṣibhir vādinā bhavet K_408b	sAkziBiH vAdinA Bavet K_408b
   sākṣibhis tāvad evāsau K_473c	sAkziBiH tAvat eva-asO K_473c
   sākṣibhiḥ patranirṇayaḥ K_283b	sAkziBiH patra-nirNayaH K_283b
   sākṣibhiḥ pratipādayet K_162b	sAkziBiH pratipAdayet K_162b
   sākṣibhiḥ sakalaṃ bhavet K_397b	sAkziBiH sakalam Bavet K_397b
   sākṣibhyo likhitaṃ guru K_315b	sAkziByaH liKitam guru K_315b
   sākṣimatsākṣibhir haret K_289d	sAkzimat-sAkziBiH haret K_289d
   sākṣilekhakakartāraḥ K_276a	sAkzi-leKaka-kartAraH K_276a
   sākṣilekhakakārakāḥ K_280b	sAkzi-leKaka-kArakAH K_280b
   sākṣilekhakakārakaiḥ K_274d	sAkzi-leKaka-kArakEH K_274d
   sākṣivākyāt prakīrtitaḥ K_495d	sAkzi-vAkyAt prakIrtitaH K_495d
   sākṣī cet sākṣya āgate K_400b	sAkzI ced sAkzyaH Agate K_400b
   sākṣī tatra na daṇḍyaḥ syād K_398c	sAkzI tatra na daNxyaH syAt K_398c
   sākṣī mārgadvayānvitaḥ K_369b	sAkzI mArga-dvaya-anvitaH K_369b
   sākṣī mārgadvayānvitaḥ K_733d	sAkzI mArga-dvaya-anvitaH K_733d
   sākṣī sākṣyaṃ na ced brūyāt K_405a	sAkzI sAkzyam na ced brUyAt K_405a
   sākṣyam eko 'pi vācyate K_353b	sAkzyam ekaH api vAcyate K_353b
   sākṣyaṃ teṣu na yojayet K_362d	sAkzyam tezu na yojayet K_362d
   sākṣyaṃ nānyatra sākṣibhiḥ K_387b	sAkzyam na-anyatra sAkziBiH K_387b
   sākṣyaṃ pṛcched ṛtaṃ dvijān K_344b	sAkzyam pRcCet Rtam dvijAn K_344b
   sākṣyācāreṇa sākṣiṇaḥ K_266d	sAkzi-AcAreNa sAkziNaH K_266d
   sāgamānāgamā tathā K_317b	sa-Agama-anAgamA taTA K_317b
   sāgamā bhuktir iṣyate K_321b	sa-AgamA BuktiH izyate K_321b
   sāgamena tu bhuktena K_319a	sa-Agamena tu Buktena K_319a
   sā grāhyā na tu pūrṇāpi K_219c	sA grAhyA na tu pUrNA-api K_219c
   sā ced alpā tu sāgamā K_317d	sA ced alpA tu sa-AgamA K_317d
   sādhanaṃ tu kriyocyate K_216b	sADanam tu kriyA-ucyate K_216b
   sādhayet tat punaḥ sādhyaṃ K_438a	sADayet tat punar sADyam K_438a
   sādhayed ṛṇikaṃ dhanī K_585b	sADayet RNikam DanI K_585b
   sādhāraṇaṃ tu yat krītaṃ K_697a	sADAraNam tu yat krItam K_697a
   sādhitaṃ yo vibhāvayet K_515b	sADitam yaH viBAvayet K_515b
   sādhubhir jñātibhiḥ svakaiḥ K_616b	sADuBiH jQAtiBiH svakEH K_616b
   sādhūnāṃ divyam arhati K_430b	sADUnAm divyam arhati K_430b
   sādhyate tad dhi netarat K_191d	sADyate tat Di na-itarat K_191d
   sādhyapramāṇahīnaś ca K_138c	sADya-pramANa-hInaH ca K_138c
   sādhyapramāṇaṃ dravyaṃ ca K_125a	sADya-pramANam dravyam ca K_125a
   sādhyamūlas tu yo vādo K_025c	sADya-mUlaH tu yaH vAdaH K_025c
   sādhyavādasya mūlaṃ syād K_030a	sADya-vAdasya mUlam syAt K_030a
   sādhyasya satyavacanaṃ K_168a	sADyasya satya-vacanam K_168a
   sādhyahīnaṃ ca duṣyati K_270d	sADya-hInam ca duzyati K_270d
   sādhyaṃ satkāraṇānvitam K_141b	sADyam sat-kAraNa-anvitam K_141b
   sādhyārthasya ca saṃnidhau K_388b	sADya-arTasya ca saMniDO K_388b
   sādhyārthāc cāpi hīyate K_278d	sADya-arTAt ca-api hIyate K_278d
   sādhyārthāc cāpi hīyate K_380d	sADya-arTAt ca-api hIyate K_380d
   sādhyārthāṃśe 'pi gadite K_397a	sADya-arTa-aMSe api gadite K_397a
   sāntvenādau vibhāvitaḥ K_585d	sAntvena-AdO viBAvitaH K_585d
   sāntvenaiva pradāpayet K_477b	sAntvena-eva pradApayet K_477b
   sāntvenaiva pradāpayet K_587b	sAntvena-eva pradApayet K_587b
   sānvayas tv apahāro yaḥ K_796a	sa-anvayaH tu apahAraH yaH K_796a
   sāpadeśaṃ tu tad vidyād K_201c	sa-apadeSam tu tat vidyAt K_201c
   sāpi dāsītvam āpnuyāt K_725b	sA-api dAsI-tvam ApnuyAt K_725b
   sā bhṛtiḥ parikīrtitā K_644d	sA BRtiH parikIrtitA K_644d
   sāmantabhāve 'sāmantaiḥ K_735a	sAmanta-BAve asAmantEH K_735a
   sāmantā nirṇayaṃ prati K_741b	sAmantAH nirNayam prati K_741b
   sāmantāḥ sādhanaṃ pūrvam K_746a	sAmantAH sADanam pUrvam K_746a
   sāmantāḥ svāminaṃ viduḥ K_891b	sAmantAH svAminam viduH K_891b
   sāmanteṣv arthagauravāt K_739b	sAmantezu arTa-gOravAt K_739b
   sāmabhedādibhir mārgair K_192c	sAma-Beda-AdiBiH mArgEH K_192c
   sāmānyaṃ yad ato 'nyathā K_873d	sAmAnyam yat atas anyaTA K_873d
   sāmyaṃ tv alpadhane smṛtam K_858d	sAmyam tu alpa-Dane smRtam K_858d
   sārabhūtaṃ padaṃ muktvā K_222a	sAra-BUtam padam muktvA K_222a
   sārundhatīsamācārā K_837c	sa-arunDatI-sama-AcArA K_837c
   sāhasasteyapāruṣya- K_152a	sAhasa-steya-pAruzya K_152a
   sāhasaṃ ca bhaved evaṃ K_796c	sAhasam ca Bavet evam K_796c
   sāhasaṃ sthāpitaṃ purā K_181b	sAhasam sTApitam purA K_181b
   sāhasākhyaṃ pravartate K_797b	sAhasa-AKyam pravartate K_797b
   sāhasātyayike caiva K_365c	sAhasa-Atyayike ca-eva K_365c
   sāhasī bhedakārī ca K_672a	sAhasI Beda-kArI ca K_672a
   sāhaseṣu vicārayet K_231b	sAhasezu vicArayet K_231b
   sāṃnidhye 'pi pituḥ putrair K_550a	sAMniDye api pituH putrEH K_550a
   siddhaṃ naiva tu kārayet K_657b	sidDam na-eva tu kArayet K_657b
   siddhir deśasthites tayoḥ K_249d	sidDiH deSa-sTiteH tayoH K_249d
   siddhenārthena saṃyojyo K_262a	sidDena-arTena saMyojyaH K_262a
   sīmācaṅkramaṇe kośe K_751a	sImA-caFkramaNe koSe K_751a
   sīmāpatraṃ vidhīyate K_257b	sImA-patram viDIyate K_257b
   sīmāpatraṃ vidhīyate K_301b	sImA-patram viDIyate K_301b
   sīmāmadhye tu jātānāṃ K_760a	sImA-maDye tu jAtAnAm K_760a
   sīmāvivāde nirṇīte K_257a	sImA-vivAde nirNIte K_257a
   sīmāvivāde nirṇīte K_301a	sImA-vivAde nirNIte K_301a
   sukhānāṃ śevadhir bhavet K_836d	suKAnAm SevaDiH Bavet K_836d
   sutasya sutadārāṇāṃ K_471a	sutasya suta-dArANAm K_471a
   supīnaṃ śṛṅgasaṃbhavam K_446b	su-pInam SRFga-saMBavam K_446b
   supuṣpābharaṇāmbaraiḥ K_054b	su-puzpa-ABaraNa-ambarEH K_054b
   sumukhāṃ praviśet sabhām K_054d	sumuKAm praviSet saBAm K_054d
   surādhyakṣaś cyutaḥ svargān K_008a	surADyakzaH cyutaH svargAn K_008a
   suvarṇarajatasya ca K_510b	suvarNa-rajatasya ca K_510b
   suvarṇaśatam ekaṃ tu K_964a	suvarNa-Satam ekam tu K_964a
   susamṛddo 'pi dāpyaḥ syāt K_563c	su-samRddaH api dApyaH syAt K_563c
   suhṛdbhir bandhubhiś caiṣāṃ K_334a	suhRdBiH banDuBiH ca-ezAm K_334a
   sūcakaḥ sa udāhṛtaḥ K_034d	sUcakaH saH udAhRtaH K_034d
   senākāle tu sainikaḥ K_109b	senA-kAle tu sEnikaH K_109b
   sodaryāsutamātulāḥ K_362b	sodaryA-suta-mAtulAH K_362b
   so 'nibaddhaḥ pramoktavyo K_584c	saH anibadDaH pramoktavyaH K_584c
   so 'numānena lakṣyate K_385d	saH anumAnena lakzyate K_385d
   so 'bhidheyo jitaḥ pūrvaṃ K_171c	saH aBiDeyaH jitaH pUrvam K_171c
   so 'bhiyuktas tad uddharet K_324b	saH aBiyuktaH tat udDaret K_324b
   so 'yaṃ saṃbhūya kurvatām K_636f	saH ayam saMBUya kurvatAm K_636f
   so 'rthas tūpanidhiḥ smṛtaḥ K_592d	saH arTaH tu-upaniDiH smRtaH K_592d
   sollekhanaṃ vā labhate K_133a	sa-ulleKanam vA laBate K_133a
   saudāyikaṃ dhanaṃ prāpya K_905a	sOdAyikam Danam prApya K_905a
   saudāyike sadā strīṇāṃ K_906a	sOdAyike sadA strINAm K_906a
   saubhāgyavad avvaidhavya- K_835c	sOBAgya-vat avvEDavya K_835c
   skandhadvayam udāhṛtam K_032b	skanDa-dvayam udAhRtam K_032b
   stambhopatāpapaiśunya- K_002a	stamBa-upatApa-pESunya K_002a
   stenasāhasikodvṛtta- K_650a	stena-sAhasika-udvRtta K_650a
   steyagurvaṅganāgame K_093b	steya-guru-aFganA-Agame K_093b
   steyapāruṣyayoś caiva K_366c	steya-pAruzyayoH ca-eva K_366c
   steyam uktaṃ vinihnavaḥ K_796d	steyam uktam vinihnavaH K_796d
   steyasaṃgrahaṇātyayāt K_163d	steya-saMgrahaNa-atyayAt K_163d
   steyasāhasayor divyaṃ K_416c	steya-sAhasayoH divyam K_416c
   steyaṃ tat parikīrtitam K_810d	steyam tat parikIrtitam K_810d
   stobhakaḥ sa udāhṛtaḥ K_033d	stoBakaH saH udAhRtaH K_033d
   striyo nāhvānayen nṛpaḥ K_096d	striyaH na-AhvA-Anayet nRpaH K_096d
   strīṇāṃ sākṣyaṃ striyaḥ kuryur K_351a	strINAm sAkzyam striyaH kuryuH K_351a
   strīṇāṃ svātantryam iṣyate K_905b	strINAm svAtantryam izyate K_905b
   strīdhanasyeti dharmo 'yaṃ K_917c	strIDanasya-iti DarmaH ayam K_917c
   strīdhanaṃ caiva yat smṛtam K_877b	strIDanam ca-eva yat smRtam K_877b
   strīdhanaṃ tad udāhṛtam K_896d	strIDanam tat udAhRtam K_896d
   strīdhanaṃ dāpayed daṇḍaṃ K_970a	strIDanam dApayet daNxam K_970a
   strīdhanaṃ parikīrtitam K_895d	strIDanam parikIrtitam K_895d
   strīdhanaṃ paitṛkaṃ striyā K_920b	strIDanam pEtRkam striyA K_920b
