   akatvam upapannayoḥ__Vdha_100.048	aka tvam upapannayoH__VDaH _100.048
   svarṇaśṛṅgīṃ śubhākārāṃ__Vdha_085.005	svarNa SRFgIm SuBa AkArAm__VDaH _085.005
   svarloke vasatiḥ prāptā__Vdha_027.023	svar loke vasatiH prAptA__VDaH _027.023
   svalpake 'pi hi vastuni__Vdha_077.017	su alpake api hi vastuni__VDaH _077.017
   svalpam anyan mayoktaṃ hi__Vdha_094.046	su alpam anyat mayA uktam hi__VDaH _094.046
   svalpam apy astu te velāṃ__Vdha_064.061	su alpam api astu te velAm__VDaH _064.061
   svalpam apy ātmano hitam__Vdha_032.054	su alpam api AtmanaH hitam__VDaH _032.054
   svalpam āyur bhaviṣyati__Vdha_105.013	su alpam AyuH Bavizyati__VDaH _105.013
   svalpam āyur bhaviṣyati__Vdha_105.047	su alpam AyuH Bavizyati__VDaH _105.047
   svalpam āyur manuṣyāṇāṃ__Vdha_032.048	su alpam AyuH manuzyANAm__VDaH _032.048
   svalpaṃ vā yadi vā bahu__Vdha_010.002	su alpam vA yadi vA bahu__VDaH _010.002
   svalpaṃ vā yadi vā bahu__Vdha_080.020	su alpam vA yadi vA bahu__VDaH _080.020
   svavargabharaṇādhṛtaḥ__Vdha_037.010	sva varga BaraNa aDRtaH__VDaH _037.010
   svavargahitakāmasya__Vdha_037.029	sva varga hita kAmasya__VDaH _037.029
   svavarṇakarmābhirataḥ__Vdha_073.058	sva varNa karma aBirataH__VDaH _073.058
   svavṛttyā hi yadā dvijaḥ__Vdha_101.014	sva vRttyA hi yadA dvijaH__VDaH _101.014
   svaśiṣyāyāthavā guruḥ__Vdha_100.063	sva SizyAya aTavA guruH__VDaH _100.063
   svasamutthena vahninā__Vdha_035.009	sva samutTena vahninA__VDaH _035.009
   svasthatā cetasaś ceyaṃ__Vdha_081.020	svasTa tA cetasaH ca iyam__VDaH _081.020
   svasthaḥ saphalasaṃkalpaḥ__Vdha_056.031	svasTaH saPala saMkalpaH__VDaH _056.031
   svastho bhavaty eṣa vaco yathā hareḥ__Vdha_028.062	svasTaH Bavati eza vacaH yaTA hareH__VDaH _028.062
   svaṃ cāpi karma puruṣaḥ__Vdha_072.095	svam ca api karma puruzaH__VDaH _072.095
   svaṃ vapuḥ kaiṭabhārdanaḥ__Vdha_002.032	svam vapuH kEwaBa ardanaH__VDaH _002.032
   svāgataṃ te 'stv iti prabho__Vdha_002.007	svAgatam te astu iti praBo__VDaH _002.007
   svāgataṃ madhave kāma__Vdha_102.064	svAgatam maDave kAma__VDaH _102.064
   svāgatenāgnayaḥ prītā__Vdha_046.006	svAgatena agnayaH prItA__VDaH _046.006
   svātantryaparatantreṣu__Vdha_040.039	svAtantrya paratantrezu__VDaH _040.039
   svātantrye 'tipramādinām__Vdha_032.064	svAtantrye ati pramAdinAm__VDaH _032.064
   svātantrye sati dīpakaḥ__Vdha_032.063	svAtantrye sati dIpakaH__VDaH _032.063
   svādhyāyacāritraguṇānvitāya__Vdha_048.005	svADyAya cAritra guNa anvitAya__VDaH _048.005
   svādhyāyacāritraguṇānvitāya__Vdha_059.025	svADyAya cAritra guNa anvitAya__VDaH _059.025
   svādhyāyāḍhye pātravarye viśiṣṭe__Vdha_059.017	svADyAya AXye pAtra varye viSizwe__VDaH _059.017
   svādhyāyena rṣitarpaṇam__Vdha_101.034	svADyAyena rzitarpaNam__VDaH _101.034
   svādhyāyeṣv avasīdanto__Vdha_066.074	svADyAyezu avasIdantaH __VDaH _066.074
   svāmī nārāyaṇo nṛṇām__Vdha_072.004	svAmI nArAyaNaH nRNAm__VDaH _072.004
   svāmyarthe tu kṛtaṃ ca yaiḥ__Vdha_061.008	svAmi arTe tu kRtam ca yEH__VDaH _061.008
   svāmyaṃ ca na syāt kasmiṃścit__Vdha_063.021	svAmyam ca na syAt kasmiMScid __VDaH _063.021
   svāyambhuve yas tu manau__Vdha_027.019	svAyamBuve yaH tu manO__VDaH _027.019
   svārociṣaḥ svaputrāya__Vdha_080.011	svArocizaH sva putrAya__VDaH _080.011
   svāsthyam asya sadaivāstu__Vdha_028.064	svAsTyam asya sadA eva astu__VDaH _028.064
   svāsthyam aindriyakaṃ tathā__Vdha_069.027	svAsTyam Endriyakam taTA__VDaH _069.027
   svāsthyaṃ yātāsi medini__Vdha_020.006	svAsTyam yAtA asi medini__VDaH _020.006
   svāsthyaṃ yātv aviśaṅkitaḥ__Vdha_102.068	svAsTyam yAtu aviSaFkitaH__VDaH _102.068
   svāṃśāvatārakaraṇeṣu sadāṅghriyugmam__Vdha_094.111	sva aMSa avatAra karaNezu sadA aFGri yugmam__VDaH _094.111
   svāṃśena caiva te garbhe__Vdha_075.038	sva aMSena ca eva te garBe__VDaH _075.038
   svecchayā kurute 'vyayaḥ__Vdha_001.036	sva icCayA kurute avyayaH__VDaH _001.036
   svecchayā kūṭayuktibhiḥ__Vdha_025.004	sva icCayA kUwa yuktiBiH__VDaH _025.004
   svecchayā krīḍate bhavān__Vdha_066.029	sva icCayA krIxate BavAn__VDaH _066.029
   svecchayā guṇabhoktṛtve__Vdha_103.039	sva icCayA guNa BoktR tve__VDaH _103.039
   svecchayā ca tathā paraḥ__Vdha_040.002	sva icCayA ca taTA paraH__VDaH _040.002
   svecchayā bhagavān viṣṇuḥ__Vdha_102.007	sva icCayA BagavAn vizNuH__VDaH _102.007
   svecchayā śauklyam āpanne__Vdha_104.028	sva icCayA SOklyam Apanne__VDaH _104.028
   svecchayā saṃpravartate__Vdha_066.031	sva icCayA saMpravartate__VDaH _066.031
   svecchayā svargagāminaḥ__Vdha_025.012	sva icCayA svarga gAminaH__VDaH _025.012
   svecchāśukle jagac chuklaṃ__Vdha_104.053	sva icCA Sukle jagat Suklam__VDaH _104.053
   svedaṃ svedābhilāṣiṇām__Vdha_079.037	svedam sveda aBilAziNAm__VDaH _079.037
   svedārdracaraṇo nṛpa__Vdha_094.014	sveda Ardra caraNaH nRpa__VDaH _094.014
   svena pāpakṛtāṃ varaḥ__Vdha_069.004	svena pApa kRtAm varaH__VDaH _069.004
   svenāṅgena janārdanaḥ__Vdha_090.015	svena aFgena janArdanaH__VDaH _090.015
   sve mahimni sthitaṃ devam__Vdha_071.002	sve mahimni sTitam devam__VDaH _071.002
   svair aṃśair bhūtabhāvanaḥ__Vdha_103.046	svEH aMSEH BUtaBAvanaH__VDaH _103.046
   svoṣṭhena sukapolena__Vdha_099.021	svozWena su kapolena__VDaH _099.021
   hatasyābhimukhasyājau__Vdha_061.013	hatasya aBimuKasya AjO__VDaH _061.013
   hataṃ mayā duṣṭam aśeṣam asya__Vdha_028.062	hatam mayA duzwam aSezam asya__VDaH _028.062
   hatā eva hi bhīravaḥ__Vdha_061.025	hatAH eva hi BIravaH__VDaH _061.025
   hatārātibalasya vai__Vdha_082.006	hata arAti balasya vE__VDaH _082.006
   hatāśvaś ca na hantavyaḥ__Vdha_061.022	hatASvaH ca na hantavyaH__VDaH _061.022
   hatāśvaś ca pated yuddhe__Vdha_061.010	hatASvaH ca patet yudDe__VDaH _061.010
   hatā hatās te bhavato dṛśaiva__Vdha_035.033	hatAH hatAH te BavataH dRSA eva__VDaH _035.033
   hato na hanyate sadbhir__Vdha_061.025	hataH na hanyate sadBiH __VDaH _061.025
   hato hiraṇyākṣamahāsuraḥ purā__Vdha_039.020	hataH hiraNyAkza mahA asuraH purA__VDaH _039.020
   hatau daityau nato 'smi tam__Vdha_002.019	hatO dEtyO nataH asmi tam__VDaH _002.019
   hatvā cāsurapuṅgavān__Vdha_077.068	hatvA ca asura puFgavAn__VDaH _077.068
   hatvātmapoṣaṇaṃ cakre__Vdha_094.010	hatvA Atma pozaNam cakre__VDaH _094.010
   hatvātmā sarvadehinām__Vdha_102.050	hatvA AtmA sarva dehinAm__VDaH _102.050
   hatvā hayagrīvam udāravīryaṃ__Vdha_035.044	hatvA hayagrIvam udAra vIryam__VDaH _035.044
   hatvā hy etāni saṃmūḍhaḥ__Vdha_052.001	hatvA hi etAni saMmUXaH__VDaH _052.001
   haniṣyāmi sudurvṛttāṃl__Vdha_066.063	hanizyAmi su durvRttAn= __VDaH _066.063
   hanta te kathayiṣyāmi__Vdha_068.007	hanta te kaTayizyAmi__VDaH _068.007
   hantavyā dānavās tena__Vdha_090.010	hantavyAH dAnavAH tena__VDaH _090.010
   hantā ghātayitā hiṃsyo__Vdha_073.048	hantA GAtayitAH hiMsyaH __VDaH _073.048
   hantā vaiśravaṇo yamaḥ__Vdha_063.011	hantA vESravaNaH yamaH__VDaH _063.011
   hantā śakraś ca rudraś ca__Vdha_063.011	hantA SakraH ca rudraH ca__VDaH _063.011
   hanti jñānapradānena__Vdha_075.028	hanti jQAna pradAnena__VDaH _075.028
   hanti tat keśavālaye__Vdha_004.019	hanti tat keSava Alaye__VDaH _004.019
   hanti dattāmbugaur nṛṇām__Vdha_088.028	hanti datta ambu gOH nRNAm__VDaH _088.028
   hantu pretaniśācarān__Vdha_069.019	hantu preta niSAcarAn__VDaH _069.019
   hantu bālagrahān imān__Vdha_028.044	hantu bAla grahAn imAn__VDaH _028.044
   hantum abhyāgato mṛgān__Vdha_094.032	hantum aByAgataH mRgAn__VDaH _094.032
   hantum icchatha dānavāḥ__Vdha_072.044	hantum icCaTa dAnavAH__VDaH _072.044
   hantu sarvāṇi naḥ śubhā__Vdha_102.051	hantu sarvANi naH SuBA__VDaH _102.051
   hantuṃ na śekuḥ śastrais tu__Vdha_072.014	hantum na SekuH SastrEH tu__VDaH _072.014
   hanyāt kṣatreṇa yaḥ śūras__Vdha_061.006	hanyAt kzatreNa yaH SUraH __VDaH _061.006
   hanyāt tripuruṣaṃ kulam__Vdha_060.031	hanyAt tri puruzam kulam__VDaH _060.031
   hanyuḥ paśūn manuṣyāṃś ca__Vdha_063.015	hanyuH paSUn manuzyAn ca__VDaH _063.015
   hanvau śatabhiṣāyoge__Vdha_029.024	hanvO SataBizA yoge__VDaH _029.024
   hayagrīveśa sarveśa__Vdha_028.019	hayagrIveSa sarva ISa__VDaH _028.019
   haraty agham aśeṣaṃ yo__Vdha_105.068	harati aGam aSezam yaH __VDaH _105.068
   haraty avidyām akhilāṃ__Vdha_075.*(120)	harati avidyAm aKilAm__VDaH _075.*(120)
   haraye keśavāya ca__Vdha_070.082	haraye keSavAya ca__VDaH _070.082
   haraye brahmarūpiṇe__Vdha_075.014	haraye brahma rUpiNe__VDaH _075.014
   haraye harimedhase__Vdha_092.016	haraye harimeDase__VDaH _092.016
   haraye harimedhase__Vdha_094.004	haraye harimeDase__VDaH _094.004
   harāmukasya duritaṃ__Vdha_028.021	harAmukasya duritam__VDaH _028.021
   harikṛṣṇeśakīrtanāt__Vdha_070.081	hari kRzNeSa kIrtanAt __VDaH _070.081
   haricaraṇābjaviniṣṭaśuddhabuddhiḥ__Vdha_092.042	hari caraNa abja vinizwa SudDa budDiH__VDaH _092.042
   haritānāṃ pitāmaha__Vdha_079.059	haritAnAm pitAmaha__VDaH _079.059
   harim uddiśya caivāgnau__Vdha_019.004	harim uddiSya ca eva agnO__VDaH _019.004
   harim evānukīrtayet__Vdha_019.002	harim eva anukIrtayet__VDaH _019.002
   harir ity akṣaradvayam__Vdha_068.059	hariH iti akzara dvayam__VDaH _068.059
   harir ity abhisaṃstutaḥ__Vdha_105.068	hariH iti aBisaMstutaH__VDaH _105.068
   harir dadāti bhadrāṇi__Vdha_039.051	hariH dadAti BadrANi__VDaH _039.051
   harir harati pāpāni__Vdha_105.034	hariH harati pApAni__VDaH _105.034
   harivarṇaṃ hariṃ namaḥ__Vdha_105.068	hari varNam harim namaH__VDaH _105.068
   hariśuśrūṣaṇe matiḥ__Vdha_073.031	hari SuSrUzaNe matiH__VDaH _073.031
   hariṣyati ca devānāṃ__Vdha_066.055	harizyati ca devAnAm__VDaH _066.055
   hariṣyanti balānvitāḥ__Vdha_105.023	harizyanti bala anvitAH__VDaH _105.023
   hariṃ kaṃcic chāpāmy aham__Vdha_076.059	harim kaMcid SApAmi aham__VDaH _076.059
   hariṃ kṛṣṇaṃ hṛṣīkeśaṃ__Vdha_070.043	harim kRzNam hRzIkeSam__VDaH _070.043
   hariṃ govardhanācale__Vdha_036.015	harim govarDana acale__VDaH _036.015
   hariṃ nābhau tu vinyaset__Vdha_028.*(18).033	harim nABO tu vinyaset __VDaH _028.*(18).033
   hariḥ kṛṣṇas tathaiva ca__Vdha_102.010	hariH kRzNaH taTA eva ca__VDaH _102.010
   hariḥ sarvepsitapradaḥ__Vdha_064.003	hariH sarva Ipsita pradaH__VDaH _064.003
   hare tvadanyad bhagavan kim asti__Vdha_094.085	hare tvad anyat Bagavan kim asti__VDaH _094.085
   harer dadāti hi phalaṃ__Vdha_003.048	hareH dadAti hi Palam__VDaH _003.048
   harer nāma japan bhaktyā__Vdha_018.*(10)	hareH nAma japan BaktyA__VDaH _018.*(10)
   harer nāma japed bhaktyā__Vdha_019.002	hareH nAma japet BaktyA__VDaH _019.002
   hares tiṣṭhati mandire__Vdha_003.042	hareH tizWati mandire__VDaH _003.042
   hartāro na tu dātāro__Vdha_105.050	hartAraH na tu dAtAraH __VDaH _105.050
   haryaśvasya kule jātaḥ__Vdha_094.032	haryaSvasya kule jAtaH__VDaH _094.032
   halasya voḍhāram anantavīryam__Vdha_059.024	halasya voXAram ananta vIryam__VDaH _059.024
   havir ekatra tiṣṭhati__Vdha_059.031	haviH ekatra tizWati__VDaH _059.031
   havir bhuñjīta vāgyataḥ__Vdha_041.012	haviH BuQjIta vAgyataH__VDaH _041.012
   haviṣā pāraṇe gate__Vdha_007.008	havizA pAraNe gate__VDaH _007.008
   haviṣyaṃ manujarṣabha__Vdha_019.008	havizyam manuja RzaBa__VDaH _019.008
   haviṣyānnaṃ ca naivedyam__Vdha_019.011	havizya annam ca nEvedyam__VDaH _019.011
   haviṣyānnaṃ ca bhojanam__Vdha_030.035	havizya annam ca Bojanam__VDaH _030.035
   haviṣyānnaṃ susaṃskṛtam__Vdha_084.014	havizya annam susaMskRtam__VDaH _084.014
   havyakavyavyapetasya__Vdha_059.021	havya kavya vyapetasya__VDaH _059.021
   havyakavyavyapeto 'pi__Vdha_052.021	havya kavya vyapetaH api__VDaH _052.021
   havyakavyāśanāvyaya__Vdha_002.038	havya kavya aSana avyaya__VDaH _002.038
   havyānāṃ paramaṃ ghṛtam__Vdha_081.008	havyAnAm paramam GRtam__VDaH _081.008
   havyena prīṇayed devān__Vdha_101.034	havyena prINayet devAn__VDaH _101.034
   hastapādaparicchedaṃ__Vdha_063.031	hasta pAda paricCedam__VDaH _063.031
   hastāṅgulyaś ca guhyakāḥ__Vdha_077.053	hasta aFgulyaH ca guhyakAH__VDaH _077.053
   hastābhyām upagṛhṇatām__Vdha_028.*(18).081	hastAByAm upagRhNatAm__VDaH _028.*(18).081
   hastāvalambadaṃ viṣṇuṃ__Vdha_093.008	hasta avalamba dam vizNum__VDaH _093.008
   hastāvalambado dhātrā__Vdha_094.028	hasta avalamba daH DAtrA__VDaH _094.028
   hastāvalambado hy eko__Vdha_003.022	hasta avalamba daH hi ekaH __VDaH _003.022
   haste caiva karadvayam__Vdha_029.022	haste ca eva kara dvayam__VDaH _029.022
   haṃsakāraṇḍavākīrṇaṃ__Vdha_094.019	haMsa kAraNxava AkIrNam__VDaH _094.019
   haṃsabarhiṇayuktena__Vdha_058.009	haMsa barhiNa yuktena__VDaH _058.009
   haṃsayuktena yānena__Vdha_046.*(53)	haMsa yuktena yAnena__VDaH _046.*(53)
   haṃsasārasayuktena__Vdha_056.026	haMsa sArasa yuktena__VDaH _056.026
   hānikramaḥ sa evokto__Vdha_038.042	hAni kramaH saH eva uktaH __VDaH _038.042
   hānir ā mṛtyuto nṛpa__Vdha_038.044	hAniH A mRtyutaH nRpa__VDaH _038.044
   hāniś cotkṛṣṭakarmaṇaḥ__Vdha_101.008	hAniH ca utkRzwa karmaNaH__VDaH _101.008
   hāniṃ cakre svakarmaṇām__Vdha_037.010	hAnim cakre sva karmaNAm__VDaH _037.010
   hāniṃ sarvavidhitsānām__Vdha_038.066	hAnim sarva viDitsAnAm__VDaH _038.066
   hāniḥ svalpāpi nāsti me__Vdha_002.053	hAniH su alpA api na asti me__VDaH _002.053
   hā māta ityādi rutaṃ__Vdha_032.050	hA mAte ityAdi rutam__VDaH _032.050
   hā mātas tāta tāteti__Vdha_032.053	hA mAtar tAta tAta iti__VDaH _032.053
   hārabhārārpitodaraḥ__Vdha_099.020	hAra BAra arpita udaraH__VDaH _099.020
   hāriṇīṃ sarvakāmadām__Vdha_028.*(18).112	hAriNIm sarva kAma dAm__VDaH _028.*(18).112
   hārdaprasrutalocanā__Vdha_090.041	hArda prasruta locanA__VDaH _090.041
   hārdena sakalaṃ janam__Vdha_101.035	hArdena sakalam janam__VDaH _101.035
   hāryaṃ hartā ca yaḥ svayam__Vdha_073.048	hAryam hartA ca yaH svayam__VDaH _073.048
   hāvair bhāvaiḥ smitais trāsais__Vdha_102.030	hAvEH BAvEH smitEH trAsEH __VDaH _102.030
   hāsakāraṇam āvayoḥ__Vdha_038.032	hAsa kAraNam AvayoH__VDaH _038.032
   hāsasya kāraṇaṃ deva __Vdha_038.030	hAsasya kAraNam deva __VDaH _038.030
   hāhākṛtam abhūt sarvaṃ__Vdha_078.020	hAhAkRtam aBUt sarvam__VDaH _078.020
   hāṃ hāṃ hūṃ hūṃ phaṭkāreṇa__Vdha_028.*(25).001	hAm hAm hUm hUm PawkAreNa__VDaH _028.*(25).001
   hitam uktaṃ ca pṛṣṭena__Vdha_094.055	hitam uktam ca pRzwena__VDaH _094.055
   hitaṃ ca vācyaṃ pṛṣṭena__Vdha_094.049	hitam ca vAcyam pRzwena__VDaH _094.049
   hitaṃ vopadiśed dharmam__Vdha_082.018	hitam vA upadiSet Darmam__VDaH _082.018
   hitāya teṣāṃ kapilādirūpiṇā__Vdha_035.046	hitAya tezAm kapila Adi rUpiNA__VDaH _035.046
   hitāya satatodyatāḥ__Vdha_032.054	hitAya satata udyatAH__VDaH _032.054
   himakhaṇḍacayāchanno__Vdha_023.027	hima KaNxa caya ACanno__VDaH _023.027
   himendukundasphaṭikābhrakomalaṃ__Vdha_039.042	hima indu kunda sPawika aBra komalam__VDaH _039.042
   hiraṇyakaśipucchide__Vdha_028.*(20).013	hiraNyakaSipu= Cide__VDaH _028.*(20).013
   hiraṇyakaśipur daityas__Vdha_066.052	hiraNyakaSipuH dEtyaH __VDaH _066.052
   hiraṇyakaśipuḥ pūrvaṃ__Vdha_002.019	hiraNyakaSipuH pUrvam__VDaH _002.019
   hiraṇyakaśipoḥ sutaḥ__Vdha_003.005	hiraNyakaSipoH sutaH__VDaH _003.005
   hiraṇyagarbhagarbhāya__Vdha_092.016	hiraNyagarBa garBAya__VDaH _092.016
   hiraṇyagarbhapataye__Vdha_028.*(20).013	hiraNyagarBa pataye__VDaH _028.*(20).013
   hiraṇyagarbhasahitaṃ__Vdha_087.004	hiraNyagarBa sahitam__VDaH _087.004
   hiraṇyagarbhas tacchāntiṃ__Vdha_038.064	hiraNyagarBaH tad SAntim__VDaH _038.064
   hiraṇyagarbhaṃ kapilaṃ__Vdha_095.025	hiraNyagarBam kapilam__VDaH _095.025
   hiraṇyagarbhaṃ bhūgarbham__Vdha_068.013	hiraNyagarBam BU garBam__VDaH _068.013
   hiraṇyagarbhācyutarudrarūpī__Vdha_039.008	hiraNyagarBa acyuta rudra rUpI__VDaH _039.008
   hiraṇyagarbho bhagavān__Vdha_098.006	hiraNyagarBaH BagavAn__VDaH _098.006
   hiraṇyadānaṃ godānaṃ__Vdha_053.002	hiraNya dAnam go dAnam__VDaH _053.002
   hiraṇyadānaṃ ca tathā viśiṣṭaṃ__Vdha_048.006	hiraNya dAnam ca taTA viSizwam__VDaH _048.006
   hiraṇyadāḥ sukhaṃ yānti__Vdha_045.019	hiraNya dAH suKam yAnti__VDaH _045.019
   hiraṇyanābhaṃ varapadmanābham__Vdha_067.046	hiraNyanABam vara padmanABam__VDaH _067.046
   hiraṇyanābho rājanyas__Vdha_098.028	hiraNyanABaH rAjanyaH __VDaH _098.028
   hiraṇyam athavājinam__Vdha_089.044	hiraNyam aTavA ajinam__VDaH _089.044
   hiraṇyaratnaracitān__Vdha_079.071	hiraNya ratna racitAn__VDaH _079.071
   hiraṇyaretase 'cintya __Vdha_092.010	hiraNyaretase acintya __VDaH _092.010
   hiraṇyaṃ dakṣiṇāṃ dattvā__Vdha_084.022	hiraNyam dakziNAm dattvA__VDaH _084.022
   hiraṇyaṃ vācayitvāgre__Vdha_085.006	hiraNyam vAcayitvA agre__VDaH _085.006
   hiraṇyākṣaripo deva__Vdha_090.026	hiraNyAkza ripaH deva__VDaH _090.026
   hiraṇyākṣaś ca te ripuḥ__Vdha_002.019	hiraNyAkzaH ca te ripuH__VDaH _002.019
   hiraṇyākṣaṃ ca durvṛttaṃ__Vdha_066.049	hiraNyAkzam ca durvRttam__VDaH _066.049
   hiraṇyoparisaṃsthitām__Vdha_085.005	hiraNya upari saMsTitAm__VDaH _085.005
   hiṃsakāḥ puruṣādhamāḥ__Vdha_023.016	hiMsakAH puruza aDamAH__VDaH _023.016
   hiṃsādidūṣitaḥ kāyaḥ__Vdha_008.012	hiMsA Adi dUzitaH kAyaH__VDaH _008.012
   hiṃsādirahitaḥ kāyaḥ__Vdha_008.009	hiMsA Adi rahitaH kAyaH__VDaH _008.009
   hiṃsādoṣo na bādhate__Vdha_063.*(79)	hiMsA dozaH na bADate__VDaH _063.*(79)
   hiṃsādhau yo na sajyate__Vdha_074.031	hiMsADO yaH na sajyate__VDaH _074.031
   hiṃsāyāṃ ca manuṣyāṇāṃ__Vdha_073.014	hiMsAyAm ca manuzyANAm__VDaH _073.014
   hiṃsāratiparāyaṇāḥ__Vdha_105.050	hiMsA arati parAyaNAH__VDaH _105.050
   hīnās tais taiḥ sādhanair vipravarya__Vdha_032.075	hInAH tEH tEH sADanEH vipra varya__VDaH _032.075
   hutāny aśraddhayā yāni__Vdha_077.084	hutAni aSradDayA yAni__VDaH _077.084
   hutāśanena prahitā__Vdha_070.093	hutASanena prahitA__VDaH _070.093
   hūyate ca punar dvābhyāṃ__Vdha_068.*(109)	hUyate ca punar dvAByAm__VDaH _068.*(109)
   hūhū gandharvasattamaḥ__Vdha_067.060	hUhU ganDarva sattamaH__VDaH _067.060
   hṛtarājyo hṛtaś cāsya__Vdha_075.036	hRta rAjyaH hRtaH ca asya__VDaH _075.036
   hṛtaṃ yaiś ca jalaṃ te 'pi__Vdha_023.012	hRtam yEH ca jalam te api__VDaH _023.012
   hṛtaṃ rājyaṃ na duḥkhāya__Vdha_075.037	hRtam rAjyam na duHKAya__VDaH _075.037
   hṛtāni tejāṃsi mahāsurāṇām__Vdha_076.029	hRtAni tejAMsi mahA asurANAm__VDaH _076.029
   hṛtāni vas tena bale vapūṃṣi__Vdha_076.030	hRtAni vaH tena bale vapUMzi__VDaH _076.030
   hṛtān hayaśirā bhūtvā__Vdha_066.009	hRtAn hayaSirAH BUtvA__VDaH _066.009
   hṛdayasthe janārdane__Vdha_002.029	hRdaya sTe janArdane__VDaH _002.029
   hṛdayaṃ ca paraṃ brahma__Vdha_077.059	hRdayam ca param brahma__VDaH _077.059
   hṛdayaṃ cāśvinīṣu vai__Vdha_030.031	hRdayam ca aSvinIzu vE__VDaH _030.031
   hṛdayaṃ saṃniveśitam__Vdha_073.053	hRdayam saMniveSitam__VDaH _073.053
   hṛdayālambanaṃ hareḥ__Vdha_003.040	hRdaya Alambanam hareH__VDaH _003.040
   hṛdaye kuru pārthiva__Vdha_073.057	hRdaye kuru pArTiva__VDaH _073.057
   hṛdaye cāpi kaunteya__Vdha_036.024	hRdaye ca api kOnteya__VDaH _036.024
   hṛdaye na janārdanaḥ__Vdha_079.134	hRdaye na janArdanaH__VDaH _079.134
   hṛdayena śuśoca tān__Vdha_072.083	hRdayena SuSoca tAn__VDaH _072.083
   hṛdayenābhivāñchanti__Vdha_084.028	hRdayena aBivAQCanti__VDaH _084.028
   hṛdayenaiva kevalam__Vdha_008.008	hRdayena eva kevalam__VDaH _008.008
   hṛdaye yasya nācyutaḥ__Vdha_105.060	hRdaye yasya na acyutaH__VDaH _105.060
   hṛdaye vāci cakṣuṣi__Vdha_079.108	hRdaye vAci cakzuzi__VDaH _079.108
   hṛdaye saṃniveśaya__Vdha_073.056	hRdaye saMniveSaya__VDaH _073.056
   hṛdaye 'sya hariḥ sthitaḥ__Vdha_073.032	hRdaye asya hariH sTitaH__VDaH _073.032
   hṛdi sarvasy adhiṣṭhitam__Vdha_095.019	hRdi sarvasi aDizWitam__VDaH _095.019
   hṛdisthaḥ sarvadehinām__Vdha_002.051	hRdisTaH sarva dehinAm__VDaH _002.051
   hṛdi sthite sarvajanasya viṣṇau__Vdha_092.038	hRdi sTite sarva janasya vizNO__VDaH _092.038
   hṛṣīkeśa namo 'stu te__Vdha_093.009	hRzIkeSa namaH astu te__VDaH _093.009
   hṛṣīkeśasya kīrtanāt__Vdha_028.064	hRzIkeSasya kIrtanAt __VDaH _028.064
   hṛṣīkeśa harāśubham__Vdha_028.019	hRzIkeSa hara aSuBam__VDaH _028.019
   hṛṣīkeśa hṛṣīkeśa__Vdha_093.009	hRzIkeSa hRzIkeSa__VDaH _093.009
   hṛṣīkeśaṃ tathārbude__Vdha_036.019	hRzIkeSam taTA arbude__VDaH _036.019
   hṛṣīkeśaṃ bhayeṣu ca__Vdha_040.023	hRzIkeSam Bayezu ca__VDaH _040.023
   hṛṣīkeśāya ceśāya__Vdha_092.019	hRzIkeSAya ca ISAya__VDaH _092.019
   hṛṣīkeśāya dattavān__Vdha_076.086	hRzIkeSAya dattavAn__VDaH _076.086
   hṛṣīkeśāya devāya__Vdha_088.038	hRzIkeSAya devAya__VDaH _088.038
   hṛṣīkeśāya vedhase__Vdha_089.010	hRzIkeSAya veDase__VDaH _089.010
   hṛṣīkeśāya vai namaḥ__Vdha_090.020	hRzIkeSAya vE namaH__VDaH _090.020
   hṛṣīkeśeti cāparam__Vdha_005.025	hRzIkeSa iti ca aparam__VDaH _005.025
   hṛṣīkeśena keśavam__Vdha_013.013	hRzIkeSena keSavam__VDaH _013.013
   hṛṣīkeśe parāṅmukhe__Vdha_073.030	hRzIkeSe parAFmuKe__VDaH _073.030
