   āmnāyasya //	AmnAyasya //
   evaṃ ''yajjuhvāṃ gṛhṇāti prayājebhyastat yadupabhṛti (gṛhṇāti)	evam aayat-juhvAm gRhNAti prayAjeByaH-tat yat-upaBRti (gRhNAti)
   prayājānūyājebhyastaditi sāmānyaśāstrayoḥ ''atihāye ḍo barhi''	prayAja-anUyAjeByaH-tat-iti sAmAnya-SAstrayoH aaatihAye xaH barhi-aa
   rityaupabhṛtājyasamānayanakālavidhitor'thalabhyopasaṃhāra eva natu	riti-OpaBRta-Ajya-samAnayana-kAla-viDitor-aTalaBya-upasaMhAraH eva na-tu
   parisaṅkhyā /	parisaFKyA /
   ataeva---''samānayanaṃ tumukhyaṃ syālliṅgadarśanā'' diti	ataeva----aasamAnayanam tumuKyam syAt-liFga-darSanA-aa diti
   cāturthikādhaikaraṇe śāstradīpikāyāṃ 'prayājānūyājebhya'	cAturTika-aDEkaraNe SAstra-dIpikAyAm aprayAja-anUyAjeBya-a
   ityaviśeṣaśravaṇaṃ ''atihāye ḍo barhi'' riti	iti-aviSeza-SravaNam aaatihAye xaH barhi-aa riti
   kālavidhibalāduparitanaprayājadvayaviṣayamupasaṃhriyate iti granthena	kAla-viDi-balAt-uparitana-prayAja-dvaya-vizayam-upasaMhriyate iti granTena
   upasaṃhāratvamevoktam /	upasaMhAra-tvam-eva-uktam /
   evaṃ patnīsaṃyājāntā prāyaṇīyā santiṣṭhate	evam patnI-saMyAja-antA prAyaNIyA santizWate
   ityādāvapyatideśasāmānyavidheraspaṣṭatvāt	iti-AdO=-api-ati-deSa-sAmAnya-viDera-spazwa-tvAt
   samupasṛṣṭatiṣṭhativācyārthoparamākhyasaṃsthāvidhyarthalabhyopasaṃhāra eva	samupasRzwa-tizWati-vAcya-arTa-uparama-AKya-saMsTA-viDi-arTa-laBya-upasaMhAraH eva
   etenaitādṛśeṣu udāharaṇeṣu parisaṅkhyātvopapādanaṃ dīkṣitānāmayuktameva /	etena-etAdRSezu udAharaNezu parisaFKyAtvA-upapAdanam dIkzitAnAm-ayuktam-eva /
   astuvaivam /	astuva-evam /
   vidheḥ sarvatrārthāntaravidhyarthalabhyānyavyāvṛttiḥ, natu sā	viDeH sarvatra-arTa-antara-viDi-arTa-laByAni-avyAvRttiH, na-tu sA
   prāptaparisaṅkhyeti vyavahriyate; śrutavidhīnāmeva	prApta-parisaFKyA-iti vyavahriyate; Sruta-viDInAm-eva
   apūrvaniyamaparisaṅkhyāvyapadeśāt /	apUrva-niyama-parisaFKyA-vyapadeSAt /
   nahi paramparayā varjanabuddhiphalako parisahkhyāvidhiḥ; niyamavidherapi	na-hi paramparayA varjana-budDi-PalakaH parisahKyA-viDiH; niyama-viDeH-api
   tathātvāpatteḥ /	taTA-tva-ApatteH /
   tataśvāvaghātādividhau paramparayopāyāntarapariśahkhyāphalatve	tataSva-avaGAta-Adi-viDO paramparayA-upAya-antara-pariSahKyA-Pala-tve
   sākṣānniyamamātraṃ phalamiti niyamavidhitvenaiva vyapadeśaḥ /	sAkzAt-niyama-mAtram Palam-iti niyama-viDi-tvena-eva vyapadeSaH /
   evaṃ ṣāntaḍāntasaṅkhyāvidhyādiṣvapi	evam zAntaxa-anta-saFKyA-viDi-Adizu-api
   sākṣādaprāptapāribhāṣikasaṅkhyādiprāpakatvamevetyapūvravidhitvenaiva	sAkzAt-aprApta-pAriBAzika-saFKyA-Adi-prApaka-tvam-eva-iti-apUvra-viDi-tvena-eva
   vyapadeśo yuktaḥ /	vyapadeSaH yuktaH /
   naca etadvidhyanyathānupapacyā vidhyantaraṃ kalpyate, yasya	na-ca etat-viDi-anyaTA-anupapacyAH viDi-antaram kalpyate, yasya
   prāptaparisaṅkhyātvavyapadeśaḥ syāt, kintu	prApta-parisaFKyAtva-vyapadeSaH syAt, kintu
   aupabhṛdājyaviniyojakavidhigatoddeśyasamarpakaprayājapadena	OpaBRt-Ajya-viniyojaka-viDi-gata-uddeSya-samarpaka-prayAja-padena
   viśeṣalakṣaṇaiva labhyate /	viSeza-lakzaNA-eva laByate /
   ato 'pi na teṣu yuktaṃ parisaṅkhyātvam iti //	atas api na tezu yuktam parisaFKyA-tvam iti //
   (pratīyamāne phalatraye yatparatvena vākyasārthakyaṃ	(pratIyamAne Palatraye yat-paratvena vAkya-sArTakyam
   tadvidhitvavyapadeśopapādanādinā	tad-viDi-tva-vyapadeSa-upapAdana-AdinA
   sāmānyavidhirityasyopasaṃhāraparisaṅkhyayorvailakṣaṇyamātrapradarśakatvopapādanenaca	sAmAnya-viDiH-iti-asya-upasaMhAra-parisaFKyayoH-vElakzaNya-mAtra-pradarSaka-tva-upapAdanena-ca
   prakāśakāramatādvailakṣaṇyanirūpaṇam) atredamavadheyam---anena	prakASa-kAra-matAt-vElakzaNya-nirUpaNam) atra-idam-avaDeyam----anena
   spaṣṭarūpaviṣayabhedapradarśanena parisaṅkhyālakṣaṇe	spazwa-rUpa-vizaya-Beda-pradarSanena parisaFKyA-lakzaNe
   spaṣṭavidhitatprāptyapekṣatvaṃ vivakṣitamiti gamyate /	spazwa-viDi-tad-prApti-apekza-tvam vivakzitam-iti gamyate /
   upasaṃhāreca tadabhāvānnātivyāptiriti bhavato matam /	upasaMhAreca tad-aBAvAt-na-ativyAptiH-iti BavataH matam /
   tatra bhavanmate atideśavidheḥ spaṣṭatvamaspaṣṭatvaṃ veti vaktavyam /	tatra Bavat-mate atideSa-viDeH spazwa-tvam-aspazwa-tvam vA-iti vaktavyam /
   ādye---patnīsaṃyājāntā prāyaṇīyetyādāvapyupasaṃhārānāpattiḥ,	Adye---patnI-saMyAja-antA prAyaNIyA-ityAdO=-api-upasaMhAra-an-ApattiH,
   gṛhamedhīyagatasaptamapakṣopasaṃhārānāpattiśva /	gRhameDIya-gata-saptama-pakza-upasaMhAra-an-ApattiSva /
   dvitīye pañcamapakṣopapāditaprāptaparisaṅkhayāyāmavyāptiḥ //	dvitIye paQcama-pakza-upapAdita-prApta-parisaFKayAyAm-a-vyAptiH //
   kiñca. vidhigataṃ spaṣṭatvamaspaṣṭatvamapi durvacam, kutovā'gneyavidhiḥ	kiQca. viDi-gatam spazwa-tvam-aspazwa-tvam-api durvacam, kutas-vA-agneya-viDiH
   spaṣṭaḥ aspaṣṭaśva ''puroḍāśaṃ caturdhā karotītyayamiti na pratīmaḥ /	spazwaH aspazwa-Sva aapuroxASam caturDA karoti-iti-ayam-iti na pratImaH /
   yadapyastuvaivaṃvidhetyādinānyanivṛtterarthalabhyatve 'pi	yat-api-astu-vEvaMviDA-ityAdinA-anya-nivRtteH-arTa-laBya-tve api
   śrutavidheraprāpyaprāpakatvenāpūrvavidhitvenaiva vyapadeśānna	Sruta-viDera-prApya-prApaka-tvena-apUrva-viDi-tvena-eva vyapadeSAt-na
   parisaṅkhyāvidhitvamiti, tadapyasat; tathātve arthaprāpteḥ pūrvapravṛcyā	parisaFKyA-viDi-tvam-iti, tat-api-asat; taTA-tve arTa-prApteH pUrva-pravRcyA
   pravṛtte	pravRtte
   'śvābhidhānyādānvidhāvapyaprāptaprāpakatayāpūrvavidhitvasyaivāpattau	aSva-aBiDAnya-adAn-viDO=-api-aprApta-prApaka-tayA-apUrva-viDi-tvasya-eva-ApattO
   ''parisaṅkhyāve'' ti sūtroktaparisaṅkhyātvavyapadeśānāpatteḥ /	aaparisaFKyAve-aa ti sUtra-ukta-parisaFKyAtu-a-vyapadeSa-anApatteH /
   ato 'traivaṃ parihartavyam /	atas atra-evam parihartavyam /
   yatra dvitriphalakatvena pratīyamāneṣu yena svavaiyarthyaṃ parihriyate,	yatra dvi-tri-Palaka-tvena pratIyamAnezu yena sva-vEyarTyam parihriyate,
   teṣu tatphalakavidhitvena vyapadeśaḥ /	tezu tad-Palaka-viDi-tvena vyapadeSaH /
   tādṛgvyapadeśamādāyemāni lakṣaṇāni /	tAdRS-vyapadeSam-AdAya-imAni lakzaNAni /
   tatphalaṃ sannikṛṣṭaṃ viprakṛṣṭaṃ vāstu /	tad-Palam sannikRzwam viprakRzwam vA-astu /
   ataeva phalata lakṣamasamanvayaṃ darśayati---atreti //	ataeva Palata lakzam-asamanvayam darSayati----atra-iti //
   parisaṅkhyāvidhitvaṃ nāśrayaṇīyamiti niyamasyaivetyevakāreṇa kūcitam /	parisaFKyA-viDi-tvam na-ASrayaNIyam-iti niyamasya-eva-iti-evakAreNa kUcitam /
   niyamaphalakatvācceti //	niyama-Palaka-tvAt-ca-iti //
   etena---laghubhūte vidheyagataphalatve saṃbhavati vrīhipade	etena-----laGu-BUte viDeya-gata-Pala-tve saMBavati vrIhi-pade
   'pūrvasādhanatvalakṣaṇāyāṃ vrīhitvasyāpi gūrabhūtasya praveśena	apUrva-sADana-tva-lakzaNAyAm vrIhitvasya-api gUra-BUtasya praveSena
   yavaparisaṅkhyāparatvena sārthakyaṃ tathādhvaryukartṛkatvaniyamaprāptyā vā	yava-parisaFKyA-paratvena sArTakyam taTA-aDvaryu-kartRka-tva-niyama-prAptyA vA
   sārthakyaṃ vidhirasāyanoktaṃ---parāstam; avarakṣo divaḥ vadhyāsamagnaye vo	sArTakyam viDi-rasAyana-uktaM----parAH-tam; avarakzaH divaH vaDyAsam-agnaye vaH-
   juṣṭaṃ prokṣāmi iti mantrayoruttamapuruṣeṇa	juzwam prokzAmi iti mantrayoH-uttama-puruzeNa
   pratīyamānamantroccārayitṛkartṛkatvapratītyaiva tayostanniyamasya	pratIyamAna-mantra-uccArayitR-kartRka-tva-pratItya-eva tayoH-tad-niyamasya
   prāptatvācca /	prApta-tvAt-ca /
   ataeva---naivaṃvidhaṃ adhvaryukartṛkatvaprāptau mantraliṅgam /	ataeva---nEvaMviDam aDvaryu-kartRka-tva-prAptO mantra-liFgam /
   yathā prathane /	yaTA praTane /
   tatra mantrasya ādhvaryavatve 'pi prathane tanniyamaprāpakatayā vidhiriṣṭa	tatra mantrasya ADvaryavatve api praTane tad-niyama-prApaka-tayA viDiH-izwa
   eveti bhāvaḥ //	eva-iti BAvaH //
   (pākṣikatvānanugamena niyamavidhyananugamākṣepaḥ) nanu pākṣikatvabhedena	(pAkzika-tvAn-anugamena niyama-viDi-ananugam-AkzepaH) nanu pAkzika-tva-Bedena
   tadayogasyāpi bhedāllakṣaṇānanugamaḥ; kāryopāyadvayapākṣikatvaparatve	tad-ayogasya-api BedAt-lakzaNAn-anugamaH; kArya-upAya-dvaya-pAkzika-tva-paratve
   ekaikaniyame 'vyāpteḥ, kāryasyaivopāyasyaivavā parākṣikatvaparatve	ekEka-niyame avyApteH, kAryasya-eva-upAyasya-evavA parAkzika-tva-para-tve
   'nyataraniyamāvyāpteḥ, kāryopāyadvayamanugamayya vidhyupāttasya	anyatara-niyama-avyApteH, kArya-upAya-dvayam-anugamayya viDi-upAttasya
   pākṣikatvaparatve vidhyanupāttaniyamāvyāp teḥ, upāttamanupāttañcānugamayya	pAkzika-tva-para-tve viDi-anupAtta-niyama-avyAp teH, upAttam-anupAt-taQca-anuga-mayya
   niyamyasya pākṣikatvoktau niyamyapratidvandvināmeva pākṣikatvavati	niyamyasya pAkzika-tva-uktO niyamya-pratidvandvinAm-eva pAkzikatvavati
   niyamavidhāvavyāpteḥ, niyamyasyānyasyavā yasya kasyacit	niyama-viDO=-avyApteH, niyamyasya-anyasyavA yasya kasyacid-
   pākṣikatvaparatvoktau pākṣikatvamātrarahiteṣu niyamavidhiṣvavyāpteḥ /	pAkzika-tva-para-tva-uktO pAkzika-tva-mAtra-rahitezu niyama-viDizu-avyApteH /
   evanta hetuḥ kutrāpi kāryamiti śloke	evanta hetuH kutra-api kAryam-iti Sloke
   vidhirasāyanadarśitatadudāharaṇāvyāptibhyaḥ kathaṃ muktirityata	viDi-rasAyana-darSita-tad-udAharaNa-avyAptiByaH kaTam muktiH-iti-ata
   āha---evaṃvidhabhedasatve 'pīti //	Aha---evaMviDa-Beda-satve api-iti //
   etanniṣkarṣaśva kostubhe draṣṭavyaḥ //	etat-nizkarzaSva kostuBe drazwavyaH //
   <B1> bhāve vrīhīṇāmākṣepeṇa pakṣaprāptatvāt /	<B1> BAve vrIhINAm-AkzepeNa pakza-prApta-tvAt /
   evaṃvidhabhedasacve 'pi cāyogavyāvṛttimātrasyaiva lakṣaṇe praveśānna ko	evaMviDa-Beda-sacve api ca-ayoga-vyAvRtti-mAtrasya-eva lakzaNe praveSAt-na kaH-
   'pi doṣaḥ /	api dozaH /
   <B2> (dṛṣṭārthatvaṃ niyamavidhilakṣaṇamiti vidhirasāyanakhaṇḍanam)	<B2> (dRzwa-arTa-tvam niyama-viDi-lakzaNam-iti viDi-rasAyana-KaNxanam)
   evamācāryakṛte niyamavidhilakṣaṇe svayaṃ	evam-AcArya-kRte niyama-viDi-lakzaNe svayam
   vidhirasāyanakṛtānānāvidhāvyāptyativyāptīḥ pradarśya tallakṣaṇāyuktatāṃ	viDi-rasAyana-kRta-AnAnAviDa-avyApti-ati-vyAptIH pradarSya tad-lakzaNa-Ayukta-tAm
   matvā dṛṣṭārthatvaṃ niyamavidhilakṣaṇaṃ siddhāntitam /	matvA dRzwa-arTa-tvam niyama-viDi-lakzaNam sidDAntitam /
   tadyadyapi dṛṣṭaphalabodhakeṣu kārīryādividhiṣu ativyāptam ;	tat-yadi-api dRzwa-Pala-boDakezu kArIrya-Adi-viDizu ati-vyAptam ;
   tathāpyadṛṣṭādvārakatve satīti viśeṣaṇānnātivyāptamityupapāditam,	taTA-api-adRzwAt-vAraka-tve satI-iti viSezaNAt-na-ati-vyAptam-iti-upapAditam,
   tadanūdya dūṣayati -- yattviti /	tad-anUdya dUzayati - yat-tu-iti /
   spaṣṭor'thaḥ /	spazwoH-aTaH /
   ityādāvityādipadena vaikṛte "bṛhatpṛṣṭhaṃ bhavatī"ti	iti-AdO=-ityAdi-padena vEkRte "bRhat-pRzWam BavatI"ti
   niyamavidhāvapyavyāptiḥsūcitā //	niyama-viDO=-api-avyAptiH-sUcitAH //
   kiñca vidhiviṣayasya dṛṣṭārthatvavivakṣāyāṃ	kiQca viDi-vizayasya dRzwa-arTa-tva-vivakzAyAm
   mantraparisaṅkhyāvidhāvativyāptiḥ /	mantra-parisaFKyA-viDO=-ati-vyAptiH /
   vidhitātparyaviṣayībhūtaphalasya tadvivakṣāyāṃ asaṃbhavo	viDitAtparya-vizayIBUta-Palasya tad-vivakzAyAm asaMBavaH-
   niyamasyādṛṣṭārthatvādityapi dūṣaṇaṃ ūhyam //	niyamasya-adRzwa-arTa-tvAt-iti-api dUzaNam Uhyam //
   (ayogavyāvṛttiphalatvalakṣaṇasya pratīkavidhau samanvayīkaraṇam)	(a-yoga-vyAvRtti-Palatva-lakzaNasya pratIka-viDO samanvayIkaraNam)
   yadyapīdaṃ "yadi somaṃ na vinde" diti pratīkaniyamavidhāvavyāptam ;	yadi-api-idam "yadi somam na vinde" diti pratIka-niyama-viDO=-avyAptam ;
   susadṛśanyāyena atyantavisadṛśānāṃ pratīkānāṃ sarvadaivāyogasatvena	su-sadRSa-nyAyena atyanta-visadRSAnAm pratIkAnAm sarva-dEva-ayoga-satvena
   pākṣikāyogāprasakteḥ ; tathāpi somābhāve	pAkzikA-yoga-aprasakteH ; taTA-api soma-aBAve
   karmacodanayāniyatayatkiñciddravyākṣepe prāpte yāvannyāyena susadṛśaṃ	karma-codanayA-aniyatayat-kiQcid-dravyAkzepe prApte yAvat-nyAyena su-sadRSam
   niyantumupakramyate tataḥ pūrvameva pratīkavidheḥ pravṛttyaṅgīkāreṇa	niyantum-upakramyate tatas pUrvam-eva pratIka-viDeH pravRtti-aFgIkAreNa
   tasyāṃ daśāyāṃ pratīkasādhāraṇyena pakṣaprāpterupapatternna doṣaḥ //	tasyAm daSAyAm pratIka-sADa-araNyena pakza-prApteH-upapatteH-nna dozaH //
   (patnīsaṃyājāntānyahāni saṃtiṣṭhanta ityatrāpi	(patnI-saMyAja-antAni-ahAni saMtizWante iti-atra-api
   śaṅkānirākaraṇapūrvakasamanvayīkaraṇam) nanu --- sarvatra kathañcit	SaFkA-nirAkaraNa-pUrvaka-samanvayIkaraNam) nanu -- sarvatra kaTaQcid-
   lakṣaṇānvaye 'pi "patnīsaṃyājāntānyahāni santiṣṭhante" iti niyamavidhau	lakzaNa-anvaye api "patnI-saMyAja-antAni-ahAni santizWante" iti niyama-viDO
   patnīsaṃyājāntatvasya pākṣikāyogābhāvaḥ ; ahnāṃ dvādaśānāṃ	patnI-saMyAja-anta-tvasya pAkzikA-yoga-aBAvaH ; ahnAm dvAdaSAnAm
   sahatvasidhyarthaṃ hāriyojanaparyantasyaiva	sahatva-siDi-arTam hAri-yojana-paryantasya-eva
   sutyāgatadvādaśatvānurodhādāvartanīyasya tatraiva avasthānaprāptiḥ, athavā	su-tyA-gata-dvAdaSatva-anuroDAt-AvartanIyasya tatra-eva avasTAna-prAptiH, aTavA
   sutyākālīnānāmaiṣṭikapaśukarmaṇāṃ sāṅgānāṃ tatra tatrāhani	su-tyA-kAlI-nAnAm-Ezwika-paSu-karmaNAm sa-aFgAnAm tatra tatra-ahani
   bhedenānuṣṭhānasya ekādaśe vakṣyamāṇatvāt	Bedena-anuzWAnasya ekAdaSe vakzyamANa-tvAt-
   kārtsnyenaiṣṭikapāśukaprayogasamāptyanantarameva tatprāpteḥ	kArtsnyena-Ezwika-pASuka-prayoga-samApti-anantaram-eva tad-prApteH
   taduttarabhāvipatnīsaṃyājādīnāṃ kathamapi pakṣe prāptyabhāvaḥ, ataḥ	tad-uttara-BAvi-patnI-saMyAja-AdInAm kaTam-api pakze prApti-aBAvaH, atas-
   patnīsaṃyājānto 'gnīṣomīyaḥ santiṣṭhate itivadapūrvavidhitvasyaiva	patnI-saMyAja-antaH agnIzomIyaH santizWate iti-vat-apUrva-viDi-tvasya-eva
   āpattiḥ-- iti cet, parihṛtametadvidhirasāyanakhaṇḍane prakāśakāraiḥ //	ApattiH- iti cet, parihRtam-etat-viDi-rasAyana-KaNxane prakASa-kArEH //
   na hi sutyākālīnatvena sarveṣāmāvṛttiḥ tadadhikaraṇaviṣayaḥ, kintu	na hi sutyA-kAlIna-tvena sarvezAm-AvRttiH tad-aDikaraNa-vizayaH, kintu
   sutyāntargatānāmeveti tena hāriyojanāntasyaiva pārthakyaniyame	sutya-antargatAnAm-eva-iti tena hAri-yojana-antasya-eva pArTakya-niyame
   taduttareṣāṃ saumikānāṃ aiṣṭikānāṃ ca āvṛttyaniyame kimuttarasya	tad-uttarezAm sOmikAnAm EzwikAnAm ca AvRtti-a-niyame kim-uttarasya
   sarvasyaiva sahatvasidhyarthaṃ tantratvamutāvṛttyānuṣṭhāne prasakte kiṃ	sarvasya-eva sahatva-siDi-arTam tantra-tvam-uta-AvRttya-anuzWAne prasakte kim
   tantratvaṃ daśānāṃ pañcadaśānāṃ viṃśatīnāṃ vetyādyaniyamaprasaktau	tantra-tvam daSAnAm paQcadaSAnAm viMSatInAm vA-ityAdya-niyama-prasaktO
   patnīsaṃyājāntatā niyamyata iti //	patnI-saMyAja-anta-tA niyamyate iti //
   (hiraṇyagarbhaḥ samavartateti vākyasya	(hiraNyagarBaH samavartata-iti vAkyasya
   vidhirasāyanoktaniyamavidhitvakhaṇḍanenāpūrvavidhitvavyavasthāpanam)	viDi-rasAyana-ukta-niyama-viDi-tva-KaNxanena-apUrva-viDi-tva-vyavasTApanam)
   ataeva tatra "hiraṇyagarbhaḥ samavartatāgra ityāghāramāghārayatī"tyādau	ataeva tatra "hiraNyagarBaH samavartata-agre iti-AGAram-AGArayatI"tyAdO
   hiraṇyagarbhaprakāśakasya mantrasya kathamapyaindrādyāghāre	hiraNyagarBa-prakASakasya mantrasya kaTam-api-Endra-Adi-AGAre
   indraliṅgarahitatvātprāptyasaṃbhavaḥ tatra satyapi	indra-liFga-rahita-tvAt-prApti-asaMBavaH tatra sati-api
   kḷptaniyamādṛṣṭajanakatvenottarāghāre mantravidhāvapūrvavidhitvameveti	k?pta-niyama-adRzwa-janaka-tvena-uttara-AGAre mantra-viDO=-apUrva-viDi-tvam-eva-iti
   kaustubhe draṣṭavyam /	kOstuBe drazwavyam /
   evañca tatra niyamavidhitvavyavahāraḥ paraṃ	evaQca tatra niyama-viDi-tva-vyavahAraH param
   kḷptaniyamādṛṣṭajanakatvamātreṇa gauṇa eva /	k?pta-niyama-adRzwa-janakatva-mAtreNa gONaH eva /
   anayaiva rītyā "utkare vājinamāsādayati" "paridhau paśuṃ niyuñjīta"	anayA-eva rItyA "utkare vAjinam-AsAt-ayati" "pariDO paSum niyuQjIta"
   ityādividhiṣu utkaraparidhyaṃśe	ityAdi-viDizu utkara-pariDi-aMSe
   pakṣaprāptyabhāvenāpūrvavidhitvameveṣṭavyamiti	pakza-prApti-aBAvena-apUrva-viDi-tvam-eva-izwavyam-iti
   vidhirasāyanoktāvyāptiparihāro draṣṭavyaḥ /	viDi-rasAyana-ukta-avyApti-parihAraH drazwavyaH /
   yattu vidhirasāyanīyapañcadaśaślokakhaṇḍane hiraṇyagarbhamantrasya	yat-tu viDirasAyanIya-paQcadaSa-Sloka-KaNxane hiraNyagarBa-mantrasya
   liṅgādaṅgatvena prāptyabhāve 'pi vidalanādivat laukikadhyānādisādhāraṇyena	liFgAt-aFga-tvena prApti-aBAve api vidalana-Adi-vat lOkika-DyAna-Adi-sADAraNyena
   gauṇyādinā yādṛcchikīṃ prāptimādāyāsya niyamavidhitvamupapāditam, tat	gONI-a-AdinA yAdRcCikIm prAptim-AdAya-asya niyama-viDi-tvam-upapAditam, tat-
   vidalanādiṣu vituṣībhāvajanakatāsāmarthyasya lokato 'vagatimādāya	vidalana-Adizu vituzIBAva-janakatA-sAmarTyasya lokataH avagatim-AdAya
   yādṛcchikaprāpteḥ kathañcitsaṃbhave 'pi iha prajāpatimantrasya	yAdRcCika-prApteH kaTaQcid-saMBave api iha prajApati-mantrasya
   aindraliṅgarahitasya tadīyasmaraṇārthatayākḷptasāmarthyasya bādhaniścaye	Endra-liFga-rahitasya tadIya-smaraNa-arTa-tayA-Ak?pta-sAmarTyasya bADa-niScaye
   sati kathamapi yādṛcchikaprāpterasaṃbhavāt gauṇyāśrayaṇottarameva	sati kaTam-api yAdRt-Cika-prApteH-asaMBavAt gONya-ASrayaNa-uttaram-eva
   kalpyatvādayuktamityapekṣitaṃ pūjyapādaiḥ //	kalpya-tvAt-ayuktam-iti-apekzitam pUjya-pAdEH //
   (aprāptāṃśaparipūraṇaphalatvarūpaniyamavidhilakṣaṇasya	(a-prApta-aMSa-paripUraNa-Pala-tva-rUpa-niyama-viDi-lakzaNasya
   vidhirasāyanakhaṇḍane svīkāranirūpaṇam) yadapi	viDi-rasAyana-KaNxane svIkAra-nirUpaNam) yat-api
   vidhirasāyanagatāṣṭādaśaśloke 'nirdhāritāprāptāṃśasya pūraṇaṃ yat,	viDi-rasAyana-gata-azwAdaSa-Sloke anirDArita-aprApta-aMSasya pUraNam yat,
   tatphalako vidhiḥ niyamavidhiriti niyamavidhilakṣaṇamāśaṅkitam, tadeva	tad-PalakaH viDiH niyama-viDiH-iti niyama-viDi-lakzaNam-ASaFkitam, tat-eva
   taduktātivyāptiparihāreṇa nirdeṣatayā vidhirasāyanakhaṇḍane aṅgīkṛtam,	tad-ukta-ativyApti-parihAreNa nirdeza-tayA viDi-rasAyana-KaNxane aFgIkRtam,
   tatrāprāptāṃśapūraṇaphalakatvamātravivakṣāyāṃ sarvakāmyavākye 'tivyāptiḥ;	tatra-aprApta-aMSa-pUraNa-Palaka-tva-mAtra-vivakzAyAm sarva-kAmya-vAkye ati-vyAptiH;
   tatrāpi svargavākyena svargaprāptau	tatra-api svarga-vAkyena svarga-prAptO
   taditarāprāptaphalāntararūpāṃśapūraṇaphalakatvāt,	tad-itara-aprApta-Pala-antara-rUpa-aMSa-pUraNa-Palaka-tvAt,
   atoya0'nirdhāritapadopādānam /	atoya0-anirDArita-pada-upAdAnam /
   tatra ca sarvakāmyavidhau svargāṃśaḥ prāptaḥ taditarāṃśastu aprāpta iti	tatra ca sarva-kAmya-viDO svarga-aMSaH prAptaH tad-itara-aMSaH-tu aprAptaH iti
   nirdhāraṇasadbhāvānnānirdhāritatvam /	nirDAraNa-sadBAva-anna-anirDArita-tvam /
   vrīhyādiṣu avahananādyaprāptāṃśasya idantayā nirdhāraṇābhāvāt nāsaṃbhava	vrIhi-Adizu avahana-na-Adya-prApta-aMSasya idantayA nirDAraNa-aBAvAt na-asaMBava
   iti //	iti //
   <B1> yattu dṛṣṭārthatvaṃ niyamavidhilakṣaṇaṃ kaiściduktam, taduttare	<B1> yat-tu dRzwa-arTa-tvam niyama-viDi-lakzaNam kEScid-uktam, tad-uttare
   'handvirātrasya gṛhyat ityādāvavyāptattvādupekṣitam ;	ahandvi-rAtrasya gRhyat iti-AdA=-avyAptattvAt-upekzitam ;
   ṣoḍaśigrahayāgābhyāsasyādṛṣṭārthatvāt /	zoxaSigraha-yAga-aByAsasya-adRzwa-arTa-tvAt /
   ataeva niyamaparisaṅkhyātiriktaphalakavidhitvamapūrvavidhitvamiti	ataeva niyama-parisaFKyA-atirikta-Palaka-viDi-tvam-apUrva-viDi-tvam-iti
   tallakṣaṇamapi sustham /	tad-lakzaNam-api susTam /
   <B2> (niyamavidhau vidhirasāyanatatkhaṇḍanayorubhayorapyayuktatvavarṇanam)	<B2> (niyama-viDO viDi-rasAyana-tad-KaNxanayoH-uBayoH-api-ayukta-tva-varNanam)
   tadayuktam //	tat-ayuktam //
   upahavye 'śvaḥ śyāvo dakṣiṇeti dakṣiṇāṃ vidhāya śrute sa brahmaṇe deyaḥ	upahavye aSvaH SyAvaH dakziNA-iti dakziNAm viDAya Srute sa brahmaNe deyaH
   iti vidhau audumbaraścamaso dakṣiṇeti dakṣiṇāṃ vidhāya ṛtapeye śrāvite 'sa	iti viDO OdumbaraH-camasaH dakziNA-iti dakziNAm viDAya Rtapeye SrAvite asa
   priyāya sagotrāya brahmaṇe deya' iti vidhau āyuṣkāmeṣṭiprakaraṇaśrute	priyAya sagotrAya brahmaNe deyaH-a iti viDO AyuzkAma-izwi-prakaraNa-Srute
   sarvaṃ brahmaṇe pariharatīti vidhau ca parisaṅkhyārūpe 'tivyāpteḥ /	sarvam brahmaNe pariharati-iti viDO ca parisaFKyA-rUpe ati-vyApteH /
   sarvartviksādhāraṇeṣvaśvacamasasomahaviḥśeṣeṣu ayaṃ brahmaṇe	sarva-Rtvij-sADAraNezu-aSva-camasa-somahaviH-Sezezu ayam brahmaNe
   ayamanyeṣāmiti nirdhāraṇāsaṃbhavāt	ayam-anyezAm-iti nirDAraNa-asaMBavAt-
   anirdhāritāprāptāṃśapūraṇaphalakatvāditi /	anirDArita-aprApta-aMSa-pUraNa-Palaka-tvAt-iti /
   yadapi vidhirasāyane eteṣāmapūrvavidhitvamuktaṃ, yacca tatkhaṇḍane	yat-api viDi-rasAyane etezAm-apUrva-viDi-tvam-uktaM, yat-ca tad-KaNxane
   niyamavidhitvamevetyuktam, tadubhayamapyasat ;	niyama-viDi-tvam-eva-iti-uktam, tat-uBayam-api-asat ;
   ācāryoktayathāśrutalakṣaṇānusāreṇa brahmasaṃbandhasya	AcArya-ukta-yaTA-Sruta-lakzaNa-anusAreNa brahma-saMbanDasya
   taditarartviksaṃbandhasya vidheyatāvacchinne prākṛtadīkṣaṇīyasthānāpanne	tad-itara-Rtvij-saMbanDasya viDeya-tA-avacCinne prAkRta-dIkzaNIya-sTAna-Apanne
   nityaprāptatvena parisaṅkhyātvasyaivāpattau tallakṣaṇāsaṃbhavāt, sarve	nitya-prApta-tvena parisaFKyAtu-asya-eva-ApattO tad-lakzaNa-asaMBavAt, sarve
