   Mṛgendratantra, Vidyāpāda, 1	MRgendra-tantra, VidyA-pAda, 1
   * nādhyakṣaṃ nāpi tallaiṅgam /	* na-aDyakzam na-api tallEFgam /
   * ityādinā nirṇītamiti // MrgTV_1,5.18:11	* ityAdinA nirNItam-iti // MrgTV_1,5.18:11
   * etābhiḥ sattāsvarūpakaraṇārthavidheyadṛgbhiḥ saṃkṣepoktābhir īśatattvaṃ	* etABiH sattA-svarUpa-karaNa-arTa-viDeya-dRgBiH saMkzepa-uktABiH ISa-tattvam
   ye viduḥ jānanti te puruṣāḥ saṃsārakardamanimagnān saṃsāriṇo mocayanti na	ye viduH jAnanti te puruzAH saMsAra-kardama-nimagnAn saMsAriNaH mocayanti na
   tu vistareṇa paśurūpaṃ pāśarūpaṃ vā īśvaraṃ ye viduḥ yathā //	tu vistareNa paSu-rUpam pASa-rUpam vE ISvaram ye viduH yaTA //
   MrgTV_1,5.18:12	MrgTV_1,5.18:12
   * ātmaivedaṃ sarvam /	* AtmA-eva-idam sarvam /
   * puruṣa evedaṃ sarvam // MrgTV_1,5.18:13	* puruzaH eva-idam sarvam // MrgTV_1,5.18:13
   * ityevaṃvidhapuruṣarūpeśvaravādinaḥ karmakālāvyaktādipāśarūpeśvaravādino	* iti-evaMviDa-puruza-rUpa-ISvara-vAdinaH karma-kAla-avyakta-Adi-pASa-rUpa-ISvara-vAdinaH-
   vā paśūnāṃ svayam evānādyajñānanimagnatvenākiṃcitkaratvāt pāśānāṃ ca	vA paSUnAm svayam eva-anAdya-jQAna-nimagna-tvena-akiMcitkara-tvAt pASAnAm ca
   tatpāśana eva caritārthatvāt tattatsaṃyoge viyogādau vā nigalādivat	tad-pASanaH eva caritArTa-tvAt tad-tad-saMyoge viyoga-AdO vA nigala-Adi-vat-
   parāpekṣatve satyanīśvaratvāt // MrgTV_1,5.18:14	para-apekza-tve satya-nISvara-tvAt // MrgTV_1,5.18:14
   * tathāvidheśvarāvabodhāt paramocanaṃ sakalalokopahāsāvahaṃ yataḥ //	* taTAviDa-ISvara-avaboDAt para-mocanam sakala-loka-upahAsa-Avaham yatas //
   MrgTV_1,5.18:15	MrgTV_1,5.18:15
   * paśuśabdaścātra	* paSu-SabdaH-ca-atra
   samanantaraprakaraṇopakramyamāṇātmatattvopakṣepāyopahṛtaḥ //	samanantara-prakaraNa-upakramyamANa-Atma-tattva-upakzepAya-upahRtaH //
   MrgTV_1,5.18:16	MrgTV_1,5.18:16
   Mṛgendratantra, Vidyāpāda, 6	MRgendra-tantra, VidyA-pAda, 6
   atha viśvanimittasya prāptaṃ lakṣaṇamātmanaḥ /	aTa viSva-nimittasya prAptam lakzaNam-AtmanaH /
   tadīśoktau gataprāyaṃ tathāpyuddeśa ucyate || MrgT_1,6.1 ||	tad-ISa-uktO gata-prAyam taTA-api-uddeSaH ucyate || MrgT_1,6.1 ||
   * athedānīṃ pāścātyapaṭalāntasūcitābhidhānasyātmano lakṣaṇamucyata iti	* aTa-idAnIm pAScAtya-pawala-anta-sUcita-aBiDAnasya-AtmanaH lakzaNam-ucyate iti
   pāṭalikaprākaraṇikau sambandhau jñeyau // MrgTV_1,6.1:1	pAwalika-prAkaraNikO sambanDO jQeyO // MrgTV_1,6.1:1
   * sautrādayastu prāgvadunneyāḥ pratipaṭalamucyamānā	* sOtra-AdayaH-tu prAgvat-unneyAH prati-pawalamucyamAnA
   atipaunaruktyamāvahanti // MrgTV_1,6.1:2	ati-pOna-ruktyam-Avahanti // MrgTV_1,6.1:2
   * viśvasya jagato nimittaṃ pravartanaheturātmā tadbhogasādhanāya	* viSvasya jagataH nimittam pravartana-hetuH-AtmA tad-Boga-sADanAya
   tanukaraṇabhuvanādīnāmutpatteḥ // MrgTV_1,6.1:3	tanu-karaNa-Buvana-AdInAm-utpatteH // MrgTV_1,6.1:3
   * tasyātmano lakṣaṇamīśvaroktyanantaram avasaraprāptaṃ kathyate //	* tasya-AtmanaH lakzaNam-ISvara-ukti-anantaram avasara-prAptam kaTyate //
   MrgTV_1,6.1:4	MrgTV_1,6.1:4
   * tac ca yadyapi /	* tat ca yadi-api /
   * tena svabhāvasiddhena bhavitavyaṃ jagatkṛtā // MrgTV_1,6.1:5	* tena svaBAva-sidDena Bavitavyam jagat-kRtAH // MrgTV_1,6.1:5
   * ityatra īśvarasiddhyanuṣaṅgeṇa // MrgTV_1,6.1:6	* iti-atra ISvara-sidDi-anuzaFgeNa // MrgTV_1,6.1:6
   * caitanyaṃ dṛkkriyārūpaṃ tadastyātmani sarvadā /	* cEtanyam dRkkriyA-rUpam tat-asti-Atmani sarvadA /
   * sarvataśca yato muktau śrūyate sarvatomukham // MrgTV_1,6.1:7	* sarvatas-ca yatas muktO SrUyate sarvatomuKam // MrgTV_1,6.1:7
   * ityādinoktaprāyaṃ kathitakalpaṃ tathāpyuddeśaḥ	* ityAdinA-ukta-prAyam kaTita-kalpam taTA-api-uddeSaH
   sopapattikatatsvarūpasaṃkṣepa ucyate // MrgTV_1,6.1:8	sa-upapattika-tad-svarUpa-saMkzepaH ucyate // MrgTV_1,6.1:8
   kāryaṃ kṣityādi karteśastatkartur nopayujyate /	kAryam kziti-Adi kartA-ISaH-tad-kartuH na-upayujyate /
   na svārthamapyacidbhāvān nānarthyaṃ kartṛgauravāt || MrgT_1,6.2 ||	na sva-arTam-api-acit-BAvAt na-anarTyam kartR-gOravAt || MrgT_1,6.2 ||
   * kāryatvaṃ tāvatkṣityādereva saṃniveśādimattvena prāk kathitam //	* kAryatvam tAvat-kziti-AdeH-eva saMniveSa-Adimattvena prAk kaTitam //
   MrgTV_1,6.2:1	MrgTV_1,6.2:1
   * tasya ca kartā prāguktābhiryuktibhirīśaḥ siddhaḥ // MrgTV_1,6.2:2	* tasya ca kartA prAk-uktABiH-yuktiBiH-ISaH sidDaH // MrgTV_1,6.2:2
   * tattu kāryaṃ tadupayogi vā syāt svopayogi anupayogi anyopayogi veti	* tat-tu kAryam tad-upayogi vA syAt sva-upayogi anupayogi anya-upayogi vA-iti
   catvāraḥ pakṣāḥ // MrgTV_1,6.2:3	catvAraH pakzAH // MrgTV_1,6.2:3
   * tatra na tāvadīśvaropayogi nahi pṛthivyādibhistasya svātmanyarthakriyā	* tatra na tAvat-ISvara-upayogi nahi pRTivI-AdiBiH-tasya sva-Atmani-arTa-kriyA
   kācitkriyate nityaparipūrṇasvarūpatvāt // MrgTV_1,6.2:4	kAcid-kriyate nitya-paripUrNa-svarUpa-tvAt // MrgTV_1,6.2:4
   * na ca tat kṣityādi kāryaṃ kṣityādyarthameva kriyate teṣāmācaitanyāt	* na ca tat kziti-Adi kAryam kziti-Adi-arTam-eva kriyate tezAm-AcEtanyAt-
   karaṇīyasyābhāvāt // MrgTV_1,6.2:5	karaNIyasya-aBAvAt // MrgTV_1,6.2:5
   * cetanasya hi dharmādicaturvargaprepsoḥ karaṇīyaṃ sambhavati na paṭādeḥ	* cetanasya hi Darma-Adi-caturvarga-prepsoH karaNIyam samBavati na pawa-AdeH
   // MrgTV_1,6.2:6	// MrgTV_1,6.2:6
   * na caitat kāryamanarthakaṃ kartṛgauravāt // MrgTV_1,6.2:7	* na ca-etat kAryam-anarTakam kartR-gOravAt // MrgTV_1,6.2:7
   * sāmānyenāpi kartrā yatkāryaṃ kriyate tan nānarthakaṃ bhavati kiṃ punaḥ	* sAmAnyena-api kartrA yat-kAryam kriyate tat na-anarTakam Bavati kim punar-
   parameśvaravyāpāritair jagatkartṛbhirbrahmādibhiḥ // MrgTV_1,6.2:8	parameSvara-vyApAritEH jagat-kartRBiH-brahma-AdiBiH // MrgTV_1,6.2:8
   * tatkāryakaraṇe ca na prayojanaṃ prāk pradarśitam // MrgTV_1,6.2:9	* tad-kArya-karaNe ca na prayojanam prAk pradarSitam // MrgTV_1,6.2:9
   * tat kṣityādi kāryam // MrgTV_1,6.3:1	* tat kziti-Adi kAryam // MrgTV_1,6.3:1
   * kaścātra para ityāha // MrgTV_1,6.3:2	* kaH-ca-atra paraH iti-Aha // MrgTV_1,6.3:2
   pāriśeṣyātparārthaṃ tat kṣetrajñaḥ sa parastayoḥ /	pAriSezyAt-para-arTam tat kzetrajQaH sa paraH-tayoH /
   * kartṛkāryayoḥ paro'nyaḥ prastutābhidhānaḥ kṣetrajño yaś cātmetyarthaḥ //	* kartR-kAryayoH paraH-anyaH prastuta-aBiDAnaH kzetrajQaH yaH ca-AtmA-iti-arTaH //
   MrgTV_1,6.3ab:1	MrgTV_1,6.3ab:1
   * atra cārvākacchāyayā ātmanirāsāyedam āśaṅkyate // MrgTV_1,6.3ab:2	* atra cArvAka=-CAyayA Atma-nirAsAya-idam ASaFkyate // MrgTV_1,6.3ab:2
   paro dehastadarthatvātparārthāḥ kṣmādayo nanu || MrgT_1,6.3 ||	paraH dehaH-tad-arTa-tvAt-para-arTAH kzmA-AdayaH nanu || MrgT_1,6.3 ||
   * nanūpalabhyamānaprayojanānāṃ kṣityādīnāṃ parārthatvamastu sa tv atra	* nanu-upalaByamAna-prayojanAnAm kziti-AdInAm parArTa-tvam-astu sa tu atra
   paraḥ kāya eva yasyārambhakāś copayoginaśca pṛthivyaptejovāyavaḥ //	paraH kAyaH eva yasya-AramBakAH ca-upayoginaH-ca pRTivI-ap-tejaH-vAyavaH //
   MrgTV_1,6.3cd:1	MrgTV_1,6.3cd:1
   * tasmān na kṣityādīnāṃ parārthatvenātmanāmanumānam // MrgTV_1,6.3cd:2	* tasmAt na kziti-AdInAm parArTa-tvena-AtmanAm-anumAnam // MrgTV_1,6.3cd:2
   * atrottaraṃ // MrgTV_1,6.3cd:3	* atra-uttaram // MrgTV_1,6.3cd:3
   kāyo 'py acittvādānyārthyaṃ sutarāṃ pratipadyate /	kAyaH api acit-tva-AdAnyArTyam sutarAm pratipadyate /
   * deho'pi parārtha eva ācaitanyāt pṛthivyādivaditi tasyāpy ānyārthyaṃ	* dehaH-api para-arTaH eva AcEtanyAt pRTivI-Adi-vat-iti tasya-api Anya-arTyam
   pārārthyaṃ sutarāmupapadyate // MrgTV_1,6.4ab1:1	pArArTyam sutarAm-upapadyate // MrgTV_1,6.4ab1:1
   * tataśca dehasya kṣityādīnāṃ ca parārthatvātpara ātmaivātra	* tatas-ca dehasya kziti-AdInAm ca parArTa-tvAt-paraH AtmA-eva-atra
   yuktyupapannaḥ // MrgTV_1,6.4ab1:2	yukti-upapannaH // MrgTV_1,6.4ab1:2
   * nanu dehādanyatra yadi caitanyaṃ syāt syādetadevam // MrgTV_1,6.4ab1:3	* nanu dehAt-anyatra yadi cEtanyam syAt syAt-etat-evam // MrgTV_1,6.4ab1:3
   * pṛthvyādicaturbhūtavikārake prāṇādikāraṇībhūte garbhādau saṃvidudbhavaḥ	* pRTvI-Adi-caturBUta-vikArake prANa-Adika-araNIBUte garBa-AdO saMvid-udBavaH
   kiṇvādidravyavikāre bhavaśaktyutpattivat // MrgTV_1,6.4ab1:4	kiNva-Adi-dravya-vikAre Bava-Sakti-utpatti-vat // MrgTV_1,6.4ab1:4
   * tathāhi kṛśo'haṃ sthūlo'hamiti śarīra evāhaṃpratyayo dṛṣṭaḥ na ca	* taTA-hi kRSaH-aham sTUlaH-aham-iti SarIraH eva-ahaMpratyayaH dRzwaH na ca
   tadvyatirikta ātmā upalabhyate dehe'styātmā ityasya aśve viṣāṇamityādivat	tad-vyatiriktaH AtmA upalaByate dehe-asti-AtmA iti-asya aSve vizANam-ityAdi-vat-
   pratyakṣanirākṛtatvāt // MrgTV_1,6.4ab1:5	pratyakza-nirAkRta-tvAt // MrgTV_1,6.4ab1:5
   * atha parārthāścakṣurādayaḥ saṃghātatvāt śayanādyaṅgavadityādinā	* aTa para-arTAH-cakzuH-AdayaH saMGAta-tvAt Sayana-Adi-aFga-vat-ityAdinA
   karaṇādīnāṃ kartṛprayojyatvādinā vā anumānenātmā prasādhyate na tadyuktaṃ	karaNa-AdInAm kartR-prayojya-tva-AdinA vA anumAnena-AtmA prasADyate na tat-yuktam
   tasyātmāpalāpinaścārvākān pratyasiddheḥ // MrgTV_1,6.4ab1:6	tasya-Atma-apalApinaH-cArvAkAn pratyasidDeH // MrgTV_1,6.4ab1:6
   * nahy eṣāṃ pratyakṣād anyatkiṃcit pramāṇaṃ siddhāv api vā	* nahi ezAm pratyakzAt anyat-kiMcid pramANam sidDO api vA
   anumīyamānasyātmano devadattādivatparatvaṃ prasajyate // MrgTV_1,6.4ab1:7	anumIyamAnasya-AtmanaH devadatta-Adi-vat-paratvam prasajyate // MrgTV_1,6.4ab1:7
   * yatkila svayaṃ prakāśate sa evātmā tatprakāśyastu para iti viviktatayā	* yat-kila svayam prakASate saH eva-AtmA tad-prakASyaH-tu paraH iti vivikta-tayA
   ātmaparabhāvasya prakāśamānasyaiva saṃkaro'navasthānaṃ ca syāt //	Atma-para-BAvasya prakASamAnasya-eva saMkaraH-anavasTAnam ca syAt //
   MrgTV_1,6.4ab1:8	MrgTV_1,6.4ab1:8
   * taduktam /	* tat-uktam /
   * ātmā yadi bhavenmeyastasya mātā bhavetparaḥ /	* AtmA yadi Bavet-meyaH-tasya mAtA Bavet-paraH /
   * para ātmā tadānīṃ syātsa paro yastu mīyate // MrgTV_1,6.4ab1:9	* paraH AtmA tadAnIm syAt-sa paraH yaH-tu mIyate // MrgTV_1,6.4ab1:9
   * iti // MrgTV_1,6.4ab1:10	* iti // MrgTV_1,6.4ab1:10
   * tathā /	* taTA /
   * prakāśate saṃvidekā tadanyattu prakāśyate /	* prakASate saMvid-ekA tad-anyat-tu prakASyate /
   * prakāśyaṃ ca bhavetkarma tac ca kartrā vinā katham // MrgTV_1,6.4ab1:11	* prakASyam ca Bavet-karma tat ca kartrA vinA kaTam // MrgTV_1,6.4ab1:11
   * iti // MrgTV_1,6.4ab1:12	* iti // MrgTV_1,6.4ab1:12
   * tasmān nānumānena dehavyatirikta ātmā upalabhyate apitu caitanyaviśiṣṭaḥ	* tasmAt na-anumAnena deha-vyatiriktaH AtmA upalaByate api-tu cEtanya-viSizwaH
   kāya eva vastusann ityāśaṅkayāha // MrgTV_1,6.4ab1:13	kAyaH eva vastu-san iti-ASaFkayA-Aha // MrgTV_1,6.4ab1:13
   * atha manyase kāya eva cetanātmakaḥ // MrgTV_1,6.4ab2:1	* aTa manyase kAyaH eva cetanA-AtmakaH // MrgTV_1,6.4ab2:1
   * tathāhi yasminnupacite yasyopacayaḥ yadapacaye ca apacayaḥ tattadātmakaṃ	* taTA-hi yasmin=-upacite yasya-upacayaH yat-apacaye ca apacayaH tad-tad-Atmakam
   yathā vahnyupacayāpacayayor upacayāpacayāv anugacchedauṣṇyam //	yaTA vahni-upacaya-apacayayoH upacaya-apacayO anugacCet-OzNyam //
   MrgTV_1,6.4ab2:2	MrgTV_1,6.4ab2:2
   * yauvanasthāvirabhojanalaṅghanādihetukau ca dehasambandhināv	* yOvana-sTAvira-Bojana-laFGana-Adi-hetukO ca deha-sambanDinA-av
   upacayāpacayāv anukurvadvijñānaṃ dehātmakameva ato deha eva cetana iti	upacaya-apacayO anukurvat-vijQAnam deha-Atmakam-eva atas dehaH eva cetanaH iti
   pūrvaḥ pakṣaḥ // MrgTV_1,6.4ab2:3	pUrvaH pakzaH // MrgTV_1,6.4ab2:3
   * athaitatpratikṣepaḥ // MrgTV_1,6.4ab2:4	* aTa-etad-pratikzepaH // MrgTV_1,6.4ab2:4
   cetanaścet na bhogyatvādvikāritvāc ca jātucit || MrgT_1,6.4 ||	cetanaH-ced na Bogya-tvAt-vikAri-tvAt ca jAtucit || MrgT_1,6.4 ||
   bhogyā vikāriṇo dṛṣṭāścidvihīnāḥ paṭādayaḥ /	BogyAH vikAriNaH dRzwAH-cit-vihInAH pawa-AdayaH /
   * so 'pyevaṃ dehaścetanaḥ kadācin na bhavati bhogyatvādvikāritvāc ca //	* saH api-evam dehaH-cetanaH kadAcid na Bavati Bogya-tvAt-vikAri-tvAt ca //
   MrgTV_1,6.5ab1:1	MrgTV_1,6.5ab1:1
   * ye ye kecana vikāriṇaḥ pariṇāmino bhogyāśca te te hy acetanā dṛṣṭāḥ	* ye ye kecana vikAriNaH pariNAminaH BogyAH-ca te te hi acetanAH dRzwAH
   yathā paṭādayaḥ // MrgTV_1,6.5ab1:2	yaTA pawa-AdayaH // MrgTV_1,6.5ab1:2
   * sa deho'pyevaṃvidhaḥ tasmān na cetanaḥ // MrgTV_1,6.5ab1:3	* sa dehaH-api-evaMviDaH tasmAt na cetanaH // MrgTV_1,6.5ab1:3
   * nanv aṅganādibhir bhogyatvamanaikāntikaṃ bhogyatve'pi	* nanu aFganA-AdiBiH Bogya-tvam-anEkAntikam Bogya-tve-api
   tatrācaitanyābhāvāt // MrgTV_1,6.5ab1:4	tatra-AcEtanya-aBAvAt // MrgTV_1,6.5ab1:4
   * nānaikāntikaṃ tadīyasya dehasyaiva bhogyatvāt // MrgTV_1,6.5ab1:5	* na-anEkAntikam tadIyasya dehasya-eva Bogya-tvAt // MrgTV_1,6.5ab1:5
   * yadyevaṃ nirjīvasya dehasya kathaṃ nopabhogaḥ // MrgTV_1,6.5ab1:6	* yadi-evam nirjIvasya dehasya kaTam na-upaBogaH // MrgTV_1,6.5ab1:6
   * bhavatyeva tadavasthocita upabhogaḥ kravyādādeḥ na punaḥ kāntādeḥ	* Bavati-eva tad-avasTA-ucitaH upaBogaH kravyAda-AdeH na punar kAnta-AdeH
   kāminyādyavasthāyā yenāvasthāntarāpatter vikāritvena bībhatsarasahetutvāt	kAminI-Adi-avasTAyAH yena-avasTA-antara-ApatteH vikAri-tvena bIBatsa-rasa-hetu-tvAt
   // MrgTV_1,6.5ab1:7	// MrgTV_1,6.5ab1:7
   * taduktir atraiva /	* tad-uktiH atra-eva /
   * kva tadvaktraṃ kva tadadharamadhu kvāyatākṣyāḥ kaṭākṣaḥ /	* kva tad-vaktram kva tad-aDara-maDu kva-Ayata-akzyAH kawAkzaH /
   * ityādi // MrgTV_1,6.5ab1:8	* ityAdi // MrgTV_1,6.5ab1:8
   * evaṃ gajāśvādāv api jñeyam // MrgTV_1,6.5ab1:9	* evam gaja-aSva-AdO api jQeyam // MrgTV_1,6.5ab1:9
   * tasmāt sthitametat vikāritvādbhogyatvāc ca dehasyācaitanyam ācaitanyāc	* tasmAt sTitam-etat vikAri-tvAt-Bogya-tvAt ca dehasya-AcEtanyam AcEtanyAt-
   ca pārārthyamiti // MrgTV_1,6.5ab1:10	ca pArArTyam-iti // MrgTV_1,6.5ab1:10
   * punarapi paramatam āśaṅkate // MrgTV_1,6.5ab1:11	* punar-api para-matam ASaFkate // MrgTV_1,6.5ab1:11
   * yasminsati yasya bhāvo yadabhāve cābhāvastat tatkāryaṃ śītamiva himasya	* yasmin-sati yasya BAvaH yad-aBAve ca-aBAvaH-tat tat-kAryam SItam-iva himasya
   // MrgTV_1,6.5ab2:1	// MrgTV_1,6.5ab2:1
   * sati ca śukraśauṇitātmakadehārambhakabhūtaviśeṣapariṇāme sattvādasati ca	* sati ca Sukra-SONita-Atmaka-deha-AramBaka-BUta-viSeza-pariNAme sattvAt-asati ca
   pradhvaste tasminnasattvāc caitanyaṃ bhūtaviśeṣapariṇāmakṛtamiti vā yady	praDvaste tasmin=-asattvAt cEtanyam BUta-viSeza-pariNAma-kRtam-iti vA yadi-
   aveṣi // MrgTV_1,6.5ab2:2	avezi // MrgTV_1,6.5ab2:2
   * tadetadanupapannaṃ yasmāt // MrgTV_1,6.5ab2:3	* tat-etat-anupapannam yasmAt // MrgTV_1,6.5ab2:3
   yasminsati ca sattvādvā na satyapi śave citiḥ || MrgT_1,6.5 ||	yasmin-sati ca sattvAt-vA na sati-api Save citiH || MrgT_1,6.5 ||
   * yatsadbhāva eva yasya bhāvastattasya kāryamiti niyamo'trāvaśyaṃ	* yat-sadBAvaH eva yasya BAvaH-tat-tasya kAryam-iti niyamaH-atra-avaSyam
   pratijñātavyo'nyathā tadabhāve'pi bhavatas tatkāryatvāyogāt	pratijQAtavyaH-anyaTA tad-aBAve-api BavataH tad-kAryatva-ayogAt
   yathāgnisadbhāva eva sambhavan dhūmo'gnikāryaḥ // MrgTV_1,6.5cd1:1	yaTA-agni-sadBAvaH eva samBavan DUmaH-agni-kAryaH // MrgTV_1,6.5cd1:1
   * evaṃ ca śarīrārambhakabhūtasadbhāva eva bhāvaḥ tadabhāve cābhāva eva	* evam ca SarIra-AramBaka-BUta-sadBAvaH eva BAvaH tad-aBAve ca-aBAvaH eva
   caitanyasya yadi syāt taddehasambandhitayā pratīyeta // MrgTV_1,6.5cd1:2	cEtanyasya yadi syAt tad-deha-sambanDi-tayA pratIyeta // MrgTV_1,6.5cd1:2
   * yāvatā śarīrasadbhāve'pi garbhādāv uttarakālaṃ ca cetanāpagamo dṛṣṭaḥ //	* yAvatA SarIra-sadBAve-api garBa-AdO uttara-kAlam ca cetanA-apagamaH dRzwaH //
   MrgTV_1,6.5cd1:3	MrgTV_1,6.5cd1:3
   * tan na sati sattvaṃ dehārambhakacaitanyasādhakam // MrgTV_1,6.5cd1:4	* tat na sati sattvam deha-AramBaka-cEtanya-sADakam // MrgTV_1,6.5cd1:4
   * nanu mṛtaśarīre'pi prāṇādyātmakasya vāyorūṣmarūpasya ca tejaso'pagamān	* nanu mRta-SarIre-api prANa-Adi-Atmakasya vAyoH-Uzma-rUpasya ca tejasaH-apagamAn
   na jīvāvasthāyāmiva śarīrārambhakabhūtasadbhāvas tasmād atrācetanatvam yac	na jIva-avasTAyAm-iva SarIra-AramBaka-BUta-sadBAvaH tasmAt atra-acetana-tvam yat-
   ca tat sati sattvam anaikāntikīkartum aśaktam // MrgTV_1,6.5cd1:5	ca tat sati sattvam anEkAntikIkartum aSaktam // MrgTV_1,6.5cd1:5
   * maivam // MrgTV_1,6.5cd1:6	* mA-evam // MrgTV_1,6.5cd1:6
   * gatāsavo'pi hi kecana calatsaṃdhayaḥ soṣmāṇaśca kiyantaṃ	* gatAsavaH-api hi kecana calat-saMDayaH sa-UzmANaH-ca kiyantam
   kālamupalabhyante // MrgTV_1,6.5cd1:7	kAlam-upalaByante // MrgTV_1,6.5cd1:7
   * teṣāṃ ca jīvadavasthāvad dehārambhakabhūtasadbhāve'pi na	* tezAm ca jIvat-avasTAvat deha-AramBaka-BUta-sadBAve-api na
   caitanyasambhavaḥ garbhāvasthāyāṃ ca sakalasāmagrīsadbhāve'pi kadācic	cEtanya-samBavaH garBa-avasTAyAm ca sakala-sAmagrI-sadBAve-api kadAcid-
   caitanyāsaṃbhavaḥ // MrgTV_1,6.5cd1:8	cEtanya-asaMBavaH // MrgTV_1,6.5cd1:8
   * tasmātsati sattvamanaikāntikameva // MrgTV_1,6.5cd1:9	* tasmAt-sati sattvam-anEkAntikam-eva // MrgTV_1,6.5cd1:9
   * nanu jīvadavasthāyāṃ pariṇāmavaiśiṣṭyāc caitanyasambhavas	* nanu jIvat-avasTAyAm pariNAma-vESizwyAt cEtanya-samBavaH-
   tathāvidhapariṇāmābhāvāt gatāsudehe tadabhāva iti punarapi	taTAviDa-pariNAma-aBAvAt gatAsu-dehe tad-aBAvaH iti punar-api
   cārvākabhūmikayaivāśaṅkyate // MrgTV_1,6.5cd:10	cArvAka-BUmikayA-eva-ASaFkyate // MrgTV_1,6.5cd:10
   * kaumārayauvanādyavasthābhedād avāntaratattadavasthāviśeṣabhedena ca	* kOmAra-yOvana-Adi-avasTA-BedAt avAntara-tad-tad-avasTA-viSeza-Bedena ca
   dehārambhakabhūtapariṇāmakṛtatattadvaiśiṣṭyāj jīvadavasthāyāṃ yac	deha-AramBaka-BUta-pariNAma-kRta-tad-tad-vESizwyAt jIvat-avasTAyAm yat-
   caitanyamasti tat	cEtanyam-asti tat-
   tathāvidhabhūtapariṇāmakṛtatattadghaṭapaṭaśakaṭādyanekārthaprakāśakāni	taTAviDa-BUta-pariNAma-kRta-tad-tad-Gawa-pawaSa-kawa-Adi-aneka-arTa-prakASakAni
   sakramāṇi hi vijñānāni pūrvapūrvanirodhe saty uttarottarāṇi	sakramANi hi vijQAnAni pUrva-pUrva-niroDe sati uttarottarANi
   pariṇāmavaiśiṣṭyādeva bhavanti nānyata iti na dehād anyac caitanyamiti	pariNAma-vESizwyAt-eva Bavanti na-anyatas iti na dehAt anyat cEtanyam-iti
   codyam // MrgTV_1,6.5cd2: 1	codyam // MrgTV_1,6.5cd2: 1
   * atra parihāraḥ // MrgTV_1,6.5cd2: 2	* atra parihAraH // MrgTV_1,6.5cd2: 2
   pariṇāmasya vaiśiṣṭyādasti cet na smṛtistadā /	pariNAmasya vESizwyAt-asti ced na smRtiH-tadA /
   * tadeti pratyarthaṃ sakramasaṃvedanaviśeṣasya pariṇāmitvābhyupagame sati	* tadA-iti pratyarTam sa-krama-saMvedana-viSezasya pariNAmi-tva-aByupagame sati
   smṛtir nāvakalpate // MrgTV_1,6.6ab:1	smRtiH na-avakalpate // MrgTV_1,6.6ab:1
   * pariṇāmaviśeṣāṇāṃ kramabhāvināṃ bhinnatvāt // MrgTV_1,6.6ab:2	* pariNAma-viSezANAm krama-BAvinAm Binna-tvAt // MrgTV_1,6.6ab:2
   * asaṃviditasyānyaviditasya cānyenāsmaraṇāt // MrgTV_1,6.6ab:3	* asaMviditasya-anya-viditasya ca-anyena-asmaraNAt // MrgTV_1,6.6ab:3
   * nahy ananubhūtaṃ devadattānubhūtaṃ vā caitrādinā smartuṃ śakyam //	* nahi ananuBUtam devadatta-anuBUtam vA cEtra-AdinA smartum Sakyam //
   MrgTV_1,6.6ab:4	MrgTV_1,6.6ab:4
   * evaṃ mā bhūt smṛtiḥ kiṃ naśchinnamiti cet tadapyayuktamityāha //	* evam mA BUt smRtiH kim naH-Cinnam-iti ced tat-api-ayuktam-iti-Aha //
   MrgTV_1,6.6ab:5	MrgTV_1,6.6ab:5
   nāpyevaṃ supratītatvāt smartā kāyetaro'styataḥ || MrgT_1,6.6 ||	na-api-evam su-pratIta-tvAt smartA kAya-itaraH-asti-atas || MrgT_1,6.6 ||
   * sakalalokaprasiddhasmṛtyapahnavas tāvan na śakyaḥ smṛtiś caivam	* sakala-loka-prasidDa-smRti-apahnavaH tAvat na SakyaH smRtiH ca-evam
   upapadyate dehasyāsakṛtpariṇāmitve'pi ekasvabhāvas tadanyas	upapadyate dehasya-asakRt-pariNAmi-tve-api eka-svaBAvaH tad-anyas
   tadarthasaṃnidhau tattajjñānasyānya evānubhavitā sa evānusaṃdhātā syāditi	tad-arTa-saMniDO tat-tat-jQAnasya-anyaH eva-anuBavitA saH eva-anusaMDAtA syAt-iti
   // MrgTV_1,6.6cd:1	// MrgTV_1,6.6cd:1
   * ata ityasmāt smṛtyanyathānupapattilakṣaṇādapi hetordehādanyaḥ	* atas iti-asmAt smRti-anyaTA-anupapatti-lakzaNAt-api hetoH-dehAt-anyaH
   smartāstīti // MrgTV_1,6.6cd:2	smartA-asti-iti // MrgTV_1,6.6cd:2
   * na ca vācyaṃ kimebhiḥ parānumānāsahiṣṇor vyarthair hetvādibhiriti yataś	* na ca vAcyam kim-eBiH para-anumAna-asahizNoH vyarTEH hetu-AdiBiH-iti yatas-
   cārvākasyānicchorapi durgatasya daurgatyamiva balād evānumānaṃ	cArvAkasya-anicCoH-api durgatasya dOrgatyam-iva balAt eva-anumAnam
   khyātimanubadhnāti // MrgTV_1,6.6cd:3	KyAtim-anubaDnAti // MrgTV_1,6.6cd:3
   * tathā hi tena pratyakṣaikapramāṇavādināpi	* taTA hi tena pratyakza-eka-pramANa-vAdinA-api
   caturmahābhūtavyatiriktatattvāntarānabhyupagame mṛtpāṣāṇādisthāvaralakṣaṇā	catur-mahA-BUta-vyatirikta-tattva-antara-anaByupagame mRd-pAzANa-Adi-sTAvara-lakzaNA
