   Adhyaya 3, Pada 1	ADyayaH 3, Pada 1
   vyākhyānaṃ yuktaṃ syāt /	vyAKyAnam yuktam syAt /
   athavābhivīkṣo 'bhivīkṣaṇaṃ samyagvicārastasmādidameva śrutyuktaṃ yuktaṃ	aTavA aBivIkzaH aBivIkzaNam samyak vicAraH tasmAt idam eva Sruti uktam yuktam
   syāditi /	syAt iti /
   evaṃ śrutyā muktau tāratamyamupapādya yuktyāpyupapādayati  yuktaṃ ceti //	evam SrutyA muktO tAratamyam upapAdya yuktyA api upapAdayati yuktam ca iti //
   yuktaṃ ca sādhanādhikyāt sādhyādhikyaṃ surādiṣu // MAnuv_3,4.35ab //	yuktam ca sADana ADikyAt sADya ADikyam sura Adizu // Ma anuv_3,4.35aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   surādiṣu mānuṣādibhyaḥ sādhyādhikyaṃ muktigataphalādhikyaṃ	sura Adizu mAnuza AdiByaH sADya ADikyam mukti gata Pala ADikyam
   sādhanādhikyāddhetoryuktamanumitaṃ cetyarthaḥ /	sADana ADikyAt hetoH yuktam anumitam ca iti arTaH /
   devādayo mānuṣādibhyo	deva AdayaH mAnuza AdiByaH 
   'dhikamauktaphalabhājastadapekṣayādhikatatsādhanavattvādityuktaṃ bhavati /	aDika mOkta Pala BAjaH tad apekzayA aDika tad sADanavat tvAt iti uktam Bavati /
   vipakṣe bādhakābhāvaṃdaprayojako 'yaṃ heturityata āha  nādhikyamiti //	vipakze bADaka aBAvaMda prayojakaH ayam hetuH iti atas Aha na ADikyam iti //
   nādhikyaṃ yadi sādhye syāt prayatnaḥ sādhane kutaḥ // MAnuv_3,4.35cd //	na ADikyam yadi sADye syAt prayatnaH sADane kutas // Ma anuv_3,4.35cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   surādiṣviti vartate /	sura Adizu iti vartate /
   mānuṣādibhya iti ca /	mAnuza AdiByaH iti ca /
   sādhane sādhanādhikye /	sADane sADana ADikye /
   yadi devādayo mānuṣādibhyo 'dhikamauktaphalabhājo na syustadā	yadi deva AdayaH mAnuza AdiByaH aDika mOkta Pala BAjaH na syuH tadA
   tadadhikatatsādhanārthaprayatnavanto na syuḥ /	tad aDika tad sADana arTa prayatnavantaH na syuH /
   anadhikaphalāya cādhikaṃ prayatnamātiṣṭhamānā na prekṣāvanto bhaveyuriti	anaDika PalAya ca aDikam prayatnam AtizWamAnAH na prekzAvantaH BaveyuH iti
   vipakṣe bādhakānnāprayojako hetuḥ /	vipakze bADakAn na aprayojakaH hetuH /
   pramāṇābhāvātsvarūpāsiddho 'stvityata āha  yatnaśceti //	pramANa aBAvAt sva rUpa asidDaH astu iti atas Aha yatnaH ca iti //
   yatnaśca dṛśyate teṣāṃ mahāneva mahātmanām // MAnuv_3,4.36ab //	yatnaH ca dRSyate tezAm mahAn eva mahAtmanAm // Ma anuv_3,4.36aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   mahātmanāṃ mahāphalabhāktvenānumeyānāṃ teṣāṃ devādīnāṃ mānuṣādibhyo	mahAtmanAm mahA Pala BAj tvena anumeyAnAm tezAm deva AdInAm mAnuza AdiByaH 
   mahānyatno 'dhikaṃ mokṣasādhanānuṣṭhānaṃ ca dṛśyata eva pramāṇaiḥ /	mahAn yatnaH aDikam mokza sADana anuzWAnam ca dRSyate eva pramANEH /
   tānyapi vakṣyāma iti bhāvaḥ /	tAni api vakzyAmaH iti BAvaH /
   vyāptimupapādayati  yatreti //	vyAptim upapAdayati yatra iti //
   yatra sādhanabāhulyaṃ sādhyabāhulyamatra ca /	yatra sADana bAhulyam sADya bAhulyam atra ca /
   dṛṣṭaṃ niyamato ... // MAnuv_3,4.36c e //	dRzwam niyamataH ... // Ma anuv_3,4.36c e //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   yatra puruṣe yadapekṣayā sādhanādhikyamastyatra tadapekṣayā sādhyādhikyaṃ	yatra puruze yad apekzayA sADana ADikyam asti atra tad apekzayA sADya ADikyam
   ca niyamena dṛṣṭam /	ca niyamena dRzwam /
   karṣakavāṇigrājapuruṣādiṣu loke, vede cāgnyāhitādiṣu, yo	karzaka vANigrAja puruza Adizu loke, vede ca agni Ahita Adizu, yaH 
   yadadhikasādhanavānasau tadadhikasādhyavāniti niyamena	yat aDika sADanavAn asO tad aDika sADyavAn iti niyamena
   tattatpramāṇairupalabdhamevetyarthaḥ /	tad tad pramANEH upalabDam eva iti arTaH /
   yastvagnyādhānādiphalānāṃ tāratamyamajānānaḥ kṛṣṭādisthale ca dhānyādau	yaH tu agni ADAna Adi PalAnAm tAratamyam ajAnAnaH kRzwa Adi sTale ca DAnya AdO
   tāratamyaṃ kāraṇāntarāyattaṃ na kṛṣṭādisādhanatāratamyādhīnamiti manyamāno	tAratamyam kAraNa antara Ayattam na kRzwa Adi sADana tAratamya aDInam iti manyamAnaH 
   dṛṣṭānteṣvapi vipratipadyate taṃ pratyāha  no cediti //	dRzwAntezu api vipratipadyate tam pratyAha no ced iti //
   ... no cenna yatnaṃ kuryarañjasā // MAnuv_3,4.36ef //	... no ced na yatnam kurya raQjasA // Ma anuv_3,4.36ef //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   yadi loke vede ca sādhanādhikyātsādhyādhikyaṃ no bhavet /	yadi loke vede ca sADana ADikyAt sADya ADikyam naH Bavet /
   tadā ke 'pyañjasā yatnaṃ sādhanātiśayānuṣṭhānaṃ na kuryuḥ kintu samameva	tadA ke api aQjasA yatnam sADana atiSaya anuzWAnam na kuryuH kintu samam eva
   kuryuḥ /	kuryuH /
   itarathā prekṣāvanto na bhaveyuḥ /	itaraTA prekzAvantaH na BaveyuH /
   na hyagnyādhānena yāvānsvargo 'śvamedhenāpi tāvata eva lābhe 'śvamedhe	na hi agni ADAnena yAvAn svargaH aSvameDena api tAvataH eva lABe aSvameDe
   kaścitpravarteta /	kaScid pravarteta /
   pravartamāno vābuddhimānbhavet /	pravartamAnaH vA abudDimAn Bavet /
   dro(ṇāvā)ṇavāpamātrakarṣaṇena yāvāndhānyalābhastāvata eva	dro(Na AvA)Na vApa mAtra karzaNena yAvAn DAnya lABaH tAvataH eva
   svār(yāvā)rīvāpakarṣaṇena bhāve na kaścittatra pravarteta /	svAr(yAvA)rI iva apakarzaNena BAve na kaScid tatra pravarteta /
   tathātve ca mandaḥ syāt /	taTA tve ca mandaH syAt /
   dṛṣṭaṃ vṛṣṭayādikamadṛṣṭaṃ dharmādikaṃ ca sādhanāntarbhūtameveti na	dRzwam vRzwayA Adikam adRzwam Darma Adikam ca sADana antarBUtam eva iti na
   vyabhicāraḥ śaṅkanīyaḥ /	vyaBicAraH SaFkanIyaH /
   evaṃ mānuṣādayo devādibhyo	evam mAnuza AdayaH deva AdiByaH 
   'lpamuktiphalabhājastadapekṣayālpasādhanavattvādyo	alpa mukti Pala BAjaH tad apekzayA alpa sADana vat tva At yaH 
   yadapekṣayālpasādhanavānsa tato 'lpaphalavāndṛṣṭaḥ yathā sammataḥ /	yad apekzayA alpa sADanavAn sa tatas alpa PalavAn dRzwaH yaTA sammataH /
   devādayo mānuṣāntā muktau phalatāratamyavantaḥ sādhanatāratamyopetatvādye	deva AdayaH mAnuza antAH muktO Pala tAratam yavantaH sADana tAratamya upeta tva Adye
   yatsādhanatāratamyavantaste tatsādhyatāratamyavanto yathā sammatāḥ /	yat sADana tAratamyavantaH te tat sADya tAratamyavantaH yaTA sammatAH /
   brahmādīnāṃ mānuṣāntānāṃ mokṣaphalāni tāratamyavanti	brahma AdInAm mAnuza antAnAm mokza PalAni tAratamyavanti
   tāratamyavatsādhanasādhyatvātsammatavadityanumānānyapyatra draṣṭavyāni /	tAratamya vat sADana sADya tvAt sammata vat iti anumAnAni api atra drazwavyAni /
   anukūlatarkādikaṃ ca pūrvavadūhanīyamiti /	anukUla tarka Adikam ca pUrvavat UhanIyam iti /
   JOSHI 28	JOSHI 28
   syādetat /	syAt etat /
   muktā apyupāsanaṃ karma cānutiṣṭhantīti guṇopasaṃhārapāde samarthitam /	muktAH api upAsanam karma ca anutizWanti iti guNa upasaMhAra pAde samarTitam /
   na caikaprakārameva teṣāmanuṣṭhānamiti niyāmakamasti /	na ca eka prakAram eva tezAm anuzWAnam iti niyAmakam asti /
   tathāca teṣāmupāsanāditāratamye satyapi	taTA ca tezAm upAsana Adi tAratamye sati api
   tatprayuktaphalatāratamyābhāvādayuktānyeva satarkāṇyanumānāni /	tad prayukta Pala tAratamya aBAvAt ayuktAni eva sa tarkANi anumAnAni /
   muktairanuṣṭhitaṃ sādhanameva na bhavati sādhyābhāvāditi cet /	muktEH anuzWitam sADanam eva na Bavati sADya aBAvAt iti ced /
   amuktai(mumukṣubhi)ranuṣṭhitasyāpyadhikasya tathātvopapatteḥ /	amuktE(mumukzuBi)H anuzWitasya api aDikasya taTA tva upapatteH /
   anuṣṭhānaṃ ca muktavallīlātmakaṃ bhaviṣyatītyata āha  kṛcchreṇeti //	anuzWAnam ca mukta vat lIlA Atmakam Bavizyati iti atas Aha kRcCreNa iti //
   kṛcchreṇa sādhanādeva na muktavadudīryate // MAnuv_3,4.37ab //	kRcCreNa sADanAt eva na mukta vat udIryate // Ma anuv_3,4.37aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   mumukṣubhiḥ kṛcchreṇaiva sādhanānāṃ	mumukzuBiH kRcCreNa eva sADanAnAm
   sādhanādanuṣṭhānātkāraṇānmuktavanmuktānāmivalīlayānuṣṭhānaṃ na bhavati /	sADanAt anuzWAnAt kAraNAt mukta vat muktAnAm iva lIlayA anuzWAnam na Bavati /
   anena viśeṣaṇaprakṣepādanaikāntyādi parihṛtam /	anena viSezaNa prakzepAt anEkAntyAdi parihRtam /
   muktānāṃ kṛcchrābhāvāllīlāvailakṣaṇyadarśanādanyathāsiddhirapyapāstā /	muktAnAm kRcCra aBAvAt lIlA vElakzaNya darSanAt anyaTA sidDiH api apAstA /
   nahi kṛcchravatī līlā bhavatītyuktaṃ bhavati /	nahi kRcCravatI lIlA Bavati iti uktam Bavati /
   kṛcchreṇa mumukṣūṇāṃ sādhanānuṣṭhāne kiṃ pramāṇamityata āha  udīryata iti	kRcCreNa mumukzUNAm sADana anuzWAne kim pramANam iti atas Aha udIryate iti
   etadāgamenodīryata ityarthaḥ /	etat Agamena udIryate iti arTaH /
   tadāgamaṃ paṭhati  daśakalpamiti //	tad Agamam paWati daSa kalpam iti //
   daśakalpaṃ tapaścīrṇaṃ rudreṇa lavaṇārṇave /	daSa kalpam tapaH cIrNam rudreNa lavaNa arNave /
   tyaktavā sukhāni sarvāṇi kliṣṭena lavaṇāmbhasā // MAnuv_3,4.37c f //	tyaktavA suKAni sarvANi klizwena lavaNa amBasA // Ma anuv_3,4.37c f //
   śakreṇa varṣakoṭiśca dhūmaḥ pīto 'tiduḥkhataḥ /	SakreNa varzakowiH ca DUmaH pItaH ati duHKataH /
   varṣāyutaṃ ca sūryeṇa tapo 'vākchirasā kṛtam // MAnuv_3,4.38 //	varza ayutam ca sUryeNa tapaH avAkCirasA kRtam // Ma anuv_3,4.38 //
   suduḥkhena sukhaṃ tyaktavā dharmeṇākāśaśāyinā /	su duHKena suKam tyaktavA DarmeNa AkASa SAyinA /
   pītā mayīcayo varṣasāhasramatisādaram // MAnuv_3,4.39 //	pItAH mayIcayaH varza sAhasram ati sAdaram // Ma anuv_3,4.39 //
   atikṛcchreṇa kurvanti yatnaṃ brahmavido 'pi hi /	atikRcCreNa kurvanti yatnam brahma vidaH api hi /
   ity ... // MAnuv_3,4.40a c //	iti ... // Ma anuv_3,4.40a t //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   kalpo brahmaṇo divasaḥ /	kalpaH brahmaNaH divasaH /
   pātrāditvānnapuṃsakam /	pAtra Adi tvAt napuMsakam /
   kālādhvanoratyantasaṃyoga iti dvitīyā /	kAla aDvanoH atyanta saMyogaH iti dvitIyA /
   yadvā daśakalpamiti bahuvrīhiḥ /	yat vA daSa kalpam iti bahuvrIhiH /
   tapaso viśeṣaṇam /	tapasaH viSezaNam /
   sahasraṃ parimāṇamasyeti sāhasraḥ saṅghaḥ /	sahasram parimANam asya iti sAhasraH saFGaH /
   tadasya parimāṇamityarthe śatamānaviṃśatikasahasravasanādaṇityaṇo vidhānāt	tat asya parimANam iti arTe Sata mAna viMSatika sahasra vasana AdaNityaNaH viDAnAt 
   anye 'pyatikṛcchreṇa yatnaṃ kuvarnti kimaihikaphalārthaṃ netyucyate	anye api atikRcCreNa yatnam kuvarnti kim Ehika Pala arTam na iti ucyate
   brahmavido 'pīti /	brahma vidaH api iti /
   viṣayavairāgyamanenopalakṣyate /	vizaya vErAgyam anena upalakzyate /
   brahmajñānotta(ra)raṃ sādhanānuṣṭhānena mokṣatāratamyasyopari	brahma jQAna utta(ra)ram sADana anuzWAnena mokza tAratamyasya upari
   sādhayiṣyamāṇatvādatra sāmānyamātraṃ vivakṣitam /	sADayizyamANa tvAt atra sAmAnya mAtram vivakzitam /
   itiśabdo vākyasamāptau /	iti SabdaH vAkya samAptO /
   anumānamupasaṃharati  etaditi //	anumAnam upasaMharati etat iti //
   ... etadakhilaṃ mokṣaviśeṣābhāvataḥ katham // MAnuv_3,4.40cd //	... etat aKilam mokza viSeza aBAvataH kaTam // MA anuv_3,4.40cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   etadakhilaṃ kṛcchreṇa sādhanānuṣṭhānam /	etat aKilam kRcCreNa sADana anuzWAnam /
   viśeṣo vaicitryam /	viSezaH vEcitryam /
   saptamyarthe tasiḥ /	saptamI arTe tasiH /
   kathaṃ yujyate /	kaTam yujyate /
   tato 'nena mokṣaviśeṣaḥ siddha iti śeṣaḥ /	tatas anena mokza viSezaH sidDaH iti SezaH /
   syādetat /	syAt etat /
   muktau tāratamyānumānaṃ kālātyayāpadiṣyam /	muktO tAratamya anumAnam kAla atyaya apadizyam /
   paramaṃ sāmyamupaitītyādiśrutiviruddhatvāditi /	paramam sAmyam upEti iti Adi Sruti virudDa tvAt iti /
   maivam /	mA evam /
   śruteḥ śrutismṛtibādhitatvena	SruteH Sruti smRti bADita tvena
   bādhakatvāsambhavādityāśayavānmokṣatāratamyavādinīḥ	bADaka tva asamBava AdityASayavAn mokza tAratamya vAdinIH
   śrutismṛtīstāvatpaṭhati  daivīti //	Sruti smRtIH tAvat paWati dEvI iti //
   daivī sampad vimokṣāya nibandhāyāsurī matā /	dEvI sampad vimokzAya nibanDAya AsurI matA /
   iti mokṣaviśeṣaśca svayaṃ bhagavatoditaḥ // MAnuv_3,4.41 //	iti mokza viSezaH ca svayam BagavatA uditaH // Ma anuv_3,4.41 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tameva yūyaṃ bhajatātmavṛttibhirmanovacaḥkāyaguṇaiḥ svakarmabhiḥ /	tam eva yUyam Bajata Atma vRttiBiH manaH vacaH kAya guNEH sva karmaBiH /
   amāyinaḥ kāmadughāṅghripaṅkajaṃ yathādhikārāvasitārthasiddhaye //	amAyinaH kAmaduGA aFGri paFkajam yaTA aDikAra avasita arTa sidDaye //
   MAnuv_3,4.42 //	Ma anuv_3,4.42 //
   akṣaṇvantaḥ karṇavantaḥ sakhāyo manojaveṣvasamā babhūvuḥ /	akzaNvantaH karNavantaH saKAyaH manojavezu asamAH baBUvuH /
   ādaghnāsa upakakṣāsa u tve hradā iva snātvā u tve dadṛśre // MAnuv_3,4.43	AdaGnAsaH upakakzAsaH u tve hradAH iva snAtvA u tve dadRSre // Ma anuv_3,4.43
   ityādīni ca vākyāni tāratamyaṃ vimuktigam /	ityAdIni ca vAkyAni tAratamyam vimukti gam /
   vyaktaṃ vadanti ... // MAnuv_3,4.44 //	vyaktam vadanti ... // Ma anuv_3,4.44 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sampadyogyatā /	sampad yogya tA /
   vimokṣo viśiṣyamokṣaḥ /	vimokzaH viSizya mokzaH /
   nibandho nīcasthāne 'ndhe tamasi bandhaḥ /	nibanDaH nIca sTAne anDe tamasi banDaH /
   tādarthye caturthī /	tAdarTye caturTI /
   caśabda evārthe /	caSabdaH eva arTe /
   bhagavatā svayamevokta iti sampadyate /	BagavatA svayam eva uktaH iti sampadyate /
   anyathā vītyupasargasya vaiyarthyāpatteḥ /	anyaTA vIti upasargasya vEyarTya ApatteH /
   tameveti munīnprati pṛthorvākyam /	tam eva iti munIn prati pRToH vAkyam /
   taṃ viṣṇumeva /	tam vizNum eva /
   ātmavṛttibhirityasyaiva vivaraṇaṃ manovacaḥkāyakāryaiḥ svakarmabhiriti /	Atma vRttiBiH iti asya eva vivaraNam manaH vacaH kAya kAryEH sva karmaBiH iti /
   amāyinaśchadmarahitā niṣkāmāḥ /	amAyinaH Cadma rahitAH nizkAmAH /
   yathādhikāraṃ yogyatānusāreṇāvasitasya niścitārthasya mokṣasya siddhaya	yaTA aDikAram yogyatA anusAreNa avasitasya niScita arTasya mokzasya sidDaya
   iti mokṣatāratamyoktiḥ /	iti mokza tAratamya uktiH /
   amāyina ityuktatvādarthaśabdena mokṣasyaivokteḥ /	amAyinaH iti ukta tvAt arTa Sabdena mokzasya eva ukteH /
   akṣaṇvanto 'kṣimantaḥ /	akzaNvantaH akzimantaH /
   ano nuḍiti nuṭ /	anaH nuxiti nuz /
   karṇavantaḥ prāptasamastendriyaphalāḥ /	karNavantaH prApta samaH ta indriya PalAH /
   parasparaṃ sakhāyo muktā /	parasparam saKAyaH muktAH /
   manojaveṣu manojavaḥ prajñātiśayo bahuvacanamādyarthe jñānādiguṇeṣu	manojavezu manojavaH prajQA atiSayaH bahuvacanam Adi arTe jQAna Adi guNezu
   asamāstāratamyopetā babhūvuḥ /	asamAH tAratamya upetAH baBUvuH /
   bhagavatsāmīpye ca tāratamyamucyate /	Bagavat sAmIpye ca tAratamyam ucyate /
   teṣu kecidādadhnāsa āsyaśabdasyā'bhāvaḥ /	tezu kecid AdaDnAsaH Asya Sabdasya aaBAvaH /
   āsyaṃ parimāṇasyetyādadhnamamṛtaṃ tadeteṣāmasti sthānamityarśaādibhyo 'c /	Asyam parimANasya iti At aDnam amRtam tat etezAm asti sTAnam iti arSaa AdiByaH at /
   āsyaparimāṇe sudhānidhau viharanta iti dūratvamucyate /	Asya parimANe suDA niDO viharantaH iti dUra tvam ucyate /
   yadvā taratamaśabda iva dadhnaśabdo 'pratyayo 'pyasti /	yat vA taratama SabdaH iva daDna SabdaH apratyayaH api asti /
   tataśca samyagdadhnā magnā ityarthaḥ /	tatas ca samyak daDnAH magnAH iti arTaH /
   tve kecidupagatāḥ kakṣaṃ vanamupakakṣāḥ /	tve kecid upagatAH kakzam vanam upakakzAH /
   uśabda evārthaḥ /	uSabdaH eva arTaH /
   śvetadvīpagatavanakrīḍāratā eveti madhyatvamucyate /	SvetadvIpa gata vana krIxA ratA eva iti maDya tvam ucyate /
   āñjaserasugityasuk /	AQjaseH a sugitya suc /
   tve(eva)eke snātvāḥ snātavyāḥ /	tu e(eva )eke snAtvAH snAtavyAH /
   kṛtyarthe"tavaiken kenyatvana'; iti tvan /	kRti arTe"tava eket kenyatvana a; iti tvan /
   hṛdā iva gambhīrāḥ parameśvaraṃ dadṛśre dadṛśuḥ /	hRdA iva gamBIrAH parameSvaram dadRSre dadRSuH /
   harayore /	harayore /
   anenātisāmīpyamucyate /	anena atisAmIpyam ucyate /
   "śrutvā viṣṇuṃ karṇaphalam'; ityādismṛtyāsya mantrasyaiva	"SrutvA vizNum karNa Palam a; ityAdi smRtyA asya mantrasya eva
   vyākhyātatvānnārthāntaraṃ kalpanīyam /	vyAKyAta tvAt na arTa antaram kalpanIyam /
   ityādīni ceti caśabdena prāgudāhṛtakāṇvataittirīyaśrutī samuccinoti /	ityAdIni ca iti caSabdena prAk udAhRta kANvatEttirIya SrutI samuccinoti /
   vyaktaṃ niravakāśam /	vyaktam niravakASam /
   tataḥ kimityata āha  tatkeneti //	tatas kim iti atas Aha tat kena iti //
   ... tat kena sāmyaṃ mukteṣu gamyate // MAnuv_3,4.44cd //	... tat kena sAmyam muktezu gamyate // MA anuv_3,4.44cd //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tattasmānniravakāśaśrutismṛtibādhitatvātkena na kenāpi /	tat tasmAt niravakASa Sruti smRti bADita tvAt kena na kena api /
   yadudāhṛtaṃ vākyaṃ tanna tatparamiti bhāvaḥ /	yat udAhRtam vAkyam tat na tat param iti BAvaH /
   tarhi kastasyārtha ityata āha  duḥkhādīti //	tarhi kaH tasya arTaH iti atas Aha duHKa Adi iti //
   duḥkhādyabhāvasāmyaṃ ca sāmyavākyārtha īyate // MAnuv_3,4.45ab //	duHKa Adi a BAva sAmyam ca sAmya vAkya arTaH Iyate // Ma anuv_3,4.45aB //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   caśabdo 'vadhāraṇe paramānandasāmyasamuccaye vā /	caSabdaH avaDAraNe parama Ananda sAmya samuccaye vA /
   yathoktam /	yaTA uktam /
   "duḥkhābhāvaḥ parānando liṅgabhedaḥ samā matā'; iti /	"duHKa aBAvaH parAnandaH liFga BedaH samAH matA a; iti /
   kiñcanedamanumānamutprekṣitam /	kiQcana idam anumAnam utprekzitam /
   kintvāgamasiddham /	kintvA Agama sidDam /
   tatra kathaṃ kālātītāśaṅketyāśayenāha  bhaktyādīti //	tatra kaTam kAla atIta ASaFkA iti ASayena aha BaktyA Adi iti //
   bhaktayādiguṇasadbhāve hyatulyatvaṃ ca bhārate /	BaktayA Adi guNa sadBAve hi atulya tvam ca BArate /
   uktaṃ ... // MAnuv_3,4.45c e //	uktam ... // Ma anuv_3,4.45c e //
   *11,97f.*	*11,97f.*
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   tāratamyena bhaktyādiguṇasadbhāve sati bhaktyādisādhanaguṇānāṃ tāratamyena	tAratamyena Bakti Adi guNa sadBAve sati Bakti Adi sADana guNAnAm tAratamyena
   hetuneti yāvat /	hetunA iti yAvat /
   atulyatvaṃ mokṣaphalasya /	atulya tvam mokza Palasya /
   na kevalamasmābhiḥ kintu bhārate coktam /	na kevalam asmABiH kintu BArate ca uktam /
   hīti tadvākyasya prasiddhānāṃ sūcayati /	hi iti tad vAkyasya prasidDAnAm sUcayati /
   yathā sati hi guṇe pravadantyatulyatāmiti /	yaTA sati hi guNe pravadanti atulya tAm iti /
   sati sādhau guṇaṣa bhaktyādāvatulye sati phalasyāpyatulyatāṃ vadanti	sati sADO guNaza BaktyA dO= atulye sati Palasya api atulya tAm vadanti
   hītyarthaḥ /	hi iti arTaH /
   sādhanatāratamyaṃ pramāṇairdṛśyata ityuktam /	sADana tAratamyam pramANEH dRSyate iti uktam /
   kāni tānītyataḥ kṛcchreṇānuṣṭhānaṃ pradarśayitumudāhṛtaṃ tāvadekaṃ vākyam	kAni tAni iti atas kRcCreNa anuzWAnam pradarSayitum udAhRtam tAvat ekam vAkyam
   anyānyapi santītyāha  sādhaneti //	anyAni api santi iti Aha sADana iti //
   ... sādhanavaiśeṣyamapi sarvatra kathyate // MAnuv_3,4.45ef //	... sADana vESezyam api sarvatra kaTyate // Ma anuv_3,4.45ef //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   sādhakānāṃ sādhanavaicitryaṃ sarvatrāpi grantheṣu /	sADakAnAm sADana vEcitryam sarvatra api granTezu /
   tāni vākyāni paṭhati  durjñeyamiti //	tAni vAkyAni paWati durjQeyam iti //
   durjñeyaṃ ghorarūpasya trailokyadhvaṃsinaḥ prabhoḥ /	durjQeyam Gora rUpasya trElokya DvaMsinaH praBoH /
   daivatairmunibhiḥ siddhairmahāyogibhireva ca // MAnuv_3,4.46 //	dEvatEH muniBiH sidDEH mahA yogiBiH eva ca // Ma anuv_3,4.46 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
   prabhornṛsiṃhasya dhyānacakraṃ devatādibhirdurjñeyam /	praBoH nRsiMhasya DyAna cakram devatA AdiBiH durjQeyam /
   kuto ghoraṃ bhayaṅkaraṃ rūpamasyeti tathoktaḥ /	kutas Goram BayaFkaram rUpam asya iti taTA uktaH /
   trailokyaṃ dhvaṃsituṃ śīlamasyeti /	trElokyam DvaMsitum SIlam asya iti /
   evaśabdena na saṃjñāmātreṇa mahāyoginaḥ kintvarthata evetyāha  tadevoktaṃ	eva Sabdena na saMjQA mAtreNa mahA yoginaH kintu arTataH eva iti Aha tat eva uktam
   nityamuktairityādinā //	nitya muktEH ityAdinA //
   nityayuktairmahābhāgairvimuktakleśasādhvasaiḥ /	nitya yuktEH mahABAgEH vimukta kleSa sADvasEH /
   mahotsāhairmahādhairyaiḥ sattvasthairvyavasāyibhiḥ // MAnuv_3,4.47 //	mahA utsAhEH mahA DEryEH sattva sTEH vyavasAyiBiH // Ma anuv_3,4.47 //
   atītānāgatajñānaprabhavāpyayavedibhiḥ /	atIta anAgata jQAna praBava apyaya vediBiH /
   śaucasvādhyāyasantoṣatapassatyadayānvitaiḥ // MAnuv_3,4.48 //	SOca svADyAya santoza tapassatya dayA anvitEH // Ma anuv_3,4.48 //
   kimu martyairbhayabhrāntidhvaṃsamoharujānvitaiḥ /	kimu martyEH Baya BrAnti DvaMsa moha rujA anvitEH /
   alpāyurvīryadhīsattvavyavasāyaśrutivrataiḥ // MAnuv_3,4.49 //	alpa AyuH vIrya DI sattva vyavasAya Sruti vratEH // Ma anuv_3,4.49 //
   NYĀYASUDHĀ:	NYĀYA SUDHĀ:
