   Pariccheda 1	Pari=-CedaH 1
   karādibhyaḥ pṛthag nāsti kathaṃ nu khalu vidyate // Bca_9.83 //	kara-AdiByaH pRTak na-asti kaTam nu Kalu vidyate // Bca_9.83 //
   tannāsti kāyo mohāttu kāyabuddhiḥ karādiṣu /	tat-na-asti kAyaH mohAt-tu kAya-budDiH kara-Adizu /
   saṃniveśaviśeṣeṇa sthānau puruṣabuddhivat // Bca_9.84 //	saMniveSa-viSezeNa sTAnO puruza-budDi-vat // Bca_9.84 //
   yāvatpratyayasāmagrī tāvatkāyaḥ pumāniva /	yAvat-pratyaya-sAmagrI tAvat-kAyaH pumAn-iva /
   evaṃ karādau sā yāvat tāvatkāyo 'tra dṛśyate // Bca_9.85 //	evam kara-AdO sA yAvat tAvat-kAyaH atra dRSyate // Bca_9.85 //
   evamaṅgulipuñjatvāt pādo 'pi kataro bhavet /	evam-aFguli-puQja-tvAt pAdaH api kataraH Bavet /
   so 'pi parvasamūhatvāt parvāpi svāṃśabhedataḥ // Bca_9.86 //	saH api parva-samUha-tvAt parvA-api sva-aMSa-BedataH // Bca_9.86 //
   aṃśā apyaṇubhedena so 'pyaṇurdigvibhāgataḥ /	aMSAH api-aNu-Bedena saH api-aNuH-diS-viBAgataH /
   digvibhāgo niraṃśatvād ākāśaṃ tena nāstyaṇuḥ // Bca_9.87 //	diS-viBAgaH niraMSa-tvAt AkASam tena na-asti-aNuH // Bca_9.87 //
   evaṃ svapnopame rūpe ko rajyeta vicārakaḥ /	evam svapna-upame rUpe kaH rajyeta vicArakaH /
   kāyaścaivaṃ yadā nāsti tadā kā strī pumāṃśca kaḥ // Bca_9.88 //	kAyaH-ca-evam yadA na-asti tadA kA strI pumAn=-ca kaH // Bca_9.88 //
   yadyasti duḥkhaṃ tattvena prahṛṣṭān kiṃ na bādhate /	yadi-asti duHKam tattvena prahRzwAn kim na bADate /
   śokādyārtāya mṛṣṭādi sukhaṃ cetkiṃ na rocate // Bca_9.89 //	Soka-Adi-ArtAya mRzwa-Adi suKam ced-kim na rocate // Bca_9.89 //
   balīyasābhibhūtatvād yadi tannānubhūyate /	balIyasA-aBiBUta-tvAt yadi tat-na-anuBUyate /
   vedanātvaṃ kathaṃ tasya yasya nānubhavātmatā // Bca_9.90 //	vedanA-tvam kaTam tasya yasya na-anuBava-Atma-tA // Bca_9.90 //
   asti sūkṣmatayā duḥkhaṃ sthaulyaṃ tasya hṛtaṃ nanu /	asti sUkzma-tayA duHKam sTOlyam tasya hRtam nanu /
   tuṣṭimātrā'parā cetsyāt tasmātsāpyasya sūkṣmatā // Bca_9.91 //	tuzwi-mAtrA-aparA ced-syAt tasmAt-sApi-asya sUkzma-tA // Bca_9.91 //
   viruddhapratyayotpattau duḥkhasyānudayo yadi /	virudDa-pratyaya-utpattO duHKasya-anudayaH yadi /
   kalpanābhiniveśo hi vedanetyāgataṃ nanu // Bca_9.92 //	kalpanA-aBiniveSaH hi vedanA-iti-Agatam nanu // Bca_9.92 //
   ata eva vicāro 'yaṃ pratipakṣo 'sya bhāvyate /	atas eva vicAraH ayam pratipakzaH asya BAvyate /
   vikalpakṣetrasaṃbhūta-dhyānāhārā hi yoginaḥ // Bca_9.93 //	vikalpa-kzetra-saMBUta--DyAna-AhArAH hi yoginaH // Bca_9.93 //
   sāntarāvindriyārthau cet saṃsargaḥ kuta etayoḥ /	sa-antarO=-indriya-arTO ced saMsargaH kutas etayoH /
   nirantaratve 'pyekatvaṃ kasya kenāstu saṃgatiḥ // Bca_9.94 //	nirantara-tve api-ekatvam kasya kena-astu saMgatiH // Bca_9.94 //
   nāṇoraṇau praveśo 'sti nirākāśaḥ samaśca saḥ /	na-aNA-uraNO praveSaH asti nirAkASaH samaH-ca saH /
   apraveśe na miśratvam amiśratve na saṃgatiḥ // Bca_9.95 //	apraveSe na miSra-tvam amiSra-tve na saMgatiH // Bca_9.95 //
   niraṃśasya ca saṃsargaḥ kathaṃ nāmopapadyate /	niraMSasya ca saMsargaH kaTam nAma-upapadyate /
   saṃsarge ca niraṃśatvaṃ yadi dṛṣṭaṃ nidarśaya // Bca_9.96 //	saMsarge ca niraMSa-tvam yadi dRzwam nidarSaya // Bca_9.96 //
   vijñānasya tvamūrtasya saṃsargo naiva yujyate /	vijQAnasya tu-amUrtasya saMsargaH na-eva yujyate /
   samūhasyāpyavastutvād yathā pūrvaṃ vicāritam // Bca_9.97 //	samUhasya-api-avastu-tvAt yaTA pUrvam vicAritam // Bca_9.97 //
   tadevaṃ sparśanābhāve vedanāsaṃbhavaḥ kutaḥ /	tat-evam sparSana-aBAve vedanA-saMBavaH kutas /
   kimarthamayamāyāsaḥ bādhā kasya kuto bhavet // Bca_9.98 //	kimarTam-ayam-AyAsaH bADA kasya kutas Bavet // Bca_9.98 //
   yadā na vedakaḥ kaścid vedanā ca na vidyate /	yadA na vedakaH kaScid vedanA ca na vidyate /
   tadāvasthāmimāṃ dṛṣṭvā tṛṣṇe kiṃ na vidīryase // Bca_9.99 //	tadA-avasTAm-imAm dRzwvA tRzNe kim na vidIryase // Bca_9.99 //
   dṛśyate spṛśyate cāpi svapnamāyopamātmanā /	dRSyate spRSyate ca-api svapna-mAyA-upama-AtmanA /
   cittena sahajātatvād vedanā tena nekṣyate // Bca_9.100 //	cittena saha-jAta-tvAt vedanA tena na-Ikzyate // Bca_9.100 //
   pūrvaṃ paścācca jātena smaryate nānubhūyate /	pUrvam paScAt-ca jAtena smaryate na-anuBUyate /
   svātmānaṃ nānubhavati na cānyenānubhūyate // Bca_9.101 //	sva-AtmAnam na-anuBavati na ca-anyena-anuBUyate // Bca_9.101 //
   na cāsti vedakaḥ kaścid vedanāto na tattvataḥ /	na ca-asti vedakaH kaScid vedanA-atas na tattvataH /
   nirātmake kalāpe 'smin ka eva bādhyate 'nayā // Bca_9.102 //	nirAtmake kalApe asmin kaH eva bADyate anayA // Bca_9.102 //
   nendriyeṣu na rūpādau nāntarāle manaḥ sthitam /	na-indriyezu na rUpa-AdO na-antarAle manaH sTitam /
   nāpyantarna bahiścittam anyatrāpi na labhyate // Bca_9.103 //	na-api-antar-na bahis-cittam anyatra-api na laByate // Bca_9.103 //
   yanna kāye na cānyatra na miśraṃ na pṛthak kvacit /	yat-na kAye na ca-anyatra na miSram na pRTak kvacid /
   tanna kiṃcidataḥ sattvāḥ prakṛtyā parinirvṛtāḥ // Bca_9.104 //	tat-na kiMcid-atas sattvAH prakRtyA parinirvRtAH // Bca_9.104 //
   jñeyātpūrvaṃ yadi jñānaṃ kimālambyāsya saṃbhavaḥ /	jQeyAt-pUrvam yadi jQAnam kim-Alambya-asya saMBavaH /
   jñeyena saha cejjñānaṃ kimālambyāsya saṃbhavaḥ // Bca_9.105 //	jQeyena saha ced-jQAnam kim-Alambya-asya saMBavaH // Bca_9.105 //
   atha jñeyādbhavetpaścāt tadā jñānaṃ kuto bhavet /	aTa jQeyAt-Bavet-paScAt tadA jQAnam kutas Bavet /
   evaṃ ca sarvadharmāṇām utpattirnāvasīyate // Bca_9.106 //	evam ca sarva-DarmANAm utpattiH-na-avasIyate // Bca_9.106 //
   yadyevaṃ saṃvṛtirnāsti tataḥ satyadvayaṃ kutaḥ /	yadi-evam saMvRtiH-na-asti tatas satya-dvayam kutas /
   atha sāpyanyasaṃvṛtyā syātsattvo nirvṛtaḥ kutaḥ // Bca_9.107 //	aTa sA-api-anya-saMvRtyA syAt-sattvaH nirvRtaH kutas // Bca_9.107 //
   paracittavikalpo 'sau svasaṃvṛtyā tu nāsti saḥ /	para-citta-vikalpaH asO sva-saMvRtyA tu na-asti saH /
   sa paścānniyataḥ so 'sti na cennāstyeva saṃvṛtiḥ // Bca_9.108 //	sa paScAt-niyataH saH asti na ced-na-asti-eva saMvRtiH // Bca_9.108 //
   kalpanā kalpitaṃ ceti dvayamanyonyaniśritam /	kalpanA kalpitam ca-iti dvayam-anyonya-niSritam /
   yathāprasiddhamāśritya vicāraḥ sarva ucyate // Bca_9.109 //	yaTAprasidDam-ASritya vicAraH sarvaH ucyate // Bca_9.109 //
   vicāritena tu yadā vicāreṇa vicāryate /	vicAritena tu yadA vicAreNa vicAryate /
   tadānavasthā tasyāpi vicārasya vicāraṇāt // Bca_9.110 //	tadA-anavasTA tasya-api vicArasya vicAraNAt // Bca_9.110 //
   vicārite vicārye tu vicārasyāsti nāśrayaḥ /	vicArite vicArye tu vicArasya-asti na-ASrayaH /
   nirāśrayatvānnodeti tacca nirvāṇamucyate // Bca_9.111 //	nirASraya-tvAt-na-udeti tat-ca nirvANam-ucyate // Bca_9.111 //
   yasya tvetaddvayaṃ satyaṃ sa evātyantaduḥsthitaḥ /	yasya tu-etat-dvayam satyam saH eva-atyanta-duHsTitaH /
   yadi jñānavaśādartho jñānāstitve tu kā gatiḥ // Bca_9.112 //	yadi jQAna-vaSAt-arTaH jQAna-astitve tu kA gatiH // Bca_9.112 //
   atha jñeyavaśājjñānaṃ jñeyāstitve tu kā gatiḥ /	aTa jQeya-vaSAt-jQAnam jQeya-astitve tu kA gatiH /
   athānyonyavaśātsattvam abhāvaḥ syāddvayorapi // Bca_9.113 //	aTa-anyonya-vaSAt-sattvam aBAvaH syAt-dvayoH-api // Bca_9.113 //
   pitā cenna vinā putrāt kutaḥ putrasya saṃbhavaḥ /	pitA ced-na vinA putrAt kutas putrasya saMBavaH /
   putrābhāve pitā nāsti tathā sattvaṃ tayordvayoḥ // Bca_9.114 //	putra-aBAve pitA na-asti taTA sattvam tayoH-dvayoH // Bca_9.114 //
   aṅkuro jāyate bījād bījaṃ tenaiva sūcyate /	aFkuraH jAyate bIjAt bIjam tena-eva sUcyate /
   jñeyājjñānena jātena tatsattā kiṃ na gamyate // Bca_9.115 //	jQeyAt-jQAnena jAtena tad-sattA kim na gamyate // Bca_9.115 //
   aṅkurādanyato jñānād bījamastīti gamyate /	aFkurAt-anyatas jQAnAt bIjam-asti-iti gamyate /
   jñānāstitvaṃ kuto jñātaṃ jñeyaṃ yattena gamyate // Bca_9.116 //	jQAna-astitvam kutas jQAtam jQeyam yat-tena gamyate // Bca_9.116 //
   lokaḥ pratyakṣatastāvat sarvaṃ hetumudīkṣate /	lokaH pratyakzataH-tAvat sarvam hetum-udIkzate /
   padmanālādibhedo hi hetubhedena jāyate // Bca_9.117 //	padma-nAla-Adi-BedaH hi hetu-Bedena jAyate // Bca_9.117 //
   kiṃkṛto hetubhedaścet pūrvahetuprabhedataḥ /	kiMkRtaH hetu-BedaH-ced pUrva-hetu-praBedataH /
   kasmāccetphalado hetuḥ pūrvahetuprabhāvataḥ // Bca_9.118 //	kasmAt-ced-Pala-daH hetuH pUrva-hetu-praBAvataH // Bca_9.118 //
   īśvaro jagato hetuḥ vada kastāvadīśvaraḥ /	ISvaraH jagataH hetuH vada kaH-tAvat-ISvaraH /
   bhūtāni cedbhavatvevaṃ nāmamātre 'pi kiṃ śramaḥ // Bca_9.119 //	BUtAni ced-Bavatu-evam nAma-mAtre api kim SramaH // Bca_9.119 //
   api tvaneke 'nityāśca niśceṣṭā na ca devatāḥ /	api tu-aneke anityAH-ca niScezwAH na ca devatAH /
   laṅghyāścāśucayaścaiva kṣmādayo na sa īśvaraḥ // Bca_9.120 //	laFGyAH-ca-aSucayaH-ca-eva kzmA-AdayaH na saH ISvaraH // Bca_9.120 //
   nākāśamīśo 'ceṣṭatvāt nātmā pūrvaniṣedhataḥ /	na-AkASam-ISaH acezwa-tvAt na-AtmA pUrva-nizeDataH /
   acintyasya ca kartṛtvam apyacintyaṃ kimucyate // Bca_9.121 //	acintyasya ca kartR-tvam api-acintyam kim-ucyate // Bca_9.121 //
   tena kiṃ sraṣṭumiṣṭaṃ ca ātmā cet nanvasau dhruvaḥ /	tena kim srazwum-izwam ca AtmA ced nanu-asO DruvaH /
   kṣmādisvabhāva īśaśca jñānaṃ jñeyādanādi ca // Bca_9.122 //	kzmA-Adi-svaBAvaH ISaH-ca jQAnam jQeyAt-anAdi ca // Bca_9.122 //
   karmaṇaḥ sukhaduḥkhe ca vada kiṃ tena virmitam /	karmaNaH suKa-duHKe ca vada kim tena virmitam /
   hetorādirna cedasti phalasyādiḥ kuto bhavet // Bca_9.123 //	hetoH-AdiH-na ced-asti Palasya-AdiH kutas Bavet // Bca_9.123 //
   kasmātsadā na kurute na hi so 'nyamapekṣate /	kasmAt-sadA na kurute na hi saH anyam-apekzate /
   tenākṛto 'nyo nāstyeva tenāsau kimapekṣatām // Bca_9.124 //	tena-akRtaH anyaH na-asti-eva tena-asO kim-apekzatAm // Bca_9.124 //
   apekṣate cetsāmagrīṃ heturna punarīśvaraḥ /	apekzate ced-sAmagrIm hetuH-na punar-ISvaraH /
   nākartumīśaḥ sāmagryāṃ na kartuṃ tadabhāvataḥ // Bca_9.125 //	na-akartum-ISaH sAmagryAm na kartum tad-aBAvataH // Bca_9.125 //
   karotyanicchannīśaścet parāyattaḥ prasajyate /	karoti-anicCan=-ISaH-ced parAyattaH prasajyate /
   icchannapīcchāyattaḥ syāt kurvataḥ kuta īśatā // Bca_9.126 //	icCan=-api-icCA-AyattaH syAt kurvataH kutas ISatA // Bca_9.126 //
   ye 'pi nityānaṇūnāhus te 'pi pūrvaṃ nivāritāḥ /	ye api nityAn-aNUn-AhuH te api pUrvam nivAritAH /
   sāṃkhyāḥ pradhānamicchanti nityaṃ lokasya kāraṇam // Bca_9.127 //	sAMKyAH praDAnam-icCanti nityam lokasya kAraNam // Bca_9.127 //
   sattvaṃ rajastamaśceti guṇā aviṣamasthitāḥ /	sattvam rajaH-tamaH-ca-iti guNAH avizama-sTitAH /
   pradhānamiti kathyante viṣamairjagaducyate // Bca_9.128 //	praDAnam-iti kaTyante vizamEH-jagat-ucyate // Bca_9.128 //
   ekasya trisvabhāvatvam ayuktaṃ tena nāsti tat /	ekasya tri-svaBAva-tvam ayuktam tena na-asti tat /
   evaṃ guṇā na vidyante pratyekaṃ te 'pi hi tridhā // Bca_9.129 //	evam guNAH na vidyante pratyekam te api hi triDA // Bca_9.129 //
   guṇābhāve ca śabdāder astitvamatidūrataḥ /	guNa-aBAve ca Sabda-AdeH astitvam-ati-dUrataH /
   acetane ca vastrādau sukhāderapyasaṃbhavaḥ // Bca_9.130 //	acetane ca vastra-AdO suKa-AdeH-api-asaMBavaH // Bca_9.130 //
   taddheturūpā bhāvāścen nanu bhāvā vicāritāḥ /	tad-hetu-rUpAH BAvAH-ced nanu BAvAH vicAritAH /
   sukhādyeva ca te hetuḥ na ca tasmātpaṭādayaḥ // Bca_9.131 //	suKa-Adi-eva ca te hetuH na ca tasmAt-pawa-AdayaH // Bca_9.131 //
   paṭādestu sukhādi syāt tadabhāvātsukhādyasat /	pawa-AdeH-tu suKa-Adi syAt tad-aBAvAt-suKAt-yasat /
   sukhādīnāṃ ca nityatvaṃ kadācinnopalabhyate // Bca_9.132 //	suKa-AdInAm ca nitya-tvam kadAcid-na-upalaByate // Bca_9.132 //
   satyāmeva sukhavyaktau saṃvittiḥ kiṃ na gṛhyate /	satyAm-eva suKa-vyaktO saMvittiH kim na gRhyate /
   tadeva sūkṣmatāṃ yāti sthūlaṃ sūkṣmaṃ ca tatkatham // Bca_9.133 //	tat-eva sUkzma-tAm yAti sTUlam sUkzmam ca tat-kaTam // Bca_9.133 //
   sthaulyaṃ tyaktvā bhavetsūkṣmam anitye sthaulyasūkṣmate /	sTOlyam tyaktvA Bavet-sUkzmam anitye sTOlya-sUkzmate /
   sarvasya vastunastadvat kiṃ nānityatvamiṣyate // Bca_9.134 //	sarvasya vastunaH-tadvat kim na-anitya-tvam-izyate // Bca_9.134 //
   na sthaulyaṃ cetsukhādanyat sukhasyānityatā sphuṭam /	na sTOlyam ced-suKAt-anyat suKasya-anitya-tA sPuwam /
   nāsadutpadyate kiṃcid asattvāditi cenmatam // Bca_9.135 //	na-asat-utpadyate kiMcid asattvAt-iti ced-matam // Bca_9.135 //
   vyaktasyāsata utpattir akāmasyāpi te sthitā /	vyaktasya-asataH utpattiH akAmasya-api te sTitAH /
   annādo 'medhyabhakṣaḥ syāt phalaṃ hetau yadi sthitam // Bca_9.136 //	anna-AdaH ameDya-BakzaH syAt Palam hetO yadi sTitam // Bca_9.136 //
   paṭārgheṇaiva karpāsa-bījaṃ krītvā nivasyatām /	pawa-arGeNa-eva karpAsa-bIjam krItvA nivasyatAm /
   mohāccennekṣate lokaḥ tattvajñasyāpi sā sthitiḥ // Bca_9.137 //	mohAt-ced-na-Ikzate lokaH tattva-jQasya-api sA sTitiH // Bca_9.137 //
   lokasyāpi ca tajjñānam asti kasmānna paśyati /	lokasya-api ca tat-jQAnam asti kasmAt-na paSyati /
   lokāpramāṇatāyāṃ cet vyaktadarśanamapyasat // Bca_9.138 //	loka-apramANa-tAyAm ced vyakta-darSanam-api-asat // Bca_9.138 //
   pramāṇamapramāṇaṃ cen nanu tatpramitaṃ mṛṣā /	pramANam-apramANam ced nanu tad-pramitam mRzA /
   tattvataḥ śūnyatā tasmād bhāvānāṃ nopapadyate // Bca_9.139 //	tattvataH SUnyatA tasmAt BAvAnAm na-upapadyate // Bca_9.139 //
   kalpitaṃ bhāvamaspṛṣṭvā tadabhāvo na gṛhyate /	kalpitam BAvam-aspRzwvA tad-aBAvaH na gRhyate /
   tasmādbhāvo mṛṣā yo hi tasyābhāvaḥ sphuṭaṃ mṛṣā // Bca_9.140 //	tasmAt-BAvaH mRzA yaH hi tasya-aBAvaH sPuwam mRzA // Bca_9.140 //
   tasmātsvapne sute naṣṭe sa nāstīti vikalpanā /	tasmAt-svapne sute nazwe sa na-asti-iti vikalpanA /
   tadbhāvakalpanotpādaṃ vibadhnāti mṛṣā ca sā // Bca_9.141 //	tad-BAva-kalpanA-utpAdam vibaDnAti mRzA ca sA // Bca_9.141 //
   tasmādevaṃ vicāreṇa nāsti kiṃcidahetutaḥ /	tasmAt-evam vicAreNa na-asti kiMcid-ahetutaH /
   na ca vyastasamasteṣu pratyayeṣu vyavasthitam // Bca_9.142 //	na ca vyasta-samastezu pratyayezu vyavasTitam // Bca_9.142 //
   anyato nāpi cāyātaṃ na tiṣṭhati na gacchati /	anyatas na-api ca-AyAtam na tizWati na gacCati /
   māyātaḥ ko viśeṣo 'sya yanmūḍhaiḥ satyataḥ kṛtam // Bca_9.143 //	mAyAtaH kaH viSezaH asya yat-mUXEH satyataH kRtam // Bca_9.143 //
   māyayā nirmitaṃ yacca hetubhiryacca nirmitam /	mAyayA nirmitam yat-ca hetuBiH-yat-ca nirmitam /
   āyāti tatkutaḥ kutra yāti ceti nirūpyatām // Bca_9.144 //	AyAti tat-kutas kutra yAti ca-iti nirUpyatAm // Bca_9.144 //
   yadanyasaṃnidhānena dṛṣṭaṃ na tadabhāvataḥ /	yad-anya-saMniDAnena dRzwam na tad-aBAvataH /
   pratibimbasame tasmin kṛtrime satyatā katham // Bca_9.145 //	pratibimba-same tasmin kRtrime satya-tA kaTam // Bca_9.145 //
   vidyamānasya bhāvasya hetunā kiṃ prayojanam /	vidyamAnasya BAvasya hetunA kim prayojanam /
   athāpyavidyamāno 'sau hetunā kiṃ prayojanam // Bca_9.146 //	aTa-api-avidyamAnaH asO hetunA kim prayojanam // Bca_9.146 //
   nābhāvasya vikāro 'sti hetukoṭiśatairapi /	na-aBAvasya vikAraH asti hetu-kowi-SatEH-api /
   tadavasthaḥ kathaṃ bhāvaḥ ko vānyo bhāvatāṃ gataḥ // Bca_9.147 //	tad-avasTaH kaTam BAvaH kaH vA-anyaH BAvatAm gataH // Bca_9.147 //
   nābhāvakāle bhāvaścet kadā bhāvo bhaviṣyati /	na-aBAva-kAle BAvaH-ced kadA BAvaH Bavizyati /
   nājātena hi bhāvena so 'bhāvo 'pagamiṣyati // Bca_9.148 //	na-ajAtena hi BAvena saH aBAvaH apagamizyati // Bca_9.148 //
   na cānapagate 'bhāve bhāvāvasarasaṃbhavaḥ /	na ca-anapagate aBAve BAva-avasara-saMBavaH /
   bhāvaścābhāvatāṃ naiti dvisvabhāvaprasaṅgataḥ // Bca_9.149 //	BAvaH-ca-aBAvatAm na-eti dvi-svaBAva-prasaFgataH // Bca_9.149 //
   evaṃ ca na virodho 'sti na ca bhāvo 'sti sarvadā /	evam ca na viroDaH asti na ca BAvaH asti sarvadA /
   ajātamaniruddhaṃ ca tasmātsarvamidaṃ jagat // Bca_9.150 //	ajAtam-anirudDam ca tasmAt-sarvam-idam jagat // Bca_9.150 //
   svapnopamāstu gatayo vicāre kadalīsamāḥ /	svapna-upamAH-tu gatayaH vicAre kadalI-samAH /
   nirvṛtānirvṛtānāṃ ca viśeṣo nāsti vastutaḥ // Bca_9.151 //	nirvRta-anirvRtAnAm ca viSezaH na-asti vastutas // Bca_9.151 //
   evaṃ śūnyeṣu dharmeṣu kiṃ labdhaṃ kiṃ hṛtaṃ bhavet /	evam SUnyezu Darmezu kim labDam kim hRtam Bavet /
   satkṛtaḥ paribhūto vā kena kaḥ saṃbhaviṣyati // Bca_9.152 //	satkRtaH pariBUtaH vA kena kaH saMBavizyati // Bca_9.152 //
   kutaḥ sukhaṃ vā duḥkhaṃ vā kiṃ priyaṃ vā kimapriyam /	kutas suKam vA duHKam vA kim priyam vA kim-apriyam /
   kā tṛṣṇā kutra sā tṛṣṇā mṛgyamāṇā svabhāvataḥ // Bca_9.153 //	kA tRzNA kutra sA tRzNA mRgyamANA svaBAvataH // Bca_9.153 //
   vicāre jīvalokaḥ kaḥ ko nāmātra mariṣyati /	vicAre jIva-lokaH kaH kaH nAma-atra marizyati /
   ko bhaviṣyati ko bhūtaḥ ko bandhuḥ kasya kaḥ suhṛt // Bca_9.154 //	kaH Bavizyati kaH BUtaH kaH banDuH kasya kaH suhRd // Bca_9.154 //
   sarvamākāśasaṃkāśaṃ parigṛhṇantu madvidhāḥ /	sarvam-AkASa-saMkASam parigRhNantu madviDAH /
   prakupyanti prahṛṣyanti kalahotsavahetubhiḥ // Bca_9.155 //	prakupyanti prahRzyanti kalaha-utsava-hetuBiH // Bca_9.155 //
   śokāyāsairviṣādaiśca mithaśchedanabhedanaiḥ /	Soka-AyAsEH-vizAdEH-ca miTas-Cedana-BedanEH /
   yāpayanti sukṛcchreṇa pāpairātmasukhecchavaḥ // Bca_9.156 //	yApayanti su-kRcCreNa pApEH-Atma-suKa-icCavaH // Bca_9.156 //
   mṛtāḥ patantyapāyeṣu dīrghatīvravyatheṣu ca /	mRtAH patanti-apAyezu dIrGa-tIvra-vyaTezu ca /
   āgatyāgatya sugatiṃ bhūtvā bhūtvā sukhocitāḥ // Bca_9.157 //	Agatya-Agatya su-gatim BUtvA BUtvA suKa-ucitAH // Bca_9.157 //
   bhave bahuprapātaśca tatra cāsattvamīdṛśam /	Bave bahu-prapAtaH-ca tatra ca-asattvam-IdRSam /
   tatrānyonyavirodhaśca na bhavettattvamīdṛśam // Bca_9.158 //	tatra-anyonya-viroDaH-ca na Bavet-tattvam-IdRSam // Bca_9.158 //
   tatra cānupamāstīvrā anantaduḥkhasāgarāḥ /	tatra ca-anupamAH-tIvrAH ananta-duHKa-sAgarAH /
   tatraivamalpabalatā tatrāpyalpatvamāyuṣaḥ // Bca_9.159 //	tatra-evam-alpa-bala-tA tatra-api-alpa-tvam-AyuzaH // Bca_9.159 //
   tatrāpi jīvitārogya-vyāpāraiḥ kṣutklamaśramaiḥ /	tatra-api jIvita-Arogya--vyApArEH kzuD-klama-SramEH /
   nidrayopadravairbāla-saṃsargairniṣphalaistathā // Bca_9.160 //	nidrayA-upadravEH-bAla--saMsargEH-nizPalEH-taTA // Bca_9.160 //
   vṛthaivāyurvahatyāśu vivekastu sudurlabhaḥ /	vRTA-eva-AyuH-vahati-ASu vivekaH-tu su-durlaBaH /
   tatrāpyabhyastavikṣepa-nivāraṇagatiḥ kutaḥ // Bca_9.161 //	tatra-api-aByasta-vikzepa--nivAraNa-gatiH kutas // Bca_9.161 //
   tatrāpi māro yatate mahāpāyaprapātane /	tatra-api mAraH yatate mahA-pAya-prapAtane /
   tatrāsanmārgabāhulyād vicikitsā ca durjayā // Bca_9.162 //	tatra-asat-mArga-bAhulyAt vicikitsA ca durjayAH // Bca_9.162 //
   punaśca kṣaṇadaurlamyaṃ buddhotpādo 'tidurlabhaḥ /	punar-ca kzaNa-dOrlamyam budDa-utpAdaH ati-durlaBaH /
   kleśaugho durnivāraścety aho duḥkhaparamparā // Bca_9.163 //	kleSa-oGaH durnivAraH-ca-iti aho duHKa-paramparA // Bca_9.163 //
   aho batātiśocyatvam eṣāṃ duḥkhaughavartinām /	aho bata-ati-Socya-tvam ezAm duHKa-oGa-vartinAm /
   ye nekṣante svadauḥsthityam evamapyatiduḥsthitāḥ // Bca_9.164 //	ye na-Ikzante sva-dOHsTityam evam-api-ati-duHsTitAH // Bca_9.164 //
   snātvā snātvā yathā kaścid viśedvahniṃ muhurmuhuḥ /	snAtvA snAtvA yaTA kaScid viSet-vahnim muhur-muhur /
   svasausthityaṃ ca manyanta evamapyatiduḥsthitāḥ // Bca_9.165 //	sva-sOsTityam ca manyante evam-api-ati-duHsTitAH // Bca_9.165 //
   ajarāmaralīlānām evaṃ viharatāṃ satām /	ajara-amara-lIlAnAm evam viharatAm satAm /
   āyāsyantyāpado ghorāḥ kṛtvā maraṇamagrataḥ // Bca_9.166 //	AyAsyanti-ApadaH GorAH kRtvA maraNam-agratas // Bca_9.166 //
   evaṃ duḥkhāgnitaptānāṃ śāntiṃ kuryāmahaṃ kadā /	evam duHKa-agni-taptAnAm SAntim kuryAm-aham kadA /
   puṇyameghasamudbhūtaiḥ sukhopakaraṇaiḥ svakaiḥ // Bca_9.167 //	puNya-meGa-samudBUtEH suKa-upakaraNEH svakEH // Bca_9.167 //
   kadopalambhadṛṣṭibhyo deśayiṣyāmi śūnyatām /	kadA-upalamBa-dRzwiByaH deSayizyAmi SUnyatAm /
   saṃvṛtyānupalambhena puṇyasaṃbhāramādarāt // Bca_9.168 //	saMvRtya-anupalamBena puNya-saMBAram-AdarAt // Bca_9.168 //
   bodhicaryāvatāre prajñāpāramitā nāma navamaḥ paricchedaḥ ||	boDi-caryA-avatAre prajQApAramitA nAma navamaH paricCedaH ||
   Pariccheda 10	Pari=-CedaH 10
   bodhicaryāvatāraṃ me yadvicintayataḥ śubham /	boDi-caryA-avatAram me yat-vicintayataH SuBam /
   tena sarvaṃ janāḥ santu bodhicaryā vibhūṣaṇāḥ // Bca_10.1 //	tena sarvam janAH santu boDi-caryAH viBUzaNAH // Bca_10.1 //
   sarvāsu dikṣu yāvantaḥ kāyacittavyathāturāḥ /	sarvAsu dikzu yAvantaH kAya-citta-vyaTA-AturAH /
   te prāpnuvantu matpuṇyaiḥ sukhaprāmodyasāgarān // Bca_10.2 //	te prApnuvantu mad-puNyEH suKa-prAmodya-sAgarAn // Bca_10.2 //
   āsaṃsāraṃ sukhajyānir mābhūtteṣāṃ kadācana /	AsaMsAram suKa-jyAniH mA-aBUt-tezAm kadAcana /
   bodhisattvasukhaṃ prāptuṃ bhavatyavirataṃ jagat // Bca_10.3 //	boDisattva-suKam prAptum Bavati-aviratam jagat // Bca_10.3 //
   yāvanto nārakāḥ kecid vidyante lokadhātuṣu /	yAvantaH nArakAH kecid vidyante lokaDAtuzu /
   sukhāvatī sukhāmodair modantāṃ teṣu dehinaḥ // Bca_10.4 //	suKAvatI suKa-AmodEH modantAm tezu dehinaH // Bca_10.4 //
   śītārtāḥ prāpnuvantūṣṇam uṣṇārtāḥ santu śītalāḥ /	SIta-ArtAH prApnuvantu-uzNam uzNa-ArtAH santu SItalAH /
   bodhisattvamahāmegha-saṃbhavairjalasāgaraiḥ // Bca_10.5 //	boDisattva-mahA-meGa--saMBavEH-jala-sAgarEH // Bca_10.5 //
