   Maitrāyaṇī Saṃhitā	MEtrAyaNI  SaMhitA
        ukthaśuṣmān vṛṣabharānt svapnasas taṃ ādityaṃ anumadāt svastaye //	ukTa SuzmAn vRzaBarAnt svapnasaH tam Adityam anumadAt svastaye //
        dhārayanta ādityāso jagat sthā devā viśvasya bhuvanasya gopāḥ /	DArayantaH AdityAsaH jagat sTAH devAH viSvasya Buvanasya gopAH /
        dīrghādhiyo rakṣamāṇā asuryam ṛtāvānaś cayamānā ṛṇāni //	dIrGa ADiyaH rakzamANAH asuryam RtAvAnaH cayamAnAH RNAni //
        trī rocanā divyā dhārayanta hiraṇyayā śucayo dhārapūtāḥ /	trI rocanAH divyAH DArayanta hiraNyayA SucayaH DAra pUtAH /
        avṛjinā anavadyā adabdhā uruśaṃsā ṛjave martyāya //	avRjinAH anavadyAH adabDAH uru SaMsAH Rjave martyAya //
   tat sūryasya bhadrā aśvā hiraṇyagarbho yaḥ prāṇataḥ //	tat sUryasya BadrAH aSvAH hiraNyagarBaH yaH prANataH //
        bṛhaspatiḥ prathamaṃ jāyamāno maho jyotiṣaḥ parame vyoman /	bRhaspatiH praTamam jAyamAnaH mahaH jyotizaH parame vyoman /
        saptāsyas tuvijāto raveṇa vi saptaraśmir adhamat tamāṃsi //	sapta AsyaH tuvijAtaH raveNa vi sapta raSmiH aDamat tamAMsi //
   [Page IV,178]	[Pa ge IV,178]
        yadā vājam asanad viśvarūpam ā dyām arukṣad uttarāṇi sadma /	yadA vAjam asanat viSva rUpam A dyAm arukzat uttarANi sadma /
        bṛhaspatiṃ vṛṣaṇaṃ vardhayanto nānā santo bibhrato jyotir āsām //	bRhaspatim vRzaNam varDayantaH nAnA santaH biBrataH jyotiH AsAm //
        bṛhaspatiṃ havāmahe viśvataḥ sagaṇaṃ vayam /	bRhaspatim havAmahe viSvatas sa gaNam vayam /
        upa no yajñam āgamat //	upa naH yajQam Agamat //
        sa suṣṭubhā sa ṛkvatā gaṇena valaṃ ruroja phaligaṃ raveṇa /	sa suzwuBA saH RkvatA gaNena valam ruroja Pali gam raveNa /
        bṛhaspatir usriyā havyasūdaḥ kanikradad vāvaśatīr udājat //	bRhaspatiH usriyAH havyasUdaH kanikradat vAvaSatIH udAjat //
        brahmaṇaspate tvam asya yantā sūktasya bodhi tanayaṃ ca jinva /	brahmaNaspate tvam asya yantA sUktasya boDi tanayam ca jinva /
        viśvaṃ tad bhadraṃ yad avanti devā bṛhad vadema vidathe suvīrāḥ //	viSvam tat Badram yat avanti devAH bRhat vadema vidaTe su vIrAH //
        brahmaṇaspate sūyamasya viśvahā rāyaḥ syāma rathyo vayasvataḥ /	brahmaNaspate sUyam asya viSvahA rAyaH syAma raTyaH vayasvataH /
        vīreṣu vīraṃ upapṛṅdhi nas tvaṃ yad īśāno brahmaṇā veṣi me havam //	vIrezu vIram upapRFDi naH tvam yat ISAnaH brahmaNA vezi me havam //
        uttiṣṭha brahmaṇaspate devayantas tvemahe /	uttizWa brahmaNaspate devayantaH tvemahe /
        upa prayantu marutaḥ sudānavā indra prāśur bhavā sacā //	upa prayantu marutaH sudAnavAH indra prASuH BavA sacAH //
        agnir ukthe purohito grāvāṇo barhir adhvare /	agniH ukTe purohitaH grAvANaH barhiH aDvare /
        ṛcā yāmi maruto brahmaṇaspatiṃ devaṃ avo vareṇyam //	RcA yAmi marutaH brahmaNaspatim devam avaH vareNyam //
   namas te rudra manyava imā rudrāya //	namaH te rudra manyavaH imAH rudrAya //
        ko addhā veda ka iha pravocat kutā ājātā kuta iyaṃ visṛṣṭiḥ /	kaH adDA veda kaH iha pravocat kutA AjAtA kutas iyam visRzwiH /
        arvāg devā asya visarjanenāthā ko veda yata ābabhūva //	arvAk devAH asya visarjanena aTA kaH veda yatas AbaBUva //
   [Page IV,179]	[Pa ge IV,179]
        iyaṃ visṛṣṭir yata ābabhūva yadi vā dadhe yadi vā na /	iyam visRzwiH yatas AbaBUva yadi vA daDe yadi vA na /
        yo asyādhyakṣaḥ parame vyomant so aṅga veda yadi vā na veda //	yaH asya aDyakzaH parame vyomant saH aFga veda yadi vA na veda //
   idaṃ viṣṇur vicakrame //	idam vizNuH vicakrame //
        tad asya priyam abhi pātho aśyāṃ naro yatra devayavo madanti /	tat asya priyam aBi pATaH aSyAm naraH yatra devayavaH madanti /
        urukramasya sa hi bandhur itthā viṣṇoḥ pade parame madhvā utsaḥ //	urukramasya sa hi banDuH itTAH vizNoH pade parame maDvA utsaH //
   viśve devā ṛtāvṛdhaḥ //	viSve devAH RtAvRDaH //
        viśve devāḥ śṛṇutemaṃ havaṃ me ye antarikṣe ya upa dyavi ṣṭha /	viSve devAH SRNutA imam havam me ye antarikze yaH upa dyavi zWa /
        ye agnijihvā uta vā yajatrā āsadyāsmin barhiṣi mādayadhvam //	ye agni jihvA uta vA yajatrA Asadya asmin barhizi mAdayaDvam //
        indrāṇī patyā sujitaṃ jigāya senā ha nāma pṛthivī dhanaṃjayā	indrANI patyA su jitam jigAya senA ha nAma pRTivI DanaMjayA
   viśvavyacā aditiḥ sūryatvak /	viSva vyacA aditiH sUrya tvac /
        indrāṇī prāsahā saṃjayantī tasyai ta enā haviṣā vidhema //	indrANI prAsahA saMjayantI tasyE te enA havizA viDema //
        upaprehi vācaspate devena manasā saha /	upaprehi vAcaspate devena manasA saha /
        vasupate viramaya mayy eva tanvaṃ mama //	vasupate viramaya mayi eva tanvam mama //
        ye trisaptāḥ pariyanti viśvā rūpāṇi bibhrataḥ /	ye tri saptAH pariyanti viSvA rUpANi biBrataH /
        vācaspatir balā teṣāṃ tanvo 'dya dadhātu me //MS_4,12.1//	vAcaspatiH balA tezAm tanvaH adya daDAtu me //n= _4,12.1//
   [Page IV,180]	[Pa ge IV,180]
        agniḥ prathamo vasubhir no avyāt somo rudrair abhirakṣatu tmanā /	agniH praTamaH vasuBiH naH avyAt somaH rudrEH aBirakzatu tmanA /
        indro marudbhir ṛtuthā kṛṇotv ādityair no varuṇaḥ śarma yaṃsat //	indraH marudBiH RtuTA kRNotu AdityEH naH varuNaH Sarma yaMsat //
        sam agnir vasubhir no avyāt saṃ somo rudriyābhis tanūbhiḥ /	sam agniH vasuBiH naH avyAt sam somaH rudriyABiH tanUBiH /
        sam indro rātahavyo marudbhiḥ sam ādityair varuṇo viśvavedāḥ //	sam indraH rAtahavyaH marudBiH sam AdityEH varuNaH viSva vedAH //
        agne dā dāśuṣe rayiṃ vīravantaṃ parīṇasam /	agne dA dASuze rayim vIravantam parINasam /
        śiśīhi naḥ sūnumataḥ //	SiSIhi naH sUnumataH //
        dā no agne śatino dāḥ sahasriṇo duro na vājaṃ śrutyā apāvṛdhi /	dAH naH agne SatinaH dAH sahasriNaH duraH na vA Ajam SrutyAH apAvRDi /
        prācī dyāvāpṛthivī brahmaṇā kṛdhi svar ṇa śukram uṣaso vididyutuḥ //	prAcI dyAvApRTivI brahmaNA kRDi svar Na Sukram uzasaH vididyutuH //
        hiraṇyapāṇim ūtaye savitāram upahvaye /	hiraNya pANim Utaye savitAram upahvaye /
        sa cettā devatā padam //	sa ced tAH devatA padam //
   vāmam adya savitar vāmam u śvo divedive vāmam asmabhyaṃ sāvīḥ //	vAmam adya savitar vAmam u Svas divedive vAmam asmaByam sAvIH //
   vāmasya hi kṣayasya deva bhūrer ayā dhiyā vāmabhājaḥ syāma //	vAmasya hi kzayasya deva BUreH ayA DiyA vAma BAjaH syAma //
   pra vāyuṃ pra yābhiḥ //	pra vAyum pra yABiH //
        syonā pṛthivi bhavānṛkṣarā niveśanī /	syonA pRTivi Bava anRkzarA niveSanI /
        yachā naḥ śarma saprathaḥ //	yaCA naH Sarma sa praTaH //
   [Page IV,181]	[Pa ge IV,181]
        baḍ itthā parvatānāṃ khidraṃ bibharṣi pṛthivi /	baw itTA parvatAnAm Kidram biBarzi pRTivi /
        pra yā bhūmiṃ pravatvati mahnā hinoṣi mahini //	pra yA BUmim pravatvati mahnA hinozi mahini //
        pūrvāparaṃ carato māyayaitau śiśū krīḍantau pariyāto adhvaram /	pUrva aparam carataH mAyayA etO SiSU krIxantO pariyAtaH aDvaram /
        viśvāny anyo bhuvanā vicaṣṭa ṛtūṃr anyo vidadhaj jāyate punaḥ //	viSvAni anyaH BuvanA vicazwaH RtUMr anyaH vidaDat jAyate punar //
        navonavo bhavati jāyamāno 'hnāṃ ketur uṣasām ety agram /	navaH navaH Bavati jAyamAnaH ahnAm ketuH uzasAm eti agram /
        bhāgaṃ devebhyo vidadhāty āyan pra candramās tirate dīrgham āyuḥ //	BAgam deveByaH vidaDAti Ayan pra candramAH tirate dIrGam AyuH //
        yathādityā aṃśum āpyāyayanti yathākṣitim akṣitayaḥ pibanti /	yaTA AdityAH aMSum ApyAyayanti yaTAkzitim akzitayaH pibanti /
        evāsmān indro varuṇo bṛhaspatir āpyāyayantu bhuvanasya gopāḥ //	eva asmAn indraH varuNaH bRhaspatiH ApyAyayantu Buvanasya gopAH //
        prācyāṃ diśi tvam indrāsi rājotodīcyāṃ vṛtrahan vrātrahāsi /	prAcyAm diSi tvam indra asi rAjA uta udIcyAm vRtrahan vrAtra hAsi /
        yatra yanti srotyās taj jitaṃ te dakṣiṇato vṛṣabho havya edhi //	yatra yanti srotyAH tat jitam te dakziNatas vRzaBaH havyaH eDi //
        asyed eva praririce mahitvaṃ divas pṛthivyāḥ pary antarikṣāt /	asyet eva praririce mahitvam divaH pRTivyAH pari antarikzAt /
        svarāḍ indro damā ā viśvagūrtaḥ svarir amatro vavakṣe raṇāya //	svarAj indraH damA A viSvagUrtaH svariH amatraH vavakze raNAya //
        tvam indrāsy adhirājas tvaṃ bhavādhipatir janānām /	tvam indrAsi aDirAjaH tvam Bava aDipatiH janAnAm /
        daivīr viśas tvam utā virājaujasvat kṣatram ajaraṃ te astu //	dEvIH viSaH tvam utA virAjOjasvat kzatram ajaram te astu //
        ā yasmint sapta vāsavā rohanti pūrvyā ruhaḥ /	A yasmin sapta vAsavAH rohanti pUrvyA ruhaH /
        ṛṣir ha dīrghaśruttamā indrasya gharmo atithiḥ //	RziH ha dIrGaSruttamAH indrasya GarmaH atiTiH //
   [Page IV,182]	[Pa ge IV,182]
        mado na yaḥ somyo bodhicakṣā vātaś ca nu cyavana induvikṣāḥ /	madaH na yaH somyaH boDicakzA vAtaH ca nu cyavanaH indu vikzAH /
        sa tapnuḥ śucase na sūraḥ sa svedayuḥ śuśucāno na gharmaḥ //	sa tapnuH Sucase na sUraH sa svedayuH SuSucAnaH na GarmaH //
        indriyāṇi śatakrato yā te janeṣu pañcasu /	indriyANi Satakrato yA te janezu paQcasu /
        indra tāni tā āvṛṇe //	indra tAni tAH AvRNe //
        anu te dāyi maha indriyāya satrā te viśvam anu vṛtrahatye /	anu te dAyi mahe indriyAya satrA te viSvam anu vRtrahatye /
        anu kṣatram anu saho yajatrendra devebhir anu te nṛṣahye //	anu kzatram anu sahaH yajatra indra deveBiH anu te nRzahye //
        anavas te ratham aśvāya takṣan tvaṣṭā vajraṃ puruhūta dyumantam /	anavaH te raTam aSvAya takzan tvazwA vajram puruhUta dyumantam /
        brahmāṇā indraṃ mahayanto arkair avardhayann ahaye hantavā u //	brahmANAH indram mahayantaH arkEH avarDayan ahaye hantavAH u //
        vṛṣṇe yat te vṛṣaṇo arkam arcān indra grāvāṇo aditiḥ sajoṣāḥ /	vRzNe yat te vRzaNaH arkam arcAn indra grAvANaH aditiH sa jozAH /
        anaśvāso ye pavayo 'rathā indreṣitā abhyavartanta dasyūn	anaSvAsaH ye pavayaH araTAH indrezitAH aByavartanta dasyUn
   //MS_4,12.2//	//n= _4,12.2//
        viveṣa yan mā dhiṣaṇā jajāna stavai purā pāryād indram ahnaḥ /	viveza yat mA DizaNA jajAna stavE purA pAryAt indram ahnaH /
        aṃhaso yatra pīparad yathā no nāveva yāntam ubhaye havante //	aMhasaH yatra pIparat yaTA naH nOvA iva yAntam uBaye havante //
        aṃhomuce prabharemā manīṣāṃ bhūyiṣṭhadāvne sumatim āvṛṇānaḥ /	aMha umuce praBara imAH manIzAm BUyizWa dAvne sumatim AvRNAnaH /
        idam indra prati havyaṃ juṣasva satyāḥ santu yajamānasya kāmāḥ //	idam indra prati havyam juzasva satyAH santu yajamAnasya kAmAH //
        trātāram indram avitāram indraṃ havehave suhavaṃ śūram indram /	trAtAram indram avitAram indram havehave su havam SUram indram /
        huve nu śakraṃ puruhūtam indraṃ svasti no maghavā dhātv indraḥ //	huve nu Sakram puruhUtam indram svasti naH maGavA DAtu indraH //
        mā te asyāṃ sahasāvan pariṣṭā aghāya bhūma harivaḥ parādaiḥ /	mA te asyAm sahasA avan parizwAH aGAya BUma harivaH parAdEH /
        trāyasva no 'vṛkebhir varūthais tava priyāsaḥ sūriṣu syāma //	trAyasva naH avRkeBiH varUTEH tava priyAsaH sUrizu syAma //
        anu tvāhighne adha deva devā madan viśve kavitamaṃ kavīnām /	anu tvA ahi Gne aDas deva devAH madan viSve kavitamam kavInAm /
        karo yatra varivo bādhitāya dive janāya tanve gṛṇānaḥ //	karaH yatra varivaH bADitAya dive janAya tanve gRNAnaH //
        anu dyāvāpṛthivī tat tā ojo 'martyā jihata indra devāḥ /	anu dyAvApRTivI tat tAH ojaH amartyAH jihataH indra devAH /
        kṛṣvā kṛtno akṛtaṃ yat te asty ukthaṃ navīyo janayasva yajñaiḥ //	kRzvA kRtnaH akRtam yat te asti ukTam navIyaH janayasva yajQEH //
        abhi prabhara dhṛṣatā dhṛṣanmanaḥ śravaś cit te asad bṛhat /	aBi praBara DRzatA DRzanmanaH SravaH cit te asat bRhat /
        arṣantv āpo javasā vi mātaro hano vṛtraṃ jayā svaḥ //	arzantu ApaH javasA vi mAtaraH hanaH vRtram jayA svar //
        asmā id u prabharā tūtujāno vṛtrāya vajram īśānaḥ kiyedhāḥ /	asmE id u praBarA tu utu jAnaH vRtrAya vajram ISAnaH kiyeDAH /
        gor na parva viradā tiraśceṣyann arṇāṃsy apāṃ caradhyai //	goH na parva viradA tiraScezyan arNAMsi apAm caraDyE //
        vi na indra mṛdho jahi nīcā yacha pṛtanyataḥ /	vi naH indra mRDaH jahi nIcAH yaCa pRtanyataH /
        adhaspadaṃ tam īṃ kṛdhi yo asmaṃ abhidāsati //	aDaspadam tam Im kRDi yaH asmam aBidAsati //
        mṛgo na bhīmaḥ kucaro giriṣṭhāḥ parāvatā ājaganthā parasyāḥ /	mRgaH na BImaH kucaraH girizWAH parAvatAH AjaganTA parasyAH /
        sṛkaṃ saṃśāya pavim indra tigmaṃ vi śatrūn tāḍhi vi mṛdho nudasva //	sRkam saMSAya pavim indra tigmam vi SatrUn tAXi vi mRDaH nudasva //
   [Page IV,184]	[Pa ge IV,184]
        ākare vasor jaritā panasyate 'nehasaḥ stubhā indro duvasyati /	Akare vasoH jaritA panasyate anehasaH stuBAH indraH duvasyati /
        vivasvataḥ sadanā ā hi pipriye satrāsāham abhimātihanaṃ stuhi //	vivasvataH sadanAH A hi pipriye satrAsAham aBimAti hanam stuhi //
        tvaṃ sapatnān pṛtanāsu jiṣṇur indrābhiṣāḍ abhimātīr apaghnan /	tvam sapatnAn pRtanAsu jizNuH indra aBizAj aBimAtIH apaGnan /
        pibā somaṃ vajrabāho viṣahyāsmabhyaṃ paṇīṃr arvasv āmukhāya //	pibA somam vajra bAho vizahya asmaByam paNIMr arvasu AmuKAya //
        puruṣṭutasya nāmabhiḥ śatena mahayāmasi /	puruzwutasya nAmaBiH Satena mahayAmasi /
        indrasya carṣaṇīsahaḥ //	indrasya ca rzaNI sahaH //
   puruṣṭutasya : FN emended. Ed ṚV.3.37.4: puruṣṭutasya.	puruzwutasya : FN ema inded. Et ṚV.3.37.4: puruzwutasya.
        nāmāni te śatakrato viśvābhir gīrbhir īmahe /	nAmAni te Satakrato viSvABiH gIrBiH Imahe /
        indrābhimātiṣāhye //	indra aBimAtizAhye //
        arvāvato nā āgahi parāvataś ca vṛtrahan /	arvAvataH nA Agahi parAvataH ca vRtrahan /
        imā juṣasva no giraḥ //	imAH juzasva naH giraH //
        yad antarā parāvatam arvāvataṃ ca hūyase /	yat antarA parAvatam arvAvatam ca hUyase /
        indreha tatā āgahi //	indra iha tatAH Agahi //
        endra sānasiṃ rayiṃ sajitvānaṃ sadāsaham /	endra sAnasim rayim sa jitvAnam sadA asaham /
        varṣiṣṭham ūtaye bhara //	varzizWam Utaye Bara //
        prasasāhiṣe puruhūta śatrūn jyeṣṭhas te śuṣma iha rātir astu /	prasasAhize puruhUta SatrUn jyezWaH te SuzmaH iha rAtiH astu /
        indrābhara dakṣiṇenā vasūni patiḥ sindhūnām asi revatīnām //	indrABara dakziNenA vasUni patiH sinDUnAm asi revatInAm //
        indraṃ naro nemadhitā havante yat pāryā yunajate dhiyas tāḥ /	indram naraH nema DitAH havante yat pAryAH yunajate DiyaH tAH /
        śūro nṛṣātā śravasaś cakāna ā gomati vraje bhajā tvaṃ naḥ //	SUraH nRzAtA SravasaH cakAnaH A gomati vraje BajA tvam naH //
        hṛdaṃ na hi tvā nyṛṣanty ūrmayo brahmāṇīndra tava yāni vardhanā /	hRdam na hi tvA nyRzanti UrmayaH brahmANi indra tava yAni varDanAH /
        tvaṣṭā cit te yujyaṃ vāvṛdhe śavas tatakṣa vajram abhibhūtyojasam //	tvazwA cit te yujyam vAvRDe SavaH tatakza vajram aBiBUti ojasam //
        abhi svavṛṣṭiṃ made asya yudhyato raghvīr iva pravaṇe sasrur ūtayaḥ /	aBi sva vRzwim made asya yuDyataH raGvIH iva pravaNe sasruH UtayaH /
        indro yad vajrī dhṛṣamāṇo andhasā bhinad valasya paridhīṃr iva tritaḥ	indraH yat vajrI DRzamANaH anDasA Binat valasya pariDIMr iva tritaH
   tam indraṃ vājayāmasi yuje ratham //	tam indram vAjayAmasi yuje raTam //
        vṛtraturaṃ maghavānaṃ śacīpatim indraṃ giro bṛhatīr abhyanūṣata /	vRtraturam maGavAnam SacIpatim indram giraH bRhatIH aByanUzata /
        vāvṛdhānaṃ puruhūtaṃ suvṛktibhir amartyaṃ jaramāṇaṃ divedive //	vAvRDAnam puruhUtam su vRktiBiH amartyam jaramANam divedive //
   vṛtraturaṃ : FN Correcturen und Conjecturen zu dem ganzen Werk. Ed (VC):	vRtraturam : FN Corret turet und Conjet turet zu dem ganzet Werk. Ed (VC):
   vṛtrataraṃ.	vRtrataraM.
        ahan vṛtraṃ vṛtrataraṃ vyaṃsam indro vajreṇa mahatā vadhena /	ahan vRtram vRtrataram vyaMsam indraH vajreNa mahatA vaDena /
        skandhāṃsīva kuliśenā vivṛkṇāhiḥ śayata upapṛk pṛthivyāḥ //	skanDAMsi iva kuliSenA vivRkNa ahiH SayataH upapRS pRTivyAH //
   vṛtrataraṃ : FN emended. Ed.: vṛṃtrataraṃ.	vRtrataram : F ema inded. Ed.: vRMtrataraM.
        abhitiṣṭha pṛtanyato 'dhare santu śatravaḥ /	aBitizWa pRtanyataH aDare santu SatravaH /
        indra iva dasyuhā bhavāpaḥ kṣetrāṇi saṃjaya //	indraH iva dasyuhA BavApaH kzetrANi saMjaya //
        āśīr nā ūrjam uta suprajāstvam iṣaṃ dadhātu draviṇaṃ savarcasam /	ASIH nA Urjam uta suprajAH tvam izam daDAtu draviNam sa varcasam /
        saṃjayan kṣetrāṇi sahasāham indra kṛṇvāno anyaṃ adharānt sapatnān //	saMjayan kzetrANi sahasA aham indra kRNvAnaH anyam aDarAnt sapatnAn //
   tvam indrāsy adhirājaḥ //	tvam indra asi aDirAjaH //
        indro jayati na parājayate adhirājo rājasu rājayate /	indraH jayati na parAjayate aDirAjaH rAjasu rAjayate /
        viśvā abhiṣṭiḥ pṛtanā jayaty upasadyo namasyo yathāsat //	viSvA aBizwiH pRtanA jayati upasadyaH namasyaH yaTAsat //
        ā te maha indroty ugra samanyavo yat samaranta senāḥ /	A te mahe indroti ugra sa manyavaH yat samaranta senAH /
        patāti didyun naryasya bāhvor mā te mano viṣvadryag vicārīt //	patAti didyut naryasya bAhvoH mA te manaH vizvadryak vicArIt //
        yo jāta eva prathamo manasvān devo devān kratunā paryabhūṣat /	yaH jAtaH eva praTamaH manasvAn devaH devAn kratunA paryaBUzat /
        yasya śuṣmād rodasī abhyasetāṃ nṛmṇasya mahnā sa janāsā indraḥ //	yasya SuzmAt rodasI aByasetAm nRmNasya mahnA sa janAsAH indraH //
        manyur indro manyur evāsa devo manyur hotā varuṇo viśvavedāḥ /	manyuH indraH manyuH eva Asa devaH manyuH hotA varuNaH viSva vedAH /
        manyuṃ viśa īḍate mānuṣīr yā avā no manyo tapasā sajoṣāḥ //	manyum viSaH Ixate mAnuzIH yAH avA naH manyo tapasA sajozAH //
        tvaṃ hi manyo abhibhūtyojāḥ svayaṃjo bhāmo abhimātiṣāhaḥ /	tvam hi manyaH aBiBUti ojAH svayaMjaH BAmaH aBimAtizAhaH /
        viśvacarṣaṇiḥ sahuriḥ sahāvānt sa hūyamāno amṛtāya gachat //	viSvacarzaNiH sa huriH sahAvAnt sa hUyamAnaH amRtAya gaCat //
   iḍām agne tvaṃ no agne kim it te viṣṇo pra tat te adya //	ixAm agne tvam naH agne kim id te vizNo pra tat te adya //
        dīrghas te astv aṅkuśo yenā vasu prayachasi /	dIrGaH te astu aFkuSaH yenA vasu prayaCasi /
        yajamānāya sunvate //	yajamAnAya sunvate //
        bhadrā te hastā sukṛtota pāṇī prayantārā stuvate rādha indra /	BadrA te hastA sukRta uta pANI prayantArA stuvate rADaH indraH /
        kā te niṣattiḥ kim u no mamatsi kiṃ nod ud u harṣase dātavā u	kA te nizattiH kim u naH mamatsi kim na ud ud u harzase dAtavAH u
   //MS_4,12.3//	//n= _4,12.3//
   niṣattiḥ : FN emended. Ed.: niṣatriḥ. cf. ṚV.4.21.9.	nizattiH : FN ema inded. Ed.: nizatriH. cf. ṚV.4.21.9.
   [Page IV,187]	[Pa ge IV,187]
        indrāvaruṇā yuvam adhvarāya no viśe janāya mahi śarma yachatam /	indrAvaruNAH yuvam aDvarAya naH viSe janAya mahi Sarma yaCatam /
        dīrghaprayajyum ati yo vanuṣyati vayaṃ jayema pṛtanāsu dūḍhyaḥ //	dIrGa prayajyum ati yaH vanuzyati vayam jayema pRtanAsu dUXyaH //
        samrāḍ anyaḥ svarāḍ anya ucyate vāṃ mahāntā indrāvaruṇā mahāvasū /	samrAj anyaH svarAj anyaH ucyate vAm mahAntAH indrAvaruNA mahAvasU /
