   Kātyāyanasmṛtisāroddhāraḥ	KAtyAyana-smRti-sAra-udDAraH
   K.794b/ yena^atyarthaṃ (bhavet pīḍā vādaḥ (syāc śiṣyataḥ pituḥ //	K.794b/ yena^atyarTam (Bavet pIxA vAdaH (syAt SizyataH pituH //
   [sāhasam]	[sAhasam]
   K.795a/ sahasā yat kṛtaṃ karma tat sāhasam udāhṛtam //	K.795a/ sahasA yat kRtam karma tat sAhasam udAhRtam //
   K.796a/ sānvayas tv apahāro yaḥ prasahya haraṇaṃ ca yat /	K.796a/ sa-anvayaH tu apahAraH yaH prasahya haraNam ca yat /
   K.796b/ sāhasaṃ ca (bhaved evaṃ steyam uktaṃ vinihnavaḥ //	K.796b/ sAhasam ca (Bavet evam steyam uktam vinihnavaH //
   K.797a/ vinā cihnais tu yat kāryaṃ sāhasā^ākhyaṃ (pravartate /	K.797a/ vinA cihnEH tu yat kAryam sAhasA^AKyam (pravartate /
   K.797b/ śapathaiḥ sa viśodhyaḥ (syāt sarvavādeṣv ayaṃ vidhiḥ //	K.797b/ SapaTEH sa viSoDyaH (syAt sarva-vAdezu ayam viDiH //
   K.798a/ ekaṃ ced vahavo hanyuḥ saṃrabdhāḥ puruṣaṃ narāḥ /	K.798a/ ekam ced vahavaH hanyuH saMrabDAH puruzam narAH /
   K.798b/ marma.ghāto tu yas teṣāṃ sa ghātaka iti smṛtaḥ //	K.798b/ marma.GAtaH tu yaH tezAm sa GAtakaH iti smRtaH //
   K.799a/ vyāpādanena tat.kārī vadhaṃ citram (avāpnuyāt /	K.799a/ vyApAdanena tat.kArI vaDam citram (avApnuyAt /
   K.799b/ vināśa.hetum āyāntaṃ hanyād eva^(avicārayan //	K.799b/ vinASa.-hetum AyAntam hanyAt eva^(a-vicArayan //
   K.800a/ udyatānāṃ tu pāpānāṃ hantur doṣo na (vidyate /	K.800a/ udyatAnAm tu pApAnAm hantuH dozaH na (vidyate /
   K.800b/ nivṛttās tu yad ārambhād grahaṇaṃ na vadhaḥ smṛtaḥ //	K.800b/ nivRttAH tu yat AramBAt grahaNam na vaDaH smRtaH //
   K.801a/ ātatāyini ca^utkṛṣṭe tapaḥsvādhyāya.janmataḥ /	K.801a/ AtatAyini ca^utkRzwe tapaH-svADyAya.janmataH /
   K.801b/ vadhas tatra tu na^eva (syāt pāpe hīne vadho bhṛguḥ //	K.801b/ vaDaH tatra tu na^eva (syAt pApe hIne vaDaH BRguH //
   K.802a/ udyata.asi.viṣa.agniś ca cāpa.udyata.karas tathā /	K.802a/ udyata-.asi.viza.agniH ca ca-apa.udyata.karaH taTA /
   K.802b/ ātharvaṇena hantā ca piśunaś ca^eva rājani //	K.802b/ ATarvaNena hantA ca piSunaH ca^eva rAjani //
   K.803a/ bhārya.atikrama.kārī ca randhra.anveṣaṇa.tat.paraḥ /	K.803a/ BArya-.atikrama.kArI ca ranDra-.anvezaNa.-tat.-paraH /
   K.803b/ evam ādyān vijānīyāt sarvān eva^ātatāyinaḥ //	K.803b/ evam AdyAn vijAnIyAt sarvAn eva^AtatAyinaH //
   K.804a/ yaśo.vṛtta.harān pāpān (āhur dharma.artha.hārakān /	K.804a/ yaSaH-.vRtta.-harAn pApAn (AhuH Darma-.arTa.hArakAn /
   K.804b/ anākṣārita.pūrvo yas tv aparādhe (pravartate //	K.804b/ anAkzArita.-pUrvaH yaH tu aparADe (pravartate //
   K.804c/ prāṇa.dravya.apahāre ca taṃ (vidyād ātatāyinam //	K.804c/ prANa.dravya-.apahAre ca tam (vidyAt AtatAyinam //
   K.805a/ nakhināṃ śṛṇgiṇāṃ ca^eva daṃṣṭriṇāṃ ca^ātatāyinām /	K.805a/ naKinAm SRNgiNAm ca^eva daMzwriNAm ca^AtatAyinAm /
   K.805b/ hasti.aśvānāṃ tathā^anyeṣāṃ vadhe hantā na doṣa.bhāk //	K.805b/ hasti-.aSvAnAm taTA^anyezAm vaDe hantA na doza.BAj //
   K.806a/ garbhasya pātane steno brāhmaṇyāṃ śastra.pātena /	K.806a/ garBasya pAtane stenaH brAhmaNyAm Sastra.pAtena /
   K.806b/ aduṣṭāṃ yoṣitaṃ hatvā hantvyo brāhmaṇo^api hi //	K.806b/ aduzwAm yozitam hatvA hantvyaH brAhmaNaH-^api hi //
   K.807a/ kṣataṃ bhaṅga.upamardau ca (kuryād dravyeṣu yo naraḥ /	K.807a/ kzatam BaFga.upamardO ca (kuryAt dravyezu yaH naraH /
   K.807b/ (prāpnuyāt sāhasaṃ pūrvaṃ dravya.bhāk.svāmi.udāhṛtaḥ //	K.807b/ (prApnuyAt sAhasam pUrvam dravya.BAk.-svAmi-.udAhRtaH //
   K.808a/ (hared bhindyād (dahed vā^api devānāṃ pratimāṃ yadi /	K.808a/ (haret BindyAt (dahet vE-^api devAnAm pratimAm yadi /
   K.808b/ tag.gṛhaṃ ca^eva yo bhindyāt (prāpnuyāt pūrva.sāhasam //	K.808b/ tag.gRham ca^eva yaH BindyAt (prApnuyAt pUrva.sAhasam //
   K.809a/ prākāraṃ (bhedayed yas tu (pātayec (chātayet tathā /	K.809a/ prAkAram (Bedayet yaH tu (pAtayet (CAtayet taTA /
   K.809b/ badhnīyād ambhaso mārgaṃ (prāpnuyāt pūrva.sāhasam //	K.809b/ baDnIyAt amBasaH mArgam (prApnuyAt pUrva.sAhasam //
   [steyam]	[steyam]
   K.810a/ pracchannaṃ vā prakāśaṃ vā niśāyām atha vā divā /	K.810a/ pracCannam vA prakASam vA niSAyAm aTa vA divA /
   K.810b/ yat para.dravya.haraṇaṃ steyaṃ tat parikīrtitam //	K.810b/ yat para-.dravya.haraNam steyam tat parikIrtitam //
   K.811a/ anya.hastāt paribhraṣṭam akāmād uddhṛtaṃ bhuvi /	K.811a/ anya.hastAt pariBrazwam akAmAt udDRtam Buvi /
   K.811b/ caureṇa vā parikṣiptaṃ loptraṃ yatnāt (parīkṣayet //	K.811b/ cOreNa vA parikziptam loptram yatnAt (parIkzayet //
   K.812a/ tulāmāna.pratimāna.pratirūpaka.lakṣitaiḥ /	K.812a/ tulA-mAna.-pratimAna.-pratirUpa-ka.lakzitEH /
   K.812b/ carann alakṣitair vā^api (prāpnuyāt pūrva.sāhasam //	K.812b/ caran alakzitEH vE-^api (prApnuyAt pUrva.sAhasam //
   K.813a/ gṛhe tu muṣitaṃ rājā caura.grāhāṃs tu (dāpayet /	K.813a/ gRhe tu muzitam rAjA cOra.-grAhAn tu (dApayet /
   K.813b/ ārakṣakāṃś ca dik.pālān yadi cauro na (labhyate //	K.813b/ ArakzakAn ca dik.pAlAn yadi cOraH na (laByate //
   K.814a/ grāma.antare hṛtaṃ dravyaṃ grāma.adhyakṣaṃ (pradāpayet /	K.814a/ grAma.antare hRtam dravyam grAma-.aDyakzam (pradApayet /
   K.814b/ vivīte svāminā deyaṃ caura.uddhartā vivītake //	K.814b/ vivIte svAminA deyam cOra-.udDartA vivItake //
   K.815a/ svadeśe yasya yat kiṃcid dhṛtaṃ deyaṃ nṛpeṇa tu /	K.815a/ sva-deSe yasya yat kiMcid DRtam deyam nRpeNa tu /
   K.815b/ (gṛhṇīyāt tat svayaṃ naṣṭaṃ prāptam anviṣya pārthivaḥ //	K.815b/ (gRhNIyAt tat svayam nazwam prAptam anvizya pArTivaH //
   K.816a/ caurair hṛtaṃ prayatnena svarūpaṃ (pratipādayet /	K.816a/ cOrEH hRtam prayatnena svarUpam (pratipAdayet /
   K.816b/ tad.abhāve tu mūlyaṃ (syād anyathā kilviṣī nṛpaḥ //	K.816b/ tad-.aBAve tu mUlyam (syAt anyaTA kilvizI nRpaH //
   K.817a/ labdhe^api caure yadi tu moṣas tasmān na (labhyate /	K.817a/ labDe^api cOre yadi tu mozaH tasmAt na (laByate /
   K.817b/ (dadyāt tam atha vā cauraṃ (dāpayet tu yathā^iṣṭataḥ //	K.817b/ (dadyAt tam aTa vA cOram (dApayet tu yaTA^izwatas //
   K.818a/ tasmiṃś ced dāpyamānānāṃ (bhaved doṣe tu saṃśayaḥ /	K.818a/ tasmin ced dApyamAnAnAm (Bavet doze tu saMSayaH /
   K.818b/ muṣitaḥ śapathaṃ dāpyo bandhubhir vā (viśodhayet //	K.818b/ muzitaH SapaTam dApyaH banDuBiH vA (viSoDayet //
   K.819a/ yasmād apahṛtāl labdhaṃ dravyāt svalpaṃ tu svāminā /	K.819a/ yasmAt apahRtAt labDam dravyAt su-alpam tu svAminA /
   K.819b/ tac śeṣam (āpnuyāt tasmāt pratyaye svāminā kṛte //	K.819b/ tat Sezam (ApnuyAt tasmAt pratyaye svAminA kRte //
   K.820a/ svadeśa.ghātino ye (syus tathā mārga.nirodhakāḥ /	K.820a/ sva-deSa.-GAtinaH ye (syuH taTA mArga.-niroDakAH /
   K.820b/ teṣāṃ sarvasvam ādāya rājā śūle (niveśayet //	K.820b/ tezAm sarva-svam AdAya rAjA SUle (niveSayet //
   K.821a/ acorād dāpitaṃ dravyaṃ caura.anveṣaṇa.tat.paraiḥ /	K.821a/ acorAt dApitam dravyam cOra-.anvezaNa.-tat.-parEH /
   K.821b/ upalabdhe (labheraṃs te dviguṇaṃ tatra (dāpayet //	K.821b/ upalabDe (laBeran te dviguNam tatra (dApayet //
   K.822a/ yena yena paradrohaṃ (karoti aṅgena taskaraḥ /	K.822a/ yena yena para-droham (karoti aFgena taskaraH /
   K.822b/ (chindyād aṅgaṃ nṛpas tasya na (karoti yathā punaḥ //	K.822b/ (CindyAt aFgam nRpaH tasya na (karoti yaTA punar //
   K.822c/ trapuṣe vāruke dve tu pañcāmraṃ pañcadāḍimam /	K.822c/ trapuze vAruke dve tu paQca-Amram paQca-dAximam /
   K.822d/ kharjūra.badara.ādīnāṃ muṣṭiṃ gṛhṇan na (duṣyati //	K.822d/ KarjUra.-badara.AdInAm muzwim gRhNan na (duzyati //
   K.823a/ mānavāḥ sadya eva^āhuḥ sahoḍhānāṃ pravāsanam /	K.823a/ mAnavAH sadyas eva^AhuH sahoXAnAm pravAsanam /
   K.823b/ gautamānām aniṣṭaṃ yat prāṇi.ucchedad vigarhitam //	K.823b/ gOtamAnAm anizwam yat prANi-.u=-Cedat vigarhitam //
   K.824a/ sahoḍham asahoḍhaṃ vā tattva.āgamita.sāhasam /	K.824a/ sahoXam asahoXam vA tattva.Agamita.sAhasam /
   K.824b/ pragṛhyāc chinnam āvedya sarvasvair (viprayojayet //	K.824b/ pragRhyAt Cinnam Avedya sarva-svEH (viprayojayet //
   K.825a/ ayaḥsandāna.guptās tu manda.bhaktā bala.anvitāḥ /	K.825a/ ayaH-sandAna.guptAH tu manda.BaktAH bala.anvitAH /
   K.825b/ (kuryuḥ karmāṇi nṛpater āmṛtyor iti kauśikaḥ //	K.825b/ (kuryuH karmANi nRpateH AmRtyoH iti kOSikaH //
   K.826a/ para.deśād dhṛtaṃ dravyaṃ vaideśyena yadā (bhavet /	K.826a/ para.deSAt DRtam dravyam vEdeSyena yadA (Bavet /
   K.826b/ gṛhītvā tasya tad.dravyam adaṇḍaṃ taṃ (visarjayet //	K.826b/ gRhItvA tasya tat-.dravyam adaNxam tam (visarjayet //
   K.827a/ corāṇāṃ bhaktadā ye (syus tathā.agni.udaka.dāyakāḥ /	K.827a/ corANAm Bakta-dAH ye (syuH taTA-a.agni.udaka.dAyakAH /
   K.827b/ kretāraś ca^eva bhāṇḍānāṃ pratigrāhiṇa eva ca //	K.827b/ kretAraH ca^eva BANxAnAm pratigrAhiNaH eva ca //
   K.827c/ sama.daṇḍāḥ smṛtā hi ete ye ca (pracchādayanti tān //	K.827c/ sama.daNxAH smRtAH hi ete ye ca (pracCAdayanti tAn //
   K.828a/ avidvān yājako vā (syāt pravaktā ca^anavasthitaḥ /	K.828a/ avidvAn yAjakaH vA (syAt pravaktA ca^anavasTitaH /
   K.828b/ tau ubhau cora.daṇḍena vinīya (sthāpayet pathi //	K.828b/ tO uBO ca-ura.-daNxena vinIya (sTApayet paTi //
   [strīsaṃgrahaṇam]	[strI-saMgrahaNam]
   K.829a/ dūta.upacāra.yuktaś ced avelā.asthāna.saṃsthitiḥ /	K.829a/ dUta-.upacAra.-yuktaH ced avelA.a-sTAna.-saMsTitiH /
   K.829b/ kṇṭha.keśāṇ cala.grāhaḥ karṇa.nāsā.kara.ādiṣu /	K.829b/ kNWa.keSAN cala.grAhaH karNa.nAsA.kara.Adizu /
   K.829c/ eka.sthāna.āsana.āhārāḥ saṃgraho navadhā smṛtaḥ //	K.829c/ eka.-sTAna-.Asana-.AhArAH saMgrahaH navaDA smRtaH //
   K.830a/ strīṣu vṛtta.upabhogaḥ (syāt prasahya puruṣo yadā /	K.830a/ strIzu vRtta.upaBogaH (syAt prasahya puruzaH yadA /
   K.830b/ vadhe tatra pravarteta kārya.atikramaṇaṃ hi tat //	K.830b/ vaDe tatra pravarteta kArya-.atikramaNam hi tat //
   K.831a/ kāma.ārtā svairiṇī yā tu svayam eva (prakāmayet /	K.831a/ kAma.ArtA svEriNI yA tu svayam eva (prakAmayet /
   K.831b/ rāja.ādeśena moktavyā vikhyāpya jana.saṃnidhau //	K.831b/ rAja.-AdeSena moktavyA viKyApya jana.-saMniDO //
   K.832a/ ārambha.kṛt.sahāyaś ca tathā mārga.anudeśakaḥ /	K.832a/ AramBa.kRt.-sahAyaH ca taTA mArga.anudeSakaH /
   K.832b/ āśrayaḥ śastra.dātā ca bhakta.dātā vikarmiṇām //	K.832b/ ASrayaH Sastra.dAtA ca Bakta-.dAtA vikarmiNAm //
   K.833a/ yuddha.upadeśakaś ca^eva tad.vināśa.pradarśakaḥ /	K.833a/ yudDa.upadeSakaH ca^eva tad-.vinASa.-pradarSakaH /
   K.833b/ upekṣā.kārya.yuktaś ca doṣa.vaktṛ.anumokakaḥ //	K.833b/ upekzA.-kArya.-yuktaH ca doza-.vaktR-.anumokakaH //
   K.834a/ aniṣeddhā.kṣamo yaḥ (syāt sarve tat.kārya.kāriṇaḥ /	K.834a/ anizedDA.-kzamaH yaH (syAt sarve tat.kArya.-kAriNaH /
   K.834b/ yathā.śakti.anurūpaṃ tu daṇḍam eṣāṃ (prakalpayet //	K.834b/ yaTA.-Sakti-.anurUpam tu daNxam ezAm (prakalpayet //
   [strīpuṃdharmaḥ]	[strI-puMDarmaH]
   K.835a/ patyā ca^api aviyoginyā śuśrūṣyo^agnir vinītayā /	K.835a/ patyA ca^api aviyoginyA SuSrUzyaH-^agniH vinItayA /
   K.835b/ saubhāgyavad avvaidhavya.kāmyayā bhartṛ.bhaktayā //	K.835b/ sOBAgya-vat avvEDavya.-kAmyayA BartR.BaktayA //
   K.836a/ mati.śuśrūṣayā^eva strī sarvān kāmān (samaśnute /	K.836a/ mati.-SuSrUzayA^eva strI sarvAn kAmAn (samaSnute /
   K.836b/ divaḥ punar iha^āyātā sukhānāṃ śevadhir (bhavet //	K.836b/ divaH punar iha^AyAtA suKAnAm SevaDiH (Bavet //
   K.837a/ mṛte bhartari yā sādhvī brahmacarye vyavasthitā /	K.837a/ mRte Bartari yA sADvI brahmacarye vyavasTitAH /
   K.837b/ sārundhatī.samācārā brahmaloke (mahīyate //	K.837b/ sa-arunDatI.-samAcArAH brahma-loke (mahIyate //
   [dāyavibhāgaḥ]	[dAya-viBAgaH]
   K.838a/ sakalaṃ dravya.jātaṃ yad bhāgair gṛhṇanti tat samaiḥ /	K.838a/ sakalam dravya.jAtam yat BAgEH gRhNanti tat samEH /
   K.838b/ pitaro bhrātaraś ca^eva vibhāgo dharmya ucyate //	K.838b/ pitaraH BrAtaraH ca^eva viBAgaH DarmyaH ucyate //
   K.839a/ paitāmahaṃ samānaṃ (syāt pituḥ putrasya ca^ubhayoḥ /	K.839a/ pEtAmaham samAnam (syAt pituH putrasya ca^uBayoH /
   K.839b/ svayaṃ ca^upārjite pitrā na putraḥ svāmyam (arhati //	K.839b/ svayam ca^upArjite pitrA na putraH svAmyam (arhati //
   K.840a/ paitāmahaṃ ca pitryaṃ ca yac ca^anyat svayam arjitam /	K.840a/ pEtAmaham ca pitryam ca yat ca^anyat svayam arjitam /
   K.840b/ dāyādānāṃ vibhāge tu sarvam etad (vibhajyate //	K.840b/ dAyAdAnAm viBAge tu sarvam etat (viBajyate //
   K.841a/ dṛśyamānaṃ (vibhajyeta gṛhaṃ kṣetraṃ catuṣpadam /	K.841a/ dRSyamAnam (viBajyeta gRham kzetram catuzpadam /
   K.841b/ gūḍha.dravya.abhiśaṅkāyāṃ pratyayas tatra kīrtitaḥ //	K.841b/ gUXa-.dravya-.aBiSaFkAyAm pratyayaH tatra kIrtitaH //
   K.842a/ gṛha.upaskara.vāhyāś ca dohya.ābharaṇa.karmiṇaḥ /	K.842a/ gRha.upaskara.vAhyAH ca dohya.ABaraNa.-karmiNaH /
   K.842b/ dṛśyamānā (vibhajyante kośaṃ gūḍhe^(abravīd bhṛguḥ //	K.842b/ dRSyamAnAH (viBajyante koSam gUXe^(abravIt BRguH //
   K.843a/ jīva.dvibhāge tu pitā na^ekaṃ putraṃ viśeṣayet /	K.843a/ jIva.dvi-BAge tu pitA na^ekam putram viSezayet /
   K.843b/ (nirbhājayen na ca^eva^ekam akasmāt kāraṇaṃ vinā //	K.843b/ (nirBAjayet na ca^eva^ekam akasmAt kAraNam vinA //
   K.844a/ saṃprāpta.vyavahārāṇāṃ vibhāgaś ca (vidhīyate /	K.844a/ saMprApta.-vyavahArANAm viBAgaH ca (viDIyate /
   K.844b/ puṃsāṃ ca ṣoḍaśe varṣe (jāyate vyavahāritā //	K.844b/ puMsAm ca zoxaSe varze (jAyate vyavahAritAH //
   K.845a/ aprāpta.vyavahārāṇāṃ ca dhanaṃ vyaya.vivarjitam /	K.845a/ aprApta.-vyavahArANAm ca Danam vyaya.-vivarjitam /
   K.845b/ (nyaseyur bandhu.mitreṣu proṣitānāṃ tathā^eva ca //	K.845b/ (nyaseyuH banDu.-mitrezu prozitAnAm taTA^eva ca //
   K.845c/ proṣitasya tu yo bhāgo (rakṣeyuḥ sarva eva tam /	K.845c/ prozitasya tu yaH BAgaH (rakzeyuH sarve eva tam /
   K.845d/ bāla.putre mṛte rikthaṃ rakṣyaṃ tat tantubandhubhiḥ [rakṣitavyaṃtu	K.845d/ bAla.-putre mRte rikTam rakzyam tat tantu-banDuBiH [rakzita-vyaMtu
   bandhubhiḥ?] /	banDuBiH?] /
   K.845e/ paugaṇḍāḥ paratas taṃ tu (vibhajeran yathā.aṃśataḥ //	K.845e/ pOgaNxAH paratas tam tu (viBajeran yaTA.aMSataH //
   K.846a/ bhrātrā pitṛvya.mātṛbhyāṃ kuṭumba.artham ṛṇaṃ kṛtam /	K.846a/ BrAtrA pitRvya.-mAtRByAm kuwumba-.arTam RNam kRtam /
   K.846b/ vibhāga.kāle deyaṃ tad.rikthibhiḥ sarvam eva tu //	K.846b/ viBAga.-kAle deyam tat-.rikTiBiH sarvam eva tu //
   K.847a/ tad ṛṇaṃ dhanine deyaṃ na^anyathā^eva (pradāpayet /	K.847a/ tat RNam Danine deyam na^anyaTA^eva (pradApayet /
   K.847b/ bhāvitaṃ cet pramāṇena virodhāt parato yadā //	K.847b/ BAvitam ced pramANena viroDAt paratas yadA //
   K.848a/ dharma.arthaṃ prīti.dattaṃ ca yad ṛṇaṃ (syān niyojitam /	K.848a/ Darma-.arTam prIti.dattam ca yat RNam (syAt niyojitam /
   K.848b/ tad dṛśyamānaṃ vibhajen na dānaṃ paitṛkād dhanāt //	K.848b/ tat dRSyamAnam viBajet na dAnam pEtRkAt DanAt //
   K.849a/ pitryaṃ pitrya.ṛṇa.saṃśuddham ātmīyaṃ ca^ātmanā kṛtam /	K.849a/ pitryam pitrya.RNa.-saMSudDam AtmIyam ca^AtmanA kRtam /
   K.849b/ ṛṇam evaṃvidhaṃ śodhyaṃ vibhāge bandhubhiḥ saha //	K.849b/ RNam evaMviDam SoDyam viBAge banDuBiH saha //
   K.850a/ ṛṇaṃ prīti.pradānaṃ ca dattvā śeṣaṃ (vibhājayet //	K.850a/ RNam prIti.pradAnam ca dattvA Sezam (viBAjayet //
   K.851a/ dvyaṃśa.haro^ardhaharo vā putra.vitta.arjanāt pitā /	K.851a/ dvi-aMSa.-haraH-^arDa-haraH vA putra.-vitta-.arjanAt pitA /
   K.851b/ mātā^api pitari prete putra.tulya.aṃśa.bhāginī //	K.851b/ mAtA^api pitari prete putra.-tulya-.aMSa.-BAginI //
   K.852a/ yathā yathā vibhāga.āptaṃ dhanaṃ yāga.arthatām (iyāt /	K.852a/ yaTA yaTA viBAga-.Aptam Danam yAga-.arTa-tAm (iyAt /
   K.852b/ tathā tathā vidhātavyaṃ vidvadbhir bhāga.gauravam //	K.852b/ taTA taTA viDAtavyam vidvadBiH BAga.-gOravam //
   K.853a/ loke riktha.vibhāge^api na kaścit prabhutām (iyāt /	K.853a/ loke rikTa.-viBAge^api na kaScid praBu-tAm (iyAt /
   K.853b/ bhoga eva tu kartavyo na dānaṃ na ca vikrayaḥ //	K.853b/ BogaH eva tu kartavyaH na dAnam na ca vikrayaH //
   K.854a/ vibhaktā avibhaktā vā dāyādāḥ sthāvare samāḥ /	K.854a/ viBaktAH aviBaktAH vA dAyAdAH sTAvare samAH /
   K.854b/ eko hy anīśaḥ sarvatra dāna.ādhamana.vikraye //	K.854b/ ekaH hi anISaH sarvatra dAna-.a-aDamana.-vikraye //
   K.855a/ avibhakte^anuje prete tat sutaṃ riktha.bhāginam /	K.855a/ aviBakte^anuje prete tat sutam rikTa.-BAginam /
   K.855b/ (kurvīta jīvanaṃ yena labdhaṃ na^eva pitāmahāt //	K.855b/ (kurvIta jIvanam yena labDam na^eva pitAmahAt //
   K.856a/ (labheta^aṃśaṃ sa pitryaṃ tu pitṛvyāt tasya vā sutāt /	K.856a/ (laBeta^aMSam sa pitryam tu pitRvyAt tasya vA sutAt /
   K.856b/ sa eva^aṃśas tu sarveṣā bhrātṛṛṇāṃ nyāyato (bhavet //	K.856b/ saH eva^aMSaH tu sarvezA BrAtRRNAm nyAyataH (Bavet //
   K.856c/ (labheta tat suto vā^api nivṛttiḥ parato (bhavet //	K.856c/ (laBeta tat sutaH vE-^api nivRttiH paratas (Bavet //
   K.857a/ utpanne caurase putre caturtha.aṃśa.harāḥ sutāḥ /	K.857a/ utpanne ca-Orase putre caturTa-.aMSa.-harAH sutAH /
   K.857b/ savarṇā asavarṇās tu grāsa.ācchādana.bhājanāḥ //	K.857b/ savarNAH asavarNAH tu grAsa.AcCAdana.-BAjanAH //
   K.858a/ kanyakānāṃ tv adattānāṃ caturto bhāga (iṣyate /	K.858a/ kanyakAnAm tu adattAnAm caturtaH BAga (izyate /
   K.858b/ putrāṇāṃ tu trayo bhāgāḥ sāmyaṃ tv alpa.dhane smṛtam //	K.858b/ putrANAm tu trayaH BAgAH sAmyam tu alpa.Dane smRtam //
   K.859a/ kṣetrikasya matena^api phalam (utpādayet tu yaḥ /	K.859a/ kzetrikasya matena^api Palam (utpAdayet tu yaH /
   K.859b/ tasya^iha bhāginau tau tu na phalaṃ hi vinā^ekataḥ //	K.859b/ tasya^iha BAginO tO tu na Palam hi vinA^ekatas //
   K.860a/ klībaṃ vihāya patitaṃ yā punar (labhate patim /	K.860a/ klIbam vihAya patitam yA punar (laBate patim /
   K.860b/ tasyāṃ paunarbhavo jāto vyaktam utpādakasya saḥ //	K.860b/ tasyAm pOnarBavaH jAtaH vyaktam utpAdakasya saH //
   K.861a/ na mūtraṃ phenilaṃ yasya viṣṭhā ca^apsu nimajjati /	K.861a/ na mUtram Penilam yasya vizWA ca^apsu nimajjati /
   K.861b/ meḍhraś ca^unmāda.śukrābhyāṃ hīnaḥ klībaḥ sa (ucyate //	K.861b/ meXraH ca^unmAda.-SukrAByAm hInaH klIbaH saH (ucyate //
   K.862a/ akrama.ūḍhā.sutaś ca^eva sagotra.ādyas tu (jāyate /	K.862a/ akrama-.UXA.-sutaH ca^eva sagotra.AdyaH tu (jAyate /
   K.862b/ pravrajya.avasitaś ca^eva na rikthaṃ teṣu ca^arhati //	K.862b/ pravrajya-.avasitaH ca^eva na rikTam tezu ca^arhati //
   K.863a/ akrama.ūḍhā.sutas tv ṛkthī savarṇaś ca yadā pituḥ /	K.863a/ akrama-.UXA.-sutaH tu RkTI savarNaH ca yadA pituH /
   K.863b/ asavarṇa.prasūtaś ca krama.ūḍhāyāṃ ca yo (bhavet //	K.863b/ asavarNa.-prasUtaH ca krama-.UXAyAm ca yaH (Bavet //
   K.864a/ pratiloma.prasūtā yā tasyāḥ putro na rikthabhāk /	K.864a/ pratiloma.-prasUtA yA tasyAH putraH na rikTa-BAj /
   K.864b/ grāsa.ācchādanam atyantaṃ deyaṃ tad.bandhubhir matam //	K.864b/ grAsa.a-AcCAdanam atyantam deyam tad-.banDuBiH matam //
   K.865a/ bandhūnām apy abhāve tu pitṛ.dravyaṃ tad (āpnuyāt /	K.865a/ banDUnAm api aBAve tu pitR.dravyam tat (ApnuyAt /
   K.865b/ apitryaṃ draviṇaṃ prāptaṃ dāpanīyā na bāndhavāḥ //	K.865b/ apitryam draviNam prAptam dApanIyAH na bAnDavAH //
   [avibhājyāni]	[aviBAjya-ani]
   K.866a/ svaśakti.apahṛtaṃ naṣṭaṃ svayam āptaṃ ca yad (bhavet /	K.866a/ sva-Sakti-.apahRtam nazwam svayam Aptam ca yat (Bavet /
   K.866b/ etat sarvaṃ pitā putrair vibhāge na^eva (dāpyate //	K.866b/ etat sarvam pitA putrEH viBAge na^eva (dApyate //
   K.867a/ para.bhakta.upayogena vidyā prāptān yatas tu yā /	K.867a/ para.Bakta-.upayogena vidyA prAptAn yatas tu yA /
   K.867b/ tayā prāptaṃ dhanaṃ yat tu vidyā.prāptaṃ tad (ucyate //	K.867b/ tayA prAptam Danam yat tu vidyA.-prAptam tat (ucyate //
   K.868a/ upanyaste tu yal labdhaṃ vidyayā paṇa.pūrvakam /	K.868a/ upanyaste tu yat labDam vidyayA paNa.-pUrvakam /
   K.868b/ vidyā.dhanaṃ tu tad (vidyād vibhāge na (vibhajyate //	K.868b/ vidyA-a.Danam tu tat (vidyAt viBAge na (viBajyate //
   K.869a/ śiṣyād ārtvijyataḥ praśnāt saṃdigdha.praśna.nirṇayāt /	K.869a/ SizyAt ArtvijyataH praSnAt saMdigDa.praSna.-nirNayAt /
   K.869b/ svajñāna.śaṃsanād vādāl labdhaṃ prādhyayanāc ca yat /	K.869b/ sva-jQAna.-SaMsanAt vAdAt labDam prADyayanAt ca yat /
   K.869c/ vidyā.dhanaṃ tu tat (prāhur vibhāge na (vibhajyate //	K.869c/ vidyA-a.Danam tu tat (prAhuH viBAge na (viBajyate //
   K.870a/ śilpiṣv api hi dharmo^ayaṃ mūlyāc yac ca^adhikaṃ (bhavet //	K.870a/ Silpizu api hi DarmaH-^ayam mUlyAt yat ca^aDikam (Bavet //
   K.871a/ paraṃ nirasya yal labdhaṃ vidyāto dyūta.pūrvakam /	K.871a/ param nirasya yat labDam vidyAtaH dyUta.-pUrvakam /
   K.871b/ vidyā.dhanaṃ tu tad (vidyān na vibhājyaṃ bṛhaspatiḥ //	K.871b/ vidyA-a.Danam tu tat (vidyAt na viBAjyam bRhaspatiH //
   K.872a/ vidyā.pratijñayā labdhaṃ śiṣyād āptaṃ ca yad (bhavet /	K.872a/ vidyA.-pratijQayA labDam SizyAt Aptam ca yat (Bavet /
   K.872b/ ṛtviṅ.nyāyena yal labdham etad vidyā.dhanaṃ bhṛguḥ //	K.872b/ Rtvij-.nyAyena yat labDam etat vidyA-a.Danam BRguH //
   K.873a/ vidyā.bala.kṛtaṃ ca^eva yājyataḥ śiṣyatas tathā /	K.873a/ vidyA.-bala.kRtam ca^eva yAjyataH SizyataH taTA /
