   BhP_08.01.001/0 śrīrājovāca	BhP_08.01.001/0 SrI-rAjA-uvAca
   BhP_08.20.011/1 yajanti yajñaṃ kratubhiryamādṛtā bhavanta	Bhu-_08.20.011/1 yajanti yajQam kratuBiH-yam-AdRtAH Bavanta
   āmnāyavidhānakovidāḥ	AmnAya-viDAna-kovidAH
   BhP_08.20.011/3 sa eva viṣṇurvarado 'stu vā paro dāsyāmy amuṣmai	Bhu-_08.20.011/3 saH eva vizNuH-vara-daH astu vA paraH dAsyAmi amuzmE
   kṣitimīpsitāṃ mune	kzitim-IpsitAm mune
   BhP_08.20.012/1 yadyapy asāvadharmeṇa māṃ badhnīyādanāgasam	Bhu-_08.20.012/1 yadi-api asO=-aDarmeNa mAm baDnIyAt-anAgasam
   BhP_08.20.012/3 tathāpy enaṃ na hiṃsiṣye bhītaṃ brahmatanuṃ ripum	Bhu-_08.20.012/3 taTA-api enam na hiMsizye BItam brahma-tanum ripum
   BhP_08.20.013/1 eṣa vā uttamaśloko na jihāsati yadyaśaḥ	Bhu-_08.20.013/1 eza vA uttamaSlokaH na jihAsati yat-yaSaH
   BhP_08.20.013/3 hatvā maināṃ haredyuddhe śayīta nihato mayā	Bhu-_08.20.013/3 hatvA mA-enAm haret-yudDe SayIta nihataH mayA
   BhP_08.20.014/0 śrīśuka uvāca	BhP_08.20.014/0 SrI-SukaH uvAca
   BhP_08.20.014/1 evamaśraddhitaṃ śiṣyamanādeśakaraṃ guruḥ	Bhu-_08.20.014/1 evam-aSradDitam Sizyam-anAdeSa-karam guruH
   BhP_08.20.014/3 śaśāpa daivaprahitaḥ satyasandhaṃ manasvinam	Bhu-_08.20.014/3 SaSApa dEva-prahitaH satya-sanDam manasvinam
   BhP_08.20.015/1 dṛḍhaṃ paṇḍitamāny ajñaḥ stabdho 'sy asmadupekṣayā	Bhu-_08.20.015/1 dRXam paNxita-mAni ajQaH stabDaH asi asmad-upekzayA
   BhP_08.20.015/3 macchāsanātigo yastvamacirādbhraśyase śriyaḥ	Bhu-_08.20.015/3 mad-SAsana-atigaH yaH-tvam-acirAt-BraSyase SriyaH
   BhP_08.20.016/1 evaṃ śaptaḥ svaguruṇā satyān na calito mahān	Bhu-_08.20.016/1 evam SaptaH sva-guruNA satyAt na calitaH mahAn
   BhP_08.20.016/3 vāmanāya dadāvenāmarcitvodakapūrvakam	Bhu-_08.20.016/3 vAmanAya dadO=-enAm-arcitva-udaka-pUrvakam
   BhP_08.20.017/1 vindhyāvalistadāgatya patnī jālakamālinī	Bhu-_08.20.017/1 vinDya-AvaliH-tat-Agatya patnI jAlaka-mAlinI
   BhP_08.20.017/3 āninye kalaśaṃ haimamavanejanyapāṃ bhṛtam	Bhu-_08.20.017/3 Aninye kalaSam hEmam-avanejanyapAm BRtam
   BhP_08.20.018/1 yajamānaḥ svayaṃ tasya śrīmat pādayugaṃ mudā	Bhu-_08.20.018/1 yajamAnaH svayam tasya SrImat pAda-yugam mudA
   BhP_08.20.018/3 avanijyāvahan mūrdhni tadapo viśvapāvanīḥ	Bhu-_08.20.018/3 avanijyA-vahat mUrDni tad-apaH viSva-pAvanIH
   BhP_08.20.019/1 tadāsurendraṃ divi devatāgaṇā	Bhu-_08.20.019/1 tadA-asura-indram divi devatA-gaNA
   gandharvavidyādharasiddhacāraṇāḥ	ganDarva-vidyADara-sidDa-cAraNAH
   BhP_08.20.019/3 tat karma sarve 'pi gṛṇanta ārjavaṃ	Bhu-_08.20.019/3 tat karma sarve api gRNantaH Arjavam
   prasūnavarṣairvavṛṣurmudānvitāḥ	prasUna-varzEH-vavRzuH-mudA-anvitAH
   BhP_08.20.020/1 nedurmuhurdundubhayaḥ sahasraśo gandharvakimpūruṣakinnarā	Bhu-_08.20.020/1 neduH-muhur-dunduBayaH sahasraSas ganDarva-kimpUruza-kinnarA
   jaguḥ	jaguH
   BhP_08.20.020/3 manasvinānena kṛtaṃ suduṣkaraṃ vidvān adādyadripave	Bhu-_08.20.020/3 manasvinA-anena kRtam su-duzkaram vidvAn adAdi-at-ripave
   jagattrayam	jagattrayam
   BhP_08.20.021/1 tadvāmanaṃ rūpamavardhatādbhutaṃ hareranantasya	Bhu-_08.20.021/1 tat-vAmanam rUpam-avarData-adButam hareH-anantasya
   guṇatrayātmakam	guNatraya-Atmakam
   BhP_08.20.021/3 bhūḥ khaṃ diśo dyaurvivarāḥ payodhayas tiryaṅnṛdevā ṛṣayo	BhP_08.20.021/3 BUH Kam diSaH dyOH-vivarAH payoDayaH tiryak-nR-devAH RzayaH-
   yadāsata	yat-Asata
   BhP_08.20.022/1 kāye balistasya mahāvibhūteḥ sahartvigācāryasadasya etat	Bhu-_08.20.022/1 kAye baliH-tasya mahA-viBUteH saha-Rtvij-AcArya-sadasyaH etat-
   BhP_08.20.022/3 dadarśa viśvaṃ triguṇaṃ guṇātmake	Bhu-_08.20.022/3 dadarSa viSvam triguNam guNa-Atmake
   bhūtendriyārthāśayajīvayuktam	BUta-indriya-arTa-ASaya-jIva-yuktam
   BhP_08.20.023/1 rasāmacaṣṭāṅghritale 'tha pādayor mahīṃ mahīdhrān	Bhu-_08.20.023/1 rasAma-cazwa-aFGri-tale aTa pAdayoH mahIm mahIDrAn
   puruṣasya jaṅghayoḥ	puruzasya jaFGayoH
   BhP_08.20.023/3 patattriṇo jānuni viśvamūrter ūrvorgaṇaṃ mārutamindrasenaḥ	Bhu-_08.20.023/3 patattriNaH jAnuni viSvamUrteH UrvoH-gaNam mArutam-indrasenaH
   BhP_08.20.024/1 sandhyāṃ vibhorvāsasi guhya aikṣat prajāpatīn jaghane	Bhu-_08.20.024/1 sanDyAm viBoH-vAsasi guhya Ekzat prajApatIn jaGane
   ātmamukhyān	Atma-muKyAn
   BhP_08.20.024/3 nābhyāṃ nabhaḥ kukṣiṣu saptasindhūn urukramasyorasi	Bhu-_08.20.024/3 nAByAm naBaH kukzizu sapta-sinDUn urukramasya-urasi
   carkṣamālām	ca-Rkza-mAlAm
   BhP_08.20.025/1 hṛdy aṅga dharmaṃ stanayormurārer ṛtaṃ ca satyaṃ ca manasy	Bhu-_08.20.025/1 hRdi aFga Darmam stanayoH-murAreH Rtam ca satyam ca manasi-
   athendum	aTa-indum
   BhP_08.20.025/3 śriyaṃ ca vakṣasy aravindahastāṃ kaṇṭhe ca sāmāni	Bhu-_08.20.025/3 Sriyam ca vakzasi aravinda-hastAm kaNWe ca sAmAni
   samastarephān	samasta-rePAn
   BhP_08.20.026/1 indrapradhānān amarān bhujeṣu tatkarṇayoḥ kakubho dyauśca	Bhu-_08.20.026/1 indra-praDAnAn amarAn Bujezu tad-karNayoH kakuBaH dyOH-ca
   mūrdhni	mUrDni
   BhP_08.20.026/3 keśeṣu meghān chvasanaṃ nāsikāyām akṣṇośca sūryaṃ vadane	Bhu-_08.20.026/3 keSezu meGAn Cvasanam nAsikAyAm akzNoH-ca sUryam vadane
   ca vahnim	ca vahnim
   BhP_08.20.027/1 vāṇyāṃ ca chandāṃsi rase jaleśaṃ bhruvorniṣedhaṃ ca vidhiṃ	Bhu-_08.20.027/1 vANyAm ca CandAMsi rase jaleSam BruvoH-nizeDam ca viDim
   ca pakṣmasu	ca pakzmasu
   BhP_08.20.027/3 ahaśca rātriṃ ca parasya puṃso manyuṃ lalāṭe 'dhara eva	Bhu-_08.20.027/3 ahar-ca rAtrim ca parasya puMsaH manyum lalAwe aDaraH eva
   lobham	loBam
   BhP_08.20.028/1 sparśe ca kāmaṃ nṛpa retasāmbhaḥ pṛṣṭhe tvadharmaṃ	Bhu-_08.20.028/1 sparSe ca kAmam nRpa retasA-amBaH pRzWe tu-aDarmam
   kramaṇeṣu yajñam	kramaNezu yajQam
   BhP_08.20.028/3 chāyāsu mṛtyuṃ hasite ca māyāṃ tanūruheṣvoṣadhijātayaśca	Bhu-_08.20.028/3 CAyAsu mRtyum hasite ca mAyAm tanUruhezu-ozaDi-jAtayaH-ca
   BhP_08.20.029/1 nadīśca nāḍīṣu śilā nakheṣu buddhāvajaṃ devagaṇān ṛṣīṃśca	Bhu-_08.20.029/1 nadIH-ca nAxIzu SilA naKezu budDa-avajam deva-gaNAn RzIn=-ca
   BhP_08.20.029/3 prāṇeṣu gātre sthirajaṅgamāni sarvāṇi bhūtāni dadarśa	Bhu-_08.20.029/3 prANezu gAtre sTira-jaFgamAni sarvANi BUtAni dadarSa
   vīraḥ	vIraH
   BhP_08.20.030/1 sarvātmanīdaṃ bhuvanaṃ nirīkṣya sarve 'surāḥ	Bhu-_08.20.030/1 sarva-Atmani-idam Buvanam nirIkzya sarve asurAH
   kaśmalamāpuraṅga	kaSmalam-ApuraFga
   BhP_08.20.030/3 sudarśanaṃ cakramasahyatejo dhanuśca śārṅgaṃ	Bhu-_08.20.030/3 sudarSanam cakram-asahya-tejaH DanuH-ca SArFgam
   stanayitnughoṣam	stanayitnu-Gozam
   BhP_08.20.031/1 parjanyaghoṣo jalajaḥ pāñcajanyaḥ kaumodakī viṣṇugadā	Bhu-_08.20.031/1 parjanya-GozaH jalajaH pAQcajanyaH kOmodakI vizNu-gadA
   tarasvinī	tarasvinI
   BhP_08.20.031/3 vidyādharo 'siḥ śatacandrayuktas tūṇottamāvakṣayasāyakau	Bhu-_08.20.031/3 vidyADaraH asiH Sata-candra-yuktaH tUNa-uttamA-avakzaya-sAyakO
   ca	ca
   BhP_08.20.032/1 sunandamukhyā upatasthurīśaṃ pārṣadamukhyāḥ sahalokapālāḥ	Bhu-_08.20.032/1 sunanda-muKyAH upatasTuH-ISam pArzada-muKyAH saha-lokapAlAH
   BhP_08.20.032/3 sphuratkirīṭāṅgadamīnakuṇḍalaḥ	Bhu-_08.20.032/3 sPurat-kirIwa-aFgada-mIna-kuNxalaH
   śrīvatsaratnottamamekhalāmbaraiḥ	SrIvatsa-ratna-uttama-meKala-ambarEH
   BhP_08.20.033/1 madhuvratasragvanamālayāvṛto rarāja rājan bhagavān	Bhu-_08.20.033/1 maDu-vrata-sraj-vana-mAlayA-AvRtaH rarAja rAjan BagavAn
   urukramaḥ	urukramaH
   BhP_08.20.033/3 kṣitiṃ padaikena balervicakrame nabhaḥ śarīreṇa diśaśca	Bhu-_08.20.033/3 kzitim padA-ekena baleH-vicakrame naBaH SarIreNa diSaH-ca
   bāhubhiḥ	bAhuBiH
   BhP_08.20.034/1 padaṃ dvitīyaṃ kramatastriviṣṭapaṃ na vai tṛtīyāya	Bhu-_08.20.034/1 padam dvitIyam kramataH-trivizwapam na vE tRtIyAya
   tadīyamaṇvapi	tadIyam-aNu-api
   BhP_08.20.034/3 urukramasyāṅghrirupary upary atho maharjanābhyāṃ tapasaḥ	Bhu-_08.20.034/3 urukramasya-aFGriH-upari upari aTo mahar-janAByAm tapasaH
   paraṃ gataḥ	param gataH
   BhP_08.21.001/0 śrīśuka uvāca	BhP_08.21.001/0 SrI-SukaH uvAca
   BhP_08.21.001/1 satyaṃ samīkṣyābjabhavo nakhendubhir	Bhu-_08.21.001/1 satyam samIkzya-abja-BavaH naKa-induBiH-
   hatasvadhāmadyutirāvṛto 'bhyagāt	hata-sva-DAma-dyutiH-AvRtaH aByagAt-
   BhP_08.21.001/3 marīcimiśrā ṛṣayo bṛhadvratāḥ sanandanādyā naradeva	Bhu-_08.21.001/3 marIci-miSrAH RzayaH bRhat-vratAH sanandana-AdyAH naradeva
   yoginaḥ	yoginaH
   BhP_08.21.002/1 vedopavedā niyamā yamānvitās tarketihāsāṅgapurāṇasaṃhitāḥ	Bhu-_08.21.002/1 veda-upavedAH niyamAH yama-anvitAH tarka-itihAsa-aFga-purANa-saMhitAH
   BhP_08.21.002/3 ye cāpare yogasamīradīpita jñānāgninā	Bhu-_08.21.002/3 ye ca-apare yoga-samIra-dIpita jQAna-agninA
   randhitakarmakalmaṣāḥ	ranDita-karma-kalmazAH
   BhP_08.21.002/5 vavandire yatsmaraṇānubhāvataḥ svāyambhuvaṃ dhāma gatā	Bhu-_08.21.002/5 vavandire yat-smaraNa-anuBAvataH svAyamBuvam DAma gatA
   akarmakam	akarmakam
   BhP_08.21.003/1 athāṅghraye pronnamitāya viṣṇor upāharat padmabhavo	Bhu-_08.21.003/1 aTa-aFGraye pronnamitAya vizNoH upAharat padma-BavaH-
   'rhaṇodakam	arhaNa-udakam
   BhP_08.21.003/3 samarcya bhaktyābhyagṛṇāc chuciśravā	BhP_08.21.003/3 samarcya BaktyA-aByagRNAt SuciSravA
   yannābhipaṅkeruhasambhavaḥ svayam	yat-nABi-paFkeruha-samBavaH svayam
   BhP_08.21.004/1 dhātuḥ kamaṇḍalujalaṃ tadurukramasya	Bhu-_08.21.004/1 DAtuH kamaNxalu-jalam tat-urukramasya
   pādāvanejanapavitratayā narendra	pAdO=-anejana-pavitra-tayA narendra
   BhP_08.21.004/3 svardhuny abhūn nabhasi sā patatī nimārṣṭi lokatrayaṃ	Bhu-_08.21.004/3 svarDunI aBUt naBasi sA patatI nimArzwi lokatrayam
   bhagavato viśadeva kīrtiḥ	BagavataH viSadA-iva kIrtiH
   BhP_08.21.005/1 brahmādayo lokanāthāḥ svanāthāya samādṛtāḥ	Bhu-_08.21.005/1 brahma-AdayaH loka-nATAH sva-nATAya samAdRtAH
   BhP_08.21.005/3 sānugā balimājahruḥ saṅkṣiptātmavibhūtaye	Bhu-_08.21.005/3 sa-anugAH balim-AjahruH saFkzipta-Atma-viBUtaye
   BhP_08.21.006/1 toyaiḥ samarhaṇaiḥ sragbhirdivyagandhānulepanaiḥ	Bhu-_08.21.006/1 toyEH samarhaNEH sragBiH-divya-ganDa-anulepanEH
   BhP_08.21.006/3 dhūpairdīpaiḥ surabhibhirlājākṣataphalāṅkuraiḥ	Bhu-_08.21.006/3 DUpEH-dIpEH suraBiBiH-lAjA-kzata-Pala-aFkurEH
   BhP_08.21.007/1 stavanairjayaśabdaiśca tadvīryamahimāṅkitaiḥ	Bhu-_08.21.007/1 stavanEH-jaya-SabdEH-ca tad-vIrya-mahima-aFkitEH
   BhP_08.21.007/3 nṛtyavāditragītaiśca śaṅkhadundubhiniḥsvanaiḥ	Bhu-_08.21.007/3 nRtya-vAditra-gItEH-ca SaFKa-dunduBi-niHsvanEH
   BhP_08.21.008/1 jāmbavān ṛkṣarājastu bherīśabdairmanojavaḥ	Bhu-_08.21.008/1 jAmbavAn Rkza-rAjaH-tu BerI-SabdEH-manojavaH
   BhP_08.21.008/3 vijayaṃ dikṣu sarvāsu mahotsavamaghoṣayat	Bhu-_08.21.008/3 vijayam dikzu sarvAsu mahA-utsavam-aGozayat-
   BhP_08.21.009/1 mahīṃ sarvāṃ hṛtāṃ dṛṣṭvā tripadavyājayācñayā	Bhu-_08.21.009/1 mahIm sarvAm hRtAm dRzwvA tripada-vyAja-yAcQayA
   BhP_08.21.009/3 ūcuḥ svabharturasurā dīkṣitasyātyamarṣitāḥ	Bhu-_08.21.009/3 UcuH sva-BartuH-asurAH dIkzitasya-ati-amarzitAH
   BhP_08.21.010/1 na vāyaṃ brahmabandhurviṣṇurmāyāvināṃ varaḥ	Bhu-_08.21.010/1 na vA-ayam brahmabanDuH-vizNuH-mAyAvinAm varaH
   BhP_08.21.010/3 dvijarūpapraticchanno devakāryaṃ cikīrṣati	Bhu-_08.21.010/3 dvija-rUpa-praticCannaH deva-kAryam cikIrzati
   BhP_08.21.011/1 anena yācamānena śatruṇā vaṭurūpiṇā	Bhu-_08.21.011/1 anena yAcamAnena SatruNA vawu-rUpiNA
   BhP_08.21.011/3 sarvasvaṃ no hṛtaṃ bharturnyastadaṇḍasya barhiṣi	Bhu-_08.21.011/3 sarva-svam naH hRtam BartuH-nyasta-daNxasya barhizi
   BhP_08.21.012/1 satyavratasya satataṃ dīkṣitasya viśeṣataḥ	Bhu-_08.21.012/1 satya-vratasya satatam dIkzitasya viSezataH
   BhP_08.21.012/3 nānṛtaṃ bhāṣituṃ śakyaṃ brahmaṇyasya dayāvataḥ	Bhu-_08.21.012/3 na-anRtam BAzitum Sakyam brahmaNyasya dayAvataH
   BhP_08.21.013/1 tasmādasya vadho dharmo bhartuḥ śuśrūṣaṇaṃ ca naḥ	Bhu-_08.21.013/1 tasmAt-asya vaDaH DarmaH BartuH SuSrUzaNam ca naH
   BhP_08.21.013/3 ity āyudhāni jagṛhurbaleranucarāsurāḥ	Bhu-_08.21.013/3 iti AyuDAni jagRhuH-baleH-anucara-asurAH
   BhP_08.21.014/1 te sarve vāmanaṃ hantuṃ śūlapaṭṭiśapāṇayaḥ	Bhu-_08.21.014/1 te sarve vAmanam hantum SUla-pawwiSa-pANayaH
   BhP_08.21.014/3 anicchanto bale rājan prādravan jātamanyavaḥ	Bhu-_08.21.014/3 anicCantaH bale rAjan prAdravan jAta-manyavaH
   BhP_08.21.015/1 tān abhidravato dṛṣṭvā ditijānīkapān nṛpa	Bhu-_08.21.015/1 tAn aBidravataH dRzwvA ditijAn-IkapAn nRpa
   BhP_08.21.015/3 prahasyānucarā viṣṇoḥ pratyaṣedhannudāyudhāḥ	Bhu-_08.21.015/3 prahasya-anucarAH vizNoH pratyazeDan=-udAyuDAH
   BhP_08.21.016/1 nandaḥ sunando 'tha jayo vijayaḥ prabalo balaḥ	Bhu-_08.21.016/1 nandaH sunandaH aTa jayaH vijayaH prabalaH balaH
   BhP_08.21.016/3 kumudaḥ kumudākṣaśca viṣvaksenaḥ patattrirāṭ	BhP_08.21.016/3 kumudaH kumudAkzaH-ca vizvaksenaH patat-tri-rAj-
   BhP_08.21.017/1 jayantaḥ śrutadevaśca puṣpadanto 'tha sātvataḥ	Bhu-_08.21.017/1 jayantaH SrutadevaH-ca puzpadantaH aTa sAtvataH
   BhP_08.21.017/3 sarve nāgāyutaprāṇāścamūṃ te jaghnurāsurīm	Bhu-_08.21.017/3 sarve nAga-ayuta-prANAH-camUm te jaGnuH-AsurIm
   BhP_08.21.018/1 hanyamānān svakān dṛṣṭvā puruṣānucarairbaliḥ	Bhu-_08.21.018/1 hanyamAnAn svakAn dRzwvA puruza-anucarEH-baliH
   BhP_08.21.018/3 vārayāmāsa saṃrabdhān kāvyaśāpamanusmaran	Bhu-_08.21.018/3 vArayAmAsa saMrabDAn kAvya-SApam-anusmaran
   BhP_08.21.019/1 he vipracitte he rāho he neme śrūyatāṃ vacaḥ	Bhu-_08.21.019/1 he vipracitte he rAhaH he na-ime SrUyatAm vacaH
   BhP_08.21.019/3 mā yudhyata nivartadhvaṃ na naḥ kālo 'yamarthakṛt	Bhu-_08.21.019/3 mA yuDyata nivartaDvam na naH kAlaH ayam-arTa-kRt-
   BhP_08.21.020/1 yaḥ prabhuḥ sarvabhūtānāṃ sukhaduḥkhopapattaye	Bhu-_08.21.020/1 yaH praBuH sarva-BUtAnAm suKa-duHKa-upapattaye
   BhP_08.21.020/3 taṃ nātivartituṃ daityāḥ pauruṣairīśvaraḥ pumān	Bhu-_08.21.020/3 tam na-ativartitum dEtyAH pOruzEH-ISvaraH pumAn
   BhP_08.21.021/1 yo no bhavāya prāg āsīdabhavāya divaukasām	Bhu-_08.21.021/1 yaH naH BavAya prAk AsIt-aBavAya divOkasAm
   BhP_08.21.021/3 sa eva bhagavān adya vartate tadviparyayam	Bhu-_08.21.021/3 saH eva BagavAn adya vartate tad-viparyayam
   BhP_08.21.022/1 balena sacivairbuddhyā durgairmantrauṣadhādibhiḥ	Bhu-_08.21.022/1 balena sacivEH-budDyA durgEH-mantra-OzaDa-AdiBiH
   BhP_08.21.022/3 sāmādibhirupāyaiśca kālaṃ nātyeti vai janaḥ	Bhu-_08.21.022/3 sAma-AdiBiH-upAyEH-ca kAlam na-atyeti vE janaH
   BhP_08.21.023/1 bhavadbhirnirjitā hy ete bahuśo 'nucarā hareḥ	Bhu-_08.21.023/1 BavadBiH-nirjitAH hi ete bahuSas anucarAH hareH
   BhP_08.21.023/3 daivenarddhaista evādya yudhi jitvā nadanti naḥ	Bhu-_08.21.023/3 dEvena-RdDEH-te eva-adya yuDi jitvA nadanti naH
   BhP_08.21.024/1 etān vayaṃ vijeṣyāmo yadi daivaṃ prasīdati	Bhu-_08.21.024/1 etAn vayam vijezyAmaH yadi dEvam prasIdati
   BhP_08.21.024/3 tasmāt kālaṃ pratīkṣadhvaṃ yo no 'rthatvāya kalpate	Bhu-_08.21.024/3 tasmAt kAlam pratIkzaDvam yaH naH arTa-tvAya kalpate
   BhP_08.21.025/0 śrīśuka uvāca	BhP_08.21.025/0 SrI-SukaH uvAca
   BhP_08.21.025/1 patyurnigaditaṃ śrutvā daityadānavayūthapāḥ	Bhu-_08.21.025/1 patyuH-nigaditam SrutvA dEtya-dAnava-yUTapAH
   BhP_08.21.025/3 rasāṃ nirviviśū rājan viṣṇupārṣada tāḍitāḥ	Bhu-_08.21.025/3 rasAm nirviviSuH rAjan vizNu-pArzada tAxitAH
   BhP_08.21.026/1 atha tārkṣyasuto jñātvā virāṭ prabhucikīrṣitam	Bhu-_08.21.026/1 aTa tArkzya-sutaH jQAtvA virAj praBu-cikIrzitam
   BhP_08.21.026/3 babandha vāruṇaiḥ pāśairbaliṃ sūtye 'hani kratau	Bhu-_08.21.026/3 babanDa vAruNEH pASEH-balim sUtye ahani kratO
   BhP_08.21.027/1 hāhākāro mahān āsīdrodasyoḥ sarvato diśam	Bhu-_08.21.027/1 hAhAkAraH mahAn AsIt-rodasyoH sarvatas diSam
   BhP_08.21.027/3 nigṛhyamāṇe 'surapatau viṣṇunā prabhaviṣṇunā	Bhu-_08.21.027/3 nigRhyamANe asura-patO vizNunA praBavizNunA
   BhP_08.21.028/1 taṃ baddhaṃ vāruṇaiḥ pāśairbhagavān āha vāmanaḥ	Bhu-_08.21.028/1 tam badDam vAruNEH pASEH-BagavAn Aha vAmanaH
   BhP_08.21.028/3 naṣṭaśriyaṃ sthiraprajñamudārayaśasaṃ nṛpa	Bhu-_08.21.028/3 nazwa-Sriyam sTira-prajQam-udAra-yaSasam nRpa
   BhP_08.21.029/1 padāni trīṇi dattāni bhūmermahyaṃ tvayāsura	Bhu-_08.21.029/1 padAni trINi dattAni BUmeH-mahyam tvayA-asura
   BhP_08.21.029/3 dvābhyāṃ krāntā mahī sarvā tṛtīyamupakalpaya	Bhu-_08.21.029/3 dvAByAm krAntA mahI sarvA tRtIyam-upakalpaya
   BhP_08.21.030/1 yāvat tapaty asau gobhiryāvadinduḥ sahoḍubhiḥ	Bhu-_08.21.030/1 yAvat tapati asO goBiH-yAvat-induH saha-uxuBiH
   BhP_08.21.030/3 yāvadvarṣati parjanyastāvatī bhūriyaṃ tava	Bhu-_08.21.030/3 yAvat-varzati parjanyaH-tAvatI BUH-iyam tava
   BhP_08.21.031/1 padaikena mayākrānto bhūrlokaḥ khaṃ diśastanoḥ	Bhu-_08.21.031/1 padA-ekena mayA-AkrAntaH BUrlokaH Kam diSaH-tanoH
   BhP_08.21.031/3 svarlokaste dvitīyena paśyataste svamātmanā	BhP_08.21.031/3 svarlokaH-te dvitIyena paSyataH-te svam-AtmanA
   BhP_08.21.032/1 pratiśrutamadātuste niraye vāsa iṣyate	Bhu-_08.21.032/1 pratiSrutam-adAtuH-te niraye vAsaH izyate
   BhP_08.21.032/3 viśa tvaṃ nirayaṃ tasmādguruṇā cānumoditaḥ	Bhu-_08.21.032/3 viSa tvam nirayam tasmAt-guruNA ca-anumoditaH
   BhP_08.21.033/1 vṛthā manorathastasya dūraḥ svargaḥ pataty adhaḥ	Bhu-_08.21.033/1 vRTA manoraTaH-tasya dUraH svargaH patati aDas-
   BhP_08.21.033/3 pratiśrutasyādānena yo 'rthinaṃ vipralambhate	Bhu-_08.21.033/3 pratiSrutasya-AdAnena yaH arTinam vipralamBate
   BhP_08.21.034/1 vipralabdho dadāmīti tvayāhaṃ cāḍhyamāninā	Bhu-_08.21.034/1 vipralabDaH dadAmi-iti tvayA-aham ca-AXyamAninA
   BhP_08.21.034/3 tadvyalīkaphalaṃ bhuṅkṣva nirayaṃ katicit samāḥ	Bhu-_08.21.034/3 tad-vyalIka-Palam BuFkzva nirayam katicid samAH
   BhP_08.22.001/0 śrīśuka uvāca	BhP_08.22.001/0 SrI-SukaH uvAca
   BhP_08.22.001/1 evaṃ viprakṛto rājan balirbhagavatāsuraḥ	Bhu-_08.22.001/1 evam viprakRtaH rAjan baliH-BagavatA-asuraH
   BhP_08.22.001/3 bhidyamāno 'py abhinnātmā pratyāhāviklavaṃ vacaḥ	Bhu-_08.22.001/3 BidyamAnaH api aBinna-AtmA pratyAha-aviklavam vacaH
   BhP_08.22.002/0 śrībaliruvāca	Bha-a_08.22.002/0 SrIbaliH-uvAca
   BhP_08.22.002/1 yady uttamaśloka bhavān mameritaṃ vaco vyalīkaṃ suravarya	Bhu-_08.22.002/1 yadi uttamaSloka BavAn mama-Iritam vacaH vyalIkam sura-varya
   manyate	manyate
   BhP_08.22.002/3 karomy ṛtaṃ tan na bhavet pralambhanaṃ padaṃ tṛtīyaṃ kuru	Bhu-_08.22.002/3 karomi Rtam tat na Bavet pralamBanam padam tRtIyam kuru
   śīrṣṇi me nijam	SIrzNi me nijam
   BhP_08.22.003/1 bibhemi nāhaṃ nirayāt padacyuto na	Bhu-_08.22.003/1 biBemi na-aham nirayAt pada-cyutaH na
   pāśabandhādvyasanādduratyayāt	pASa-banDAt-vyasanAt-duratyayAt-
   BhP_08.22.003/3 naivārthakṛcchrādbhavato vinigrahād	Bhu-_08.22.003/3 na-eva-arTa-kRcCrAt-BavataH vinigrahAt-
   asādhuvādādbhṛśamudvije yathā	asADu-vAdAt-BRSam-udvije yaTA
   BhP_08.22.004/1 puṃsāṃ ślāghyatamaṃ manye daṇḍamarhattamārpitam	Bhu-_08.22.004/1 puMsAm SlAGyatamam manye daNxam-arhattama-arpitam
   BhP_08.22.004/3 yaṃ na mātā pitā bhrātā suhṛdaścādiśanti hi	Bhu-_08.22.004/3 yam na mAtA pitA BrAtA suhRdaH-ca-AdiSanti hi
   BhP_08.22.005/1 tvaṃ nūnamasurāṇāṃ naḥ parokṣaḥ paramo guruḥ	Bhu-_08.22.005/1 tvam nUnam-asurANAm naH parokzaH paramaH guruH
   BhP_08.22.005/3 yo no 'nekamadāndhānāṃ vibhraṃśaṃ cakṣurādiśat	Bhu-_08.22.005/3 yaH naH aneka-mada-anDAnAm viBraMSam cakzuH-AdiSat-
   BhP_08.22.006/1 yasmin vairānubandhena vyūḍhena vibudhetarāḥ	Bhu-_08.22.006/1 yasmin vEra-anubanDena vyUXena vibuDa-itarAH
   BhP_08.22.006/3 bahavo lebhire siddhiṃ yāmu haikāntayoginaḥ	Bhu-_08.22.006/3 bahavaH leBire sidDim yAmu ha-ekAnta-yoginaH
   BhP_08.22.007/1 tenāhaṃ nigṛhīto 'smi bhavatā bhūrikarmaṇā	Bhu-_08.22.007/1 tena-aham nigRhItaH asmi BavatA BUri-karmaNA
   BhP_08.22.007/3 baddhaśca vāruṇaiḥ pāśairnātivrīḍe na ca vyathe	Bhu-_08.22.007/3 badDaH-ca vAruNEH pASEH-na-ati-vrIxe na ca vyaTe
   BhP_08.22.008/1 pitāmaho me bhavadīyasammataḥ prahrāda āviṣkṛtasādhuvādaḥ	Bhu-_08.22.008/1 pitAmahaH me BavadIya-sammataH prahrAdaH AvizkRta-sADuvAdaH
   BhP_08.22.008/3 bhavadvipakṣeṇa vicitravaiśasaṃ samprāpitastvaṃ paramaḥ	Bhu-_08.22.008/3 Bavat-vipakzeNa vicitra-vESasam samprApitaH-tvam paramaH
   svapitrā	sva-pitrA
   BhP_08.22.009/1 kimātmanānena jahāti yo 'ntataḥ kiṃ rikthahāraiḥ	Bhu-_08.22.009/1 kim-AtmanA-anena jahAti yaH antatas kim rikTa-hArEH
   svajanākhyadasyubhiḥ	sva-jana-AKya-dasyuBiH
