   saṅkalpa-kalpa-druma	saFkalpa--kalpa-druma
   atha militatayā cakāra lāsyaṃ	aTa milita-tayA cakAra lAsyam
   nijavanitābhir ayaṃ na cāpa sāmyam |	nija-vanitABiH ayam na ca-apa sAmyam |
   tam abhidadhur amūr vayaṃ na sandīpanim	tam aBidaDuH amUH vayam na sandIpanim
   abhajāma guruṃ kathaṃ nu vidmaḥ ||78||	aBajAma gurum kaTam nu vidmaH ||78||
   1. (a) margin: yadāsti; 2. (a) nicāyayāṃ sma	1. (a) margin: yadA-Asti; 2. (a) nicAyayAm sma
   harir akuruta taṇḍunā praṇītaṃ naṭanam anena jahāra cittam āsām |	hariH akuruta taNxunA praNItam nawanam anena jahAra cittam AsAm |
   iha jagadur amūr vayaṃ na padmātulitatamā yad ihāpi śikṣitāḥ smaḥ ||79||	iha jagaduH amUH vayam na padmAtulitatamAH yat iha-api SikzitAH smaH ||79||
   vyatimilitatayātha rāsanṛtyaṃ vyadhiṣata tā dayitena tena sārdham |	vyatimilita-tayA-aTa rAsa-nRtyam vyaDizata tAH dayitena tena sArDam |
   vilasitavaramādhurībhir eṣāṃ suravanitā mumuhur muhur muhuś ca ||80||	vilasita-vara-mADurIBiH ezAm sura-vanitAH mumuhuH muhur muhur ca ||80||
   atha harir akarod ihāpi citraṃ javamahasā sa tathānaśe samastam |	aTa hariH akarot iha-api citram java-mahasA sa taTA-anaSe samastam |
   yad akhilamahilāḥ svapārśvalagnaṃ tam anulavaṃ bata menire nirīkṣya ||81||	yat aKila-mahilAH sva-pArSva-lagnam tam anulavam bata menire nirIkzya ||81||
   vilasitam idam ittham ācarantaḥ śramam upalabhya cirād amī niviṣṭāḥ |	vilasitam idam itTam AcarantaH Sramam upalaBya cirAt amI nivizwAH |
   vyajanasalilapānakāṅgarāgakramukapuṭādibhir āśritābhir iṣṭāḥ ||82||	vyajana-salila-pAnaka-aFga-rAga-kramuka-puwa-AdiBiH ASritABiH izwAH ||82||
   atha bhṛśam upalabhya śāntim etā harihariṇīnayanā niśāvasāne |	aTa BRSam upalaBya SAntim etAH hari-hariNI-nayanAH niSA-avasAne |
   vanam anuvihṛtiṃ mudā dadhānāḥ svam upavanīmaṇimandiraṃ sasarjuḥ ||83||	vanam anuvihRtim mudA daDAnAH svam upavanI-maNi-mandiram sasarjuH ||83||
   atha muraripurādhikākhyayugmaṃ mṛduśayanaṃ pratilabhya valguśarma |	aTa murari-pura-aDika-AKya-yugmam mRdu-Sayanam pratilaBya valgu-Sarma |
   atanuta śayanaṃ tathā yathā tat tanum api bhedam adhāt tanudvayaṃ na	atanuta Sayanam taTA yaTA tat tanum api Bedam aDAt tanu-dvayam na
   atha girivaraparvaṇi svasṛṇāṃ	aTa giri-vara-parvaNi svasRNAm
   gṛhagataṃ parvaṇi kārtike māsi |	gRha-gatam parvaNi kArtike mAsi |
   bahuvidhamahasā1 saśarmapūrṇe	bahuviDa-mahasA1 sa-Sarma-pUrNe
   tadanu mukhaṃ mukharaṃ sukhaṃ karoti ||85||	tadanu muKam muKaram suKam karoti ||85||
   atha śaradanujā yadā ṛtuśrīr2 mṛdumṛduśītamayī samājagāma |	aTa Sarad-anujA yadA Rtu-SrIr2 mRdu-mRdu-SIta-mayI samAjagAma |
   aśanavasanakānanādrikhelāśayanasukhādi hariḥ priyām uvāca ||86||	aSana-vasana-kAnana-adri-KelA-Sayana-suKa-Adi hariH priyAm uvAca ||86||
   "surabhinavakaśālitaṇḍulībhiḥ purusitavaṣkayanīpayaskṛtānnam |	"suraBi-navaka-SAli-taNxulIBiH puru-sita-vazkayanI-payaskRta-annam |
   suparimalahariḥ plutaṃ samantād vikalitavalkalabījanāgaraṅgam |87||	su-parimala-hariH plutam samantAt vikalita-valkala-bIja-nAga-raFgam |87||
   bahughṛtaparipakvapiṣṭabhedaṃ pravitatamaṇḍakaroṭikābhir iṣṭam |	bahu-GRta-paripakva-pizwa-Bedam pravitata-m-aNxakarowikABiH izwam |
   parikṛtadalitārdrakaṃ svamātrārpitam uṣasi svadate varoru mahyam ||88||	parikRta-dalita-Ardrakam sva-mAtra-arpitam uzasi svadate vara-Uru mahyam ||88||
   [yugmakam]	[yugmakam]
   tadanu ca jananī dadāti veṣaṃ mṛgamadakuṅkumacūrṇapūrṇavastram |	tadanu ca jananI dadAti vezam mRga-mada-kuFkuma-cUrNa-pUrNa-vastram |
   tam aham aharahaḥ sajan sarāmaḥ sahasakhivīthir atīva śarma yāmi ||89||	tam aham aharahar sa-jan sarAmaH saha-saKi-vITiH atIva Sarma yAmi ||89||
   yadapi vividhatemanādimadhyaṃ dinam upalabdham ihāsti paṅkajākṣi |	yat-api viviDa-temanAdi-maDyam dinam upalabDam iha-asti paFkaja-akzi |
   tadapi bhavati sārdrakaṃ ghṛtāntaḥkṛtapacaśarṣapaśākam ādarāya ||90||	tat-api Bavati sArdrakam GRta-antaH-kRta-paca-Sarzapa-SAkam AdarAya ||90||
   aharahar anudhenukañcukādicchavisavitṛcchavimitratācchabhāsaḥ |	aharahar anuDenu-kaQcukAt-i=-Cavi-sa-vitR=-Ca-vi-mitra-tA-acCa-BAsaH |
   sakhibhir akhilakeliśālihārītakarutakarmaṇi narmaśarma yāmaḥ ||91||	saKiBiH aKila-keli-SAli-hArIta-karuta-karmaNi narmaSarma yAmaH ||91||
   pariṇatatarajambhanāgaraṅgakramukamukhadyutiśoṇakānanāntam |	pariNatatara-jamBa-nAga-raFga-kramuka-muKa-dyuti-SoNaka-Anana-antam |
   smitalasitakaṭiñjarādipuṣpapramuditasarvam ahardivaṃ bhramāmaḥ ||92||	smita-lasita-kawiQjara-Adi-puzpa-pramudita-sarvam ahar-divam BramAmaH ||92||
   calasakhi tad idaṃ vanaṃ nirīkṣemahi himaleśini3 mārgaśīrṣamāsi |	cala-saKi tat idam vanam nirIkzemahi hima-leSini3 mArgaSIrza-mAsi |
   paraparadivase tu śītaśīte nahi vihṛtir4 bahir aucitīṃ bhajeta ||93||	para-para-divase tu SIta-SIte na-hi vihRtir4 bahis OcitIm Bajeta ||93||
   iti harivacanād anena sārdhaṃ vanam anugamya viramya ramya-rūpam |	iti hari-vacanAt anena sArDam vanam anugamya viramya ramya--rUpam |
   samucitaphalapuṣpasaṅgraheṇa pramadabhṛtaḥ pramadāgṛhaṃ samīyuḥ ||94||	samucita-Pala-puzpa-saFgraheNa pramada-BRtaH pramadA-gRham samIyuH ||94||
   1. (a) opa(rva)tayā; 2. (a) ṛtuśrīṃ; 3. (b) himane niśi; 4. (a) vikṛtir	1. (a) opa(rva)tayA; 2. (a) Rtu-SrIM; 3. (b) himane niSi; 4. (a) vikRtiH-
   iti mṛdutaratulikānukūlīkṛtaśayanaṃ nayanābhirāmayugmam |	iti mRdutara-tulikA-nukUlIkRta-Sayanam nayana-aBirAma-yugmam |
   madhuripuvṛṣabhānujāsamākhyaṃ na vapuṣibhedam avāpa nāpi citte ||95||	maDu-ripu-vRzaBa-anujA-samAKyam na vapuzi-Bedam avApa na-api citte ||95||
   atha dhanur aparāṃśamīnarājāvadhi ravibhogagatāhasaṅghabhāge |	aTa DanuH apara-aMSa-mIna-rAja-avaDi ravi-Boga-gata-aha-saFGa-BAge |
   muraripur avadat purāvad etāṃ vṛṣaravijāṃ sa nijāṃ vilāsalakṣmīm ||96||	muraripuH avadat purAvat etAm vRza-ravijAm sa nijAm vilAsa-lakzmIm ||96||
   ghṛtadadhikṛsarārdrakādijuṣṭāḥ kaṭuvaṭakā vividhāni sandhitāni |	GRta-daDi-kRsara-Ardraka-Adi-juzwAH kawuvawakAH viviDAni sanDitAni |
   aharahar udaye madīyamātrā mayi nihitāni bhṛśaṃ sukhaṃ vahanti ||97||	aharahar udaye madIya-mAtrA mayi nihitAni BRSam suKam vahanti ||97||
   bahuvidham atha dugdhabāṣpapakvaṃ mṛdu mṛdu piṣṭakam iṣṭapūrṇam |	bahuviDam aTa dugDa-bAzpa-pakvam mRdu mRdu pizwakam izwa-pUrNam |
   adhi dinadinamadhyamātmamātrā prahitam ahaṃ ramayan mudaṃ bhajāmi |98||	aDi dina-dina-maDyam-Atma-mAtrA prahitam aham ramayan mudam BajAmi |98||
   ghusṛṇarucir atūlasūkṣmavastradvidalajakañcukayukpidhānavakṣaḥ1 |	GusRNa-ruciH atUla-sUkzma-vastra-dvi-dala-ja-kaQcukayuj-piDAna-vakzaH1 |
   pavanarahitagharmaśarmadātṛsthalam anu dhenvavanena śarma yāmi ||99||	pavana-rahita-Garma-Sarma-dAtR-sTalam anu Denva-vanena Sarma yAmi ||99||
   śiśiram anu samastasattvajāte rutirahite kikhiṣu pragalbhavākṣu |	SiSiram anu samasta-sattva-jAte ruti-rahite kiKizu pragalBa-vAkzu |
   samavadad iha ko 'pi neti nūnaṃ sakhi hasitaṃ dayayā sahāyati sma ||100||	samavadat iha kaH api na-iti nUnam saKi hasitam dayayA sahAyati sma ||100||
   śiśirajanuṣi durdine 'pi jāte mitirahitā dhavalāḥ sukhaṃ caranti |	SiSira-januzi durdine api jAte miti-rahitAH DavalAH suKam caranti |
   śṛṇu sakhi tadupāyam antyam ekaṃ mama muralījani yat tu vāyusūktam ||101||	SRNu saKi tad-upAyam antyam ekam mama muralI-jani yat tu vAyusUktam ||101||
   śiśiram akusumāntaraṃ nirīkṣya srajam iha kundakṛtāṃ bibharmi citrām |	SiSiram akusuma-antaram nirIkzya srajam iha kunda-kRtAm biBarmi citrAm |
   vipadi yad upajīvanaṃ tad eva pratipadam ādarabhājanaṃ vibhāti ||102||	vipadi yat upajIvanam tat eva pratipadam Adara-BAjanam viBAti ||102||
   iha drutam itam ahaḥsamūham ūhā-	iha drutam itam ahar-samUham UhA-
   viṣayatayā dadhataḥ pare nininduḥ |	vizaya-tayA daDataH pare nininduH |
   bhavadupasṛtivardhirātrivṛddher	Bavat-upasRti-varDi-rAtri-vRdDeH-
   alam aham asya tu vaśmi2 dīrgham āyuḥ ||103||	alam aham asya tu vaSmi2 dIrGam AyuH ||103||
   atha madhu ṛtur eṣyati praphullaṃ vananikaraṃ vidadhad yad ātataḥ prāk |	aTa maDu RtuH ezyati praPullam vana-nikaram vidaDat yat AtataH prAk |
   hariharivanitākulaṃ praphullaṃ svayam abhavad bata paśya tasya vīryam	hari-hari-vanitA-Akulam praPullam svayam aBavat bata paSya tasya vIryam
   prathamasamam athātra bhojanādyaṃ samucitam āpravidhāya kṛṣṇacandraḥ |	praTama-samam aTa-atra Bojana-Adyam samucitam ApraviDAya kRzNa-candraH |
   niśi niśamayati sma vanyavṛttaṃ dinadinam apy atulaṃ vṛṣārkaputrīm ||105||	niSi niSamayati sma vanya-vRttam dina-dinam api atulam vRza-arka-putrIm ||105||
   niśamaya kutukaṃ vane 'dya dṛṣṭaṃ vitaritari prasabhaṃ bibharti bhikṣuḥ |	niSamaya kutukam vane adya dRzwam vitaritari prasaBam biBarti BikzuH |
   amadhujanuṣi puṇḍrake dvirephā muhur api jhaṅkṛtitarjanāṃ vahanti ||106||	amaDu-januzi puNxrake dvirePAH muhur api JaFkRti-tarjanAm vahanti ||106||
   kim iyam ahaha mādhavīti nāmnā	kim iyam ahaha mADavI-iti nAmnA
   janaviditeti madāt praphullati sma |	jana-viditA-iti madAt praPullati sma |
   śiva śiva na vayaṃ madhoḥ kim itthaṃ	Siva Siva na vayam maDoH kim itTam
   kusumam adhuḥ kila saptalādayaś ca ||107||	kusumam aDuH kila saptala-AdayaH ca ||107||
   sa bakulasahakāraketakīnāṃ sakaruṇakiṃśukanāgakeśarāṇām |	sa bakula-sahakAra-ketakInAm sa-karuNa-kiMSuka-nAga-keSarANAm |
   tatir atiśuśubhe vilokya yāntu bhramarapikapravarā mahaḥ sajanti ||108||	tatiH ati-SuSuBe vilokya yAntu Bramara-pika-pravarAH mahaH sajanti ||108||
   malayajamarud eṣa ity abhikhyaḥ pavanagaṇaḥ pratipadya matkavanyām |	malayaja-marut ezaH iti aBiKyaH pavana-gaNaH pratipadya matka-vanyAm |
   manayujajayisurabhātiśastāṃ prasatikrīṇa ivātra mandamandam ||109||	manayuja-jayi-suraBa-atiSastAm prasati-krINaH iva-atra manda-mandam ||109||
   iti madhuṛtuvarṇanaṃ vitanvan madhuripur anyanijapriyājanānām |	iti maDuRtuvarNanam vitanvan maDuripuH anya-nija-priyA-janAnAm |
   caritavivṛtim anyanāyikānāṃ3 caritamiṣāt kalayann amūṃ stute sma ||110||	carita-vivRtim anya-nAyikAnAM3 carita-mizAt kalayan amUm stute sma ||110||
   1. (a) ovṛkṣaḥ; 2. (a) raśmi; 3. (a) margin: nāyikātām	1. (a) ovRkzaH; 2. (a) raSmi; 3. (a) margin: nAyikAtAm
   kusumakulam idaṃ dadhāti tāvad bhramarapikādigaṇas tathā svarūpam |	kusuma-kulam idam daDAti tAvat Bramara-pikAdi-gaNaH taTA sva-rUpam |
   priyasahacaratā yadā priyāṇāṃ parasamaye śaratāṃ ca vajratāṃ ca ||111||	priya-sahacaratA yadA priyANAm para-samaye Sara-tAm ca vajra-tAm ca ||111||
   ayi vidhumukhi saṅgatapriyāṅgi priyavirahād aparā dhṛtāvasādāḥ |	ayi viDu-muKi saFgata-priya-aFgi priya-virahAt aparAH DRta-avasAdAH |
   uta kusumapikāditudyamānā dhruvam adhunā priyatāvaśā bhramanti ||112||	uta kusumapikA-Adi-tudyamAnAH Druvam aDunA priya-tA-vaSAH Bramanti ||112||
   sphuradasahanatā mithaḥ sapatnyaḥ pathi rahasi priyam ātmanābhisṛtya |	sPurat-asahana-tA miTas sapatnyaH paTi rahasi priyam AtmanA-aBisRtya |
   diśi ca vidiśi ca sphurantam ārān nahi niranaiṣur amūḥ kva vā labheran	diSi ca vidiSi ca sPurantam ArAt na-hi niranEzuH amUH kva vA laBeran
   niyamitacaraṇān nikuñjadhāmni	niyamita-caraNAt nikuQja-DAmni
   kvacana ca vāsakasajjikāyamānāḥ |	kvacana ca vAsaka-sajjikAyamAnAH |
   priyatamam anavāpya mānam āñcan	priyatamam anavApya mAnam AQcan
   mukham iva mānadhanā hi dhanyanāryaḥ ||114||	muKam iva mAna-DanAH hi Danya-nAryaH ||114||
   api ca tadaparās tu vāsasajjā	api ca tad-aparAH tu vAsasajjA
   muhur api cintanalabdhakalpatantrāḥ |	muhur api cintana-labDa-kalpa-tantrAH |
   priyatamam upalabhya cātra jāgrad	priyatamam upalaBya ca-atra jAgrat-
   valitavad āpa sukhaṃ na cātra bhedam ||115||	valita-vat Apa suKam na ca-atra Bedam ||115||
   api dayitatamena khaṇḍitāśā nahi kalahāntaritā babhūva kāpi |	api dayitatamena KaNxita-ASA na-hi kalaha-antaritA baBUva kA-api |
   ucitam api tad etad eva yasmād dayitatamaḥ katham anyathā ghaṭate ||116||	ucitam api tat etat eva yasmAt dayitatamaH kaTam anyaTA Gawate ||116||
   vyavahitapadavīṃ mamāsti netuṃ nahi bhavatīm api kiñcanāpi vastu |	vyavahita-padavIm mama-asti netum na-hi BavatIm api kiQcana-api vastu |
   na puruṣam iha jāgarādyavasthātrayam api cetanayā viyoktum īṣṭe ||117||	na puruzam iha jAgara-Adi-avasTA-trayam api cetanayA viyoktum Izwe ||117||
   niśi sumukhi tad adya kuñjapuñjaṃ sahasavayastati sadravaṃ vrajāvaḥ |	niSi su-muKi tat adya kuQja-puQjam saha-savayaH-tati sa-dravam vrajAvaH |
   iha hi kumudamudgarādipuṣpaṃ sitarucirociṣi rocamānam asti ||118||	iha hi kumuda-mudgara-Adi-puzpam sita-rucirocizi rocamAnam asti ||118||
   vidhur atha dayitānvitaḥ sakhībhiḥ saha sahakhelam iyāya puṣpadeśam |	viDuH aTa dayitA-anvitaH saKIBiH saha saha-Kelam iyAya puzpadeSam |
   sphuṭam iha tu vidhuḥ paraḥ savṛndas tadupari vandanamālikāyate sma	sPuwam iha tu viDuH paraH sa-vRndaH tad-upari vandanamAlikAyate sma
   adhi kusumavanaṃ virajamānaṃ harim atha kāntimatī vṛṣārkaputrī |	aDi kusuma-vanam virajamAnam harim aTa kAntimatI vRza-arka-putrI |
   sukhakaralalitāviśākhikādipriyasavayastatibhiḥ samaṃ samayya ||120||	suKa-kara-lalitA-viSAKikA-Adi-priya-savayaH-tatiBiH samam samayyaH ||120||
   sukusumanikarānupadadānaṃ svam api tad apy anu tanvi yojayantī1 |	su-kusuma-nikara-anupada-dAnam svam api tat api anu tanvi yojayantI1 |
   dvayam api tadanuvratakriyābhir dravatatibhiś ca mudāñci kurvatībhiḥ	dvayam api tad-anuvrata-kriyABiH drava-tatiBiH ca mudAQci kurvatIBiH
   alam uparigapuṣpavṛndam icchuṃ2 svayam api tattadupagrahaṃ diśantī |	alam upari-ga-puzpa-vRndam icCuM2 svayam api tad-tad-upagraham diSantI |
   drutam iva na kim asmadīya rājñyā vahasi nideśam iti smitāñcigīrbhiḥ	drutam iva na kim asmadIya rAjQyAH vahasi nideSam iti smita-aQci-gIrBiH
   prasabham iva ramām amūṃ bhujābhyāṃ	prasaBam iva ramAm amUm BujAByAm
   hṛdi dadhataṃ3 muhur ūrdhvapuṣpahetoḥ |	hRdi daDataM3 muhur UrDva-puzpa-hetoH |
   sarud iva tadabhīṣṭam āpayantī	sarud iva tat-aBIzwam ApayantI
   sakalakalaṃ hasitaṃ vitanvatībhiḥ ||123||	sakala-kalam hasitam vitanvatIBiH ||123||
   sukusumacayakūṭam īkṣayantaṃ svayam api taṃ tulitaṃ nicāyayantī |	su-kusuma-caya-kUwam Ikzayantam svayam api tam tulitam nicAyayantI |
   vividhamatatayā prahāsabhedāc chalam api satyam api prajalpinībhiḥ4	viviDa-matatayA prahAsa-BedAt Calam api satyam api prajalpinIBiH4
   kusuma-viracanā-mayaṃ kalāpaṃ vidadhatam āśu ca taṃ pṛthak sṛjantī |	kusuma--viracanA--mayam kalApam vidaDatam ASu ca tam pRTak sRjantI |
   nutim anutim api dvaye pi tasmin samiṣa-vacaḥ pracayena tanvatībhiḥ	nutim anutim api dvaye pi tasmin samiza-vacaH pracayena tanvatIBiH
   1. (b) tan niyojayantī; 2. (a) icchaṃ; 3. (a) dadhātaṃ; 4. (a)	1. (b) tat niyojayantI; 2. (a) icCan; 3. (a) daDAtan; 4. (a)
   prajalpitībhiḥ	prajalpitIBiH
   sva-racita-tad-alaṅkriyāṃ stuvānaṃ sva-racita-tat-tad-dalaṅkṛtiṃ stuvānā |	sva--racita--tad--alaFkriyAm stuvAnam sva-racita-tat-tad-dalaFkRtim stuvAnA |
   nija-kṛti-janitā-mahattva-buddhiḥ prakṛtir iheti vihasya vādinībhiḥ	nija--kRti-janitA--mahat-tva--budDiH prakRtiH iha-iti vihasya vAdinIBiH
   vaśam akṛta guṇa-kriyāṅga-bhāva-prabhṛtibhir atra ca paśya citta citram |	vaSam akRta guNa--kriyA-aFga-BAva--praBRtiBiH atra ca paSya citta citram |
   vahati patir adhīna-bhartṛkājñāṃ racayati karma vināpi tāṃ sa tasyāḥ	vahati patiH aDIna-BartRkA-AjQAm racayati karma vinA-api tAm sa tasyAH
   [aṣṭabhiḥ kūlakam]	[azwaBiH kUlakam]
   harir iha janayan vasanta-rāgaṃ hari-vanitā-nikaraś ca suṣṭhu puṣṭam |	hariH iha janayan vasanta-rAgam hari-vanitA--nikaraH ca suzWu puzwam |
   abhinaya-maya-nṛtya-tāla-juṣṭaṃ vyativaśitaḥ sva-vaśīcakāra viśvam ||128||	aBinaya-maya--nRtya-tAla--juzwam vyativaSitaH sva-vaSIcakAra viSvam ||128||
   iti bahu-vidha-khelayā rajanyāḥ praśamam iva pratipadya nāgarendraḥ |	iti bahu-viDa--KelayA rajanyAH praSamam iva pratipadya nAgara-indraH |
   surabhi-kusuma-vṛkṣa-vāṭi-kāntaḥ kṣaṇa-śayana-kṣaṇam āpa kāntayā saḥ	suraBi--kusuma--vRkza--vAwi-kAntaH kzaNa-Saya-na-kzaNam Apa kAntayA saH
   maṇimayavaracatvarasya śayyām anu kusumānilalīlayā susevaḥ |	maNi-maya-vara-catvarasya SayyAm anu kusuma-anila-lIlayA su-sevaH |
   paramatamasakhībhir asyamānabhramaratatiḥ sasukhaḥ sukhañcakāra ||130||	paramatama-saKIBiH asyamAna-Bramara-tatiH sa-suKaH suKaQcakAraH ||130||
   iti sarvartu-līlā	iti sarva-Rtu--lIlA
   atha phalaniṣpattiḥ	aTa Pala-nizpattiH
   ghoṣe sva-prema-koṣe pitṛ-mukha-sukhada-svīya-vṛndena dīvyan	Goze sva--prema--koze pitR-muKa--suKa-da-svIya--vRndena dIvyan
   kaṃsena preṣitebhyas tam atibhayamayaṃ vīkṣya nighnan muhus tān |	kaMsena preziteByaH tam ati-Baya-mayam vIkzya niGnan muhur tAn |
   hanti1 teṣām apaśyann adhi madhu-puri taṃ hantum añcan sa-vṛndam	hanti1 tezAm apaSyan aDi maDu--puri tam hantum aQcan sa-vRndam
   hatvā tam ghoṣam āgāt tad-atula-sukha-kṛd yaḥ sadā tam bhajāmi ||1||	hatvA tam Gozam AgAt tad--atula--suKa-kRt yaH sadA tam BajAmi ||1||
   rādhādyāḥ kṛṣṇa-kāntāḥ svayam avataraṇaṃ kṛṣṇavat prāpya līlā-	rADa-AdyAH kRzNa-kAntAH svayam avataraNam kRzNa-vat prApya lIlA-
   śaktyā vismṛtya nityāṃ sthitim aparatayā jñāta-kṛṣṇās tathāpi |	SaktyA vismRtya nityAm sTitim apara-tayA jQAta--kRzNAH taTA-api |
   rāgād aspaṣṭa-kṛṣṇa-śrayaṇa-sukha-ratā prāntataḥ kṛṣṇam eva	rAgAt aspazwa--kRzNa--SrayaNa--suKa--ratA prAntatas kRzNam eva
   spaṣṭaṃ jagmuḥ sva-kāntaṃ tam ati-sukha-sudhā-sindhu-magnāntarāḥ smaḥ	spazwam jagmuH sva-kAntam tam ati-suKa--suDA--sinDu--magna-antarAH smaH
   haṃho saukhyaṃ mura-dviṭ kaṭu-kaṭaka-ghaṭā2-preṣṭha-kaṃsādi-duṣṭān	haMho sOKyam mura-dviz kawu--kawaka-GawA2--prezWa--kaMsa-Adi-duzwAn
   hatvā tat-kliṣṭa-cittāṃ pitṛ-mukha-janatāṃ nirvṛtāṃ suṣṭhu cakre |	hatvA tat-klizwa--cittAm pitR-muKa--janatAm nirvRtAm suzWu cakre |
   kiṃ cānyaḥ sva-priyāṇāṃ patir iti bahir akhyāti3-duḥkhāni hṛtvā	kim ca-anyaH sva--priyANAm patiH iti bahis aKyAti3-duHKAni hRtvA
   tat-tad-viśleṣa-pīḍācchid ayam atijagada-dṛṣṭi-goṣṭhe vibhāti ||3||	tat--tad--viSleza--pIxA-acCid ayam ati-jagat-a-dRzwi-gozWe viBAti ||3||
   prātar mātuḥ sa-hastād aśana-sukha-kṛtī labdha-tātādy-anujñaḥ	prAtar mAtuH sa-hastAt aSana--suKa-kRtI labDa-tAta-Ady-a-nujQaH
   śrī-rāmādi-prasaktaḥ surabhi-gaṇa-śataṃ pālayan moda-yuktaḥ |	SrI-rAma-Adi-prasaktaH suraBi--gaNa--Satam pAlayan moda--yuktaH |
   sandhyāyāṃ gopa-gopī-sukhada-gṛha-gatiḥ sānurāgaṃ kṣapāyām	sanDyAyAm gopa-gopI--suKa-da-gRha--gatiH sa-anurAgam kzapAyAm
   tat-tad-dīvyad-vihāraḥ sphuratu tava manaḥ sarvadā kṛṣṇa-candraḥ ||4||	tat-tad--dIvyat--vihAraH sPuratu tava manaH sarvadA kRzNa-candraH ||4||
   janmādyaṃ svīya-vṛttaṃ kavi-bharata-kalā-citra-yogena dṛśya-	janma-Adyam svIya--vRttam kavi-Barata-kalA--citra--yogena dRSya-
   prāyaṃ tanvan sabhāyāṃ rahasi tu dayitā pūrva-rāgādy-udantam |	prAyam tanvan saBAyAm rahasi tu dayitA pUrva-rAga-Adi--udantam |
   vargaṃ tat-tan-nisargaṃ nijam anu vijayī sarva-sāt-parva kurvan	vargam tat-tan--nisargam nijam anu vijayI sarva-sAt-parva kurvan
   dīvya-dīvya-śriyābhir viharaṇa-kutukī nandatān nanda-sūnuḥ ||5||	dIvya--dIvya--SriyABiH viharaNa-kutukI nandatAn nanda-sUnuH ||5||
   yaḥ śrī-paryanta-yācyānvitir iha paśupa-śreṇi-bandhur yaśodānanda-	yaH SrI--paryanta-yAcya-anvitiH iha paSupa--SreNi--banDuH yaSodAnanda-
   svīyāṅga-jātaḥ subala-mukha-sakhaḥ kiṃ ca rādhādi-kāntaḥ |	svIya-aFga-jAtaH subala--muKa--saKaH kim ca rADa-Adi-kAntaH |
   sa śrī-gopāla-nāmā surabhi-kula-mahaḥ pālayan divya-kelir	sa SrI-gopAla-nAmA suraBi--kula--mahaH pAlayan divya-keliH-
   naktaṃ rāsādi-līlā-lalitatama-gatiḥ sarvadā syād gatir naḥ ||6||	naktam rAsa-Adi-lIlA-a-lalitatama--gatiH sarvadA syAt gatiH naH ||6||
   śrīmad-vṛndāvanendo madhupa-khaga-mṛgāḥ śreṇi-lokā dvijātā	SrI-mat--vRndAvana-indaH maDupa-Kaga--mRgAH SreNi-lokAH dvijAtA
   dāsā lālyāḥ surabhyaḥ sahacara-halabhṛt-tāta-mātr-ādi-vargāḥ |	dAsAH lAlyAH suraByaH sahacara--hala-BRt--tAta--mAtr-a-Adi--vargAH |
   preyasyas tāsu rādhā-pramukha-vara-dṛśāś ceti vṛndaṃ yathordhvaṃ	preyasyaH tAsu rADA--pramuKa--vara-dRSAH ca-iti vRndam yaTA-UrDvam
