   BhP_09.01.001/0 śrīrājovāca	BhP_09.01.001/0 SrI-rAjA-uvAca
   BhP_09.22.030/2 yudhiṣṭhirāt tu pauravyāṃ devako 'tha ghaṭotkacaḥ	Bhu-_09.22.030/2 yuDizWirAt tu pOravyAm devakaH aTa GawotkacaH
   BhP_09.22.031/1 bhīmasenāddhiḍimbāyāṃ kālyāṃ sarvagatastataḥ	Bhu-_09.22.031/1 BImasenAt-hiximbAyAm kAlyAm sarva-gataH-tatas-
   BhP_09.22.031/2 sahadevāt suhotraṃ tu vijayāsūta pārvatī	Bhu-_09.22.031/2 sahadevAt suhotram tu vijayA-asUta pArvatI
   BhP_09.22.032/1 kareṇumatyāṃ nakulo naramitraṃ tathārjunaḥ	Bhu-_09.22.032/1 kareNumatyAm nakulaH nara-mitram taTA-arjunaH
   BhP_09.22.032/2 irāvantamulupyāṃ vai sutāyāṃ babhruvāhanam	Bhu-_09.22.032/2 irAvantam-ulupyAm vE sutAyAm baBruvAhanam
   BhP_09.22.032/3 maṇipurapateḥ so 'pi tatputraḥ putrikāsutaḥ	Bhu-_09.22.032/3 maNipura-pateH saH api tad-putraH putrikA-sutaH
   BhP_09.22.033/1 tava tātaḥ subhadrāyāmabhimanyurajāyata	Bhu-_09.22.033/1 tava tAtaH suBadrAyAm-aBimanyuH-ajAyata
   BhP_09.22.033/2 sarvātirathajidvīra uttarāyāṃ tato bhavān	Bhu-_09.22.033/2 sarva-atiraTa-jit-vIraH uttarAyAm tatas BavAn
   BhP_09.22.034/1 parikṣīṇeṣu kuruṣu drauṇerbrahmāstratejasā	Bhu-_09.22.034/1 parikzINezu kuruzu drONeH-brahmAstra-tejasA
   BhP_09.22.034/2 tvaṃ ca kṛṣṇānubhāvena sajīvo mocito 'ntakāt	Bhu-_09.22.034/2 tvam ca kRzNa-anuBAvena sa-jIvaH mocitaH antakAt-
   BhP_09.22.035/1 taveme tanayāstāta janamejayapūrvakāḥ	Bhu-_09.22.035/1 tava-ime tanayAH-tAta janamejaya-pUrvakAH
   BhP_09.22.035/2 śrutaseno bhīmasena ugrasenaśca vīryavān	Bhu-_09.22.035/2 SrutasenaH BImasenaH ugrasenaH-ca vIryavAn
   BhP_09.22.036/1 janamejayastvāṃ viditvā takṣakān nidhanaṃ gatam	Bhu-_09.22.036/1 janamejayaH-tvAm viditvA takzakAt niDanam gatam
   BhP_09.22.036/2 sarpān vai sarpayāgāgnau sa hoṣyati ruṣānvitaḥ	Bhu-_09.22.036/2 sarpAn vE sarpa-yAga-agnO sa hozyati ruzA-anvitaH
   BhP_09.22.037/1 kālaṣeyaṃ purodhāya turaṃ turagamedhaṣāṭ	Bhu-_09.22.037/1 kAlazeyam puroDAya turam turagameDa-zAj-
   BhP_09.22.037/2 samantāt pṛthivīṃ sarvāṃ jitvā yakṣyati cādhvaraiḥ	Bhu-_09.22.037/2 samantAt pRTivIm sarvAm jitvA yakzyati ca-aDvarEH
   BhP_09.22.038/1 tasya putraḥ śatānīko yājñavalkyāt trayīṃ paṭhan	Bhu-_09.22.038/1 tasya putraH SatAnIkaH yAjQavalkyAt trayIm paWan
   BhP_09.22.038/2 astrajñānaṃ kriyājñānaṃ śaunakāt parameṣyati	Bhu-_09.22.038/2 astra-jQAnam kriyA-jQAnam SOnakAt param-ezyati
   BhP_09.22.039/1 sahasrānīkastatputrastataścaivāśvamedhajaḥ	Bhu-_09.22.039/1 sahasra-anIkaH-tad-putraH-tatas-ca-eva-aSvameDa-jaH
   BhP_09.22.039/2 asīmakṛṣṇastasyāpi nemicakrastu tatsutaḥ	Bhu-_09.22.039/2 asImakRzNaH-tasya-api nemi-cakraH-tu tad-sutaH
   BhP_09.22.040/1 gajāhvaye hṛte nadyā kauśāmbyāṃ sādhu vatsyati	Bhu-_09.22.040/1 gajAhvaye hRte nadyA kOSAmbyAm sADu vatsyati
   BhP_09.22.040/2 uktastataścitrarathastasmāc chucirathaḥ sutaḥ	Bhu-_09.22.040/2 uktaH-tatas-citraraTaH-tasmAt SuciraTaH sutaH
   BhP_09.22.041/1 tasmāc ca vṛṣṭimāṃstasya suṣeṇo 'tha mahīpatiḥ	Bhu-_09.22.041/1 tasmAt ca vRzwimAn=-tasya suzeNaH aTa mahIpatiH
   BhP_09.22.041/2 sunīthastasya bhavitā nṛcakṣuryat sukhīnalaḥ	Bhu-_09.22.041/2 sunITaH-tasya BavitA nRcakzuH-yat suKInalaH
   BhP_09.22.042/1 pariplavaḥ sutastasmān medhāvī sunayātmajaḥ	Bhu-_09.22.042/1 pariplavaH sutaH-tasmAt meDAvI su-naya-AtmajaH
   BhP_09.22.042/2 nṛpañjayastato dūrvastimistasmāj janiṣyati	Bhu-_09.22.042/2 nRpaQjayaH-tatas dUrvaH-timiH-tasmAt janizyati
   BhP_09.22.043/1 timerbṛhadrathastasmāc chatānīkaḥ sudāsajaḥ	Bhu-_09.22.043/1 timeH-bRhadraTaH-tasmAt SatAnIkaH sudAsa-jaH
   BhP_09.22.043/2 śatānīkāddurdamanastasyāpatyaṃ mahīnaraḥ	Bhu-_09.22.043/2 SatAnIkAt-durdamanaH-tasya-apatyam mahInaraH
   BhP_09.22.044/1 daṇḍapāṇirnimistasya kṣemako bhavitā yataḥ	BhP_09.22.044/1 daNxapANiH-nimiH-tasya kzemakaH BavitA yatas-
   BhP_09.22.044/2 brahmakṣatrasya vai yonirvaṃśo devarṣisatkṛtaḥ	Bhu-_09.22.044/2 brahma-kzatrasya vE yoniH-vaMSaH deva-Rzi-satkRtaH
   BhP_09.22.045/1 kṣemakaṃ prāpya rājānaṃ saṃsthāṃ prāpsyati vai kalau	Bhu-_09.22.045/1 kzemakam prApya rAjAnam saMsTAm prApsyati vE kalO
   BhP_09.22.045/2 atha māgadharājāno bhāvino ye vadāmi te	Bhu-_09.22.045/2 aTa mAgaDa-rAjAnaH BAvinaH ye vadAmi te
   BhP_09.22.046/1 bhavitā sahadevasya mārjāriryac chrutaśravāḥ	Bhu-_09.22.046/1 BavitA sahadevasya mArjAriH-yat SrutaSravAH
   BhP_09.22.046/2 tato yutāyustasyāpi niramitro 'tha tatsutaḥ	Bhu-_09.22.046/2 tatas yuta-AyuH-tasya-api niramitraH aTa tad-sutaH
   BhP_09.22.047/1 sunakṣatraḥ sunakṣatrādbṛhatseno 'tha karmajit	Bhu-_09.22.047/1 su-nakzatraH su-nakzatrAt-bRhatsenaH aTa karma-jit-
   BhP_09.22.047/2 tataḥ sutañjayādvipraḥ śucistasya bhaviṣyati	Bhu-_09.22.047/2 tatas sutaQjayAt-vipraH SuciH-tasya Bavizyati
   BhP_09.22.048/1 kṣemo 'tha suvratastasmāddharmasūtraḥ samastataḥ	Bhu-_09.22.048/1 kzemaH aTa suvrataH-tasmAt-DarmasUtraH samastataH
   BhP_09.22.048/2 dyumatseno 'tha sumatiḥ subalo janitā tataḥ	Bhu-_09.22.048/2 dyumatsenaH aTa sumatiH subalaH janitA tatas-
   BhP_09.22.049/1 sunīthaḥ satyajidatha viśvajidyadripuñjayaḥ	Bhu-_09.22.049/1 sunITaH satyajit-aTa viSva-jit-yat-ri-puQjayaH
   BhP_09.22.049/2 bārhadrathāśca bhūpālā bhāvyāḥ sāhasravatsaram	Bhu-_09.22.049/2 bArhadraTAH-ca BUpAlAH BAvyAH sAhasra-vatsaram
   BhP_09.23.001/0 śrīśuka uvāca	BhP_09.23.001/0 SrI-SukaH uvAca
   BhP_09.23.001/1 anoḥ sabhānaraścakṣuḥ pareṣṇuśca trayaḥ sutāḥ	Bhu-_09.23.001/1 anoH saBAnaraH-cakzuH parezNuH-ca trayaH sutAH
   BhP_09.23.001/2 sabhānarāt kālanaraḥ sṛñjayastatsutastataḥ	Bhu-_09.23.001/2 saBAnarAt kAla-naraH sRQjayaH-tad-sutaH-tatas-
   BhP_09.23.002/1 janamejayastasya putro mahāśālo mahāmanāḥ	Bhu-_09.23.002/1 janamejayaH-tasya putraH mahASAlaH mahAmanAH
   BhP_09.23.002/2 uśīnarastitikṣuśca mahāmanasa ātmajau	Bhu-_09.23.002/2 uSInaraH-titikzuH-ca mahAmanasaH AtmajO
   BhP_09.23.003/1 śibirvaraḥ kṛmirdakṣaścatvārośīnarātmajāḥ	BhP_09.23.003/1 SibiH-varaH kRmiH-dakzaH-catvAra-uSInara-AtmajAH
   BhP_09.23.003/2 vṛṣādarbhaḥ sudhīraśca madraḥ kekaya ātmavān	Bhu-_09.23.003/2 vRzAdarBaH su-DIraH-ca madraH kekayaH AtmavAn
   BhP_09.23.004/1 śibeścatvāra evāsaṃstitikṣośca ruṣadrathaḥ	Bhu-_09.23.004/1 SibeH-catvAraH eva-Asan=-titikzoH-ca ruzadraTaH
   BhP_09.23.004/2 tato homo 'tha sutapā baliḥ sutapaso 'bhavat	Bhu-_09.23.004/2 tatas homaH aTa sutapA baliH su-tapasaH aBavat-
   BhP_09.23.005/1 aṅgavaṅgakaliṅgādyāḥ suhmapuṇḍrauḍrasaṃjñitāḥ	Bhu-_09.23.005/1 aFga-vaFga-kaliFga-AdyAH suhma-puNxrOxra-saMjQitAH
   BhP_09.23.005/2 jajñire dīrghatamaso baleḥ kṣetre mahīkṣitaḥ	Bhu-_09.23.005/2 jajQire dIrGatamasaH baleH kzetre mahIkzitaH
   BhP_09.23.006/1 cakruḥ svanāmnā viṣayān ṣaḍ imān prācyakāṃśca te	Bhu-_09.23.006/1 cakruH sva-nAmnA vizayAn zaw imAn prAcyakAn=-ca te
   BhP_09.23.006/2 khalapāno 'ṅgato jajñe tasmāddivirathastataḥ	BhP_09.23.006/2 Kala-pAnaH aFgataH jajQe tasmAt-diviraTaH-tatas-
   BhP_09.23.007/1 suto dharmaratho yasya jajñe citraratho 'prajāḥ	Bhu-_09.23.007/1 sutaH DarmaraTaH yasya jajQe citraraTaH aprajAH
   BhP_09.23.007/2 romapāda iti khyātastasmai daśarathaḥ sakhā	Bhu-_09.23.007/2 romapAdaH iti KyAtaH-tasmE daSaraTaH saKA
   BhP_09.23.008/1 śāntāṃ svakanyāṃ prāyacchadṛṣyaśṛṅga uvāha yām	Bhu-_09.23.008/1 SAntAm sva-kanyAm prAyacCadRzyaSRFgaH uvAha yAm
   BhP_09.23.008/2 deve 'varṣati yaṃ rāmā āninyurhariṇīsutam	Bhu-_09.23.008/2 deve avarzati yam rAmA AninyuH-hariNI-sutam
   BhP_09.23.009/1 nāṭyasaṅgītavāditrairvibhramāliṅganārhaṇaiḥ	Bhu-_09.23.009/1 nAwya-saFgIta-vAditrEH-viBrama-AliFgana-arhaNEH
   BhP_09.23.009/2 sa tu rājño 'napatyasya nirūpyeṣṭiṃ marutvate	BhP_09.23.009/2 sa tu rAjQaH anapatyasya nirUpya-izwim marutvate
   BhP_09.23.010/1 prajāmadāddaśaratho yena lebhe 'prajāḥ prajāḥ	Bhu-_09.23.010/1 prajA-madAt-daSaraTaH yena leBe aprajAH prajAH
   BhP_09.23.010/2 caturaṅgo romapādāt pṛthulākṣastu tatsutaḥ	Bhu-_09.23.010/2 caturaFgaH romapAdAt pRTulAkzaH-tu tad-sutaH
   BhP_09.23.011/1 bṛhadratho bṛhatkarmā bṛhadbhānuśca tatsutāḥ	Bhu-_09.23.011/1 bRhadraTaH bRhatkarmA bRhadBAnuH-ca tad-sutAH
   BhP_09.23.011/2 ādyādbṛhanmanāstasmāj jayadratha udāhṛtaḥ	Bhu-_09.23.011/2 AdyAt-bRhat-manAH-tasmAt jayadraTaH udAhRtaH
   BhP_09.23.012/1 vijayastasya sambhūtyāṃ tato dhṛtirajāyata	Bhu-_09.23.012/1 vijayaH-tasya samBUtyAm tatas DRtiH-ajAyata
   BhP_09.23.012/2 tato dhṛtavratastasya satkarmādhirathastataḥ	Bhu-_09.23.012/2 tatas DRta-vrataH-tasya satkarma-ADiraTaH-tatas-
   BhP_09.23.013/1 yo 'sau gaṅgātaṭe krīḍan mañjūṣāntargataṃ śiśum	Bhu-_09.23.013/1 yaH asO gaFgA-tawe krIxan maQjUzA-antargatam SiSum
   BhP_09.23.013/2 kuntyāpaviddhaṃ kānīnamanapatyo 'karot sutam	Bhu-_09.23.013/2 kuntya-apavidDam kAnInam-anapatyaH akarot sutam
   BhP_09.23.014/1 vṛṣasenaḥ sutastasya karṇasya jagatīpate	Bhu-_09.23.014/1 vRzasenaH sutaH-tasya karNasya jagatIpate
   BhP_09.23.014/2 druhyośca tanayo babhruḥ setustasyātmajastataḥ	Bhu-_09.23.014/2 druhyoH-ca tanayaH baBruH setuH-tasya-AtmajaH-tatas-
   BhP_09.23.015/1 ārabdhastasya gāndhārastasya dharmastato dhṛtaḥ	Bhu-_09.23.015/1 ArabDaH-tasya gAnDAraH-tasya DarmaH-tatas DRtaH
   BhP_09.23.015/2 dhṛtasya durmadastasmāt pracetāḥ prācetasaḥ śatam	Bhu-_09.23.015/2 DRtasya durmadaH-tasmAt pracetAH prAcetasaH Satam
   BhP_09.23.016/1 mlecchādhipatayo 'bhūvannudīcīṃ diśamāśritāḥ	Bhu-_09.23.016/1 mlecCa-aDipatayaH aBUvan=-udIcIm diSam-ASritAH
   BhP_09.23.016/2 turvasośca suto vahnirvahnerbhargo 'tha bhānumān	Bhu-_09.23.016/2 turvasoH-ca sutaH vahniH-vahneH-BargaH aTa BAnumAn
   BhP_09.23.017/1 tribhānustatsuto 'syāpi karandhama udāradhīḥ	Bhu-_09.23.017/1 tri-BAnuH-tad-sutaH asya-api karanDamaH udAra-DIH
   BhP_09.23.017/2 marutastatsuto 'putraḥ putraṃ pauravamanvabhūt	Bhu-_09.23.017/2 marutaH-tad-sutaH aputraH putram pOravam-anvaBUt-
   BhP_09.23.018/1 duṣmantaḥ sa punarbheje svavaṃśaṃ rājyakāmukaḥ	Bhu-_09.23.018/1 duzmantaH sa punar-Beje sva-vaMSam rAjya-kAmukaH
   BhP_09.23.018/2 yayāterjyeṣṭhaputrasya yadorvaṃśaṃ nararṣabha	Bhu-_09.23.018/2 yayAteH-jyezWa-putrasya yadoH-vaMSam nara-RzaBa
   BhP_09.23.019/1 varṇayāmi mahāpuṇyaṃ sarvapāpaharaṃ nṛṇām	Bhu-_09.23.019/1 varNayAmi mahA-puNyam sarva-pApa-haram nRNAm
   BhP_09.23.019/2 yadorvaṃśaṃ naraḥ śrutvā sarvapāpaiḥ pramucyate	Bhu-_09.23.019/2 yadoH-vaMSam naraH SrutvA sarva-pApEH pramucyate
   BhP_09.23.020/1 yatrāvatīrṇo bhagavān paramātmā narākṛtiḥ	Bhu-_09.23.020/1 yatra-avatIrNaH BagavAn paramAtmA nara-AkRtiH
   BhP_09.23.020/2 yadoḥ sahasrajit kroṣṭā nalo ripuriti śrutāḥ	Bhu-_09.23.020/2 yadoH sahasrajit krozwA nalaH ripuH-iti SrutAH
   BhP_09.23.021/1 catvāraḥ sūnavastatra śatajit prathamātmajaḥ	Bhu-_09.23.021/1 catvAraH sUnavaH-tatra Satajit praTama-AtmajaH
   BhP_09.23.021/2 mahāhayo reṇuhayo haihayaśceti tatsutāḥ	Bhu-_09.23.021/2 mahA-hayaH reNu-hayaH hEhayaH-ca-iti tad-sutAH
   BhP_09.23.022/1 dharmastu haihayasuto netraḥ kunteḥ pitā tataḥ	Bhu-_09.23.022/1 DarmaH-tu hEhaya-sutaH netraH kunteH pitA tatas-
   BhP_09.23.022/2 sohañjirabhavat kuntermahiṣmān bhadrasenakaḥ	BhP_09.23.022/2 sohaQjiH-aBavat kunteH-mahizmAn BadrasenakaH
   BhP_09.23.023/1 durmado bhadrasenasya dhanakaḥ kṛtavīryasūḥ	Bhu-_09.23.023/1 durmadaH Badrasenasya DanakaH kRtavIrya-sUH
   BhP_09.23.023/2 kṛtāgniḥ kṛtavarmā ca kṛtaujā dhanakātmajāḥ	BhP_09.23.023/2 kRtAgniH kRtavarmA ca kRtOjAH Danaka-AtmajAH
   BhP_09.23.024/1 arjunaḥ kṛtavīryasya saptadvīpeśvaro 'bhavat	Bhu-_09.23.024/1 arjunaH kRtavIryasya sapta-dvIpA-ISvaraH aBavat-
   BhP_09.23.024/2 dattātreyāddhareraṃśāt prāptayogamahāguṇaḥ	Bhu-_09.23.024/2 dattAtreyAt-hareH-aMSAt prApta-yoga-mahA-guNaH
   BhP_09.23.025/1 na nūnaṃ kārtavīryasya gatiṃ yāsyanti pārthivāḥ	Bhu-_09.23.025/1 na nUnam kArtavIryasya gatim yAsyanti pArTivAH
   BhP_09.23.025/2 yajñadānatapoyogaiḥ śrutavīryadayādibhiḥ	Bhu-_09.23.025/2 yajQa-dAna-tapaH-yogEH Sruta-vIrya-dayA-AdiBiH
   BhP_09.23.026/1 pañcāśīti sahasrāṇi hyavyāhatabalaḥ samāḥ	Bhu-_09.23.026/1 paQcASIti sahasrANi hi-avyAhata-balaH samAH
   BhP_09.23.026/2 anaṣṭavittasmaraṇo bubhuje 'kṣayyaṣaḍvasu	Bhu-_09.23.026/2 anazwa-vitta-smaraNaH buBuje akzayya-zaxvasu
   BhP_09.23.027/1 tasya putrasahasreṣu pañcaivorvaritā mṛdhe	Bhu-_09.23.027/1 tasya putra-sahasrezu paQca-evoH-varitAH mRDe
   BhP_09.23.027/2 jayadhvajaḥ śūraseno vṛṣabho madhurūrjitaḥ	Bhu-_09.23.027/2 jayaDvajaH SUrasenaH vRzaBaH maDurUrjitaH
   BhP_09.23.028/1 jayadhvajāt tālajaṅghastasya putraśataṃ tv abhūt	Bhu-_09.23.028/1 jayaDvajAt tAlajaFGaH-tasya putra-Satam tu aBUt-
   BhP_09.23.028/2 kṣatraṃ yat tālajaṅghākhyamaurvatejopasaṃhṛtam	Bhu-_09.23.028/2 kzatram yat tAlajaFGa-AKya-mOrva-teja-upasaMhRtam
   BhP_09.23.029/1 teṣāṃ jyeṣṭho vītihotro vṛṣṇiḥ putro madhoḥ smṛtaḥ	Bhu-_09.23.029/1 tezAm jyezWaH vItihotraH vRzNiH putraH maDoH smRtaH
   BhP_09.23.029/2 tasya putraśataṃ tv āsīdvṛṣṇijyeṣṭhaṃ yataḥ kulam	Bhu-_09.23.029/2 tasya putra-Satam tu AsIt-vRzNi-jyezWam yatas kulam
   BhP_09.23.030/1 mādhavā vṛṣṇayo rājan yādavāśceti saṃjñitāḥ	Bhu-_09.23.030/1 mADavAH vRzNayoH rAjan yAdavAH-ca-iti saMjQitAH
   BhP_09.23.030/2 yaduputrasya ca kroṣṭoḥ putro vṛjinavāṃstataḥ	Bhu-_09.23.030/2 yadu-putrasya ca krozwoH putraH vRjinavAn=-tatas-
   BhP_09.23.031/1 svāhito 'to viṣadgurvai tasya citrarathastataḥ	Bhu-_09.23.031/1 svAhitaH atas vizadgurvE tasya citraraTaH-tatas-
   BhP_09.23.031/2 śaśabindurmahāyogī mahābhāgo mahān abhūt	Bha-a_09.23.031/2 SaSabinduH-mahA-yogI mahABAgaH mahAn aBUt-
   BhP_09.23.032/1 caturdaśamahāratnaścakravartyaparājitaḥ	Bhu-_09.23.032/1 caturdaSa-mahA-ratnaH-cakravarti-aparAjitaH
   BhP_09.23.032/2 tasya patnīsahasrāṇāṃ daśānāṃ sumahāyaśāḥ	Bhu-_09.23.032/2 tasya patnI-sahasrANAm daSAnAm su-mahA-yaSAH
   BhP_09.23.033/1 daśalakṣasahasrāṇi putrāṇāṃ tāsv ajījanat	Bhu-_09.23.033/1 daSa-lakza-sahasrANi putrANAm tAsu ajIjanat-
   BhP_09.23.033/2 teṣāṃ tu ṣaṭ pradhānānāṃ pṛthuśravasa ātmajaḥ	Bhu-_09.23.033/2 tezAm tu zax praDAnAnAm pRTuSravasaH AtmajaH
   BhP_09.23.034/1 dharmo nāmośanā tasya hayamedhaśatasya yāṭ	Bhu-_09.23.034/1 DarmaH nAma-uSanA tasya hayameDa-Satasya yAj-
   BhP_09.23.034/2 tatsuto rucakastasya pañcāsannātmajāḥ śṛṇu	Bhu-_09.23.034/2 tad-sutaH rucakaH-tasya paQca-Asan=-AtmajAH SRNu
   BhP_09.23.035/1 purujidrukmarukmeṣu pṛthujyāmaghasaṃjñitāḥ	Bhu-_09.23.035/1 purujit-rukma-rukmezu pRTujyAmaGa-saMjQitAH
   BhP_09.23.035/2 jyāmaghastv aprajo 'pyanyāṃ bhāryāṃ śaibyāpatirbhayāt	Bhu-_09.23.035/2 jyAmaGaH-tu aprajaH api-anyAm BAryAm SEbyApatiH-BayAt-
   BhP_09.23.036/1 nāvindac chatrubhavanādbhojyāṃ kanyāmahāraṣīt	Bhu-_09.23.036/1 na-avindat Satru-BavanAt-BojyAm kanyA-mahA-ArazIt
   BhP_09.23.036/2 rathasthāṃ tāṃ nirīkṣyāha śaibyā patimamarṣitā	Bhu-_09.23.036/2 raTa-sTAm tAm nirIkzya-Aha SEbyA patim-amarzitA
   BhP_09.23.037/1 keyaṃ kuhaka matsthānaṃ rathamāropiteti vai	Bhu-_09.23.037/1 kA-iyam kuhaka mad-sTAnam raTam-AropitA-iti vE
   BhP_09.23.037/2 snuṣā tavetyabhihite smayantī patimabravīt	BhP_09.23.037/2 snuzA tava-iti-aBihite smayantI patim-abravIt-
   BhP_09.23.038/1 ahaṃ bandhyāsapatnī ca snuṣā me yujyate katham	Bhu-_09.23.038/1 aham banDyA-sapatnI ca snuzA me yujyate kaTam
   BhP_09.23.038/2 janayiṣyasi yaṃ rājñi tasyeyamupayujyate	Bhu-_09.23.038/2 janayizyasi yam rAjQi tasya-iyam-upayujyate
   BhP_09.23.039/1 anvamodanta tadviśve devāḥ pitara eva ca	Bhu-_09.23.039/1 anvamodanta tad-viSve devAH pitaraH eva ca
   BhP_09.23.039/2 śaibyā garbhamadhāt kāle kumāraṃ suṣuve śubham	BhP_09.23.039/2 SEbyAH garBam-aDAt kAle kumAram suzuve SuBam
   BhP_09.23.039/3 sa vidarbha iti prokta upayeme snuṣāṃ satīm	Bhu-_09.23.039/3 sa vidarBaH iti proktaH upayeme snuzAm satIm
   BhP_09.24.001/0 śrīśuka uvāca	BhP_09.24.001/0 SrI-SukaH uvAca
   BhP_09.24.001/1 tasyāṃ vidarbho 'janayat putrau nāmnā kuśakrathau	Bhu-_09.24.001/1 tasyAm vidarBaH ajanayat putrO nAmnA kuSa-kraTO
   BhP_09.24.001/2 tṛtīyaṃ romapādaṃ ca vidarbhakulanandanam	Bhu-_09.24.001/2 tRtIyam romapAdam ca vidarBa-kula-nandanam
   BhP_09.24.002/1 romapādasuto babhrurbabhroḥ kṛtirajāyata	Bhu-_09.24.002/1 romapAda-sutaH baBruH-baBroH kRtiH-ajAyata
   BhP_09.24.002/2 uśikastatsutastasmāc cediścaidyādayo nṛpāḥ	Bhu-_09.24.002/2 uSikaH-tad-sutaH-tasmAt cediH-cEdya-AdayaH nRpAH
   BhP_09.24.003/1 krathasya kuntiḥ putro 'bhūd vṛṣṇistasyātha nirvṛtiḥ	Bhu-_09.24.003/1 kraTasya kuntiH putraH aBUt vRzNiH-tasya-aTa nirvRtiH
   BhP_09.24.003/2 tato daśārho nāmnābhūt tasya vyomaḥ sutastataḥ	Bhu-_09.24.003/2 tatas daSArhaH nAmnA-aBUt tasya vyomaH sutaH-tatas-
   BhP_09.24.004/1 jīmūto vikṛtistasya yasya bhīmarathaḥ sutaḥ	Bhu-_09.24.004/1 jImUtaH vikRtiH-tasya yasya BImaraTaH sutaH
   BhP_09.24.004/2 tato navarathaḥ putro jāto daśarathastataḥ	Bhu-_09.24.004/2 tatas navaraTaH putraH jAtaH daSaraTaH-tatas-
   BhP_09.24.005/1 karambhiḥ śakuneḥ putro devarātastadātmajaḥ	Bhu-_09.24.005/1 karamBiH SakuneH putraH devarAtaH-tad-AtmajaH
   BhP_09.24.005/2 devakṣatrastatastasya madhuḥ kuruvaśādanuḥ	Bhu-_09.24.005/2 devakzatraH-tatas-tasya maDuH kuru-vaSAt-anuH
   BhP_09.24.006/1 puruhotrastv anoḥ putrastasyāyuḥ sātvatastataḥ	BhP_09.24.006/1 puruhotraH-tu anoH putraH-tasya-AyuH sAtvataH-tatas-
   BhP_09.24.006/2 bhajamāno bhajirdivyo vṛṣṇirdevāvṛdho 'ndhakaḥ	BhP_09.24.006/2 BajamAnaH BajiH-divyaH vRzNiH-devAvRDaH anDakaH
   BhP_09.24.007/1 sātvatasya sutāḥ sapta mahābhojaśca māriṣa	Bhu-_09.24.007/1 sAtvatasya sutAH sapta mahA-BojaH-ca mAriza
   BhP_09.24.007/2 bhajamānasya nimlociḥ kiṅkaṇo dhṛṣṭireva ca	BhP_09.24.007/2 BajamAnasya nimlociH kiFkaNaH DRzwiH-eva ca
   BhP_09.24.008/1 ekasyāmātmajāḥ patnyāmanyasyāṃ ca trayaḥ sutāḥ	Bhu-_09.24.008/1 ekasyAm-AtmajAH patnyAm-anyasyAm ca trayaH sutAH
   BhP_09.24.008/2 śatājic ca sahasrājidayutājiditi prabho	BhP_09.24.008/2 SatAjit ca sahasrAjit-ayutA-jit-iti praBo
   BhP_09.24.009/1 babhrurdevāvṛdhasutastayoḥ ślokau paṭhantyamū	Bhu-_09.24.009/1 baBruH-devAvRDa-sutaH-tayoH SlokO paWanti-amU
   BhP_09.24.009/2 yathaiva śṛṇumo dūrāt sampaśyāmastathāntikāt	Bhu-_09.24.009/2 yaTA-eva SRNumaH dUrAt sampaSyAmaH-taTA-antikAt-
   BhP_09.24.010/1 babhruḥ śreṣṭho manuṣyāṇāṃ devairdevāvṛdhaḥ samaḥ	Bhu-_09.24.010/1 baBruH SrezWaH manuzyANAm devEH-devAvRDaH samaH
   BhP_09.24.010/2 puruṣāḥ pañcaṣaṣṭiśca ṣaṭsahasrāṇi cāṣṭa ca	BhP_09.24.010/2 puruzAH paQcazazwiH-ca zaz-sahasrANi ca-azwa ca
   BhP_09.24.011/1 ye 'mṛtatvamanuprāptā babhrordevāvṛdhādapi	Bhu-_09.24.011/1 ye amRta-tvam-anuprAptAH baBroH-devAvRDAt-api
   BhP_09.24.011/2 mahābhojo 'tidharmātmā bhojā āsaṃstadanvaye	Bhu-_09.24.011/2 mahA-BojaH ati-Darma-AtmA BojAH Asan=-tad-anvaye
   BhP_09.24.012/1 vṛṣṇeḥ sumitraḥ putro 'bhūdyudhājic ca parantapa	Bhu-_09.24.012/1 vRzNeH sumitraH putraH aBUt-yuDAjit ca parantapa
   BhP_09.24.012/2 śinistasyānamitraśca nighno 'bhūdanamitrataḥ	BhP_09.24.012/2 SiniH-tasya-anamitraH-ca niGnaH aBUt-anamitratas-
   BhP_09.24.013/1 satrājitaḥ prasenaśca nighnasyāthāsatuḥ sutau	Bhu-_09.24.013/1 satrAjitaH prasenaH-ca niGnasya-aTa-asatuH sutO
   BhP_09.24.013/2 anamitrasuto yo 'nyaḥ śinistasya ca satyakaḥ	Bhu-_09.24.013/2 anamitra-sutaH yaH anyaH SiniH-tasya ca satyakaH
   BhP_09.24.014/1 yuyudhānaḥ sātyakirvai jayastasya kuṇistataḥ	Bhu-_09.24.014/1 yuyuDAnaH sAtyakiH-vE jayaH-tasya kuNiH-tatas-
   BhP_09.24.014/2 yugandharo 'namitrasya vṛṣṇiḥ putro 'parastataḥ	Bhu-_09.24.014/2 yuganDaraH anamitrasya vRzNiH putraH aparaH-tatas-
   BhP_09.24.015/1 śvaphalkaścitrarathaśca gāndinyāṃ ca śvaphalkataḥ	BhP_09.24.015/1 SvaPalkaH-citraraTaH-ca gAndinyAm ca SvaPalkataH
   BhP_09.24.015/2 akrūrapramukhā āsan putrā dvādaśa viśrutāḥ	Bhu-_09.24.015/2 akrUra-pramuKAH Asan putrAH dvAdaSa viSrutAH
   BhP_09.24.016/1 āsaṅgaḥ sārameyaśca mṛduro mṛduvidgiriḥ	Bhu-_09.24.016/1 AsaFgaH sArameyaH-ca mRduraH mRdu-vidgiriH
