   BhP_12.01.001/0 śrī-śuka uvāca	BhP_12.01.001/0 SrI-SukaH uvAca
   BhP_12.12.013/1 avatāro bhagavataḥ kapilasya mahātmanaḥ	Bhu-_12.12.013/1 avatAraH BagavataH kapilasya mahAtmanaH
   BhP_12.12.013/3 devahūtyāś ca saṃvādaḥ kapilena ca dhīmatā	Bhu-_12.12.013/3 devahUtyAH ca saMvAdaH kapilena ca DImatA
   BhP_12.12.014/1 nava-brahma-samutpattir dakṣa-yajña-vināśanam	Bha-a_12.12.014/1 nava-brahma--samutpattiH dakza-yajQa--vinASanam
   BhP_12.12.014/3 dhruvasya caritaṃ paścāt pṛthoḥ prācīnabarhiṣaḥ	Bhu-_12.12.014/3 Druvasya caritam paScAt pRToH prAcInabarhizaH
   BhP_12.12.015/1 nāradasya ca saṃvādas tataḥ praiyavrataṃ dvijāḥ	Bhu-_12.12.015/1 nAradasya ca saMvAdaH tatas prEyavratam dvijAH
   BhP_12.12.015/3 nābhes tato 'nucaritam ṛṣabhasya bharatasya ca	Bhu-_12.12.015/3 nABeH tatas anucaritam RzaBasya Baratasya ca
   BhP_12.12.016/1 dvīpa-varṣa-samudrāṇāṃ giri-nady-upavarṇanam	Bhu-_12.12.016/1 dvIpa-varza--samudrANAm giri-nadI--upavarNanam
   BhP_12.12.016/3 jyotiś-cakrasya saṃsthānaṃ pātāla-naraka-sthitiḥ	Bhu-_12.12.016/3 jyotiS-cakrasya saMsTAnam pAtAla-naraka--sTitiH
   BhP_12.12.017/1 dakṣa-janma pracetobhyas tat-putrīṇāṃ ca santatiḥ	Bhu-_12.12.017/1 dakza-janma pracetoByaH tat-putrINAm ca santatiH
   BhP_12.12.017/3 yato devāsura-narās tiryaṅ-naga-khagādayaḥ	Bhu-_12.12.017/3 yatas deva-asura-narAH tiryaF-naga-Kaga-AdayaH
   BhP_12.12.018/1 tvāṣṭrasya janma-nidhanaṃ putrayoś ca diter dvijāḥ	Bhu-_12.12.018/1 tvAzwrasya janma-niDanam putrayoH ca diteH dvijAH
   BhP_12.12.018/3 daityeśvarasya caritaṃ prahrādasya mahātmanaḥ	Bhu-_12.12.018/3 dEtya-ISvarasya caritam prahrAdasya mahAtmanaH
   BhP_12.12.019/1 manv-antarānukathanaṃ gajendrasya vimokṣaṇam	Bhu-_12.12.019/1 manu--antara-anukaTanam gaja-indrasya vimokzaNam
   BhP_12.12.019/3 manv-antarāvatārāś ca viṣṇor hayaśirādayaḥ	Bhu-_12.12.019/3 manu--antara-avatArAH ca vizNoH hayaSira-AdayaH
   BhP_12.12.020/1 kaurmaṃ mātsyaṃ nārasiṃhaṃ vāmanaṃ ca jagat-pateḥ	Bhu-_12.12.020/1 kOrmam mAtsyam nArasiMham vAmanam ca jagat-pateH
   BhP_12.12.020/3 kṣīroda-mathanaṃ tadvad amṛtārthe divaukasām	Bhu-_12.12.020/3 kzIroda--maTanam tadvat amRta-arTe divOkasAm
   BhP_12.12.021/1 devāsura-mahā-yuddhaṃ rāja-vaṃśānukīrtanam	Bhu-_12.12.021/1 deva-asura--mahA-yudDam rAja--vaMSa-anukIrtanam
   BhP_12.12.021/3 ikṣvāku-janma tad-vaṃśaḥ sudyumnasya mahātmanaḥ	Bhu-_12.12.021/3 ikzvAku--janma tad--vaMSaH sudyumnasya mahAtmanaH
   BhP_12.12.022/1 ilopākhyānam atroktaṃ tāropākhyānam eva ca	Bhu-_12.12.022/1 ilA-upa-AKyAnam atra-uktam tAra-upAKyAnam eva ca
   BhP_12.12.022/3 sūrya-vaṃśānukathanaṃ śaśādādyā nṛgādayaḥ	Bhu-_12.12.022/3 sUrya-vaMSa-anukaTanam SaSAda-AdyAH nRS-a-AdayaH
   BhP_12.12.023/1 saukanyaṃ cātha śaryāteḥ kakutsthasya ca dhīmataḥ	Bhu-_12.12.023/1 sOkanyam ca-aTa SaryAteH kakutsTasya ca DImataH
   BhP_12.12.023/3 khaṭvāṅgasya ca māndhātuḥ saubhareḥ sagarasya ca	Bhu-_12.12.023/3 KawvAFgasya ca mAnDAtuH sOBareH sagarasya ca
   BhP_12.12.024/1 rāmasya kośalendrasya caritaṃ kilbiṣāpaham	Bhu-_12.12.024/1 rAmasya koSala-indrasya caritam kilbiza-apaham
   BhP_12.12.024/3 nimer aṅga-parityāgo janakānāṃ ca sambhavaḥ	Bhu-_12.12.024/3 nimeH aFga--parityAgaH janakAnAm ca samBavaH
   BhP_12.12.025/1 rāmasya bhārgavendrasya niḥkṣatṛī-karaṇaṃ bhuvaḥ	Bhu-_12.12.025/1 rAmasya BArgava-indrasya niHkzatRI-karaNam BuvaH
   BhP_12.12.025/3 ailasya soma-vaṃśasya yayāter nahuṣasya ca	Bhu-_12.12.025/3 Elasya soma-vaMSasya yayAteH nahuzasya ca
   BhP_12.12.026/1 dauṣmanter bharatasyāpi śāntanos tat-sutasya ca	Bhu-_12.12.026/1 dOzmanteH Baratasya-api SAntanoH tat-sutasya ca
   BhP_12.12.026/3 yayāter jyeṣṭha-putrasya yador vaṃśo 'nukīrtitaḥ	Bhu-_12.12.026/3 yayAteH jyezWa-putrasya yadoH vaMSaH anukIrtitaH
   BhP_12.12.027/1 yatrāvatīṛṇo bhagavān kṛṣṇākhyo jagad-īśvaraḥ	Bhu-_12.12.027/1 yatra-avatIRNaH BagavAn kRzNa-AKyaH jagat--ISvaraH
   BhP_12.12.027/3 vasudeva-gṛhe janma tato vṛddhiś ca gokule	Bhu-_12.12.027/3 vasudeva-gRhe janma tatas vRdDiH ca gokule
   BhP_12.12.028/1 tasya karmāṇy apārāṇi kīrtitāny asura-dviṣaḥ	Bhu-_12.12.028/1 tasya karmANi apArANi kIrtitAni asura-dvizaH
   BhP_12.12.028/3 pūtanāsu-payaḥ-pānaṃ śakaṭoccāṭanaṃ śiśoḥ	Bhu-_12.12.028/3 pUtanAsu--payaH--pAnam Sakawa-uccAwanam SiSoH
   BhP_12.12.029/1 tṛṇāvartasya niṣpeṣas tathaiva baka-vatsayoḥ	Bhu-_12.12.029/1 tRNAvartasya nizpezaH taTA-eva baka--vatsayoH
   BhP_12.12.029/3 aghāsura-vadho dhātrā vatsa-pālāvagūhanam	BhP_12.12.029/3 aGa-asura-vaDaH DAtrA vatsa-pAla-avagUhanam
   BhP_12.12.030/1 dhenukasya saha-bhrātuḥ pralambasya ca saṅkṣayaḥ	Bhu-_12.12.030/1 Denukasya saha-BrAtuH pralambasya ca saFkzayaH
   BhP_12.12.030/3 gopānāṃ ca paritrāṇaṃ dāvāgneḥ parisarpataḥ	BhP_12.12.030/3 gopAnAm ca paritrANam dAva-agneH parisarpataH
   BhP_12.12.031/1 damanaṃ kāliyasyāher mahāher nanda-mokṣaṇam	Bhu-_12.12.031/1 damanam kAliyasya-aheH mahA-aheH nanda-mokzaNam
   BhP_12.12.031/3 vrata-caryā tu kanyānāṃ yatra tuṣṭo 'cyuto vrataiḥ	Bhu-_12.12.031/3 vrata-caryA tu kanyAnAm yatra tuzwaH acyutaH vratEH
   BhP_12.12.032/1 prasādo yajña-patnībhyo viprāṇāṃ cānutāpanam	Bhu-_12.12.032/1 prasAdaH yajQa--patnIByaH viprANAm ca-anutApanam
   BhP_12.12.032/3 govardhanoddhāraṇaṃ ca śakrasya surabher atha	BhP_12.12.032/3 govarDana-udDAraNam ca Sakrasya suraBeH aTa
   BhP_12.12.033/1 yajñabhiṣekaḥ kṛṣṇasya strībhiḥ krīḍā ca rātriṣu	Bhu-_12.12.033/1 yajQaBizekaH kRzNasya strIBiH krIxA ca rAtrizu
   BhP_12.12.033/3 śaṅkhacūḍasya durbuddher vadho 'riṣṭasya keśinaḥ	BhP_12.12.033/3 SaFKacUxasya durbudDeH vaDaH arizwasya keSinaH
   BhP_12.12.034/1 akrūrāgamanaṃ paścāt prasthānaṃ rāma-kṛṣṇayoḥ	Bhu-_12.12.034/1 akrUra-Agamanam paScAt prasTAnam rAma--kRzNayoH
   BhP_12.12.034/3 vraja-strīṇāṃ vilāpaś ca mathurālokanaṃ tataḥ	Bhu-_12.12.034/3 vraja--strINAm vilApaH ca maTurA-Alokanam tatas-
   BhP_12.12.035/1 gaja-muṣṭika-cāṇūra- kaṃsādīnāṃ tathā vadhaḥ	Bhu-_12.12.035/1 gaja-muzwika-cANUra kaMsa-AdInAm taTA vaDaH
   BhP_12.12.035/3 mṛtasyānayanaṃ sūnoḥ punaḥ sāndīpaner guroḥ	Bhu-_12.12.035/3 mRtasya-Anayanam sUnoH punar sAndIpaneH guroH
   BhP_12.12.036/1 mathurāyāṃ nivasatā yadu-cakrasya yat priyam	Bhu-_12.12.036/1 maTurAyAm nivasatA yadu-cakrasya yat priyam
   BhP_12.12.036/3 kṛtam uddhava-rāmābhyāṃ yutena hariṇā dvijāḥ	Bhu-_12.12.036/3 kRtam udDava-rAmAByAm yutena hariNA dvijAH
   BhP_12.12.037/1 jarāsandha-samānīta- sainyasya bahuśo vadhaḥ	Bhu-_12.12.037/1 jarAsanDa--samAnIta sEnyasya bahuSas vaDaH
   BhP_12.12.037/3 ghātanaṃ yavanendrasya kuśasthalyā niveśanam	Bhu-_12.12.037/3 GAtanam yavana-indrasya kuSa-sTalyAH niveSanam
   BhP_12.12.038/1 ādānaṃ pārijātasya sudharmāyāḥ surālayāt	Bhu-_12.12.038/1 AdAnam pArijAtasya suDarmAyAH surAlayAt-
   BhP_12.12.038/3 rukmiṇyā haraṇaṃ yuddhe pramathya dviṣato hareḥ	BhP_12.12.038/3 rukmiNyAH haraNam yudDe pramaTya dvizataH hareH
   BhP_12.12.039/1 harasya jṛmbhaṇaṃ yuddhe bāṇasya bhuja-kṛntanam	Bhu-_12.12.039/1 harasya jRmBaNam yudDe bANasya Buja--kRntanam
   BhP_12.12.039/3 prāgjyotiṣa-patiṃ hatvā kanyānāṃ haraṇaṃ ca yat	Bhu-_12.12.039/3 prAgjyotiza--patim hatvA kanyAnAm haraNam ca yat-
   BhP_12.12.040/1 caidya-pauṇḍraka-śālvānāṃ dantavakrasya durmateḥ	Bhu-_12.12.040/1 cEdya--pONxra-ka-SAlvAnAm dantavakrasya durmateH
   BhP_12.12.040/3 śambaro dvividaḥ pīṭho muraḥ pañcajanādayaḥ	BhP_12.12.040/3 SambaraH dvividaH pIWaH muraH paQcajana-AdayaH
   BhP_12.12.041/1 māhātmyaṃ ca vadhas teṣāṃ vārāṇasyāś ca dāhanam	Bhu-_12.12.041/1 mAhAtmyam ca vaDaH tezAm vArANasyAH ca dAhanam
   BhP_12.12.041/3 bhārāvataraṇaṃ bhūmer nimittī-kṛtya pāṇḍavān	Bhu-_12.12.041/3 BAra-avataraNam BUmeH nimittI-kRtya pANxavAn
   BhP_12.12.042/1 vipra-śāpāpadeśena saṃhāraḥ sva-kulasya ca	Bhu-_12.12.042/1 vipra-SApa-apadeSena saMhAraH sva-kulasya ca
   BhP_12.12.042/3 uddhavasya ca saṃvādo vasudevasya cādbhutaḥ	Bhu-_12.12.042/3 udDavasya ca saMvAdaH vasudevasya ca-adButaH
   BhP_12.12.043/1 yatrātma-vidyā hy akhilā proktā dharma-vinirṇayaḥ	Bhu-_12.12.043/1 yatra-Atma-vidyA hi aKilA proktAH Darma-vinirNayaH
   BhP_12.12.043/3 tato martya-parityāga ātma-yogānubhāvataḥ	Bhu-_12.12.043/3 tatas martya--parityAgaH Atma-yoga-anuBAvataH
   BhP_12.12.044/1 yuga-lakṣaṇa-vṛttiś ca kalau nṝṇām upaplavaḥ	Bhu-_12.12.044/1 yuga-lakzaNa-vRttiH ca kalO nLNAm upaplavaH
   BhP_12.12.044/3 catur-vidhaś ca pralaya utpattis tri-vidhā tathā	BhP_12.12.044/3 catur-viDaH ca pralayaH utpattiH tri-viDA taTA
   BhP_12.12.045/1 deha-tyāgaś ca rājarṣer viṣṇu-rātasya dhīmataḥ	Bhu-_12.12.045/1 deha-tyAgaH ca rAjarzeH vizNu-rAtasya DImataH
   BhP_12.12.045/3 śākhā-praṇayanam ṛṣer mārkaṇḍeyasya sat-kathā	Bhu-_12.12.045/3 SAKA--praNayanam RzeH mArkaNxeyasya sat--kaTA
   BhP_12.12.045/5 mahā-puruṣa-vinyāsaḥ sūryasya jagad-ātmanaḥ	Bhu-_12.12.045/5 mahA--puruza--vinyAsaH sUryasya jagad-AtmanaH
   BhP_12.12.046/1 iti coktaṃ dvija-śreṣṭhā yat pṛṣṭo 'ham ihāsmi vaḥ	BhP_12.12.046/1 iti ca-uktam dvija--SrezWAH yat pRzwaH aham iha-asmi vaH
   BhP_12.12.046/3 līlāvatāra-karmāṇi kīrtitānīha sarvaśaḥ	Bhu-_12.12.046/3 lIlA-avatAra--karmANi kIrtitAni-iha sarvaSas-
   BhP_12.12.047/1 patitaḥ skhalitaś cārtaḥ kṣuttvā vā vivaśo gṛṇan	Bhu-_12.12.047/1 patitaH sKalitaH ca-ArtaH kzuttvA vA vivaSaH gRNan
   BhP_12.12.047/3 haraye nama ity uccair mucyate sarva-pātakāt	Bhu-_12.12.047/3 haraye namaH iti uccEs mucyate sarva-pAtakAt
   BhP_12.12.048/1 saṅkīrtyamāno bhagavān anantaḥ śrutānubhāvo vyasanaṃ hi	Bhu-_12.12.048/1 saFkIrtyamAnaH BagavAn anantaH Sruta-anuBAvaH vyasanam hi
   puṃsām	puMsAm
   BhP_12.12.048/3 praviśya cittaṃ vidhunoty aśeṣaṃ yathā tamo 'rko 'bhram	Bhu-_12.12.048/3 praviSya cittam viDunoti aSezam yaTA tamaH arkaH aBram
   ivāti-vātaḥ	iva-ati-vAtaH
   BhP_12.12.049/1 mṛṣā giras tā hy asatīr asat-kathā na kathyate yad	BhP_12.12.049/1 mRzA giraH tAH hi asatIH asat--kaTA na kaTyate yat-
   bhagavān adhokṣajaḥ	BagavAn aDokzajaH
   BhP_12.12.049/3 tad eva satyaṃ tad u haiva maṅgalaṃ tad eva puṇyaṃ	Bhu-_12.12.049/3 tat eva satyam tat u ha-eva maFgalam tat eva puNyam
   bhagavad-guṇodayam	Bagavat--guNa-udayam
   BhP_12.12.050/1 tad eva ramyaṃ ruciraṃ navaṃ navaṃ tad eva śaśvan manaso	Bhu-_12.12.050/1 tat eva ramyam ruciram navam navam tat eva SaSvat manasaH-
   mahotsavam	mahA-utsavam
   BhP_12.12.050/3 tad eva śokārṇava-śoṣaṇaṃ nṛṇāṃ yad uttamaḥśloka-yaśo	Bhu-_12.12.050/3 tat eva Soka-arNava--SozaNam nRNAm yat uttamaH-Sloka-yaSaH-
   'nugīyate	anugIyate
   BhP_12.12.051/1 na yad vacaś citra-padaṃ harer yaśo	Bhu-_12.12.051/1 na yat vacaH citra-padam hareH yaSaH-
   BhP_12.12.051/2 jagat-pavitraṃ pragṛṇīta karhicit	Bhu-_12.12.051/2 jagat-pavitram pragRNIta karhicit-
   BhP_12.12.051/3 tad dhvāṅkṣa-tīṛthaṃ na tu haṃsa-sevitaṃ	Bhu-_12.12.051/3 tat DvAFkza-tIRTam na tu haMsa--sevitam
   BhP_12.12.051/4 yatrācyutas tatra hi sādhavo 'malāḥ	Bhu-_12.12.051/4 yatra-acyutaH tatra hi sADavaH amalAH
   BhP_12.12.052/1 tad vāg-visargo janatāgha-samplavo yasmin prati-ślokam	Bhu-_12.12.052/1 tat vAc--visargaH jana-tA-aGa--samplavaH yasmin prati-Slokam
   abaddhavaty api	abadDavati api
   BhP_12.12.052/3 nāmāny anantasya yaśo 'ṅkitāni yat śṛṇvanti gāyanti	Bhu-_12.12.052/3 nAmAni anantasya yaSaH aFkitAni yat SRNvanti gAyanti
   gṛṇanti sādhavaḥ	gRNanti sADavaH
   BhP_12.12.053/1 naiṣkarmyam apy acyuta-bhāva-varjitaṃ	Bhu-_12.12.053/1 nEzkarmyam api acyuta-BAva--varjitam
   BhP_12.12.053/2 na śobhate jñānam alaṃ nirañjanam	Bhu-_12.12.053/2 na SoBate jQAnam alam niraQjanam
   BhP_12.12.053/3 kutaḥ punaḥ śaśvad abhadram īśvare	Bhu-_12.12.053/3 kutas punar SaSvat aBadram ISvare
   BhP_12.12.053/4 na hy arpitaṃ karma yad apy anuttamam	Bhu-_12.12.053/4 na hi arpitam karma yat api anuttamam
   BhP_12.12.054/1 yaśaḥ-śriyām eva pariśramaḥ paro	Bhu-_12.12.054/1 yaSaH-SriyAm eva pariSramaH paraH-
   varṇāśramācāra-tapaḥ-śrutādiṣu	varNa-ASrama-AcAra--tapaH-Sruta-Adizu
   BhP_12.12.054/3 avismṛtiḥ śrīdhara-pāda-padmayor	BhP_12.12.054/3 avismRtiH SrIDara--pAda--padmayoH-
   guṇānuvāda-śravaṇādarādibhiḥ	guNa-anuvAda--SravaNa-Adara-AdiBiH
   BhP_12.12.055/1 avismṛtiḥ kṛṣṇa-padāravindayoḥ kṣiṇoty abhadrāṇi ca śaṃ	BhP_12.12.055/1 avismRtiH kRzNa-pada-aravindayoH kziNoti aBadrANi ca Sam
   tanoti	tanoti
   BhP_12.12.055/3 sattvasya śuddhiṃ paramātma-bhaktiṃ jñānaṃ ca	Bhu-_12.12.055/3 sattvasya SudDim paramAtma--Baktim jQAnam ca
   vijñāna-virāga-yuktam	vijQAna--virAga--yuktam
   BhP_12.12.056/1 yūyaṃ dvijāgryā bata bhūri-bhāgā yac chaśvad ātmany	Bhu-_12.12.056/1 yUyam dvijAgryA bata BUri-BAgAH yat SaSvat Atmani-
   akhilātma-bhūtam	aKilAtma--BUtam
   BhP_12.12.056/3 nārāyaṇaṃ devam adevam īśam ajasra-bhāvā bhajatāviveśya	Bhu-_12.12.056/3 nArAyaNam devam adevam ISam aja-sra-BAvAH BajatA-viveSya
   BhP_12.12.057/1 ahaṃ ca saṃsmārita ātma-tattvaṃ śrutaṃ purā me	Bhu-_12.12.057/1 aham ca saMsmAritaH Atma--tattvam Srutam purA me
   paramarṣi-vaktrāt	parama-Rzi-vaktrAt-
   BhP_12.12.057/3 prāyopaveśe nṛpateḥ parīkṣitaḥ sadasy ṛṣīṇāṃ mahatāṃ ca	Bhu-_12.12.057/3 prAya-upaveSe nRpateH parIkzitaH sadasi RzINAm mahatAm ca
   śṛṇvatām	SRNvatAm
   BhP_12.12.058/1 etad vaḥ kathitaṃ viprāḥ kathanīyoru-karmaṇaḥ	Bhu-_12.12.058/1 etat vaH kaTitam viprAH kaTanIya-uru-karmaNaH
   BhP_12.12.058/3 māhātmyaṃ vāsudevasya sarvāśubha-vināśanam	Bhu-_12.12.058/3 mAhAtmyam vAsudevasya sarva-aSuBa-vinASanam
   BhP_12.12.059/1 ya etat śrāvayen nityaṃ yāma-kṣaṇam ananya-dhīḥ	Bhu-_12.12.059/1 yaH etat SrAvayet nityam yAma--kzaNam ananya-DIH
   BhP_12.12.059/3 ślokam ekaṃ tad-ardhaṃ vā pādaṃ pādārdham eva vā	Bhu-_12.12.059/3 Slokam ekam tad--arDam vA pAdam pAda-arDam eva vA
   BhP_12.12.059/5 śraddhāvān yo 'nuśṛṇuyāt punāty ātmānam eva saḥ	Bhu-_12.12.059/5 SradDAvAn yaH anuSRNuyAt punAti AtmAnam eva saH
   BhP_12.12.060/1 dvādaśyām ekādaśyāṃ vā śṛṇvann āyuṣyavān bhavet	Bhu-_12.12.060/1 dvAdaSyAm ekAdaSyAm vA SRNvan AyuzyavAn Bavet-
   BhP_12.12.060/3 paṭhaty anaśnan prayataḥ pūto bhavati pātakāt	Bhu-_12.12.060/3 paWati anaSnan prayataH pUtaH Bavati pAtakAt-
   BhP_12.12.061/1 puṣkare mathurayāṃ ca dvāravatyāṃ yatātmavān	Bhu-_12.12.061/1 puzkare maTurayAm ca dvAravatyAm yata-AtmavAn
   BhP_12.12.061/3 upoṣya saṃhitām etāṃ paṭhitvā mucyate bhayāt	Bhu-_12.12.061/3 upozya saMhitAm etAm paWitvA mucyate BayAt-
   BhP_12.12.062/1 devatā munayaḥ siddhāḥ pitaro manavo nṛpāḥ	Bhu-_12.12.062/1 devatAH munayaH sidDAH pitaraH manavaH nRpAH
   BhP_12.12.062/3 yacchanti kāmān gṛṇataḥ śṛṇvato yasya kīrtanāt	Bhu-_12.12.062/3 yacCanti kAmAn gRNataH SRNvataH yasya kIrtanAt-
   BhP_12.12.063/1 ṛco yajūṃṣi sāmāni dvijo 'dhītyānuvindate	Bhu-_12.12.063/1 RcaH yajUMzi sAmAni dvijaH aDItya-anuvindate
   BhP_12.12.063/3 madhu-kulyā ghṛta-kulyāḥ payaḥ-kulyāś ca tat phalam	Bhu-_12.12.063/3 maDu-kulyAH GRta--kulyAH payaH-kulyAH ca tat Palam
   BhP_12.12.064/1 purāṇa-saṃhitām etām adhītya prayato dvijaḥ	Bhu-_12.12.064/1 purANa--saMhitAm etAm aDItya prayataH dvijaH
   BhP_12.12.064/3 proktaṃ bhagavatā yat tu tat padaṃ paramaṃ vrajet	Bhu-_12.12.064/3 proktam BagavatA yat tu tat padam paramam vrajet-
   BhP_12.12.065/1 vipro 'dhītyāpnuyāt prajñāṃ rājanyodadhi-mekhalām	Bhu-_12.12.065/1 vipraH aDItya-ApnuyAt prajQAm rAjanyA-udaDi--meKalAm
   BhP_12.12.065/3 vaiśyo nidhi-patitvaṃ ca śūdraḥ śudhyeta pātakāt	Bhu-_12.12.065/3 vESyaH niDi-pati-tvam ca SUdraH SuDyeta pAtakAt-
   BhP_12.12.066/1 kali-mala-saṃhati-kālano 'khileśo harir itaratra na gīyate	Bhu-_12.12.066/1 kali-mala--saMhati--kAlanaH aKila-ISaH hariH itaratra na gIyate
   hy abhīkṣṇam	hi aBIkzNam
   BhP_12.12.066/3 iha tu punar bhagavān aśeṣa-mūrtiḥ paripaṭhito 'nu-padaṃ	Bhu-_12.12.066/3 iha tu punar BagavAn aSeza-mUrtiH paripaWitaH anu-padam
   kathā-prasaṅgaiḥ	kaTA--prasaFgEH
   BhP_12.12.067/1 tam aham ajam anantam ātma-tattvaṃ	Bhu-_12.12.067/1 tam aham ajam anantam Atma--tattvam
   jagad-udaya-sthiti-saṃyamātma-śaktim	jagat--udaya--sTiti-saMyama-Atma--Saktim
   BhP_12.12.067/3 dyu-patibhir aja-śakra-śaṅkarādyair duravasita-stavam	Bhu-_12.12.067/3 dyu-patiBiH aja--Sakra--SaFkara-AdyEH duravasita--stavam
   acyutaṃ nato 'smi	acyutam nataH asmi
   BhP_12.12.068/1 upacita-nava-śaktibhiḥ sva ātmany	BhP_12.12.068/1 upacita-nava--SaktiBiH sve Atmani-
   uparacita-sthira-jaṅgamālayāya	uparacita--sTira--jaFgama-AlayAya
   BhP_12.12.068/3 bhagavata upalabdhi-mātra-dhamne sura-ṛṣabhāya namaḥ	Bhu-_12.12.068/3 BagavataH upalabDi--mAtra--Damne sura-RzaBAya namaH
   sanātanāya	sanAtanAya
   BhP_12.12.069/1 sva-sukha-nibhṛta-cetās tad-vyudastānya-bhāvo	Bhu-_12.12.069/1 sva--suKa-niBRta--cetAH tad-vyudaH-tAni-a-BAvaH-
   BhP_12.12.069/2 'py ajita-rucira-līlākṛṣṭa-sāras tadīyam	BhP-_12.12.069/2 api ajita-ruciH-a--lIlA-AkRzwa---sAraH tadIyam
   BhP_12.12.069/3 vyatanuta kṛpayā yas tattva-dīpaṃ purāṇaṃ	Bhu-_12.12.069/3 vyatanuta kRpayA yaH tattva--dIpam purANam
   BhP_12.12.069/4 tam akhila-vṛjina-ghnaṃ vyāsa-sūnuṃ nato 'smi	Bhu-_12.12.069/4 tam aKila--vRjina--Gnam vyAsa--sUnum nataH asmi
   BhP_12.13.001/0 sūta uvāca	BhP_12.13.001/0 sUtaH uvAca
   BhP_12.13.001/1 yaṃ brahmā varuṇendra-rudra-marutaḥ stunvanti divyaiḥ	Bhu-_12.13.001/1 yam brahmA varuNa-indra-rudra--marutaH stunvanti divyEH
   stavair	stavEH-
   BhP_12.13.001/2 vedaiḥ sāṅga-pada-kramopaniṣadair gāyanti yaṃ sāma-gāḥ	Bhu-_12.13.001/2 vedEH sa-aFga-pada-krama-upanizadEH gAyanti yam sAma-gAH
   BhP_12.13.001/3 dhyānāvasthita-tad-gatena manasā paśyanti yaṃ yogino	Bhu-_12.13.001/3 DyAna-avasTita--tad--gatena manasA paSyanti yam yoginaH-
   BhP_12.13.001/4 yasyāntaṃ na viduḥ surāsura-gaṇā devāya tasmai namaḥ	Bhu-_12.13.001/4 yasya-antam na viduH sura-asura--gaNAH devAya tasmE namaH
   BhP_12.13.002/1 pṛṣṭhe bhrāmyad amanda-mandara-giri-grāvāgra-kaṇḍūyanān	Bhu-_12.13.002/1 pRzWe BrAmyat amanda-mandara--giri--grAva-agra--kaNxUyanAn
   BhP_12.13.002/2 nidrāloḥ kamaṭhākṛter bhagavataḥ śvāsānilāḥ pāntu vaḥ	Bhu-_12.13.002/2 nidrAloH kamaWa-AkRteH BagavataH SvAsa-anilAH pAntu vaH
   BhP_12.13.002/3 yat-saṃskāra-kalānuvartana-vaśād velā-nibhenāmbhasāṃ	Bhu-_12.13.002/3 yat--saMskAra-kalA-anuvartana--vaSAt velA--niBena-amBasAm
   BhP_12.13.002/4 yātāyātam atandritaṃ jala-nidher nādyāpi viśrāmyati	Bhu-_12.13.002/4 yAtAyAtam atandritam jala-niDeH na-adya-api viSrAmyati
   BhP_12.13.003/1 purāṇa-saṅkhyā-sambhūtim asya vācya-prayojane	Bhu-_12.13.003/1 purANa--saFKyA--samBUtim asya vAcya--prayojane
   BhP_12.13.003/3 dānaṃ dānasya māhātmyaṃ pāṭhādeś ca nibodhata	Bhu-_12.13.003/3 dAnam dAnasya mAhAtmyam pAWA-AdeH ca niboData
   BhP_12.13.004/1 brāhmaṃ daśa sahasrāṇi pādmaṃ pañcona-ṣaṣṭi ca	Bhu-_12.13.004/1 brAhmam daSa sahasrANi pAdmam paQcona-zazwi ca
   BhP_12.13.004/2 śrī-vaiṣṇavaṃ trayo-viṃśac catur-viṃśati śaivakam	BhP_12.13.004/2 SrI--vEzNavam trayo-viMSat catur--viMSati SEvakam
   BhP_12.13.005/1 daśāṣṭau śrī-bhāgavataṃ nāradaṃ pañca-viṃśati	Bhu-_12.13.005/1 daSa-azwO SrI--BAgavatam nAradam paQca-viMSati
   BhP_12.13.005/3 mārkaṇḍaṃ nava vāhnaṃ ca daśa-pañca catuḥ-śatam	Bhu-_12.13.005/3 mArkaNxam nava vAhnam ca daSa-paQca catuH-Satam
   BhP_12.13.006/1 catur-daśa bhaviṣyaṃ syāt tathā pañca-śatāni ca	Bhu-_12.13.006/1 catur-daSa Bavizyam syAt taTA paQca-SatAni ca
   BhP_12.13.006/3 daśāṣṭau brahma-vaivartaṃ laiṅgam ekādaśaiva tu	Bhu-_12.13.006/3 daSa-azwO brahma-vEvartam lEFgam ekAdaSa-eva tu
   BhP_12.13.007/1 catur-viṃśati vārāham ekāśīti-sahasrakam	Bhu-_12.13.007/1 catur-viMSati vArAham ekASIti--sahasrakam
   BhP_12.13.007/3 skāndaṃ śataṃ tathā caikaṃ vāmanaṃ daśa kīrtitam	Bhu-_12.13.007/3 skAndam Satam taTA ca-ekam vAmanam daSa kIrtitam
   BhP_12.13.008/1 kaurmaṃ sapta-daśākhyātaṃ mātsyaṃ tat tu catur-daśa	Bhu-_12.13.008/1 kOrmam sapta-daSa-AKyAtam mAtsyam tat tu catur-daSa
   BhP_12.13.008/3 ekona-viṃśat sauparṇaṃ brahmāṇḍaṃ dvādaśaiva tu	Bhu-_12.13.008/3 ekona-viMSat sOparNam brahmANxam dvAdaSa-eva tu
   BhP_12.13.009/1 evaṃ purāṇa-sandohaś catur-lakṣa udāhṛtaḥ	Bhu-_12.13.009/1 evam purANa-sandohaH catur--lakzaH udAhRtaH
